CJ헬로(037560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-11,17026,17149,16719,16904,253094,1064894.0,77446865.0
2014-07-14,17026,17764,16780,17703,220163,1115235.0,77446865.0
2014-07-15,17887,18010,17333,17580,397660,1107490.0,77446865.0
2014-07-16,17518,17579,16903,17027,327061,1072639.0,77446865.0
2014-07-17,17026,17149,16719,16904,275466,1064894.0,77446865.0
2014-07-18,16780,16965,16166,16781,439979,1057150.0,77446865.0
2014-07-21,16657,16965,16596,16904,119401,1064894.0,77446865.0
2014-07-22,17026,17395,16842,16842,296234,1061022.0,77446865.0
2014-07-23,16842,17088,16719,16904,212301,1064894.0,77446865.0
2014-07-24,16965,17456,16965,17150,224416,1080384.0,77446865.0
2014-07-25,17272,17272,16965,17150,194808,1080384.0,77446865.0
2014-07-28,17272,17456,17211,17211,197769,1084256.0,77446865.0
2014-07-29,17333,17333,16780,16842,287344,1061022.0,77446865.0
2014-07-30,16903,17026,16596,16658,208030,1049405.0,77446865.0
2014-07-31,16596,16780,15735,16719,563189,1053277.0,77446865.0
2014-08-01,16473,16842,16350,16658,140005,1049405.0,77446865.0
2014-08-04,16842,17211,16596,17150,157449,1080384.0,77446865.0
2014-08-05,17272,17456,16903,16904,189599,1064894.0,77446865.0
2014-08-06,16903,17149,16842,16965,146027,1068767.0,77446865.0
2014-08-07,16903,17149,16719,17150,124359,1080384.0,77446865.0
2014-08-08,17026,17088,16719,17027,134044,1072639.0,77446865.0
2014-08-11,17149,17333,16780,16965,126899,1068767.0,77446865.0
2014-08-12,16903,17026,16473,16904,241128,1064894.0,77446865.0
2014-08-13,17026,17211,16596,17150,428299,1080384.0,77446865.0
2014-08-14,17149,18071,17149,17949,673902,1130724.0,77446865.0
2014-08-18,18133,18563,17825,18133,517392,1142341.0,77446865.0
2014-08-19,18194,18440,17702,18440,376995,1161703.0,77446865.0
2014-08-20,18501,18624,17948,18010,475290,1134597.0,77446865.0
2014-08-21,18010,18010,17518,17641,228601,1111363.0,77446865.0
2014-08-22,17641,18133,17395,18072,270788,1138469.0,77446865.0
2014-08-25,18071,18071,17518,17703,230115,1115235.0,77446865.0
2014-08-26,17702,17887,17456,17703,184910,1115235.0,77446865.0
2014-08-27,17764,17948,17395,17580,184644,1107490.0,77446865.0
2014-08-28,17579,17887,17518,17826,260602,1122980.0,77446865.0
2014-08-29,17825,18194,17702,17826,312604,1122980.0,77446865.0
2014-09-01,18010,18010,17579,17826,162473,1122980.0,77446865.0
2014-09-02,17702,18194,17579,18010,315453,1134597.0,77446865.0
2014-09-03,18010,18133,17764,18133,207115,1142341.0,77446865.0
2014-09-04,18133,18255,17887,18133,214003,1142341.0,77446865.0
2014-09-05,18255,18255,17825,17826,162027,1122980.0,77446865.0
2014-09-11,17948,18194,17825,18194,265032,1146214.0,77446865.0
2014-09-12,18440,19177,18317,18932,1208097,1192682.0,77446865.0
2014-09-15,19055,19177,18747,18994,398606,1196554.0,77446865.0
2014-09-16,18932,18932,18317,18563,457025,1169448.0,77446865.0
2014-09-17,18501,18747,18317,18686,192893,1177192.0,77446865.0
2014-09-18,18809,18932,18317,18440,209000,1161703.0,77446865.0
2014-09-19,18501,18501,17764,17887,485109,1126852.0,77446865.0
2014-09-22,17702,17948,17518,17887,268388,1126852.0,77446865.0
2014-09-23,17825,17948,17211,17395,327066,1095873.0,77446865.0
2014-09-24,17333,17395,16780,16965,545501,1068767.0,77446865.0
2014-09-25,17026,17211,16903,17150,238117,1080384.0,77446865.0
2014-09-26,17088,17088,16534,16658,385722,1049405.0,77446865.0
2014-09-29,16719,16903,15981,16043,472347,1010682.0,77446865.0
2014-09-30,16043,16288,15797,16043,369565,1010682.0,77446865.0
2014-10-01,16043,16104,15674,15797,369477,995192.0,77446865.0
2014-10-02,15797,16596,15428,16535,476098,1041660.0,77446865.0
2014-10-06,16719,16719,15981,16350,255132,1030043.0,77446865.0
2014-10-07,16534,16596,16227,16228,230140,1022299.0,77446865.0
2014-10-08,16227,16411,15674,15797,265117,995192.0,77446865.0
2014-10-10,15674,15797,15244,15613,261512,983575.0,77446865.0
2014-10-13,15428,15551,14506,14568,587623,917745.0,77446865.0
2014-10-14,14506,14936,14444,14875,291337,937107.0,77446865.0
2014-10-15,14752,14998,14629,14691,186167,925490.0,77446865.0
2014-10-16,14506,14629,14014,14322,295024,902256.0,77446865.0
2014-10-17,14260,14690,14260,14568,228388,917745.0,77446865.0
2014-10-20,14752,14813,14506,14568,145209,917745.0,77446865.0
2014-10-21,14629,14690,14137,14261,168007,898384.0,77446865.0
2014-10-22,14444,14506,13584,13830,573566,871277.0,77446865.0
2014-10-23,13953,14014,13645,13707,263700,863533.0,77446865.0
2014-10-24,13768,13891,12539,12601,1154923,793830.0,77446865.0
2014-10-27,12662,13154,12539,12724,604391,801575.0,77446865.0
2014-10-28,12600,12785,12084,12158,881738,765949.0,77446865.0
2014-10-29,12268,12785,12158,12724,879164,801575.0,77446865.0
2014-10-30,12785,12908,12416,12724,598915,801575.0,77446865.0
2014-10-31,12785,12785,12256,12417,492084,782213.0,77446865.0
2014-11-03,12416,12662,12281,12294,482285,774469.0,77446865.0
2014-11-04,12355,12539,11851,11949,619187,752784.0,77446865.0
2014-11-05,11961,12047,11580,11888,375055,748911.0,77446865.0
2014-11-06,11851,12182,11678,11949,416776,752784.0,77446865.0
2014-11-07,12060,12416,11998,12171,356813,766724.0,77446865.0
2014-11-10,12170,12232,11826,12023,457885,757430.0,77446865.0
2014-11-11,12023,12477,11863,12355,452181,778341.0,77446865.0
2014-11-12,12477,12846,12256,12601,388434,793830.0,77446865.0
2014-11-13,12539,13584,12539,13461,1028035,848043.0,77446865.0
2014-11-14,13584,13891,13215,13216,515972,832554.0,77446865.0
2014-11-17,13154,13461,13031,13277,240308,836426.0,77446865.0
2014-11-18,13400,13522,12723,13216,470499,832554.0,77446865.0
2014-11-19,13215,13277,12785,12970,271983,817064.0,77446865.0
2014-11-20,12908,13092,12723,12970,233409,817064.0,77446865.0
2014-11-21,12969,13277,12846,12970,487080,817064.0,77446865.0
2014-11-24,13154,13277,12969,13093,400807,824809.0,77446865.0
2014-11-25,13215,13215,12785,12847,269429,809320.0,77446865.0
2014-11-26,12908,13154,12785,12908,321997,813192.0,77446865.0
2014-11-27,13031,13154,12785,12847,270894,809320.0,77446865.0
2014-11-28,12846,13338,12785,13216,419741,832554.0,77446865.0
2014-12-01,13277,13400,12908,13031,297598,820937.0,77446865.0
2014-12-02,13031,13215,12908,13154,228759,828681.0,77446865.0
2014-12-03,13215,13461,13092,13154,298151,828681.0,77446865.0
2014-12-04,13215,13338,13031,13216,243217,832554.0,77446865.0
2014-12-05,13277,13338,13154,13216,254091,832554.0,77446865.0
2014-12-08,13215,13277,12293,12785,537916,805447.0,77446865.0
2014-12-09,12785,12969,12477,12785,261573,805447.0,77446865.0
2014-12-10,12662,12908,12477,12908,369385,813192.0,77446865.0
2014-12-11,12785,13031,12600,13031,234011,820937.0,77446865.0
2014-12-12,13031,13215,12477,12662,371381,797703.0,77446865.0
2014-12-15,12416,12539,12293,12478,216067,786086.0,77446865.0
2014-12-16,12416,12477,12109,12257,287099,772145.0,77446865.0
2014-12-17,12207,12281,12047,12121,307174,763626.0,77446865.0
2014-12-18,12207,12293,12047,12097,234376,762077.0,77446865.0
2014-12-19,12158,12477,12146,12478,217551,786086.0,77446865.0
2014-12-22,12416,12477,12121,12121,234237,763626.0,77446865.0
2014-12-23,12133,12195,11998,12035,182318,758205.0,77446865.0
2014-12-24,12060,12195,12035,12146,95630,765175.0,77446865.0
2014-12-26,12170,12355,12170,12232,130942,770596.0,77446865.0
2014-12-29,12293,12355,12060,12060,95448,759754.0,77446865.0
2014-12-30,12060,12170,11887,11974,112306,754332.0,77446865.0
2015-01-02,12023,12072,11826,11826,204614,745039.0,77446865.0
2015-01-05,11814,11961,11199,11912,276056,750460.0,77446865.0
2015-01-06,11826,11924,11592,11679,186655,735745.0,77446865.0
2015-01-07,11580,11666,11433,11433,167954,720256.0,77446865.0
2015-01-08,11433,11482,11285,11347,305679,714835.0,77446865.0
2015-01-09,11346,11457,11285,11384,393150,717158.0,77446865.0
2015-01-12,11383,11519,11359,11384,149563,717158.0,77446865.0
2015-01-13,11469,11469,11051,11113,618672,700120.0,77446865.0
2015-01-14,11101,11211,10904,10917,532471,687728.0,77446865.0
2015-01-15,10965,11064,10732,10794,341638,679983.0,77446865.0
2015-01-16,10756,11076,10695,10892,249415,686179.0,77446865.0
2015-01-19,10904,11101,10879,10990,175827,692375.0,77446865.0
2015-01-20,10953,11322,10953,11310,248209,712511.0,77446865.0
2015-01-21,11310,11396,11015,11015,273340,693924.0,77446865.0
2015-01-22,11015,11125,10683,10745,426853,676886.0,77446865.0
2015-01-23,10818,10879,10670,10708,249808,674562.0,77446865.0
2015-01-26,10695,10744,10597,10622,176398,669141.0,77446865.0
2015-01-27,10621,10830,10597,10757,218149,677660.0,77446865.0
2015-01-28,10756,11150,10707,11150,402119,702443.0,77446865.0
2015-01-29,11088,11125,10941,11101,261597,699345.0,77446865.0
2015-01-30,11224,11371,11039,11150,389897,702443.0,77446865.0
2015-02-02,11150,11617,11125,11494,535742,724128.0,77446865.0
2015-02-03,11617,11924,11592,11839,568268,745813.0,77446865.0
2015-02-04,11838,12047,11777,11986,374834,755107.0,77446865.0
2015-02-05,11986,12121,11359,11617,482077,731873.0,77446865.0
2015-02-06,11396,11900,11310,11876,434326,748137.0,77446865.0
2015-02-09,11875,13338,11875,13093,2099230,824809.0,77446865.0
2015-02-10,13031,13645,12785,13216,1113780,832554.0,77446865.0
2015-02-11,13277,13338,12908,13216,637982,832554.0,77446865.0
2015-02-12,13338,13522,12969,13277,461721,836426.0,77446865.0
2015-02-13,13338,13645,12969,13400,668614,844171.0,77446865.0
2015-02-16,13461,13953,12969,13339,677835,840298.0,77446865.0
2015-02-17,13461,13522,13215,13400,284598,844171.0,77446865.0
2015-02-23,13461,14014,13092,13830,667697,871277.0,77446865.0
2015-02-24,13891,13891,13522,13707,312236,863533.0,77446865.0
2015-02-25,13645,13891,13461,13769,309420,867405.0,77446865.0
2015-02-26,13768,13953,13031,13154,748447,828681.0,77446865.0
2015-02-27,13031,13154,12785,13031,578919,820937.0,77446865.0
2015-03-02,13031,13215,12662,12970,504845,817064.0,77446865.0
2015-03-03,12969,13031,12416,12539,484305,789958.0,77446865.0
2015-03-04,12539,12723,12477,12601,255547,793830.0,77446865.0
2015-03-05,12662,12723,12182,12244,859087,771371.0,77446865.0
2015-03-06,12244,12416,12207,12355,342757,778341.0,77446865.0
2015-03-09,12293,12416,12232,12355,262645,778341.0,77446865.0
2015-03-10,12477,12662,12232,12294,450998,774469.0,77446865.0
2015-03-11,12084,12281,11986,12048,300018,758979.0,77446865.0
2015-03-12,12109,12133,11961,12121,231688,763626.0,77446865.0
2015-03-13,12195,12355,12047,12097,305966,762077.0,77446865.0
2015-03-16,12158,12477,12096,12417,359111,782213.0,77446865.0
2015-03-17,12477,12600,12256,12355,320628,778341.0,77446865.0
2015-03-18,12293,12355,12047,12220,347885,769822.0,77446865.0
2015-03-19,12256,12477,12035,12417,458816,782213.0,77446865.0
2015-03-20,12477,12477,12232,12417,285523,782213.0,77446865.0
2015-03-23,12477,12477,12146,12294,448079,774469.0,77446865.0
2015-03-24,12268,12355,12121,12232,257789,770596.0,77446865.0
2015-03-25,12281,12416,12170,12355,300971,778341.0,77446865.0
2015-03-26,12355,12355,12047,12146,382767,765175.0,77446865.0
2015-03-27,12416,13953,12355,13953,3574268,879022.0,77446865.0
2015-03-30,13707,14506,13522,14445,2293940,910001.0,77446865.0
2015-03-31,14383,15858,14137,15183,3111362,956469.0,77446865.0
2015-04-01,15428,16350,15305,15551,1940116,979703.0,77446865.0
2015-04-02,15551,15920,15244,15551,892306,979703.0,77446865.0
2015-04-03,15797,15858,15366,15428,573658,971958.0,77446865.0
2015-04-06,15244,15735,14629,15551,1540129,979703.0,77446865.0
2015-04-07,15797,15797,15305,15367,432040,968086.0,77446865.0
2015-04-08,15366,15735,15121,15674,459751,987448.0,77446865.0
2015-04-09,15735,16043,15244,15428,622014,971958.0,77446865.0
2015-04-10,15489,16227,15244,15982,951371,1006809.0,77446865.0
2015-04-13,15858,16043,15366,15367,521686,968086.0,77446865.0
2015-04-14,15366,15551,14998,15183,450265,956469.0,77446865.0
2015-04-15,15244,15674,14690,15183,634291,956469.0,77446865.0
2015-04-16,15244,15305,14567,14814,666824,933235.0,77446865.0
2015-04-17,14752,15674,14629,15551,584768,979703.0,77446865.0
2015-04-20,15428,15551,15182,15306,325363,964213.0,77446865.0
2015-04-21,15428,15612,15182,15367,241017,968086.0,77446865.0
2015-04-22,15428,15612,14322,15060,518673,948724.0,77446865.0
2015-04-23,15121,15244,14567,14691,417559,925490.0,77446865.0
2015-04-24,14752,14875,14199,14568,475137,917745.0,77446865.0
2015-04-27,14690,15059,14444,14937,393305,940979.0,77446865.0
2015-04-28,14998,15121,14383,14383,473023,906128.0,77446865.0
2015-04-29,14383,14629,13891,14199,377968,894511.0,77446865.0
2015-04-30,14260,14444,14076,14322,148094,902256.0,77446865.0
2015-05-04,14260,14875,14260,14445,392672,910001.0,77446865.0
2015-05-06,14322,14629,14076,14261,218476,898384.0,77446865.0
2015-05-07,14260,14383,13891,14015,233106,882894.0,77446865.0
2015-05-08,14014,14137,13768,14015,353349,882894.0,77446865.0
2015-05-11,14137,14629,13953,14445,536047,910001.0,77446865.0
2015-05-12,14444,14506,14199,14383,245638,906128.0,77446865.0
2015-05-13,14383,14875,14260,14875,372234,937107.0,77446865.0
2015-05-14,14936,15182,14629,15183,407286,956469.0,77446865.0
2015-05-15,15059,15182,14690,14937,410095,940979.0,77446865.0
2015-05-18,14875,14936,14506,14937,353288,940979.0,77446865.0
2015-05-19,14813,14936,14322,14568,325558,917745.0,77446865.0
2015-05-20,14444,14875,14260,14445,326366,910001.0,77446865.0
2015-05-21,14444,14752,14137,14752,355653,929362.0,77446865.0
2015-05-22,14936,16842,14936,16289,2451153,1026171.0,77446865.0
2015-05-26,16104,16411,15612,16228,1173191,1022299.0,77446865.0
2015-05-27,16166,16596,16043,16289,931453,1026171.0,77446865.0
2015-05-28,16596,16596,16104,16350,899012,1030043.0,77446865.0
2015-05-29,16350,17211,15612,16166,1463430,1018426.0,77446865.0
2015-06-01,16288,16657,15674,16228,652242,1022299.0,77446865.0
2015-06-02,15981,16166,15428,15490,486235,975830.0,77446865.0
2015-06-03,15428,16411,15428,16043,514193,1010682.0,77446865.0
2015-06-04,16411,16534,15735,15736,472833,991320.0,77446865.0
2015-06-05,15489,15920,15182,15859,529508,999065.0,77446865.0
2015-06-08,16166,16657,15858,16228,662662,1022299.0,77446865.0
2015-06-09,16104,16534,15674,16166,573720,1018426.0,77446865.0
2015-06-10,16227,16350,15428,15551,354219,979703.0,77446865.0
2015-06-11,15612,15674,14875,15490,376967,975830.0,77446865.0
2015-06-12,15366,15858,15059,15306,285883,964213.0,77446865.0
2015-06-15,15305,15612,14875,15306,242963,964213.0,77446865.0
2015-06-16,15121,15612,14936,15183,290507,956469.0,77446865.0
2015-06-17,15121,15428,15121,15244,249786,960341.0,77446865.0
2015-06-18,15305,15981,15305,15982,548351,1006809.0,77446865.0
2015-06-19,15981,16227,15735,15982,455439,1006809.0,77446865.0
2015-06-22,16104,16473,15735,16473,399986,1037788.0,77446865.0
2015-06-23,16596,16657,16227,16596,391070,1045533.0,77446865.0
2015-06-24,16596,16719,15981,16596,498759,1045533.0,77446865.0
2015-06-25,16719,16780,16227,16473,474325,1037788.0,77446865.0
2015-06-26,16473,16596,15981,16228,407836,1022299.0,77446865.0
2015-06-29,15981,16166,15674,15736,391302,991320.0,77446865.0
2015-06-30,15612,15858,15489,15736,423579,991320.0,77446865.0
2015-07-01,15858,16227,15735,15797,382395,995192.0,77446865.0
2015-07-02,16043,16473,15858,16412,426313,1033916.0,77446865.0
2015-07-03,16411,16903,16104,16350,474780,1030043.0,77446865.0
2015-07-06,15981,16534,15920,16228,291956,1022299.0,77446865.0
2015-07-07,16288,16596,16043,16473,395921,1037788.0,77446865.0
2015-07-08,16596,17026,16350,16412,469284,1033916.0,77446865.0
2015-07-09,16350,16903,16166,16904,354104,1064894.0,77446865.0
2015-07-10,17149,17395,16842,17088,583225,1076511.0,77446865.0
2015-07-13,17272,17579,17088,17395,445299,1095873.0,77446865.0
2015-07-14,17395,17518,16903,17395,364440,1095873.0,77446865.0
2015-07-15,17395,17456,17026,17150,234185,1080384.0,77446865.0
2015-07-16,17149,17764,17088,17764,404633,1119107.0,77446865.0
2015-07-17,17764,17948,17456,17826,311822,1122980.0,77446865.0
2015-07-20,17764,18071,17456,17518,284841,1103618.0,77446865.0
2015-07-21,17518,17641,16842,17150,415492,1080384.0,77446865.0
2015-07-22,17149,17149,16534,16596,275670,1045533.0,77446865.0
2015-07-23,16534,16842,15981,16043,388248,1010682.0,77446865.0
2015-07-24,16227,16227,15920,16105,181803,1014554.0,77446865.0
2015-07-27,16043,16288,15920,16043,167272,1010682.0,77446865.0
2015-07-28,15920,16166,15551,16043,296781,1010682.0,77446865.0
2015-07-29,16166,16473,15428,15920,304936,1002937.0,77446865.0
2015-07-30,15797,15920,15551,15551,162900,979703.0,77446865.0
2015-07-31,15674,16104,15489,15797,198354,995192.0,77446865.0
2015-08-03,15920,16043,15674,15797,155153,995192.0,77446865.0
2015-08-04,15735,15920,15735,15797,141514,995192.0,77446865.0
2015-08-05,16043,16166,14998,14998,448491,944852.0,77446865.0
2015-08-06,15121,15305,14752,15121,457689,952596.0,77446865.0
2015-08-07,15121,15121,14322,14445,540048,910001.0,77446865.0
2015-08-10,14506,14629,13891,13892,448859,875150.0,77446865.0
2015-08-11,14137,14260,13707,13830,462620,871277.0,77446865.0
2015-08-12,13830,14014,13092,13461,395808,848043.0,77446865.0
2015-08-13,13400,14260,13400,14138,425070,890639.0,77446865.0
2015-08-17,14199,14260,13645,13769,252188,867405.0,77446865.0
2015-08-18,13953,13953,12969,13277,390247,836426.0,77446865.0
2015-08-19,13092,13707,12477,13707,680212,863533.0,77446865.0
2015-08-20,13461,13768,13400,13400,305649,844171.0,77446865.0
2015-08-21,12723,13277,12662,12847,437702,809320.0,77446865.0
2015-08-24,12600,12969,12232,12269,317077,772920.0,77446865.0
2015-08-25,12477,12600,11949,12539,433822,789958.0,77446865.0
2015-08-26,12477,14998,12416,14568,1286582,917745.0,77446865.0
2015-08-27,14875,14936,14076,14322,430587,902256.0,77446865.0
2015-08-28,14444,14998,14383,14445,261443,910001.0,77446865.0
2015-08-31,14322,14444,14014,14261,142738,898384.0,77446865.0
2015-09-01,14322,14690,14137,14506,274454,913873.0,77446865.0
2015-09-02,14137,14444,13953,14322,209843,902256.0,77446865.0
2015-09-03,14567,14567,13645,13953,257844,879022.0,77446865.0
2015-09-04,14199,14199,13338,13400,191933,844171.0,77446865.0
2015-09-07,13400,14199,13400,14199,206194,894511.0,77446865.0
2015-09-08,14014,14260,13707,14015,128180,882894.0,77446865.0
2015-09-09,14260,14260,13707,13953,191414,879022.0,77446865.0
2015-09-10,14014,14014,13707,13953,185493,879022.0,77446865.0
2015-09-11,13891,13891,13522,13646,139858,859660.0,77446865.0
2015-09-14,13768,13768,13461,13707,157024,863533.0,77446865.0
2015-09-15,13707,13830,13400,13461,271578,848043.0,77446865.0
2015-09-16,13584,13707,13338,13400,283812,844171.0,77446865.0
2015-09-17,13522,13707,13400,13584,207129,855788.0,77446865.0
2015-09-18,13768,13768,13461,13646,215474,859660.0,77446865.0
2015-09-21,13522,13768,13461,13707,136293,863533.0,77446865.0
2015-09-22,13830,14813,13768,14445,580597,910001.0,77446865.0
2015-09-23,14383,14567,14137,14322,257558,902256.0,77446865.0
2015-09-24,14260,14322,13953,14138,165442,890639.0,77446865.0
2015-09-25,14014,14199,13461,13584,292141,855788.0,77446865.0
2015-09-30,13461,13953,13400,13769,247506,867405.0,77446865.0
2015-10-01,13891,14076,13645,13892,181441,875150.0,77446865.0
2015-10-02,13891,14076,13891,13953,137166,879022.0,77446865.0
2015-10-05,14076,14137,13768,13892,177315,875150.0,77446865.0
2015-10-06,13953,14014,13461,13646,282913,859660.0,77446865.0
2015-10-07,13645,13707,13092,13093,242422,824809.0,77446865.0
2015-10-08,13092,13277,12785,12970,564667,817064.0,77446865.0
2015-10-12,12908,13154,12846,13031,228637,820937.0,77446865.0
2015-10-13,13092,13092,12723,12785,178565,805447.0,77446865.0
2015-10-14,12908,12969,12723,12785,96744,805447.0,77446865.0
2015-10-15,12785,13092,12723,13093,66278,824809.0,77446865.0
2015-10-16,13092,13154,12846,12908,126634,813192.0,77446865.0
2015-10-19,12908,13215,12846,13031,128509,820937.0,77446865.0
2015-10-20,13031,13154,12846,13031,158762,820937.0,77446865.0
2015-10-21,13031,13031,12477,12539,293418,789958.0,77446865.0
2015-10-22,12539,12846,12293,12294,231240,774469.0,77446865.0
2015-10-23,12477,12539,12281,12478,138851,786086.0,77446865.0
2015-10-26,12539,12600,12281,12355,218002,778341.0,77446865.0
2015-10-27,12416,12785,12355,12724,170828,801575.0,77446865.0
2015-10-28,12785,12908,12600,12847,142513,809320.0,77446865.0
2015-10-29,12969,12969,12723,12785,196081,805447.0,77446865.0
2015-10-30,12785,13400,12785,13400,566815,844171.0,77446865.0
2015-11-02,0,0,0,13400,0,844171.0,77446865.0
2015-11-03,0,0,0,13400,0,,
2015-11-04,0,0,0,13400,0,,
2015-11-05,0,0,0,13400,0,,
2015-11-06,0,0,0,13400,0,,
2015-11-09,0,0,0,13400,0,,
2015-11-10,0,0,0,13400,0,,
2015-11-11,0,0,0,13400,0,,
2015-11-12,0,0,0,13400,0,,
2015-11-13,0,0,0,13400,0,,
2015-11-16,0,0,0,13400,0,,
2015-11-17,0,0,0,13400,0,,
2015-11-18,0,0,0,13400,0,,
2015-11-19,0,0,0,13400,0,,
2015-11-20,0,0,0,13400,0,,
2015-11-23,0,0,0,13400,0,,
2015-11-24,0,0,0,13400,0,,
2015-11-25,0,0,0,13400,0,,
2015-11-26,0,0,0,13400,0,,
2015-11-27,0,0,0,13400,0,,
2015-11-30,0,0,0,13400,0,,
2015-12-01,0,0,0,13400,0,,
2015-12-02,0,0,0,13400,0,,
2015-12-03,0,0,0,13400,0,,
2015-12-04,0,0,0,13400,0,,
2015-12-07,0,0,0,13400,0,,
2015-12-08,0,0,0,13400,0,,
2015-12-09,0,0,0,13400,0,,
2015-12-10,0,0,0,13400,0,,
2015-12-11,0,0,0,13400,0,,
2015-12-14,0,0,0,13400,0,,
2015-12-15,13400,13450,11750,12450,2218169,964213.0,77446865.0
2015-12-16,12550,12700,11750,11800,713831,913873.0,77446865.0
2015-12-17,11950,12100,11600,11850,384545,917745.0,77446865.0
2015-12-18,11900,12450,11900,12350,474254,956469.0,77446865.0
2015-12-21,12300,12550,12200,12250,196828,948724.0,77446865.0
2015-12-22,12350,12500,12150,12350,203993,956469.0,77446865.0
2015-12-23,12500,12950,12450,12800,419199,991320.0,77446865.0
2015-12-24,12850,13150,12650,12800,256074,991320.0,77446865.0
2015-12-28,12800,12950,12550,12650,117852,979703.0,77446865.0
2015-12-29,12650,12700,11950,12600,182140,975830.0,77446865.0
2015-12-30,12750,12900,12550,12650,138944,979703.0,77446865.0
2016-01-04,12400,12800,12350,12400,137198,960341.0,77446865.0
2016-01-05,12400,12900,12250,12900,226073,999065.0,77446865.0
2016-01-06,12950,13150,12350,12600,286029,975830.0,77446865.0
2016-01-07,12550,12750,12200,12500,130232,968086.0,77446865.0
2016-01-08,12450,12700,12200,12550,147421,971958.0,77446865.0
2016-01-11,12650,12700,12300,12300,129156,952596.0,77446865.0
2016-01-12,12400,12450,11900,11900,113050,921618.0,77446865.0
2016-01-13,11950,12350,11950,12150,167309,940979.0,77446865.0
2016-01-14,11950,12250,11900,12250,169546,948724.0,77446865.0
2016-01-15,12350,12450,11850,11950,122305,925490.0,77446865.0
2016-01-18,11950,12200,11850,12050,129886,933235.0,77446865.0
2016-01-19,12100,12200,11800,11950,181855,925490.0,77446865.0
2016-01-20,11950,12000,11100,11350,253053,879022.0,77446865.0
2016-01-21,11450,11450,11050,11200,99673,867405.0,77446865.0
2016-01-22,11200,12300,11200,11600,359323,898384.0,77446865.0
2016-01-25,11700,11950,11450,11650,184699,902256.0,77446865.0
2016-01-26,11700,11750,11550,11650,65810,902256.0,77446865.0
2016-01-27,11650,11700,11350,11600,150941,898384.0,77446865.0
2016-01-28,11600,11900,11450,11750,166296,910001.0,77446865.0
2016-01-29,11800,12200,11600,12000,325306,929362.0,77446865.0
2016-02-01,12100,12250,11950,12250,149795,948724.0,77446865.0
2016-02-02,12200,12350,12100,12250,139477,948724.0,77446865.0
2016-02-03,12200,12300,12100,12150,126337,940979.0,77446865.0
2016-02-04,12300,12300,12050,12150,108784,940979.0,77446865.0
2016-02-05,12000,12350,12000,12300,157010,952596.0,77446865.0
2016-02-11,11950,12200,11800,11800,116109,913873.0,77446865.0
2016-02-12,11550,11750,11200,11600,150540,898384.0,77446865.0
2016-02-15,11650,12050,11350,12050,188288,933235.0,77446865.0
2016-02-16,12300,12300,11850,11900,164139,921618.0,77446865.0
2016-02-17,11900,12050,11500,11650,153034,902256.0,77446865.0
2016-02-18,11650,11850,11550,11750,109722,910001.0,77446865.0
2016-02-19,11750,12050,11500,11900,166344,921618.0,77446865.0
2016-02-22,11900,12050,11800,11950,107693,925490.0,77446865.0
2016-02-23,12000,12050,11750,11750,109288,910001.0,77446865.0
2016-02-24,11700,12200,11650,12000,136722,929362.0,77446865.0
2016-02-25,12050,12050,11450,11650,256778,902256.0,77446865.0
2016-02-26,11650,12050,11550,11950,273209,925490.0,77446865.0
2016-02-29,12050,12050,11800,11800,139278,913873.0,77446865.0
2016-03-02,12000,12000,11850,12000,161054,929362.0,77446865.0
2016-03-03,11900,12050,11850,11950,80371,925490.0,77446865.0
2016-03-04,11950,11950,11650,11700,164573,906128.0,77446865.0
2016-03-07,11700,11750,11500,11550,176602,894511.0,77446865.0
2016-03-08,11550,11650,11400,11500,75610,890639.0,77446865.0
2016-03-09,11550,11600,11200,11250,160551,871277.0,77446865.0
2016-03-10,11300,11600,11300,11600,148747,898384.0,77446865.0
2016-03-11,11700,11750,11500,11700,144631,906128.0,77446865.0
2016-03-14,11700,11700,11500,11550,90195,894511.0,77446865.0
2016-03-15,11650,11650,11350,11450,105403,886767.0,77446865.0
2016-03-16,11450,11750,11400,11650,160619,902256.0,77446865.0
2016-03-17,11750,11850,11650,11700,126997,906128.0,77446865.0
2016-03-18,11600,11750,11550,11550,185705,894511.0,77446865.0
2016-03-21,11650,11650,11400,11450,84443,886767.0,77446865.0
2016-03-22,11400,11550,11350,11450,107796,886767.0,77446865.0
2016-03-23,11500,11550,11400,11550,103638,894511.0,77446865.0
2016-03-24,11500,11800,11450,11600,203895,898384.0,77446865.0
2016-03-25,11600,11750,11550,11550,44919,894511.0,77446865.0
2016-03-28,11500,12000,11450,11950,178061,925490.0,77446865.0
2016-03-29,12000,12300,11900,12300,202801,952596.0,77446865.0
2016-03-30,12400,12800,12300,12800,229069,991320.0,77446865.0
2016-03-31,12800,12800,12450,12750,133850,987448.0,77446865.0
2016-04-01,12500,12650,12150,12650,232541,979703.0,77446865.0
2016-04-04,12700,12850,12350,12800,120052,991320.0,77446865.0
2016-04-05,12800,13500,12800,13300,376594,1030043.0,77446865.0
2016-04-06,13500,13550,13100,13250,213674,1026171.0,77446865.0
2016-04-07,13150,13400,12900,13150,154236,1018426.0,77446865.0
2016-04-08,13000,13350,12650,13200,208569,1022299.0,77446865.0
2016-04-11,13150,13300,12850,13200,118153,1022299.0,77446865.0
