LG이노텍(011070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-23,40978,43593,37200,43303,76591,537330.0,12020800.0
2008-10-24,41656,43109,36812,43109,73699,534926.0,12020800.0
2008-10-27,37877,42042,37877,41172,57978,510884.0,12020800.0
2008-10-28,38362,42625,38023,39525,63585,490449.0,12020800.0
2008-10-29,41267,42624,36811,36813,48316,456790.0,12020800.0
2008-10-30,39621,42334,37975,42334,44000,525309.0,12020800.0
2008-10-31,43593,46500,42431,45434,43736,563776.0,12020800.0
2008-11-03,45385,46887,43351,43400,44939,538532.0,12020800.0
2008-11-04,43883,44561,42381,44466,30133,551755.0,12020800.0
2008-11-05,45046,45918,43884,43884,42740,544542.0,12020800.0
2008-11-06,42333,42333,39524,40591,20468,503672.0,12020800.0
2008-11-07,39621,40832,36909,39670,61849,492252.0,12020800.0
2008-11-10,39718,40445,38459,38750,51273,480832.0,12020800.0
2008-11-11,38459,38750,36957,37103,48081,460397.0,12020800.0
2008-11-12,37295,37974,35842,36038,67065,447174.0,12020800.0
2008-11-13,34100,34875,32453,34003,37596,421930.0,12020800.0
2008-11-14,35359,39089,35068,39089,114515,485039.0,12020800.0
2008-11-17,40203,40203,37635,39428,62006,489247.0,12020800.0
2008-11-18,38845,39039,37489,37491,19911,465205.0,12020800.0
2008-11-19,38459,38653,37393,38120,27621,473018.0,12020800.0
2008-11-20,36812,37296,33857,33906,27636,420728.0,12020800.0
2008-11-21,32937,38071,32453,37781,25171,468811.0,12020800.0
2008-11-24,37780,38845,37053,37588,15721,466407.0,12020800.0
2008-11-25,38749,39184,35552,36619,22003,454386.0,12020800.0
2008-11-26,36569,37295,34777,37297,31760,462801.0,12020800.0
2008-11-27,38700,38700,36424,37152,26201,460998.0,12020800.0
2008-11-28,37539,38120,36764,38120,25508,473018.0,12020800.0
2008-12-01,37490,38507,36425,36667,22175,454987.0,12020800.0
2008-12-02,35213,35309,34583,34730,28627,430946.0,12020800.0
2008-12-03,35020,35553,33760,33809,23479,419526.0,12020800.0
2008-12-04,34342,34923,33131,33131,14151,411111.0,12020800.0
2008-12-05,32937,35214,31581,33906,109003,420728.0,12020800.0
2008-12-08,34825,34874,33227,33616,225044,417122.0,12020800.0
2008-12-09,34051,35359,33518,34875,159558,432749.0,12020800.0
2008-12-10,35214,35698,34584,34584,113332,429143.0,12020800.0
2008-12-11,35020,36376,34584,35989,145499,446573.0,12020800.0
2008-12-12,35698,36667,33906,34778,62582,431547.0,12020800.0
2008-12-15,35310,38507,35310,38459,107449,477226.0,12020800.0
2008-12-16,38409,40492,37586,38944,120701,483236.0,12020800.0
2008-12-17,40203,40203,37975,39234,62671,486842.0,12020800.0
2008-12-18,38943,39718,37635,37781,50502,468811.0,12020800.0
2008-12-19,37295,38361,37005,37491,55021,465205.0,12020800.0
2008-12-22,38167,38167,37344,37588,33041,466407.0,12020800.0
2008-12-23,37490,37975,36860,37781,36311,468811.0,12020800.0
2008-12-24,37731,37731,36036,36038,22184,447174.0,12020800.0
2008-12-26,35600,36036,34631,35505,23724,440562.0,12020800.0
2008-12-29,35117,35698,34293,35553,21870,441163.0,12020800.0
2008-12-30,35601,37490,35601,36328,77491,450780.0,12020800.0
2009-01-02,37103,37781,36473,37781,37552,468811.0,12020800.0
2009-01-05,38264,38264,37392,37927,53758,470614.0,12020800.0
2009-01-06,38070,40686,37586,40688,132731,504874.0,12020800.0
2009-01-07,41413,42624,40250,42577,91674,528314.0,12020800.0
2009-01-08,41364,44367,40928,43594,49654,540936.0,12020800.0
2009-01-09,43690,44078,41801,42625,42960,528915.0,12020800.0
2009-01-12,42139,42284,40395,41172,25230,510884.0,12020800.0
2009-01-13,40977,41170,40299,40494,22115,502469.0,12020800.0
2009-01-14,40300,44271,40300,42528,77823,527713.0,12020800.0
2009-01-15,41655,43689,40977,42141,99748,522905.0,12020800.0
2009-01-16,43109,47565,42140,45531,145822,564978.0,12020800.0
2009-01-19,46984,49890,45724,47953,129775,595030.0,12020800.0
2009-01-20,49308,49889,46983,48922,125863,607050.0,12020800.0
2009-01-21,46789,49695,46789,48922,85263,607050.0,12020800.0
2009-01-22,49405,50277,46886,48341,113933,599838.0,12020800.0
2009-01-23,47759,49890,47759,49309,78832,611859.0,12020800.0
2009-01-28,49114,51342,49114,49988,65188,620273.0,12020800.0
2009-01-29,51053,51343,47468,49600,57267,615465.0,12020800.0
2009-01-30,48436,50277,48339,49697,44154,616667.0,12020800.0
2009-02-02,48728,50084,48534,49406,68332,613061.0,12020800.0
2009-02-03,50181,50665,47710,47759,113776,592625.0,12020800.0
2009-02-04,48146,49212,46984,47759,98110,592625.0,12020800.0
2009-02-05,47662,47807,46596,47081,56448,584211.0,12020800.0
2009-02-06,47952,48145,44803,46694,148137,579403.0,12020800.0
2009-02-09,46693,46935,44998,45531,48816,564978.0,12020800.0
2009-02-10,45531,47371,44804,46984,44195,583009.0,12020800.0
2009-02-11,45724,50761,45724,50763,135442,629890.0,12020800.0
2009-02-12,51246,54928,49600,53281,299718,661144.0,12020800.0
2009-02-13,53281,61225,53281,61225,221297,759715.0,12020800.0
2009-02-16,64421,68781,61321,62000,237434,769331.0,12020800.0
2009-02-17,62677,63549,58705,60644,240285,752502.0,12020800.0
2009-02-18,60546,68296,59093,66553,184563,825829.0,12020800.0
2009-02-19,66842,69652,61030,62969,144486,781352.0,12020800.0
2009-02-20,61127,63452,55702,56672,198096,703217.0,12020800.0
2009-02-23,57543,62775,56768,61903,105135,768129.0,12020800.0
2009-02-24,59384,64034,59384,59578,128083,739279.0,12020800.0
2009-02-25,62484,63743,59093,59578,63823,739279.0,12020800.0
2009-02-26,59771,61612,57253,60450,56613,750098.0,12020800.0
2009-02-27,57834,59965,57349,58900,174325,730865.0,12020800.0
2009-03-02,58608,58608,56186,56188,81703,697206.0,12020800.0
2009-03-03,53958,59092,53958,56769,56539,704419.0,12020800.0
2009-03-04,56961,64033,56670,61516,114378,763321.0,12020800.0
2009-03-05,62192,66358,61999,64616,90582,801787.0,12020800.0
2009-03-06,63646,68490,63356,67134,105225,833041.0,12020800.0
2009-03-09,68781,70621,68103,69556,47505,863093.0,12020800.0
2009-03-10,69556,69750,61418,65875,206375,817414.0,12020800.0
2009-03-11,66262,68006,64131,65778,115603,816212.0,12020800.0
2009-03-12,66552,67520,65195,65391,57838,811404.0,12020800.0
2009-03-13,65971,67231,65487,66553,49436,825829.0,12020800.0
2009-03-16,65681,66940,62775,64034,95760,794575.0,12020800.0
2009-03-17,63259,65100,62775,63356,84810,786160.0,12020800.0
2009-03-18,63162,64228,62096,63356,235816,786160.0,12020800.0
2009-03-19,63645,63839,61514,61516,95282,763321.0,12020800.0
2009-03-20,61321,64906,61321,63453,89138,787362.0,12020800.0
2009-03-23,64420,66164,63839,64422,71491,799383.0,12020800.0
2009-03-24,65389,65777,62677,63938,73136,793373.0,12020800.0
2009-03-25,63936,65583,63161,65391,71017,811404.0,12020800.0
2009-03-26,65970,67424,64711,65972,154387,818616.0,12020800.0
2009-03-27,66746,66746,64228,64325,119123,798181.0,12020800.0
2009-03-30,64809,64809,61612,63453,68710,787362.0,12020800.0
2009-03-31,63161,65970,62095,64713,99474,802989.0,12020800.0
2009-04-01,65293,66553,64421,65100,96831,807798.0,12020800.0
2009-04-02,66456,71396,66359,70234,154231,871508.0,12020800.0
2009-04-03,70233,70233,66745,66747,126797,828233.0,12020800.0
2009-04-06,66746,69168,66650,67134,66811,833041.0,12020800.0
2009-04-07,67812,71009,67231,71009,65099,881125.0,12020800.0
2009-04-08,70234,77790,69362,76531,119816,949643.0,12020800.0
2009-04-09,78370,87961,75852,82538,241817,1024172.0,12020800.0
2009-04-10,82634,87478,79050,82150,166762,1019364.0,12020800.0
2009-04-13,82342,87186,79533,87188,117966,1081872.0,12020800.0
2009-04-14,87186,87670,82052,83991,115152,1042203.0,12020800.0
2009-04-15,83117,85249,78467,83991,90600,1042203.0,12020800.0
2009-04-16,85152,86702,82149,83216,62126,1032587.0,12020800.0
2009-04-17,83311,84958,80599,83216,50039,1032587.0,12020800.0
2009-04-20,83892,83892,80114,83313,56014,1033789.0,12020800.0
2009-04-21,82052,82924,81180,82344,50277,1021768.0,12020800.0
2009-04-22,82828,89125,82537,88156,90344,1093893.0,12020800.0
2009-04-23,88930,92514,86217,91063,58242,1129955.0,12020800.0
2009-04-24,91158,91642,88736,90191,35690,1119136.0,12020800.0
2009-04-27,90868,92709,89221,90578,30051,1123945.0,12020800.0
2009-04-28,89706,90965,87284,89125,36645,1105914.0,12020800.0
2009-04-29,88349,95711,88349,95713,51392,1187655.0,12020800.0
2009-04-30,96292,98327,94936,96197,34055,1193665.0,12020800.0
2009-05-04,96875,96875,93096,94259,54488,1169624.0,12020800.0
2009-05-06,95324,95324,91545,91547,47706,1135966.0,12020800.0
2009-05-07,91643,93387,86896,89900,172263,1115530.0,12020800.0
2009-05-08,89900,91643,88350,91256,82841,1132359.0,12020800.0
2009-05-11,91255,91255,89608,90966,31722,1128753.0,12020800.0
2009-05-12,90577,94936,90189,94938,55309,1178038.0,12020800.0
2009-05-13,94452,96002,94064,94066,49891,1167220.0,12020800.0
2009-05-14,93290,95131,91159,95131,41592,1180443.0,12020800.0
2009-05-15,96390,108984,95131,108984,237073,1352340.0,12020800.0
2009-05-18,110921,111406,101718,108500,162573,1346330.0,12020800.0
2009-05-19,110436,116249,104624,108016,147100,1340319.0,12020800.0
2009-05-20,107531,111406,104625,111406,64400,1382392.0,12020800.0
2009-05-21,111406,118671,109468,112375,124815,1394413.0,12020800.0
2009-05-22,111405,117217,108499,109469,108077,1358350.0,12020800.0
2009-05-25,107045,116249,103655,114313,89070,1418454.0,12020800.0
2009-05-26,115280,130780,110920,123516,177213,1532652.0,12020800.0
2009-05-27,125937,135625,122546,127875,154564,1586746.0,12020800.0
2009-05-28,127875,137562,123515,124484,147790,1544673.0,12020800.0
2009-05-29,128842,132717,123514,126422,73812,1568714.0,12020800.0
2009-06-01,126420,133202,126420,131266,65266,1628818.0,12020800.0
2009-06-02,134656,135140,123031,124484,162081,1544673.0,12020800.0
2009-06-03,124968,126906,117218,119156,102383,1478558.0,12020800.0
2009-06-04,119155,125453,116250,116250,94489,1442496.0,12020800.0
2009-06-05,118671,120609,112375,120609,92796,1496590.0,12020800.0
2009-06-08,119640,121578,117703,120609,38671,1496590.0,12020800.0
2009-06-09,121577,121577,114311,118188,65820,1466538.0,12020800.0
2009-06-10,118187,119156,115281,119156,57193,1478558.0,12020800.0
2009-06-11,118671,118671,113343,116250,101564,1442496.0,12020800.0
2009-06-12,115281,116734,112374,112375,73971,1394413.0,12020800.0
2009-06-15,112374,112858,108499,110438,68852,1370371.0,12020800.0
2009-06-16,109467,113827,108499,109469,63361,1358350.0,12020800.0
2009-06-17,108014,111889,107045,110922,56747,1376382.0,12020800.0
2009-06-18,110920,118186,110920,115766,113826,1436486.0,12020800.0
2009-06-19,117703,119156,115281,119156,80902,1478558.0,12020800.0
2009-06-22,118186,119155,114795,117219,52846,1454517.0,12020800.0
2009-06-23,114311,115764,111889,114313,40190,1418454.0,12020800.0
2009-06-24,114312,115765,105593,113828,98948,1412444.0,12020800.0
2009-06-25,111889,116249,110436,113344,77970,1406434.0,12020800.0
2009-06-26,114311,123030,112374,119641,132329,1484569.0,12020800.0
2009-06-29,122545,127874,121092,122063,92564,1514621.0,12020800.0
2009-06-30,124968,124968,119156,123031,48575,1526642.0,12020800.0
2009-07-01,123999,129811,121092,125938,135335,1562704.0,12020800.0
2009-07-02,125936,130295,123514,127391,125800,1580735.0,12020800.0
2009-07-03,125453,128843,124000,128359,60873,1592756.0,12020800.0
2009-07-06,127389,131749,127389,130297,71922,1616798.0,12020800.0
2009-07-07,132234,137562,130296,135625,111371,1682912.0,12020800.0
2009-07-08,135139,140952,133202,134172,109159,1664881.0,12020800.0
2009-07-09,135624,135624,127874,129813,129116,1610787.0,12020800.0
2009-07-10,128842,129327,123030,128844,99051,1598766.0,12020800.0
2009-07-13,126421,128359,118187,121578,97635,1508610.0,12020800.0
2009-07-14,123031,123515,113343,120125,171616,1490579.0,12020800.0
2009-07-15,120125,124968,117218,120125,109635,1490579.0,12020800.0
2009-07-16,122545,123030,117217,119641,157539,2112314.0,17103761.0
2009-07-17,119640,123031,119640,120125,87924,2120866.0,17103761.0
2009-07-20,122061,122545,118186,122063,160024,2155074.0,17103761.0
2009-07-21,124000,128843,123031,125453,254742,2214937.0,17103761.0
2009-07-22,125452,126420,117702,118188,277879,2086659.0,17103761.0
2009-07-23,118671,119156,108984,112859,408560,1992588.0,17103761.0
2009-07-24,113828,118187,107531,107531,290841,1898517.0,17103761.0
2009-07-27,108014,117217,106561,117219,404664,2069555.0,17103761.0
2009-07-28,118186,121092,114795,118188,250867,2086659.0,17103761.0
2009-07-29,116733,123030,115280,121094,334272,2137970.0,17103761.0
2009-07-30,119155,119639,114795,115766,363446,2043899.0,17103761.0
2009-07-31,117703,119640,115281,119156,310920,2103763.0,17103761.0
2009-08-03,119156,120125,115281,116734,219969,2061003.0,17103761.0
2009-08-04,118186,118186,111890,112375,332271,1984036.0,17103761.0
2009-08-05,112859,118671,112375,115281,370344,2035348.0,17103761.0
2009-08-06,116249,119155,115764,117219,179061,2069555.0,17103761.0
2009-08-07,117218,117703,114312,115281,131358,2035348.0,17103761.0
2009-08-10,117218,117218,114796,116734,109708,2061003.0,17103761.0
2009-08-11,116249,122545,114311,122063,361155,2155074.0,17103761.0
2009-08-12,122545,126420,121092,125938,484130,2223489.0,17103761.0
2009-08-13,116250,118671,113828,113828,2797076,2009692.0,17103761.0
2009-08-14,115281,118187,111406,113828,641074,2009692.0,17103761.0
2009-08-17,114796,117218,112375,113828,381902,2009692.0,17103761.0
2009-08-18,114312,116250,108500,111406,368462,1966933.0,17103761.0
2009-08-19,112858,112858,103170,103172,604086,1821551.0,17103761.0
2009-08-20,105593,108499,102687,107531,460609,1898517.0,17103761.0
2009-08-21,109468,111406,106562,108984,310722,1924173.0,17103761.0
2009-08-24,111406,112859,109468,112375,400550,1984036.0,17103761.0
2009-08-25,112859,118187,111406,116734,616411,2061003.0,17103761.0
2009-08-26,118186,123999,117702,123516,719122,2180730.0,17103761.0
2009-08-27,123514,123514,116249,117219,356964,2069555.0,17103761.0
2009-08-28,120125,120609,117703,119156,390183,2103763.0,17103761.0
2009-08-31,120608,123514,117217,117219,523347,2069555.0,17103761.0
2009-09-01,120124,134655,119155,133688,1612690,2360319.0,17103761.0
2009-09-02,131750,148218,131750,147250,1929368,2599772.0,17103761.0
2009-09-03,148703,152093,140953,142406,1005015,2514253.0,17103761.0
2009-09-04,145312,151609,140468,147734,867107,2608324.0,17103761.0
2009-09-07,147734,155968,143859,155000,757233,2736602.0,17103761.0
2009-09-08,155484,156937,145312,147734,821522,2608324.0,17103761.0
2009-09-09,147249,147249,138045,138047,659575,2437286.0,17103761.0
2009-09-10,139015,143859,136109,139984,487681,2471493.0,17103761.0
2009-09-11,140953,146765,138531,139984,561536,2471493.0,17103761.0
2009-09-14,140468,140953,131750,131750,479121,2326111.0,17103761.0
2009-09-15,135625,143375,133687,143375,474502,2531357.0,17103761.0
2009-09-16,147249,147249,140467,141922,537349,2505701.0,17103761.0
2009-09-17,143374,145311,135139,138047,638413,2437286.0,17103761.0
2009-09-18,137561,142405,136592,140469,369260,2480045.0,17103761.0
2009-09-21,140467,140952,135624,136594,219812,2411630.0,17103761.0
2009-09-22,135624,142405,135624,141922,357980,2505701.0,17103761.0
2009-09-23,143375,146281,139984,143859,489855,2539909.0,17103761.0
2009-09-24,142406,142406,135625,136109,449814,2403078.0,17103761.0
2009-09-25,135625,140468,132234,139984,369862,2473856.0,17120108.0
2009-09-28,138531,143375,135625,135625,318092,2396815.0,17120108.0
2009-09-29,139014,139983,134170,134172,332121,2371135.0,17120108.0
2009-09-30,132718,134656,121578,123031,925278,2174254.0,17120108.0
2009-10-01,123515,124484,113828,113828,593413,2011613.0,17120108.0
2009-10-05,112858,114795,108014,109469,612841,1935059.0,17124420.0
2009-10-06,111889,115280,109952,110922,492605,1960746.0,17124420.0
2009-10-07,115280,116733,109467,109469,506673,1935059.0,17124420.0
2009-10-08,112375,119156,109953,119156,447600,2106304.0,17124420.0
2009-10-09,119640,120609,117218,119156,308568,2107189.0,17131617.0
2009-10-12,121093,122546,118187,119156,186421,2107189.0,17131617.0
2009-10-13,119639,119639,114795,117219,199556,2072926.0,17131617.0
2009-10-14,118670,123514,118186,123516,307372,2184281.0,17131617.0
2009-10-15,124000,124484,120609,121578,197568,2150018.0,17131617.0
2009-10-16,122062,123031,116250,116250,195274,2055794.0,17131617.0
2009-10-19,114795,123514,114795,123516,296919,2184281.0,17131617.0
2009-10-20,123514,127874,122061,125938,451012,2227110.0,17131617.0
2009-10-21,124968,127875,122546,127875,247881,2261376.0,17131635.0
2009-10-22,125937,127390,124484,124484,133342,2201415.0,17131635.0
2009-10-23,124968,125453,118187,121578,372622,2150020.0,17131635.0
2009-10-26,119640,124000,118187,121578,224789,2150020.0,17131635.0
2009-10-27,111890,115281,110437,111406,779711,1970138.0,17131635.0
2009-10-28,110437,111406,103656,104625,519368,1850217.0,17131635.0
2009-10-29,101717,107045,99295,107047,349537,1893046.0,17131635.0
2009-10-30,108984,109468,104625,105109,194169,1858786.0,17131665.0
2009-11-02,100750,104140,100265,100750,146546,1781693.0,17131665.0
2009-11-03,102687,104140,99781,99781,140797,1764561.0,17131665.0
2009-11-04,100265,105109,99781,105109,152990,1858786.0,17131665.0
2009-11-05,103171,104140,100265,100750,138527,1781693.0,17131665.0
2009-11-06,103656,104140,100265,101234,103716,1790259.0,17131665.0
2009-11-09,101234,101234,93387,93484,728672,1653206.0,17131665.0
2009-11-10,95227,95614,93386,93388,294962,1651493.0,17131665.0
2009-11-11,94259,95712,93096,94453,236785,1670337.0,17131665.0
2009-11-12,94743,95228,92031,92128,307195,1629221.0,17131665.0
2009-11-13,92128,92709,86121,86703,675176,1533297.0,17131810.0
2009-11-16,87187,88931,85540,87284,366963,1543576.0,17131810.0
2009-11-17,87961,88639,84667,84669,426336,1497320.0,17131810.0
2009-11-18,84861,86605,82342,84088,606228,1487041.0,17131810.0
2009-11-19,84571,88834,84378,88834,593598,1570987.0,17131810.0
2009-11-20,88350,90868,87671,89706,445381,1586406.0,17131810.0
2009-11-23,89706,91159,88834,90481,259806,1600111.0,17131810.0
2009-11-24,91739,91836,89511,90094,266461,1593258.0,17131810.0
2009-11-25,90577,91739,89705,91741,194657,1622382.0,17131810.0
2009-11-26,91934,92612,89900,89900,222619,1589832.0,17131810.0
2009-11-27,87186,88349,82827,83313,275716,1473336.0,17131810.0
2009-11-30,85249,86605,84958,85444,204131,1511026.0,17131810.0
2009-12-01,85249,86024,78661,79922,607266,1413374.0,17131810.0
2009-12-02,80792,82439,79727,81763,443639,1445925.0,17131810.0
2009-12-03,82925,88350,82537,88156,613078,1558995.0,17131810.0
2009-12-04,88252,92611,87670,91547,626039,1618956.0,17131810.0
2009-12-07,92805,93677,91933,92322,257549,1632661.0,17131810.0
2009-12-08,92514,93580,92514,93097,218639,1646367.0,17131810.0
2009-12-09,91449,91545,88930,90772,381732,1605251.0,17131810.0
2009-12-10,90577,92127,89705,91838,243808,1624096.0,17131810.0
2009-12-11,92031,97843,92031,96875,477551,1713181.0,17131810.0
2009-12-14,97843,101234,96875,99781,295583,1764576.0,17131810.0
2009-12-15,98812,101718,96875,96875,305941,1713181.0,17131810.0
2009-12-16,97843,98812,94646,96875,245702,1713181.0,17131810.0
2009-12-17,96874,97842,94936,94938,214766,1678917.0,17131810.0
2009-12-18,93484,96875,93484,96778,204540,1711468.0,17131810.0
2009-12-21,96875,98328,96196,96681,139742,1709755.0,17131810.0
2009-12-22,97358,97842,95227,96294,135187,1702902.0,17131810.0
2009-12-23,96874,96874,94645,94938,224860,1678917.0,17131810.0
2009-12-24,95228,96100,94259,94356,215971,1668638.0,17131810.0
2009-12-28,93580,93967,92611,92613,186201,1637801.0,17131810.0
2009-12-29,92127,95033,92030,93291,171193,1649793.0,17131810.0
2009-12-30,93968,97359,93968,96003,303131,1697762.0,17131810.0
2010-01-04,96778,97359,95131,96778,170446,1711468.0,17131810.0
2010-01-05,98812,108984,98328,106078,1055852,1875933.0,17131810.0
2010-01-06,107531,109468,104625,107531,446831,1901631.0,17131810.0
2010-01-07,108500,109953,100750,101234,536859,1790274.0,17131810.0
2010-01-08,102202,104624,99295,104141,272254,1841670.0,17131810.0
2010-01-11,105592,105592,100264,101719,223870,1798840.0,17131810.0
2010-01-12,100749,106561,100749,106563,250667,1884499.0,17131810.0
2010-01-13,105108,107530,104624,106563,206186,1884499.0,17131810.0
2010-01-14,105592,105592,98811,100266,543378,1773142.0,17131810.0
2010-01-15,101718,104625,100750,101234,187699,1790274.0,17131810.0
2010-01-18,100749,103170,99780,102688,143900,1815972.0,17131810.0
2010-01-19,101718,103656,96681,96875,393320,1713181.0,17131810.0
2010-01-20,97842,98327,93967,94066,295485,1663500.0,17131823.0
2010-01-21,93968,96100,92417,95325,165033,1685771.0,17131823.0
2010-01-22,93581,95131,93484,94550,115462,1672066.0,17131823.0
2010-01-25,93483,93580,91545,91741,176424,1622384.0,17131823.0
2010-01-26,92128,92515,86703,87381,211116,1545290.0,17131823.0
2010-01-27,87187,87381,84862,85250,203232,1507600.0,17131823.0
2010-01-28,85249,91545,84570,90094,196338,1593260.0,17131823.0
2010-01-29,88640,88737,86412,86703,108990,1533298.0,17131823.0
2010-02-01,86703,88931,86315,87575,104631,1548717.0,17131823.0
2010-02-02,88253,90481,87284,87284,93464,1543577.0,17131823.0
2010-02-03,89124,89124,87380,87866,59950,1553856.0,17131823.0
2010-02-04,87962,88156,85734,85734,117134,1516166.0,17131823.0
2010-02-05,82343,83796,81665,81956,145632,1449352.0,17131823.0
2010-02-08,82343,82537,79050,79050,170436,1397957.0,17131823.0
2010-02-09,78856,81181,78662,81181,138453,1435647.0,17131823.0
2010-02-10,82245,84280,81180,83313,124586,1473337.0,17131823.0
2010-02-11,83699,84377,81858,83797,71692,1481903.0,17131823.0
2010-02-12,83795,84570,82536,83313,72993,1473383.0,17132359.0
2010-02-16,83311,85539,82924,84863,69743,1500795.0,17132359.0
2010-02-17,86217,86314,85442,85444,91054,1511074.0,17132359.0
2010-02-18,85928,85928,84571,85153,42739,1505934.0,17132359.0
2010-02-19,84281,85153,82731,82731,91634,1463103.0,17132359.0
2010-02-22,83893,85346,83603,84378,70668,1492228.0,17132359.0
2010-02-23,85152,89705,85152,89416,297305,1581317.0,17132359.0
2010-02-24,88640,92321,88446,92031,221615,1627574.0,17132359.0
2010-02-25,92417,92708,88349,88447,154551,1564184.0,17132359.0
2010-02-26,89802,96292,89705,95519,472022,1689251.0,17132359.0
2010-03-02,96681,97843,94065,95809,210297,1694390.0,17132359.0
2010-03-03,95034,97359,94453,95809,150166,1694390.0,17132359.0
2010-03-04,96584,99781,96196,98328,235981,1738934.0,17132359.0
2010-03-05,98811,98811,96583,97844,126307,1730368.0,17132359.0
2010-03-08,98811,98811,95227,95713,255760,1692677.0,17132359.0
2010-03-09,95809,98328,94743,97359,184828,1721802.0,17132359.0
2010-03-10,97843,98812,96003,98328,124329,1738934.0,17132359.0
2010-03-11,98327,99295,96292,96294,130587,1702956.0,17132359.0
2010-03-12,96389,96874,94355,96294,159064,1702957.0,17132360.0
2010-03-15,96389,97358,95517,96294,81668,1702957.0,17132360.0
2010-03-16,95614,96389,94355,94744,142386,1675545.0,17132360.0
2010-03-17,95518,100750,95227,100750,371493,1781765.0,17132360.0
