케이티(030200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-08-20,35350,35950,35300,35950,405301,10240336.0,284849400.0
2004-08-23,35850,36350,35550,35950,281654,10240336.0,284849400.0
2004-08-24,36350,36400,35550,35600,238901,10140639.0,284849400.0
2004-08-25,35550,36650,35400,36500,461040,10397003.0,284849400.0
2004-08-26,36400,37000,36350,36400,357145,10368518.0,284849400.0
2004-08-27,36800,37100,36350,36500,467497,10397003.0,284849400.0
2004-08-30,36400,36650,36200,36500,311890,10397003.0,284849400.0
2004-08-31,36200,36600,36100,36450,418737,10382761.0,284849400.0
2004-09-01,36300,36750,36300,36700,347899,10453973.0,284849400.0
2004-09-02,36550,37450,36350,37300,449421,10624883.0,284849400.0
2004-09-03,37500,37600,36800,37300,334121,10624883.0,284849400.0
2004-09-06,37400,38450,37400,38400,608855,10938217.0,284849400.0
2004-09-07,38200,38900,38000,38700,474362,11023672.0,284849400.0
2004-09-08,38300,38700,37700,37700,392178,10738822.0,284849400.0
2004-09-09,37600,37900,37000,37050,780338,10553670.0,284849400.0
2004-09-10,37500,37750,36900,37600,444827,10710337.0,284849400.0
2004-09-13,37500,38250,37500,38000,341820,10824277.0,284849400.0
2004-09-14,37700,37900,37200,37250,298460,10610640.0,284849400.0
2004-09-15,37600,37600,37050,37050,207845,10553670.0,284849400.0
2004-09-16,37400,38300,37100,38100,484751,10852762.0,284849400.0
2004-09-17,37700,38000,37250,37400,257765,10653368.0,284849400.0
2004-09-20,37400,38400,37350,38000,271312,10824277.0,284849400.0
2004-09-21,37900,38400,37650,38100,231639,10852762.0,284849400.0
2004-09-22,38150,38300,37200,37200,508354,10596398.0,284849400.0
2004-09-23,37200,37500,36800,37100,199897,10567913.0,284849400.0
2004-09-24,37100,37250,36700,36750,173600,10468215.0,284849400.0
2004-09-30,37100,37550,37000,37250,269075,10610640.0,284849400.0
2004-10-01,37100,37850,37050,37850,268300,10781550.0,284849400.0
2004-10-04,38200,38850,38100,38850,440470,11066399.0,284849400.0
2004-10-05,38750,38750,38100,38700,227546,11023672.0,284849400.0
2004-10-06,38700,39100,38250,39100,415294,11137612.0,284849400.0
2004-10-07,39100,39300,38500,38500,217616,10966702.0,284849400.0
2004-10-08,38100,38600,38050,38050,290000,10838520.0,284849400.0
2004-10-11,37950,38350,37800,38300,250202,10909732.0,284849400.0
2004-10-12,37850,37900,37300,37300,419860,10624883.0,284849400.0
2004-10-13,37300,37700,37300,37400,244856,10653368.0,284849400.0
2004-10-14,37250,37550,36900,37250,534143,10610640.0,284849400.0
2004-10-15,36950,37100,36750,36950,613308,10525185.0,284849400.0
2004-10-18,37200,37300,36650,36850,351124,10496700.0,284849400.0
2004-10-19,36900,37300,36800,36800,558220,10482458.0,284849400.0
2004-10-20,37000,37250,36600,37000,745585,10539428.0,284849400.0
2004-10-21,36800,36950,36500,36750,517105,10468215.0,284849400.0
2004-10-22,36800,36950,36600,36600,560630,10425488.0,284849400.0
2004-10-25,36400,36450,35600,35600,612746,10140639.0,284849400.0
2004-10-26,35750,36000,35600,36000,419056,10254578.0,284849400.0
2004-10-27,36000,36250,35500,35800,499962,10197609.0,284849400.0
2004-10-28,35950,36800,35950,36800,333165,10482458.0,284849400.0
2004-10-29,36150,36400,35950,36400,497566,10368518.0,284849400.0
2004-11-01,36150,36600,36050,36600,231064,10425488.0,284849400.0
2004-11-02,36700,37750,36600,37750,795890,10753065.0,284849400.0
2004-11-03,37400,38000,37150,38000,685811,10824277.0,284849400.0
2004-11-04,37450,37550,37250,37300,261345,10624883.0,284849400.0
2004-11-05,37600,38000,37400,37800,466498,10767307.0,284849400.0
2004-11-08,37900,37900,36750,36900,505593,10510943.0,284849400.0
2004-11-09,37050,37150,36750,37100,891055,10567913.0,284849400.0
2004-11-10,37150,37250,36950,37200,866304,10596398.0,284849400.0
2004-11-11,37000,38000,36900,37500,931864,10681852.0,284849400.0
2004-11-12,37950,38900,37800,38400,2169876,10938217.0,284849400.0
2004-11-15,38050,38900,38050,38900,1021527,11080642.0,284849400.0
2004-11-16,38600,38900,38350,38450,387659,10952459.0,284849400.0
2004-11-17,39050,39250,38750,39200,889632,11166096.0,284849400.0
2004-11-18,39000,40050,38750,39800,936450,11337006.0,284849400.0
2004-11-19,40000,40150,39500,39800,502504,11337006.0,284849400.0
2004-11-22,39800,39900,38950,39700,504063,11308521.0,284849400.0
2004-11-23,40100,41250,39950,41200,925472,11735795.0,284849400.0
2004-11-24,41100,41600,40800,41600,864428,11849735.0,284849400.0
2004-11-25,41000,41350,40800,41300,609946,11764280.0,284849400.0
2004-11-26,40800,42000,40200,40350,790335,11493673.0,284849400.0
2004-11-29,40300,42000,40300,41900,628738,11935190.0,284849400.0
2004-11-30,42000,42300,41000,42300,628525,12049130.0,284849400.0
2004-12-01,42300,42800,41650,42400,388400,12077615.0,284849400.0
2004-12-02,43000,43750,42800,43500,796082,12390949.0,284849400.0
2004-12-03,43400,44200,42550,42900,503354,12220039.0,284849400.0
2004-12-06,42500,43250,42000,42900,400945,12220039.0,284849400.0
2004-12-07,43400,43400,42300,42300,331483,12049130.0,284849400.0
2004-12-08,42500,44250,42300,43700,861324,12447919.0,284849400.0
2004-12-09,44100,44150,43200,43700,1117992,12447919.0,284849400.0
2004-12-10,44150,44300,42550,43500,614116,12390949.0,284849400.0
2004-12-13,44000,44000,42500,43300,404955,12333979.0,284849400.0
2004-12-14,42800,43300,42200,43000,397702,12248524.0,284849400.0
2004-12-15,43000,43500,42550,43000,680293,12248524.0,284849400.0
2004-12-16,42550,43050,42450,42650,449429,12148827.0,284849400.0
2004-12-17,42650,43200,42450,42650,754704,12148827.0,284849400.0
2004-12-20,42550,43450,42550,43400,566679,12362464.0,284849400.0
2004-12-21,42700,43900,42700,43900,678865,12504889.0,284849400.0
2004-12-22,44100,44150,43300,43850,305310,12490646.0,284849400.0
2004-12-23,44000,44000,43100,43400,755453,12362464.0,284849400.0
2004-12-24,43700,43700,43200,43650,383748,12433676.0,284849400.0
2004-12-27,43400,43500,42800,42800,437509,12191554.0,284849400.0
2004-12-28,42900,43100,42650,42850,603322,12205797.0,284849400.0
2004-12-29,41100,41800,41100,41500,594720,11821250.0,284849400.0
2004-12-30,41300,41800,41200,41500,457855,11821250.0,284849400.0
2005-01-03,41600,41700,41250,41250,311747,11750038.0,284849400.0
2005-01-04,41100,41250,40250,40400,442555,11507916.0,284849400.0
2005-01-05,40200,41550,40050,41200,500560,11735795.0,284849400.0
2005-01-06,41000,42200,40500,40500,386588,11536401.0,284849400.0
2005-01-07,41500,41800,40900,40900,575346,11650340.0,284849400.0
2005-01-10,41350,42000,40550,42000,332932,11963675.0,284849400.0
2005-01-11,41800,42600,41450,42600,526564,12134584.0,284849400.0
2005-01-12,42800,42900,42000,42600,338613,12134584.0,284849400.0
2005-01-13,42600,43150,42550,43150,475487,12291252.0,284849400.0
2005-01-14,43150,43600,42500,43200,725568,12305494.0,284849400.0
2005-01-17,43200,43200,42550,42550,425535,12120342.0,284849400.0
2005-01-18,42350,42550,42050,42050,526689,11977917.0,284849400.0
2005-01-19,42500,42500,41750,42350,367344,12063372.0,284849400.0
2005-01-20,41750,42500,41600,41600,306986,11849735.0,284849400.0
2005-01-21,42100,42950,41850,42900,469670,12220039.0,284849400.0
2005-01-24,42600,42850,41800,42000,438533,11963675.0,284849400.0
2005-01-25,41700,42250,41600,42250,268011,12034887.0,284849400.0
2005-01-26,41800,42300,41700,41900,442033,11935190.0,284849400.0
2005-01-27,41600,42100,41550,41900,358680,11935190.0,284849400.0
2005-01-28,41750,42050,41500,41600,251111,11849735.0,284849400.0
2005-01-31,41550,42250,41500,41750,337037,11892462.0,284849400.0
2005-02-01,41600,42000,41400,41400,325717,11792765.0,284849400.0
2005-02-02,41550,41700,41150,41150,295460,11721553.0,284849400.0
2005-02-03,41350,41500,41200,41350,181942,11778523.0,284849400.0
2005-02-04,41050,42400,41050,41600,316826,11849735.0,284849400.0
2005-02-07,41600,41850,41450,41450,617742,11807008.0,284849400.0
2005-02-11,41400,41400,40600,40700,404830,11593371.0,284849400.0
2005-02-14,41000,41700,40750,41150,443030,11721553.0,284849400.0
2005-02-15,40950,42000,40850,41550,656786,11835493.0,284849400.0
2005-02-16,41400,42400,41400,42400,556046,12077615.0,284849400.0
2005-02-17,41900,42400,41650,41800,367954,11906705.0,284849400.0
2005-02-18,41950,41950,41450,41800,318632,11906705.0,284849400.0
2005-02-21,41450,41800,41000,41250,592104,11750038.0,284849400.0
2005-02-22,41050,41450,40850,41400,660821,11792765.0,284849400.0
2005-02-23,41400,42250,41200,42200,726823,12020645.0,284849400.0
2005-02-24,42400,42450,41750,42150,481120,12006402.0,284849400.0
2005-02-25,42200,42500,41750,41950,642300,11949432.0,284849400.0
2005-02-28,42000,42200,41600,41600,553862,11849735.0,284849400.0
2005-03-02,41700,41750,41400,41600,705755,11849735.0,284849400.0
2005-03-03,41600,41700,41200,41200,412712,11735795.0,284849400.0
2005-03-04,41200,41600,41200,41300,547142,11764280.0,284849400.0
2005-03-07,41250,41400,40300,40350,905561,11493673.0,284849400.0
2005-03-08,40300,41000,40300,40500,360251,11536401.0,284849400.0
2005-03-09,41000,42200,40500,41850,886778,11920947.0,284849400.0
2005-03-10,42000,42000,41200,41500,640921,11821250.0,284849400.0
2005-03-11,41500,42100,41200,41950,727408,11949432.0,284849400.0
2005-03-14,41700,41850,41000,41600,321907,11849735.0,284849400.0
2005-03-15,41300,41450,40500,40600,490353,11564886.0,284849400.0
2005-03-16,40450,41300,40450,41000,399982,11678825.0,284849400.0
2005-03-17,41200,41400,40600,41400,398964,11792765.0,284849400.0
2005-03-18,41600,41650,41000,41400,467686,11792765.0,284849400.0
2005-03-21,41400,41600,40950,41200,765275,11735795.0,284849400.0
2005-03-22,41300,41350,40850,41200,231120,11735795.0,284849400.0
2005-03-23,40800,41000,40350,40700,570845,11593371.0,284849400.0
2005-03-24,40400,41100,40350,41100,349647,11707310.0,284849400.0
2005-03-25,41000,41350,40700,41350,220268,11778523.0,284849400.0
2005-03-28,41050,41600,40900,41600,207749,11849735.0,284849400.0
2005-03-29,40800,40900,40050,40050,610793,11408218.0,284849400.0
2005-03-30,40000,40050,39600,39800,333285,11337006.0,284849400.0
2005-03-31,40100,40200,39400,39400,376399,11223066.0,284849400.0
2005-04-01,39100,39800,39100,39400,329123,11223066.0,284849400.0
2005-04-04,39400,39500,38500,38700,693028,11023672.0,284849400.0
2005-04-06,38700,39500,38700,39200,475375,11166096.0,284849400.0
2005-04-07,39050,39250,38700,39200,472858,11166096.0,284849400.0
2005-04-08,39000,39150,38600,38650,862110,11009429.0,284849400.0
2005-04-11,38450,38500,37950,38100,900820,10852762.0,284849400.0
2005-04-12,37750,38100,37750,38100,980835,10852762.0,284849400.0
2005-04-13,38100,38900,38100,38800,850766,11052157.0,284849400.0
2005-04-14,38300,38550,37600,37600,887683,10710337.0,284849400.0
2005-04-15,37800,38300,37650,38300,572311,10909732.0,284849400.0
2005-04-18,37600,38150,37550,38150,297103,10867005.0,284849400.0
2005-04-19,37850,38300,37750,38000,299788,10824277.0,284849400.0
2005-04-20,38000,38300,37400,37750,353830,10753065.0,284849400.0
2005-04-21,37500,37900,37250,37900,338400,10795792.0,284849400.0
2005-04-22,38100,38150,37800,37800,404180,10767307.0,284849400.0
2005-04-25,37850,38750,37600,38650,483776,11009429.0,284849400.0
2005-04-26,38200,39050,38200,38700,493790,11023672.0,284849400.0
2005-04-27,38300,38550,38000,38550,737511,10980944.0,284849400.0
2005-04-28,38350,38600,37800,38250,648936,10895490.0,284849400.0
2005-04-29,38100,38250,37750,38000,362322,10824277.0,284849400.0
2005-05-02,38250,38250,37750,38150,253015,10867005.0,284849400.0
2005-05-03,38600,38600,37850,38250,250752,10895490.0,284849400.0
2005-05-04,38300,38750,38150,38750,276806,11037914.0,284849400.0
2005-05-06,39150,39350,38900,39000,510534,11109127.0,284849400.0
2005-05-09,38800,38900,38150,38700,474917,11023672.0,284849400.0
2005-05-10,38650,38850,38600,38850,165462,11066399.0,284849400.0
2005-05-11,38800,39050,38550,38850,401181,11066399.0,284849400.0
2005-05-12,38800,38950,38250,38250,750140,10895490.0,284849400.0
2005-05-13,38150,38450,37950,38300,300971,10909732.0,284849400.0
2005-05-16,38500,39150,38450,38750,341806,11037914.0,284849400.0
2005-05-17,39000,39300,38400,39000,253398,11109127.0,284849400.0
2005-05-18,39000,39500,38900,39350,275420,11208824.0,284849400.0
2005-05-19,39600,40000,39500,39900,511490,11365491.0,284849400.0
2005-05-20,39900,40100,39750,39900,150598,11365491.0,284849400.0
2005-05-23,40100,40200,39700,39850,306430,11351249.0,284849400.0
2005-05-24,39700,40000,39500,40000,178010,11393976.0,284849400.0
2005-05-25,39750,40050,39250,39650,342324,11294279.0,284849400.0
2005-05-26,39100,39550,39000,39550,616347,11265794.0,284849400.0
2005-05-27,39650,40400,39550,40250,385161,11465188.0,284849400.0
2005-05-30,40100,40500,40000,40450,240042,11522158.0,284849400.0
2005-05-31,40250,40750,40100,40700,231586,11593371.0,284849400.0
2005-06-01,40400,40750,40400,40750,259994,11607613.0,284849400.0
2005-06-02,40700,41000,40300,40900,346737,11650340.0,284849400.0
2005-06-03,40800,41100,40500,40800,472576,11621856.0,284849400.0
2005-06-07,40800,41100,40800,41000,324781,11678825.0,284849400.0
2005-06-08,40800,41300,40700,41100,329431,11707310.0,284849400.0
2005-06-09,41000,41800,40750,41800,1069040,11906705.0,284849400.0
2005-06-10,41500,41850,41350,41750,532800,11892462.0,284849400.0
2005-06-13,41500,41950,41450,41800,255913,11906705.0,284849400.0
2005-06-14,41700,41800,41150,41250,277310,11750038.0,284849400.0
2005-06-15,41150,42000,41150,41900,537424,11935190.0,284849400.0
2005-06-16,41900,42250,41800,42250,510324,12034887.0,284849400.0
2005-06-17,42350,42400,41900,42100,270775,11992160.0,284849400.0
2005-06-20,41850,42100,41700,42000,209991,11963675.0,284849400.0
2005-06-21,42000,42500,41950,42450,500167,12091857.0,284849400.0
2005-06-22,42300,43050,42000,42950,598413,12234282.0,284849400.0
2005-06-23,42950,43350,42750,43250,489954,12319737.0,284849400.0
2005-06-24,43000,43250,42700,42700,703905,12163069.0,284849400.0
2005-06-27,42600,42900,42200,42200,439586,12020645.0,284849400.0
2005-06-28,42450,42950,42400,42900,520485,12220039.0,284849400.0
2005-06-29,42000,42550,41750,42100,442196,11992160.0,284849400.0
2005-06-30,41850,42250,41800,42000,327817,11963675.0,284849400.0
2005-07-01,41550,42150,41300,41600,367578,11849735.0,284849400.0
2005-07-04,41700,41800,41050,41050,336306,11693068.0,284849400.0
2005-07-05,41000,41150,40500,40500,476871,11536401.0,284849400.0
2005-07-06,40500,40800,40450,40550,221672,11550643.0,284849400.0
2005-07-07,40300,40950,40200,40900,286848,11650340.0,284849400.0
2005-07-08,40850,40850,40450,40600,217761,11564886.0,284849400.0
2005-07-11,40750,41150,40650,40950,355953,11664583.0,284849400.0
2005-07-12,40950,41000,40350,40400,629765,11507916.0,284849400.0
2005-07-13,40450,40800,40400,40800,205744,11621856.0,284849400.0
2005-07-14,40700,41700,40550,41250,474559,11750038.0,284849400.0
2005-07-15,41450,41500,40950,41200,428498,11735795.0,284849400.0
2005-07-18,41200,41850,41050,41300,286963,11764280.0,284849400.0
2005-07-19,41050,41700,41050,41450,242178,11807008.0,284849400.0
2005-07-20,41300,41650,40850,41300,372154,11764280.0,284849400.0
2005-07-21,41500,41600,41150,41500,270992,11821250.0,284849400.0
2005-07-22,41600,42400,41350,42000,476835,11963675.0,284849400.0
2005-07-25,42400,42500,42000,42350,319872,12063372.0,284849400.0
2005-07-26,42150,42500,41900,42350,306217,12063372.0,284849400.0
2005-07-27,42000,42450,41750,41900,433233,11935190.0,284849400.0
2005-07-28,42000,43550,41950,43550,804956,12405191.0,284849400.0
2005-07-29,44000,44050,42850,43700,619529,12447919.0,284849400.0
2005-08-01,43700,43700,42850,42950,285763,12234282.0,284849400.0
2005-08-02,42650,42800,42250,42500,323914,12106100.0,284849400.0
2005-08-03,42450,43000,42150,42150,350918,12006402.0,284849400.0
2005-08-04,41700,41700,40300,40550,1496120,11550643.0,284849400.0
2005-08-05,40000,40300,39600,39800,1144533,11337006.0,284849400.0
2005-08-08,39600,40000,39500,39500,371880,11251551.0,284849400.0
2005-08-09,39300,40050,39300,40050,422266,11408218.0,284849400.0
2005-08-10,39850,40000,39300,39400,728902,11223066.0,284849400.0
2005-08-11,39400,39500,38900,39350,1074007,11208824.0,284849400.0
2005-08-12,39400,39900,39300,39900,635457,11365491.0,284849400.0
2005-08-16,39650,39950,39100,39100,716540,11137612.0,284849400.0
2005-08-17,38850,39350,38700,39000,508532,11109127.0,284849400.0
2005-08-18,38850,39400,38700,39000,905546,11109127.0,284849400.0
2005-08-19,38700,39800,38700,39800,595617,11337006.0,284849400.0
2005-08-22,39800,40200,39450,40200,718058,11450946.0,284849400.0
2005-08-23,40000,40000,39700,40000,469000,11393976.0,284849400.0
2005-08-24,39900,39900,39100,39150,726738,11151854.0,284849400.0
2005-08-25,39050,39900,38850,39900,903609,11365491.0,284849400.0
2005-08-26,39350,39600,39000,39400,710025,11223066.0,284849400.0
2005-08-29,38800,39100,38650,38750,586454,11037914.0,284849400.0
2005-08-30,38750,39050,38600,39050,632207,11123369.0,284849400.0
2005-08-31,38700,39350,38700,39000,458297,11109127.0,284849400.0
2005-09-01,39000,39450,38950,39200,536526,11166096.0,284849400.0
2005-09-02,39100,39850,39000,39550,437654,11265794.0,284849400.0
2005-09-05,39900,39900,39350,39550,320652,11265794.0,284849400.0
2005-09-06,39600,40050,39600,39850,721514,11351249.0,284849400.0
2005-09-07,40000,40700,39850,40700,546034,11593371.0,284849400.0
2005-09-08,41200,41350,40600,41200,1061131,11735795.0,284849400.0
2005-09-09,41200,41450,40750,41450,575283,11807008.0,284849400.0
2005-09-12,41450,42000,41200,42000,627854,11963675.0,284849400.0
2005-09-13,42300,42300,41450,41950,404357,11949432.0,284849400.0
2005-09-14,41550,42400,41550,42400,378496,12077615.0,284849400.0
2005-09-15,42150,43000,41800,43000,790040,12248524.0,284849400.0
2005-09-16,42900,42950,42200,42350,629024,12063372.0,284849400.0
2005-09-20,42650,42650,41900,42300,516752,12049130.0,284849400.0
2005-09-21,42300,42400,41700,41800,496487,11906705.0,284849400.0
2005-09-22,41400,41700,41300,41300,545629,11764280.0,284849400.0
2005-09-23,41100,41750,41050,41650,664460,11863978.0,284849400.0
2005-09-26,41650,43150,41650,43150,932170,12291252.0,284849400.0
2005-09-27,42900,42900,42550,42700,727713,12163069.0,284849400.0
2005-09-28,42600,43150,42300,43000,596936,12248524.0,284849400.0
2005-09-29,43000,43700,42650,43700,665621,12447919.0,284849400.0
2005-09-30,43650,44050,43400,44050,1055477,12547616.0,284849400.0
2005-10-04,44150,44200,43750,43900,754143,12504889.0,284849400.0
2005-10-05,43500,44100,43500,43900,707004,12504889.0,284849400.0
2005-10-06,43500,43750,43050,43500,609188,12390949.0,284849400.0
2005-10-07,43500,44000,43050,43850,683855,12490646.0,284849400.0
2005-10-10,43600,44600,43600,44350,581304,12633071.0,284849400.0
2005-10-11,44400,44500,43950,44400,339053,12647313.0,284849400.0
2005-10-12,44400,45100,44050,44500,706417,12675798.0,284849400.0
2005-10-13,44100,44700,43250,44000,835430,12533374.0,284849400.0
2005-10-14,44450,45200,44000,45150,882370,12860950.0,284849400.0
2005-10-17,45000,45200,44800,44900,305386,12789738.0,284849400.0
2005-10-18,45150,45250,44800,44950,637518,12803981.0,284849400.0
2005-10-19,44600,44600,44050,44050,593860,12547616.0,284849400.0
2005-10-20,44150,44350,43400,44100,774458,12561859.0,284849400.0
2005-10-21,43950,44350,43400,43550,974981,12405191.0,284849400.0
2005-10-24,43550,43700,43000,43350,572971,12348221.0,284849400.0
2005-10-25,43650,44050,42900,43350,605407,12348221.0,284849400.0
2005-10-26,43150,43350,42850,42850,490951,12205797.0,284849400.0
2005-10-27,42850,42950,42150,42250,979418,12034887.0,284849400.0
2005-10-28,41900,42000,41400,41800,584890,11906705.0,284849400.0
2005-10-31,41950,42500,41700,41900,578760,11935190.0,284849400.0
2005-11-01,42100,42550,41950,42200,355115,12020645.0,284849400.0
2005-11-02,42150,43200,42150,43050,443167,12262767.0,284849400.0
2005-11-03,43150,43900,42450,43000,601277,12248524.0,284849400.0
2005-11-04,42800,42950,41850,42200,1115533,12020645.0,284849400.0
2005-11-07,42250,42350,41500,42050,564291,11977917.0,284849400.0
2005-11-08,42000,42300,41650,42300,630298,12049130.0,284849400.0
2005-11-09,41850,42500,41800,42250,467526,12034887.0,284849400.0
2005-11-10,42100,42250,41850,42250,567651,12034887.0,284849400.0
2005-11-11,42050,43000,42050,42700,824193,12163069.0,284849400.0
2005-11-14,42900,42900,42150,42600,541275,12134584.0,284849400.0
2005-11-15,42550,42600,41950,42300,440238,12049130.0,284849400.0
2005-11-16,42050,42500,41900,42400,451988,12077615.0,284849400.0
2005-11-17,42550,42800,42300,42750,421843,12177312.0,284849400.0
2005-11-18,42900,42900,42000,42500,584914,12106100.0,284849400.0
2005-11-21,42300,42450,42000,42400,607195,12077615.0,284849400.0
2005-11-22,42150,42300,41850,41850,464401,11920947.0,284849400.0
2005-11-23,42000,42550,41950,42300,545310,12049130.0,284849400.0
2005-11-24,42300,42600,42250,42450,563330,12091857.0,284849400.0
2005-11-25,42300,43100,42200,42800,485654,12191554.0,284849400.0
2005-11-28,42850,43050,42650,42850,328967,12205797.0,284849400.0
2005-11-29,42900,43000,42150,42300,584057,12049130.0,284849400.0
2005-11-30,42100,42450,42100,42350,866787,12063372.0,284849400.0
2005-12-01,42150,42350,41850,42300,1051311,12049130.0,284849400.0
2005-12-02,42350,42400,41900,42050,1158069,11977917.0,284849400.0
2005-12-05,42050,42150,41800,42050,649723,11977917.0,284849400.0
2005-12-06,41850,42050,41850,41900,457191,11935190.0,284849400.0
2005-12-07,41800,42200,41500,42100,939977,11992160.0,284849400.0
2005-12-08,41750,42150,41600,41800,997827,11906705.0,284849400.0
2005-12-09,41600,42000,41550,41750,507764,11892462.0,284849400.0
2005-12-12,41850,42350,41850,42100,716934,11992160.0,284849400.0
2005-12-13,42100,42350,41900,42050,473689,11977917.0,284849400.0
2005-12-14,42350,42450,41800,41900,750923,11935190.0,284849400.0
2005-12-15,41850,41900,41200,41250,1261117,11750038.0,284849400.0
2005-12-16,41200,41250,40850,41050,565453,11693068.0,284849400.0
2005-12-19,41000,41250,40850,41000,687656,11678825.0,284849400.0
2005-12-20,40900,41550,40900,41350,587782,11778523.0,284849400.0
2005-12-21,41550,41650,41350,41500,399444,11821250.0,284849400.0
2005-12-22,41800,41900,41350,41900,535322,11935190.0,284849400.0
2005-12-23,41900,42200,41750,42100,610019,11992160.0,284849400.0
2005-12-26,42300,43150,42300,42850,981184,12205797.0,284849400.0
2005-12-27,42700,43200,42700,43100,1521645,12277009.0,284849400.0
2005-12-28,41600,41700,41100,41100,830650,11707310.0,284849400.0
2005-12-29,41100,41150,40450,40850,961477,11636098.0,284849400.0
2006-01-02,40700,40800,40350,40600,739691,11564886.0,284849400.0
2006-01-03,40600,40950,40550,40700,783359,11593371.0,284849400.0
2006-01-04,40950,41150,40700,40900,917809,11650340.0,284849400.0
2006-01-05,40800,41050,40600,40850,543266,11636098.0,284849400.0
2006-01-06,40900,40950,40400,40700,751855,11593371.0,284849400.0
2006-01-09,40700,40850,40250,40300,944558,11479431.0,284849400.0
2006-01-10,40300,40300,39800,40150,992728,11436703.0,284849400.0
2006-01-11,39750,40150,39650,39700,1063113,11308521.0,284849400.0
2006-01-12,39550,40050,39550,39650,804783,11294279.0,284849400.0
2006-01-13,39700,39950,39500,39700,593829,11308521.0,284849400.0
2006-01-16,39850,39900,39400,39550,651194,11265794.0,284849400.0
2006-01-17,39450,39600,39250,39350,860472,11208824.0,284849400.0
2006-01-18,39300,39350,38650,39000,1223094,11109127.0,284849400.0
2006-01-19,38800,39150,38800,39050,629869,11123369.0,284849400.0
2006-01-20,38850,39050,38400,38600,867619,10995187.0,284849400.0
2006-01-23,38700,39100,38500,38650,1035887,11009429.0,284849400.0
2006-01-24,38700,39000,38350,38650,883494,11009429.0,284849400.0
2006-01-25,38450,38450,38100,38250,946801,10895490.0,284849400.0
2006-01-26,38200,38250,37650,37800,911898,10767307.0,284849400.0
2006-01-27,38050,38700,37900,38700,884000,11023672.0,284849400.0
2006-01-31,38750,38800,38300,38450,548430,10952459.0,284849400.0
2006-02-01,38300,38700,38250,38600,501746,10995187.0,284849400.0
2006-02-02,38600,40050,38550,39500,1910399,11251551.0,284849400.0
2006-02-03,39350,39950,38700,39300,1343681,11194581.0,284849400.0
2006-02-06,39000,39750,38500,39700,1196389,11308521.0,284849400.0
2006-02-07,39650,39800,39250,39500,627441,11251551.0,284849400.0
2006-02-08,39100,39900,38850,39100,1099596,11137612.0,284849400.0
2006-02-09,38800,39100,38600,38750,647884,11037914.0,284849400.0
2006-02-10,38750,38850,38250,38700,742912,11023672.0,284849400.0
2006-02-13,38450,38800,38250,38550,635526,10980944.0,284849400.0
2006-02-14,38250,39100,38250,38900,456646,11080642.0,284849400.0
2006-02-15,38900,39100,38400,38700,512665,11023672.0,284849400.0
2006-02-16,38700,38950,38450,38700,337623,11023672.0,284849400.0
2006-02-17,38850,39000,38300,38600,495994,10995187.0,284849400.0
2006-02-20,38650,39400,38600,39200,655324,11166096.0,284849400.0
2006-02-21,39100,39250,38850,39000,455407,11109127.0,284849400.0
2006-02-22,39000,39000,38400,38750,881048,11037914.0,284849400.0
2006-02-23,38900,39150,38750,38750,536535,11037914.0,284849400.0
2006-02-24,38950,39100,38600,38900,580670,11080642.0,284849400.0
2006-02-27,38850,39050,38450,38550,681109,10980944.0,284849400.0
2006-02-28,38700,38700,38250,38550,495028,10980944.0,284849400.0
2006-03-02,38350,38750,38300,38650,641219,11009429.0,284849400.0
2006-03-03,38500,38600,37900,38350,1088002,10923974.0,284849400.0
2006-03-06,38100,38300,37950,38300,613828,10909732.0,284849400.0
2006-03-07,38200,38350,37850,38200,604093,10881247.0,284849400.0
2006-03-08,38000,38350,37950,38100,669742,10852762.0,284849400.0
2006-03-09,38150,39250,38150,38350,1440177,10923974.0,284849400.0
2006-03-10,38700,38750,38400,38500,394046,10966702.0,284849400.0
2006-03-13,38500,38850,38400,38700,565594,11023672.0,284849400.0
2006-03-14,38950,38950,38350,38650,368430,11009429.0,284849400.0
2006-03-15,38650,39100,38650,38850,540813,11066399.0,284849400.0
2006-03-16,38900,39350,38800,39100,595548,11137612.0,284849400.0
2006-03-17,38900,39350,38500,39050,492671,11123369.0,284849400.0
2006-03-20,38800,39400,38800,39100,360904,11137612.0,284849400.0
2006-03-21,38850,39250,38800,38900,377781,11080642.0,284849400.0
2006-03-22,38800,38800,38150,38600,702742,10995187.0,284849400.0
2006-03-23,38800,39150,38450,38500,621517,10966702.0,284849400.0
2006-03-24,38400,38550,38300,38450,420332,10952459.0,284849400.0
2006-03-27,38450,38700,38300,38300,464399,10909732.0,284849400.0
2006-03-28,38300,38300,37850,38200,828973,10881247.0,284849400.0
2006-03-29,38200,38550,37950,38300,698980,10909732.0,284849400.0
2006-03-30,38400,38650,38350,38450,352074,10952459.0,284849400.0
2006-03-31,38750,39300,38700,39050,1175066,11123369.0,284849400.0
2006-04-03,39100,39600,38950,39350,686653,11208824.0,284849400.0
2006-04-04,39300,39300,38750,39100,645236,11137612.0,284849400.0
2006-04-05,39100,39100,38650,38750,632776,11037914.0,284849400.0
2006-04-06,38950,39500,38900,39150,677472,11151854.0,284849400.0
2006-04-07,39250,39400,39000,39300,331836,11194581.0,284849400.0
