하나금융지주(086790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-12-22,22000,22400,21300,21350,1720694,4523032.0,211851593.0
2008-12-23,20900,21200,19550,20450,2333689,4332365.0,211851593.0
2008-12-24,20000,20100,19100,19700,1794801,4173476.0,211851593.0
2008-12-26,19700,20050,19050,19450,1228399,4120513.0,211851593.0
2008-12-29,19100,19850,18800,19000,913124,4025180.0,211851593.0
2008-12-30,19300,19950,19150,19500,1412407,4131106.0,211851593.0
2009-01-02,19200,19250,17950,19050,3431888,4035773.0,211851593.0
2009-01-05,19700,21550,19650,21000,5606472,4448883.0,211851593.0
2009-01-06,20800,21400,20400,20750,2771001,4395921.0,211851593.0
2009-01-07,21100,23050,20800,22450,3830025,4756068.0,211851593.0
2009-01-08,21900,23100,21500,22600,3123522,4787846.0,211851593.0
2009-01-09,23300,24200,21350,21450,3659748,4544217.0,211851593.0
2009-01-12,21450,22000,20450,20850,1487943,4417106.0,211851593.0
2009-01-13,20700,22100,20000,21700,1883065,4597180.0,211851593.0
2009-01-14,21700,22700,21050,22500,2037416,4766661.0,211851593.0
2009-01-15,21350,21350,20050,20500,1918197,4342958.0,211851593.0
2009-01-16,20300,20950,19400,20950,2704581,4438291.0,211851593.0
2009-01-19,20950,21950,20800,21300,1417578,4512439.0,211851593.0
2009-01-20,20850,20850,19900,19900,1824199,4215847.0,211851593.0
2009-01-21,18700,19900,18200,19250,2393777,4078143.0,211851593.0
2009-01-22,20500,20800,19800,20050,2607603,4247624.0,211851593.0
2009-01-23,19500,20400,19350,20000,1366533,4237032.0,211851593.0
2009-01-28,20900,23000,20600,22400,2222510,4745476.0,211851593.0
2009-01-29,23100,23950,22700,22750,3073683,4819624.0,211851593.0
2009-01-30,22200,23950,22100,23150,2094416,4904364.0,211851593.0
2009-02-02,22600,23600,22000,22500,1322809,4766661.0,211851593.0
2009-02-03,22500,23550,22300,23100,1971483,4893772.0,211851593.0
2009-02-04,23500,23600,22400,22900,2465697,4851401.0,211851593.0
2009-02-05,22700,22850,21350,21550,2121411,4565402.0,211851593.0
2009-02-06,22250,22500,21300,22050,1941297,4671328.0,211851593.0
2009-02-09,22900,23200,22100,22350,1656477,4734883.0,211851593.0
2009-02-10,22450,22750,22000,22150,1102075,4692513.0,211851593.0
2009-02-11,21100,21800,20950,21550,1272879,4565402.0,211851593.0
2009-02-12,21200,21450,20150,20400,2797955,4321772.0,211851593.0
2009-02-13,20300,20750,20000,20450,1897274,4332365.0,211851593.0
2009-02-16,20500,20750,20000,20150,1393273,4268810.0,211851593.0
2009-02-17,19700,19950,17700,18200,2658968,3855699.0,211851593.0
2009-02-18,18000,18100,17200,17350,3700742,3675625.0,211851593.0
2009-02-19,17450,18400,17250,17850,2809979,3781551.0,211851593.0
2009-02-20,17350,17800,16100,16700,2899174,3537922.0,211851593.0
2009-02-23,16550,18100,16300,18000,2120097,3813329.0,211851593.0
2009-02-24,17100,18000,16800,17900,1767259,3792144.0,211851593.0
2009-02-25,18800,18900,17750,17950,2321110,3802736.0,211851593.0
2009-02-26,18300,18950,17100,18300,2175911,3876884.0,211851593.0
2009-02-27,18750,19300,18150,18500,3076677,3919254.0,211851593.0
2009-03-02,17900,17950,17200,17500,1691279,3707403.0,211851593.0
2009-03-03,16550,17550,16500,17100,3261468,3622662.0,211851593.0
2009-03-04,16800,18500,16600,18150,1961747,3845106.0,211851593.0
2009-03-05,18000,18200,17250,17500,2032063,3707403.0,211851593.0
2009-03-06,17000,17250,16750,16850,1500817,3569699.0,211851593.0
2009-03-09,17100,17200,16250,16600,1763132,3516736.0,211851593.0
2009-03-10,16400,19050,16300,19050,6909345,4035773.0,211851593.0
2009-03-11,20400,21150,20000,20100,5626763,4258217.0,211851593.0
2009-03-12,19850,20350,19200,20100,3723999,4258217.0,211851593.0
2009-03-13,20850,20900,19700,19700,2442974,4173476.0,211851593.0
2009-03-16,19950,21550,19600,20300,3078245,4300587.0,211851593.0
2009-03-17,21500,22800,21300,22650,6042481,4798439.0,211851593.0
2009-03-18,23000,23000,21650,22050,4795547,4671328.0,211851593.0
2009-03-19,22400,22600,20900,21100,3964222,4470069.0,211851593.0
2009-03-20,21000,21400,20650,20950,1962673,4438291.0,211851593.0
2009-03-23,21450,22500,21200,22500,3710737,4766661.0,211851593.0
2009-03-24,23700,23750,22550,22800,4150717,4830216.0,211851593.0
2009-03-25,22600,23600,22150,23550,3147045,4989105.0,211851593.0
2009-03-26,23600,24050,22900,23850,3551659,5052660.0,211851593.0
2009-03-27,23600,23800,22100,22100,3988351,4681920.0,211851593.0
2009-03-30,22000,22100,20650,20750,3313317,4395921.0,211851593.0
2009-03-31,21250,21650,20700,20800,3122679,4406513.0,211851593.0
2009-04-01,21250,22000,21050,21650,3143750,4586587.0,211851593.0
2009-04-02,22300,23350,22150,22950,4058355,4861994.0,211851593.0
2009-04-03,23350,23800,22100,22150,6726423,4692513.0,211851593.0
2009-04-06,22400,22750,21600,21850,4874386,4628957.0,211851593.0
2009-04-07,21650,22100,21400,21950,2527597,4650142.0,211851593.0
2009-04-08,21550,21750,21000,21000,1928680,4448883.0,211851593.0
2009-04-09,21300,23400,21300,23000,4881729,4872587.0,211851593.0
2009-04-10,23900,24550,23400,23950,6795490,5073846.0,211851593.0
2009-04-13,24200,24250,23150,23300,3445585,4936142.0,211851593.0
2009-04-14,23750,24150,23250,23700,3293592,5020883.0,211851593.0
2009-04-15,23000,23150,22000,22950,2804641,4861994.0,211851593.0
2009-04-16,23250,23450,21650,21800,4609614,4618365.0,211851593.0
2009-04-17,22200,22300,21050,21300,3808776,4512439.0,211851593.0
2009-04-20,21350,22000,20900,21900,2498395,4639550.0,211851593.0
2009-04-21,21100,21350,20800,21300,2314536,4512439.0,211851593.0
2009-04-22,21750,21850,21250,21650,2379699,4586587.0,211851593.0
2009-04-23,21550,21650,21000,21350,1994569,4523032.0,211851593.0
2009-04-24,21450,22750,21150,22050,5017606,4671328.0,211851593.0
2009-04-27,22300,22450,20650,20650,5636633,4374735.0,211851593.0
2009-04-28,20650,21150,19750,20000,2857755,4237032.0,211851593.0
2009-04-29,20300,20800,19950,20800,2195229,4406513.0,211851593.0
2009-04-30,21300,22500,21150,22100,9528533,4681920.0,211851593.0
2009-05-04,22800,24100,22600,23950,20779848,5073846.0,211851593.0
2009-05-06,24150,24350,23200,23900,10089335,5063253.0,211851593.0
2009-05-07,25000,26300,24750,24800,10756972,5253920.0,211851593.0
2009-05-08,25050,26500,24800,26500,3978598,5614067.0,211851593.0
2009-05-11,26600,27900,26050,27800,5648254,5889474.0,211851593.0
2009-05-12,27200,27400,26450,26700,3106158,5656438.0,211851593.0
2009-05-13,27000,27100,25600,26800,2619368,5677623.0,211851593.0
2009-05-14,25850,26000,25100,25300,2624201,5359845.0,211851593.0
2009-05-15,26000,26500,25550,26100,2208667,5529327.0,211851593.0
2009-05-18,25500,27800,25100,26900,4254287,5698808.0,211851593.0
2009-05-19,28900,28950,27950,28400,3607235,6016585.0,211851593.0
2009-05-20,28100,28900,28000,28450,2850877,6027178.0,211851593.0
2009-05-21,28050,29400,28000,28950,2665561,6133104.0,211851593.0
2009-05-22,28400,29200,28250,28800,1746441,6101326.0,211851593.0
2009-05-25,28000,28950,26250,28800,3391826,6101326.0,211851593.0
2009-05-26,29000,29150,27000,27150,2571529,5751771.0,211851593.0
2009-05-27,27550,27850,25900,26500,2811027,5614067.0,211851593.0
2009-05-28,26700,28300,26450,28300,2638379,5995400.0,211851593.0
2009-05-29,28050,30000,27750,29900,4615478,6334363.0,211851593.0
2009-06-01,29200,30650,28600,30050,1881750,6366140.0,211851593.0
2009-06-02,30800,30900,29300,29900,1533306,6334363.0,211851593.0
2009-06-03,29500,29800,27950,28150,2857077,5963622.0,211851593.0
2009-06-04,27600,27800,26100,26100,2880752,5529327.0,211851593.0
2009-06-05,26950,26950,25600,26650,2236515,5645845.0,211851593.0
2009-06-08,26400,27300,26400,26500,1329107,5614067.0,211851593.0
2009-06-09,27650,27650,25900,26600,1669255,5635252.0,211851593.0
2009-06-10,26600,27350,26600,27350,1701895,5794141.0,211851593.0
2009-06-11,27200,29100,26850,28350,2708266,6005993.0,211851593.0
2009-06-12,28400,28550,27600,28050,1683255,5942437.0,211851593.0
2009-06-15,27700,27950,26300,26700,2313335,5656438.0,211851593.0
2009-06-16,26200,27000,25900,26300,1143146,5571697.0,211851593.0
2009-06-17,26150,26350,25200,25550,1993459,5412808.0,211851593.0
2009-06-18,25800,26400,25500,25750,1386259,5455179.0,211851593.0
2009-06-19,26250,26450,25700,26100,802343,5529327.0,211851593.0
2009-06-22,25800,27050,25800,27050,1723009,5730586.0,211851593.0
2009-06-23,26400,26550,25500,25550,1610612,5412808.0,211851593.0
2009-06-24,25750,26100,25500,25650,933407,5433993.0,211851593.0
2009-06-25,26200,27100,25800,26700,1588611,5656438.0,211851593.0
2009-06-26,26750,27100,26550,27000,876615,5719993.0,211851593.0
2009-06-29,27300,27350,26800,26900,551724,5698808.0,211851593.0
2009-06-30,27450,28250,27300,27400,1800484,5804734.0,211851593.0
2009-07-01,27500,30100,27400,29800,2434911,6313177.0,211851593.0
2009-07-02,28800,30100,28800,30000,1690341,6355548.0,211851593.0
2009-07-03,29200,30150,29000,30000,1015181,6355548.0,211851593.0
2009-07-06,29700,29700,28900,29450,1029132,6239029.0,211851593.0
2009-07-07,29700,29850,29150,29200,586809,6186067.0,211851593.0
2009-07-08,29200,29400,28200,28200,1254932,5974215.0,211851593.0
2009-07-09,28200,29300,28000,28600,2833706,6058956.0,211851593.0
2009-07-10,28600,29600,28100,29600,2119570,6270807.0,211851593.0
2009-07-13,29650,30250,28600,28850,1812638,6111918.0,211851593.0
2009-07-14,29900,30000,28900,29150,1123742,6175474.0,211851593.0
2009-07-15,29250,30500,29250,30400,1571465,6440288.0,211851593.0
2009-07-16,30800,30950,29250,29550,2321922,6260215.0,211851593.0
2009-07-17,29700,29750,28500,28600,2677377,6058956.0,211851593.0
2009-07-20,29100,30750,29050,30600,2184106,6482659.0,211851593.0
2009-07-21,31250,31550,30650,31250,2244637,6620362.0,211851593.0
2009-07-22,31600,32200,31000,32150,2311986,6811029.0,211851593.0
2009-07-23,32250,32700,31300,32350,2109313,6853399.0,211851593.0
2009-07-24,32500,32700,30550,31450,2376698,6662733.0,211851593.0
2009-07-27,31100,32450,31050,32200,1998282,6821621.0,211851593.0
2009-07-28,32300,33900,32150,33400,2173957,7075843.0,211851593.0
2009-07-29,33300,34600,32800,34050,1626170,7213547.0,211851593.0
2009-07-30,34050,34950,33150,34550,1409677,7319473.0,211851593.0
2009-07-31,34000,35000,33900,35000,1511633,7414806.0,211851593.0
2009-08-03,35000,35450,34500,34900,794242,7393621.0,211851593.0
2009-08-04,34850,35050,33100,33750,1860880,7149991.0,211851593.0
2009-08-05,33700,34700,33150,33950,1151717,7192362.0,211851593.0
2009-08-06,34100,35000,33750,34650,1244410,7340658.0,211851593.0
2009-08-07,34850,35900,34650,35700,1047403,7563102.0,211851593.0
2009-08-10,36400,37300,36050,36500,1510198,7732583.0,211851593.0
2009-08-11,36550,37200,35100,36000,1428682,7626657.0,211851593.0
2009-08-12,35800,35800,34050,34300,2705589,7266510.0,211851593.0
2009-08-13,34850,35150,33700,33850,3640992,7171176.0,211851593.0
2009-08-14,34600,34800,33800,34400,2041180,7287695.0,211851593.0
2009-08-17,33800,34000,31500,32400,2753444,6863992.0,211851593.0
2009-08-18,31800,32950,31800,32650,1510740,6916955.0,211851593.0
2009-08-19,32900,32950,31900,32300,1132238,6842806.0,211851593.0
2009-08-20,32450,33800,32400,33650,1706743,7128806.0,211851593.0
2009-08-21,34450,34500,33500,34000,1395753,7202954.0,211851593.0
2009-08-24,34700,35000,34200,34550,1489667,7319473.0,211851593.0
2009-08-25,34100,34700,33950,34600,1341065,7330065.0,211851593.0
2009-08-26,34600,34650,33800,34550,931270,7319473.0,211851593.0
2009-08-27,34050,34350,33050,33300,1521600,7054658.0,211851593.0
2009-08-28,33600,34400,33500,33650,802952,7128806.0,211851593.0
2009-08-31,33650,33650,32050,32750,1364761,6938140.0,211851593.0
2009-09-01,32850,33200,32250,33150,1245907,7022880.0,211851593.0
2009-09-02,32350,33750,31950,33150,1315992,7022880.0,211851593.0
2009-09-03,33850,36950,33600,36150,4799146,7658435.0,211851593.0
2009-09-04,36550,37050,35300,35950,2101240,7616065.0,211851593.0
2009-09-07,35550,36500,35050,35950,1144424,7616065.0,211851593.0
2009-09-08,35650,36300,35200,35450,965004,7510139.0,211851593.0
2009-09-09,35800,36000,34900,35600,965866,7541917.0,211851593.0
2009-09-10,36050,37750,35550,37750,2424445,7997398.0,211851593.0
2009-09-11,38000,39800,37600,38500,2740254,8156286.0,211851593.0
2009-09-14,38700,39900,38200,39350,2046433,8336360.0,211851593.0
2009-09-15,39350,40300,39150,39200,1239104,8304582.0,211851593.0
2009-09-16,39200,40950,39050,40200,1444195,8516434.0,211851593.0
2009-09-17,40900,41300,38600,39000,1629330,8262212.0,211851593.0
2009-09-18,39050,40350,38750,39350,1717674,8336360.0,211851593.0
2009-09-21,40000,40000,39350,39750,675813,8421101.0,211851593.0
2009-09-22,40000,40450,39600,39650,1075228,8399916.0,211851593.0
2009-09-23,40000,40550,39700,39800,1008284,8431693.0,211851593.0
2009-09-24,40000,41300,39850,40150,1190139,8505841.0,211851593.0
2009-09-25,40300,40800,40000,40300,1610412,8537619.0,211851593.0
2009-09-28,40000,40300,34300,39300,1160791,8325768.0,211851593.0
2009-09-29,40000,40600,39700,39950,921548,8463471.0,211851593.0
2009-09-30,39650,41750,39650,40600,1295751,8601175.0,211851593.0
2009-10-01,40650,41550,39750,40950,1153461,8675323.0,211851593.0
2009-10-05,36900,37650,34950,35050,7964695,7425398.0,211851593.0
2009-10-06,35400,35700,33450,35000,4069876,7414806.0,211851593.0
2009-10-07,35300,37000,35250,36250,2554337,7679620.0,211851593.0
2009-10-08,36950,37000,35850,36600,1514711,7753768.0,211851593.0
2009-10-09,36700,38850,36000,37350,1717158,7912657.0,211851593.0
2009-10-12,37350,37700,36600,36950,874810,7827916.0,211851593.0
2009-10-13,36650,37050,36050,36700,905835,7774953.0,211851593.0
2009-10-14,36500,37050,35800,36050,1923245,7637250.0,211851593.0
2009-10-15,37400,38250,36900,37350,2584200,7912657.0,211851593.0
2009-10-16,37500,38650,37050,38000,1398410,8050361.0,211851593.0
2009-10-19,38300,38300,37100,38050,878482,8060953.0,211851593.0
2009-10-20,38450,38650,37250,38000,988876,8050361.0,211851593.0
2009-10-21,37200,37950,37050,37250,1264840,7891472.0,211851593.0
2009-10-22,36800,37200,35500,35700,2476152,7563102.0,211851593.0
2009-10-23,36050,36450,35950,36050,1180307,7637250.0,211851593.0
2009-10-26,36550,37900,36300,37800,1633664,8007990.0,211851593.0
2009-10-27,37100,37850,36850,37550,979622,7955027.0,211851593.0
2009-10-28,38050,38050,36650,36950,1004590,7827916.0,211851593.0
2009-10-29,36050,36600,35650,36200,1127745,7669028.0,211851593.0
2009-10-30,36450,36600,35700,36200,1014920,7669028.0,211851593.0
2009-11-02,34400,35700,34400,35600,1120212,7541917.0,211851593.0
2009-11-03,35050,35450,34250,34700,1246794,7351250.0,211851593.0
2009-11-04,35200,35500,34500,35100,795342,7435991.0,211851593.0
2009-11-05,34800,34950,33900,34600,1094816,7330065.0,211851593.0
2009-11-06,35200,35500,33850,34600,2047858,7330065.0,211851593.0
2009-11-09,34600,35450,34500,34900,879698,7393621.0,211851593.0
2009-11-10,35950,36900,35750,36000,2195560,7626657.0,211851593.0
2009-11-11,36300,36600,35300,36350,920282,7700805.0,211851593.0
2009-11-12,36900,36950,36250,36350,687621,7700805.0,211851593.0
2009-11-13,36850,37200,36150,36700,952667,7774953.0,211851593.0
2009-11-16,36600,37500,36550,37250,704847,7891472.0,211851593.0
2009-11-17,37200,37550,36900,37250,945823,7891472.0,211851593.0
2009-11-18,37300,38500,37300,38050,1513196,8060953.0,211851593.0
2009-11-19,38500,39200,38150,38500,1477527,8156286.0,211851593.0
2009-11-20,38750,38750,37500,38350,1093110,8124509.0,211851593.0
2009-11-23,38350,38950,37900,38550,616157,8166879.0,211851593.0
2009-11-24,38550,38550,36700,37450,1640948,7933842.0,211851593.0
2009-11-25,37500,37500,36500,36800,1342175,7796139.0,211851593.0
2009-11-26,36850,36900,35000,35200,2045442,7457176.0,211851593.0
2009-11-27,34000,34300,32450,32750,3767399,6938140.0,211851593.0
2009-11-30,33900,34300,33400,33650,2635399,7128806.0,211851593.0
2009-12-01,33700,34350,33350,33900,2250441,7181769.0,211851593.0
2009-12-02,34300,35450,34150,35000,1658062,7414806.0,211851593.0
2009-12-03,35350,35450,34800,35250,1022019,7467769.0,211851593.0
2009-12-04,35400,35800,35100,35400,1223498,7499546.0,211851593.0
2009-12-07,36000,36100,35500,35900,820982,7605472.0,211851593.0
2009-12-08,35500,36100,35400,36000,984439,7626657.0,211851593.0
2009-12-09,35900,36000,35500,35800,865228,7584287.0,211851593.0
2009-12-10,35250,35900,34750,35900,2570815,7605472.0,211851593.0
2009-12-11,35900,36150,35450,35650,1277024,7552509.0,211851593.0
2009-12-14,36000,36000,34900,35800,1421271,7584287.0,211851593.0
2009-12-15,35750,35900,35350,35500,1028409,7520732.0,211851593.0
2009-12-16,35500,35750,35000,35300,1327887,7478361.0,211851593.0
2009-12-17,35500,35500,34600,34850,1239378,7383028.0,211851593.0
2009-12-18,34500,34850,33500,33850,2137511,7171176.0,211851593.0
2009-12-21,33850,33850,33250,33500,1105643,7097028.0,211851593.0
2009-12-22,33800,34100,33650,33900,627681,7181769.0,211851593.0
2009-12-23,34000,34200,33500,33800,692110,7160584.0,211851593.0
2009-12-24,33500,34300,33350,34000,1039474,7202954.0,211851593.0
2009-12-28,33650,34250,33650,34250,1098385,7255917.0,211851593.0
2009-12-29,34000,34200,32550,33450,996721,7086436.0,211851593.0
2009-12-30,32700,33000,32300,32900,1542001,6969917.0,211851593.0
2010-01-04,32650,33850,32650,33350,937641,7065251.0,211851593.0
2010-01-05,33500,34000,33100,33900,905371,7181769.0,211851593.0
2010-01-06,34000,34450,33750,33900,764060,7181769.0,211851593.0
2010-01-07,34000,34050,33100,33450,799353,7086436.0,211851593.0
2010-01-08,33750,33850,33300,33550,1099586,7107621.0,211851593.0
2010-01-11,33650,36150,33650,35800,3102015,7584287.0,211851593.0
2010-01-12,36000,36150,35500,35750,1533697,7573694.0,211851593.0
2010-01-13,35500,36100,35000,35700,1001636,7563102.0,211851593.0
2010-01-14,35700,35900,34800,35600,1117848,7541917.0,211851593.0
2010-01-15,35400,35750,34800,35300,928295,7478361.0,211851593.0
2010-01-18,35000,35500,34250,35150,837568,7446583.0,211851593.0
2010-01-19,34900,36000,34900,35450,1268574,7510139.0,211851593.0
2010-01-20,36200,36650,35900,36250,2720749,7679620.0,211851593.0
2010-01-21,36000,36300,34950,35450,2014912,7510139.0,211851593.0
2010-01-22,34100,35000,33600,34400,1693859,7287695.0,211851593.0
2010-01-25,33900,34050,33000,33700,1776002,7139399.0,211851593.0
2010-01-26,33900,35100,33500,33550,1462946,7107621.0,211851593.0
2010-01-27,34000,34200,32950,33600,1013716,7118214.0,211851593.0
2010-01-28,33600,34750,33100,34350,1079421,7277102.0,211851593.0
2010-01-29,34350,34350,33000,33300,1021616,7054658.0,211851593.0
2010-02-01,33000,34150,32900,33500,955924,7097028.0,211851593.0
2010-02-02,33800,33800,32550,32900,1183475,6969917.0,211851593.0
2010-02-03,33300,33450,32550,33150,1241529,7022880.0,211851593.0
2010-02-04,33150,33350,32500,32900,1011884,6969917.0,211851593.0
2010-02-05,31800,32150,31500,31500,1551210,6673325.0,211851593.0
2010-02-08,31200,31250,29650,29900,1942546,6334363.0,211851593.0
2010-02-09,30350,31050,30200,31000,1577524,6567399.0,211851593.0
2010-02-10,31350,31550,30500,30800,983623,6525029.0,211851593.0
2010-02-11,31250,31900,31200,31700,1364176,6715695.0,211851593.0
2010-02-12,32050,32300,31300,31850,1323353,6747473.0,211851593.0
2010-02-16,31550,32050,31550,31850,280401,6747473.0,211851593.0
2010-02-17,32450,33000,32250,32750,1575590,6938140.0,211851593.0
2010-02-18,33000,33500,32650,33000,1002711,6991103.0,211851593.0
2010-02-19,32900,33100,31550,31800,1342298,6736881.0,211851593.0
2010-02-22,32500,33350,32450,33100,970383,7012288.0,211851593.0
2010-02-23,33300,33900,33000,33800,1582498,7160584.0,211851593.0
2010-02-24,33600,34000,33300,33800,931013,7160584.0,211851593.0
2010-02-25,33400,33900,33050,33600,1044863,7118214.0,211851593.0
2010-02-26,33300,33700,32950,33500,1019220,7097028.0,211851593.0
2010-03-02,34300,34300,33450,33600,845069,7118214.0,211851593.0
2010-03-03,33150,34450,33150,34250,687464,7255917.0,211851593.0
2010-03-04,33900,34400,33700,34100,458689,7224139.0,211851593.0
2010-03-05,33900,34500,33300,33950,911386,7192362.0,211851593.0
2010-03-08,34100,34750,34100,34450,632484,7298287.0,211851593.0
2010-03-09,34500,34850,34250,34700,486149,7351250.0,211851593.0
2010-03-10,34500,34700,33850,34000,722684,7202954.0,211851593.0
2010-03-11,34450,34700,33500,33500,1440988,7097028.0,211851593.0
2010-03-12,33700,33900,33350,33500,624133,7097028.0,211851593.0
2010-03-15,33750,33950,33000,33000,443650,6991103.0,211851593.0
2010-03-16,33450,33450,32700,33100,907732,7012288.0,211851593.0
2010-03-17,33150,33700,32700,33500,1690469,7097028.0,211851593.0
2010-03-18,33150,34200,33150,33750,1163733,7149991.0,211851593.0
2010-03-19,33750,34200,32900,33100,1819243,7012288.0,211851593.0
2010-03-22,32900,32950,31950,32600,1796942,6906362.0,211851593.0
2010-03-23,32800,32850,32350,32450,1418353,6874584.0,211851593.0
2010-03-24,32550,32750,31800,31950,1141956,6768658.0,211851593.0
2010-03-25,32000,32500,31700,31850,1485837,6747473.0,211851593.0
2010-03-26,32200,33200,32050,33000,1175160,6991103.0,211851593.0
2010-03-29,33000,33500,32800,33200,1199305,7033473.0,211851593.0
2010-03-30,33850,35050,33600,34750,2567806,7361843.0,211851593.0
2010-03-31,35000,35600,34400,35050,2169281,7425398.0,211851593.0
2010-04-01,34700,35600,34650,35150,701288,7446583.0,211851593.0
2010-04-02,35200,35600,34950,35250,938579,7467769.0,211851593.0
2010-04-05,35150,35550,34650,34900,811384,7393621.0,211851593.0
2010-04-06,35100,35600,34950,35000,557505,7414806.0,211851593.0
2010-04-07,35350,35400,33750,34100,1321931,7224139.0,211851593.0
2010-04-08,34250,34250,33350,33900,1361687,7181769.0,211851593.0
2010-04-09,34650,35200,33500,33950,2441496,7192362.0,211851593.0
2010-04-12,34400,35450,34200,34950,2453891,7404213.0,211851593.0
2010-04-13,35000,35350,34750,35050,1050762,7425398.0,211851593.0
2010-04-14,35500,36500,35150,36200,2059600,7669028.0,211851593.0
2010-04-15,37300,38250,36900,37200,4656205,7880879.0,211851593.0
2010-04-16,37700,38000,36800,37650,1413896,7976212.0,211851593.0
2010-04-19,36500,37200,36200,36850,1543665,7806731.0,211851593.0
2010-04-20,37650,38100,36450,37000,1337463,7838509.0,211851593.0
2010-04-21,37600,37600,36750,37100,1004419,7859694.0,211851593.0
2010-04-22,36650,37000,36100,36600,881574,7753768.0,211851593.0
2010-04-23,36850,36850,35450,36050,1116753,7637250.0,211851593.0
2010-04-26,36150,36900,36100,36100,1072878,7647843.0,211851593.0
2010-04-27,36200,36300,35500,35700,1012927,7563102.0,211851593.0
2010-04-28,35000,35100,34050,34350,2072505,7277102.0,211851593.0
2010-04-29,34700,34800,34200,34700,1014010,7351250.0,211851593.0
2010-04-30,35350,35550,34700,34850,1071667,7383028.0,211851593.0
2010-05-03,34850,35450,34450,35000,860339,7414806.0,211851593.0
2010-05-04,35200,35400,34500,34850,461560,7383028.0,211851593.0
2010-05-06,33600,33900,32000,33650,1572061,7128806.0,211851593.0
2010-05-07,32700,32700,31500,31800,2706101,6736881.0,211851593.0
2010-05-10,32400,32900,31750,32600,1608263,6906362.0,211851593.0
2010-05-11,33650,33650,32150,32300,1725737,6842806.0,211851593.0
2010-05-12,32550,32700,31700,31950,834303,6768658.0,211851593.0
2010-05-13,32500,32750,32100,32100,989062,6800436.0,211851593.0
2010-05-14,31850,32000,31050,31200,1541014,6609770.0,211851593.0
2010-05-17,30800,30900,29550,29900,1633749,6334363.0,211851593.0
2010-05-18,30050,30300,29550,30250,768279,6408511.0,211851593.0
2010-05-19,29900,30100,29250,30000,655544,6355548.0,211851593.0
2010-05-20,29550,31050,29550,30400,1031036,6440288.0,211851593.0
2010-05-24,30600,30950,30250,30750,905244,6514436.0,211851593.0
2010-05-25,30100,30600,29250,29800,1515086,6313177.0,211851593.0
2010-05-26,29900,30200,28350,28700,2307240,6080141.0,211851593.0
2010-05-27,28500,29350,28000,29050,1696018,6154289.0,211851593.0
2010-05-28,29850,30450,29600,30100,1683916,6376733.0,211851593.0
2010-05-31,30250,31250,30150,31250,1006165,6620362.0,211851593.0
2010-06-01,31100,31250,30250,30950,928421,6556807.0,211851593.0
2010-06-03,31700,33200,31550,32700,2395532,6927547.0,211851593.0
2010-06-04,32800,32800,32400,32600,635136,6906362.0,211851593.0
2010-06-07,31700,31800,30750,31400,1367223,6652140.0,211851593.0
2010-06-08,31500,32400,31150,32400,1075999,6863992.0,211851593.0
2010-06-09,32050,33000,31750,32700,1319635,6927547.0,211851593.0
2010-06-10,33300,33350,32200,32650,1123820,6916955.0,211851593.0
2010-06-11,33400,33400,32700,32950,732105,6980510.0,211851593.0
2010-06-14,32950,33700,32850,33150,499709,7022880.0,211851593.0
2010-06-15,33150,33500,32950,33100,468011,7012288.0,211851593.0
2010-06-16,33250,33700,32150,32700,1475786,6927547.0,211851593.0
2010-06-17,32850,33500,32150,32450,1442410,6874584.0,211851593.0
2010-06-18,32450,32850,32200,32550,1193990,6895769.0,211851593.0
2010-06-21,32850,33450,32800,32950,978533,6980510.0,211851593.0
2010-06-22,33150,33150,32650,33000,562500,6991103.0,211851593.0
2010-06-23,32900,33100,32450,32850,572759,6959325.0,211851593.0
2010-06-24,32650,34200,32650,33900,1437468,7181769.0,211851593.0
2010-06-25,33550,34000,33250,34000,666417,7202954.0,211851593.0
2010-06-28,34450,34450,33800,33950,437956,7192362.0,211851593.0
2010-06-29,33950,34350,33150,33700,574521,7139399.0,211851593.0
2010-06-30,33100,33150,32400,32850,862433,6959325.0,211851593.0
2010-07-01,32800,33000,31800,32250,835599,6832214.0,211851593.0
2010-07-02,32250,32350,31900,32000,637551,6779251.0,211851593.0
2010-07-05,32150,32300,31550,31750,737925,6726288.0,211851593.0
2010-07-06,31550,31600,30800,31500,695447,6673325.0,211851593.0
2010-07-07,31650,31800,31050,31150,899372,6599177.0,211851593.0
2010-07-08,32450,32450,31600,31800,1144668,6736881.0,211851593.0
2010-07-09,32250,33800,32000,33550,1649631,7107621.0,211851593.0
2010-07-12,33750,34400,33350,34250,1015659,7255917.0,211851593.0
2010-07-13,34450,35400,34350,34800,1351087,7372435.0,211851593.0
2010-07-14,35050,35500,34650,34800,1169321,7372435.0,211851593.0
2010-07-15,34800,35500,34400,35000,847675,7414806.0,211851593.0
2010-07-16,34700,35400,34000,34250,1009417,7255917.0,211851593.0
2010-07-19,33650,34200,33550,33850,628008,7171176.0,211851593.0
2010-07-20,33400,33550,32900,33150,1139606,7022880.0,211851593.0
2010-07-21,33450,33800,32250,32700,1176291,6927547.0,211851593.0
2010-07-22,32550,33300,32500,32800,1157491,6948732.0,211851593.0
2010-07-23,33100,34950,33100,34600,1475072,7330065.0,211851593.0
2010-07-26,34500,35100,34000,34800,632301,7372435.0,211851593.0
2010-07-27,34800,34800,34100,34200,721159,7245324.0,211851593.0
