세원정공(021820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-31,1130,1150,1110,1150,15190,11500.0,1000000.0
1999-04-01,1135,1185,1135,1140,16230,11400.0,1000000.0
1999-04-02,1160,1180,1150,1155,21950,11550.0,1000000.0
1999-04-06,1180,1240,1180,1230,20690,12300.0,1000000.0
1999-04-07,1230,1265,1220,1220,20820,12200.0,1000000.0
1999-04-08,1240,1275,1200,1240,15860,12400.0,1000000.0
1999-04-09,1240,1250,1180,1200,12430,12000.0,1000000.0
1999-04-12,1210,1220,1190,1220,13550,12200.0,1000000.0
1999-04-13,1220,1290,1220,1280,38580,12800.0,1000000.0
1999-04-14,1300,1300,1240,1260,24450,12600.0,1000000.0
1999-04-15,1280,1310,1230,1265,18070,12650.0,1000000.0
1999-04-16,1230,1260,1220,1220,10370,12200.0,1000000.0
1999-04-19,1220,1250,1170,1170,16480,11700.0,1000000.0
1999-04-20,1200,1225,1180,1200,13670,12000.0,1000000.0
1999-04-21,1210,1225,1150,1150,13730,11500.0,1000000.0
1999-04-22,1130,1185,1130,1170,9920,11700.0,1000000.0
1999-04-23,1180,1320,1170,1220,27820,12200.0,1000000.0
1999-04-26,1230,1240,1190,1220,13690,12200.0,1000000.0
1999-04-27,1250,1270,1210,1220,25620,12200.0,1000000.0
1999-04-28,1225,1310,1225,1250,41690,12500.0,1000000.0
1999-04-29,1300,1355,1285,1300,46170,13000.0,1000000.0
1999-04-30,1320,1400,1290,1350,50300,13500.0,1000000.0
1999-05-03,1350,1420,1350,1395,43320,13950.0,1000000.0
1999-05-04,1430,1450,1380,1400,35150,14000.0,1000000.0
1999-05-06,1405,1450,1400,1430,21290,14300.0,1000000.0
1999-05-07,1450,1490,1330,1400,19420,14000.0,1000000.0
1999-05-10,1350,1485,1350,1470,30160,14700.0,1000000.0
1999-05-11,1470,1690,1470,1540,57760,15400.0,1000000.0
1999-05-12,1590,1600,1455,1550,42750,15500.0,1000000.0
1999-05-13,1540,1560,1470,1520,20590,15200.0,1000000.0
1999-05-14,1540,1540,1385,1400,20820,14000.0,1000000.0
1999-05-17,1420,1480,1360,1370,19450,13700.0,1000000.0
1999-05-18,1350,1450,1350,1445,19460,14450.0,1000000.0
1999-05-19,1360,1485,1360,1470,11190,14700.0,1000000.0
1999-05-20,1470,1470,1275,1375,15950,13750.0,1000000.0
1999-05-21,1400,1420,1280,1350,13190,13500.0,1000000.0
1999-05-24,1305,1390,1305,1315,6030,13150.0,1000000.0
1999-05-25,1255,1340,1255,1315,6250,13150.0,1000000.0
1999-05-26,1330,1400,1300,1380,10850,13800.0,1000000.0
1999-05-27,1370,1380,1350,1350,9220,13500.0,1000000.0
1999-05-28,1300,1390,1300,1350,12150,13500.0,1000000.0
1999-05-31,1380,1390,1320,1330,16480,13300.0,1000000.0
1999-06-01,1300,1380,1300,1350,7620,13500.0,1000000.0
1999-06-02,1350,1420,1350,1400,14870,14000.0,1000000.0
1999-06-03,1450,1450,1360,1390,10370,13900.0,1000000.0
1999-06-04,1395,1460,1370,1370,6060,13700.0,1000000.0
1999-06-07,1350,1415,1350,1390,9540,13900.0,1000000.0
1999-06-08,1360,1425,1360,1425,5040,14250.0,1000000.0
1999-06-09,1420,1500,1410,1430,40730,14300.0,1000000.0
1999-06-10,1450,1500,1430,1470,9730,14700.0,1000000.0
1999-06-11,1500,1510,1450,1470,9790,14700.0,1000000.0
1999-06-14,1450,1590,1440,1450,8560,14500.0,1000000.0
1999-06-15,1460,1460,1400,1440,2300,14400.0,1000000.0
1999-06-16,1380,1440,1380,1400,10570,14000.0,1000000.0
1999-06-17,1360,1440,1360,1400,4620,14000.0,1000000.0
1999-06-18,1360,1420,1350,1420,7210,14200.0,1000000.0
1999-06-21,1350,1450,1350,1365,10790,13650.0,1000000.0
1999-06-22,1370,1430,1370,1430,16360,14300.0,1000000.0
1999-06-23,1430,1450,1400,1400,5330,14000.0,1000000.0
1999-06-24,1390,1400,1380,1400,2970,14000.0,1000000.0
1999-06-25,1380,1470,1380,1385,26420,13850.0,1000000.0
1999-06-28,1390,1410,1390,1410,6570,14100.0,1000000.0
1999-06-29,1410,1420,1360,1360,380,13600.0,1000000.0
1999-06-30,1390,1420,1330,1400,430,14000.0,1000000.0
1999-07-01,1400,1400,1320,1390,5200,13900.0,1000000.0
1999-07-02,1320,1420,1320,1415,3660,14150.0,1000000.0
1999-07-05,1445,1500,1430,1460,11780,14600.0,1000000.0
1999-07-06,1490,1500,1450,1465,7000,14650.0,1000000.0
1999-07-07,1470,1470,1355,1410,8540,14100.0,1000000.0
1999-07-08,1410,1450,1385,1390,8510,13900.0,1000000.0
1999-07-09,1450,1450,1380,1380,15200,13800.0,1000000.0
1999-07-12,1390,1470,1390,1410,20440,14100.0,1000000.0
1999-07-13,1460,1600,1435,1570,55240,15700.0,1000000.0
1999-07-14,1580,1650,1430,1440,13070,14400.0,1000000.0
1999-07-15,1440,1470,1405,1430,7960,14300.0,1000000.0
1999-07-16,1365,1450,1365,1440,13060,14400.0,1000000.0
1999-07-19,1495,1495,1410,1460,8190,14600.0,1000000.0
1999-07-20,1470,1500,1410,1480,25270,14800.0,1000000.0
1999-07-21,1500,1500,1410,1445,6040,14450.0,1000000.0
1999-07-22,1430,1550,1360,1550,17320,15500.0,1000000.0
1999-07-23,1530,1700,1400,1410,51940,14100.0,1000000.0
1999-07-26,1450,1450,1330,1330,11370,13300.0,1000000.0
1999-07-27,1300,1525,1300,1525,25760,15250.0,1000000.0
1999-07-28,1620,1630,1530,1530,33720,15300.0,1000000.0
1999-07-29,1600,1690,1505,1660,38130,16600.0,1000000.0
1999-07-30,1710,1870,1680,1870,81290,18700.0,1000000.0
1999-08-02,1970,2150,1970,2150,70720,21500.0,1000000.0
1999-08-03,2370,2400,1950,2065,68130,20650.0,1000000.0
1999-08-04,2065,2130,1900,1920,46770,19200.0,1000000.0
1999-08-05,1900,2080,1730,1760,55350,17600.0,1000000.0
1999-08-06,1730,1840,1690,1780,34170,17800.0,1000000.0
1999-08-09,1740,1760,1675,1690,24690,16900.0,1000000.0
1999-08-10,1700,1750,1630,1650,25480,16500.0,1000000.0
1999-08-11,1670,1670,1580,1600,36840,16000.0,1000000.0
1999-08-12,1560,1645,1560,1600,24420,16000.0,1000000.0
1999-08-13,1590,1620,1510,1530,19930,15300.0,1000000.0
1999-08-16,1505,1570,1500,1520,21650,15200.0,1000000.0
1999-08-17,1525,1570,1375,1375,14490,13750.0,1000000.0
1999-08-18,1320,1320,1180,1270,15290,12700.0,1000000.0
1999-08-19,1200,1460,1200,1420,29200,14200.0,1000000.0
1999-08-20,1360,1385,1300,1325,9840,13250.0,1000000.0
1999-08-23,1395,1400,1350,1370,11510,13700.0,1000000.0
1999-08-24,1480,1480,1385,1390,9290,13900.0,1000000.0
1999-08-25,1380,1415,1350,1410,23390,14100.0,1000000.0
1999-08-26,1410,1450,1385,1385,14390,13850.0,1000000.0
1999-08-27,1350,1400,1300,1320,9940,13200.0,1000000.0
1999-08-30,1300,1355,1300,1350,16120,13500.0,1000000.0
1999-08-31,1330,1350,1270,1300,5800,13000.0,1000000.0
1999-09-01,1300,1340,1240,1240,8590,12400.0,1000000.0
1999-09-02,1270,1270,1200,1235,9640,12350.0,1000000.0
1999-09-03,1205,1250,1200,1210,6300,12100.0,1000000.0
1999-09-06,1215,1350,1200,1280,10280,12800.0,1000000.0
1999-09-07,1285,1350,1285,1330,8870,13300.0,1000000.0
1999-09-08,1340,1350,1260,1265,5310,12650.0,1000000.0
1999-09-09,1265,1320,1265,1320,4270,13200.0,1000000.0
1999-09-10,1300,1350,1300,1305,8120,13050.0,1000000.0
1999-09-13,1310,1310,1270,1290,3800,12900.0,1000000.0
1999-09-14,1350,1350,1260,1300,2180,13000.0,1000000.0
1999-09-15,1250,1300,1250,1270,1760,12700.0,1000000.0
1999-09-16,1290,1345,1250,1330,17370,13300.0,1000000.0
1999-09-17,1280,1285,1250,1285,4510,12850.0,1000000.0
1999-09-20,1285,1475,1275,1475,101670,14750.0,1000000.0
1999-09-21,1495,1635,1480,1570,177720,15700.0,1000000.0
1999-09-22,1570,1570,1410,1480,26200,14800.0,1000000.0
1999-09-27,1430,1430,1320,1370,16060,13700.0,1000000.0
1999-09-28,1420,1575,1320,1575,78380,15750.0,1000000.0
1999-09-29,1590,1650,1425,1440,96880,14400.0,1000000.0
1999-09-30,1440,1530,1360,1400,33520,14000.0,1000000.0
1999-10-01,1350,1370,1195,1240,17930,12400.0,1000000.0
1999-10-04,1195,1300,1195,1205,18880,12050.0,1000000.0
1999-10-05,1180,1250,1120,1150,20080,11500.0,1000000.0
1999-10-06,1100,1200,1100,1190,27920,11900.0,1000000.0
1999-10-07,1205,1365,1160,1365,66000,13650.0,1000000.0
1999-10-08,1370,1385,1250,1280,38900,12800.0,1000000.0
1999-10-11,1320,1320,1250,1260,6180,12600.0,1000000.0
1999-10-12,1300,1390,1260,1320,18500,13200.0,1000000.0
1999-10-13,1485,1485,1350,1380,37760,13800.0,1000000.0
1999-10-14,1350,1410,1340,1340,13020,13400.0,1000000.0
1999-10-15,1340,1380,1300,1300,31400,13000.0,1000000.0
1999-10-18,1280,1290,1230,1230,15590,12300.0,1000000.0
1999-10-19,1300,1300,1210,1265,9770,12650.0,1000000.0
1999-10-20,1230,1320,1230,1265,10170,12650.0,1000000.0
1999-10-21,1275,1450,1275,1450,101300,14500.0,1000000.0
1999-10-22,1470,1515,1370,1425,205760,14250.0,1000000.0
1999-10-25,1550,1635,1470,1615,197660,16150.0,1000000.0
1999-10-26,1595,1595,1495,1510,37950,15100.0,1000000.0
1999-10-27,1560,1690,1490,1490,40560,14900.0,1000000.0
1999-10-28,1460,1620,1460,1530,39730,15300.0,1000000.0
1999-10-29,1560,1560,1500,1510,30220,15100.0,1000000.0
1999-11-01,1510,1570,1500,1560,33830,15600.0,1000000.0
1999-11-02,1555,1680,1530,1660,43140,16600.0,1000000.0
1999-11-03,1660,1760,1475,1675,53050,16750.0,1000000.0
1999-11-04,1630,1685,1600,1600,24740,16000.0,1000000.0
1999-11-05,1570,1620,1530,1550,27760,15500.0,1000000.0
1999-11-08,1545,1620,1500,1500,27030,15000.0,1000000.0
1999-11-09,1550,1575,1500,1560,29580,15600.0,1000000.0
1999-11-10,1580,1590,1505,1505,27540,15050.0,1000000.0
1999-11-11,1480,1545,1450,1480,27480,14800.0,1000000.0
1999-11-12,1490,1540,1420,1420,30730,14200.0,1000000.0
1999-11-15,1390,1400,1335,1350,27440,13500.0,1000000.0
1999-11-16,1360,1450,1360,1370,25180,13700.0,1000000.0
1999-11-17,1390,1430,1340,1340,26530,13400.0,1000000.0
1999-11-18,1345,1390,1345,1350,19280,13500.0,1000000.0
1999-11-19,1360,1400,1350,1370,12420,13700.0,1000000.0
1999-11-22,1380,1410,1320,1330,6720,13300.0,1000000.0
1999-11-23,1330,1340,1260,1340,13160,13400.0,1000000.0
1999-11-24,1360,1430,1280,1300,35270,13000.0,1000000.0
1999-11-25,1300,1300,1210,1210,20180,12100.0,1000000.0
1999-11-26,1200,1200,1080,1110,16280,11100.0,1000000.0
1999-11-29,1080,1180,1060,1090,14070,10900.0,1000000.0
1999-11-30,1090,1190,1090,1115,13420,11150.0,1000000.0
1999-12-01,1150,1150,1080,1090,8490,10900.0,1000000.0
1999-12-02,1110,1170,1080,1105,15770,11050.0,1000000.0
1999-12-03,1100,1230,1100,1160,11890,11600.0,1000000.0
1999-12-06,1110,1150,1100,1110,9470,11100.0,1000000.0
1999-12-07,1100,1130,1000,1000,15810,10000.0,1000000.0
1999-12-08,1000,1055,956,1040,16550,10400.0,1000000.0
1999-12-09,1030,1040,970,1000,9520,10000.0,1000000.0
1999-12-10,963,1070,950,1030,17370,10300.0,1000000.0
1999-12-13,1070,1070,1020,1040,10840,10400.0,1000000.0
1999-12-14,1040,1120,1010,1050,12780,10500.0,1000000.0
1999-12-15,1100,1100,990,1020,8730,10200.0,1000000.0
1999-12-16,1020,1045,995,1000,6640,10000.0,1000000.0
1999-12-17,1000,1000,951,951,6280,9510.0,1000000.0
1999-12-20,962,990,955,960,5330,9600.0,1000000.0
1999-12-21,930,950,841,850,5230,8500.0,1000000.0
1999-12-22,840,840,752,791,9160,7910.0,1000000.0
1999-12-23,753,900,753,775,4810,7750.0,1000000.0
1999-12-24,800,800,761,785,3610,7850.0,1000000.0
1999-12-27,880,880,750,750,4720,7500.0,1000000.0
1999-12-28,755,830,700,700,11320,7000.0,1000000.0
2000-01-04,720,805,720,805,5110,8050.0,1000000.0
2000-01-05,850,925,820,845,8560,8450.0,1000000.0
2000-01-06,802,850,802,805,3230,8050.0,1000000.0
2000-01-07,810,840,800,800,1910,8000.0,1000000.0
2000-01-10,750,880,710,879,1780,8790.0,1000000.0
2000-01-11,850,918,830,830,1830,8300.0,1000000.0
2000-01-12,712,820,712,819,1310,8190.0,1000000.0
2000-01-13,761,826,761,809,500,8090.0,1000000.0
2000-01-14,800,870,765,810,2450,8100.0,1000000.0
2000-01-17,820,850,810,825,5070,8250.0,1000000.0
2000-01-18,820,880,820,825,2770,8250.0,1000000.0
2000-01-19,830,850,800,840,6400,8400.0,1000000.0
2000-01-20,820,860,750,850,6290,8500.0,1000000.0
2000-01-21,860,860,820,820,790,8200.0,1000000.0
2000-01-24,770,850,770,781,900,7810.0,1000000.0
2000-01-25,701,780,701,770,1860,7700.0,1000000.0
2000-01-26,740,799,740,794,1060,7940.0,1000000.0
2000-01-27,794,850,794,811,2630,8110.0,1000000.0
2000-01-28,820,840,800,820,2560,8200.0,1000000.0
2000-01-31,801,830,771,830,1280,8300.0,1000000.0
2000-02-01,830,830,790,791,200,7910.0,1000000.0
2000-02-02,792,820,750,810,1630,8100.0,1000000.0
2000-02-03,898,898,787,787,2240,7870.0,1000000.0
2000-02-07,800,850,799,810,8500,8100.0,1000000.0
2000-02-08,830,830,762,810,3470,8100.0,1000000.0
2000-02-09,800,808,764,807,2230,8070.0,1000000.0
2000-02-10,773,797,760,760,1250,7600.0,1000000.0
2000-02-11,743,770,702,770,5100,7700.0,1000000.0
2000-02-14,767,767,710,745,1260,7450.0,1000000.0
2000-02-15,710,710,670,710,1900,7100.0,1000000.0
2000-02-16,680,710,660,690,3200,6900.0,1000000.0
2000-02-17,620,678,600,630,6310,6300.0,1000000.0
2000-02-18,600,629,585,600,13640,6000.0,1000000.0
2000-02-21,600,620,580,600,4750,6000.0,1000000.0
2000-02-22,590,690,581,690,17070,6900.0,1000000.0
2000-02-23,789,789,712,750,11340,7500.0,1000000.0
2000-02-24,710,719,655,700,6820,7000.0,1000000.0
2000-02-25,671,740,671,681,9300,6810.0,1000000.0
2000-02-28,682,783,682,780,19120,7800.0,1000000.0
2000-02-29,849,897,802,897,25180,8970.0,1000000.0
2000-03-02,847,920,800,890,17010,8900.0,1000000.0
2000-03-03,930,930,820,890,18080,8900.0,1000000.0
2000-03-06,920,970,920,940,18140,9400.0,1000000.0
2000-03-07,930,1030,930,980,18350,9800.0,1000000.0
2000-03-08,970,1050,950,1000,13460,10000.0,1000000.0
2000-03-09,851,995,851,950,41100,9500.0,1000000.0
2000-03-10,1000,1070,950,1035,23340,10350.0,1000000.0
2000-03-13,1050,1150,1035,1070,20700,10700.0,1000000.0
2000-03-14,1120,1120,911,911,16510,9110.0,1000000.0
2000-03-15,912,949,862,862,6800,8620.0,1000000.0
2000-03-16,896,949,850,850,4980,8500.0,1000000.0
2000-03-17,900,900,860,900,7450,9000.0,1000000.0
2000-03-20,851,910,840,910,950,9100.0,1000000.0
2000-03-21,909,930,850,900,2400,9000.0,1000000.0
2000-03-22,900,950,862,930,6110,9300.0,1000000.0
2000-03-23,970,970,871,955,29700,9550.0,1000000.0
2000-03-24,955,979,902,955,6970,9550.0,1000000.0
2000-03-27,943,980,930,970,6670,9700.0,1000000.0
2000-03-28,945,960,931,960,5220,9600.0,1000000.0
2000-03-29,902,1040,902,1025,31770,10250.0,1000000.0
2000-03-30,1025,1025,950,1015,3140,10150.0,1000000.0
2000-03-31,951,1080,940,940,4700,9400.0,1000000.0
2000-04-03,950,950,902,902,4050,9020.0,1000000.0
2000-04-04,812,940,812,850,4470,8500.0,1000000.0
2000-04-06,850,920,801,880,3170,8800.0,1000000.0
2000-04-07,802,920,802,910,3260,9100.0,1000000.0
2000-04-10,890,935,853,900,900,9000.0,1000000.0
2000-04-11,850,899,850,880,2610,8800.0,1000000.0
2000-04-12,880,880,811,880,1650,8800.0,1000000.0
2000-04-14,850,850,815,850,1040,8500.0,1000000.0
2000-04-17,733,799,723,749,3310,7490.0,1000000.0
2000-04-18,743,819,743,819,1150,8190.0,1000000.0
2000-04-19,850,850,786,840,1030,8400.0,1000000.0
2000-04-20,801,860,801,825,3850,8250.0,1000000.0
2000-04-21,860,860,815,860,3910,8600.0,1000000.0
2000-04-24,870,890,850,870,6920,8700.0,1000000.0
2000-04-25,875,875,856,870,850,8700.0,1000000.0
2000-04-26,880,940,820,820,45080,8200.0,1000000.0
2000-04-27,801,850,780,810,2470,8100.0,1000000.0
2000-04-28,770,830,700,703,14030,7030.0,1000000.0
2000-05-02,598,710,598,682,40540,6820.0,1000000.0
2000-05-03,669,715,669,704,5090,7040.0,1000000.0
2000-05-04,710,710,691,710,2320,7100.0,1000000.0
2000-05-08,710,739,710,730,5470,7300.0,1000000.0
2000-05-09,710,760,710,760,5060,7600.0,1000000.0
2000-05-10,760,760,722,750,2450,7500.0,1000000.0
2000-05-12,701,790,701,722,610,7220.0,1000000.0
2000-05-15,722,754,659,698,8830,6980.0,1000000.0
2000-05-16,700,748,652,670,4490,6700.0,1000000.0
2000-05-17,678,745,620,640,10120,6400.0,1000000.0
2000-05-18,640,640,606,640,9220,6400.0,1000000.0
2000-05-19,620,665,620,664,4250,6640.0,1000000.0
2000-05-22,694,694,630,661,2910,6610.0,1000000.0
2000-05-23,630,630,606,620,2610,6200.0,1000000.0
2000-05-24,610,649,590,630,6190,6300.0,1000000.0
2000-05-25,650,680,650,670,3360,6700.0,1000000.0
2000-05-26,640,700,630,630,8480,6300.0,1000000.0
2000-05-29,645,655,600,650,2040,6500.0,1000000.0
2000-05-30,737,737,650,680,4570,6800.0,1000000.0
2000-05-31,700,730,680,685,32560,6850.0,1000000.0
2000-06-01,700,787,680,787,25060,7870.0,1000000.0
2000-06-02,905,905,905,905,31740,9050.0,1000000.0
2000-06-05,1040,1040,1040,1040,9490,10400.0,1000000.0
2000-06-07,1195,1195,910,945,138540,9450.0,1000000.0
2000-06-08,999,999,832,860,16630,8600.0,1000000.0
2000-06-09,840,940,802,900,21860,9000.0,1000000.0
2000-06-12,900,920,860,900,10400,9000.0,1000000.0
2000-06-13,910,910,855,891,4990,8910.0,1000000.0
2000-06-14,890,920,870,920,11850,9200.0,1000000.0
2000-06-15,920,985,890,950,12140,9500.0,1000000.0
2000-06-16,990,990,910,949,7610,9490.0,1000000.0
2000-06-19,970,970,930,948,21340,9480.0,1000000.0
2000-06-20,950,1090,950,1005,49950,10050.0,1000000.0
2000-06-21,1000,1045,976,1030,7030,10300.0,1000000.0
2000-06-22,1075,1075,1010,1020,11270,10200.0,1000000.0
2000-06-23,920,1040,870,970,15280,9700.0,1000000.0
2000-06-26,950,1075,950,1065,15200,10650.0,1000000.0
2000-06-27,1150,1200,1100,1200,57130,12000.0,1000000.0
2000-06-28,1240,1380,1240,1380,27330,13800.0,1000000.0
2000-06-29,1585,1585,1430,1585,56230,15850.0,1000000.0
2000-06-30,1620,1680,1350,1580,190510,15800.0,1000000.0
2000-07-03,1815,1815,1815,1815,15180,18150.0,1000000.0
2000-07-04,2070,2085,1900,2085,124400,20850.0,1000000.0
2000-07-05,1800,2330,1800,2170,102640,21700.0,1000000.0
2000-07-06,2070,2320,2070,2230,51210,22300.0,1000000.0
2000-07-07,2200,2210,2120,2135,38070,21350.0,1000000.0
2000-07-10,2130,2300,2130,2290,44940,22900.0,1000000.0
2000-07-11,2320,2480,2290,2450,34550,24500.0,1000000.0
2000-07-12,2790,2790,2450,2450,37030,24500.0,1000000.0
2000-07-13,2390,2520,2110,2500,55950,25000.0,1000000.0
2000-07-14,2300,2580,2300,2500,36010,25000.0,1000000.0
2000-07-18,2550,2550,2400,2490,23780,24900.0,1000000.0
2000-07-19,2400,2480,2130,2380,24560,23800.0,1000000.0
2000-07-20,2190,2350,2024,2025,35650,20250.0,1000000.0
2000-07-21,1750,1990,1725,1725,26920,17250.0,1000000.0
2000-07-24,1470,1570,1470,1470,118800,14700.0,1000000.0
2000-07-25,1360,1400,1250,1250,94760,12500.0,1000000.0
2000-07-26,1165,1295,1120,1250,330470,12500.0,1000000.0
2000-07-27,1270,1435,1220,1370,400400,13700.0,1000000.0
2000-07-28,1335,1350,1165,1165,119170,11650.0,1000000.0
2000-07-31,1060,1130,1010,1060,117150,10600.0,1000000.0
2000-08-01,1070,1140,1055,1075,131590,10750.0,1000000.0
2000-08-02,1070,1110,1015,1035,105700,10350.0,1000000.0
2000-08-03,1045,1085,1035,1065,106630,10650.0,1000000.0
2000-08-04,1070,1195,1070,1095,164610,10950.0,1000000.0
2000-08-07,1155,1240,1110,1170,178180,11700.0,1000000.0
2000-08-08,1170,1240,1040,1080,101570,10800.0,1000000.0
2000-08-09,1050,1100,1035,1060,58900,10600.0,1000000.0
2000-08-10,1070,1105,1050,1070,72740,10700.0,1000000.0
2000-08-11,1080,1100,1010,1040,72730,10400.0,1000000.0
2000-08-14,1060,1110,1050,1075,71800,10750.0,1000000.0
2000-08-16,1090,1110,1060,1060,65920,10600.0,1000000.0
2000-08-17,1070,1070,990,991,68570,9910.0,1000000.0
2000-08-18,999,1020,953,1000,71060,10000.0,1000000.0
2000-08-21,1000,1030,945,945,37140,9450.0,1000000.0
2000-08-22,940,970,901,910,35970,9100.0,1000000.0
2000-08-23,892,909,857,857,42080,8570.0,1000000.0
2000-08-24,842,874,815,823,42150,8230.0,1000000.0
2000-08-25,841,946,840,890,91680,8900.0,1000000.0
2000-08-28,860,866,836,846,44920,8460.0,1000000.0
2000-08-29,846,867,841,856,25030,8560.0,1000000.0
2000-08-30,872,875,850,854,15930,8540.0,1000000.0
2000-08-31,869,895,832,840,33300,8400.0,1000000.0
2000-09-01,840,864,816,836,17330,8360.0,1000000.0
2000-09-04,843,930,843,884,59490,8840.0,1000000.0
2000-09-05,901,910,857,861,34870,8610.0,1000000.0
2000-09-06,843,895,843,870,29510,8700.0,1000000.0
2000-09-07,890,940,870,875,63230,8750.0,1000000.0
2000-09-08,918,918,870,880,22330,8800.0,1000000.0
2000-09-14,880,880,840,867,9720,8670.0,1000000.0
2000-09-15,873,980,873,940,115460,9400.0,1000000.0
2000-09-18,950,950,799,800,61600,8000.0,1000000.0
2000-09-19,770,840,730,801,41110,8010.0,1000000.0
2000-09-20,790,840,790,825,26520,8250.0,1000000.0
2000-09-21,800,839,756,792,28340,7920.0,1000000.0
2000-09-22,800,810,765,791,29500,7910.0,1000000.0
2000-09-25,780,895,780,839,73600,8390.0,1000000.0
2000-09-26,867,880,813,813,68480,8130.0,1000000.0
2000-09-27,830,863,821,850,40510,8500.0,1000000.0
2000-09-28,858,945,858,912,147770,9120.0,1000000.0
2000-09-29,979,979,890,919,70000,9190.0,1000000.0
2000-10-02,905,930,882,920,45000,9200.0,1000000.0
2000-10-04,906,943,906,915,42080,9150.0,1000000.0
2000-10-05,930,934,915,918,46840,9180.0,1000000.0
2000-10-06,905,970,905,940,99100,9400.0,1000000.0
2000-10-09,940,1080,940,1080,150030,10800.0,1000000.0
2000-10-10,1130,1200,1045,1095,215660,10950.0,1000000.0
2000-10-11,1050,1070,935,970,68910,9700.0,1000000.0
2000-10-12,921,1020,921,995,69310,9950.0,1000000.0
2000-10-13,960,990,852,895,43920,8950.0,1000000.0
2000-10-16,950,990,930,990,45880,9900.0,1000000.0
