고려제강(002240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-09,6248,6248,6150,6151,1390,122696.0,6526396.0
2002-12-10,6199,6199,6150,6151,300,122696.0,6526396.0
2002-12-11,6150,6248,6150,6250,3090,124654.0,6526396.0
2002-12-12,6183,6312,6183,6281,2370,125307.0,6526396.0
2002-12-13,6247,6346,6247,6347,1210,126612.0,6526396.0
2002-12-16,6361,6361,6263,6315,1250,125959.0,6526396.0
2002-12-17,6312,6361,6280,6347,1041,126612.0,6526396.0
2002-12-18,6347,6347,6329,6331,720,126286.0,6526396.0
2002-12-20,6362,6362,6281,6331,1230,126286.0,6526396.0
2002-12-23,6329,6329,6264,6281,1130,125307.0,6526396.0
2002-12-24,6263,6263,6165,6183,1470,123349.0,6526396.0
2002-12-26,6149,6312,6115,6315,1758,125959.0,6526396.0
2002-12-27,6388,6388,6313,6389,830,110949.0,6526396.0
2002-12-30,6086,6350,6086,6315,3320,109643.0,6526396.0
2003-01-02,6312,6312,6312,6315,40,109643.0,6526396.0
2003-01-03,6313,6351,6276,6296,1540,109317.0,6526396.0
2003-01-06,6295,6295,6295,6296,100,109317.0,6526396.0
2003-01-07,6293,6312,6200,6315,1880,109643.0,6526396.0
2003-01-08,6200,6312,6200,6315,310,109643.0,6526396.0
2003-01-09,6049,6275,6049,6259,1860,108664.0,6526396.0
2003-01-10,6125,6257,6069,6239,1140,108338.0,6526396.0
2003-01-13,6238,6238,6087,6239,1390,108338.0,6526396.0
2003-01-14,6201,6201,6088,6145,650,106707.0,6526396.0
2003-01-15,6145,6145,6106,6145,200,106707.0,6526396.0
2003-01-16,6106,6144,6050,6089,2010,121500.0,7500000.0
2003-01-17,6220,6220,6031,6089,1380,121500.0,7500000.0
2003-01-20,6031,6087,5994,5996,1178,119625.0,7500000.0
2003-01-21,5994,6012,5938,5976,850,119250.0,7500000.0
2003-01-22,5861,5974,5786,5938,2100,118500.0,7500000.0
2003-01-23,5861,5937,5824,5938,600,118500.0,7500000.0
2003-01-24,5844,5862,5824,5845,1461,116625.0,7500000.0
2003-01-27,5731,5824,5636,5826,1400,116250.0,7500000.0
2003-01-28,5693,5918,5674,5826,1075,116250.0,7500000.0
2003-01-29,5731,5824,5693,5789,1190,115500.0,7500000.0
2003-01-30,5693,5711,5636,5638,1129,112500.0,7500000.0
2003-02-03,5636,5636,5392,5600,980,111750.0,7500000.0
2003-02-04,5523,5523,5468,5526,242,110250.0,7500000.0
2003-02-05,5487,5581,5487,5582,440,111375.0,7500000.0
2003-02-06,5543,5581,5543,5544,590,110625.0,7500000.0
2003-02-07,5487,5487,5430,5431,1122,108375.0,7500000.0
2003-02-10,5542,5542,5373,5374,240212,107250.0,7500000.0
2003-02-11,5581,5581,5355,5356,690,106875.0,7500000.0
2003-02-12,5355,5411,5317,5374,1446,107250.0,7500000.0
2003-02-13,5373,5410,5355,5413,40,108000.0,7500000.0
2003-02-14,5449,5449,5298,5374,2100,107250.0,7500000.0
2003-02-17,5373,5411,5167,5319,1940,106125.0,7500000.0
2003-02-18,5411,5449,5411,5449,3603,108750.0,7500000.0
2003-02-19,5449,5449,5317,5319,650,106125.0,7500000.0
2003-02-20,5316,5410,5297,5300,1929,105750.0,7500000.0
2003-02-21,5355,5355,5297,5300,590,105750.0,7500000.0
2003-02-24,5298,5392,5298,5374,2388,107250.0,7500000.0
2003-02-25,5298,5298,5261,5281,1032,105375.0,7500000.0
2003-02-26,5261,5392,5261,5300,1644,105750.0,7500000.0
2003-02-27,5243,5243,5149,5243,1280,104625.0,7500000.0
2003-02-28,5261,5317,5261,5319,1970,106125.0,7500000.0
2003-03-03,5279,5317,5279,5319,520,106125.0,7500000.0
2003-03-04,5318,5318,5168,5281,630,105375.0,7500000.0
2003-03-05,5168,5168,5168,5168,22,103125.0,7500000.0
2003-03-06,5166,5261,5166,5262,80110,105000.0,7500000.0
2003-03-07,4641,5205,4641,5112,3780,102000.0,7500000.0
2003-03-10,5073,5073,5016,5018,530,100125.0,7500000.0
2003-03-11,4885,5166,4772,5037,81740,100500.0,7500000.0
2003-03-12,5035,5035,4791,4961,1060,99000.0,7500000.0
2003-03-13,4885,4885,4659,4867,1350,97125.0,7500000.0
2003-03-14,4865,4865,4716,4774,5250,95250.0,7500000.0
2003-03-17,4790,4808,4320,4510,2250,90000.0,7500000.0
2003-03-18,4641,4641,4453,4567,114070,91125.0,7500000.0
2003-03-19,4678,4678,4583,4661,960,93000.0,7500000.0
2003-03-20,4659,4959,4583,4661,11870,93000.0,7500000.0
2003-03-21,4659,4847,4509,4698,102400,93750.0,7500000.0
2003-03-24,4772,4772,4659,4717,3540,94125.0,7500000.0
2003-03-25,4545,4640,4527,4623,2350,92250.0,7500000.0
2003-03-26,4641,4697,4622,4698,2422,93750.0,7500000.0
2003-03-27,4621,4678,4545,4661,188990,93000.0,7500000.0
2003-03-28,4584,4735,4584,4698,2180,93750.0,7500000.0
2003-03-31,4471,4659,4471,4510,2700,90000.0,7500000.0
2003-04-01,4509,4621,4509,4623,5050,92250.0,7500000.0
2003-04-02,4623,4623,4546,4604,1420,91875.0,7500000.0
2003-04-03,4623,4659,4565,4642,3391,92625.0,7500000.0
2003-04-04,4621,5242,4565,4661,8906,93000.0,7500000.0
2003-04-07,4697,4960,4697,4942,6107,98625.0,7500000.0
2003-04-08,4885,5072,4809,5074,2665,101250.0,7500000.0
2003-04-09,5071,5071,4885,4999,3580,99750.0,7500000.0
2003-04-10,4941,4998,4885,4999,4937,99750.0,7500000.0
2003-04-11,4998,5071,4903,4924,5622,98250.0,7500000.0
2003-04-14,4998,5186,4923,5074,1960,101250.0,7500000.0
2003-04-15,5016,5147,4998,5149,2866,102750.0,7500000.0
2003-04-16,5167,5261,5091,5094,2476,101625.0,7500000.0
2003-04-17,5205,5205,5072,5112,1660,102000.0,7500000.0
2003-04-18,5111,5243,5111,5243,5360,104625.0,7500000.0
2003-04-21,5261,5261,5073,5243,3480,104625.0,7500000.0
2003-04-22,5243,5336,5110,5206,780,103875.0,7500000.0
2003-04-23,5110,5449,5110,5449,60120,108750.0,7500000.0
2003-04-24,5449,5469,5336,5374,1870,107250.0,7500000.0
2003-04-25,5261,5373,5243,5374,9310,107250.0,7500000.0
2003-04-28,5336,5373,5261,5374,860,107250.0,7500000.0
2003-04-29,5373,5430,5317,5431,1750,108375.0,7500000.0
2003-04-30,5392,5430,5373,5431,521,108375.0,7500000.0
2003-05-02,5410,5429,5373,5413,350,108000.0,7500000.0
2003-05-06,5410,5448,5297,5413,1020,108000.0,7500000.0
2003-05-07,5335,5618,5335,5563,3162,111000.0,7500000.0
2003-05-09,5392,5468,5373,5469,870,109125.0,7500000.0
2003-05-12,5411,5523,5411,5449,3540,108750.0,7500000.0
2003-05-13,5411,5449,5411,5431,1080,108375.0,7500000.0
2003-05-14,5523,5523,5373,5374,4833,107250.0,7500000.0
2003-05-15,5449,5636,5336,5487,5620,109500.0,7500000.0
2003-05-16,5392,5731,5392,5563,5120,111000.0,7500000.0
2003-05-19,5487,5636,5449,5600,1210,111750.0,7500000.0
2003-05-20,5542,5599,5542,5600,880,111750.0,7500000.0
2003-05-21,5561,5581,5505,5582,670,111375.0,7500000.0
2003-05-22,5598,5618,5523,5563,4100,111000.0,7500000.0
2003-05-23,5561,5561,5449,5506,3270,109875.0,7500000.0
2003-05-26,5600,6313,5600,6296,44479,125625.0,7500000.0
2003-05-27,6445,6445,5786,6051,18920,120750.0,7500000.0
2003-05-28,5919,6144,5880,6089,7002,121500.0,7500000.0
2003-05-29,5975,6125,5957,6014,7340,120000.0,7500000.0
2003-05-30,5918,5974,5824,5826,9860,116250.0,7500000.0
2003-06-02,5862,6351,5862,6070,38000,121125.0,7500000.0
2003-06-03,6068,6068,5899,5938,11050,118500.0,7500000.0
2003-06-04,6049,6068,5956,6051,23664,120750.0,7500000.0
2003-06-05,6050,6144,5957,5957,12390,118875.0,7500000.0
2003-06-09,5900,5975,5844,5976,5310,119250.0,7500000.0
2003-06-10,5861,5937,5861,5938,7096,118500.0,7500000.0
2003-06-11,5937,6049,5899,6051,17239,120750.0,7500000.0
2003-06-12,6106,6106,5899,5901,57700,117750.0,7500000.0
2003-06-13,5937,5974,5899,5938,12020,118500.0,7500000.0
2003-06-16,5900,5937,5749,5845,5850,116625.0,7500000.0
2003-06-17,5825,5920,5787,5807,7820,115875.0,7500000.0
2003-06-18,5805,5899,5636,5901,15090,117750.0,7500000.0
2003-06-19,5881,5881,5731,5807,4210,115875.0,7500000.0
2003-06-20,5712,5825,5618,5751,43781,114750.0,7500000.0
2003-06-23,5694,5786,5674,5751,55650,114750.0,7500000.0
2003-06-24,5749,5786,5636,5751,4705,114750.0,7500000.0
2003-06-25,5749,5749,5674,5732,1990,114375.0,7500000.0
2003-06-26,5674,5749,5655,5751,24540,114750.0,7500000.0
2003-06-27,5749,5786,5674,5732,3950,114375.0,7500000.0
2003-06-30,5731,5731,5636,5712,3540,114000.0,7500000.0
2003-07-01,5654,5731,5636,5675,4320,113250.0,7500000.0
2003-07-02,5674,5749,5655,5751,4920,114750.0,7500000.0
2003-07-03,5749,5749,5580,5638,13720,112500.0,7500000.0
2003-07-04,5636,5711,5636,5675,4871,113250.0,7500000.0
2003-07-07,5580,5711,5542,5675,5480,113250.0,7500000.0
2003-07-08,5674,5674,5580,5638,9570,112500.0,7500000.0
2003-07-09,5581,5636,5542,5600,3680,111750.0,7500000.0
2003-07-10,5542,5618,5523,5600,61581,111750.0,7500000.0
2003-07-11,5674,5674,5561,5657,3400,112875.0,7500000.0
2003-07-14,5599,5694,5581,5694,5610,113625.0,7500000.0
2003-07-15,5618,5749,5618,5751,3630,114750.0,7500000.0
2003-07-16,5674,5711,5636,5675,5290,113250.0,7500000.0
2003-07-18,5674,5731,5581,5732,5900,114375.0,7500000.0
2003-07-21,5712,5712,5618,5694,850,113625.0,7500000.0
2003-07-22,5618,5693,5618,5638,1302,112500.0,7500000.0
2003-07-23,5581,5637,5543,5544,2998,110625.0,7500000.0
2003-07-24,5543,5600,5449,5544,8000,110625.0,7500000.0
2003-07-25,5468,5523,5429,5526,3380,110250.0,7500000.0
2003-07-28,5410,5523,5410,5526,2209,110250.0,7500000.0
2003-07-29,5523,5523,5429,5526,3640,110250.0,7500000.0
2003-07-30,5523,5618,5449,5600,8871,111750.0,7500000.0
2003-07-31,5505,5655,5505,5600,2230,111750.0,7500000.0
2003-08-01,5430,5599,5430,5600,1720,111750.0,7500000.0
2003-08-04,5599,5636,5487,5600,1900,111750.0,7500000.0
2003-08-05,5599,5599,5523,5600,850,111750.0,7500000.0
2003-08-06,5599,5674,5505,5600,3730,111750.0,7500000.0
2003-08-07,5561,5636,5541,5638,2650,112500.0,7500000.0
2003-08-08,5561,5674,5561,5619,3070,112125.0,7500000.0
2003-08-11,5543,5618,5543,5544,2320,110625.0,7500000.0
2003-08-12,5637,5637,5543,5544,3270,110625.0,7500000.0
2003-08-13,5618,5618,5469,5487,3370,109500.0,7500000.0
2003-08-14,5487,5561,5449,5469,7910,109125.0,7500000.0
2003-08-18,5468,5561,5355,5563,4590,111000.0,7500000.0
2003-08-19,5468,5505,5392,5431,5510,108375.0,7500000.0
2003-08-20,5411,5468,5336,5431,12910,108375.0,7500000.0
2003-08-21,5487,5731,5430,5582,15120,111375.0,7500000.0
2003-08-22,5542,5655,5505,5582,6120,111375.0,7500000.0
2003-08-25,5581,5636,5542,5600,17990,111750.0,7500000.0
2003-08-26,5636,5636,5523,5619,8669,112125.0,7500000.0
2003-08-27,5561,5694,5561,5694,13481,113625.0,7500000.0
2003-08-28,5674,5674,5542,5675,3350,113250.0,7500000.0
2003-08-29,5580,5674,5541,5638,3480,112500.0,7500000.0
2003-09-01,5580,5674,5580,5675,3930,113250.0,7500000.0
2003-09-02,5674,5900,5637,5807,8640,115875.0,7500000.0
2003-09-03,5712,5806,5636,5751,3990,114750.0,7500000.0
2003-09-04,5618,5786,5618,5732,7570,114375.0,7500000.0
2003-09-05,5731,5807,5656,5770,3420,115125.0,7500000.0
2003-09-08,5712,5786,5674,5751,1660,114750.0,7500000.0
2003-09-09,5654,5899,5654,5901,21870,117750.0,7500000.0
2003-09-15,5899,5899,5899,5901,0,117750.0,7500000.0
2003-09-16,6145,6145,5844,5919,2120,118125.0,7500000.0
2003-09-17,5807,5900,5807,5882,1200,117375.0,7500000.0
2003-09-18,5880,6163,5749,5751,18950,114750.0,7500000.0
2003-09-19,5750,5881,5750,5770,4107,115125.0,7500000.0
2003-09-22,5843,5843,5580,5638,85130,112500.0,7500000.0
2003-09-23,5505,5711,5505,5675,3916,113250.0,7500000.0
2003-09-24,5561,5749,5561,5638,3530,112500.0,7500000.0
2003-09-25,5542,5599,5449,5600,4590,111750.0,7500000.0
2003-09-26,5600,5674,5411,5506,4580,109875.0,7500000.0
2003-09-29,5674,5674,5449,5600,1196,111750.0,7500000.0
2003-09-30,5487,5542,5411,5431,4300,108375.0,7500000.0
2003-10-01,5487,5505,5373,5487,1986,109500.0,7500000.0
2003-10-02,5505,5581,5469,5506,1040,109875.0,7500000.0
2003-10-06,5487,5543,5411,5506,2620,109875.0,7500000.0
2003-10-07,5430,5487,5392,5487,2520,109500.0,7500000.0
2003-10-08,5411,5487,5223,5374,11233,107250.0,7500000.0
2003-10-09,5431,5524,5355,5393,6270,107625.0,7500000.0
2003-10-10,5243,5505,5243,5449,6040,108750.0,7500000.0
2003-10-13,5449,5618,5392,5600,6048,111750.0,7500000.0
2003-10-14,5599,5731,5581,5694,1960,113625.0,7500000.0
2003-10-15,5505,5693,5505,5563,1920,111000.0,7500000.0
2003-10-16,5505,5768,5487,5770,3770,115125.0,7500000.0
2003-10-17,5768,5805,5618,5789,2980,115500.0,7500000.0
2003-10-20,5749,5824,5636,5826,2030,116250.0,7500000.0
2003-10-21,5693,5824,5674,5826,2320,116250.0,7500000.0
2003-10-22,5805,5805,5674,5675,3090,113250.0,7500000.0
2003-10-23,5674,5674,5449,5449,5738,108750.0,7500000.0
2003-10-24,5731,5731,5410,5526,1820,110250.0,7500000.0
2003-10-27,5411,5618,5411,5487,1560,109500.0,7500000.0
2003-10-28,5487,5731,5410,5732,9990,114375.0,7500000.0
2003-10-29,5674,5824,5674,5826,3680,116250.0,7500000.0
2003-10-30,5824,5824,5786,5826,3690,116250.0,7500000.0
2003-10-31,5693,5899,5693,5826,2820,116250.0,7500000.0
2003-11-03,5694,5807,5674,5807,1410,115875.0,7500000.0
2003-11-04,5711,5786,5674,5675,32910,113250.0,7500000.0
2003-11-05,5656,5787,5600,5770,1610,115125.0,7500000.0
2003-11-06,5805,5805,5618,5638,3050,112500.0,7500000.0
2003-11-07,5599,5768,5599,5751,1130,114750.0,7500000.0
2003-11-10,5655,5674,5561,5582,3400,111375.0,7500000.0
2003-11-11,5581,5712,5581,5600,1288,111750.0,7500000.0
2003-11-12,5693,5693,5580,5675,2032,113250.0,7500000.0
2003-11-13,5618,5694,5561,5694,9760,113625.0,7500000.0
2003-11-14,5786,5786,5618,5712,3610,114000.0,7500000.0
2003-11-17,5731,5731,5561,5712,4920,114000.0,7500000.0
2003-11-18,5599,5825,5599,5751,46990,114750.0,7500000.0
2003-11-19,5694,5806,5581,5694,6270,113625.0,7500000.0
2003-11-20,5768,5768,5524,5657,8120,112875.0,7500000.0
2003-11-21,5561,5674,5542,5619,5360,112125.0,7500000.0
2003-11-24,5524,5713,5524,5657,4890,112875.0,7500000.0
2003-11-25,5561,5655,5449,5449,7993,108750.0,7500000.0
2003-11-26,5561,5581,5411,5506,13270,109875.0,7500000.0
2003-11-27,5448,5561,5448,5563,1440,111000.0,7500000.0
2003-11-28,5618,5618,5469,5506,3760,109875.0,7500000.0
2003-12-01,5487,5581,5431,5506,4132,109875.0,7500000.0
2003-12-02,5468,5580,5335,5413,25940,108000.0,7500000.0
2003-12-03,5411,5487,5411,5431,2116,108375.0,7500000.0
2003-12-04,5469,5542,5411,5487,30910,109500.0,7500000.0
2003-12-05,5542,5542,5411,5431,2790,108375.0,7500000.0
2003-12-08,5430,5487,5355,5356,3846,106875.0,7500000.0
2003-12-09,5430,5468,5411,5469,2126,109125.0,7500000.0
2003-12-10,5411,5449,5317,5449,5880,108750.0,7500000.0
2003-12-11,5392,5561,5336,5337,10250,106500.0,7500000.0
2003-12-12,5393,5487,5243,5243,9900,104625.0,7500000.0
2003-12-15,5336,5412,5336,5393,7085,107625.0,7500000.0
2003-12-16,5374,5412,5298,5393,8351,107625.0,7500000.0
2003-12-17,5373,5411,5317,5337,6380,106500.0,7500000.0
2003-12-18,5336,5373,5298,5374,10120,107250.0,7500000.0
2003-12-19,5392,5430,5392,5431,5910,108375.0,7500000.0
2003-12-22,5430,5505,5392,5487,7560,109500.0,7500000.0
2003-12-23,5431,5543,5431,5506,5492,109875.0,7500000.0
2003-12-24,5523,5523,5449,5487,64177,109500.0,7500000.0
2003-12-26,5487,5487,5373,5469,5660,109125.0,7500000.0
2003-12-29,5204,5468,5204,5413,2280,108000.0,7500000.0
2003-12-30,5392,5581,5392,5582,5590,111375.0,7500000.0
2004-01-02,5523,5561,5468,5563,3250,111000.0,7500000.0
2004-01-05,5487,5581,5373,5374,6512,107250.0,7500000.0
2004-01-06,5373,5448,5355,5413,86343,108000.0,7500000.0
2004-01-07,5186,5487,5186,5487,5627,109500.0,7500000.0
2004-01-08,5449,5786,5449,5600,14750,111750.0,7500000.0
2004-01-09,5636,5674,5561,5638,1700,112500.0,7500000.0
2004-01-12,5523,5636,5505,5563,4370,111000.0,7500000.0
2004-01-13,5542,5561,5448,5526,7570,110250.0,7500000.0
2004-01-14,5599,5712,5523,5600,3970,111750.0,7500000.0
2004-01-15,5505,5636,5505,5526,1420,110250.0,7500000.0
2004-01-16,5523,5561,5505,5526,1320,110250.0,7500000.0
2004-01-19,5636,5693,5598,5675,20680,113250.0,7500000.0
2004-01-20,5674,5674,5581,5582,5590,111375.0,7500000.0
2004-01-26,5561,5581,5543,5544,3810,110625.0,7500000.0
2004-01-27,5523,5561,5523,5563,2350,111000.0,7500000.0
2004-01-28,5505,5598,5505,5563,3190,111000.0,7500000.0
2004-01-29,5524,5618,5524,5544,5730,110625.0,7500000.0
2004-01-30,5524,5618,5524,5544,7320,110625.0,7500000.0
2004-02-02,5542,5599,5523,5600,1740,111750.0,7500000.0
2004-02-03,5523,5636,5523,5638,5250,112500.0,7500000.0
2004-02-04,5543,5694,5543,5657,1473,112875.0,7500000.0
2004-02-05,5749,5749,5599,5712,3020,114000.0,7500000.0
2004-02-06,5618,5768,5599,5694,6760,113625.0,7500000.0
2004-02-09,5731,5731,5561,5582,2598,111375.0,7500000.0
2004-02-10,5581,5674,5581,5657,1440,112875.0,7500000.0
2004-02-11,5731,5731,5599,5619,2080,112125.0,7500000.0
2004-02-12,5618,5674,5600,5657,40960,112875.0,7500000.0
2004-02-13,5749,6500,5749,5901,58120,117750.0,7500000.0
2004-02-16,5976,6164,5957,6033,17560,120375.0,7500000.0
2004-02-17,6012,6012,5881,5882,9130,117375.0,7500000.0
2004-02-18,5880,5918,5824,5901,7882,117750.0,7500000.0
2004-02-19,5862,6050,5862,5957,10690,118875.0,7500000.0
2004-02-20,5957,5957,5844,5845,11680,116625.0,7500000.0
2004-02-23,5843,6068,5824,5826,6330,116250.0,7500000.0
2004-02-24,5807,5900,5807,5882,2940,117375.0,7500000.0
2004-02-25,5825,6031,5825,5976,7620,119250.0,7500000.0
2004-02-26,5880,6050,5844,5845,6320,116625.0,7500000.0
2004-02-27,5975,5975,5862,5957,1860,118875.0,7500000.0
2004-03-02,5957,6012,5881,5882,4710,117375.0,7500000.0
2004-03-03,5880,5880,5749,5863,3860,117000.0,7500000.0
2004-03-04,5786,5918,5749,5826,4970,116250.0,7500000.0
2004-03-05,5749,5880,5694,5712,5790,114000.0,7500000.0
2004-03-08,5693,5768,5618,5638,3720,112500.0,7500000.0
2004-03-09,5599,5768,5599,5751,2630,114750.0,7500000.0
2004-03-10,5749,5749,5599,5694,3390,113625.0,7500000.0
2004-03-11,5581,5637,5487,5506,9950,109875.0,7500000.0
2004-03-12,5469,5618,5355,5449,7510,108750.0,7500000.0
2004-03-15,5373,5449,5373,5431,2690,108375.0,7500000.0
2004-03-16,5411,5599,5411,5487,1810,109500.0,7500000.0
2004-03-17,5505,5598,5410,5563,5710,111000.0,7500000.0
2004-03-18,5523,5598,5505,5563,2460,111000.0,7500000.0
2004-03-19,5561,5561,5542,5563,610,111000.0,7500000.0
2004-03-22,5600,5600,5431,5544,3910,110625.0,7500000.0
2004-03-23,5431,5561,5431,5544,2490,110625.0,7500000.0
2004-03-24,5429,5561,5429,5563,2740,111000.0,7500000.0
2004-03-25,5561,5581,5469,5544,1950,110625.0,7500000.0
2004-03-26,5542,5674,5542,5563,10250,111000.0,7500000.0
2004-03-29,5561,5768,5523,5563,2900,111000.0,7500000.0
2004-03-30,5505,5561,5468,5563,1540,111000.0,7500000.0
2004-03-31,5561,5561,5373,5431,3140,108375.0,7500000.0
2004-04-01,5429,5429,5392,5413,5105,108000.0,7500000.0
2004-04-02,5411,5542,5411,5431,2450,108375.0,7500000.0
2004-04-06,5487,5487,5430,5469,1890,109125.0,7500000.0
2004-04-07,5410,5542,5392,5526,3620,110250.0,7500000.0
2004-04-08,5449,5561,5449,5506,7230,109875.0,7500000.0
2004-04-09,5542,5542,5392,5449,6180,108750.0,7500000.0
2004-04-12,5468,5786,5468,5675,16900,113250.0,7500000.0
2004-04-13,6520,6520,6276,6521,146216,130125.0,7500000.0
2004-04-14,6539,6614,6125,6296,33059,125625.0,7500000.0
2004-04-16,6295,6295,5881,5919,22591,118125.0,7500000.0
2004-04-19,5787,5976,5787,5919,18794,118125.0,7500000.0
2004-04-20,5880,5994,5824,5938,9043,118500.0,7500000.0
2004-04-21,5900,6275,5880,6089,27430,121500.0,7500000.0
2004-04-22,6069,6125,6012,6126,8960,122250.0,7500000.0
2004-04-23,6257,6369,6125,6334,14167,126375.0,7500000.0
2004-04-26,6369,6520,6369,6484,19340,129375.0,7500000.0
2004-04-27,6538,6538,6387,6465,11610,129000.0,7500000.0
2004-04-28,6464,6576,6275,6315,18200,126000.0,7500000.0
2004-04-29,6464,6464,6162,6364,10230,95250.0,7500000.0
2004-04-30,6137,6464,6137,6214,10850,93000.0,7500000.0
2004-05-03,6162,6312,6112,6164,7414,92250.0,7500000.0
2004-05-04,6162,6162,6012,6039,118540,90375.0,7500000.0
2004-05-06,6038,6087,5912,5913,6226,88500.0,7500000.0
2004-05-07,5962,5988,5737,5863,5126,87750.0,7500000.0
2004-05-10,5686,5862,5587,5712,7280,85500.0,7500000.0
2004-05-11,5561,5761,5561,5638,5620,84375.0,7500000.0
2004-05-12,5460,5836,5460,5638,6840,84375.0,7500000.0
2004-05-13,5636,5737,5411,5438,12620,81375.0,7500000.0
2004-05-14,5461,5636,5135,5286,11027,79125.0,7500000.0
2004-05-17,5310,5310,5060,5187,6670,77625.0,7500000.0
2004-05-18,5034,5185,4970,5187,5930,77625.0,7500000.0
2004-05-19,5085,5235,5006,5162,9661,103000.0,10000000.0
2004-05-20,5134,5234,5060,5211,4736,104000.0,10000000.0
2004-05-21,5234,5385,5134,5211,9006,104000.0,10000000.0
2004-05-24,5310,5310,5160,5187,4257,103500.0,10000000.0
2004-05-25,5210,5234,5060,5137,6550,102500.0,10000000.0
2004-05-27,5161,5235,5161,5237,2889,104500.0,10000000.0
2004-05-28,5235,5286,5186,5237,2083,104500.0,10000000.0
2004-05-31,5261,5261,5110,5262,11674,105000.0,10000000.0
2004-06-01,5286,5286,5235,5286,990,105500.0,10000000.0
2004-06-02,5234,5310,5134,5262,5400,105000.0,10000000.0
2004-06-03,5210,5261,5134,5187,6619,103500.0,10000000.0
2004-06-04,5134,5210,5134,5211,1950,104000.0,10000000.0
2004-06-07,5186,5235,5161,5237,751,104500.0,10000000.0
2004-06-08,5261,5261,5134,5211,2810,104000.0,10000000.0
2004-06-09,5234,5234,5134,5187,1130,103500.0,10000000.0
2004-06-10,5134,5185,5034,5037,35425,100500.0,10000000.0
2004-06-11,5061,5085,4965,5011,6225,100000.0,10000000.0
2004-06-14,5010,5061,4960,4961,7610,99000.0,10000000.0
2004-06-15,5010,5061,4971,5061,3080,101000.0,10000000.0
2004-06-16,5010,5360,5010,5162,2180,103000.0,10000000.0
2004-06-17,5060,5160,4989,5037,1589,100500.0,10000000.0
2004-06-18,4995,5010,4971,5011,6110,100000.0,10000000.0
2004-06-21,5010,5035,4975,5011,1170,100000.0,10000000.0
2004-06-22,4909,5000,4909,4996,6350,99700.0,10000000.0
2004-06-23,4995,4995,4844,4976,6850,99300.0,10000000.0
2004-06-24,4980,5000,4909,4976,304890,99300.0,10000000.0
2004-06-25,4960,5035,4920,5011,4331,100000.0,10000000.0
2004-06-28,5010,5035,4960,4961,10760,99000.0,10000000.0
2004-06-29,4909,5061,4909,4961,800,99000.0,10000000.0
2004-06-30,5009,5009,4959,4967,1509,99100.0,10000000.0
2004-07-01,4960,5010,4960,4981,4480,99400.0,10000000.0
2004-07-02,4959,4984,4919,4986,3030,99500.0,10000000.0
2004-07-05,4960,5010,4960,5011,6990,100000.0,10000000.0
2004-07-06,5010,5035,5010,5011,11090,100000.0,10000000.0
2004-07-07,5010,5110,4920,5061,15390,101000.0,10000000.0
2004-07-08,5085,5110,4985,5112,3990,102000.0,10000000.0
2004-07-09,4935,5135,4935,5011,920,100000.0,10000000.0
2004-07-12,4975,5135,4975,4976,3643,99300.0,10000000.0
2004-07-13,5006,5035,4971,5011,205190,100000.0,10000000.0
2004-07-14,4985,5061,4939,5011,2931,100000.0,10000000.0
2004-07-15,4919,5034,4919,4986,18440,99500.0,10000000.0
2004-07-16,4908,5009,4908,4967,4932,99100.0,10000000.0
2004-07-19,4964,5005,4959,5006,3254,99900.0,10000000.0
2004-07-20,4959,5005,4944,5002,640,99800.0,10000000.0
2004-07-21,4959,5060,4959,5037,10960,100500.0,10000000.0
2004-07-22,4894,5110,4894,5037,10950,100500.0,10000000.0
2004-07-23,4980,5010,4980,5011,2760,100000.0,10000000.0
2004-07-26,4960,5010,4960,5011,11270,100000.0,10000000.0
2004-07-27,4975,5035,4965,5011,44780,100000.0,10000000.0
2004-07-28,5161,5161,4975,5011,740,100000.0,10000000.0
2004-07-29,5009,5009,4944,5006,3340,99900.0,10000000.0
2004-07-30,4925,5010,4925,4941,2923,98600.0,10000000.0
2004-08-02,4944,4999,4358,5002,1930,99800.0,10000000.0
2004-08-03,4870,5060,4870,4986,1803,99500.0,10000000.0
2004-08-04,4980,5010,4939,5011,9330,100000.0,10000000.0
2004-08-05,5010,5061,5010,5061,8323,101000.0,10000000.0
2004-08-06,5085,5085,5010,5061,1390,101000.0,10000000.0
2004-08-09,5085,5185,5085,5187,8814,103500.0,10000000.0
2004-08-10,5210,5335,5210,5262,13450,105000.0,10000000.0
2004-08-11,5211,5235,5161,5237,2470,104500.0,10000000.0
2004-08-12,5335,5335,5210,5211,2690,104000.0,10000000.0
2004-08-13,5160,5234,5060,5211,203200,104000.0,10000000.0
2004-08-16,5160,5210,5134,5211,8890,104000.0,10000000.0
2004-08-17,5185,5210,5160,5211,9406,104000.0,10000000.0
2004-08-18,5211,5286,5161,5237,18600,104500.0,10000000.0
2004-08-19,5261,5561,5210,5512,22420,110000.0,10000000.0
2004-08-20,5486,5561,5385,5512,3163,110000.0,10000000.0
2004-08-23,5660,5686,5536,5688,7540,113500.0,10000000.0
2004-08-24,5561,5812,5511,5789,7850,115500.0,10000000.0
2004-08-25,5711,5912,5711,5838,6772,116500.0,10000000.0
2004-08-26,5912,5912,5587,5588,4544,111500.0,10000000.0
2004-08-27,5660,5761,5587,5613,5329,112000.0,10000000.0
