삼성바이오로직스(207940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-12,416000,437500,415000,429000,275133,28384785.0,66165000.0
2018-07-13,405000,414000,397000,402000,796570,26598330.0,66165000.0
2018-07-16,408500,417500,406500,410000,243635,27127650.0,66165000.0
2018-07-17,410500,418000,410500,413000,103780,27326145.0,66165000.0
2018-07-18,418000,418000,411500,414500,98756,27425392.0,66165000.0
2018-07-19,415500,434500,415500,423500,319807,28020878.0,66165000.0
2018-07-20,426500,429500,420500,424500,109366,28087042.0,66165000.0
2018-07-23,429000,429000,413000,414500,184685,27425392.0,66165000.0
2018-07-24,421000,424000,407000,410500,136888,27160732.0,66165000.0
2018-07-25,411000,415000,388000,388500,366589,25705102.0,66165000.0
2018-07-26,387000,391000,363000,374500,448144,24778792.0,66165000.0
2018-07-27,374500,383500,368500,374500,158370,24778792.0,66165000.0
2018-07-30,371000,378000,365500,371000,134985,24547215.0,66165000.0
2018-07-31,371500,375000,369500,373000,118185,24679545.0,66165000.0
2018-08-01,374500,387500,373000,383000,157712,25341195.0,66165000.0
2018-08-02,384000,389000,377000,378000,102714,25010370.0,66165000.0
2018-08-03,397000,405500,385500,392000,395651,25936680.0,66165000.0
2018-08-06,392500,398500,392500,398000,112894,26333670.0,66165000.0
2018-08-07,412000,424500,406500,424000,472153,28053960.0,66165000.0
2018-08-08,430000,457000,421000,454000,623311,30038910.0,66165000.0
2018-08-09,457500,480000,453000,460000,583753,30435900.0,66165000.0
2018-08-10,454500,468500,449500,464000,248835,30700560.0,66165000.0
2018-08-13,467000,470000,446000,446000,279505,29509590.0,66165000.0
2018-08-14,445500,458000,445000,456000,157057,30171240.0,66165000.0
2018-08-16,446000,447500,432000,440000,305998,29112600.0,66165000.0
2018-08-17,443500,465000,442000,458000,233685,30303570.0,66165000.0
2018-08-20,463000,465000,453000,453500,112030,30005828.0,66165000.0
2018-08-21,457500,460000,448500,454000,158053,30038910.0,66165000.0
2018-08-22,457000,458000,450500,453000,110958,29972745.0,66165000.0
2018-08-23,452500,454500,444000,450500,138913,29807332.0,66165000.0
2018-08-24,451500,459000,445000,458000,136133,30303570.0,66165000.0
2018-08-27,461000,467000,453500,454500,150867,30071992.0,66165000.0
2018-08-28,456500,458000,449000,449500,100217,29741168.0,66165000.0
2018-08-29,451500,455500,449500,450000,67409,29774250.0,66165000.0
2018-08-30,452000,453000,445500,446500,94923,29542672.0,66165000.0
2018-08-31,453000,469500,452500,463000,320841,30634395.0,66165000.0
2018-09-03,468000,474000,465000,472000,194472,31229880.0,66165000.0
2018-09-04,476500,477000,464000,470000,170366,31097550.0,66165000.0
2018-09-05,472500,474500,461500,463000,112395,30634395.0,66165000.0
2018-09-06,463500,466500,456000,459000,101433,30369735.0,66165000.0
2018-09-07,459000,463000,454000,458000,100510,30303570.0,66165000.0
2018-09-10,455000,464000,453500,462500,81827,30601312.0,66165000.0
2018-09-11,463000,468000,460000,466500,73668,30865972.0,66165000.0
2018-09-12,470000,474500,465500,467500,133921,30932138.0,66165000.0
2018-09-13,473500,475000,463500,469000,106593,31031385.0,66165000.0
2018-09-14,469500,474500,467500,471000,104817,31163715.0,66165000.0
2018-09-17,474000,487000,473000,486000,260767,32156190.0,66165000.0
2018-09-18,486000,510000,482000,507000,347511,33545655.0,66165000.0
2018-09-19,512000,519000,502000,507000,202243,33545655.0,66165000.0
2018-09-20,509000,550000,508000,528000,490554,34935120.0,66165000.0
2018-09-21,538000,539000,515000,530000,222381,35067450.0,66165000.0
2018-09-27,531000,556000,527000,546000,218604,36126090.0,66165000.0
2018-09-28,549000,550000,526000,534000,220738,35332110.0,66165000.0
2018-10-01,536000,539000,517000,538000,195675,35596770.0,66165000.0
2018-10-02,539000,541000,514000,515000,192678,34074975.0,66165000.0
2018-10-04,519000,528000,515000,526000,194504,34802790.0,66165000.0
2018-10-05,521000,530000,505000,508000,180350,33611820.0,66165000.0
2018-10-08,506000,519000,499500,509000,123755,33677985.0,66165000.0
2018-10-10,512000,513000,487000,488000,234332,32288520.0,66165000.0
2018-10-11,465000,482500,456000,467000,331580,30899055.0,66165000.0
2018-10-12,465500,478500,454500,474500,256107,31395292.0,66165000.0
2018-10-15,474500,476500,463000,465000,124410,30766725.0,66165000.0
2018-10-16,466500,473000,463000,467500,76196,30932138.0,66165000.0
2018-10-17,471000,474000,431000,450000,536134,29774250.0,66165000.0
2018-10-18,448000,458000,441000,444000,146548,29377260.0,66165000.0
2018-10-19,439000,454500,432000,453000,179546,29972745.0,66165000.0
2018-10-22,447500,449500,443500,447000,87600,29575755.0,66165000.0
2018-10-23,440000,440000,411000,417500,434396,27623888.0,66165000.0
2018-10-24,420000,423500,400000,402500,267260,26631412.0,66165000.0
2018-10-25,388500,398000,373500,391000,514662,25870515.0,66165000.0
2018-10-26,396000,397000,371000,372000,300551,24613380.0,66165000.0
2018-10-29,372000,386000,362000,362500,273924,23984812.0,66165000.0
2018-10-30,362500,400000,355500,398000,411792,26333670.0,66165000.0
2018-10-31,402500,408500,377000,387500,342898,25638938.0,66165000.0
2018-11-01,388000,400000,387500,390000,222893,25804350.0,66165000.0
2018-11-02,387000,403000,380000,401500,285468,26565248.0,66165000.0
2018-11-05,397000,407000,394000,399000,169241,26399835.0,66165000.0
2018-11-06,411000,411500,395000,401000,143866,26532165.0,66165000.0
2018-11-07,399500,405500,396000,400000,142137,26466000.0,66165000.0
2018-11-08,385000,394000,382500,384500,376497,25440442.0,66165000.0
2018-11-09,382000,382500,366500,368000,295775,24348720.0,66165000.0
2018-11-12,341000,343500,281000,285500,1504675,18890108.0,66165000.0
2018-11-13,284000,328500,283000,313500,1508590,20742728.0,66165000.0
2018-11-14,313500,364000,302000,334500,1495609,22132192.0,66165000.0
2018-11-15,0,0,0,334500,0,22132192.0,66165000.0
2018-11-16,0,0,0,334500,0,,
2018-11-19,0,0,0,334500,0,,
2018-11-20,0,0,0,334500,0,,
2018-11-21,0,0,0,334500,0,,
2018-11-22,0,0,0,334500,0,,
2018-11-23,0,0,0,334500,0,,
2018-11-26,0,0,0,334500,0,,
2018-11-27,0,0,0,334500,0,,
2018-11-28,0,0,0,334500,0,,
2018-11-29,0,0,0,334500,0,,
2018-11-30,0,0,0,334500,0,,
2018-12-03,0,0,0,334500,0,,
2018-12-04,0,0,0,334500,0,,
2018-12-05,0,0,0,334500,0,,
2018-12-06,0,0,0,334500,0,,
2018-12-07,0,0,0,334500,0,,
2018-12-10,0,0,0,334500,0,,
2018-12-11,393000,420000,385000,394000,1393121,26069010.0,66165000.0
2018-12-12,394500,401500,381000,394500,447567,26102092.0,66165000.0
2018-12-13,399000,419000,397000,410000,657261,27127650.0,66165000.0
2018-12-14,394000,401000,390000,391500,467797,25903598.0,66165000.0
2018-12-17,388000,388500,364500,372500,402873,24646462.0,66165000.0
2018-12-18,365000,380000,364500,366500,285037,24249472.0,66165000.0
2018-12-19,366500,371500,356000,368000,236568,24348720.0,66165000.0
2018-12-20,361500,364500,342500,344000,368200,22760760.0,66165000.0
2018-12-21,343000,354500,335500,350000,227707,23157750.0,66165000.0
2018-12-24,347500,358500,346500,348500,129904,23058502.0,66165000.0
2018-12-26,342000,360500,341000,360000,225228,23819400.0,66165000.0
2018-12-27,373000,376500,367500,371000,197249,24547215.0,66165000.0
2018-12-28,377000,396000,377000,386500,256133,25572772.0,66165000.0
2019-01-02,389500,392000,372000,374000,148344,24745710.0,66165000.0
2019-01-03,379000,385000,374500,376500,130752,24911122.0,66165000.0
2019-01-04,378000,385500,376500,381000,118098,25208865.0,66165000.0
2019-01-07,386000,391000,384000,388000,110373,25672020.0,66165000.0
2019-01-08,384000,389000,379500,386000,94373,25539690.0,66165000.0
2019-01-09,388500,389500,381500,387000,87731,25605855.0,66165000.0
2019-01-10,388500,391000,386500,388000,87842,25672020.0,66165000.0
2019-01-11,390500,395500,388000,395500,108726,26168258.0,66165000.0
2019-01-14,397000,407500,397000,403000,186932,26664495.0,66165000.0
2019-01-15,401000,408000,401000,404000,126973,26730660.0,66165000.0
2019-01-16,405000,406500,398000,399000,111956,26399835.0,66165000.0
2019-01-17,399000,399500,384500,386000,164344,25539690.0,66165000.0
2019-01-18,387500,400000,382500,400000,133354,26466000.0,66165000.0
2019-01-21,405500,410000,396500,397000,132261,26267505.0,66165000.0
2019-01-22,397500,407000,394000,404000,185152,26730660.0,66165000.0
2019-01-23,405000,405500,396000,399000,121838,26399835.0,66165000.0
2019-01-24,398000,402000,397500,401500,84286,26565248.0,66165000.0
2019-01-25,399500,404000,399500,403000,88302,26664495.0,66165000.0
2019-01-28,403000,408000,400000,402000,121467,26598330.0,66165000.0
2019-01-29,399500,401000,388500,392000,197800,25936680.0,66165000.0
2019-01-30,392500,392500,385000,388000,181065,25672020.0,66165000.0
2019-01-31,392500,400000,392000,399000,161333,26399835.0,66165000.0
2019-02-01,397500,400000,386000,388500,264509,25705102.0,66165000.0
2019-02-07,388000,388000,377500,378500,239502,25043452.0,66165000.0
2019-02-08,379000,382000,378000,378500,111088,25043452.0,66165000.0
2019-02-11,382000,385500,378500,378500,103188,25043452.0,66165000.0
2019-02-12,379500,381000,376500,377000,76581,24944205.0,66165000.0
2019-02-13,379500,382000,377500,379500,81128,25109618.0,66165000.0
2019-02-14,378000,382000,375000,382000,109071,25275030.0,66165000.0
2019-02-15,380500,381000,378000,380000,69393,25142700.0,66165000.0
2019-02-18,380500,380500,378000,379000,65096,25076535.0,66165000.0
2019-02-19,380500,386500,378500,384500,108858,25440442.0,66165000.0
2019-02-20,387000,388000,384500,388000,120625,25672020.0,66165000.0
2019-02-21,388000,388000,380500,381000,103512,25208865.0,66165000.0
2019-02-22,378500,380500,376000,376500,100230,24911122.0,66165000.0
2019-02-25,376000,376000,368000,370000,150174,24481050.0,66165000.0
2019-02-26,370500,374000,368500,369000,110041,24414885.0,66165000.0
2019-02-27,368000,373500,368000,372000,59741,24613380.0,66165000.0
2019-02-28,374500,376500,372000,376000,185208,24878040.0,66165000.0
2019-03-04,377000,379500,376500,376500,76117,24911122.0,66165000.0
2019-03-05,377000,384500,377000,382000,164920,25275030.0,66165000.0
2019-03-06,382500,382500,376000,378000,73340,25010370.0,66165000.0
2019-03-07,379500,381000,374000,375000,66872,24811875.0,66165000.0
2019-03-08,375000,378500,373000,373500,50547,24712628.0,66165000.0
2019-03-11,370500,372000,365500,367500,81574,24315638.0,66165000.0
2019-03-12,368000,372000,366500,370000,75608,24481050.0,66165000.0
2019-03-13,368500,372000,366500,367000,74907,24282555.0,66165000.0
2019-03-14,367500,367500,355500,356000,202325,23554740.0,66165000.0
2019-03-15,346000,346500,336000,341000,342069,22562265.0,66165000.0
2019-03-18,338000,345000,336000,339500,144512,22463018.0,66165000.0
2019-03-19,340000,351500,340000,350000,129097,23157750.0,66165000.0
2019-03-20,349500,353500,346000,351500,57129,23256998.0,66165000.0
2019-03-21,347500,351500,345500,348500,65591,23058502.0,66165000.0
2019-03-22,340500,341000,328000,338500,301708,22396852.0,66165000.0
2019-03-25,336000,341000,335500,336000,68634,22231440.0,66165000.0
2019-03-26,337000,339500,336000,336000,70838,22231440.0,66165000.0
2019-03-27,336000,339000,323000,324500,162924,21470542.0,66165000.0
2019-03-28,320500,322000,313000,320000,183920,21172800.0,66165000.0
2019-03-29,320000,324500,317000,319500,143041,21139718.0,66165000.0
2019-04-01,318500,328500,317000,327500,98333,21669038.0,66165000.0
2019-04-02,329500,350500,329000,349000,239085,23091585.0,66165000.0
2019-04-03,349000,355000,342000,351000,134325,23223915.0,66165000.0
2019-04-04,351000,352000,345000,345500,74129,22860008.0,66165000.0
2019-04-05,345000,350500,341500,344000,66642,22760760.0,66165000.0
2019-04-08,344500,346500,340500,345500,60231,22860008.0,66165000.0
2019-04-09,347000,357000,347000,356500,125301,23587822.0,66165000.0
2019-04-10,357500,365000,356500,363500,149044,24050978.0,66165000.0
2019-04-11,364000,365000,360000,365000,94887,24150225.0,66165000.0
2019-04-12,364000,368000,363000,365500,67595,24183308.0,66165000.0
2019-04-15,364500,369500,362500,367500,84806,24315638.0,66165000.0
2019-04-16,367500,369000,365000,366500,112094,24249472.0,66165000.0
2019-04-17,367000,371000,366500,369000,71806,24414885.0,66165000.0
2019-04-18,367000,367500,359000,360000,120823,23819400.0,66165000.0
2019-04-19,362000,373500,359000,370500,112495,24514132.0,66165000.0
2019-04-22,372000,379500,371500,376000,91267,24878040.0,66165000.0
2019-04-23,376000,377500,368500,370500,84810,24514132.0,66165000.0
2019-04-24,371000,376000,361000,362000,83497,23951730.0,66165000.0
2019-04-25,350000,357000,336000,338500,322619,22396852.0,66165000.0
2019-04-26,333000,349500,328500,345500,204217,22860008.0,66165000.0
2019-04-29,343500,347500,338500,347500,103369,22992338.0,66165000.0
2019-04-30,341000,345500,339000,340000,108677,22496100.0,66165000.0
2019-05-02,339000,343000,336000,337000,94062,22297605.0,66165000.0
2019-05-03,338500,341000,333500,334000,69006,22099110.0,66165000.0
2019-05-07,323500,330000,321000,323000,143565,21371295.0,66165000.0
2019-05-08,306500,310000,297000,298000,539282,19717170.0,66165000.0
2019-05-09,296000,307500,294000,299500,238201,19816418.0,66165000.0
2019-05-10,298500,304000,296500,298000,141735,19717170.0,66165000.0
2019-05-13,293000,294000,281000,285000,180720,18857025.0,66165000.0
2019-05-14,289000,324500,289000,306500,408431,20279572.0,66165000.0
2019-05-15,309500,318500,305000,310000,157153,20511150.0,66165000.0
2019-05-16,306500,308500,299000,299500,99281,19816418.0,66165000.0
2019-05-17,301500,310000,301500,303500,66733,20081078.0,66165000.0
2019-05-20,305000,306500,293500,293500,100744,19419428.0,66165000.0
2019-05-21,293000,299000,292500,294000,68551,19452510.0,66165000.0
2019-05-22,295500,307000,295500,304000,103565,20114160.0,66165000.0
2019-05-23,300000,305500,296000,299000,114405,19783335.0,66165000.0
2019-05-24,296000,298500,292000,295000,100552,19518675.0,66165000.0
2019-05-27,298000,298500,285500,291000,95676,19254015.0,66165000.0
2019-05-28,290000,296500,289000,294000,131740,19452510.0,66165000.0
2019-05-29,296000,297500,288500,289500,81952,19154768.0,66165000.0
2019-05-30,289500,291500,281000,283500,119920,18757778.0,66165000.0
2019-05-31,284000,300000,281500,300000,145193,19849500.0,66165000.0
2019-06-03,300000,302000,293000,300500,55539,19882582.0,66165000.0
2019-06-04,305000,316000,304500,314500,147236,20808892.0,66165000.0
2019-06-05,315000,315000,308500,312000,87801,20643480.0,66165000.0
2019-06-07,312500,312500,303500,305500,70091,20213408.0,66165000.0
2019-06-10,311000,311500,304500,305500,46051,20213408.0,66165000.0
2019-06-11,306000,309500,305500,307000,40189,20312655.0,66165000.0
2019-06-12,307000,309500,305000,308000,44306,20378820.0,66165000.0
2019-06-13,307500,318500,307500,316500,105589,20941222.0,66165000.0
2019-06-14,316500,316500,312000,313000,67881,20709645.0,66165000.0
2019-06-17,311500,314000,308000,309000,36986,20444985.0,66165000.0
2019-06-18,309500,316000,309500,314000,68834,20775810.0,66165000.0
2019-06-19,316000,318000,313000,315000,51459,20841975.0,66165000.0
2019-06-20,315500,317500,315000,317000,46507,20974305.0,66165000.0
2019-06-21,317500,318000,314500,317000,57447,20974305.0,66165000.0
2019-06-24,314500,322000,314500,321500,61532,21272048.0,66165000.0
2019-06-25,320000,323000,312000,313000,65946,20709645.0,66165000.0
2019-06-26,312500,318000,312500,313500,40736,20742728.0,66165000.0
2019-06-27,313500,319000,312000,315000,56497,20841975.0,66165000.0
2019-06-28,317000,322000,315500,320000,59243,21172800.0,66165000.0
2019-07-01,320500,323000,319000,321000,39226,21238965.0,66165000.0
2019-07-02,320500,325000,318500,324000,46162,21437460.0,66165000.0
2019-07-03,324000,327500,316500,318000,66322,21040470.0,66165000.0
2019-07-04,318500,320000,310000,313500,62425,20742728.0,66165000.0
2019-07-05,312500,315500,312000,314000,34181,20775810.0,66165000.0
2019-07-08,314000,320000,309500,316500,68603,20941222.0,66165000.0
2019-07-09,317500,319500,301500,303500,98425,20081078.0,66165000.0
2019-07-10,304000,304000,296000,299500,113111,19816418.0,66165000.0
2019-07-11,299000,303000,298000,301500,68309,19948748.0,66165000.0
2019-07-12,301000,301500,297000,301500,50505,19948748.0,66165000.0
2019-07-15,301000,302000,296500,296500,52848,19617922.0,66165000.0
2019-07-16,295000,299000,294000,295500,60444,19551758.0,66165000.0
2019-07-17,292500,293000,284500,287000,175437,18989355.0,66165000.0
2019-07-18,286500,289500,284500,286000,80334,18923190.0,66165000.0
2019-07-19,285500,288500,284500,287500,137026,19022438.0,66165000.0
2019-07-22,298000,298500,288500,290000,128790,19187850.0,66165000.0
2019-07-23,290000,292000,288500,289000,63639,19121685.0,66165000.0
2019-07-24,288500,288500,281000,281000,211444,18592365.0,66165000.0
2019-07-25,280000,280500,270000,270500,180744,17897632.0,66165000.0
2019-07-26,267000,277000,266000,275500,160441,18228458.0,66165000.0
2019-07-29,273000,278000,271000,273000,83126,18063045.0,66165000.0
2019-07-30,272500,282000,272500,276500,82781,18294622.0,66165000.0
2019-07-31,278500,280000,270000,280000,106281,18526200.0,66165000.0
2019-08-01,279500,281500,277000,278000,53326,18393870.0,66165000.0
2019-08-02,274000,280000,270500,278500,92854,18426952.0,66165000.0
2019-08-05,274000,276000,258000,258500,246067,17103652.0,66165000.0
2019-08-06,250500,264000,241500,253000,230102,16739745.0,66165000.0
2019-08-07,254500,260000,249000,249500,146006,16508168.0,66165000.0
2019-08-08,253000,253000,245500,249500,169676,16508168.0,66165000.0
2019-08-09,251500,274500,251500,269500,251336,17831468.0,66165000.0
2019-08-12,271500,293000,271500,289000,240244,19121685.0,66165000.0
2019-08-13,285000,300000,284000,285500,283510,18890108.0,66165000.0
2019-08-14,291000,295500,287000,290000,118802,19187850.0,66165000.0
2019-08-16,286000,291500,285000,287500,98986,19022438.0,66165000.0
2019-08-19,290000,291500,282000,283500,65206,18757778.0,66165000.0
2019-08-20,284500,286500,278000,283500,74786,18757778.0,66165000.0
2019-08-21,283500,288000,282000,283500,53211,18757778.0,66165000.0
2019-08-22,285000,285500,280000,281500,58299,18625448.0,66165000.0
2019-08-23,278000,286000,278000,283500,100826,18757778.0,66165000.0
2019-08-26,278500,281000,270000,271500,92053,17963798.0,66165000.0
2019-08-27,274500,278000,271500,276000,109416,18261540.0,66165000.0
2019-08-28,275500,288000,274500,286500,214503,18956272.0,66165000.0
2019-08-29,290000,304000,261500,272500,796095,18029962.0,66165000.0
2019-08-30,274500,281000,267000,269000,315441,17798385.0,66165000.0
2019-09-02,267500,267500,261000,267000,132489,17666055.0,66165000.0
2019-09-03,267000,273000,266000,272000,93305,17996880.0,66165000.0
2019-09-04,270000,278000,269000,278000,118329,18393870.0,66165000.0
2019-09-05,280000,282500,278000,279500,84191,18493118.0,66165000.0
2019-09-06,280000,281500,276000,277500,63760,18360788.0,66165000.0
2019-09-09,277500,282500,277500,280000,52212,18526200.0,66165000.0
2019-09-10,290000,290000,280500,283500,113119,18757778.0,66165000.0
2019-09-11,285500,293000,283500,293000,150651,19386345.0,66165000.0
2019-09-16,294500,296500,288500,293500,81350,19419428.0,66165000.0
2019-09-17,299000,316500,298500,315000,342854,20841975.0,66165000.0
2019-09-18,317500,322500,313000,316000,146324,20908140.0,66165000.0
2019-09-19,316000,335000,316000,329000,273672,21768285.0,66165000.0
2019-09-20,331000,342000,331000,338500,235556,22396852.0,66165000.0
2019-09-23,338000,338000,314000,317000,284614,20974305.0,66165000.0
2019-09-24,314000,330000,311000,318500,212881,21073552.0,66165000.0
2019-09-25,318500,324000,317000,318000,84517,21040470.0,66165000.0
2019-09-26,318000,324500,316500,317500,72971,21007388.0,66165000.0
2019-09-27,320000,320000,311000,311500,76011,20610398.0,66165000.0
2019-09-30,309500,313000,301000,307500,86603,20345738.0,66165000.0
2019-10-01,308000,323000,305000,323000,105042,21371295.0,66165000.0
2019-10-02,317500,323500,313500,318000,82123,21040470.0,66165000.0
2019-10-04,320500,325000,319000,320500,78522,21205882.0,66165000.0
2019-10-07,324000,328000,322000,326000,70370,,
