자화전자(033240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-24,9661,9843,9296,9569,120900,170100.0,1620000.0
1999-06-25,9706,9980,9296,9569,92000,170100.0,1620000.0
1999-06-28,8841,9387,8841,9341,152000,166050.0,1620000.0
1999-06-29,9251,9296,8749,9159,117900,162810.0,1620000.0
1999-06-30,8941,9387,8841,9387,164700,166860.0,1620000.0
1999-07-01,8886,9889,8886,9387,107600,166860.0,1620000.0
1999-07-02,9433,9524,9068,9113,114400,162000.0,1620000.0
1999-07-05,9205,9342,8932,8986,143200,159732.0,1620000.0
1999-07-06,9023,9433,8813,9387,447000,166860.0,1620000.0
1999-07-07,9387,10481,9387,10481,320600,186300.0,1620000.0
1999-07-08,10481,11666,10481,10936,323200,194400.0,1620000.0
1999-07-09,10800,10937,10116,10936,76200,194400.0,1620000.0
1999-07-12,10208,10937,9296,9569,118700,170100.0,1620000.0
1999-07-13,9570,9843,9296,9387,140700,166860.0,1620000.0
1999-07-14,9105,9661,9068,9113,174700,162000.0,1620000.0
1999-07-15,8658,9251,8658,9068,137600,161190.0,1620000.0
1999-07-16,9105,9478,9105,9250,148000,164430.0,1620000.0
1999-07-19,9296,9387,9205,9387,87700,166860.0,1620000.0
1999-07-20,9570,10116,9296,9569,123100,170100.0,1620000.0
1999-07-21,10025,10025,9114,9478,186600,168480.0,1620000.0
1999-07-22,9387,10891,9387,10891,474800,193590.0,1620000.0
1999-07-23,11210,12030,10663,10845,548600,192780.0,1620000.0
1999-07-26,10208,11028,9570,9888,174200,175770.0,1620000.0
1999-07-27,9661,10116,9661,9934,186400,176580.0,1620000.0
1999-07-28,9661,10481,9661,10162,187900,180630.0,1620000.0
1999-07-29,9843,10800,9843,10800,118300,191970.0,1620000.0
1999-07-30,10663,10891,10253,10617,154700,188730.0,1620000.0
1999-08-02,10572,11757,10572,11529,237200,204930.0,1620000.0
1999-08-03,11119,11757,10481,11073,63400,196830.0,1620000.0
1999-08-04,11119,11210,10481,10526,140000,187110.0,1620000.0
1999-08-05,10481,10481,9661,9660,64600,171720.0,1620000.0
1999-08-06,9752,9843,9387,9569,95400,170100.0,1620000.0
1999-08-09,9205,9752,9205,9478,86700,168480.0,1620000.0
1999-08-10,9661,10025,9478,9478,61200,168480.0,1620000.0
1999-08-11,9478,9570,9205,9569,117100,170100.0,1620000.0
1999-08-12,9387,9706,9387,9615,48100,170910.0,1620000.0
1999-08-13,9661,9661,9296,9478,63200,168480.0,1620000.0
1999-08-16,9478,9478,9114,9113,21200,162000.0,1620000.0
1999-08-17,9114,9205,8613,8886,133600,157950.0,1620000.0
1999-08-18,8430,8731,7592,8384,66800,149040.0,1620000.0
1999-08-19,8558,9570,8558,8658,42700,153900.0,1620000.0
1999-08-20,8385,8932,8385,8749,13000,155520.0,1620000.0
1999-08-23,8841,9114,8567,8749,59400,155520.0,1620000.0
1999-08-24,8576,9023,8576,9022,51700,160380.0,1620000.0
1999-08-25,8658,9205,8658,9113,58100,162000.0,1620000.0
1999-08-26,9114,9205,8859,9113,116800,162000.0,1620000.0
1999-08-27,9296,9296,8658,9113,55000,162000.0,1620000.0
1999-08-30,9114,9114,8841,8840,12200,157140.0,1620000.0
1999-08-31,8740,8841,8567,8840,28700,157140.0,1620000.0
1999-09-01,8676,8932,8476,8840,51000,157140.0,1620000.0
1999-09-02,8613,8968,8613,8612,30800,153090.0,1620000.0
1999-09-03,8567,9889,8385,9888,54400,175770.0,1620000.0
1999-09-06,9524,9524,8977,8977,25500,159570.0,1620000.0
1999-09-07,9105,9105,8768,8958,9200,159246.0,1620000.0
1999-09-08,8959,9023,8841,9022,45300,160380.0,1620000.0
1999-09-09,8859,8977,8749,8794,86300,156330.0,1620000.0
1999-09-10,8749,9387,8658,9113,91300,162000.0,1620000.0
1999-09-13,8841,9205,8804,9113,33900,162000.0,1620000.0
1999-09-14,8886,9105,8886,9086,15000,161514.0,1620000.0
1999-09-15,9023,9023,8658,8886,90600,157950.0,1620000.0
1999-09-16,8658,8932,8649,8649,36900,153738.0,1620000.0
1999-09-17,8831,8831,8494,8813,8700,156654.0,1620000.0
1999-09-20,8494,8695,8494,8576,45200,152442.0,1620000.0
1999-09-21,8476,8749,8476,8749,38700,155520.0,1620000.0
1999-09-22,8768,8886,8567,8886,50200,157950.0,1620000.0
1999-09-27,8613,8886,8531,8530,6100,151632.0,1620000.0
1999-09-28,7902,8658,7902,8521,28900,151470.0,1620000.0
1999-09-29,8257,8385,8193,8193,7100,145638.0,1620000.0
1999-09-30,7938,8212,7938,8211,63500,145962.0,1620000.0
1999-10-01,8203,8203,7774,8202,36100,145800.0,1620000.0
1999-10-04,7975,8148,7483,7482,24200,133002.0,1620000.0
1999-10-05,8066,8203,7637,7746,33600,137700.0,1620000.0
1999-10-06,7492,8102,7492,8020,43900,142560.0,1620000.0
1999-10-07,7838,8020,7747,8020,58800,142560.0,1620000.0
1999-10-08,8011,8011,7583,7883,172500,140130.0,1620000.0
1999-10-11,7610,7792,7583,7655,25900,136080.0,1620000.0
1999-10-12,7656,7929,7592,7837,36800,139320.0,1620000.0
1999-10-13,7619,7956,7619,7883,20500,140130.0,1620000.0
1999-10-14,7929,8111,7683,7929,40800,140940.0,1620000.0
1999-10-15,7838,8193,7729,8020,34900,142560.0,1620000.0
1999-10-18,7929,8020,7619,7673,17000,136404.0,1620000.0
1999-10-19,7747,7984,7656,7746,7900,137700.0,1620000.0
1999-10-20,7920,7929,7610,7746,22900,137700.0,1620000.0
1999-10-21,7701,7929,7665,7792,7500,138510.0,1620000.0
1999-10-22,7920,7920,7656,7792,27700,138510.0,1620000.0
1999-10-25,7665,7701,7382,7655,6800,136080.0,1620000.0
1999-10-26,7519,7519,7309,7418,8100,131868.0,1620000.0
1999-10-27,7473,7483,7337,7336,18700,130410.0,1620000.0
1999-10-28,7446,7747,7018,7382,35700,131220.0,1620000.0
1999-10-29,7337,7565,7337,7427,31400,132030.0,1620000.0
1999-11-01,7656,7738,7473,7673,79900,136404.0,1620000.0
1999-11-02,7738,8066,7492,7883,145700,140130.0,1620000.0
1999-11-03,7884,8093,7792,7792,37100,138510.0,1620000.0
1999-11-04,7747,8367,7747,8293,84400,147420.0,1620000.0
1999-11-05,8430,8430,8166,8248,73700,146610.0,1620000.0
1999-11-08,8257,8822,8157,8658,238900,153900.0,1620000.0
1999-11-09,8740,9205,8594,9104,153800,161838.0,1620000.0
1999-11-10,9296,9433,8831,8849,174700,157302.0,1620000.0
1999-11-11,9096,9296,8932,9296,284700,165240.0,1620000.0
1999-11-12,9570,10663,9570,10481,563700,186300.0,1620000.0
1999-11-15,11757,11848,10754,10936,560900,194400.0,1620000.0
1999-11-16,11028,12577,10937,12577,433800,223560.0,1620000.0
1999-11-17,12759,13124,10709,11392,405000,202500.0,1620000.0
1999-11-18,9752,11666,9752,10435,190300,185490.0,1620000.0
1999-11-19,10116,10891,10025,10572,185900,187920.0,1620000.0
1999-11-22,10572,11392,10572,11118,114900,197640.0,1620000.0
1999-11-23,11392,11392,10754,11118,83700,197640.0,1620000.0
1999-11-24,10709,11073,10481,10663,120200,189540.0,1620000.0
1999-11-25,10481,11028,10299,10481,96200,186300.0,1620000.0
1999-11-26,10116,10709,9752,10025,134200,178200.0,1620000.0
1999-11-29,10299,10754,9752,9843,70400,174960.0,1620000.0
1999-11-30,10025,10937,9843,10389,168000,184680.0,1620000.0
1999-12-01,10572,10572,10025,10389,147400,184680.0,1620000.0
1999-12-02,10299,10846,10253,10344,119900,183870.0,1620000.0
1999-12-03,10344,10572,10116,10481,177000,186300.0,1620000.0
1999-12-06,10937,10937,10208,10845,72200,192780.0,1620000.0
1999-12-07,10527,11028,10527,10754,211000,191160.0,1620000.0
1999-12-08,10800,11392,10572,10936,191400,194400.0,1620000.0
1999-12-09,11165,12122,10937,12030,323400,213840.0,1620000.0
1999-12-10,12030,12759,11848,12303,205900,218700.0,1620000.0
1999-12-13,12577,14127,12395,13670,616110,243000.0,1620000.0
1999-12-14,13671,14127,12942,13215,354490,234900.0,1620000.0
1999-12-15,12942,13489,12486,12941,300820,230040.0,1620000.0
1999-12-16,13261,14856,13124,14308,388700,254340.0,1620000.0
1999-12-17,14491,14491,13033,14400,228500,255960.0,1620000.0
1999-12-20,13762,14309,13397,13397,109120,238140.0,1620000.0
1999-12-21,12759,13534,12759,13032,181260,231660.0,1620000.0
1999-12-22,12805,14127,12759,13853,124400,246240.0,1620000.0
1999-12-23,13853,13944,13397,13670,76900,243000.0,1620000.0
1999-12-24,13671,13671,13306,13397,158300,238140.0,1620000.0
1999-12-27,13625,13990,13215,13488,92180,239760.0,1620000.0
1999-12-28,13990,14400,13215,14400,213560,255960.0,1620000.0
2000-01-04,13900,14200,13000,14200,167600,230040.0,1620000.0
2000-01-05,13550,14100,13400,13700,85200,221940.0,1620000.0
2000-01-06,13500,13850,13400,13700,59800,221940.0,1620000.0
2000-01-07,13700,13700,13100,13300,23200,215460.0,1620000.0
2000-01-10,13500,13500,12400,12800,90600,207360.0,1620000.0
2000-01-11,13000,13700,12500,13700,117500,221940.0,1620000.0
2000-01-12,13100,14000,13100,13850,211200,224370.0,1620000.0
2000-01-13,13800,13800,13500,13700,47300,221940.0,1620000.0
2000-01-14,13500,14000,13250,13950,126100,225990.0,1620000.0
2000-01-17,14000,14000,13600,13950,28200,225990.0,1620000.0
2000-01-18,14000,14100,13400,13750,80800,222750.0,1620000.0
2000-01-19,13600,13650,13000,13050,27200,211410.0,1620000.0
2000-01-20,12750,13050,12000,13050,30300,211410.0,1620000.0
2000-01-21,12300,12900,12300,12600,15200,204120.0,1620000.0
2000-01-24,12300,13000,12050,12500,100700,202500.0,1620000.0
2000-01-25,12250,12500,12050,12500,54580,202500.0,1620000.0
2000-01-26,12200,12600,12200,12200,47220,197640.0,1620000.0
2000-01-27,12400,12800,12300,12750,87100,206550.0,1620000.0
2000-01-28,12550,13000,12450,12800,80200,207360.0,1620000.0
2000-01-31,12950,14100,12500,14100,220200,228420.0,1620000.0
2000-02-01,14000,14000,13600,14000,66800,226800.0,1620000.0
2000-02-02,13900,14300,13700,14300,81700,231660.0,1620000.0
2000-02-03,14400,14900,14300,14750,135500,238950.0,1620000.0
2000-02-07,15500,16500,14800,15500,198070,251100.0,1620000.0
2000-02-08,15600,15950,14800,15000,267500,243000.0,1620000.0
2000-02-09,15200,17250,15100,16500,552700,267300.0,1620000.0
2000-02-10,16500,16500,16500,16500,0,267300.0,1620000.0
2000-02-11,16500,16500,16500,16500,0,,
2000-02-14,16000,17000,14050,15000,353570,243000.0,16200000.0
2000-02-15,14100,15200,13100,13900,144410,225180.0,16200000.0
2000-02-16,14200,14500,13450,14500,156790,234900.0,16200000.0
2000-02-17,13900,14800,13900,14800,119290,239760.0,16200000.0
2000-02-18,15000,17000,14350,16850,505390,272970.0,16200000.0
2000-02-21,16300,17400,15650,16700,316200,270540.0,16200000.0
2000-02-22,16900,17250,15800,17000,166090,275400.0,16200000.0
2000-02-23,17200,17800,16500,16550,220270,268110.0,16200000.0
2000-02-24,16250,17000,15900,16700,111810,270540.0,16200000.0
2000-02-25,16100,16900,16100,16500,107670,267300.0,16200000.0
2000-02-28,16000,17500,15800,17500,268490,283500.0,16200000.0
2000-02-29,17500,19000,16900,18000,356490,291600.0,16200000.0
2000-03-02,18500,19450,18100,19000,179490,307800.0,16200000.0
2000-03-03,19000,19900,18550,19800,240360,320760.0,16200000.0
2000-03-06,19500,21500,19500,20800,398120,336960.0,16200000.0
2000-03-07,20750,22000,19600,20200,123430,327240.0,16200000.0
2000-03-08,20000,20400,18900,20100,98290,325620.0,16200000.0
2000-03-09,20100,21600,20100,20400,144230,330480.0,16200000.0
2000-03-10,21600,21700,20400,21400,251050,346680.0,16200000.0
2000-03-13,21600,22000,20400,20600,277620,333720.0,16200000.0
2000-03-14,20600,20600,19300,19500,105100,315900.0,16200000.0
2000-03-15,19000,20200,18550,19300,262590,312660.0,16200000.0
2000-03-16,19300,20000,18800,18800,279680,304560.0,16200000.0
2000-03-17,19600,21000,18900,19950,773910,323190.0,16200000.0
2000-03-20,19950,20400,19400,19550,150990,316710.0,16200000.0
2000-03-21,19200,19700,19050,19400,144580,314280.0,16200000.0
2000-03-22,19600,20500,19250,20200,286740,327240.0,16200000.0
2000-03-23,20350,20850,19600,20200,242980,327240.0,16200000.0
2000-03-24,20300,20700,20000,20200,193130,327240.0,16200000.0
2000-03-27,20300,20400,19600,20200,112740,327240.0,16200000.0
2000-03-28,20000,20100,19300,19800,95370,320760.0,16200000.0
2000-03-29,19200,19800,19000,19600,125220,317520.0,16200000.0
2000-03-30,19150,19300,18500,19150,116690,310230.0,16200000.0
2000-03-31,19000,19300,18450,19300,119050,312660.0,16200000.0
2000-04-03,19400,19400,18300,19300,49600,312660.0,16200000.0
2000-04-04,18800,19000,18350,19000,38000,307800.0,16200000.0
2000-04-06,19000,19000,18000,18000,94780,291600.0,16200000.0
2000-04-07,18000,18300,17550,17900,73800,289980.0,16200000.0
2000-04-10,17950,18800,17500,18100,446320,293220.0,16200000.0
2000-04-11,18100,18100,17300,17500,55370,283500.0,16200000.0
2000-04-12,17100,17200,16150,17000,212620,302940.0,17820000.0
2000-04-14,16700,16700,15850,16000,58660,285120.0,17820000.0
2000-04-17,13600,14500,13600,13600,111190,242352.0,17820000.0
2000-04-18,14600,14700,12700,12700,749270,226314.0,17820000.0
2000-04-19,13100,13850,12700,12700,526790,226314.0,17820000.0
2000-04-20,13150,14600,12850,14600,501950,260172.0,17820000.0
2000-04-21,15900,16200,14600,14700,806110,261954.0,17820000.0
2000-04-24,14800,15500,14300,14800,165820,263736.0,17820000.0
2000-04-25,15050,15200,14500,15050,100980,268191.0,17820000.0
2000-04-26,15100,17300,15100,16500,767130,294030.0,17820000.0
2000-04-27,16850,17800,15900,16900,368940,301158.0,17820000.0
2000-04-28,17400,18300,17150,18300,375160,326106.0,17820000.0
2000-05-02,18300,18300,17350,18000,309480,320760.0,17820000.0
2000-05-03,18000,18650,16750,17200,590020,306504.0,17820000.0
2000-05-04,17200,17400,15300,16000,666880,285120.0,17820000.0
2000-05-08,16200,16250,15100,15150,481870,269973.0,17820000.0
2000-05-09,15300,15450,14400,15250,418070,271755.0,17820000.0
2000-05-10,14650,15000,14250,14650,550570,261063.0,17820000.0
2000-05-12,14500,15300,14100,14200,529200,253044.0,17820000.0
2000-05-15,13800,13900,12250,12350,427190,220077.0,17820000.0
2000-05-16,12400,14200,12350,12850,793080,228987.0,17820000.0
2000-05-17,13050,13450,10950,10950,456580,195129.0,17820000.0
2000-05-18,10350,10500,9650,10100,324290,179982.0,17820000.0
2000-05-19,9860,10500,9200,10250,168270,182655.0,17820000.0
2000-05-22,9960,10850,9900,10000,225820,178200.0,17820000.0
2000-05-23,9500,10150,9500,10000,150320,178200.0,17820000.0
2000-05-24,9700,9700,8500,9000,229690,160380.0,17820000.0
2000-05-25,9000,10350,9000,10350,304400,184437.0,17820000.0
2000-05-26,10200,10200,9000,9000,186050,160380.0,17820000.0
2000-05-29,8190,9390,8100,9090,315590,161984.0,17820000.0
2000-05-30,9160,10000,9160,9970,179980,177665.0,17820000.0
2000-05-31,10200,11150,10200,10950,242620,195129.0,17820000.0
2000-06-01,11300,12400,10600,12000,507550,213840.0,17820000.0
2000-06-02,12500,12900,11700,12450,406680,221859.0,17820000.0
2000-06-05,12500,14300,12500,13800,734010,245916.0,17820000.0
2000-06-07,13500,14200,13100,13250,210660,236115.0,17820000.0
2000-06-08,13250,13800,11600,12500,247640,222750.0,17820000.0
2000-06-09,12500,13000,11800,12700,292970,226314.0,17820000.0
2000-06-12,13000,13000,11800,12000,225560,213840.0,17820000.0
2000-06-13,11600,12250,11300,11350,155860,202257.0,17820000.0
2000-06-14,12000,12000,11200,11500,133420,204930.0,17820000.0
2000-06-15,11300,11400,10900,11200,81890,199584.0,17820000.0
2000-06-16,10800,11500,10650,11100,107240,197802.0,17820000.0
2000-06-19,10850,11500,10800,11500,91480,204930.0,17820000.0
2000-06-20,11600,12100,11500,11900,138150,212058.0,17820000.0
2000-06-21,12100,12350,11550,11800,168040,210276.0,17820000.0
2000-06-22,12000,12150,11600,11600,322180,206712.0,17820000.0
2000-06-23,11300,11500,10750,11200,211420,199584.0,17820000.0
2000-06-26,11000,11750,10900,11500,525430,204930.0,17820000.0
2000-06-27,11700,12400,11550,12300,552870,219186.0,17820000.0
2000-06-28,12000,12950,11800,12450,597240,221859.0,17820000.0
2000-06-29,12750,12750,11000,11800,186790,210276.0,17820000.0
2000-06-30,11300,11800,11100,11200,269940,199584.0,17820000.0
2000-07-03,11400,12000,11350,11650,338970,207603.0,17820000.0
2000-07-04,11900,12500,11550,11650,343970,207603.0,17820000.0
2000-07-05,11750,12200,11400,12200,255450,217404.0,17820000.0
2000-07-06,12200,12300,11700,12100,185670,215622.0,17820000.0
2000-07-07,12300,12400,11700,12100,222430,215622.0,17820000.0
2000-07-10,12100,13450,11900,13450,792520,239679.0,17820000.0
2000-07-11,13100,13950,12700,13100,416610,233442.0,17820000.0
2000-07-12,12850,13400,12750,13000,170940,231660.0,17820000.0
2000-07-13,13100,13700,12650,12700,284860,226314.0,17820000.0
2000-07-14,13200,13250,12500,12600,179970,224532.0,17820000.0
2000-07-18,12200,12600,12200,12600,75590,224532.0,17820000.0
2000-07-19,12300,12400,11400,11600,143330,206712.0,17820000.0
2000-07-20,11100,11500,10950,11500,133980,204930.0,17820000.0
2000-07-21,11400,12000,11100,11700,109580,208494.0,17820000.0
2000-07-24,11250,11800,11000,11000,101820,196020.0,17820000.0
2000-07-25,10700,11250,10200,11200,106660,199584.0,17820000.0
2000-07-26,10900,11700,10750,11550,130260,205821.0,17820000.0
2000-07-27,11700,11700,11050,11300,48060,201366.0,17820000.0
2000-07-28,10900,11600,10900,11050,129710,196911.0,17820000.0
2000-07-31,10850,11500,10600,11400,48790,203148.0,17820000.0
2000-08-01,11400,12600,11400,12600,140480,224532.0,17820000.0
2000-08-02,12500,12800,12100,12700,207830,226314.0,17820000.0
2000-08-03,12700,13100,12250,12500,117020,222750.0,17820000.0
2000-08-04,12300,12400,11900,12150,27280,216513.0,17820000.0
2000-08-07,11750,11800,11450,11500,62780,204930.0,17820000.0
2000-08-08,11300,12400,11300,11900,155760,212058.0,17820000.0
2000-08-09,12300,12700,12000,12550,105870,223641.0,17820000.0
2000-08-10,12600,13000,12500,12800,201550,228096.0,17820000.0
2000-08-11,12900,13000,12700,12950,105800,230769.0,17820000.0
2000-08-14,13000,13500,12950,13300,157240,237006.0,17820000.0
2000-08-16,13500,13800,12950,13100,98650,233442.0,17820000.0
2000-08-17,13300,13300,12700,12800,65850,228096.0,17820000.0
2000-08-18,12600,13100,12600,12800,90870,228096.0,17820000.0
2000-08-21,12500,12800,12500,12700,20470,226314.0,17820000.0
2000-08-22,12550,13150,12550,13100,155340,233442.0,17820000.0
2000-08-23,13000,13300,12500,12800,368770,228096.0,17820000.0
2000-08-24,13100,13100,12400,12800,119780,228096.0,17820000.0
2000-08-25,12600,13900,12600,13900,538020,247698.0,17820000.0
2000-08-28,14000,14700,13600,14000,389010,249480.0,17820000.0
2000-08-29,14000,14600,13800,14400,146480,256608.0,17820000.0
2000-08-30,14500,14650,14100,14600,109930,260172.0,17820000.0
2000-08-31,14300,14500,13750,14500,154000,258390.0,17820000.0
2000-09-01,14500,15500,14100,14950,586700,266409.0,17820000.0
2000-09-04,14900,15300,14600,15300,329430,272646.0,17820000.0
2000-09-05,15700,15700,14600,14750,266280,262845.0,17820000.0
2000-09-06,14300,14900,14200,14750,139370,262845.0,17820000.0
2000-09-07,14450,14800,14100,14500,145890,258390.0,17820000.0
2000-09-08,14200,14750,14100,14750,97630,262845.0,17820000.0
2000-09-14,14900,14900,14200,14500,44890,258390.0,17820000.0
2000-09-15,14500,15150,14100,14400,170110,256608.0,17820000.0
2000-09-18,14000,14000,12400,13200,87780,235224.0,17820000.0
2000-09-19,13100,13600,12300,12500,168980,222750.0,17820000.0
2000-09-20,12600,13400,12600,13100,118490,233442.0,17820000.0
2000-09-21,13350,13350,12400,12600,71240,224532.0,17820000.0
