삼성증권(016360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,23319,24650,22410,23839,946860,1159720.0,31600000.0
1999-01-05,23838,24032,22864,23839,783590,1159720.0,31600000.0
1999-01-06,24031,24487,23383,23383,684110,1137600.0,31600000.0
1999-01-07,23383,24357,22799,24195,853310,1177100.0,31600000.0
1999-01-08,23708,25136,23610,24163,743110,1175520.0,31600000.0
1999-01-11,24032,24748,23643,24358,590760,1185000.0,31600000.0
1999-01-12,24228,24682,22084,23189,766320,1128120.0,31600000.0
1999-01-13,22929,23383,22083,22604,492730,1099680.0,31600000.0
1999-01-14,21564,22083,20394,21045,447660,1023840.0,31600000.0
1999-01-15,20785,21630,20525,21110,371270,1027000.0,31600000.0
1999-01-18,21110,21759,20784,20785,344830,1011200.0,31600000.0
1999-01-19,20785,21305,20136,20461,556340,995400.0,31600000.0
1999-01-20,20136,20461,19032,19032,701840,925880.0,31600000.0
1999-01-21,18836,18836,17927,18512,946690,900600.0,31600000.0
1999-01-22,18251,18835,17635,18057,676270,878480.0,31600000.0
1999-01-25,18186,18316,17017,17018,527950,827920.0,31600000.0
1999-01-26,17472,18186,16823,16888,673950,821600.0,31600000.0
1999-01-27,17213,19421,17084,19422,966350,944840.0,31600000.0
1999-01-28,19486,20331,19032,19292,1004760,938520.0,31600000.0
1999-01-29,19421,20006,18966,19292,493600,938520.0,31600000.0
1999-02-01,19291,19941,19226,19454,382570,946420.0,31600000.0
1999-02-02,19518,19551,18252,18512,330030,900600.0,31600000.0
1999-02-03,18382,18382,17862,17863,259970,869000.0,31600000.0
1999-02-04,17667,18251,17602,17927,242160,872160.0,31600000.0
1999-02-05,18024,19811,17862,18642,575920,906920.0,31600000.0
1999-02-08,18965,19940,18575,18577,560210,903760.0,31600000.0
1999-02-09,18835,19161,18381,18967,441430,922720.0,31600000.0
1999-02-10,18966,19811,18544,19292,772020,938520.0,31600000.0
1999-02-11,20360,20360,19463,19602,231400,897440.0,31600000.0
1999-02-12,19947,20499,19740,20155,390130,922720.0,31600000.0
1999-02-18,20360,20498,19119,19532,570700,894280.0,31600000.0
1999-02-19,19326,19326,18290,18705,312010,856360.0,31600000.0
1999-02-22,18084,18567,17186,17394,433970,796320.0,31600000.0
1999-02-23,17462,17807,16702,17255,475790,790000.0,31600000.0
1999-02-24,16979,17532,16841,16842,207470,771040.0,31600000.0
1999-02-25,16564,17427,16426,16737,247910,766300.0,31600000.0
1999-02-26,16841,19222,16841,19223,493410,880060.0,31600000.0
1999-03-02,19671,20223,18981,19223,595110,880060.0,31600000.0
1999-03-03,19532,19842,18842,19015,370840,870580.0,31600000.0
1999-03-04,19291,19291,18843,19119,194330,875320.0,31600000.0
1999-03-05,18704,19326,18670,19119,208720,875320.0,31600000.0
1999-03-08,19670,21673,19533,21397,780000,979600.0,31600000.0
1999-03-09,21397,21673,20844,20982,488710,960640.0,31600000.0
1999-03-10,21397,21949,20982,21742,740490,995400.0,31600000.0
1999-03-11,21809,23742,21809,23121,777050,1058600.0,31600000.0
1999-03-12,23328,23432,22293,22846,407990,1045960.0,31600000.0
1999-03-15,23812,23812,22708,22708,339120,1039640.0,31600000.0
1999-03-16,22431,22983,22362,22915,224980,1049120.0,31600000.0
1999-03-17,23466,24156,23053,23466,652270,1074400.0,31600000.0
1999-03-18,23190,23742,22638,23121,415530,1058600.0,31600000.0
1999-03-19,23328,24432,23190,23812,528130,1090200.0,31600000.0
1999-03-22,24156,24571,23293,24157,514700,1106000.0,31600000.0
1999-03-23,24156,24294,23811,24157,352550,1106000.0,31600000.0
1999-03-24,24156,24156,23328,23812,272890,1090200.0,31600000.0
1999-03-25,22915,24157,22915,23330,259490,1068080.0,31600000.0
1999-03-26,23328,23811,22983,23260,276210,1064920.0,31600000.0
1999-03-29,23260,23675,22777,23053,190660,1055440.0,31600000.0
1999-03-30,23053,23514,22768,23160,200180,1030160.0,31600000.0
1999-03-31,23229,23655,23016,23160,129670,1030160.0,31600000.0
1999-04-01,23159,25610,22803,24936,628780,1109160.0,31600000.0
1999-04-02,25575,25575,24510,24510,377000,1090200.0,31600000.0
1999-04-06,24510,26356,24510,25078,366280,1115480.0,31600000.0
1999-04-07,25575,26215,25078,25149,639740,1118640.0,31600000.0
1999-04-08,25219,26001,25148,25717,506680,1143920.0,31600000.0
1999-04-09,26001,26285,25431,25717,508270,1143920.0,31600000.0
1999-04-12,26285,26285,25431,25503,310720,1134440.0,31600000.0
1999-04-13,24864,26568,24864,25788,562810,1147080.0,31600000.0
1999-04-14,25930,27563,25645,27493,861110,1222920.0,31600000.0
1999-04-15,27706,31614,27706,31614,1682990,1715564.0,38552000.0
1999-04-16,31614,32253,29908,30867,1145300,1675084.0,38552000.0
1999-04-19,31187,31934,30015,31258,781060,1696288.0,38552000.0
1999-04-20,31186,33175,30902,31578,768880,1713636.0,38552000.0
1999-04-21,31258,33105,30902,30903,717270,1677012.0,38552000.0
1999-04-22,31259,31259,28807,30477,595600,1653881.0,38552000.0
1999-04-23,30511,33034,29482,32111,835970,1742550.0,38552000.0
1999-04-26,33176,36871,32324,36871,1132680,2000849.0,38552000.0
1999-04-27,37296,39001,35165,38078,1565140,2066387.0,38552000.0
1999-04-28,36231,38718,35948,36942,718440,2004704.0,38552000.0
1999-04-29,35521,36587,33390,34100,573190,1850496.0,38552000.0
1999-04-30,33389,34738,32678,32679,755010,1773392.0,38552000.0
1999-05-03,33673,33744,30973,31897,510610,1730985.0,38552000.0
1999-05-04,31969,33602,31826,33034,838770,1792668.0,38552000.0
1999-05-06,32679,35876,32679,34314,1108350,1862062.0,38552000.0
1999-05-07,35520,37723,34881,36373,923850,1973862.0,38552000.0
1999-05-10,36088,39072,34951,39072,899260,2120360.0,38552000.0
1999-05-11,39073,42625,37865,39286,997570,2131926.0,38552000.0
1999-05-12,40067,40849,38363,39286,903250,2131926.0,38552000.0
1999-05-13,39285,39569,34099,34739,856760,1885193.0,38552000.0
1999-05-14,35166,35876,33319,34314,855750,1862062.0,38552000.0
1999-05-17,34668,35450,34455,35166,686260,1908324.0,38552000.0
1999-05-18,34455,35805,34172,35166,375320,1908324.0,38552000.0
1999-05-19,35521,37581,35166,36871,721120,2000849.0,38552000.0
1999-05-20,37509,37793,35662,36373,686280,1973862.0,38552000.0
1999-05-21,36443,37864,35662,37083,450370,2012414.0,38552000.0
1999-05-24,37651,38290,36657,37368,494490,2027835.0,38552000.0
1999-05-25,37296,38219,37013,37226,202270,2020125.0,38552000.0
1999-05-26,36941,37509,36443,37226,278360,2020125.0,38552000.0
1999-05-27,37367,38006,36941,37226,390660,2020125.0,38552000.0
1999-05-28,37226,37724,36373,36942,338020,2004704.0,38552000.0
1999-05-31,37296,38290,37225,37226,262750,2020125.0,38552000.0
1999-06-01,36941,37864,36514,37368,321840,2027835.0,38552000.0
1999-06-02,37723,41914,37723,40138,1054420,2178188.0,38552000.0
1999-06-03,40493,40990,38717,40138,460920,2178188.0,38552000.0
1999-06-04,40494,44757,40494,42980,928020,2332396.0,38552000.0
1999-06-07,45395,49374,44614,49374,1038160,2679364.0,38552000.0
1999-06-08,51150,53281,50085,52784,1214320,2864414.0,38552000.0
1999-06-09,55183,55584,48785,48786,1111560,2351672.0,38552000.0
1999-06-10,49584,53504,48385,53504,923160,2579129.0,38552000.0
1999-06-11,52783,54383,49984,51184,656180,2467328.0,38552000.0
1999-06-14,48064,50303,48064,49184,398470,2370948.0,38552000.0
1999-06-15,48306,50385,47346,50385,511280,2428776.0,38552000.0
1999-06-16,49583,50783,48385,50065,523171,2413355.0,38552000.0
1999-06-17,50784,53584,48465,49745,846440,2397934.0,38552000.0
1999-06-18,49345,51185,48945,49025,607698,2363238.0,38552000.0
1999-06-21,48385,48944,44786,47025,1168778,2266858.0,38552000.0
1999-06-22,46384,48704,45105,47266,1036000,2278423.0,38552000.0
1999-06-23,49184,50224,48144,49105,687421,2367093.0,38552000.0
1999-06-24,49584,50304,47506,47826,498930,2305410.0,38552000.0
1999-06-25,46867,48705,46867,47906,447455,2384218.0,39803304.0
1999-06-28,46785,48784,46785,48626,554681,2420041.0,39803304.0
1999-06-29,48625,51185,48625,50385,584150,2507608.0,39803304.0
1999-06-30,50385,51583,47585,49585,477530,2467805.0,39803304.0
1999-07-01,49583,53343,49264,52624,636110,2619057.0,39803304.0
1999-07-02,52863,58782,52783,54464,735622,2710605.0,39803304.0
1999-07-05,58301,61581,56383,59982,1184580,2985248.0,39803304.0
1999-07-06,59582,61501,58142,58382,655372,2905641.0,39803304.0
1999-07-07,59181,66379,58062,64701,946363,3220087.0,39803304.0
1999-07-08,64780,65900,62461,62781,404799,3124559.0,39803304.0
1999-07-09,63980,66779,62940,65740,595650,3271832.0,39803304.0
1999-07-12,66379,67659,59982,62781,588481,3124559.0,39803304.0
1999-07-13,61581,63180,56783,58382,541650,2905641.0,39803304.0
1999-07-14,57982,58383,54943,55583,589638,2766330.0,39803304.0
1999-07-15,56142,57903,55584,57902,354470,2881759.0,39803304.0
1999-07-16,57902,65579,57902,65020,923121,3236009.0,39803304.0
1999-07-19,65499,65499,61180,64780,415840,3224068.0,39803304.0
1999-07-20,63340,64380,62381,62542,256997,3112618.0,39803304.0
1999-07-21,61181,61981,57982,59342,606238,2953405.0,39803304.0
1999-07-22,59182,60782,57903,59342,511471,2953405.0,39803304.0
1999-07-23,58381,58381,52783,55184,618632,2746428.0,39803304.0
1999-07-26,47984,53583,46945,47985,767101,2388198.0,39803304.0
1999-07-27,48785,53584,48385,52064,556215,2591195.0,39803304.0
1999-07-28,52065,56383,51584,54384,809490,2706625.0,39803304.0
1999-07-29,54783,57582,53983,56223,649883,2798172.0,39803304.0
1999-07-30,56622,56622,51983,51984,694840,2587215.0,39803304.0
1999-08-02,49584,54384,49424,50865,677719,2531490.0,39803304.0
1999-08-03,50865,52544,50705,50865,633005,2531490.0,39803304.0
1999-08-04,50943,54863,50943,51184,779009,2547411.0,39803304.0
1999-08-05,50385,51983,48305,48945,333193,2435962.0,39803304.0
1999-08-06,49264,50385,47665,48465,554614,2412080.0,39803304.0
1999-08-09,48465,52705,47265,48546,845364,2416061.0,39803304.0
1999-08-10,48224,51184,48064,51184,863863,3372307.0,52692295.0
1999-08-11,49984,51743,48545,49184,848823,3240576.0,52692295.0
1999-08-12,48064,50385,47585,48865,916577,3219499.0,52692295.0
1999-08-13,47106,47425,44546,45267,1059349,2982384.0,52692295.0
1999-08-16,43987,44627,41347,41988,1221904,2766345.0,52692295.0
1999-08-17,42627,42787,35788,36629,2342026,2413307.0,52692295.0
1999-08-18,35829,37749,33350,36389,2470081,2397499.0,52692295.0
1999-08-19,36788,37428,35588,35829,1496854,2360615.0,52692295.0
1999-08-20,34149,36149,34149,35670,1246347,2350076.0,52692295.0
1999-08-23,36788,40947,36307,40947,2869259,2697846.0,52692295.0
1999-08-24,42146,43506,40947,41667,2151328,2745269.0,52692295.0
1999-08-25,41906,43585,40866,42307,1477790,2787422.0,52692295.0
1999-08-26,43986,43986,39587,39747,1195020,2618807.0,52692295.0
1999-08-27,38387,39107,36788,38148,1640848,2513422.0,52692295.0
1999-08-30,38469,39347,37749,38068,1011953,2508153.0,52692295.0
1999-08-31,37428,38708,36868,37029,799504,2439653.0,52692295.0
1999-09-01,37189,37508,33750,33830,1730970,2228884.0,52692295.0
1999-09-02,32391,33469,31590,31911,1612757,2102423.0,52692295.0
1999-09-03,32391,34750,31911,32631,1748242,2149846.0,52692295.0
1999-09-06,32629,33829,32549,33029,858163,2176192.0,52692295.0
1999-09-07,33269,33988,33029,33029,999166,2176192.0,52692295.0
1999-09-08,32788,33029,30870,32349,2103109,2131403.0,52692295.0
1999-09-09,32469,34788,31989,33430,2871837,2202538.0,52692295.0
1999-09-10,34228,36628,33189,35589,3028090,2344807.0,52692295.0
1999-09-13,36789,37109,34229,35029,2117851,2307923.0,52692295.0
1999-09-14,35429,36788,34868,35589,1988012,2344807.0,52692295.0
1999-09-15,34788,35588,33829,33990,972335,2239423.0,52692295.0
1999-09-16,33591,34629,32550,32710,1251503,2155115.0,52692295.0
1999-09-17,32070,33591,32030,33350,1116212,2197269.0,52692295.0
1999-09-20,33508,33988,32549,32550,846507,2144576.0,52692295.0
1999-09-21,32550,33949,32470,33590,1239546,2213076.0,52692295.0
1999-09-22,34550,36789,33750,35269,2180289,2323730.0,52692295.0
1999-09-27,35269,35988,33988,33990,1171588,2239423.0,52692295.0
1999-09-28,34070,34550,33190,33590,927098,2213076.0,52692295.0
1999-09-29,33110,35030,32430,32470,1193971,2139307.0,52692295.0
1999-09-30,32069,33109,31589,31590,1106494,2081346.0,52692295.0
1999-10-01,31189,31989,29190,30631,1072310,2018115.0,52692295.0
1999-10-04,30790,31829,30469,30471,1046611,2007576.0,52692295.0
1999-10-05,31189,31349,27351,27592,949300,1817884.0,52692295.0
1999-10-06,27192,29471,26152,29151,1781520,1920634.0,52692295.0
1999-10-07,28950,30510,28070,29510,1467256,1944346.0,52692295.0
1999-10-08,29110,31070,28711,29991,1732880,1975961.0,52692295.0
1999-10-11,29750,30391,28911,29191,719360,1923269.0,52692295.0
1999-10-12,28552,29551,28311,28872,1528910,1902192.0,52692295.0
1999-10-13,28790,29351,28390,28791,1065130,1896923.0,52692295.0
1999-10-14,28712,33110,28391,33110,3175690,2181461.0,52692295.0
1999-10-15,34549,37187,33988,35109,7033160,2313192.0,52692295.0
1999-10-18,33909,35949,33669,34629,2865020,2281576.0,52692295.0
1999-10-19,35828,35909,33669,33990,2759050,2239423.0,52692295.0
1999-10-20,34464,36876,33688,35325,2767580,2160384.0,52692295.0
1999-10-21,35669,36014,32741,32999,1431480,2018115.0,52692295.0
1999-10-22,32655,33860,32655,33128,838600,2026019.0,52692295.0
1999-10-25,33128,34722,32913,33430,1606240,2044461.0,52692295.0
1999-10-26,32741,33516,32051,32999,677770,2018115.0,52692295.0
1999-10-27,33084,33860,32568,32913,641320,2012846.0,52692295.0
1999-10-28,32395,35324,32179,35282,1548540,2157749.0,52692295.0
1999-10-29,36185,37435,35497,36187,1675580,2213076.0,52692295.0
1999-11-01,38770,40838,37651,40064,2450950,2450192.0,52692295.0
1999-11-02,41182,43940,40924,43079,4107050,2634615.0,52692295.0
1999-11-03,42993,44027,41788,41787,2193430,2555576.0,52692295.0
1999-11-04,42648,45664,42304,45493,3078790,2782153.0,52692295.0
1999-11-05,46353,46957,44372,44803,1570030,2739999.0,52692295.0
1999-11-08,44802,47129,44027,44803,1405000,2739999.0,52692295.0
1999-11-09,44802,46526,44458,46526,1278370,2845384.0,52692295.0
1999-11-10,47387,48938,45319,46526,1920150,2845384.0,52692295.0
1999-11-11,46525,47817,45749,47043,1263170,2876999.0,52692295.0
1999-11-12,47990,50402,47214,48852,2369240,2987653.0,52692295.0
1999-11-15,51695,52814,50833,52040,2220240,3182615.0,52692295.0
1999-11-16,52126,54280,51351,54280,1644310,3319615.0,52692295.0
1999-11-17,55916,55916,51263,51264,1532210,3135192.0,52692295.0
1999-11-18,49972,51437,48335,49973,1350010,3056153.0,52692295.0
1999-11-19,50058,52298,50058,51696,1012940,3161538.0,52692295.0
1999-11-22,52385,52902,50834,51696,690820,3161538.0,52692295.0
1999-11-23,51610,52298,50489,51092,1098370,3124653.0,52692295.0
1999-11-24,50057,51263,49110,50920,1204170,3114115.0,52692295.0
1999-11-25,47411,50729,46747,47222,1760940,2624076.0,52692295.0
1999-11-26,47316,47885,42290,42860,1682640,2381692.0,52692295.0
1999-11-29,40773,42669,39825,41722,1307760,2318461.0,52692295.0
1999-11-30,42669,45514,42669,44851,1618050,2492346.0,52692295.0
1999-12-01,44850,44850,42338,42670,1200070,2371153.0,52692295.0
1999-12-02,42669,44091,41057,41058,1502910,2281576.0,52692295.0
1999-12-03,41057,42100,40299,40964,742720,2276307.0,52692295.0
1999-12-06,41247,41816,40394,41153,857600,2286846.0,52692295.0
1999-12-07,40962,41673,37738,38308,1936800,2128769.0,52692295.0
1999-12-08,36127,39825,36032,37740,2629670,2097153.0,52692295.0
1999-12-09,37454,37786,36316,37265,2611860,2729306.0,69447983.0
1999-12-10,37265,42812,36127,42813,3798540,3135576.0,69447983.0
1999-12-13,44091,44091,40773,41627,3179900,3048766.0,69447983.0
1999-12-14,42195,43523,40773,40774,2072930,2986263.0,69447983.0
1999-12-15,40015,40726,38023,38403,1380970,2812643.0,69447983.0
1999-12-16,37928,39445,36790,37929,1484690,2777919.0,69447983.0
1999-12-17,38403,39256,36980,36981,1020020,2708471.0,69447983.0
1999-12-20,36506,37738,36221,36270,1301510,2656385.0,69447983.0
1999-12-21,36316,36932,34515,34515,1303030,2527907.0,69447983.0
1999-12-22,33566,35083,32049,33378,2435940,2700149.0,76708781.0
1999-12-23,33661,34136,31291,31291,2297000,2531390.0,76708781.0
1999-12-24,32238,35273,31859,32714,3363110,2646453.0,76708781.0
1999-12-27,33282,33850,31859,32429,1704900,2623440.0,76708781.0
1999-12-28,32049,33661,31432,32619,2391450,2638782.0,76708781.0
2000-01-04,33187,37501,33187,37503,2137410,3033832.0,76708781.0
2000-01-05,36411,38923,35273,37645,3217680,3045339.0,76708781.0
2000-01-06,38307,38403,34325,34420,1516070,2784529.0,76708781.0
2000-01-07,35558,36790,34136,34800,2175070,2815212.0,76708781.0
2000-01-10,35748,37833,35368,35938,1987830,2907263.0,76708781.0
2000-01-11,35937,36932,34609,35085,1346740,2838225.0,76708781.0
2000-01-12,34704,35937,34420,34895,1030760,2822883.0,76708781.0
2000-01-13,34704,35463,34230,35274,1148820,2853567.0,76708781.0
2000-01-14,35273,35510,33850,34136,828260,2761516.0,76708781.0
2000-01-17,33756,35368,33709,34895,1130840,2822883.0,76708781.0
2000-01-18,35083,35321,33946,34420,867800,2784529.0,76708781.0
2000-01-19,33850,33946,32097,32145,958070,2600428.0,76708781.0
2000-01-20,31765,32618,30153,32335,1296010,2615769.0,76708781.0
2000-01-21,31480,32903,31101,31766,800930,2569744.0,76708781.0
2000-01-24,31101,32429,31101,31529,701970,2550567.0,76708781.0
2000-01-25,30911,32713,30816,31529,808300,2550567.0,76708781.0
2000-01-26,31670,33898,31291,32335,1956730,2615769.0,76708781.0
2000-01-27,32998,37075,32713,35985,3390430,2911098.0,76708781.0
2000-01-28,36032,37454,35083,36507,2679310,2953288.0,76708781.0
2000-01-31,35558,39729,35558,39257,3106080,3175744.0,76708781.0
2000-02-01,40015,40156,38023,38972,2236980,3152731.0,76708781.0
2000-02-02,38877,41579,38498,39636,3062490,3206427.0,76708781.0
2000-02-03,40109,41152,39540,40585,1909680,3283136.0,76708781.0
2000-02-07,41152,43049,39635,41248,2233750,3336832.0,76708781.0
2000-02-08,41247,42669,40962,41391,1649650,3348338.0,76708781.0
2000-02-09,42195,44993,41721,44472,3383660,3597642.0,76708781.0
2000-02-10,44471,45656,42006,43049,2117360,3482579.0,76708781.0
2000-02-11,43049,43997,40015,40110,2257810,3244781.0,76708781.0
2000-02-14,38877,40726,38023,38214,2531480,3091364.0,76708781.0
2000-02-15,38877,40109,36316,36318,3150780,2937946.0,76708781.0
2000-02-16,36980,37833,34609,36981,1703040,2991642.0,76708781.0
2000-02-17,36695,38403,36032,38214,1502900,3091364.0,76708781.0
2000-02-18,37454,38877,36886,36886,1287050,2983972.0,76708781.0
2000-02-21,35558,35937,34609,35464,1093450,2868908.0,76708781.0
2000-02-22,34609,36600,34136,34136,2067530,2761516.0,76708781.0
2000-02-23,36411,39256,34799,37929,4508700,3068351.0,76708781.0
2000-02-24,36980,37549,35131,35179,2036820,2845896.0,76708781.0
2000-02-25,34182,36221,33756,35179,1643080,2845896.0,76708781.0
2000-02-28,33850,34609,33092,33662,1286410,2723162.0,76708781.0
2000-02-29,34515,34988,32238,32808,1770830,2654124.0,76708781.0
2000-03-02,32524,34041,31291,33852,1949980,2738503.0,76708781.0
2000-03-03,34041,34041,32238,32335,1380220,2615769.0,76708781.0
2000-03-06,33187,36127,32333,35085,1838580,2838225.0,76708781.0
2000-03-07,33377,35558,33377,34184,1107620,2765352.0,76708781.0
2000-03-08,33566,35700,33471,33994,1415040,2750010.0,76708781.0
2000-03-09,33756,34372,32998,33330,1519750,2696314.0,76708781.0
2000-03-10,33187,34325,32097,32382,1929850,2619605.0,76708781.0
2000-03-13,32238,32618,30485,30533,1442340,2470023.0,76708781.0
2000-03-14,29584,31480,29394,30012,1477970,2427833.0,76708781.0
2000-03-15,29394,30769,28209,28447,1524400,2301263.0,76708781.0
2000-03-16,28920,29584,26834,27309,1689650,2209213.0,76708781.0
2000-03-17,28446,30816,28067,29442,3290500,2381808.0,76708781.0
2000-03-20,29394,29868,28446,28636,1174940,2316605.0,76708781.0
2000-03-21,28636,29109,27497,27830,943090,2251403.0,76708781.0
2000-03-22,28303,29631,27971,29395,1495920,2377972.0,76708781.0
2000-03-23,29109,31101,28588,29395,1784170,2377972.0,76708781.0
2000-03-24,30058,30153,28873,29442,1076770,2381808.0,76708781.0
2000-03-27,29489,32665,29299,32240,2448280,2608099.0,76708781.0
2000-03-28,31765,32144,30627,30818,1452470,2493035.0,76708781.0
2000-03-29,29963,30342,28446,28447,1558530,2301263.0,76708781.0
2000-03-30,27071,27403,25128,26550,2109520,2147846.0,76708781.0
2000-03-31,26929,27356,25128,25128,1366880,2032783.0,76708781.0
2000-04-03,25128,25459,21618,21904,1455770,1771973.0,76708781.0
2000-04-04,22283,22946,21286,21809,2179010,1764302.0,76708781.0
2000-04-06,21524,21618,20480,20766,1587120,1679922.0,76708781.0
2000-04-07,20386,22140,20291,21525,1815330,1741289.0,76708781.0
2000-04-10,20955,24084,20955,22710,3140570,1837175.0,76708781.0
2000-04-11,23230,23610,21808,22189,1579240,1794985.0,76708781.0
2000-04-12,22283,24036,21903,22852,2371420,1848682.0,76708781.0
2000-04-14,22140,24368,21998,23800,2695190,1925390.0,76708781.0
2000-04-17,21951,22567,20244,20244,1870950,1637732.0,76708781.0
2000-04-18,21998,21998,20480,21335,1305550,1725948.0,76708781.0
2000-04-19,21524,21998,20671,20719,884910,1676087.0,76708781.0
2000-04-20,20196,21192,20101,20719,792850,1676087.0,76708781.0
2000-04-21,21097,21239,20623,20956,752000,1695264.0,76708781.0
2000-04-24,20860,20955,19912,19913,791570,1610884.0,76708781.0
2000-04-25,19249,19438,18584,18680,1126710,1511163.0,76708781.0
2000-04-26,19248,19343,16783,16783,1416960,1357745.0,76708781.0
2000-04-27,16118,17399,15787,16594,2565310,1342404.0,76708781.0
2000-04-28,16735,18774,16640,17732,2944710,1434454.0,76708781.0
2000-05-02,17731,19295,17351,18917,1675310,1530340.0,76708781.0
2000-05-03,18584,20244,18157,19913,1880950,1610884.0,76708781.0
2000-05-04,19722,21239,19628,19865,1599590,1607049.0,76708781.0
2000-05-08,20149,20386,19533,19628,906680,1587872.0,76708781.0
2000-05-09,19912,20101,18774,18775,592630,1518834.0,76708781.0
2000-05-10,18205,19248,18157,18206,803340,1472809.0,76708781.0
2000-05-12,18205,18443,17020,17400,2038510,1407606.0,76708781.0
2000-05-15,16878,17210,15787,15930,1109370,1288708.0,76708781.0
2000-05-16,16118,16593,15645,16120,965920,1304049.0,76708781.0
2000-05-17,15834,16261,13701,13702,1710380,1108442.0,76708781.0
2000-05-18,12468,14175,12231,13559,2251050,1096936.0,76708781.0
2000-05-19,13749,14270,13084,13275,1925790,1073923.0,76708781.0
2000-05-22,12800,14081,12800,12943,2071860,1047075.0,76708781.0
2000-05-23,12705,14175,12610,13275,2933450,1073923.0,76708781.0
2000-05-24,13275,15266,13179,15266,4784970,1235011.0,76708781.0
2000-05-25,16118,17541,15503,17542,2802540,1419112.0,76708781.0
2000-05-26,17731,18300,15171,15171,5033940,1227340.0,76708781.0
2000-05-29,14696,17446,14317,17448,4664670,1411442.0,76708781.0
2000-05-30,18016,20054,17257,17732,7262590,1434454.0,76708781.0
2000-05-31,18489,20386,17826,20292,7171290,1641568.0,76708781.0
2000-06-01,19912,20955,19438,19628,4310750,1587872.0,76708781.0
2000-06-02,20860,21998,20244,20766,4851190,1679922.0,76708781.0
2000-06-05,21713,23847,21429,23848,5776300,1929226.0,76708781.0
2000-06-07,23752,26075,22946,23468,7039010,1898542.0,76708781.0
2000-06-08,23468,24084,21097,21999,3878710,1779644.0,76708781.0
2000-06-09,21808,23420,21145,22426,4153680,1814163.0,76708781.0
2000-06-12,22330,23610,21856,22900,2407680,1852517.0,76708781.0
2000-06-13,22899,23847,21524,21525,3795930,1741289.0,76708781.0
2000-06-14,21808,22283,19580,20198,2408150,1633897.0,76708781.0
2000-06-15,20433,20860,18963,18965,2885370,1534176.0,76708781.0
2000-06-16,18489,19485,18300,18395,2889620,1488150.0,76708781.0
2000-06-19,18395,18774,17257,17258,1733340,1396100.0,76708781.0
2000-06-20,18016,19817,17731,19818,3285120,1603214.0,76708781.0
2000-06-21,20671,22567,19912,20198,6979320,1633897.0,76708781.0
2000-06-22,20860,21903,20007,20766,3055690,1679922.0,76708781.0
2000-06-23,20101,21334,20101,21335,1962240,1725948.0,76708781.0
2000-06-26,21713,22093,21050,21762,1380250,1760467.0,76708781.0
2000-06-27,21997,23989,21618,23232,3835920,1879365.0,76708781.0
2000-06-28,23230,24084,22424,22615,3284990,1829504.0,76708781.0
2000-06-29,23230,23325,22283,23042,1992360,1864023.0,76708781.0
2000-06-30,22757,23989,22757,23232,2526710,1879365.0,76708781.0
2000-07-03,23705,23989,23041,23706,1562160,1917720.0,76708781.0
2000-07-04,24653,25791,23515,23706,4820780,1917720.0,76708781.0
2000-07-05,23515,25222,22472,25081,3589920,2028947.0,76708781.0
2000-07-06,24937,28162,24463,26835,5577540,2170859.0,76708781.0
2000-07-07,27498,27924,26597,26929,3075460,2178529.0,76708781.0
2000-07-10,27213,29394,26929,28541,4166560,2308934.0,76708781.0
2000-07-11,28541,29679,26739,26740,4371700,2163188.0,76708781.0
2000-07-12,27024,27213,25364,26171,2236620,2117162.0,76708781.0
2000-07-13,25791,26786,25601,26645,1756890,2155517.0,76708781.0
2000-07-14,26359,26929,25412,25602,1420920,2071137.0,76708781.0
2000-07-18,24653,25222,23515,23895,1633560,1933061.0,76708781.0
2000-07-19,24179,25553,23563,24844,3019770,2009770.0,76708781.0
2000-07-20,24321,24653,23136,23990,2042230,1940732.0,76708781.0
2000-07-21,24653,25648,24084,24749,3740770,2002099.0,76708781.0
2000-07-24,24558,24653,21050,21050,4039830,1702935.0,76708781.0
2000-07-25,19153,20244,18632,19533,11065620,1580201.0,76708781.0
2000-07-26,19769,20244,19201,19249,4284600,1557188.0,76708781.0
2000-07-27,19249,19390,17731,18016,3259160,1457467.0,76708781.0
2000-07-28,17351,19390,17351,18254,4852270,1476644.0,76708781.0
2000-07-31,17731,18822,17731,18586,2287830,1503492.0,76708781.0
2000-08-01,18584,19580,18395,18965,4031840,1534176.0,76708781.0
2000-08-02,18963,19485,18679,19012,1876460,1538011.0,76708781.0
2000-08-03,19438,19438,18489,18586,1327990,1503492.0,76708781.0
2000-08-04,18252,18300,17826,18254,1365350,1476644.0,76708781.0
2000-08-07,17589,17826,17067,17069,896240,1380758.0,76708781.0
2000-08-08,17162,17494,16309,16404,1410550,1327062.0,76708781.0
2000-08-09,16593,18016,16593,18016,1545910,1457467.0,76708781.0
2000-08-10,18110,18727,17636,18680,2419580,1511163.0,76708781.0
2000-08-11,18300,20244,18205,19439,3219680,1572530.0,76708781.0
2000-08-14,21334,21713,20054,20198,3220160,1633897.0,76708781.0
2000-08-16,20196,20575,19674,20482,1736810,1656910.0,76708781.0
2000-08-17,20575,21429,20339,20482,1680650,1656910.0,76708781.0
2000-08-18,20480,21192,20149,20577,1914250,1664581.0,76708781.0
2000-08-21,20386,20955,20196,20861,1080830,1687593.0,76708781.0
