아이마켓코리아(122900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-30,30100,30800,29900,30800,291980,1107055.0,35943340.0
2010-10-01,30650,31650,30400,31400,411825,1128621.0,35943340.0
2010-10-04,31800,31800,30600,30900,282540,1110649.0,35943340.0
2010-10-05,31150,31450,30500,30900,247479,1110649.0,35943340.0
2010-10-06,31300,31300,30200,30800,322831,1107055.0,35943340.0
2010-10-07,30400,30750,29100,29250,826074,1051343.0,35943340.0
2010-10-08,29250,29900,28150,29800,484651,1071112.0,35943340.0
2010-10-11,29900,30000,28700,28850,356809,1036965.0,35943340.0
2010-10-12,28600,29300,28300,29100,238419,1045951.0,35943340.0
2010-10-13,29300,29800,28850,29700,176914,1067517.0,35943340.0
2010-10-14,29800,30150,29350,29500,164344,1060329.0,35943340.0
2010-10-15,29450,30700,29150,30550,405752,1098069.0,35943340.0
2010-10-18,31200,31350,30400,30400,377983,1092678.0,35943340.0
2010-10-19,30550,30800,29800,30400,338660,1092678.0,35943340.0
2010-10-20,30000,30600,29600,30500,252151,1096272.0,35943340.0
2010-10-21,30650,30800,29900,30200,193212,1085489.0,35943340.0
2010-10-22,30300,31650,30200,31600,646887,1135810.0,35943340.0
2010-10-25,31900,32150,31100,31550,499359,1134012.0,35943340.0
2010-10-26,31350,31450,30600,30950,325339,1112446.0,35943340.0
2010-10-27,30950,31400,30600,31200,250536,1121432.0,35943340.0
2010-10-28,31000,31200,29950,30300,372694,1089083.0,35943340.0
2010-10-29,30250,30250,29300,29700,282298,1067517.0,35943340.0
2010-11-01,29650,29650,29050,29050,337849,1044154.0,35943340.0
2010-11-02,28900,29700,28700,28700,367700,1031574.0,35943340.0
2010-11-03,28700,29250,28650,29250,250055,1051343.0,35943340.0
2010-11-04,29050,29850,29050,29850,310189,1072909.0,35943340.0
2010-11-05,29850,29850,29150,29400,252774,1056734.0,35943340.0
2010-11-08,28600,29200,28500,29050,196958,1044154.0,35943340.0
2010-11-09,29200,29650,28750,29500,243722,1060329.0,35943340.0
2010-11-10,29550,29600,29000,29000,177906,1042357.0,35943340.0
2010-11-11,29000,29000,28150,28150,394129,1011805.0,35943340.0
2010-11-12,28250,28550,26400,27500,569783,988442.0,35943340.0
2010-11-15,27150,27350,25950,26550,422025,954296.0,35943340.0
2010-11-16,26250,26700,25700,25900,260533,930933.0,35943340.0
2010-11-17,25150,26200,25150,26150,238753,939918.0,35943340.0
2010-11-18,26350,27600,26250,27450,314470,986645.0,35943340.0
2010-11-19,27750,27850,26900,27250,257787,979456.0,35943340.0
2010-11-22,27250,27250,26650,26750,222393,961484.0,35943340.0
2010-11-23,27300,28200,27300,27350,463295,983050.0,35943340.0
2010-11-24,26150,26900,26100,26600,269972,956093.0,35943340.0
2010-11-25,26800,26850,26250,26450,121448,950701.0,35943340.0
2010-11-26,26300,26600,25700,26100,161180,938121.0,35943340.0
2010-11-29,25800,26000,25350,25700,152090,923744.0,35943340.0
2010-11-30,25500,26900,25400,26900,185571,966876.0,35943340.0
2010-12-01,26650,27100,26400,26950,145664,968673.0,35943340.0
2010-12-02,27100,29500,26650,29300,957238,1053140.0,35943340.0
2010-12-03,29850,30950,29700,29950,1336040,1076503.0,35943340.0
2010-12-06,29800,30400,29250,29450,394817,1058531.0,35943340.0
2010-12-07,29500,31100,29500,30100,689481,1081895.0,35943340.0
2010-12-08,30150,30800,30050,30650,367402,1101663.0,35943340.0
2010-12-09,30700,30900,30050,30350,321348,1090880.0,35943340.0
2010-12-10,30500,31200,30200,30200,295216,1085489.0,35943340.0
2010-12-13,30000,30200,28900,29250,513025,1051343.0,35943340.0
2010-12-14,29450,30250,29100,30250,452015,1087286.0,35943340.0
2010-12-15,30250,31200,29750,30350,680499,1090880.0,35943340.0
2010-12-16,30350,30450,29450,29550,307150,1062126.0,35943340.0
2010-12-17,29500,30000,29400,29500,215202,1060329.0,35943340.0
2010-12-20,29000,29000,28000,28600,334452,1027980.0,35943340.0
2010-12-21,28900,29400,28600,28600,217826,1027980.0,35943340.0
2010-12-22,28900,28950,28100,28100,280204,1010008.0,35943340.0
2010-12-23,28500,28650,27800,28000,174562,1006414.0,35943340.0
2010-12-24,27800,28100,27100,27350,354693,983050.0,35943340.0
2010-12-27,27050,27850,27050,27100,229786,974065.0,35943340.0
2010-12-28,27150,27650,27150,27650,138891,993833.0,35943340.0
2010-12-29,27700,27900,27000,27150,289535,975862.0,35943340.0
2010-12-30,27200,27450,27100,27200,153858,977659.0,35943340.0
2011-01-03,27400,28250,27350,28250,306656,1015399.0,35943340.0
2011-01-04,28300,28650,28050,28300,274620,1017197.0,35943340.0
2011-01-05,28400,28400,27500,27500,312560,988442.0,35943340.0
2011-01-06,27500,27850,26900,27000,420160,970470.0,35943340.0
2011-01-07,26950,27550,26550,27500,243332,988442.0,35943340.0
2011-01-10,27550,27950,27400,27650,259081,993833.0,35943340.0
2011-01-11,27650,27800,27000,27100,209241,974065.0,35943340.0
2011-01-12,27100,27450,26700,26750,272316,961484.0,35943340.0
2011-01-13,26850,27200,26550,26650,193228,957890.0,35943340.0
2011-01-14,26650,27250,26650,26900,168822,966876.0,35943340.0
2011-01-17,26900,26950,26500,26500,176498,952499.0,35943340.0
2011-01-18,26500,27350,26300,26550,188643,954296.0,35943340.0
2011-01-19,26550,27000,26400,26600,129587,956093.0,35943340.0
2011-01-20,26550,27350,26550,27300,211625,981253.0,35943340.0
2011-01-21,27300,27500,26550,26550,153234,954296.0,35943340.0
2011-01-24,26650,26800,25900,26050,143019,936324.0,35943340.0
2011-01-25,26300,26450,26050,26350,126115,947107.0,35943340.0
2011-01-26,26250,26600,26050,26050,133640,936324.0,35943340.0
2011-01-27,26400,26850,26050,26100,184327,938121.0,35943340.0
2011-01-28,26000,26150,25550,25700,211430,923744.0,35943340.0
2011-01-31,25200,25500,24550,24600,255620,884206.0,35943340.0
2011-02-01,24550,25000,24150,24200,214127,869829.0,35943340.0
2011-02-07,24350,25350,24250,25250,147942,907569.0,35943340.0
2011-02-08,25600,25600,24800,24800,80829,891395.0,35943340.0
2011-02-09,25000,25150,24050,24350,114474,875220.0,35943340.0
2011-02-10,24350,24450,23350,23650,132017,850060.0,35943340.0
2011-02-11,23700,24300,23600,23850,79600,857249.0,35943340.0
2011-02-14,24300,25150,24250,24800,179419,891395.0,35943340.0
2011-02-15,25300,25300,24700,25000,118543,898584.0,35943340.0
2011-02-16,25000,25100,24500,24800,78828,891395.0,35943340.0
2011-02-17,25000,25000,23750,23950,120030,860843.0,35943340.0
2011-02-18,24000,24750,24000,24200,73398,869829.0,35943340.0
2011-02-21,25000,26750,24900,26100,410660,938121.0,35943340.0
2011-02-22,26000,26200,25350,26150,180631,939918.0,35943340.0
2011-02-23,26000,26200,25550,25600,125017,920150.0,35943340.0
2011-02-24,25600,25750,25050,25250,79903,907569.0,35943340.0
2011-02-25,25500,25850,25150,25350,83845,911164.0,35943340.0
2011-02-28,25600,25600,24500,24800,102088,891395.0,35943340.0
2011-03-02,24500,24750,24150,24350,99565,875220.0,35943340.0
2011-03-03,24300,25000,24300,24800,91427,891395.0,35943340.0
2011-03-04,25150,25450,25000,25050,121771,900381.0,35943340.0
2011-03-07,25000,25500,24900,25000,126114,898584.0,35943340.0
2011-03-08,25050,25850,24950,25650,158565,921947.0,35943340.0
2011-03-09,25900,26250,25600,26150,204566,939918.0,35943340.0
2011-03-10,26050,26950,25800,26900,256477,966876.0,35943340.0
2011-03-11,26550,26950,26100,26300,163059,945310.0,35943340.0
2011-03-14,25750,25950,24550,25400,182881,912961.0,35943340.0
2011-03-15,25100,25850,22400,24200,263632,869829.0,35943340.0
2011-03-16,24200,24700,23300,24200,177409,869829.0,35943340.0
2011-03-17,23500,24500,23300,24200,109292,869829.0,35943340.0
2011-03-18,24400,24600,24150,24350,93360,875220.0,35943340.0
2011-03-21,24850,25350,24600,25200,131201,905772.0,35943340.0
2011-03-22,25250,25600,25050,25050,85857,900381.0,35943340.0
2011-03-23,25050,25300,24800,25100,101974,902178.0,35943340.0
2011-03-24,25350,25550,25100,25100,91734,902178.0,35943340.0
2011-03-25,25150,25800,24900,25500,137361,916555.0,35943340.0
2011-03-28,25800,25850,25150,25400,96659,912961.0,35943340.0
2011-03-29,25250,26250,25150,26000,218225,934527.0,35943340.0
2011-03-30,26100,26450,25850,25900,154854,930933.0,35943340.0
2011-03-31,26500,26900,26400,26700,323252,959687.0,35943340.0
2011-04-01,26800,26900,26600,26850,168419,965079.0,35943340.0
2011-04-04,27000,27000,26350,26500,123410,952499.0,35943340.0
2011-04-05,26350,26550,26200,26400,118059,948904.0,35943340.0
2011-04-06,26300,26450,25800,25800,171770,927338.0,35943340.0
2011-04-07,26000,26500,25800,26200,175853,941716.0,35943340.0
2011-04-08,25900,26100,25750,26000,114411,934527.0,35943340.0
2011-04-11,26000,26000,25550,25650,137923,921947.0,35943340.0
2011-04-12,25550,25950,25150,25850,140284,929135.0,35943340.0
2011-04-13,25800,25800,25100,25200,222252,905772.0,35943340.0
2011-04-14,24850,24850,22550,22650,1302773,814117.0,35943340.0
2011-04-15,22700,23150,22500,23000,377754,826697.0,35943340.0
2011-04-18,23400,23900,23100,23200,355386,833885.0,35943340.0
2011-04-19,23000,23400,22850,23000,188616,826697.0,35943340.0
2011-04-20,23300,23300,22800,22800,301440,819508.0,35943340.0
2011-04-21,22950,23000,21900,22150,494230,796145.0,35943340.0
2011-04-22,22500,23100,22300,22600,252406,812319.0,35943340.0
2011-04-25,23100,24200,22850,24000,459763,862640.0,35943340.0
2011-04-26,23700,23900,23000,23100,282376,830291.0,35943340.0
2011-04-27,23350,23350,22900,23300,156393,837480.0,35943340.0
2011-04-28,23400,23450,23150,23300,138389,837480.0,35943340.0
2011-04-29,23300,23300,22550,22750,181711,817711.0,35943340.0
2011-05-02,23000,23700,22950,23550,164950,846466.0,35943340.0
2011-05-03,23600,23600,23300,23450,103224,842871.0,35943340.0
2011-05-04,23450,23500,22800,22950,161089,824900.0,35943340.0
2011-05-06,22850,23150,22600,23100,80442,830291.0,35943340.0
2011-05-09,23000,23200,22850,22900,51854,823102.0,35943340.0
2011-05-11,22550,22900,22550,22700,105105,815914.0,35943340.0
2011-05-12,22700,23250,22550,23100,99479,830291.0,35943340.0
2011-05-13,23400,23450,22850,23250,119130,835683.0,35943340.0
2011-05-16,23200,23250,22800,22850,100709,821305.0,35943340.0
2011-05-17,22850,23000,22550,22850,116544,821305.0,35943340.0
2011-05-18,22800,22850,22650,22700,113651,815914.0,35943340.0
2011-05-19,22800,23050,22100,22100,173595,794348.0,35943340.0
2011-05-20,22100,22550,22100,22350,82550,803334.0,35943340.0
2011-05-23,22100,22100,21850,21850,129784,785362.0,35943340.0
2011-05-24,21650,22450,21650,22300,71128,801536.0,35943340.0
2011-05-25,22250,22550,21600,21900,86353,787159.0,35943340.0
2011-05-26,22000,22200,21650,21950,123230,788956.0,35943340.0
2011-05-27,21800,22000,20250,20800,324994,747621.0,35943340.0
2011-05-30,21750,21900,21350,21700,190267,779970.0,35943340.0
2011-05-31,21750,22000,21250,21400,116020,769187.0,35943340.0
2011-06-01,21250,21700,21100,21550,79903,774579.0,35943340.0
2011-06-02,21000,21700,20900,21200,93750,761999.0,35943340.0
2011-06-03,21050,21350,20350,20400,186106,733244.0,35943340.0
2011-06-07,20050,20200,19800,20050,156873,720664.0,35943340.0
2011-06-08,20150,20650,20050,20150,90184,724258.0,35943340.0
2011-06-09,20050,20450,20050,20250,62898,727853.0,35943340.0
2011-06-10,20200,20350,19050,19350,223545,695504.0,35943340.0
2011-06-13,18950,18950,17550,17700,362565,636197.0,35943340.0
2011-06-14,17800,18050,17500,17800,144324,639791.0,35943340.0
2011-06-15,17800,17950,17550,17550,156287,630806.0,35943340.0
2011-06-16,17350,19200,17050,18050,495889,648777.0,35943340.0
2011-06-17,18550,18550,16800,17700,343802,636197.0,35943340.0
2011-06-20,17600,17750,17200,17200,134270,618225.0,35943340.0
2011-06-21,17050,17450,17050,17200,175725,618225.0,35943340.0
2011-06-22,17300,18500,17150,18100,508580,650574.0,35943340.0
2011-06-23,17900,18050,17550,17750,136291,637994.0,35943340.0
2011-06-24,17800,18200,17700,18200,227880,654169.0,35943340.0
2011-06-27,18050,18450,17950,18200,169827,654169.0,35943340.0
2011-06-28,18350,18450,17950,18000,172089,646980.0,35943340.0
2011-06-29,18100,18150,17850,17950,138986,645183.0,35943340.0
2011-06-30,17950,18100,17700,17900,143377,643386.0,35943340.0
2011-07-01,18100,20550,17900,19550,789093,702692.0,35943340.0
2011-07-04,20100,21400,20050,20650,749769,742230.0,35943340.0
2011-07-05,20800,20800,20150,20550,213871,738636.0,35943340.0
2011-07-06,20300,21100,20100,21000,235359,754810.0,35943340.0
2011-07-07,20800,21200,20700,20900,134424,751216.0,35943340.0
2011-07-08,21250,22600,20950,22400,644061,805131.0,35943340.0
2011-07-11,22350,23100,22150,22800,373329,819508.0,35943340.0
2011-07-12,22300,22850,22050,22250,256664,799739.0,35943340.0
2011-07-13,22300,23900,22300,23850,550978,857249.0,35943340.0
2011-07-14,24000,24900,23500,24000,597099,862640.0,35943340.0
2011-07-15,23900,25150,23700,25100,485997,902178.0,35943340.0
2011-07-18,24300,25500,23400,25400,705004,912961.0,35943340.0
2011-07-19,24900,25600,24800,25200,203026,905772.0,35943340.0
2011-07-20,25650,25700,24000,24200,491834,869829.0,35943340.0
2011-07-21,24100,25100,23800,25000,385195,898584.0,35943340.0
2011-07-22,24750,25150,24350,24900,218399,894989.0,35943340.0
2011-07-25,25050,25300,24700,24800,198041,891395.0,35943340.0
2011-07-26,25100,25450,24700,24950,296541,896786.0,35943340.0
2011-07-27,24950,25350,24200,24850,203356,893192.0,35943340.0
2011-07-28,24500,25100,24350,25050,151952,900381.0,35943340.0
2011-07-29,25300,26900,25000,26600,651218,956093.0,35943340.0
2011-08-01,26900,27050,26050,26400,553312,948904.0,35943340.0
2011-08-02,22450,22450,22450,22450,32262,806928.0,35943340.0
2011-08-03,19100,19100,19100,19100,164891,686518.0,35943340.0
2011-08-04,18500,19450,17100,17300,5328000,621820.0,35943340.0
2011-08-05,16700,18700,16350,17950,2880589,645183.0,35943340.0
2011-08-08,18500,18850,16100,17300,1432013,621820.0,35943340.0
2011-08-09,16650,17000,14900,16600,926305,596659.0,35943340.0
2011-08-10,17600,18000,17050,17300,449847,621820.0,35943340.0
2011-08-11,16400,17700,16300,17000,511171,611037.0,35943340.0
2011-08-12,17650,19500,17250,18300,1022516,657763.0,35943340.0
2011-08-16,18800,19200,18200,18400,520362,661357.0,35943340.0
2011-08-17,18150,18500,17650,18000,431922,646980.0,35943340.0
2011-08-18,18100,18850,17800,18200,567456,654169.0,35943340.0
2011-08-19,17300,19000,17200,18300,633022,657763.0,35943340.0
2011-08-22,18200,18800,17200,17200,274700,618225.0,35943340.0
2011-08-23,17500,17550,16300,17300,337141,621820.0,35943340.0
2011-08-24,17700,18000,16700,16800,285933,603848.0,35943340.0
2011-08-25,17050,17400,16250,16300,240227,585876.0,35943340.0
2011-08-26,17400,18300,17100,17400,653944,625414.0,35943340.0
2011-08-29,17500,18800,16800,18500,568969,664952.0,35943340.0
2011-08-30,19100,19650,18350,18550,600791,666749.0,35943340.0
2011-08-31,18600,18650,18100,18500,135797,664952.0,35943340.0
2011-09-01,18500,18950,17950,18100,220270,650574.0,35943340.0
2011-09-02,17900,18800,17850,18800,199741,675735.0,35943340.0
2011-09-05,18600,19100,17800,17800,232958,639791.0,35943340.0
2011-09-06,17250,17750,16950,17400,140707,625414.0,35943340.0
2011-09-07,17650,18150,17650,18000,82942,646980.0,35943340.0
2011-09-08,18000,18500,17750,18000,187139,646980.0,35943340.0
2011-09-09,18250,18350,17650,17800,102684,639791.0,35943340.0
2011-09-14,17700,18600,17400,18350,257617,659560.0,35943340.0
2011-09-15,18850,19750,18650,19500,512435,700895.0,35943340.0
2011-09-16,19600,19700,19200,19500,158384,700895.0,35943340.0
2011-09-19,19500,19500,18500,18500,169508,664952.0,35943340.0
2011-09-20,18100,18800,17750,18250,143528,655966.0,35943340.0
2011-09-21,18500,18550,18000,18300,137238,657763.0,35943340.0
2011-09-22,17800,18400,17800,18300,161991,657763.0,35943340.0
2011-09-23,17300,17800,17200,17250,135483,620023.0,35943340.0
2011-09-26,17500,17700,16600,16850,246228,605645.0,35943340.0
2011-09-27,17500,17750,16850,16900,215076,607442.0,35943340.0
2011-09-28,17000,17150,15600,15600,363113,560716.0,35943340.0
2011-09-29,15300,16900,15100,15800,288790,567905.0,35943340.0
2011-09-30,15950,16000,15400,15700,155412,564310.0,35943340.0
2011-10-04,14800,14800,13450,13500,342081,485235.0,35943340.0
2011-10-05,13750,13800,11500,11500,851802,413348.0,35943340.0
2011-10-06,11900,12450,11400,11550,718954,415146.0,35943340.0
2011-10-07,11950,13250,11900,13250,686246,476249.0,35943340.0
2011-10-10,13200,15200,13150,15100,654371,542744.0,35943340.0
2011-10-11,15350,15850,14300,14550,523020,522976.0,35943340.0
2011-10-12,14450,15500,14300,15000,273178,539150.0,35943340.0
2011-10-13,15100,15750,15100,15150,218743,544542.0,35943340.0
2011-10-14,15200,17350,14900,16900,569862,607442.0,35943340.0
2011-10-17,17500,18000,17200,17750,311172,637994.0,35943340.0
2011-10-18,17650,18600,17000,17650,428064,634400.0,35943340.0
2011-10-19,17600,17800,15800,16600,795962,596659.0,35943340.0
2011-10-20,16600,18800,16600,18000,1202564,646980.0,35943340.0
2011-10-21,18400,20150,18100,19150,1128214,688315.0,35943340.0
2011-10-24,19350,20100,18200,18600,837425,668546.0,35943340.0
2011-10-25,19300,20000,18150,18150,546559,652372.0,35943340.0
2011-10-26,18000,19000,17650,18850,203384,677532.0,35943340.0
2011-10-27,19600,20550,19050,20150,854900,724258.0,35943340.0
2011-10-28,20300,20400,19350,19600,320899,704489.0,35943340.0
2011-10-31,19800,19850,18050,18400,473454,661357.0,35943340.0
2011-11-01,17800,18300,17600,18100,196540,650574.0,35943340.0
2011-11-02,17350,18150,17350,18000,143768,646980.0,35943340.0
2011-11-03,18050,18500,17600,17850,173928,641589.0,35943340.0
2011-11-04,18500,18700,18100,18600,206639,668546.0,35943340.0
2011-11-07,18500,20450,18300,19850,812006,713475.0,35943340.0
2011-11-08,20250,21050,19750,20150,487718,724258.0,35943340.0
2011-11-09,20450,20600,20050,20600,177374,740433.0,35943340.0
2011-11-10,19800,20250,19300,20150,228044,724258.0,35943340.0
2011-11-11,20200,20700,19950,20000,256636,718867.0,35943340.0
2011-11-14,20200,20500,19600,19950,208507,717070.0,35943340.0
2011-11-15,19450,19900,18950,19450,280611,699098.0,35943340.0
2011-11-16,19550,19700,18500,18850,143403,677532.0,35943340.0
2011-11-17,18650,19800,17900,19550,232178,702692.0,35943340.0
2011-11-18,18900,19450,18500,18600,169040,668546.0,35943340.0
2011-11-21,18050,19350,18050,18350,149728,659560.0,35943340.0
2011-11-22,18000,18650,18000,18450,68413,663155.0,35943340.0
2011-11-23,18400,18450,17500,17850,139023,641589.0,35943340.0
2011-11-24,17550,18500,17150,18500,108107,664952.0,35943340.0
2011-11-25,18500,18700,17750,18550,92965,666749.0,35943340.0
2011-11-28,18650,18700,17900,18300,75510,657763.0,35943340.0
2011-11-29,18450,18500,17750,18300,231516,657763.0,35943340.0
2011-11-30,18250,18400,17900,17900,125295,643386.0,35943340.0
2011-12-01,18250,18250,17400,17800,332638,639791.0,35943340.0
2011-12-02,17800,17800,17150,17200,150868,618225.0,35943340.0
2011-12-05,17350,18350,17250,18100,287927,650574.0,35943340.0
2011-12-06,17950,18400,17750,17950,93096,645183.0,35943340.0
2011-12-07,17950,18100,17700,17700,71371,636197.0,35943340.0
2011-12-08,17700,18350,17300,18000,157391,646980.0,35943340.0
2011-12-09,17850,18100,17600,17950,79579,645183.0,35943340.0
2011-12-12,18000,18250,17800,18250,143742,655966.0,35943340.0
2011-12-13,18100,18150,17500,17500,143065,629008.0,35943340.0
2011-12-14,17450,17450,16650,16950,198329,609240.0,35943340.0
2011-12-15,16950,17250,16500,17000,92858,611037.0,35943340.0
2011-12-16,17050,17200,16900,17000,64171,611037.0,35943340.0
2011-12-19,17300,17350,15400,15750,127170,566108.0,35943340.0
2011-12-20,16100,16250,15850,15900,65265,571499.0,35943340.0
2011-12-21,16200,17050,16100,16950,214724,609240.0,35943340.0
2011-12-22,16800,16950,16400,16700,100526,600254.0,35943340.0
2011-12-23,16950,17100,16350,16500,81195,593065.0,35943340.0
2011-12-26,16500,16700,15900,16050,103767,576891.0,35943340.0
2011-12-27,15900,16100,15250,15400,138645,553527.0,35943340.0
2011-12-28,15400,15700,15250,15700,84495,564310.0,35943340.0
2011-12-29,15750,16500,15400,16200,93493,582282.0,35943340.0
2012-01-02,15650,16450,15400,16050,77981,576891.0,35943340.0
2012-01-03,16250,16400,16000,16050,81791,576891.0,35943340.0
2012-01-04,16050,16200,15650,15650,97474,562513.0,35943340.0
2012-01-05,15650,16200,15500,15600,147025,560716.0,35943340.0
2012-01-06,15700,15900,15500,15900,76158,571499.0,35943340.0
2012-01-09,15800,15800,15050,15500,130599,557122.0,35943340.0
2012-01-10,15400,16050,15200,15950,139924,573296.0,35943340.0
2012-01-11,16000,16250,15600,16000,139766,575093.0,35943340.0
2012-01-12,15900,16350,15700,16350,173144,587674.0,35943340.0
2012-01-13,16500,17550,16400,17150,402545,616428.0,35943340.0
2012-01-16,16950,17600,16750,17250,121383,620023.0,35943340.0
2012-01-17,17250,18150,17150,17800,317901,639791.0,35943340.0
2012-01-18,17700,17800,17350,17650,133050,634400.0,35943340.0
2012-01-19,17500,17900,17200,17650,149093,634400.0,35943340.0
2012-01-20,17650,17900,17400,17600,173925,632603.0,35943340.0
2012-01-25,17750,18150,17350,17400,226751,625414.0,35943340.0
2012-01-26,17200,17850,17200,17850,136405,641589.0,35943340.0
2012-01-27,17600,18000,17500,18000,153587,646980.0,35943340.0
2012-01-30,17800,18200,17750,18100,209748,650574.0,35943340.0
2012-01-31,18100,18100,17750,18000,111466,646980.0,35943340.0
2012-02-01,17850,18300,17700,18300,150723,657763.0,35943340.0
2012-02-02,18350,18400,17650,17950,187028,645183.0,35943340.0
2012-02-03,17900,18500,17700,18500,241269,664952.0,35943340.0
2012-02-06,18700,18850,18100,18600,192545,668546.0,35943340.0
2012-02-07,18600,18950,18350,18950,135320,681126.0,35943340.0
2012-02-08,19000,19000,18350,18550,136294,666749.0,35943340.0
2012-02-09,18500,19250,18000,19250,243186,691909.0,35943340.0
2012-02-10,19100,19100,18600,18750,123031,673938.0,35943340.0
2012-02-13,18400,18700,18050,18300,143444,657763.0,35943340.0
2012-02-14,18250,18800,18200,18600,132618,668546.0,35943340.0
2012-02-15,18600,19000,18300,19000,162965,682923.0,35943340.0
2012-02-16,18600,18950,18450,18650,75748,670343.0,35943340.0
2012-02-17,18800,19000,18450,18450,63353,663155.0,35943340.0
2012-02-20,18500,18750,17850,18750,121236,673938.0,35943340.0
2012-02-21,18550,18950,18250,18850,101442,677532.0,35943340.0
2012-02-22,18900,18900,18500,18500,53976,664952.0,35943340.0
2012-02-23,18500,18900,18250,18600,70924,668546.0,35943340.0
2012-02-24,18650,18700,17950,18000,130956,646980.0,35943340.0
2012-02-27,17900,18050,17750,17750,113877,637994.0,35943340.0
2012-02-28,17650,17850,17550,17650,171050,634400.0,35943340.0
2012-02-29,17700,18100,17650,17850,193031,641589.0,35943340.0
2012-03-02,18050,18200,17950,18150,219069,652372.0,35943340.0
2012-03-05,18150,18200,17950,18100,201612,650574.0,35943340.0
2012-03-06,18000,18300,17600,17800,264533,639791.0,35943340.0
2012-03-07,17850,18150,17300,18100,227752,650574.0,35943340.0
2012-03-08,17950,18100,17650,17700,81860,636197.0,35943340.0
2012-03-09,17950,17950,17600,17700,42196,636197.0,35943340.0
2012-03-12,17800,18400,17800,18050,138524,648777.0,35943340.0
2012-03-13,17950,19100,17950,19100,247396,686518.0,35943340.0
2012-03-14,19050,19100,18700,18950,93505,681126.0,35943340.0
2012-03-15,18950,18950,18550,18750,93403,673938.0,35943340.0
2012-03-16,18750,18950,18600,18600,79933,668546.0,35943340.0
2012-03-19,18600,18750,17950,18150,133078,652372.0,35943340.0
2012-03-20,18050,18250,17550,17850,157877,641589.0,35943340.0
2012-03-21,17850,18000,17300,17700,174798,636197.0,35943340.0
2012-03-22,17600,18000,17500,17850,60324,641589.0,35943340.0
2012-03-23,17850,18100,17600,17850,37686,641589.0,35943340.0
2012-03-26,18100,18350,17900,18200,134297,654169.0,35943340.0
2012-03-27,18300,18450,18150,18300,65030,657763.0,35943340.0
2012-03-28,18400,19450,18200,19000,300893,682923.0,35943340.0
2012-03-29,18900,19500,18600,19300,148991,693706.0,35943340.0
2012-03-30,19400,19750,19150,19500,136865,700895.0,35943340.0
2012-04-02,19500,19700,19150,19350,85897,695504.0,35943340.0
