한미약품(128940),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-04-06,44500,44948,43900,44651,10797,470082.0,7887276.0
2012-04-09,43974,44649,43750,44202,8867,465349.0,7887276.0
2012-04-10,43824,45398,43824,44877,16040,472448.0,7887276.0
2012-04-12,44649,45848,44649,45552,14194,479546.0,7887276.0
2012-04-13,45323,45772,45173,45701,6616,481124.0,7887276.0
2012-04-16,45698,45922,45323,45628,14460,480335.0,7887276.0
2012-04-17,45622,45622,44649,45253,13847,476391.0,7887276.0
2012-04-18,44948,45622,44723,45402,12974,477969.0,7887276.0
2012-04-19,45398,45772,44873,45701,16450,481124.0,7887276.0
2012-04-20,45698,45996,45323,46001,19467,484279.0,7887276.0
2012-04-23,46071,46372,45398,46077,23312,485067.0,7887276.0
2012-04-24,45996,46821,45398,46674,19578,491377.0,7887276.0
2012-04-25,46673,47643,46596,47350,39763,498476.0,7887276.0
2012-04-26,47571,47643,46071,47049,25936,495321.0,7887276.0
2012-04-27,46971,46971,44948,44951,29353,473237.0,7887276.0
2012-04-30,44723,45475,42701,45102,38938,474814.0,7887276.0
2012-05-02,45098,45248,44199,45177,9795,475603.0,7887276.0
2012-05-03,44649,45698,44649,45177,18008,475603.0,7887276.0
2012-05-04,45173,45548,44500,44877,11462,472448.0,7887276.0
2012-05-07,44948,45025,43375,44951,16662,473237.0,7887276.0
2012-05-08,44273,44873,43375,44502,19949,468504.0,7887276.0
2012-05-09,44199,44948,43375,44951,25412,473237.0,7887276.0
2012-05-10,44873,44873,43450,44053,12440,463772.0,7887276.0
2012-05-11,43824,44049,42401,43453,32136,457462.0,7887276.0
2012-05-14,43001,43674,42701,43153,9939,454307.0,7887276.0
2012-05-15,42701,42775,41726,41731,11623,439321.0,7887276.0
2012-05-16,41877,41877,40528,41130,18847,433011.0,7887276.0
2012-05-17,41653,41726,40528,41130,5971,433011.0,7887276.0
2012-05-18,41129,41353,40077,40083,8846,421969.0,7887276.0
2012-05-21,40379,40752,38205,38584,42336,406195.0,7887276.0
2012-05-22,38954,40603,38880,39710,55826,418026.0,7887276.0
2012-05-23,40003,40003,39179,39260,13478,413293.0,7887276.0
2012-05-24,39330,39553,37757,39332,46403,414082.0,7887276.0
2012-05-25,39330,39403,38580,38958,28205,410138.0,7887276.0
2012-05-29,38431,39553,38431,39408,10516,414871.0,7887276.0
2012-05-30,39481,39481,38580,38884,86752,409350.0,7887276.0
2012-05-31,38505,38804,38205,38210,24775,402251.0,7887276.0
2012-06-01,38205,39030,38205,39033,20904,410927.0,7887276.0
2012-06-04,38205,39854,38054,39858,18044,419603.0,7887276.0
2012-06-05,39330,40902,39253,40458,35011,425913.0,7887276.0
2012-06-07,40752,41952,40603,41731,41783,439321.0,7887276.0
2012-06-08,41726,41952,40752,41731,46738,439321.0,7887276.0
2012-06-11,41952,41952,40752,40907,20618,430645.0,7887276.0
2012-06-12,40603,40827,39854,40382,30928,425124.0,7887276.0
2012-06-13,40379,40979,39780,40607,23641,427490.0,7887276.0
2012-06-14,40528,40979,40077,40083,77845,421969.0,7887276.0
2012-06-15,40379,43674,40229,43304,73738,455885.0,7887276.0
2012-06-18,43301,44948,42326,44877,129139,472448.0,7887276.0
2012-06-19,44573,45996,44350,45552,48048,479546.0,7887276.0
2012-06-20,46296,47421,45323,47200,91842,496898.0,7887276.0
2012-06-21,47643,50193,46596,49822,113285,524504.0,7887276.0
2012-06-22,49443,50043,47643,49822,56381,524504.0,7887276.0
2012-06-25,50268,50642,49294,50272,32580,529236.0,7887276.0
2012-06-26,50344,50791,48695,49972,38837,526081.0,7887276.0
2012-06-27,50493,50493,49519,50197,20579,528447.0,7887276.0
2012-06-28,49594,50493,49069,49897,17879,525293.0,7887276.0
2012-06-29,49294,50493,48994,49746,31004,523715.0,7887276.0
2012-07-02,49219,51615,48845,51545,37307,542645.0,7887276.0
2012-07-03,51691,52515,50717,52369,40684,551321.0,7887276.0
2012-07-04,51766,52290,50642,50871,19045,535546.0,7887276.0
2012-07-05,50642,51465,50344,50795,10342,534757.0,7887276.0
2012-07-06,50416,51542,50416,50945,4948,536335.0,7887276.0
2012-07-09,51615,51990,50717,51843,10089,545799.0,7887276.0
2012-07-10,51315,52290,51165,52070,19111,548166.0,7887276.0
2012-07-11,51465,53638,51465,53568,33112,563940.0,7887276.0
2012-07-12,53789,53789,52439,52445,14261,552109.0,7887276.0
2012-07-13,53189,53189,51315,51393,27215,541067.0,7887276.0
2012-07-16,50791,52066,50416,51393,17701,541067.0,7887276.0
2012-07-17,51542,52217,51393,52219,16718,549743.0,7887276.0
2012-07-18,51766,53189,51542,52144,12311,548954.0,7887276.0
2012-07-19,53115,54012,52366,54018,23367,568673.0,7887276.0
2012-07-20,54239,56186,53865,56115,81850,590757.0,7887276.0
2012-07-23,56261,57535,55063,57315,150527,603377.0,7887276.0
2012-07-24,56411,58059,55513,57464,42363,604954.0,7887276.0
2012-07-25,56711,59033,54912,58886,57358,619940.0,7887276.0
2012-07-26,57910,59858,57910,58961,27822,620729.0,7887276.0
2012-07-27,59707,59858,58434,59861,31286,630193.0,7887276.0
2012-07-30,59858,59932,59182,59936,13343,630982.0,7887276.0
2012-07-31,59858,61431,58808,61060,41123,642813.0,7887276.0
2012-08-01,61356,61431,60082,60086,22099,632560.0,7887276.0
2012-08-02,60681,61431,59783,61210,10597,644390.0,7887276.0
2012-08-03,61206,61506,60457,60609,8284,638081.0,7887276.0
2012-08-06,60308,61506,60157,60609,19524,638081.0,7887276.0
2012-08-07,60157,61729,59033,61734,34064,649912.0,7887276.0
2012-08-08,61655,62705,61431,62709,102209,660165.0,7887276.0
2012-08-09,62780,63603,61881,62108,36428,653855.0,7887276.0
2012-08-10,62180,65251,61955,64431,43435,678306.0,7887276.0
2012-08-13,63679,65102,63679,64431,32192,678306.0,7887276.0
2012-08-14,64802,64802,63153,63608,31914,669630.0,7887276.0
2012-08-16,63004,66075,62929,66081,55646,695658.0,7887276.0
2012-08-17,65701,66152,65251,65929,27666,694080.0,7887276.0
2012-08-20,66152,66152,62481,63308,54148,666475.0,7887276.0
2012-08-21,63679,63753,60157,61434,112814,646757.0,7887276.0
2012-08-22,61729,62403,59932,62408,66115,657010.0,7887276.0
2012-08-23,62554,62854,60757,60909,49197,641236.0,7887276.0
2012-08-24,60380,61805,60006,61359,52670,645968.0,7887276.0
2012-08-27,61729,61805,60457,61359,36800,645968.0,7887276.0
2012-08-28,60831,62630,60831,61959,42908,652278.0,7887276.0
2012-08-29,62255,62255,60905,61883,30777,651489.0,7887276.0
2012-08-30,61729,61955,60082,61734,34226,649912.0,7887276.0
2012-08-31,61431,62481,60906,61434,19777,646757.0,7887276.0
2012-09-03,61729,63828,60906,62633,30708,659376.0,7887276.0
2012-09-04,62105,65401,62105,65329,49945,687770.0,7887276.0
2012-09-05,64952,65326,63679,65030,33215,684616.0,7887276.0
2012-09-06,64427,65326,64128,64731,17700,681461.0,7887276.0
2012-09-07,64727,66075,64502,66081,27315,695658.0,7887276.0
2012-09-10,66152,66601,65251,65479,18929,689348.0,7887276.0
2012-09-11,64952,66152,64278,65181,16505,686193.0,7887276.0
2012-09-12,64727,65701,64128,65030,33600,684616.0,7887276.0
2012-09-13,64652,66825,64278,66829,35054,703545.0,7887276.0
2012-09-14,66825,68173,66152,67203,48408,707489.0,7887276.0
2012-09-17,66676,66749,63828,64505,60210,679094.0,7887276.0
2012-09-18,64578,66749,63753,66230,35495,697235.0,7887276.0
2012-09-19,65401,68173,65251,68178,46000,717742.0,7887276.0
2012-09-20,67200,71170,67200,71023,44333,747714.0,7887276.0
2012-09-21,70496,71919,68399,70425,44658,741404.0,7887276.0
2012-09-24,70122,71471,68622,68926,27993,725629.0,7887276.0
2012-09-25,68922,69972,68323,68551,19167,721686.0,7887276.0
2012-09-26,67423,68922,66451,68851,37310,724841.0,7887276.0
2012-09-27,68173,68848,66601,68551,23158,721686.0,7887276.0
2012-09-28,67800,70196,67125,70201,28114,739038.0,7887276.0
2012-10-02,70195,70195,67723,67802,32139,713798.0,7887276.0
2012-10-04,67800,68473,66451,66829,42250,703545.0,7887276.0
2012-10-05,66451,68173,66374,67279,52710,708277.0,7887276.0
2012-10-08,66525,67948,65701,66903,33531,704334.0,7887276.0
2012-10-09,66302,66601,65251,66081,36428,695658.0,7887276.0
2012-10-10,66002,68473,65027,67729,39015,713010.0,7887276.0
2012-10-11,66451,67273,65478,65778,39052,692503.0,7887276.0
2012-10-12,66002,72220,66002,71698,103798,754812.0,7887276.0
2012-10-15,72369,74915,70346,72822,81531,766643.0,7887276.0
2012-10-16,72818,74766,70871,74771,56130,787150.0,7887276.0
2012-10-17,74915,74915,73344,74694,43633,786361.0,7887276.0
2012-10-18,73868,74542,71095,71550,35016,753235.0,7887276.0
2012-10-19,71321,72594,67423,71100,40189,748502.0,7887276.0
2012-10-22,70046,72369,69672,71848,31821,756390.0,7887276.0
2012-10-23,71245,73267,70795,72521,38403,763488.0,7887276.0
2012-10-24,71694,77164,71694,77168,108675,812389.0,7887276.0
2012-10-25,76789,82783,75664,76794,106784,808446.0,7887276.0
2012-10-26,76415,76789,73045,76044,54776,800559.0,7887276.0
2012-10-29,76041,79037,74092,75670,54204,796615.0,7887276.0
2012-10-30,77164,79786,74915,78665,114860,828164.0,7887276.0
2012-10-31,79412,83906,79412,82785,79952,871544.0,7887276.0
2012-11-01,82783,86154,79786,84659,79222,891262.0,7887276.0
2012-11-02,83532,86529,82408,83911,53208,883375.0,7887276.0
2012-11-05,85405,88777,84281,88406,85545,930699.0,7887276.0
2012-11-06,89525,90650,86529,87657,78725,922811.0,7887276.0
2012-11-07,86903,88401,84281,86158,62144,907037.0,7887276.0
2012-11-08,85780,91399,85405,88406,72230,930699.0,7887276.0
2012-11-09,87278,92148,87278,90653,45571,954360.0,7887276.0
2012-11-12,91773,97393,89525,97021,81259,1021402.0,7887276.0
2012-11-13,98516,98516,92148,92151,78489,970135.0,7887276.0
2012-11-14,92148,93646,88026,88406,107173,930699.0,7887276.0
2012-11-15,86903,90650,86529,89529,80844,942529.0,7887276.0
2012-11-16,89900,90650,83532,90653,85166,954360.0,7887276.0
2012-11-19,91773,92896,88401,92900,49655,978022.0,7887276.0
2012-11-20,94394,97017,91773,97021,66982,1021402.0,7887276.0
2012-11-21,96268,97393,95520,97021,40883,1021402.0,7887276.0
2012-11-22,97392,97392,93645,94399,34535,993797.0,7887276.0
2012-11-23,94022,95145,89900,93275,47622,981966.0,7887276.0
2012-11-26,93271,97767,93271,93275,26370,981966.0,7887276.0
2012-11-27,93646,95145,85030,85035,111667,895206.0,7887276.0
2012-11-28,86529,88777,84656,85409,58289,899149.0,7887276.0
2012-11-29,85405,90650,85405,90653,62433,954360.0,7887276.0
2012-11-30,89900,92522,89525,92526,18458,974079.0,7887276.0
2012-12-03,91399,92896,89151,89154,29918,938586.0,7887276.0
2012-12-04,89151,92896,88401,92151,28563,970135.0,7887276.0
2012-12-05,92522,94770,92148,93275,33407,981966.0,7887276.0
2012-12-06,92148,93271,88401,88406,80898,930699.0,7887276.0
2012-12-07,89525,90650,83157,87657,57689,922811.0,7887276.0
2012-12-10,86529,88777,85030,88406,35658,930699.0,7887276.0
2012-12-11,87278,87653,82408,82413,56634,867600.0,7887276.0
2012-12-12,83906,89900,83157,87282,62658,918868.0,7887276.0
2012-12-13,87278,92522,87278,92526,60006,974079.0,7887276.0
2012-12-14,92522,93646,85030,93649,96376,985910.0,7887276.0
2012-12-17,94770,94770,88401,88406,76317,930699.0,7887276.0
2012-12-18,89151,92896,89151,91777,42300,966191.0,7887276.0
2012-12-20,91773,94394,89900,90653,47284,954360.0,7887276.0
2012-12-21,91399,93271,86903,91777,93740,966191.0,7887276.0
2012-12-24,91773,93646,90650,90653,25963,954360.0,7887276.0
2012-12-26,89900,94022,88777,91402,84325,962248.0,7887276.0
2012-12-27,93361,95714,91792,94933,30276,954360.0,7887276.0
2012-12-28,95714,98460,94144,94541,44378,950417.0,7887276.0
2013-01-02,95322,96891,94144,94933,36496,954360.0,7887276.0
2013-01-03,95714,96108,92575,95325,69397,958304.0,7887276.0
2013-01-04,95322,99636,94144,99640,71970,1001684.0,7887276.0
2013-01-07,100422,107875,100028,106701,106318,1072670.0,7887276.0
2013-01-08,106699,109444,105129,105525,70561,1060839.0,7887276.0
2013-01-09,106306,109836,104345,109055,71158,1096331.0,7887276.0
2013-01-10,110621,111012,105913,108662,65861,1092388.0,7887276.0
2013-01-11,109051,110229,106699,110231,69439,1108162.0,7887276.0
2013-01-14,110229,112190,107875,108662,66018,1092388.0,7887276.0
2013-01-15,107875,109444,105913,105917,51479,1064782.0,7887276.0
2013-01-16,105913,108659,105520,106701,32080,1072670.0,7887276.0
2013-01-17,108266,108266,104737,107878,26899,1084500.0,7887276.0
2013-01-18,107091,108659,105913,107485,24951,1134513.0,8281116.0
2013-01-21,108266,108266,104737,107092,29271,1130372.0,8281116.0
2013-01-22,106306,107091,104345,105525,41198,1113810.0,8281116.0
2013-01-23,106306,106699,104737,105917,42608,1117951.0,8281116.0
2013-01-24,105129,106699,98853,105133,94130,1109670.0,8281116.0
2013-01-25,105129,107091,103561,106701,54927,1126232.0,8281116.0
2013-01-28,107483,107875,104345,104347,27047,1101388.0,8281116.0
2013-01-29,103952,106699,103167,105525,28792,1113810.0,8281116.0
2013-01-30,105913,111404,105520,110624,93924,1167637.0,8281116.0
2013-01-31,110621,110621,108266,108271,37533,1142794.0,8281116.0
2013-02-01,108266,109836,107091,107878,44973,1138653.0,8281116.0
2013-02-04,109051,111012,107483,108271,49463,1142794.0,8281116.0
2013-02-05,107483,108659,103167,108662,48828,1146935.0,8281116.0
2013-02-06,108266,109444,107091,109055,29805,1151075.0,8281116.0
2013-02-07,109051,111798,107875,111409,74277,1175918.0,8281116.0
2013-02-08,111404,111404,106699,107878,96336,1138653.0,8281116.0
2013-02-12,106699,107091,103952,104347,54479,1101388.0,8281116.0
2013-02-13,103952,106306,103952,105133,37150,1109670.0,8281116.0
2013-02-14,104737,106306,101992,105133,84000,1109670.0,8281116.0
2013-02-15,105913,108266,105520,108271,34305,1142794.0,8281116.0
2013-02-18,108266,108266,105129,107485,37510,1134513.0,8281116.0
2013-02-19,107483,108266,105520,106701,41282,1126232.0,8281116.0
2013-02-20,106699,107875,105520,107092,47189,1130372.0,8281116.0
2013-02-21,107483,108659,105520,105917,30452,1117951.0,8281116.0
2013-02-22,106306,110621,106306,110231,52256,1163497.0,8281116.0
2013-02-25,110229,112584,109051,111801,50923,1180059.0,8281116.0
2013-02-26,112190,118075,111012,117294,74471,1238027.0,8281116.0
2013-02-27,117290,120035,114936,119254,57128,1258730.0,8281116.0
2013-02-28,119642,119642,117290,119254,42033,1258730.0,8281116.0
2013-03-04,118468,124352,118075,119254,43035,1258730.0,8281116.0
2013-03-05,120035,123960,120035,123178,44534,1300135.0,8281116.0
2013-03-06,123959,125526,120035,120038,47110,1267011.0,8281116.0
2013-03-07,118859,122781,118468,120432,28379,1271151.0,8281116.0
2013-03-08,120035,123960,118859,123178,53571,1300135.0,8281116.0
2013-03-11,122390,129058,121212,128669,61423,1358103.0,8281116.0
2013-03-12,129450,130628,125527,127100,55544,1341541.0,8281116.0
2013-03-13,127097,129450,126313,127493,31516,1345681.0,8281116.0
2013-03-14,127097,127883,125527,127884,21700,1349822.0,8281116.0
2013-03-15,127097,128667,125135,125139,39562,1320838.0,8281116.0
2013-03-18,124744,127097,122781,122785,21809,1295995.0,8281116.0
2013-03-19,124744,129450,123959,128669,34094,1358103.0,8281116.0
2013-03-20,129058,129058,123174,123178,48774,1300135.0,8281116.0
2013-03-21,123960,124744,120428,121216,37473,1279432.0,8281116.0
2013-03-22,120819,126313,120819,125531,44073,1324979.0,8281116.0
2013-03-25,125920,125920,121997,123178,37638,1300135.0,8281116.0
2013-03-26,123565,124744,121605,122785,26949,1295995.0,8281116.0
2013-03-27,123174,124352,120819,123178,47524,1300135.0,8281116.0
2013-03-28,123960,126313,123174,125924,30286,1329119.0,8281116.0
2013-03-29,125919,132980,125527,130629,91244,1378806.0,8281116.0
2013-04-01,131019,131804,128275,129844,28810,1370525.0,8281116.0
2013-04-02,129844,132981,128275,132984,61771,1403649.0,8281116.0
2013-04-03,131804,132981,128667,130237,75905,1374665.0,8281116.0
2013-04-04,129058,129844,125920,127100,55512,1341541.0,8281116.0
2013-04-05,127097,129449,123960,124353,44424,1312557.0,8281116.0
2013-04-08,123174,124744,117682,118861,82393,1254589.0,8281116.0
2013-04-09,118859,123174,115328,120824,114997,1275292.0,8281116.0
2013-04-10,121605,124352,118859,120824,48455,1275292.0,8281116.0
2013-04-11,121997,129058,121605,128276,83423,1353962.0,8281116.0
2013-04-12,128275,131411,127097,127884,61500,1349822.0,8281116.0
2013-04-15,129844,129844,126703,128669,44269,1358103.0,8281116.0
2013-04-16,127883,129844,125920,127100,79384,1341541.0,8281116.0
2013-04-17,128275,129058,124352,125531,49596,1324979.0,8281116.0
2013-04-18,124744,127097,124352,126316,36200,1333260.0,8281116.0
2013-04-19,125920,126703,120819,121608,67343,1283573.0,8281116.0
2013-04-22,120819,126313,120819,125924,42862,1329119.0,8281116.0
2013-04-23,125135,127489,124744,126316,32999,1333260.0,8281116.0
2013-04-24,127489,127489,124352,124353,49767,1312557.0,8281116.0
2013-04-25,125135,125920,122781,125139,38120,1320838.0,8281116.0
2013-04-26,123960,125135,123174,125139,41912,1320838.0,8281116.0
2013-04-29,125135,128667,124352,128276,61155,1353962.0,8281116.0
2013-04-30,128667,129844,126313,127493,59244,1345681.0,8281116.0
2013-05-02,127097,130236,126703,129455,54039,1366384.0,8281116.0
2013-05-03,129844,141218,129844,141222,151872,1490601.0,8281116.0
2013-05-06,142396,142396,135334,135729,106229,1432633.0,8281116.0
2013-05-07,136512,138866,134941,138476,47269,1461617.0,8281116.0
2013-05-08,138474,139258,136904,139261,34615,1469898.0,8281116.0
2013-05-09,140435,140435,134551,134947,45837,1424352.0,8281116.0
2013-05-10,135334,138474,134159,135729,45713,1432633.0,8281116.0
2013-05-13,134941,135728,130628,134160,36762,1416071.0,8281116.0
2013-05-14,134941,135334,129058,132592,67011,1399509.0,8281116.0
2013-05-15,132588,132981,129844,132984,26854,1403649.0,8281116.0
2013-05-16,132196,133767,130236,131808,39162,1391227.0,8281116.0
2013-05-20,130236,131411,125135,128669,81123,1358103.0,8281116.0
2013-05-21,128274,131018,126312,130629,47558,1378806.0,8281116.0
2013-05-22,132196,133373,129058,129455,58195,1366384.0,8281116.0
2013-05-23,130628,132196,128275,128276,45353,1353962.0,8281116.0
2013-05-24,129449,131411,127489,131024,22309,1382946.0,8281116.0
2013-05-27,131411,132981,128667,131024,28837,1382946.0,8281116.0
2013-05-28,131411,136904,130236,135729,72861,1432633.0,8281116.0
2013-05-29,136512,137295,134159,135338,35953,1428493.0,8281116.0
2013-05-30,135334,135728,129058,132200,60257,1395368.0,8281116.0
2013-05-31,132588,136121,129450,133377,48046,1407790.0,8281116.0
2013-06-03,132588,135334,131019,132200,28606,1395368.0,8281116.0
2013-06-04,132981,133373,121997,123961,128908,1308416.0,8281116.0
2013-06-05,122390,125920,121605,123961,62707,1308416.0,8281116.0
2013-06-07,124352,125527,121605,121608,39345,1283573.0,8281116.0
2013-06-10,121605,126703,121212,122392,52669,1291854.0,8281116.0
2013-06-11,121997,128667,121997,127884,57878,1349822.0,8281116.0
2013-06-12,127489,134941,126313,132200,67749,1395368.0,8281116.0
2013-06-13,131804,136121,128667,136122,68762,1436774.0,8281116.0
2013-06-14,136121,136904,132196,133377,35401,1407790.0,8281116.0
2013-06-17,133373,134941,129844,132984,44732,1403649.0,8281116.0
2013-06-18,134159,134159,130628,131808,31467,1391227.0,8281116.0
2013-06-19,131804,132981,129844,131416,32429,1387087.0,8281116.0
2013-06-20,131019,131019,127097,127884,47930,1349822.0,8281116.0
2013-06-21,124352,126703,123174,125924,37188,1329119.0,8281116.0
2013-06-24,126703,127489,123960,123961,29145,1308416.0,8281116.0
2013-06-25,124352,125920,118075,120432,59234,1271151.0,8281116.0
2013-06-26,122390,122390,112190,116508,90349,1229746.0,8281116.0
2013-06-27,116506,119642,112975,115723,99078,1221465.0,8281116.0
2013-06-28,116896,120428,116113,118468,87760,1250449.0,8281116.0
2013-07-01,118859,120428,116896,119647,35437,1262870.0,8281116.0
2013-07-02,118468,120819,116113,120824,49674,1275292.0,8281116.0
2013-07-03,120036,120819,118075,119647,31182,1262870.0,8281116.0
2013-07-04,120035,120428,114544,115333,65562,1217324.0,8281116.0
2013-07-05,116506,119251,116113,118078,52695,1246308.0,8281116.0
2013-07-08,118075,118468,109051,111017,90928,1171778.0,8281116.0
2013-07-09,111798,112975,107875,110231,58108,1163497.0,8281116.0
2013-07-10,110229,113368,109836,113370,37287,1196621.0,8281116.0
2013-07-11,113759,115328,112975,113763,36861,1200762.0,8281116.0
2013-07-12,113759,114544,111012,113763,40810,1200762.0,8281116.0
2013-07-15,113759,114936,111012,114940,53944,1213183.0,8281116.0
2013-07-16,115328,115328,112584,112585,34654,1188340.0,8281116.0
2013-07-17,113368,114936,111012,114154,62957,1204902.0,8281116.0
2013-07-18,114544,120819,114151,119647,99139,1262870.0,8281116.0
2013-07-19,120819,121211,117289,120038,55993,1267011.0,8281116.0
2013-07-22,121997,125135,121605,123961,77089,1308416.0,8281116.0
2013-07-23,123960,125135,122390,122785,25803,1295995.0,8281116.0
2013-07-24,121997,123174,119251,120824,41444,1275292.0,8281116.0
2013-07-25,121604,122780,119642,120038,28028,1267011.0,8281116.0
2013-07-26,121212,123174,119642,122785,33728,1295995.0,8281116.0
2013-07-29,123174,127489,122781,127100,56316,1341541.0,8281116.0
2013-07-30,127883,127883,125135,126709,35777,1337400.0,8281116.0
2013-07-31,127097,134551,126313,131808,80701,1391227.0,8281116.0
2013-08-01,131411,131411,118859,119647,337047,1262870.0,8281116.0
2013-08-02,119642,121605,118075,119647,105490,1262870.0,8281116.0
2013-08-05,121212,122781,119642,120824,54033,1275292.0,8281116.0
2013-08-06,121212,123565,120428,121608,65707,1283573.0,8281116.0
2013-08-07,129058,133373,123960,125139,187679,1320838.0,8281116.0
2013-08-08,125135,128667,123174,128276,96830,1353962.0,8281116.0
2013-08-09,127883,129449,126313,126316,71549,1333260.0,8281116.0
2013-08-12,125135,126313,120819,122000,62383,1287714.0,8281116.0
2013-08-13,121997,123174,118075,120824,97363,1275292.0,8281116.0
2013-08-14,120819,122390,119251,120432,58609,1271151.0,8281116.0
2013-08-16,118468,120428,118075,119647,46524,1262870.0,8281116.0
2013-08-19,120035,120035,118075,118468,44181,1250449.0,8281116.0
2013-08-20,117682,119642,115721,115723,69131,1221465.0,8281116.0
2013-08-21,116506,116506,110229,112977,73649,1192481.0,8281116.0
2013-08-22,110229,111012,106699,109446,83980,1155216.0,8281116.0
2013-08-23,110621,113758,110229,110624,60759,1167637.0,8281116.0
2013-08-26,111798,112190,109051,111409,45135,1175918.0,8281116.0
2013-08-27,110229,112584,104737,107485,110851,1134513.0,8281116.0
2013-08-28,103561,109051,103561,108271,40247,1142794.0,8281116.0
2013-08-29,107483,109444,106699,108271,47579,1142794.0,8281116.0
2013-08-30,108266,109051,104345,104347,71164,1101388.0,8281116.0
2013-09-02,104737,109051,103561,109055,48531,1151075.0,8281116.0
2013-09-03,109444,111798,108266,110624,60577,1167637.0,8281116.0
2013-09-04,110229,111404,106699,108662,44404,1146935.0,8281116.0
2013-09-05,108659,111404,107875,111017,28097,1171778.0,8281116.0
2013-09-06,110621,110621,106699,108271,47736,1142794.0,8281116.0
2013-09-09,107483,109836,105520,105917,63433,1117951.0,8281116.0
2013-09-10,105520,106699,103952,103956,74075,1097248.0,8281116.0
2013-09-11,104737,107091,104345,106701,67926,1126232.0,8281116.0
2013-09-12,107875,111404,106306,111409,81624,1175918.0,8281116.0
2013-09-13,111404,111798,110229,111409,49818,1175918.0,8281116.0
2013-09-16,111798,112583,107875,108271,71666,1142794.0,8281116.0
2013-09-17,108659,108659,104737,106310,76142,1122091.0,8281116.0
2013-09-23,106306,107875,105520,107878,40019,1138653.0,8281116.0
2013-09-24,107091,111012,106699,110624,73421,1167637.0,8281116.0
2013-09-25,111404,113759,110621,113370,82018,1196621.0,8281116.0
2013-09-26,112584,116113,111798,114154,63095,1204902.0,8281116.0
2013-09-27,113759,116113,111798,114547,65165,1209043.0,8281116.0
2013-09-30,113759,116113,112975,112977,52946,1192481.0,8281116.0
2013-10-01,112975,114544,111798,112194,28899,1184200.0,8281116.0
2013-10-02,113759,115721,112975,115333,48934,1217324.0,8281116.0
2013-10-04,114936,115721,112584,113370,30781,1196621.0,8281116.0
2013-10-07,114151,114544,111404,112977,36476,1192481.0,8281116.0
2013-10-08,112190,112583,110621,112194,22786,1184200.0,8281116.0
2013-10-10,111798,112975,108659,109055,47834,1151075.0,8281116.0
2013-10-11,110229,110621,108659,109840,28794,1159356.0,8281116.0
2013-10-14,109051,109836,107483,108662,24248,1146935.0,8281116.0
2013-10-15,108659,111404,108659,111017,21066,1171778.0,8281116.0
2013-10-16,111012,111404,108266,108662,26745,1146935.0,8281116.0
2013-10-17,109051,109836,104345,104740,66715,1105529.0,8281116.0
2013-10-18,103952,106306,102382,104740,65053,1105529.0,8281116.0
2013-10-21,104737,106699,103167,104347,59362,1101388.0,8281116.0
2013-10-22,105520,105913,103952,105133,63421,1109670.0,8281116.0
2013-10-23,106306,106699,104737,105525,36515,1113810.0,8281116.0
2013-10-24,105520,106699,103167,106310,56137,1122091.0,8281116.0
2013-10-25,106306,106306,104345,105133,26949,1109670.0,8281116.0
2013-10-28,105129,105913,103561,104740,23393,1105529.0,8281116.0
2013-10-29,104737,106306,104737,105525,20175,1113810.0,8281116.0
2013-10-30,105913,108266,101207,101600,106127,1072405.0,8281116.0
2013-10-31,102382,103561,100422,101209,71048,1068264.0,8281116.0
2013-11-01,101992,103167,96891,99249,118715,1047561.0,8281116.0
2013-11-04,99636,100028,97283,99249,32667,1047561.0,8281116.0
2013-11-05,98853,99636,94537,95717,75027,1010296.0,8281116.0
2013-11-06,95714,95714,94144,94541,36174,997874.0,8281116.0
2013-11-07,94930,96499,93361,94541,28002,997874.0,8281116.0
2013-11-08,92969,94537,91792,92186,61056,973031.0,8281116.0
2013-11-11,91399,92185,87868,88657,51353,935766.0,8281116.0
2013-11-12,87868,93753,87868,92186,40635,973031.0,8281116.0
2013-11-13,91399,94144,91006,92970,37834,981312.0,8281116.0
2013-11-14,92185,96108,92185,93364,55603,985453.0,8281116.0
2013-11-15,92575,95714,92575,95717,39658,1010296.0,8281116.0
2013-11-18,95714,101207,95322,98070,69054,1035140.0,8281116.0
2013-11-19,97676,100422,97283,98463,52897,1039280.0,8281116.0
2013-11-20,98460,100422,97676,98463,27127,1039280.0,8281116.0
2013-11-21,98460,98853,96108,97286,27124,1026858.0,8281116.0
2013-11-22,97676,98853,95714,98463,23571,1039280.0,8281116.0
2013-11-25,98068,102775,98068,102387,45719,1080686.0,8281116.0
2013-11-26,101599,102382,100028,101209,33283,1068264.0,8281116.0
2013-11-27,101992,102775,100814,102387,27224,1080686.0,8281116.0
2013-11-28,102775,103167,99636,99640,52743,1051702.0,8281116.0
2013-11-29,92185,97676,91792,97678,246473,1030999.0,8281116.0
2013-12-02,101207,101207,98068,99640,67477,1051702.0,8281116.0
2013-12-03,98853,100422,97283,99249,27311,1047561.0,8281116.0
2013-12-04,97676,100422,97676,99640,23063,1051702.0,8281116.0
2013-12-05,98853,100028,98068,99640,18106,1051702.0,8281116.0
2013-12-06,98460,99636,94537,94541,40530,997874.0,8281116.0
2013-12-09,96108,96108,91006,94933,36784,1002015.0,8281116.0
2013-12-10,94537,96891,94537,96895,25416,1022718.0,8281116.0
