한세엠케이(069640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-20,8333,8366,7933,8233,40531,98800.0,8000000.0
2011-12-21,8133,9333,8133,9200,73462,110400.0,8000000.0
2011-12-22,9233,9233,8900,9100,13620,109200.0,8000000.0
2011-12-23,9099,9199,9033,9133,15021,109600.0,8000000.0
2011-12-26,9133,9266,8600,8767,34820,105200.0,8000000.0
2011-12-27,8800,9066,8666,8700,19541,104400.0,8000000.0
2011-12-28,8700,8733,8466,8567,15519,102800.0,8000000.0
2011-12-29,8333,8933,8266,8433,16899,101200.0,8000000.0
2012-01-02,8433,8666,8433,8667,7670,104000.0,8000000.0
2012-01-03,8933,8933,8499,8533,10326,102400.0,8000000.0
2012-01-04,8733,8766,8533,8667,16833,104000.0,8000000.0
2012-01-05,9133,9133,8666,8733,13108,104800.0,8000000.0
2012-01-06,8599,8799,8399,8533,24475,102400.0,8000000.0
2012-01-09,8433,8433,7266,8267,19981,99200.0,8000000.0
2012-01-10,8033,8400,7966,8000,93075,96000.0,8000000.0
2012-01-11,8066,8400,7833,8000,69174,96000.0,8000000.0
2012-01-12,8066,8166,7900,8067,43837,96800.0,8000000.0
2012-01-13,8033,8266,8033,8100,39292,97200.0,8000000.0
2012-01-16,8066,8066,7833,7867,28225,94400.0,8000000.0
2012-01-17,7866,8133,7833,7867,34878,94400.0,8000000.0
2012-01-18,7966,8533,7933,8400,85402,100800.0,8000000.0
2012-01-19,8399,8633,8266,8333,45941,100000.0,8000000.0
2012-01-20,8333,8333,7766,7867,118281,94400.0,8000000.0
2012-01-25,7866,7933,7600,7700,68701,92400.0,8000000.0
2012-01-26,7800,8000,7700,8000,58700,96000.0,8000000.0
2012-01-27,7933,8133,7900,7933,35990,95200.0,8000000.0
2012-01-30,7866,7966,7633,7700,67030,92400.0,8000000.0
2012-01-31,7733,7800,7600,7800,49494,93600.0,8000000.0
2012-02-01,7866,8466,7733,8367,114859,100400.0,8000000.0
2012-02-02,8466,8566,8266,8500,91994,102000.0,8000000.0
2012-02-03,8499,8499,8199,8433,35817,101200.0,8000000.0
2012-02-06,8433,8433,8066,8067,53701,96800.0,8000000.0
2012-02-07,8000,8166,7966,8033,40775,96400.0,8000000.0
2012-02-08,8033,8033,7800,7900,84884,94800.0,8000000.0
2012-02-09,7900,7933,7733,7900,53187,94800.0,8000000.0
2012-02-10,7900,8000,7733,7933,41333,95200.0,8000000.0
2012-02-13,7966,8666,7933,8600,160856,103200.0,8000000.0
2012-02-14,8666,8766,8399,8533,101894,102400.0,8000000.0
2012-02-15,8533,9233,8433,9033,79355,108400.0,8000000.0
2012-02-16,9000,9300,8833,8867,123803,106400.0,8000000.0
2012-02-17,9000,9000,8400,8567,123989,102800.0,8000000.0
2012-02-20,8633,8733,8466,8600,59022,103200.0,8000000.0
2012-02-21,8633,8833,8400,8567,119451,102800.0,8000000.0
2012-02-22,8466,8633,8399,8433,38724,101200.0,8000000.0
2012-02-23,8500,8633,8333,8367,34920,100400.0,8000000.0
2012-02-24,8400,8800,8366,8700,78070,104400.0,8000000.0
2012-02-27,8733,8766,8500,8600,42762,103200.0,8000000.0
2012-02-28,8533,8666,8300,8367,44016,100400.0,8000000.0
2012-02-29,8366,8466,8066,8133,53510,97600.0,8000000.0
2012-03-02,8200,8333,8133,8300,32688,99600.0,8000000.0
2012-03-05,8299,8466,8266,8333,31096,100000.0,8000000.0
2012-03-06,8433,8966,8400,8900,172970,106800.0,8000000.0
2012-03-07,8700,9033,8666,8900,89388,106800.0,8000000.0
2012-03-08,9066,9200,8666,8867,76043,106400.0,8000000.0
2012-03-09,8866,8966,8666,8667,52374,104000.0,8000000.0
2012-03-12,8700,9100,8666,9000,116005,108000.0,8000000.0
2012-03-13,9033,9466,9033,9233,119191,110800.0,8000000.0
2012-03-14,9333,9333,9099,9133,38245,109600.0,8000000.0
2012-03-15,9133,9133,8799,9133,56301,109600.0,8000000.0
2012-03-16,9266,9266,8966,9000,22437,108000.0,8000000.0
2012-03-19,8866,8966,8633,8633,36687,103600.0,8000000.0
2012-03-20,8599,8733,8466,8633,24744,103600.0,8000000.0
2012-03-21,8633,8800,8500,8700,31564,104400.0,8000000.0
2012-03-22,8700,8766,8166,8300,51892,99600.0,8000000.0
2012-03-23,8133,8366,8100,8200,39007,98400.0,8000000.0
2012-03-26,8233,8233,7933,8067,32031,96800.0,8000000.0
2012-03-27,8200,8200,7966,7967,26847,95600.0,8000000.0
2012-03-28,7900,7966,7766,7967,28831,95600.0,8000000.0
2012-03-29,7833,7966,7733,7800,27121,93600.0,8000000.0
2012-03-30,7700,8000,7700,8000,12150,96000.0,8000000.0
2012-04-02,8066,8066,7966,8033,8118,96400.0,8000000.0
2012-04-03,8033,8066,7866,7933,25166,95200.0,8000000.0
2012-04-04,7933,8066,7700,7733,28904,92800.0,8000000.0
2012-04-05,7700,7833,7566,7600,30402,91200.0,8000000.0
2012-04-06,7666,7666,7266,7333,49058,88000.0,8000000.0
2012-04-09,7200,7333,7066,7067,34627,84800.0,8000000.0
2012-04-10,6833,7166,6800,7167,47219,86000.0,8000000.0
2012-04-12,7166,7300,6866,7000,25126,84000.0,8000000.0
2012-04-13,7066,7400,7033,7200,32541,86400.0,8000000.0
2012-04-16,7166,7233,7033,7033,15995,84400.0,8000000.0
2012-04-17,7033,7233,6900,7000,17240,84000.0,8000000.0
2012-04-18,7066,7100,6933,6933,16661,83200.0,8000000.0
2012-04-19,6866,7133,6866,7067,18201,84800.0,8000000.0
2012-04-20,7166,7200,6933,7000,15772,84000.0,8000000.0
2012-04-23,6933,7100,6866,6867,9466,82400.0,8000000.0
2012-04-24,6866,6900,6533,6833,44100,82000.0,8000000.0
2012-04-25,6866,6900,6633,6867,27400,82400.0,8000000.0
2012-04-26,6866,6900,6666,6833,18585,82000.0,8000000.0
2012-04-27,6933,7066,6866,7033,14028,84400.0,8000000.0
2012-04-30,7066,7100,6800,6800,11115,81600.0,8000000.0
2012-05-02,6733,6866,6733,6733,16324,80800.0,8000000.0
2012-05-03,6766,6866,6733,6733,9085,80800.0,8000000.0
2012-05-04,6700,6833,6666,6733,11220,80800.0,8000000.0
2012-05-07,6700,6766,6633,6733,6301,80800.0,8000000.0
2012-05-08,6733,6800,6646,6700,11701,80400.0,8000000.0
2012-05-09,6640,6666,6600,6607,12750,79280.0,8000000.0
2012-05-10,6600,6600,6313,6380,47006,76560.0,8000000.0
2012-05-11,6253,6393,6040,6200,35406,74400.0,8000000.0
2012-05-14,6080,6126,5900,5967,31101,71600.0,8000000.0
2012-05-15,5960,5960,5620,5927,37879,71120.0,8000000.0
2012-05-16,5893,5913,5620,5800,25020,69600.0,8000000.0
2012-05-17,5733,5926,5733,5747,10042,68960.0,8000000.0
2012-05-18,5766,5793,5506,5667,28312,68000.0,8000000.0
2012-05-21,5580,5813,5566,5727,14320,68720.0,8000000.0
2012-05-22,5726,5933,5726,5893,13621,70720.0,8000000.0
2012-05-23,5900,6140,5833,6127,12321,73520.0,8000000.0
2012-05-24,6146,6193,6013,6167,9811,74000.0,8000000.0
2012-05-25,6066,6160,6026,6060,6132,72720.0,8000000.0
2012-05-29,6006,6060,5913,5913,8591,70960.0,8000000.0
2012-05-30,5906,5906,5826,5887,5770,70640.0,8000000.0
2012-05-31,5880,5880,5786,5820,3131,69840.0,8000000.0
2012-06-01,5786,5826,5680,5827,13194,69920.0,8000000.0
2012-06-04,5600,5726,5560,5560,12100,66720.0,8000000.0
2012-06-05,5633,5653,5540,5627,5390,67520.0,8000000.0
2012-06-07,5706,5726,5560,5633,13562,67600.0,8000000.0
2012-06-08,5633,5633,5540,5587,7811,67040.0,8000000.0
2012-06-11,5633,5853,5606,5853,13224,70240.0,8000000.0
2012-06-12,5920,5920,5613,5727,11652,68720.0,8000000.0
2012-06-13,5720,5786,5666,5667,7379,68000.0,8000000.0
2012-06-14,5666,5740,5613,5707,2791,68480.0,8000000.0
2012-06-15,5766,5766,5646,5720,5181,68640.0,8000000.0
2012-06-18,5793,5860,5726,5747,12527,68960.0,8000000.0
2012-06-19,5746,5806,5646,5673,10079,68080.0,8000000.0
2012-06-20,5666,5800,5666,5767,8022,69200.0,8000000.0
2012-06-21,5806,5933,5700,5827,16053,69920.0,8000000.0
2012-06-22,5820,5820,5700,5733,5622,68800.0,8000000.0
2012-06-25,5740,5740,5600,5627,10710,67520.0,8000000.0
2012-06-26,5540,5613,5526,5547,12080,66560.0,8000000.0
2012-06-27,5533,5586,5466,5567,6822,66800.0,8000000.0
2012-06-28,5626,5626,5506,5567,4100,66800.0,8000000.0
2012-06-29,5566,5586,5433,5533,5263,66400.0,8000000.0
2012-07-02,5606,5606,5500,5553,7706,66640.0,8000000.0
2012-07-03,5533,5666,5533,5647,7856,67760.0,8000000.0
2012-07-04,5706,5786,5653,5727,12460,68720.0,8000000.0
2012-07-05,5706,5793,5666,5700,13688,68400.0,8000000.0
2012-07-06,5766,5766,5653,5660,9741,67920.0,8000000.0
2012-07-09,5633,5666,5500,5560,12860,66720.0,8000000.0
2012-07-10,5493,5633,5480,5533,6494,66400.0,8000000.0
2012-07-11,5593,5593,5480,5533,5871,66400.0,8000000.0
2012-07-12,5493,5526,5480,5500,6461,66000.0,8000000.0
2012-07-13,5500,5546,5233,5413,13621,64960.0,8000000.0
2012-07-16,5360,5413,5333,5333,6215,64000.0,8000000.0
2012-07-17,5386,5386,5073,5140,20950,61680.0,8000000.0
2012-07-18,5113,5180,5000,5000,23751,60000.0,8000000.0
2012-07-19,5000,5126,5000,5113,14310,61360.0,8000000.0
2012-07-20,5193,5300,5073,5193,22870,62320.0,8000000.0
2012-07-23,5193,5240,4866,4993,21631,59920.0,8000000.0
2012-07-24,4960,5040,4880,4940,12382,59280.0,8000000.0
2012-07-25,4873,4920,4666,4707,19650,56480.0,8000000.0
2012-07-26,4726,4726,4466,4573,28820,54880.0,8000000.0
2012-07-27,4613,4660,4540,4620,12540,55440.0,8000000.0
2012-07-30,4620,4633,4413,4493,50870,53920.0,8000000.0
2012-07-31,4519,4593,4419,4567,20010,54800.0,8000000.0
2012-08-01,4593,4633,4566,4620,14620,55440.0,8000000.0
2012-08-02,4620,4680,4526,4573,15620,54880.0,8000000.0
2012-08-03,4526,4573,4419,4527,16500,54320.0,8000000.0
2012-08-06,4546,4593,4500,4580,13540,54960.0,8000000.0
2012-08-07,4580,4593,4533,4580,11250,54960.0,8000000.0
2012-08-08,4566,4693,4566,4600,16450,55200.0,8000000.0
2012-08-09,4600,4640,4533,4640,10030,55680.0,8000000.0
2012-08-10,4626,4653,4566,4653,14873,55840.0,8000000.0
2012-08-13,4653,4913,4646,4867,61845,58400.0,8000000.0
2012-08-14,4800,4866,4773,4800,19321,57600.0,8000000.0
2012-08-16,4800,4800,4700,4733,18401,56800.0,8000000.0
2012-08-17,4706,4773,4633,4667,23971,56000.0,8000000.0
2012-08-20,4673,4713,4646,4667,21310,56000.0,8000000.0
2012-08-21,4666,4680,4606,4620,19744,55440.0,8000000.0
2012-08-22,4600,4600,4533,4533,20188,54400.0,8000000.0
2012-08-23,4533,4693,4519,4647,29525,55760.0,8000000.0
2012-08-24,4600,4686,4540,4600,28522,55200.0,8000000.0
2012-08-27,4586,4639,4526,4587,26380,55040.0,8000000.0
2012-08-28,4579,4599,4499,4507,27312,54080.0,8000000.0
2012-08-29,4506,4740,4506,4740,41021,56880.0,8000000.0
2012-08-30,4720,4760,4640,4713,33390,56560.0,8000000.0
2012-08-31,4660,4833,4660,4813,28182,57760.0,8000000.0
2012-09-03,4840,5020,4793,4967,23822,59600.0,8000000.0
2012-09-04,4933,5093,4933,5000,35510,60000.0,8000000.0
2012-09-05,5013,5066,4900,5060,21836,60720.0,8000000.0
2012-09-06,5060,5380,5033,5233,40797,62800.0,8000000.0
2012-09-07,5260,5326,5206,5287,13905,63440.0,8000000.0
2012-09-10,5286,5286,5133,5173,11171,62080.0,8000000.0
2012-09-11,5200,5200,4800,5020,35471,60240.0,8000000.0
2012-09-12,5000,5066,4993,5060,8750,60720.0,8000000.0
2012-09-13,5020,5180,5020,5180,18267,62160.0,8000000.0
2012-09-14,5246,5246,5086,5180,16603,62160.0,8000000.0
2012-09-17,5200,5266,5133,5267,9444,63200.0,8000000.0
2012-09-18,5266,5266,5153,5260,11491,63120.0,8000000.0
2012-09-19,5213,5386,5213,5300,13462,63600.0,8000000.0
2012-09-20,5200,5313,5200,5300,25371,63600.0,8000000.0
2012-09-21,5300,5340,5246,5327,7136,63920.0,8000000.0
2012-09-24,5320,5346,5246,5320,8231,63840.0,8000000.0
2012-09-25,5206,5280,5120,5227,20991,62720.0,8000000.0
2012-09-26,5160,5233,5026,5173,19920,62080.0,8000000.0
2012-09-27,5066,5066,4933,5067,21247,60800.0,8000000.0
2012-09-28,5066,5133,4980,5127,8702,61520.0,8000000.0
2012-10-02,5120,5126,5026,5107,2710,61280.0,8000000.0
2012-10-04,5160,5160,4993,5087,16757,61040.0,8000000.0
2012-10-05,5033,5073,5000,5053,9045,60640.0,8000000.0
2012-10-08,5053,5053,4933,4940,15919,59280.0,8000000.0
2012-10-09,4926,5026,4913,5027,11554,60320.0,8000000.0
2012-10-10,5060,5780,5060,5780,176878,69360.0,8000000.0
2012-10-11,6460,6646,5500,5500,941202,66000.0,8000000.0
2012-10-12,5633,5773,5333,5427,142758,65120.0,8000000.0
2012-10-15,5533,5620,5100,5200,132152,62400.0,8000000.0
2012-10-16,5173,5193,4953,5107,61145,61280.0,8000000.0
2012-10-17,5106,5273,5053,5153,64385,61840.0,8000000.0
2012-10-18,5200,5640,5173,5480,119150,65760.0,8000000.0
2012-10-19,5533,5693,5453,5567,70787,66800.0,8000000.0
2012-10-22,5560,5726,5446,5627,58070,67520.0,8000000.0
2012-10-23,5693,5713,5526,5527,39489,66320.0,8000000.0
2012-10-24,5446,5620,5400,5400,38611,64800.0,8000000.0
2012-10-25,5406,5513,5233,5333,37660,64000.0,8000000.0
2012-10-26,5366,5366,5066,5233,36499,62800.0,8000000.0
2012-10-29,5120,5280,5120,5253,17604,63040.0,8000000.0
2012-10-30,5160,5680,5160,5567,30813,66800.0,8000000.0
2012-10-31,5600,5660,5506,5547,20350,66560.0,8000000.0
2012-11-01,5586,5586,5406,5413,37240,64960.0,8000000.0
2012-11-02,5506,6100,5506,6000,146521,72000.0,8000000.0
2012-11-05,5900,6293,5873,6260,81011,75120.0,8000000.0
2012-11-06,6180,6433,6013,6067,96491,72800.0,8000000.0
2012-11-07,6033,6246,5846,6013,32840,72160.0,8000000.0
2012-11-08,5953,5953,5840,5947,18100,71360.0,8000000.0
2012-11-09,5906,6153,5866,6120,28980,73440.0,8000000.0
2012-11-12,6186,6186,5873,5900,41230,70800.0,8000000.0
2012-11-13,5893,5893,5686,5700,45571,68400.0,8000000.0
2012-11-14,5686,5740,5280,5660,65270,67920.0,8000000.0
2012-11-15,5620,5866,5413,5867,42530,70400.0,8000000.0
2012-11-16,5866,5866,5613,5740,32122,68880.0,8000000.0
2012-11-19,5740,5866,5700,5740,15330,68880.0,8000000.0
2012-11-20,5733,6066,5686,6013,36040,72160.0,8000000.0
2012-11-21,5993,6200,5893,6027,40803,72320.0,8000000.0
2012-11-22,6066,6200,5933,6127,24600,73520.0,8000000.0
2012-11-23,6193,6193,5926,5947,23545,71360.0,8000000.0
2012-11-26,6000,6000,5673,5680,30471,68160.0,8000000.0
2012-11-27,5680,5713,5546,5627,21790,67520.0,8000000.0
2012-11-28,5626,5633,5533,5593,15311,67120.0,8000000.0
2012-11-29,5660,5720,5533,5707,27839,68480.0,8000000.0
2012-11-30,5673,5866,5666,5867,14775,70400.0,8000000.0
2012-12-03,5860,5920,5686,5853,17280,70240.0,8000000.0
2012-12-04,5840,5840,5746,5753,8400,69040.0,8000000.0
2012-12-05,5813,5893,5666,5793,18080,69520.0,8000000.0
2012-12-06,5760,5820,5666,5773,23964,69280.0,8000000.0
2012-12-07,5713,5833,5713,5833,14358,70000.0,8000000.0
2012-12-10,5833,6153,5833,6107,33470,73280.0,8000000.0
2012-12-11,6106,6106,5926,6000,14360,72000.0,8000000.0
2012-12-12,5900,6046,5886,6040,14601,72480.0,8000000.0
2012-12-13,6033,6033,5940,6020,5470,72240.0,8000000.0
2012-12-14,5946,6000,5806,5807,20314,69680.0,8000000.0
2012-12-17,5813,5866,5693,5800,14995,69600.0,8000000.0
2012-12-18,5826,5860,5746,5780,9360,69360.0,8000000.0
2012-12-20,5700,5780,5633,5647,12568,67760.0,8000000.0
2012-12-21,5646,5693,5466,5493,32880,65920.0,8000000.0
2012-12-24,5566,5600,5473,5540,14210,66480.0,8000000.0
2012-12-26,5486,5593,5466,5533,22060,66400.0,8000000.0
2012-12-27,5500,5586,5473,5587,17790,67040.0,8000000.0
2012-12-28,5586,5626,5533,5620,2780,67440.0,8000000.0
2013-01-02,5600,5646,5546,5627,12860,67520.0,8000000.0
2013-01-03,5620,5686,5546,5633,12690,67600.0,8000000.0
2013-01-04,5666,5666,5586,5627,4490,67520.0,8000000.0
2013-01-07,5686,5686,5533,5533,10460,66400.0,8000000.0
2013-01-08,5513,5593,5400,5593,29699,67120.0,8000000.0
2013-01-09,5593,5633,5520,5520,7176,66240.0,8000000.0
2013-01-10,5526,5546,5466,5507,10360,66080.0,8000000.0
2013-01-11,5506,5533,5440,5453,10000,65440.0,8000000.0
2013-01-14,5453,5633,5446,5627,17950,67520.0,8000000.0
2013-01-15,5546,5686,5473,5547,29230,66560.0,8000000.0
2013-01-16,5606,5846,5600,5800,31609,69600.0,8000000.0
2013-01-17,5800,5920,5800,5847,17347,70160.0,8000000.0
2013-01-18,5880,5900,5766,5853,15570,70240.0,8000000.0
2013-01-21,5780,5860,5713,5827,14082,69920.0,8000000.0
2013-01-22,5886,5886,5760,5780,8690,69360.0,8000000.0
2013-01-23,5786,5826,5740,5753,13130,69040.0,8000000.0
2013-01-24,5753,5820,5713,5813,10919,69760.0,8000000.0
2013-01-25,5773,5873,5733,5813,8610,69760.0,8000000.0
2013-01-28,5820,5973,5773,5973,37450,71680.0,8000000.0
2013-01-29,6113,6126,5933,6000,18693,72000.0,8000000.0
2013-01-30,6033,6033,5940,6000,11418,72000.0,8000000.0
2013-01-31,6000,6046,5900,6033,14820,72400.0,8000000.0
2013-02-01,6020,6020,5920,5967,6221,71600.0,8000000.0
2013-02-04,5893,5966,5806,5807,14435,69680.0,8000000.0
2013-02-05,5800,5800,5006,5673,16242,68080.0,8000000.0
2013-02-06,5586,5733,5553,5733,2500,68800.0,8000000.0
2013-02-07,5640,5946,5640,5933,20423,71200.0,8000000.0
2013-02-08,5973,6000,5846,5847,13980,70160.0,8000000.0
2013-02-12,5846,5866,5786,5853,7080,70240.0,8000000.0
2013-02-13,5813,5853,5733,5787,4903,69440.0,8000000.0
2013-02-14,5773,5786,5733,5787,4750,69440.0,8000000.0
2013-02-15,5793,5793,5673,5680,9267,68160.0,8000000.0
2013-02-18,5726,5806,5700,5767,3580,69200.0,8000000.0
2013-02-19,5746,5800,5706,5780,6530,69360.0,8000000.0
2013-02-20,5746,5866,5746,5753,7656,69040.0,8000000.0
2013-02-21,5780,5780,5700,5733,2830,68800.0,8000000.0
2013-02-22,5780,5780,5646,5733,16692,68800.0,8000000.0
2013-02-25,5753,5753,5646,5733,7700,68800.0,8000000.0
2013-02-26,5733,5740,5666,5740,2970,68880.0,8000000.0
