한성기업(003680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-24,4700,4850,4500,4510,47280,13417.0,2974988.0
1999-02-25,4500,4500,4250,4270,40350,12703.0,2974988.0
1999-02-26,4300,4580,4270,4500,47280,13387.0,2974988.0
1999-03-02,4310,4790,4310,4600,50180,13685.0,2974988.0
1999-03-03,4620,4700,4420,4510,27740,13417.0,2974988.0
1999-03-04,4520,4650,4510,4560,32520,13566.0,2974988.0
1999-03-05,4560,4670,4510,4600,25890,13685.0,2974988.0
1999-03-08,4780,4960,4660,4950,79770,14726.0,2974988.0
1999-03-09,5050,5200,4820,4900,105800,14577.0,2974988.0
1999-03-10,4900,5000,4800,4810,43740,14310.0,2974988.0
1999-03-11,5000,5100,4840,5100,61370,15172.0,2974988.0
1999-03-12,5120,5600,5120,5330,146660,15857.0,2974988.0
1999-03-15,5900,5900,5470,5470,99060,16273.0,2974988.0
1999-03-16,5500,5600,5350,5360,87960,15946.0,2974988.0
1999-03-17,5550,5550,5300,5300,90760,15767.0,2974988.0
1999-03-18,5220,5350,4950,5000,49430,14875.0,2974988.0
1999-03-19,4900,5290,4900,5100,61210,15172.0,2974988.0
1999-03-22,5150,5210,5010,5010,56230,14905.0,2974988.0
1999-03-23,5010,5150,4960,5020,49320,14934.0,2974988.0
1999-03-24,5050,5350,5000,5280,76580,15708.0,2974988.0
1999-03-25,5270,5840,5210,5510,177710,16392.0,2974988.0
1999-03-26,5540,5570,5310,5480,55120,16303.0,2974988.0
1999-03-29,5500,5500,5350,5370,41340,15976.0,2974988.0
1999-03-30,5260,5580,5260,5400,48100,16065.0,2974988.0
1999-03-31,5300,5590,5280,5320,32270,15827.0,2974988.0
1999-04-01,5300,5490,5300,5490,70160,16333.0,2974988.0
1999-04-02,5550,5600,5350,5500,50160,16362.0,2974988.0
1999-04-06,5530,5690,5320,5670,108490,16868.0,2974988.0
1999-04-07,5670,6000,5670,5700,104970,16957.0,2974988.0
1999-04-08,5800,5800,5550,5700,51440,16957.0,2974988.0
1999-04-09,5800,5810,5550,5600,61250,16660.0,2974988.0
1999-04-12,5600,5900,5410,5700,101650,16957.0,2974988.0
1999-04-13,5800,5960,5500,5600,102910,16660.0,2974988.0
1999-04-14,5560,5750,5350,5350,75900,15916.0,2974988.0
1999-04-15,5500,5690,5350,5390,100400,16035.0,2974988.0
1999-04-16,5460,5550,5250,5260,74320,15648.0,2974988.0
1999-04-19,5160,5380,5110,5220,47900,15529.0,2974988.0
1999-04-20,5120,5360,5120,5200,72830,15470.0,2974988.0
1999-04-21,5350,5600,5200,5300,86740,15767.0,2974988.0
1999-04-22,5420,5570,5300,5550,111450,16511.0,2974988.0
1999-04-23,5700,6230,5700,5950,336320,17701.0,2974988.0
1999-04-26,6360,6840,6300,6840,390610,20349.0,2974988.0
1999-04-27,6940,7270,6500,6860,224310,20408.0,2974988.0
1999-04-28,6600,7000,6500,6870,165830,20438.0,2974988.0
1999-04-29,7000,7400,6850,6850,147120,20379.0,2974988.0
1999-04-30,6900,7190,6610,6700,100400,19932.0,2974988.0
1999-05-03,6510,7370,6510,7100,160610,21122.0,2974988.0
1999-05-04,7300,7500,7100,7250,151850,21569.0,2974988.0
1999-05-06,7350,7930,7250,7600,157910,22610.0,2974988.0
1999-05-07,7650,8700,7650,8200,189520,24395.0,2974988.0
1999-05-10,8250,8500,7960,8500,134510,25287.0,2974988.0
1999-05-11,8550,9100,8280,8450,295180,25139.0,2974988.0
1999-05-12,8800,9000,8000,8300,151120,24692.0,2974988.0
1999-05-13,8120,8300,7800,7800,121980,23205.0,2974988.0
1999-05-14,7700,7800,7010,7300,58870,21717.0,2974988.0
1999-05-17,7100,7620,7010,7200,57210,21420.0,2974988.0
1999-05-18,7020,7500,7020,7200,54060,21420.0,2974988.0
1999-05-19,7500,7520,7250,7440,45090,22134.0,2974988.0
1999-05-20,7400,7400,6610,6900,43890,20527.0,2974988.0
1999-05-21,6900,7100,6850,7000,38130,20825.0,2974988.0
1999-05-24,7100,7250,7050,7110,36040,21152.0,2974988.0
1999-05-25,7120,7390,7000,7390,25850,21985.0,2974988.0
1999-05-26,7250,8100,7250,8010,94490,23830.0,2974988.0
1999-05-27,8050,8250,7800,7800,67600,23205.0,2974988.0
1999-05-28,7810,8500,7800,8450,149960,25139.0,2974988.0
1999-05-31,8600,9200,8500,8610,288810,25615.0,2974988.0
1999-06-01,8600,8780,8000,8600,103030,25585.0,2974988.0
1999-06-02,9290,9290,8450,8740,128290,26001.0,2974988.0
1999-06-03,8730,10050,8650,10050,492720,29899.0,2974988.0
1999-06-04,10150,11350,10150,10500,339200,31237.0,2974988.0
1999-06-07,10500,10900,9800,10550,144560,31386.0,2974988.0
1999-06-08,10400,11300,10300,10500,130490,31237.0,2974988.0
1999-06-09,10500,10950,10100,10100,125000,30047.0,2974988.0
1999-06-10,10100,10100,9300,9310,114200,27697.0,2974988.0
1999-06-11,10000,10300,9400,9400,93830,27965.0,2974988.0
1999-06-14,9400,9700,8700,8700,73900,25882.0,2974988.0
1999-06-15,8900,9000,7400,9000,61860,26775.0,2974988.0
1999-06-16,9100,9350,8520,9350,82720,27816.0,2974988.0
1999-06-17,9700,10600,9400,9900,176790,29452.0,2974988.0
1999-06-18,9610,9900,9400,9600,52350,28560.0,2974988.0
1999-06-21,9100,9700,9100,9300,62420,27667.0,2974988.0
1999-06-22,9200,10000,8720,9800,136920,30448.0,3106988.0
1999-06-23,9900,10100,9400,9600,64210,29827.0,3106988.0
1999-06-24,9400,9980,9200,9200,108860,28584.0,3106988.0
1999-06-25,9010,9400,8900,8900,46560,27652.0,3106988.0
1999-06-28,8710,8800,8400,8400,94210,26099.0,3106988.0
1999-06-29,8230,8650,8100,8200,91050,25477.0,3106988.0
1999-06-30,8200,8300,8000,8100,41550,25167.0,3106988.0
1999-07-01,7900,8250,7800,8000,47190,24856.0,3106988.0
1999-07-02,7900,8500,7720,8400,114210,26099.0,3106988.0
1999-07-05,8800,8800,8200,8300,78800,25788.0,3106988.0
1999-07-06,8500,8600,8110,8500,65910,26409.0,3106988.0
1999-07-07,8250,8800,8150,8290,148260,25757.0,3106988.0
1999-07-08,8350,8650,8210,8300,80260,25788.0,3106988.0
1999-07-09,8350,8600,8300,8450,109710,26254.0,3106988.0
1999-07-12,8450,9690,8400,8550,224460,26565.0,3106988.0
1999-07-13,8650,9150,8650,8800,121190,27341.0,3106988.0
1999-07-14,9000,9000,8500,8500,63860,26409.0,3106988.0
1999-07-15,8500,8700,8250,8250,66440,25633.0,3106988.0
1999-07-16,8020,8400,8000,8400,64830,26099.0,3106988.0
1999-07-19,8010,8400,8010,8200,57690,25477.0,3106988.0
1999-07-20,8010,8490,8000,8300,107760,25788.0,3106988.0
1999-07-21,8300,8600,7900,8000,121320,25912.0,3238988.0
1999-07-22,8000,8000,7350,7690,128840,25923.0,3370988.0
1999-07-23,7580,7640,6990,6990,104910,23563.0,3370988.0
1999-07-26,6000,6800,5950,5950,105460,20057.0,3370988.0
1999-07-27,6100,6430,6100,6390,101320,21541.0,3370988.0
1999-07-28,6420,7010,6320,6450,130200,21743.0,3370988.0
1999-07-29,6900,6990,6400,6990,112050,23563.0,3370988.0
1999-07-30,7090,7230,6450,6510,116710,21945.0,3370988.0
1999-08-02,6610,6900,6330,6850,85500,23091.0,3370988.0
1999-08-03,7300,7870,7200,7870,240780,26530.0,3370988.0
1999-08-04,8000,8190,7260,7810,182320,26327.0,3370988.0
1999-08-05,8000,8450,7310,7500,348900,25282.0,3370988.0
1999-08-06,7900,8300,7620,8200,189740,27642.0,3370988.0
1999-08-09,9430,9430,9400,9430,240540,31788.0,3370988.0
1999-08-10,10450,10500,9000,9000,781400,30339.0,3370988.0
1999-08-11,9010,9250,7810,8700,190110,29328.0,3370988.0
1999-08-12,8800,9590,8800,9050,229170,30507.0,3370988.0
1999-08-13,8700,9500,8500,9500,129380,32024.0,3370988.0
1999-08-16,9200,10300,9100,9870,199480,33272.0,3370988.0
1999-08-17,9510,9980,8620,9000,158130,30339.0,3370988.0
1999-08-18,8550,8800,7650,7800,120820,26294.0,3370988.0
1999-08-19,7800,8700,7800,8500,96530,28653.0,3370988.0
1999-08-20,8030,8850,8030,8800,125980,29665.0,3370988.0
1999-08-23,8800,9080,8350,8650,79760,29159.0,3370988.0
1999-08-24,8650,8800,8160,8640,125170,29125.0,3370988.0
1999-08-25,8650,8770,8200,8210,91990,27676.0,3370988.0
1999-08-26,8150,8480,8000,8250,119310,27811.0,3370988.0
1999-08-27,8200,8900,7950,8750,189600,29496.0,3370988.0
1999-08-30,8500,9080,8500,9000,235410,30339.0,3370988.0
1999-08-31,9000,9300,8600,9000,161240,30339.0,3370988.0
1999-09-01,8980,9800,8710,9160,361130,30878.0,3370988.0
1999-09-02,9000,9400,8000,8000,194050,26968.0,3370988.0
1999-09-03,7960,8280,7710,7800,141230,26294.0,3370988.0
1999-09-06,7610,8000,7600,7700,103310,25957.0,3370988.0
1999-09-07,8800,8800,8000,8490,154320,28620.0,3370988.0
1999-09-08,8050,8490,8020,8100,83400,27305.0,3370988.0
1999-09-09,8200,8280,7900,8100,54460,27305.0,3370988.0
1999-09-10,8400,8500,8150,8500,145790,28653.0,3370988.0
1999-09-13,8350,8480,8110,8390,85390,28283.0,3370988.0
1999-09-14,8390,8780,8230,8400,106440,28316.0,3370988.0
1999-09-15,8450,8590,8340,8500,90000,28653.0,3370988.0
1999-09-16,8590,9150,8590,8700,237040,29328.0,3370988.0
1999-09-17,8700,8760,8150,8370,84640,28215.0,3370988.0
1999-09-20,8100,8700,8100,8700,116990,29328.0,3370988.0
1999-09-21,8500,9000,8460,8800,135060,29665.0,3370988.0
1999-09-22,8800,8890,8400,8500,109550,28653.0,3370988.0
1999-09-27,8300,8500,7900,7900,72830,26631.0,3370988.0
1999-09-28,7750,8000,7700,7930,75040,26732.0,3370988.0
1999-09-29,7600,8300,7500,7500,62000,25282.0,3370988.0
1999-09-30,7220,7550,6800,6800,95550,22923.0,3370988.0
1999-10-01,6520,6600,5810,6260,80760,21102.0,3370988.0
1999-10-04,6360,6490,6060,6060,41650,20428.0,3370988.0
1999-10-05,5810,6180,5520,5950,72130,20057.0,3370988.0
1999-10-06,5260,6190,5260,6000,84730,20226.0,3370988.0
1999-10-07,6030,6350,5900,6300,96050,21237.0,3370988.0
1999-10-08,6400,7100,6300,7080,152380,23867.0,3370988.0
1999-10-11,7030,7030,6630,6980,71640,23529.0,3370988.0
1999-10-12,7000,7180,6810,6930,72840,23361.0,3370988.0
1999-10-13,6920,7400,6920,7210,128490,24305.0,3370988.0
1999-10-14,7290,7300,6620,7170,92600,24170.0,3370988.0
1999-10-15,6920,7180,6920,7040,94550,23732.0,3370988.0
1999-10-18,6700,6940,6620,6620,97760,22316.0,3370988.0
1999-10-19,6550,6700,6400,6600,82990,22249.0,3370988.0
1999-10-20,6630,7590,6630,7420,264860,25013.0,3370988.0
1999-10-21,7710,7980,7610,7800,209680,26294.0,3370988.0
1999-10-22,7850,8290,7810,8080,224220,27238.0,3370988.0
1999-10-25,8080,8180,7710,8050,153460,27136.0,3370988.0
1999-10-26,7910,8400,7770,8400,170020,28316.0,3370988.0
1999-10-27,8200,8790,8200,8650,158020,29159.0,3370988.0
1999-10-28,8550,8750,8300,8600,155790,28990.0,3370988.0
1999-10-29,8770,9400,8700,9090,360830,30642.0,3370988.0
1999-11-01,9010,9340,8850,9000,220270,30339.0,3370988.0
1999-11-02,8900,9180,8810,9000,199850,30339.0,3370988.0
1999-11-03,9010,9650,8830,9300,372960,31350.0,3370988.0
1999-11-04,9300,9900,9170,9700,313040,32699.0,3370988.0
1999-11-05,9700,10200,9500,9500,262810,32024.0,3370988.0
1999-11-08,9310,9400,9000,9100,293950,30676.0,3370988.0
1999-11-09,9000,10450,9000,10450,514020,35227.0,3370988.0
1999-11-10,10950,12000,10800,12000,353100,40452.0,3370988.0
1999-11-11,13200,13800,12800,13800,621960,46520.0,3370988.0
1999-11-12,15000,15600,13000,14400,529070,48542.0,3370988.0
1999-11-15,14800,15900,14200,15900,273330,53599.0,3370988.0
1999-11-16,16000,17800,15900,17800,298720,60004.0,3370988.0
1999-11-17,18000,18000,15200,16500,217340,55621.0,3370988.0
1999-11-18,16500,17000,14500,14800,280530,49891.0,3370988.0
1999-11-19,15000,16100,14300,14850,284140,50059.0,3370988.0
1999-11-22,15000,16450,14900,15000,294960,52185.0,3478988.0
1999-11-23,15100,15800,14800,15800,194000,54968.0,3478988.0
1999-11-24,15800,17500,15800,17500,317770,60882.0,3478988.0
1999-11-25,17600,18400,16800,16800,338610,58447.0,3478988.0
1999-11-26,16800,17300,14300,14300,250470,49750.0,3478988.0
1999-11-29,13500,16300,13500,15500,338110,53924.0,3478988.0
1999-11-30,15600,16200,15000,15300,237590,53229.0,3478988.0
1999-12-01,15100,15600,14100,15600,230770,54272.0,3478988.0
1999-12-02,15950,17900,15950,17900,442810,62274.0,3478988.0
1999-12-03,19900,20550,18500,20550,645130,71493.0,3478988.0
1999-12-06,21250,23000,20200,20800,490960,72363.0,3478988.0
1999-12-07,21500,23750,20500,23500,413690,81756.0,3478988.0
1999-12-08,24200,27000,24200,27000,502490,93933.0,3478988.0
1999-12-09,28000,31050,28000,31050,335300,108023.0,3478988.0
1999-12-10,35700,35700,34600,35700,195640,124200.0,3478988.0
1999-12-13,41050,41050,41050,41050,105370,142812.0,3478988.0
1999-12-14,41300,47200,36100,41000,765820,142639.0,3478988.0
1999-12-15,43000,44000,36100,41000,555210,142639.0,3478988.0
1999-12-16,42000,47150,34850,34850,669960,121243.0,3478988.0
1999-12-17,29650,33000,29650,29650,639270,103152.0,3478988.0
1999-12-20,29000,34050,28800,34050,360890,118460.0,3478988.0
1999-12-21,34000,39150,34000,39150,385420,136202.0,3478988.0
1999-12-22,43000,43000,33300,37000,491140,128723.0,3478988.0
1999-12-23,38000,39000,35000,36400,315850,126635.0,3478988.0
1999-12-24,36000,37000,30950,30950,314980,107675.0,3478988.0
1999-12-27,29900,31500,26350,26350,260730,91671.0,3478988.0
1999-12-28,22500,30300,22400,30300,609960,105413.0,3478988.0
2000-01-04,34800,34800,34800,34800,43520,121069.0,3478988.0
2000-01-05,40000,40000,40000,40000,22150,139160.0,3478988.0
2000-01-06,46000,46000,38100,46000,748800,160033.0,3478988.0
2000-01-07,43300,47800,41500,44000,386840,153075.0,3478988.0
2000-01-10,46000,48000,37400,37400,306720,130114.0,3478988.0
2000-01-11,38000,43000,35000,43000,389550,149596.0,3478988.0
2000-01-12,43000,47000,36900,40500,503250,140899.0,3478988.0
2000-01-13,41400,42000,38100,39000,271520,135681.0,3478988.0
2000-01-14,39000,44700,38500,40900,489530,142291.0,3478988.0
2000-01-17,43900,43900,35200,39600,353130,137768.0,3478988.0
2000-01-18,38100,39400,35400,36600,319270,127331.0,3478988.0
2000-01-19,36600,38800,35000,35000,326290,121765.0,3478988.0
2000-01-20,37500,38500,35000,36100,276530,125591.0,3478988.0
2000-01-21,36100,37500,34200,36800,180470,128027.0,3478988.0
2000-01-24,37000,37500,35000,35000,127980,121765.0,3478988.0
2000-01-25,32000,37500,32000,35000,264740,121765.0,3478988.0
2000-01-26,35100,36700,34900,35600,151120,123852.0,3478988.0
2000-01-27,35600,35850,34000,34250,106120,119155.0,3478988.0
2000-01-28,33600,34500,31650,32600,239230,113415.0,3478988.0
2000-01-31,31650,32400,28100,29700,224140,103326.0,3478988.0
2000-02-01,30000,31850,28300,29500,290110,102630.0,3478988.0
2000-02-02,30000,33900,28600,33900,477940,117938.0,3478988.0
2000-02-03,35900,38950,35000,38950,409370,135507.0,3478988.0
2000-02-07,40150,44350,39300,42000,493400,146117.0,3478988.0
2000-02-08,41000,41500,36000,36000,299210,125244.0,3478988.0
2000-02-09,36000,41400,35100,41400,511950,144030.0,3478988.0
2000-02-10,38400,43000,37500,38750,411610,134811.0,3478988.0
2000-02-11,39000,42900,39000,39900,394670,138812.0,3478988.0
2000-02-14,41500,41500,38000,38300,223230,133245.0,3478988.0
2000-02-15,38000,39300,33100,36300,201830,126287.0,3478988.0
2000-02-16,36500,37900,35500,36500,167920,126983.0,3478988.0
2000-02-17,37000,41500,36300,40000,325890,139160.0,3478988.0
2000-02-18,41300,45000,40600,43700,379670,152032.0,3478988.0
2000-02-21,46800,50200,44500,50200,260670,174645.0,3478988.0
2000-02-22,57700,57700,43000,43000,776420,149596.0,3478988.0
2000-02-23,43200,44700,39000,42200,463400,146813.0,3478988.0
2000-02-24,42650,47000,41500,45400,483570,157946.0,3478988.0
2000-02-25,46100,48450,43300,44700,336240,155511.0,3478988.0
2000-02-28,44600,45400,40600,41500,198600,144378.0,3478988.0
2000-02-29,41500,46300,40100,42900,319850,149249.0,3478988.0
2000-03-02,42400,45300,41150,41400,290670,144030.0,3478988.0
2000-03-03,41400,42400,38600,39500,226930,137420.0,3478988.0
2000-03-06,40100,44900,39800,43500,421710,151336.0,3478988.0
2000-03-07,44000,45400,42100,43800,275550,152380.0,3478988.0
2000-03-08,43100,44750,42250,42800,158230,148901.0,3478988.0
2000-03-09,42500,44500,42500,43500,236570,151336.0,3478988.0
2000-03-10,44500,50000,43600,50000,377480,173949.0,3478988.0
2000-03-13,53000,55500,48000,48500,494480,168731.0,3478988.0
2000-03-14,47900,49000,44100,46500,235220,161773.0,3478988.0
2000-03-15,45000,46500,44300,45050,155860,156728.0,3478988.0
2000-03-16,44600,46100,40000,41400,206440,144030.0,3478988.0
2000-03-17,41100,46500,41000,44700,259710,155511.0,3478988.0
2000-03-20,44700,45800,42000,42000,136980,146117.0,3478988.0
2000-03-21,41000,44250,39600,42550,251350,148031.0,3478988.0
2000-03-22,42100,46000,42100,43300,248610,150640.0,3478988.0
2000-03-23,43100,45850,43100,44600,244880,155163.0,3478988.0
2000-03-24,45800,50500,43000,45000,447020,156554.0,3478988.0
2000-03-27,46100,47000,44550,45200,181810,157250.0,3478988.0
2000-03-28,45000,46400,43100,43850,178690,152554.0,3478988.0
2000-03-29,42550,45400,42000,42000,164700,146117.0,3478988.0
2000-03-30,42200,43700,41650,42900,141650,149249.0,3478988.0
2000-03-31,43100,46800,42800,45450,191080,158120.0,3478988.0
2000-04-03,45600,47800,42100,43000,228890,149596.0,3478988.0
2000-04-04,43600,43800,37000,39700,220380,138116.0,3478988.0
2000-04-06,39700,41200,34050,34700,223600,120721.0,3478988.0
2000-04-07,35400,38500,32600,35800,355730,124548.0,3478988.0
2000-04-10,35800,38300,35100,35800,286360,124548.0,3478988.0
2000-04-11,36000,36800,33500,34000,152860,118286.0,3478988.0
2000-04-12,34000,34600,32800,32850,162880,114285.0,3478988.0
2000-04-14,31800,34900,31800,33200,129420,115502.0,3478988.0
2000-04-17,28600,30300,28250,28250,92510,98281.0,3478988.0
2000-04-18,29350,32450,29350,32450,244680,112893.0,3478988.0
2000-04-19,35000,37300,33800,36500,501440,126983.0,3478988.0
2000-04-20,36000,38700,34500,38000,372440,132202.0,3478988.0
2000-04-21,38500,39400,37100,38100,231780,132549.0,3478988.0
2000-04-24,39000,39900,37600,39000,197140,135681.0,3478988.0
2000-04-25,38000,40700,37800,40200,192110,139855.0,3478988.0
2000-04-26,40500,44000,40500,41000,323180,142639.0,3478988.0
2000-04-27,41000,41000,36500,39000,173330,135681.0,3478988.0
2000-04-28,38200,39500,36600,37000,196170,128723.0,3478988.0
2000-05-02,36800,38800,36500,36500,193650,126983.0,3478988.0
2000-05-03,36600,37200,36400,37050,110210,128897.0,3478988.0
2000-05-04,37400,41000,36300,40000,290200,139160.0,3478988.0
2000-05-08,40800,41400,39500,39500,141590,137420.0,3478988.0
2000-05-09,40000,40250,38400,38500,138850,133941.0,3478988.0
2000-05-10,38800,40500,38500,39050,171610,135854.0,3478988.0
2000-05-12,39000,39600,37100,37100,121040,129070.0,3478988.0
2000-05-15,36500,38700,35700,35700,130330,124200.0,3478988.0
2000-05-16,36000,39200,34500,37600,278810,130810.0,3478988.0
2000-05-17,37600,38300,33100,34200,132030,118981.0,3478988.0
2000-05-18,33200,33700,30000,30900,143890,107501.0,3478988.0
2000-05-19,27000,30800,27000,29300,115280,101934.0,3478988.0
2000-05-22,29000,30100,24950,24950,157720,86801.0,3478988.0
2000-05-23,21500,23000,21250,21250,232260,73928.0,3478988.0
2000-05-24,19250,19850,18100,18100,75250,62970.0,3478988.0
2000-05-25,16350,20800,16200,20300,583220,70623.0,3478988.0
2000-05-26,18600,21700,18100,18200,394030,63318.0,3478988.0
2000-05-29,17850,18000,16200,16200,281520,56360.0,3478988.0
2000-05-30,16750,17600,16700,17000,324670,59143.0,3478988.0
2000-05-31,18200,19550,17600,19550,160510,68014.0,3478988.0
2000-06-01,21050,22300,20400,20500,486770,71319.0,3478988.0
2000-06-02,21200,22400,20500,21100,313810,73407.0,3478988.0
2000-06-05,21500,24250,21400,24250,474840,84365.0,3478988.0
2000-06-07,24900,27500,24500,25600,480470,89062.0,3478988.0
2000-06-08,25000,26000,22300,23500,300460,81756.0,3478988.0
2000-06-09,24500,24900,23200,23600,181960,82104.0,3478988.0
2000-06-12,23600,24700,23000,23700,197930,82452.0,3478988.0
2000-06-13,22100,24000,21000,21200,166720,73755.0,3478988.0
2000-06-14,21500,22350,19100,20500,158720,71319.0,3478988.0
2000-06-15,19800,20800,18300,18300,128440,63665.0,3478988.0
2000-06-16,18500,19350,17600,18900,129660,65753.0,3478988.0
2000-06-19,17500,19500,17500,18300,101540,63665.0,3478988.0
2000-06-20,18500,19700,18350,18650,139910,64883.0,3478988.0
2000-06-21,19000,21400,18900,21400,314590,74450.0,3478988.0
2000-06-22,22000,23700,21700,22200,362910,77234.0,3478988.0
2000-06-23,22300,22300,20250,21200,194460,73755.0,3478988.0
2000-06-26,21500,21900,20500,21000,193350,73059.0,3478988.0
2000-06-27,21000,21500,19550,20350,243760,70797.0,3478988.0
2000-06-28,20000,22500,19800,21000,448550,77307.0,3681268.0
2000-06-29,21350,21700,20500,21700,331240,79884.0,3681268.0
2000-06-30,21900,23900,21500,23000,542230,84669.0,3681268.0
2000-07-03,23000,24400,22700,23800,391370,87614.0,3681268.0
2000-07-04,24500,24950,22500,22500,279290,82829.0,3681268.0
2000-07-05,22500,22800,19600,21400,270630,78779.0,3681268.0
2000-07-06,20800,22100,20700,21500,186780,79147.0,3681268.0
2000-07-07,21650,22200,20800,20800,215350,76570.0,3681268.0
2000-07-10,21000,21500,20750,20750,172440,76386.0,3681268.0
2000-07-11,21100,21200,19750,20000,254500,73625.0,3681268.0
2000-07-12,20000,20800,20000,20100,132580,73993.0,3681268.0
2000-07-13,20350,20600,19500,20000,155640,73625.0,3681268.0
2000-07-14,19800,20000,19000,19350,106230,71233.0,3681268.0
2000-07-18,18750,19650,18000,18450,120750,67919.0,3681268.0
2000-07-19,17850,19800,17200,18200,292730,66999.0,3681268.0
2000-07-20,17900,18600,17700,18450,106580,67919.0,3681268.0
2000-07-21,18200,18700,17700,17700,116100,65158.0,3681268.0
2000-07-24,17200,17500,16000,16000,161760,60822.0,3801372.0
2000-07-25,15750,15900,14200,15100,155820,57401.0,3801372.0
2000-07-26,15100,15750,14850,15000,124150,57021.0,3801372.0
2000-07-27,15100,16400,15100,15500,208200,58921.0,3801372.0
2000-07-28,15800,15900,14400,14450,145650,54930.0,3801372.0
2000-07-31,14150,14200,13100,13550,203140,51509.0,3801372.0
2000-08-01,13700,15550,13300,15550,291430,59111.0,3801372.0
2000-08-02,15850,16550,14000,14700,430130,55880.0,3801372.0
2000-08-03,14850,15400,14400,14650,220090,56616.0,3864584.0
2000-08-04,14650,15200,13900,14100,218520,54491.0,3864584.0
2000-08-07,13600,14300,13500,13500,155640,52172.0,3864584.0
2000-08-08,13350,14250,13300,13400,185910,51785.0,3864584.0
2000-08-09,13600,13900,13200,13450,220800,51979.0,3864584.0
2000-08-10,13600,14300,13500,13900,280850,53718.0,3864584.0
2000-08-11,14150,14150,13650,13700,191240,52945.0,3864584.0
2000-08-14,14000,15500,13900,14950,392000,57776.0,3864584.0
2000-08-16,15300,16400,15300,16100,459510,62220.0,3864584.0
2000-08-17,17000,17000,15100,15450,354560,59708.0,3864584.0
2000-08-18,15200,15850,14100,14300,243520,55264.0,3864584.0
2000-08-21,14300,14300,13700,13700,201390,52945.0,3864584.0
2000-08-22,13700,14300,13700,13950,136540,53911.0,3864584.0
2000-08-23,13850,14100,13500,13550,133860,52365.0,3864584.0
2000-08-24,13350,13800,12500,13000,132380,50240.0,3864584.0
2000-08-25,12650,13450,12500,13200,105540,51013.0,3864584.0
2000-08-28,13000,13400,12850,13000,136910,50240.0,3864584.0
2000-08-29,13050,13300,12600,12650,105240,48887.0,3864584.0
2000-08-30,12700,13200,12600,12700,146510,49080.0,3864584.0
2000-08-31,12700,12900,11750,12000,121300,46375.0,3864584.0
2000-09-01,12100,12300,11350,11750,148750,45409.0,3864584.0
2000-09-04,11300,12400,11300,11900,229140,45989.0,3864584.0
2000-09-05,12200,12250,11500,11500,106440,44443.0,3864584.0
2000-09-06,11100,11500,11000,11100,165760,42897.0,3864584.0
2000-09-07,10900,11000,9500,9750,236530,37680.0,3864584.0
2000-09-08,9800,9990,9000,9160,202670,35400.0,3864584.0
2000-09-14,9030,9080,8420,8950,128170,34588.0,3864584.0
2000-09-15,8960,10100,8960,9400,279110,36327.0,3864584.0
2000-09-18,9000,9250,7990,7990,132180,30878.0,3864584.0
