종근당바이오(063160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-24,8000,8180,7880,7900,66160,26194.0,3315753.0
2002-01-25,7900,8020,7900,7990,71985,26493.0,3315753.0
2002-01-28,8070,8650,8000,8640,183162,28648.0,3315753.0
2002-01-29,8740,8900,8490,8890,184370,29477.0,3315753.0
2002-01-30,8700,8800,8460,8690,102370,28814.0,3315753.0
2002-01-31,8790,9490,8620,9340,374050,30969.0,3315753.0
2002-02-01,9700,9990,8800,8800,410790,29179.0,3315753.0
2002-02-04,8650,8650,8260,8290,117290,27488.0,3315753.0
2002-02-05,8110,8540,8110,8400,106240,27852.0,3315753.0
2002-02-06,8270,8490,8220,8250,49622,27355.0,3315753.0
2002-02-07,8110,8330,7870,7900,81360,26194.0,3315753.0
2002-02-08,7900,7950,7700,7900,47023,26194.0,3315753.0
2002-02-14,8000,8030,7900,8000,44723,26526.0,3315753.0
2002-02-15,8090,8090,8000,8000,46475,26526.0,3315753.0
2002-02-18,8000,8040,7740,7800,60132,25863.0,3315753.0
2002-02-19,7800,8000,7800,7890,31060,26161.0,3315753.0
2002-02-20,7900,8160,7900,8090,31976,26824.0,3315753.0
2002-02-21,8200,8240,8010,8040,40238,26659.0,3315753.0
2002-02-22,8000,8000,7880,7900,49616,26194.0,3315753.0
2002-02-25,7890,8080,7840,7840,30510,25996.0,3315753.0
2002-02-26,7870,7970,7810,7870,27960,26095.0,3315753.0
2002-02-27,7850,7930,7840,7890,43345,26161.0,3315753.0
2002-02-28,9000,9070,8300,9070,424758,30074.0,3315753.0
2002-03-04,9300,10100,9070,9100,563373,30173.0,3315753.0
2002-03-05,9010,9690,9000,9600,234460,31831.0,3315753.0
2002-03-06,9310,9520,9150,9450,128540,31334.0,3315753.0
2002-03-07,9590,10100,9270,9390,282843,31135.0,3315753.0
2002-03-08,9600,9600,9010,9050,84302,30008.0,3315753.0
2002-03-11,9030,9280,9000,9100,62246,30173.0,3315753.0
2002-03-12,9010,9910,9010,9500,208410,31500.0,3315753.0
2002-03-13,9300,9890,9300,9600,120838,31831.0,3315753.0
2002-03-14,9750,10300,9720,9950,347508,32992.0,3315753.0
2002-03-15,10450,11200,10250,10700,430002,35479.0,3315753.0
2002-03-18,11000,11000,10200,10800,210835,35810.0,3315753.0
2002-03-19,10650,12400,10650,12400,693194,41115.0,3315753.0
2002-03-20,12200,13000,11800,13000,402488,43105.0,3315753.0
2002-03-21,12700,13250,11900,12050,282103,39955.0,3315753.0
2002-03-22,12150,13150,12100,12600,412146,41778.0,3315753.0
2002-03-25,12950,13500,12600,13000,375445,43105.0,3315753.0
2002-03-26,11050,13400,11050,12000,364720,39789.0,3315753.0
2002-03-27,12500,12600,11500,11800,184901,39126.0,3315753.0
2002-03-28,11800,12300,11400,11500,175312,38131.0,3315753.0
2002-03-29,11550,12300,11150,12300,231844,40784.0,3315753.0
2002-04-01,12300,12500,11000,11000,175040,36473.0,3315753.0
2002-04-02,11200,11400,10500,10850,180720,35976.0,3315753.0
2002-04-03,10800,11200,10500,10750,170795,35644.0,3315753.0
2002-04-04,10550,11050,10550,10900,117025,36142.0,3315753.0
2002-04-08,10800,11400,10650,10650,126033,35313.0,3315753.0
2002-04-09,10650,10800,9710,9920,155170,32892.0,3315753.0
2002-04-10,9800,9850,9520,9520,130130,31566.0,3315753.0
2002-04-11,9690,9930,9650,9900,66943,32826.0,3315753.0
2002-04-12,9610,10250,9610,10000,79890,33158.0,3315753.0
2002-04-15,10200,10350,10100,10100,54720,33489.0,3315753.0
2002-04-16,10100,10300,9960,10150,84307,33655.0,3315753.0
2002-04-17,10250,10250,9910,9910,89500,32859.0,3315753.0
2002-04-18,10100,10250,9820,9880,60340,32760.0,3315753.0
2002-04-19,9880,10150,9820,10150,77110,33655.0,3315753.0
2002-04-22,10400,10400,10100,10100,76933,33489.0,3315753.0
2002-04-23,10000,10100,9820,9870,42540,32726.0,3315753.0
2002-04-24,9720,10000,9610,9730,50280,32262.0,3315753.0
2002-04-25,9730,9730,8660,9000,84604,29842.0,3315753.0
2002-04-26,8710,9000,8640,8850,58430,29344.0,3315753.0
2002-04-29,8410,8540,8270,8400,92810,27852.0,3315753.0
2002-04-30,8010,8470,8010,8470,52280,28084.0,3315753.0
2002-05-02,8550,8590,8400,8500,72622,28184.0,3315753.0
2002-05-03,8440,8500,8150,8300,70650,27521.0,3315753.0
2002-05-06,8030,8230,8020,8150,36620,27023.0,3315753.0
2002-05-07,8010,8100,7900,7990,31390,26493.0,3315753.0
2002-05-08,8190,8500,8120,8380,63695,27786.0,3315753.0
2002-05-09,8450,8870,8410,8640,60700,28648.0,3315753.0
2002-05-10,8540,8630,8460,8500,34960,28184.0,3315753.0
2002-05-13,8350,8640,8250,8250,53580,27355.0,3315753.0
2002-05-14,8350,8460,8260,8460,40050,28051.0,3315753.0
2002-05-15,8460,8660,8410,8660,37544,28714.0,3315753.0
2002-05-16,8650,8790,8420,8620,28203,28582.0,3315753.0
2002-05-17,8600,9100,8600,8930,49050,29610.0,3315753.0
2002-05-20,9000,9180,9000,9010,37270,29875.0,3315753.0
2002-05-21,9020,9020,8750,8750,17710,29013.0,3315753.0
2002-05-22,8760,8960,8750,8850,10689,29344.0,3315753.0
2002-05-23,8890,8950,8650,8650,24582,28681.0,3315753.0
2002-05-24,8510,8840,8490,8490,23670,28151.0,3315753.0
2002-05-27,8410,8480,8020,8050,37110,26692.0,3315753.0
2002-05-28,8050,8330,8000,8020,44030,26592.0,3315753.0
2002-05-29,8020,8140,7850,7900,32680,26194.0,3315753.0
2002-05-30,8040,8180,7870,7900,35193,26194.0,3315753.0
2002-05-31,7950,8090,7910,7990,28420,26493.0,3315753.0
2002-06-03,8090,8150,7980,8110,39913,26891.0,3315753.0
2002-06-04,8010,8270,7950,8270,34390,27421.0,3315753.0
2002-06-05,8100,8330,8060,8100,35370,26858.0,3315753.0
2002-06-07,7980,8040,7900,7970,28446,26427.0,3315753.0
2002-06-10,7870,8150,7870,8050,15840,26692.0,3315753.0
2002-06-11,7900,8110,7890,8010,24430,26559.0,3315753.0
2002-06-12,7900,8090,7900,7960,17514,26393.0,3315753.0
2002-06-14,8000,8080,7950,7950,24670,26360.0,3315753.0
2002-06-17,7920,8100,7900,7900,19428,26194.0,3315753.0
2002-06-18,8050,8200,8000,8000,38240,26526.0,3315753.0
2002-06-19,8010,8090,7630,7670,33250,25432.0,3315753.0
2002-06-20,7620,7750,7550,7650,14480,25366.0,3315753.0
2002-06-21,7510,7580,7400,7480,13000,24802.0,3315753.0
2002-06-24,6960,7300,6920,7180,36610,23807.0,3315753.0
2002-06-25,7070,7230,6950,6950,13522,23044.0,3315753.0
2002-06-26,6800,6900,5910,5910,31178,19596.0,3315753.0
2002-06-27,5960,6120,5960,5990,22010,19861.0,3315753.0
2002-06-28,6030,6490,6030,6400,27000,21221.0,3315753.0
2002-07-02,6100,6250,6100,6250,21730,20723.0,3315753.0
2002-07-03,6250,6400,6100,6390,19490,21188.0,3315753.0
2002-07-04,6410,6640,6400,6470,30560,21453.0,3315753.0
2002-07-05,6490,6750,6410,6640,46170,22017.0,3315753.0
2002-07-08,6880,6880,6440,6460,50640,21420.0,3315753.0
2002-07-09,6470,6650,6450,6650,38970,22050.0,3315753.0
2002-07-10,6630,6660,6510,6600,17610,21884.0,3315753.0
2002-07-11,6510,6640,6420,6500,18420,21552.0,3315753.0
2002-07-12,6400,6640,6400,6580,21355,21818.0,3315753.0
2002-07-15,6670,6670,6490,6600,19460,21884.0,3315753.0
2002-07-16,6600,6700,6470,6490,18440,21519.0,3315753.0
2002-07-18,6550,6600,6470,6470,10443,21453.0,3315753.0
2002-07-19,6330,6330,6150,6180,18502,20491.0,3315753.0
2002-07-22,6070,6080,5810,5920,22373,19629.0,3315753.0
2002-07-23,5800,5950,5770,5940,26924,19696.0,3315753.0
2002-07-24,5830,5860,5700,5730,16882,18999.0,3315753.0
2002-07-25,5860,5950,5750,5950,76900,19729.0,3315753.0
2002-07-26,6200,6840,6200,6840,167617,22680.0,3315753.0
2002-07-29,7490,7860,6880,7050,517811,23376.0,3315753.0
2002-07-30,6640,6950,6500,6700,158945,22216.0,3315753.0
2002-07-31,6910,7410,6700,6700,202423,22216.0,3315753.0
2002-08-01,6720,7000,6610,6730,96420,22315.0,3315753.0
2002-08-02,6720,6720,6310,6460,52140,21420.0,3315753.0
2002-08-05,6210,6250,5830,5830,86141,19331.0,3315753.0
2002-08-06,5610,5790,5610,5760,51333,19099.0,3315753.0
2002-08-07,5990,5990,5780,5810,67140,19265.0,3315753.0
2002-08-08,5900,5950,5790,5890,47200,19530.0,3315753.0
2002-08-09,5910,6000,5900,5930,30870,19662.0,3315753.0
2002-08-12,5940,6330,5940,6040,50730,20027.0,3315753.0
2002-08-13,6230,6750,6160,6610,141990,21917.0,3315753.0
2002-08-14,6600,6600,6250,6450,57190,21387.0,3315753.0
2002-08-16,6650,6760,6490,6620,73790,21950.0,3315753.0
2002-08-19,6360,6650,6360,6510,24980,21586.0,3315753.0
2002-08-20,6600,6680,6550,6550,49720,21718.0,3315753.0
2002-08-21,6550,6720,6500,6630,28370,21983.0,3315753.0
2002-08-22,6510,6740,6510,6520,42320,21619.0,3315753.0
2002-08-23,6530,6620,6500,6500,26787,21552.0,3315753.0
2002-08-26,6480,6510,6360,6360,10790,21088.0,3315753.0
2002-08-27,6300,6450,6260,6320,15010,20956.0,3315753.0
2002-08-28,6290,6350,6290,6350,12370,21055.0,3315753.0
2002-08-29,6600,6600,6210,6300,7450,20889.0,3315753.0
2002-08-30,6330,6430,6250,6430,11700,21320.0,3315753.0
2002-09-02,6600,6650,6370,6500,29683,21552.0,3315753.0
2002-09-03,6690,6690,6430,6450,35840,21387.0,3315753.0
2002-09-04,6250,6390,6220,6290,30270,20856.0,3315753.0
2002-09-05,6350,6530,6300,6440,23240,21353.0,3315753.0
2002-09-06,6470,7400,6470,7400,527368,24537.0,3315753.0
2002-09-09,7900,7950,6500,6560,455347,21751.0,3315753.0
2002-09-10,6770,7540,6620,7540,212701,25001.0,3315753.0
2002-09-11,7990,8670,7320,7590,1029415,25167.0,3315753.0
2002-09-12,7310,7500,7140,7450,210850,24702.0,3315753.0
2002-09-13,7450,7600,7150,7420,192653,24603.0,3315753.0
2002-09-16,7500,8200,7500,8150,332180,27023.0,3315753.0
2002-09-17,8100,8500,7860,8400,286542,27852.0,3315753.0
2002-09-18,8120,8560,7860,8000,220563,26526.0,3315753.0
2002-09-19,8250,8370,7590,7590,174270,25167.0,3315753.0
2002-09-23,7210,7480,7130,7230,98080,23973.0,3315753.0
2002-09-24,7170,7350,6660,6700,161934,22216.0,3315753.0
2002-09-25,6880,7700,6810,6930,302752,22978.0,3315753.0
2002-09-26,7100,7200,6500,6610,113995,21917.0,3315753.0
2002-09-27,6610,6750,6260,6340,84420,21022.0,3315753.0
2002-09-30,5730,6300,5730,5960,59240,19762.0,3315753.0
2002-10-01,5820,6130,5820,6100,49660,20226.0,3315753.0
2002-10-02,6770,6770,6370,6400,73440,21221.0,3315753.0
2002-10-04,6400,6450,6150,6200,25250,20558.0,3315753.0
2002-10-07,6300,6300,5950,6000,28541,19895.0,3315753.0
2002-10-08,6100,6140,5850,6040,29450,20027.0,3315753.0
2002-10-09,6150,6550,6070,6300,111987,20889.0,3315753.0
2002-10-10,6210,6400,5800,6150,49150,20392.0,3315753.0
2002-10-11,6230,6280,5850,5890,55980,19530.0,3315753.0
2002-10-14,6080,6200,5930,6120,41560,20292.0,3315753.0
2002-10-15,6190,6420,6160,6290,76110,20856.0,3315753.0
2002-10-16,6320,6360,6170,6190,41021,20525.0,3315753.0
2002-10-17,6060,6170,5950,6150,45680,20392.0,3315753.0
2002-10-18,6290,6400,6230,6400,74430,21221.0,3315753.0
2002-10-21,6420,6670,6400,6400,100530,21221.0,3315753.0
2002-10-22,6500,6570,6150,6200,37220,20558.0,3315753.0
2002-10-23,6170,6300,6100,6280,39020,20823.0,3315753.0
2002-10-24,6230,6350,6230,6290,36520,20856.0,3315753.0
2002-10-25,6290,6290,6160,6170,27858,20458.0,3315753.0
2002-10-28,6210,6280,6190,6230,53120,20657.0,3315753.0
2002-10-29,6180,6340,6180,6200,58150,20558.0,3315753.0
2002-10-30,6270,6270,6030,6140,29800,20359.0,3315753.0
2002-10-31,6140,6220,6100,6100,18260,20226.0,3315753.0
2002-11-01,6070,6300,6060,6160,44010,20425.0,3315753.0
2002-11-04,6160,6220,6110,6220,34378,20624.0,3315753.0
2002-11-05,6300,6310,6170,6230,25410,20657.0,3315753.0
2002-11-06,6260,6350,6220,6270,20010,20790.0,3315753.0
2002-11-07,6340,6460,6240,6260,55230,20757.0,3315753.0
2002-11-08,6260,6260,6190,6220,17619,20624.0,3315753.0
2002-11-11,6220,6270,6080,6090,28500,20193.0,3315753.0
2002-11-12,6060,6090,6010,6050,11730,20060.0,3315753.0
2002-11-13,6030,6150,6000,6000,14140,19895.0,3315753.0
2002-11-14,5960,6090,5940,6000,23010,19895.0,3315753.0
2002-11-15,6010,6100,6000,6060,17930,20093.0,3315753.0
2002-11-18,5940,6020,5920,5940,13286,19696.0,3315753.0
2002-11-19,5900,6050,5880,6010,11600,19928.0,3315753.0
2002-11-20,6100,6100,5950,6000,8530,19895.0,3315753.0
2002-11-21,6030,6080,6000,6050,29260,20060.0,3315753.0
2002-11-22,6110,6160,5960,6000,21740,19895.0,3315753.0
2002-11-25,5960,6030,5950,6000,23130,19895.0,3315753.0
2002-11-26,6000,6040,5960,6010,13500,19928.0,3315753.0
2002-11-27,6020,6130,5910,6060,21350,20093.0,3315753.0
2002-11-28,6100,6190,6020,6120,33110,20292.0,3315753.0
2002-11-29,6170,6700,6110,6550,142983,21718.0,3315753.0
2002-12-02,6620,6630,6380,6410,46091,21254.0,3315753.0
2002-12-03,6350,6400,6270,6340,74590,21022.0,3315753.0
2002-12-04,6300,6340,6260,6300,32130,20889.0,3315753.0
2002-12-05,6300,6400,6300,6330,30927,20989.0,3315753.0
2002-12-06,6280,6350,6200,6200,13959,20558.0,3315753.0
2002-12-09,6200,6230,6160,6170,28510,20458.0,3315753.0
2002-12-10,6170,7090,6170,7090,327950,23509.0,3315753.0
2002-12-11,6940,7050,6460,6500,420550,21552.0,3315753.0
2002-12-12,6500,6580,6300,6310,70062,20922.0,3315753.0
2002-12-13,6310,6490,6310,6340,66980,21022.0,3315753.0
2002-12-16,6280,6330,6170,6200,43820,20558.0,3315753.0
2002-12-17,6200,6350,6200,6310,54522,20922.0,3315753.0
2002-12-18,6380,6380,6210,6340,27300,21022.0,3315753.0
2002-12-20,6370,6370,6250,6260,22576,20757.0,3315753.0
2002-12-23,6230,6270,5930,5940,50330,19696.0,3315753.0
2002-12-24,5810,5900,5680,5870,38440,19463.0,3315753.0
2002-12-26,5710,5840,5700,5740,21920,19032.0,3315753.0
2002-12-27,5720,5740,5450,5580,23280,18502.0,3315753.0
2002-12-30,5380,5490,5200,5250,16950,17408.0,3315753.0
2003-01-02,5120,5390,5120,5350,9130,17739.0,3315753.0
2003-01-03,5650,5650,5440,5600,16780,18568.0,3315753.0
2003-01-06,5550,5750,5430,5540,19300,18369.0,3315753.0
2003-01-07,5560,6360,5560,5750,186572,19066.0,3315753.0
2003-01-08,5940,5950,5610,5650,30862,18734.0,3315753.0
2003-01-09,5650,5650,5410,5420,27520,17971.0,3315753.0
2003-01-10,5420,5580,5250,5270,19430,17474.0,3315753.0
2003-01-13,5300,5390,5200,5210,25692,17275.0,3315753.0
2003-01-14,5390,5440,5310,5360,12340,17772.0,3315753.0
2003-01-15,5400,5490,5320,5400,12862,17905.0,3315753.0
2003-01-16,5270,5400,5270,5310,11230,17607.0,3315753.0
2003-01-17,5200,5300,5200,5250,16530,17408.0,3315753.0
2003-01-20,5100,5300,5100,5230,6700,17341.0,3315753.0
2003-01-21,5160,5270,5160,5270,6530,17474.0,3315753.0
2003-01-22,5150,5230,5100,5160,17240,17109.0,3315753.0
2003-01-23,5100,5150,5030,5120,7460,16977.0,3315753.0
2003-01-24,5170,5170,4920,4950,14146,16413.0,3315753.0
2003-01-27,4760,4780,4570,4630,12480,15352.0,3315753.0
2003-01-28,4530,4690,4530,4640,13330,15385.0,3315753.0
2003-01-29,4680,4690,4500,4500,8830,14921.0,3315753.0
2003-01-30,4520,4650,4500,4520,19080,14987.0,3315753.0
2003-02-03,4490,4630,4470,4600,6080,15252.0,3315753.0
2003-02-04,4600,4790,4530,4660,23640,15451.0,3315753.0
2003-02-05,4560,4690,4560,4600,8130,15252.0,3315753.0
2003-02-06,4650,4700,4510,4700,7940,15584.0,3315753.0
2003-02-07,4550,4640,4450,4485,38031,14871.0,3315753.0
2003-02-10,4310,4485,4310,4400,5610,14589.0,3315753.0
2003-02-11,4445,4490,4100,4300,28240,14258.0,3315753.0
2003-02-12,4170,4250,4140,4190,29906,13893.0,3315753.0
2003-02-13,4230,4230,4110,4160,15167,13794.0,3315753.0
2003-02-14,4080,4590,4060,4370,99288,14490.0,3315753.0
2003-02-17,4550,4550,4360,4430,41853,14689.0,3315753.0
2003-02-18,4450,4500,4310,4350,18180,14424.0,3315753.0
2003-02-19,4400,4440,4335,4340,24887,14390.0,3315753.0
2003-02-20,4340,4350,4260,4300,25770,14258.0,3315753.0
2003-02-21,4350,4350,4250,4280,29720,14191.0,3315753.0
2003-02-24,4335,4335,4270,4280,70550,14191.0,3315753.0
2003-02-25,4160,4250,4040,4040,47599,13396.0,3315753.0
2003-02-26,4010,4080,4010,4020,27710,13329.0,3315753.0
2003-02-27,4000,4045,3920,4000,16389,13263.0,3315753.0
2003-02-28,3970,4010,3950,3990,15230,13230.0,3315753.0
2003-03-03,3930,4000,3920,3930,18451,13031.0,3315753.0
2003-03-04,3865,3900,3740,3755,31320,12451.0,3315753.0
2003-03-05,3685,3700,3550,3690,28223,12235.0,3315753.0
2003-03-06,3670,3695,3515,3515,26371,11655.0,3315753.0
2003-03-07,3450,3450,3290,3320,29500,11008.0,3315753.0
2003-03-10,3270,3290,3210,3290,32551,10909.0,3315753.0
2003-03-11,3150,3230,3140,3145,12254,10428.0,3315753.0
2003-03-12,3095,3290,3095,3250,20060,10776.0,3315753.0
2003-03-13,3240,3250,3080,3100,19020,10279.0,3315753.0
2003-03-14,3300,3300,3150,3150,23670,10445.0,3315753.0
2003-03-17,3140,3140,2850,2935,31781,9732.0,3315753.0
2003-03-18,3095,3145,3000,3145,17570,10428.0,3315753.0
2003-03-19,3100,3175,3045,3150,15710,10445.0,3315753.0
2003-03-20,3125,3370,3125,3370,24034,11174.0,3315753.0
2003-03-21,3375,3480,3330,3450,35505,11439.0,3315753.0
2003-03-24,3540,3540,3370,3390,30404,11240.0,3315753.0
2003-03-25,3200,3250,3170,3180,35900,10544.0,3315753.0
2003-03-26,3200,3310,3200,3215,17380,10660.0,3315753.0
2003-03-27,3180,3300,3180,3270,15560,10843.0,3315753.0
2003-03-28,3230,3375,3230,3330,18290,11041.0,3315753.0
2003-03-31,3375,3640,3350,3465,106090,11489.0,3315753.0
2003-04-01,3490,3490,3280,3320,47680,11008.0,3315753.0
2003-04-02,3390,3645,3380,3640,90320,12069.0,3315753.0
2003-04-03,3800,4185,3680,4185,204260,13876.0,3315753.0
2003-04-04,4370,4440,3855,4085,384669,13545.0,3315753.0
2003-04-07,4400,4680,4250,4680,231290,15518.0,3315753.0
2003-04-08,4500,4510,4290,4290,144506,14225.0,3315753.0
2003-04-09,4250,4310,3920,3920,95600,12998.0,3315753.0
2003-04-10,3900,4040,3810,3945,83993,13081.0,3315753.0
2003-04-11,3910,4080,3910,4000,54733,13263.0,3315753.0
2003-04-14,4210,4350,4035,4100,147353,13595.0,3315753.0
2003-04-15,4290,4290,4055,4125,61690,13677.0,3315753.0
2003-04-16,4180,4180,4035,4160,83510,13794.0,3315753.0
2003-04-17,4310,4450,4160,4180,142570,13860.0,3315753.0
2003-04-18,4245,4260,4160,4260,48150,14125.0,3315753.0
2003-04-21,4410,4485,4325,4410,127030,14622.0,3315753.0
2003-04-22,4465,4505,4270,4380,87990,14523.0,3315753.0
2003-04-23,4450,4530,4310,4530,90100,15020.0,3315753.0
2003-04-24,4680,5200,4645,5200,492953,17242.0,3315753.0
2003-04-25,5490,5980,5240,5570,1075191,18469.0,3315753.0
2003-04-28,5600,5600,4740,4740,335254,15717.0,3315753.0
2003-04-29,4620,4920,4305,4540,408100,15054.0,3315753.0
2003-04-30,4810,4880,4425,4430,288432,14689.0,3315753.0
2003-05-02,4320,4350,4165,4205,151560,13943.0,3315753.0
2003-05-06,4130,4280,4090,4280,103230,14191.0,3315753.0
2003-05-07,4205,4290,4200,4210,84822,13959.0,3315753.0
2003-05-09,4200,4320,4200,4320,48582,14324.0,3315753.0
2003-05-12,4330,4960,4235,4640,377790,15385.0,3315753.0
2003-05-13,4750,4750,4430,4435,94460,14705.0,3315753.0
2003-05-14,4515,4535,4300,4360,90790,14457.0,3315753.0
2003-05-15,4410,4420,4270,4300,73592,14258.0,3315753.0
2003-05-16,4320,4320,4200,4205,51030,13943.0,3315753.0
2003-05-19,4110,4120,3985,4060,59482,13462.0,3315753.0
2003-05-20,3965,4120,3965,4070,20820,13495.0,3315753.0
2003-05-21,4135,4280,4050,4060,50090,13462.0,3315753.0
2003-05-22,4005,4150,4000,4020,29470,13329.0,3315753.0
2003-05-23,4075,4120,4005,4055,38080,13445.0,3315753.0
2003-05-26,4060,4140,4050,4095,46271,13578.0,3315753.0
2003-05-27,4170,4170,4020,4075,38638,13512.0,3315753.0
2003-05-28,4155,4155,4060,4100,47124,13595.0,3315753.0
2003-05-29,4040,4070,4040,4050,15760,13429.0,3315753.0
2003-05-30,4020,4090,4010,4015,33050,13313.0,3315753.0
2003-06-02,4030,4100,4030,4070,22833,13495.0,3315753.0
2003-06-03,4100,4500,4070,4405,284070,14606.0,3315753.0
2003-06-04,4340,4355,4155,4180,69823,13860.0,3315753.0
2003-06-05,4210,4300,4155,4180,50720,13860.0,3315753.0
2003-06-09,4150,4190,4100,4150,32180,13760.0,3315753.0
2003-06-10,4200,4200,4100,4100,31536,13595.0,3315753.0
2003-06-11,4100,4185,4100,4150,20520,13760.0,3315753.0
2003-06-12,4160,4250,4160,4175,27760,13843.0,3315753.0
2003-06-13,4160,4180,4120,4160,30762,13794.0,3315753.0
2003-06-16,4170,4225,4160,4160,27990,13794.0,3315753.0
2003-06-17,4235,4245,4160,4200,53200,13926.0,3315753.0
2003-06-18,4220,4300,4220,4240,57618,14059.0,3315753.0
2003-06-19,4225,4275,4175,4180,29790,13860.0,3315753.0
2003-06-20,4230,4230,4130,4140,35640,13727.0,3315753.0
2003-06-23,4135,4180,4125,4155,18300,13777.0,3315753.0
2003-06-24,4150,4150,4045,4050,25630,13429.0,3315753.0
2003-06-25,4000,4100,4000,4050,27870,13429.0,3315753.0
2003-06-26,4050,4080,4005,4005,18050,13280.0,3315753.0
2003-06-27,4000,4045,4000,4020,11590,13329.0,3315753.0
2003-06-30,4005,4030,3955,3980,16180,13197.0,3315753.0
2003-07-01,3930,3990,3900,3940,15472,13064.0,3315753.0
2003-07-02,4000,4010,3940,4010,15052,13296.0,3315753.0
2003-07-03,4030,4400,4030,4080,165110,13528.0,3315753.0
2003-07-04,4100,4165,4025,4035,26605,13379.0,3315753.0
2003-07-07,4015,4105,4015,4035,18551,13379.0,3315753.0
2003-07-08,4035,4150,4035,4095,27190,13578.0,3315753.0
2003-07-09,4070,4110,4060,4060,19301,13462.0,3315753.0
2003-07-10,4065,4190,4065,4130,38905,13694.0,3315753.0
2003-07-11,4130,4500,4130,4310,163882,14291.0,3315753.0
2003-07-14,4470,4500,4320,4350,102121,14424.0,3315753.0
2003-07-15,4400,4400,4130,4140,47922,13727.0,3315753.0
2003-07-16,4125,4190,4040,4090,38450,13561.0,3315753.0
2003-07-18,4120,4170,4050,4100,45830,13595.0,3315753.0
2003-07-21,4110,4370,4020,4150,114447,13760.0,3315753.0
2003-07-22,4150,4225,4000,4000,72122,13263.0,3315753.0
2003-07-23,4040,4080,4000,4005,24060,13280.0,3315753.0
2003-07-24,4010,4100,3960,4040,33730,13396.0,3315753.0
2003-07-25,4000,4040,4000,4015,12730,13313.0,3315753.0
2003-07-28,4025,4070,4025,4055,14930,13445.0,3315753.0
2003-07-29,4060,4175,4060,4115,37210,13644.0,3315753.0
2003-07-30,4085,4140,4060,4080,15520,13528.0,3315753.0
2003-07-31,4035,4100,4030,4030,16333,13362.0,3315753.0
2003-08-01,4000,4070,4000,4040,13090,13396.0,3315753.0
2003-08-04,4010,4200,4010,4150,60375,13760.0,3315753.0
2003-08-05,4180,4295,4145,4175,85910,13843.0,3315753.0
2003-08-06,4170,4170,4040,4070,24215,13495.0,3315753.0
2003-08-07,4090,4130,4020,4120,35762,13661.0,3315753.0
2003-08-08,4145,4400,4140,4350,164732,14424.0,3315753.0
2003-08-11,4410,4795,4400,4630,333498,15352.0,3315753.0
2003-08-12,4725,4750,4430,4430,178940,14689.0,3315753.0
2003-08-13,4460,4480,4190,4205,110460,13943.0,3315753.0
2003-08-14,4265,4485,4230,4420,190832,14656.0,3315753.0
2003-08-18,4770,4770,4400,4400,118930,14589.0,3315753.0
2003-08-19,4360,4400,4150,4180,105680,13860.0,3315753.0
2003-08-20,4235,4320,4180,4280,63280,14191.0,3315753.0
2003-08-21,4270,4365,4240,4330,65210,14357.0,3315753.0
2003-08-22,4275,4390,4240,4245,30670,14075.0,3315753.0
2003-08-25,4250,4250,4110,4115,62212,13644.0,3315753.0
2003-08-26,4075,4150,4075,4120,29320,13661.0,3315753.0
2003-08-27,4080,4165,4080,4155,39370,13777.0,3315753.0
2003-08-28,4110,4160,4100,4155,29130,13777.0,3315753.0
