베트남개발1(096300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-09-13,651,662,651,659,15100,107846.0,120497892.0
2007-09-14,657,664,654,666,38300,109051.0,120497892.0
2007-09-17,664,664,651,666,76180,109051.0,120497892.0
2007-09-18,664,664,657,666,69880,109051.0,120497892.0
2007-09-19,665,669,655,663,58874,108448.0,120497892.0
2007-09-20,665,665,651,659,14650,107846.0,120497892.0
2007-09-21,658,662,655,663,12440,108448.0,120497892.0
2007-09-27,665,665,651,663,38280,108448.0,120497892.0
2007-09-28,662,665,655,663,16960,108448.0,120497892.0
2007-10-01,665,665,658,659,16250,107846.0,120497892.0
2007-10-02,663,666,657,656,52958,107243.0,120497892.0
2007-10-04,659,666,657,656,69831,107243.0,120497892.0
2007-10-05,662,662,655,663,83240,108448.0,120497892.0
2007-10-08,655,662,651,659,66020,107846.0,120497892.0
2007-10-09,657,659,645,652,69590,106641.0,120497892.0
2007-10-10,649,659,649,652,30280,106641.0,120497892.0
2007-10-11,653,659,637,648,74690,106038.0,120497892.0
2007-10-12,641,653,641,652,30480,106641.0,120497892.0
2007-10-15,653,653,637,648,60030,106038.0,120497892.0
2007-10-16,644,644,628,633,47120,103628.0,120497892.0
2007-10-17,624,640,624,633,32830,103628.0,120497892.0
2007-10-18,633,649,633,641,7897,104833.0,120497892.0
2007-10-19,641,641,629,641,3710,104833.0,120497892.0
2007-10-22,620,647,609,633,38780,103628.0,120497892.0
2007-10-23,632,636,624,633,17333,103628.0,120497892.0
2007-10-24,623,643,619,622,17970,101821.0,120497892.0
2007-10-25,619,663,619,645,28290,105436.0,120497892.0
2007-10-26,633,645,622,641,13750,104833.0,120497892.0
2007-10-29,619,639,616,630,47681,103026.0,120497892.0
2007-10-30,628,632,624,633,15040,103628.0,120497892.0
2007-10-31,624,662,617,663,69181,108448.0,120497892.0
2007-11-01,653,677,629,637,170430,104231.0,120497892.0
2007-11-02,637,641,626,637,7140,104231.0,120497892.0
2007-11-05,635,639,619,622,34140,101821.0,120497892.0
2007-11-06,631,631,619,630,27120,103026.0,120497892.0
2007-11-07,631,635,623,626,35850,102423.0,120497892.0
2007-11-08,627,631,619,626,18750,102423.0,120497892.0
2007-11-09,623,627,616,630,27020,103026.0,120497892.0
2007-11-12,627,627,612,618,108870,101218.0,120497892.0
2007-11-13,616,623,612,618,27990,101218.0,120497892.0
2007-11-14,616,619,609,618,31844,101218.0,120497892.0
2007-11-15,623,631,616,630,40753,103026.0,120497892.0
2007-11-16,639,639,619,626,41130,102423.0,120497892.0
2007-11-19,627,631,623,626,3980,102423.0,120497892.0
2007-11-20,623,627,616,630,39930,103026.0,120497892.0
2007-11-21,627,631,616,626,14670,102423.0,120497892.0
2007-11-22,619,623,612,618,25750,101218.0,120497892.0
2007-11-23,623,623,612,615,6710,100616.0,120497892.0
2007-11-26,616,627,616,630,7230,103026.0,120497892.0
2007-11-27,623,627,616,626,21630,102423.0,120497892.0
2007-11-28,623,631,616,626,37860,102423.0,120497892.0
2007-11-29,616,619,612,622,16730,101821.0,120497892.0
2007-11-30,612,619,612,622,49400,101821.0,120497892.0
2007-12-03,619,631,609,622,61860,101821.0,120497892.0
2007-12-04,616,619,612,622,9370,101821.0,120497892.0
2007-12-05,619,623,619,622,29690,101821.0,120497892.0
2007-12-06,616,619,612,622,22560,101821.0,120497892.0
2007-12-07,619,619,609,618,33990,101218.0,120497892.0
2007-12-10,616,616,605,618,35031,101218.0,120497892.0
2007-12-11,612,616,609,615,5590,100616.0,120497892.0
2007-12-12,612,612,605,611,9790,100013.0,120497892.0
2007-12-13,612,612,605,615,2740,100616.0,120497892.0
2007-12-14,605,616,601,615,27900,100616.0,120497892.0
2007-12-17,612,616,602,618,4770,101218.0,120497892.0
2007-12-18,609,616,601,615,8790,100616.0,120497892.0
2007-12-20,612,612,612,615,1660,100616.0,120497892.0
2007-12-21,612,616,609,615,48850,100616.0,120497892.0
2007-12-24,609,612,605,615,15900,100616.0,120497892.0
2007-12-26,612,616,609,611,13070,100013.0,120497892.0
2007-12-27,609,616,609,615,7190,100616.0,120497892.0
2007-12-28,612,616,609,611,14240,100013.0,120497892.0
2008-01-02,612,616,605,618,29590,101218.0,120497892.0
2008-01-03,616,619,612,618,7990,101218.0,120497892.0
2008-01-04,616,619,602,618,28550,101218.0,120497892.0
2008-01-07,609,612,605,615,20610,100616.0,120497892.0
2008-01-08,612,616,609,618,12510,101218.0,120497892.0
2008-01-09,616,616,609,618,25710,101218.0,120497892.0
2008-01-10,616,623,616,622,46010,101821.0,120497892.0
2008-01-11,619,619,616,622,5470,101821.0,120497892.0
2008-01-14,616,619,616,622,16510,101821.0,120497892.0
2008-01-15,616,616,612,615,74470,100616.0,120497892.0
2008-01-16,609,619,609,615,22210,100616.0,120497892.0
2008-01-17,612,619,612,622,14660,101821.0,120497892.0
2008-01-18,619,619,612,618,15430,101218.0,120497892.0
2008-01-21,616,623,612,626,22540,102423.0,120497892.0
2008-01-22,616,616,605,618,60570,101218.0,120497892.0
2008-01-23,616,623,616,618,193160,101218.0,120497892.0
2008-01-24,616,627,616,622,63740,101821.0,120497892.0
2008-01-25,627,627,623,630,230,103026.0,120497892.0
2008-01-28,627,627,616,626,34070,102423.0,120497892.0
2008-01-29,619,631,616,626,42950,102423.0,120497892.0
2008-01-30,613,669,613,633,30440,103628.0,120497892.0
2008-01-31,640,658,625,656,17471,106038.0,120497892.0
2008-02-01,640,656,633,656,3570,106038.0,120497892.0
2008-02-04,652,652,633,645,7400,104231.0,120497892.0
2008-02-05,644,648,625,641,11090,103628.0,120497892.0
2008-02-11,633,640,629,641,7200,103628.0,120497892.0
2008-02-12,640,640,633,637,3730,103026.0,120497892.0
2008-02-13,648,648,633,637,1470,103026.0,120497892.0
2008-02-14,636,640,633,637,13381,103026.0,120497892.0
2008-02-15,631,635,623,630,40150,101821.0,120497892.0
2008-02-18,627,639,627,630,10880,101821.0,120497892.0
2008-02-19,627,627,619,630,15130,101821.0,120497892.0
2008-02-20,624,632,624,633,1150,102423.0,120497892.0
2008-02-21,632,632,628,633,2980,102423.0,120497892.0
2008-02-22,624,636,624,633,830,102423.0,120497892.0
2008-02-25,628,632,628,633,4390,102423.0,120497892.0
2008-02-26,627,635,627,630,8480,101821.0,120497892.0
2008-02-27,629,636,629,637,3420,102975.0,120438780.0
2008-02-28,633,640,633,637,8681,104518.0,122243460.0
2008-02-29,633,670,633,656,29070,107574.0,122243460.0
2008-03-03,644,644,629,645,16680,105741.0,122243460.0
2008-03-04,636,640,632,633,11887,103907.0,122243460.0
2008-03-05,632,640,632,633,5345,103907.0,122243460.0
2008-03-06,632,640,617,633,21611,103907.0,122243460.0
2008-03-07,631,631,594,618,72617,101462.0,122243460.0
2008-03-10,616,623,616,622,27220,102073.0,122243460.0
2008-03-11,623,623,616,622,11990,102073.0,122243460.0
2008-03-12,616,623,616,626,2670,102685.0,122243460.0
2008-03-13,623,623,616,618,523,101459.0,122239939.0
2008-03-14,623,623,616,626,520,102682.0,122239939.0
2008-03-17,623,623,605,618,530,101459.0,122239939.0
2008-03-18,609,619,609,622,8658,102070.0,122239939.0
2008-03-19,616,619,616,622,2840,102070.0,122239939.0
2008-03-20,616,616,594,618,16403,101459.0,122239939.0
2008-03-21,594,616,594,618,3180,101459.0,122239939.0
2008-03-24,612,616,609,618,2280,101459.0,122239939.0
2008-03-25,616,616,609,618,5210,101459.0,122239939.0
2008-03-26,612,616,609,618,14440,101459.0,122239939.0
2008-03-27,612,616,609,611,5170,100237.0,122239939.0
2008-03-28,612,619,609,618,4810,101459.0,122239939.0
2008-03-31,616,619,609,611,6180,100237.0,122239939.0
2008-04-01,606,609,606,607,26310,99626.0,122239939.0
2008-04-02,605,616,605,618,9540,101459.0,122239939.0
2008-04-03,609,616,605,618,5880,101459.0,122239939.0
2008-04-04,605,612,605,615,2080,100848.0,122239939.0
2008-04-07,609,612,594,615,26421,100848.0,122239939.0
2008-04-08,609,613,606,607,2604,99626.0,122239939.0
2008-04-10,605,612,605,611,9169,100237.0,122239939.0
2008-04-11,612,612,609,615,5330,100848.0,122239939.0
2008-04-14,613,613,602,604,13590,99014.0,122239939.0
2008-04-15,609,609,602,611,3580,100237.0,122239939.0
2008-04-16,602,606,602,607,15090,99626.0,122239939.0
2008-04-17,602,609,599,607,7240,99626.0,122239939.0
2008-04-18,605,609,598,611,12910,100237.0,122239939.0
2008-04-21,605,609,598,611,10820,100237.0,122239939.0
2008-04-22,602,606,599,604,19950,99014.0,122239939.0
2008-04-23,603,603,596,600,31022,98403.0,122239939.0
2008-04-24,603,603,596,596,8405,97792.0,122239939.0
2008-04-25,600,600,592,596,24272,97792.0,122239939.0
2008-04-28,596,596,592,596,67970,97792.0,122239939.0
2008-04-29,596,596,592,596,16530,97792.0,122239939.0
2008-04-30,592,596,592,596,9700,97792.0,122239939.0
2008-05-02,596,600,592,600,10500,98403.0,122239939.0
2008-05-06,596,600,592,596,6790,97792.0,122239939.0
2008-05-07,595,602,595,604,16410,99014.0,122239939.0
2008-05-08,603,603,596,600,3150,98403.0,122239939.0
2008-05-09,602,602,587,604,20100,99014.0,122239939.0
2008-05-13,591,602,591,604,1890,99014.0,122239939.0
2008-05-14,602,602,595,604,810,99014.0,122239939.0
2008-05-15,603,603,596,600,16420,98403.0,122239939.0
2008-05-16,595,602,591,604,12680,99014.0,122239939.0
2008-05-19,591,591,527,570,67243,93514.0,122239939.0
2008-05-20,557,571,549,570,18720,93514.0,122239939.0
2008-05-21,565,565,550,559,5210,91680.0,122239939.0
2008-05-22,559,559,544,547,20440,89846.0,122239939.0
2008-05-23,565,565,520,555,125200,91069.0,122239939.0
2008-05-26,566,566,528,547,14190,89846.0,122239939.0
2008-05-27,546,558,546,559,22340,91680.0,122239939.0
2008-05-28,559,559,540,541,28110,88624.0,122239939.0
2008-05-29,559,559,536,547,23080,89846.0,122239939.0
2008-05-30,558,558,554,559,3027,91680.0,122239939.0
2008-06-02,558,558,554,555,4130,91069.0,122239939.0
2008-06-03,550,554,550,555,7270,91069.0,122239939.0
2008-06-04,554,554,550,555,4250,91069.0,122239939.0
2008-06-05,554,558,554,559,20904,91680.0,122239939.0
2008-06-09,551,555,544,544,13280,89235.0,122239939.0
2008-06-10,510,550,510,537,54150,88013.0,122239939.0
2008-06-11,524,535,520,537,21640,88013.0,122239939.0
2008-06-12,527,535,520,525,20853,86179.0,122239939.0
2008-06-13,535,587,531,559,16600,91680.0,122239939.0
2008-06-16,559,559,544,544,41590,89235.0,122239939.0
2008-06-17,544,551,532,544,62192,89235.0,122239939.0
2008-06-18,543,558,539,559,29460,91680.0,122239939.0
2008-06-19,559,559,536,544,29760,89235.0,122239939.0
2008-06-20,539,550,539,551,3010,90458.0,122239939.0
2008-06-23,534,564,534,566,40290,92902.0,122239939.0
2008-06-24,558,558,546,551,17120,90458.0,122239939.0
2008-06-25,555,555,544,544,22471,89235.0,122239939.0
2008-06-26,550,550,550,551,2080,90458.0,122239939.0
2008-06-27,546,558,539,555,21120,91069.0,122239939.0
2008-06-30,554,554,543,551,25250,90458.0,122239939.0
2008-07-01,550,554,546,555,20590,91069.0,122239939.0
2008-07-02,554,561,550,559,29460,91680.0,122239939.0
2008-07-03,550,558,550,559,20940,91680.0,122239939.0
2008-07-04,557,564,553,562,16694,92291.0,122239939.0
2008-07-07,564,571,560,574,35220,94125.0,122239939.0
2008-07-08,573,573,540,544,120540,89235.0,122239939.0
2008-07-09,564,564,549,566,20610,92902.0,122239939.0
2008-07-10,554,565,554,559,19560,91680.0,122239939.0
2008-07-11,557,567,557,566,33253,92902.0,122239939.0
2008-07-14,553,564,553,566,1232,92902.0,122239939.0
2008-07-15,567,567,549,566,87640,92902.0,122239939.0
2008-07-16,560,564,553,566,46550,92902.0,122239939.0
2008-07-17,567,567,557,566,31500,92902.0,122239939.0
2008-07-18,557,564,557,566,2900,92902.0,122239939.0
2008-07-21,564,567,560,570,22640,93514.0,122239939.0
2008-07-22,564,571,560,562,32830,92291.0,122239939.0
2008-07-23,560,564,557,562,3260,92291.0,122239939.0
2008-07-24,561,565,558,559,4220,91680.0,122239939.0
2008-07-25,565,565,558,559,1230,91680.0,122239939.0
2008-07-28,558,558,546,559,7660,91680.0,122239939.0
2008-07-29,550,565,546,559,8680,91680.0,122239939.0
2008-07-30,550,558,550,559,3390,91680.0,122239939.0
2008-07-31,558,558,558,559,3320,91680.0,122239939.0
2008-08-01,560,564,557,562,5000,92291.0,122239939.0
2008-08-04,561,561,558,559,1080,91680.0,122239939.0
2008-08-05,560,560,549,562,320,92291.0,122239939.0
2008-08-06,557,560,553,562,2100,92291.0,122239939.0
2008-08-07,561,561,554,559,1880,91680.0,122239939.0
2008-08-08,560,560,553,562,1730,92291.0,122239939.0
2008-08-11,560,564,560,566,3200,92902.0,122239939.0
2008-08-12,560,564,553,566,2790,92902.0,122239939.0
2008-08-13,565,565,483,555,12940,91069.0,122239939.0
2008-08-14,549,560,549,562,5400,92291.0,122239939.0
2008-08-18,561,561,550,551,3770,90458.0,122239939.0
2008-08-19,558,558,554,559,560,91680.0,122239939.0
2008-08-20,561,561,558,559,830,91680.0,122239939.0
2008-08-21,550,558,550,551,3045,90458.0,122239939.0
2008-08-22,551,555,544,544,2260,89235.0,122239939.0
2008-08-25,551,551,544,544,1130,89235.0,122239939.0
2008-08-26,543,550,543,551,1590,90458.0,122239939.0
2008-08-27,550,550,550,551,2320,90458.0,122239939.0
2008-08-28,543,554,543,555,8820,91069.0,122239939.0
2008-08-29,550,554,543,555,2860,91069.0,122239939.0
2008-09-01,544,551,520,541,6330,88624.0,122239939.0
2008-09-02,543,547,531,533,4260,87402.0,122239939.0
2008-09-03,520,543,520,529,30893,86790.0,122239939.0
2008-09-04,540,559,520,544,6680,89235.0,122239939.0
2008-09-05,536,544,528,544,3390,89235.0,122239939.0
2008-09-08,532,544,524,544,19410,89235.0,122239939.0
2008-09-09,535,535,527,537,1240,88013.0,122239939.0
2008-09-10,536,540,536,541,1500,88624.0,122239939.0
2008-09-11,544,544,528,541,1050,88624.0,122239939.0
2008-09-12,544,544,532,544,2660,89235.0,122239939.0
2008-09-16,516,535,516,537,2680,88013.0,122239939.0
2008-09-17,536,544,520,544,14110,89235.0,122239939.0
2008-09-18,524,535,524,537,3060,88013.0,122239939.0
2008-09-19,535,535,524,533,4210,87402.0,122239939.0
2008-09-22,543,543,524,533,2140,87402.0,122239939.0
2008-09-23,535,535,520,537,5070,88013.0,122239939.0
2008-09-24,527,535,524,537,2540,88013.0,122239939.0
2008-09-25,520,531,520,533,410,87402.0,122239939.0
2008-09-26,527,531,524,533,1900,87402.0,122239939.0
2008-09-29,520,531,520,529,2510,86790.0,122239939.0
2008-09-30,520,527,510,529,7940,86790.0,122239939.0
2008-10-01,520,531,520,533,870,87402.0,122239939.0
2008-10-02,531,531,531,533,100,87402.0,122239939.0
2008-10-06,524,527,513,525,2200,86179.0,122239939.0
2008-10-07,531,531,506,521,2460,85568.0,122239939.0
2008-10-08,505,516,461,518,11660,84957.0,122239939.0
2008-10-09,516,516,467,514,1020,84346.0,122239939.0
2008-10-10,513,513,490,511,2720,83734.0,122239939.0
2008-10-13,482,512,482,514,14700,84346.0,122239939.0
2008-10-14,512,512,509,514,3540,84346.0,122239939.0
2008-10-15,505,512,453,514,19020,84346.0,122239939.0
2008-10-16,461,506,461,469,19340,77011.0,122239939.0
2008-10-17,450,475,442,455,57780,74566.0,122239939.0
2008-10-20,454,461,434,463,28850,75789.0,122239939.0
2008-10-21,461,464,457,466,12023,76400.0,122239939.0
2008-10-22,461,483,461,473,13327,77622.0,122239939.0
2008-10-23,446,467,446,469,43470,77011.0,122239939.0
2008-10-24,467,467,423,447,50860,73344.0,122239939.0
2008-10-27,446,446,415,436,11060,71510.0,122239939.0
2008-10-28,423,442,412,439,39660,72122.0,122239939.0
2008-10-29,442,502,431,447,16710,73344.0,122239939.0
2008-10-30,423,475,423,473,4970,77622.0,122239939.0
2008-10-31,438,467,401,432,152859,70899.0,122239939.0
2008-11-03,464,464,435,451,17410,73955.0,122239939.0
2008-11-04,446,457,438,455,9330,74566.0,122239939.0
2008-11-05,454,454,438,447,59870,73344.0,122239939.0
2008-11-06,446,464,438,455,5598,74566.0,122239939.0
2008-11-07,438,454,438,451,7570,73955.0,122239939.0
2008-11-10,435,491,435,451,11890,73955.0,122239939.0
2008-11-11,471,487,471,477,6220,78234.0,122239939.0
2008-11-12,475,475,454,477,2380,78234.0,122239939.0
2008-11-13,457,478,441,466,4090,76400.0,122239939.0
2008-11-14,446,479,446,477,450,78234.0,122239939.0
2008-11-17,475,475,461,463,6350,75789.0,122239939.0
2008-11-18,487,487,475,477,110,78234.0,122239939.0
2008-11-19,446,471,446,463,2060,75789.0,122239939.0
2008-11-20,431,457,431,459,590,75178.0,122239939.0
2008-11-21,454,454,442,447,8845,73344.0,122239939.0
2008-11-24,471,471,438,439,5790,72122.0,122239939.0
2008-11-25,446,450,446,447,25320,73344.0,122239939.0
2008-11-26,483,483,450,469,1300,77011.0,122239939.0
2008-11-27,464,467,438,469,11000,77011.0,122239939.0
2008-11-28,475,475,475,477,10,78234.0,122239939.0
2008-12-01,498,498,461,485,890,79456.0,122239939.0
2008-12-02,447,492,447,491,170,80678.0,122239939.0
2008-12-03,491,491,457,459,3030,75178.0,122239939.0
2008-12-04,513,513,454,481,11600,78845.0,122239939.0
2008-12-05,461,487,461,485,160,79456.0,122239939.0
2008-12-08,492,495,464,491,790,80678.0,122239939.0
2008-12-09,498,498,467,469,2680,77011.0,122239939.0
2008-12-10,491,491,467,488,4310,80067.0,122239939.0
2008-12-11,468,492,468,491,5040,80678.0,122239939.0
2008-12-12,492,492,492,491,0,80678.0,122239939.0
2008-12-15,467,487,450,488,11730,80067.0,122239939.0
2008-12-16,483,491,461,485,8180,79456.0,122239939.0
2008-12-17,483,483,483,485,10,79456.0,122239939.0
2008-12-18,475,483,467,485,2310,79456.0,122239939.0
2008-12-19,483,483,483,485,10,,
2008-12-22,467,483,461,463,8720,75789.0,122239939.0
2008-12-23,461,483,461,485,14770,79456.0,122239939.0
2008-12-24,475,475,475,477,3000,78234.0,122239939.0
2008-12-26,482,501,464,466,11738,76400.0,122239939.0
2008-12-29,454,487,454,485,1390,79456.0,122239939.0
2008-12-30,483,483,461,485,340,79456.0,122239939.0
2009-01-02,486,554,486,551,7450,90458.0,122239939.0
2009-01-05,471,547,471,488,2140,80067.0,122239939.0
2009-01-06,498,502,487,503,80,82512.0,122239939.0
2009-01-07,482,512,482,514,9040,84346.0,122239939.0
2009-01-08,487,510,487,511,3730,83734.0,122239939.0
2009-01-09,491,535,491,521,3610,85568.0,122239939.0
2009-01-12,516,516,516,518,200,84957.0,122239939.0
2009-01-13,482,482,449,466,20528,76400.0,122239939.0
2009-01-14,467,487,467,477,4050,78234.0,122239939.0
2009-01-15,461,475,457,477,13230,78234.0,122239939.0
2009-01-16,457,475,457,477,4130,78234.0,122239939.0
2009-01-19,464,475,457,459,15604,75178.0,122239939.0
2009-01-20,464,475,464,477,1620,78234.0,122239939.0
2009-01-21,461,483,461,481,5860,78845.0,122239939.0
2009-01-22,461,479,461,481,710,78845.0,122239939.0
2009-01-23,467,487,467,488,4720,80067.0,122239939.0
2009-01-28,483,487,475,488,4230,80067.0,122239939.0
2009-01-29,494,494,491,491,620,79456.0,122239939.0
2009-01-30,490,493,490,495,900,80067.0,122239939.0
2009-02-02,493,497,482,499,200,80678.0,122239939.0
2009-02-03,497,520,497,511,440,82512.0,122239939.0
2009-02-04,509,516,471,495,2040,80067.0,122239939.0
2009-02-05,490,501,460,503,20351,81290.0,122239939.0
2009-02-06,493,493,490,495,2380,80067.0,122239939.0
2009-02-09,493,493,486,495,390,80067.0,122239939.0
2009-02-10,487,487,487,488,300,78845.0,122239939.0
2009-02-11,487,491,483,491,94,79456.0,122239939.0
2009-02-12,474,513,474,507,12010,81901.0,122239939.0
2009-02-13,490,497,464,499,4560,80678.0,122239939.0
2009-02-16,478,501,478,503,860,81290.0,122239939.0
2009-02-17,486,501,478,503,13090,81290.0,122239939.0
2009-02-18,505,505,505,507,81,81901.0,122239939.0
2009-02-19,505,505,505,507,1520,81901.0,122239939.0
2009-02-20,505,505,474,507,630,81901.0,122239939.0
2009-02-23,505,505,471,495,1760,80067.0,122239939.0
2009-02-24,493,493,471,495,6590,80067.0,122239939.0
2009-02-25,479,494,471,481,19110,77622.0,122239939.0
2009-02-26,502,502,479,491,12360,80382.0,123665294.0
2009-02-27,479,487,479,488,10540,79764.0,123665294.0
2009-03-02,491,491,483,485,156090,79146.0,123665294.0
2009-03-03,474,535,474,495,26737,81001.0,123665294.0
2009-03-04,498,563,483,526,11640,85947.0,123665294.0
2009-03-05,551,551,483,485,10930,79146.0,123665294.0
2009-03-06,483,491,475,491,3910,80380.0,123661852.0
2009-03-09,528,528,483,522,43030,85327.0,123661852.0
2009-03-10,493,513,493,515,345,84090.0,123661852.0
2009-03-11,490,516,490,503,500,82235.0,123661852.0
2009-03-12,490,520,490,519,670,84708.0,123661852.0
2009-03-13,513,520,493,499,13523,81617.0,123661852.0
2009-03-16,509,509,497,499,60,81617.0,123661852.0
2009-03-17,505,516,486,519,2650,84708.0,123661852.0
2009-03-18,509,524,497,499,3621,81617.0,123661852.0
2009-03-19,497,520,497,511,1630,83472.0,123661852.0
2009-03-20,506,520,506,522,6230,85327.0,123661852.0
2009-03-23,520,520,520,522,230,85327.0,123661852.0
2009-03-24,524,524,520,522,300,85327.0,123661852.0
2009-03-25,514,551,498,538,33920,87800.0,123661852.0
2009-03-26,531,531,505,507,62809,82853.0,123661852.0
2009-03-27,493,513,493,511,1090,83472.0,123661852.0
2009-03-30,505,513,490,495,43540,80999.0,123661852.0
2009-03-31,502,520,502,522,241,85327.0,123661852.0
2009-04-01,516,516,452,507,30300,82853.0,123661852.0
2009-04-02,505,516,497,507,1950,82853.0,123661852.0
2009-04-03,513,513,501,507,2574,82853.0,123661852.0
2009-04-06,505,513,493,511,6610,83472.0,123661852.0
2009-04-07,509,509,505,511,9090,83472.0,123661852.0
2009-04-08,509,509,497,511,1490,83472.0,123661852.0
2009-04-09,509,513,505,511,2241,83472.0,123661852.0
2009-04-10,513,513,490,515,5485,84090.0,123661852.0
2009-04-13,505,588,490,519,14988,84708.0,123661852.0
2009-04-14,516,527,490,495,27169,80999.0,123661852.0
2009-04-15,509,527,497,499,11450,81617.0,123661852.0
2009-04-16,497,513,497,515,1830,84090.0,123661852.0
2009-04-17,501,520,497,499,11830,81617.0,123661852.0
2009-04-20,497,505,497,507,2153,82853.0,123661852.0
2009-04-21,501,509,501,507,6165,82853.0,123661852.0
2009-04-22,505,513,497,511,8110,83472.0,123661852.0
2009-04-23,520,520,497,515,322,84090.0,123661852.0
2009-04-24,505,516,497,511,6982,83472.0,123661852.0
2009-04-27,509,509,505,511,1470,83472.0,123661852.0
2009-04-28,497,509,497,499,2320,81617.0,123661852.0
2009-04-29,505,520,497,511,3430,83472.0,123661852.0
2009-04-30,513,513,497,503,18560,82235.0,123661852.0
2009-05-04,505,516,497,519,27050,84708.0,123661852.0
2009-05-06,501,513,493,503,19767,82235.0,123661852.0
2009-05-07,509,513,497,503,12700,82235.0,123661852.0
2009-05-08,505,509,501,507,1780,82853.0,123661852.0
2009-05-11,497,505,474,495,46584,80999.0,123661852.0
2009-05-12,501,509,490,511,18523,83472.0,123661852.0
2009-05-13,497,513,497,515,13100,84090.0,123661852.0
2009-05-14,501,509,497,503,11170,82235.0,123661852.0
2009-05-15,497,509,497,507,14540,82853.0,123661852.0
2009-05-18,505,505,497,503,13830,82235.0,123661852.0
2009-05-19,493,501,493,503,4100,82235.0,123661852.0
2009-05-20,497,505,497,503,9190,82235.0,123661852.0
2009-05-21,493,513,490,515,10910,84090.0,123661852.0
2009-05-22,505,505,493,499,5643,81617.0,123661852.0
2009-05-25,493,497,490,499,10560,81617.0,123661852.0
2009-05-26,501,501,501,503,1080,82235.0,123661852.0
2009-05-27,505,505,501,507,1420,82853.0,123661852.0
