롯데정밀화학(004000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-10,47300,47600,46800,47200,85507,1217760.0,25800000.0
2009-11-11,47500,47950,47050,47600,78344,1228080.0,25800000.0
2009-11-12,47400,47750,47350,47400,104399,1222920.0,25800000.0
2009-11-13,47500,47600,46200,46800,93504,1207440.0,25800000.0
2009-11-16,46600,46800,45750,46350,116239,1195830.0,25800000.0
2009-11-17,46250,46650,46200,46500,133786,1199700.0,25800000.0
2009-11-18,46500,46950,45550,45600,185805,1176480.0,25800000.0
2009-11-19,45700,46350,45600,45950,172538,1185510.0,25800000.0
2009-11-20,45900,47150,45900,47100,193313,1215180.0,25800000.0
2009-11-23,47100,47500,46550,47300,157729,1220340.0,25800000.0
2009-11-24,47400,47450,46500,46750,109249,1206150.0,25800000.0
2009-11-25,46400,47150,46050,46900,104068,1210020.0,25800000.0
2009-11-26,46700,47750,46600,47100,127588,1215180.0,25800000.0
2009-11-27,46200,46650,45500,45750,190241,1180350.0,25800000.0
2009-11-30,46150,46200,45250,45250,125160,1167450.0,25800000.0
2009-12-01,44850,46100,44800,46000,99624,1186800.0,25800000.0
2009-12-02,46050,47150,45950,47100,166735,1215180.0,25800000.0
2009-12-03,46800,47350,46400,47300,106133,1220340.0,25800000.0
2009-12-04,47100,48300,46850,48250,161151,1244850.0,25800000.0
2009-12-07,48350,48350,47600,48100,100361,1240980.0,25800000.0
2009-12-08,48200,48800,47850,48650,182101,1255170.0,25800000.0
2009-12-09,48000,48700,48000,48700,148589,1256460.0,25800000.0
2009-12-10,48650,48700,47650,48700,191502,1256460.0,25800000.0
2009-12-11,48700,48700,48150,48700,118009,1256460.0,25800000.0
2009-12-14,48800,48950,48000,48550,120322,1252590.0,25800000.0
2009-12-15,48200,48400,47900,47950,114359,1237110.0,25800000.0
2009-12-16,47900,48800,47850,48750,139675,1257750.0,25800000.0
2009-12-17,49000,49450,48350,48350,124040,1247430.0,25800000.0
2009-12-18,47950,48300,47800,47950,65165,1237110.0,25800000.0
2009-12-21,48100,48200,47500,48200,96217,1243560.0,25800000.0
2009-12-22,48200,48250,47800,47800,68332,1233240.0,25800000.0
2009-12-23,48100,48150,47300,47450,129398,1224210.0,25800000.0
2009-12-24,47550,48600,47500,48250,152218,1244850.0,25800000.0
2009-12-28,48400,48450,47650,48450,118391,1250010.0,25800000.0
2009-12-29,48300,48500,48000,48200,100982,1243560.0,25800000.0
2009-12-30,48250,48250,46900,47050,271021,1213890.0,25800000.0
2010-01-04,46850,48750,46600,48750,200756,1257750.0,25800000.0
2010-01-05,49000,49350,48400,49250,185321,1270650.0,25800000.0
2010-01-06,49500,49900,49150,49900,195800,1287420.0,25800000.0
2010-01-07,50300,53000,50200,52400,1006704,1351920.0,25800000.0
2010-01-08,52500,53400,52100,53400,446700,1377720.0,25800000.0
2010-01-11,53800,54500,51900,53100,324152,1369980.0,25800000.0
2010-01-12,53200,53700,52300,53300,164723,1375140.0,25800000.0
2010-01-13,52800,52900,51900,52900,159398,1364820.0,25800000.0
2010-01-14,52700,53000,51900,53000,211533,1367400.0,25800000.0
2010-01-15,53000,53200,52200,53200,189357,1372560.0,25800000.0
2010-01-18,53200,54200,52800,53500,243000,1380300.0,25800000.0
2010-01-19,53600,53600,52400,53100,189597,1369980.0,25800000.0
2010-01-20,52900,53100,51800,51800,201327,1336440.0,25800000.0
2010-01-21,51300,52700,50500,51200,208103,1320960.0,25800000.0
2010-01-22,50300,50600,48900,49700,334063,1282260.0,25800000.0
2010-01-25,48850,49600,48600,49400,156616,1274520.0,25800000.0
2010-01-26,49500,49700,48750,49200,108725,1269360.0,25800000.0
2010-01-27,49100,49200,47200,48000,218305,1238400.0,25800000.0
2010-01-28,48000,48800,47000,48600,138783,1253880.0,25800000.0
2010-01-29,48100,48200,47100,47650,98993,1229370.0,25800000.0
2010-02-01,47100,47850,46550,47700,107745,1230660.0,25800000.0
2010-02-02,48050,48050,46850,47100,119031,1215180.0,25800000.0
2010-02-03,47550,47550,46900,47550,69932,1226790.0,25800000.0
2010-02-04,47800,47850,47150,47200,87516,1217760.0,25800000.0
2010-02-05,45800,46200,45450,45750,119810,1180350.0,25800000.0
2010-02-08,45900,46150,45100,46150,89003,1190670.0,25800000.0
2010-02-09,45700,46500,45350,46500,76254,1199700.0,25800000.0
2010-02-10,46900,46900,46100,46900,66701,1210020.0,25800000.0
2010-02-11,46500,47450,46500,47450,91756,1224210.0,25800000.0
2010-02-12,47500,47500,46700,47150,54133,1216470.0,25800000.0
2010-02-16,47050,47400,46800,47350,58485,1221630.0,25800000.0
2010-02-17,47500,48150,47450,48150,101693,1242270.0,25800000.0
2010-02-18,48300,48300,47650,48000,57791,1238400.0,25800000.0
2010-02-19,47700,47950,46750,46950,62603,1211310.0,25800000.0
2010-02-22,47200,48200,47200,48200,52926,1243560.0,25800000.0
2010-02-23,48200,48300,47700,48050,243125,1239690.0,25800000.0
2010-02-24,47600,48100,47400,47800,92150,1233240.0,25800000.0
2010-02-25,48000,48000,46900,47750,106838,1231950.0,25800000.0
2010-02-26,47550,47950,47200,47950,62746,1237110.0,25800000.0
2010-03-02,48600,48600,48000,48400,71327,1248720.0,25800000.0
2010-03-03,48150,48700,48150,48400,36630,1248720.0,25800000.0
2010-03-04,48400,48400,47600,47600,54378,1228080.0,25800000.0
2010-03-05,47600,48500,47600,48450,61584,1250010.0,25800000.0
2010-03-08,48950,49400,48800,49400,85652,1274520.0,25800000.0
2010-03-09,49400,49400,48600,48750,111595,1257750.0,25800000.0
2010-03-10,48700,49750,48450,49750,339478,1283550.0,25800000.0
2010-03-11,50000,51700,49700,50800,290408,1310640.0,25800000.0
2010-03-12,51000,51300,50300,50700,161489,1308060.0,25800000.0
2010-03-15,50600,50900,49950,50200,98921,1295160.0,25800000.0
2010-03-16,50300,50600,49700,49800,119645,1284840.0,25800000.0
2010-03-17,50000,50400,49700,50000,117343,1290000.0,25800000.0
2010-03-18,50300,50700,49950,50200,124144,1295160.0,25800000.0
2010-03-19,50700,51000,50000,50000,110417,1290000.0,25800000.0
2010-03-22,49800,49800,48800,49300,119568,1271940.0,25800000.0
2010-03-23,49700,49850,49000,49850,89987,1286130.0,25800000.0
2010-03-24,50000,50000,49500,49950,82787,1288710.0,25800000.0
2010-03-25,49950,51000,49500,51000,129128,1315800.0,25800000.0
2010-03-26,50800,51000,50500,50900,86498,1313220.0,25800000.0
2010-03-29,50500,51600,50500,51300,138925,1323540.0,25800000.0
2010-03-30,51300,51600,50900,51200,67044,1320960.0,25800000.0
2010-03-31,51000,51100,50000,50800,133067,1310640.0,25800000.0
2010-04-01,50600,51000,50400,50800,90513,1310640.0,25800000.0
2010-04-02,50900,51800,50300,51100,162896,1318380.0,25800000.0
2010-04-05,51100,51400,49850,50900,116371,1313220.0,25800000.0
2010-04-06,50900,51000,50100,50500,85262,1302900.0,25800000.0
2010-04-07,50500,50600,49800,49850,96778,1286130.0,25800000.0
2010-04-08,49800,50300,49200,50200,100751,1295160.0,25800000.0
2010-04-09,50100,52500,50100,51700,544179,1333860.0,25800000.0
2010-04-12,51600,51900,50800,51300,178482,1323540.0,25800000.0
2010-04-13,51300,52000,50600,51100,105923,1318380.0,25800000.0
2010-04-14,51200,51700,50600,51100,163104,1318380.0,25800000.0
2010-04-15,52000,52900,51500,52800,606864,1362240.0,25800000.0
2010-04-16,52800,52800,51700,52200,158872,1346760.0,25800000.0
2010-04-19,51400,51700,50300,50300,157389,1297740.0,25800000.0
2010-04-20,50600,51400,50300,50500,111315,1302900.0,25800000.0
2010-04-21,50900,52100,50800,52100,203658,1344180.0,25800000.0
2010-04-22,51800,52800,51300,52800,140251,1362240.0,25800000.0
2010-04-23,52600,53400,50600,50900,358882,1313220.0,25800000.0
2010-04-26,51400,52900,51400,52500,253975,1354500.0,25800000.0
2010-04-27,52500,53700,52200,53000,244860,1367400.0,25800000.0
2010-04-28,51900,53200,51700,53200,195189,1372560.0,25800000.0
2010-04-29,53200,54500,52700,53400,340309,1377720.0,25800000.0
2010-04-30,53800,54100,52800,53400,219231,1377720.0,25800000.0
2010-05-03,52900,53700,52700,53100,165838,1369980.0,25800000.0
2010-05-04,53700,53700,52600,53400,109620,1377720.0,25800000.0
2010-05-06,52300,53000,52000,52400,141838,1351920.0,25800000.0
2010-05-07,50800,52400,50500,52400,201700,1351920.0,25800000.0
2010-05-10,52800,52900,52000,52500,106644,1354500.0,25800000.0
2010-05-11,52900,56900,52300,56900,1165693,1468020.0,25800000.0
2010-05-12,56600,58500,56300,57200,772152,1475760.0,25800000.0
2010-05-13,57700,59200,57700,58600,572546,1511880.0,25800000.0
2010-05-14,58500,67300,58200,67300,1623960,1736340.0,25800000.0
2010-05-17,66300,71700,64400,69000,2159884,1780200.0,25800000.0
2010-05-18,70000,70300,63000,64400,1109108,1661520.0,25800000.0
2010-05-19,63300,65000,60900,63400,757631,1635720.0,25800000.0
2010-05-20,63100,65900,59400,59700,872839,1540260.0,25800000.0
2010-05-24,59700,62800,59700,61300,515534,1581540.0,25800000.0
2010-05-25,60600,62500,58000,62500,786741,1612500.0,25800000.0
2010-05-26,63600,63800,61600,62600,566148,1615080.0,25800000.0
2010-05-27,62100,63700,60500,61200,744778,1578960.0,25800000.0
2010-05-28,62100,63400,60200,62400,727307,1609920.0,25800000.0
2010-05-31,62300,64400,62100,63300,473429,1633140.0,25800000.0
2010-06-01,63200,65500,62600,63800,689572,1646040.0,25800000.0
2010-06-03,64900,65500,63200,63400,335981,1635720.0,25800000.0
2010-06-04,63500,64300,62500,63100,322565,1627980.0,25800000.0
2010-06-07,61600,62500,61500,62000,258260,1599600.0,25800000.0
2010-06-08,62100,64500,62000,63800,479047,1646040.0,25800000.0
2010-06-09,63800,63900,61400,61800,322012,1594440.0,25800000.0
2010-06-10,62100,62300,59800,60200,551338,1553160.0,25800000.0
2010-06-11,61000,61300,58100,58100,688185,1498980.0,25800000.0
2010-06-14,58600,59800,58500,59600,346925,1537680.0,25800000.0
2010-06-15,59600,60400,59000,60400,249478,1558320.0,25800000.0
2010-06-16,60900,63600,60200,63300,679346,1633140.0,25800000.0
2010-06-17,63300,64500,62700,63300,439327,1633140.0,25800000.0
2010-06-18,63300,64500,62800,63500,294075,1638300.0,25800000.0
2010-06-21,64300,64600,63100,63900,367086,1648620.0,25800000.0
2010-06-22,63800,67800,63500,66000,1002731,1702800.0,25800000.0
2010-06-23,66400,67700,65100,65200,504108,1682160.0,25800000.0
2010-06-24,65200,65700,63400,63800,395032,1646040.0,25800000.0
2010-06-25,63500,65400,63400,63800,369003,1646040.0,25800000.0
2010-06-28,64300,65800,63800,65500,281400,1689900.0,25800000.0
2010-06-29,65600,67700,64200,64200,619241,1656360.0,25800000.0
2010-06-30,62700,64700,62600,64200,276324,1656360.0,25800000.0
2010-07-01,63900,68500,63500,68400,780293,1764720.0,25800000.0
2010-07-02,68700,69300,65800,66000,711340,1702800.0,25800000.0
2010-07-05,66300,67600,65900,66400,336450,1713120.0,25800000.0
2010-07-06,65800,66100,64500,65600,347679,1692480.0,25800000.0
2010-07-07,65700,67000,64900,65900,272890,1700220.0,25800000.0
2010-07-08,66800,67400,66300,66300,248222,1710540.0,25800000.0
2010-07-09,66800,68800,66500,66800,468496,1723440.0,25800000.0
2010-07-12,67400,68500,66800,68400,374949,1764720.0,25800000.0
2010-07-13,68900,70800,68400,69600,788769,1795680.0,25800000.0
2010-07-14,70300,71000,68600,68600,588113,1769880.0,25800000.0
2010-07-15,68400,70800,67700,70500,462848,1818900.0,25800000.0
2010-07-16,70500,71600,70200,70800,425632,1826640.0,25800000.0
2010-07-19,70000,71300,69900,70700,246004,1824060.0,25800000.0
2010-07-20,71500,71500,69200,69900,354318,1803420.0,25800000.0
2010-07-21,70500,70700,69300,70200,276969,1811160.0,25800000.0
2010-07-22,69700,70600,67200,68000,364747,1754400.0,25800000.0
2010-07-23,68800,69000,64900,65000,597054,1677000.0,25800000.0
2010-07-26,64800,66900,64800,66600,274275,1718280.0,25800000.0
2010-07-27,67100,67400,65600,65900,177983,1700220.0,25800000.0
2010-07-28,66000,66600,65400,65700,152874,1695060.0,25800000.0
2010-07-29,65800,67500,65800,66800,176271,1723440.0,25800000.0
2010-07-30,67500,67500,66700,66800,139192,1723440.0,25800000.0
2010-08-02,67500,67700,66900,67200,135803,1733760.0,25800000.0
2010-08-03,67800,68000,65900,66200,201074,1707960.0,25800000.0
2010-08-04,66000,66800,65100,66200,227578,1707960.0,25800000.0
2010-08-05,66400,66800,63900,64200,275257,1656360.0,25800000.0
2010-08-06,64500,67500,64300,67300,376431,1736340.0,25800000.0
2010-08-09,67900,68800,66800,67000,242297,1728600.0,25800000.0
2010-08-10,67400,68400,65600,65600,188226,1692480.0,25800000.0
2010-08-11,65600,66900,63500,63800,245784,1646040.0,25800000.0
2010-08-12,63000,63800,62200,62500,164216,1612500.0,25800000.0
2010-08-13,63400,65600,62600,64800,193675,1671840.0,25800000.0
2010-08-16,65600,66700,65000,66200,266381,1707960.0,25800000.0
2010-08-17,66000,66500,65000,65400,141860,1687320.0,25800000.0
2010-08-18,66000,67200,65700,66000,242947,1702800.0,25800000.0
2010-08-19,66400,69200,66400,68500,534158,1767300.0,25800000.0
2010-08-20,68000,69800,67800,68400,366276,1764720.0,25800000.0
2010-08-23,68200,69700,67800,69000,322962,1780200.0,25800000.0
2010-08-24,69000,70700,68200,69000,451694,1780200.0,25800000.0
2010-08-25,68100,68500,66100,66100,268616,1705380.0,25800000.0
2010-08-26,66200,66500,64900,65100,267916,1679580.0,25800000.0
2010-08-27,64800,65400,64300,65200,154106,1682160.0,25800000.0
2010-08-30,66000,67200,65800,67000,136726,1728600.0,25800000.0
2010-08-31,66500,67900,66200,67500,206432,1741500.0,25800000.0
2010-09-01,67800,68400,66900,67100,280192,1731180.0,25800000.0
2010-09-02,67600,67700,66600,66800,217338,1723440.0,25800000.0
2010-09-03,67100,69700,67100,68100,438287,1756980.0,25800000.0
2010-09-06,68800,68900,66600,67500,292390,1741500.0,25800000.0
2010-09-07,67500,68000,66100,66100,223745,1705380.0,25800000.0
2010-09-08,66100,66800,65100,65400,180435,1687320.0,25800000.0
2010-09-09,65900,67100,65600,66800,196503,1723440.0,25800000.0
2010-09-10,67400,67900,66500,66700,216899,1720860.0,25800000.0
2010-09-13,66700,67400,66200,67000,193645,1728600.0,25800000.0
2010-09-14,67200,68400,66100,66100,278377,1705380.0,25800000.0
2010-09-15,66600,67000,63800,64600,360382,1666680.0,25800000.0
2010-09-16,64600,64900,63100,63100,356385,1627980.0,25800000.0
2010-09-17,63400,64000,63100,63600,279743,1640880.0,25800000.0
2010-09-20,63600,64200,63400,63800,135710,1646040.0,25800000.0
2010-09-24,63800,64300,63500,63800,119839,1646040.0,25800000.0
2010-09-27,64000,64200,62700,62800,346567,1620240.0,25800000.0
2010-09-28,63000,63700,62500,63600,314145,1640880.0,25800000.0
2010-09-29,63700,64500,63600,64200,388019,1656360.0,25800000.0
2010-09-30,64300,64400,63400,63800,225407,1646040.0,25800000.0
2010-10-01,64100,64700,62900,63400,396477,1635720.0,25800000.0
2010-10-04,63400,64000,62800,62800,214429,1620240.0,25800000.0
2010-10-05,63000,63800,62600,63100,195785,1627980.0,25800000.0
2010-10-06,63500,63700,60900,61200,575663,1578960.0,25800000.0
2010-10-07,60800,62100,60500,60900,318893,1571220.0,25800000.0
2010-10-08,61100,61700,60800,61400,192044,1584120.0,25800000.0
2010-10-11,61500,62000,59400,59500,411739,1535100.0,25800000.0
2010-10-12,59600,60100,59000,59800,187958,1542840.0,25800000.0
2010-10-13,60200,61300,59600,61200,212549,1578960.0,25800000.0
2010-10-14,61200,61300,60300,61000,270247,1573800.0,25800000.0
2010-10-15,60800,61900,60600,61300,198827,1581540.0,25800000.0
2010-10-18,61800,61800,60000,60000,209325,1548000.0,25800000.0
2010-10-19,60000,60400,59100,59100,175572,1524780.0,25800000.0
2010-10-20,58900,61000,58700,60900,204386,1571220.0,25800000.0
2010-10-21,61200,62400,60800,61300,247995,1581540.0,25800000.0
2010-10-22,61300,61800,59600,61300,346160,1581540.0,25800000.0
2010-10-25,61300,62300,61300,62200,261691,1604760.0,25800000.0
2010-10-26,62500,64100,62200,64000,498898,1651200.0,25800000.0
2010-10-27,64100,67400,64100,66000,1121861,1702800.0,25800000.0
2010-10-28,66400,68100,66100,67100,825857,1731180.0,25800000.0
2010-10-29,67300,67800,65500,66800,546553,1723440.0,25800000.0
2010-11-01,67000,68700,66500,68600,621370,1769880.0,25800000.0
2010-11-02,68500,69200,67400,69000,404506,1780200.0,25800000.0
2010-11-03,69000,69500,68000,69000,372539,1780200.0,25800000.0
2010-11-04,69200,71000,68500,70600,650463,1821480.0,25800000.0
2010-11-05,71200,71600,69800,70600,473258,1821480.0,25800000.0
2010-11-08,70800,71400,69700,70600,344500,1821480.0,25800000.0
2010-11-09,75500,80700,74000,76700,3034523,1978860.0,25800000.0
2010-11-10,76000,79500,74400,76900,1180224,1984020.0,25800000.0
2010-11-11,77800,80200,77700,78300,991125,2020140.0,25800000.0
2010-11-12,77200,78600,72700,75900,2094130,1958220.0,25800000.0
2010-11-15,76900,81700,76500,79000,1276057,2038200.0,25800000.0
2010-11-16,78200,78700,76500,77200,571280,1991760.0,25800000.0
2010-11-17,76700,78800,76600,78600,544977,2027880.0,25800000.0
2010-11-18,79500,83900,79300,83000,1241798,2141400.0,25800000.0
2010-11-19,83400,84900,82500,83600,564693,2156880.0,25800000.0
2010-11-22,83100,84100,82300,83200,527115,2146560.0,25800000.0
2010-11-23,83700,87100,83600,85600,817465,2208480.0,25800000.0
2010-11-24,83500,85500,82800,84900,647312,2190420.0,25800000.0
2010-11-25,86000,86700,83800,83800,439199,2162040.0,25800000.0
2010-11-26,83600,83600,80400,81500,697869,2102700.0,25800000.0
2010-11-29,82200,83200,81100,82800,358957,2136240.0,25800000.0
2010-11-30,83000,85300,83000,84800,502182,2187840.0,25800000.0
2010-12-01,84000,85500,83200,85000,376202,2193000.0,25800000.0
2010-12-02,85900,86500,84200,84900,385294,2190420.0,25800000.0
2010-12-03,84800,87700,83900,84500,665764,2180100.0,25800000.0
2010-12-06,84200,84500,82600,82900,349272,2138820.0,25800000.0
2010-12-07,83400,85300,83100,83800,244792,2162040.0,25800000.0
2010-12-08,84000,84900,83100,83300,238287,2149140.0,25800000.0
2010-12-09,83500,84500,82600,84000,331489,2167200.0,25800000.0
2010-12-10,84400,86600,83800,86300,461097,2226540.0,25800000.0
2010-12-13,87900,88400,85700,86600,390933,2234280.0,25800000.0
2010-12-14,86400,86700,85000,85800,273332,2213640.0,25800000.0
2010-12-15,85800,86700,85300,86200,212250,2223960.0,25800000.0
2010-12-16,85900,86600,85300,85700,162489,2211060.0,25800000.0
2010-12-17,86000,86100,83300,83800,385217,2162040.0,25800000.0
2010-12-20,82200,82900,80700,82000,361711,2115600.0,25800000.0
2010-12-21,82800,83500,81900,83000,361451,2141400.0,25800000.0
2010-12-22,83400,83400,79700,80300,585124,2071740.0,25800000.0
2010-12-23,80900,81100,79000,80900,283521,2087220.0,25800000.0
2010-12-24,80800,80800,79400,79900,200468,2061420.0,25800000.0
2010-12-27,79600,80900,79100,79100,161921,2040780.0,25800000.0
2010-12-28,79100,80700,78900,79700,238195,2056260.0,25800000.0
2010-12-29,80400,82300,80300,82000,212108,2115600.0,25800000.0
2010-12-30,82500,83000,81200,82900,194880,2138820.0,25800000.0
2011-01-03,83300,83700,81800,81900,223087,2113020.0,25800000.0
2011-01-04,81800,82300,79900,80000,543335,2064000.0,25800000.0
2011-01-05,80300,80800,79500,80100,321301,2066580.0,25800000.0
2011-01-06,80600,80600,77600,78600,497713,2027880.0,25800000.0
2011-01-07,78200,89000,77900,84800,1702955,2187840.0,25800000.0
2011-01-10,84000,84400,82000,82000,464215,2115600.0,25800000.0
2011-01-11,82600,84600,81300,82800,359657,2136240.0,25800000.0
2011-01-12,82800,83400,81500,81500,274088,2102700.0,25800000.0
2011-01-13,81500,81800,80200,80400,390829,2074320.0,25800000.0
2011-01-14,81000,81500,79500,80800,335857,2084640.0,25800000.0
2011-01-17,80700,84400,80000,81300,434985,2097540.0,25800000.0
2011-01-18,81400,83300,80600,81400,348227,2100120.0,25800000.0
2011-01-19,81500,82600,81100,81600,222246,2105280.0,25800000.0
2011-01-20,82100,84000,81400,81400,446994,2100120.0,25800000.0
2011-01-21,81400,81800,79500,79600,308182,2053680.0,25800000.0
2011-01-24,79500,80200,78600,79600,159493,2053680.0,25800000.0
2011-01-25,79600,80400,79000,79000,188787,2038200.0,25800000.0
2011-01-26,79000,80400,79000,79300,147468,2045940.0,25800000.0
2011-01-27,80000,82500,79900,82100,428385,2118180.0,25800000.0
2011-01-28,83100,85300,82800,84000,587513,2167200.0,25800000.0
2011-01-31,82700,82900,81700,81700,229457,2107860.0,25800000.0
2011-02-01,82000,82700,80400,81900,221837,2113020.0,25800000.0
2011-02-07,83000,84300,81500,81500,262223,2102700.0,25800000.0
2011-02-08,81600,82500,80200,80200,217209,2069160.0,25800000.0
2011-02-09,80700,83000,80200,83000,399940,2141400.0,25800000.0
2011-02-10,83000,85000,80500,80500,574652,2076900.0,25800000.0
2011-02-11,81000,81700,75900,75900,438327,1958220.0,25800000.0
2011-02-14,76900,78300,76000,77900,194291,2009820.0,25800000.0
2011-02-15,78000,78600,76800,77800,121462,2007240.0,25800000.0
2011-02-16,80600,81000,75600,75700,509306,1953060.0,25800000.0
2011-02-17,76900,77700,74000,74700,295174,1927260.0,25800000.0
2011-02-18,75000,77200,74800,76600,180732,1976280.0,25800000.0
2011-02-21,76600,77700,75000,75400,155260,1945320.0,25800000.0
2011-02-22,74200,74800,71300,71800,288988,1852440.0,25800000.0
2011-02-23,71600,73100,71500,72100,134308,1860180.0,25800000.0
2011-02-24,72000,73300,71300,71700,102211,1849860.0,25800000.0
2011-02-25,71700,72900,71600,72700,82117,1875660.0,25800000.0
2011-02-28,73000,73000,70600,70600,134127,1821480.0,25800000.0
2011-03-02,69600,70400,66400,67400,317676,1738920.0,25800000.0
2011-03-03,67400,70400,67400,70200,209874,1811160.0,25800000.0
2011-03-04,71000,72000,70200,72000,162495,1857600.0,25800000.0
2011-03-07,71500,71600,69600,69700,162617,1798260.0,25800000.0
2011-03-08,69400,71100,69300,70600,132582,1821480.0,25800000.0
2011-03-09,71400,72300,70600,70900,146054,1829220.0,25800000.0
2011-03-10,70600,72000,70600,71100,151292,1834380.0,25800000.0
2011-03-11,69800,70000,68400,68600,209615,1769880.0,25800000.0
2011-03-14,67600,68000,63800,65800,423082,1697640.0,25800000.0
2011-03-15,67300,69100,64300,68000,441759,1754400.0,25800000.0
2011-03-16,68400,69300,67000,69000,227332,1780200.0,25800000.0
2011-03-17,67100,71200,67100,71000,316750,1831800.0,25800000.0
2011-03-18,71600,73000,71100,72500,243718,1870500.0,25800000.0
2011-03-21,73000,74400,72100,73100,300331,1885980.0,25800000.0
2011-03-22,74000,74900,73200,74200,308892,1914360.0,25800000.0
2011-03-23,74000,74600,73300,73800,164618,1904040.0,25800000.0
2011-03-24,73800,74800,73700,74500,150321,1922100.0,25800000.0
2011-03-25,74600,74900,73700,73700,153766,1901460.0,25800000.0
2011-03-28,73500,73700,72200,73700,137600,1901460.0,25800000.0
2011-03-29,74000,78000,74000,78000,556790,2012400.0,25800000.0
2011-03-30,78500,80700,78000,78300,460470,2020140.0,25800000.0
2011-03-31,77600,79900,77500,79900,220925,2061420.0,25800000.0
2011-04-01,79900,80400,79100,80400,251197,2074320.0,25800000.0
2011-04-04,80300,81900,80300,81700,317434,2107860.0,25800000.0
2011-04-05,81700,82000,80600,81400,209937,2100120.0,25800000.0
2011-04-06,81000,82700,80700,80700,246715,2082060.0,25800000.0
2011-04-07,81200,83400,80800,82800,410566,2136240.0,25800000.0
2011-04-08,83000,84200,82700,83000,380425,2141400.0,25800000.0
2011-04-11,83700,84900,83600,83800,295094,2162040.0,25800000.0
2011-04-12,83300,83500,80800,81100,235555,2092380.0,25800000.0
2011-04-13,81400,82000,80300,81500,179302,2102700.0,25800000.0
2011-04-14,82000,83500,80900,82400,261078,2125920.0,25800000.0
2011-04-15,82600,83400,81200,81900,172371,2113020.0,25800000.0
2011-04-18,82400,82700,81000,82200,228958,2120760.0,25800000.0
2011-04-19,81800,85600,81400,84100,565365,2169780.0,25800000.0
2011-04-20,84500,85000,83500,83900,274980,2164620.0,25800000.0
2011-04-21,84100,87200,82900,85400,725351,2203320.0,25800000.0
2011-04-22,86200,86500,83000,84600,444642,2182680.0,25800000.0
2011-04-25,83900,84300,82900,83300,341971,2149140.0,25800000.0
2011-04-26,83600,84000,80900,81400,399714,2100120.0,25800000.0
2011-04-27,82100,83300,81000,81500,399610,2102700.0,25800000.0
2011-04-28,82500,82900,80000,80000,284003,2064000.0,25800000.0
2011-04-29,79500,80700,77500,79300,264990,2045940.0,25800000.0
2011-05-02,79600,81100,79300,81100,164189,2092380.0,25800000.0
2011-05-03,81000,81200,78800,78800,137738,2033040.0,25800000.0
2011-05-04,78500,78900,77600,78400,119765,2022720.0,25800000.0
2011-05-06,77500,78400,77200,77700,103846,2004660.0,25800000.0
2011-05-09,78500,79200,77600,78000,106596,2012400.0,25800000.0
2011-05-11,78100,78500,74300,74300,671453,1916940.0,25800000.0
2011-05-12,73400,74400,72700,73600,279362,1898880.0,25800000.0
2011-05-13,73700,74100,70900,71700,295773,1849860.0,25800000.0
2011-05-16,71000,72400,70500,72200,173500,1862760.0,25800000.0
2011-05-17,71500,72200,71000,71400,124444,1842120.0,25800000.0
2011-05-18,71400,73200,71400,72600,173724,1873080.0,25800000.0
2011-05-19,73000,73400,70500,70600,190566,1821480.0,25800000.0
2011-05-20,70700,71200,68800,69500,191311,1793100.0,25800000.0
2011-05-23,69600,69900,68100,68100,109062,1756980.0,25800000.0
2011-05-24,68000,69100,67600,68500,92900,1767300.0,25800000.0
2011-05-25,68700,70900,68700,68800,149387,1775040.0,25800000.0
2011-05-26,69200,70700,68100,70700,174684,1824060.0,25800000.0
2011-05-27,70500,71100,69200,69200,179598,1785360.0,25800000.0
2011-05-30,70000,70000,67700,69500,124615,1793100.0,25800000.0
2011-05-31,69400,71700,69400,71700,195198,1849860.0,25800000.0
2011-06-01,71400,72300,70800,71600,143242,1847280.0,25800000.0
2011-06-02,70000,70600,68200,68200,238666,1759560.0,25800000.0
2011-06-03,68300,69600,68200,69600,89925,1795680.0,25800000.0
2011-06-07,69100,69100,67700,67800,117429,1749240.0,25800000.0
2011-06-08,67800,68900,67100,67500,102313,1741500.0,25800000.0
2011-06-09,67100,69000,67100,67800,120999,1749240.0,25800000.0
2011-06-10,68500,68800,66800,67200,96608,1733760.0,25800000.0
2011-06-13,66300,66800,64800,65100,121230,1679580.0,25800000.0
2011-06-14,65000,66300,64800,65900,103344,1700220.0,25800000.0
2011-06-15,66600,68600,66100,68500,112637,1767300.0,25800000.0
2011-06-16,67500,68400,67300,67300,79968,1736340.0,25800000.0
2011-06-17,67900,67900,66400,66400,99671,1713120.0,25800000.0
2011-06-20,66400,68000,66400,66600,66359,1718280.0,25800000.0
2011-06-21,67000,68200,66700,68200,86359,1759560.0,25800000.0
2011-06-22,68900,70800,68600,70800,194762,1826640.0,25800000.0
2011-06-23,70800,70800,69700,70100,96237,1808580.0,25800000.0
2011-06-24,70100,70500,69400,69600,134849,1795680.0,25800000.0
2011-06-27,69000,70000,68900,69600,73199,1795680.0,25800000.0
2011-06-28,70000,70300,68500,68500,125276,1767300.0,25800000.0
2011-06-29,69200,69400,68100,68300,127669,1762140.0,25800000.0
2011-06-30,68500,69200,67600,68500,146739,1767300.0,25800000.0
2011-07-01,69300,71500,68700,70900,299017,1829220.0,25800000.0
