롯데정밀화학(004000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,12790,13448,12602,13165,286340,189000.0,13500000.0
1999-01-05,13166,13730,12978,13447,328740,193050.0,13500000.0
1999-01-06,14200,15423,14200,15422,330020,221400.0,13500000.0
1999-01-07,17727,17727,17727,17726,210140,254475.0,13500000.0
1999-01-08,17680,18526,17210,18055,1814720,259200.0,13500000.0
1999-01-11,18056,20219,17586,19466,1210580,279450.0,13500000.0
1999-01-12,19937,20031,18056,18620,742970,267300.0,13500000.0
1999-01-13,18338,18620,17586,18055,494760,259200.0,13500000.0
1999-01-14,17492,17586,15564,16363,464320,234900.0,13500000.0
1999-01-15,16457,17304,16175,16786,457870,240975.0,13500000.0
1999-01-18,17210,17680,16927,16927,379320,243000.0,13500000.0
1999-01-19,17116,17116,16175,16175,270240,232200.0,13500000.0
1999-01-20,16175,17398,15611,16316,458450,234225.0,13500000.0
1999-01-21,16269,16457,15047,15046,271760,216000.0,13500000.0
1999-01-22,15047,15235,14388,14576,462870,209250.0,13500000.0
1999-01-25,14765,14765,13448,13588,312920,195075.0,13500000.0
1999-01-26,14106,14388,13354,13353,392930,191700.0,13500000.0
1999-01-27,13354,14294,13354,14106,346400,202500.0,13500000.0
1999-01-28,14200,14435,13871,14106,329230,202500.0,13500000.0
1999-01-29,14388,14765,13965,14576,381510,209250.0,13500000.0
1999-02-01,14765,14859,14294,14388,372860,206550.0,13500000.0
1999-02-02,14388,14576,13730,13918,268530,199800.0,13500000.0
1999-02-03,13636,13824,13354,13447,176530,193050.0,13500000.0
1999-02-04,13354,13730,12884,13165,158070,189000.0,13500000.0
1999-02-05,13448,13730,12978,13400,207020,192375.0,13500000.0
1999-02-08,13730,15376,13636,13918,1391820,199800.0,13500000.0
1999-02-09,14200,14388,13213,13212,552330,189675.0,13500000.0
1999-02-10,13260,14106,12884,13541,351990,194400.0,13500000.0
1999-02-11,13072,13918,13072,13353,234880,191700.0,13500000.0
1999-02-12,13542,13824,13448,13730,294530,197100.0,13500000.0
1999-02-18,14106,14294,13448,13447,223710,193050.0,13500000.0
1999-02-19,13354,13354,12602,12977,259870,186300.0,13500000.0
1999-02-22,12413,12696,12037,12225,447380,240500.0,18500000.0
1999-02-23,12413,12602,11755,11849,294240,233100.0,18500000.0
1999-02-24,11849,12131,11567,11661,361830,229400.0,18500000.0
1999-02-25,11332,11896,11332,11473,295650,225700.0,18500000.0
1999-02-26,11614,12225,11614,12131,411480,238650.0,18500000.0
1999-03-02,12508,12978,12272,12554,581980,246975.0,18500000.0
1999-03-03,12696,12884,12225,12366,344710,243275.0,18500000.0
1999-03-04,12319,12649,12084,12507,330720,246050.0,18500000.0
1999-03-05,12131,12884,12131,12883,329500,253450.0,18500000.0
1999-03-08,13166,13589,13072,13447,557460,264550.0,18500000.0
1999-03-09,13542,13542,13025,13165,292690,259000.0,18500000.0
1999-03-10,12884,13542,12837,13306,297330,261775.0,18500000.0
1999-03-11,13307,13636,13166,13447,335580,264550.0,18500000.0
1999-03-12,13636,14576,13542,13918,581010,273800.0,18500000.0
1999-03-15,14200,14294,13542,13588,385710,267325.0,18500000.0
1999-03-16,13636,13871,13354,13730,282520,270100.0,18500000.0
1999-03-17,13918,14200,13542,13541,348230,266400.0,18500000.0
1999-03-18,13354,13824,13072,13165,208410,259000.0,18500000.0
1999-03-19,13166,14106,13166,14059,316890,276575.0,18500000.0
1999-03-22,14059,15235,13824,14764,1158380,290450.0,18500000.0
1999-03-23,15047,15329,14576,15140,602520,297850.0,18500000.0
1999-03-24,15047,15517,14765,15140,515650,297850.0,18500000.0
1999-03-25,14953,15329,14576,14576,359860,286750.0,18500000.0
1999-03-26,14576,14953,14482,14764,292470,290450.0,18500000.0
1999-03-29,14482,14859,14294,14482,260090,284900.0,18500000.0
1999-03-30,14859,15235,14812,15140,450790,297850.0,18500000.0
1999-03-31,15282,15893,15141,15798,755740,310800.0,18500000.0
1999-04-01,15893,16128,15658,15987,554330,314500.0,18500000.0
1999-04-02,16175,16645,16081,16222,824310,319125.0,18500000.0
1999-04-06,16269,16786,16128,16739,467840,329300.0,18500000.0
1999-04-07,16739,16927,16269,16269,489010,320050.0,18500000.0
1999-04-08,16269,16598,16034,16269,369930,320050.0,18500000.0
1999-04-09,16457,16457,15799,15987,348660,314500.0,18500000.0
1999-04-12,15893,16269,15517,15704,366140,308950.0,18500000.0
1999-04-13,15987,16786,15893,16504,680900,324675.0,18500000.0
1999-04-14,16551,17304,16269,16457,579920,323750.0,18500000.0
1999-04-15,16739,17304,16598,17162,800440,337625.0,18500000.0
1999-04-16,17398,18244,17022,17397,935230,342250.0,18500000.0
1999-04-19,17680,18150,17116,17585,647620,345950.0,18500000.0
1999-04-20,17680,18244,17398,17773,585250,349650.0,18500000.0
1999-04-21,18338,18902,17680,17679,862730,347800.0,18500000.0
1999-04-22,17680,17962,16457,17209,522370,338550.0,18500000.0
1999-04-23,17304,17680,17210,17303,446510,340400.0,18500000.0
1999-04-26,17398,17774,16739,17538,477620,345025.0,18500000.0
1999-04-27,17962,18338,17116,17961,571600,353350.0,18500000.0
1999-04-28,18714,20642,18338,20642,2095740,406075.0,18500000.0
1999-04-29,20501,20642,19184,19184,841130,377400.0,18500000.0
1999-04-30,19655,19655,18432,18808,568510,370000.0,18500000.0
1999-05-03,18808,19561,18714,18996,517480,373700.0,18500000.0
1999-05-04,19184,19749,19090,19607,539420,385725.0,18500000.0
1999-05-06,19702,20219,19702,19748,726710,388500.0,18500000.0
1999-05-07,20031,20125,19326,19513,715760,383875.0,18500000.0
1999-05-10,19749,20971,19514,20971,1114430,412550.0,18500000.0
1999-05-11,20783,20877,19278,19278,708260,379250.0,18500000.0
1999-05-12,19373,19655,18150,18150,672480,357050.0,18500000.0
1999-05-13,18500,18600,17250,17300,345540,320050.0,18500000.0
1999-05-14,17400,17800,16650,16700,242800,308950.0,18500000.0
1999-05-17,16850,17200,16600,16600,210740,307100.0,18500000.0
1999-05-18,16700,17200,16700,17200,283020,318200.0,18500000.0
1999-05-19,17500,17600,16900,17000,287360,314500.0,18500000.0
1999-05-20,16700,16800,15500,15800,250020,292300.0,18500000.0
1999-05-21,16000,16400,15850,15900,181460,294150.0,18500000.0
1999-05-24,16000,16150,15550,15600,142090,288600.0,18500000.0
1999-05-25,15750,16000,15600,15600,141180,288600.0,18500000.0
1999-05-26,15600,16600,15500,16500,239870,305250.0,18500000.0
1999-05-27,16550,16850,16300,16600,271690,307100.0,18500000.0
1999-05-28,16900,17000,16200,16550,200000,306175.0,18500000.0
1999-05-31,16850,16850,16200,16200,154130,299700.0,18500000.0
1999-06-01,16200,16500,16000,16300,149790,301550.0,18500000.0
1999-06-02,16500,16950,16500,16750,256260,309875.0,18500000.0
1999-06-03,17000,17200,16400,16900,203230,312650.0,18500000.0
1999-06-04,16900,18250,16900,17800,586800,329300.0,18500000.0
1999-06-07,18600,18800,18100,18400,486270,340400.0,18500000.0
1999-06-08,18950,19500,18650,18900,684600,349650.0,18500000.0
1999-06-09,18700,18700,17700,17700,312910,327450.0,18500000.0
1999-06-10,17700,18500,17200,18500,429280,342250.0,18500000.0
1999-06-11,18500,19250,18100,19100,565350,353350.0,18500000.0
1999-06-14,19000,19100,18100,18500,295810,342250.0,18500000.0
1999-06-15,18150,18400,17200,17500,351570,323750.0,18500000.0
1999-06-16,17800,17900,17400,17500,446100,323750.0,18500000.0
1999-06-17,17650,18400,17650,17700,430150,327450.0,18500000.0
1999-06-18,17600,18000,16900,17000,244410,314500.0,18500000.0
1999-06-21,17100,18900,17050,18600,497000,344100.0,18500000.0
1999-06-22,18600,19400,18300,18900,633730,349650.0,18500000.0
1999-06-23,19100,19300,18600,18900,450170,349650.0,18500000.0
1999-06-24,19500,20500,19400,19550,1156340,361675.0,18500000.0
1999-06-25,19400,19500,18900,19200,308370,355200.0,18500000.0
1999-06-28,19500,20800,19400,19800,1035090,366300.0,18500000.0
1999-06-29,20000,20300,19500,19550,423830,361675.0,18500000.0
1999-06-30,19800,20800,18600,19500,837010,360750.0,18500000.0
1999-07-01,19100,20400,19100,20000,731810,370000.0,18500000.0
1999-07-02,20200,20450,19800,20200,542360,373700.0,18500000.0
1999-07-05,20500,21200,20250,20400,757590,377400.0,18500000.0
1999-07-06,20100,20500,19800,20000,587130,370000.0,18500000.0
1999-07-07,20000,20250,19500,20050,740060,370925.0,18500000.0
1999-07-08,20200,23050,19950,23050,1846560,426425.0,18500000.0
1999-07-09,23500,24750,22700,22750,1704460,420875.0,18500000.0
1999-07-12,23150,24400,22450,23000,1825450,593400.0,25800000.0
1999-07-13,22700,23700,21300,21600,1053730,557280.0,25800000.0
1999-07-14,22100,22200,20200,20200,865190,521160.0,25800000.0
1999-07-15,20200,20600,19700,20500,671930,528900.0,25800000.0
1999-07-16,20200,22500,20200,21450,1280740,553410.0,25800000.0
1999-07-19,21600,22750,21500,22000,978290,567600.0,25800000.0
1999-07-20,21900,21950,20950,21200,659530,546960.0,25800000.0
1999-07-21,21000,21000,19750,19900,639650,513420.0,25800000.0
1999-07-22,19700,20100,19000,20100,636060,518580.0,25800000.0
1999-07-23,20700,21600,18950,19000,1299210,490200.0,25800000.0
1999-07-26,18600,18900,16500,17200,522450,443760.0,25800000.0
1999-07-27,17800,19750,17500,19750,584240,509550.0,25800000.0
1999-07-28,19100,20450,18600,19300,791450,497940.0,25800000.0
1999-07-29,19750,20000,19450,19600,453570,505680.0,25800000.0
1999-07-30,19700,19800,18350,18600,541130,479880.0,25800000.0
1999-08-02,18800,19800,18500,19500,887220,503100.0,25800000.0
1999-08-03,19200,21000,18800,20000,1253760,516000.0,25800000.0
1999-08-04,21000,22150,20200,20200,1431910,521160.0,25800000.0
1999-08-05,20000,20500,18600,19050,493740,491490.0,25800000.0
1999-08-06,19250,19450,18550,19200,340790,495360.0,25800000.0
1999-08-09,18650,19750,18650,19500,497500,503100.0,25800000.0
1999-08-10,18900,19500,18800,19000,336050,490200.0,25800000.0
1999-08-11,18850,18900,18300,18550,308380,478590.0,25800000.0
1999-08-12,18600,19100,18500,18700,258610,482460.0,25800000.0
1999-08-13,18300,18500,17700,18450,397780,476010.0,25800000.0
1999-08-16,18400,18800,18000,18300,214440,472140.0,25800000.0
1999-08-17,18500,18750,17400,17700,315270,456660.0,25800000.0
1999-08-18,17100,17700,16100,17300,364180,446340.0,25800000.0
1999-08-19,17100,17500,17050,17400,273830,448920.0,25800000.0
1999-08-20,17700,17700,17100,17300,190840,446340.0,25800000.0
1999-08-23,17600,18000,17250,18000,299880,464400.0,25800000.0
1999-08-24,18000,18250,17650,18000,342690,464400.0,25800000.0
1999-08-25,18000,18500,17800,18450,487950,476010.0,25800000.0
1999-08-26,18450,18600,18000,18000,326350,464400.0,25800000.0
1999-08-27,18000,18300,17250,17800,313020,459240.0,25800000.0
1999-08-30,17800,18000,17250,17250,214630,445050.0,25800000.0
1999-08-31,17250,17450,16800,17150,262080,442470.0,25800000.0
1999-09-01,17100,17150,16500,16500,264550,425700.0,25800000.0
1999-09-02,16000,16300,15800,15800,388410,407640.0,25800000.0
1999-09-03,15800,16300,15300,15700,347910,405060.0,25800000.0
1999-09-06,15800,16600,15800,16350,250360,421830.0,25800000.0
1999-09-07,16500,17400,16350,16900,388430,436020.0,25800000.0
1999-09-08,16900,17000,16150,16300,177520,420540.0,25800000.0
1999-09-09,16500,16700,16150,16300,174190,420540.0,25800000.0
1999-09-10,16050,16700,16050,16550,213450,426990.0,25800000.0
1999-09-13,16950,16950,16350,16500,222220,425700.0,25800000.0
1999-09-14,16500,17000,16350,16650,226600,429570.0,25800000.0
1999-09-15,16650,16650,16150,16450,163910,424410.0,25800000.0
1999-09-16,16450,16450,15750,15750,183700,406350.0,25800000.0
1999-09-17,15500,15900,15200,15900,166330,410220.0,25800000.0
1999-09-20,15900,16200,15600,16200,186150,417960.0,25800000.0
1999-09-21,15950,16600,15950,16500,191510,425700.0,25800000.0
1999-09-22,16400,16500,16000,16000,204920,412800.0,25800000.0
1999-09-27,15800,15800,15100,15200,144340,392160.0,25800000.0
1999-09-28,15200,15500,15100,15200,151270,392160.0,25800000.0
1999-09-29,15100,15800,14800,15100,238870,389580.0,25800000.0
1999-09-30,15100,15400,14300,14300,185620,368940.0,25800000.0
1999-10-01,14000,14250,12850,13400,333310,345720.0,25800000.0
1999-10-04,13600,13900,13200,13200,194760,340560.0,25800000.0
1999-10-05,13250,13600,12300,12300,171840,317340.0,25800000.0
1999-10-06,12300,13300,12100,13100,191840,337980.0,25800000.0
1999-10-07,13000,13700,12700,13600,220010,350880.0,25800000.0
1999-10-08,13300,13950,13050,13400,198950,345720.0,25800000.0
1999-10-11,13400,13750,13100,13300,148170,343140.0,25800000.0
1999-10-12,13300,14050,13200,14050,250880,362490.0,25800000.0
1999-10-13,13900,14150,13450,14050,204030,362490.0,25800000.0
1999-10-14,13900,14300,13600,13900,209240,358620.0,25800000.0
1999-10-15,14100,14300,13700,14000,282650,361200.0,25800000.0
1999-10-18,13900,14750,13700,14100,578510,363780.0,25800000.0
1999-10-19,14300,14500,13600,13700,246450,353460.0,25800000.0
1999-10-20,14000,14200,13800,13800,220270,356040.0,25800000.0
1999-10-21,14000,14500,13700,13700,193490,353460.0,25800000.0
1999-10-22,13750,13950,13400,13800,120880,356040.0,25800000.0
1999-10-25,13800,14200,13300,13300,377870,343140.0,25800000.0
1999-10-26,13350,13700,13100,13300,163160,343140.0,25800000.0
1999-10-27,13100,13450,12850,12850,194480,331530.0,25800000.0
1999-10-28,12600,13200,12500,13200,170850,340560.0,25800000.0
1999-10-29,13400,13900,13250,13650,259370,352170.0,25800000.0
1999-11-01,14000,14550,13650,14550,307160,375390.0,25800000.0
1999-11-02,14350,15200,14200,14650,320780,377970.0,25800000.0
1999-11-03,14700,15200,14250,14800,502010,381840.0,25800000.0
1999-11-04,15100,15400,14900,15150,389720,390870.0,25800000.0
1999-11-05,15200,15900,15150,15600,589190,402480.0,25800000.0
1999-11-08,16000,16000,15200,15300,446120,394740.0,25800000.0
1999-11-09,15200,15500,15000,15500,272150,399900.0,25800000.0
1999-11-10,15400,15500,14900,15000,272970,387000.0,25800000.0
1999-11-11,14700,15200,14600,14800,334890,381840.0,25800000.0
1999-11-12,15300,15300,14550,14750,425630,380550.0,25800000.0
1999-11-15,14550,14850,14350,14750,325780,380550.0,25800000.0
1999-11-16,14800,15000,14300,14350,316420,370230.0,25800000.0
1999-11-17,14350,14500,13500,13500,311600,348300.0,25800000.0
1999-11-18,13550,13800,13400,13500,239260,348300.0,25800000.0
1999-11-19,13700,15500,13700,15500,668290,399900.0,25800000.0
1999-11-22,16300,16400,15600,15900,1359490,410220.0,25800000.0
1999-11-23,15700,15700,14850,15200,502040,392160.0,25800000.0
1999-11-24,14700,14900,14300,14550,293940,375390.0,25800000.0
1999-11-25,14700,15300,13800,13800,498750,356040.0,25800000.0
1999-11-26,14100,14400,13600,13650,365500,352170.0,25800000.0
1999-11-29,13800,14300,13500,13700,303510,353460.0,25800000.0
1999-11-30,14000,15750,14000,15750,705730,406350.0,25800000.0
1999-12-01,16450,18100,16050,18100,4263450,466980.0,25800000.0
1999-12-02,18600,20800,18500,19500,4082900,503100.0,25800000.0
1999-12-03,19800,19800,17650,18100,1422870,466980.0,25800000.0
1999-12-06,18500,20500,17600,19850,1920310,512130.0,25800000.0
1999-12-07,19800,21000,18500,18500,1753600,477300.0,25800000.0
1999-12-08,19000,21250,17850,21250,2208680,548250.0,25800000.0
1999-12-09,22850,24400,22100,24400,3818040,629520.0,25800000.0
1999-12-10,25000,27450,23700,27400,3823030,706920.0,25800000.0
1999-12-13,26900,31500,26550,31400,4660880,810120.0,25800000.0
1999-12-14,31400,36000,30000,30000,4588380,774000.0,25800000.0
1999-12-15,30000,30800,26500,28500,3819720,735300.0,25800000.0
1999-12-16,30200,30500,26000,26000,3196530,670800.0,25800000.0
1999-12-17,26900,27100,22400,23500,2599760,606300.0,25800000.0
1999-12-20,24150,25300,23050,25100,2643830,647580.0,25800000.0
1999-12-21,25100,25300,21350,21350,1963800,550830.0,25800000.0
1999-12-22,21000,22500,19000,21400,3449470,552120.0,25800000.0
1999-12-23,21950,24600,21000,21000,3827340,541800.0,25800000.0
1999-12-24,21500,21700,19050,19100,1659630,492780.0,25800000.0
1999-12-27,19300,19650,16900,17900,1503260,461820.0,25800000.0
1999-12-28,17900,18000,16600,17100,1417200,441180.0,25800000.0
2000-01-04,18100,19650,18000,19650,577820,506970.0,25800000.0
2000-01-05,20900,22550,20000,22550,3175700,581790.0,25800000.0
2000-01-06,22550,23200,19300,20000,2043320,516000.0,25800000.0
2000-01-07,20500,23000,20050,23000,2889260,593400.0,25800000.0
2000-01-10,25400,26350,23050,23050,4805940,594690.0,25800000.0
2000-01-11,22700,25300,21800,23950,2899010,617910.0,25800000.0
2000-01-12,23250,24800,22250,23000,1907640,593400.0,25800000.0
2000-01-13,22950,23300,21550,22000,1511450,567600.0,25800000.0
2000-01-14,22000,22300,20200,20300,1194730,523740.0,25800000.0
2000-01-17,20500,21650,20150,21000,1141480,541800.0,25800000.0
2000-01-18,21000,21800,20350,21100,877900,544380.0,25800000.0
2000-01-19,21000,22700,20600,21300,1707730,549540.0,25800000.0
2000-01-20,21100,22300,20300,21100,1177010,544380.0,25800000.0
2000-01-21,20900,22500,20600,21800,2153880,562440.0,25800000.0
2000-01-24,22500,24650,22300,23000,3367170,593400.0,25800000.0
2000-01-25,22500,23850,22200,22500,1946380,580500.0,25800000.0
2000-01-26,23400,24100,22400,24100,1944000,621780.0,25800000.0
2000-01-27,24700,27700,24550,25600,9064190,660480.0,25800000.0
2000-01-28,25350,26400,24750,25600,3122780,660480.0,25800000.0
2000-01-31,26100,27350,25700,26600,3441510,686280.0,25800000.0
2000-02-01,27000,27200,26200,26200,1579100,675960.0,25800000.0
2000-02-02,25800,28200,25700,26850,2925130,692730.0,25800000.0
2000-02-03,26750,27700,25600,25700,2114320,663060.0,25800000.0
2000-02-07,25600,26450,25300,25800,1502500,665640.0,25800000.0
2000-02-08,27500,27900,26200,26600,1990990,686280.0,25800000.0
2000-02-09,27000,28600,26700,28600,3233720,737880.0,25800000.0
2000-02-10,28800,29500,27600,27700,2457940,714660.0,25800000.0
2000-02-11,28450,31400,27300,30450,5329540,785610.0,25800000.0
2000-02-14,29900,30750,27750,28300,2467070,730140.0,25800000.0
2000-02-15,28500,28600,24100,24100,1810570,621780.0,25800000.0
2000-02-16,24300,25300,23200,24550,1451910,633390.0,25800000.0
2000-02-17,25000,28200,25000,28200,3156100,727560.0,25800000.0
2000-02-18,29900,32300,29200,30200,4619620,779160.0,25800000.0
2000-02-21,29200,31300,29200,29200,2755900,753360.0,25800000.0
2000-02-22,29800,30500,27050,29000,1769480,748200.0,25800000.0
2000-02-23,29000,31100,28250,29000,1897160,748200.0,25800000.0
2000-02-24,29500,30400,28900,29300,1199550,755940.0,25800000.0
2000-02-25,28500,29300,28000,28100,1027530,724980.0,25800000.0
2000-02-28,26700,27400,24800,25000,975400,645000.0,25800000.0
2000-02-29,26000,26700,24600,25400,1125070,655320.0,25800000.0
2000-03-02,26400,28300,26000,26900,1790800,694020.0,25800000.0
2000-03-03,26500,27300,25400,25600,1060900,660480.0,25800000.0
2000-03-06,26500,26950,25650,26000,773600,670800.0,25800000.0
2000-03-07,25300,29500,25200,27500,2057670,709500.0,25800000.0
2000-03-08,28000,28800,26600,26800,1159870,691440.0,25800000.0
2000-03-09,27100,27700,26700,26750,878250,690150.0,25800000.0
2000-03-10,27100,28200,26400,26700,1222650,688860.0,25800000.0
2000-03-13,26700,27450,25350,25500,681400,657900.0,25800000.0
2000-03-14,25000,25500,23500,24000,634910,619200.0,25800000.0
2000-03-15,22500,23150,21800,22050,796750,568890.0,25800000.0
2000-03-16,24500,24600,22200,22500,1249380,580500.0,25800000.0
2000-03-17,23000,23400,22000,22100,626100,570180.0,25800000.0
2000-03-20,21800,22900,21000,22150,481390,571470.0,25800000.0
2000-03-21,21500,22150,21400,21600,489820,557280.0,25800000.0
2000-03-22,22200,22950,21800,22350,816220,576630.0,25800000.0
2000-03-23,23050,23600,21800,21800,808830,562440.0,25800000.0
2000-03-24,22500,22800,21650,21800,770450,562440.0,25800000.0
2000-03-27,21800,22200,21350,21600,561530,557280.0,25800000.0
2000-03-28,21700,22200,21300,21400,711670,552120.0,25800000.0
2000-03-29,21000,22100,20700,20800,768290,536640.0,25800000.0
2000-03-30,20800,21450,20800,21100,726680,544380.0,25800000.0
2000-03-31,20900,21100,20000,20000,612550,516000.0,25800000.0
2000-04-03,19600,20000,17200,17300,951850,446340.0,25800000.0
2000-04-04,17400,18500,17100,17700,1225790,456660.0,25800000.0
2000-04-06,18000,18200,16550,16550,705120,426990.0,25800000.0
2000-04-07,17500,17750,17100,17400,1004540,448920.0,25800000.0
2000-04-10,18000,20000,17600,20000,1454530,516000.0,25800000.0
2000-04-11,20900,21350,19400,20150,2135670,519870.0,25800000.0
2000-04-12,19700,20200,19150,19800,783140,510840.0,25800000.0
2000-04-14,19000,19400,18350,18600,431320,479880.0,25800000.0
2000-04-17,15850,16800,15850,15850,794260,408930.0,25800000.0
2000-04-18,17500,17550,16050,16900,740330,436020.0,25800000.0
2000-04-19,17800,18350,17000,18000,787870,464400.0,25800000.0
2000-04-20,17500,17950,17250,17650,355010,455370.0,25800000.0
2000-04-21,17750,18300,17300,18000,425910,464400.0,25800000.0
2000-04-24,18000,18700,17700,17700,464740,456660.0,25800000.0
2000-04-25,17500,17700,16700,17100,384020,441180.0,25800000.0
2000-04-26,17500,17700,16150,16600,341770,428280.0,25800000.0
2000-04-27,16300,16600,15500,15950,406260,411510.0,25800000.0
2000-04-28,15600,16850,15600,16300,907370,420540.0,25800000.0
2000-05-02,16700,17300,16600,16650,628250,429570.0,25800000.0
2000-05-03,16700,17050,16200,17000,458490,438600.0,25800000.0
2000-05-04,16800,18250,16500,17500,980990,451500.0,25800000.0
2000-05-08,18700,18750,17350,17450,568250,450210.0,25800000.0
2000-05-09,17450,17500,16900,17150,274150,442470.0,25800000.0
2000-05-10,16800,17000,16600,16900,213910,436020.0,25800000.0
2000-05-12,16600,16850,16350,16600,284890,428280.0,25800000.0
2000-05-15,16200,16200,15200,15200,368840,392160.0,25800000.0
2000-05-16,15000,15750,14600,15700,578360,405060.0,25800000.0
2000-05-17,15700,16350,13700,14000,1026180,361200.0,25800000.0
2000-05-18,13300,13500,11950,12200,685590,314760.0,25800000.0
2000-05-19,12400,12500,11200,12400,507690,319920.0,25800000.0
2000-05-22,12000,12300,10900,10900,455180,281220.0,25800000.0
2000-05-23,10300,11200,10300,10650,399820,274770.0,25800000.0
2000-05-24,10300,11900,9800,11400,1115070,294120.0,25800000.0
2000-05-25,11700,12650,11450,12300,1238590,317340.0,25800000.0
2000-05-26,11750,11900,10700,10700,561280,276060.0,25800000.0
2000-05-29,10300,12300,10300,12300,1422580,317340.0,25800000.0
2000-05-30,13700,13900,13000,13000,1381030,335400.0,25800000.0
2000-05-31,13700,14250,13200,13600,1484970,350880.0,25800000.0
2000-06-01,13200,14350,13100,14000,1637050,361200.0,25800000.0
2000-06-02,14700,14800,13700,14100,1342650,363780.0,25800000.0
2000-06-05,14700,15900,14350,15400,1466240,397320.0,25800000.0
2000-06-07,15500,17300,15450,16400,1393310,423120.0,25800000.0
2000-06-08,16450,16800,15100,15550,1202910,401190.0,25800000.0
2000-06-09,15200,16350,15150,15700,747170,405060.0,25800000.0
2000-06-12,16500,18050,16150,18050,3008550,465690.0,25800000.0
2000-06-13,17700,18750,16750,16900,3788640,436020.0,25800000.0
2000-06-14,17500,17500,16100,16200,1092150,417960.0,25800000.0
2000-06-15,15900,16000,14250,14500,1043070,374100.0,25800000.0
2000-06-16,14000,15150,14000,14500,980600,374100.0,25800000.0
2000-06-19,14050,15100,14000,15100,953280,389580.0,25800000.0
2000-06-20,16000,16550,14600,15150,2470420,390870.0,25800000.0
2000-06-21,15100,15500,14700,15000,897210,387000.0,25800000.0
2000-06-22,15450,15600,14800,15500,685350,399900.0,25800000.0
2000-06-23,15000,15350,14900,15050,379240,388290.0,25800000.0
2000-06-26,15450,16150,15300,15700,1002390,405060.0,25800000.0
2000-06-27,15500,15500,15000,15300,723400,394740.0,25800000.0
2000-06-28,15100,15400,15050,15200,597790,392160.0,25800000.0
2000-06-29,15500,15500,14800,15200,666070,392160.0,25800000.0
2000-06-30,15000,15100,14750,14900,350470,384420.0,25800000.0
2000-07-03,14900,15200,14700,15100,473470,389580.0,25800000.0
2000-07-04,15150,15400,14950,14950,526290,385710.0,25800000.0
2000-07-05,15000,15150,14100,14750,436510,380550.0,25800000.0
2000-07-06,15050,15500,14700,14950,713160,385710.0,25800000.0
2000-07-07,15050,16300,15050,16000,1910350,412800.0,25800000.0
2000-07-10,16700,16900,15800,15850,1083260,408930.0,25800000.0
2000-07-11,15950,16150,15200,15200,999040,392160.0,25800000.0
2000-07-12,15300,16150,15050,15750,1130330,406350.0,25800000.0
2000-07-13,15500,16200,15250,16200,865340,417960.0,25800000.0
2000-07-14,16200,16600,15800,16000,968150,412800.0,25800000.0
2000-07-18,16100,16250,14900,14900,567970,384420.0,25800000.0
2000-07-19,14800,14800,13550,13800,605210,356040.0,25800000.0
2000-07-20,13300,13700,13150,13600,354650,350880.0,25800000.0
2000-07-21,13700,13900,13400,13850,459480,357330.0,25800000.0
2000-07-24,13500,13650,12550,12550,340960,323790.0,25800000.0
2000-07-25,12550,12950,12500,12700,329160,327660.0,25800000.0
2000-07-26,12900,13100,12500,13000,399980,335400.0,25800000.0
2000-07-27,12800,13400,12700,13000,376700,335400.0,25800000.0
2000-07-28,13000,13100,12450,12700,332130,327660.0,25800000.0
2000-07-31,12700,13000,12450,12900,228140,332820.0,25800000.0
2000-08-01,12800,13300,12700,13200,359100,340560.0,25800000.0
2000-08-02,13600,13750,13200,13450,579500,347010.0,25800000.0
2000-08-03,13500,13600,13000,13200,340860,340560.0,25800000.0
2000-08-04,13200,13200,12800,12800,174580,330240.0,25800000.0
2000-08-07,12500,12550,12200,12300,266830,317340.0,25800000.0
2000-08-08,12050,12500,12000,12050,194840,310890.0,25800000.0
2000-08-09,12150,12700,12150,12700,306700,327660.0,25800000.0
2000-08-10,12650,13050,12300,12750,468750,328950.0,25800000.0
2000-08-11,12450,12700,12400,12500,227500,322500.0,25800000.0
2000-08-14,12800,13350,12700,12900,354530,332820.0,25800000.0
2000-08-16,13400,13450,12950,13050,289080,336690.0,25800000.0
2000-08-17,12850,13050,12750,12850,177080,331530.0,25800000.0
2000-08-18,12950,13050,12550,12600,154370,325080.0,25800000.0
2000-08-21,12450,12700,12400,12500,139330,322500.0,25800000.0
2000-08-22,12500,12750,12450,12500,190970,322500.0,25800000.0
2000-08-23,12650,12650,12100,12100,222910,312180.0,25800000.0
2000-08-24,12300,12400,11900,12250,192080,316050.0,25800000.0
2000-08-25,12200,12350,12050,12150,119110,313470.0,25800000.0
2000-08-28,12200,12350,12000,12250,158720,316050.0,25800000.0
2000-08-29,12450,12550,12250,12250,161590,316050.0,25800000.0
2000-08-30,12200,12350,12150,12250,111770,316050.0,25800000.0
2000-08-31,12300,12300,11700,11800,160900,304440.0,25800000.0
2000-09-01,11800,12050,11750,11800,163560,304440.0,25800000.0
2000-09-04,11800,12000,11700,11800,130040,304440.0,25800000.0
2000-09-05,12100,12350,11900,12200,230300,314760.0,25800000.0
2000-09-06,12000,12200,11900,12000,145500,309600.0,25800000.0
2000-09-07,11800,12450,11700,11850,308200,305730.0,25800000.0
2000-09-08,11800,12050,11800,11900,128170,307020.0,25800000.0
2000-09-14,11700,11900,11200,11900,191950,307020.0,25800000.0
