에이블씨엔씨(078520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-05-04,32744,33353,32744,33056,19034,228060.0,4200000.0
2005-05-06,33049,34754,33049,34761,51045,239820.0,4200000.0
2005-05-09,35248,35613,34153,35248,44521,243180.0,4200000.0
2005-05-10,35310,35310,32448,33422,48574,230580.0,4200000.0
2005-05-11,32988,32988,31710,32205,38735,222180.0,4200000.0
2005-05-12,32265,33422,32265,32812,32433,226380.0,4200000.0
2005-05-13,31953,32258,29822,30439,101341,210000.0,4200000.0
2005-05-16,30439,31291,30318,31108,25240,214620.0,4200000.0
2005-05-17,30917,31526,29120,29130,62185,200970.0,4200000.0
2005-05-18,29222,30257,29222,29586,39362,204120.0,4200000.0
2005-05-19,29647,30042,29221,29708,38591,204960.0,4200000.0
2005-05-20,29731,29853,29335,29434,18226,203070.0,4200000.0
2005-05-23,29212,30796,29212,30439,22965,210000.0,4200000.0
2005-05-24,30248,30431,29426,29434,33783,203070.0,4200000.0
2005-05-25,29611,30432,29580,29800,25436,205590.0,4200000.0
2005-05-26,29915,29915,28849,29221,30443,201600.0,4200000.0
2005-05-27,29518,29518,28758,28948,27473,199710.0,4200000.0
2005-05-30,28733,29220,28002,28125,59988,194040.0,4200000.0
2005-05-31,28247,29373,28094,28490,68758,196560.0,4200000.0
2005-06-01,28666,29517,28604,29161,112946,201180.0,4200000.0
2005-06-02,29251,29251,28703,28734,40786,198240.0,4200000.0
2005-06-03,28727,28909,28210,28278,43671,195090.0,4200000.0
2005-06-07,28666,28757,28299,28339,52266,195510.0,4200000.0
2005-06-08,28156,28399,27395,27881,54427,192360.0,4200000.0
2005-06-09,27517,27973,27517,27639,25316,190680.0,4200000.0
2005-06-10,27694,28271,27694,27730,48550,191310.0,4200000.0
2005-06-13,27517,27973,27517,27881,22490,192360.0,4200000.0
2005-06-14,28180,28180,27389,27396,24837,189000.0,4200000.0
2005-06-15,27144,27876,27144,27669,21954,190890.0,4200000.0
2005-06-16,27693,27966,27693,27822,41889,191940.0,4200000.0
2005-06-17,28300,29182,27965,28308,77401,195300.0,4200000.0
2005-06-20,28424,28606,27815,27822,19612,191940.0,4200000.0
2005-06-21,27814,27935,27388,27426,27664,189210.0,4200000.0
2005-06-22,27479,28271,27479,28278,30120,195090.0,4200000.0
2005-06-23,28209,28483,28148,28308,34930,195300.0,4200000.0
2005-06-24,27693,28087,27693,27761,10920,191520.0,4200000.0
2005-06-27,27390,28272,27390,27517,19045,189840.0,4200000.0
2005-06-28,27450,27784,27389,27669,22489,190890.0,4200000.0
2005-06-29,27759,27759,27028,27060,57676,186690.0,4200000.0
2005-06-30,27084,27389,27054,27152,27381,187320.0,4200000.0
2005-07-01,27122,27426,27122,27273,22544,188160.0,4200000.0
2005-07-04,26665,27304,26665,26907,46761,185640.0,4200000.0
2005-07-05,26695,26785,23680,24868,244410,171570.0,4200000.0
2005-07-06,25197,25318,24283,24442,70860,168630.0,4200000.0
2005-07-07,24443,24716,23165,23195,152582,160020.0,4200000.0
2005-07-08,22731,23066,22366,22495,73890,155190.0,4200000.0
2005-07-11,22489,23340,22367,23134,92033,159600.0,4200000.0
2005-07-12,22975,23400,22701,22708,32935,156660.0,4200000.0
2005-07-13,22519,23006,22519,22769,15263,157080.0,4200000.0
2005-07-14,22648,23105,22648,22951,19489,158340.0,4200000.0
2005-07-15,22732,23005,22732,23013,17765,158760.0,4200000.0
2005-07-18,23255,23285,22645,22677,28280,156450.0,4200000.0
2005-07-19,22646,22738,19785,20577,224907,141960.0,4200000.0
2005-07-20,20571,20571,19262,19512,88864,134610.0,4200000.0
2005-07-21,19481,19541,17471,18263,208348,126000.0,4200000.0
2005-07-22,17648,18013,17221,17837,97763,123060.0,4200000.0
2005-07-25,17829,18317,17373,17411,105441,120120.0,4200000.0
2005-07-26,17655,18050,17350,17654,92117,121800.0,4200000.0
2005-07-27,17503,17503,15007,15006,444202,103530.0,4200000.0
2005-07-28,14634,14727,12900,14002,470530,96600.0,4200000.0
2005-07-29,14001,15311,13636,14063,498780,97020.0,4200000.0
2005-08-01,14482,16003,14390,15950,333547,110040.0,4200000.0
2005-08-02,15822,16126,15000,15372,137315,106050.0,4200000.0
2005-08-03,15032,15427,14697,14794,107076,102060.0,4200000.0
2005-08-04,14765,15525,14704,15311,133946,105630.0,4200000.0
2005-08-05,14756,15274,14756,15220,69400,105000.0,4200000.0
2005-08-08,15158,16619,15158,16163,170397,111510.0,4200000.0
2005-08-09,16247,16580,16216,16528,101475,114030.0,4200000.0
2005-08-10,16740,16862,16497,16710,95876,115290.0,4200000.0
2005-08-11,16557,17653,16497,17350,72711,119700.0,4200000.0
2005-08-12,17654,17684,16953,16985,48341,117180.0,4200000.0
2005-08-16,17046,17471,16375,16467,81275,113610.0,4200000.0
2005-08-17,16468,17319,16468,17106,72783,118020.0,4200000.0
2005-08-18,17190,17312,16734,17168,52799,118440.0,4200000.0
2005-08-19,17166,17896,17166,17350,98784,119700.0,4200000.0
2005-08-22,17220,17646,16855,17137,53501,118230.0,4200000.0
2005-08-23,16891,17104,16436,16771,71579,115710.0,4200000.0
2005-08-24,16580,17128,16430,16832,47712,116130.0,4200000.0
2005-08-25,16406,16922,16406,16710,83827,115290.0,4200000.0
2005-08-26,17046,17411,16863,17106,59142,118020.0,4200000.0
2005-08-29,17038,18012,16855,17716,81887,122220.0,4200000.0
2005-08-30,17989,18019,17227,17350,87384,119700.0,4200000.0
2005-08-31,17342,18165,17251,18081,73672,124740.0,4200000.0
2005-09-01,18323,18323,17684,17898,62480,123480.0,4200000.0
2005-09-02,17959,18080,17502,17654,55716,121800.0,4200000.0
2005-09-05,17556,17768,17251,17472,22452,120540.0,4200000.0
2005-09-06,17503,18600,17503,18233,124730,125790.0,4200000.0
2005-09-07,18569,18629,17868,17958,74684,123900.0,4200000.0
2005-09-08,18051,18173,17412,17624,42934,121590.0,4200000.0
2005-09-09,17525,17769,16551,16863,83409,116340.0,4200000.0
2005-09-12,16641,17068,16550,16620,149882,114660.0,4200000.0
2005-09-13,16946,17189,16550,16559,48661,114240.0,4200000.0
2005-09-14,16490,16733,15242,15402,107892,106260.0,4200000.0
2005-09-15,15220,15282,14368,14428,135967,99540.0,4200000.0
2005-09-16,14275,14946,14215,14489,52366,99960.0,4200000.0
2005-09-20,15427,15427,14849,14915,46195,102900.0,4200000.0
2005-09-21,14610,14733,14124,14397,51625,99330.0,4200000.0
2005-09-22,14274,15432,14274,15281,89791,105420.0,4200000.0
2005-09-23,15214,15610,15153,15159,56074,104580.0,4200000.0
2005-09-26,15188,15371,15159,15281,32137,105420.0,4200000.0
2005-09-27,15280,16284,15219,15888,86337,109620.0,4200000.0
2005-09-28,15828,16010,15584,15615,60398,107730.0,4200000.0
2005-09-29,15820,15820,15576,15798,27787,108990.0,4200000.0
2005-09-30,15821,15913,15638,15767,35546,108780.0,4200000.0
2005-10-04,15676,16224,15676,16132,56030,111300.0,4200000.0
2005-10-05,16307,17798,15911,16954,179944,116970.0,4200000.0
2005-10-06,16977,17342,16430,16559,70051,114240.0,4200000.0
2005-10-07,16526,16984,16497,16741,44677,115500.0,4200000.0
2005-10-10,17039,17707,17008,17564,134364,121170.0,4200000.0
2005-10-11,17587,17738,17221,17472,55386,120540.0,4200000.0
2005-10-12,17403,17403,16885,16924,81071,116760.0,4200000.0
2005-10-13,16985,17411,16802,17106,42856,118020.0,4200000.0
2005-10-14,17098,17282,16763,16832,36999,116130.0,4200000.0
2005-10-17,16802,17836,16802,17106,83763,118020.0,4200000.0
2005-10-18,17196,17774,17166,17350,48903,119700.0,4200000.0
2005-10-19,17524,17707,16580,16620,80315,114660.0,4200000.0
2005-10-20,16649,17228,16649,17106,39865,118020.0,4200000.0
2005-10-21,17038,18621,16673,18142,113089,125160.0,4200000.0
2005-10-24,18690,19878,18203,19724,218577,136080.0,4200000.0
2005-10-25,19838,19959,18743,19207,101002,132510.0,4200000.0
2005-10-26,19048,19809,18591,19238,54215,132720.0,4200000.0
2005-10-27,19048,19109,18013,18020,47684,124320.0,4200000.0
2005-10-28,17624,17836,17319,17320,41855,119490.0,4200000.0
2005-10-31,17655,17960,17533,17624,25682,121590.0,4200000.0
2005-11-01,17379,17896,17013,17015,53097,117390.0,4200000.0
2005-11-02,16922,17318,16800,17015,56079,117390.0,4200000.0
2005-11-03,17586,17586,17128,17198,41240,118650.0,4200000.0
2005-11-04,17045,17196,16557,16741,126568,115500.0,4200000.0
2005-11-07,16613,16735,16248,16255,57658,112140.0,4200000.0
2005-11-08,16285,16619,15980,16132,63705,111300.0,4200000.0
2005-11-09,16126,16642,15212,16285,55851,112350.0,4200000.0
2005-11-10,16103,16286,14368,14367,150428,99120.0,4200000.0
2005-11-11,14360,14694,13202,13697,135423,94500.0,4200000.0
2005-11-14,13506,14085,13263,13697,53639,94500.0,4200000.0
2005-11-15,13575,14368,13575,14124,70366,97440.0,4200000.0
2005-11-16,13601,14270,13570,14033,43316,96810.0,4200000.0
2005-11-17,14063,14338,14063,14185,33873,97860.0,4200000.0
2005-11-18,14420,14481,14147,14337,22770,98910.0,4200000.0
2005-11-21,14459,14490,14063,14428,38173,99540.0,4200000.0
2005-11-22,14305,14579,14305,14458,22985,99750.0,4200000.0
2005-11-23,14512,14908,14391,14580,46241,100590.0,4200000.0
2005-11-24,14635,14818,14453,14794,29119,102060.0,4200000.0
2005-11-25,14823,14854,14610,14762,21458,101850.0,4200000.0
2005-11-28,14701,14732,14518,14641,18747,101010.0,4200000.0
2005-11-29,14633,14694,14207,14276,30734,98490.0,4200000.0
2005-11-30,14275,14489,14215,14397,14734,99330.0,4200000.0
2005-12-01,14367,14793,14367,14641,33955,101010.0,4200000.0
2005-12-02,14853,14853,14549,14702,19994,101430.0,4200000.0
2005-12-05,14725,14786,14481,14520,25550,100170.0,4200000.0
2005-12-06,14610,14793,14489,14489,31680,99960.0,4200000.0
2005-12-07,14428,14580,13789,13818,35213,95340.0,4200000.0
2005-12-08,13751,14026,13690,14002,30199,96600.0,4200000.0
2005-12-09,13636,13971,13636,13818,19125,95340.0,4200000.0
2005-12-12,13484,13940,13484,13879,19292,95760.0,4200000.0
2005-12-13,13879,14001,13758,13879,17110,95760.0,4200000.0
2005-12-14,13814,13966,13814,13972,23116,96390.0,4200000.0
2005-12-15,13940,14671,13940,14458,57556,99750.0,4200000.0
2005-12-16,14122,14335,13573,13575,31727,93660.0,4200000.0
2005-12-19,13446,13993,13446,13697,30585,94500.0,4200000.0
2005-12-20,13782,14026,13508,14002,22200,96600.0,4200000.0
2005-12-21,14087,14269,13813,14002,39238,96600.0,4200000.0
2005-12-22,13994,14178,13659,13728,20319,94710.0,4200000.0
2005-12-23,13598,13842,13506,13697,14459,94500.0,4200000.0
2005-12-26,13690,13995,13447,14002,31129,96600.0,4200000.0
2005-12-27,13910,14093,13758,13818,12157,95340.0,4200000.0
2005-12-28,13811,13933,13628,13636,22387,94080.0,4200000.0
2005-12-29,13600,14148,13600,14002,22996,96600.0,4200000.0
2006-01-02,14154,14428,13910,14124,29380,97440.0,4200000.0
2006-01-03,14123,14672,13849,14124,40196,97440.0,4200000.0
2006-01-04,14275,14368,13819,13818,36422,95340.0,4200000.0
2006-01-05,13726,13878,13543,13575,33797,93660.0,4200000.0
2006-01-06,13446,13688,13446,13636,18575,94080.0,4200000.0
2006-01-09,13568,13660,13294,13423,42438,92610.0,4200000.0
2006-01-10,13362,13606,13241,13240,19167,91350.0,4200000.0
2006-01-11,13232,13415,13110,13332,19057,91980.0,4200000.0
2006-01-12,13208,13452,13178,13210,20241,91140.0,4200000.0
2006-01-13,13081,13203,13021,13028,13507,89880.0,4200000.0
2006-01-16,12966,13027,12875,12936,19694,89250.0,4200000.0
2006-01-17,12968,12998,12664,12662,31558,87360.0,4200000.0
2006-01-18,12510,12510,11171,11445,70424,78960.0,4200000.0
2006-01-19,11232,11506,10958,11140,37529,76860.0,4200000.0
2006-01-20,10989,11446,10533,10654,50301,73500.0,4200000.0
2006-01-23,9801,10653,9070,9070,95703,62580.0,4200000.0
2006-01-24,8857,9343,8279,9192,50160,63420.0,4200000.0
2006-01-25,9185,9672,9185,9314,27299,64260.0,4200000.0
2006-01-26,9337,9611,9185,9528,18590,65730.0,4200000.0
2006-01-27,9680,9862,9558,9801,34777,67620.0,4200000.0
2006-01-31,9977,10098,9732,9954,20623,68670.0,4200000.0
2006-02-01,9862,9862,9313,9435,30647,65100.0,4200000.0
2006-02-02,9496,9618,9283,9406,21264,64890.0,4200000.0
2006-02-03,9376,10806,9133,10593,126324,73080.0,4200000.0
2006-02-06,10646,12167,10463,12176,271782,84000.0,4200000.0
2006-02-07,12778,13173,11348,11384,335715,78540.0,4200000.0
2006-02-08,11348,11377,10709,10806,151631,74550.0,4200000.0
2006-02-09,10892,11043,10679,10776,76431,74340.0,4200000.0
2006-02-10,10594,11018,10471,10684,79009,73710.0,4200000.0
2006-02-13,10648,11012,10648,10806,62805,74550.0,4200000.0
2006-02-14,10738,11773,10738,11294,146042,77910.0,4200000.0
2006-02-15,11439,11470,10679,10776,76799,74340.0,4200000.0
2006-02-16,10678,10891,10344,10533,44988,72660.0,4200000.0
2006-02-17,10464,10647,10433,10502,25302,72450.0,4200000.0
2006-02-20,10380,10532,10166,10319,34847,71190.0,4200000.0
2006-02-21,10282,10952,10160,10472,37699,72240.0,4200000.0
2006-02-22,10739,10739,10374,10472,23934,72240.0,4200000.0
2006-02-23,10495,10617,10404,10472,16511,72240.0,4200000.0
2006-02-24,10374,10617,10221,10228,29727,70560.0,4200000.0
2006-02-27,10381,10381,10167,10289,29964,70980.0,4200000.0
2006-02-28,10289,10411,10045,10106,33824,69720.0,4200000.0
2006-03-02,10168,10228,9710,9801,89072,67620.0,4200000.0
2006-03-03,9740,9740,9344,9435,59388,65100.0,4200000.0
2006-03-06,9253,9557,9223,9406,30504,64890.0,4200000.0
2006-03-07,9252,9435,9130,9192,41685,63420.0,4200000.0
2006-03-08,8917,9191,8826,9131,38492,63000.0,4200000.0
2006-03-09,9009,9375,9009,9162,16391,63210.0,4200000.0
2006-03-10,9156,9430,9125,9223,13662,63630.0,4200000.0
2006-03-13,9490,9978,9277,9649,21067,66570.0,4200000.0
2006-03-14,9489,9672,9306,9314,16174,64260.0,4200000.0
2006-03-15,9275,9336,9000,9010,53996,62160.0,4200000.0
2006-03-16,8910,9032,8696,8766,37212,60480.0,4200000.0
2006-03-17,8643,8643,8492,8614,23164,59430.0,4200000.0
2006-03-20,8666,8818,8605,8766,18296,60480.0,4200000.0
2006-03-21,8757,8818,8635,8645,14075,59640.0,4200000.0
2006-03-22,8614,8614,8463,8523,13923,58800.0,4200000.0
2006-03-23,8583,8765,8310,8492,29230,58590.0,4200000.0
2006-03-24,8424,8516,8303,8402,21730,57960.0,4200000.0
2006-03-27,8493,8766,8432,8523,29228,58800.0,4200000.0
2006-03-28,8431,8583,8280,8309,18829,57330.0,4200000.0
2006-03-29,8219,8432,8188,8340,23189,57540.0,4200000.0
2006-03-30,8402,8584,8341,8523,22633,58800.0,4200000.0
2006-03-31,8607,8638,8425,8462,23249,58380.0,4200000.0
2006-04-03,8582,8796,8492,8797,47044,60690.0,4200000.0
2006-04-04,8857,9101,8796,8797,60553,60690.0,4200000.0
2006-04-05,8979,10106,8796,10106,213726,69720.0,4200000.0
2006-04-06,10374,10405,9612,9863,146091,68040.0,4200000.0
2006-04-07,9862,10352,9802,10349,126221,71400.0,4200000.0
2006-04-10,10251,10952,10068,10472,217919,72240.0,4200000.0
2006-04-11,10464,11316,9915,11111,153515,76650.0,4200000.0
2006-04-12,11072,11620,10951,11294,177253,77910.0,4200000.0
2006-04-13,11323,11445,10776,10867,53716,74970.0,4200000.0
2006-04-14,10830,11013,10345,10411,85212,71820.0,4200000.0
2006-04-17,10434,10860,10434,10806,61828,74550.0,4200000.0
2006-04-18,10676,10768,10128,10137,100950,69930.0,4200000.0
2006-04-19,10382,10625,10168,10349,164116,71400.0,4200000.0
2006-04-20,10594,10594,10198,10349,54069,71400.0,4200000.0
2006-04-21,10282,10829,10251,10716,133726,73920.0,4200000.0
2006-04-24,10777,10989,10533,10623,92252,73290.0,4200000.0
2006-04-25,10563,10777,10167,10379,63951,71610.0,4200000.0
2006-04-26,10343,10739,10160,10716,63106,73920.0,4200000.0
2006-04-27,10896,11261,10683,11262,152737,77700.0,4200000.0
2006-04-28,11383,11383,10865,10897,79562,75180.0,4200000.0
2006-05-02,10745,12115,10623,12114,149703,83580.0,4200000.0
2006-05-03,12166,12501,11923,12450,106932,85890.0,4200000.0
2006-05-04,12414,12779,11897,11902,85563,82110.0,4200000.0
2006-05-08,11803,11985,10951,11050,136910,76230.0,4200000.0
2006-05-09,10769,11225,10677,11019,120240,76020.0,4200000.0
2006-05-10,10891,11104,10282,10716,99867,73920.0,4200000.0
2006-05-11,10471,11048,10471,10684,81018,73710.0,4200000.0
2006-05-12,10564,10656,10107,10349,97833,71400.0,4200000.0
2006-05-15,10197,10502,9922,10289,98677,70980.0,4200000.0
2006-05-16,10287,10409,9434,9709,115757,66990.0,4200000.0
2006-05-17,9528,9619,8281,8340,614213,57540.0,4200000.0
2006-05-18,8368,8917,7790,8583,254713,59220.0,4200000.0
2006-05-19,8274,8546,8121,8158,138982,56280.0,4200000.0
2006-05-22,8090,8576,7694,7793,179254,53760.0,4200000.0
2006-05-23,7694,8090,7602,7854,115309,54180.0,4200000.0
2006-05-24,7633,7998,7511,7579,105514,52290.0,4200000.0
2006-05-25,7602,7725,7148,7184,65936,49560.0,4200000.0
2006-05-26,7307,7489,7246,7336,83731,50610.0,4200000.0
2006-05-29,7458,7549,7215,7366,56438,50820.0,4200000.0
2006-05-30,7360,7360,7177,7215,71760,49770.0,4200000.0
2006-06-01,7245,7549,7094,7093,53489,48930.0,4200000.0
2006-06-02,7147,7207,6081,6636,102385,45780.0,4200000.0
2006-06-05,6576,6728,6271,6270,62815,43260.0,4200000.0
2006-06-07,5916,6264,5849,6058,75129,41790.0,4200000.0
2006-06-08,6050,6233,5929,6150,29175,42420.0,4200000.0
2006-06-09,6173,6386,6032,6089,34996,42000.0,4200000.0
2006-06-12,6081,6264,6057,6089,56209,42000.0,4200000.0
2006-06-13,5996,6027,5881,5923,44826,40866.0,4200000.0
2006-06-14,5857,5924,5595,5729,56455,39522.0,4200000.0
2006-06-15,5793,5793,5524,5534,63071,38178.0,4200000.0
2006-06-16,5660,5720,5568,5588,111908,38556.0,4200000.0
2006-06-19,5541,5541,5290,5303,77809,36582.0,4200000.0
2006-06-20,5204,5265,5023,5023,82926,34650.0,4200000.0
2006-06-21,4984,5045,4728,4828,82007,33306.0,4200000.0
2006-06-22,4923,4948,4583,4798,87225,33096.0,4200000.0
2006-06-23,4748,5023,4729,4833,31539,33348.0,4200000.0
2006-06-26,4833,4875,4656,4693,23488,32382.0,4200000.0
2006-06-27,4712,4827,4589,4669,51680,32214.0,4200000.0
2006-06-28,4547,4651,4547,4571,28600,31542.0,4200000.0
2006-06-29,4644,5193,4583,4888,130126,33726.0,4200000.0
2006-06-30,4954,5125,4838,4888,43465,33726.0,4200000.0
2006-07-03,4942,4947,4771,4956,35078,34188.0,4200000.0
2006-07-04,4961,5052,4808,4809,38128,33180.0,4200000.0
2006-07-05,4746,4807,4618,4627,47484,31920.0,4200000.0
2006-07-06,4657,4681,4548,4560,16090,31458.0,4200000.0
2006-07-07,4595,4668,4504,4504,31344,31080.0,4200000.0
2006-07-10,4498,4765,4467,4767,141808,32886.0,4200000.0
2006-07-11,5046,5479,4888,4925,381544,33978.0,4200000.0
2006-07-12,4863,4912,4741,4767,49692,32886.0,4200000.0
2006-07-13,4754,4785,4590,4589,24569,31668.0,4200000.0
2006-07-14,4466,4471,4197,4262,143128,29400.0,4200000.0
2006-07-18,4168,4248,3950,3987,61182,27510.0,4200000.0
2006-07-19,4004,4138,3966,3968,71142,27384.0,4200000.0
2006-07-20,4066,4127,3998,3999,45769,27594.0,4200000.0
2006-07-21,4025,4045,3929,3957,30699,27300.0,4200000.0
2006-07-24,3918,4119,3857,4048,36080,27930.0,4200000.0
2006-07-25,4102,4644,4071,4091,419358,28224.0,4200000.0
2006-07-26,4098,4182,3962,3982,63148,27468.0,4200000.0
2006-07-27,3932,4048,3895,3945,63807,27216.0,4200000.0
2006-07-28,3950,4052,3919,3933,26742,27132.0,4200000.0
2006-07-31,3952,4141,3903,4073,48667,28098.0,4200000.0
2006-08-01,4070,4435,4065,4262,87764,29400.0,4200000.0
2006-08-02,4254,4375,4212,4353,32809,30030.0,4200000.0
2006-08-03,4405,4551,4252,4262,47900,29400.0,4200000.0
2006-08-04,4292,4372,4256,4273,31766,29484.0,4200000.0
2006-08-07,4256,4311,4183,4195,7997,28938.0,4200000.0
2006-08-08,4170,4267,4116,4255,20035,29358.0,4200000.0
2006-08-09,4309,4467,4242,4250,41990,29316.0,4200000.0
2006-08-10,4261,4346,4206,4316,13098,29778.0,4200000.0
2006-08-11,4375,4540,3852,3987,168741,27510.0,4200000.0
2006-08-14,3945,4078,3945,4054,26105,27972.0,4200000.0
2006-08-16,4055,4067,3982,3993,20450,27552.0,4200000.0
2006-08-17,3958,3999,3768,3993,101586,27552.0,4200000.0
2006-08-18,4019,4263,3848,3896,177424,26880.0,4200000.0
2006-08-21,4168,4472,4137,4322,714241,29820.0,4200000.0
2006-08-22,4344,4375,4157,4378,79869,30198.0,4200000.0
2006-08-23,4377,4377,4225,4224,59327,29148.0,4200000.0
2006-08-24,4168,4198,4065,4084,47469,28182.0,4200000.0
2006-08-25,4071,4236,4065,4104,15923,28308.0,4200000.0
2006-08-28,4109,4182,4054,4139,16039,28560.0,4200000.0
2006-08-29,4114,4175,3986,4023,62528,27762.0,4200000.0
2006-08-30,4029,4157,4017,4165,31752,28728.0,4200000.0
2006-08-31,4218,4424,4138,4353,63262,30030.0,4200000.0
2006-09-01,4425,4876,4352,4767,169352,32886.0,4200000.0
2006-09-04,4851,5149,4851,4944,153473,34104.0,4200000.0
2006-09-05,4923,5064,4741,4877,60518,33642.0,4200000.0
2006-09-06,4785,4876,4681,4705,86608,32466.0,4200000.0
2006-09-07,4670,4681,4517,4554,48822,31416.0,4200000.0
2006-09-08,4614,4870,4462,4840,49703,33390.0,4200000.0
2006-09-11,4869,4924,4651,4657,46675,32130.0,4200000.0
2006-09-12,4607,4644,4455,4542,51447,31332.0,4200000.0
2006-09-13,4534,4711,4498,4597,56187,31710.0,4200000.0
2006-09-14,4619,4790,4558,4725,54231,32592.0,4200000.0
2006-09-15,4742,4772,4632,4705,50219,32466.0,4200000.0
2006-09-18,4706,4809,4706,4779,46791,32970.0,4200000.0
2006-09-19,4809,5046,4719,4748,45739,32760.0,4200000.0
2006-09-20,4761,4797,4596,4663,41099,32172.0,4200000.0
2006-09-21,4682,4823,4682,4821,80599,33264.0,4200000.0
2006-09-22,4894,5533,4864,5303,637399,36582.0,4200000.0
2006-09-25,5439,5520,5069,5235,197723,36120.0,4200000.0
2006-09-26,5326,5326,4761,4761,137511,32844.0,4200000.0
2006-09-27,4754,4784,4546,4597,116663,31710.0,4200000.0
2006-09-28,4597,4841,4506,4620,106166,31878.0,4200000.0
2006-09-29,4639,4681,4498,4548,39701,31374.0,4200000.0
2006-10-02,4548,4548,4444,4474,36401,30870.0,4200000.0
2006-10-04,4413,4505,4402,4432,21216,30576.0,4200000.0
2006-10-09,4407,4583,3768,3768,92738,25998.0,4200000.0
2006-10-10,3763,3981,3763,3976,65535,27426.0,4200000.0
2006-10-11,3949,4423,3857,4383,75926,30240.0,4200000.0
2006-10-12,4487,4511,4323,4402,17844,30366.0,4200000.0
2006-10-13,4394,4661,4344,4365,58236,30114.0,4200000.0
2006-10-16,4363,4547,4340,4346,24538,29988.0,4200000.0
2006-10-17,4358,4456,4242,4414,74179,30450.0,4200000.0
