롯데칠성음료(005300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-08-05,82907,83007,81307,83007,1230,1026878.0,1237203.0
2002-08-06,82507,82507,81107,81607,1025,1009558.0,1237203.0
2002-08-07,81007,81707,81007,81207,2150,1004609.0,1237203.0
2002-08-08,81207,81207,79006,80007,1770,989762.0,1237203.0
2002-08-09,80007,81007,79107,79207,1160,979865.0,1237203.0
2002-08-12,79207,80007,79007,79607,1750,984814.0,1237203.0
2002-08-13,79607,79607,67706,68406,11970,846247.0,1237203.0
2002-08-14,69306,71806,64205,71606,12287,885837.0,1237203.0
2002-08-16,71706,74306,70506,70806,4295,875940.0,1237203.0
2002-08-19,69106,71006,69106,70006,1679,866042.0,1237203.0
2002-08-20,69606,70906,69406,69606,1916,861093.0,1237203.0
2002-08-21,69006,69006,66205,67006,6261,828926.0,1237203.0
2002-08-22,67206,67906,65405,65506,4963,810368.0,1237203.0
2002-08-23,65105,66505,65105,65506,3632,810368.0,1237203.0
2002-08-26,65805,67106,65705,66706,2419,825214.0,1237203.0
2002-08-27,67106,68206,67106,68006,2101,841298.0,1237203.0
2002-08-28,68506,69906,68406,69506,2761,859856.0,1237203.0
2002-08-29,69606,69606,68205,68406,1466,846247.0,1237203.0
2002-08-30,68506,68506,66205,67506,3142,835112.0,1237203.0
2002-09-02,67506,67506,66305,67006,2710,828926.0,1237203.0
2002-09-03,67506,68306,66205,66806,2898,826452.0,1237203.0
2002-09-04,66405,66405,65105,65206,2681,806656.0,1237203.0
2002-09-05,66505,66505,65305,66006,1322,816554.0,1237203.0
2002-09-06,66005,66005,64805,65406,1102,809131.0,1237203.0
2002-09-09,65005,66605,65005,66306,2480,820266.0,1237203.0
2002-09-10,67005,67005,66305,66506,947,822740.0,1237203.0
2002-09-11,67005,67005,66505,66806,640,826452.0,1237203.0
2002-09-12,67506,67706,66905,67506,1500,835112.0,1237203.0
2002-09-13,67206,67706,67206,67506,1437,835112.0,1237203.0
2002-09-16,68706,68706,67606,68206,1981,843772.0,1237203.0
2002-09-17,68906,70606,68906,70506,2586,872228.0,1237203.0
2002-09-18,70906,74506,70006,70706,8005,874703.0,1237203.0
2002-09-19,71206,72906,71206,71606,641,885837.0,1237203.0
2002-09-23,72606,74606,72006,74507,6197,921716.0,1237203.0
2002-09-24,74606,75406,70106,70206,1811,868517.0,1237203.0
2002-09-25,70506,73306,70206,71006,5750,878414.0,1237203.0
2002-09-26,71106,73406,71106,72707,6920,899447.0,1237203.0
2002-09-27,73006,73006,71106,72307,820,894498.0,1237203.0
2002-09-30,70506,72606,70506,72007,1490,890786.0,1237203.0
2002-10-01,70306,72106,70306,71506,300,884600.0,1237203.0
2002-10-02,72006,72106,71006,71106,1410,879651.0,1237203.0
2002-10-04,70706,70706,68806,68806,2751,851196.0,1237203.0
2002-10-07,69106,70906,68006,69106,962,854907.0,1237203.0
2002-10-08,68806,68806,66005,67006,4885,828926.0,1237203.0
2002-10-09,67106,67106,60805,60805,6115,752219.0,1237203.0
2002-10-10,58605,58705,51704,51705,6211,639634.0,1237203.0
2002-10-11,52504,54504,51704,53405,6910,660666.0,1237203.0
2002-10-14,55004,56905,55004,56505,1421,699020.0,1237203.0
2002-10-15,57205,61605,56505,60705,2683,750982.0,1237203.0
2002-10-16,62205,66005,62205,66006,2640,816554.0,1237203.0
2002-10-17,65405,65405,56204,62206,4152,769540.0,1237203.0
2002-10-18,63905,65705,63405,65506,3560,810368.0,1237203.0
2002-10-21,65605,65805,64005,65006,920,804182.0,1237203.0
2002-10-22,66005,66505,64505,65406,1432,809131.0,1237203.0
2002-10-23,65105,66005,65005,65006,660,804182.0,1237203.0
2002-10-24,65005,65905,63705,65006,350,804182.0,1237203.0
2002-10-25,63505,64305,63505,64306,400,795522.0,1237203.0
2002-10-28,63505,65005,63505,65006,1440,804182.0,1237203.0
2002-10-29,64505,66305,64505,65406,710,809131.0,1237203.0
2002-10-30,65005,65005,57005,58605,7210,725001.0,1237203.0
2002-10-31,59305,60005,57405,58405,1950,722527.0,1237203.0
2002-11-01,58305,58305,52904,53405,9153,660666.0,1237203.0
2002-11-04,52004,54604,51304,53705,12506,664378.0,1237203.0
2002-11-05,54504,54504,51604,52005,6800,643346.0,1237203.0
2002-11-06,52104,56305,52104,55705,8215,689122.0,1237203.0
2002-11-07,55104,58805,55004,58105,5452,718815.0,1237203.0
2002-11-08,58405,59305,57005,58305,6060,721289.0,1237203.0
2002-11-11,57305,58205,57305,57305,2771,708917.0,1237203.0
2002-11-12,56204,57805,56204,57505,1541,711392.0,1237203.0
2002-11-13,57505,60305,57505,59505,5060,736136.0,1237203.0
2002-11-14,60005,60705,59605,60005,4870,742322.0,1237203.0
2002-11-15,61005,61005,57205,57805,2261,715103.0,1237203.0
2002-11-18,56705,59505,56705,57205,2240,707680.0,1237203.0
2002-11-19,58005,58705,58005,58005,1395,717578.0,1237203.0
2002-11-20,58605,60405,58505,58505,1930,723764.0,1237203.0
2002-11-21,60005,60205,59605,59805,1945,739847.0,1237203.0
2002-11-22,60205,61205,60205,61005,1640,754694.0,1237203.0
2002-11-25,61105,63605,61105,62806,1750,776963.0,1237203.0
2002-11-26,63305,66605,63305,65606,2693,811605.0,1237203.0
2002-11-27,68406,69706,66605,68506,2620,847484.0,1237203.0
2002-11-28,70906,71006,69506,70006,1370,866042.0,1237203.0
2002-11-29,70006,70006,67906,69006,2310,853670.0,1237203.0
2002-12-02,68506,68506,65305,65506,1743,810368.0,1237203.0
2002-12-03,65405,65405,64505,64606,3350,799233.0,1237203.0
2002-12-04,64605,65505,64605,65106,981,805419.0,1237203.0
2002-12-05,63605,65605,63605,64506,890,797996.0,1237203.0
2002-12-06,64005,65705,64005,65206,630,806656.0,1237203.0
2002-12-09,66905,66905,64605,64706,518,800470.0,1237203.0
2002-12-10,64505,64805,64505,64806,610,801708.0,1237203.0
2002-12-11,64805,65405,64805,64806,220,801708.0,1237203.0
2002-12-12,64505,65405,64505,65006,908,804182.0,1237203.0
2002-12-13,65505,65505,64505,64506,513,797996.0,1237203.0
2002-12-16,64505,65005,64105,64606,1085,799233.0,1237203.0
2002-12-17,65505,65505,63905,63906,601,790573.0,1237203.0
2002-12-18,63505,63505,62505,62606,1774,774489.0,1237203.0
2002-12-20,61805,62505,61505,61906,1731,765829.0,1237203.0
2002-12-23,62905,63105,61605,62506,1540,773252.0,1237203.0
2002-12-24,61205,61505,59005,59505,1117,736136.0,1237203.0
2002-12-26,58105,59505,57505,57805,880,715103.0,1237203.0
2002-12-27,55704,58705,55704,57005,240,705206.0,1237203.0
2002-12-30,57005,57405,56005,56005,1530,692834.0,1237203.0
2003-01-02,54404,57005,54404,57005,482,705206.0,1237203.0
2003-01-03,59005,59305,58205,58205,1360,720052.0,1237203.0
2003-01-06,59005,60805,58005,58005,4381,717578.0,1237203.0
2003-01-07,58805,59405,58505,58505,10820,723764.0,1237203.0
2003-01-08,58505,59005,56505,57605,1563,712629.0,1237203.0
2003-01-09,56505,57005,56105,56205,7921,695308.0,1237203.0
2003-01-10,56605,57505,56005,56905,2261,703969.0,1237203.0
2003-01-13,55404,57505,55404,57005,1960,705206.0,1237203.0
2003-01-14,56705,57805,56705,57605,1597,712629.0,1237203.0
2003-01-15,57605,59505,57605,59405,520,734899.0,1237203.0
2003-01-16,58305,61405,58305,60605,961,749745.0,1237203.0
2003-01-17,60205,62405,60205,62006,920,767066.0,1237203.0
2003-01-20,61005,62505,61005,61005,170,754694.0,1237203.0
2003-01-21,61005,62005,61005,62006,200,767066.0,1237203.0
2003-01-22,60105,61505,60105,60305,79,746033.0,1237203.0
2003-01-23,59405,62005,59405,62006,420,767066.0,1237203.0
2003-01-24,61005,61905,61005,61005,280,754694.0,1237203.0
2003-01-27,60305,60305,60305,60305,0,746033.0,1237203.0
2003-01-28,58805,59905,58705,58805,150,727475.0,1237203.0
2003-01-29,58205,59505,58005,59005,430,729950.0,1237203.0
2003-01-30,59105,59105,58105,58105,40,718815.0,1237203.0
2003-02-03,58005,58305,57805,58005,90,717578.0,1237203.0
2003-02-04,58405,63505,58405,60005,520,742322.0,1237203.0
2003-02-05,59205,59805,59205,59605,160,737373.0,1237203.0
2003-02-06,59305,60105,59305,59605,3990,737373.0,1237203.0
2003-02-07,60005,60905,59905,60005,4940,742322.0,1237203.0
2003-02-10,60405,60405,59105,60005,770,742322.0,1237203.0
2003-02-11,59005,60005,59005,60005,390,742322.0,1237203.0
2003-02-12,59505,59505,58505,58605,270,725001.0,1237203.0
2003-02-13,58305,59505,58305,58805,284,727475.0,1237203.0
2003-02-14,58205,58805,56204,56205,1650,695308.0,1237203.0
2003-02-17,57005,58005,57005,57305,630,708917.0,1237203.0
2003-02-18,57305,58805,56705,56805,850,702731.0,1237203.0
2003-02-19,57305,57305,56204,56305,1060,696545.0,1237203.0
2003-02-20,56305,56305,55904,56205,1290,695308.0,1237203.0
2003-02-21,56005,56305,55804,55905,850,691596.0,1237203.0
2003-02-24,55104,56605,55104,56005,2770,692834.0,1237203.0
2003-02-25,56005,56005,54904,55205,1440,682936.0,1237203.0
2003-02-26,54604,54604,53504,53605,1545,663141.0,1237203.0
2003-02-27,52604,53204,52104,52705,410,652006.0,1237203.0
2003-02-28,52804,53504,52804,52805,1110,653243.0,1237203.0
2003-03-03,50504,52204,50504,51805,855,640871.0,1237203.0
2003-03-04,51304,52004,51304,51805,320,640871.0,1237203.0
2003-03-05,52104,52404,51604,52005,570,643346.0,1237203.0
2003-03-06,52004,52004,51604,51905,1280,642108.0,1237203.0
2003-03-07,51204,51204,50104,50505,395,624788.0,1237203.0
2003-03-10,50004,50004,47004,47604,930,588909.0,1237203.0
2003-03-11,47554,47554,42203,43004,4129,531997.0,1237203.0
2003-03-12,42153,46004,41403,46004,4300,569113.0,1237203.0
2003-03-13,45154,46004,43503,44704,1085,553030.0,1237203.0
2003-03-14,45904,47604,45904,46504,1021,575299.0,1237203.0
2003-03-17,44904,46504,44904,46204,2020,571588.0,1237203.0
2003-03-18,48054,49504,48004,48604,7162,601281.0,1237203.0
2003-03-19,49654,51704,49654,51405,2240,635922.0,1237203.0
2003-03-20,51404,53504,51404,52205,1370,645820.0,1237203.0
2003-03-21,52504,53004,52204,52605,713,650769.0,1237203.0
2003-03-24,52604,52704,51204,52105,2680,644583.0,1237203.0
2003-03-25,49504,49904,49504,49554,2380,613034.0,1237203.0
2003-03-26,50904,51404,50704,51005,2969,630974.0,1237203.0
2003-03-27,51504,51504,51204,51305,1520,634685.0,1237203.0
2003-03-28,51304,51304,49704,49904,7205,617364.0,1237203.0
2003-03-31,49054,49054,48904,48904,1030,604992.0,1237203.0
2003-04-01,48004,49704,48004,49304,120,609941.0,1237203.0
2003-04-02,49504,52104,49504,52005,1561,643346.0,1237203.0
2003-04-03,52304,55404,52304,54405,3169,673038.0,1237203.0
2003-04-04,54804,57905,54804,56505,1290,699020.0,1237203.0
2003-04-07,58205,60505,58205,60405,1023,747271.0,1237203.0
2003-04-08,60505,61505,58605,59505,1390,736136.0,1237203.0
2003-04-09,59305,59305,58305,58905,320,728713.0,1237203.0
2003-04-10,58105,60005,58105,59005,740,729950.0,1237203.0
2003-04-11,59005,59805,58105,58205,990,720052.0,1237203.0
2003-04-14,58205,59005,58205,58605,540,725001.0,1237203.0
2003-04-15,59105,59305,59005,59005,2942,729950.0,1237203.0
2003-04-16,59005,60505,59005,60105,1430,743559.0,1237203.0
2003-04-17,59105,59405,58705,59105,1540,731187.0,1237203.0
2003-04-18,59505,59905,59205,59605,380,737373.0,1237203.0
2003-04-21,59605,60305,59605,60005,530,742322.0,1237203.0
2003-04-22,60105,60505,60105,60305,680,746033.0,1237203.0
2003-04-23,60105,60205,59005,59005,1540,729950.0,1237203.0
2003-04-24,59005,59505,58205,59505,700,736136.0,1237203.0
2003-04-25,58105,58505,57605,58505,1740,723764.0,1237203.0
2003-04-28,58505,60505,58505,60205,2076,744796.0,1237203.0
2003-04-29,60505,60505,60105,60405,9350,747271.0,1237203.0
2003-04-30,61105,61105,60205,60205,9550,744796.0,1237203.0
2003-05-02,60805,63505,60805,63506,6500,785624.0,1237203.0
2003-05-06,65505,70906,65505,67506,2240,835112.0,1237203.0
2003-05-07,68606,68606,63905,64506,2245,797996.0,1237203.0
2003-05-09,63205,67806,63205,66806,1060,826452.0,1237203.0
2003-05-12,67806,69206,67806,68006,1670,841298.0,1237203.0
2003-05-13,68506,68606,66005,67806,1070,838824.0,1237203.0
2003-05-14,67506,67506,65905,65906,630,815317.0,1237203.0
2003-05-15,66405,67406,66305,67306,325,832638.0,1237203.0
2003-05-16,68006,68006,66605,67306,1104,832638.0,1237203.0
2003-05-19,67305,67706,66805,67506,1480,835112.0,1237203.0
2003-05-20,67005,67906,67005,67606,350,836349.0,1237203.0
2003-05-21,66605,67106,66505,66906,487,827689.0,1237203.0
2003-05-22,64605,66905,64605,66406,1692,821503.0,1237203.0
2003-05-23,67706,67706,66305,67006,6170,828926.0,1237203.0
2003-05-26,67806,67806,67506,67606,800,836349.0,1237203.0
2003-05-27,68106,70006,68106,69306,2660,857382.0,1237203.0
2003-05-28,70306,70406,68106,68206,1710,843772.0,1237203.0
2003-05-29,68806,68806,67606,67906,750,840061.0,1237203.0
2003-05-30,67906,67906,67506,67806,680,838824.0,1237203.0
2003-06-02,67806,67906,66705,67006,1921,828926.0,1237203.0
2003-06-03,67005,67005,66005,66206,923,819028.0,1237203.0
2003-06-04,67506,67506,65005,65206,1286,806656.0,1237203.0
2003-06-05,65105,65105,61505,62006,6190,767066.0,1237203.0
2003-06-09,62005,64405,61605,62906,4293,778201.0,1237203.0
2003-06-10,63705,63705,63005,63506,5910,785624.0,1237203.0
2003-06-11,63605,64105,62705,62706,500,775726.0,1237203.0
2003-06-12,63305,63905,63005,63606,743,786861.0,1237203.0
2003-06-13,63505,63505,62905,63206,1701,781912.0,1237203.0
2003-06-16,62805,63105,62805,63006,980,779438.0,1237203.0
2003-06-17,63205,66005,63105,65506,2431,810368.0,1237203.0
2003-06-18,65005,66505,65005,66006,2790,816554.0,1237203.0
2003-06-19,66005,66905,66005,66606,670,823977.0,1237203.0
2003-06-20,66105,67606,66105,67406,1150,833875.0,1237203.0
2003-06-23,66105,67005,66105,66706,1150,825214.0,1237203.0
2003-06-24,65005,66005,65005,65006,4510,804182.0,1237203.0
2003-06-25,65605,66005,65005,65006,130,804182.0,1237203.0
2003-06-26,65005,65505,65005,65106,1640,805419.0,1237203.0
2003-06-27,65305,66805,65305,66806,780,826452.0,1237203.0
2003-06-30,66505,66705,66405,66406,150,821503.0,1237203.0
2003-07-01,65405,65605,65405,65606,30,811605.0,1237203.0
2003-07-02,65305,65705,65305,65506,1540,810368.0,1237203.0
2003-07-03,65605,66005,65605,65806,1626,814080.0,1237203.0
2003-07-04,65805,66205,65005,65006,580,804182.0,1237203.0
2003-07-07,65205,66005,65205,65706,180,812842.0,1237203.0
2003-07-08,65305,65905,65005,65506,750,810368.0,1237203.0
2003-07-09,65105,65505,65005,65406,990,809131.0,1237203.0
2003-07-10,64805,65305,64505,65006,600,804182.0,1237203.0
2003-07-11,64505,65005,64205,64506,3871,797996.0,1237203.0
2003-07-14,63905,64105,63705,64006,2990,791810.0,1237203.0
2003-07-15,65005,65005,63605,63806,1063,789336.0,1237203.0
2003-07-16,63505,64005,61705,62006,1311,767066.0,1237203.0
2003-07-18,60405,61505,59505,60605,2560,749745.0,1237203.0
2003-07-21,60705,62505,60705,61806,3380,764591.0,1237203.0
2003-07-22,61905,61905,61005,61906,1414,765829.0,1237203.0
2003-07-23,61105,62005,61105,61906,8010,765829.0,1237203.0
2003-07-24,62105,62105,61805,62006,3953,767066.0,1237203.0
2003-07-25,62005,62405,62005,62106,330,768303.0,1237203.0
2003-07-28,62105,63105,62105,63006,270,779438.0,1237203.0
2003-07-29,63005,63505,63005,63306,741,783149.0,1237203.0
2003-07-30,63305,64505,63205,64006,570,791810.0,1237203.0
2003-07-31,64005,64305,64005,64006,407,791810.0,1237203.0
2003-08-01,65005,65005,64705,64806,790,801708.0,1237203.0
2003-08-04,64905,65005,64805,65006,1690,804182.0,1237203.0
2003-08-05,64105,64105,63705,64006,140,791810.0,1237203.0
2003-08-06,64105,64105,64105,64106,180,793047.0,1237203.0
2003-08-07,64505,64505,64105,64306,330,795522.0,1237203.0
2003-08-08,64605,64605,63205,64506,1740,797996.0,1237203.0
2003-08-11,64505,64505,64205,64506,1141,797996.0,1237203.0
2003-08-12,60205,64405,60205,62006,544,767066.0,1237203.0
2003-08-13,62605,63005,61505,61906,603,765829.0,1237203.0
2003-08-14,61805,61905,61405,61406,530,759643.0,1237203.0
2003-08-18,60905,61405,59505,59705,2512,738610.0,1237203.0
2003-08-19,60905,61005,58905,59005,842,729950.0,1237203.0
2003-08-20,58005,58005,56605,56905,1725,703969.0,1237203.0
2003-08-21,57005,57005,55204,56005,1388,692834.0,1237203.0
2003-08-22,55704,56505,55504,56205,2721,695308.0,1237203.0
2003-08-25,56204,56905,56204,56405,3365,697782.0,1237203.0
2003-08-26,56405,57605,56405,57305,1610,708917.0,1237203.0
2003-08-27,57105,57905,56005,57005,3101,705206.0,1237203.0
2003-08-28,57005,57505,56505,56705,2800,701494.0,1237203.0
2003-08-29,56705,58505,56705,57505,3249,711392.0,1237203.0
2003-09-01,58005,58405,57505,57905,2564,716341.0,1237203.0
2003-09-02,57705,58605,57705,58205,670,720052.0,1237203.0
2003-09-03,58305,62005,58305,60405,3715,747271.0,1237203.0
2003-09-04,60105,60305,59705,60005,2200,742322.0,1237203.0
2003-09-05,60005,60205,59805,59805,2285,739847.0,1237203.0
2003-09-08,60005,61705,60005,60005,1690,742322.0,1237203.0
2003-09-09,60005,60105,58705,60005,3150,742322.0,1237203.0
2003-09-15,58805,60005,58505,58505,1100,723764.0,1237203.0
2003-09-16,58705,59605,58705,58805,80,727475.0,1237203.0
2003-09-17,59005,59405,59005,59405,290,734899.0,1237203.0
2003-09-18,58705,60505,58705,60305,2677,746033.0,1237203.0
2003-09-19,61005,61405,58505,61306,3376,758405.0,1237203.0
2003-09-22,60205,60705,60005,60105,101,743559.0,1237203.0
2003-09-23,60205,60205,59005,59005,340,729950.0,1237203.0
2003-09-24,58705,58705,58605,58605,110,725001.0,1237203.0
2003-09-25,58005,58905,57805,58405,1752,722527.0,1237203.0
2003-09-26,58505,58505,56605,57005,937,705206.0,1237203.0
2003-09-29,56505,56505,55504,55605,409,687885.0,1237203.0
2003-09-30,55604,55704,54504,54605,1261,675513.0,1237203.0
2003-10-01,54404,54404,54104,54205,950,670564.0,1237203.0
2003-10-02,55004,56405,55004,55305,420,684173.0,1237203.0
2003-10-06,56705,56905,55504,56005,890,692834.0,1237203.0
2003-10-07,55204,55605,54904,55005,1480,680462.0,1237203.0
2003-10-08,55204,55204,54504,54605,340,675513.0,1237203.0
2003-10-09,54204,54704,54204,54605,1551,675513.0,1237203.0
2003-10-10,54604,55004,54004,54005,1851,668090.0,1237203.0
2003-10-13,54004,55004,54004,55005,1334,680462.0,1237203.0
2003-10-14,55004,55404,54504,54505,1690,674276.0,1237203.0
2003-10-15,54604,55804,54604,55005,1770,680462.0,1237203.0
2003-10-16,54504,55004,54404,54405,1580,673038.0,1237203.0
2003-10-17,54504,55104,54404,54705,1950,676750.0,1237203.0
2003-10-20,54604,54604,54204,54205,1210,670564.0,1237203.0
2003-10-21,54304,54404,53504,53605,1020,663141.0,1237203.0
2003-10-22,53504,53504,51704,51905,2270,642108.0,1237203.0
2003-10-23,51904,51904,50004,50205,1840,621076.0,1237203.0
2003-10-24,49404,51004,49404,50205,312,621076.0,1237203.0
2003-10-27,49404,52004,49404,51705,3030,639634.0,1237203.0
2003-10-28,51104,51704,51104,51605,1230,638397.0,1237203.0
2003-10-29,52604,52604,51704,52205,790,645820.0,1237203.0
2003-10-30,52204,52704,52104,52205,1520,645820.0,1237203.0
2003-10-31,52204,60005,52204,60005,4700,742322.0,1237203.0
2003-11-03,59305,60005,56204,56905,1315,703969.0,1237203.0
2003-11-04,59205,59205,57905,58005,2905,717578.0,1237203.0
2003-11-05,58105,58205,57505,58005,1211,717578.0,1237203.0
2003-11-06,59005,59805,58005,59505,1180,736136.0,1237203.0
2003-11-07,60105,60105,59505,59505,880,736136.0,1237203.0
2003-11-10,59005,60905,59005,60805,820,752219.0,1237203.0
2003-11-11,59405,60905,59405,60906,970,753457.0,1237203.0
2003-11-12,61805,61805,60105,60805,420,752219.0,1237203.0
2003-11-13,60605,61305,60605,61005,273,754694.0,1237203.0
2003-11-14,60005,60705,60005,60705,886,750982.0,1237203.0
2003-11-17,60405,60905,60405,60705,440,750982.0,1237203.0
2003-11-18,60505,61005,60505,61005,3430,754694.0,1237203.0
2003-11-19,62105,62105,60005,60906,4840,753457.0,1237203.0
2003-11-20,60105,61305,60005,60405,510,747271.0,1237203.0
2003-11-21,60105,60105,60005,60005,310,742322.0,1237203.0
2003-11-24,60905,60905,58905,58905,160,728713.0,1237203.0
2003-11-25,57805,59005,57505,57505,1082,711392.0,1237203.0
2003-11-26,57605,58005,57605,57805,330,715103.0,1237203.0
2003-11-27,57305,58105,57305,57705,50,713866.0,1237203.0
2003-11-28,58805,58805,58005,58005,80,717578.0,1237203.0
2003-12-01,57305,60305,57305,59405,510,734899.0,1237203.0
2003-12-02,59405,59605,59405,59605,1860,737373.0,1237203.0
2003-12-03,58605,59005,58505,59005,410,729950.0,1237203.0
2003-12-04,58505,59005,58505,58505,181,723764.0,1237203.0
2003-12-05,59905,59905,58305,58705,90,726238.0,1237203.0
2003-12-08,57205,57805,57205,57505,122,711392.0,1237203.0
2003-12-09,58405,59605,58005,59105,2950,731187.0,1237203.0
2003-12-10,59005,59705,59005,59605,1310,737373.0,1237203.0
2003-12-11,60005,60205,59805,60005,1328,742322.0,1237203.0
2003-12-12,60005,61005,60005,60005,1010,742322.0,1237203.0
2003-12-15,60005,60005,59805,59805,120,739847.0,1237203.0
2003-12-16,59505,59505,59405,59405,230,734899.0,1237203.0
2003-12-17,62905,62905,59105,59805,70,739847.0,1237203.0
2003-12-18,61305,61305,59505,59505,210,736136.0,1237203.0
2003-12-19,59405,59405,59005,59105,140,731187.0,1237203.0
2003-12-22,60705,60705,58505,58505,40,723764.0,1237203.0
2003-12-23,58505,59405,58005,58005,90,717578.0,1237203.0
2003-12-24,58005,60105,58005,59905,430,741085.0,1237203.0
2003-12-26,59505,60605,59505,59705,110,738610.0,1237203.0
2003-12-29,59005,60205,59005,60205,30,744796.0,1237203.0
2003-12-30,60205,60205,59405,59405,27,734899.0,1237203.0
2004-01-02,60005,60205,60005,60205,180,744796.0,1237203.0
2004-01-05,60205,60905,60005,60705,480,750982.0,1237203.0
2004-01-06,60805,60805,60005,60105,340,743559.0,1237203.0
2004-01-07,59605,60805,59405,60105,530,743559.0,1237203.0
2004-01-08,60005,60105,60005,60105,110,743559.0,1237203.0
2004-01-09,59805,63605,59805,63006,2190,779438.0,1237203.0
2004-01-12,61905,62505,61805,62406,50,772015.0,1237203.0
2004-01-13,63205,63205,61205,61206,460,757168.0,1237203.0
2004-01-14,62405,62405,61005,61005,2440,754694.0,1237203.0
2004-01-15,61005,62005,61005,61906,210,765829.0,1237203.0
2004-01-16,62505,63705,62505,63406,800,784387.0,1237203.0
2004-01-19,64305,64405,64005,64106,380,793047.0,1237203.0
2004-01-20,64105,64905,64105,64906,330,802945.0,1237203.0
2004-01-26,64905,67606,64105,67306,760,832638.0,1237203.0
2004-01-27,68006,69006,67706,68806,671,851196.0,1237203.0
2004-01-28,68806,69006,67406,67406,311,833875.0,1237203.0
2004-01-29,67406,70106,67005,70106,640,867279.0,1237203.0
2004-01-30,70506,70506,70106,70106,51,867279.0,1237203.0
2004-02-02,70206,73006,70206,72007,590,890786.0,1237203.0
2004-02-03,72906,73006,71006,72107,351,892023.0,1237203.0
2004-02-04,72106,72106,72006,72007,1480,890786.0,1237203.0
2004-02-05,72006,73006,70006,73007,342,903158.0,1237203.0
2004-02-06,73906,73906,72006,72007,1331,890786.0,1237203.0
2004-02-09,74406,74406,71906,72007,310,890786.0,1237203.0
2004-02-10,72006,72006,69506,69506,413,859856.0,1237203.0
2004-02-11,69006,69406,67305,68006,2700,841298.0,1237203.0
2004-02-12,68006,68006,67806,68006,410,841298.0,1237203.0
2004-02-13,68406,68906,68205,68406,4790,846247.0,1237203.0
2004-02-16,68406,68806,67706,67706,90,837586.0,1237203.0
2004-02-17,69506,69506,67406,67506,30,835112.0,1237203.0
2004-02-18,66105,67505,63105,63306,2476,783149.0,1237203.0
2004-02-19,63805,64505,63805,64106,446,793047.0,1237203.0
2004-02-20,63805,64005,63305,63806,150,789336.0,1237203.0
2004-02-23,63305,63805,63305,63506,280,785624.0,1237203.0
2004-02-24,63505,65405,63505,65006,690,804182.0,1237203.0
2004-02-25,64705,65005,64505,64506,120,797996.0,1237203.0
2004-02-26,65005,65005,64805,64806,60,801708.0,1237203.0
2004-02-27,65105,65105,65005,65006,40,804182.0,1237203.0
2004-03-02,67506,67506,64305,65106,120,805419.0,1237203.0
2004-03-03,64605,65005,64605,65006,320,804182.0,1237203.0
2004-03-04,65005,65005,64605,64906,460,802945.0,1237203.0
2004-03-05,65005,65005,64905,65006,660,804182.0,1237203.0
2004-03-08,66806,66806,66005,66006,260,816554.0,1237203.0
2004-03-09,65405,65405,65005,65006,316,804182.0,1237203.0
2004-03-10,65105,65105,65005,65006,170,804182.0,1237203.0
2004-03-11,65005,65105,65005,65106,500,805419.0,1237203.0
2004-03-12,65005,71906,64805,65006,1150,804182.0,1237203.0
2004-03-15,62705,65105,62705,65006,3310,804182.0,1237203.0
2004-03-16,65005,65005,64705,65006,710,804182.0,1237203.0
2004-03-17,65005,65005,65005,65006,70,804182.0,1237203.0
2004-03-18,64805,65005,64505,64906,570,802945.0,1237203.0
2004-03-19,65005,65005,64505,64806,20454,801708.0,1237203.0
2004-03-22,64805,64805,64005,64806,5140,801708.0,1237203.0
2004-03-23,64805,64805,64705,64706,60,800470.0,1237203.0
2004-03-24,64005,64505,63905,64506,550,797996.0,1237203.0
2004-03-25,64505,64505,64505,64506,0,797996.0,1237203.0
2004-03-26,64505,64505,64505,64506,20,797996.0,1237203.0
2004-03-29,67906,67906,62205,65006,280,804182.0,1237203.0
2004-03-30,65005,65005,65005,65006,30,804182.0,1237203.0
2004-03-31,65005,65205,64905,64906,654,802945.0,1237203.0
2004-04-01,65005,65205,65005,65006,930,804182.0,1237203.0
2004-04-02,66005,66005,64505,64506,620,797996.0,1237203.0
2004-04-06,64805,64805,64005,64006,630,791810.0,1237203.0
2004-04-07,64005,64505,63705,64006,560,791810.0,1237203.0
2004-04-08,64005,64505,64005,64506,210,797996.0,1237203.0
2004-04-09,64005,64005,63605,63606,90,786861.0,1237203.0
2004-04-12,64505,64505,64505,64506,100,797996.0,1237203.0
2004-04-13,65405,65405,63505,63506,170,785624.0,1237203.0
2004-04-14,63505,63705,63405,63706,80,788098.0,1237203.0
2004-04-16,64005,64005,63805,64006,70,791810.0,1237203.0
2004-04-19,64505,64705,64405,64406,28700,796759.0,1237203.0
2004-04-20,62505,63605,62505,63206,704,781912.0,1237203.0
2004-04-21,63205,66105,63205,66006,2770,816554.0,1237203.0
2004-04-22,66205,66705,66205,66706,430,825214.0,1237203.0
2004-04-23,64505,67106,64505,66606,410,823977.0,1237203.0
2004-04-26,66806,68006,66806,67806,286,838824.0,1237203.0
2004-04-27,68006,68806,68006,68806,4320,851196.0,1237203.0
2004-04-28,69506,73106,69506,71706,2730,887075.0,1237203.0
2004-04-29,71706,72906,67806,67806,800,838824.0,1237203.0
2004-04-30,67806,69506,67806,69206,2030,856144.0,1237203.0
