동아쏘시오홀딩스(000640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-30,9549,9549,8653,8833,371400,126688.0,8560000.0
1999-05-03,8951,9130,8891,9011,258510,129256.0,8560000.0
1999-05-04,9132,9191,8863,9132,326130,130968.0,8560000.0
1999-05-06,9490,10147,9371,9609,774690,137816.0,8560000.0
1999-05-07,9849,9909,9431,9520,316020,136532.0,8560000.0
1999-05-10,9520,9788,9191,9698,351410,139100.0,8560000.0
1999-05-11,9727,10264,9548,9549,594490,136960.0,8560000.0
1999-05-12,9550,9849,9102,9371,322840,134392.0,8560000.0
1999-05-13,9370,9548,8832,8893,250060,127544.0,8560000.0
1999-05-14,8952,9131,7996,8356,251580,119840.0,8560000.0
1999-05-17,8356,8385,7758,7938,172670,113848.0,8560000.0
1999-05-18,8056,8116,7698,7997,147690,114704.0,8560000.0
1999-05-19,8116,8355,7997,8296,166370,118984.0,8560000.0
1999-05-20,8296,8356,7520,7519,111350,107856.0,8560000.0
1999-05-21,7756,7816,7518,7728,59700,110852.0,8560000.0
1999-05-24,7520,7700,7460,7519,58210,107856.0,8560000.0
1999-05-25,7460,7758,7341,7640,71900,109568.0,8560000.0
1999-05-26,7969,8177,7759,8057,93370,115560.0,8560000.0
1999-05-27,8295,8295,7878,7878,70450,112992.0,8560000.0
1999-05-28,7878,7998,7641,7938,66290,113848.0,8560000.0
1999-05-31,7789,8295,7789,8296,84960,118984.0,8560000.0
1999-06-01,8355,8355,7938,8117,98300,116416.0,8560000.0
1999-06-02,8117,8356,8117,8236,91270,118128.0,8560000.0
1999-06-03,8356,8535,8058,8415,273170,120696.0,8560000.0
1999-06-04,8354,8473,8175,8356,103730,119840.0,8560000.0
1999-06-07,8355,8832,8355,8654,304130,124120.0,8560000.0
1999-06-08,8834,9371,8655,8953,478650,128400.0,8560000.0
1999-06-09,8773,8952,8354,8356,199570,119840.0,8560000.0
1999-06-10,8117,8774,8117,8654,249650,124120.0,8560000.0
1999-06-11,8356,8774,8356,8625,215360,123692.0,8560000.0
1999-06-14,8712,8773,8355,8535,96680,122408.0,8560000.0
1999-06-15,8414,8712,7757,8356,217890,119840.0,8560000.0
1999-06-16,8534,8653,8385,8475,238520,121552.0,8560000.0
1999-06-17,8622,9189,8472,8713,375950,124976.0,8560000.0
1999-06-18,8714,9073,8595,8953,235960,128400.0,8560000.0
1999-06-21,9132,9191,8832,9132,234040,130968.0,8560000.0
1999-06-22,9130,9965,9041,9549,636220,136960.0,8560000.0
1999-06-23,9550,9968,9431,9669,441890,138672.0,8560000.0
1999-06-24,9729,9789,9311,9340,243580,133964.0,8560000.0
1999-06-25,9131,9489,9131,9310,106470,133536.0,8560000.0
1999-06-28,9547,9547,9219,9429,116610,135248.0,8560000.0
1999-06-29,9311,9818,9311,9669,195100,138672.0,8560000.0
1999-06-30,9668,9757,9400,9549,133930,136960.0,8560000.0
1999-07-01,9429,10683,9429,10384,701450,148944.0,8560000.0
1999-07-02,10563,11638,10175,11638,772630,166920.0,8560000.0
1999-07-05,11698,12415,11639,11758,584770,168632.0,8560000.0
1999-07-06,11995,12174,11637,11846,349290,169916.0,8560000.0
1999-07-07,12117,12117,11639,11937,223940,171200.0,8560000.0
1999-07-08,12115,13070,11936,12533,410140,179760.0,8560000.0
1999-07-09,12653,13011,12413,12594,242110,180616.0,8560000.0
1999-07-12,12533,14204,12473,13279,506780,190460.0,8560000.0
1999-07-13,13131,13429,12414,12832,163990,184040.0,8560000.0
1999-07-14,12832,12891,11429,11638,230700,166920.0,8560000.0
1999-07-15,11696,12234,11100,11340,159880,162640.0,8560000.0
1999-07-16,11457,12532,11339,12444,245920,178476.0,8560000.0
1999-07-19,12832,12832,11937,12773,125680,183184.0,8560000.0
1999-07-20,12592,12831,12055,12533,138090,179760.0,8560000.0
1999-07-21,12294,12474,11578,11877,94210,170344.0,8560000.0
1999-07-22,11637,11937,11279,11817,112150,169488.0,8560000.0
1999-07-23,11639,12176,10922,10923,181950,156648.0,8560000.0
1999-07-26,10923,11281,10444,10683,91230,153224.0,8560000.0
1999-07-27,10444,11340,10444,11041,79420,158360.0,8560000.0
1999-07-28,10922,11340,10832,10862,144310,155792.0,8560000.0
1999-07-29,10862,11310,10862,11220,60330,160928.0,8560000.0
1999-07-30,11221,11221,10444,10683,94260,153224.0,8560000.0
1999-08-02,10623,10683,10027,10445,151360,149800.0,8560000.0
1999-08-03,10444,10862,10325,10743,118040,154080.0,8560000.0
1999-08-04,11041,11847,10982,11519,195480,165208.0,8560000.0
1999-08-05,11639,11758,10594,10594,79070,151940.0,8560000.0
1999-08-06,10624,10922,10265,10743,106040,154080.0,8560000.0
1999-08-09,10444,10684,10444,10683,31210,153224.0,8560000.0
1999-08-10,10266,11221,10266,10594,94500,151940.0,8560000.0
1999-08-11,10802,10922,10324,10563,48010,151512.0,8560000.0
1999-08-12,10744,10744,10444,10504,61040,150656.0,8560000.0
1999-08-13,10565,10805,10148,10326,60770,148088.0,8560000.0
1999-08-16,10146,10235,9907,10086,54820,144664.0,8560000.0
1999-08-17,10146,10444,9937,10445,120370,149800.0,8560000.0
1999-08-18,10444,10564,9728,10146,80470,145520.0,8560000.0
1999-08-19,10146,10743,9848,10743,128410,154080.0,8560000.0
1999-08-20,11161,11161,10266,10683,148810,153224.0,8560000.0
1999-08-23,10804,10983,10146,10923,164990,156648.0,8560000.0
1999-08-24,11041,11279,10802,11130,215290,159644.0,8560000.0
1999-08-25,11102,11341,10863,11310,301850,162212.0,8560000.0
1999-08-26,11579,11579,10534,10803,182390,154936.0,8560000.0
1999-08-27,10981,10981,10206,10384,134670,148944.0,8560000.0
1999-08-30,10207,10386,9967,9966,109000,142952.0,8560000.0
1999-08-31,10146,10324,9728,9908,120100,142096.0,8560000.0
1999-09-01,9787,9965,9159,9161,147020,131396.0,8560000.0
1999-09-02,9041,9370,8712,8893,100090,127544.0,8560000.0
1999-09-03,9072,9072,8654,8744,117590,125404.0,8560000.0
1999-09-06,8595,9191,8595,8953,108850,128400.0,8560000.0
1999-09-07,9371,9401,8953,9340,179410,133964.0,8560000.0
1999-09-08,9431,9431,8954,8953,79120,128400.0,8560000.0
1999-09-09,9072,9190,8953,9072,49320,130112.0,8560000.0
1999-09-10,8953,9341,8953,9072,124040,130112.0,8560000.0
1999-09-13,9431,9431,9192,9222,140310,132252.0,8560000.0
1999-09-14,9220,9249,9010,9011,135650,129256.0,8560000.0
1999-09-15,9072,9191,8953,9042,59220,129684.0,8560000.0
1999-09-16,9012,9371,8893,8953,149360,128400.0,8560000.0
1999-09-17,9191,9191,8893,9132,86910,130968.0,8560000.0
1999-09-20,9130,9458,9011,9191,140690,131824.0,8560000.0
1999-09-21,9250,9369,9071,9161,93570,131396.0,8560000.0
1999-09-22,9250,9250,8892,8893,97040,127544.0,8560000.0
1999-09-27,8924,8924,8416,8415,81390,120696.0,8560000.0
1999-09-28,8594,8594,7937,8177,97570,117272.0,8560000.0
1999-09-29,8058,8058,7878,7878,63610,112992.0,8560000.0
1999-09-30,7757,7847,7578,7579,85330,108712.0,8560000.0
1999-10-01,7639,7639,6773,7161,94880,102720.0,8560000.0
1999-10-04,7223,7402,6804,6804,75200,97584.0,8560000.0
1999-10-05,6803,7042,6565,6565,128500,94160.0,8560000.0
1999-10-06,6623,6922,6445,6923,132350,99296.0,8560000.0
1999-10-07,7043,7342,6805,7312,245560,104860.0,8560000.0
1999-10-08,7400,7848,7131,7400,577020,106144.0,8560000.0
1999-10-11,7610,7610,7282,7341,237560,105288.0,8560000.0
1999-10-12,7401,7670,7341,7670,223180,109996.0,8560000.0
1999-10-13,7670,8058,7521,8057,219930,115560.0,8560000.0
1999-10-14,7818,8473,7757,8475,207700,121552.0,8560000.0
1999-10-15,8594,8653,8116,8117,187980,116416.0,8560000.0
1999-10-18,8055,8055,7577,7728,138930,110852.0,8560000.0
1999-10-19,7819,7968,7431,7519,62090,107856.0,8560000.0
1999-10-20,7578,7967,7578,7908,152950,113420.0,8560000.0
1999-10-21,8235,8594,8026,8445,294120,121124.0,8560000.0
1999-10-22,8713,8713,8056,8296,230700,118984.0,8560000.0
1999-10-25,8356,8356,7640,7640,108780,109568.0,8560000.0
1999-10-26,7877,8175,7757,7908,144280,113420.0,8560000.0
1999-10-27,7878,7997,7640,7699,65320,110424.0,8560000.0
1999-10-28,7640,7878,7521,7818,125910,112136.0,8560000.0
1999-10-29,7997,8057,7819,7818,212780,112136.0,8560000.0
1999-11-01,7938,8116,7757,8117,248330,116416.0,8560000.0
1999-11-02,7997,8505,7997,8266,290380,118556.0,8560000.0
1999-11-03,8266,8355,8056,8177,175860,117272.0,8560000.0
1999-11-04,8207,8386,8118,8326,188920,119412.0,8560000.0
1999-11-05,8417,8834,8237,8506,397560,121980.0,8560000.0
1999-11-08,8654,8654,8296,8326,136390,119412.0,8560000.0
1999-11-09,8236,8594,8206,8594,165100,123264.0,8560000.0
1999-11-10,8595,8684,8355,8654,278290,124120.0,8560000.0
1999-11-11,8654,8832,8474,8535,136870,122408.0,8560000.0
1999-11-12,8563,9606,8414,8713,624870,124976.0,8560000.0
1999-11-15,8891,8891,8354,8713,242110,124976.0,8560000.0
1999-11-16,8715,8924,8476,8774,183950,125832.0,8560000.0
1999-11-17,8775,8833,8416,8415,237430,120696.0,8560000.0
1999-11-18,8655,9670,8655,9669,1086890,138672.0,8560000.0
1999-11-19,10564,10624,9012,9132,1438900,130968.0,8560000.0
1999-11-22,9250,9519,8862,8893,551210,127544.0,8560000.0
1999-11-23,8893,9072,8534,8594,269890,123264.0,8560000.0
1999-11-24,8595,8713,8206,8236,284340,118128.0,8560000.0
1999-11-25,7996,8534,7756,7758,333820,111280.0,8560000.0
1999-11-26,7818,7938,7162,7161,320250,102720.0,8560000.0
1999-11-29,7162,7819,6923,7519,334910,107856.0,8560000.0
1999-11-30,7459,8116,7340,7579,245450,108712.0,8560000.0
1999-12-01,7937,8236,7699,8177,293530,117272.0,8560000.0
1999-12-02,9311,9401,8954,9400,913950,134820.0,8560000.0
1999-12-03,10087,10804,9401,10504,2773580,150656.0,8560000.0
1999-12-06,10742,12056,9967,12056,2732280,172912.0,8560000.0
1999-12-07,12534,13608,10803,11041,3400300,158360.0,8560000.0
1999-12-08,12682,12682,12682,12682,373360,181900.0,8560000.0
1999-12-09,14564,14564,14564,14563,170970,208864.0,8560000.0
1999-12-10,16742,16742,16265,16741,1678450,240108.0,8560000.0
1999-12-13,17966,19248,17308,19248,1184170,276060.0,8560000.0
1999-12-14,22113,22113,22113,22113,70630,317148.0,8560000.0
1999-12-15,25424,25424,21515,25425,3955910,364656.0,8560000.0
1999-12-16,24591,28649,21636,21636,2242390,310300.0,8560000.0
1999-12-17,22680,22799,18412,18412,2730490,264076.0,8560000.0
1999-12-20,17963,21155,17366,20291,3376090,291040.0,8560000.0
1999-12-21,19697,20114,17250,17249,1747310,247384.0,8560000.0
1999-12-22,16802,17847,14951,17249,2654170,247384.0,8560000.0
1999-12-23,17608,19577,17010,17368,2423060,249096.0,8560000.0
1999-12-24,17008,17904,15637,15935,1529250,228552.0,8560000.0
1999-12-27,16114,16591,13547,13547,1212420,194312.0,8560000.0
1999-12-28,13011,14026,11578,11877,1328920,170344.0,8560000.0
2000-01-04,11969,13641,11969,13640,696710,192172.0,8560000.0
2000-01-05,14583,15676,14005,15675,1477710,220848.0,8560000.0
2000-01-06,16344,16647,13336,13974,1545130,196880.0,8560000.0
2000-01-07,14580,16068,14155,16069,1652340,226412.0,8560000.0
2000-01-10,18469,18469,16403,16403,3099940,231120.0,8560000.0
2000-01-11,16403,18651,15916,17618,2208850,248240.0,8560000.0
2000-01-12,17496,18529,16706,17679,1949990,249096.0,8560000.0
2000-01-13,17922,18225,16767,17010,1421340,239680.0,8560000.0
2000-01-14,16432,16826,14488,14580,1472430,205440.0,8560000.0
2000-01-17,14279,15767,14095,14885,1554720,209720.0,8560000.0
2000-01-18,14670,15490,14154,14580,1026400,205440.0,8560000.0
2000-01-19,14580,15492,14185,14216,1094590,200304.0,8560000.0
2000-01-20,14035,14521,13185,13669,708540,192600.0,8560000.0
2000-01-21,13912,15248,13548,14216,1359740,200304.0,8560000.0
2000-01-24,14611,15553,14338,14763,1876220,208008.0,8560000.0
2000-01-25,14763,15280,14126,14155,868240,199448.0,8560000.0
2000-01-26,14761,14761,13910,14580,704900,205440.0,8560000.0
2000-01-27,14579,16767,14579,16220,3226900,228552.0,8560000.0
2000-01-28,16221,16586,15491,16282,1484510,229408.0,8560000.0
2000-01-31,16434,17072,16130,16282,1177100,229408.0,8560000.0
2000-02-01,16312,16463,15704,15734,707480,221704.0,8560000.0
2000-02-02,15794,17284,15522,16282,1423360,229408.0,8560000.0
2000-02-03,16585,16889,15794,15796,714560,222560.0,8560000.0
2000-02-07,15733,16401,15610,16098,776620,226840.0,8560000.0
2000-02-08,16828,17254,16282,16403,1146250,231120.0,8560000.0
2000-02-09,16524,18226,16494,18226,1763680,256800.0,8560000.0
2000-02-10,18529,19076,17708,18105,1704860,255088.0,8560000.0
2000-02-11,18529,20807,17739,20807,2602740,293180.0,8560000.0
2000-02-14,21262,21778,19196,20655,2191320,291040.0,8560000.0
2000-02-15,20352,20837,17557,17557,1155060,247384.0,8560000.0
2000-02-16,16463,17860,16463,17618,1485880,248240.0,8560000.0
2000-02-17,17920,20258,17738,20260,1854130,285476.0,8560000.0
2000-02-18,21963,23300,21477,23299,1836040,328276.0,8560000.0
2000-02-21,22780,24755,22476,22478,2092330,316720.0,8560000.0
2000-02-22,22783,23178,19168,21871,1199560,308160.0,8560000.0
2000-02-23,22176,23999,20657,21264,1330840,299600.0,8560000.0
2000-02-24,21991,22781,21505,22205,886730,312868.0,8560000.0
2000-02-25,21810,22996,21568,21567,738290,303880.0,8560000.0
2000-02-28,20716,21141,18953,19258,676700,271352.0,8560000.0
2000-02-29,20049,21020,19137,19715,877070,277772.0,8560000.0
2000-03-02,21506,22661,20656,22661,1033750,319288.0,8560000.0
2000-03-03,21873,23270,21083,21264,705040,299600.0,8560000.0
2000-03-06,22114,22114,20505,20717,381450,291896.0,8560000.0
2000-03-07,20655,22235,20534,20838,704760,293608.0,8560000.0
2000-03-08,20138,20836,20107,20109,353530,283336.0,8560000.0
2000-03-09,20655,21232,20108,20138,497550,283764.0,8560000.0
2000-03-10,20350,20653,19317,19622,440400,276488.0,8560000.0
2000-03-13,19501,20352,18711,18863,358690,265788.0,8560000.0
2000-03-14,18288,18955,17315,17831,273270,251236.0,8560000.0
2000-03-15,16401,17190,15793,16098,465530,226840.0,8560000.0
2000-03-16,18500,18500,16525,16707,852520,235400.0,8560000.0
2000-03-17,16770,17134,15250,15675,634140,220848.0,8560000.0
2000-03-20,15674,16098,15188,15249,367710,214856.0,8560000.0
2000-03-21,14700,15763,14700,15309,332610,215712.0,8560000.0
2000-03-22,15794,16675,15552,15796,585320,222560.0,8560000.0
2000-03-23,16401,16704,15306,15612,476900,219992.0,8560000.0
2000-03-24,15795,16040,15371,15523,417760,218708.0,8560000.0
2000-03-27,15490,16097,15247,15309,422840,215712.0,8560000.0
2000-03-28,15310,15705,15189,15188,453140,214000.0,8560000.0
2000-03-29,15189,15492,14580,14642,319000,206296.0,8560000.0
2000-03-30,14703,14885,14035,14125,316220,199020.0,8560000.0
2000-03-31,13823,14400,13731,13852,247940,195168.0,8560000.0
2000-04-03,13851,14216,11968,12211,346730,172056.0,8560000.0
2000-04-04,12726,13183,12271,12667,730910,178476.0,8560000.0
2000-04-06,12819,12971,11969,12394,334530,174624.0,8560000.0
2000-04-07,13303,13576,12938,13121,545800,184896.0,8560000.0
2000-04-10,13213,14641,12849,14095,880370,198592.0,8560000.0
2000-04-11,13972,14033,12575,12758,338710,179760.0,8560000.0
2000-04-12,13061,13243,12514,12728,491740,179332.0,8560000.0
2000-04-14,12150,12940,12150,12576,296970,177192.0,8560000.0
2000-04-17,10814,11544,10694,10693,427270,150656.0,8560000.0
2000-04-18,11663,11845,10934,11300,391250,162099.0,8715000.0
2000-04-19,11724,12361,11177,11300,612470,162099.0,8715000.0
2000-04-20,11301,11726,11058,11482,241940,164714.0,8715000.0
2000-04-21,11542,12241,11299,11786,477840,169071.0,8715000.0
2000-04-24,11635,12455,11483,11482,612390,164714.0,8715000.0
2000-04-25,11602,11724,10995,11086,296010,159049.0,8715000.0
2000-04-26,11482,11482,9963,10601,284580,152077.0,8715000.0
2000-04-27,10236,10630,9963,9963,262640,142926.0,8715000.0
2000-04-28,9750,11207,9750,10753,729640,154256.0,8715000.0
2000-05-02,11177,11480,10691,10934,560380,156870.0,8715000.0
2000-05-03,11027,11057,10571,10845,275280,155563.0,8715000.0
2000-05-04,10876,11787,10632,10997,802690,157742.0,8715000.0
2000-05-08,12029,12151,11271,11482,666120,164714.0,8715000.0
2000-05-09,11604,11877,11239,11573,369740,166021.0,8715000.0
2000-05-10,11574,11787,11240,11664,325380,167328.0,8715000.0
2000-05-12,11422,12029,11210,11482,395500,164714.0,8715000.0
2000-05-15,11664,11725,11116,11269,288650,161663.0,8715000.0
2000-05-16,11331,11817,11240,11361,354190,162970.0,8715000.0
2000-05-17,11360,12970,11178,11604,1276440,166456.0,8715000.0
2000-05-18,11240,11362,10025,10875,413750,155998.0,8715000.0
2000-05-19,11057,11362,10359,10814,376100,155127.0,8715000.0
2000-05-22,10388,10723,9295,9538,360520,136826.0,8715000.0
2000-05-23,8993,9418,8811,8810,364240,126368.0,8715000.0
2000-05-24,8566,9326,7837,8779,800560,125932.0,8715000.0
2000-05-25,9082,9872,8870,9568,650630,137261.0,8715000.0
2000-05-26,9236,9570,8811,8810,388270,126368.0,8715000.0
2000-05-29,7958,9659,7958,9052,692210,129854.0,8715000.0
2000-05-30,9537,9659,9204,9417,397770,135082.0,8715000.0
2000-05-31,9963,10084,9659,9812,525580,140747.0,8715000.0
2000-06-01,9964,11027,9660,10905,891220,156434.0,8715000.0
2000-06-02,10998,11727,10754,10997,882790,157742.0,8715000.0
2000-06-05,11299,11877,11147,11542,727200,165585.0,8715000.0
2000-06-07,11725,12272,11695,11846,634390,169942.0,8715000.0
2000-06-08,11996,12148,10751,10934,450650,156870.0,8715000.0
2000-06-09,11056,11786,10934,11269,376060,161663.0,8715000.0
2000-06-12,11846,12940,11724,12940,921890,185630.0,8715000.0
2000-06-13,13242,14153,12301,12454,1633270,178658.0,8715000.0
2000-06-14,13365,13365,12150,12332,613380,176914.0,8715000.0
2000-06-15,12211,12211,11361,11542,378880,165585.0,8715000.0
2000-06-16,11027,11664,10996,11239,435210,161228.0,8715000.0
2000-06-19,11179,11846,10934,11846,424500,169942.0,8715000.0
2000-06-20,13031,13335,11300,11846,2454260,169942.0,8715000.0
2000-06-21,11848,12030,11574,11635,538850,166892.0,8715000.0
2000-06-22,11969,12091,11331,11635,418780,166892.0,8715000.0
2000-06-23,11360,12027,11360,11786,425490,169071.0,8715000.0
2000-06-26,12089,13000,12027,12636,1172690,181272.0,8715000.0
2000-06-27,12545,12576,12029,12241,693550,175607.0,8715000.0
2000-06-28,12240,12696,12240,12363,616690,177350.0,8715000.0
2000-06-29,12394,12577,11908,12151,303140,174300.0,8715000.0
2000-06-30,12089,12332,11938,11968,202920,171686.0,8715000.0
2000-07-03,11846,12150,11846,12059,193320,172993.0,8715000.0
2000-07-04,12151,12606,12029,12272,522240,176043.0,8715000.0
2000-07-05,12394,12819,11969,12272,592480,176043.0,8715000.0
2000-07-06,12332,12606,12059,12090,414980,173428.0,8715000.0
2000-07-07,12453,13213,12332,12758,1527110,183015.0,8715000.0
2000-07-10,13183,13577,12665,12879,1172420,184758.0,8715000.0
2000-07-11,12940,13791,12606,13214,1145410,189551.0,8715000.0
2000-07-12,13425,14791,13273,14580,2416910,209160.0,8715000.0
2000-07-13,14579,14761,14003,14398,1881000,206546.0,8715000.0
2000-07-14,14581,15006,14034,14824,1602540,212646.0,8715000.0
2000-07-18,14825,15098,13063,13184,1757530,189116.0,8715000.0
2000-07-19,12880,13002,11969,12241,822310,175607.0,8715000.0
2000-07-20,12150,12424,11846,12090,430650,173428.0,8715000.0
2000-07-21,12211,12394,11969,12151,360730,174300.0,8715000.0
2000-07-24,12270,12543,11328,11420,500480,163842.0,8715000.0
2000-07-25,11420,11603,11116,11542,357620,165585.0,8715000.0
2000-07-26,11482,11786,11300,11725,282880,168200.0,8715000.0
2000-07-27,11544,12394,11453,11908,430770,170814.0,8715000.0
2000-07-28,12058,12149,11603,11786,307640,169071.0,8715000.0
2000-07-31,11543,11786,11330,11725,168030,168200.0,8715000.0
2000-08-01,11544,12030,11544,11908,176840,170814.0,8715000.0
2000-08-02,12454,12941,12242,12241,533040,175607.0,8715000.0
2000-08-03,12636,12636,12060,12241,306790,175607.0,8715000.0
2000-08-04,12150,12241,11846,11846,124960,169942.0,8715000.0
2000-08-07,11602,11693,11299,11300,130740,162099.0,8715000.0
2000-08-08,11240,11665,11118,11179,126450,160356.0,8715000.0
2000-08-09,11269,11785,11269,11786,154340,169071.0,8715000.0
2000-08-10,11724,12089,11482,11999,180090,172121.0,8715000.0
2000-08-11,11967,12424,11845,12181,186720,174736.0,8715000.0
2000-08-14,12453,12575,12179,12181,107990,174736.0,8715000.0
2000-08-16,12211,12393,12089,12332,116470,176914.0,8715000.0
2000-08-17,12209,12634,12148,12454,209150,178658.0,8715000.0
2000-08-18,12209,12696,12209,12454,150100,178658.0,8715000.0
2000-08-21,12393,12393,12089,12181,73950,174736.0,8715000.0
2000-08-22,12211,12514,12150,12514,134840,179529.0,8715000.0
2000-08-23,12637,12637,12363,12394,87970,177786.0,8715000.0
2000-08-24,12392,13000,12331,12667,295910,181708.0,8715000.0
2000-08-25,12697,13092,12606,12758,217870,183015.0,8715000.0
2000-08-28,12757,13031,12636,12879,117630,184758.0,8715000.0
2000-08-29,12940,12970,12697,12940,95540,185630.0,8715000.0
2000-08-30,12454,12819,12454,12819,83870,183886.0,8715000.0
2000-08-31,12666,12818,12059,12211,111180,175172.0,8715000.0
2000-09-01,12454,12666,12211,12514,88660,179529.0,8715000.0
2000-09-04,12395,13003,12395,12910,173680,185194.0,8715000.0
2000-09-05,13061,13274,12636,12758,245740,183015.0,8715000.0
2000-09-06,12637,12880,12484,12697,145090,182144.0,8715000.0
2000-09-07,12574,13668,12331,13243,720070,189987.0,8715000.0
2000-09-08,13365,13365,12698,13153,214870,188680.0,8715000.0
2000-09-14,13092,13122,12575,12940,124230,185630.0,8715000.0
