DGB금융지주(139130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-07-22,16101,16342,16052,16198,616716,2252093.0,134053154.0
2011-07-25,16197,16245,16004,16198,130597,2252093.0,134053154.0
2011-07-26,16101,16294,15908,16101,337340,2238688.0,134053154.0
2011-07-27,16101,16149,15860,15908,221207,2211877.0,134053154.0
2011-07-28,15715,16052,15667,16005,132999,2225282.0,134053154.0
2011-07-29,15956,16101,15619,16101,266735,2238688.0,134053154.0
2011-08-01,15956,16197,15908,16198,131701,2252093.0,134053154.0
2011-08-02,16197,16294,16004,16246,200389,2258796.0,134053154.0
2011-08-03,15908,16294,15715,16294,344233,2265498.0,134053154.0
2011-08-04,16294,16294,15763,16005,192985,2225282.0,134053154.0
2011-08-05,15426,15715,15281,15716,296157,2185066.0,134053154.0
2011-08-08,15329,15522,14365,15233,207105,2118040.0,134053154.0
2011-08-09,14462,14703,13594,13594,296960,1890149.0,134053154.0
2011-08-10,14558,15233,14462,15233,568216,2118040.0,134053154.0
2011-08-11,14654,14847,14558,14559,280940,2024203.0,134053154.0
2011-08-12,14751,14799,13980,13980,350049,1943771.0,134053154.0
2011-08-16,14606,14944,14462,14703,226832,2044311.0,134053154.0
2011-08-17,14703,14896,14606,14655,90618,2037608.0,134053154.0
2011-08-18,14751,15281,14606,15282,153447,2124742.0,134053154.0
2011-08-19,14703,14944,14606,14655,158906,2037608.0,134053154.0
2011-08-22,13883,14365,13401,13884,910864,1930365.0,134053154.0
2011-08-23,13980,14172,13883,13932,225416,1937068.0,134053154.0
2011-08-24,13883,13980,12823,13305,247123,1849934.0,134053154.0
2011-08-25,13594,13787,13498,13498,396117,1876744.0,134053154.0
2011-08-26,13594,13980,13401,13787,327931,1916960.0,134053154.0
2011-08-29,14172,14221,13594,14221,206995,1977284.0,134053154.0
2011-08-30,14413,14847,14365,14414,464604,2004095.0,134053154.0
2011-08-31,14413,14944,14269,14944,223420,2077824.0,134053154.0
2011-09-01,15137,15811,14703,15619,583169,2171661.0,134053154.0
2011-09-02,15378,16004,15378,15812,208367,2198472.0,134053154.0
2011-09-05,15233,15811,14896,14896,169547,2071121.0,134053154.0
2011-09-06,14654,14799,14028,14076,339082,1957176.0,134053154.0
2011-09-07,14317,14462,14124,14173,126177,1970581.0,134053154.0
2011-09-08,14510,14799,14317,14366,261151,1997392.0,134053154.0
2011-09-09,14365,14896,14317,14414,151918,2004095.0,134053154.0
2011-09-14,14654,14847,13305,13305,432760,1849934.0,134053154.0
2011-09-15,13690,13980,12774,12871,250660,1789610.0,134053154.0
2011-09-16,13112,14028,13112,13739,198421,1910257.0,134053154.0
2011-09-19,13498,13835,13498,13594,379998,1890149.0,134053154.0
2011-09-20,13401,13787,13353,13643,83043,1896852.0,134053154.0
2011-09-21,13594,14558,13594,14173,430011,1970581.0,134053154.0
2011-09-22,13980,14028,13546,13546,117383,1883447.0,134053154.0
2011-09-23,12967,13208,12823,12823,308496,1782907.0,134053154.0
2011-09-26,12871,13305,12003,12148,193695,1689070.0,134053154.0
2011-09-27,12196,12967,12148,12582,454369,1749394.0,134053154.0
2011-09-28,13015,13305,12533,13161,2542958,1829826.0,134053154.0
2011-09-29,12871,13498,12726,13498,539528,1876744.0,134053154.0
2011-09-30,13401,13498,13112,13450,208378,1870041.0,134053154.0
2011-10-04,12533,12823,12244,12437,460504,1729286.0,134053154.0
2011-10-05,12533,12533,12196,12196,319597,1695772.0,134053154.0
2011-10-06,12485,12919,12485,12727,610822,1769502.0,134053154.0
2011-10-07,13112,13353,12967,12968,197294,1803015.0,134053154.0
2011-10-10,13064,13160,12871,13161,108969,1829826.0,134053154.0
2011-10-11,13594,13642,12726,12727,286947,1769502.0,134053154.0
2011-10-12,12774,12823,12582,12678,224198,1762799.0,134053154.0
2011-10-13,12871,13015,12774,12920,254979,1796312.0,134053154.0
2011-10-14,12871,12919,12582,12775,276172,1776204.0,134053154.0
2011-10-17,12919,12919,12630,12727,318005,1769502.0,134053154.0
2011-10-18,12582,12871,12485,12727,201506,1769502.0,134053154.0
2011-10-19,12823,12919,12582,12775,325280,1776204.0,134053154.0
2011-10-20,12871,13112,12774,12968,640235,1803015.0,134053154.0
2011-10-21,13064,13064,12533,12727,274177,1769502.0,134053154.0
2011-10-24,12919,13112,12871,13112,190428,1823123.0,134053154.0
2011-10-25,13112,13112,12871,13016,324826,1809718.0,134053154.0
2011-10-26,12871,12871,12678,12823,204683,1782907.0,134053154.0
2011-10-27,12919,13112,12774,13112,427884,1823123.0,134053154.0
2011-10-28,13594,13739,13208,13402,606073,1863339.0,134053154.0
2011-10-31,13498,13546,13064,13450,318464,1870041.0,134053154.0
2011-11-01,13353,13498,13256,13498,256230,1876744.0,134053154.0
2011-11-02,12871,13498,12871,13498,152439,1876744.0,134053154.0
2011-11-03,13498,13498,12871,13016,125930,1809718.0,134053154.0
2011-11-04,13160,13690,13160,13691,230334,1903555.0,134053154.0
2011-11-07,13690,13787,13546,13739,80931,1910257.0,134053154.0
2011-11-08,13883,13883,13690,13691,195213,1903555.0,134053154.0
2011-11-09,13931,13980,13546,13739,362883,1910257.0,134053154.0
2011-11-10,13353,13401,13064,13064,184053,1816420.0,134053154.0
2011-11-11,13305,13353,13112,13209,144441,1836528.0,134053154.0
2011-11-14,13401,13449,13112,13112,149080,1823123.0,134053154.0
2011-11-15,13015,13112,12823,12823,208906,1782907.0,134053154.0
2011-11-16,12871,13112,12823,13064,200447,1816420.0,134053154.0
2011-11-17,12967,13015,12823,12968,339292,1803015.0,134053154.0
2011-11-18,12823,13015,12533,12534,410369,1742691.0,134053154.0
2011-11-21,12582,12630,12051,12148,289246,1689070.0,134053154.0
2011-11-22,12100,12292,12051,12148,233001,1689070.0,134053154.0
2011-11-23,12148,12148,11955,12052,227192,1675664.0,134053154.0
2011-11-24,11907,12051,11810,11955,181159,1662259.0,134053154.0
2011-11-25,12051,12582,12003,12534,285495,1742691.0,134053154.0
2011-11-28,12678,12726,12389,12389,258329,1722583.0,134053154.0
2011-11-29,12485,12485,12292,12341,319336,1715880.0,134053154.0
2011-11-30,12292,12533,12196,12437,257761,1729286.0,134053154.0
2011-12-01,12774,12967,12341,12341,793797,1715880.0,134053154.0
2011-12-02,12341,12485,12244,12293,302096,1709178.0,134053154.0
2011-12-05,12341,12389,12244,12341,431544,1715880.0,134053154.0
2011-12-06,12389,12389,12100,12293,269408,1709178.0,134053154.0
2011-12-07,12341,12341,12196,12341,365271,1715880.0,134053154.0
2011-12-08,12389,12437,12003,12004,389625,1668962.0,134053154.0
2011-12-09,11858,12051,11858,11907,286014,1655556.0,134053154.0
2011-12-12,12051,12051,11666,11714,679993,1628746.0,134053154.0
2011-12-13,11617,11714,11039,11088,543647,1541611.0,134053154.0
2011-12-14,11135,11232,10991,11136,502921,1548314.0,134053154.0
2011-12-15,10991,11955,10991,11955,680831,1662259.0,134053154.0
2011-12-16,12003,12244,11955,12004,398413,1668962.0,134053154.0
2011-12-19,11858,12051,11473,11859,260865,1648854.0,134053154.0
2011-12-20,11858,12341,11858,11907,531163,1655556.0,134053154.0
2011-12-21,12437,12485,12341,12437,290864,1729286.0,134053154.0
2011-12-22,12630,12630,12341,12437,237634,1729286.0,134053154.0
2011-12-23,12437,12774,12292,12678,507700,1762799.0,134053154.0
2011-12-26,12678,12823,12533,12678,120621,1762799.0,134053154.0
2011-12-27,12823,12823,12582,12678,90102,1762799.0,134053154.0
2011-12-28,12485,12582,12292,12534,79854,1742691.0,134053154.0
2011-12-29,12341,12533,12244,12437,121209,1729286.0,134053154.0
2012-01-02,12244,12437,11955,12004,85432,1668962.0,134053154.0
2012-01-03,12100,12196,12003,12100,240597,1682367.0,134053154.0
2012-01-04,12148,12196,11907,12052,132953,1675664.0,134053154.0
2012-01-05,11955,12244,11955,12245,377649,1702475.0,134053154.0
2012-01-06,12292,12485,11810,12486,227847,1735988.0,134053154.0
2012-01-09,12437,12823,12196,12823,432659,1782907.0,134053154.0
2012-01-10,12871,12871,12582,12727,311978,1769502.0,134053154.0
2012-01-11,12630,12967,12582,12871,217008,1789610.0,134053154.0
2012-01-12,12823,12919,12726,12871,124261,1789610.0,134053154.0
2012-01-13,12871,12919,12630,12823,181904,1782907.0,134053154.0
2012-01-16,12630,12871,12437,12486,82237,1735988.0,134053154.0
2012-01-17,12533,12919,12533,12775,177946,1776204.0,134053154.0
2012-01-18,12871,13353,12774,13353,411970,1856636.0,134053154.0
2012-01-19,13401,13690,13208,13691,181946,1903555.0,134053154.0
2012-01-20,13498,13883,13498,13835,152344,1923663.0,134053154.0
2012-01-25,14028,14028,13208,13257,136609,1843231.0,134053154.0
2012-01-26,13208,13449,13112,13112,263004,1823123.0,134053154.0
2012-01-27,13256,14172,13160,14173,575786,1970581.0,134053154.0
2012-01-30,13980,14413,13931,14366,366681,1997392.0,134053154.0
2012-01-31,14221,14413,13498,14414,380197,2004095.0,134053154.0
2012-02-01,14365,14365,14028,14028,172112,1950473.0,134053154.0
2012-02-02,14317,14558,14269,14462,356314,2010797.0,134053154.0
2012-02-03,14365,14510,14269,14510,238740,2017500.0,134053154.0
2012-02-06,14510,14751,14510,14607,88087,2030905.0,134053154.0
2012-02-07,14703,14703,14076,14221,80672,1977284.0,134053154.0
2012-02-08,14124,14269,14028,14125,118552,1963879.0,134053154.0
2012-02-09,14172,14413,14124,14173,183977,1970581.0,134053154.0
2012-02-10,14606,14606,14365,14510,190434,2017500.0,134053154.0
2012-02-13,14558,15040,14413,14992,350609,2084527.0,134053154.0
2012-02-14,14799,14944,14558,14559,90619,2024203.0,134053154.0
2012-02-15,14654,14654,14365,14414,148300,2004095.0,134053154.0
2012-02-16,14413,14462,14076,14173,310878,1970581.0,134053154.0
2012-02-17,14413,14896,14269,14848,431563,2064419.0,134053154.0
2012-02-20,14847,15281,14654,15089,367323,2097932.0,134053154.0
2012-02-21,15281,15281,14799,15137,645436,2104635.0,134053154.0
2012-02-22,15137,15137,14317,14318,295547,1990689.0,134053154.0
2012-02-23,14221,14221,13931,13980,155586,1943771.0,134053154.0
2012-02-24,13980,14558,13931,14510,292253,2017500.0,134053154.0
2012-02-27,14462,14606,14221,14510,190033,2017500.0,134053154.0
2012-02-28,14606,14799,14413,14751,156226,2051013.0,134053154.0
2012-02-29,14799,14799,14365,14510,260973,2017500.0,134053154.0
2012-03-02,14896,14896,14558,14848,183498,2064419.0,134053154.0
2012-03-05,14944,15040,14751,14944,95248,2077824.0,134053154.0
2012-03-06,14751,15233,14558,15233,119863,2118040.0,134053154.0
2012-03-07,14944,15522,14944,15426,374151,2144850.0,134053154.0
2012-03-08,15426,16101,15426,15812,649380,2198472.0,134053154.0
2012-03-09,15763,16004,15667,15716,342960,2185066.0,134053154.0
2012-03-12,15667,15763,15040,15137,182422,2104635.0,134053154.0
2012-03-13,15233,15860,15137,15860,338959,2205174.0,134053154.0
2012-03-14,16101,16197,15860,16198,213114,2252093.0,134053154.0
2012-03-15,15956,16583,15956,16583,241604,2305714.0,134053154.0
2012-03-16,16294,16486,15811,15812,414628,2198472.0,134053154.0
2012-03-19,15956,16776,15956,16631,463887,2312417.0,134053154.0
2012-03-20,16438,16727,16390,16631,295050,2312417.0,134053154.0
2012-03-21,16390,16535,16149,16246,148685,2258796.0,134053154.0
2012-03-22,16197,16197,15619,15619,609374,2171661.0,134053154.0
2012-03-23,15715,15908,15570,15716,200574,2185066.0,134053154.0
2012-03-26,15715,15715,14944,14944,375073,2077824.0,134053154.0
2012-03-27,15137,15426,15040,15426,220190,2144850.0,134053154.0
2012-03-28,15378,15426,15088,15426,100307,2144850.0,134053154.0
2012-03-29,15233,15281,14847,14992,198423,2084527.0,134053154.0
2012-03-30,14944,14944,14317,14318,432303,1990689.0,134053154.0
2012-04-02,14462,14558,14365,14559,294171,2024203.0,134053154.0
2012-04-03,14558,14654,14365,14559,290450,2024203.0,134053154.0
2012-04-04,14510,14606,14365,14462,176034,2010797.0,134053154.0
2012-04-05,14365,14703,14365,14559,481621,2024203.0,134053154.0
2012-04-06,14413,14558,14413,14559,147182,2024203.0,134053154.0
2012-04-09,14510,14558,14317,14559,271817,2024203.0,134053154.0
2012-04-10,14510,14558,14365,14559,179846,2024203.0,134053154.0
2012-04-12,14413,14606,14124,14559,462630,2024203.0,134053154.0
2012-04-13,14510,14510,13739,13980,1002696,1943771.0,134053154.0
2012-04-16,13883,14172,13787,14173,97546,1970581.0,134053154.0
2012-04-17,14172,14221,13980,13980,138078,1943771.0,134053154.0
2012-04-18,14172,14365,14124,14173,107617,1970581.0,134053154.0
2012-04-19,14028,14365,14028,14173,377080,1970581.0,134053154.0
2012-04-20,14269,14317,13931,14269,119034,1983987.0,134053154.0
2012-04-23,14172,14365,14076,14076,134840,1957176.0,134053154.0
2012-04-24,14172,14172,13401,13835,264243,1923663.0,134053154.0
2012-04-25,13787,13980,13594,13594,70625,1890149.0,134053154.0
2012-04-26,13883,13980,13739,13884,183495,1930365.0,134053154.0
2012-04-27,13883,13883,13449,13450,96826,1870041.0,134053154.0
2012-04-30,13449,13498,12774,12775,293257,1776204.0,134053154.0
2012-05-02,12823,13208,12823,13112,235160,1823123.0,134053154.0
2012-05-03,13256,13690,13256,13498,520589,1876744.0,134053154.0
2012-05-04,13498,13594,13449,13498,550240,1876744.0,134053154.0
2012-05-07,13353,13546,13160,13498,94553,1876744.0,134053154.0
2012-05-08,13498,13739,13401,13498,178141,1876744.0,134053154.0
2012-05-09,13498,13787,13401,13402,117400,1863339.0,134053154.0
2012-05-10,13498,14076,13449,14076,108122,1957176.0,134053154.0
2012-05-11,13690,13883,13690,13787,75796,1916960.0,134053154.0
2012-05-14,13642,13739,13498,13643,78119,1896852.0,134053154.0
2012-05-15,13739,14028,13642,13884,132940,1930365.0,134053154.0
2012-05-16,13787,14028,13401,13498,189960,1876744.0,134053154.0
2012-05-17,13690,14751,13594,13691,203325,1903555.0,134053154.0
2012-05-18,13498,13690,12919,13257,196016,1843231.0,134053154.0
2012-05-21,13015,13256,12485,12534,296604,1742691.0,134053154.0
2012-05-22,12823,12967,12678,12920,123127,1796312.0,134053154.0
2012-05-23,12967,13064,12823,13016,108868,1809718.0,134053154.0
2012-05-24,13015,13256,12967,12968,80956,1803015.0,134053154.0
2012-05-25,13015,13498,13015,13112,69300,1823123.0,134053154.0
2012-05-29,13064,13353,13064,13353,104027,1856636.0,134053154.0
2012-05-30,13305,13835,13256,13835,111157,1923663.0,134053154.0
2012-05-31,13594,14124,13353,14125,185716,1963879.0,134053154.0
2012-06-01,14124,14124,13642,13932,51655,1937068.0,134053154.0
2012-06-04,13498,13642,13305,13305,87770,1849934.0,134053154.0
2012-06-05,13449,13739,13256,13257,106538,1843231.0,134053154.0
2012-06-07,13498,14172,13449,14173,216297,1970581.0,134053154.0
2012-06-08,13980,14172,13835,14028,72198,1950473.0,134053154.0
2012-06-11,14172,14269,14028,14269,96622,1983987.0,134053154.0
2012-06-12,14172,14172,13980,14125,72831,1963879.0,134053154.0
2012-06-13,14269,14269,13835,13835,190526,1923663.0,134053154.0
2012-06-14,13739,13883,13690,13739,98695,1910257.0,134053154.0
2012-06-15,13690,13787,13064,13594,784919,1890149.0,134053154.0
2012-06-18,13642,13739,13401,13402,398340,1863339.0,134053154.0
2012-06-19,13401,13498,13160,13257,191271,1843231.0,134053154.0
2012-06-20,13401,13449,12919,13112,537876,1823123.0,134053154.0
2012-06-21,13064,13160,12919,12920,219880,1796312.0,134053154.0
2012-06-22,12774,12871,12678,12727,179884,1769502.0,134053154.0
2012-06-25,12871,12871,12678,12678,87901,1762799.0,134053154.0
2012-06-26,12726,12871,12678,12775,99744,1776204.0,134053154.0
2012-06-27,12919,13015,12726,13016,154099,1809718.0,134053154.0
2012-06-28,13015,13112,12967,13064,156647,1816420.0,134053154.0
2012-06-29,13064,13353,12967,13353,305037,1856636.0,134053154.0
2012-07-02,13401,13449,13208,13209,101371,1836528.0,134053154.0
2012-07-03,13256,13498,13256,13498,215577,1876744.0,134053154.0
2012-07-04,13498,13594,13449,13546,252474,1883447.0,134053154.0
2012-07-05,13449,13498,13305,13450,33455,1870041.0,134053154.0
2012-07-06,13353,13401,13112,13209,99529,1836528.0,134053154.0
2012-07-09,13208,13208,12967,13016,54791,1809718.0,134053154.0
2012-07-10,12967,13208,12967,13112,88147,1823123.0,134053154.0
2012-07-11,13112,13546,13015,13498,190693,1876744.0,134053154.0
2012-07-12,13401,13498,13208,13257,56171,1843231.0,134053154.0
2012-07-13,13353,13353,12871,12968,168213,1803015.0,134053154.0
2012-07-16,13064,13112,12967,13064,137608,1816420.0,134053154.0
2012-07-17,13015,13208,13015,13161,165096,1829826.0,134053154.0
2012-07-18,13160,13160,12871,12920,126370,1796312.0,134053154.0
2012-07-19,13015,13160,12823,12920,238715,1796312.0,134053154.0
2012-07-20,13015,13112,12678,12775,202332,1776204.0,134053154.0
2012-07-23,12726,12774,12485,12630,300039,1756096.0,134053154.0
2012-07-24,12774,12774,12389,12534,294135,1742691.0,134053154.0
2012-07-25,12533,12533,12196,12196,383894,1695772.0,134053154.0
2012-07-26,12196,12292,12051,12052,187483,1675664.0,134053154.0
2012-07-27,12292,12678,12292,12486,320703,1735988.0,134053154.0
2012-07-30,12678,12726,12437,12534,259781,1742691.0,134053154.0
2012-07-31,12485,12630,12389,12486,346232,1735988.0,134053154.0
2012-08-01,12485,12582,12389,12437,152127,1729286.0,134053154.0
2012-08-02,12341,12437,11955,12052,513195,1675664.0,134053154.0
2012-08-03,11907,12148,11617,11618,356569,1615341.0,134053154.0
2012-08-06,11907,11907,11762,11859,108498,1648854.0,134053154.0
2012-08-07,11858,12196,11810,12148,147316,1689070.0,134053154.0
2012-08-08,12292,12485,12244,12437,330250,1729286.0,134053154.0
2012-08-09,12485,12533,12341,12486,98114,1735988.0,134053154.0
2012-08-10,12533,12582,12389,12582,195665,1749394.0,134053154.0
2012-08-13,12630,12919,12582,12823,168377,1782907.0,134053154.0
2012-08-14,12871,13064,12726,13064,120656,1816420.0,134053154.0
2012-08-16,13208,13208,12678,12678,377482,1762799.0,134053154.0
2012-08-17,12726,12774,12485,12630,249932,1756096.0,134053154.0
2012-08-20,12678,12823,12533,12630,86412,1756096.0,134053154.0
2012-08-21,12630,12774,12389,12437,387651,1729286.0,134053154.0
2012-08-22,12485,12678,12437,12534,147641,1742691.0,134053154.0
2012-08-23,12630,12678,12485,12678,239912,1762799.0,134053154.0
2012-08-24,12582,12582,12485,12486,171548,1735988.0,134053154.0
2012-08-27,12485,12630,12437,12534,205680,1742691.0,134053154.0
2012-08-28,12582,12726,12437,12437,177798,1729286.0,134053154.0
2012-08-29,12485,12582,12437,12486,72222,1735988.0,134053154.0
2012-08-30,12533,12582,12437,12534,72105,1742691.0,134053154.0
2012-08-31,12389,12726,12389,12630,103101,1756096.0,134053154.0
2012-09-03,12726,12823,12582,12775,178169,1776204.0,134053154.0
2012-09-04,12678,12774,12533,12534,65234,1742691.0,134053154.0
2012-09-05,12582,12678,12533,12630,290820,1756096.0,134053154.0
2012-09-06,12533,12919,12533,12871,119038,1789610.0,134053154.0
2012-09-07,13160,13305,13015,13305,179831,1849934.0,134053154.0
2012-09-10,13305,13401,13112,13305,107130,1849934.0,134053154.0
2012-09-11,13305,13449,13112,13450,158534,1870041.0,134053154.0
2012-09-12,13401,13449,13353,13402,77937,1863339.0,134053154.0
2012-09-13,13401,13401,12967,12968,83486,1803015.0,134053154.0
2012-09-14,13208,13931,13160,13932,408512,1937068.0,134053154.0
2012-09-17,13931,14317,13690,14269,260570,1983987.0,134053154.0
2012-09-18,14172,14606,14124,14269,354302,1983987.0,134053154.0
2012-09-19,14172,14510,13980,14318,120929,1990689.0,134053154.0
2012-09-20,14317,14317,13835,13980,193036,1943771.0,134053154.0
2012-09-21,13980,14172,13739,14173,286914,1970581.0,134053154.0
2012-09-24,14221,14221,13739,14173,263912,1970581.0,134053154.0
2012-09-25,14076,14317,13835,14028,250467,1950473.0,134053154.0
2012-09-26,14076,14221,13787,14221,169472,1977284.0,134053154.0
2012-09-27,13931,14413,13739,14318,272029,1990689.0,134053154.0
2012-09-28,14317,14462,14172,14173,197091,1970581.0,134053154.0
2012-10-02,14076,14365,13883,14028,190774,1950473.0,134053154.0
2012-10-04,13883,13883,13353,13402,603221,1863339.0,134053154.0
2012-10-05,13498,13739,13449,13739,170953,1910257.0,134053154.0
2012-10-08,13594,13690,13449,13594,298817,1890149.0,134053154.0
2012-10-09,13546,13690,13449,13498,175422,1876744.0,134053154.0
2012-10-10,13401,13401,13160,13257,202535,1843231.0,134053154.0
2012-10-11,13208,13642,13160,13643,115212,1896852.0,134053154.0
2012-10-12,13498,13739,13449,13643,112103,1896852.0,134053154.0
2012-10-15,13498,13690,13305,13498,149220,1876744.0,134053154.0
2012-10-16,13739,13787,13546,13691,182171,1903555.0,134053154.0
2012-10-17,13739,13787,13546,13739,187597,1910257.0,134053154.0
2012-10-18,13642,13690,13256,13305,253354,1849934.0,134053154.0
2012-10-19,13305,13353,13256,13257,87880,1843231.0,134053154.0
2012-10-22,13112,13208,13064,13209,102682,1836528.0,134053154.0
2012-10-23,13305,13305,13015,13064,88026,1816420.0,134053154.0
2012-10-24,12774,12919,12774,12775,228481,1776204.0,134053154.0
2012-10-25,12726,12871,12630,12871,85881,1789610.0,134053154.0
2012-10-26,12823,13112,12823,12823,136312,1782907.0,134053154.0
2012-10-29,12823,12919,12726,12871,114317,1789610.0,134053154.0
2012-10-30,12823,13305,12823,13209,152550,1836528.0,134053154.0
2012-10-31,13208,13353,13064,13305,87652,1849934.0,134053154.0
2012-11-01,13256,13498,13064,13498,246102,1876744.0,134053154.0
2012-11-02,13401,13401,13015,13016,281520,1809718.0,134053154.0
2012-11-05,12967,13015,12774,12968,295132,1803015.0,134053154.0
2012-11-06,12919,12967,12774,12871,247532,1789610.0,134053154.0
2012-11-07,12871,12919,12292,12486,464298,1735988.0,134053154.0
2012-11-08,12389,12485,12292,12437,170657,1729286.0,134053154.0
2012-11-09,12437,12485,12244,12245,190741,1702475.0,134053154.0
2012-11-12,12292,12389,12244,12293,222799,1709178.0,134053154.0
2012-11-13,12341,12485,12292,12486,217574,1735988.0,134053154.0
2012-11-14,12341,12437,12244,12341,339790,1715880.0,134053154.0
2012-11-15,12341,12437,12196,12341,168832,1715880.0,134053154.0
2012-11-16,12341,12678,12341,12630,149662,1756096.0,134053154.0
2012-11-19,12630,12774,12485,12534,272122,1742691.0,134053154.0
2012-11-20,12678,12678,12341,12341,135793,1715880.0,134053154.0
2012-11-21,12437,12437,12244,12293,114631,1709178.0,134053154.0
2012-11-22,12437,12437,12341,12341,37651,1715880.0,134053154.0
2012-11-23,12437,12485,12341,12389,128247,1722583.0,134053154.0
2012-11-26,12389,12437,12244,12245,87410,1702475.0,134053154.0
2012-11-27,12292,12485,12292,12389,85168,1722583.0,134053154.0
2012-11-28,12389,12630,12341,12630,180220,1756096.0,134053154.0
2012-11-29,12582,12967,12582,12823,327185,1782907.0,134053154.0
2012-11-30,12919,13015,12823,13016,144032,1809718.0,134053154.0
2012-12-03,12871,13064,12630,12920,357649,1796312.0,134053154.0
2012-12-04,12774,13208,12774,13161,238419,1829826.0,134053154.0
2012-12-05,13208,13353,13015,13353,275843,1856636.0,134053154.0
2012-12-06,13353,13449,13208,13450,119396,1870041.0,134053154.0
2012-12-07,13449,13594,13401,13498,202857,1876744.0,134053154.0
2012-12-10,13594,13594,13208,13209,147730,1836528.0,134053154.0
2012-12-11,13305,13546,13208,13546,197713,1883447.0,134053154.0
2012-12-12,13498,13642,13498,13643,301648,1896852.0,134053154.0
2012-12-13,13690,13739,13449,13498,140204,1876744.0,134053154.0
2012-12-14,13546,13642,13401,13594,174219,1890149.0,134053154.0
2012-12-17,13594,13642,13401,13546,102420,1883447.0,134053154.0
2012-12-18,13690,13690,13401,13546,162532,1883447.0,134053154.0
2012-12-20,13739,13835,13642,13835,295153,1923663.0,134053154.0
2012-12-21,13883,14076,13787,13932,179233,1937068.0,134053154.0
2012-12-24,14124,14124,13787,13884,126727,1930365.0,134053154.0
2012-12-26,14028,14076,13883,13980,118759,1943771.0,134053154.0
2012-12-27,13787,13980,13787,13980,75229,1943771.0,134053154.0
2012-12-28,13835,14028,13787,14028,48718,1950473.0,134053154.0
2013-01-02,13931,14413,13883,14366,140969,1997392.0,134053154.0
2013-01-03,14413,14413,14172,14221,116499,1977284.0,134053154.0
2013-01-04,14269,14413,14221,14414,118170,2004095.0,134053154.0
2013-01-07,14462,14462,14365,14366,62166,1997392.0,134053154.0
2013-01-08,14462,14751,14365,14655,170142,2037608.0,134053154.0
2013-01-09,14703,14703,14510,14655,301623,2037608.0,134053154.0
2013-01-10,14703,14751,13931,13932,276694,1937068.0,134053154.0
2013-01-11,14028,14028,13642,13691,442101,1903555.0,134053154.0
2013-01-14,13739,13787,13642,13787,94500,1916960.0,134053154.0
2013-01-15,13883,13931,13690,13787,132934,1916960.0,134053154.0
2013-01-16,13835,13883,13739,13835,294761,1923663.0,134053154.0
2013-01-17,13835,13883,13739,13835,291752,1923663.0,134053154.0
2013-01-18,13835,13835,13546,13643,221520,1896852.0,134053154.0
2013-01-21,13594,13594,13449,13498,746264,1876744.0,134053154.0
2013-01-22,13594,13594,13401,13546,233346,1883447.0,134053154.0
2013-01-23,13546,13594,13498,13498,235260,1876744.0,134053154.0
2013-01-24,13546,13642,13498,13643,454470,1896852.0,134053154.0
