해성디에스(195870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-12-06,10400,10700,10000,10300,19153,175100.0,17000000.0
2016-12-07,10250,10400,10150,10250,22266,174250.0,17000000.0
2016-12-08,10300,10500,10250,10400,17079,176800.0,17000000.0
2016-12-09,10450,10700,10450,10500,14736,178500.0,17000000.0
2016-12-12,10600,10750,10500,10750,22421,182750.0,17000000.0
2016-12-13,10750,11250,10750,10950,82696,186150.0,17000000.0
2016-12-14,11000,11300,10850,11200,54311,190400.0,17000000.0
2016-12-15,11150,11650,11150,11500,62760,195500.0,17000000.0
2016-12-16,11600,11700,11400,11600,37917,197200.0,17000000.0
2016-12-19,11650,11850,11550,11750,47762,199750.0,17000000.0
2016-12-20,11750,12100,11750,11850,83099,201450.0,17000000.0
2016-12-21,11850,12100,11800,12000,43667,204000.0,17000000.0
2016-12-22,11950,12000,11850,11850,43238,201450.0,17000000.0
2016-12-23,11850,12050,11750,12000,32892,204000.0,17000000.0
2016-12-26,12000,12450,11900,12150,50627,206550.0,17000000.0
2016-12-27,12200,12400,12100,12400,23550,210800.0,17000000.0
2016-12-28,12450,13050,12300,12750,103343,216750.0,17000000.0
2016-12-29,12750,13050,12700,12950,92627,220150.0,17000000.0
2017-01-02,12950,13200,12900,13000,49450,221000.0,17000000.0
2017-01-03,13000,13250,13000,13150,37488,223550.0,17000000.0
2017-01-04,13150,13450,13150,13400,39931,227800.0,17000000.0
2017-01-05,13500,13650,13400,13600,51472,231200.0,17000000.0
2017-01-06,13650,13900,13650,13900,41722,236300.0,17000000.0
2017-01-09,14100,14400,13950,14400,95445,244800.0,17000000.0
2017-01-10,14500,14550,13800,14300,102554,243100.0,17000000.0
2017-01-11,14300,14550,13800,13800,93329,234600.0,17000000.0
2017-01-12,13700,13900,13200,13700,73147,232900.0,17000000.0
2017-01-13,13800,13900,13350,13450,22347,228650.0,17000000.0
2017-01-16,13550,14000,13350,13900,82192,236300.0,17000000.0
2017-01-17,13950,14200,13700,13900,50036,236300.0,17000000.0
2017-01-18,13950,14000,13550,13900,50769,236300.0,17000000.0
2017-01-19,14000,14100,13800,13850,44509,235450.0,17000000.0
2017-01-20,13900,14400,13800,14200,70825,241400.0,17000000.0
2017-01-23,14400,14450,14000,14100,69673,239700.0,17000000.0
2017-01-24,14100,14150,13200,13450,97582,228650.0,17000000.0
2017-01-25,13450,13450,12650,12650,88043,215050.0,17000000.0
2017-01-26,12700,13050,12650,12900,26755,219300.0,17000000.0
2017-01-31,12800,13200,12800,12950,27906,220150.0,17000000.0
2017-02-01,12950,13500,12950,13450,39268,228650.0,17000000.0
2017-02-02,13400,13500,13250,13400,28835,227800.0,17000000.0
2017-02-03,13500,13500,13000,13250,25959,225250.0,17000000.0
2017-02-06,13350,13400,12950,13000,23301,221000.0,17000000.0
2017-02-07,13000,13100,12600,12700,28235,215900.0,17000000.0
2017-02-08,12750,12800,12500,12550,26284,213350.0,17000000.0
2017-02-09,12550,12650,12250,12500,39644,212500.0,17000000.0
2017-02-10,12500,12650,12400,12550,14632,213350.0,17000000.0
2017-02-13,12500,13000,12450,12850,31084,218450.0,17000000.0
2017-02-14,12900,13000,12650,12800,22321,217600.0,17000000.0
2017-02-15,12850,12900,12700,12700,20748,215900.0,17000000.0
2017-02-16,12700,12850,12600,12750,12836,216750.0,17000000.0
2017-02-17,12700,12750,12450,12450,44190,211650.0,17000000.0
2017-02-20,12400,12650,12350,12500,21627,212500.0,17000000.0
2017-02-21,12600,12800,12500,12750,23893,216750.0,17000000.0
2017-02-22,12700,13250,12700,13250,71915,225250.0,17000000.0
2017-02-23,13250,13350,12900,13100,17857,222700.0,17000000.0
2017-02-24,13150,13150,12900,12950,13114,220150.0,17000000.0
2017-02-27,13100,13150,12750,12900,21076,219300.0,17000000.0
2017-02-28,13000,13000,12700,12700,21333,215900.0,17000000.0
2017-03-02,12750,12900,12600,12700,39232,215900.0,17000000.0
2017-03-03,12600,12900,12500,12700,20178,215900.0,17000000.0
2017-03-06,12750,12750,12500,12600,11816,214200.0,17000000.0
2017-03-07,12700,12700,12500,12650,7161,215050.0,17000000.0
2017-03-08,12650,12800,12450,12550,18067,213350.0,17000000.0
2017-03-09,12600,12850,12550,12700,22158,215900.0,17000000.0
2017-03-10,12800,12850,12500,12650,13062,215050.0,17000000.0
2017-03-13,12700,12800,12550,12600,24723,214200.0,17000000.0
2017-03-14,12600,12750,12550,12650,26958,215050.0,17000000.0
2017-03-15,12650,13100,12550,12900,54832,219300.0,17000000.0
2017-03-16,12900,12950,12750,12850,20952,218450.0,17000000.0
2017-03-17,12800,13850,12800,13600,100542,231200.0,17000000.0
2017-03-20,13300,13800,13200,13700,51202,232900.0,17000000.0
2017-03-21,13700,14150,13650,13850,49282,235450.0,17000000.0
2017-03-22,13900,14000,13600,13950,35092,237150.0,17000000.0
2017-03-23,13950,14600,13850,14350,167164,243950.0,17000000.0
2017-03-24,14450,14500,14000,14050,45001,238850.0,17000000.0
2017-03-27,14050,14050,13650,13800,52914,234600.0,17000000.0
2017-03-28,13850,14100,13650,14100,41757,239700.0,17000000.0
2017-03-29,14100,14250,14000,14150,31101,240550.0,17000000.0
2017-03-30,14350,15150,14250,15000,214941,255000.0,17000000.0
2017-03-31,15000,15800,14950,15200,130263,258400.0,17000000.0
2017-04-03,15200,15350,14700,15250,116252,259250.0,17000000.0
2017-04-04,15600,15800,15300,15550,147301,264350.0,17000000.0
2017-04-05,15450,15650,15400,15550,43622,264350.0,17000000.0
2017-04-06,15400,15650,15300,15500,69872,263500.0,17000000.0
2017-04-07,15600,16700,15600,16500,385565,280500.0,17000000.0
2017-04-10,16800,16800,15950,16200,139054,275400.0,17000000.0
2017-04-11,16350,16400,15250,16400,225482,278800.0,17000000.0
2017-04-12,16600,17050,16400,17000,189612,289000.0,17000000.0
2017-04-13,17150,17500,16900,17100,160050,290700.0,17000000.0
2017-04-14,16850,17100,16350,16400,127835,278800.0,17000000.0
2017-04-17,16500,16850,16050,16600,134379,282200.0,17000000.0
2017-04-18,16800,17600,16600,17600,303975,299200.0,17000000.0
2017-04-19,17500,18000,17050,17450,165948,296650.0,17000000.0
2017-04-20,17800,17800,17050,17150,102175,291550.0,17000000.0
2017-04-21,17100,17650,17100,17250,104043,293250.0,17000000.0
2017-04-24,17500,17500,17100,17300,63710,294100.0,17000000.0
2017-04-25,17300,18200,17300,18000,162306,306000.0,17000000.0
2017-04-26,18050,18800,18050,18600,150576,316200.0,17000000.0
2017-04-27,18650,18850,17800,18550,139556,315350.0,17000000.0
2017-04-28,18750,19100,18550,18900,138542,321300.0,17000000.0
2017-05-02,19100,19100,18600,18700,37641,317900.0,17000000.0
2017-05-04,19050,19300,18800,19250,130550,327250.0,17000000.0
2017-05-08,19550,19550,18950,19500,107409,331500.0,17000000.0
2017-05-10,19450,19650,19100,19500,87271,331500.0,17000000.0
2017-05-11,19450,19600,19150,19550,69685,332350.0,17000000.0
2017-05-12,19300,19550,18600,18850,150174,320450.0,17000000.0
2017-05-15,19000,19700,18300,19700,149814,334900.0,17000000.0
2017-05-16,19850,20050,19550,19650,227030,334050.0,17000000.0
2017-05-17,19750,20800,19650,20800,249493,353600.0,17000000.0
2017-05-18,20750,21050,20350,20500,117645,348500.0,17000000.0
2017-05-19,20500,21100,20000,21000,126501,357000.0,17000000.0
2017-05-22,21000,21300,20500,20950,72969,356150.0,17000000.0
2017-05-23,21100,21600,20950,21300,151630,362100.0,17000000.0
2017-05-24,21500,21500,20950,21350,83158,362950.0,17000000.0
2017-05-25,21350,21450,20400,20750,127908,352750.0,17000000.0
2017-05-26,20700,20700,18850,18900,320816,321300.0,17000000.0
2017-05-29,19000,19150,18350,18700,182275,317900.0,17000000.0
2017-05-30,18800,19650,18800,19500,125995,331500.0,17000000.0
2017-05-31,19500,20150,19250,20050,120974,340850.0,17000000.0
2017-06-01,19900,19900,19300,19400,119847,329800.0,17000000.0
2017-06-02,19300,20000,18800,20000,107036,340000.0,17000000.0
2017-06-05,20100,20100,19650,19650,43108,334050.0,17000000.0
2017-06-07,19850,20500,19650,20350,89616,345950.0,17000000.0
2017-06-08,20750,20750,20400,20600,54127,350200.0,17000000.0
2017-06-09,20700,20700,20050,20300,64406,345100.0,17000000.0
2017-06-12,20300,20450,19500,19700,57579,334900.0,17000000.0
2017-06-13,19500,19850,19100,19400,81517,329800.0,17000000.0
2017-06-14,19550,19900,19400,19500,43045,331500.0,17000000.0
2017-06-15,19550,19750,18800,19000,64431,323000.0,17000000.0
2017-06-16,19150,19950,19150,19650,77520,334050.0,17000000.0
2017-06-19,19900,19950,19450,19900,50861,338300.0,17000000.0
2017-06-20,20000,20900,19900,20150,164625,342550.0,17000000.0
2017-06-21,20250,20350,18750,19200,166774,326400.0,17000000.0
2017-06-22,19150,19300,18350,18550,95453,315350.0,17000000.0
2017-06-23,18650,18900,18350,18550,50276,315350.0,17000000.0
2017-06-26,18650,18900,18600,18650,48078,317050.0,17000000.0
2017-06-27,18650,19300,18650,19000,87235,323000.0,17000000.0
2017-06-28,19000,19000,18350,18500,119953,314500.0,17000000.0
2017-06-29,18700,18800,17750,18000,175125,306000.0,17000000.0
2017-06-30,17800,18250,17600,17850,70070,303450.0,17000000.0
2017-07-03,17850,18150,16800,17150,250301,291550.0,17000000.0
2017-07-04,17200,17750,16950,17150,127381,291550.0,17000000.0
2017-07-05,17300,18000,17150,17950,105273,305150.0,17000000.0
2017-07-06,18100,18100,17300,17700,136551,300900.0,17000000.0
2017-07-07,17750,18050,17550,17950,55578,305150.0,17000000.0
2017-07-10,17950,18700,17950,18700,85624,317900.0,17000000.0
2017-07-11,18700,19700,18600,19600,234134,333200.0,17000000.0
2017-07-12,19400,19800,19100,19400,97026,329800.0,17000000.0
2017-07-13,19650,19650,19100,19300,59222,328100.0,17000000.0
2017-07-14,19100,19300,18500,18750,98611,318750.0,17000000.0
2017-07-17,19050,19200,18650,18750,51440,318750.0,17000000.0
2017-07-18,18950,19100,18200,18400,114189,312800.0,17000000.0
2017-07-19,18500,19150,18500,19050,75448,323850.0,17000000.0
2017-07-20,19250,19250,18650,19100,121364,324700.0,17000000.0
2017-07-21,19050,19100,18200,18400,114128,312800.0,17000000.0
2017-07-24,18550,18650,18100,18250,77273,310250.0,17000000.0
2017-07-25,18200,18350,17650,17900,122749,304300.0,17000000.0
2017-07-26,17850,18050,17100,17350,160965,294950.0,17000000.0
2017-07-27,17250,18050,17250,17900,75047,304300.0,17000000.0
2017-07-28,17700,17800,16800,16950,168657,288150.0,17000000.0
2017-07-31,17000,17150,16000,16450,209207,279650.0,17000000.0
2017-08-01,16600,17200,16400,17200,90928,292400.0,17000000.0
2017-08-02,17200,17700,17000,17650,72632,300050.0,17000000.0
2017-08-03,17650,17650,16950,17400,113256,295800.0,17000000.0
2017-08-04,17250,17350,16750,17150,72215,291550.0,17000000.0
2017-08-07,17000,17450,16900,17400,63437,295800.0,17000000.0
2017-08-08,17400,17400,17100,17350,29730,294950.0,17000000.0
2017-08-09,17050,17400,17000,17250,43425,293250.0,17000000.0
2017-08-10,17000,17350,16750,17150,47274,291550.0,17000000.0
2017-08-11,16850,17050,16700,17000,43974,289000.0,17000000.0
2017-08-14,16750,17100,16700,16900,46246,287300.0,17000000.0
2017-08-16,17000,17200,16900,16900,29706,287300.0,17000000.0
2017-08-17,16850,17700,16850,17550,59478,298350.0,17000000.0
2017-08-18,17350,17500,17050,17350,69633,294950.0,17000000.0
2017-08-21,17350,17400,17000,17350,36355,294950.0,17000000.0
2017-08-22,17450,18550,17200,18450,208788,313650.0,17000000.0
2017-08-23,18600,18950,18100,18750,135447,318750.0,17000000.0
2017-08-24,18750,19150,18450,19100,163128,324700.0,17000000.0
2017-08-25,19250,19450,19000,19400,140539,329800.0,17000000.0
2017-08-28,19500,19600,18900,19000,72157,323000.0,17000000.0
2017-08-29,18850,19200,18600,19150,56717,325550.0,17000000.0
2017-08-30,19250,19500,18800,19150,52433,325550.0,17000000.0
2017-08-31,19500,20200,19500,20100,391157,341700.0,17000000.0
2017-09-01,20350,20750,19650,19950,334838,339150.0,17000000.0
2017-09-04,19550,20300,19400,20100,212438,341700.0,17000000.0
2017-09-05,20150,20750,19800,20500,369602,348500.0,17000000.0
2017-09-06,20500,20650,19650,19800,285511,336600.0,17000000.0
2017-09-07,19600,20000,19200,19900,260316,338300.0,17000000.0
2017-09-08,20100,20200,19550,19850,150621,337450.0,17000000.0
2017-09-11,20100,20500,19600,19750,195871,335750.0,17000000.0
2017-09-12,19950,20000,19350,19750,182683,335750.0,17000000.0
2017-09-13,19750,20150,19600,19900,195182,338300.0,17000000.0
2017-09-14,20000,20400,19750,20400,429331,346800.0,17000000.0
2017-09-15,20450,22000,20350,22000,1114505,374000.0,17000000.0
2017-09-18,22300,22500,21900,22400,479537,380800.0,17000000.0
2017-09-19,22250,22250,18600,19900,1934141,338300.0,17000000.0
2017-09-20,20100,20250,19350,19650,417991,334050.0,17000000.0
2017-09-21,19700,19750,18800,18800,291786,319600.0,17000000.0
2017-09-22,18650,19150,18600,18850,237127,320450.0,17000000.0
2017-09-25,18850,19050,17950,18550,236353,315350.0,17000000.0
2017-09-26,18250,18600,17850,18150,163641,308550.0,17000000.0
2017-09-27,18350,18850,18200,18400,101036,312800.0,17000000.0
2017-09-28,18500,18800,18250,18550,72780,315350.0,17000000.0
2017-09-29,18650,18700,18200,18250,103047,310250.0,17000000.0
2017-10-10,18400,18600,18300,18450,78738,313650.0,17000000.0
2017-10-11,18400,19100,18250,18900,101197,321300.0,17000000.0
2017-10-12,18900,18950,18400,18750,78778,318750.0,17000000.0
2017-10-13,18700,18750,17250,18150,422036,308550.0,17000000.0
2017-10-16,17900,17900,17400,17450,132975,296650.0,17000000.0
2017-10-17,17450,17900,17450,17500,83805,297500.0,17000000.0
2017-10-18,17500,17750,17300,17450,71475,296650.0,17000000.0
2017-10-19,17300,17850,17300,17400,63813,295800.0,17000000.0
2017-10-20,17450,18400,17400,18400,101251,312800.0,17000000.0
2017-10-23,18450,18450,18100,18400,36964,312800.0,17000000.0
2017-10-24,18400,18450,18000,18100,34123,307700.0,17000000.0
2017-10-25,18100,18150,17750,18000,48319,306000.0,17000000.0
2017-10-26,18100,18100,17300,17450,76061,296650.0,17000000.0
2017-10-27,17700,18100,17300,17800,43068,302600.0,17000000.0
2017-10-30,17900,18200,17600,17700,51546,300900.0,17000000.0
2017-10-31,17850,18000,17650,17800,43564,302600.0,17000000.0
2017-11-01,17900,18300,17750,17900,59870,304300.0,17000000.0
2017-11-02,18150,18200,17850,18150,51050,308550.0,17000000.0
2017-11-03,18200,18200,17600,17700,48022,300900.0,17000000.0
2017-11-06,17800,17900,17550,17600,30620,299200.0,17000000.0
2017-11-07,17650,17800,17500,17650,31793,300050.0,17000000.0
2017-11-08,17650,17700,17350,17400,52209,295800.0,17000000.0
2017-11-09,17400,17600,16900,17550,111712,298350.0,17000000.0
2017-11-10,17450,17950,17350,17900,60524,304300.0,17000000.0
2017-11-13,18100,19150,18050,18700,258923,317900.0,17000000.0
2017-11-14,19000,19000,18300,18500,99229,314500.0,17000000.0
2017-11-15,18400,18450,17600,17600,158767,299200.0,17000000.0
2017-11-16,17700,17750,17300,17550,134675,298350.0,17000000.0
2017-11-17,17550,17700,17300,17650,124996,300050.0,17000000.0
2017-11-20,17650,17850,17400,17650,66321,300050.0,17000000.0
2017-11-21,17700,17800,17350,17750,105385,301750.0,17000000.0
2017-11-22,17750,17900,17500,17650,83628,300050.0,17000000.0
2017-11-23,17550,18050,17400,17900,90197,304300.0,17000000.0
2017-11-24,18050,19550,18000,19100,512626,324700.0,17000000.0
2017-11-27,19150,19500,18450,18700,197586,317900.0,17000000.0
2017-11-28,18700,18750,17950,18000,148875,306000.0,17000000.0
2017-11-29,18000,18200,17600,17650,115037,300050.0,17000000.0
2017-11-30,17550,17700,17400,17400,150844,295800.0,17000000.0
2017-12-01,17700,17750,17500,17550,45866,298350.0,17000000.0
2017-12-04,17650,17650,17300,17450,65490,296650.0,17000000.0
2017-12-05,17300,17600,17250,17550,54333,298350.0,17000000.0
2017-12-06,17550,17700,17000,17200,103702,292400.0,17000000.0
2017-12-07,17100,17400,17000,17000,84410,289000.0,17000000.0
2017-12-08,17000,17200,16800,16800,41880,285600.0,17000000.0
2017-12-11,16800,17450,16700,17350,62974,294950.0,17000000.0
2017-12-12,17150,17400,16850,17300,51548,294100.0,17000000.0
2017-12-13,17400,17400,17250,17300,30173,294100.0,17000000.0
2017-12-14,17400,17400,16950,17200,51688,292400.0,17000000.0
2017-12-15,17300,17300,16800,17200,61309,292400.0,17000000.0
2017-12-18,17100,17300,16800,16900,71830,287300.0,17000000.0
2017-12-19,17000,17000,16400,16500,86111,280500.0,17000000.0
2017-12-20,16450,17000,16400,16500,60287,280500.0,17000000.0
2017-12-21,16400,16650,16300,16450,46644,279650.0,17000000.0
2017-12-22,16450,16700,16450,16550,44411,281350.0,17000000.0
2017-12-26,16550,16900,16550,16650,59017,283050.0,17000000.0
2017-12-27,16750,16750,16350,16450,69395,279650.0,17000000.0
2017-12-28,16450,16900,16400,16500,31925,280500.0,17000000.0
2018-01-02,16600,16600,16200,16250,56653,276250.0,17000000.0
2018-01-03,16450,16750,16350,16650,65539,283050.0,17000000.0
2018-01-04,16750,17000,16650,16800,124643,285600.0,17000000.0
2018-01-05,17000,17000,16450,16600,75209,282200.0,17000000.0
2018-01-08,16600,16600,16150,16250,85992,276250.0,17000000.0
2018-01-09,16150,16750,16100,16200,81928,275400.0,17000000.0
2018-01-10,16100,16200,15650,15750,129978,267750.0,17000000.0
2018-01-11,15650,16200,15650,16150,62786,274550.0,17000000.0
2018-01-12,16050,16250,15700,16200,90418,275400.0,17000000.0
2018-01-15,16350,16900,16250,16650,121828,283050.0,17000000.0
2018-01-16,16850,17550,16600,17500,227445,297500.0,17000000.0
2018-01-17,17650,18600,17600,18500,378555,314500.0,17000000.0
2018-01-18,18650,18650,17900,18150,145366,308550.0,17000000.0
2018-01-19,18150,18800,18150,18600,174156,316200.0,17000000.0
2018-01-22,18850,18850,18350,18650,86859,317050.0,17000000.0
2018-01-23,18650,18650,18100,18350,106318,311950.0,17000000.0
2018-01-24,18300,18850,18100,18500,113010,314500.0,17000000.0
2018-01-25,18350,19000,18300,18850,124655,320450.0,17000000.0
2018-01-26,19000,19050,18600,18950,106374,322150.0,17000000.0
2018-01-29,18950,19200,18800,19000,114491,323000.0,17000000.0
2018-01-30,18950,19100,18600,18700,100356,317900.0,17000000.0
2018-01-31,18400,18800,18400,18600,57483,316200.0,17000000.0
2018-02-01,18750,18750,18450,18550,34170,315350.0,17000000.0
2018-02-02,18600,18650,18000,18400,78874,312800.0,17000000.0
2018-02-05,18050,18200,17750,17950,80964,305150.0,17000000.0
2018-02-06,17350,18050,17050,17950,127651,305150.0,17000000.0
2018-02-07,18150,18250,17550,17550,57971,298350.0,17000000.0
2018-02-08,17150,17750,17150,17550,68478,298350.0,17000000.0
2018-02-09,17150,17550,17050,17250,56069,293250.0,17000000.0
2018-02-12,17600,17900,17150,17850,55870,303450.0,17000000.0
2018-02-13,17950,17950,17600,17600,58611,299200.0,17000000.0
2018-02-14,17600,17850,17550,17800,25036,302600.0,17000000.0
2018-02-19,18100,18100,17700,17750,22509,301750.0,17000000.0
2018-02-20,17650,17900,17450,17450,32108,296650.0,17000000.0
2018-02-21,17550,17700,17400,17550,19626,298350.0,17000000.0
2018-02-22,17600,17600,17200,17550,78263,298350.0,17000000.0
2018-02-23,17400,17750,17350,17500,33082,297500.0,17000000.0
2018-02-26,17500,17800,17450,17650,39262,300050.0,17000000.0
2018-02-27,17600,18350,17500,18300,72424,311100.0,17000000.0
2018-02-28,18250,18250,17850,18100,46000,307700.0,17000000.0
2018-03-02,17950,18150,17700,17900,35377,304300.0,17000000.0
2018-03-05,17900,17950,17200,17350,48929,294950.0,17000000.0
2018-03-06,17950,17950,17550,17600,20125,299200.0,17000000.0
2018-03-07,17700,18000,17600,17850,39171,303450.0,17000000.0
2018-03-08,18050,18450,17700,18450,82883,313650.0,17000000.0
2018-03-09,18450,18700,18300,18600,68215,316200.0,17000000.0
2018-03-12,18700,18850,18450,18700,64152,317900.0,17000000.0
2018-03-13,18700,19250,18400,19250,149385,327250.0,17000000.0
