디아이동일(001530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-10-07,22476,22476,22476,22477,50,54000.0,2000000.0
2004-10-08,22560,22560,21894,22019,170,52900.0,2000000.0
2004-10-11,22392,22392,21809,22187,270,53300.0,2000000.0
2004-10-12,22099,22099,21268,22063,690,53000.0,2000000.0
2004-10-13,22018,22310,22018,22311,620,53600.0,2000000.0
2004-10-14,21642,22309,21642,22063,680,53000.0,2000000.0
2004-10-15,22059,22392,22059,22395,490,53800.0,2000000.0
2004-10-18,21935,21978,21935,21978,20,52800.0,2000000.0
2004-10-19,21935,22018,21935,21937,60,52700.0,2000000.0
2004-10-20,22098,22098,22098,22103,10,53100.0,2000000.0
2004-10-21,22144,22144,22144,22145,10,53200.0,2000000.0
2004-10-22,22058,22058,22058,22063,0,53000.0,2000000.0
2004-10-25,22018,22018,21227,22019,1020,52900.0,2000000.0
2004-10-26,21643,21978,21643,21978,510,52800.0,2000000.0
2004-10-27,21309,21894,21309,21895,1050,52600.0,2000000.0
2004-10-28,21893,22309,21893,22063,2630,53000.0,2000000.0
2004-10-29,22392,22392,21809,22145,100,53200.0,2000000.0
2004-11-01,22100,22144,22100,22145,50,53200.0,2000000.0
2004-11-02,22145,22476,22145,22477,250,54000.0,2000000.0
2004-11-03,22392,22476,22392,22395,160,53800.0,2000000.0
2004-11-04,22392,22559,22145,22395,100,53800.0,2000000.0
2004-11-05,22100,22436,22100,22230,100,53400.0,2000000.0
2004-11-08,22310,22476,22310,22477,170,54000.0,2000000.0
2004-11-09,22476,22476,22476,22477,47,54000.0,2000000.0
2004-11-10,22476,22476,22476,22477,160,54000.0,2000000.0
2004-11-11,22558,22641,22558,22645,490,54400.0,2000000.0
2004-11-12,22392,22392,22392,22395,50,53800.0,2000000.0
2004-11-15,20146,22393,20146,21480,127,51600.0,2000000.0
2004-11-16,21520,21520,21478,21480,120,51600.0,2000000.0
2004-11-17,21643,22436,21643,22435,230,53900.0,2000000.0
2004-11-18,21642,22058,21642,22063,133,53000.0,2000000.0
2004-11-19,22476,22852,22310,22311,170,53600.0,2000000.0
2004-11-22,22310,22310,22310,22311,0,53600.0,2000000.0
2004-11-23,22476,22476,22476,22477,210,54000.0,2000000.0
2004-11-24,22893,22893,22893,22893,10,55000.0,2000000.0
2004-11-25,22058,22058,22058,22063,10,53000.0,2000000.0
2004-11-26,22100,22476,22100,22477,620,54000.0,2000000.0
2004-11-29,22475,22725,22475,22727,1414,54600.0,2000000.0
2004-11-30,22893,22893,22893,22893,20,55000.0,2000000.0
2004-12-01,22894,23310,22894,23310,150,56000.0,2000000.0
2004-12-02,23933,23933,22893,23017,240,55300.0,2000000.0
2004-12-03,22598,22598,22557,22561,130,54200.0,2000000.0
2004-12-06,22560,23558,22517,23185,80,55700.0,2000000.0
2004-12-07,22894,23144,22894,23145,70,55600.0,2000000.0
2004-12-08,22765,22765,22765,22769,0,54700.0,2000000.0
2004-12-09,22476,23225,22476,23228,220,55800.0,2000000.0
2004-12-10,23225,23225,23225,23228,10,55800.0,2000000.0
2004-12-13,22852,22852,22852,22852,10,54900.0,2000000.0
2004-12-14,22476,22476,22476,22477,200,54000.0,2000000.0
2004-12-15,22478,22478,21644,21853,430,52500.0,2000000.0
2004-12-16,21936,21936,21478,21853,930,52500.0,2000000.0
2004-12-17,22059,22059,21478,21561,11070,51800.0,2000000.0
2004-12-20,22019,22352,22019,22355,450,53700.0,2000000.0
2004-12-21,22436,22436,21978,22435,7130,53900.0,2000000.0
2004-12-22,22808,22808,22058,22063,510,53000.0,2000000.0
2004-12-23,22058,22058,22058,22063,10,53000.0,2000000.0
2004-12-24,22392,22392,22392,22395,93,53800.0,2000000.0
2004-12-27,21810,23226,21810,22355,16120,53700.0,2000000.0
2004-12-28,22352,22852,22311,22852,18570,54900.0,2000000.0
2004-12-29,22477,22477,21394,21978,560,52800.0,2000000.0
2004-12-30,21643,22018,21269,22019,170,52900.0,2000000.0
2005-01-03,22310,22476,22310,22477,210,54000.0,2000000.0
2005-01-04,21894,22476,21894,22477,1100,54000.0,2000000.0
2005-01-05,22933,23308,22641,22645,860,54400.0,2000000.0
2005-01-06,23264,23264,22514,22601,580,54300.0,2000000.0
2005-01-07,23724,23724,22852,22936,630,55100.0,2000000.0
2005-01-10,22933,23599,22475,22519,1670,54100.0,2000000.0
2005-01-11,23223,23223,22557,22561,30,54200.0,2000000.0
2005-01-12,23185,23185,22726,23145,420,55600.0,2000000.0
2005-01-13,23598,23598,22514,22601,250,54300.0,2000000.0
2005-01-14,22308,22598,22308,22601,240,54300.0,2000000.0
2005-01-17,23226,23226,22560,22852,580,54900.0,2000000.0
2005-01-18,22184,22725,22184,22727,30,54600.0,2000000.0
2005-01-19,22600,23099,22600,23103,30,55500.0,2000000.0
2005-01-20,23097,23141,22514,22561,230,54200.0,2000000.0
2005-01-21,22766,23557,22475,23560,4220,56600.0,2000000.0
2005-01-24,22725,22725,22725,22727,110,54600.0,2000000.0
2005-01-25,23266,23266,22476,22477,230,54000.0,2000000.0
2005-01-26,22725,22808,22725,22811,20,54800.0,2000000.0
2005-01-27,22311,22852,22311,22852,20,54900.0,2000000.0
2005-01-28,23225,23225,23225,23228,10,55800.0,2000000.0
2005-01-31,23225,23225,23225,23228,10,,
2005-02-01,22516,23225,22516,23228,60,55800.0,2000000.0
2005-02-02,23226,23310,23226,23310,20,56000.0,2000000.0
2005-02-03,22894,23310,22894,23310,260,56000.0,2000000.0
2005-02-04,23310,23310,23310,23310,150,56000.0,2000000.0
2005-02-07,22560,23683,22560,23310,180,56000.0,2000000.0
2005-02-11,23310,23310,23018,23310,7080,56000.0,2000000.0
2005-02-14,23308,24222,23308,24143,5290,58000.0,2000000.0
2005-02-15,24889,24971,23807,24976,1330,60000.0,2000000.0
2005-02-16,24973,24973,24390,24767,2310,59500.0,2000000.0
2005-02-17,24765,24972,24765,24933,170,59900.0,2000000.0
2005-02-18,24891,24891,24182,24434,360,58700.0,2000000.0
2005-02-21,24556,24556,24140,24517,2080,58900.0,2000000.0
2005-02-22,24556,24556,24140,24558,1500,59000.0,2000000.0
2005-02-23,23808,24890,23808,24891,1670,59800.0,2000000.0
2005-02-24,24556,24597,24556,24600,1840,59100.0,2000000.0
2005-02-25,25807,26055,25807,26058,5980,62600.0,2000000.0
2005-02-28,27345,27886,27345,27889,1840,67000.0,2000000.0
2005-03-02,26222,27803,26222,27640,420,66400.0,2000000.0
2005-03-03,26638,29553,26638,29513,2030,70900.0,2000000.0
2005-03-04,28304,28304,27637,27640,301,66400.0,2000000.0
2005-03-07,27637,27637,27471,27474,410,66000.0,2000000.0
2005-03-08,27136,27427,27051,27056,240,65000.0,2000000.0
2005-03-09,27052,28969,27052,27889,1036,67000.0,2000000.0
2005-03-10,28220,28886,27222,27474,756,66000.0,2000000.0
2005-03-11,27471,27886,27471,27474,110,66000.0,2000000.0
2005-03-14,27886,27886,27886,27889,100,67000.0,2000000.0
2005-03-15,27554,27554,27471,27474,260,66000.0,2000000.0
2005-03-16,27469,27469,27051,27056,410,65000.0,2000000.0
2005-03-17,26723,26723,26639,26642,330,64000.0,2000000.0
2005-03-18,26639,26639,26639,26642,100,64000.0,2000000.0
2005-03-21,27051,27051,27051,27056,470,65000.0,2000000.0
2005-03-22,27051,27051,27051,27056,220,65000.0,2000000.0
2005-03-23,27051,27051,27051,27056,1070,65000.0,2000000.0
2005-03-24,27051,27051,27051,27056,1400,65000.0,2000000.0
2005-03-25,26639,26972,26639,26642,140,64000.0,2000000.0
2005-03-28,26640,26681,26640,26682,20,64100.0,2000000.0
2005-03-29,26680,26680,26639,26642,70,64000.0,2000000.0
2005-03-30,26639,26639,26639,26642,0,64000.0,2000000.0
2005-03-31,26681,26724,26681,26724,9690,64200.0,2000000.0
2005-04-01,26724,26724,26724,26724,0,64200.0,2000000.0
2005-04-04,26304,26304,26304,26306,680,63200.0,2000000.0
2005-04-06,26304,26304,26304,26306,0,63200.0,2000000.0
2005-04-07,26222,26222,26222,26223,510,63000.0,2000000.0
2005-04-08,26222,26222,26222,26223,80,63000.0,2000000.0
2005-04-11,26222,26222,26222,26223,19670,63000.0,2000000.0
2005-04-12,25848,26222,25848,26223,380,63000.0,2000000.0
2005-04-13,26221,26221,26179,26182,480,62900.0,2000000.0
2005-04-14,27471,27471,27471,27474,2000,66000.0,2000000.0
2005-04-15,28846,28846,28264,28721,2330,69000.0,2000000.0
2005-04-18,26680,26929,26638,26889,220,64600.0,2000000.0
2005-04-19,26887,26887,26887,26889,10,64600.0,2000000.0
2005-04-20,26887,26887,26887,26889,0,64600.0,2000000.0
2005-04-21,26887,26887,26887,26889,0,,
2005-04-22,26222,26304,26222,26306,140,63200.0,2000000.0
2005-04-25,26304,26304,26304,26306,0,,
2005-04-26,27593,28594,27593,27597,1010,66300.0,2000000.0
2005-04-27,28971,28971,27053,28764,7450,69100.0,2000000.0
2005-04-28,28554,28554,27181,27182,5010,65300.0,2000000.0
2005-04-29,27178,28094,27178,28098,20,67500.0,2000000.0
2005-05-02,28638,28638,26640,26765,5120,64300.0,2000000.0
2005-05-03,26680,26680,26639,26642,40,64000.0,2000000.0
2005-05-04,26639,26639,26639,26642,10,64000.0,2000000.0
2005-05-06,26639,26639,25555,26223,750,63000.0,2000000.0
2005-05-09,26222,26304,26222,26306,40,63200.0,2000000.0
2005-05-10,26639,26639,26639,26642,10,64000.0,2000000.0
2005-05-11,26639,26639,26639,26642,2110,64000.0,2000000.0
2005-05-12,26639,27471,26639,27474,620,66000.0,2000000.0
2005-05-13,27429,27429,27429,27431,0,65900.0,2000000.0
2005-05-16,27429,27429,27429,27431,10,65900.0,2000000.0
2005-05-17,27429,27429,27429,27431,0,65900.0,2000000.0
2005-05-18,27429,27429,27429,27431,10,,
2005-05-19,27429,27429,27429,27431,0,,
2005-05-20,27429,27429,27429,27431,0,,
2005-05-23,27053,27053,26639,26642,530,64000.0,2000000.0
2005-05-24,26969,27010,26969,27015,190,64900.0,2000000.0
2005-05-25,26969,26969,26969,26973,1530,64800.0,2000000.0
2005-05-26,26969,26969,26969,26973,10,64800.0,2000000.0
2005-05-27,26969,26969,26969,26973,10,,
2005-05-30,27221,27221,26637,26973,10940,64800.0,2000000.0
2005-05-31,26972,26972,26639,26642,910,64000.0,2000000.0
2005-06-01,26264,26595,26264,26598,100,63900.0,2000000.0
2005-06-02,26221,27051,26221,27056,140,65000.0,2000000.0
2005-06-03,28302,28302,26679,27056,4450,65000.0,2000000.0
2005-06-07,27471,27471,26639,26642,310,64000.0,2000000.0
2005-06-08,26637,27051,26637,27056,740,65000.0,2000000.0
2005-06-09,27051,27051,27051,27056,1000,65000.0,2000000.0
2005-06-10,27053,27389,26640,27390,1160,65800.0,2000000.0
2005-06-13,26723,27471,26723,27474,30,66000.0,2000000.0
2005-06-14,28636,28636,28553,28638,3000,68800.0,2000000.0
2005-06-15,27554,27554,27471,27556,280,66200.0,2000000.0
2005-06-16,27512,27512,26930,27474,330,66000.0,2000000.0
2005-06-17,26888,27429,26888,27431,400,65900.0,2000000.0
2005-06-20,27429,27429,27429,27431,0,,
2005-06-21,27429,27429,27429,27431,0,,
2005-06-22,27429,27429,27429,27431,0,,
2005-06-23,26764,27014,26764,26807,160,64400.0,2000000.0
2005-06-24,26806,26806,26681,26682,4020,64100.0,2000000.0
2005-06-27,26724,26724,26724,26724,150,64200.0,2000000.0
2005-06-28,27051,27051,27051,27056,4070,65000.0,2000000.0
2005-06-29,26680,28304,26680,28305,1560,68000.0,2000000.0
2005-06-30,27138,28304,27138,28305,200,68000.0,2000000.0
2005-07-01,27512,27512,27512,27514,10270,66100.0,2000000.0
2005-07-04,27512,27512,27512,27514,0,66100.0,2000000.0
2005-07-05,27512,27512,27512,27514,0,,
2005-07-06,27512,27512,27512,27514,0,,
2005-07-07,27512,27512,27512,27514,0,,
2005-07-08,27471,27512,27471,27514,6340,66100.0,2000000.0
2005-07-11,27346,27512,27052,27514,7240,66100.0,2000000.0
2005-07-12,27471,27471,27471,27474,10,66000.0,2000000.0
2005-07-13,27095,27471,27095,27474,190,66000.0,2000000.0
2005-07-14,27512,27554,27471,27556,550,66200.0,2000000.0
2005-07-15,27471,27471,27471,27474,2620,66000.0,2000000.0
2005-07-18,27471,27471,27471,27474,30,66000.0,2000000.0
2005-07-19,27471,27471,27471,27474,590,66000.0,2000000.0
2005-07-20,28304,28469,28304,28305,2810,68000.0,2000000.0
2005-07-21,27887,28721,27887,28721,1270,69000.0,2000000.0
2005-07-22,28721,28721,28721,28721,30,69000.0,2000000.0
2005-07-25,27722,28345,27681,27680,440,66500.0,2000000.0
2005-07-26,27887,28053,27887,28057,500,67400.0,2000000.0
2005-07-27,28053,28304,28053,28305,410,68000.0,2000000.0
2005-07-28,28304,28304,28013,28305,130,68000.0,2000000.0
2005-07-29,28304,29968,28304,28305,790,68000.0,2000000.0
2005-08-01,28385,28718,28385,28473,250,68400.0,2000000.0
2005-08-02,28467,28467,28467,28473,10,68400.0,2000000.0
2005-08-03,28342,28718,28342,28554,320,68600.0,2000000.0
2005-08-04,28551,28551,28551,28554,100,68600.0,2000000.0
2005-08-05,28554,29138,28554,29138,420,70000.0,2000000.0
2005-08-08,28885,28926,28885,28930,400,69500.0,2000000.0
2005-08-09,28926,28926,28926,28930,0,69500.0,2000000.0
2005-08-10,28885,28885,28885,28888,790,69400.0,2000000.0
2005-08-11,29137,29220,29137,29222,450,70200.0,2000000.0
2005-08-12,29262,29262,29262,29263,0,70300.0,2000000.0
2005-08-16,29217,29217,28427,28429,260,68300.0,2000000.0
2005-08-17,28302,28427,28302,28389,310,68200.0,2000000.0
2005-08-18,27554,28304,27554,28305,60,68000.0,2000000.0
2005-08-19,28304,28304,28304,28305,10,68000.0,2000000.0
2005-08-22,29137,29137,28304,28305,710,68000.0,2000000.0
2005-08-23,28305,28721,28305,28721,510,69000.0,2000000.0
2005-08-24,28679,28679,28679,28681,0,68900.0,2000000.0
2005-08-25,28679,28679,28679,28681,0,68900.0,2000000.0
2005-08-26,28968,28968,28968,28971,0,69600.0,2000000.0
2005-08-29,28968,28968,28968,28971,0,69600.0,2000000.0
2005-08-30,28968,28968,28968,28971,0,,
2005-08-31,28303,28885,28303,28888,2200,69400.0,2000000.0
2005-09-01,28885,28885,28885,28888,80,69400.0,2000000.0
2005-09-02,29138,29138,29138,29138,100,70000.0,2000000.0
2005-09-05,28343,28968,28343,28971,70,69600.0,2000000.0
2005-09-06,28968,28968,28968,28971,0,,
2005-09-07,28968,28968,28719,28971,320,69600.0,2000000.0
2005-09-08,28970,29220,28970,29138,2320,70000.0,2000000.0
2005-09-09,28510,28721,28429,28721,150,69000.0,2000000.0
2005-09-12,28678,29008,28678,29012,230,69700.0,2000000.0
2005-09-13,29008,29008,29008,29012,10,69700.0,2000000.0
2005-09-14,28721,28721,28721,28721,100,69000.0,2000000.0
2005-09-15,28721,28721,28721,28721,0,69000.0,2000000.0
2005-09-16,28719,28719,28385,28389,110,68200.0,2000000.0
2005-09-20,28388,28803,28388,28804,100,69200.0,2000000.0
2005-09-21,28803,28803,28803,28804,10,69200.0,2000000.0
2005-09-22,28803,28803,28803,28804,40,69200.0,2000000.0
2005-09-23,27971,29053,27971,28721,90,69000.0,2000000.0
2005-09-26,28969,32675,28969,30970,1543,74400.0,2000000.0
2005-09-27,31718,31801,31383,31803,1260,76400.0,2000000.0
2005-09-28,31635,32423,31635,32051,1733,77000.0,2000000.0
2005-09-29,31965,33464,31965,33425,3069,80300.0,2000000.0
2005-09-30,33258,34462,33258,34134,200,82000.0,2000000.0
2005-10-04,33381,34132,33381,34134,770,82000.0,2000000.0
2005-10-05,34132,36629,34132,34799,1860,83600.0,2000000.0
2005-10-06,31676,34132,31676,34134,440,82000.0,2000000.0
2005-10-07,34132,39084,33464,37877,5710,91000.0,2000000.0
2005-10-10,36712,39542,36712,39461,440,94800.0,2000000.0
2005-10-11,38337,45371,35048,43209,8720,103800.0,2000000.0
2005-10-12,45123,49617,40375,41792,22331,100400.0,2000000.0
2005-10-13,40374,40374,36754,39087,6990,93900.0,2000000.0
2005-10-14,37918,38960,37877,38461,2660,92400.0,2000000.0
2005-10-17,37545,38918,37545,38712,2840,93000.0,2000000.0
2005-10-18,38710,39959,38710,39876,630,95800.0,2000000.0
2005-10-19,39835,40750,39127,40127,4340,96400.0,2000000.0
2005-10-20,40000,40792,38461,39876,2660,95800.0,2000000.0
2005-10-21,39958,45785,39958,45788,18037,110000.0,2000000.0
2005-10-24,52612,52612,41208,44790,122353,107600.0,2000000.0
2005-10-25,46035,46035,38128,38795,46855,93200.0,2000000.0
2005-10-26,39085,42622,38044,41460,16290,99600.0,2000000.0
2005-10-27,39417,41624,38586,39835,8879,95700.0,2000000.0
2005-10-28,38337,39044,37463,37712,5730,90600.0,2000000.0
2005-10-31,36462,37960,36462,37755,5400,90700.0,2000000.0
2005-11-01,36713,39126,36337,37837,4591,90900.0,2000000.0
2005-11-02,37587,38128,37169,37877,1980,91000.0,2000000.0
2005-11-03,37502,39959,37295,39670,1427,95300.0,2000000.0
2005-11-04,39126,39126,37502,37877,3338,91000.0,2000000.0
2005-11-07,36962,40708,36921,40336,2290,96900.0,2000000.0
2005-11-08,40125,41043,37878,37877,2386,91000.0,2000000.0
2005-11-09,38210,39127,38210,39046,900,93800.0,2000000.0
2005-11-10,39959,39959,38252,39087,800,93900.0,2000000.0
2005-11-11,39500,39500,38461,39046,1970,93800.0,2000000.0
2005-11-14,38294,39251,38294,39254,290,94300.0,2000000.0
2005-11-15,38376,39957,38376,39211,680,94200.0,2000000.0
2005-11-16,38084,38960,37960,38961,1110,93600.0,2000000.0
2005-11-17,38961,38961,37878,38546,450,92600.0,2000000.0
2005-11-18,37836,39916,37836,38671,3973,92900.0,2000000.0
2005-11-21,37917,39250,37917,39211,680,94200.0,2000000.0
2005-11-22,38376,39376,38376,39377,450,94600.0,2000000.0
2005-11-23,38835,40374,38835,40377,950,97000.0,2000000.0
2005-11-24,39792,39959,38918,38919,440,93500.0,2000000.0
2005-11-25,38961,39835,38793,39629,770,95200.0,2000000.0
2005-11-28,39958,39958,38960,39544,100,95000.0,2000000.0
2005-11-29,39128,39128,38793,39129,370,94000.0,2000000.0
2005-11-30,37791,39126,37791,38587,4700,92700.0,2000000.0
2005-12-01,39127,39127,38377,39087,680,93900.0,2000000.0
2005-12-02,39210,40374,39210,40377,3440,97000.0,2000000.0
2005-12-05,40374,40374,40374,40377,30,97000.0,2000000.0
2005-12-06,41498,41623,40041,41416,2550,99500.0,2000000.0
2005-12-07,41626,47621,41626,47621,40268,114400.0,2000000.0
2005-12-08,48199,49115,42540,44872,33800,107800.0,2000000.0
2005-12-09,42457,44955,41625,41792,6060,100400.0,2000000.0
2005-12-12,41043,42039,40334,40336,5020,96900.0,2000000.0
2005-12-13,39625,40706,39375,40501,1690,97300.0,2000000.0
2005-12-14,40499,40750,39584,40751,3980,97900.0,2000000.0
2005-12-15,40374,41623,39999,41043,3421,98600.0,2000000.0
2005-12-16,40374,40459,39585,40418,5230,97100.0,2000000.0
2005-12-19,39959,40707,39959,40545,1210,97400.0,2000000.0
2005-12-20,40542,41332,40499,40751,1280,97900.0,2000000.0
2005-12-21,40790,40872,40374,40792,1438,98000.0,2000000.0
2005-12-22,40416,40790,40125,40668,2240,97700.0,2000000.0
2005-12-23,40665,40665,40665,40668,501,97700.0,2000000.0
2005-12-26,40374,40706,40374,40668,860,97700.0,2000000.0
2005-12-27,40665,40706,40665,40668,320,97700.0,2000000.0
2005-12-28,42066,42066,41088,41092,420,96800.0,2000000.0
2005-12-29,41090,41345,41090,41348,390,97400.0,2000000.0
2006-01-02,46524,46524,45676,46017,1050,108400.0,2000000.0
2006-01-03,43807,52893,43807,52895,47518,124600.0,2000000.0
2006-01-04,51704,55184,48478,51791,18120,122000.0,2000000.0
2006-01-05,52810,52810,50090,50941,6321,120000.0,2000000.0
2006-01-06,49411,50941,49327,49329,5370,116200.0,2000000.0
2006-01-09,48731,51449,48731,50688,6170,119400.0,2000000.0
2006-01-10,51620,51620,49411,50094,3250,118000.0,2000000.0
2006-01-11,50088,50088,48562,49413,1800,116400.0,2000000.0
2006-01-12,53063,53063,49496,51198,1040,120600.0,2000000.0
2006-01-13,50940,51110,49241,50602,3380,119200.0,2000000.0
2006-01-16,50176,50684,49242,49245,20080,116000.0,2000000.0
2006-01-17,48817,50089,48817,50094,4070,118000.0,2000000.0
2006-01-18,49241,56883,48816,49498,5640,116600.0,2000000.0
2006-01-19,48394,49837,48394,49837,4110,117400.0,2000000.0
2006-01-20,50771,51789,48901,50858,7430,119800.0,2000000.0
2006-01-23,50176,50176,47626,49329,3870,116200.0,2000000.0
2006-01-24,48564,49159,46780,48395,2920,114000.0,2000000.0
2006-01-25,48140,48309,46440,48310,3992,113800.0,2000000.0
2006-01-26,48817,48817,46695,48056,1210,113200.0,2000000.0
2006-01-27,50346,50683,48052,50688,1441,119400.0,2000000.0
2006-01-31,50942,50942,49668,50941,3770,120000.0,2000000.0
2006-02-01,50943,50943,49244,50432,2020,118800.0,2000000.0
2006-02-02,50091,50772,50091,50432,1100,118800.0,2000000.0
2006-02-03,50430,50430,48989,50094,580,118000.0,2000000.0
2006-02-06,50090,51790,50090,51706,8040,121800.0,2000000.0
2006-02-07,54251,54251,51194,51791,2860,122000.0,2000000.0
2006-02-08,51704,52469,51620,52044,3490,122600.0,2000000.0
2006-02-09,51789,52638,51789,52044,8810,122600.0,2000000.0
2006-02-10,51791,52216,51791,52216,4810,123000.0,2000000.0
2006-02-13,51875,52640,51875,52216,10612,123000.0,2000000.0
2006-02-14,53063,58581,52299,54338,8850,128000.0,2000000.0
2006-02-15,53487,59430,52639,57734,6682,136000.0,2000000.0
2006-02-16,58412,61129,56544,56885,10673,134000.0,2000000.0
2006-02-17,56884,56884,50941,53064,3570,125000.0,2000000.0
2006-02-20,53233,53997,51790,52980,1320,124800.0,2000000.0
2006-02-21,52127,52469,50941,52469,2110,123600.0,2000000.0
2006-02-22,51110,52214,51110,51791,990,122000.0,2000000.0
2006-02-23,51790,51790,50942,50941,3190,120000.0,2000000.0
2006-02-24,50941,51789,50941,51367,863,121000.0,2000000.0
2006-02-27,51363,52128,50941,52129,850,122800.0,2000000.0
2006-02-28,52553,52553,51451,52300,30,123200.0,2000000.0
2006-03-02,52551,52638,49242,52129,1720,122800.0,2000000.0
2006-03-03,52470,52470,52301,52300,50,123200.0,2000000.0
2006-03-06,51364,52551,51364,51367,2680,121000.0,2000000.0
2006-03-07,51364,51364,50942,50941,3620,120000.0,2000000.0
2006-03-08,49328,51537,49328,51537,170,121400.0,2000000.0
2006-03-09,51535,51535,50347,51367,170,121000.0,2000000.0
2006-03-10,51364,52638,51364,51367,430,121000.0,2000000.0
2006-03-13,51364,51450,51280,51367,4670,121000.0,2000000.0
2006-03-14,51364,51704,51364,51367,1570,121000.0,2000000.0
2006-03-15,51363,52638,51363,51791,2060,122000.0,2000000.0
2006-03-16,51789,52128,51280,51791,4160,122000.0,2000000.0
2006-03-17,53064,53064,51536,51706,1010,121800.0,2000000.0
2006-03-20,51704,51789,51363,51791,730,122000.0,2000000.0
2006-03-21,51363,51363,50260,50858,850,119800.0,2000000.0
2006-03-22,51622,51622,49413,50264,300,118400.0,2000000.0
2006-03-23,50090,50090,49328,49753,210,117200.0,2000000.0
2006-03-24,50856,50943,49244,50432,80,118800.0,2000000.0
2006-03-27,50089,50089,50089,50094,10,118000.0,2000000.0
2006-03-28,48817,49242,47969,48905,590,115200.0,2000000.0
2006-03-29,48901,56203,47034,48056,5370,113200.0,2000000.0
2006-03-30,48053,48053,46524,47205,1048,111200.0,2000000.0
2006-03-31,47204,47714,46779,47714,400,112400.0,2000000.0
2006-04-03,46778,49157,45844,48650,1360,114600.0,2000000.0
2006-04-04,46695,48138,46695,47205,230,111200.0,2000000.0
2006-04-05,47456,47456,45844,46356,648,109200.0,2000000.0
2006-04-06,46352,46862,46013,46102,503,108600.0,2000000.0
2006-04-07,45845,46524,45420,46525,270,111858.0,2041212.0
2006-04-10,45505,46695,45505,46695,53,112267.0,2041212.0
2006-04-11,46694,46947,46694,46951,77,112879.0,2041212.0
2006-04-12,46946,47541,46946,47544,250,114308.0,2041212.0
2006-04-13,45590,47456,45590,46525,470,111858.0,2041212.0
2006-04-14,44993,46523,44993,46271,1900,111246.0,2041212.0
2006-04-17,45590,45844,45419,45422,672,109205.0,2041212.0
2006-04-18,44740,45419,44145,44149,1400,106143.0,2041212.0
2006-04-19,44064,46016,43383,44574,13910,107164.0,2041212.0
2006-04-20,44232,44573,43130,43386,30516,104306.0,2041212.0
2006-04-21,43382,44910,43211,43216,74870,103898.0,2041212.0
2006-04-24,43298,43298,42958,43131,1510,103694.0,2041212.0
2006-04-25,42534,43043,42534,42621,340,102469.0,2041212.0
2006-04-26,42617,42958,41854,42325,13451,101754.0,2041212.0
2006-04-27,40962,42405,40962,42325,101,101754.0,2041212.0
2006-04-28,42449,42617,41133,42621,160,102469.0,2041212.0
2006-05-02,41769,42534,41769,42026,206161,101040.0,2041212.0
2006-05-03,42277,45843,42277,44998,15691,108184.0,2041212.0
2006-05-04,44995,46695,44995,45337,4831,109001.0,2041212.0
2006-05-08,45335,47542,45335,46781,5242,112471.0,2041212.0
2006-05-09,48989,51789,47287,50517,5610,121452.0,2041212.0
2006-05-10,51619,51619,48221,49924,2660,120023.0,2041212.0
2006-05-11,48478,50007,48478,50007,770,120227.0,2041212.0
2006-05-12,49411,50089,49411,50007,3910,120227.0,2041212.0
2006-05-15,49669,50517,49583,50264,910,120840.0,2041212.0
2006-05-16,49836,50684,49836,50517,5410,121452.0,2041212.0
2006-05-17,49752,51025,49752,50941,3520,122473.0,2041212.0
2006-05-18,50942,50942,49920,50941,3100,122473.0,2041212.0
2006-05-19,50941,52638,50089,51791,457,124514.0,2041212.0
2006-05-22,51790,51790,50942,50941,230,122473.0,2041212.0
2006-05-23,51790,51790,49243,50941,2820,122473.0,2041212.0
2006-05-24,50090,50942,49582,50941,2250,122473.0,2041212.0
2006-05-25,50261,50942,50177,50941,2110,122473.0,2041212.0
2006-05-26,49412,51451,49412,50941,1500,122473.0,2041212.0
2006-05-29,50088,50940,50088,50771,1010,122064.0,2041212.0
2006-05-30,50088,50683,49836,50688,550,121860.0,2041212.0
2006-06-01,50007,51789,50007,50094,550,120432.0,2041212.0
2006-06-02,50177,50942,49920,50941,1790,122473.0,2041212.0
2006-06-05,50855,50942,50177,50941,1126,122473.0,2041212.0
2006-06-07,50943,50943,47628,50264,800,120840.0,2041212.0
2006-06-08,49666,50600,49580,50602,1245,121656.0,2041212.0
2006-06-09,50602,50602,50431,50432,50,121248.0,2041212.0
2006-06-12,50430,50430,50177,50176,150,120636.0,2041212.0
2006-06-13,49413,50262,49244,50264,241,120840.0,2041212.0
2006-06-14,49328,50262,49244,50264,420,120840.0,2041212.0
2006-06-15,52553,52553,50262,50264,11,120840.0,2041212.0
2006-06-16,50261,50942,50261,50941,75,122473.0,2041212.0
2006-06-19,50088,50429,49326,49413,612,118799.0,2041212.0
2006-06-20,49495,49495,48137,49498,680,119003.0,2041212.0
2006-06-21,48394,50942,47544,50941,964,122473.0,2041212.0
2006-06-22,50089,50089,48393,49245,5039,118390.0,2041212.0
2006-06-23,48899,48899,44739,47544,1834,114308.0,2041212.0
2006-06-26,45677,49160,45677,49159,1113,118186.0,2041212.0
2006-06-27,49157,49157,47287,48734,1310,117166.0,2041212.0
2006-06-28,48731,48731,45419,45422,755,109205.0,2041212.0
2006-06-29,45249,47541,45249,47460,585,114104.0,2041212.0
2006-06-30,47373,49242,47373,49245,579,118390.0,2041212.0
2006-07-03,53319,53319,49074,49075,45,117982.0,2041212.0
