대한화섬(003830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-06-10,17050,17600,17000,17600,340,23373.0,1328000.0
2002-06-11,17200,18450,17200,17750,1240,23572.0,1328000.0
2002-06-12,17750,18150,17750,17850,2130,23705.0,1328000.0
2002-06-14,18350,18350,17800,17800,70,23638.0,1328000.0
2002-06-17,17700,18000,17650,17850,260,23705.0,1328000.0
2002-06-18,18050,18050,17850,17850,870,23705.0,1328000.0
2002-06-19,17700,18000,17000,17500,2290,23240.0,1328000.0
2002-06-20,16850,17450,16800,17450,1574,23174.0,1328000.0
2002-06-21,16800,17000,16500,16900,1340,22443.0,1328000.0
2002-06-24,17300,17300,16600,16700,590,22178.0,1328000.0
2002-06-25,16650,17200,16600,17200,240,22842.0,1328000.0
2002-06-26,16500,16500,15800,15800,5110,20982.0,1328000.0
2002-06-27,15200,15800,15200,15650,2230,20783.0,1328000.0
2002-06-28,15700,16450,15700,16300,690,21646.0,1328000.0
2002-07-02,15800,16000,15500,15700,1120,20850.0,1328000.0
2002-07-03,15700,17600,15550,17300,10602,22974.0,1328000.0
2002-07-04,17550,17550,16550,16800,4990,22310.0,1328000.0
2002-07-05,16800,17600,16800,17150,1690,22775.0,1328000.0
2002-07-08,17250,17600,17000,17000,3161,22576.0,1328000.0
2002-07-09,17450,17450,16800,17300,270,22974.0,1328000.0
2002-07-10,16600,17300,16600,17300,1030,22974.0,1328000.0
2002-07-11,17000,17150,16750,17150,2060,22775.0,1328000.0
2002-07-12,17300,17800,16800,17700,1980,23506.0,1328000.0
2002-07-15,17400,17550,17050,17300,800,22974.0,1328000.0
2002-07-16,17800,17800,17000,17000,2610,22576.0,1328000.0
2002-07-18,17000,17350,17000,17350,220,23041.0,1328000.0
2002-07-19,16900,17000,16500,16500,2630,21912.0,1328000.0
2002-07-22,16400,17000,16400,16600,890,22045.0,1328000.0
2002-07-23,16300,16700,16300,16700,349,22178.0,1328000.0
2002-07-24,16150,16650,16000,16650,420,22111.0,1328000.0
2002-07-25,17000,17450,16000,16450,1921,21846.0,1328000.0
2002-07-26,16050,16550,16050,16500,2260,21912.0,1328000.0
2002-07-29,16200,16650,16200,16200,390,21514.0,1328000.0
2002-07-30,16300,17500,16300,17000,4920,22576.0,1328000.0
2002-07-31,16750,16800,16300,16800,470,22310.0,1328000.0
2002-08-01,16550,16550,16400,16500,730,21912.0,1328000.0
2002-08-02,16200,16400,16050,16300,250,21646.0,1328000.0
2002-08-05,16000,16150,16000,16150,210,21447.0,1328000.0
2002-08-06,16050,16500,15600,16250,1130,21580.0,1328000.0
2002-08-07,15700,16250,15700,16250,20,21580.0,1328000.0
2002-08-08,16300,16600,16150,16150,360,21447.0,1328000.0
2002-08-09,16000,16400,16000,16400,270,21779.0,1328000.0
2002-08-12,16400,17400,16400,17350,2880,23041.0,1328000.0
2002-08-13,16800,17700,16800,17300,1710,22974.0,1328000.0
2002-08-14,17800,17800,17800,17800,20,23638.0,1328000.0
2002-08-16,17800,18200,17550,17600,2960,23373.0,1328000.0
2002-08-19,17800,18000,17550,17550,720,23306.0,1328000.0
2002-08-20,17600,20150,17600,19000,15990,25232.0,1328000.0
2002-08-21,19450,19450,18500,19150,3140,25431.0,1328000.0
2002-08-22,18850,19350,18100,18300,3870,24302.0,1328000.0
2002-08-23,18300,19000,18300,18500,2570,24568.0,1328000.0
2002-08-26,18100,19200,18000,18050,2732,23970.0,1328000.0
2002-08-27,16500,18500,16500,17750,2490,23572.0,1328000.0
2002-08-28,17750,18900,17650,18850,1430,25033.0,1328000.0
2002-08-29,18700,19200,18200,19000,650,25232.0,1328000.0
2002-08-30,19050,19050,19050,19050,50,25298.0,1328000.0
2002-09-02,18550,19200,18400,19200,1710,25498.0,1328000.0
2002-09-03,19200,19500,18800,19400,390,25763.0,1328000.0
2002-09-04,19400,20100,19100,19600,3640,26029.0,1328000.0
2002-09-05,19700,22500,19700,22500,17424,29880.0,1328000.0
2002-09-06,23000,23450,20100,20200,19534,26826.0,1328000.0
2002-09-09,19550,20550,18600,18650,7080,24767.0,1328000.0
2002-09-10,18700,20500,18650,19150,16060,25431.0,1328000.0
2002-09-11,22000,22000,21000,22000,32900,29216.0,1328000.0
2002-09-12,21250,22750,20950,21500,16690,28552.0,1328000.0
2002-09-13,21500,22500,20900,21700,9044,28818.0,1328000.0
2002-09-16,22400,23750,21400,21550,14510,28618.0,1328000.0
2002-09-17,22000,22000,20750,21350,5010,28353.0,1328000.0
2002-09-18,22000,22000,20900,21000,5880,27888.0,1328000.0
2002-09-19,21450,21450,20600,21000,3240,27888.0,1328000.0
2002-09-23,22900,22900,20700,20900,3750,27755.0,1328000.0
2002-09-24,20500,21350,20300,20300,3720,26958.0,1328000.0
2002-09-25,20000,20500,19100,19800,4540,26294.0,1328000.0
2002-09-26,20100,20300,19000,19000,1910,25232.0,1328000.0
2002-09-27,19400,19400,18550,18650,1390,24767.0,1328000.0
2002-09-30,18200,18350,17900,18100,2160,24037.0,1328000.0
2002-10-01,18900,19450,18300,19250,2790,25564.0,1328000.0
2002-10-02,19500,19900,18000,18150,2360,24103.0,1328000.0
2002-10-04,18000,18900,17700,18900,2040,25099.0,1328000.0
2002-10-07,18500,18750,18300,18650,1180,24767.0,1328000.0
2002-10-08,18650,18650,18000,18150,1560,24103.0,1328000.0
2002-10-09,17800,18350,17500,17950,3770,23838.0,1328000.0
2002-10-10,17650,17650,16500,16500,4000,21912.0,1328000.0
2002-10-11,17000,17250,16350,16350,2940,21713.0,1328000.0
2002-10-14,16750,17650,16750,17500,380,23240.0,1328000.0
2002-10-15,17300,17700,17300,17550,400,23306.0,1328000.0
2002-10-16,18000,18300,17700,17850,1030,23705.0,1328000.0
2002-10-17,18150,18150,17500,18000,840,23904.0,1328000.0
2002-10-18,18000,18900,17850,18900,260,25099.0,1328000.0
2002-10-21,18600,19700,18200,19700,1270,26162.0,1328000.0
2002-10-22,21450,21450,18400,18600,2470,24701.0,1328000.0
2002-10-23,18300,18900,18300,18800,300,24966.0,1328000.0
2002-10-24,19100,19100,18250,18650,160,24767.0,1328000.0
2002-10-25,18000,19250,18000,18950,4530,25166.0,1328000.0
2002-10-28,18950,19400,18950,19400,1073,25763.0,1328000.0
2002-10-29,19100,19800,19050,19800,1820,26294.0,1328000.0
2002-10-30,19500,19500,19100,19350,720,25697.0,1328000.0
2002-10-31,19500,19500,18600,19050,390,25298.0,1328000.0
2002-11-01,19300,19350,18800,18800,810,24966.0,1328000.0
2002-11-04,18550,18800,18400,18700,787,24834.0,1328000.0
2002-11-05,18800,19100,18500,19050,750,25298.0,1328000.0
2002-11-06,18750,19150,18450,19150,1420,25431.0,1328000.0
2002-11-07,18900,19050,18550,19050,620,25298.0,1328000.0
2002-11-08,18950,19100,18650,19050,2440,25298.0,1328000.0
2002-11-11,18600,19500,18600,19400,5450,25763.0,1328000.0
2002-11-12,19300,19500,19000,19350,630,25697.0,1328000.0
2002-11-13,19300,19300,19200,19200,330,25498.0,1328000.0
2002-11-14,19200,19200,19200,19200,620,25498.0,1328000.0
2002-11-15,19200,19500,19150,19200,3400,25498.0,1328000.0
2002-11-18,19200,19350,18700,19200,250,25498.0,1328000.0
2002-11-19,19000,19400,19000,19400,590,25763.0,1328000.0
2002-11-20,19150,19400,18800,19200,580,25498.0,1328000.0
2002-11-21,19100,19500,19000,19500,1270,25896.0,1328000.0
2002-11-22,19300,20000,19100,19900,1240,26427.0,1328000.0
2002-11-25,19600,20500,19600,20000,290,26560.0,1328000.0
2002-11-26,20050,20050,19550,19950,570,26494.0,1328000.0
2002-11-27,19550,20300,19300,19300,1710,25630.0,1328000.0
2002-11-28,19400,19650,18300,19250,9400,25564.0,1328000.0
2002-11-29,18950,19200,18750,18750,730,24900.0,1328000.0
2002-12-02,18650,18750,18350,18600,1340,24701.0,1328000.0
2002-12-03,18800,19750,18600,19750,3850,26228.0,1328000.0
2002-12-04,19750,19750,18950,19100,800,25365.0,1328000.0
2002-12-05,19000,19300,18900,19100,450,25365.0,1328000.0
2002-12-06,19100,19100,18600,18750,1180,24900.0,1328000.0
2002-12-09,18800,18800,18500,18500,2150,24568.0,1328000.0
2002-12-10,18250,18800,18250,18800,370,24966.0,1328000.0
2002-12-11,18800,18900,18400,18800,1130,24966.0,1328000.0
2002-12-12,18500,19250,18500,18650,1020,24767.0,1328000.0
2002-12-13,18950,18950,18450,18650,1590,24767.0,1328000.0
2002-12-16,18700,18900,18700,18900,56260,25099.0,1328000.0
2002-12-17,19200,19200,18700,19100,3301,25365.0,1328000.0
2002-12-18,18800,18800,18600,18750,560,24900.0,1328000.0
2002-12-20,18700,18750,18450,18750,280,24900.0,1328000.0
2002-12-23,18500,18750,18100,18600,3650,24701.0,1328000.0
2002-12-24,18400,18400,17650,18200,540,24170.0,1328000.0
2002-12-26,18350,18450,17800,18450,370,24502.0,1328000.0
2002-12-27,18300,18350,17400,17400,740,23107.0,1328000.0
2002-12-30,17100,17100,16350,17000,2800,22576.0,1328000.0
2003-01-02,18000,18000,17650,17650,250,23439.0,1328000.0
2003-01-03,17950,17950,17300,17600,220,23373.0,1328000.0
2003-01-06,17650,17650,16850,16900,490,22443.0,1328000.0
2003-01-07,17600,17600,16750,17050,380,22642.0,1328000.0
2003-01-08,17100,17100,17100,17100,300,22709.0,1328000.0
2003-01-09,16600,17450,16550,17450,170,23174.0,1328000.0
2003-01-10,17200,17200,16850,16850,1000,22377.0,1328000.0
2003-01-13,16850,16850,16850,16850,0,22377.0,1328000.0
2003-01-14,17200,17200,17000,17000,80,22576.0,1328000.0
2003-01-15,17200,17200,16950,17000,900,22576.0,1328000.0
2003-01-16,17850,17850,16700,16950,281,22510.0,1328000.0
2003-01-17,16500,16950,16500,16950,110,22510.0,1328000.0
2003-01-20,16850,16850,16850,16850,0,22377.0,1328000.0
2003-01-21,16850,16850,16850,16850,0,,
2003-01-22,16450,16850,16450,16850,51,22377.0,1328000.0
2003-01-23,16400,16600,16400,16600,1161,22045.0,1328000.0
2003-01-24,16400,16600,16400,16500,200,21912.0,1328000.0
2003-01-27,17200,17200,15500,16250,720,21580.0,1328000.0
2003-01-28,16250,16250,15800,16050,590,21314.0,1328000.0
2003-01-29,15700,15950,15650,15950,521,21182.0,1328000.0
2003-01-30,16000,16000,15700,15700,710,20850.0,1328000.0
2003-02-03,15550,15900,15500,15900,1000,21115.0,1328000.0
2003-02-04,15700,15900,15600,15850,1410,21049.0,1328000.0
2003-02-05,15900,16500,15400,16500,8570,21912.0,1328000.0
2003-02-06,16250,16500,16000,16250,3190,21580.0,1328000.0
2003-02-07,15800,15900,15550,15900,500,21115.0,1328000.0
2003-02-10,15600,15600,15500,15500,1290,20584.0,1328000.0
2003-02-11,15700,15750,15100,15500,3220,20584.0,1328000.0
2003-02-12,15500,15500,15100,15500,1770,20584.0,1328000.0
2003-02-13,15400,15400,15300,15300,2458,20318.0,1328000.0
2003-02-14,15150,15700,15150,15700,850,20850.0,1328000.0
2003-02-17,15600,15900,15500,15750,1830,20916.0,1328000.0
2003-02-18,15750,15800,15750,15800,110,20982.0,1328000.0
2003-02-19,15850,16500,15700,15900,1070,21115.0,1328000.0
2003-02-20,15950,15950,15600,15850,5900,21049.0,1328000.0
2003-02-21,15850,15900,15600,15750,3670,20916.0,1328000.0
2003-02-24,15650,15850,15600,15800,630,20982.0,1328000.0
2003-02-25,15600,17900,15500,15850,11590,21049.0,1328000.0
2003-02-26,15750,16000,15500,16000,2540,21248.0,1328000.0
2003-02-27,15750,15800,15350,15800,370,20982.0,1328000.0
2003-02-28,15800,15800,15500,15750,1050,20916.0,1328000.0
2003-03-03,15850,15850,15850,15850,70,21049.0,1328000.0
2003-03-04,15800,15800,15800,15800,10,20982.0,1328000.0
2003-03-05,15300,15650,15300,15650,200,20783.0,1328000.0
2003-03-06,15100,15450,15000,15450,980,20518.0,1328000.0
2003-03-07,16200,16200,15800,15900,70,21115.0,1328000.0
2003-03-10,15650,15750,15100,15300,590,20318.0,1328000.0
2003-03-11,15600,15600,14600,14650,4890,19455.0,1328000.0
2003-03-12,14850,14850,13950,14250,4610,18924.0,1328000.0
2003-03-13,14100,14100,13500,13800,5440,18326.0,1328000.0
2003-03-14,13800,14500,13800,14200,750,18858.0,1328000.0
2003-03-17,14000,14500,13850,14200,4440,18858.0,1328000.0
2003-03-18,13900,14350,13900,14300,830,18990.0,1328000.0
2003-03-19,14050,16350,13900,15250,17420,20252.0,1328000.0
2003-03-20,15000,15500,14200,15500,3500,20584.0,1328000.0
2003-03-21,15600,15750,15500,15750,850,20916.0,1328000.0
2003-03-24,16000,16000,15350,15800,830,20982.0,1328000.0
2003-03-25,15250,15750,15050,15650,930,20783.0,1328000.0
2003-03-26,15650,15650,15300,15650,600,20783.0,1328000.0
2003-03-27,15150,15650,15150,15650,390,20783.0,1328000.0
2003-03-28,15250,15500,15150,15500,290,20584.0,1328000.0
2003-03-31,15650,15650,15050,15200,790,20186.0,1328000.0
2003-04-01,14850,15350,14850,15350,210,20385.0,1328000.0
2003-04-02,15400,15400,14800,15200,260,20186.0,1328000.0
2003-04-03,15500,15800,15500,15800,490,20982.0,1328000.0
2003-04-04,15400,15800,15400,15800,130,20982.0,1328000.0
2003-04-07,15800,16200,15300,16100,1370,21381.0,1328000.0
2003-04-08,15900,16250,15600,16250,1970,21580.0,1328000.0
2003-04-09,15900,16050,15900,15950,677,21182.0,1328000.0
2003-04-10,16100,16100,15450,15750,1651,20916.0,1328000.0
2003-04-11,15900,16300,15700,16150,981,21447.0,1328000.0
2003-04-14,16150,16150,15750,16150,561,21447.0,1328000.0
2003-04-15,16300,16400,15900,16200,1320,21514.0,1328000.0
2003-04-16,16100,16450,16100,16450,1600,21846.0,1328000.0
2003-04-17,16400,16750,16250,16750,1250,22244.0,1328000.0
2003-04-18,16750,17000,16350,17000,785,22576.0,1328000.0
2003-04-21,17000,17000,16500,16950,1730,22510.0,1328000.0
2003-04-22,16600,16800,16400,16750,70,22244.0,1328000.0
2003-04-23,16500,16950,16500,16600,360,22045.0,1328000.0
2003-04-24,16500,17000,16500,16700,240,22178.0,1328000.0
2003-04-25,16500,17000,15750,15800,1600,20982.0,1328000.0
2003-04-28,16500,16500,15650,16150,92,21447.0,1328000.0
2003-04-29,15900,16800,15600,16800,1550,22310.0,1328000.0
2003-04-30,16500,16700,16100,16600,440,22045.0,1328000.0
2003-05-02,16500,16800,15850,16300,3155,21646.0,1328000.0
2003-05-06,16050,16650,16000,16300,1653,21646.0,1328000.0
2003-05-07,16450,16450,15900,16200,1040,21514.0,1328000.0
2003-05-09,16050,16200,16000,16000,530,21248.0,1328000.0
2003-05-12,16250,16500,16100,16200,2610,21514.0,1328000.0
2003-05-13,16250,16250,16100,16100,2175,21381.0,1328000.0
2003-05-14,16200,16500,16200,16300,1300,21646.0,1328000.0
2003-05-15,16250,16700,16250,16500,1950,21912.0,1328000.0
2003-05-16,16450,17700,16450,17250,3560,22908.0,1328000.0
2003-05-19,17600,17600,17000,17000,1880,22576.0,1328000.0
2003-05-20,17100,17800,16950,17250,4340,22908.0,1328000.0
2003-05-21,17400,17450,16800,17250,1610,22908.0,1328000.0
2003-05-22,17000,17100,16700,16950,2000,22510.0,1328000.0
2003-05-23,16600,16900,16400,16800,1890,22310.0,1328000.0
2003-05-26,16700,17700,16350,17050,19485,22642.0,1328000.0
2003-05-27,17350,17350,16800,17000,1460,22576.0,1328000.0
2003-05-28,17000,17500,16850,17500,10800,23240.0,1328000.0
2003-05-29,17500,20100,17500,20100,39098,26693.0,1328000.0
2003-05-30,20500,20950,18300,19000,24960,25232.0,1328000.0
2003-06-02,19350,19400,18350,18600,10800,24701.0,1328000.0
2003-06-03,18800,18900,17800,18300,9350,24302.0,1328000.0
2003-06-04,18300,18500,17850,18100,4095,24037.0,1328000.0
2003-06-05,17950,18300,17950,18050,1790,23970.0,1328000.0
2003-06-09,18200,18200,17650,17750,3450,23572.0,1328000.0
2003-06-10,17750,17950,17300,17500,4050,23240.0,1328000.0
2003-06-11,17300,17850,17300,17600,3800,23373.0,1328000.0
2003-06-12,17600,17650,17450,17500,4735,23240.0,1328000.0
2003-06-13,17750,18250,17600,17850,2850,23705.0,1328000.0
2003-06-16,18000,18000,17200,17200,10910,22842.0,1328000.0
2003-06-17,17350,17700,17100,17300,37170,22974.0,1328000.0
2003-06-18,17500,17500,17350,17500,3560,23240.0,1328000.0
2003-06-19,17650,17700,17350,17600,8590,23373.0,1328000.0
2003-06-20,17400,17400,17300,17300,1480,22974.0,1328000.0
2003-06-23,17200,17250,16800,16800,7530,22310.0,1328000.0
2003-06-24,16650,16900,16300,16400,4130,21779.0,1328000.0
2003-06-25,16300,16900,16300,16900,3070,22443.0,1328000.0
2003-06-26,16500,16750,16300,16400,5430,21779.0,1328000.0
2003-06-27,16350,16450,16300,16350,2060,21713.0,1328000.0
2003-06-30,16400,16500,16100,16500,1440,21912.0,1328000.0
2003-07-01,16500,17000,16350,16750,2160,22244.0,1328000.0
2003-07-02,16700,16700,16400,16500,780,21912.0,1328000.0
2003-07-03,16600,16800,16400,16400,3740,21779.0,1328000.0
2003-07-04,16400,16550,16200,16400,1530,21779.0,1328000.0
2003-07-07,16400,16400,15850,15950,12470,21182.0,1328000.0
2003-07-08,16050,16400,15900,16100,4730,21381.0,1328000.0
2003-07-09,16150,16150,16050,16050,1710,21314.0,1328000.0
2003-07-10,16050,16150,15950,16000,1660,21248.0,1328000.0
2003-07-11,15800,16100,15800,16100,950,21381.0,1328000.0
2003-07-14,15950,16000,15900,16000,3430,21248.0,1328000.0
2003-07-15,15900,16150,15900,16100,870,21381.0,1328000.0
2003-07-16,15950,16100,15850,15950,1280,21182.0,1328000.0
2003-07-18,15850,15850,15500,15750,4120,20916.0,1328000.0
2003-07-21,15750,15750,15500,15750,1250,20916.0,1328000.0
2003-07-22,15500,15550,15150,15400,4430,20451.0,1328000.0
2003-07-23,15300,15450,15200,15400,1030,20451.0,1328000.0
2003-07-24,15400,15500,15300,15500,1730,20584.0,1328000.0
2003-07-25,15250,15400,15250,15400,630,20451.0,1328000.0
2003-07-28,15400,15450,15000,15250,2570,20252.0,1328000.0
2003-07-29,15300,15300,15300,15300,90,20318.0,1328000.0
2003-07-30,15300,15350,14600,15150,1810,20119.0,1328000.0
2003-07-31,15100,15150,15000,15150,400,20119.0,1328000.0
2003-08-01,14900,15200,14850,15200,370,20186.0,1328000.0
2003-08-04,15150,15150,15150,15150,10,20119.0,1328000.0
2003-08-05,15100,15150,14950,15150,3260,20119.0,1328000.0
2003-08-06,14900,15400,14800,15350,9870,20385.0,1328000.0
2003-08-07,15350,15350,15300,15350,390,20385.0,1328000.0
2003-08-08,15450,15450,15250,15400,310,20451.0,1328000.0
2003-08-11,15150,15450,15150,15450,955,20518.0,1328000.0
2003-08-12,15500,15550,15300,15550,1060,20650.0,1328000.0
2003-08-13,15600,15600,15350,15550,610,20650.0,1328000.0
2003-08-14,15600,15600,15050,15350,680,20385.0,1328000.0
2003-08-18,14850,14950,14300,14450,6455,19190.0,1328000.0
2003-08-19,14400,14700,14400,14450,2720,19190.0,1328000.0
2003-08-20,14450,14450,14000,14300,4130,18990.0,1328000.0
2003-08-21,14300,14300,13950,14200,2750,18858.0,1328000.0
2003-08-22,14250,14300,14100,14100,1050,18725.0,1328000.0
2003-08-25,14100,14100,14000,14100,1440,18725.0,1328000.0
2003-08-26,14000,14200,14000,14200,290,18858.0,1328000.0
2003-08-27,14100,14150,14000,14150,1090,18791.0,1328000.0
2003-08-28,14150,14150,14000,14050,640,18658.0,1328000.0
2003-08-29,14000,14050,14000,14050,2370,18658.0,1328000.0
2003-09-01,14000,14000,13900,14000,890,18592.0,1328000.0
2003-09-02,14200,14200,14200,14200,150,18858.0,1328000.0
2003-09-03,14200,14500,14100,14500,2290,19256.0,1328000.0
2003-09-04,14200,15700,14100,15200,10190,20186.0,1328000.0
2003-09-05,15500,15600,14600,14800,9230,19654.0,1328000.0
2003-09-08,14650,15250,14650,15000,3000,19920.0,1328000.0
2003-09-09,14900,15000,14850,14950,1543,19854.0,1328000.0
2003-09-15,14600,14900,14600,14850,790,19721.0,1328000.0
2003-09-16,15000,15000,14800,14800,820,19654.0,1328000.0
2003-09-17,14700,14800,14700,14800,590,19654.0,1328000.0
2003-09-18,14950,14950,14950,14950,10,19854.0,1328000.0
2003-09-19,15000,15600,14950,15300,3280,20318.0,1328000.0
2003-09-22,15500,15500,14600,14800,6190,19654.0,1328000.0
2003-09-23,14500,15100,14300,14900,14820,19787.0,1328000.0
2003-09-24,15000,15000,14600,14850,2120,19721.0,1328000.0
2003-09-25,14550,14850,14550,14850,990,19721.0,1328000.0
2003-09-26,14650,14850,14500,14850,250,19721.0,1328000.0
2003-09-29,14700,14700,14500,14700,790,19522.0,1328000.0
2003-09-30,14700,14700,14350,14650,500,19455.0,1328000.0
2003-10-01,14650,14700,14300,14700,950,19522.0,1328000.0
2003-10-02,14500,15000,14500,14800,760,19654.0,1328000.0
2003-10-06,14500,14750,14500,14750,380,19588.0,1328000.0
2003-10-07,14750,14750,14550,14700,790,19522.0,1328000.0
2003-10-08,14550,14750,14500,14750,210,19588.0,1328000.0
2003-10-09,14750,14750,14750,14750,10,19588.0,1328000.0
2003-10-10,14750,14850,14750,14850,90,19721.0,1328000.0
2003-10-13,14850,14850,14850,14850,0,19721.0,1328000.0
2003-10-14,14550,15500,14550,15000,590,19920.0,1328000.0
2003-10-15,14800,14900,14800,14800,510,19654.0,1328000.0
2003-10-16,14800,14900,14800,14900,130,19787.0,1328000.0
2003-10-17,14900,14950,14900,14950,60,19854.0,1328000.0
2003-10-20,14600,14700,14600,14700,130,19522.0,1328000.0
2003-10-21,14500,14650,14350,14600,480,19389.0,1328000.0
2003-10-22,14600,14600,14600,14600,10,19389.0,1328000.0
2003-10-23,14300,14500,14200,14500,510,19256.0,1328000.0
2003-10-24,14500,14500,14250,14400,830,19123.0,1328000.0
2003-10-27,14250,14250,14200,14200,110,18858.0,1328000.0
2003-10-28,14400,14600,14300,14500,1650,19256.0,1328000.0
2003-10-29,14600,15150,14600,15000,6370,19920.0,1328000.0
2003-10-30,15000,15000,14550,14850,810,19721.0,1328000.0
2003-10-31,14300,14650,14300,14550,930,19322.0,1328000.0
2003-11-03,14600,14600,14500,14500,960,19256.0,1328000.0
2003-11-04,14400,14600,14400,14600,690,19389.0,1328000.0
2003-11-05,14500,14500,14000,14500,2500,19256.0,1328000.0
2003-11-06,14350,14450,14000,14100,2470,18725.0,1328000.0
2003-11-07,14000,14200,13800,14050,3930,18658.0,1328000.0
2003-11-10,14200,14800,14200,14750,2520,19588.0,1328000.0
2003-11-11,14700,14700,14200,14400,1270,19123.0,1328000.0
2003-11-12,14400,14400,14000,14200,970,18858.0,1328000.0
2003-11-13,14200,14200,14050,14100,3950,18725.0,1328000.0
2003-11-14,14100,14250,14000,14150,1760,18791.0,1328000.0
2003-11-17,14100,14350,14100,14350,620,19057.0,1328000.0
2003-11-18,14300,14350,14300,14350,2980,19057.0,1328000.0
2003-11-19,14200,14350,14100,14300,1220,18990.0,1328000.0
2003-11-20,14200,14300,14100,14300,1130,18990.0,1328000.0
2003-11-21,14050,14250,14050,14200,550,18858.0,1328000.0
2003-11-24,14200,14300,14050,14050,2260,18658.0,1328000.0
2003-11-25,14100,14100,14100,14100,300,18725.0,1328000.0
2003-11-26,13850,14200,13850,14100,2680,18725.0,1328000.0
2003-11-27,13900,14100,13900,14100,750,18725.0,1328000.0
2003-11-28,14100,14100,14100,14100,0,18725.0,1328000.0
2003-12-01,14100,14400,14100,14350,480,19057.0,1328000.0
2003-12-02,14250,14450,14250,14450,510,19190.0,1328000.0
2003-12-03,14400,14550,14350,14500,690,19256.0,1328000.0
2003-12-04,14350,14500,14350,14450,300,19190.0,1328000.0
2003-12-05,14350,14550,14350,14550,890,19322.0,1328000.0
2003-12-08,14400,14500,14400,14500,600,19256.0,1328000.0
2003-12-09,14450,14450,14450,14450,280,19190.0,1328000.0
2003-12-10,14450,14600,14400,14600,820,19389.0,1328000.0
2003-12-11,14400,14650,14400,14650,710,19455.0,1328000.0
2003-12-12,14700,14750,14550,14750,1450,19588.0,1328000.0
2003-12-15,14600,14950,14600,14950,1910,19854.0,1328000.0
2003-12-16,14850,14950,14800,14950,1370,19854.0,1328000.0
2003-12-17,15150,15300,14800,14950,3480,19854.0,1328000.0
2003-12-18,15000,15000,14750,14900,320,19787.0,1328000.0
2003-12-19,14700,14850,14650,14800,2430,19654.0,1328000.0
2003-12-22,14650,14750,14600,14750,200,19588.0,1328000.0
2003-12-23,14600,14750,14450,14750,2980,19588.0,1328000.0
2003-12-24,14600,14750,14600,14750,60,19588.0,1328000.0
2003-12-26,14900,15000,14900,15000,620,19920.0,1328000.0
2003-12-29,14600,14850,14600,14800,13480,19654.0,1328000.0
2003-12-30,15000,15000,14550,14950,530,19854.0,1328000.0
2004-01-02,14950,15000,14700,15000,680,19920.0,1328000.0
2004-01-05,14850,15050,14800,15050,4210,19986.0,1328000.0
2004-01-06,15150,15150,14700,15100,520,20053.0,1328000.0
2004-01-07,14850,14900,14800,14900,4360,19787.0,1328000.0
2004-01-08,14850,14850,14850,14850,10,19721.0,1328000.0
2004-01-09,14950,15250,14750,14950,340,19854.0,1328000.0
2004-01-12,15000,15000,14700,14900,600,19787.0,1328000.0
2004-01-13,14700,14900,14500,14750,3710,19588.0,1328000.0
2004-01-14,14800,14900,14450,14900,2670,19787.0,1328000.0
2004-01-15,14600,14950,14550,14950,8440,19854.0,1328000.0
2004-01-16,14600,14900,14600,14800,310,19654.0,1328000.0
2004-01-19,14550,14700,14400,14650,2330,19455.0,1328000.0
2004-01-20,14250,14550,14250,14550,90,19322.0,1328000.0
2004-01-26,14600,14600,14450,14450,210,19190.0,1328000.0
2004-01-27,14450,14450,14250,14450,750,19190.0,1328000.0
2004-01-28,14200,14350,14150,14300,920,18990.0,1328000.0
2004-01-29,14600,14600,14600,14600,10,19389.0,1328000.0
2004-01-30,14550,14550,14550,14550,0,19322.0,1328000.0
2004-02-02,14750,14750,14050,14300,980,18990.0,1328000.0
2004-02-03,14000,15500,14000,15000,7210,19920.0,1328000.0
2004-02-04,14950,15400,14550,14750,4690,19588.0,1328000.0
2004-02-05,14650,14850,14550,14850,830,19721.0,1328000.0
2004-02-06,14700,15250,14700,14850,2690,19721.0,1328000.0
2004-02-09,14750,14950,14750,14950,1130,19854.0,1328000.0
2004-02-10,14950,14950,14650,14700,1060,19522.0,1328000.0
2004-02-11,14600,14900,14500,14800,6250,19654.0,1328000.0
2004-02-12,14900,14900,14550,14700,4700,19522.0,1328000.0
2004-02-13,14650,14650,14400,14550,5160,19322.0,1328000.0
2004-02-16,14200,14500,14200,14400,960,19123.0,1328000.0
2004-02-17,14250,14550,14250,14500,6460,19256.0,1328000.0
2004-02-18,14450,14450,14200,14450,3940,19190.0,1328000.0
2004-02-19,14400,14400,14000,14400,6220,19123.0,1328000.0
2004-02-20,14350,14350,14000,14300,7640,18990.0,1328000.0
2004-02-23,14050,14250,14050,14200,2900,18858.0,1328000.0
2004-02-24,14150,14150,14000,14100,360,18725.0,1328000.0
2004-02-25,14000,14150,13900,14150,13600,18791.0,1328000.0
2004-02-26,13900,14150,13900,13900,8240,18459.0,1328000.0
2004-02-27,14000,14000,14000,14000,1110,18592.0,1328000.0
2004-03-02,14000,14000,13900,13900,8910,18459.0,1328000.0
2004-03-03,13850,14050,13800,13900,8180,18459.0,1328000.0
2004-03-04,14200,14200,13850,13900,1410,18459.0,1328000.0
2004-03-05,13900,14000,13800,14000,1430,18592.0,1328000.0
2004-03-08,13950,14000,13950,14000,610,18592.0,1328000.0
2004-03-09,13550,14000,13550,14000,1530,18592.0,1328000.0
