한일현대시멘트(006390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-29,48472,48684,45085,45721,74096,79315.0,7344000.0
2010-04-30,45720,47202,45720,46356,59338,80417.0,7344000.0
2010-05-03,45932,46567,44027,46145,44564,80050.0,7344000.0
2010-05-04,46567,46567,44874,44875,30781,77846.0,7344000.0
2010-05-06,43815,43815,42122,43605,36487,75643.0,7344000.0
2010-05-07,41951,43180,41568,43181,27474,74909.0,7344000.0
2010-05-10,42969,44239,42334,43816,38936,76010.0,7344000.0
2010-05-11,44661,44661,42544,42758,35900,74174.0,7344000.0
2010-05-12,43814,43814,42073,42292,18334,73367.0,7344000.0
2010-05-13,42544,43391,42121,43393,46886,75276.0,7344000.0
2010-05-14,43179,45720,42756,44451,99585,77112.0,7344000.0
2010-05-17,45085,45085,42246,42334,33740,73440.0,7344000.0
2010-05-18,42965,42965,42119,42250,21960,73293.0,7344000.0
2010-05-19,42245,42968,40975,41488,26125,71971.0,7344000.0
2010-05-20,40469,40975,39493,40006,47800,69401.0,7344000.0
2010-05-24,39199,39199,38101,38101,24170,66096.0,7344000.0
2010-05-25,36487,37040,34876,35307,38930,61249.0,7344000.0
2010-05-26,34328,36616,34328,36535,33362,63379.0,7344000.0
2010-05-27,36488,36488,34583,35349,66156,61322.0,7344000.0
2010-05-28,35430,35771,30057,30057,262522,52142.0,7344000.0
2010-05-31,25563,25563,25563,25570,22732,44358.0,7344000.0
2010-06-01,21755,23284,21755,21845,1666573,37895.0,7344000.0
2010-06-03,22224,23071,21801,23072,354903,40025.0,7344000.0
2010-06-04,23070,24633,22052,22183,446932,38483.0,7344000.0
2010-06-07,20743,21501,20531,21379,87362,37087.0,7344000.0
2010-06-08,21329,21500,20974,21125,86797,36647.0,7344000.0
2010-06-09,21118,21541,21016,21167,60833,36720.0,7344000.0
2010-06-10,21378,24341,21206,24342,235748,42228.0,7344000.0
2010-06-11,26620,27726,25398,27687,456951,48030.0,7344000.0
2010-06-14,27944,27944,24638,24850,240641,43109.0,7344000.0
2010-06-15,24976,26581,24929,25189,99815,43697.0,7344000.0
2010-06-16,25524,25825,24718,24808,59587,43036.0,7344000.0
2010-06-17,24929,25352,24847,25189,49852,43697.0,7344000.0
2010-06-18,25905,25905,24717,25189,29799,43697.0,7344000.0
2010-06-21,25821,26033,25056,25739,66344,44652.0,7344000.0
2010-06-22,25520,25861,25185,25739,44283,44652.0,7344000.0
2010-06-23,25692,25692,25269,25358,26140,43991.0,7344000.0
2010-06-24,25399,27516,25399,27306,89788,47369.0,7344000.0
2010-06-25,27304,27304,26410,27094,37599,47002.0,7344000.0
2010-06-28,27725,27725,25397,26798,41795,46488.0,7344000.0
2010-06-29,26332,26626,25403,26120,46570,45312.0,7344000.0
2010-06-30,25101,26078,24978,26078,33933,45239.0,7344000.0
2010-07-01,25991,26290,25655,26120,21138,45312.0,7344000.0
2010-07-02,26118,26794,25612,26290,20494,45606.0,7344000.0
2010-07-05,26195,26285,25731,26163,20515,45386.0,7344000.0
2010-07-06,26287,26368,25652,25993,19870,45092.0,7344000.0
2010-07-07,26621,26621,25822,25993,13230,45092.0,7344000.0
2010-07-08,26034,26328,25824,25824,11813,44798.0,7344000.0
2010-07-09,25693,26075,25611,25824,27460,44798.0,7344000.0
2010-07-12,25694,25906,25400,25655,23331,44505.0,7344000.0
2010-07-13,25564,25611,24553,24766,56777,42962.0,7344000.0
2010-07-14,24805,24928,24553,24766,25465,42962.0,7344000.0
2010-07-15,24768,25444,24768,24850,28329,43109.0,7344000.0
2010-07-16,24886,25186,24634,25147,16510,43623.0,7344000.0
2010-07-19,25137,25226,24673,24893,9043,43183.0,7344000.0
2010-07-20,24849,25443,24637,25231,25512,43770.0,7344000.0
2010-07-21,25353,25565,25102,25231,14342,43770.0,7344000.0
2010-07-22,25229,25523,24976,25189,8419,43697.0,7344000.0
2010-07-23,25018,25400,24717,24977,12003,43330.0,7344000.0
2010-07-26,24973,24973,24167,24469,18963,42448.0,7344000.0
2010-07-27,24169,24381,23827,23877,28020,41420.0,7344000.0
2010-07-28,23870,24463,23536,24342,15573,42228.0,7344000.0
2010-07-29,24341,24716,24129,24131,12631,41861.0,7344000.0
2010-07-30,24129,24553,23787,24342,14521,42228.0,7344000.0
2010-08-02,24596,27095,24596,26501,68064,45973.0,7344000.0
2010-08-03,26753,26794,25824,26290,25561,45606.0,7344000.0
2010-08-04,25864,26246,25057,25993,23380,45092.0,7344000.0
2010-08-05,25985,26244,25398,25739,53247,44652.0,7344000.0
2010-08-06,25821,26456,25398,25570,17479,44358.0,7344000.0
2010-08-09,25562,26620,25562,26417,45656,45827.0,7344000.0
2010-08-10,26159,26541,25865,26290,16201,45606.0,7344000.0
2010-08-11,26288,27305,25824,26290,48491,45606.0,7344000.0
2010-08-12,26288,26713,25565,26713,30991,46341.0,7344000.0
2010-08-13,26882,30692,26710,30693,116848,53244.0,7344000.0
2010-08-16,34076,35256,34076,35265,259935,61176.0,7344000.0
2010-08-17,35262,36621,32046,32682,325216,56696.0,7344000.0
2010-08-18,31957,33146,31029,32471,150697,56328.0,7344000.0
2010-08-19,33022,37339,33022,37339,192073,64774.0,7344000.0
2010-08-20,38820,42077,37379,40937,678503,71016.0,7344000.0
2010-08-23,39794,39794,36024,36831,313797,63893.0,7344000.0
2010-08-24,37252,39702,37204,38694,249627,67124.0,7344000.0
2010-08-25,38604,40638,37252,38694,151934,67124.0,7344000.0
2010-08-26,40003,40215,37292,37635,80212,65288.0,7344000.0
2010-08-27,37251,37626,34075,35476,109465,61543.0,7344000.0
2010-08-30,37042,37042,34543,35561,50364,61690.0,7344000.0
2010-08-31,35559,35559,33482,33825,59742,58679.0,7344000.0
2010-09-01,33869,35009,33022,35011,69794,60735.0,7344000.0
2010-09-02,34545,35815,33869,35011,41574,60735.0,7344000.0
2010-09-03,34753,34753,33908,34079,36130,59119.0,7344000.0
2010-09-06,34243,34373,31116,31793,95575,55153.0,7344000.0
2010-09-07,31792,35937,31198,34757,159102,60294.0,7344000.0
2010-09-08,34839,35987,33447,33529,64138,58164.0,7344000.0
2010-09-09,34291,34926,32932,33021,36420,57283.0,7344000.0
2010-09-10,32806,33229,31536,32513,42640,56402.0,7344000.0
2010-09-13,32506,34664,32506,33190,56143,57577.0,7344000.0
2010-09-14,33183,33655,32213,32809,39829,56916.0,7344000.0
2010-09-15,32174,33145,32174,32852,22217,56989.0,7344000.0
2010-09-16,32849,34543,32849,33868,43805,58752.0,7344000.0
2010-09-17,34623,35046,32759,33614,26021,58311.0,7344000.0
2010-09-20,33604,34663,32634,33571,28611,58238.0,7344000.0
2010-09-24,33608,34584,33567,33656,29801,58385.0,7344000.0
2010-09-27,34116,35345,33269,34841,76826,60441.0,7344000.0
2010-09-28,35302,40048,34927,40048,101323,69474.0,7344000.0
2010-09-29,43180,45085,40217,40429,473624,70135.0,7344000.0
2010-09-30,41062,42284,39492,42292,160532,73367.0,7344000.0
2010-10-01,44024,44447,41484,41615,130641,72192.0,7344000.0
2010-10-04,41144,41608,39874,40387,75211,70062.0,7344000.0
2010-10-05,42122,46137,42122,42970,249080,74542.0,7344000.0
2010-10-06,44027,45085,41486,43181,130415,74909.0,7344000.0
2010-10-07,43389,43389,42029,42250,56312,73293.0,7344000.0
2010-10-08,43600,44870,41695,42250,58694,73293.0,7344000.0
2010-10-11,42245,42968,40469,40853,65508,70870.0,7344000.0
2010-10-12,40934,40934,38947,39159,43430,67932.0,7344000.0
2010-10-13,39792,41698,39157,40387,24720,70062.0,7344000.0
2010-10-14,41651,41651,40257,40641,29010,70502.0,7344000.0
2010-10-15,40589,40589,39660,40345,27370,69988.0,7344000.0
2010-10-18,41064,41064,39534,40006,38021,69401.0,7344000.0
2010-10-19,40006,40006,38395,38524,48030,66830.0,7344000.0
2010-10-20,38014,38054,36954,37762,46244,65508.0,7344000.0
2010-10-21,38053,38394,37041,37678,24300,65362.0,7344000.0
2010-10-22,37680,38437,37298,37974,27880,65876.0,7344000.0
2010-10-25,38522,38897,38140,38694,20742,67124.0,7344000.0
2010-10-26,39026,39026,38138,38440,20160,66684.0,7344000.0
2010-10-27,38393,38393,37334,37889,31082,65729.0,7344000.0
2010-10-28,38950,43183,38396,39879,150089,69180.0,7344000.0
2010-10-29,40257,40257,37717,38101,50790,66096.0,7344000.0
2010-11-01,38181,38733,37416,37847,20651,65655.0,7344000.0
2010-11-02,37720,37761,37126,37127,21690,64407.0,7344000.0
2010-11-03,36911,37587,36871,37254,25670,64627.0,7344000.0
2010-11-04,37255,37549,36832,37127,34412,64407.0,7344000.0
2010-11-05,37888,37888,36871,37254,16401,64627.0,7344000.0
2010-11-08,37254,38054,36408,36662,33827,63599.0,7344000.0
2010-11-09,37332,37373,36656,37381,17260,64848.0,7344000.0
2010-11-10,37377,37377,36619,36873,10051,63966.0,7344000.0
2010-11-11,36872,37207,36490,36662,17648,63599.0,7344000.0
2010-11-12,36700,36831,35560,35561,20700,61690.0,7344000.0
2010-11-15,35515,35563,33911,34164,20955,59266.0,7344000.0
2010-11-16,34164,34335,32893,32894,26245,57063.0,7344000.0
2010-11-17,32171,33352,31700,33360,25860,57871.0,7344000.0
2010-11-18,33357,36410,33357,34164,15240,59266.0,7344000.0
2010-11-19,33909,34926,33868,34122,11440,59193.0,7344000.0
2010-11-22,33869,34798,33869,34376,14042,59633.0,7344000.0
2010-11-23,35008,35008,33869,33910,14172,58825.0,7344000.0
2010-11-24,30100,33910,30100,33317,18915,57797.0,7344000.0
2010-11-25,33777,34160,32972,33868,13421,58752.0,7344000.0
2010-11-26,33781,33869,32510,32682,17129,56696.0,7344000.0
2010-11-29,32634,33269,32593,32936,9840,57136.0,7344000.0
2010-11-30,33444,33444,32851,32852,4480,56989.0,7344000.0
2010-12-01,32676,33563,32676,33360,8371,57871.0,7344000.0
2010-12-02,33353,33695,32888,32979,12771,57210.0,7344000.0
2010-12-03,33063,33781,32804,33317,10765,57797.0,7344000.0
2010-12-06,33312,33312,32594,33190,11821,57577.0,7344000.0
2010-12-07,33604,33864,33141,33148,5682,57504.0,7344000.0
2010-12-08,33314,33314,32597,32598,13130,56549.0,7344000.0
2010-12-09,32597,34290,32597,34291,21000,59486.0,7344000.0
2010-12-10,34290,34502,33608,34291,8052,59486.0,7344000.0
2010-12-13,35088,35088,33867,34079,6871,59119.0,7344000.0
2010-12-14,34070,34070,33647,33825,11480,58679.0,7344000.0
2010-12-15,33820,33909,33444,33698,9477,58458.0,7344000.0
2010-12-16,33693,33816,32758,32936,16180,57136.0,7344000.0
2010-12-17,32932,33395,32125,32598,17887,56549.0,7344000.0
2010-12-20,32466,32466,30520,31539,27524,54713.0,7344000.0
2010-12-21,32426,32426,30480,31328,27349,54346.0,7344000.0
2010-12-22,31323,31446,30599,30608,24700,53097.0,7344000.0
2010-12-23,30139,30604,29757,29888,22850,51849.0,7344000.0
2010-12-24,29888,29888,28488,29084,17206,50453.0,7344000.0
2010-12-27,28787,29675,28575,28830,12559,50013.0,7344000.0
2010-12-28,29117,29541,28735,29338,18570,50894.0,7344000.0
2010-12-29,29630,29883,28995,29761,13770,51628.0,7344000.0
2010-12-30,29844,29844,28445,29211,19296,50674.0,7344000.0
2011-01-03,29202,29796,29161,29380,17668,50967.0,7344000.0
2011-01-04,29374,29544,29039,29211,14860,50674.0,7344000.0
2011-01-05,29211,31704,29082,30989,59936,53758.0,7344000.0
2011-01-06,31028,31117,30059,30777,22752,53391.0,7344000.0
2011-01-07,31107,31107,30049,30650,12938,53171.0,7344000.0
2011-01-10,30352,31663,30271,30989,14030,53758.0,7344000.0
2011-01-11,30894,30942,30048,30227,15248,52436.0,7344000.0
2011-01-12,30221,30904,30057,30735,14600,53317.0,7344000.0
2011-01-13,30729,30771,30136,30608,13484,53097.0,7344000.0
2011-01-14,30519,32253,30390,31497,71101,54639.0,7344000.0
2011-01-17,31832,31832,31239,31793,21541,55153.0,7344000.0
2011-01-18,31324,32083,30731,31285,17920,54272.0,7344000.0
2011-01-19,31199,31199,30646,30989,9830,53758.0,7344000.0
2011-01-20,30906,30906,30312,30565,6590,53024.0,7344000.0
2011-01-21,30604,30604,29928,30100,25440,52216.0,7344000.0
2011-01-24,30734,30734,29758,30354,10470,52656.0,7344000.0
2011-01-25,31114,31114,30391,30481,12169,52877.0,7344000.0
2011-01-26,30471,30560,30137,30227,7240,52436.0,7344000.0
2011-01-27,30141,30183,29718,29930,13580,51922.0,7344000.0
2011-01-28,30391,30391,29674,29846,9312,51775.0,7344000.0
2011-01-31,29846,29846,29464,29676,12100,51481.0,7344000.0
2011-02-01,29633,30009,29544,29634,10970,51408.0,7344000.0
2011-02-07,31028,31028,29717,29719,4763,51555.0,7344000.0
2011-02-08,29718,30393,29465,29507,13190,51188.0,7344000.0
2011-02-09,29506,29718,29424,29507,12890,51188.0,7344000.0
2011-02-10,29501,29542,28360,28491,23790,49425.0,7344000.0
2011-02-11,28360,29036,27513,27856,30450,48324.0,7344000.0
2011-02-14,27425,28402,27002,27687,15948,48030.0,7344000.0
2011-02-15,27683,27683,27096,27602,6153,47883.0,7344000.0
2011-02-16,27174,27515,27043,27052,12360,46928.0,7344000.0
2011-02-17,27047,27047,26247,26290,18410,45606.0,7344000.0
2011-02-18,26245,27043,26245,26417,13000,45827.0,7344000.0
2011-02-21,26156,26668,25986,26205,12720,45459.0,7344000.0
2011-02-22,25906,25947,25401,25443,23674,44137.0,7344000.0
2011-02-23,25271,25694,25271,25443,12881,44137.0,7344000.0
2011-02-24,25313,26038,25272,25697,9353,44578.0,7344000.0
2011-02-25,25611,26409,25611,26036,3930,45166.0,7344000.0
2011-02-28,26035,26329,25523,25612,6270,44431.0,7344000.0
2011-03-02,26118,26118,25565,25655,6560,44505.0,7344000.0
2011-03-03,26035,29463,26035,29465,16786,51114.0,7344000.0
2011-03-04,33233,33314,27940,28830,133925,50013.0,7344000.0
2011-03-07,28018,28735,27937,28703,17540,49792.0,7344000.0
2011-03-08,28948,29624,27719,28322,14490,49131.0,7344000.0
2011-03-09,28739,28739,26458,27306,14800,47369.0,7344000.0
2011-03-10,29546,29546,26671,27771,29930,48177.0,7344000.0
2011-03-11,27308,28195,27177,27602,29320,47883.0,7344000.0
2011-03-14,30854,31701,29202,31709,108418,55007.0,7344000.0
2011-03-15,32174,36449,32174,36450,757483,63232.0,7344000.0
2011-03-16,38944,41907,33864,35265,1279420,61176.0,7344000.0
2011-03-17,35262,35344,30011,30354,385677,52656.0,7344000.0
2011-03-18,30771,31999,29924,31031,195721,53832.0,7344000.0
2011-03-21,31750,31750,30098,30100,95980,52216.0,7344000.0
2011-03-22,30100,30694,29636,30142,69908,52289.0,7344000.0
2011-03-23,30814,34372,30814,32598,350997,56549.0,7344000.0
2011-03-24,33868,33868,31751,31793,85123,55153.0,7344000.0
2011-03-25,32172,32595,30854,31709,50870,55007.0,7344000.0
2011-03-28,31702,31790,30480,30904,42050,53611.0,7344000.0
2011-03-29,30902,31155,29967,30481,53781,52877.0,7344000.0
2011-03-30,30606,30606,29677,29930,38710,51922.0,7344000.0
2011-03-31,29924,31275,29924,30608,38860,53097.0,7344000.0
2011-04-01,30773,30773,29926,30269,40994,52510.0,7344000.0
2011-04-04,30054,30347,29843,30184,35160,52363.0,7344000.0
2011-04-05,30048,30390,29836,30227,35291,52436.0,7344000.0
2011-04-06,29842,30477,29842,29973,28744,51996.0,7344000.0
2011-04-07,29847,30271,29847,30142,19001,52289.0,7344000.0
2011-04-08,30138,30179,29844,29846,39840,51775.0,7344000.0
2011-04-11,29848,29888,28912,29084,40334,50453.0,7344000.0
2011-04-12,28578,29041,28153,28449,44435,49352.0,7344000.0
2011-04-13,28106,28912,28106,28449,13845,49352.0,7344000.0
2011-04-14,28445,29080,28362,28999,20710,50306.0,7344000.0
2011-04-15,28488,28788,28365,28449,20974,49352.0,7344000.0
2011-04-18,27980,28445,26922,27306,36341,47369.0,7344000.0
2011-04-19,27090,28060,26749,27856,30263,48324.0,7344000.0
2011-04-20,27216,27679,26881,27306,20527,47369.0,7344000.0
2011-04-21,27302,27725,27131,27221,19380,47222.0,7344000.0
2011-04-22,27516,27598,26246,26671,29860,46267.0,7344000.0
2011-04-25,26327,29161,26327,29168,27180,50600.0,7344000.0
2011-04-26,27940,27980,27134,27729,21386,48103.0,7344000.0
2011-04-27,27852,28528,27348,27348,13026,47442.0,7344000.0
2011-04-28,27345,27729,26963,27094,9550,47002.0,7344000.0
2011-04-29,26793,27810,26669,27094,20711,47002.0,7344000.0
2011-05-02,27094,28363,27094,27729,24320,48103.0,7344000.0
2011-05-03,27729,28274,27729,28152,18137,48838.0,7344000.0
2011-05-04,28363,28575,27770,28152,7551,48838.0,7344000.0
2011-05-06,28151,28486,27851,27941,13572,48470.0,7344000.0
2011-05-09,27978,29583,27978,28491,30705,49425.0,7344000.0
2011-05-11,29421,31661,29332,30481,173685,52877.0,7344000.0
2011-05-12,31067,31067,28404,29211,47173,50674.0,7344000.0
2011-05-13,31326,31326,28786,29211,42690,50674.0,7344000.0
2011-05-16,28658,29210,28575,28830,16172,50013.0,7344000.0
2011-05-17,28363,28787,28063,28787,12350,49939.0,7344000.0
2011-05-18,29164,29213,28277,28872,7900,50086.0,7344000.0
2011-05-19,28063,28827,27939,28364,14590,49205.0,7344000.0
2011-05-20,28700,28700,27518,28449,11960,49352.0,7344000.0
2011-05-23,27978,28572,27766,27856,10030,48324.0,7344000.0
2011-05-24,27811,27811,26753,27348,13264,47442.0,7344000.0
2011-05-25,26836,27519,26673,26967,7234,46781.0,7344000.0
2011-05-26,27042,27424,26536,26798,14902,46488.0,7344000.0
2011-05-27,27044,27132,26833,26840,7030,46561.0,7344000.0
2011-05-30,27094,27305,26541,26925,15080,46708.0,7344000.0
2011-05-31,27516,27516,26369,26671,13971,46267.0,7344000.0
2011-06-01,26669,27093,26499,26671,9180,46267.0,7344000.0
2011-06-02,26671,26835,26370,26713,9811,46341.0,7344000.0
2011-06-03,26711,26964,25906,26247,16837,45533.0,7344000.0
2011-06-07,26075,27257,25864,26459,12852,45900.0,7344000.0
2011-06-08,27519,27519,26290,26332,6409,45680.0,7344000.0
2011-06-09,26327,28573,26327,27052,33899,46928.0,7344000.0
2011-06-10,27728,27939,26833,27306,10249,47369.0,7344000.0
2011-06-13,27304,27851,27094,27094,7030,47002.0,7344000.0
2011-06-14,27094,27682,26753,26925,7190,46708.0,7344000.0
2011-06-15,26884,27602,26755,26967,7162,46781.0,7344000.0
2011-06-16,27004,27517,26751,27094,5493,47002.0,7344000.0
2011-06-17,27596,28272,27002,27009,15925,46855.0,7344000.0
2011-06-20,26751,27679,26246,27306,16000,47369.0,7344000.0
2011-06-21,28104,28104,26670,27517,5990,47736.0,7344000.0
2011-06-22,28025,28025,27096,27602,3744,47883.0,7344000.0
2011-06-23,27514,28060,27214,27644,9456,47956.0,7344000.0
2011-06-24,28365,28365,27730,27771,8853,48177.0,7344000.0
2011-06-27,27853,29464,27853,28449,16267,49352.0,7344000.0
2011-06-28,28787,28909,27729,28364,13144,49205.0,7344000.0
2011-06-29,28656,28656,27769,27941,6260,48470.0,7344000.0
2011-06-30,28152,28527,27639,28364,5900,49205.0,7344000.0
2011-07-01,28907,28907,28101,28491,10500,49425.0,7344000.0
2011-07-04,28488,31410,28488,30354,144024,52656.0,7344000.0
2011-07-05,30347,31023,29036,30184,31091,52363.0,7344000.0
2011-07-06,30480,30480,29675,30057,36100,52142.0,7344000.0
2011-07-07,33021,34544,33021,34545,191396,59927.0,7344000.0
2011-07-08,38946,38946,35088,37254,762448,64627.0,7344000.0
2011-07-11,35643,36320,31792,31793,305466,55153.0,7344000.0
2011-07-12,31791,31791,29845,30269,129775,52510.0,7344000.0
2011-07-13,30307,30519,29290,29592,78833,51335.0,7344000.0
2011-07-14,29582,30053,28572,29973,74695,51996.0,7344000.0
2011-07-15,30308,30308,29202,29803,28631,51702.0,7344000.0
2011-07-18,30059,30141,29001,29295,48416,50820.0,7344000.0
2011-07-19,29375,29635,28870,29041,32977,50380.0,7344000.0
2011-07-20,29163,29375,28953,29041,55204,50380.0,7344000.0
2011-07-21,29037,29290,28143,28322,43384,49131.0,7344000.0
2011-07-22,28148,28947,28148,28703,27570,49792.0,7344000.0
2011-07-25,28866,28866,27889,28068,27891,48691.0,7344000.0
2011-07-26,28065,28660,27772,28237,20522,48984.0,7344000.0
2011-07-27,28445,28698,28192,28576,21940,49572.0,7344000.0
2011-07-28,28529,29547,28065,29084,40835,50453.0,7344000.0
2011-07-29,29080,29462,28656,29211,29734,50674.0,7344000.0
2011-08-01,29251,29716,29251,29465,20530,51114.0,7344000.0
2011-08-02,29459,29459,28483,28491,28340,49425.0,7344000.0
2011-08-03,27638,28314,27556,28110,17030,48764.0,7344000.0
2011-08-04,28101,28401,27637,27644,18611,47956.0,7344000.0
2011-08-05,26201,26460,23538,25909,33430,44945.0,7344000.0
2011-08-08,25398,26496,23705,24088,28701,41787.0,7344000.0
2011-08-09,23362,23404,20481,22141,53935,38409.0,7344000.0
2011-08-10,22597,23997,22174,23411,22113,40612.0,7344000.0
2011-08-11,22178,23537,21249,23538,15010,40833.0,7344000.0
2011-08-12,23616,25398,23363,24088,20362,41787.0,7344000.0
2011-08-16,24170,26622,24170,25401,19140,44064.0,7344000.0
2011-08-17,25352,25441,24554,24977,17561,43330.0,7344000.0
2011-08-18,25352,25352,23918,23919,18290,41494.0,7344000.0
2011-08-19,23750,24132,22650,23369,29191,40539.0,7344000.0
2011-08-22,23492,23704,22434,23411,6740,40612.0,7344000.0
2011-08-23,23872,24596,23326,24596,6660,42669.0,7344000.0
2011-08-24,24884,25396,23997,24469,9000,42448.0,7344000.0
2011-08-25,24928,25269,24169,24723,15750,42889.0,7344000.0
2011-08-26,24715,24975,24210,24512,7360,42522.0,7344000.0
2011-08-29,24464,25189,24464,24977,10061,43330.0,7344000.0
2011-08-30,25190,25565,24425,24596,8380,42669.0,7344000.0
2011-08-31,24674,25056,24250,24681,5680,42816.0,7344000.0
2011-09-01,25098,25351,24675,25358,14100,43991.0,7344000.0
2011-09-02,24716,25734,24716,25401,10850,44064.0,7344000.0
2011-09-05,24169,24928,24169,24723,5760,42889.0,7344000.0
2011-09-06,24170,25188,23577,24131,10090,41861.0,7344000.0
2011-09-07,24764,24928,23658,24766,12440,42962.0,7344000.0
2011-09-08,25270,25270,24464,25189,8760,43697.0,7344000.0
2011-09-09,25944,25944,24885,25316,17030,43917.0,7344000.0
2011-09-14,25269,26033,24422,24512,12350,42522.0,7344000.0
2011-09-15,24634,25399,24293,24342,9782,42228.0,7344000.0
2011-09-16,24381,25398,24381,25147,11888,43623.0,7344000.0
2011-09-19,25097,25820,24974,25316,8800,43917.0,7344000.0
2011-09-20,25308,26032,25096,25528,8310,44284.0,7344000.0
2011-09-21,25399,26246,25399,26036,8290,45166.0,7344000.0
2011-09-22,25614,25826,24979,25485,5101,44211.0,7344000.0
2011-09-23,24555,25231,23538,23580,19846,40906.0,7344000.0
2011-09-26,23577,24341,21589,21591,17395,37454.0,7344000.0
2011-09-27,21713,22730,21591,22056,11010,38262.0,7344000.0
2011-09-28,21966,22730,21885,22056,11072,38262.0,7344000.0
2011-09-29,21962,22685,21627,22564,9530,39144.0,7344000.0
2011-09-30,22809,25819,22597,24469,14650,42448.0,7344000.0
2011-10-04,22981,24462,22981,24088,9960,41787.0,7344000.0
2011-10-05,24128,24715,23282,24088,5030,41787.0,7344000.0
2011-10-06,24082,24717,23918,23919,11992,41494.0,7344000.0
2011-10-07,23918,24764,23918,24554,4302,42595.0,7344000.0
2011-10-10,24339,24339,23745,24046,5740,41714.0,7344000.0
2011-10-11,24082,24170,23324,23919,15517,41494.0,7344000.0
2011-10-12,23534,23705,23070,23665,15492,41053.0,7344000.0
2011-10-13,23536,23999,23536,23707,10780,41126.0,7344000.0
2011-10-14,23705,23705,23111,23665,10622,41053.0,7344000.0
2011-10-17,23618,24341,23494,23919,17314,41494.0,7344000.0
2011-10-18,23579,23920,23285,23580,10420,40906.0,7344000.0
2011-10-19,24594,24716,23283,23496,8100,40759.0,7344000.0
2011-10-20,23872,23872,22943,23115,16052,40098.0,7344000.0
2011-10-21,23616,23868,23282,23877,15978,41420.0,7344000.0
2011-10-24,23872,24677,23789,24173,4340,41934.0,7344000.0
2011-10-25,24764,24804,24293,24723,13739,42889.0,7344000.0
2011-10-26,24763,28403,24763,27898,84723,48397.0,7344000.0
2011-10-27,27891,28314,24887,25358,50873,43991.0,7344000.0
2011-10-28,28995,29118,26538,29126,83353,50527.0,7344000.0
2011-10-31,29211,33486,27682,27983,332972,48544.0,7344000.0
2011-11-01,27728,28192,26793,27941,64162,48470.0,7344000.0
2011-11-02,26922,29162,26581,28364,35697,49205.0,7344000.0
2011-11-03,28195,32599,27560,30565,129174,53024.0,7344000.0
2011-11-04,31662,31662,29675,30100,50680,52216.0,7344000.0
2011-11-07,30391,30391,27469,29634,53210,51408.0,7344000.0
2011-11-08,30311,30311,29253,29719,45460,51555.0,7344000.0
2011-11-09,29845,29845,28574,28999,18742,50306.0,7344000.0
2011-11-10,27178,28701,27178,28025,30650,48617.0,7344000.0
2011-11-11,28362,28362,27728,27941,18210,48470.0,7344000.0
2011-11-14,27982,28447,27306,28406,33981,49278.0,7344000.0
2011-11-15,27979,28573,27678,27687,16111,48030.0,7344000.0
2011-11-16,27643,27643,26755,26755,29413,46414.0,7344000.0
2011-11-17,26750,27345,26457,26628,12570,46194.0,7344000.0
2011-11-18,25439,26832,25439,25993,16340,45092.0,7344000.0
2011-11-21,26079,26625,25444,25697,14459,44578.0,7344000.0
2011-11-22,25611,26246,25399,26036,12791,45166.0,7344000.0
2011-11-23,25614,26373,24850,24850,24613,43109.0,7344000.0
2011-11-24,24850,25403,24344,24850,7647,43109.0,7344000.0
2011-11-25,24714,25266,23914,24469,20550,42448.0,7344000.0
2011-11-28,24551,25186,23705,24512,14097,42522.0,7344000.0
2011-11-29,25402,25402,24507,24808,13183,43036.0,7344000.0
2011-11-30,24132,24978,24132,24596,11580,42669.0,7344000.0
2011-12-01,24634,25398,24634,25147,15359,43623.0,7344000.0
2011-12-02,25355,25402,24767,25274,11851,43844.0,7344000.0
2011-12-05,25189,25230,24765,24977,12660,43330.0,7344000.0
2011-12-06,25142,25189,24766,25020,7380,43403.0,7344000.0
2011-12-07,24978,25190,24555,24639,26850,42742.0,7344000.0
2011-12-08,24596,25737,24343,24639,16897,42742.0,7344000.0
2011-12-09,24977,25271,24342,24977,19369,43330.0,7344000.0
2011-12-12,24976,25482,24716,24766,22333,42962.0,7344000.0
2011-12-13,24420,24631,24127,24258,20270,42081.0,7344000.0
2011-12-14,24253,24977,23960,24977,28841,43330.0,7344000.0
2011-12-15,25403,26201,24426,24427,39437,42375.0,7344000.0
2011-12-16,24423,24554,24041,24554,17607,42595.0,7344000.0
2011-12-19,24128,24380,23282,24088,15350,41787.0,7344000.0
2011-12-20,24253,24253,23235,23496,14080,40759.0,7344000.0
2011-12-21,24718,24718,23960,24173,7846,41934.0,7344000.0
2011-12-22,23959,24423,23788,24131,11630,41861.0,7344000.0
2011-12-23,23871,24764,23871,24554,13176,42595.0,7344000.0
2011-12-26,24763,25480,24551,24935,19740,43256.0,7344000.0
2011-12-27,25137,25137,24126,24469,11872,42448.0,7344000.0
2011-12-28,24974,26195,24926,26163,59165,45386.0,7344000.0
2011-12-29,26154,26154,24168,24893,34494,43183.0,7344000.0
2012-01-02,24804,25398,24804,25147,15310,43623.0,7344000.0
2012-01-03,24979,25062,24768,24850,19128,43109.0,7344000.0
2012-01-04,24845,26155,24845,25782,51460,44725.0,7344000.0
2012-01-05,25948,26289,25443,25909,31480,44945.0,7344000.0
