코오롱플라스틱(138490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-08-10,6399,6408,5834,5930,1075710,179800.0,29000000.0
2011-08-11,5452,6054,5366,5883,580004,178350.0,29000000.0
2011-08-12,6112,6399,5997,6141,742292,186180.0,29000000.0
2011-08-16,6475,6963,6332,6944,752802,210540.0,29000000.0
2011-08-17,6944,7460,6705,7203,812480,218370.0,29000000.0
2011-08-18,7757,7881,7001,7270,984327,220400.0,29000000.0
2011-08-19,6705,7154,6504,7107,930250,215470.0,29000000.0
2011-08-22,7403,7508,7106,7203,684910,218370.0,29000000.0
2011-08-23,7212,7374,6896,7270,584951,220400.0,29000000.0
2011-08-24,7374,7374,6724,6830,490904,207060.0,29000000.0
2011-08-25,6934,7020,6475,6476,384424,196330.0,29000000.0
2011-08-26,6360,6475,5930,6246,685805,189370.0,29000000.0
2011-08-29,6418,6743,6332,6667,435233,202130.0,29000000.0
2011-08-30,6724,6829,6533,6543,359285,198360.0,29000000.0
2011-08-31,6552,6791,6504,6715,261475,203580.0,29000000.0
2011-09-01,6791,6906,6475,6514,338948,197490.0,29000000.0
2011-09-02,6418,6513,6265,6323,354154,191690.0,29000000.0
2011-09-05,6169,6284,5930,5950,252175,180380.0,29000000.0
2011-09-06,5681,6169,5681,5863,190007,177770.0,29000000.0
2011-09-07,6112,6169,6026,6093,196169,184730.0,29000000.0
2011-09-08,6284,6284,5911,6026,138295,182700.0,29000000.0
2011-09-09,6026,6112,5930,5959,98292,180670.0,29000000.0
2011-09-14,5959,5968,5710,5710,185526,173130.0,29000000.0
2011-09-15,5767,5863,4935,5261,994044,159500.0,29000000.0
2011-09-16,5280,5404,5136,5242,648574,158920.0,29000000.0
2011-09-19,5299,5595,5270,5318,326844,161240.0,29000000.0
2011-09-20,5260,5346,5126,5299,212682,160660.0,29000000.0
2011-09-21,5308,5490,5308,5433,220547,164720.0,29000000.0
2011-09-22,5174,5299,5146,5203,181194,157760.0,29000000.0
2011-09-23,4935,5012,4706,4735,261214,143550.0,29000000.0
2011-09-26,4744,4849,4046,4304,384933,130500.0,29000000.0
2011-09-27,4390,4596,4156,4314,468582,130790.0,29000000.0
2011-09-28,4423,4524,4304,4304,248817,130500.0,29000000.0
2011-09-29,4304,4524,4203,4467,219122,135430.0,29000000.0
2011-09-30,4495,5012,4400,4945,287153,149930.0,29000000.0
2011-10-04,4610,4945,4505,4945,211615,149930.0,29000000.0
2011-10-05,5060,5060,4710,4716,238573,142970.0,29000000.0
2011-10-06,4906,5060,4840,4878,261570,147900.0,29000000.0
2011-10-07,5021,5060,4916,4974,151920,150800.0,29000000.0
2011-10-10,4973,5126,4935,5060,163576,153410.0,29000000.0
2011-10-11,5251,5260,5031,5070,208010,153700.0,29000000.0
2011-10-12,4993,5098,4887,4983,169532,151090.0,29000000.0
2011-10-13,5060,5624,5050,5395,691140,163560.0,29000000.0
2011-10-14,5394,5423,5193,5357,238269,162400.0,29000000.0
2011-10-17,5500,5547,5366,5423,186810,164430.0,29000000.0
2011-10-18,5270,5337,5136,5203,158787,157760.0,29000000.0
2011-10-19,5280,5280,5117,5127,146749,155440.0,29000000.0
2011-10-20,5117,5251,4916,4917,172319,149060.0,29000000.0
2011-10-21,5012,5050,4964,5022,74242,152250.0,29000000.0
2011-10-24,5136,5413,5088,5318,201822,161240.0,29000000.0
2011-10-25,5433,5442,5203,5318,168673,161240.0,29000000.0
2011-10-26,5174,5385,5174,5318,122993,161240.0,29000000.0
2011-10-27,5452,5815,5423,5682,533253,172260.0,29000000.0
2011-10-28,5882,5882,5557,5596,240467,169650.0,29000000.0
2011-10-31,5595,5700,5500,5586,174830,169360.0,29000000.0
2011-11-01,5452,5739,5413,5663,210946,171680.0,29000000.0
2011-11-02,5413,5576,5366,5529,134452,167620.0,29000000.0
2011-11-03,5566,5681,5452,5577,135335,169070.0,29000000.0
2011-11-04,5643,5882,5633,5710,256617,173130.0,29000000.0
2011-11-07,5739,6284,5643,6170,769501,187050.0,29000000.0
2011-11-08,6255,6255,5987,6055,325194,183570.0,29000000.0
2011-11-09,6093,6140,5959,6007,222196,182120.0,29000000.0
2011-11-10,5739,5748,5452,5452,332481,165300.0,29000000.0
2011-11-11,5576,5930,5528,5930,276111,179800.0,29000000.0
2011-11-14,6006,6102,5844,5844,283821,177190.0,29000000.0
2011-11-15,5786,5940,5710,5911,240585,179220.0,29000000.0
2011-11-16,5940,6150,5767,5806,458133,176030.0,29000000.0
2011-11-17,5815,6064,5720,6055,246861,183570.0,29000000.0
2011-11-18,5940,6054,5873,5997,265393,181830.0,29000000.0
2011-11-21,5997,5997,5720,5816,206542,176320.0,29000000.0
2011-11-22,5653,5892,5595,5863,137313,177770.0,29000000.0
2011-11-23,5997,6112,5662,5710,286238,173130.0,29000000.0
2011-11-24,5452,5519,5155,5452,363348,165300.0,29000000.0
2011-11-25,5366,5433,5031,5060,301102,153410.0,29000000.0
2011-11-28,5117,5327,4993,5165,209790,156600.0,29000000.0
2011-11-29,5193,5280,5107,5213,147344,158050.0,29000000.0
2011-11-30,5136,5222,4438,5070,303220,153700.0,29000000.0
2011-12-01,5222,5318,5107,5194,330487,157470.0,29000000.0
2011-12-02,5193,5337,5060,5261,187008,159500.0,29000000.0
2011-12-05,5260,5413,5193,5404,180302,163850.0,29000000.0
2011-12-06,5433,5557,5394,5481,201074,166170.0,29000000.0
2011-12-07,5480,5499,5318,5490,122660,166460.0,29000000.0
2011-12-08,5509,5538,5375,5481,69294,166170.0,29000000.0
2011-12-09,5289,5490,5241,5290,104657,160370.0,29000000.0
2011-12-12,5385,5633,5260,5404,198240,163850.0,29000000.0
2011-12-13,5366,5490,5270,5357,100071,162400.0,29000000.0
2011-12-14,5308,5442,5213,5357,83652,162400.0,29000000.0
2011-12-15,5193,5318,5146,5184,53923,157180.0,29000000.0
2011-12-16,5260,5260,5060,5165,91591,156600.0,29000000.0
2011-12-19,5079,5098,4610,4917,157252,149060.0,29000000.0
2011-12-20,4840,5012,4820,4897,56862,148480.0,29000000.0
2011-12-21,4973,5088,4935,5012,143648,151960.0,29000000.0
2011-12-22,4983,5021,4897,4897,96258,148480.0,29000000.0
2011-12-23,4897,4983,4897,4945,51839,149930.0,29000000.0
2011-12-26,5050,5050,4859,4888,74503,148190.0,29000000.0
2011-12-27,4801,4916,4768,4850,140558,147030.0,29000000.0
2011-12-28,4849,4916,4777,4850,73425,147030.0,29000000.0
2011-12-29,4859,4935,4782,4936,83443,149640.0,29000000.0
2012-01-02,4887,4935,4830,4907,51084,148770.0,29000000.0
2012-01-03,4926,4945,4782,4888,136972,148190.0,29000000.0
2012-01-04,4916,4926,4782,4830,106966,146450.0,29000000.0
2012-01-05,4811,4906,4782,4878,103801,147900.0,29000000.0
2012-01-06,4878,5098,4820,5070,141466,153700.0,29000000.0
2012-01-09,5146,5318,5002,5213,255779,158050.0,29000000.0
2012-01-10,5079,5452,5079,5357,247997,162400.0,29000000.0
2012-01-11,5366,5873,5289,5490,516014,166460.0,29000000.0
2012-01-12,5538,5538,5356,5500,109020,166750.0,29000000.0
2012-01-13,5442,5509,5318,5347,199845,162110.0,29000000.0
2012-01-16,5337,5337,5146,5251,107170,159210.0,29000000.0
2012-01-17,5213,5337,5213,5242,60656,158920.0,29000000.0
2012-01-18,5337,5337,5136,5203,119497,157760.0,29000000.0
2012-01-19,5299,5308,5146,5175,153875,156890.0,29000000.0
2012-01-20,5203,5490,5184,5404,372097,163850.0,29000000.0
2012-01-25,5404,5538,5327,5404,171609,163850.0,29000000.0
2012-01-26,5519,5519,5346,5414,90651,164140.0,29000000.0
2012-01-27,5423,5566,5375,5481,189190,166170.0,29000000.0
2012-01-30,5509,5566,5346,5347,150870,162110.0,29000000.0
2012-01-31,5346,5442,5299,5366,85783,162690.0,29000000.0
2012-02-01,5366,5586,5356,5557,281954,168490.0,29000000.0
2012-02-02,5595,5691,5500,5605,291463,169940.0,29000000.0
2012-02-03,5614,5681,5528,5586,152544,169360.0,29000000.0
2012-02-06,5653,5662,5356,5385,252124,163270.0,29000000.0
2012-02-07,5385,5442,5318,5433,129016,164720.0,29000000.0
2012-02-08,5566,6246,5538,6007,2210134,182120.0,29000000.0
2012-02-09,5949,6160,5892,6083,505738,184440.0,29000000.0
2012-02-10,6169,6169,5892,5921,359918,179510.0,29000000.0
2012-02-13,6150,6743,6073,6409,1691297,194300.0,29000000.0
2012-02-14,6427,6523,6226,6351,526410,192560.0,29000000.0
2012-02-15,6399,6494,6284,6313,316800,191400.0,29000000.0
2012-02-16,6226,6408,6131,6217,297566,188500.0,29000000.0
2012-02-17,6236,6389,6236,6361,318000,192850.0,29000000.0
2012-02-20,6360,6858,6360,6820,894928,206770.0,29000000.0
2012-02-21,6829,7106,6705,7002,623153,212280.0,29000000.0
2012-02-22,7020,7317,6733,6801,791985,206190.0,29000000.0
2012-02-23,6963,7106,6791,6801,375966,206190.0,29000000.0
2012-02-24,6963,6973,6753,6897,304463,209090.0,29000000.0
2012-02-27,6963,6963,6733,6743,237955,204450.0,29000000.0
2012-02-28,6791,6877,6542,6543,315100,198360.0,29000000.0
2012-02-29,6657,6973,6571,6887,388781,208800.0,29000000.0
2012-03-02,6886,7059,6800,6887,332275,208800.0,29000000.0
2012-03-05,7173,7231,7001,7164,663220,217210.0,29000000.0
2012-03-06,7164,7183,6896,7078,283908,214600.0,29000000.0
2012-03-07,6886,7221,6858,7078,330504,214600.0,29000000.0
2012-03-08,7078,7183,6953,7021,231594,212860.0,29000000.0
2012-03-09,7097,7279,6963,7231,327474,219240.0,29000000.0
2012-03-12,7298,7460,7164,7413,462625,224750.0,29000000.0
2012-03-13,7489,7891,7470,7738,903254,234610.0,29000000.0
2012-03-14,7795,7958,7633,7738,639174,234610.0,29000000.0
2012-03-15,7814,7814,7537,7614,401679,230840.0,29000000.0
2012-03-16,7747,7814,7604,7738,305007,234610.0,29000000.0
2012-03-19,7824,7843,7604,7604,191177,230550.0,29000000.0
2012-03-20,7604,7604,7336,7337,334173,222430.0,29000000.0
2012-03-21,7231,7690,7173,7652,250587,232000.0,29000000.0
2012-03-22,7652,7747,7413,7413,165221,224750.0,29000000.0
2012-03-23,7365,7652,7307,7652,304869,232000.0,29000000.0
2012-03-26,7671,7881,7671,7710,251112,233740.0,29000000.0
2012-03-27,7766,7929,7633,7891,339570,239250.0,29000000.0
2012-03-28,7929,7996,7728,7729,176938,234320.0,29000000.0
2012-03-29,7633,7977,7508,7930,292824,240410.0,29000000.0
2012-03-30,7891,8235,7862,8150,462828,247080.0,29000000.0
2012-04-02,8245,8264,8053,8063,177232,244470.0,29000000.0
2012-04-03,8140,8321,8025,8207,353865,248820.0,29000000.0
2012-04-04,8264,8742,8216,8398,663517,254620.0,29000000.0
2012-04-05,8245,8675,8235,8628,379575,261580.0,29000000.0
2012-04-06,8685,8761,8474,8590,221911,260420.0,29000000.0
2012-04-09,8656,8742,8493,8494,169680,257520.0,29000000.0
2012-04-10,8513,8589,8063,8083,507004,245050.0,29000000.0
2012-04-12,7958,8034,7489,7729,529713,234320.0,29000000.0
2012-04-13,7920,8312,7862,8130,282472,246500.0,29000000.0
2012-04-16,8044,8407,8015,8341,181576,252880.0,29000000.0
2012-04-17,8465,8465,8168,8226,161480,249400.0,29000000.0
2012-04-18,8369,8388,8073,8102,206809,245630.0,29000000.0
2012-04-19,8082,8140,7833,8083,183455,245050.0,29000000.0
2012-04-20,8273,8503,7900,7901,287746,239540.0,29000000.0
2012-04-23,7757,7891,7365,7423,403561,225040.0,29000000.0
2012-04-24,7269,7757,7240,7528,221543,228230.0,29000000.0
2012-04-25,7661,7671,7413,7451,144185,225910.0,29000000.0
2012-04-26,7642,7652,7432,7480,99414,226780.0,29000000.0
2012-04-27,7508,7594,7212,7537,256378,228520.0,29000000.0
2012-04-30,7747,7747,7460,7652,138695,232000.0,29000000.0
2012-05-02,7652,7671,7384,7394,237225,224170.0,29000000.0
2012-05-03,7393,7518,7173,7461,110610,226200.0,29000000.0
2012-05-04,7546,7728,7413,7700,145681,233450.0,29000000.0
2012-05-07,7623,7690,7508,7528,81166,228230.0,29000000.0
2012-05-08,7642,7642,7432,7470,80884,226490.0,29000000.0
2012-05-09,7336,7518,7288,7365,110920,223300.0,29000000.0
2012-05-10,7298,7556,7298,7461,76198,226200.0,29000000.0
2012-05-11,7470,7652,7470,7557,144051,229100.0,29000000.0
2012-05-14,7556,7786,7508,7719,186322,234030.0,29000000.0
2012-05-15,7613,7700,7106,7662,517446,232290.0,29000000.0
2012-05-16,7451,7546,6820,6820,304830,206770.0,29000000.0
2012-05-17,6820,7126,6810,7030,166960,213150.0,29000000.0
2012-05-18,6791,6973,6590,6906,177705,209380.0,29000000.0
2012-05-21,6973,7078,6820,6906,87921,209380.0,29000000.0
2012-05-22,7173,7173,6982,7030,56817,213150.0,29000000.0
2012-05-23,7030,7059,6762,6887,102380,208800.0,29000000.0
2012-05-24,6848,6934,6714,6782,82638,205610.0,29000000.0
2012-05-25,6791,6877,6542,6686,173259,202710.0,29000000.0
2012-05-29,6772,6839,6580,6830,132250,207060.0,29000000.0
2012-05-30,7269,7269,6714,6715,184749,203580.0,29000000.0
2012-05-31,6504,6934,6456,6801,179434,206190.0,29000000.0
2012-06-01,6733,6800,6590,6600,113302,200100.0,29000000.0
2012-06-04,6217,6408,6102,6198,130355,187920.0,29000000.0
2012-06-05,6246,6303,6093,6093,121148,184730.0,29000000.0
2012-06-07,6217,6380,6198,6342,177199,192270.0,29000000.0
2012-06-08,6466,6466,6121,6122,84763,185600.0,29000000.0
2012-06-11,6179,6293,6112,6131,134210,185890.0,29000000.0
2012-06-12,6073,6102,5920,5930,257041,179800.0,29000000.0
2012-06-13,6016,6016,5700,5758,306451,174580.0,29000000.0
2012-06-14,5758,5796,5528,5643,370888,171100.0,29000000.0
2012-06-15,5815,6102,5748,6026,543892,182700.0,29000000.0
2012-06-18,6112,6274,6073,6141,303199,186180.0,29000000.0
2012-06-19,6121,6236,6026,6189,140870,187630.0,29000000.0
2012-06-20,6265,6265,6140,6170,73157,187050.0,29000000.0
2012-06-21,6160,6313,6140,6303,167854,191110.0,29000000.0
2012-06-22,6217,6370,6169,6256,104712,189660.0,29000000.0
2012-06-25,6255,6370,6169,6303,76065,191110.0,29000000.0
2012-06-26,6303,6341,6198,6217,67850,188500.0,29000000.0
2012-06-27,6217,6322,6131,6265,94437,189950.0,29000000.0
2012-06-28,6313,6341,6160,6313,73910,191400.0,29000000.0
2012-06-29,6303,6351,6255,6313,67875,191400.0,29000000.0
2012-07-02,6408,6408,6341,6361,73570,192850.0,29000000.0
2012-07-03,6360,6427,6274,6313,98483,191400.0,29000000.0
2012-07-04,6322,6408,6217,6409,124864,194300.0,29000000.0
2012-07-05,6380,6427,6332,6332,90661,191980.0,29000000.0
2012-07-06,6341,6351,6179,6294,113764,190820.0,29000000.0
2012-07-09,6169,6274,6169,6217,55995,188500.0,29000000.0
2012-07-10,6217,6265,6160,6208,36722,188210.0,29000000.0
2012-07-11,6131,6217,6112,6208,77212,188210.0,29000000.0
2012-07-12,6169,6293,6026,6026,67876,182700.0,29000000.0
2012-07-13,6026,6265,5844,6246,87218,189370.0,29000000.0
2012-07-16,6332,6332,6150,6208,49440,188210.0,29000000.0
2012-07-17,6255,6255,5920,6189,141020,187630.0,29000000.0
2012-07-18,6169,6169,5978,5988,95440,181540.0,29000000.0
2012-07-19,6035,6150,5920,5997,95723,181830.0,29000000.0
2012-07-20,6121,6121,6026,6122,61340,185600.0,29000000.0
2012-07-23,5997,6160,5978,6160,59980,186760.0,29000000.0
2012-07-24,6112,6217,6035,6198,60713,187920.0,29000000.0
2012-07-25,6198,6198,5987,5988,61240,181540.0,29000000.0
2012-07-26,6083,6112,5987,6083,37032,184440.0,29000000.0
2012-07-27,6121,6179,5978,6112,68532,185310.0,29000000.0
2012-07-30,6160,6160,5997,6036,45771,182990.0,29000000.0
2012-07-31,5997,6083,5978,6064,56800,183860.0,29000000.0
2012-08-01,6054,6102,5968,6007,59242,182120.0,29000000.0
2012-08-02,6035,6093,5940,5950,49951,180380.0,29000000.0
2012-08-03,5882,5997,5882,5969,39210,180960.0,29000000.0
2012-08-06,5940,6073,5882,6036,118270,182990.0,29000000.0
2012-08-07,5987,6102,5940,6007,51109,182120.0,29000000.0
2012-08-08,6035,6121,5959,5978,87100,181250.0,29000000.0
2012-08-09,6026,6073,5834,5911,297764,179220.0,29000000.0
2012-08-10,5930,6016,5911,6007,102140,182120.0,29000000.0
2012-08-13,6016,6054,5920,5997,87837,181830.0,29000000.0
2012-08-14,5959,6026,5528,5529,678762,167620.0,29000000.0
2012-08-16,5557,5767,5500,5739,381369,174000.0,29000000.0
2012-08-17,5786,5786,5710,5758,117631,174580.0,29000000.0
2012-08-20,5739,5796,5681,5758,109352,174580.0,29000000.0
2012-08-21,5767,5767,5633,5653,146450,171390.0,29000000.0
2012-08-22,5662,5691,5566,5586,157987,169360.0,29000000.0
2012-08-23,5557,5672,5500,5605,197175,169940.0,29000000.0
2012-08-24,5547,5643,5519,5548,113184,168200.0,29000000.0
2012-08-27,5586,5586,5500,5500,104674,166750.0,29000000.0
2012-08-28,5471,5547,5433,5538,137836,167910.0,29000000.0
2012-08-29,5566,5566,5490,5500,82505,166750.0,29000000.0
2012-08-30,5528,5557,5480,5538,74445,167910.0,29000000.0
2012-08-31,5538,5538,5480,5510,76034,167040.0,29000000.0
2012-09-03,5500,5500,5213,5261,245103,159500.0,29000000.0
2012-09-04,5299,5337,5260,5299,129831,160660.0,29000000.0
2012-09-05,5299,5299,5040,5070,263299,153700.0,29000000.0
2012-09-06,5079,5117,4964,5012,137985,151960.0,29000000.0
2012-09-07,5069,5126,4973,5117,164936,155150.0,29000000.0
2012-09-10,5069,5174,5050,5127,118729,155440.0,29000000.0
2012-09-11,5117,5729,5098,5730,652997,173710.0,29000000.0
2012-09-12,5786,5959,5605,5930,603972,179800.0,29000000.0
2012-09-13,5863,6083,5863,5911,301020,179220.0,29000000.0
2012-09-14,6045,6045,5672,5873,260037,178060.0,29000000.0
2012-09-17,5920,5940,5700,5701,224060,172840.0,29000000.0
2012-09-18,5662,5834,5614,5816,161014,176320.0,29000000.0
2012-09-19,5815,6102,5739,5988,252683,181540.0,29000000.0
2012-09-20,6083,6188,5997,5997,392708,181830.0,29000000.0
2012-09-21,5997,6006,5796,5911,200790,179220.0,29000000.0
2012-09-24,5968,6035,5825,5844,152208,177190.0,29000000.0
2012-09-25,5873,5920,5767,5787,97412,175450.0,29000000.0
2012-09-26,5739,5815,5672,5691,108982,172550.0,29000000.0
2012-09-27,5739,5739,5509,5691,108965,172550.0,29000000.0
2012-09-28,5739,5748,5614,5701,89842,172840.0,29000000.0
2012-10-02,5653,5729,5547,5615,129153,170230.0,29000000.0
2012-10-04,5576,5633,5500,5615,161181,170230.0,29000000.0
2012-10-05,5624,5786,5614,5739,105391,174000.0,29000000.0
2012-10-08,5825,5825,5624,5672,76297,171970.0,29000000.0
2012-10-09,5720,6016,5700,5978,391210,181250.0,29000000.0
2012-10-10,5911,5997,5863,5902,112515,178930.0,29000000.0
2012-10-11,5901,6035,5834,5978,203191,181250.0,29000000.0
2012-10-12,5978,6045,5786,5825,135539,176610.0,29000000.0
2012-10-15,5844,5844,5528,5634,223779,170810.0,29000000.0
2012-10-16,5662,5729,5519,5643,88091,171100.0,29000000.0
2012-10-17,5662,5681,5538,5605,149125,169940.0,29000000.0
2012-10-18,5767,6341,5720,6170,1109002,187050.0,29000000.0
2012-10-19,6293,6380,6160,6313,571775,191400.0,29000000.0
2012-10-22,6160,6446,6160,6418,481312,194590.0,29000000.0
2012-10-23,6485,6791,6466,6696,662320,203000.0,29000000.0
2012-10-24,6628,6992,6628,6696,568037,203000.0,29000000.0
2012-10-25,6714,6839,6590,6657,274915,201840.0,29000000.0
2012-10-26,6657,6705,6274,6361,317056,192850.0,29000000.0
2012-10-29,6380,6533,6150,6265,320593,189950.0,29000000.0
2012-10-30,6284,6858,6284,6810,405896,206480.0,29000000.0
2012-10-31,6963,7040,6666,6743,674699,204450.0,29000000.0
2012-11-01,6753,6820,6427,6457,461652,195750.0,29000000.0
2012-11-02,6571,6714,6475,6571,479941,199230.0,29000000.0
2012-11-05,6504,6504,6255,6351,435916,192560.0,29000000.0
2012-11-06,6265,6427,6265,6361,310642,192850.0,29000000.0
2012-11-07,6370,6437,6026,6103,567495,185020.0,29000000.0
2012-11-08,5930,6188,5930,6170,279964,187050.0,29000000.0
2012-11-09,6083,6188,5959,6093,184394,184730.0,29000000.0
2012-11-12,6121,6494,6093,6495,468753,196910.0,29000000.0
2012-11-13,6552,6628,6179,6275,339683,190240.0,29000000.0
2012-11-14,6313,6456,6274,6323,252783,191690.0,29000000.0
2012-11-15,6198,6341,6054,6083,245484,184440.0,29000000.0
2012-11-16,6006,6121,5413,5433,688171,164720.0,29000000.0
2012-11-19,5528,5691,5442,5538,187580,167910.0,29000000.0
2012-11-20,5643,5806,5566,5787,197618,175450.0,29000000.0
2012-11-21,5700,5930,5614,5691,181078,172550.0,29000000.0
2012-11-22,5739,5815,5643,5682,145817,172260.0,29000000.0
2012-11-23,5662,5786,5595,5643,132631,171100.0,29000000.0
2012-11-26,5691,5739,5519,5577,137511,169070.0,29000000.0
2012-11-27,5509,5643,5480,5529,140835,167620.0,29000000.0
2012-11-28,5519,5653,5519,5577,80796,169070.0,29000000.0
2012-11-29,5595,5815,5547,5739,202563,174000.0,29000000.0
2012-11-30,5710,5796,5681,5710,93798,173130.0,29000000.0
2012-12-03,5739,5777,5547,5577,127011,169070.0,29000000.0
2012-12-04,5528,5614,5404,5490,194174,166460.0,29000000.0
2012-12-05,5480,5509,5213,5261,357382,159500.0,29000000.0
2012-12-06,5299,5385,5270,5290,131980,160370.0,29000000.0
2012-12-07,5299,5366,5232,5280,123102,160080.0,29000000.0
2012-12-10,5184,5356,5184,5357,102560,162400.0,29000000.0
2012-12-11,5279,5480,5279,5357,146026,162400.0,29000000.0
2012-12-12,5404,5423,5318,5366,84844,162690.0,29000000.0
2012-12-13,5356,5442,5356,5404,91582,163850.0,29000000.0
2012-12-14,5394,5423,5327,5357,75151,162400.0,29000000.0
2012-12-17,5356,5385,5299,5309,87735,160950.0,29000000.0
2012-12-18,5308,5346,5184,5232,121660,158630.0,29000000.0
2012-12-20,5251,5299,5203,5203,72209,157760.0,29000000.0
2012-12-21,5203,5366,5193,5357,108599,162400.0,29000000.0
2012-12-24,5318,5413,5299,5347,61030,162110.0,29000000.0
2012-12-26,5366,5404,5337,5404,97470,163850.0,29000000.0
2012-12-27,5356,5404,5318,5347,56223,162110.0,29000000.0
2012-12-28,5356,5375,5251,5328,106211,161530.0,29000000.0
2013-01-02,5366,5413,5318,5404,120691,163850.0,29000000.0
2013-01-03,5452,5605,5423,5567,207870,168780.0,29000000.0
2013-01-04,5566,5633,5528,5548,88361,168200.0,29000000.0
2013-01-07,5595,5595,5394,5443,156529,165010.0,29000000.0
2013-01-08,5433,5519,5375,5404,120019,163850.0,29000000.0
2013-01-09,5404,5461,5385,5414,83915,164140.0,29000000.0
2013-01-10,5461,5461,5366,5385,115460,163270.0,29000000.0
2013-01-11,5394,5423,5251,5328,173431,161530.0,29000000.0
2013-01-14,5289,5299,5222,5232,115078,158630.0,29000000.0
2013-01-15,5232,5251,5146,5165,148807,156600.0,29000000.0
2013-01-16,5203,5203,5021,5060,196567,153410.0,29000000.0
2013-01-17,5098,5098,4983,5050,112453,153120.0,29000000.0
2013-01-18,5021,5136,5021,5127,82311,155440.0,29000000.0
2013-01-21,5136,5174,5107,5165,101430,156600.0,29000000.0
2013-01-22,5174,5174,5040,5108,161422,154860.0,29000000.0
2013-01-23,5136,5232,5107,5184,139959,157180.0,29000000.0
2013-01-24,5213,5232,5088,5089,89299,154280.0,29000000.0
2013-01-25,5069,5146,5021,5108,114152,154860.0,29000000.0
2013-01-28,5126,5126,4983,5022,105104,152250.0,29000000.0
2013-01-29,5031,5117,4954,4964,176223,150510.0,29000000.0
2013-01-30,4964,5002,4868,4936,177563,149640.0,29000000.0
2013-01-31,4935,5012,4887,4974,98677,150800.0,29000000.0
2013-02-01,4964,5012,4868,4907,151692,148770.0,29000000.0
2013-02-04,4906,4945,4792,4811,166296,145870.0,29000000.0
2013-02-05,4782,4878,4734,4859,90445,147320.0,29000000.0
2013-02-06,4849,4954,4849,4907,56973,148770.0,29000000.0
2013-02-07,4887,4906,4801,4878,89880,147900.0,29000000.0
2013-02-08,4906,4906,4811,4869,82593,147610.0,29000000.0
2013-02-12,4849,4906,4811,4840,102387,146740.0,29000000.0
2013-02-13,4811,4906,4811,4878,86611,147900.0,29000000.0
2013-02-14,4906,5050,4878,5031,160022,152540.0,29000000.0
2013-02-15,5050,5079,5021,5022,87350,152250.0,29000000.0
2013-02-18,5002,5040,4973,5022,65100,152250.0,29000000.0
2013-02-19,5021,5203,5021,5146,158502,156020.0,29000000.0
