대양금속(009190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-01-06,84881,85186,81649,84058,616690,36012.0,27282000.0
2004-01-07,84909,85208,73390,78964,1927858,33830.0,27282000.0
2004-01-08,80749,81651,77212,78645,833950,33693.0,27282000.0
2004-01-09,79787,80464,78512,78964,796630,33830.0,27282000.0
2004-01-12,77915,78818,76934,77690,399320,33284.0,27282000.0
2004-01-13,78333,78937,77053,77053,355438,33011.0,27282000.0
2004-01-14,76734,80198,76734,79600,381320,34102.0,27282000.0
2004-01-15,79169,80749,78188,78645,356440,33693.0,27282000.0
2004-01-16,77908,79787,76927,78964,457960,33830.0,27282000.0
2004-01-19,79468,80072,77511,78645,450850,33693.0,27282000.0
2004-01-20,78491,84589,78192,82785,3599186,35467.0,27282000.0
2004-01-26,83043,85000,81762,83421,2586926,35739.0,27282000.0
2004-01-27,85007,85306,81769,85013,1709836,36421.0,27282000.0
2004-01-28,84045,87582,82161,82466,2578340,35330.0,27282000.0
2004-01-29,79767,80444,78487,78645,1490688,33693.0,27282000.0
2004-01-30,78512,79488,76628,78964,1585810,33830.0,27282000.0
2004-02-02,78307,79283,78002,78008,549769,33420.0,27282000.0
2004-02-03,77624,77997,75137,75143,985375,32193.0,27282000.0
2004-02-04,75050,76629,74068,74824,595775,32056.0,27282000.0
2004-02-05,74454,74454,71594,72277,622794,30965.0,27282000.0
2004-02-06,72476,74360,72476,73232,403234,31374.0,27282000.0
2004-02-09,74193,79315,74193,77053,1016583,33011.0,27282000.0
2004-02-10,76927,79787,75951,78964,521990,33830.0,27282000.0
2004-02-11,80875,80875,76729,76735,473232,32875.0,27282000.0
2004-02-12,77046,82168,76442,78327,1572830,33557.0,27282000.0
2004-02-13,77510,80748,77510,79919,890024,34239.0,27282000.0
2004-02-16,81159,84622,80561,83421,1785270,35739.0,27282000.0
2004-02-17,84703,85306,81465,82148,706710,35194.0,27282000.0
2004-02-18,82640,82640,80084,80237,654200,34375.0,27282000.0
2004-02-19,80767,85206,80767,83103,2412072,35603.0,27282000.0
2004-02-20,83051,83429,80569,80874,779290,34648.0,27282000.0
2004-02-23,80755,81352,79773,81511,644050,34921.0,27282000.0
2004-02-24,80444,82029,78188,78645,672750,33693.0,27282000.0
2004-02-25,78214,79196,77537,77690,403154,33284.0,27282000.0
2004-02-26,76914,78499,76914,77372,450880,33148.0,27282000.0
2004-02-27,77211,80748,77211,79919,430770,34239.0,27282000.0
2004-03-02,80449,82936,79473,82785,810280,35467.0,27282000.0
2004-03-03,82441,82745,80562,82148,498920,35194.0,27282000.0
2004-03-04,83926,84603,82048,83103,855340,35603.0,27282000.0
2004-03-05,83057,85917,81477,83740,1273350,35876.0,27282000.0
2004-03-08,85292,86274,82737,84695,1465219,36285.0,27282000.0
2004-03-09,84881,85186,82027,84058,725150,36012.0,27282000.0
2004-03-10,82147,87867,82147,85013,1783180,36421.0,27282000.0
2004-03-11,83328,88072,81675,85969,2016670,36831.0,27282000.0
2004-03-12,86481,88360,73084,80237,2961190,34375.0,27282000.0
2004-03-15,79594,81179,78618,79600,697040,34102.0,27282000.0
2004-03-16,77618,80855,77618,79282,518660,33966.0,27282000.0
2004-03-17,79474,81352,79474,81511,961098,34921.0,27282000.0
2004-03-18,82135,82738,80555,80556,634660,34512.0,27282000.0
2004-03-19,80183,84323,79579,83421,1269891,35739.0,27282000.0
2004-03-22,87885,94891,87885,89471,5570581,38331.0,27282000.0
2004-03-23,89444,91024,85907,90426,1540250,38740.0,27282000.0
2004-03-24,89743,92304,88767,90426,1685305,38740.0,27282000.0
2004-03-25,90316,91895,83919,84377,1974991,36149.0,27282000.0
2004-03-26,87747,89332,86167,86924,1118801,37240.0,27282000.0
2004-03-29,87182,88463,85298,87561,1157175,37513.0,27282000.0
2004-03-30,87561,87860,82439,83421,955929,35739.0,27282000.0
2004-03-31,83314,91595,82338,85650,3971755,36694.0,27282000.0
2004-04-01,87853,87853,83414,84695,924990,36285.0,27282000.0
2004-04-02,84908,84908,82347,83103,677026,35603.0,27282000.0
2004-04-06,83727,85306,83428,85013,1121905,36421.0,27282000.0
2004-04-07,84913,86493,83932,85969,1175840,36831.0,27282000.0
2004-04-08,86307,86606,85027,85332,770750,36558.0,27282000.0
2004-04-09,85810,86182,82950,83103,644938,35603.0,27282000.0
2004-04-12,82758,84337,82758,83740,599590,35876.0,27282000.0
2004-04-13,83933,84914,81378,81829,446328,35057.0,27282000.0
2004-04-14,81484,83740,81185,82466,384987,35330.0,27282000.0
2004-04-16,81352,82633,81352,81511,236640,34921.0,27282000.0
2004-04-19,81159,83415,79878,80556,342810,34512.0,27282000.0
2004-04-20,82737,85597,82737,84695,1303520,36285.0,27282000.0
2004-04-21,86599,86599,83057,83740,918850,35876.0,27282000.0
2004-04-22,84999,89140,84017,87561,2310950,37513.0,27282000.0
2004-04-23,90420,90719,85902,87561,1356265,37513.0,27282000.0
2004-04-26,88363,91900,87759,88516,1402039,37922.0,27282000.0
2004-04-27,88184,90745,85623,86605,1074708,37104.0,27282000.0
2004-04-28,90413,97718,89138,91700,4869500,39286.0,27282000.0
2004-04-29,90060,94883,88481,94884,1698592,40650.0,27282000.0
2004-04-30,95735,99193,89637,89789,4354542,38468.0,27282000.0
2004-05-03,89630,95051,88349,91063,1996308,39013.0,27282000.0
2004-05-04,92622,93598,90439,90745,1555675,38877.0,27282000.0
2004-05-06,90055,93592,87872,89153,1458555,38195.0,27282000.0
2004-05-07,90618,94759,87758,92655,2353131,39695.0,27282000.0
2004-05-10,94448,99492,78794,86924,4122762,37240.0,27282000.0
2004-05-11,87779,90938,84614,88834,1673439,38058.0,27282000.0
2004-05-12,90048,92908,89145,90426,1460630,38740.0,27282000.0
2004-05-13,89451,90433,86292,89153,1519266,38195.0,27282000.0
2004-05-14,89054,92512,85816,85969,3032169,36831.0,27282000.0
2004-05-17,86620,88200,73888,77053,2011280,33011.0,27282000.0
2004-05-18,75149,78613,74173,76735,1028800,32875.0,27282000.0
2004-05-19,77510,83907,77510,79919,1833500,34239.0,27282000.0
2004-05-20,77624,78905,73856,75143,1163160,32193.0,27282000.0
2004-05-21,76437,77040,75156,75461,737350,32329.0,27282000.0
2004-05-24,76430,78613,76052,76735,707890,32875.0,27282000.0
2004-05-25,76071,76748,73888,74188,647300,31784.0,27282000.0
2004-05-27,75634,76610,74353,74506,728640,31920.0,27282000.0
2004-05-28,75050,75653,74672,74824,497574,32056.0,27282000.0
2004-05-31,75350,75654,72490,73551,601720,31511.0,27282000.0
2004-06-01,73510,75468,72907,74188,729646,31784.0,27282000.0
2004-06-02,73737,74341,72756,72914,503898,31238.0,27282000.0
2004-06-03,73067,74043,70207,71640,630160,30692.0,27282000.0
2004-06-04,70996,81161,70319,75143,2695240,32193.0,27282000.0
2004-06-07,75342,76921,73762,76098,785220,32602.0,27282000.0
2004-06-08,76444,77047,74187,74188,580870,31784.0,27282000.0
2004-06-09,74672,75952,73391,74824,462870,32056.0,27282000.0
2004-06-10,73392,75350,73392,73551,358760,31511.0,27282000.0
2004-06-11,73186,73863,71003,71004,516290,30419.0,27282000.0
2004-06-14,68636,70514,66075,66228,634168,28373.0,27282000.0
2004-06-15,64900,72577,62034,68138,1660353,29192.0,27282000.0
2004-06-16,64318,67483,63037,63044,580827,27009.0,27282000.0
2004-06-17,63037,64623,63037,63044,428030,27009.0,27282000.0
2004-06-18,64211,64510,61351,62407,440280,26736.0,27282000.0
2004-06-21,61929,64789,61929,63362,355090,27146.0,27282000.0
2004-06-22,63887,63887,61930,62088,224660,26600.0,27282000.0
2004-06-23,61937,62918,60662,60815,337120,26054.0,27282000.0
2004-06-24,61019,65763,61019,64636,1076110,27691.0,27282000.0
2004-06-25,64198,65472,63521,64954,426100,27828.0,27282000.0
2004-06-28,64497,65472,64198,64954,309930,27828.0,27282000.0
2004-06-29,66473,66851,64589,65272,413220,27964.0,27282000.0
2004-06-30,65485,67070,64808,66546,503337,28510.0,27282000.0
2004-07-01,66201,68457,65597,67183,568853,28783.0,27282000.0
2004-07-02,66871,67170,64609,65591,323630,28100.0,27282000.0
2004-07-05,65279,65578,63620,63999,314960,27418.0,27282000.0
2004-07-06,63521,65777,63521,64954,330230,27828.0,27282000.0
2004-07-07,64189,69605,64189,67501,1601033,28919.0,27282000.0
2004-07-08,67348,69909,67348,67501,581900,28919.0,27282000.0
2004-07-09,68039,68039,65478,67820,379830,29055.0,27282000.0
2004-07-12,67787,69745,65903,65909,427560,28237.0,27282000.0
2004-07-13,65604,66208,64025,65909,323100,28237.0,27282000.0
2004-07-14,65592,66195,64311,64317,242730,27555.0,27282000.0
2004-07-15,64782,65160,63879,64636,228290,27691.0,27282000.0
2004-07-16,63613,65272,63613,65272,164110,27964.0,27282000.0
2004-07-19,64602,68144,64602,66864,400930,28646.0,27282000.0
2004-07-20,66500,71323,65597,67183,1106870,28783.0,27282000.0
2004-07-21,69346,69346,66486,66864,366640,28646.0,27282000.0
2004-07-22,64796,66076,64497,64954,320850,27828.0,27282000.0
2004-07-23,64184,65459,64184,64636,282475,27691.0,27282000.0
2004-07-26,63514,64490,63209,63362,229985,27146.0,27282000.0
2004-07-27,62632,63907,62254,62407,234830,26736.0,27282000.0
2004-07-28,63050,63648,61769,61770,254963,26464.0,27282000.0
2004-07-29,61750,62726,61445,61452,178215,26327.0,27282000.0
2004-07-30,61631,62607,61631,62088,91454,26600.0,27282000.0
2004-08-02,61432,62035,60456,61133,227000,26191.0,27282000.0
2004-08-03,60351,61930,60351,62088,150400,26600.0,27282000.0
2004-08-04,61325,61624,60045,60496,234080,25918.0,27282000.0
2004-08-05,60788,62068,60788,61770,195227,26464.0,27282000.0
2004-08-06,61331,63514,60654,63362,335130,27146.0,27282000.0
2004-08-09,62062,64019,62062,63044,138817,27009.0,27282000.0
2004-08-10,63507,64782,62599,64636,415500,27691.0,27282000.0
2004-08-11,63521,65173,63521,64954,141020,27828.0,27282000.0
2004-08-12,64894,65571,64589,65272,230164,27964.0,27282000.0
2004-08-13,64801,70521,64801,67820,2565896,29055.0,27282000.0
2004-08-16,69227,69227,66372,67501,368334,28919.0,27282000.0
2004-08-17,68742,68742,66187,66864,339110,28646.0,27282000.0
2004-08-18,67063,69246,65783,67820,576970,29055.0,27282000.0
2004-08-19,69040,70321,67760,68138,670420,29192.0,27282000.0
2004-08-20,67779,69060,67779,68456,208882,29328.0,27282000.0
2004-08-23,68317,68921,67342,68775,246755,29465.0,27282000.0
2004-08-24,67760,69040,67760,68138,135910,29192.0,27282000.0
2004-08-25,68144,71010,68144,69730,504450,29874.0,27282000.0
2004-08-26,70029,72590,69730,69730,316360,29874.0,27282000.0
2004-08-27,69897,69897,67640,68775,320054,29465.0,27282000.0
2004-08-30,68735,69339,67760,68138,289530,29192.0,27282000.0
2004-08-31,67342,69897,67342,68775,264901,29465.0,27282000.0
2004-09-01,68762,71024,68158,70048,453050,30010.0,27282000.0
2004-09-02,69929,71807,69624,70685,377452,30283.0,27282000.0
2004-09-03,72483,76624,71202,71959,1217423,30829.0,27282000.0
2004-09-06,70897,73080,70897,73232,342180,31374.0,27282000.0
2004-09-07,72608,78328,72303,74188,778093,31784.0,27282000.0
2004-09-08,74659,76318,73080,73232,603990,31374.0,27282000.0
2004-09-09,73372,74353,72469,74506,229680,31920.0,27282000.0
2004-09-10,74791,76444,73206,74188,351694,31784.0,27282000.0
2004-09-13,74042,77206,74042,75780,712840,32466.0,27282000.0
2004-09-14,75156,77040,74479,75461,334180,32329.0,27282000.0
2004-09-15,75030,75329,72469,74506,427720,31920.0,27282000.0
2004-09-16,73491,74168,72284,73869,613880,31647.0,27282000.0
2004-09-17,73174,73856,71899,72277,391580,30965.0,27282000.0
2004-09-20,72177,74360,71196,73232,686100,31374.0,27282000.0
2004-09-21,73080,74056,72781,73232,249190,31374.0,27282000.0
2004-09-22,73199,74175,71315,72596,484540,31101.0,27282000.0
2004-09-23,71024,71926,69743,70048,287681,30010.0,27282000.0
2004-09-24,69730,70632,68748,69730,470010,29874.0,27282000.0
2004-09-30,70029,70632,69730,69730,138710,29874.0,27282000.0
2004-10-01,69723,71601,69723,71004,256280,30419.0,27282000.0
2004-10-04,71614,74175,71614,72596,402379,31101.0,27282000.0
2004-10-05,72756,74341,72756,72914,264151,31238.0,27282000.0
2004-10-06,73359,73359,72158,72914,445970,31238.0,27282000.0
2004-10-07,73174,73478,71594,72277,313050,30965.0,27282000.0
2004-10-08,73090,82950,72486,83103,2769669,35603.0,27282000.0
2004-10-11,84728,91728,81490,85332,3799700,36558.0,27282000.0
2004-10-12,86591,89152,82450,89153,1735543,38195.0,27282000.0
2004-10-13,89152,94872,84633,89153,2262560,38195.0,27282000.0
2004-10-14,86573,88457,83036,84695,984470,36285.0,27282000.0
2004-10-15,82765,84649,81484,82466,755433,35330.0,27282000.0
2004-10-18,82441,85306,82142,82148,483470,35194.0,27282000.0
2004-10-19,83300,88045,82928,88197,860988,37786.0,27282000.0
2004-10-20,93294,97062,87873,87879,1871180,37649.0,27282000.0
2004-10-21,89020,89325,84886,88197,750940,37786.0,27282000.0
2004-10-22,88058,89034,85497,85650,527388,36694.0,27282000.0
2004-10-25,83415,84019,79574,80556,655787,34512.0,27282000.0
2004-10-26,80774,83634,80097,81829,482130,35057.0,27282000.0
2004-10-27,81658,82634,75639,77372,1095701,33148.0,27282000.0
2004-10-28,78612,81173,78008,80874,551120,34648.0,27282000.0
2004-10-29,79467,80443,77211,79919,424950,34239.0,27282000.0
2004-11-01,78897,81458,78897,80556,201295,34512.0,27282000.0
2004-11-02,80868,82148,79892,80874,337618,34648.0,27282000.0
2004-11-03,81045,84582,80442,84058,753388,36012.0,27282000.0
2004-11-04,84325,84325,81465,82148,297070,35194.0,27282000.0
2004-11-05,82765,84045,80204,82466,403530,35330.0,27282000.0
2004-11-08,82772,83753,81192,81192,318350,34785.0,27282000.0
2004-11-09,81052,82936,81052,82785,318360,35467.0,27282000.0
2004-11-10,82466,86307,82466,85332,625997,36558.0,27282000.0
2004-11-11,84728,86307,82770,85332,483670,36558.0,27282000.0
2004-11-12,85616,88775,85013,87879,725865,37649.0,27282000.0
2004-11-15,89041,89645,86486,87242,446300,37376.0,27282000.0
2004-11-16,88371,88371,85511,85969,262225,36831.0,27282000.0
2004-11-17,85186,86466,83606,84058,269212,36012.0,27282000.0
2004-11-18,85014,85319,82453,83740,352900,35876.0,27282000.0
2004-11-19,84024,87189,84024,86287,621043,36967.0,27282000.0
2004-11-22,83918,86174,83619,85650,374360,36694.0,27282000.0
2004-11-23,86279,90426,85603,90426,1358784,38740.0,27282000.0
2004-11-24,89923,91581,88045,88197,998899,37786.0,27282000.0
2004-11-25,88456,91998,88456,91700,855222,39286.0,27282000.0
2004-11-26,93902,100000,91036,92018,2612490,39422.0,27282000.0
2004-11-29,93903,98726,92623,93610,1699137,40105.0,27282000.0
2004-11-30,94559,95834,89138,91700,597433,39286.0,27282000.0
2004-12-01,91612,94472,90630,94247,663668,40377.0,27282000.0
2004-12-02,94201,96457,92018,92018,530110,39422.0,27282000.0
2004-12-03,92191,94069,89630,91063,278232,39013.0,27282000.0
2004-12-06,90917,90917,88661,89789,408649,38468.0,27282000.0
2004-12-07,89631,89930,86771,86924,735972,37240.0,27282000.0
2004-12-08,85795,87070,85191,86924,370931,37240.0,27282000.0
2004-12-09,87096,87096,85511,85969,292052,36831.0,27282000.0
2004-12-10,85802,85802,83918,85650,316610,36694.0,27282000.0
2004-12-13,84728,86606,84051,85332,772290,36558.0,27282000.0
2004-12-14,85611,85910,84330,85013,614892,36421.0,27282000.0
2004-12-15,87210,87210,78020,85332,608700,36558.0,27282000.0
2004-12-16,84993,85292,84316,84695,494652,36285.0,27282000.0
2004-12-17,84596,85499,83620,84377,410883,36149.0,27282000.0
2004-12-20,83721,84703,81465,82148,518810,35194.0,27282000.0
2004-12-21,82745,83721,82142,82148,171160,35194.0,27282000.0
2004-12-22,81676,82957,81378,81829,310470,35057.0,27282000.0
2004-12-23,81052,83309,81052,82785,238050,35467.0,27282000.0
2004-12-24,82326,83905,82027,84058,204240,36012.0,27282000.0
2004-12-27,85200,85200,83919,84377,203270,36149.0,27282000.0
2004-12-28,92322,96164,89158,94884,2532890,40650.0,27282000.0
2004-12-29,90426,93286,88164,90426,600840,38740.0,27282000.0
2004-12-30,89756,91713,88170,89153,906330,38195.0,27282000.0
2005-01-03,88788,89769,86605,89471,968900,38331.0,27282000.0
2005-01-04,89923,89923,87740,88197,424970,37786.0,27282000.0
2005-01-05,87859,88158,85902,87561,908110,37513.0,27282000.0
2005-01-06,87573,90055,86591,89153,924860,38195.0,27282000.0
2005-01-07,90612,92497,88661,89789,1163688,38468.0,27282000.0
2005-01-10,89962,89962,87096,88834,751410,38058.0,27282000.0
2005-01-11,89027,89631,86167,86924,560770,37240.0,27282000.0
2005-01-12,87462,88065,85205,87242,727160,37376.0,27282000.0
2005-01-13,87880,89764,86300,86605,485411,37104.0,27282000.0
2005-01-14,84707,87189,84707,86287,384238,36967.0,27282000.0
2005-01-17,86478,89637,86478,89789,571701,38468.0,27282000.0
2005-01-18,89650,90931,88370,90108,740050,38604.0,27282000.0
2005-01-19,90618,92801,89343,92655,899140,39695.0,27282000.0
2005-01-20,91037,92921,89757,90745,1113311,38877.0,27282000.0
2005-01-21,90426,93590,88773,93292,1165920,39968.0,27282000.0
2005-01-24,94876,97736,93291,96157,1414491,41196.0,27282000.0
2005-01-25,96157,98035,93895,96157,961508,41196.0,27282000.0
2005-01-26,97313,97612,93172,93929,732734,40241.0,27282000.0
2005-01-27,93193,94473,91235,92973,573476,39832.0,27282000.0
2005-01-28,91879,92782,91202,92337,316818,39559.0,27282000.0
2005-01-31,91586,95348,91586,95202,642347,40787.0,27282000.0
2005-02-01,95459,102161,95459,99978,1673505,42833.0,27282000.0
2005-02-02,101186,102461,98022,98705,1109385,42287.0,27282000.0
2005-02-03,100600,113331,99624,113033,5429070,48426.0,27282000.0
2005-02-04,115885,120331,114306,114306,2934300,48971.0,27282000.0
2005-02-07,114313,117472,110172,115898,1623156,49653.0,27282000.0
2005-02-11,114770,122746,114770,118764,1634291,50881.0,27282000.0
2005-02-14,121809,125950,117668,119401,1681314,51154.0,27282000.0
2005-02-15,119734,121014,115593,115898,1190058,49653.0,27282000.0
2005-02-16,115891,117171,113330,117172,1106361,50199.0,27282000.0
2005-02-17,118453,120636,114916,115898,1110557,49653.0,27282000.0
2005-02-18,114497,120522,114497,120674,1133510,51699.0,27282000.0
2005-02-21,124341,131043,122761,128634,1717505,55110.0,27282000.0
2005-02-22,130561,130860,119713,119719,1590620,51290.0,27282000.0
2005-02-23,115784,123084,113900,116535,1224980,49926.0,27282000.0
2005-02-24,116362,122758,116362,120356,998320,51563.0,27282000.0
2005-02-25,120890,132934,120213,133092,3008950,57019.0,27282000.0
2005-02-28,139623,152722,137067,148057,3542492,63431.0,27282000.0
2005-03-02,149590,152828,137546,145828,2283244,62476.0,27282000.0
2005-03-03,147612,150173,141215,149649,1185050,64113.0,27282000.0
2005-03-04,146437,157584,144857,151559,1256560,64931.0,27282000.0
2005-03-07,149590,157572,141986,145828,1812230,62476.0,27282000.0
2005-03-08,147720,147720,134994,143281,707879,61384.0,27282000.0
2005-03-09,140620,146340,137461,144236,717410,61794.0,27282000.0
2005-03-10,141036,159861,139457,150604,3566060,64522.0,27282000.0
2005-03-11,153332,165449,146332,149649,2568210,64113.0,27282000.0
2005-03-14,149482,157464,148207,152196,1448299,65204.0,27282000.0
2005-03-15,156499,160335,141218,141370,2798000,60566.0,27282000.0
2005-03-16,140045,147723,133721,135002,1161710,57838.0,27282000.0
2005-03-17,131032,132312,118610,122903,1296840,52654.0,27282000.0
2005-03-18,122266,127010,118125,122266,857972,52381.0,27282000.0
2005-03-21,122270,130551,121588,129271,1196340,55382.0,27282000.0
2005-03-22,128483,133605,125623,127361,1183430,54564.0,27282000.0
2005-03-23,126592,130428,118914,122903,632091,52654.0,27282000.0
2005-03-24,123064,125321,113881,116217,857000,49790.0,27282000.0
2005-03-25,114471,119209,113190,118764,895276,50881.0,27282000.0
2005-03-28,120030,125756,119054,124177,939374,53200.0,27282000.0
2005-03-29,125034,125034,117656,117809,461177,50472.0,27282000.0
2005-03-30,114796,121497,113893,117809,618620,50472.0,27282000.0
2005-03-31,121796,122174,117357,117809,424110,50472.0,27282000.0
2005-04-01,115777,120899,115777,120674,593130,51699.0,27282000.0
2005-04-04,118319,120203,114483,120356,373970,51563.0,27282000.0
2005-04-06,121198,122479,118637,120674,658816,51699.0,27282000.0
2005-04-07,120985,126705,120985,122266,774949,52381.0,27282000.0
2005-04-08,123070,124650,118930,119082,444833,51017.0,27282000.0
2005-04-11,118034,120217,117357,117809,334129,50472.0,27282000.0
2005-04-12,116363,118625,116064,116217,437411,49790.0,27282000.0
2005-04-13,116071,117351,114491,114943,406780,49244.0,27282000.0
2005-04-14,113623,114300,106995,111441,586230,47744.0,27282000.0
2005-04-15,108868,109850,105331,105709,412536,45288.0,27282000.0
2005-04-18,102354,103635,97610,98068,423355,42014.0,27282000.0
2005-04-19,98890,102725,98890,102207,364820,43788.0,27282000.0
2005-04-20,103162,107003,102863,106028,563880,45425.0,27282000.0
2005-04-21,103043,103945,99878,103799,313390,44470.0,27282000.0
2005-04-22,106989,106989,104428,105709,415040,45288.0,27282000.0
2005-04-25,105332,105710,102850,104436,509160,44742.0,27282000.0
2005-04-26,105054,105054,100615,100615,503050,43106.0,27282000.0
2005-04-27,98035,98712,95474,96157,382670,41196.0,27282000.0
2005-04-28,96165,97068,93305,93610,287450,40105.0,27282000.0
2005-04-29,91701,91701,87182,87561,689950,37513.0,27282000.0
2005-05-02,89166,90446,89166,89471,352224,38331.0,27282000.0
2005-05-03,89145,94566,89145,90426,898280,38740.0,27282000.0
2005-05-04,95844,103747,95844,101570,2528730,43515.0,27282000.0
2005-05-06,102168,103144,98326,101570,696600,43515.0,27282000.0
2005-05-09,101565,101565,96748,97431,413828,41741.0,27282000.0
2005-05-10,97313,99191,93776,93929,389430,40241.0,27282000.0
2005-05-11,92217,94772,90936,92973,451528,39832.0,27282000.0
2005-05-12,92495,95355,92495,93929,470354,40241.0,27282000.0
2005-05-13,92297,93279,91321,91700,332230,39286.0,27282000.0
2005-05-16,91998,94858,91321,91700,430684,39286.0,27282000.0
2005-05-17,92317,93298,91713,92018,338930,39422.0,27282000.0
2005-05-18,93895,97437,93596,96157,1190660,41196.0,27282000.0
2005-05-19,98725,99328,96767,97749,830486,41878.0,27282000.0
2005-05-20,97605,97909,94745,95202,477010,40787.0,27282000.0
2005-05-23,95188,98725,95188,97749,759991,41878.0,27282000.0
2005-05-24,97915,99867,96933,98068,359429,42014.0,27282000.0
2005-05-25,98712,98712,95852,96157,341602,41196.0,27282000.0
2005-05-26,94472,95375,93795,94247,345860,40377.0,27282000.0
2005-05-27,95069,96045,95069,95521,275071,40923.0,27282000.0
2005-05-30,96136,99978,96136,99978,962500,42833.0,27282000.0
2005-05-31,99208,103349,97927,102525,1153180,43924.0,27282000.0
2005-06-01,103641,104317,100476,100933,1088670,43242.0,27282000.0
2005-06-02,101218,102194,100011,100615,460459,43106.0,27282000.0
2005-06-03,100005,100609,97749,97749,639800,41878.0,27282000.0
2005-06-07,97908,99488,96628,99341,303910,42560.0,27282000.0
2005-06-08,99514,99514,97934,98386,238170,42151.0,27282000.0
2005-06-09,98047,101888,97443,101889,849420,43651.0,27282000.0
2005-06-10,102850,107893,101192,104436,2526660,44742.0,27282000.0
2005-06-13,106984,106984,102465,102844,702720,44060.0,27282000.0
2005-06-14,103137,103137,99978,99978,505960,42833.0,27282000.0
2005-06-15,99022,102187,99022,101889,533710,43651.0,27282000.0
2005-06-16,101862,104423,101862,102844,619420,44060.0,27282000.0
2005-06-17,102380,103660,100495,101252,381420,43378.0,27282000.0
2005-06-20,101756,102360,100781,100933,299440,43242.0,27282000.0
2005-06-21,101458,101458,99872,100933,265700,43242.0,27282000.0
2005-06-22,100495,101776,99520,101252,528830,43378.0,27282000.0
2005-06-23,101756,103336,100781,100933,614435,43242.0,27282000.0
2005-06-24,100463,100768,98585,99341,441275,42560.0,27282000.0
2005-06-27,97059,97437,95852,96157,409551,41196.0,27282000.0
2005-06-28,94869,97425,94565,97431,512460,41741.0,27282000.0
2005-06-29,97729,99309,97053,97431,299971,41741.0,27282000.0
2005-06-30,95845,98333,95845,97431,426232,41741.0,27282000.0
2005-07-01,97305,99860,97305,99341,505350,42560.0,27282000.0
2005-07-04,101086,101763,99202,99660,595290,42696.0,27282000.0
2005-07-05,100501,104343,99897,104117,1117400,44606.0,27282000.0
2005-07-06,104926,113883,102365,110804,4033230,47471.0,27282000.0
2005-07-07,110759,110759,106015,107301,1274260,45970.0,27282000.0
2005-07-08,107787,112232,104927,106665,1579980,45697.0,27282000.0
2005-07-11,107903,111440,107300,111441,1115480,47744.0,27282000.0
2005-07-12,112589,113492,109052,110485,787340,47334.0,27282000.0
2005-07-13,110765,112344,109185,110167,852736,47198.0,27282000.0
2005-07-14,109179,110155,106618,107301,1019020,45970.0,27282000.0
2005-07-15,106989,108868,105709,105709,588170,45288.0,27282000.0
2005-07-18,106027,109491,105728,108893,752090,46652.0,27282000.0
2005-07-19,107009,109869,107009,108893,582056,46652.0,27282000.0
2005-07-20,108781,111940,104939,108257,1088720,46379.0,27282000.0
2005-07-21,108868,109173,105032,105709,645537,45288.0,27282000.0
2005-07-22,105584,106487,102724,103481,507333,44333.0,27282000.0
2005-07-25,102731,105219,102359,105073,390867,45015.0,27282000.0
2005-07-26,105702,109843,105025,106983,676208,45834.0,27282000.0
2005-07-27,107294,108575,106312,108575,463380,46516.0,27282000.0
2005-07-28,109179,109856,106618,107301,701840,45970.0,27282000.0
2005-07-29,108761,109365,107182,107938,516077,46243.0,27282000.0
2005-08-01,108089,114790,108089,114943,1264350,49244.0,27282000.0
2005-08-02,116197,118453,113636,115898,1178090,49653.0,27282000.0
2005-08-03,117166,120331,113629,114306,1178520,48971.0,27282000.0
2005-08-04,115866,117146,110749,113988,785570,48835.0,27282000.0
2005-08-05,111015,113198,109058,113351,551871,48562.0,27282000.0
2005-08-08,112625,119248,111345,119401,1241957,51154.0,27282000.0
2005-08-09,118923,122161,118319,120356,1275770,51563.0,27282000.0
2005-08-10,121472,122454,117337,117490,1171795,50335.0,27282000.0
2005-08-11,117164,120323,116183,118446,593759,50745.0,27282000.0
2005-08-12,118320,119900,115759,116217,501932,49790.0,27282000.0
2005-08-16,116357,118016,112217,113351,605850,48562.0,27282000.0
2005-08-17,110637,115455,110637,113351,535657,48562.0,27282000.0
2005-08-18,113900,119925,111943,116535,1406390,49926.0,27282000.0
2005-08-19,114616,120037,114616,120038,612635,51427.0,27282000.0
2005-08-22,121603,124463,120621,122585,1262549,52518.0,27282000.0
2005-08-23,121596,123852,118736,123858,651116,53063.0,27282000.0
2005-08-24,123055,123055,119213,122903,782759,52654.0,27282000.0
2005-08-25,121770,122142,118605,118764,550970,50881.0,27282000.0
2005-08-26,117749,122267,117749,120993,415890,51836.0,27282000.0
2005-08-29,116490,119728,110770,113033,591020,48426.0,27282000.0
2005-08-30,116357,117339,111918,113351,301601,48562.0,27282000.0
2005-08-31,111335,113896,111036,112396,239271,48153.0,27282000.0
2005-09-01,113191,116051,113191,114625,383940,49108.0,27282000.0
2005-09-02,114174,115455,113198,113351,252330,48562.0,27282000.0
2005-09-05,113511,116749,113511,113669,350650,48698.0,27282000.0
2005-09-06,114166,121166,114166,118764,748090,50881.0,27282000.0
2005-09-07,119732,120336,118153,120038,517556,51427.0,27282000.0
2005-09-08,119222,122758,119222,120356,966430,51563.0,27282000.0
2005-09-09,118430,125131,118430,125132,751168,53609.0,27282000.0
