광주신세계(037710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-08-23,62000,62500,59800,61200,8358,97920.0,1600000.0
2002-08-26,59300,61800,59300,61500,5681,98400.0,1600000.0
2002-08-27,62000,62000,60700,60800,5690,97280.0,1600000.0
2002-08-28,60500,61500,60100,61000,12320,97600.0,1600000.0
2002-08-29,60500,61400,59800,61400,10485,98240.0,1600000.0
2002-08-30,62000,62700,60800,62300,13380,99680.0,1600000.0
2002-09-02,62700,69100,62700,68800,40840,110080.0,1600000.0
2002-09-03,69000,70700,68500,70100,46190,112160.0,1600000.0
2002-09-04,67000,68400,66300,68400,16700,109440.0,1600000.0
2002-09-05,69000,69400,66500,66900,15836,107040.0,1600000.0
2002-09-06,65000,66200,63100,64900,15750,103840.0,1600000.0
2002-09-09,64900,65700,61000,61000,13285,97600.0,1600000.0
2002-09-10,61000,66700,61000,64600,15935,103360.0,1600000.0
2002-09-11,63300,65700,63300,64600,12671,103360.0,1600000.0
2002-09-12,65900,65900,64600,65600,13260,104960.0,1600000.0
2002-09-13,64600,64600,63300,64500,6280,103200.0,1600000.0
2002-09-16,63600,65400,62700,63400,8370,101440.0,1600000.0
2002-09-17,63900,64400,63500,64200,8460,102720.0,1600000.0
2002-09-18,63200,63200,61000,61000,5650,97600.0,1600000.0
2002-09-19,60800,62500,60500,60500,7200,96800.0,1600000.0
2002-09-23,60500,60500,57700,57900,9811,92640.0,1600000.0
2002-09-24,55900,59300,55600,58000,12580,92800.0,1600000.0
2002-09-25,58500,58500,56300,57000,7140,91200.0,1600000.0
2002-09-26,58000,58500,56900,57000,14950,91200.0,1600000.0
2002-09-27,57500,58300,56900,57000,4505,91200.0,1600000.0
2002-09-30,55300,56500,54700,56500,5645,90400.0,1600000.0
2002-10-01,53400,56000,53400,55700,5128,89120.0,1600000.0
2002-10-02,57900,57900,54500,54500,7384,87200.0,1600000.0
2002-10-04,53000,53800,52800,53500,4756,85600.0,1600000.0
2002-10-07,52300,53500,50700,50700,8985,81120.0,1600000.0
2002-10-08,50300,50600,48750,50500,16798,80800.0,1600000.0
2002-10-09,50000,50500,46300,50000,12730,80000.0,1600000.0
2002-10-10,47550,47600,45200,47400,10280,75840.0,1600000.0
2002-10-11,48200,48600,44500,45800,7175,73280.0,1600000.0
2002-10-14,46100,48300,46100,48300,14978,77280.0,1600000.0
2002-10-15,48100,51900,47900,51000,12020,81600.0,1600000.0
2002-10-16,53000,53100,51000,52000,12861,83200.0,1600000.0
2002-10-17,52200,53000,49000,52000,10291,83200.0,1600000.0
2002-10-18,53300,54200,52700,53500,13596,85600.0,1600000.0
2002-10-21,52500,53500,50500,51000,7350,81600.0,1600000.0
2002-10-22,51600,51700,47900,47900,13072,76640.0,1600000.0
2002-10-23,48000,49300,47800,48700,6610,77920.0,1600000.0
2002-10-24,48850,49600,47500,47500,5180,76000.0,1600000.0
2002-10-25,46600,47850,46600,47000,3380,75200.0,1600000.0
2002-10-28,47200,49500,47200,49500,13120,79200.0,1600000.0
2002-10-29,48550,50600,48200,49850,7280,79760.0,1600000.0
2002-10-30,49500,49500,48200,48250,4378,77200.0,1600000.0
2002-10-31,48450,49300,48450,48850,5150,78160.0,1600000.0
2002-11-01,48850,51900,48850,50000,8426,80000.0,1600000.0
2002-11-04,50900,52700,50500,52000,9127,83200.0,1600000.0
2002-11-05,51200,52500,51200,51700,3570,82720.0,1600000.0
2002-11-06,51800,53400,51700,53400,8141,85440.0,1600000.0
2002-11-07,53600,53600,51300,52500,4200,84000.0,1600000.0
2002-11-08,52200,52400,50500,52300,5850,83680.0,1600000.0
2002-11-11,51200,51500,49500,49600,6371,79360.0,1600000.0
2002-11-12,47850,49100,47650,49000,4231,78400.0,1600000.0
2002-11-13,49700,49700,47800,48800,5921,78080.0,1600000.0
2002-11-14,48800,49300,48300,48300,3730,77280.0,1600000.0
2002-11-15,48800,49800,48400,48400,4830,77440.0,1600000.0
2002-11-18,47800,49300,47800,48700,1943,77920.0,1600000.0
2002-11-19,47800,48900,47800,48200,1680,77120.0,1600000.0
2002-11-20,48150,49400,48150,48900,2190,78240.0,1600000.0
2002-11-21,49900,50800,49200,49600,4920,79360.0,1600000.0
2002-11-22,50000,50900,49400,50200,5133,80320.0,1600000.0
2002-11-25,51700,51700,50300,51200,4351,81920.0,1600000.0
2002-11-26,51400,51400,49500,49550,4710,79280.0,1600000.0
2002-11-27,48850,50000,48850,49400,3709,79040.0,1600000.0
2002-11-28,49900,51200,49900,50700,9342,81120.0,1600000.0
2002-11-29,50800,51400,50400,51400,6580,82240.0,1600000.0
2002-12-02,52000,56000,52000,55300,26575,88480.0,1600000.0
2002-12-03,55300,56000,54100,54600,10890,87360.0,1600000.0
2002-12-04,54100,54100,52600,52600,11980,84160.0,1600000.0
2002-12-05,52200,54100,52100,54100,7335,86560.0,1600000.0
2002-12-06,54000,54400,53100,54000,8250,86400.0,1600000.0
2002-12-09,54400,54500,53200,53400,6980,85440.0,1600000.0
2002-12-10,52500,52600,51800,52500,7412,84000.0,1600000.0
2002-12-11,52500,52500,51000,51600,5745,82560.0,1600000.0
2002-12-12,50500,51600,50500,51600,7280,82560.0,1600000.0
2002-12-13,51000,51200,50500,50900,7455,81440.0,1600000.0
2002-12-16,49900,50400,49300,49400,5010,79040.0,1600000.0
2002-12-17,50200,50300,49650,49900,4965,79840.0,1600000.0
2002-12-18,49600,50400,49500,50400,2660,80640.0,1600000.0
2002-12-20,49550,50500,49500,49550,4091,79280.0,1600000.0
2002-12-23,49700,49700,47350,47500,13580,76000.0,1600000.0
2002-12-24,47500,47900,45600,47000,5910,75200.0,1600000.0
2002-12-26,46850,46900,44600,46000,5276,73600.0,1600000.0
2002-12-27,43500,45450,43500,45450,7340,72720.0,1600000.0
2002-12-30,43700,44900,41100,44900,5925,71840.0,1600000.0
2003-01-02,44000,45150,44000,44900,5156,71840.0,1600000.0
2003-01-03,46900,46900,45650,45900,8790,73440.0,1600000.0
2003-01-06,45800,45800,44450,44700,3650,71520.0,1600000.0
2003-01-07,45200,45500,43700,43900,4450,70240.0,1600000.0
2003-01-08,43050,43600,42500,43100,8170,68960.0,1600000.0
2003-01-09,43100,43100,41000,42800,8002,68480.0,1600000.0
2003-01-10,42500,42800,40200,41800,10230,66880.0,1600000.0
2003-01-13,40600,41450,40600,41450,8525,66320.0,1600000.0
2003-01-14,41050,43400,40800,42650,36270,68240.0,1600000.0
2003-01-15,39200,42900,39200,42500,29650,68000.0,1600000.0
2003-01-16,42000,43900,42000,43050,11860,68880.0,1600000.0
2003-01-17,43050,43900,43000,43000,11116,68800.0,1600000.0
2003-01-20,43000,44100,43000,43000,6770,68800.0,1600000.0
2003-01-21,43050,43200,43000,43000,10290,68800.0,1600000.0
2003-01-22,43000,43050,42600,43000,9750,68800.0,1600000.0
2003-01-23,43000,43200,42500,42500,2206,68000.0,1600000.0
2003-01-24,42500,43250,41850,41850,3520,66960.0,1600000.0
2003-01-27,40500,41500,40500,40850,4145,65360.0,1600000.0
2003-01-28,40550,41200,40550,41000,3170,65600.0,1600000.0
2003-01-29,41000,41000,40400,40800,3840,65280.0,1600000.0
2003-01-30,41000,41500,40600,41000,1800,65600.0,1600000.0
2003-02-03,41200,41500,41000,41400,1270,66240.0,1600000.0
2003-02-04,41400,41600,41000,41600,1220,66560.0,1600000.0
2003-02-05,41150,43300,41000,41700,2480,66720.0,1600000.0
2003-02-06,41550,42100,41400,41500,3312,66400.0,1600000.0
2003-02-07,41500,41500,40500,40900,4550,65440.0,1600000.0
2003-02-10,40300,40450,39900,39900,2455,63840.0,1600000.0
2003-02-11,40450,40500,39000,39800,7860,63680.0,1600000.0
2003-02-12,39900,40400,39550,40400,2025,64640.0,1600000.0
2003-02-13,40100,40600,40100,40600,1612,64960.0,1600000.0
2003-02-14,40000,40600,40000,40050,1830,64080.0,1600000.0
2003-02-17,40700,41800,40700,41600,2314,66560.0,1600000.0
2003-02-18,41350,42400,40850,42400,4500,67840.0,1600000.0
2003-02-19,42450,42900,42000,42000,2840,67200.0,1600000.0
2003-02-20,42500,42700,41700,42000,1970,67200.0,1600000.0
2003-02-21,42000,42100,40800,42000,1401,67200.0,1600000.0
2003-02-24,41650,42700,41650,42300,2040,67680.0,1600000.0
2003-02-25,42000,42000,41500,41500,1590,66400.0,1600000.0
2003-02-26,42000,42300,41500,41700,1383,66720.0,1600000.0
2003-02-27,41500,41500,40900,41000,1440,65600.0,1600000.0
2003-02-28,41500,41500,40000,40000,3470,64000.0,1600000.0
2003-03-03,39200,43500,39200,41550,1090,66480.0,1600000.0
2003-03-04,40300,40800,40050,40100,1630,64160.0,1600000.0
2003-03-05,40100,40100,39800,39850,2910,63760.0,1600000.0
2003-03-06,39800,39800,39000,39500,2410,63200.0,1600000.0
2003-03-07,39500,39500,39000,39100,1930,62560.0,1600000.0
2003-03-10,37700,39000,37700,38450,1630,61520.0,1600000.0
2003-03-11,38450,38450,37000,37000,4278,59200.0,1600000.0
2003-03-12,37000,37000,36300,36900,4240,59040.0,1600000.0
2003-03-13,37000,37000,35100,35100,1982,56160.0,1600000.0
2003-03-14,36000,36500,35000,35000,6200,56000.0,1600000.0
2003-03-17,35000,35000,30700,30800,11110,49280.0,1600000.0
2003-03-18,31950,32500,31200,31900,7399,51040.0,1600000.0
2003-03-19,32000,32700,31800,32000,4760,51200.0,1600000.0
2003-03-20,32600,34700,32000,34000,4007,54400.0,1600000.0
2003-03-21,33750,35450,33700,34100,3450,54560.0,1600000.0
2003-03-24,35250,35350,34000,34000,4330,54400.0,1600000.0
2003-03-25,33300,33300,32000,33200,4325,53120.0,1600000.0
2003-03-26,34900,34900,33000,33000,2875,52800.0,1600000.0
2003-03-27,31000,33300,31000,33300,2000,53280.0,1600000.0
2003-03-28,32700,34300,32700,33100,1777,52960.0,1600000.0
2003-03-31,32650,32850,31300,31350,1770,50160.0,1600000.0
2003-04-01,30700,31950,30600,31800,1190,50880.0,1600000.0
2003-04-02,33200,33200,31550,32300,1635,51680.0,1600000.0
2003-04-03,32700,33000,32550,32650,3180,52240.0,1600000.0
2003-04-04,31900,33250,31900,33050,1373,52880.0,1600000.0
2003-04-07,33800,34850,33400,34800,4750,55680.0,1600000.0
2003-04-08,34000,34850,34000,34850,2700,55760.0,1600000.0
2003-04-09,34500,34900,34300,34800,2396,55680.0,1600000.0
2003-04-10,34400,36200,34400,36200,5210,57920.0,1600000.0
2003-04-11,35650,37300,35650,36500,4313,58400.0,1600000.0
2003-04-14,36850,37700,36850,37400,3042,59840.0,1600000.0
2003-04-15,37750,40900,37750,40300,10810,64480.0,1600000.0
2003-04-16,42000,43000,40300,40900,9950,65440.0,1600000.0
2003-04-17,40100,40700,39600,39850,3771,63760.0,1600000.0
2003-04-18,40500,41200,40500,40800,3700,65280.0,1600000.0
2003-04-21,39700,40800,39700,40800,4760,65280.0,1600000.0
2003-04-22,40100,40100,39550,39850,1970,63760.0,1600000.0
2003-04-23,39450,39850,38500,38500,4675,61600.0,1600000.0
2003-04-24,38000,38700,37750,37750,2646,60400.0,1600000.0
2003-04-25,36700,37000,34200,35000,3130,56000.0,1600000.0
2003-04-28,35000,36100,35000,36000,1454,57600.0,1600000.0
2003-04-29,36000,39700,36000,38800,3750,62080.0,1600000.0
2003-04-30,38800,40500,37700,40400,11480,64640.0,1600000.0
2003-05-02,40400,40400,38800,39800,3560,63680.0,1600000.0
2003-05-06,40000,40400,39300,40000,6550,64000.0,1600000.0
2003-05-07,40350,41850,40350,41500,8640,66400.0,1600000.0
2003-05-09,42500,42500,40900,41700,2560,66720.0,1600000.0
2003-05-12,41800,42000,40800,41700,5900,66720.0,1600000.0
2003-05-13,42200,42200,40050,40500,2790,64800.0,1600000.0
2003-05-14,40000,41200,40000,40500,3380,64800.0,1600000.0
2003-05-15,40150,41850,40150,41800,4680,66880.0,1600000.0
2003-05-16,42000,47800,41250,47000,41560,75200.0,1600000.0
2003-05-19,47050,47800,44650,46500,11860,74400.0,1600000.0
2003-05-20,44500,47200,44500,46900,3959,75040.0,1600000.0
2003-05-21,45100,46800,45000,46000,5950,73600.0,1600000.0
2003-05-22,46000,47000,45150,45200,5712,72320.0,1600000.0
2003-05-23,45200,46000,44500,45500,4840,72800.0,1600000.0
2003-05-26,45500,51700,45500,49950,11480,79920.0,1600000.0
2003-05-27,51300,51500,48000,48400,3401,77440.0,1600000.0
2003-05-28,48450,49000,47500,47500,1865,76000.0,1600000.0
2003-05-29,47000,47900,46250,46900,10740,75040.0,1600000.0
2003-05-30,46150,47200,45650,46850,4350,74960.0,1600000.0
2003-06-02,46300,47200,46300,46500,8202,74400.0,1600000.0
2003-06-03,46500,47000,45700,46800,5860,74880.0,1600000.0
2003-06-04,47000,47300,45850,47300,4038,75680.0,1600000.0
2003-06-05,47300,47300,46300,46950,4320,75120.0,1600000.0
2003-06-09,46850,46900,46150,46650,1090,74640.0,1600000.0
2003-06-10,46100,46400,45600,46000,7470,73600.0,1600000.0
2003-06-11,46000,47400,44500,45500,7950,72800.0,1600000.0
2003-06-12,45600,45650,44650,45600,9190,72960.0,1600000.0
2003-06-13,44850,45800,44850,45100,7480,72160.0,1600000.0
2003-06-16,44750,45100,44300,45000,3890,72000.0,1600000.0
2003-06-17,45400,45800,45100,45400,4655,72640.0,1600000.0
2003-06-18,45450,45750,45250,45250,3465,72400.0,1600000.0
2003-06-19,45000,45800,44800,45300,2720,72480.0,1600000.0
2003-06-20,43300,45700,43300,45600,4660,72960.0,1600000.0
2003-06-23,44650,45350,44500,45200,3341,72320.0,1600000.0
2003-06-24,44500,44500,44000,44500,3880,71200.0,1600000.0
2003-06-25,44450,45700,43900,44300,2410,70880.0,1600000.0
2003-06-26,44700,44700,43750,43750,1866,70000.0,1600000.0
2003-06-27,43800,44100,42450,44050,6480,70480.0,1600000.0
2003-06-30,43050,44400,43050,44400,1660,71040.0,1600000.0
2003-07-01,43750,44000,43400,43400,1340,69440.0,1600000.0
2003-07-02,43400,44000,43150,43700,2060,69920.0,1600000.0
2003-07-03,43800,44500,43800,44000,3810,70400.0,1600000.0
2003-07-04,44000,45000,44000,45000,1300,72000.0,1600000.0
2003-07-07,44500,45600,44500,45300,1910,72480.0,1600000.0
2003-07-08,45750,45750,45100,45500,4120,72800.0,1600000.0
2003-07-09,45500,45500,43700,44900,2820,71840.0,1600000.0
2003-07-10,44800,45000,43900,45000,2750,72000.0,1600000.0
2003-07-11,45000,45100,44150,45000,2090,72000.0,1600000.0
2003-07-14,44500,45500,44350,44500,1640,71200.0,1600000.0
2003-07-15,44500,44500,43200,43200,940,69120.0,1600000.0
2003-07-16,43800,43800,42800,43000,5220,68800.0,1600000.0
2003-07-18,43000,43400,42600,42600,2150,68160.0,1600000.0
2003-07-21,41550,42500,41300,42450,1930,67920.0,1600000.0
2003-07-22,41300,42350,41150,42350,2280,67760.0,1600000.0
2003-07-23,41550,42200,41550,41700,780,66720.0,1600000.0
2003-07-24,41550,41600,41200,41250,2050,66000.0,1600000.0
2003-07-25,41050,42200,40500,42100,5610,67360.0,1600000.0
2003-07-28,42200,42500,40900,40900,6870,65440.0,1600000.0
2003-07-29,40950,45000,40500,45000,16111,72000.0,1600000.0
2003-07-30,44950,46000,42000,42950,12350,68720.0,1600000.0
2003-07-31,43850,44800,43000,44800,3530,71680.0,1600000.0
2003-08-01,43700,44800,43700,44100,2155,70560.0,1600000.0
2003-08-04,44000,44000,42800,43100,692,68960.0,1600000.0
2003-08-05,43200,43950,43200,43300,828,69280.0,1600000.0
2003-08-06,43300,43300,42500,42500,1290,68000.0,1600000.0
2003-08-07,42500,42800,42100,42100,950,67360.0,1600000.0
2003-08-08,42200,42700,42200,42700,1610,68320.0,1600000.0
2003-08-11,42200,43200,41250,43000,1840,68800.0,1600000.0
2003-08-12,43100,43700,43100,43500,1240,69600.0,1600000.0
2003-08-13,43600,44450,43500,44000,4620,70400.0,1600000.0
2003-08-14,43500,43900,43300,43300,630,69280.0,1600000.0
2003-08-18,43650,43650,42500,42500,1300,68000.0,1600000.0
2003-08-19,42500,42800,42400,42400,4910,67840.0,1600000.0
2003-08-20,41600,42000,41600,41800,5250,66880.0,1600000.0
2003-08-21,42000,42500,41500,41500,3158,66400.0,1600000.0
2003-08-22,41800,42150,41050,41050,12740,65680.0,1600000.0
2003-08-25,41500,41650,41000,41600,2340,66560.0,1600000.0
2003-08-26,41600,41600,40300,41000,5784,65600.0,1600000.0
2003-08-27,40450,41000,40000,40000,19700,64000.0,1600000.0
2003-08-28,40100,40150,38800,39300,15260,62880.0,1600000.0
2003-08-29,38800,40200,38800,40200,4220,64320.0,1600000.0
2003-09-01,40300,40300,39600,39950,3190,63920.0,1600000.0
2003-09-02,39750,40000,39600,40000,2900,64000.0,1600000.0
2003-09-03,39900,40900,39700,39700,3210,63520.0,1600000.0
2003-09-04,39700,40000,39650,39700,2752,63520.0,1600000.0
2003-09-05,39150,40000,39150,40000,5220,64000.0,1600000.0
2003-09-08,39650,40300,39600,39800,4178,63680.0,1600000.0
2003-09-09,39150,40150,39150,40000,3330,64000.0,1600000.0
2003-09-15,39450,40000,39450,39800,2740,63680.0,1600000.0
2003-09-16,39200,39750,39000,39500,4814,63200.0,1600000.0
2003-09-17,39400,39400,39000,39200,4321,62720.0,1600000.0
2003-09-18,39050,39100,38500,38800,2739,62080.0,1600000.0
2003-09-19,38800,39000,37950,37950,2044,60720.0,1600000.0
2003-09-22,38000,38000,36100,36150,3240,57840.0,1600000.0
2003-09-23,35400,36550,35000,36000,2890,57600.0,1600000.0
2003-09-24,36800,36800,34950,35000,3400,56000.0,1600000.0
2003-09-25,34900,34900,34000,34500,4720,55200.0,1600000.0
2003-09-26,33800,34650,33800,34500,1791,55200.0,1600000.0
2003-09-29,34500,35200,34150,34900,2310,55840.0,1600000.0
2003-09-30,35250,37000,35100,37000,4390,59200.0,1600000.0
2003-10-01,36750,36750,36150,36650,450,58640.0,1600000.0
2003-10-02,36300,38400,36300,38000,1360,60800.0,1600000.0
2003-10-06,38000,38750,38000,38100,1240,60960.0,1600000.0
2003-10-07,37950,38000,36650,36800,1650,58880.0,1600000.0
2003-10-08,36850,37800,36850,36900,1350,59040.0,1600000.0
2003-10-09,36250,37350,36250,37100,430,59360.0,1600000.0
2003-10-10,36600,37900,36500,37100,7730,59360.0,1600000.0
2003-10-13,36800,37100,36500,37100,2232,59360.0,1600000.0
2003-10-14,37000,37500,36950,37200,1009,59520.0,1600000.0
2003-10-15,37200,38250,37200,37900,3150,60640.0,1600000.0
2003-10-16,37050,37600,37050,37300,1180,59680.0,1600000.0
2003-10-17,37050,37950,37050,37250,220,59600.0,1600000.0
2003-10-20,37250,37550,37050,37250,4300,59600.0,1600000.0
2003-10-21,36300,37200,36300,37200,880,59520.0,1600000.0
2003-10-22,37000,37000,36000,36000,2470,57600.0,1600000.0
2003-10-23,35000,35050,34550,34650,4440,55440.0,1600000.0
2003-10-24,34650,35500,34650,35500,3060,56800.0,1600000.0
2003-10-27,34800,35500,34800,35500,2840,56800.0,1600000.0
2003-10-28,35000,36000,34850,35200,7120,56320.0,1600000.0
2003-10-29,35200,35300,35200,35200,910,56320.0,1600000.0
