한국수출포장공업(002200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-08,15250,16700,15250,16100,80900,64400.0,4000000.0
1999-04-09,16100,16100,15550,15900,53510,63600.0,4000000.0
1999-04-12,15900,16100,15500,15800,73480,63200.0,4000000.0
1999-04-13,15800,16100,15700,15950,50290,63800.0,4000000.0
1999-04-14,15900,16200,15500,15950,48470,63800.0,4000000.0
1999-04-15,15950,17700,15900,17700,190070,70800.0,4000000.0
1999-04-16,16900,18100,16500,17300,214440,69200.0,4000000.0
1999-04-19,17300,17700,17000,17000,38230,68000.0,4000000.0
1999-04-20,17200,18400,17200,18300,92170,73200.0,4000000.0
1999-04-21,18200,18800,17800,17800,105450,71200.0,4000000.0
1999-04-22,17600,18000,16900,17200,57340,68800.0,4000000.0
1999-04-23,17700,17700,17200,17300,42130,69200.0,4000000.0
1999-04-26,18000,18100,17200,17700,73750,70800.0,4000000.0
1999-04-27,17850,18450,17500,17500,53020,70000.0,4000000.0
1999-04-28,17700,18700,17400,18700,117540,74800.0,4000000.0
1999-04-29,18300,18700,17600,17700,73780,70800.0,4000000.0
1999-04-30,18100,18600,17600,17800,44860,71200.0,4000000.0
1999-05-03,18300,19500,18100,18500,200890,74000.0,4000000.0
1999-05-04,19000,20300,19000,19300,117300,77200.0,4000000.0
1999-05-06,19400,20100,19400,20000,84320,80000.0,4000000.0
1999-05-07,19900,20700,19200,19400,166550,77600.0,4000000.0
1999-05-10,19500,20500,19200,20500,113440,82000.0,4000000.0
1999-05-11,21200,21200,20050,20050,62780,80200.0,4000000.0
1999-05-12,19800,20000,18500,19400,69470,77600.0,4000000.0
1999-05-13,19000,19000,16600,18400,24950,73600.0,4000000.0
1999-05-14,18400,18700,16650,17800,73700,71200.0,4000000.0
1999-05-17,18000,18200,16600,16600,35850,66400.0,4000000.0
1999-05-18,16400,17200,16000,16500,14460,66000.0,4000000.0
1999-05-19,16500,17100,16500,17100,38280,68400.0,4000000.0
1999-05-20,17100,17100,16350,16700,69380,66800.0,4000000.0
1999-05-21,16500,17100,16500,16700,15930,66800.0,4000000.0
1999-05-24,17000,17200,16900,17000,21090,68000.0,4000000.0
1999-05-25,17100,17800,17050,17700,21540,70800.0,4000000.0
1999-05-26,17950,18000,17500,17700,41330,70800.0,4000000.0
1999-05-27,18000,18000,17400,17500,26980,70000.0,4000000.0
1999-05-28,17500,17700,17300,17300,27270,69200.0,4000000.0
1999-05-31,17000,17500,17000,17000,33970,68000.0,4000000.0
1999-06-01,16700,17200,16700,16900,9780,67600.0,4000000.0
1999-06-02,16700,17500,16700,17500,40680,70000.0,4000000.0
1999-06-03,17300,17600,16900,16900,23350,67600.0,4000000.0
1999-06-04,17100,17800,16700,17600,104210,70400.0,4000000.0
1999-06-07,18000,18000,17600,17700,38330,70800.0,4000000.0
1999-06-08,17800,17900,17100,17300,66770,69200.0,4000000.0
1999-06-09,17200,17700,16900,17000,25870,68000.0,4000000.0
1999-06-10,16900,17400,16700,17200,29950,68800.0,4000000.0
1999-06-11,17200,18300,17000,17000,119550,68000.0,4000000.0
1999-06-14,17300,17800,17200,17350,53080,69400.0,4000000.0
1999-06-15,17100,17500,16800,17100,48560,68400.0,4000000.0
1999-06-16,17100,18000,17100,17700,56740,70800.0,4000000.0
1999-06-17,18000,18450,17950,18100,57830,72400.0,4000000.0
1999-06-18,18400,18400,17850,18000,55680,72000.0,4000000.0
1999-06-21,18000,18200,17400,17400,72480,69600.0,4000000.0
1999-06-22,17100,17900,17000,17900,23680,71600.0,4000000.0
1999-06-23,17800,18300,17400,17400,56210,69600.0,4000000.0
1999-06-24,17500,18100,17500,17650,85810,70600.0,4000000.0
1999-06-25,17800,17850,17250,17250,27740,69000.0,4000000.0
1999-06-28,17250,17950,17200,17800,57800,71200.0,4000000.0
1999-06-29,17850,17950,17300,17500,28870,70000.0,4000000.0
1999-06-30,17800,18800,17600,17900,95870,71600.0,4000000.0
1999-07-01,18400,19500,18000,19100,126830,76400.0,4000000.0
1999-07-02,19100,19350,18350,19000,114350,76000.0,4000000.0
1999-07-05,20300,20300,18800,19100,187290,76400.0,4000000.0
1999-07-06,18800,19100,18200,18500,106360,74000.0,4000000.0
1999-07-07,18950,18950,18250,18250,89690,73000.0,4000000.0
1999-07-08,18000,19000,18000,18650,110940,74600.0,4000000.0
1999-07-09,18700,19350,18500,19000,141790,76000.0,4000000.0
1999-07-12,19250,20300,19000,19100,177650,76400.0,4000000.0
1999-07-13,19300,21200,19300,20800,471150,83200.0,4000000.0
1999-07-14,20800,21600,19500,19500,166200,78000.0,4000000.0
1999-07-15,19700,19900,18350,18700,109670,74800.0,4000000.0
1999-07-16,18400,19300,18400,19150,138230,76600.0,4000000.0
1999-07-19,19000,19400,18200,18400,96640,73600.0,4000000.0
1999-07-20,18500,19300,18400,18400,150320,73600.0,4000000.0
1999-07-21,18700,18800,17000,17450,84060,69800.0,4000000.0
1999-07-22,17400,17400,16600,17400,103440,69600.0,4000000.0
1999-07-23,17700,17700,16000,16000,69670,64000.0,4000000.0
1999-07-26,15500,16000,14000,14500,97620,58000.0,4000000.0
1999-07-27,14700,15150,14150,15150,150220,60600.0,4000000.0
1999-07-28,15200,15850,14700,15100,131060,60400.0,4000000.0
1999-07-29,15150,15800,15050,15500,177290,62000.0,4000000.0
1999-07-30,15500,16000,14350,15500,126170,62000.0,4000000.0
1999-08-02,15500,15600,14800,15300,59890,61200.0,4000000.0
1999-08-03,14600,15500,14600,15300,52130,61200.0,4000000.0
1999-08-04,15500,15900,15100,15500,68980,62000.0,4000000.0
1999-08-05,15600,15600,14800,14950,58850,59800.0,4000000.0
1999-08-06,14800,15000,14200,14500,42780,58000.0,4000000.0
1999-08-09,14300,15200,14150,15200,42870,60800.0,4000000.0
1999-08-10,14600,14750,14300,14300,68490,57200.0,4000000.0
1999-08-11,14300,14300,14000,14000,17440,56000.0,4000000.0
1999-08-12,13850,14300,13700,14000,28560,56000.0,4000000.0
1999-08-13,14000,14000,13350,13600,50050,54400.0,4000000.0
1999-08-16,13300,13600,12800,13400,52620,53600.0,4000000.0
1999-08-17,13500,13500,12450,12450,42330,49800.0,4000000.0
1999-08-18,12200,13000,12000,12150,35450,48600.0,4000000.0
1999-08-19,11800,13100,11800,12200,43520,48800.0,4000000.0
1999-08-20,12400,13300,12200,13300,109980,53200.0,4000000.0
1999-08-23,13800,14250,13400,13700,62080,54800.0,4000000.0
1999-08-24,13700,13700,13300,13300,29870,53200.0,4000000.0
1999-08-25,13200,13850,13050,13150,31830,52600.0,4000000.0
1999-08-26,13150,13500,11500,12800,132190,51200.0,4000000.0
1999-08-27,13000,13200,12500,12650,56170,50600.0,4000000.0
1999-08-30,12150,12500,11400,12100,114930,48400.0,4000000.0
1999-08-31,11550,12500,11550,12000,39300,48000.0,4000000.0
1999-09-01,12050,12100,11500,11500,44500,46000.0,4000000.0
1999-09-02,11500,12800,11200,12300,59840,49200.0,4000000.0
1999-09-03,12200,12550,11900,11900,24510,47600.0,4000000.0
1999-09-06,11500,12400,11500,12200,15020,48800.0,4000000.0
1999-09-07,12400,13700,12200,13200,72840,52800.0,4000000.0
1999-09-08,13200,14000,13200,13400,144260,53600.0,4000000.0
1999-09-09,13800,13800,12700,13100,44440,52400.0,4000000.0
1999-09-10,13100,13900,13100,13800,66760,55200.0,4000000.0
1999-09-13,14000,14100,13200,13450,38020,53800.0,4000000.0
1999-09-14,13450,13450,12000,12300,63420,49200.0,4000000.0
1999-09-15,12950,12950,12500,12500,35860,50000.0,4000000.0
1999-09-16,12800,12800,12400,12600,14570,50400.0,4000000.0
1999-09-17,12000,12500,11500,12150,19210,48600.0,4000000.0
1999-09-20,12050,12750,12050,12700,30310,50800.0,4000000.0
1999-09-21,13000,13400,12800,13000,79580,52000.0,4000000.0
1999-09-22,12500,13000,12500,12600,30940,50400.0,4000000.0
1999-09-27,12700,12700,12100,12300,12990,49200.0,4000000.0
1999-09-28,12300,12700,11700,11750,27960,47000.0,4000000.0
1999-09-29,12300,12500,11800,11800,22390,47200.0,4000000.0
1999-09-30,11700,12200,11100,11100,37430,44400.0,4000000.0
1999-10-01,11050,11900,10300,11900,26130,47600.0,4000000.0
1999-10-04,11200,11700,11100,11100,28090,44400.0,4000000.0
1999-10-05,9650,11250,9650,10500,30190,42000.0,4000000.0
1999-10-06,10050,11300,10000,11300,36550,45200.0,4000000.0
1999-10-07,11000,11550,10600,11550,22170,46200.0,4000000.0
1999-10-08,11350,11700,11100,11700,19720,46800.0,4000000.0
1999-10-11,11600,11600,11200,11400,15740,45600.0,4000000.0
1999-10-12,10800,11600,10800,11350,36650,45400.0,4000000.0
1999-10-13,11450,11950,11100,11900,53290,47600.0,4000000.0
1999-10-14,11800,12100,11400,11850,50860,47400.0,4000000.0
1999-10-15,12200,12200,11450,11750,39840,47000.0,4000000.0
1999-10-18,11100,11500,10800,10900,19380,43600.0,4000000.0
1999-10-19,11300,11300,10700,10900,14610,43600.0,4000000.0
1999-10-20,11000,11500,11000,11400,24180,45600.0,4000000.0
1999-10-21,12100,12100,11000,11000,10550,44000.0,4000000.0
1999-10-22,11400,11400,10700,11050,12310,44200.0,4000000.0
1999-10-25,11150,11650,10750,11650,69860,46600.0,4000000.0
1999-10-26,11150,11500,11100,11400,7120,45600.0,4000000.0
1999-10-27,11500,11800,11100,11500,17840,46000.0,4000000.0
1999-10-28,11800,12400,11700,12400,114320,49600.0,4000000.0
1999-10-29,12450,13100,12100,12500,164130,50000.0,4000000.0
1999-11-01,13300,13850,12600,13800,120170,55200.0,4000000.0
1999-11-02,13800,13800,13000,13300,64090,53200.0,4000000.0
1999-11-03,13500,13600,12850,13300,52090,53200.0,4000000.0
1999-11-04,13100,13700,12800,12900,100970,51600.0,4000000.0
1999-11-05,13000,13650,12800,13400,118750,53600.0,4000000.0
1999-11-08,13450,14100,13200,14000,159100,56000.0,4000000.0
1999-11-09,13700,14500,13700,14500,77230,58000.0,4000000.0
1999-11-10,14450,14450,13750,14000,47950,56000.0,4000000.0
1999-11-11,14300,14300,13400,13700,84600,54800.0,4000000.0
1999-11-12,13800,14100,13300,13400,45890,53600.0,4000000.0
1999-11-15,13900,13900,13000,13000,52230,52000.0,4000000.0
1999-11-16,12800,13750,12800,13750,65450,55000.0,4000000.0
1999-11-17,13500,13900,13500,13850,65090,55400.0,4000000.0
1999-11-18,13650,14950,13500,14400,151380,57600.0,4000000.0
1999-11-19,14550,14900,14400,14450,208740,57800.0,4000000.0
1999-11-22,14250,14500,13700,13700,45390,54800.0,4000000.0
1999-11-23,13500,14100,13500,13650,32150,54600.0,4000000.0
1999-11-24,13700,14400,13700,14150,70100,56600.0,4000000.0
1999-11-25,14150,14700,14050,14700,110590,58800.0,4000000.0
1999-11-26,14750,15700,13100,13100,162960,52400.0,4000000.0
1999-11-29,13200,13500,12550,12600,78170,50400.0,4000000.0
1999-11-30,12600,13050,12600,12800,52900,51200.0,4000000.0
1999-12-01,12650,13300,12650,13100,47950,52400.0,4000000.0
1999-12-02,13100,13850,13100,13800,41510,55200.0,4000000.0
1999-12-03,13500,14800,13500,14500,58120,58000.0,4000000.0
1999-12-06,14500,15000,14000,14500,109960,58000.0,4000000.0
1999-12-07,14300,14300,12600,12600,44090,50400.0,4000000.0
1999-12-08,12600,13500,11750,12950,23670,51800.0,4000000.0
1999-12-09,12400,13400,12400,13300,52550,53200.0,4000000.0
1999-12-10,12400,13700,12400,13300,10470,53200.0,4000000.0
1999-12-13,14000,14700,13600,14500,111140,58000.0,4000000.0
1999-12-14,14700,15300,14200,14700,149880,58800.0,4000000.0
1999-12-15,15000,15300,13600,14400,47050,57600.0,4000000.0
1999-12-16,14500,16200,14000,14400,154490,57600.0,4000000.0
1999-12-17,14600,15000,13000,13800,70760,55200.0,4000000.0
1999-12-20,13100,13500,13100,13300,46460,53200.0,4000000.0
1999-12-21,13000,13400,11550,11550,38120,46200.0,4000000.0
1999-12-22,11500,13250,11450,13250,26740,53000.0,4000000.0
1999-12-23,12850,12850,11950,12500,48440,50000.0,4000000.0
1999-12-24,12000,12500,11250,11500,23220,46000.0,4000000.0
1999-12-27,11900,12600,11500,11800,129130,47200.0,4000000.0
1999-12-28,11500,12200,10450,11800,24270,47200.0,4000000.0
2000-01-04,10300,11800,10300,11500,13140,46000.0,4000000.0
2000-01-05,11500,11950,11050,11300,12870,45200.0,4000000.0
2000-01-06,11900,11900,11000,11000,9050,44000.0,4000000.0
2000-01-07,10550,11400,10550,10900,6730,43600.0,4000000.0
2000-01-10,10900,11300,10900,11000,15750,44000.0,4000000.0
2000-01-11,11100,11400,10900,11000,23880,44000.0,4000000.0
2000-01-12,11200,11300,10800,10850,10240,43400.0,4000000.0
2000-01-13,11150,11600,10850,11200,54490,44800.0,4000000.0
2000-01-14,11500,12300,11250,12150,132980,48600.0,4000000.0
2000-01-17,12300,12500,11850,12500,90350,50000.0,4000000.0
2000-01-18,12700,13700,12400,13000,209650,52000.0,4000000.0
2000-01-19,12500,13450,12350,12800,85480,51200.0,4000000.0
2000-01-20,12500,14500,11750,13300,261300,53200.0,4000000.0
2000-01-21,13000,13600,12100,12700,181230,50800.0,4000000.0
2000-01-24,12700,12700,12000,12700,62230,50800.0,4000000.0
2000-01-25,12700,12800,12200,12500,35350,50000.0,4000000.0
2000-01-26,12300,13500,12300,13350,51620,53400.0,4000000.0
2000-01-27,13500,14850,13100,14250,200380,57000.0,4000000.0
2000-01-28,14200,14700,13550,14100,95350,56400.0,4000000.0
2000-01-31,13900,14150,13250,13500,26640,54000.0,4000000.0
2000-02-01,13700,14000,13200,13900,33860,55600.0,4000000.0
2000-02-02,13500,14450,13500,14200,42890,56800.0,4000000.0
2000-02-03,14200,14500,13400,13400,16060,53600.0,4000000.0
2000-02-07,13400,13800,13050,13400,33530,53600.0,4000000.0
2000-02-08,13400,13500,12500,13100,62000,52400.0,4000000.0
2000-02-09,13500,13500,12800,13100,34930,52400.0,4000000.0
2000-02-10,12850,12850,12100,12500,36230,50000.0,4000000.0
2000-02-11,12100,12700,10800,12700,42630,50800.0,4000000.0
2000-02-14,11400,12000,11300,11300,26910,45200.0,4000000.0
2000-02-15,11100,11600,10700,11500,29330,46000.0,4000000.0
2000-02-16,11400,11800,10800,11650,16140,46600.0,4000000.0
2000-02-17,11600,11900,11200,11700,17470,46800.0,4000000.0
2000-02-18,11800,11800,10900,11500,47050,46000.0,4000000.0
2000-02-21,11500,11500,10050,11200,44150,44800.0,4000000.0
2000-02-22,11500,11750,10600,11050,26660,44200.0,4000000.0
2000-02-23,11100,12700,11000,12700,78500,50800.0,4000000.0
2000-02-24,12500,12500,11000,11300,21270,45200.0,4000000.0
2000-02-25,11300,11500,11100,11250,11870,45000.0,4000000.0
2000-02-28,11450,11650,11000,11250,16750,45000.0,4000000.0
2000-02-29,12200,12200,10100,11900,45920,47600.0,4000000.0
2000-03-02,11500,12750,11500,11900,50950,47600.0,4000000.0
2000-03-03,12500,12550,11700,11900,17170,47600.0,4000000.0
2000-03-06,12100,12400,11600,12150,50420,48600.0,4000000.0
2000-03-07,12500,12700,11900,11900,43380,47600.0,4000000.0
2000-03-08,12000,12300,11600,12150,44770,48600.0,4000000.0
2000-03-09,12200,12300,11600,12100,93640,48400.0,4000000.0
2000-03-10,12000,13400,11700,12100,96820,48400.0,4000000.0
2000-03-13,12500,13200,12200,13000,98100,52000.0,4000000.0
2000-03-14,13200,13300,12500,13100,78710,52400.0,4000000.0
2000-03-15,12800,13400,12700,13350,47810,53400.0,4000000.0
2000-03-16,13700,14100,12500,13000,68290,52000.0,4000000.0
2000-03-17,13200,13200,12350,12350,21050,49400.0,4000000.0
2000-03-20,12200,12650,11900,12500,38390,50000.0,4000000.0
2000-03-21,12200,12800,12100,12500,12780,50000.0,4000000.0
2000-03-22,12600,12650,12000,12500,39280,50000.0,4000000.0
2000-03-23,12200,12700,11850,12400,42260,49600.0,4000000.0
2000-03-24,12100,12850,12000,12000,32890,48000.0,4000000.0
2000-03-27,12400,12750,12100,12350,27790,49400.0,4000000.0
2000-03-28,12400,12400,12100,12100,13060,48400.0,4000000.0
2000-03-29,12050,12450,11500,11550,83960,46200.0,4000000.0
2000-03-30,11600,11700,11000,11200,21720,44800.0,4000000.0
2000-03-31,11600,11700,11200,11500,30750,46000.0,4000000.0
2000-04-03,11500,11500,11000,11200,14750,44800.0,4000000.0
2000-04-04,10800,11900,10150,10150,25260,40600.0,4000000.0
2000-04-06,10300,11000,9500,10700,302720,42800.0,4000000.0
2000-04-07,11000,11300,10400,11250,105900,45000.0,4000000.0
2000-04-10,11200,11500,10800,11100,93120,44400.0,4000000.0
2000-04-11,10800,11300,10300,10350,29940,41400.0,4000000.0
2000-04-12,10400,10500,10100,10250,16830,41000.0,4000000.0
2000-04-14,10000,10250,9350,9900,59540,39600.0,4000000.0
2000-04-17,8610,9300,8420,8420,73570,33680.0,4000000.0
2000-04-18,8730,9000,8250,8500,121070,34000.0,4000000.0
2000-04-19,9200,9370,8500,9200,459350,36800.0,4000000.0
2000-04-20,9250,9350,8900,9180,212020,36720.0,4000000.0
2000-04-21,9300,9300,8890,9010,98830,36040.0,4000000.0
2000-04-24,8990,9650,8760,9200,238480,36800.0,4000000.0
2000-04-25,9600,9700,9100,9150,215500,36600.0,4000000.0
2000-04-26,9230,9300,8600,9000,308930,36000.0,4000000.0
2000-04-27,8950,9600,8800,9230,725600,36920.0,4000000.0
2000-04-28,9500,9680,9210,9310,557070,37240.0,4000000.0
2000-05-02,9350,10650,9270,9970,748440,39880.0,4000000.0
2000-05-03,10100,10750,9920,10300,507920,41200.0,4000000.0
2000-05-04,10500,10700,10000,10500,463410,42000.0,4000000.0
2000-05-08,10400,10600,10100,10300,290880,41200.0,4000000.0
2000-05-09,10500,11050,10250,10250,525510,41000.0,4000000.0
2000-05-10,10250,10500,10000,10200,287530,40800.0,4000000.0
2000-05-12,10200,10400,9720,9840,241800,39360.0,4000000.0
2000-05-15,9500,9830,9300,9400,257410,37600.0,4000000.0
2000-05-16,9200,9680,8810,9280,106960,37120.0,4000000.0
2000-05-17,9010,9210,7910,7920,125970,31680.0,4000000.0
2000-05-18,7500,7900,7160,7500,87000,30000.0,4000000.0
2000-05-19,7200,7900,7060,7500,178380,30000.0,4000000.0
2000-05-22,7700,7950,7150,7200,263570,28800.0,4000000.0
2000-05-23,7200,7470,7030,7400,61790,29600.0,4000000.0
2000-05-24,7400,7660,6950,7500,143230,30000.0,4000000.0
2000-05-25,7500,8240,7500,7900,297050,31600.0,4000000.0
2000-05-26,7600,7800,7100,7100,115810,28400.0,4000000.0
2000-05-29,6500,7290,6500,7060,111690,28240.0,4000000.0
2000-05-30,7150,7590,7150,7350,100400,29400.0,4000000.0
2000-05-31,7460,7960,7400,7700,210850,30800.0,4000000.0
2000-06-01,7820,8000,7480,7700,90730,30800.0,4000000.0
2000-06-02,7700,7940,7500,7500,119250,30000.0,4000000.0
2000-06-05,7500,8200,7500,8080,210450,32320.0,4000000.0
2000-06-07,8300,8300,7900,8100,181190,32400.0,4000000.0
2000-06-08,8250,8500,7620,7850,213920,31400.0,4000000.0
2000-06-09,7700,7950,7530,7620,205620,30480.0,4000000.0
2000-06-12,7650,7960,7450,7900,189860,31600.0,4000000.0
2000-06-13,8200,8300,7900,8000,477600,32000.0,4000000.0
2000-06-14,8200,8360,7730,8100,262900,32400.0,4000000.0
2000-06-15,8150,8150,7700,7700,111490,30800.0,4000000.0
2000-06-16,7400,7690,7400,7690,119270,30760.0,4000000.0
2000-06-19,7300,7640,7300,7410,62640,29640.0,4000000.0
2000-06-20,7250,7600,7250,7570,47650,30280.0,4000000.0
2000-06-21,7500,7700,7500,7540,74580,30160.0,4000000.0
2000-06-22,7550,7990,7520,7700,93190,30800.0,4000000.0
2000-06-23,7890,8000,7610,7700,219100,30800.0,4000000.0
2000-06-26,7800,8050,7750,8050,176230,32200.0,4000000.0
2000-06-27,8200,8270,7850,7860,103350,31440.0,4000000.0
2000-06-28,7900,7990,7790,7980,95320,31920.0,4000000.0
2000-06-29,7980,8000,7740,7780,63410,31120.0,4000000.0
2000-06-30,7710,7820,7650,7730,51680,30920.0,4000000.0
2000-07-03,7700,7980,7700,7800,145130,31200.0,4000000.0
2000-07-04,7990,8060,7820,7950,182720,31800.0,4000000.0
2000-07-05,7860,7950,7580,7630,98190,30520.0,4000000.0
2000-07-06,7710,7950,7600,7880,144700,31520.0,4000000.0
2000-07-07,8000,8700,7950,8200,294180,32800.0,4000000.0
2000-07-10,8490,8490,8210,8400,163950,33600.0,4000000.0
2000-07-11,8500,8580,7500,7780,169000,31120.0,4000000.0
2000-07-12,7940,8080,7750,7770,70710,31080.0,4000000.0
2000-07-13,7920,7920,7700,7860,80020,31440.0,4000000.0
2000-07-14,7960,7960,7620,7630,72240,30520.0,4000000.0
2000-07-18,7660,7760,7500,7550,53820,30200.0,4000000.0
2000-07-19,7620,7620,7110,7200,56290,28800.0,4000000.0
2000-07-20,7190,7190,6900,7020,44320,28080.0,4000000.0
2000-07-21,7050,7460,7050,7080,41930,28320.0,4000000.0
2000-07-24,7100,7100,6720,6720,42320,26880.0,4000000.0
2000-07-25,6900,6990,6670,6990,36580,27960.0,4000000.0
2000-07-26,7300,7390,7150,7150,62760,28600.0,4000000.0
2000-07-27,7200,7220,7050,7160,26180,28640.0,4000000.0
2000-07-28,7250,7450,7130,7150,47520,28600.0,4000000.0
2000-07-31,7110,7250,7050,7130,34410,28520.0,4000000.0
2000-08-01,7250,7410,7060,7370,59610,29480.0,4000000.0
2000-08-02,7500,8280,7370,7800,195560,31200.0,4000000.0
2000-08-03,7990,8110,7640,7800,111980,31200.0,4000000.0
2000-08-04,8000,8050,7720,7780,95120,31120.0,4000000.0
2000-08-07,7780,7780,7170,7170,52660,28680.0,4000000.0
2000-08-08,7120,7500,7120,7190,53180,28760.0,4000000.0
2000-08-09,7230,7300,7160,7220,95460,28880.0,4000000.0
2000-08-10,7270,7270,7060,7150,100720,28600.0,4000000.0
2000-08-11,7300,7600,7300,7400,107710,29600.0,4000000.0
2000-08-14,7770,8000,7600,7800,147710,31200.0,4000000.0
2000-08-16,8010,8250,7900,8140,204500,32560.0,4000000.0
2000-08-17,8200,8300,8020,8140,123490,32560.0,4000000.0
2000-08-18,8290,8550,8010,8140,321040,32560.0,4000000.0
2000-08-21,8020,8190,7800,7820,80450,31280.0,4000000.0
2000-08-22,7900,8050,7820,8000,80280,32000.0,4000000.0
2000-08-23,8000,8080,7910,8050,80140,32200.0,4000000.0
2000-08-24,8050,8050,7800,7950,49060,31800.0,4000000.0
2000-08-25,7980,8430,7940,8290,112460,33160.0,4000000.0
2000-08-28,8250,8440,8110,8300,50050,33200.0,4000000.0
2000-08-29,8400,8500,8200,8500,116870,34000.0,4000000.0
2000-08-30,8430,8490,8070,8070,72000,32280.0,4000000.0
2000-08-31,8020,8200,7850,8080,60420,32320.0,4000000.0
2000-09-01,8150,8200,7950,8100,46780,32400.0,4000000.0
2000-09-04,7910,8560,7910,8490,223210,33960.0,4000000.0
2000-09-05,8510,9010,8460,8830,268650,35320.0,4000000.0
2000-09-06,8930,9200,8630,8800,205380,35200.0,4000000.0
2000-09-07,8800,9300,8310,8310,166310,33240.0,4000000.0
2000-09-08,8400,8900,8230,8720,176840,34880.0,4000000.0
2000-09-14,8720,8960,8450,8800,80620,35200.0,4000000.0
2000-09-15,8610,9380,8610,8810,208430,35240.0,4000000.0
2000-09-18,8800,8800,7600,8000,124700,32000.0,4000000.0
