쌍용자동차(003620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-25,894469,968714,883859,919215,987950,179910.0,69196133.0
1999-03-26,936895,947504,885633,887396,444900,173682.0,69196133.0
1999-03-29,859110,883855,859110,876790,331090,171606.0,69196133.0
1999-03-30,880326,912145,880326,901538,363680,176450.0,69196133.0
1999-03-31,908611,933357,901535,910377,429720,178180.0,69196133.0
1999-04-01,922758,926292,901539,905073,492020,177142.0,69196133.0
1999-04-02,947507,951041,905083,912144,729910,178526.0,69196133.0
1999-04-06,915678,1007601,906840,1007601,1328850,197209.0,69196133.0
1999-04-07,1025279,1081846,989924,989924,1793090,193749.0,69196133.0
1999-04-08,981089,1007605,954572,986389,755610,193057.0,69196133.0
1999-04-09,1021750,1050029,972252,1004066,1061280,196517.0,69196133.0
1999-04-12,975784,986394,883861,929822,981800,181986.0,69196133.0
1999-04-13,936892,989925,936892,961641,914060,188213.0,69196133.0
1999-04-14,979326,1000538,898006,926286,947260,181294.0,69196133.0
1999-04-15,899771,954566,899771,933357,1132950,182678.0,69196133.0
1999-04-16,905082,919218,830836,869719,1522510,170222.0,69196133.0
1999-04-19,933354,998760,933354,998763,1675790,195479.0,69196133.0
1999-04-20,1147251,1147251,1147251,1147251,212360,224541.0,69196133.0
1999-04-21,1318722,1318722,1187911,1308114,5356910,256026.0,69196133.0
1999-04-22,1237401,1403568,1166699,1361146,4447960,266405.0,69196133.0
1999-04-23,1361147,1371757,1237403,1272760,1689040,249106.0,69196133.0
1999-04-26,1214430,1265693,1131347,1202051,1720660,235267.0,69196133.0
1999-04-27,1205591,1290437,1202057,1285134,1701680,251528.0,69196133.0
1999-04-28,1272759,1361147,1233869,1272760,2042860,249106.0,69196133.0
1999-04-29,1272757,1343466,1240942,1248011,1395510,244262.0,69196133.0
1999-04-30,1272760,1378825,1249786,1332862,2493870,260869.0,69196133.0
1999-05-03,1364684,1532621,1361150,1449532,3563280,283704.0,69196133.0
1999-05-04,1446002,1548526,1382359,1442461,2213510,282320.0,69196133.0
1999-05-06,1442461,1484892,1396503,1407106,1628950,275401.0,69196133.0
1999-05-07,1431862,1476057,1382363,1396500,1468730,273325.0,69196133.0
1999-05-10,1396499,1449533,1368212,1378823,1369160,269865.0,69196133.0
1999-05-11,1378829,1430091,1311652,1339933,1539850,262253.0,69196133.0
1999-05-12,1290435,1339933,1255079,1269224,1078970,248414.0,69196133.0
1999-05-13,1269227,1336405,1205593,1205586,1083550,235959.0,69196133.0
1999-05-14,1219734,1272760,1166701,1237405,1537500,242186.0,69196133.0
1999-05-17,1272762,1283371,1149025,1149019,818370,224887.0,69196133.0
1999-05-18,1134881,1219735,1133110,1219728,941830,238727.0,69196133.0
1999-05-19,1239172,1329324,1237401,1251547,1551520,244954.0,69196133.0
1999-05-20,1244482,1272761,1134881,1166696,672490,228347.0,69196133.0
1999-05-21,1237405,1237405,1152558,1202051,1064900,235267.0,69196133.0
1999-05-24,1166699,1217961,1166699,1194980,527900,233883.0,69196133.0
1999-05-25,1205588,1223266,1173767,1194980,676330,233883.0,69196133.0
1999-05-26,1194984,1226806,1177307,1200283,972790,234921.0,69196133.0
1999-05-27,1205590,1212659,1179073,1180838,867780,231115.0,69196133.0
1999-05-28,1187912,1308115,1170234,1237405,2165540,242186.0,69196133.0
1999-05-31,1248013,1251548,1189676,1189677,580040,232845.0,69196133.0
1999-06-01,1166703,1187914,1156093,1166696,724090,228347.0,69196133.0
1999-06-02,1166703,1202058,1159627,1166696,728020,228347.0,69196133.0
1999-06-03,1168467,1187915,1127813,1149019,579770,224887.0,69196133.0
1999-06-04,1149022,1272758,1134878,1233870,1815630,241495.0,69196133.0
1999-06-07,1276305,1276305,1194984,1209122,1052340,236651.0,69196133.0
1999-06-08,1219735,1276301,1198515,1219728,1263020,238727.0,69196133.0
1999-06-09,1219738,1237407,1166704,1170232,678440,229039.0,69196133.0
1999-06-10,1170234,1237405,1166701,1237405,628060,242186.0,69196133.0
1999-06-11,1202054,1270995,1179073,1207354,931720,236305.0,69196133.0
1999-06-14,1244480,1255083,1207354,1210889,693970,236997.0,69196133.0
1999-06-15,1210898,1210898,1131348,1149019,688850,224887.0,69196133.0
1999-06-16,1152561,1177306,1149027,1152554,564890,225579.0,69196133.0
1999-06-17,1145489,1161396,1131345,1133110,573300,221774.0,69196133.0
1999-06-18,1097753,1184378,1097753,1124271,698960,220044.0,69196133.0
1999-06-21,1133106,1156089,1081844,1081846,578020,211740.0,69196133.0
1999-06-22,1053571,1103062,1042962,1078310,631060,211048.0,69196133.0
1999-06-23,1062406,1110135,1062406,1080078,469350,211394.0,69196133.0
1999-06-24,1113668,1131346,1081847,1115432,774300,218314.0,69196133.0
1999-06-25,1166703,1269227,1141950,1205586,2198380,235959.0,69196133.0
1999-06-28,1194979,1200284,1127810,1129574,686290,221082.0,69196133.0
1999-06-29,1131344,1152556,1117200,1138413,532890,222812.0,69196133.0
1999-06-30,1173773,1262163,1103062,1117200,1465700,218660.0,69196133.0
1999-07-01,1202058,1237406,1152558,1184373,1254560,231807.0,69196133.0
1999-07-02,1184376,1258622,1138411,1194980,1341280,233883.0,69196133.0
1999-07-05,1219738,1230338,1179078,1191444,901070,233191.0,69196133.0
1999-07-06,1191445,1219732,1156089,1177303,993750,230423.0,69196133.0
1999-07-07,1182609,1193219,1156092,1184373,1023450,231807.0,69196133.0
1999-07-08,1212657,1343468,1198513,1299275,2763870,254296.0,69196133.0
1999-07-09,1281595,1308111,1248011,1286901,1795020,251874.0,69196133.0
1999-07-12,1431860,1479588,1378827,1476048,1810790,288894.0,69196133.0
1999-07-13,1410645,1461907,1308113,1308114,2401920,256026.0,69196133.0
1999-07-14,1332870,1392971,1311651,1336398,1741080,261561.0,69196133.0
1999-07-15,1336404,1378827,1279836,1297508,950610,253950.0,69196133.0
1999-07-16,1318722,1339934,1299274,1325791,1088710,259485.0,69196133.0
1999-07-19,1520245,1523779,1375290,1412410,2434210,276439.0,69196133.0
1999-07-20,1304581,1339937,1202057,1202051,2504680,235267.0,69196133.0
1999-07-21,1136653,1166702,1081848,1118968,1531760,219006.0,69196133.0
1999-07-22,1099525,1184380,1057103,1166696,1680300,228347.0,69196133.0
1999-07-23,1095995,1149027,1007606,1021743,1328970,199977.0,69196133.0
1999-07-26,869726,915684,869726,869719,1271220,170222.0,69196133.0
1999-07-27,742442,947498,740671,820223,2373330,160535.0,69196133.0
1999-07-28,841440,915685,820228,873254,1309490,170914.0,69196133.0
1999-07-29,894472,1004072,883863,1004066,2188590,196517.0,69196133.0
1999-07-30,986387,1060634,897999,933357,1463640,182678.0,69196133.0
1999-08-02,933357,936891,883858,883861,712780,172990.0,69196133.0
1999-08-03,883858,912146,850274,883861,681400,172990.0,69196133.0
1999-08-04,919212,1016439,883857,1016440,1944970,198939.0,69196133.0
1999-08-05,1018216,1166704,958106,1095987,3664260,214508.0,69196133.0
1999-08-06,1166706,1198519,1078318,1117200,2931710,218660.0,69196133.0
1999-08-09,1131348,1237407,1124273,1131342,2001640,221428.0,69196133.0
1999-08-10,1042958,1184379,1042958,1154322,1750470,225925.0,69196133.0
1999-08-11,1113665,1149021,1025278,1025278,1177350,200669.0,69196133.0
1999-08-12,1025284,1113673,1016445,1060633,1166930,207588.0,69196133.0
1999-08-13,1106593,1110134,1016441,1050027,962630,205513.0,69196133.0
1999-08-16,1018211,1103058,1014669,1103058,1096440,215892.0,69196133.0
1999-08-17,1117208,1149029,938667,938660,1796820,183716.0,69196133.0
1999-08-18,848510,1042957,799011,901538,1315130,176450.0,69196133.0
1999-08-19,936892,982857,912147,919215,602470,179910.0,69196133.0
1999-08-20,908616,954573,894472,917447,600720,179564.0,69196133.0
1999-08-23,920988,936895,905081,926286,984550,181294.0,69196133.0
1999-08-24,936897,989930,894474,912144,1442180,178526.0,69196133.0
1999-08-25,876794,898005,830836,830829,1214590,162611.0,69196133.0
1999-08-26,859113,896239,795478,866184,1438400,169531.0,69196133.0
1999-08-27,767188,813153,737137,737140,1557920,144274.0,69196133.0
1999-08-30,671735,691183,627541,627541,2211680,122823.0,69196133.0
1999-08-31,618702,705320,601024,661128,3644560,129397.0,69196133.0
1999-09-01,652292,721231,583344,636380,2621810,124553.0,69196133.0
1999-09-02,657594,689416,622239,625773,1112250,122477.0,69196133.0
1999-09-03,604556,719460,604556,719463,3049040,140814.0,69196133.0
1999-09-06,795482,795482,622239,668199,2115610,130781.0,69196133.0
1999-09-07,692945,760121,673504,754817,1713200,147734.0,69196133.0
1999-09-08,754818,813156,724768,726534,2456540,142198.0,69196133.0
1999-09-09,692945,714156,671733,689411,806900,134932.0,69196133.0
1999-09-10,692948,735371,692948,696482,658530,136316.0,69196133.0
1999-09-13,721237,737144,671737,685876,566000,134240.0,69196133.0
1999-09-14,673509,724772,636383,664663,2120120,130089.0,69196133.0
1999-09-15,664669,678805,654059,655825,480100,128359.0,69196133.0
1999-09-16,671734,678802,648751,648754,622580,126975.0,69196133.0
1999-09-17,638148,654055,620470,636380,668340,124553.0,69196133.0
1999-09-20,625776,654055,618700,618703,574620,121093.0,69196133.0
1999-09-21,618705,636383,608103,608096,527280,119017.0,69196133.0
1999-09-22,608099,618701,583346,588651,475440,115212.0,69196133.0
1999-09-27,590423,629313,583348,583348,696760,114174.0,69196133.0
1999-09-28,590426,606333,581587,585116,481350,114520.0,69196133.0
1999-09-29,592190,595724,567444,567439,426280,111060.0,69196133.0
1999-09-30,562135,572746,482585,482588,756510,94453.0,69196133.0
1999-10-01,479051,547991,424255,505568,1704830,98950.0,69196133.0
1999-10-04,512641,579810,494964,579813,2120690,113482.0,69196133.0
1999-10-05,666431,666431,657592,666431,1129990,130435.0,69196133.0
1999-10-06,700025,700025,585120,629309,2256100,123169.0,69196133.0
1999-10-07,583347,701786,583347,661128,2788610,129397.0,69196133.0
1999-10-08,657589,685876,618700,636380,1429710,124553.0,69196133.0
1999-10-11,602799,636384,590426,590419,1468950,115558.0,69196133.0
1999-10-12,590423,615168,583347,601025,1445120,117633.0,69196133.0
1999-10-13,691186,691186,691186,691179,672700,135278.0,69196133.0
1999-10-14,793708,793708,650524,657592,5722370,128705.0,69196133.0
1999-10-15,668204,687645,636383,664663,1506630,130089.0,69196133.0
1999-10-18,625775,700020,620470,636380,1296040,124553.0,69196133.0
1999-10-19,636378,650521,615166,618703,748510,121093.0,69196133.0
1999-10-20,710626,710626,657592,673502,3737890,131819.0,69196133.0
1999-10-21,675273,687645,650527,650522,1307540,127321.0,69196133.0
1999-10-22,650524,657592,631076,639915,703070,125245.0,69196133.0
1999-10-25,609864,634617,544458,583348,1229370,114174.0,69196133.0
1999-10-26,576284,625783,576284,593954,1206540,116250.0,69196133.0
1999-10-27,533853,618699,533853,579813,1883030,113482.0,69196133.0
1999-10-28,666434,666434,601028,608096,3586660,119017.0,69196133.0
1999-10-29,579811,685877,569209,618703,4434040,121093.0,69196133.0
1999-11-01,618705,703560,604561,664663,9902390,130089.0,69196133.0
1999-11-02,609862,742444,608098,689411,11669910,134932.0,69196133.0
1999-11-03,668202,668202,586889,586884,5153080,114866.0,69196133.0
1999-11-04,565672,581586,509104,516175,4005380,101026.0,69196133.0
1999-11-05,533861,547997,503810,519710,1739620,101718.0,69196133.0
1999-11-08,498499,516176,477287,479053,2003020,93761.0,69196133.0
1999-11-09,459611,503805,456069,487891,2567620,95491.0,69196133.0
1999-11-10,560373,560373,526781,542691,4165860,106216.0,69196133.0
1999-11-11,535619,535619,477289,487891,1730150,95491.0,69196133.0
1999-11-12,471984,509103,434858,464911,1774260,90993.0,69196133.0
1999-11-15,466680,494967,441934,461375,2136430,90301.0,69196133.0
1999-11-16,456075,484362,449007,454304,1345400,88917.0,69196133.0
1999-11-17,449005,466682,413649,415415,1077860,81305.0,69196133.0
1999-11-18,420722,450772,413646,431324,1460150,84419.0,69196133.0
1999-11-19,417180,429561,406578,408344,757350,79922.0,69196133.0
1999-11-22,408345,420725,404811,411879,821760,80613.0,69196133.0
1999-11-23,395972,401277,388904,388899,479670,76116.0,69196133.0
1999-11-24,388905,434863,367693,371222,1785380,72656.0,69196133.0
1999-11-25,388905,392440,358855,358847,1170860,70234.0,69196133.0
1999-11-26,410118,411889,372999,380060,1589510,74386.0,69196133.0
1999-11-29,371225,378293,332335,337635,1220350,66082.0,69196133.0
1999-11-30,300516,314659,289913,289906,2388250,56741.0,69196133.0
1999-12-01,282835,300513,282835,282835,1093040,55357.0,69196133.0
1999-12-02,268694,279304,249253,251016,1104360,49129.0,69196133.0
1999-12-03,213897,254558,213897,251016,1050880,49129.0,69196133.0
1999-12-06,288144,288144,282839,288139,1255870,56395.0,69196133.0
1999-12-07,307588,312886,270462,282835,2088500,55357.0,69196133.0
1999-12-08,300511,300511,254554,256320,849410,50167.0,69196133.0
1999-12-09,272238,275773,252790,258087,921500,50513.0,69196133.0
1999-12-10,275766,295207,261622,295210,1451300,57779.0,69196133.0
1999-12-13,318194,337642,307591,328796,1496850,64352.0,69196133.0
1999-12-14,335869,376530,335869,376525,1562510,73694.0,69196133.0
1999-12-15,431324,431324,431324,431324,261010,84419.0,69196133.0
1999-12-16,494969,494969,494969,494962,166420,96875.0,69196133.0
1999-12-17,530313,530313,420721,449001,3831440,87879.0,69196133.0
1999-12-20,424257,441934,381833,381828,1353710,74732.0,69196133.0
1999-12-21,341178,431331,325264,353544,3893650,69196.0,69196133.0
1999-12-22,304046,381833,304046,342938,1766610,67120.0,69196133.0
1999-12-23,355319,371226,304048,311119,1353580,60893.0,69196133.0
1999-12-24,300518,318196,286374,296977,1457930,58125.0,69196133.0
1999-12-27,300516,305820,284609,289906,925870,56741.0,69196133.0
1999-12-28,282836,328801,282836,304048,1221170,59509.0,69196133.0
2000-01-04,307588,348241,307588,348241,903250,68158.0,69196133.0
2000-01-05,348241,376528,335868,348241,1475910,68158.0,69196133.0
2000-01-06,371227,371227,311125,332332,763990,65044.0,69196133.0
2000-01-07,342939,360617,330566,332332,834550,65044.0,69196133.0
2000-01-10,321725,344707,318191,321725,1087450,62968.0,69196133.0
2000-01-11,321728,332338,304050,305816,893330,59855.0,69196133.0
2000-01-12,305819,350014,300514,350009,1660440,68504.0,69196133.0
2000-01-13,351774,353545,318190,342938,1814560,67120.0,69196133.0
2000-01-14,332334,342937,311123,321725,895760,62968.0,69196133.0
2000-01-17,325257,339401,311121,312887,1357970,61239.0,69196133.0
2000-01-18,314661,319965,300517,302280,527080,59163.0,69196133.0
2000-01-19,293444,319960,291673,295210,1497870,57779.0,69196133.0
2000-01-20,300513,332335,295208,298745,1549450,58471.0,69196133.0
2000-01-21,296980,321725,291675,304048,2103560,59509.0,69196133.0
2000-01-24,344707,348241,328800,348241,2190700,68158.0,69196133.0
2000-01-25,346478,385367,318190,325261,4703000,63660.0,69196133.0
2000-01-26,342933,342933,312883,318190,1279730,62277.0,69196133.0
2000-01-27,304047,332334,304047,321725,1386940,62968.0,69196133.0
2000-01-28,321725,330564,314657,321725,1094470,62968.0,69196133.0
2000-01-31,321727,334099,314658,316422,1229380,61931.0,69196133.0
2000-02-01,318192,335870,318192,319958,1799680,62623.0,69196133.0
2000-02-02,321727,328802,314658,316422,706010,61931.0,69196133.0
2000-02-03,314658,321726,309353,319958,1004800,62623.0,69196133.0
2000-02-07,318192,325260,312887,319958,683870,62623.0,69196133.0
2000-02-08,316421,316421,302284,304048,657230,59509.0,69196133.0
2000-02-09,304049,309354,291676,293442,507250,57433.0,69196133.0
2000-02-10,296985,300519,277536,279300,671460,54665.0,69196133.0
2000-02-11,272231,282833,265156,273997,926140,53627.0,69196133.0
2000-02-14,270462,282835,265157,268694,591730,52589.0,69196133.0
2000-02-15,265154,281069,258086,261623,911120,51205.0,69196133.0
2000-02-16,272239,293451,259858,279300,1231370,54665.0,69196133.0
2000-02-17,279307,279307,279307,279300,0,54665.0,69196133.0
2000-02-18,279307,279307,279307,279300,0,,
2000-02-21,279307,279307,279307,279300,0,,
2000-02-22,279307,279307,279307,279300,0,,
2000-02-23,279307,279307,279307,279300,0,,
2000-02-24,279307,279307,279307,279300,0,,
2000-02-25,279307,279307,279307,279300,0,,
2000-02-28,279307,279307,279307,279300,0,,
2000-02-29,279307,279307,279307,279300,0,,
2000-03-02,279307,279307,279307,279300,0,,
2000-03-03,279307,279307,279307,279300,0,,
2000-03-06,279307,279307,279307,279300,0,,
2000-03-07,279307,279307,279307,279300,0,,
2000-03-08,279300,279300,237880,258400,272400,50595.0,14880888.0
2000-03-09,254600,258400,236360,237120,335630,46428.0,14880888.0
2000-03-10,228000,234080,203680,206720,437060,40476.0,14880888.0
2000-03-13,205199,235600,197600,220400,335500,43155.0,14880888.0
2000-03-14,221160,228000,197600,208620,225500,40848.0,14880888.0
2000-03-15,194560,239780,194560,224200,338320,43899.0,14880888.0
2000-03-16,208999,223060,195320,205960,309100,40327.0,14880888.0
2000-03-17,209000,220400,205958,209000,178400,40922.0,14880888.0
2000-03-20,240160,240160,239400,240160,361200,120336.0,38080888.0
2000-03-21,240160,275880,220020,220020,805910,110244.0,38080888.0
2000-03-22,209760,226480,204820,212800,370590,106626.0,38080888.0
2000-03-23,217360,217360,201780,205960,194800,103199.0,38080888.0
2000-03-24,205200,212800,199880,205200,284840,102818.0,38080888.0
2000-03-27,199880,205200,198359,198360,136640,99391.0,38080888.0
2000-03-28,205200,212800,193800,199120,183320,99772.0,38080888.0
2000-03-29,197600,204440,191520,193800,164200,97106.0,38080888.0
2000-03-30,193800,197600,178600,182400,144900,91394.0,38080888.0
2000-03-31,184680,190000,176320,182400,97290,91394.0,38080888.0
2000-04-03,189240,209759,171000,174800,194950,87586.0,38080888.0
2000-04-04,172520,174800,160740,162640,96700,81493.0,38080888.0
2000-04-06,155800,173280,155800,161880,74640,81112.0,38080888.0
2000-04-07,170620,170620,156560,161880,87260,81112.0,38080888.0
2000-04-10,163400,177080,163400,169480,122280,84920.0,38080888.0
2000-04-11,173660,194560,164160,177840,200220,89109.0,38080888.0
2000-04-12,177840,177840,169480,174800,55490,87586.0,38080888.0
2000-04-14,174800,182400,174800,178600,73300,89490.0,38080888.0
2000-04-17,174800,174800,152000,152000,117470,76162.0,38080888.0
2000-04-18,163400,167200,158080,161880,124270,81112.0,38080888.0
2000-04-19,161880,165680,157320,159600,110730,79970.0,38080888.0
2000-04-20,152000,176320,152000,163400,153810,81874.0,38080888.0
2000-04-21,163780,167960,159600,163400,60940,81874.0,38080888.0
2000-04-24,174800,174800,160360,161500,122780,80922.0,38080888.0
2000-04-25,159980,162640,157320,159600,62230,79970.0,38080888.0
2000-04-26,159600,161880,148580,148580,91140,74448.0,38080888.0
2000-04-27,141740,150100,137940,143640,72460,71973.0,38080888.0
2000-04-28,141360,151240,141360,144400,53120,72354.0,38080888.0
2000-05-02,137560,159600,137560,152760,82210,76543.0,38080888.0
2000-05-03,148960,150480,144400,148580,55500,74448.0,38080888.0
2000-05-04,148580,152000,145160,148200,52640,74258.0,38080888.0
2000-05-08,152000,166820,152000,159220,140650,79779.0,38080888.0
2000-05-09,163020,164160,152000,153140,94160,76733.0,38080888.0
2000-05-10,154660,175940,153520,175940,463410,88157.0,38080888.0
2000-05-12,178600,202160,169480,202160,473850,101295.0,38080888.0
2000-05-15,216220,232180,207480,232180,460040,116337.0,38080888.0
2000-05-16,248520,250799,197600,228000,531820,114243.0,38080888.0
2000-05-17,228000,232560,204440,204440,227070,102438.0,38080888.0
2000-05-18,180120,202540,174040,174800,126440,87586.0,38080888.0
2000-05-19,167200,190000,164160,182400,99830,91394.0,38080888.0
2000-05-22,167960,188480,167200,172140,91290,86253.0,38080888.0
2000-05-23,152000,171000,152000,155040,108660,77685.0,38080888.0
2000-05-24,152760,178220,149720,173280,161440,86824.0,38080888.0
2000-05-25,174800,189240,169480,180120,195980,90252.0,38080888.0
2000-05-26,174420,174800,159600,160360,103900,80351.0,38080888.0
2000-05-29,160360,174800,160360,167960,83940,84159.0,38080888.0
2000-05-30,162640,174800,162640,168720,74570,84540.0,38080888.0
2000-05-31,166440,178220,166440,174800,129610,87586.0,38080888.0
2000-06-01,170240,173280,167200,170240,70220,85301.0,38080888.0
2000-06-02,178600,186200,167580,174800,129560,87586.0,38080888.0
2000-06-05,171000,196080,171000,193040,319540,96725.0,38080888.0
2000-06-07,164160,197600,164160,182400,184390,91394.0,38080888.0
2000-06-08,186200,193799,174800,174800,123370,87586.0,38080888.0
2000-06-09,178600,201020,175560,201020,226580,100724.0,38080888.0
2000-06-12,223440,231040,209000,212800,568570,106626.0,38080888.0
2000-06-13,215077,224960,190000,200640,242490,100534.0,38080888.0
2000-06-14,197600,200640,170620,186200,213610,93298.0,38080888.0
2000-06-15,185440,185440,163400,163400,257310,81874.0,38080888.0
2000-06-16,152000,178600,152000,171000,325710,85682.0,38080888.0
2000-06-19,171000,181640,166060,167200,241860,83778.0,38080888.0
2000-06-20,163780,172520,163400,165680,219010,83016.0,38080888.0
2000-06-21,166060,174040,165680,169480,223350,84920.0,38080888.0
2000-06-22,167200,175560,167200,169480,144150,84920.0,38080888.0
2000-06-23,174800,194560,174040,194560,592410,97487.0,38080888.0
2000-06-26,205199,223439,186959,197600,572000,99010.0,38080888.0
2000-06-27,201400,204819,182400,183160,444490,91775.0,38080888.0
2000-06-28,190000,195700,182400,186200,260990,93298.0,38080888.0
2000-06-29,213939,213939,209760,213940,162100,107198.0,38080888.0
2000-06-30,245860,245860,192280,201400,1792910,100914.0,38080888.0
2000-07-03,197600,198359,182399,193420,483440,96916.0,38080888.0
2000-07-04,196080,199499,182400,182400,373930,91394.0,38080888.0
2000-07-05,196840,196840,183920,195320,591400,97868.0,38080888.0
2000-07-06,196839,196839,187340,190760,261450,95583.0,38080888.0
2000-07-07,183540,193800,183540,190000,287580,95202.0,38080888.0
2000-07-10,190000,204439,187720,188480,507160,94441.0,38080888.0
2000-07-11,194940,194940,183160,183920,306500,92156.0,38080888.0
2000-07-12,186200,189999,181640,183160,155230,91775.0,38080888.0
2000-07-13,183160,185440,178600,182400,128640,91394.0,38080888.0
2000-07-14,182400,192280,182400,185440,226630,92917.0,38080888.0
2000-07-18,182780,184680,178600,178980,94350,89680.0,38080888.0
2000-07-19,177840,196080,171000,176320,822210,88348.0,38080888.0
2000-07-20,180880,186200,167580,169100,245820,84730.0,38080888.0
2000-07-21,167200,174040,167200,168340,146230,84349.0,38080888.0
2000-07-24,169860,170620,152000,159600,107550,79970.0,38080888.0
2000-07-25,147440,161880,147440,155800,110530,78066.0,38080888.0
2000-07-26,148200,159220,148200,154660,89850,77495.0,38080888.0
2000-07-27,152760,158840,152760,154280,75790,77304.0,38080888.0
2000-07-28,156180,158840,152760,155800,114870,78066.0,38080888.0
2000-07-31,151240,158080,151240,155800,80180,78066.0,38080888.0
2000-08-01,153520,163780,153520,159600,103060,79970.0,38080888.0
2000-08-02,159600,162640,158460,159600,73830,79970.0,38080888.0
2000-08-03,162640,163400,159600,161120,79660,80731.0,38080888.0
2000-08-04,161120,164160,158080,164160,94040,82255.0,38080888.0
2000-08-07,162640,163780,159980,161120,37980,80731.0,38080888.0
2000-08-08,161120,171380,161120,163020,51110,81684.0,38080888.0
2000-08-09,167200,169480,164160,164540,74820,82445.0,38080888.0
2000-08-10,171760,178600,167580,178600,171570,89490.0,38080888.0
2000-08-11,180880,185439,171380,180880,170270,90633.0,38080888.0
2000-08-14,182020,186200,177840,177840,209300,89109.0,38080888.0
2000-08-16,177840,180880,171000,171380,187450,85872.0,38080888.0
2000-08-17,171380,196840,171000,196840,523040,98629.0,38080888.0
2000-08-18,205200,205200,176700,179360,427600,89871.0,38080888.0
2000-08-21,179740,187340,174800,175180,166060,87776.0,38080888.0
2000-08-22,174800,180500,172520,175940,96570,88157.0,38080888.0
2000-08-23,172520,176320,172520,174040,82490,87205.0,38080888.0
2000-08-24,172520,182400,169480,173280,156990,86824.0,38080888.0
2000-08-25,173280,191518,173280,188480,341480,94441.0,38080888.0
2000-08-28,188480,188480,177460,182020,119990,91204.0,38080888.0
