케이씨텍(281820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-11,19700,19750,18750,18850,97911,373972.0,19839340.0
2018-07-12,18800,18900,18250,18850,220005,373972.0,19839340.0
2018-07-13,18850,19200,18400,18700,139607,370996.0,19839340.0
2018-07-16,18800,19050,18400,18400,51958,365044.0,19839340.0
2018-07-17,18400,18600,18150,18250,77574,362068.0,19839340.0
2018-07-18,18300,18450,18050,18150,58118,360084.0,19839340.0
2018-07-19,18050,18350,17500,17600,60762,349172.0,19839340.0
2018-07-20,17750,17800,17050,17450,65613,346196.0,19839340.0
2018-07-23,17250,17400,16850,16850,74820,334293.0,19839340.0
2018-07-24,17000,17200,16800,17050,62078,338261.0,19839340.0
2018-07-25,17050,17350,16150,16550,106229,328341.0,19839340.0
2018-07-26,16450,16900,16150,16850,44626,334293.0,19839340.0
2018-07-27,16850,17550,16850,17200,74154,341237.0,19839340.0
2018-07-30,17200,17500,16800,17250,58807,342229.0,19839340.0
2018-07-31,17200,17650,17150,17550,57859,348180.0,19839340.0
2018-08-01,17550,17900,17400,17650,52226,350164.0,19839340.0
2018-08-02,17650,17900,17050,17100,73541,339253.0,19839340.0
2018-08-03,17100,17650,17000,17200,40785,341237.0,19839340.0
2018-08-06,17400,17400,16900,16900,33137,335285.0,19839340.0
2018-08-07,16950,17150,16800,16800,30077,333301.0,19839340.0
2018-08-08,16900,17350,16600,16650,71790,330325.0,19839340.0
2018-08-09,16600,17000,16600,16800,28071,333301.0,19839340.0
2018-08-10,17250,17500,16550,16650,110120,330325.0,19839340.0
2018-08-13,16650,16750,16050,16050,51137,318421.0,19839340.0
2018-08-14,16050,16450,16000,16100,34155,319413.0,19839340.0
2018-08-16,16000,16350,15900,16150,49905,320405.0,19839340.0
2018-08-17,16200,16800,16200,16450,28449,326357.0,19839340.0
2018-08-20,16500,16800,16350,16450,20799,326357.0,19839340.0
2018-08-21,16450,17200,16300,17050,56074,338261.0,19839340.0
2018-08-22,17150,17150,16400,16500,44593,327349.0,19839340.0
2018-08-23,16450,16750,16150,16600,78621,329333.0,19839340.0
2018-08-24,16400,16600,16250,16550,25886,328341.0,19839340.0
2018-08-27,16450,16800,16450,16700,35263,331317.0,19839340.0
2018-08-28,16900,16900,16350,16400,56705,325365.0,19839340.0
2018-08-29,16550,16850,16400,16700,48324,331317.0,19839340.0
2018-08-30,17050,17150,16850,17000,50046,337269.0,19839340.0
2018-08-31,16900,17300,16800,17200,39259,341237.0,19839340.0
2018-09-03,17200,17300,16900,17050,21622,338261.0,19839340.0
2018-09-04,17000,17100,16600,16800,43825,333301.0,19839340.0
2018-09-05,16850,16850,16550,16550,44530,328341.0,19839340.0
2018-09-06,16600,16700,16100,16250,77663,322389.0,19839340.0
2018-09-07,16050,16400,16000,16150,30982,320405.0,19839340.0
2018-09-10,16150,16200,15950,16100,38271,319413.0,19839340.0
2018-09-11,16100,16550,16100,16400,33537,325365.0,19839340.0
2018-09-12,16500,16600,16050,16200,35241,321397.0,19839340.0
2018-09-13,16550,16650,16200,16350,97062,324373.0,19839340.0
2018-09-14,16400,16900,16350,16450,51386,326357.0,19839340.0
2018-09-17,16500,16500,15950,16000,107165,317429.0,19839340.0
2018-09-18,16000,16100,15650,15750,108183,312470.0,19839340.0
2018-09-19,15850,15850,15500,15550,58373,308502.0,19839340.0
2018-09-20,15550,15750,15150,15350,57698,304534.0,19839340.0
2018-09-21,15300,15500,15000,15000,73635,297590.0,19839340.0
2018-09-27,14950,15100,14850,15050,59412,298582.0,19839340.0
2018-09-28,15200,15200,14800,14800,31661,293622.0,19839340.0
2018-10-01,14800,14950,14450,14500,65676,287670.0,19839340.0
2018-10-02,14350,14500,13950,13950,62060,276759.0,19839340.0
2018-10-04,13800,13950,13150,13200,101603,261879.0,19839340.0
2018-10-05,13150,13550,12900,13000,63415,257911.0,19839340.0
2018-10-08,12950,13300,12900,13000,34634,257911.0,19839340.0
2018-10-10,13000,13150,12350,12650,39296,250968.0,19839340.0
2018-10-11,12100,12350,11450,11450,120102,227160.0,19839340.0
2018-10-12,11150,12000,11150,12000,95677,238072.0,19839340.0
2018-10-15,12000,12400,11850,11950,95658,237080.0,19839340.0
2018-10-16,11900,12650,11850,12400,62802,246008.0,19839340.0
2018-10-17,12750,12750,12050,12500,67417,247992.0,19839340.0
2018-10-18,12350,12650,12100,12450,52900,247000.0,19839340.0
2018-10-19,12400,12400,11850,12100,72532,240056.0,19839340.0
2018-10-22,12100,12250,11800,12000,61664,238072.0,19839340.0
2018-10-23,12050,12150,11850,12000,74623,238072.0,19839340.0
2018-10-24,12250,12650,11900,12150,119031,241048.0,19839340.0
2018-10-25,11700,12200,11650,11950,71338,237080.0,19839340.0
2018-10-26,12000,12150,10850,11450,134189,227160.0,19839340.0
2018-10-29,11300,11700,11000,11150,89274,221209.0,19839340.0
2018-10-30,10900,11600,10600,11150,174388,221209.0,19839340.0
2018-10-31,11250,11500,11050,11450,43415,227160.0,19839340.0
2018-11-01,11500,11850,11400,11850,66607,235096.0,19839340.0
2018-11-02,12050,12300,11850,12200,83792,242040.0,19839340.0
2018-11-05,12100,12150,11750,11950,42895,237080.0,19839340.0
2018-11-06,12050,12050,11800,11950,19774,237080.0,19839340.0
2018-11-07,12100,12350,11850,12000,52933,238072.0,19839340.0
2018-11-08,12100,12250,11950,12100,25379,240056.0,19839340.0
2018-11-09,12450,12700,12150,12550,111180,248984.0,19839340.0
2018-11-12,12400,12650,12250,12450,46798,247000.0,19839340.0
2018-11-13,12200,12300,11250,11550,199579,229144.0,19839340.0
2018-11-14,11650,11700,11300,11300,79435,224185.0,19839340.0
2018-11-15,11300,11400,10950,11050,72056,219225.0,19839340.0
2018-11-16,11200,11550,11150,11400,90490,226168.0,19839340.0
2018-11-19,11400,11650,11400,11500,33866,228152.0,19839340.0
2018-11-20,11450,11450,11050,11050,52028,219225.0,19839340.0
2018-11-21,10900,10950,10550,10700,101598,212281.0,19839340.0
2018-11-22,10800,10950,10550,10600,39812,210297.0,19839340.0
2018-11-23,10600,10650,10200,10350,64251,205337.0,19839340.0
2018-11-26,10400,10850,10250,10700,35118,212281.0,19839340.0
2018-11-27,10800,11000,10700,10850,52587,215257.0,19839340.0
2018-11-28,11000,11200,10950,11050,39862,219225.0,19839340.0
2018-11-29,11250,11250,11000,11150,32656,221209.0,19839340.0
2018-11-30,11200,11250,10900,10900,202863,216249.0,19839340.0
2018-12-03,11350,11350,10950,11000,75676,218233.0,19839340.0
2018-12-04,11050,11100,10850,11100,29413,220217.0,19839340.0
2018-12-05,10900,10950,10650,10800,35181,214265.0,19839340.0
2018-12-06,10700,10950,10600,10700,64959,212281.0,19839340.0
2018-12-07,10700,10750,10000,10250,210171,203353.0,19839340.0
2018-12-10,10000,10050,9460,9500,173564,188474.0,19839340.0
2018-12-11,9500,9580,9290,9320,93025,184903.0,19839340.0
2018-12-12,9300,9670,9300,9670,70209,191846.0,19839340.0
2018-12-13,9610,10150,9610,10000,93206,198393.0,19839340.0
2018-12-14,10000,10100,9550,9730,87384,193037.0,19839340.0
2018-12-17,9730,9780,9560,9700,26622,192442.0,19839340.0
2018-12-18,9640,9920,9500,9660,65887,191648.0,19839340.0
2018-12-19,9710,9750,9610,9660,69248,191648.0,19839340.0
2018-12-20,9630,9630,9260,9310,150133,184704.0,19839340.0
2018-12-21,9260,9380,9240,9330,36280,185101.0,19839340.0
2018-12-24,9360,9630,9300,9470,51016,187879.0,19839340.0
2018-12-26,9300,9340,9220,9290,35219,184307.0,19839340.0
2018-12-27,9450,9460,9240,9420,42050,186887.0,19839340.0
2018-12-28,9470,9560,9350,9490,53479,188275.0,19839340.0
2019-01-02,9570,9570,9420,9470,32460,187879.0,19839340.0
2019-01-03,9550,9550,9100,9170,50390,181927.0,19839340.0
2019-01-04,9050,9160,8750,9090,60837,180340.0,19839340.0
2019-01-07,9110,9530,9110,9470,57397,187879.0,19839340.0
2019-01-08,9550,9820,9500,9750,75858,193434.0,19839340.0
2019-01-09,9930,10600,9840,10150,196700,201369.0,19839340.0
2019-01-10,10350,10350,9860,10150,72841,201369.0,19839340.0
2019-01-11,10150,10250,9990,10050,78547,199385.0,19839340.0
2019-01-14,10050,10100,9910,9930,43121,197005.0,19839340.0
2019-01-15,9910,10300,9910,10200,76706,202361.0,19839340.0
2019-01-16,10200,10400,10200,10250,62547,203353.0,19839340.0
2019-01-17,10350,10600,10250,10400,74496,206329.0,19839340.0
2019-01-18,10300,10600,10200,10500,73823,208313.0,19839340.0
2019-01-21,11050,11300,10800,11300,196308,224185.0,19839340.0
2019-01-22,11400,11400,10850,10950,73925,217241.0,19839340.0
2019-01-23,10750,11350,10750,11300,92675,224185.0,19839340.0
2019-01-24,11300,11400,11100,11350,70698,225177.0,19839340.0
2019-01-25,11500,11700,11350,11650,91670,231128.0,19839340.0
2019-01-28,11750,11850,11600,11800,113349,234104.0,19839340.0
2019-01-29,11800,11800,11400,11750,89732,233112.0,19839340.0
2019-01-30,11600,12250,11500,12100,166562,240056.0,19839340.0
2019-01-31,12300,12400,12050,12150,111820,241048.0,19839340.0
2019-02-01,12300,12400,12000,12350,127431,245016.0,19839340.0
2019-02-07,12400,13250,12200,12800,234949,253944.0,19839340.0
2019-02-08,12800,12850,12450,12750,73440,252952.0,19839340.0
2019-02-11,12650,12900,12100,12500,141502,247992.0,19839340.0
2019-02-12,12450,13450,12450,13450,184201,266839.0,19839340.0
2019-02-13,13750,14900,13600,14300,666222,283703.0,19839340.0
2019-02-14,14350,16200,14200,16200,656338,321397.0,19839340.0
2019-02-15,16000,16100,15000,15400,340372,305526.0,19839340.0
2019-02-18,15600,16200,15400,15800,231317,313462.0,19839340.0
2019-02-19,15700,16000,15300,15500,145594,307510.0,19839340.0
2019-02-20,15350,16450,15300,16300,200212,323381.0,19839340.0
2019-02-21,16100,16300,15600,16100,179274,319413.0,19839340.0
2019-02-22,16050,16350,15500,16100,147004,319413.0,19839340.0
2019-02-25,16400,16900,16300,16400,187139,325365.0,19839340.0
2019-02-26,16350,16650,16150,16450,128583,326357.0,19839340.0
2019-02-27,16250,16850,15800,15800,163292,313462.0,19839340.0
2019-02-28,15800,16000,14650,14850,267509,294614.0,19839340.0
2019-03-04,15050,15250,14800,14900,82225,295606.0,19839340.0
2019-03-05,14750,14950,14200,14350,140263,284695.0,19839340.0
2019-03-06,14350,14900,14300,14600,86763,289654.0,19839340.0
2019-03-07,14600,15000,14350,14800,95343,293622.0,19839340.0
2019-03-08,14650,14900,14350,14650,62726,290646.0,19839340.0
2019-03-11,14650,15600,14450,15550,139149,308502.0,19839340.0
2019-03-12,15600,16250,15600,15950,156379,316437.0,19839340.0
2019-03-13,15850,16300,15750,16250,218689,322389.0,19839340.0
2019-03-14,16300,18850,16100,18100,1025513,359092.0,19839340.0
2019-03-15,18000,18100,17350,17550,265058,348180.0,19839340.0
2019-03-18,17600,17950,17150,17250,127987,342229.0,19839340.0
2019-03-19,17500,18750,17200,17650,337966,350164.0,19839340.0
2019-03-20,17600,17600,16600,17550,204531,348180.0,19839340.0
2019-03-21,17600,18700,17500,18700,312530,370996.0,19839340.0
2019-03-22,19250,20400,18750,19000,431599,376947.0,19839340.0
2019-03-25,18500,19000,18100,18400,135866,365044.0,19839340.0
2019-03-26,18450,18550,17550,18450,158235,366036.0,19839340.0
2019-03-27,18350,18350,17500,17600,116565,349172.0,19839340.0
2019-03-28,17550,17750,16950,16950,102547,336277.0,19839340.0
2019-03-29,17000,17400,16300,16700,191107,331317.0,19839340.0
2019-04-01,16850,17600,16850,17600,115637,349172.0,19839340.0
2019-04-02,17750,18300,17100,17250,153985,342229.0,19839340.0
2019-04-03,17200,17500,16950,17250,132186,342229.0,19839340.0
2019-04-04,17350,18000,17050,17400,144820,345205.0,19839340.0
2019-04-05,17550,17550,16800,17150,117876,340245.0,19839340.0
2019-04-08,17200,17600,16650,16650,164160,330325.0,19839340.0
2019-04-09,16700,17450,16650,17350,142314,344213.0,19839340.0
2019-04-10,17350,17650,17050,17450,100440,346196.0,19839340.0
2019-04-11,17450,17850,17250,17450,120499,346196.0,19839340.0
2019-04-12,17450,17500,17050,17150,61073,340245.0,19839340.0
2019-04-15,17250,17600,16900,17300,101717,343221.0,19839340.0
2019-04-16,17350,17350,16600,16800,81973,333301.0,19839340.0
2019-04-17,16900,18400,16850,17750,317049,352148.0,19839340.0
2019-04-18,17650,17950,16700,16750,243343,332309.0,19839340.0
2019-04-19,16900,17150,16600,17000,92778,337269.0,19839340.0
2019-04-22,17000,17350,16800,16800,68783,333301.0,19839340.0
2019-04-23,16950,17500,16650,16750,109349,332309.0,19839340.0
2019-04-24,17000,17250,16650,16850,97500,334293.0,19839340.0
2019-04-25,17250,19650,17250,17700,790675,351156.0,19839340.0
2019-04-26,17900,18150,17100,17250,204023,342229.0,19839340.0
2019-04-29,17350,18200,17350,18000,246540,357108.0,19839340.0
2019-04-30,18050,20550,17850,19900,1406129,394803.0,19839340.0
2019-05-02,19850,20100,19100,19250,515134,381907.0,19839340.0
2019-05-03,19250,19700,18900,19450,326881,385875.0,19839340.0
2019-05-07,19000,19500,18400,19200,187853,380915.0,19839340.0
2019-05-08,18700,19000,17800,18050,382660,358100.0,19839340.0
2019-05-09,18000,18300,17250,17600,220168,349172.0,19839340.0
2019-05-10,17650,17850,16950,17650,165601,350164.0,19839340.0
2019-05-13,17850,17850,16650,16750,103268,332309.0,19839340.0
2019-05-14,16350,17000,16100,16600,168255,329333.0,19839340.0
2019-05-15,16950,17450,16350,17450,138537,346196.0,19839340.0
2019-05-16,17200,17450,15750,16000,275140,317429.0,19839340.0
2019-05-17,16200,16400,14150,14300,478823,283703.0,19839340.0
2019-05-20,14400,14550,13750,14100,188391,279735.0,19839340.0
2019-05-21,14000,14250,13450,13650,191617,270807.0,19839340.0
2019-05-22,13850,14050,13550,13850,91644,274775.0,19839340.0
2019-05-23,13750,14000,13350,13550,182393,268823.0,19839340.0
2019-05-24,13400,13650,12700,12900,318013,255927.0,19839340.0
2019-05-27,12900,13050,12350,12700,130382,251960.0,19839340.0
2019-05-28,12850,13450,12550,13400,186554,265847.0,19839340.0
2019-05-29,13250,13300,12250,12450,227673,247000.0,19839340.0
2019-05-30,12550,13000,12450,12900,163700,255927.0,19839340.0
2019-05-31,12900,13100,12450,12700,168044,251960.0,19839340.0
2019-06-03,12650,12900,12450,12800,115149,253944.0,19839340.0
2019-06-04,12900,13550,12850,13500,217607,267831.0,19839340.0
2019-06-05,13800,13800,13450,13500,166844,267831.0,19839340.0
2019-06-07,13550,13550,13000,13150,176907,260887.0,19839340.0
2019-06-10,13300,13300,13000,13150,104822,260887.0,19839340.0
2019-06-11,13200,14550,13200,14500,557845,287670.0,19839340.0
2019-06-12,14450,14500,13650,13650,368514,270807.0,19839340.0
2019-06-13,13550,14200,13450,13750,326748,272791.0,19839340.0
2019-06-14,14000,14050,13250,13400,259229,265847.0,19839340.0
2019-06-17,13300,13400,13100,13150,127938,260887.0,19839340.0
2019-06-18,13150,13700,13100,13200,146843,261879.0,19839340.0
2019-06-19,13700,13800,13150,13450,166724,266839.0,19839340.0
2019-06-20,13550,14050,13450,14000,235146,277751.0,19839340.0
2019-06-21,14200,15450,14050,15150,831492,300566.0,19839340.0
2019-06-24,15300,15500,14700,14800,409311,293622.0,19839340.0
2019-06-25,14800,15300,14650,14750,272504,292630.0,19839340.0
2019-06-26,14750,15750,14550,15200,424434,301558.0,19839340.0
2019-06-27,15500,16000,15300,15700,380089,311478.0,19839340.0
2019-06-28,15600,16650,15600,15900,551401,315446.0,19839340.0
2019-07-01,15850,15900,14700,14850,415328,294614.0,19839340.0
2019-07-02,14800,15500,14400,15300,271591,303542.0,19839340.0
2019-07-03,15300,16550,15300,16400,725331,325365.0,19839340.0
2019-07-04,16750,16950,16100,16850,487990,334293.0,19839340.0
2019-07-05,16850,17450,16600,17050,368456,338261.0,19839340.0
2019-07-08,17000,17350,15350,15500,499861,307510.0,19839340.0
2019-07-09,15650,16200,14950,15900,436641,315446.0,19839340.0
2019-07-10,16000,16650,15900,16050,336515,318421.0,19839340.0
2019-07-11,16250,16550,16050,16150,299598,320405.0,19839340.0
2019-07-12,16200,16400,15700,16300,277020,323381.0,19839340.0
2019-07-15,16400,16550,15900,16300,183404,323381.0,19839340.0
2019-07-16,16400,17050,16300,16850,344593,334293.0,19839340.0
2019-07-17,16700,16800,15950,16700,241282,331317.0,19839340.0
2019-07-18,16750,17500,16500,17500,510088,347188.0,19839340.0
2019-07-19,17500,18000,17100,17450,273008,346196.0,19839340.0
2019-07-22,17400,17650,17050,17400,147499,345205.0,19839340.0
2019-07-23,17600,17800,16650,16700,277056,331317.0,19839340.0
2019-07-24,16800,17250,16600,16600,183647,329333.0,19839340.0
2019-07-25,16450,17000,16200,16600,135198,329333.0,19839340.0
2019-07-26,16650,16850,15750,15850,213679,314454.0,19839340.0
2019-07-29,15650,15900,15000,15100,160452,299574.0,19839340.0
2019-07-30,14800,15600,14800,15100,138401,299574.0,19839340.0
2019-07-31,15000,15400,14450,15100,116268,299574.0,19839340.0
2019-08-01,14800,15150,14550,14700,86343,291638.0,19839340.0
2019-08-02,14400,16000,14300,15750,254813,312470.0,19839340.0
2019-08-05,16100,16900,15700,15700,316047,311478.0,19839340.0
2019-08-06,15300,15450,13800,14000,385731,277751.0,19839340.0
2019-08-07,14300,15650,14150,15600,276030,309494.0,19839340.0
2019-08-08,15800,16300,15300,15900,125634,315446.0,19839340.0
2019-08-09,16000,16000,15300,15500,124039,307510.0,19839340.0
2019-08-12,15400,16050,15300,15800,90453,313462.0,19839340.0
2019-08-13,15600,16950,15600,16750,285182,332309.0,19839340.0
2019-08-14,16950,17750,16850,17700,350163,351156.0,19839340.0
2019-08-16,17450,17500,16850,17250,170374,342229.0,19839340.0
2019-08-19,17200,17400,15700,15750,354866,312470.0,19839340.0
2019-08-20,16050,16300,15800,16150,132505,320405.0,19839340.0
2019-08-21,16000,17100,16000,16450,201435,326357.0,19839340.0
2019-08-22,16650,16650,16150,16200,65824,321397.0,19839340.0
2019-08-23,16250,16500,16000,16300,98034,323381.0,19839340.0
