SK하이닉스(000660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-23,313369,320241,311307,316117,1060010,2636992.0,114651840.0
1999-03-24,317492,327113,316118,324364,1719370,2705783.0,114651840.0
1999-03-25,324364,328488,310620,316117,4377110,2636992.0,114651840.0
1999-03-26,318867,319554,313369,319553,1248040,2665655.0,114651840.0
1999-03-29,316118,317492,311995,312681,828680,2608329.0,114651840.0
1999-03-30,313369,322303,309246,314743,6623700,2625527.0,114651840.0
1999-03-31,317492,336047,309246,325738,9548060,2717249.0,114651840.0
1999-04-01,331924,364223,327113,364222,9049310,3038274.0,114651840.0
1999-04-02,364223,371095,353227,357350,5616640,2980948.0,114651840.0
1999-04-06,361474,371095,353914,368345,4867430,3072669.0,114651840.0
1999-04-07,371095,373844,355976,355976,3549370,2969483.0,114651840.0
1999-04-08,329862,340857,325052,334672,5665460,2791772.0,114651840.0
1999-04-09,336734,341545,322303,338108,3743770,2820435.0,114651840.0
1999-04-12,357351,357351,344294,349791,3638430,2917889.0,114651840.0
1999-04-13,349791,349791,340170,340170,2163230,2837633.0,114651840.0
1999-04-14,346355,349791,340857,342231,1784470,2854831.0,114651840.0
1999-04-15,342232,364223,336734,351852,3037120,2935087.0,114651840.0
1999-04-16,351853,369720,344981,357350,2949590,2980948.0,114651840.0
1999-04-19,383465,395834,364910,395834,5197000,3301973.0,114651840.0
1999-04-20,388962,402707,379341,397208,5188320,3313438.0,114651840.0
1999-04-21,397209,406830,389650,392398,3349640,3273310.0,114651840.0
1999-04-22,392398,392398,365597,377966,3563180,3152926.0,114651840.0
1999-04-23,377967,382090,343606,349104,4793010,2912157.0,114651840.0
1999-04-26,344981,360099,324364,343606,5055250,2894653.0,115786111.0
1999-04-27,350478,355976,333985,340170,2667800,2865706.0,115786111.0
1999-04-28,340170,350478,336734,339483,2905170,2895571.0,117229596.0
1999-04-29,336734,343606,335360,342919,2235040,2924878.0,117229596.0
1999-04-30,343606,347730,330549,333298,2117170,2842818.0,117229596.0
1999-05-03,336734,340170,323677,326425,2468680,2784203.0,117229596.0
1999-05-04,326426,348417,322990,340857,5435600,2907294.0,117229596.0
1999-05-06,351509,355060,340857,344408,2221370,2274254.0,117229596.0
1999-05-07,348846,351509,334644,337306,1754130,2228342.0,117281153.0
1999-05-10,333756,333756,320442,320441,1947050,2116925.0,117281153.0
1999-05-11,320442,342633,320442,324879,2102720,2146245.0,117281153.0
1999-05-12,324880,326655,312453,317778,1114870,2099333.0,117281153.0
1999-05-13,311565,316003,294700,294699,1320490,1946867.0,117281153.0
1999-05-14,300026,310677,292924,299137,1505200,1976187.0,117281153.0
1999-05-17,299138,307127,292924,292924,731450,1935139.0,117281153.0
1999-05-18,292924,296475,288486,292924,737250,1935139.0,117281153.0
1999-05-19,296475,298250,284936,285823,904310,1888227.0,117281153.0
1999-05-20,292924,294700,270733,273396,1141150,1806130.0,117281153.0
1999-05-21,273396,279610,262744,263631,803370,1741625.0,117281153.0
1999-05-24,258306,275171,254755,265407,1111440,1753353.0,117281153.0
1999-05-25,262744,265407,249430,252092,1156120,1665392.0,117281153.0
1999-05-26,252980,260969,244991,252092,2018300,1665392.0,117281153.0
1999-05-27,252092,282273,244991,263631,5264340,1741625.0,117281153.0
1999-05-28,266295,270733,257418,260081,1574650,1718169.0,117281153.0
1999-05-31,260081,269845,254755,258306,2737690,1706441.0,117281153.0
1999-06-01,253868,261857,250317,251204,1854570,1659528.0,117281153.0
1999-06-02,253868,261857,251205,256530,3434610,1694713.0,117281153.0
1999-06-03,260969,270733,254755,257418,3350460,1700577.0,117281153.0
1999-06-04,257418,264520,250317,251204,1729760,1659528.0,117281153.0
1999-06-07,254755,262744,252980,256530,2243300,1694713.0,117281153.0
1999-06-08,259194,276059,252980,276059,2650670,1823722.0,117281153.0
1999-06-09,278722,297363,272508,276946,5572090,1829586.0,117281153.0
1999-06-10,278722,286711,268070,283160,3724820,1870634.0,117281153.0
1999-06-11,284936,310677,284048,308014,5625100,2034828.0,117281153.0
1999-06-14,319554,327543,311565,316003,4536770,2087605.0,117281153.0
1999-06-15,310677,310677,280497,298250,2754000,1970323.0,117281153.0
1999-06-16,302689,309790,298250,301800,1689120,1993780.0,117281153.0
1999-06-17,300913,306239,291149,293812,2017400,1941003.0,117281153.0
1999-06-18,290261,303576,284048,284047,1082250,1876498.0,117281153.0
1999-06-21,280497,294700,276947,285823,1524290,1888227.0,117281153.0
1999-06-22,291149,316003,290261,310677,3837120,2052420.0,117281153.0
1999-06-23,316003,317779,300026,308902,1895570,2040692.0,117281153.0
1999-06-24,304464,314228,296475,296474,1394670,1958595.0,117281153.0
1999-06-25,296475,307127,293812,300913,1383850,1987916.0,117281153.0
1999-06-28,301801,303576,289374,289373,1353670,1911683.0,117281153.0
1999-06-29,291149,294700,281385,283160,1476250,1870634.0,117281153.0
1999-06-30,284048,286711,270733,272508,1437670,1800266.0,117281153.0
1999-07-01,275171,289374,275171,279609,1716210,1847178.0,117281153.0
1999-07-02,264520,290261,264520,278721,3996940,1841314.0,117281153.0
1999-07-05,291149,308014,287598,296474,4706020,1958595.0,117281153.0
1999-07-06,289374,337307,285823,335531,17673010,4404971.0,233067264.0
1999-07-07,351509,371038,337307,346183,15668700,4544812.0,233067264.0
1999-07-08,339082,342633,328430,339969,6577050,4463238.0,233067264.0
1999-07-09,339970,353285,333756,346183,6278180,4544812.0,233067264.0
1999-07-12,349734,355060,321329,330205,6342520,4335051.0,233067264.0
1999-07-13,328430,343520,321329,338194,5625250,4439931.0,233067264.0
1999-07-14,353285,379914,350622,371925,18908030,4882759.0,233067264.0
1999-07-15,379026,402993,368375,402992,16089280,5290627.0,233067264.0
1999-07-16,417195,463353,412757,463353,20544120,6105986.0,233945816.0
1999-07-19,479331,529039,474005,497083,20400480,6550483.0,233945816.0
1999-07-20,482881,509511,461578,465128,13182770,6129380.0,233945816.0
1999-07-21,474005,514837,458915,513061,17446390,6761034.0,233945816.0
1999-07-22,497084,521938,464241,500634,16260720,6597272.0,233945816.0
1999-07-23,505960,539691,443825,452701,16807310,5965618.0,233945816.0
1999-07-26,438499,452701,392341,399442,13148870,5263781.0,233945816.0
1999-07-27,422521,452701,413645,440274,9859390,5801856.0,233945816.0
1999-07-28,440274,456252,426072,427847,9472790,5638094.0,233945816.0
1999-07-29,461578,491758,449151,491757,13777420,6500579.0,234677943.0
1999-07-30,513061,535253,470454,518387,18189110,6852596.0,234677943.0
1999-08-02,532590,566320,527264,557443,15977650,7368887.0,234677943.0
1999-08-03,564545,576972,527264,550342,9613650,7275016.0,234677943.0
1999-08-04,541466,565433,534365,557443,8123000,7368887.0,234677943.0
1999-08-05,541466,550343,489095,504184,8536010,6664854.0,234677943.0
1999-08-06,514837,527264,493533,527263,7644280,6969935.0,234677943.0
1999-08-09,568096,606265,553006,606264,19701940,8014252.0,234677943.0
1999-08-10,632007,674614,619579,633781,18174550,8378003.0,234677943.0
1999-08-11,637332,647984,596501,621354,14415280,8213728.0,234677943.0
1999-08-12,626681,637332,607152,624905,6466740,8260664.0,234677943.0
1999-08-13,616029,637332,596501,621354,9790770,8213728.0,234677943.0
1999-08-16,596501,621355,585849,588511,7620510,7779574.0,234677943.0
1999-08-17,585849,600051,524601,530814,11339340,7016870.0,234677943.0
1999-08-18,505960,555669,481106,532589,11616180,7040338.0,234677943.0
1999-08-19,537916,546792,514837,514836,5405710,6818430.0,235118279.0
1999-08-20,523713,537916,514837,518387,4891370,6865454.0,235118279.0
1999-08-23,529039,556556,523713,556556,4996470,7370958.0,235118279.0
1999-08-24,562770,601826,546792,571646,7691650,7570809.0,235118279.0
1999-08-25,580523,630231,580523,603601,10361470,7994021.0,235118279.0
1999-08-26,603602,637332,596501,612478,9288810,8111581.0,235118279.0
1999-08-27,612478,674614,608928,647984,13871270,8581817.0,235118279.0
1999-08-30,647984,663962,624905,624905,8344640,8276163.0,235118279.0
1999-08-31,617804,665737,614254,665737,9800750,8816935.0,235118279.0
1999-09-01,683490,699468,656861,663961,12009070,8793424.0,235118279.0
1999-09-02,589399,644434,589399,630231,10844480,8346699.0,235118279.0
1999-09-03,656861,672838,634669,669287,10221950,8863959.0,235118279.0
1999-09-06,683490,695030,660411,681714,7406470,9065538.0,236081718.0
1999-09-07,678164,683490,665737,669287,4728570,8900281.0,236081718.0
1999-09-08,676389,704794,671951,697692,10132630,9278012.0,236081718.0
1999-09-09,711895,726097,694142,718996,8042710,9561310.0,236081718.0
1999-09-10,718996,722547,697693,699467,6484220,9301620.0,236081718.0
1999-09-13,713670,723434,658636,704793,9861320,9372444.0,236081718.0
1999-09-14,700356,702131,671063,674613,5921730,8971105.0,236081718.0
1999-09-15,680827,692367,662187,670175,4601060,8912085.0,236081718.0
1999-09-16,652422,655085,603602,607152,6970710,8073995.0,236081718.0
1999-09-17,589399,633782,580523,628455,7572180,8357293.0,236081718.0
1999-09-20,647984,652422,618692,624905,4523030,8310076.0,236081718.0
1999-09-21,699468,713670,642658,706569,12604780,9396094.0,236082757.0
1999-09-22,724322,770480,710120,718996,11170180,9561352.0,236082757.0
1999-09-27,754502,754502,713670,718108,6472750,9549548.0,236082757.0
1999-09-28,711895,727873,683490,695029,5690030,9242640.0,236082757.0
1999-09-29,674614,683490,614254,616028,8042550,8192072.0,236082757.0
1999-09-30,601826,633782,581410,585848,10521090,7790731.0,236082757.0
1999-10-01,601826,603602,558332,589399,8928430,8003528.0,241070113.0
1999-10-04,584073,596501,550343,550342,5853790,7473174.0,241070113.0
1999-10-05,552118,564545,467791,467791,16434360,6352197.0,241070113.0
1999-10-06,479331,530814,470454,529039,14596830,7183889.0,241070113.0
1999-10-07,511286,525489,493533,522825,17364150,7099515.0,241070113.0
1999-10-08,520163,520163,488207,495308,8904080,6725856.0,241070113.0
1999-10-11,470454,486432,450038,470454,13266770,6388358.0,241070113.0
1999-10-12,471342,490870,471342,475780,8968790,6460679.0,241070113.0
1999-10-13,474893,474893,445600,459802,8406340,6243716.0,241070113.0
1999-10-14,443825,491758,443825,470454,12903610,6388358.0,241070113.0
1999-10-15,489983,491758,461578,470454,6854240,6388358.0,241070113.0
1999-10-18,445600,458027,436724,436723,5091500,5930325.0,241070113.0
1999-10-19,447375,451814,414532,421633,6890390,5725415.0,241070113.0
1999-10-20,426072,431398,410982,413644,6964140,5616934.0,241070113.0
1999-10-21,422521,429622,406544,410094,23096100,5568720.0,241070113.0
1999-10-22,410094,416308,394116,401217,9220490,5448185.0,241070113.0
1999-10-25,395892,398555,355060,355947,9189300,4833456.0,241070113.0
1999-10-26,342633,378139,342633,363936,13198460,4941938.0,241070170.0
1999-10-27,358610,376363,351509,355059,7310790,6978697.0,348934856.0
1999-10-28,346183,395892,330206,372812,21691710,7327632.0,348934856.0
1999-10-29,378139,385240,354172,354172,16182550,6961250.0,348934856.0
1999-11-01,366599,380802,355060,376363,17416050,7397419.0,348934856.0
1999-11-02,382577,413645,381689,408318,16423290,8025502.0,348934856.0
1999-11-03,417195,426072,398555,404768,13568110,7955715.0,348934856.0
1999-11-04,417195,452701,417195,452701,15238650,8897839.0,348934856.0
1999-11-05,479331,513061,474005,500634,22033350,9839963.0,348934856.0
1999-11-08,505960,505960,470454,472229,15825040,9281667.0,348934856.0
1999-11-09,474005,489095,473117,481106,13102510,9456135.0,348934856.0
1999-11-10,481106,483769,461578,464240,15374860,9124646.0,348934856.0
1999-11-11,480926,513315,467185,499574,14317250,8880392.0,348934856.0
1999-11-12,513315,571222,510370,557481,17398940,9909750.0,348934856.0
1999-11-15,596741,596741,545704,553555,13678850,9839963.0,348934856.0
1999-11-16,549630,551593,521167,533925,10092530,9491028.0,348934856.0
1999-11-17,520185,528037,483870,484851,12680480,8618691.0,348934856.0
1999-11-18,475037,505463,472093,502518,10064830,8932732.0,348934856.0
1999-11-19,496630,518222,491722,496629,8642990,8828052.0,348934856.0
1999-11-22,498593,518222,493685,497611,5652670,8845499.0,348934856.0
1999-11-23,486815,493685,477981,480925,4002290,8548904.0,348934856.0
1999-11-24,473074,495648,467185,477000,5175080,8479117.0,348934856.0
1999-11-25,478963,490741,463259,463259,7095910,8234863.0,348934856.0
1999-11-26,463259,469148,427926,432833,6305150,7694014.0,348934856.0
1999-11-29,432833,461296,423019,461296,6716920,8199969.0,348934856.0
1999-11-30,461296,478963,455407,467185,8279210,8304650.0,348934856.0
1999-12-01,467185,484852,454426,471111,7327730,8374437.0,348934856.0
1999-12-02,475037,497611,463259,471111,7356230,8374437.0,348934856.0
1999-12-03,475037,480926,451481,457370,4316670,8130182.0,348934856.0
1999-12-06,464241,476019,454426,460314,6071280,8182522.0,348934856.0
1999-12-07,463259,469148,417130,423018,8352530,7519546.0,348934856.0
1999-12-08,406333,435778,395537,412222,9073290,7327632.0,348934856.0
1999-12-09,422037,437741,416148,428907,8199240,7624227.0,348934856.0
1999-12-10,431852,445593,419093,435777,8036560,7746354.0,348934856.0
1999-12-13,441667,445593,424981,424981,5707430,7554440.0,348934856.0
1999-12-14,422037,433815,412222,412222,5573080,7327632.0,348934856.0
1999-12-15,408296,420074,395537,402407,5415520,7153165.0,348934856.0
1999-12-16,403389,415167,399463,402407,7449130,7153165.0,348934856.0
1999-12-17,412222,462278,408296,462277,14879510,8217416.0,348934856.0
1999-12-20,477000,519204,458352,461296,16829780,8199969.0,348934856.0
1999-12-21,463259,486815,429889,438722,11716520,7798694.0,348934856.0
1999-12-22,445593,450500,424981,437740,7097730,7781247.0,348934856.0
1999-12-23,431852,441667,410259,414185,6242930,7362525.0,348934856.0
1999-12-24,414185,432833,414185,431851,4989020,7676567.0,348934856.0
1999-12-27,447556,478963,436759,450500,8707970,8008055.0,348934856.0
1999-12-28,451481,473074,428907,473074,9383380,8409330.0,348934856.0
2000-01-04,484852,519204,475037,505462,9275920,8985073.0,348934856.0
2000-01-05,474056,489759,446574,453444,7414370,8060395.0,348934856.0
2000-01-06,461296,467185,424981,429888,6529140,7641673.0,348934856.0
2000-01-07,416148,439704,408296,425962,10492270,10718386.0,493934856.0
2000-01-10,431852,437741,422037,422037,8041690,10619599.0,493934856.0
2000-01-11,431852,457370,429889,437740,11268920,11014747.0,493934856.0
2000-01-12,431852,455407,427926,443629,6916500,11162928.0,493934856.0
2000-01-13,451481,462278,441667,461296,11180640,11607469.0,493934856.0
2000-01-14,476019,482889,443630,447555,12338010,11261715.0,493934856.0
2000-01-17,465222,501537,459333,488777,20475240,12298978.0,493934856.0
2000-01-18,490741,504481,472093,490740,14581100,12348371.0,493934856.0
2000-01-19,490741,502519,480926,480925,13326650,12101404.0,493934856.0
2000-01-20,477981,530000,468167,530000,24274380,13336241.0,493934856.0
2000-01-21,520185,557481,518222,522148,31238800,13138667.0,493934856.0
2000-01-24,537852,546685,526074,530000,12233700,13336241.0,493934856.0
2000-01-25,520185,526074,506444,508407,10446560,12792913.0,493934856.0
2000-01-26,513315,522148,506444,519203,9108240,13064577.0,493934856.0
2000-01-27,520185,526074,500556,510370,8991610,12842306.0,493934856.0
2000-01-28,510370,549630,506444,543740,16882700,13681996.0,493934856.0
2000-01-31,530981,535889,516259,518222,12865150,13039880.0,493934856.0
2000-02-01,510370,516259,480926,480925,19525890,12101404.0,493934856.0
2000-02-02,479944,480926,455407,469148,16169750,11805043.0,493934856.0
2000-02-03,463259,473074,446574,452462,15889810,11385691.0,493956228.0
2000-02-07,444611,464241,437741,451481,13440440,11360993.0,493956228.0
2000-02-08,465222,476019,459333,468166,11379520,11780856.0,493956228.0
2000-02-09,473074,477000,455407,459333,6816770,11558576.0,493956228.0
2000-02-10,451481,468167,447556,457370,8519970,11509180.0,493956228.0
2000-02-11,462278,466204,433815,437740,8009860,11015224.0,493956228.0
2000-02-14,422037,428907,408296,410259,9164960,10323685.0,493956228.0
2000-02-15,418111,425963,404370,419092,8521020,10545965.0,493956228.0
2000-02-16,419093,422037,390630,410259,9506460,10323685.0,493956228.0
2000-02-17,392593,402407,388667,398481,10655220,10027311.0,493956228.0
2000-02-18,396519,409278,393574,398481,10465220,10027311.0,493956228.0
2000-02-21,386704,388667,364130,365111,9406750,9187586.0,493956228.0
2000-02-22,359222,363148,338611,343518,11483280,8644234.0,493956228.0
2000-02-23,361185,387685,346463,365111,11519950,9187586.0,493956228.0
2000-02-24,345481,358241,341556,346462,5846020,8718327.0,493956228.0
2000-02-25,346463,356278,335667,345481,6265070,8693630.0,493956228.0
2000-02-28,329778,336648,306222,306222,7237450,7705717.0,493956228.0
2000-02-29,331741,351370,319963,351370,12272960,8841816.0,493956228.0
2000-03-02,403389,403389,403389,403388,2564700,10150800.0,493956228.0
2000-03-03,463259,463259,428907,463259,27750430,11657367.0,493956228.0
2000-03-06,453444,460315,429889,435777,11181060,10965828.0,493956228.0
2000-03-07,431852,451481,422037,440685,6681790,11089317.0,493956228.0
2000-03-08,422037,458352,422037,452462,8603220,11385691.0,493956228.0
2000-03-09,453444,461296,441667,441666,6243450,11114015.0,493956228.0
2000-03-10,451481,455407,406333,415166,5699800,10447174.0,493956228.0
2000-03-13,398481,402407,366093,371000,7712000,9335773.0,493956228.0
2000-03-14,378852,404370,372963,386703,7374010,9730938.0,493956228.0
2000-03-15,372963,410259,369037,403388,6626500,10150800.0,493956228.0
2000-03-16,418111,420074,387685,394555,5726020,9928520.0,493956228.0
2000-03-17,406333,417130,402407,408296,5506430,10274290.0,493956228.0
2000-03-20,431852,442648,424000,435777,8825570,10965828.0,493956228.0
2000-03-21,437741,449519,426944,445592,8173300,11212806.0,493956228.0
2000-03-22,449519,477000,445593,471111,12114430,11854949.0,493956228.0
2000-03-23,480926,499574,451481,451481,12916120,11360993.0,493956228.0
2000-03-24,471111,519204,455407,495648,22081620,12472395.0,493956228.0
2000-03-27,501537,512333,475037,490740,13710320,12348906.0,493956228.0
2000-03-28,500556,525093,490741,508407,15201990,12793466.0,493956228.0
2000-03-29,508407,539815,500556,524111,17203170,13188631.0,493956228.0
2000-03-30,518222,518222,488778,500555,10789400,12595884.0,493956228.0
2000-03-31,481907,510370,481907,482888,7857470,12151323.0,493956228.0
2000-04-03,492704,514296,487796,498592,8441110,12546488.0,493956228.0
2000-04-04,490741,505463,473074,486814,4812430,12250114.0,493956228.0
2000-04-06,497611,500556,459333,459333,6962300,11558576.0,493956228.0
2000-04-07,467185,484852,467185,479944,6262550,12077230.0,493956228.0
2000-04-10,482889,495648,474056,483870,6073150,12176021.0,493956228.0
2000-04-11,477000,477981,464241,471111,3571660,11854949.0,493956228.0
2000-04-12,471111,482889,461296,476018,4119450,11978439.0,493956228.0
2000-04-14,453444,461296,431852,443629,4816200,11163411.0,493956228.0
2000-04-17,379833,401426,377870,377870,7367770,9508657.0,493956228.0
2000-04-18,429889,432833,400444,426944,10777090,10743548.0,493956228.0
2000-04-19,446574,460315,423019,437740,6686190,11015224.0,493956228.0
2000-04-20,431852,444611,425963,431851,3105490,10867037.0,493956228.0
2000-04-21,445593,447556,422037,422037,4409900,10620059.0,493956228.0
2000-04-24,412222,427926,404370,424000,5294570,10669455.0,493956228.0
2000-04-25,412222,418111,406333,411240,3623120,10348383.0,493956228.0
2000-04-26,422037,426944,350389,350388,30856280,8817119.0,493956228.0
2000-04-27,323889,333704,298370,317018,41861610,7977393.0,493956228.0
2000-04-28,324870,352352,323889,345481,23225070,8693630.0,493956228.0
2000-05-02,333704,355296,326833,341555,13589220,8594838.0,493956228.0
2000-05-03,339593,355296,332722,341555,9937960,8594838.0,493956228.0
2000-05-04,345481,357259,337630,343518,10673530,8644234.0,493956228.0
2000-05-08,351370,361185,344500,350388,8848810,8817119.0,493956228.0
2000-05-09,350389,352352,340574,342537,3724620,8619536.0,493956228.0
2000-05-10,335667,340574,333704,335666,4205830,8446651.0,493956228.0
2000-05-12,335667,339593,318981,321925,4445530,8100882.0,493956228.0
2000-05-15,333704,350389,325852,328796,9547060,8273767.0,493956228.0
2000-05-16,331741,344500,329778,343518,6240260,8644234.0,493956228.0
2000-05-17,353333,362167,338611,345481,8522160,8693630.0,493956228.0
2000-05-18,331741,342537,328796,335666,4001640,8446651.0,493956228.0
2000-05-19,333704,335667,324870,333703,4356290,8397256.0,493956228.0
2000-05-22,327815,332722,319963,319962,3307010,8051487.0,493956228.0
2000-05-23,306222,322907,306222,315055,3634570,7927997.0,493956228.0
2000-05-24,306222,323889,294444,314074,5498750,7903300.0,493956228.0
2000-05-25,332722,340574,318000,330759,17417710,8323162.0,493956228.0
2000-05-26,318000,321926,290519,296407,8270800,7458739.0,493956228.0
2000-05-29,258130,290519,252241,271870,14840410,6841294.0,493956228.0
2000-05-30,293463,312111,282667,312111,11645850,7853904.0,493956228.0
2000-05-31,331741,358241,324870,345481,17598730,8693630.0,493956228.0
2000-06-01,345481,369037,333704,353333,11873320,8891212.0,493956228.0
2000-06-02,382778,382778,359222,365111,10337640,9187586.0,493956228.0
2000-06-05,380815,387685,371000,379833,8929150,9558053.0,493956228.0
2000-06-07,376889,396519,370019,388666,10799640,9780333.0,493956228.0
2000-06-08,394556,444611,392593,411240,22915460,10348383.0,493956228.0
2000-06-09,412222,439704,411241,439703,10290970,11064620.0,493956228.0
2000-06-12,447556,461296,427926,431851,8710820,10867037.0,493956228.0
2000-06-13,422037,425963,402407,406333,5842150,10224894.0,493956228.0
2000-06-14,424000,441667,409278,438722,9381730,11039922.0,493956228.0
2000-06-15,424000,428907,402407,404370,6300370,10175498.0,493956228.0
2000-06-16,398481,416148,388667,398481,5325980,10027311.0,493956228.0
2000-06-19,382778,404370,380815,389648,9526550,9805031.0,493956228.0
2000-06-20,410259,414185,400444,403388,8697020,10150800.0,493956228.0
2000-06-21,414185,428907,407315,410259,10430220,10249949.0,490428183.0
2000-06-22,429889,455407,423019,431851,24356440,10789420.0,490428183.0
2000-06-23,425963,443630,423019,434796,9994300,10862984.0,490428183.0
2000-06-26,447556,459333,441667,451481,9202240,11279848.0,490428183.0
2000-06-27,457370,463259,446574,457370,7300320,11426977.0,490428183.0
2000-06-28,457370,466204,451481,463259,11103230,11574105.0,490428183.0
2000-06-29,461296,468167,422037,437740,12152280,10936548.0,490428183.0
2000-06-30,425963,441667,422037,431851,7471850,10789420.0,490428183.0
2000-07-03,437741,442648,431852,441666,3797990,11034634.0,490428183.0
2000-07-04,447556,455407,433815,445592,7192300,11132720.0,490428183.0
2000-07-05,451481,466204,448537,465222,8465410,11623148.0,490428183.0
2000-07-06,453444,483870,447556,480925,11253830,12015490.0,490428183.0
2000-07-07,480926,494667,477000,480925,8862760,12015490.0,490428183.0
2000-07-10,488778,492704,468167,474055,5127930,11843841.0,490428183.0
2000-07-11,480926,484852,467185,469148,6287210,11721234.0,490428183.0
2000-07-12,466204,475037,447556,457370,8107530,11426977.0,490428183.0
2000-07-13,461296,471111,447556,462277,6688370,11549584.0,490428183.0
2000-07-14,471111,473074,455407,459333,4722070,11476019.0,490428183.0
2000-07-18,449519,468167,449519,461296,3931930,11525062.0,490428183.0
2000-07-19,452463,457370,431852,435777,6045350,10887506.0,490428183.0
2000-07-20,422037,422037,388667,388666,11874210,9710478.0,490428183.0
2000-07-21,400444,417130,396519,407314,12412490,10176385.0,490428183.0
2000-07-24,392593,392593,368056,371981,5120800,9293614.0,490428183.0
2000-07-25,363148,367074,346463,358240,6238190,8950314.0,490428183.0
2000-07-26,354315,370019,344500,364129,7256250,9097443.0,490428183.0
2000-07-27,353333,358241,350389,353333,3513050,8827707.0,490428183.0
2000-07-28,333704,338611,316037,322907,6742930,8067544.0,490428183.0
2000-07-31,315056,342537,310148,341555,5425320,8533450.0,490428183.0
2000-08-01,353333,392593,349407,392592,11852780,9808564.0,490428183.0
2000-08-02,392593,395537,368056,383759,9099200,9587871.0,490428183.0
2000-08-03,391611,398481,376889,382777,5159620,9563350.0,490428183.0
2000-08-04,382778,384741,372963,374925,4154130,9367178.0,490428183.0
2000-08-07,359222,371981,358241,362166,2865920,9048400.0,490428183.0
2000-08-08,369037,376889,363148,365111,3377680,9121964.0,490428183.0
2000-08-09,371981,393574,371000,391611,6476170,9784042.0,490428183.0
2000-08-10,390630,398481,381796,396518,4240010,9906649.0,490428183.0
