금호에이치티(214330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-27,5320,5810,5320,5720,157812,131707.0,23025716.0
2019-06-28,5720,5760,5470,5570,79482,128253.0,23025716.0
2019-07-01,5500,5560,5370,5480,43279,126181.0,23025716.0
2019-07-02,5480,5480,5300,5320,72593,122497.0,23025716.0
2019-07-03,5320,5360,5260,5350,40829,123188.0,23025716.0
2019-07-04,5400,5410,5280,5380,32435,123878.0,23025716.0
2019-07-05,5340,5400,5210,5370,55566,123648.0,23025716.0
2019-07-08,5330,5390,5160,5200,61303,119734.0,23025716.0
2019-07-09,5140,5270,5090,5090,60771,117201.0,23025716.0
2019-07-10,5040,5210,5040,5150,29723,118582.0,23025716.0
2019-07-11,5120,5220,5040,5090,29309,117201.0,23025716.0
2019-07-12,5160,5260,5080,5230,35006,120424.0,23025716.0
2019-07-15,5160,5290,5150,5180,20166,119273.0,23025716.0
2019-07-16,5150,5230,5040,5120,20784,117892.0,23025716.0
2019-07-17,5120,5120,4935,4980,44122,114668.0,23025716.0
2019-07-18,5000,5190,4955,5070,31594,116740.0,23025716.0
2019-07-19,5080,5170,5060,5150,14570,118582.0,23025716.0
2019-07-22,5130,5130,4970,5040,50951,116050.0,23025716.0
2019-07-23,5090,5150,5010,5100,15111,117431.0,23025716.0
2019-07-24,5150,5250,4975,5100,65265,117431.0,23025716.0
2019-07-25,5100,5100,4965,5000,31761,115129.0,23025716.0
2019-07-26,5100,5100,4900,4980,30768,114668.0,23025716.0
2019-07-29,4910,5010,4510,4515,101639,103961.0,23025716.0
2019-07-30,4505,4675,4225,4500,91490,103616.0,23025716.0
2019-07-31,4385,4520,4150,4395,169498,101198.0,23025716.0
2019-08-01,4540,4540,4250,4405,91684,101428.0,23025716.0
2019-08-02,4240,4350,4205,4300,43964,99011.0,23025716.0
2019-08-05,4290,4290,3720,3870,244182,89110.0,23025716.0
2019-08-06,3670,3970,3600,3600,307006,82893.0,23025716.0
2019-08-07,3470,3650,3465,3480,159469,80129.0,23025716.0
2019-08-08,3480,3640,3480,3610,66965,83123.0,23025716.0
2019-08-09,3615,3735,3540,3610,56894,83123.0,23025716.0
2019-08-12,3505,4130,3505,3810,214341,87728.0,23025716.0
2019-08-13,3735,3885,3725,3775,46468,86922.0,23025716.0
2019-08-14,3780,3875,3750,3750,41879,86346.0,23025716.0
2019-08-16,3755,3755,3625,3730,55384,85886.0,23025716.0
2019-08-19,3700,3745,3660,3665,44618,84389.0,23025716.0
2019-08-20,3630,3725,3595,3690,93401,84965.0,23025716.0
2019-08-21,3675,3795,3675,3760,60076,86577.0,23025716.0
2019-08-22,3760,3800,3660,3720,32400,85656.0,23025716.0
2019-08-23,3670,3740,3670,3715,58192,85541.0,23025716.0
2019-08-26,3650,3660,3465,3520,60214,81051.0,23025716.0
2019-08-27,3520,3645,3520,3560,48600,81972.0,23025716.0
2019-08-28,3570,3905,3510,3725,97610,85771.0,23025716.0
2019-08-29,3725,3790,3655,3755,25950,86462.0,23025716.0
2019-08-30,3750,3885,3750,3755,38297,86462.0,23025716.0
2019-09-02,3755,3840,3680,3825,23253,88073.0,23025716.0
2019-09-03,3820,3940,3755,3920,35011,90261.0,23025716.0
2019-09-04,3835,3980,3835,3855,34011,88764.0,23025716.0
2019-09-05,3865,4155,3865,4120,108331,94866.0,23025716.0
2019-09-06,4120,4810,4040,4190,844029,96478.0,23025716.0
2019-09-09,4190,4240,4000,4040,89317,93024.0,23025716.0
2019-09-10,3965,4080,3920,4000,57643,92103.0,23025716.0
2019-09-11,3960,4075,3960,4050,21560,93254.0,23025716.0
2019-09-16,4050,4085,4005,4075,26151,93830.0,23025716.0
2019-09-17,4110,4110,3955,4080,39552,93945.0,23025716.0
2019-09-18,4080,4155,3985,3985,35552,91757.0,23025716.0
2019-09-19,3985,4050,3970,4000,14421,92103.0,23025716.0
2019-09-20,4010,4020,3935,3960,25599,91182.0,23025716.0
2019-09-23,3930,4570,3930,4170,644719,96017.0,23025716.0
2019-09-24,4155,4195,4050,4115,99099,94751.0,23025716.0
2019-09-25,4075,4075,3990,4005,47381,92218.0,23025716.0
2019-09-26,3985,4100,3950,3995,75171,91988.0,23025716.0
2019-09-27,3995,4015,3870,3960,59647,91182.0,23025716.0
2019-09-30,3965,3970,3775,3815,71342,87843.0,23025716.0
2019-10-01,3755,3895,3720,3895,49908,89685.0,23025716.0
2019-10-02,3840,3975,3840,3965,60165,91297.0,23025716.0
2019-10-04,3915,3995,3860,3895,17503,89685.0,23025716.0
2019-10-07,3850,3965,3850,3855,21119,,
