금호에이치티(214330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-11-11,9500,9960,8850,8860,2055041,86518.0,9765000.0
2015-11-12,8980,9160,8870,9060,214219,88471.0,9765000.0
2015-11-13,9010,9160,8950,9100,85487,88862.0,9765000.0
2015-11-16,9030,9100,8850,9020,64750,88080.0,9765000.0
2015-11-17,9090,9090,8850,9020,41136,88080.0,9765000.0
2015-11-18,9040,9050,8850,8940,22567,87299.0,9765000.0
2015-11-19,8960,9120,8930,9120,30043,89057.0,9765000.0
2015-11-20,9120,9150,8860,9120,81992,89057.0,9765000.0
2015-11-23,9160,9160,8900,9020,25491,88080.0,9765000.0
2015-11-24,9000,9080,8960,9030,23893,88178.0,9765000.0
2015-11-25,9120,9570,9120,9450,124471,92279.0,9765000.0
2015-11-26,9510,9530,9250,9380,118416,91596.0,9765000.0
2015-11-27,9400,9500,9290,9370,86260,91498.0,9765000.0
2015-11-30,9220,9350,9220,9280,32453,90619.0,9765000.0
2015-12-01,9220,9350,9220,9270,47397,90522.0,9765000.0
2015-12-02,9340,9340,9240,9260,55496,90424.0,9765000.0
2015-12-03,9350,9350,9240,9320,47579,91010.0,9765000.0
2015-12-04,9350,10100,9350,9860,257389,96283.0,9765000.0
2015-12-07,9860,10100,9860,10000,276008,97650.0,9765000.0
2015-12-08,9950,10100,9630,10000,100108,97650.0,9765000.0
2015-12-09,10000,10250,9760,10000,142575,97650.0,9765000.0
2015-12-10,9910,10150,9800,9940,54705,97064.0,9765000.0
2015-12-11,9980,10100,9820,9900,53763,96674.0,9765000.0
2015-12-14,9700,9990,9700,9900,34724,96674.0,9765000.0
2015-12-15,9900,9900,9750,9900,7850,96674.0,9765000.0
2015-12-16,9900,9980,9870,9890,13249,96576.0,9765000.0
2015-12-17,9800,9890,9650,9710,34057,94818.0,9765000.0
2015-12-18,9650,9900,9650,9710,15293,94818.0,9765000.0
2015-12-21,9710,9970,9670,9700,35211,94720.0,9765000.0
2015-12-22,9680,9910,9330,9530,71964,93060.0,9765000.0
2015-12-23,9900,10100,9630,9900,102803,96674.0,9765000.0
2015-12-24,9900,10100,9870,9970,25206,97357.0,9765000.0
2015-12-28,9970,9970,9840,9900,8353,96674.0,9765000.0
2015-12-29,9980,9980,9390,9750,21285,95209.0,9765000.0
2015-12-30,9930,10100,9610,9900,142427,96674.0,9765000.0
2016-01-04,9920,10050,9780,10000,31530,97650.0,9765000.0
2016-01-05,10000,10100,9510,9760,101321,95306.0,9765000.0
2016-01-06,9750,10500,9720,10450,324945,102044.0,9765000.0
2016-01-07,10450,11300,10050,10900,245580,106438.0,9765000.0
2016-01-08,10700,11000,10500,10900,120668,106438.0,9765000.0
2016-01-11,10900,11200,10350,10750,136101,104974.0,9765000.0
2016-01-12,10550,10800,10200,10350,81994,101068.0,9765000.0
2016-01-13,10350,11050,10350,10850,148519,105950.0,9765000.0
2016-01-14,10800,10850,10450,10800,43407,105462.0,9765000.0
2016-01-15,10800,11000,10150,10650,154553,103997.0,9765000.0
2016-01-18,10500,10700,10150,10550,73084,103021.0,9765000.0
2016-01-19,10500,10500,9970,9980,197576,97455.0,9765000.0
2016-01-20,10250,10500,9650,10100,163505,98626.0,9765000.0
2016-01-21,10100,10100,9750,10050,96461,98138.0,9765000.0
2016-01-22,10150,10600,9930,10250,78795,100091.0,9765000.0
2016-01-25,10300,10750,10300,10750,66820,104974.0,9765000.0
2016-01-26,10750,11200,10600,11000,120216,107415.0,9765000.0
2016-01-27,10700,11350,10700,11300,82672,110344.0,9765000.0
2016-01-28,11300,11700,11100,11700,74181,114250.0,9765000.0
2016-01-29,11900,11950,11300,11550,50980,112786.0,9765000.0
2016-02-01,11550,11750,11000,11600,72884,113274.0,9765000.0
2016-02-02,11450,11850,11200,11400,60069,111321.0,9765000.0
2016-02-03,11300,11550,11000,11350,55588,110833.0,9765000.0
2016-02-04,11700,12200,11250,11500,174400,112298.0,9765000.0
2016-02-05,11500,12000,11250,11300,54574,110344.0,9765000.0
2016-02-11,11150,11150,10200,10800,144299,105462.0,9765000.0
2016-02-12,10400,10800,9900,10000,328608,97650.0,9765000.0
2016-02-15,10100,10300,9960,10100,97554,98626.0,9765000.0
2016-02-16,10100,10500,10050,10200,78932,99603.0,9765000.0
2016-02-17,10200,10500,9900,9900,86517,96674.0,9765000.0
2016-02-18,10000,10450,9960,10350,43814,101068.0,9765000.0
2016-02-19,10400,10550,10250,10500,9385,102532.0,9765000.0
2016-02-22,10500,10600,10300,10450,21298,102044.0,9765000.0
2016-02-23,10450,10700,9950,10000,182801,97650.0,9765000.0
2016-02-24,10050,10050,9820,9870,55055,96381.0,9765000.0
2016-02-25,9930,10150,9850,9880,23281,96478.0,9765000.0
2016-02-26,9890,10050,9830,9950,23431,97162.0,9765000.0
2016-02-29,9950,10000,9750,9840,38688,96088.0,9765000.0
2016-03-02,9840,9990,9600,9700,60057,94720.0,9765000.0
2016-03-03,9770,9920,9640,9700,77821,94720.0,9765000.0
2016-03-04,9790,9890,9700,9880,28440,96478.0,9765000.0
2016-03-07,9820,10000,9820,9890,14777,96576.0,9765000.0
2016-03-08,9860,9910,9690,9800,42454,95697.0,9765000.0
2016-03-09,9630,9790,9490,9600,73553,93744.0,9765000.0
2016-03-10,9640,9640,9360,9550,86830,93256.0,9765000.0
2016-03-11,9600,9790,9470,9620,58492,93939.0,9765000.0
2016-03-14,9680,9720,9430,9620,41113,93939.0,9765000.0
2016-03-15,9640,9650,9450,9620,30783,93939.0,9765000.0
2016-03-16,9590,9700,9450,9500,39248,92768.0,9765000.0
2016-03-17,9550,9590,9460,9570,72988,93451.0,9765000.0
2016-03-18,9630,9810,9500,9660,40971,94330.0,9765000.0
2016-03-21,9660,9740,9420,9680,45861,94525.0,9765000.0
2016-03-22,9710,9720,9470,9700,22173,94720.0,9765000.0
2016-03-23,9740,10050,9630,9900,52900,96674.0,9765000.0
2016-03-24,9910,10100,9870,9980,40098,97455.0,9765000.0
2016-03-25,9980,9980,9860,9860,27514,96283.0,9765000.0
2016-03-28,9840,9840,9200,9430,247635,92084.0,9765000.0
2016-03-29,9320,9400,9090,9090,168995,88764.0,9765000.0
2016-03-30,9130,9180,8640,8840,343707,86323.0,9765000.0
2016-03-31,8840,9140,8800,9070,80363,88569.0,9765000.0
2016-04-01,9070,9130,8860,8970,73787,87592.0,9765000.0
2016-04-04,9080,9350,8990,9190,50082,89740.0,9765000.0
2016-04-05,9270,9270,9060,9240,57082,90229.0,9765000.0
2016-04-06,9250,9370,9140,9200,28043,89838.0,9765000.0
2016-04-07,9380,9380,9100,9200,77508,89838.0,9765000.0
2016-04-08,9200,9200,9040,9130,41720,89154.0,9765000.0
2016-04-11,9150,9360,9090,9220,65071,90033.0,9765000.0
2016-04-12,9300,9300,9090,9250,117922,90326.0,9765000.0
2016-04-14,9250,9280,9130,9200,58911,89838.0,9765000.0
2016-04-15,9250,9250,9110,9190,52958,89740.0,9765000.0
2016-04-18,9160,9260,9050,9150,64735,89350.0,9765000.0
2016-04-19,9200,9570,9100,9440,107490,92182.0,9765000.0
2016-04-20,9460,10400,9450,9930,306721,96966.0,9765000.0
2016-04-21,9940,9980,9750,9900,51900,96674.0,9765000.0
2016-04-22,9850,10100,9810,9950,78685,97162.0,9765000.0
2016-04-25,9980,9980,9700,9800,51617,95697.0,9765000.0
2016-04-26,9710,9840,9450,9750,98917,95209.0,9765000.0
2016-04-27,9830,9830,9570,9650,26425,94232.0,9765000.0
2016-04-28,9650,9800,9580,9730,41206,95013.0,9765000.0
2016-04-29,9700,9900,9660,9810,49080,95795.0,9765000.0
2016-05-02,9810,9850,9660,9750,25148,95209.0,9765000.0
2016-05-03,9710,9850,9500,9700,34133,94720.0,9765000.0
2016-05-04,9720,9750,9440,9460,42081,92377.0,9765000.0
2016-05-09,9490,9630,9340,9460,30949,92377.0,9765000.0
2016-05-10,9460,9480,9200,9430,56126,92084.0,9765000.0
2016-05-11,9460,9500,9280,9320,34238,91010.0,9765000.0
2016-05-12,9330,9530,9280,9490,38851,92670.0,9765000.0
2016-05-13,9490,9850,9400,9830,87469,95990.0,9765000.0
2016-05-16,9400,9400,8670,9030,367064,88178.0,9765000.0
2016-05-17,9090,9150,9000,9070,48570,88569.0,9765000.0
2016-05-18,9030,9070,8620,8710,135025,85053.0,9765000.0
2016-05-19,8660,8790,8600,8690,66672,84858.0,9765000.0
2016-05-20,8740,8740,8330,8430,165465,82319.0,9765000.0
2016-05-23,8450,8520,8380,8450,50698,82514.0,9765000.0
2016-05-24,8440,8500,8250,8390,48370,81928.0,9765000.0
2016-05-25,8340,8630,8260,8570,57405,83686.0,9765000.0
2016-05-26,8530,8600,8480,8510,29813,83100.0,9765000.0
2016-05-27,8600,8600,8470,8580,20374,83784.0,9765000.0
2016-05-30,8610,8610,8260,8270,65426,80757.0,9765000.0
2016-05-31,8270,8440,8170,8420,43744,82221.0,9765000.0
2016-06-01,8440,8500,8340,8340,40737,81440.0,9765000.0
2016-06-02,8460,8590,8400,8540,30067,83393.0,9765000.0
2016-06-03,8510,8630,8370,8440,36145,82417.0,9765000.0
2016-06-07,8400,8500,8380,8400,14812,82026.0,9765000.0
2016-06-08,8400,8490,8350,8430,38108,82319.0,9765000.0
2016-06-09,8460,8730,8400,8680,73805,84760.0,9765000.0
2016-06-10,8780,8780,8580,8590,24093,83881.0,9765000.0
2016-06-13,8590,8590,8280,8290,80126,80952.0,9765000.0
2016-06-14,8250,8350,8100,8300,56636,81050.0,9765000.0
2016-06-15,8330,8350,8190,8200,22627,80073.0,9765000.0
2016-06-16,8160,8310,8080,8200,35492,80073.0,9765000.0
2016-06-17,8200,8290,8150,8150,23170,79585.0,9765000.0
2016-06-20,8150,8260,8130,8220,24393,80268.0,9765000.0
2016-06-21,8230,8290,8210,8250,11585,80561.0,9765000.0
2016-06-22,8300,8430,8140,8410,33319,82124.0,9765000.0
2016-06-23,8370,8420,8150,8260,32607,80659.0,9765000.0
2016-06-24,8450,8450,7650,7790,111655,76069.0,9765000.0
2016-06-27,7600,7840,7510,7800,43756,76167.0,9765000.0
2016-06-28,7790,7850,7670,7800,30522,76167.0,9765000.0
2016-06-29,7830,7900,7780,7830,51634,76460.0,9765000.0
2016-06-30,7860,8250,7800,8010,49398,78218.0,9765000.0
2016-07-01,8000,8100,8000,8000,35631,78120.0,9765000.0
2016-07-04,8030,8140,7930,8110,35419,79194.0,9765000.0
2016-07-05,8100,8140,7910,8080,24355,78901.0,9765000.0
2016-07-06,8080,8080,7860,7900,50557,77144.0,9765000.0
2016-07-07,7980,7980,7820,7940,50406,77534.0,9765000.0
2016-07-08,7960,8000,7700,7760,57120,75776.0,9765000.0
2016-07-11,7840,7920,7760,7890,22062,77046.0,9765000.0
2016-07-12,7840,7940,7830,7900,21024,77144.0,9765000.0
2016-07-13,7900,8080,7900,7960,27281,77729.0,9765000.0
2016-07-14,7960,8060,7920,8020,40993,78315.0,9765000.0
2016-07-15,8070,8080,7960,8060,38381,78706.0,9765000.0
2016-07-18,8110,8110,7950,8090,34866,78999.0,9765000.0
2016-07-19,8080,8180,7930,8000,39894,78120.0,9765000.0
2016-07-20,8090,8090,7910,8020,35654,78315.0,9765000.0
2016-07-21,8020,8380,8020,8300,101739,81050.0,9765000.0
2016-07-22,8330,8340,8210,8250,27944,80561.0,9765000.0
2016-07-25,8250,8260,8090,8190,16010,79975.0,9765000.0
2016-07-26,8250,8250,8090,8190,14767,79975.0,9765000.0
2016-07-27,8170,8250,8100,8120,10687,79292.0,9765000.0
2016-07-28,8120,8200,8120,8160,8578,79682.0,9765000.0
2016-07-29,8120,8300,8120,8250,25297,80561.0,9765000.0
2016-08-01,8250,8250,8060,8170,20614,79780.0,9765000.0
2016-08-02,8170,8250,8050,8090,40489,78999.0,9765000.0
2016-08-03,8090,8160,8010,8030,23370,78413.0,9765000.0
2016-08-04,8050,8200,8050,8140,29072,79487.0,9765000.0
2016-08-05,8190,8480,8140,8450,58152,82514.0,9765000.0
2016-08-08,8590,8600,8360,8420,64697,82221.0,9765000.0
2016-08-09,8500,8540,8410,8510,35236,83100.0,9765000.0
2016-08-10,8590,8590,8410,8440,46046,82417.0,9765000.0
2016-08-11,8450,8560,8320,8490,31144,82905.0,9765000.0
2016-08-12,8450,8560,8410,8490,32711,82905.0,9765000.0
2016-08-16,8420,8420,7720,7800,303820,76167.0,9765000.0
2016-08-17,7830,8400,7650,7900,793606,77144.0,9765000.0
2016-08-18,7960,7960,7780,7800,111987,76167.0,9765000.0
2016-08-19,7800,7850,7750,7770,43326,75874.0,9765000.0
2016-08-22,7780,7800,7560,7590,80691,74116.0,9765000.0
2016-08-23,7540,7640,7500,7560,45732,73823.0,9765000.0
2016-08-24,7550,7560,7420,7480,57926,73042.0,9765000.0
2016-08-25,7440,7530,7410,7530,39319,73530.0,9765000.0
2016-08-26,7540,7600,7510,7570,34773,73921.0,9765000.0
2016-08-29,7470,7570,7380,7390,48681,72163.0,9765000.0
2016-08-30,7390,7550,7390,7530,36082,73530.0,9765000.0
2016-08-31,7530,7530,7410,7500,32683,73238.0,9765000.0
2016-09-01,7490,7500,7400,7430,18606,72554.0,9765000.0
2016-09-02,7430,7550,7430,7530,28197,73530.0,9765000.0
2016-09-05,7460,7550,7460,7540,54355,73628.0,9765000.0
2016-09-06,7540,7610,7480,7530,24441,73530.0,9765000.0
2016-09-07,7530,7530,7270,7300,91249,71284.0,9765000.0
2016-09-08,7320,7370,7200,7290,37862,71187.0,9765000.0
2016-09-09,7280,7280,7040,7150,42782,69820.0,9765000.0
2016-09-12,7010,7200,7000,7130,25564,69624.0,9765000.0
2016-09-13,7140,7200,7060,7170,8633,70015.0,9765000.0
2016-09-19,7120,7140,7050,7120,21603,69527.0,9765000.0
2016-09-20,7020,7100,6970,7020,57566,68550.0,9765000.0
2016-09-21,7020,7100,7010,7090,18489,69234.0,9765000.0
2016-09-22,7110,7290,7090,7200,30426,70308.0,9765000.0
2016-09-23,7200,7250,7150,7220,13540,70503.0,9765000.0
2016-09-26,7280,7280,7060,7070,27360,69039.0,9765000.0
2016-09-27,7040,7130,7010,7080,31312,69136.0,9765000.0
2016-09-28,7080,7120,7020,7080,20338,69136.0,9765000.0
2016-09-29,7090,7250,7080,7190,65222,70210.0,9765000.0
2016-09-30,7230,7230,7050,7060,33482,68941.0,9765000.0
2016-10-04,7140,7140,6950,7030,18089,68648.0,9765000.0
2016-10-05,7040,7090,6900,6910,48869,67476.0,9765000.0
2016-10-06,6930,6980,6760,6770,139791,66109.0,9765000.0
2016-10-07,6810,6810,6650,6660,70285,65035.0,9765000.0
2016-10-10,6700,6720,6600,6650,52204,64937.0,9765000.0
2016-10-11,6670,6920,6650,6860,79034,66988.0,9765000.0
2016-10-12,6900,6900,6660,6700,44115,65426.0,9765000.0
2016-10-13,6700,6770,6610,6690,22021,65328.0,9765000.0
2016-10-14,6730,6750,6660,6700,18895,65426.0,9765000.0
2016-10-17,6700,6740,6570,6600,66292,64449.0,9765000.0
2016-10-18,6560,6670,6560,6640,47212,64840.0,9765000.0
2016-10-19,6680,6800,6640,6770,52941,66109.0,9765000.0
2016-10-20,6770,6800,6680,6720,15890,65621.0,9765000.0
2016-10-21,6690,6740,6640,6690,27316,65328.0,9765000.0
2016-10-24,6630,6710,6410,6580,41199,64254.0,9765000.0
2016-10-25,6580,6580,6380,6440,35352,62887.0,9765000.0
2016-10-26,6370,6440,6140,6220,109036,60738.0,9765000.0
2016-10-27,6190,6340,6190,6310,30918,61617.0,9765000.0
2016-10-28,6310,6420,6280,6390,16524,62398.0,9765000.0
2016-10-31,6330,6390,6060,6150,58650,60055.0,9765000.0
2016-11-01,6070,6280,6070,6210,28008,60641.0,9765000.0
2016-11-02,6210,6270,5990,5990,53512,58492.0,9765000.0
2016-11-03,5970,6050,5930,6000,42469,58590.0,9765000.0
2016-11-04,6000,6060,5930,6000,19378,58590.0,9765000.0
2016-11-07,6000,6550,6000,6240,43257,60934.0,9765000.0
2016-11-08,6240,6390,6080,6180,65867,60348.0,9765000.0
2016-11-09,6210,6340,5680,5940,107666,58004.0,9765000.0
2016-11-10,6030,6180,5950,6040,102393,58981.0,9765000.0
2016-11-11,6040,6400,6020,6220,56505,60738.0,9765000.0
2016-11-14,6190,6340,6100,6300,116198,61520.0,9765000.0
2016-11-15,6650,6770,6150,6280,312225,61324.0,9765000.0
2016-11-16,6290,6350,6260,6320,28705,61715.0,9765000.0
2016-11-17,6350,6360,6190,6300,24736,61520.0,9765000.0
2016-11-18,6240,6310,6180,6240,12243,60934.0,9765000.0
2016-11-21,6240,6270,6080,6080,31515,59371.0,9765000.0
2016-11-22,6080,6170,6030,6100,29599,59566.0,9765000.0
2016-11-23,6050,6100,6000,6060,37128,59176.0,9765000.0
2016-11-24,6060,6090,5970,5980,23854,58395.0,9765000.0
2016-11-25,5980,6040,5970,6030,8438,58883.0,9765000.0
2016-11-28,6030,6060,5900,5980,14147,58395.0,9765000.0
2016-11-29,5980,6040,5930,5970,9314,58297.0,9765000.0
2016-11-30,5970,6000,5830,5900,21545,57614.0,9765000.0
2016-12-01,5900,5960,5840,5870,17102,57321.0,9765000.0
2016-12-02,5870,5930,5830,5840,8653,57028.0,9765000.0
2016-12-05,5820,6010,5750,5910,60055,57711.0,9765000.0
2016-12-06,5900,5990,5900,5990,5536,58492.0,9765000.0
2016-12-07,5980,5980,5850,5880,13553,57418.0,9765000.0
2016-12-08,5880,6060,5880,6000,27958,58590.0,9765000.0
2016-12-09,6040,6070,6000,6070,13386,59274.0,9765000.0
2016-12-12,6070,6140,6040,6100,13181,59566.0,9765000.0
2016-12-13,6100,6100,6020,6080,10168,59371.0,9765000.0
2016-12-14,6070,6210,6040,6130,26045,59859.0,9765000.0
2016-12-15,6150,6380,6090,6270,22686,61227.0,9765000.0
2016-12-16,6270,6280,6170,6280,12715,61324.0,9765000.0
2016-12-19,6280,6280,6210,6280,5869,61324.0,9765000.0
2016-12-20,6230,6290,6220,6280,7145,61324.0,9765000.0
2016-12-21,6320,6320,6210,6290,13056,61422.0,9765000.0
2016-12-22,6320,6320,6140,6230,11740,60836.0,9765000.0
2016-12-23,6230,6240,6160,6170,7173,60250.0,9765000.0
2016-12-26,6170,6220,6120,6160,15929,60152.0,9765000.0
2016-12-27,6200,6200,6060,6120,57086,59762.0,9765000.0
2016-12-28,6080,6190,6080,6170,16568,60250.0,9765000.0
2016-12-29,6180,6380,6130,6340,15967,61910.0,9765000.0
2017-01-02,6330,6340,6230,6300,16750,61520.0,9765000.0
2017-01-03,6220,6450,6220,6410,49418,62594.0,9765000.0
2017-01-04,6440,6860,6420,6760,175678,66011.0,9765000.0
2017-01-05,6770,6830,6670,6800,48659,66402.0,9765000.0
2017-01-06,6860,6860,6670,6720,26345,65621.0,9765000.0
2017-01-09,6790,6790,6530,6670,40430,65133.0,9765000.0
2017-01-10,6650,6650,6570,6640,9190,64840.0,9765000.0
2017-01-11,6640,6720,6560,6650,19218,64937.0,9765000.0
2017-01-12,6650,6970,6600,6930,101379,67671.0,9765000.0
2017-01-13,6930,6980,6830,6930,31538,67671.0,9765000.0
2017-01-16,6970,6970,6660,6800,44980,66402.0,9765000.0
2017-01-17,6820,6820,6600,6750,63057,65914.0,9765000.0
2017-01-18,6750,6820,6700,6780,22090,66207.0,9765000.0
2017-01-19,6740,6800,6660,6770,22493,66109.0,9765000.0
2017-01-20,6740,6740,6540,6690,56550,65328.0,9765000.0
2017-01-23,6650,6670,6560,6560,15552,64058.0,9765000.0
2017-01-24,6560,6650,6460,6550,19014,63961.0,9765000.0
2017-01-25,6510,6530,6450,6530,12330,63765.0,9765000.0
2017-01-26,6500,6530,6290,6440,74474,62887.0,9765000.0
2017-01-31,6410,6410,6300,6360,17851,62105.0,9765000.0
2017-02-01,6360,6530,6340,6510,24117,63570.0,9765000.0
2017-02-02,6510,6510,6320,6410,20079,62594.0,9765000.0
2017-02-03,6410,6490,6370,6410,17183,62594.0,9765000.0
2017-02-06,6540,6800,6540,6710,75225,65523.0,9765000.0
2017-02-07,6780,6780,6610,6680,15740,65230.0,9765000.0
2017-02-08,6700,6700,6520,6590,16587,64351.0,9765000.0
2017-02-09,6600,6680,6480,6590,12374,64351.0,9765000.0
2017-02-10,6590,6690,6490,6680,28948,65230.0,9765000.0
2017-02-13,6680,6720,6580,6690,13818,65328.0,9765000.0
2017-02-14,6690,6750,6650,6700,10681,65426.0,9765000.0
2017-02-15,6700,6740,6640,6700,16185,65426.0,9765000.0
2017-02-16,6700,6710,6590,6670,23678,65133.0,9765000.0
2017-02-17,6670,6720,6590,6640,13647,64840.0,9765000.0
2017-02-20,6620,6730,6590,6730,29808,65718.0,9765000.0
2017-02-21,6730,6740,6600,6740,841572,65816.0,9765000.0
2017-02-22,6740,6800,6620,6670,52968,65133.0,9765000.0
2017-02-23,6720,6720,6540,6600,34767,64449.0,9765000.0
2017-02-24,6650,6660,6530,6640,19958,64840.0,9765000.0
2017-02-27,6640,6640,6320,6350,81708,62008.0,9765000.0
2017-02-28,6310,6340,6140,6170,77826,60250.0,9765000.0
2017-03-02,6170,6230,6130,6170,22516,60250.0,9765000.0
2017-03-03,6170,6200,6080,6190,61732,60445.0,9765000.0
2017-03-06,6200,6200,6120,6200,23197,60543.0,9765000.0
2017-03-07,6200,6200,6140,6200,21777,60543.0,9765000.0
2017-03-08,6200,6200,6090,6170,13364,60250.0,9765000.0
2017-03-09,6100,6170,6090,6160,25442,60152.0,9765000.0
2017-03-10,6150,6190,6070,6180,38700,60348.0,9765000.0
2017-03-13,6180,6180,6090,6150,39745,60055.0,9765000.0
2017-03-14,6170,6270,6100,6190,17601,60445.0,9765000.0
2017-03-15,6200,6200,6100,6130,19369,59859.0,9765000.0
2017-03-16,6130,6250,6090,6090,68952,59469.0,9765000.0
2017-03-17,6130,6140,6070,6140,73327,59957.0,9765000.0
2017-03-20,6170,6170,6090,6160,12046,60152.0,9765000.0
2017-03-21,6160,6230,6140,6140,19561,59957.0,9765000.0
2017-03-22,6190,6190,6130,6180,16688,60348.0,9765000.0
2017-03-23,6200,6200,6120,6130,9211,59859.0,9765000.0
2017-03-24,6130,6220,6100,6190,26908,60445.0,9765000.0
2017-03-27,6190,6190,6120,6120,24670,59762.0,9765000.0
2017-03-28,6120,6190,6000,6150,70870,60055.0,9765000.0
2017-03-29,6150,6190,6110,6190,13506,60445.0,9765000.0
2017-03-30,6240,6240,6180,6230,22349,60836.0,9765000.0
2017-03-31,6230,6310,6180,6290,54065,61422.0,9765000.0
2017-04-03,6350,6350,6240,6290,22409,61422.0,9765000.0
2017-04-04,6290,6340,6150,6300,70987,61520.0,9765000.0
2017-04-05,6320,6380,6250,6300,41773,61520.0,9765000.0
2017-04-06,6300,6400,6210,6330,76596,61812.0,9765000.0
2017-04-07,6330,6400,6290,6330,23929,61812.0,9765000.0
2017-04-10,6330,6330,6170,6190,41961,60445.0,9765000.0
2017-04-11,6350,8040,6220,8040,3865164,78511.0,9765000.0
2017-04-12,7770,8210,7380,7670,5659117,74898.0,9765000.0
2017-04-13,7560,7730,7310,7510,1802535,73335.0,9765000.0
2017-04-14,7620,7690,6860,6870,1928224,67086.0,9765000.0
2017-04-17,7000,7180,6930,7030,1129475,68648.0,9765000.0
2017-04-18,7070,7250,6940,7080,695761,69136.0,9765000.0
2017-04-19,7030,7260,6970,7040,715165,68746.0,9765000.0
2017-04-20,7060,7370,7020,7090,845424,69234.0,9765000.0
2017-04-21,7210,7290,7070,7090,398543,69234.0,9765000.0
2017-04-24,6990,7040,6720,6720,488989,65621.0,9765000.0
2017-04-25,6770,6930,6750,6860,264953,66988.0,9765000.0
2017-04-26,6880,7030,6830,7030,188042,68648.0,9765000.0
2017-04-27,7010,7140,6870,6930,263995,67671.0,9765000.0
2017-04-28,6950,6950,6650,6650,201816,64937.0,9765000.0
2017-05-02,6750,6850,6710,6730,138107,65718.0,9765000.0
2017-05-04,6730,6870,6650,6840,137280,66793.0,9765000.0
2017-05-08,6880,6880,6770,6830,92353,66695.0,9765000.0
2017-05-10,6850,7020,6760,7010,186625,68453.0,9765000.0
2017-05-11,7030,7070,6910,6960,111004,67964.0,9765000.0
2017-05-12,6980,7100,6890,7030,158976,68648.0,9765000.0
2017-05-15,6960,7040,6840,6930,157653,67671.0,9765000.0
2017-05-16,6930,7060,6810,6880,145845,67183.0,9765000.0
2017-05-17,6900,6900,6760,6830,96215,66695.0,9765000.0
2017-05-18,6770,6770,6600,6730,200686,65718.0,9765000.0
2017-05-19,6750,6900,6730,6890,104487,67281.0,9765000.0
2017-05-22,6890,7080,6890,7030,175878,68648.0,9765000.0
2017-05-23,7090,7100,6930,6930,117971,67671.0,9765000.0
2017-05-24,6940,6980,6770,6770,125535,66109.0,9765000.0
2017-05-25,6800,6870,6740,6830,66727,66695.0,9765000.0
2017-05-26,6900,6940,6830,6870,48430,67086.0,9765000.0
2017-05-29,6900,6930,6750,6780,87758,66207.0,9765000.0
2017-05-30,6790,6900,6720,6870,70186,67086.0,9765000.0
2017-05-31,6900,6930,6810,6930,111885,67671.0,9765000.0
2017-06-01,6870,7000,6850,6920,95683,67574.0,9765000.0
2017-06-02,6970,7170,6950,7000,267131,68355.0,9765000.0
2017-06-05,7020,7160,6950,7140,197483,69722.0,9765000.0
2017-06-07,7140,7200,7050,7080,120054,69136.0,9765000.0
2017-06-08,7100,7100,6950,6990,129703,68257.0,9765000.0
2017-06-09,6990,7030,6890,6990,111124,68257.0,9765000.0
2017-06-12,6950,7050,6920,7050,74123,68843.0,9765000.0
2017-06-13,7050,7080,6940,6940,71162,67769.0,9765000.0
2017-06-14,6930,6970,6820,6830,138004,66695.0,9765000.0
2017-06-15,6830,6920,6820,6910,59496,67476.0,9765000.0
2017-06-16,6910,7130,6900,7020,185867,68550.0,9765000.0
2017-06-19,7050,7060,6930,6980,56572,68160.0,9765000.0
2017-06-20,6980,6980,6840,6860,94672,66988.0,9765000.0
2017-06-21,6860,6860,6700,6740,107741,65816.0,9765000.0
2017-06-22,6720,7380,6720,6900,886547,67378.0,9765000.0
2017-06-23,6870,6930,6810,6860,89101,66988.0,9765000.0
2017-06-26,6860,6880,6740,6770,87997,66109.0,9765000.0
2017-06-27,6770,6830,6740,6780,35745,66207.0,9765000.0
2017-06-28,6750,6920,6740,6790,70542,66304.0,9765000.0
2017-06-29,6790,6860,6770,6820,29519,66597.0,9765000.0
2017-06-30,6780,6920,6730,6920,46284,67574.0,9765000.0
2017-07-03,6920,6920,6800,6860,59271,66988.0,9765000.0
2017-07-04,6900,6900,6750,6800,68902,66402.0,9765000.0
2017-07-05,6770,6850,6760,6820,36120,66597.0,9765000.0
2017-07-06,6770,6810,6750,6780,41367,66207.0,9765000.0
2017-07-07,6750,6780,6700,6720,75713,65621.0,9765000.0
2017-07-10,6720,6780,6500,6500,109493,63472.0,9765000.0
2017-07-11,6470,6560,6350,6380,59631,62301.0,9765000.0
2017-07-12,6380,6450,6250,6370,44077,62203.0,9765000.0
2017-07-13,6490,6490,6300,6320,47159,61715.0,9765000.0
2017-07-14,6260,6350,6190,6230,75648,60836.0,9765000.0
2017-07-17,6270,6360,6200,6300,37858,61520.0,9765000.0
2017-07-18,6240,6350,6230,6340,31935,61910.0,9765000.0
2017-07-19,6340,6420,6280,6360,20366,62105.0,9765000.0
2017-07-20,6360,6440,6290,6420,42486,62691.0,9765000.0
2017-07-21,6420,6470,6300,6380,11314,62301.0,9765000.0
2017-07-24,6450,6450,6250,6380,30636,62301.0,9765000.0
2017-07-25,6390,6390,6280,6280,15061,61324.0,9765000.0
2017-07-26,6280,6380,6240,6260,29493,61129.0,9765000.0
2017-07-27,6270,6350,6190,6260,34489,61129.0,9765000.0
