미원화학(134380),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-01,25600,25600,24400,24500,1888,56141.0,458297.0
2011-04-04,24500,24800,24400,24500,2286,56141.0,458297.0
2011-04-05,24500,24900,24200,24300,686,55683.0,458297.0
2011-04-06,24799,24799,23900,24300,903,55683.0,458297.0
2011-04-07,24500,24500,23800,23800,1267,54537.0,458297.0
2011-04-08,23800,24300,23500,24300,614,55683.0,458297.0
2011-04-11,24600,25100,24000,24900,1450,57058.0,458297.0
2011-04-12,24900,24900,23800,24000,859,54996.0,458297.0
2011-04-13,24000,24200,23500,24200,996,55454.0,458297.0
2011-04-14,23900,24800,23600,24400,655,55912.0,458297.0
2011-04-15,24600,24600,23900,24000,277,54996.0,458297.0
2011-04-18,24500,24500,23500,24000,926,54996.0,458297.0
2011-04-19,23800,24300,23600,24000,717,54996.0,458297.0
2011-04-20,24000,24000,23700,24000,522,54996.0,458297.0
2011-04-21,24000,25700,24000,24400,4374,55912.0,458297.0
2011-04-22,24000,24600,23900,24100,2083,55225.0,458297.0
2011-04-25,24100,25300,23700,23900,2561,54766.0,458297.0
2011-04-26,23899,25600,23899,24800,2674,56829.0,458297.0
2011-04-27,24800,28500,24800,28500,13656,65307.0,458297.0
2011-04-28,30400,32700,26900,26900,31854,61641.0,458297.0
2011-04-29,26900,27700,26200,27100,5404,62099.0,458297.0
2011-05-02,27900,29900,27300,29200,6616,66911.0,458297.0
2011-05-03,29000,30400,28300,29000,5095,66453.0,458297.0
2011-05-04,29600,33300,29200,33200,22289,76077.0,458297.0
2011-05-06,34800,36000,31300,33900,21178,77681.0,458297.0
2011-05-09,33200,34600,30400,31000,15370,71036.0,458297.0
2011-05-11,0,0,0,31000,0,71036.0,458297.0
2011-05-12,0,0,0,31000,0,,
2011-05-13,0,0,0,31000,0,,
2011-05-16,0,0,0,31000,0,,
2011-05-17,0,0,0,31000,0,,
2011-05-18,0,0,0,31000,0,,
2011-05-19,0,0,0,31000,0,,
2011-05-20,0,0,0,31000,0,,
2011-05-23,0,0,0,31000,0,,
2011-05-24,0,0,0,31000,0,,
2011-05-25,0,0,0,31000,0,,
2011-05-26,0,0,0,31000,0,,
2011-05-27,0,0,0,31000,0,,
2011-05-30,0,0,0,31000,0,,
2011-05-31,0,0,0,31000,0,,
2011-06-01,27100,31350,26800,30900,119930,70807.0,2291485.0
2011-06-02,29000,35500,29000,32900,136633,75390.0,2291485.0
2011-06-03,33050,34500,29750,29750,49661,68172.0,2291485.0
2011-06-07,29700,29800,27200,27200,37810,62328.0,2291485.0
2011-06-08,27200,29200,27200,27400,20459,62787.0,2291485.0
2011-06-09,27600,28200,26650,27350,19350,62672.0,2291485.0
2011-06-10,27350,27850,25050,25250,18633,57860.0,2291485.0
2011-06-13,25250,25700,23000,23250,19474,53277.0,2291485.0
2011-06-14,23400,24350,22800,24000,12114,54996.0,2291485.0
2011-06-15,24100,24700,23500,23750,6970,54423.0,2291485.0
2011-06-16,23250,23450,22900,23000,10399,52704.0,2291485.0
2011-06-17,23450,23450,21400,22000,18155,50413.0,2291485.0
2011-06-20,21900,22200,21200,21250,13613,48694.0,2291485.0
2011-06-21,21650,24400,21350,24400,31058,55912.0,2291485.0
2011-06-22,25000,28050,24600,28050,81961,64276.0,2291485.0
2011-06-23,29700,32100,28600,30650,148761,70234.0,2291485.0
2011-06-24,30850,31450,27350,29450,92824,67484.0,2291485.0
2011-06-27,29400,29400,27600,28300,30927,64849.0,2291485.0
2011-06-28,28400,29800,25850,26100,47671,59808.0,2291485.0
2011-06-29,26300,28000,25500,27300,32866,62558.0,2291485.0
2011-06-30,27300,27500,26300,26550,16928,60839.0,2291485.0
2011-07-01,26700,27150,25800,26150,16764,59922.0,2291485.0
2011-07-04,26300,26550,25800,26100,8810,59808.0,2291485.0
2011-07-05,26200,26850,25850,25950,11120,59464.0,2291485.0
2011-07-06,26300,28550,26300,27400,38009,62787.0,2291485.0
2011-07-07,27400,28000,26500,27400,18731,62787.0,2291485.0
2011-07-08,27500,27500,26500,26500,12070,60724.0,2291485.0
2011-07-11,26800,26800,25550,25550,13889,58547.0,2291485.0
2011-07-12,25500,25500,24400,25000,13880,57287.0,2291485.0
2011-07-13,24850,25500,24500,25000,5267,57287.0,2291485.0
2011-07-14,24800,26300,24600,26000,7880,59579.0,2291485.0
2011-07-15,26000,26300,24800,25050,17316,57402.0,2291485.0
2011-07-18,25450,25750,25000,25250,14045,57860.0,2291485.0
2011-07-19,25250,25500,24800,24900,7490,57058.0,2291485.0
2011-07-20,25100,25300,24200,24200,11210,55454.0,2291485.0
2011-07-21,24300,24950,23850,24100,5956,55225.0,2291485.0
2011-07-22,24100,24600,23900,24350,5881,55798.0,2291485.0
2011-07-25,24100,24450,23600,23800,9091,54537.0,2291485.0
2011-07-26,23800,24850,23550,24300,4880,55683.0,2291485.0
2011-07-27,24300,25000,24200,24200,3964,55454.0,2291485.0
2011-07-28,23550,24300,23550,23950,4328,54881.0,2291485.0
2011-07-29,24400,24400,23500,23600,7147,54079.0,2291485.0
2011-08-01,23550,24200,23550,23900,9287,54766.0,2291485.0
2011-08-02,23900,24000,23600,23850,5634,54652.0,2291485.0
2011-08-03,23400,23400,22600,23200,9721,53162.0,2291485.0
2011-08-04,22950,23200,22800,22900,3940,52475.0,2291485.0
2011-08-05,20600,21900,20200,21750,12986,49840.0,2291485.0
2011-08-08,21900,21900,19600,20400,11026,46746.0,2291485.0
2011-08-09,19000,22200,19000,20500,13580,46975.0,2291485.0
2011-08-10,21900,22200,21150,21700,6250,49725.0,2291485.0
2011-08-11,21700,22150,21300,22150,2525,50756.0,2291485.0
2011-08-12,22100,23050,22100,22750,8157,52131.0,2291485.0
2011-08-16,22750,23750,22700,23650,6802,54194.0,2291485.0
2011-08-17,23450,23550,22600,23300,3153,53392.0,2291485.0
2011-08-18,23300,23300,22500,22800,1650,52246.0,2291485.0
2011-08-19,22800,22800,20600,20600,2800,47205.0,2291485.0
2011-08-22,20600,21500,20500,21100,4355,48350.0,2291485.0
2011-08-23,21000,21550,20800,21500,3318,49267.0,2291485.0
2011-08-24,21600,21600,21000,21450,2110,49152.0,2291485.0
2011-08-25,21450,24650,21450,22600,10053,51788.0,2291485.0
2011-08-26,22600,23200,21550,21550,1650,49382.0,2291485.0
2011-08-29,21700,22400,21700,22350,3790,51215.0,2291485.0
2011-08-30,22200,23000,22050,22100,1678,50642.0,2291485.0
2011-08-31,22100,22650,21700,22600,1640,51788.0,2291485.0
2011-09-01,23300,23300,22300,22700,2612,52017.0,2291485.0
2011-09-02,23000,23000,22100,22600,1007,51788.0,2291485.0
2011-09-05,22000,22000,21500,21800,1480,49954.0,2291485.0
2011-09-06,22000,22000,21000,21500,2151,49267.0,2291485.0
2011-09-07,21500,22350,21450,21500,1620,49267.0,2291485.0
2011-09-08,21600,21950,21400,21600,880,49496.0,2291485.0
2011-09-09,21800,21800,21200,21600,864,49496.0,2291485.0
2011-09-14,21600,21600,20700,21100,1855,48350.0,2291485.0
2011-09-15,21000,21600,21000,21100,5585,48350.0,2291485.0
2011-09-16,21150,21300,21100,21150,760,48465.0,2291485.0
2011-09-19,21150,21550,20850,20900,2130,47892.0,2291485.0
2011-09-20,20700,21400,20550,20950,1560,48007.0,2291485.0
2011-09-21,20900,20950,20700,20800,3665,47663.0,2291485.0
2011-09-22,20500,20850,20400,20700,1690,47434.0,2291485.0
2011-09-23,20550,20550,19800,20200,5680,46288.0,2291485.0
2011-09-26,19100,20900,18300,20000,6530,45830.0,2291485.0
2011-09-27,19450,20000,19450,19600,5464,44913.0,2291485.0
2011-09-28,19500,19700,19200,19600,3140,44913.0,2291485.0
2011-09-29,19100,19600,18800,19500,5520,44684.0,2291485.0
2011-09-30,19550,19750,19100,19400,5200,44455.0,2291485.0
2011-10-04,18250,18850,18250,18350,2140,42049.0,2291485.0
2011-10-05,18700,18700,17700,17900,3790,41018.0,2291485.0
2011-10-06,17900,18300,17900,18000,3840,41247.0,2291485.0
2011-10-07,18500,18700,18150,18600,1300,42622.0,2291485.0
2011-10-10,18450,18500,18250,18500,2150,42392.0,2291485.0
2011-10-11,18600,19300,18450,18600,6350,42622.0,2291485.0
2011-10-12,18650,19500,18600,19450,3070,44569.0,2291485.0
2011-10-13,19300,20500,19300,19900,1360,45601.0,2291485.0
2011-10-14,20850,20850,19700,20050,1070,45944.0,2291485.0
2011-10-17,20150,20200,19750,19950,1460,45715.0,2291485.0
2011-10-18,19950,19950,19500,19900,1240,45601.0,2291485.0
2011-10-19,21400,21400,19600,19900,1500,45601.0,2291485.0
2011-10-20,19000,20450,19000,19750,6500,45257.0,2291485.0
2011-10-21,19800,21150,19800,21000,1920,48121.0,2291485.0
2011-10-24,20000,22350,20000,20750,2870,47548.0,2291485.0
2011-10-25,21000,21050,20750,20850,2150,47777.0,2291485.0
2011-10-26,20750,21200,20300,20800,1400,47663.0,2291485.0
2011-10-27,20500,22500,20500,22200,9460,50871.0,2291485.0
2011-10-28,23050,23100,21150,22200,4410,50871.0,2291485.0
2011-10-31,21700,22150,21700,22150,1490,50756.0,2291485.0
2011-11-01,21600,21700,20900,21200,4420,48579.0,2291485.0
2011-11-02,21200,24000,20500,22750,2880,52131.0,2291485.0
2011-11-03,22000,22350,21000,21000,2835,48121.0,2291485.0
2011-11-04,21100,22500,21100,21400,315,49038.0,2291485.0
2011-11-07,21400,23900,21400,23900,6030,54766.0,2291485.0
2011-11-08,23100,24000,22450,22450,6933,51444.0,2291485.0
2011-11-09,23000,23400,22250,22300,2000,51100.0,2291485.0
2011-11-10,22000,22000,21350,21400,815,49038.0,2291485.0
2011-11-11,21400,21900,21150,21200,841,48579.0,2291485.0
2011-11-14,21100,21700,21100,21300,1005,48809.0,2291485.0
2011-11-15,21350,22500,20750,22500,1931,51558.0,2291485.0
2011-11-16,22500,22900,21600,21950,2990,50298.0,2291485.0
2011-11-17,21950,21950,21400,21850,460,50069.0,2291485.0
2011-11-18,22550,22550,21400,21400,740,49038.0,2291485.0
2011-11-21,21550,21550,21000,21400,880,49038.0,2291485.0
2011-11-22,21400,21550,21350,21550,710,49382.0,2291485.0
2011-11-23,21900,21950,21050,21750,3680,49840.0,2291485.0
2011-11-24,21200,22350,21200,22150,430,50756.0,2291485.0
2011-11-25,21900,22300,21200,21850,640,50069.0,2291485.0
2011-11-28,21650,22500,21250,21850,2220,50069.0,2291485.0
2011-11-29,22350,22550,21350,22000,1590,50413.0,2291485.0
2011-11-30,21700,22500,20850,21500,5591,49267.0,2291485.0
2011-12-01,21600,22000,21250,21300,5610,48809.0,2291485.0
2011-12-02,21850,21850,21300,21650,630,49611.0,2291485.0
2011-12-05,21350,22300,21350,21350,962,48923.0,2291485.0
2011-12-06,21250,21950,21200,21200,1150,48579.0,2291485.0
2011-12-07,21850,21850,21000,21300,1641,48809.0,2291485.0
2011-12-08,21700,24450,21300,24450,41132,56027.0,2291485.0
2011-12-09,25800,27300,24450,25100,68836,57516.0,2291485.0
2011-12-12,24750,28000,24750,26700,57400,61183.0,2291485.0
2011-12-13,26350,27200,25050,26000,19595,59579.0,2291485.0
2011-12-14,26000,26250,23550,23900,17100,54766.0,2291485.0
2011-12-15,23900,24800,22150,22500,18750,51558.0,2291485.0
2011-12-16,22500,24000,22100,22350,7406,51215.0,2291485.0
2011-12-19,22350,22500,20400,21700,19880,49725.0,2291485.0
2011-12-20,21100,22150,20850,21400,15743,49038.0,2291485.0
2011-12-21,22500,22500,21400,21750,10274,49840.0,2291485.0
2011-12-22,22000,22450,21600,21650,2882,49864.0,2303185.0
2011-12-23,21650,22000,21250,21600,10025,49749.0,2303185.0
2011-12-26,22250,22850,21650,21900,6750,50440.0,2303185.0
2011-12-27,22300,22300,21750,22250,5780,51246.0,2303185.0
2011-12-28,22150,23200,22000,22400,4676,51591.0,2303185.0
2011-12-29,22600,22900,22100,22100,5644,50900.0,2303185.0
2012-01-02,22000,22500,21700,21800,3020,50209.0,2303185.0
2012-01-03,22000,22900,21700,22450,8830,51707.0,2303185.0
2012-01-04,22100,23000,21850,21850,9119,50325.0,2303185.0
2012-01-05,21750,22150,21700,21850,3635,50325.0,2303185.0
2012-01-06,21800,21900,21600,21600,4010,49749.0,2303185.0
2012-01-09,21300,21800,21250,21800,5730,50209.0,2303185.0
2012-01-10,21500,22050,21300,21750,2155,50094.0,2303185.0
2012-01-11,21500,21950,21400,21650,3771,49864.0,2303185.0
2012-01-12,21500,22000,21500,21750,3809,50094.0,2303185.0
2012-01-13,21600,21900,21550,21550,2185,49634.0,2303185.0
2012-01-16,21050,21900,21050,21700,1602,49979.0,2303185.0
2012-01-17,21500,22250,21400,21400,3940,49288.0,2303185.0
2012-01-18,21600,21600,21300,21550,1280,49634.0,2303185.0
2012-01-19,22850,22850,21400,22000,2536,50670.0,2303185.0
2012-01-20,22000,22000,21500,21650,1100,49864.0,2303185.0
2012-01-25,22000,22000,21500,21500,972,49518.0,2303185.0
2012-01-26,21500,21600,21400,21500,1810,49518.0,2303185.0
2012-01-27,21500,22000,21300,21550,2160,49634.0,2303185.0
2012-01-30,21300,22000,21300,21500,1511,49518.0,2303185.0
2012-01-31,21800,23300,21650,22050,6520,50785.0,2303185.0
2012-02-01,22200,22450,22000,22100,2130,50900.0,2303185.0
2012-02-02,22600,23000,22000,22200,4720,51131.0,2303185.0
2012-02-03,22800,22900,22350,22650,3270,52167.0,2303185.0
2012-02-06,22650,22900,22000,22200,3025,51131.0,2303185.0
2012-02-07,22400,22400,21850,21950,3200,50555.0,2303185.0
2012-02-08,22300,22700,22000,22300,3290,51361.0,2303185.0
2012-02-09,22450,24300,22450,23600,18978,54355.0,2303185.0
2012-02-10,23350,25450,23200,24250,27011,55852.0,2303185.0
2012-02-13,24300,25250,24050,24550,8180,56543.0,2303185.0
2012-02-14,24550,25300,24550,24700,5290,56889.0,2303185.0
2012-02-15,25000,26550,25000,25900,9762,59652.0,2303185.0
2012-02-16,26550,26550,25100,25600,5383,58962.0,2303185.0
2012-02-17,25500,25900,24000,24100,6194,55507.0,2303185.0
2012-02-20,25000,25000,24050,24450,5271,56313.0,2303185.0
2012-02-21,24450,24500,24100,24400,2820,56198.0,2303185.0
2012-02-22,24150,24500,23050,23350,9162,53779.0,2303185.0
2012-02-23,23300,23500,22700,23500,2900,54125.0,2303185.0
2012-02-24,23200,23750,23100,23650,4750,54470.0,2303185.0
2012-02-27,24400,24400,23250,23250,2055,53549.0,2303185.0
2012-02-28,22850,23250,22550,23000,4460,52973.0,2303185.0
2012-02-29,23500,24500,22800,23950,4910,55161.0,2303185.0
2012-03-02,23700,24100,23150,23500,2006,54125.0,2303185.0
2012-03-05,23800,23800,22700,22900,4725,52743.0,2303185.0
2012-03-06,22900,24200,22850,23450,4031,54010.0,2303185.0
2012-03-07,22850,26000,22850,25000,11430,57580.0,2303185.0
2012-03-08,25750,25750,24250,24800,2950,57119.0,2303185.0
2012-03-09,25450,25450,24000,24950,3407,57464.0,2303185.0
2012-03-12,25300,25300,24300,24750,1436,57004.0,2303185.0
2012-03-13,25000,25000,23950,24050,2982,55392.0,2303185.0
2012-03-14,24050,24500,23500,24000,2032,55276.0,2303185.0
2012-03-15,23800,24250,23450,23900,2342,55046.0,2303185.0
2012-03-16,23900,24650,23800,24500,1910,56428.0,2303185.0
2012-03-19,24100,24450,23900,23950,350,55161.0,2303185.0
2012-03-20,23950,24000,23300,23300,1730,53664.0,2303185.0
2012-03-21,23400,24800,23300,23800,1410,54816.0,2303185.0
2012-03-22,23600,23650,23400,23400,639,53895.0,2303185.0
2012-03-23,23950,23950,23150,23400,510,53895.0,2303185.0
2012-03-26,23400,23500,23300,23500,800,54125.0,2303185.0
2012-03-27,24100,24100,23000,23100,2451,53204.0,2303185.0
2012-03-28,23000,24000,23000,23250,1023,53549.0,2303185.0
2012-03-29,23050,23350,22700,22850,3420,52628.0,2303185.0
2012-03-30,22850,23250,22850,23250,1900,53549.0,2303185.0
2012-04-02,23250,23250,22900,22950,1110,52858.0,2303185.0
2012-04-03,22950,24100,22950,23950,6010,55161.0,2303185.0
2012-04-04,23950,23950,23000,23200,2340,53434.0,2303185.0
2012-04-05,23400,23450,23050,23050,830,53088.0,2303185.0
2012-04-06,23050,23300,22800,22900,2050,52743.0,2303185.0
2012-04-09,23050,23400,22650,22900,3830,52743.0,2303185.0
2012-04-10,23250,23250,22900,22900,1110,52743.0,2303185.0
2012-04-12,23000,24300,23000,24200,4340,55737.0,2303185.0
2012-04-13,24500,25100,24200,24800,5010,57119.0,2303185.0
2012-04-16,24100,24450,23600,24300,520,55967.0,2303185.0
2012-04-17,24250,24400,23800,23800,420,54816.0,2303185.0
2012-04-18,23400,24200,23200,24200,1680,55737.0,2303185.0
2012-04-19,24000,24200,24000,24200,100,55737.0,2303185.0
2012-04-20,24950,24950,23500,23900,430,55046.0,2303185.0
2012-04-23,23750,24350,23050,23100,2527,53204.0,2303185.0
2012-04-24,22950,24200,22950,23500,790,54125.0,2303185.0
2012-04-25,23750,23750,23100,23100,810,53204.0,2303185.0
2012-04-26,23100,23500,22900,23200,630,53434.0,2303185.0
2012-04-27,23100,23900,22800,23700,4520,54585.0,2303185.0
2012-04-30,23250,24200,22750,23050,4342,53088.0,2303185.0
2012-05-02,22550,23000,22500,22750,6960,52397.0,2303185.0
2012-05-03,22800,22950,22800,22850,1160,52628.0,2303185.0
2012-05-04,22800,23750,22800,22900,902,52743.0,2303185.0
2012-05-07,22850,23100,22700,22700,4780,52282.0,2303185.0
2012-05-08,22850,23350,22750,23350,1535,53779.0,2303185.0
2012-05-09,22900,24000,22900,23400,1092,53895.0,2303185.0
2012-05-10,23250,24250,23250,23500,3272,54125.0,2303185.0
2012-05-11,23050,23650,23050,23250,830,53549.0,2303185.0
2012-05-14,23950,23950,22950,23050,4110,53088.0,2303185.0
2012-05-15,23900,24000,23200,23500,7990,54125.0,2303185.0
2012-05-16,24100,24100,23200,23950,8431,55161.0,2303185.0
2012-05-17,23500,23950,23500,23500,1330,54125.0,2303185.0
2012-05-18,24500,24500,22800,23150,11650,53319.0,2303185.0
2012-05-21,23450,23450,22600,23000,1131,52973.0,2303185.0
2012-05-22,23650,23900,22650,22850,3375,52628.0,2303185.0
2012-05-23,23300,23400,22750,22750,1050,52397.0,2303185.0
2012-05-24,22750,23900,22750,23400,190,53895.0,2303185.0
2012-05-25,23500,23500,23000,23100,3270,53204.0,2303185.0
2012-05-29,23350,23350,23000,23000,1070,52973.0,2303185.0
2012-05-30,23000,23000,22800,22850,460,52628.0,2303185.0
2012-05-31,22650,23200,22600,23200,640,53434.0,2303185.0
2012-06-01,22850,23000,22750,22950,1590,52858.0,2303185.0
2012-06-04,21250,22750,21250,22000,1640,50670.0,2303185.0
2012-06-05,22100,22500,22100,22100,780,50900.0,2303185.0
2012-06-07,22850,22850,22200,22350,1950,51476.0,2303185.0
2012-06-08,22350,22800,21950,22800,2991,52513.0,2303185.0
2012-06-11,22950,23000,22000,23000,5340,52973.0,2303185.0
2012-06-12,23050,23700,22250,23500,4660,54125.0,2303185.0
2012-06-13,23500,23550,22700,22700,850,52282.0,2303185.0
2012-06-14,22600,22800,22600,22700,260,52282.0,2303185.0
2012-06-15,22700,22950,22450,22450,540,51707.0,2303185.0
2012-06-18,22500,22500,22450,22450,2960,51707.0,2303185.0
2012-06-19,22400,22800,22400,22450,140,51707.0,2303185.0
2012-06-20,22800,23700,22750,23300,2200,53664.0,2303185.0
2012-06-21,23500,23500,22600,23300,240,53664.0,2303185.0
2012-06-22,22650,22650,22650,22650,10,52167.0,2303185.0
2012-06-25,22950,23000,22800,23000,530,52973.0,2303185.0
2012-06-26,23050,23200,22700,23200,620,53434.0,2303185.0
2012-06-27,23100,23450,22700,22700,1065,52282.0,2303185.0
2012-06-28,22950,23200,22650,23200,1580,53434.0,2303185.0
2012-06-29,23150,23150,22400,22600,1065,52052.0,2303185.0
2012-07-02,22900,23000,22500,23000,560,52973.0,2303185.0
2012-07-03,23000,23250,22650,23000,860,52973.0,2303185.0
2012-07-04,22750,23150,22700,23100,200,53204.0,2303185.0
2012-07-05,23000,23000,22600,22600,1600,52052.0,2303185.0
2012-07-06,22550,22600,22500,22600,1640,52052.0,2303185.0
2012-07-09,22300,22500,22300,22500,721,51822.0,2303185.0
2012-07-10,22850,22850,22650,22650,41,52167.0,2303185.0
2012-07-11,22450,22600,22300,22500,660,51822.0,2303185.0
2012-07-12,22500,23000,22400,22400,1211,51591.0,2303185.0
2012-07-13,22050,22300,22050,22250,971,51246.0,2303185.0
2012-07-16,22100,22550,22100,22400,111,51591.0,2303185.0
2012-07-17,22300,22300,22200,22200,1594,51131.0,2303185.0
2012-07-18,22200,22600,21900,22600,750,52052.0,2303185.0
2012-07-19,22000,22650,22000,22600,3450,52052.0,2303185.0
2012-07-20,23000,23000,22000,22000,339,50670.0,2303185.0
2012-07-23,21600,22500,21600,21700,1010,49979.0,2303185.0
2012-07-24,21750,21750,21700,21700,1051,49979.0,2303185.0
2012-07-25,21600,22200,21500,22200,241,51131.0,2303185.0
2012-07-26,21200,21800,21200,21550,150,49634.0,2303185.0
2012-07-27,21600,21800,21600,21800,70,50209.0,2303185.0
2012-07-30,21800,21800,21550,21800,360,50209.0,2303185.0
2012-07-31,21800,22450,21500,22450,1310,51707.0,2303185.0
2012-08-01,22400,22400,22400,22400,10,51591.0,2303185.0
2012-08-02,22400,22650,21700,22450,453,51707.0,2303185.0
2012-08-03,22450,23000,22000,22000,2130,50670.0,2303185.0
2012-08-06,22600,22600,22000,22000,65,50670.0,2303185.0
2012-08-07,22000,22250,21850,21900,270,50440.0,2303185.0
2012-08-08,22000,22000,21800,22000,260,50670.0,2303185.0
2012-08-09,21700,21900,21700,21900,140,50440.0,2303185.0
2012-08-10,21900,22100,21750,22000,1302,50670.0,2303185.0
2012-08-13,22000,22600,22000,22500,2240,51822.0,2303185.0
2012-08-14,21900,22200,21900,21950,313,50555.0,2303185.0
2012-08-16,22000,22100,21900,22000,431,50670.0,2303185.0
2012-08-17,22000,22100,21950,22050,370,50785.0,2303185.0
2012-08-20,22050,22050,21900,22000,871,50670.0,2303185.0
2012-08-21,22000,22000,21750,21850,150,50325.0,2303185.0
2012-08-22,22100,22100,21800,22000,355,50670.0,2303185.0
2012-08-23,21750,22000,21750,21800,1865,50209.0,2303185.0
2012-08-24,21850,23050,21850,22950,4510,52858.0,2303185.0
2012-08-27,22500,22900,22000,22300,450,51361.0,2303185.0
2012-08-28,22300,25350,22000,22950,2320,52858.0,2303185.0
2012-08-29,22900,22900,22300,22650,721,52167.0,2303185.0
2012-08-30,22300,22900,22100,22250,1240,51246.0,2303185.0
2012-08-31,22250,22900,22250,22600,3531,52052.0,2303185.0
2012-09-03,22250,22750,22050,22300,551,51361.0,2303185.0
2012-09-04,22450,22700,22100,22600,1590,52052.0,2303185.0
2012-09-05,22600,23400,22450,22450,1033,51707.0,2303185.0
2012-09-06,22500,22600,22350,22450,1372,51707.0,2303185.0
2012-09-07,22500,23000,22500,22900,980,52743.0,2303185.0
2012-09-10,22500,23150,22450,23150,811,53319.0,2303185.0
2012-09-11,22800,23150,22800,22800,1261,52513.0,2303185.0
2012-09-12,22450,22700,22450,22700,311,52282.0,2303185.0
2012-09-13,22700,22700,22600,22700,170,52282.0,2303185.0
2012-09-14,22750,22900,22350,22750,2210,52397.0,2303185.0
2012-09-17,22750,22750,22600,22700,1020,52282.0,2303185.0
2012-09-18,22850,22900,22700,22700,530,52282.0,2303185.0
2012-09-19,22800,23100,22800,23000,1620,52973.0,2303185.0
2012-09-20,23000,23100,22900,22900,1820,52743.0,2303185.0
2012-09-21,22900,23200,22800,23150,1900,53319.0,2303185.0
2012-09-24,23100,23350,22800,23300,1568,53664.0,2303185.0
2012-09-25,23200,23600,23000,23250,1992,53549.0,2303185.0
2012-09-26,23150,23650,23150,23550,3240,54240.0,2303185.0
2012-09-27,23550,23650,22800,23650,5710,54470.0,2303185.0
2012-09-28,23550,23750,23250,23350,5560,53779.0,2303185.0
2012-10-02,23350,23500,23100,23150,870,53319.0,2303185.0
2012-10-04,23050,23400,22950,23150,1021,53319.0,2303185.0
2012-10-05,23150,23900,23150,23700,3801,54585.0,2303185.0
2012-10-08,23700,23950,23400,23850,2961,54931.0,2303185.0
2012-10-09,23850,25500,23800,24600,9430,56658.0,2303185.0
2012-10-10,24650,25000,24300,24300,5150,55967.0,2303185.0
2012-10-11,24500,25200,24350,25050,5568,57695.0,2303185.0
2012-10-12,25000,25900,24950,25400,4440,58501.0,2303185.0
2012-10-15,25350,25350,24500,24600,3414,56658.0,2303185.0
2012-10-16,24150,24750,24150,24450,2110,56313.0,2303185.0
2012-10-17,24500,24700,24200,24700,1530,56889.0,2303185.0
2012-10-18,24350,25000,24200,24750,4550,57004.0,2303185.0
2012-10-19,24900,24900,24200,24750,550,57004.0,2303185.0
2012-10-22,24200,24600,24200,24450,1775,56313.0,2303185.0
2012-10-23,24350,24500,23500,24500,850,56428.0,2303185.0
2012-10-24,24200,24500,23700,24250,1370,55852.0,2303185.0
2012-10-25,23450,24450,23450,24350,1716,56083.0,2303185.0
2012-10-26,24400,24400,23700,23800,750,54816.0,2303185.0
2012-10-29,23800,24250,23250,23900,4230,55046.0,2303185.0
2012-10-30,24000,24100,23950,24000,510,55276.0,2303185.0
2012-10-31,24000,24300,23700,24150,1303,55622.0,2303185.0
2012-11-01,24050,24500,24050,24500,1610,56428.0,2303185.0
2012-11-02,24250,24500,24250,24500,1000,56428.0,2303185.0
2012-11-05,24700,24700,24150,24500,260,56428.0,2303185.0
2012-11-06,24500,24500,24150,24450,510,56313.0,2303185.0
