크라운제과(264900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-12,18450,18750,18400,18700,54777,234196.0,12523850.0
2017-09-13,18750,18750,18450,18500,64442,231691.0,12523850.0
2017-09-14,18700,18750,18400,18400,46228,230439.0,12523850.0
2017-09-15,18400,18600,18350,18450,36832,231065.0,12523850.0
2017-09-18,18350,18500,18300,18450,41237,231065.0,12523850.0
2017-09-19,18450,19200,18400,19000,135326,237953.0,12523850.0
2017-09-20,19150,19200,18450,18500,78088,231691.0,12523850.0
2017-09-21,18500,18700,18300,18400,62375,230439.0,12523850.0
2017-09-22,18200,18350,17500,17750,127413,222298.0,12523850.0
2017-09-25,17950,17950,16850,16900,66235,211653.0,12523850.0
2017-09-26,16400,17100,16350,16600,58173,207896.0,12523850.0
2017-09-27,16500,16850,16350,16500,75344,206644.0,12523850.0
2017-09-28,16500,17100,16500,16800,48127,210401.0,12523850.0
2017-09-29,17000,17500,16800,17350,59011,217289.0,12523850.0
2017-10-10,17500,17600,17050,17400,42833,217915.0,12523850.0
2017-10-11,17250,17550,17150,17500,46145,219167.0,12523850.0
2017-10-12,17400,17450,16900,17200,30306,215410.0,12523850.0
2017-10-13,17000,17350,16900,16950,39198,212279.0,12523850.0
2017-10-16,17050,17350,16750,17350,32714,217289.0,12523850.0
2017-10-17,17050,17600,17050,17350,15516,217289.0,12523850.0
2017-10-18,17450,17500,16900,16900,35873,211653.0,12523850.0
2017-10-19,16900,20500,16900,17250,2064435,216036.0,12523850.0
2017-10-20,17350,17400,16750,16850,191465,211027.0,12523850.0
2017-10-23,16650,16950,16600,16650,85979,208522.0,12523850.0
2017-10-24,16650,16900,16650,16750,31853,209774.0,12523850.0
2017-10-25,16850,16950,16650,16700,55239,209148.0,12523850.0
2017-10-26,16800,16900,16750,16800,44785,210401.0,12523850.0
2017-10-27,16950,17300,16900,17000,68310,212905.0,12523850.0
2017-10-30,17100,17200,16900,17000,41035,212905.0,12523850.0
2017-10-31,17000,17150,16800,17000,68208,212905.0,12523850.0
2017-11-01,17000,17150,16800,16900,60941,211653.0,12523850.0
2017-11-02,17000,17000,16750,16900,39901,211653.0,12523850.0
2017-11-03,16850,17250,16800,16900,70736,211653.0,12523850.0
2017-11-06,17000,17100,16800,16950,61724,212279.0,12523850.0
2017-11-07,17000,17050,16800,16850,44491,211027.0,12523850.0
2017-11-08,16800,17000,16700,16850,49572,211027.0,12523850.0
2017-11-09,17000,17350,16900,17250,83850,216036.0,12523850.0
2017-11-10,17250,17300,17000,17050,37207,213532.0,12523850.0
2017-11-13,17100,17100,16850,16950,37180,212279.0,12523850.0
2017-11-14,17100,17100,16750,16900,41088,211653.0,12523850.0
2017-11-15,16750,16800,16150,16300,166381,204139.0,12523850.0
2017-11-16,16300,16450,16150,16350,41586,204765.0,12523850.0
2017-11-17,16450,16500,16250,16250,38484,203513.0,12523850.0
2017-11-20,16300,16500,15900,16300,38207,204139.0,12523850.0
2017-11-21,16400,16400,15900,15900,72846,199129.0,12523850.0
2017-11-22,15900,16000,15250,15600,86889,195372.0,12523850.0
2017-11-23,15600,15850,15350,15750,34070,197251.0,12523850.0
2017-11-24,15850,15900,15600,15700,27538,196624.0,12523850.0
2017-11-27,15700,15900,15350,15400,60385,192867.0,12523850.0
2017-11-28,15500,15600,15300,15300,29677,191615.0,12523850.0
2017-11-29,15450,15500,15100,15200,33203,190363.0,12523850.0
2017-11-30,15150,15300,15050,15150,31136,189736.0,12523850.0
2017-12-01,15150,15300,14950,14950,57935,187232.0,12523850.0
2017-12-04,14950,14950,14800,14850,39321,185979.0,12523850.0
2017-12-05,14800,15700,14750,15700,80414,196624.0,12523850.0
2017-12-06,15450,15700,15200,15250,44156,190989.0,12523850.0
2017-12-07,15250,15450,14900,15000,38403,187858.0,12523850.0
2017-12-08,15050,15300,14800,14900,30761,186605.0,12523850.0
2017-12-11,14800,15100,14750,14800,25687,185353.0,12523850.0
2017-12-12,14700,14950,14600,14700,27019,184101.0,12523850.0
2017-12-13,14800,14850,14600,14750,11167,184727.0,12523850.0
2017-12-14,14850,14900,14650,14800,23726,185353.0,12523850.0
2017-12-15,14850,14850,14600,14700,66698,184101.0,12523850.0
2017-12-18,14700,14800,14550,14550,26594,182222.0,12523850.0
2017-12-19,14550,14650,14050,14100,57728,176586.0,12523850.0
2017-12-20,14050,14300,14000,14050,22165,175960.0,12523850.0
2017-12-21,13900,14200,13750,13900,38147,174082.0,12523850.0
2017-12-22,14000,14200,13650,14100,40332,176586.0,12523850.0
2017-12-26,14000,14050,13850,13950,9148,174708.0,12523850.0
2017-12-27,13950,14000,13650,13850,28611,173455.0,12523850.0
2017-12-28,13850,14200,13650,14050,21696,175960.0,12523850.0
2018-01-02,14350,14350,13800,13950,24265,174708.0,12523850.0
2018-01-03,14000,14350,14000,14300,28991,179091.0,12523850.0
2018-01-04,14350,14350,14150,14250,31465,178465.0,12523850.0
2018-01-05,14350,14350,14000,14050,27549,175960.0,12523850.0
2018-01-08,14000,14050,13800,13900,41395,174082.0,12523850.0
2018-01-09,13800,14000,13700,14000,26035,175334.0,12523850.0
2018-01-10,14000,14000,13850,13900,27354,174082.0,12523850.0
2018-01-11,14000,15050,13900,14550,158541,182222.0,12523850.0
2018-01-12,14500,14500,14050,14100,54181,176586.0,12523850.0
2018-01-15,14200,14250,13950,14000,27132,175334.0,12523850.0
2018-01-16,14000,14150,13900,14000,21843,175334.0,12523850.0
2018-01-17,13950,14100,13900,13950,19422,174708.0,12523850.0
2018-01-18,14000,14350,13900,14300,31762,179091.0,12523850.0
2018-01-19,14300,14650,14100,14500,37079,181596.0,12523850.0
2018-01-22,14700,14950,14600,14650,31600,183474.0,12523850.0
2018-01-23,14550,14900,14500,14850,31218,185979.0,12523850.0
2018-01-24,14900,14950,14700,14800,42300,185353.0,12523850.0
2018-01-25,14900,15200,14750,15150,44242,189736.0,12523850.0
2018-01-26,15000,15250,15000,15150,31576,189736.0,12523850.0
2018-01-29,15150,15350,15050,15200,27083,190363.0,12523850.0
2018-01-30,15350,15350,15050,15050,33901,188484.0,12523850.0
2018-01-31,14950,15000,14650,14850,32955,185979.0,12523850.0
2018-02-01,14800,15200,14800,15150,35368,189736.0,12523850.0
2018-02-02,15300,15300,14850,14850,39360,185979.0,12523850.0
2018-02-05,14800,14800,14450,14450,29882,180970.0,12523850.0
2018-02-06,14000,14300,13700,14200,42554,177839.0,12523850.0
2018-02-07,14550,14550,14050,14050,18063,175960.0,12523850.0
2018-02-08,14000,14250,14000,14250,16732,178465.0,12523850.0
2018-02-09,14000,14300,14000,14050,18838,175960.0,12523850.0
2018-02-12,14150,14150,13850,13950,18650,174708.0,12523850.0
2018-02-13,13900,14050,13850,13950,22857,174708.0,12523850.0
2018-02-14,13950,14000,13800,14000,11239,175334.0,12523850.0
2018-02-19,14050,14400,14000,14400,19066,180343.0,12523850.0
2018-02-20,14200,14500,14150,14450,12623,180970.0,12523850.0
2018-02-21,14500,14550,14250,14500,18325,181596.0,12523850.0
2018-02-22,14500,14550,13500,14300,27771,179091.0,12523850.0
2018-02-23,14050,14450,14050,14400,9144,180343.0,12523850.0
2018-02-26,14450,14500,14100,14150,17864,177212.0,12523850.0
2018-02-27,14250,14250,13850,14100,18471,176586.0,12523850.0
2018-02-28,14100,14100,13900,13900,12072,174082.0,12523850.0
2018-03-02,13900,14000,13650,13700,14514,171577.0,12523850.0
2018-03-05,13750,13850,13300,13450,35791,168446.0,12523850.0
2018-03-06,13500,13550,13250,13450,17067,168446.0,12523850.0
2018-03-07,13400,13450,12950,13150,24195,164689.0,12523850.0
2018-03-08,13100,13300,12900,13100,18176,164062.0,12523850.0
2018-03-09,13150,13500,13150,13300,11871,166567.0,12523850.0
2018-03-12,13450,13750,13300,13550,18599,169698.0,12523850.0
2018-03-13,13600,13800,13300,13400,15658,167820.0,12523850.0
2018-03-14,13350,13600,13350,13400,8037,167820.0,12523850.0
2018-03-15,13500,13500,13000,13150,70904,164689.0,12523850.0
2018-03-16,14350,16400,13600,13600,1813940,170324.0,12523850.0
2018-03-19,13800,13800,13400,13400,187236,167820.0,12523850.0
2018-03-20,13300,13500,13200,13300,82739,166567.0,12523850.0
2018-03-21,13300,13450,13100,13150,63136,164689.0,12523850.0
2018-03-22,13250,13350,13150,13200,43377,165315.0,12523850.0
2018-03-23,13000,13100,12550,12600,107812,157801.0,12523850.0
2018-03-26,12500,12750,12300,12550,53159,157174.0,12523850.0
2018-03-27,12600,12800,12600,12650,29018,158427.0,12523850.0
2018-03-28,12500,12800,12450,12500,30119,156548.0,12523850.0
2018-03-29,12450,12750,12450,12500,23724,156548.0,12523850.0
2018-03-30,12500,12850,12500,12850,38069,160931.0,12523850.0
2018-04-02,12850,13400,12800,13200,67528,165315.0,12523850.0
2018-04-03,13200,13200,12800,13100,32022,164062.0,12523850.0
2018-04-04,13100,13250,12650,12800,43089,160305.0,12523850.0
2018-04-05,12900,13250,12800,12900,34364,161558.0,12523850.0
2018-04-06,13000,13150,12850,12850,14118,160931.0,12523850.0
2018-04-09,12800,12900,12700,12700,22703,159053.0,12523850.0
2018-04-10,12650,12850,12500,12600,27485,157801.0,12523850.0
2018-04-11,12650,12850,12650,12750,14501,159679.0,12523850.0
2018-04-12,12850,13050,12700,12900,16476,161558.0,12523850.0
2018-04-13,12900,13050,12700,13000,18997,162810.0,12523850.0
2018-04-16,13100,13100,12350,12950,27437,162184.0,12523850.0
2018-04-17,13000,13000,12800,12950,17811,162184.0,12523850.0
2018-04-18,13050,13100,12800,12950,26939,162184.0,12523850.0
2018-04-19,12950,13000,12800,12950,23518,162184.0,12523850.0
2018-04-20,12850,13200,12850,13150,35511,164689.0,12523850.0
2018-04-23,13150,13350,12950,13250,36285,165941.0,12523850.0
2018-04-24,13150,13650,13100,13450,71847,168446.0,12523850.0
2018-04-25,13250,13550,13200,13450,34129,168446.0,12523850.0
2018-04-26,13400,13650,13300,13650,50057,170951.0,12523850.0
2018-04-27,14000,15100,13600,13750,812052,172203.0,12523850.0
2018-04-30,13900,14550,13800,14300,221431,179091.0,12523850.0
2018-05-02,14500,14700,14100,14300,157401,179091.0,12523850.0
2018-05-03,14150,15100,13950,14300,277621,179091.0,12523850.0
2018-05-04,14250,14400,14050,14300,64728,179091.0,12523850.0
2018-05-08,14150,14750,14100,14150,111937,177212.0,12523850.0
2018-05-09,14100,14300,13700,13950,66649,174708.0,12523850.0
2018-05-10,13950,14200,13750,14050,55621,175960.0,12523850.0
2018-05-11,14250,14400,14050,14150,34719,177212.0,12523850.0
2018-05-14,14150,14600,14150,14450,66466,180970.0,12523850.0
2018-05-15,14650,14750,14150,14350,58700,179717.0,12523850.0
2018-05-16,14350,14450,13800,13900,65803,174082.0,12523850.0
2018-05-17,13950,14100,13700,13700,30589,171577.0,12523850.0
2018-05-18,13750,14400,13700,14150,77372,177212.0,12523850.0
2018-05-21,14250,15100,14150,14800,276913,185353.0,12523850.0
2018-05-23,15000,15100,14400,14700,131201,184101.0,12523850.0
2018-05-24,14600,14800,14200,14550,54130,182222.0,12523850.0
2018-05-25,14150,14250,14000,14250,64088,178465.0,12523850.0
2018-05-28,14700,14750,14300,14650,63097,183474.0,12523850.0
2018-05-29,14400,14600,14100,14250,74328,178465.0,12523850.0
2018-05-30,14450,14550,13800,14000,57363,175334.0,12523850.0
2018-05-31,14250,14250,13950,14150,35846,177212.0,12523850.0
2018-06-01,14200,14250,13900,14150,31078,177212.0,12523850.0
2018-06-04,14250,14250,13950,14200,43218,177839.0,12523850.0
2018-06-05,14100,14350,14000,14250,47849,178465.0,12523850.0
2018-06-07,14250,15050,14150,14850,163341,185979.0,12523850.0
2018-06-08,14750,14950,14450,14700,56650,184101.0,12523850.0
2018-06-11,14700,15400,14650,15300,193011,191615.0,12523850.0
2018-06-12,15500,15500,14850,15200,103830,190363.0,12523850.0
2018-06-14,15100,15200,14750,15000,52114,187858.0,12523850.0
2018-06-15,14900,15150,14550,14550,81691,182222.0,12523850.0
2018-06-18,14500,14800,13300,13500,178458,169072.0,12523850.0
2018-06-19,13600,13700,12900,13000,84880,162810.0,12523850.0
2018-06-20,12700,13250,12650,13100,83721,164062.0,12523850.0
2018-06-21,13150,13200,12750,12950,40141,162184.0,12523850.0
2018-06-22,13000,13150,12600,13150,62073,164689.0,12523850.0
2018-06-25,13100,13100,12850,12950,41582,162184.0,12523850.0
2018-06-26,12850,12900,12550,12700,71422,159053.0,12523850.0
2018-06-27,12700,12950,12600,12750,23369,159679.0,12523850.0
2018-06-28,12650,12750,12150,12300,44235,154043.0,12523850.0
2018-06-29,12400,12450,12050,12350,53910,154670.0,12523850.0
2018-07-02,12250,12350,11750,12000,66700,150286.0,12523850.0
2018-07-03,11850,12100,11600,11700,36031,146529.0,12523850.0
2018-07-04,11550,11900,11550,11900,12975,149034.0,12523850.0
2018-07-05,11750,12000,11650,11750,21503,147155.0,12523850.0
2018-07-06,11750,12350,11700,12200,38783,152791.0,12523850.0
2018-07-09,12150,12350,12000,12100,20800,151539.0,12523850.0
2018-07-10,12250,12600,12100,12600,32597,157801.0,12523850.0
2018-07-11,12550,12550,12200,12350,21073,154670.0,12523850.0
2018-07-12,12400,12500,12150,12500,11923,156548.0,12523850.0
2018-07-13,12350,12600,12350,12600,9835,157801.0,12523850.0
2018-07-16,12600,12700,12250,12550,11885,157174.0,12523850.0
2018-07-17,12550,12650,12350,12650,7528,158427.0,12523850.0
2018-07-18,12650,12950,12300,12400,15534,155296.0,12523850.0
2018-07-19,12400,13000,12100,12800,65628,160305.0,12523850.0
2018-07-20,12600,12900,12500,12700,15226,159053.0,12523850.0
2018-07-23,12600,12800,12450,12650,24481,158427.0,12523850.0
2018-07-24,12500,12800,12450,12700,16450,159053.0,12523850.0
2018-07-25,12700,12750,12450,12750,16617,159679.0,12523850.0
2018-07-26,12800,12800,12550,12800,8281,160305.0,12523850.0
2018-07-27,12900,12900,12500,12750,21372,159679.0,12523850.0
2018-07-30,12850,12850,12450,12500,17802,156548.0,12523850.0
2018-07-31,12400,12600,12300,12550,16760,157174.0,12523850.0
2018-08-01,12550,12650,12350,12500,39296,156548.0,12523850.0
2018-08-02,12550,12550,12200,12350,11806,154670.0,12523850.0
2018-08-03,12450,12500,12300,12450,9517,155922.0,12523850.0
2018-08-06,12550,12550,12250,12450,16230,155922.0,12523850.0
2018-08-07,12400,12500,12200,12350,21384,154670.0,12523850.0
2018-08-08,12250,12450,12250,12250,14753,153417.0,12523850.0
2018-08-09,12250,12350,12150,12300,17370,154043.0,12523850.0
2018-08-10,12150,12350,12150,12300,7710,154043.0,12523850.0
2018-08-13,12350,12350,11950,11950,29705,149660.0,12523850.0
2018-08-14,12000,12200,11900,12200,7415,152791.0,12523850.0
2018-08-16,12300,12500,11900,12100,52241,151539.0,12523850.0
2018-08-17,12100,12550,12100,12500,24506,156548.0,12523850.0
2018-08-20,12500,12900,12450,12500,28996,156548.0,12523850.0
2018-08-21,12500,12750,12450,12550,12532,157174.0,12523850.0
2018-08-22,12600,12700,12400,12600,8408,157801.0,12523850.0
2018-08-23,12700,12700,12350,12450,10617,155922.0,12523850.0
2018-08-24,12400,12650,12400,12650,7007,158427.0,12523850.0
2018-08-27,12650,12650,12050,12200,73582,152791.0,12523850.0
2018-08-28,12300,12300,12150,12200,11305,152791.0,12523850.0
2018-08-29,12200,12400,12200,12300,10528,154043.0,12523850.0
2018-08-30,12300,12400,12100,12250,10860,153417.0,12523850.0
2018-08-31,12250,12250,12050,12150,21818,152165.0,12523850.0
2018-09-03,12250,12250,12050,12150,8428,152165.0,12523850.0
2018-09-04,12100,12200,12000,12200,13155,152791.0,12523850.0
2018-09-05,12200,12300,12100,12100,13091,151539.0,12523850.0
2018-09-06,12050,12200,11900,12050,20366,150912.0,12523850.0
2018-09-07,12000,12050,11850,11950,18491,149660.0,12523850.0
2018-09-10,12100,12100,11800,12000,12659,150286.0,12523850.0
2018-09-11,11900,12050,11900,12000,11631,150286.0,12523850.0
2018-09-12,12000,12050,11700,11850,28414,148408.0,12523850.0
2018-09-13,11850,11950,11700,11750,27172,147155.0,12523850.0
2018-09-14,11850,11850,11600,11850,22334,148408.0,12523850.0
2018-09-17,11800,11900,11550,11700,25954,146529.0,12523850.0
2018-09-18,11600,11750,11550,11750,19876,147155.0,12523850.0
2018-09-19,11750,11800,11500,11550,23338,144650.0,12523850.0
2018-09-20,11550,11650,11400,11550,41106,144650.0,12523850.0
2018-09-21,11550,11600,11400,11500,37773,144024.0,12523850.0
2018-09-27,11500,11550,11400,11550,16076,144650.0,12523850.0
2018-09-28,11550,11550,11400,11500,13873,144024.0,12523850.0
2018-10-01,11500,11550,11500,11550,5605,144650.0,12523850.0
2018-10-02,11600,11900,11500,11500,31096,144024.0,12523850.0
2018-10-04,11600,11600,11000,11250,42249,140893.0,12523850.0
2018-10-05,11150,11250,10900,11150,19274,139641.0,12523850.0
2018-10-08,11100,11250,10950,11050,10043,138389.0,12523850.0
2018-10-10,10950,11200,10500,10650,28290,133379.0,12523850.0
2018-10-11,10100,10350,10000,10150,55394,127117.0,12523850.0
2018-10-12,9910,10300,9910,10200,15584,127743.0,12523850.0
2018-10-15,10200,10200,10000,10100,20256,126491.0,12523850.0
2018-10-16,10000,10200,10000,10100,15316,126491.0,12523850.0
2018-10-17,10150,10450,10150,10300,28200,128996.0,12523850.0
2018-10-18,10350,10850,10350,10500,28781,131500.0,12523850.0
2018-10-19,10450,10750,10350,10750,12793,134631.0,12523850.0
2018-10-22,10850,10850,10400,10700,12594,134005.0,12523850.0
2018-10-23,10800,10800,10050,10300,29575,128996.0,12523850.0
2018-10-24,10300,10400,9980,10150,26405,127117.0,12523850.0
2018-10-25,9970,10050,9710,10000,59872,125238.0,12523850.0
2018-10-26,9910,10100,9700,10000,39182,125238.0,12523850.0
2018-10-29,9800,9940,9250,9290,28857,116347.0,12523850.0
2018-10-30,8700,9290,8700,9150,47279,114593.0,12523850.0
2018-10-31,9130,9500,9050,9360,28134,117223.0,12523850.0
2018-11-01,9320,9700,9320,9480,14620,118726.0,12523850.0
2018-11-02,9470,9900,9470,9890,15872,123861.0,12523850.0
2018-11-05,9820,9840,9580,9680,9018,121231.0,12523850.0
2018-11-06,9680,9800,9620,9750,8829,122108.0,12523850.0
2018-11-07,9880,10200,9700,9900,29600,123986.0,12523850.0
2018-11-08,9910,10050,9850,9980,8571,124988.0,12523850.0
2018-11-09,9980,9980,9830,9980,4167,124988.0,12523850.0
2018-11-12,9970,9970,9740,9920,6959,124237.0,12523850.0
2018-11-13,9910,9980,9550,9850,11032,123360.0,12523850.0
2018-11-14,9850,10950,9750,10300,286496,128996.0,12523850.0
2018-11-15,10300,10450,10050,10250,58669,128369.0,12523850.0
2018-11-16,10200,10500,10150,10200,34764,127743.0,12523850.0
2018-11-19,10200,10450,10200,10350,23715,129622.0,12523850.0
2018-11-20,10250,10450,10200,10300,12367,128996.0,12523850.0
2018-11-21,10150,10350,10100,10350,6490,129622.0,12523850.0
2018-11-22,10450,10450,10050,10050,10757,125865.0,12523850.0
2018-11-23,10150,10150,9960,10050,17172,125865.0,12523850.0
2018-11-26,10000,10250,10000,10100,12681,126491.0,12523850.0
2018-11-27,10200,10300,10000,10200,21120,127743.0,12523850.0
2018-11-28,10200,10300,10050,10200,18390,127743.0,12523850.0
2018-11-29,10250,10400,10100,10100,10296,126491.0,12523850.0
2018-11-30,10200,10250,10050,10150,5896,127117.0,12523850.0
2018-12-03,10150,10350,10150,10350,16649,129622.0,12523850.0
2018-12-04,10250,10350,10200,10250,8270,128369.0,12523850.0
2018-12-05,10000,10200,9970,10050,24637,125865.0,12523850.0
2018-12-06,10050,10200,9810,9850,27645,123360.0,12523850.0
2018-12-07,9900,10050,9840,9940,8839,124487.0,12523850.0
2018-12-10,9810,9950,9750,9890,9862,123861.0,12523850.0
2018-12-11,9900,10050,9750,9760,8204,122233.0,12523850.0
2018-12-12,9640,10050,9640,9920,4086,124237.0,12523850.0
2018-12-13,10000,10000,9870,10000,5266,125238.0,12523850.0
2018-12-14,9990,10000,9850,10000,7091,125238.0,12523850.0
2018-12-17,9830,9990,9770,9860,8450,123485.0,12523850.0
2018-12-18,9950,10000,9770,9880,4193,123736.0,12523850.0
2018-12-19,9880,10050,9790,9990,2719,125113.0,12523850.0
2018-12-20,9950,10000,9850,9860,4331,123485.0,12523850.0
2018-12-21,9780,9890,9760,9800,7125,122734.0,12523850.0
2018-12-24,9810,9910,9730,9770,8251,122358.0,12523850.0
2018-12-26,9790,9790,9370,9600,15940,120229.0,12523850.0
2018-12-27,9720,9720,9500,9580,5603,119978.0,12523850.0
2018-12-28,9440,9630,9300,9300,9894,116472.0,12523850.0
2019-01-02,9360,9520,9290,9430,8306,118100.0,12523850.0
2019-01-03,9430,9700,9430,9640,14501,120730.0,12523850.0
