엔에이치엔(181710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-08-29,144584,144584,123308,123308,33359,1933541.0,15165025.0
2013-08-30,104932,107834,104932,104933,5126731,1645405.0,15165025.0
2013-09-02,106383,110735,104449,110252,1704882,1728813.0,15165025.0
2013-09-03,110735,111219,106383,106384,607923,1668153.0,15165025.0
2013-09-04,105416,108801,104932,105416,324499,1652988.0,15165025.0
2013-09-05,105900,106867,103482,105416,552482,1652988.0,15165025.0
2013-09-06,105416,106867,99613,100581,538761,1577163.0,15165025.0
2013-09-09,101064,104449,99130,103482,460874,1622658.0,15165025.0
2013-09-10,104932,112186,103965,110736,813503,1736395.0,15165025.0
2013-09-11,110252,111219,108317,109768,384258,1721230.0,15165025.0
2013-09-12,112186,114604,110252,112186,731557,1759143.0,15165025.0
2013-09-13,110735,112669,109284,111219,249092,1743978.0,15165025.0
2013-09-16,112186,112669,106867,107351,299952,1683318.0,15165025.0
2013-09-17,107350,108801,105416,105900,276014,1660570.0,15165025.0
2013-09-23,106383,110252,104932,104933,437542,1645405.0,15165025.0
2013-09-24,105416,108317,104932,107834,287737,1690900.0,15165025.0
2013-09-25,108317,112669,107350,111703,496101,1751560.0,15165025.0
2013-09-26,112669,122341,111702,117989,967404,1850133.0,15165025.0
2013-09-27,117989,118472,115087,117505,324156,1842551.0,15165025.0
2013-09-30,116538,118472,114120,114121,290821,1789473.0,15165025.0
2013-10-01,114604,117021,111702,113637,268328,1781890.0,15165025.0
2013-10-02,114120,120406,114120,119923,457264,1880463.0,15165025.0
2013-10-04,119439,121373,114604,116055,418153,1819803.0,15165025.0
2013-10-07,115571,116538,110252,110252,364640,1728813.0,15165025.0
2013-10-08,109768,110735,106867,110252,407393,1728813.0,15165025.0
2013-10-10,109284,111219,106867,107834,299340,1690900.0,15165025.0
2013-10-11,108801,109768,106867,109285,383360,1713648.0,15165025.0
2013-10-14,109284,109768,104932,104933,279415,1645405.0,15165025.0
2013-10-15,105900,108317,105416,106867,316911,1675735.0,15165025.0
2013-10-16,105900,107834,96228,97679,1409489,1531668.0,15165025.0
2013-10-17,98646,100097,96712,96712,417219,1516502.0,15165025.0
2013-10-18,97195,100580,97195,99130,365678,1554415.0,15165025.0
2013-10-21,100097,104449,99130,102999,328227,1615075.0,15165025.0
2013-10-22,103482,107350,101064,106384,438671,1668153.0,15165025.0
2013-10-23,105900,107834,104932,105416,341196,1652988.0,15165025.0
2013-10-24,106383,111219,105416,111219,488029,1743978.0,15165025.0
2013-10-25,112186,114604,111702,114121,429055,1789473.0,15165025.0
2013-10-28,113153,113636,109284,112186,298525,1759143.0,15165025.0
2013-10-29,112186,113153,108801,109285,261684,1713648.0,15165025.0
2013-10-30,109768,111702,107350,110736,288198,1736395.0,15165025.0
2013-10-31,109768,111702,108317,109768,237946,1721230.0,15165025.0
2013-11-01,109768,109768,103965,105416,667440,1652988.0,15165025.0
2013-11-04,105416,107350,104932,105416,156287,1652988.0,15165025.0
2013-11-05,106383,106383,103482,103966,151011,1630240.0,15165025.0
2013-11-06,103482,105416,99613,101548,283178,1592328.0,15165025.0
2013-11-07,102515,104449,99613,99614,214643,1561998.0,15165025.0
2013-11-08,100097,101547,97679,98163,205524,1539250.0,15165025.0
2013-11-11,99613,104449,98646,99614,274772,1561998.0,15165025.0
2013-11-12,100580,101064,96422,97196,408307,1524085.0,15165025.0
2013-11-13,95745,96518,90426,93521,650521,1466458.0,15165025.0
2013-11-14,95261,95551,90812,91103,322964,1428545.0,15165025.0
2013-11-15,91876,92360,87427,88105,736669,1381534.0,15165025.0
2013-11-18,89265,91683,88491,91296,425200,1431578.0,15165025.0
2013-11-19,92070,93520,90522,91877,287059,1440677.0,15165025.0
2013-11-20,91489,93520,90135,91683,260289,1437644.0,15165025.0
2013-11-21,91973,93327,90426,91490,179384,1434611.0,15165025.0
2013-11-22,92747,98646,91876,97196,486907,1524085.0,15165025.0
2013-11-25,97679,101064,97679,98647,339132,1546833.0,15165025.0
2013-11-26,99613,101064,97195,99614,228697,1561998.0,15165025.0
2013-11-27,99130,99613,93810,94004,421540,1474040.0,15165025.0
2013-11-28,94294,94391,91103,92070,551137,1443710.0,15165025.0
2013-11-29,91876,93230,91393,92457,261683,1449776.0,15165025.0
2013-12-02,92456,92456,89265,89265,350014,1399732.0,15165025.0
2013-12-03,88878,90716,87524,88008,296205,1380017.0,15165025.0
2013-12-04,88201,88975,84429,84720,405036,1328456.0,15165025.0
2013-12-05,86073,88298,85590,86848,313851,1361819.0,15165025.0
2013-12-06,86073,90135,86073,89652,303279,1405798.0,15165025.0
2013-12-09,90522,94391,89942,94004,391234,1474040.0,15165025.0
2013-12-10,94391,95551,90909,90910,252407,1425512.0,15165025.0
2013-12-11,90426,93327,89555,90329,178948,1416413.0,15165025.0
2013-12-12,89362,89652,87331,88008,225530,1380017.0,15165025.0
2013-12-13,88104,92070,86654,91587,232657,1436128.0,15165025.0
2013-12-16,91393,92747,87814,88008,224747,1380017.0,15165025.0
2013-12-17,88491,89555,85783,87331,289997,1369402.0,15165025.0
2013-12-18,87427,90329,87137,88782,232265,1392149.0,15165025.0
2013-12-19,89555,90135,88685,89072,117926,1396699.0,15165025.0
2013-12-20,88975,90716,88104,90716,165299,1422479.0,15165025.0
2013-12-23,91683,92360,89652,89749,195563,1407314.0,15165025.0
2013-12-24,90329,91586,88878,91296,180648,1431578.0,15165025.0
2013-12-26,91489,91780,89845,89942,100218,1410347.0,15165025.0
2013-12-27,90232,93617,89845,93327,239270,1463425.0,15165025.0
2013-12-30,93133,93327,91780,93231,142922,1461908.0,15165025.0
2014-01-02,93327,93617,90329,90619,141683,1420963.0,15165025.0
2014-01-03,90426,90426,87524,88202,318796,1383050.0,15165025.0
2014-01-06,88298,89168,87718,88685,121211,1390633.0,15165025.0
2014-01-07,88104,88201,85590,85687,378056,1343621.0,15165025.0
2014-01-08,83946,84139,77369,77660,975083,1217752.0,15165025.0
2014-01-09,78046,79884,77466,78337,362990,1228367.0,15165025.0
2014-01-10,78627,79207,75725,77080,312557,1208652.0,15165025.0
2014-01-13,76886,78917,76596,77853,240523,1220785.0,15165025.0
2014-01-14,77079,80851,77079,80175,288216,1257181.0,15165025.0
2014-01-15,80754,80754,79013,80175,139983,1257181.0,15165025.0
2014-01-16,80658,82592,79787,81238,222778,1273862.0,15165025.0
2014-01-17,81238,82012,79013,79691,115482,1249598.0,15165025.0
2014-01-20,80561,81721,80174,80755,150729,1266280.0,15165025.0
2014-01-21,80464,80464,78627,79014,121453,1238983.0,15165025.0
2014-01-22,79013,79787,78723,78917,103490,1237466.0,15165025.0
2014-01-23,79304,81818,79207,80948,204084,1269313.0,15165025.0
2014-01-24,80464,80754,77563,78821,246591,1235950.0,15165025.0
2014-01-27,76499,76983,75822,76016,183877,1191971.0,15165025.0
2014-01-28,75725,76306,73694,73888,235713,1158608.0,15165025.0
2014-01-29,74468,75822,73888,74759,222069,1172256.0,15165025.0
2014-02-03,74952,77466,74468,76596,293996,1201070.0,15165025.0
2014-02-04,75629,78820,75435,78724,354180,1234433.0,15165025.0
2014-02-05,79304,81915,79304,81432,368232,1276895.0,15165025.0
2014-02-06,82205,83559,80367,83463,299473,1308742.0,15165025.0
2014-02-07,83656,85010,81721,84527,237414,1325423.0,15165025.0
2014-02-10,84720,85977,83752,84527,177998,1325423.0,15165025.0
2014-02-11,84043,85396,83656,84140,124818,1319357.0,15165025.0
2014-02-12,85010,86073,82108,83269,164283,1305709.0,15165025.0
2014-02-13,82689,89072,82205,87235,508443,1367885.0,15165025.0
2014-02-14,87427,91103,86847,90716,413650,1422479.0,15165025.0
2014-02-17,90135,91103,88975,89846,208524,1408831.0,15165025.0
2014-02-18,89942,91586,88201,89652,261039,1405798.0,15165025.0
2014-02-19,89845,92070,89652,90813,288167,1423996.0,15165025.0
2014-02-20,91393,93714,90909,93327,376502,1463425.0,15165025.0
2014-02-21,93133,93810,91876,93424,169666,1464941.0,15165025.0
2014-02-24,93810,95358,88588,89265,382489,1399732.0,15165025.0
2014-02-25,89652,90619,88395,88492,253071,1387600.0,15165025.0
2014-02-26,89072,89555,87814,88492,164901,1387600.0,15165025.0
2014-02-27,89072,92360,88975,92360,366878,1448260.0,15165025.0
2014-02-28,91876,97679,91683,96035,756883,1505887.0,15165025.0
2014-03-03,96132,101547,95455,100097,516746,1569580.0,15165025.0
2014-03-04,99613,100580,97679,99614,309490,1561998.0,15165025.0
2014-03-05,100097,100580,93810,94488,642276,1481623.0,15165025.0
2014-03-06,96228,97679,94004,95262,382407,1493755.0,15165025.0
2014-03-07,94778,96422,93327,95552,246257,1498304.0,15165025.0
2014-03-10,95551,98646,95551,97196,353537,1524085.0,15165025.0
2014-03-11,97195,97195,93230,93811,343101,1471007.0,15165025.0
2014-03-12,94391,95068,89652,90426,332205,1417930.0,15165025.0
2014-03-13,90426,93133,89942,92360,201642,1448260.0,15165025.0
2014-03-14,90619,94584,89749,92457,277792,1449776.0,15165025.0
2014-03-17,91973,93133,89555,89556,225153,1404281.0,15165025.0
2014-03-18,90135,91199,89555,89942,128298,1410347.0,15165025.0
2014-03-19,91006,91296,87524,88008,278881,1380017.0,15165025.0
2014-03-20,88201,88395,85783,86171,248482,1351204.0,15165025.0
2014-03-21,86170,87814,86073,86654,148024,1358786.0,15165025.0
2014-03-24,87137,91199,86847,91006,246903,1427029.0,15165025.0
2014-03-25,91296,93037,91103,92747,348906,1454326.0,15165025.0
2014-03-26,92843,92940,91393,92457,187566,1449776.0,15165025.0
2014-03-27,92843,96228,92553,93811,479077,1471007.0,15165025.0
2014-03-28,93810,94874,92360,93618,135944,1467974.0,15165025.0
2014-03-31,94391,95551,91199,92844,203148,1455842.0,15165025.0
2014-04-01,93714,94584,91876,94488,130493,1481623.0,15165025.0
2014-04-02,95358,96228,94294,94585,164984,1483139.0,15165025.0
2014-04-03,94487,95455,89749,90329,388909,1416413.0,15165025.0
2014-04-04,90135,90232,87234,87815,382098,1376984.0,15165025.0
2014-04-07,88298,89555,86460,87428,231707,1370918.0,15165025.0
2014-04-08,86364,88975,85977,88975,252912,1395182.0,15165025.0
2014-04-09,88975,89652,87814,87815,178403,1376984.0,15165025.0
2014-04-10,88685,88878,86847,87138,172131,1366369.0,15165025.0
2014-04-11,86364,86847,83752,84720,334568,1328456.0,15165025.0
2014-04-14,84623,87137,84333,86848,222617,1361819.0,15165025.0
2014-04-15,87331,87814,84139,84140,222207,1319357.0,15165025.0
2014-04-16,84720,85300,82785,83076,195726,1302676.0,15165025.0
2014-04-17,83656,84816,82302,82399,155643,1292060.0,15165025.0
2014-04-18,82689,84719,82495,84430,120630,1323907.0,15165025.0
2014-04-21,84913,85106,82689,83173,149739,1304192.0,15165025.0
2014-04-22,84333,87331,84139,85881,372141,1346654.0,15165025.0
2014-04-23,86460,87524,85106,85300,187733,1337555.0,15165025.0
2014-04-24,86170,86654,83946,85204,171912,1336039.0,15165025.0
2014-04-25,84043,84816,82979,83173,154373,1304192.0,15165025.0
2014-04-28,82882,84139,81818,83173,81461,1304192.0,15165025.0
2014-04-29,83849,85106,83075,83173,96762,1304192.0,15165025.0
2014-04-30,84139,84526,81528,81528,133979,1278412.0,15165025.0
2014-05-02,81721,82108,77950,78047,367983,1223818.0,15165025.0
2014-05-07,77466,78240,76112,77467,197256,1214719.0,15165025.0
2014-05-08,77660,78336,74371,75339,377489,1181355.0,15165025.0
2014-05-09,74178,75048,72050,72147,500961,1131311.0,15165025.0
2014-05-12,71663,72630,68182,68376,622491,1072167.0,15165025.0
2014-05-13,68762,71083,68472,70503,402427,1105530.0,15165025.0
2014-05-14,70890,71760,70309,70890,230786,1111596.0,15165025.0
2014-05-15,70406,71180,69149,70116,285757,1099464.0,15165025.0
2014-05-16,70213,70406,67795,67892,396040,1064585.0,15165025.0
2014-05-19,68472,69923,67505,67795,275526,1063068.0,15165025.0
2014-05-20,67892,68762,64990,65281,436741,1023639.0,15165025.0
2014-05-21,65280,66441,64893,65958,197860,1034255.0,15165025.0
2014-05-22,65957,69826,65957,69633,364911,1091882.0,15165025.0
2014-05-23,69149,70406,68375,69246,242567,1085816.0,15165025.0
2014-05-26,68375,70213,68375,68956,172811,1081266.0,15165025.0
2014-05-27,68955,71373,68955,70890,338738,1111596.0,15165025.0
2014-05-28,70503,74952,70019,74759,467118,1172256.0,15165025.0
2014-05-29,74081,75145,73598,74372,288494,1166190.0,15165025.0
2014-05-30,74178,75435,71470,71761,1334022,1125245.0,15165025.0
2014-06-02,72534,73598,70986,71084,220631,1114629.0,15165025.0
2014-06-03,72727,73017,71083,72534,266224,1137377.0,15165025.0
2014-06-05,72147,72437,68859,69923,247460,1096431.0,15165025.0
2014-06-09,69729,70309,67311,69149,222277,1084299.0,15165025.0
2014-06-10,69149,72630,68955,71567,191700,1122212.0,15165025.0
2014-06-11,71663,73888,71083,71857,210218,1126761.0,15165025.0
2014-06-12,71470,71953,70696,71084,164911,1114629.0,15165025.0
2014-06-13,70406,71083,68665,69633,216613,1091882.0,15165025.0
2014-06-16,70309,73598,69632,73501,275078,1152542.0,15165025.0
2014-06-17,73501,75145,72340,74759,282579,1172256.0,15165025.0
2014-06-18,74565,75532,73501,74565,188299,1169223.0,15165025.0
2014-06-19,74565,75822,74081,74565,135475,1169223.0,15165025.0
2014-06-20,74952,74952,72050,72534,201109,1137377.0,15165025.0
2014-06-23,73211,73888,71953,72728,189548,1140410.0,15165025.0
2014-06-24,72534,73501,70696,73501,247443,1152542.0,15165025.0
2014-06-25,73017,75629,72630,75339,320004,1181355.0,15165025.0
2014-06-26,75919,77660,75532,75919,476102,1190454.0,15165025.0
2014-06-27,76209,76692,75145,75822,176185,1188938.0,15165025.0
2014-06-30,76402,77079,75629,75822,156700,1188938.0,15165025.0
2014-07-01,75822,76692,75048,76016,162394,1191971.0,15165025.0
2014-07-02,76402,79207,75822,78917,362725,1237466.0,15165025.0
2014-07-03,79497,79981,78530,79498,233333,1246565.0,15165025.0
2014-07-04,79690,79884,77466,78047,216670,1223818.0,15165025.0
2014-07-07,77853,77853,75629,76403,269480,1198037.0,15165025.0
2014-07-08,76402,76692,74081,74952,230136,1175289.0,15165025.0
2014-07-09,73791,75242,72534,74759,223271,1172256.0,15165025.0
2014-07-10,74855,75048,72437,72534,255669,1137377.0,15165025.0
2014-07-11,72824,73307,71760,72438,147805,1135860.0,15165025.0
