엔에이치엔(181710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-14,72340,72630,70503,71761,202728,1125245.0,15165025.0
2014-07-15,71953,73114,71180,71277,199597,1117662.0,15165025.0
2014-07-16,71567,72147,70309,71180,130990,1116146.0,15165025.0
2014-07-17,71663,72630,70986,71954,169556,1128278.0,15165025.0
2014-07-18,71083,71953,70890,71567,91385,1122212.0,15165025.0
2014-07-21,72340,74371,71857,74275,234091,1164674.0,15165025.0
2014-07-22,74178,75822,73404,75049,202542,1176806.0,15165025.0
2014-07-23,74081,74468,72921,73018,193871,1144959.0,15165025.0
2014-07-24,73017,73501,70406,71084,273348,1114629.0,15165025.0
2014-07-25,71276,71760,70503,70600,146539,1107047.0,15165025.0
2014-07-28,70986,71373,69342,70116,155306,1099464.0,15165025.0
2014-07-29,70116,70406,67215,67892,326919,1064585.0,15165025.0
2014-07-30,67892,67988,66151,66828,273472,1047903.0,15165025.0
2014-07-31,66924,69439,66441,68956,238906,1081266.0,15165025.0
2014-08-01,67988,69439,67795,68859,131865,1079750.0,15165025.0
2014-08-04,68665,70019,68665,69923,131234,1096431.0,15165025.0
2014-08-05,69729,69923,67215,67602,179633,1060035.0,15165025.0
2014-08-06,67892,70309,67795,68859,230062,1079750.0,15165025.0
2014-08-07,66924,71373,66054,69633,611816,1091882.0,15165025.0
2014-08-08,69826,70793,65764,66151,746588,1037288.0,15165025.0
2014-08-11,66441,66731,60928,61122,876227,958430.0,15165025.0
2014-08-12,61122,62766,60832,61606,388131,966012.0,15165025.0
2014-08-13,61315,67215,61315,67215,686519,1053969.0,15165025.0
2014-08-14,67021,68472,65377,66151,360379,1037288.0,15165025.0
2014-08-18,66151,69052,66054,68859,371090,1079750.0,15165025.0
2014-08-19,69632,74565,69052,74372,845491,1166190.0,15165025.0
2014-08-20,75145,76886,72630,73211,850678,1147992.0,15165025.0
2014-08-21,73211,73501,70793,71084,402874,1114629.0,15165025.0
2014-08-22,71276,72630,69632,71084,296102,1114629.0,15165025.0
2014-08-25,71470,73211,70696,71664,236310,1123728.0,15165025.0
2014-08-26,71760,72244,70019,70697,244899,1108563.0,15165025.0
2014-08-27,71083,71083,66344,67699,523582,1061552.0,15165025.0
2014-08-28,68182,68762,66247,67312,279647,1055486.0,15165025.0
2014-08-29,67215,70019,66731,70020,282541,1097948.0,15165025.0
2014-09-01,72340,73888,71373,72051,428963,1129794.0,15165025.0
2014-09-02,72437,72824,70503,71761,195649,1125245.0,15165025.0
2014-09-03,72244,72437,70213,70407,224671,1104014.0,15165025.0
2014-09-04,70600,80948,70309,80561,2389705,1263247.0,15165025.0
2014-09-05,82302,84429,78530,79788,1342429,1251115.0,15165025.0
2014-09-11,80077,80174,76112,76113,584941,1193487.0,15165025.0
2014-09-12,76596,78046,75145,76016,496652,1191971.0,15165025.0
2014-09-15,75048,76306,71663,71761,573631,1125245.0,15165025.0
2014-09-16,71567,73211,70696,72051,423104,1129794.0,15165025.0
2014-09-17,72630,74952,72244,73405,511462,1151025.0,15165025.0
2014-09-18,74468,77176,73888,76596,699649,1201070.0,15165025.0
2014-09-19,77563,79304,75048,78724,638850,1234433.0,15165025.0
2014-09-22,79981,83849,78723,82592,1069964,1295093.0,15165025.0
2014-09-23,81528,84720,80658,84236,720894,1320874.0,15165025.0
2014-09-24,83075,83752,80367,81045,645519,1270829.0,15165025.0
2014-09-25,79594,79884,72630,73405,1703114,1151025.0,15165025.0
2014-09-26,74468,76983,73984,76596,772229,1201070.0,15165025.0
2014-09-29,76886,77369,72534,73501,442545,1152542.0,15165025.0
2014-09-30,77079,82205,76596,79788,3190582,1251115.0,15165025.0
2014-10-01,80271,85396,78433,84623,1418915,1326940.0,15165025.0
2014-10-02,84043,87814,83269,85784,1149407,1345138.0,15165025.0
2014-10-06,86364,86944,81141,83269,791471,1305709.0,15165025.0
2014-10-07,84139,86170,82205,83656,390585,1311775.0,15165025.0
2014-10-08,82689,84333,82495,82882,277121,1299643.0,15165025.0
2014-10-10,81528,81528,76692,76886,604071,1205619.0,15165025.0
2014-10-13,76209,78723,75048,76693,384650,1202586.0,15165025.0
2014-10-14,76306,78820,76015,77660,255017,1217752.0,15165025.0
2014-10-15,77176,78240,75532,76596,259438,1201070.0,15165025.0
2014-10-16,75532,78530,74661,76983,373663,1207136.0,15165025.0
2014-10-17,77079,77369,72630,72824,444436,1141926.0,15165025.0
2014-10-20,73791,74178,70696,70697,533479,1108563.0,15165025.0
2014-10-21,71276,73211,70696,70793,379750,1110080.0,15165025.0
2014-10-22,72050,72050,68665,69246,523314,1085816.0,15165025.0
2014-10-23,70116,73017,69149,71084,446355,1114629.0,15165025.0
2014-10-24,71567,72437,67892,68279,413243,1070651.0,15165025.0
2014-10-27,69052,69536,66731,68956,401338,1081266.0,15165025.0
2014-10-28,70116,72630,69729,70793,446859,1110080.0,15165025.0
2014-10-29,75048,77950,73888,74178,880859,1163157.0,15165025.0
2014-10-30,75435,76015,72824,75629,334492,1185905.0,15165025.0
2014-10-31,75145,81238,74178,80271,615317,1258697.0,15165025.0
2014-11-03,81431,81625,76692,78627,475274,1232917.0,15165025.0
2014-11-04,78433,79013,73791,73985,361862,1160124.0,15165025.0
2014-11-05,73984,76596,72534,73211,337537,1147992.0,15165025.0
2014-11-06,75242,78530,73211,74952,699166,1175289.0,15165025.0
2014-11-07,73598,73888,63733,63733,1170678,999375.0,15165025.0
2014-11-10,66441,68278,64797,66732,830729,1046387.0,15165025.0
2014-11-11,67698,69439,66344,69246,443686,1085816.0,15165025.0
2014-11-12,68278,68955,67311,67699,345643,1061552.0,15165025.0
2014-11-13,67698,69826,61218,65764,663083,1031222.0,15165025.0
2014-11-14,65957,66344,63926,63927,304669,1002408.0,15165025.0
2014-11-17,64893,66538,64313,65184,299288,1022123.0,15165025.0
2014-11-18,65280,66538,63830,64314,330633,1008474.0,15165025.0
2014-11-19,65184,71373,64507,70503,939302,1105530.0,15165025.0
2014-11-20,70213,71083,68182,70697,518013,1108563.0,15165025.0
2014-11-21,71083,73211,70019,72438,590224,1135860.0,15165025.0
2014-11-24,71760,74758,70503,73501,485661,1152542.0,15165025.0
2014-11-25,74855,76306,73694,75145,505014,1178322.0,15165025.0
2014-11-26,75629,75725,71663,72438,405480,1135860.0,15165025.0
2014-11-27,72437,73017,69439,70407,358960,1104014.0,15165025.0
2014-11-28,70116,72437,69632,71180,226969,1116146.0,15165025.0
2014-12-01,70793,71953,69052,70600,261643,1107047.0,15165025.0
2014-12-02,70503,75242,70503,74759,548529,1172256.0,15165025.0
2014-12-03,75242,76692,73984,75919,379114,1190454.0,15165025.0
2014-12-04,76306,77756,75338,76403,413902,1198037.0,15165025.0
2014-12-05,76886,77369,75338,76790,241865,1204103.0,15165025.0
2014-12-08,77369,79207,76015,76790,362623,1204103.0,15165025.0
2014-12-09,78530,80561,77853,78047,664035,1223818.0,15165025.0
2014-12-10,78820,80754,78530,80271,516005,1258697.0,15165025.0
2014-12-11,80271,80948,78433,78627,276746,1232917.0,15165025.0
2014-12-12,78046,81238,75919,81142,406232,1272346.0,15165025.0
2014-12-15,82785,89072,81818,86558,1301480,1357270.0,15165025.0
2014-12-16,87814,88781,84526,88588,821825,1389116.0,15165025.0
2014-12-17,89265,89362,85687,87235,558866,1367885.0,15165025.0
2014-12-18,88201,88298,82592,85204,791389,1336039.0,15165025.0
2014-12-19,86073,88491,85300,86074,416604,1349687.0,15165025.0
2014-12-22,85300,85880,82785,82786,432477,1298126.0,15165025.0
2014-12-23,83269,84429,81238,83656,475696,1311775.0,15165025.0
2014-12-24,84816,85300,82495,82689,233907,1296610.0,15165025.0
2014-12-26,83172,86267,82785,84430,318491,1323907.0,15165025.0
2014-12-29,84720,86750,84236,84913,268615,1331489.0,15165025.0
2014-12-30,85493,86073,83462,84623,182320,1326940.0,15165025.0
2015-01-02,84719,89845,84333,89846,571352,1408831.0,15165025.0
2015-01-05,90522,92166,89749,91296,439153,1431578.0,15165025.0
2015-01-06,89458,90716,87814,88395,398083,1386083.0,15165025.0
2015-01-07,88975,91393,87911,88395,430514,1386083.0,15165025.0
2015-01-08,82205,85590,81721,84043,1699755,1317841.0,15165025.0
2015-01-09,81915,82012,77369,80948,1373254,1269313.0,15165025.0
2015-01-12,80948,82302,78627,80561,646870,1263247.0,15165025.0
2015-01-13,81141,81721,77466,77757,621088,1219268.0,15165025.0
2015-01-14,77853,79594,77079,79111,416259,1240499.0,15165025.0
2015-01-15,78820,81141,78240,81045,312609,1270829.0,15165025.0
2015-01-16,80464,80851,79304,79788,204545,1251115.0,15165025.0
2015-01-19,80948,80948,78046,78047,225895,1223818.0,15165025.0
2015-01-20,76692,76789,72630,72921,724557,1143443.0,15165025.0
2015-01-21,72921,74371,71760,73501,387480,1152542.0,15165025.0
2015-01-22,73211,73888,70309,70310,361019,1102497.0,15165025.0
2015-01-23,71470,73984,70503,73405,344613,1151025.0,15165025.0
2015-01-26,73404,74758,72534,74082,207866,1161641.0,15165025.0
2015-01-27,74855,75919,73307,74468,245940,1167707.0,15165025.0
2015-01-28,73984,76209,73888,76209,224398,1195004.0,15165025.0
2015-01-29,76209,76306,74855,75049,139510,1176806.0,15165025.0
2015-01-30,75242,75629,72050,72051,240610,1129794.0,15165025.0
2015-02-02,71567,73694,70696,70890,211431,1111596.0,15165025.0
2015-02-03,71663,72050,70600,71664,150152,1123728.0,15165025.0
2015-02-04,74855,75919,73017,73018,301039,1144959.0,15165025.0
2015-02-05,71180,71567,67988,68666,800626,1076717.0,15165025.0
2015-02-06,69052,71373,68859,70600,416675,1107047.0,15165025.0
2015-02-09,71300,71900,67800,68600,299976,1040321.0,15165025.0
2015-02-10,68400,70700,68000,69800,239180,1058519.0,15165025.0
2015-02-11,70000,74700,69100,74000,460707,1122212.0,15165025.0
2015-02-12,73300,73700,71200,72000,290665,1091882.0,15165025.0
2015-02-13,72500,72600,70000,71200,174236,1079750.0,15165025.0
2015-02-16,71800,73100,71000,71600,141665,1085816.0,15165025.0
2015-02-17,71500,73000,70500,72800,149088,1104014.0,15165025.0
2015-02-23,73200,73400,71900,72500,106140,1099464.0,15165025.0
2015-02-24,72200,73000,70700,71100,189936,1078233.0,15165025.0
2015-02-25,71300,71300,69200,69800,307164,1058519.0,15165025.0
2015-02-26,70100,70200,69000,69500,144403,1053969.0,15165025.0
2015-02-27,69700,71600,69500,71200,308743,1079750.0,15165025.0
2015-03-02,71400,71900,69900,70200,226335,1064585.0,15165025.0
2015-03-03,70400,71000,69900,70600,178381,1070651.0,15165025.0
2015-03-04,70500,72700,70200,71900,285888,1090365.0,15165025.0
2015-03-05,71600,73000,71400,71600,260014,1085816.0,15165025.0
2015-03-06,71900,72200,70300,70500,280965,1069134.0,15165025.0
2015-03-09,69700,70900,69200,70100,273375,1063068.0,15165025.0
2015-03-10,70300,71200,69500,69700,248779,1057002.0,15165025.0
2015-03-11,69100,69500,66800,67200,380189,1019090.0,15165025.0
2015-03-12,67200,68000,66600,67100,242153,1017573.0,15165025.0
2015-03-13,67700,69600,67600,68300,253299,1035771.0,15165025.0
2015-03-16,68400,70400,68400,69700,357731,1057002.0,15165025.0
2015-03-17,69400,70600,68900,70100,289808,1063068.0,15165025.0
2015-03-18,71400,75200,70800,73700,1003435,1117662.0,15165025.0
2015-03-19,73800,75200,71300,75000,541782,1137377.0,15165025.0
2015-03-20,75000,75500,72800,73800,340609,1119179.0,15165025.0
2015-03-23,73400,74400,72000,72000,250025,1091882.0,15165025.0
2015-03-24,72000,74500,72000,74100,295654,1123728.0,15165025.0
2015-03-25,74300,74600,73100,73700,195374,1117662.0,15165025.0
2015-03-26,73000,73700,70900,71300,272070,1081266.0,15165025.0
2015-03-27,71500,71700,68900,69100,341341,1047903.0,15165025.0
2015-03-30,69200,71600,68500,71600,259211,1085816.0,15165025.0
2015-03-31,71600,72200,70600,71400,139931,1082783.0,15165025.0
2015-04-01,71000,71400,69500,70200,216013,1064585.0,15165025.0
2015-04-02,70200,79100,69500,76100,596632,1154058.0,15165025.0
2015-04-03,75700,78500,75000,76000,481178,1152542.0,15165025.0
2015-04-06,75700,75900,73400,74400,238026,1128278.0,15165025.0
2015-04-07,74000,75500,72900,74400,390360,1455638.0,19565025.0
2015-04-08,73900,77500,73700,75800,444792,1483029.0,19565025.0
2015-04-09,76600,76600,74600,74600,217639,1459551.0,19565025.0
2015-04-10,74400,74600,71600,71800,581486,1404769.0,19565025.0
2015-04-13,72000,72400,70200,70700,419572,1383247.0,19565025.0
2015-04-14,70500,71800,69700,70100,512108,1371508.0,19565025.0
2015-04-15,70200,70900,69800,70100,349160,1371508.0,19565025.0
2015-04-16,70300,70700,69100,69300,420668,1355856.0,19565025.0
2015-04-17,70000,71500,69500,70000,488890,1369552.0,19565025.0
2015-04-20,69700,70800,69500,69800,322112,1365639.0,19565025.0
2015-04-21,70200,70400,69100,69600,457807,1361726.0,19565025.0
2015-04-22,69700,69800,65200,67600,784080,1322596.0,19565025.0
2015-04-23,68000,68600,65600,66100,548428,1293248.0,19565025.0
2015-04-24,66100,66800,65000,65400,320527,1279553.0,19565025.0
2015-04-27,65600,67200,65500,66600,261147,1303031.0,19565025.0
2015-04-28,66400,67400,66300,67200,199294,1314770.0,19565025.0
2015-04-29,67100,67300,65100,65100,312152,1273683.0,19565025.0
