롯데제과(280360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-15,182000,182500,180000,180000,2200,757638.0,4209102.0
2018-05-16,177500,181000,176000,178000,10471,749220.0,4209102.0
2018-05-17,178000,179500,176000,178000,11472,749220.0,4209102.0
2018-05-18,178000,180000,176500,179500,4137,755534.0,4209102.0
2018-05-21,180000,180500,177500,178000,4611,749220.0,4209102.0
2018-05-23,177500,179500,177500,178000,9224,749220.0,4209102.0
2018-05-24,179000,182500,178000,180000,5057,757638.0,4209102.0
2018-05-25,180000,182000,177000,182000,5951,766057.0,4209102.0
2018-05-28,182000,184500,180000,182500,9161,768161.0,4209102.0
2018-05-29,184500,184500,180000,183000,7959,770266.0,4209102.0
2018-05-30,183000,185000,180500,184500,7334,776579.0,4209102.0
2018-05-31,184000,186500,180500,183000,12163,770266.0,4209102.0
2018-06-01,183000,185500,179500,182000,22734,766057.0,4209102.0
2018-06-04,181500,184000,180500,183000,5374,770266.0,4209102.0
2018-06-05,183000,184000,180500,182500,2884,768161.0,4209102.0
2018-06-07,181000,186000,181000,184000,5907,774475.0,4209102.0
2018-06-08,184500,186000,182000,184500,5867,776579.0,4209102.0
2018-06-11,185000,186000,183000,184000,4387,774475.0,4209102.0
2018-06-12,184000,191500,183000,191500,30676,806043.0,4209102.0
2018-06-14,191500,193000,186500,190500,8830,801834.0,4209102.0
2018-06-15,189000,190000,183500,185000,29669,778684.0,4209102.0
2018-06-18,186000,187000,181500,183000,5988,770266.0,4209102.0
2018-06-19,183000,185000,181000,181500,5371,763952.0,4209102.0
2018-06-20,180500,184000,179500,180500,7102,759743.0,4209102.0
2018-06-21,182000,185500,179500,181000,3512,761847.0,4209102.0
2018-06-22,183000,185000,180500,180500,3556,759743.0,4209102.0
2018-06-25,180500,183500,177500,180500,1666,759743.0,4209102.0
2018-06-26,182000,182000,179000,179500,841,755534.0,4209102.0
2018-06-27,180000,183500,179500,181000,2501,761847.0,4209102.0
2018-06-28,181500,183000,179500,179500,1337,755534.0,4209102.0
2018-06-29,180000,183000,174500,181000,3284,761847.0,4209102.0
2018-07-02,179500,180000,174500,174500,2608,734488.0,4209102.0
2018-07-03,174500,177000,174500,174500,1432,734488.0,4209102.0
2018-07-04,175500,176000,173000,173000,961,728175.0,4209102.0
2018-07-05,174000,174000,164000,166500,2620,700815.0,4209102.0
2018-07-06,167500,170500,158500,161500,6500,679770.0,4209102.0
2018-07-09,163500,164000,160500,162000,4015,681875.0,4209102.0
2018-07-10,163000,166500,163000,164500,902,692397.0,4209102.0
2018-07-11,164000,164500,161000,164500,3736,692397.0,4209102.0
2018-07-12,164500,167000,163000,167000,2350,702920.0,4209102.0
2018-07-13,167000,167500,164000,166000,4394,698711.0,4209102.0
2018-07-16,165500,166500,161000,163000,4704,686084.0,4209102.0
2018-07-17,163000,163000,159500,160500,4910,675561.0,4209102.0
2018-07-18,161000,163500,159500,161500,2985,679770.0,4209102.0
2018-07-19,160000,162000,156500,159000,4318,669247.0,4209102.0
2018-07-20,159000,159000,151000,154000,5410,648202.0,4209102.0
2018-07-23,153500,158000,153500,157000,5245,660829.0,4209102.0
2018-07-24,157000,157000,154000,157000,2147,660829.0,4209102.0
2018-07-25,157000,157500,152500,154000,6584,648202.0,4209102.0
2018-07-26,156500,156500,153000,154500,2206,650306.0,4209102.0
2018-07-27,154500,155500,152000,154500,4730,650306.0,4209102.0
2018-07-30,154500,157000,153500,156500,1584,658724.0,4209102.0
2018-07-31,157000,158000,156000,158000,1897,665038.0,4209102.0
2018-08-01,157500,157500,153500,155500,6860,654515.0,4209102.0
2018-08-02,155500,158500,153500,157000,4151,660829.0,4209102.0
2018-08-03,158500,158500,155500,156000,372,656620.0,4209102.0
2018-08-06,157000,157500,155500,157500,4149,662934.0,4209102.0
2018-08-07,157500,158000,156000,156500,2807,658724.0,4209102.0
2018-08-08,156500,158000,156000,158000,895,665038.0,4209102.0
2018-08-09,156000,157500,155500,157000,1104,660829.0,4209102.0
2018-08-10,156500,157000,155500,157000,822,660829.0,4209102.0
2018-08-13,157000,158500,155500,155500,2050,654515.0,4209102.0
2018-08-14,155000,156500,155000,155500,1149,654515.0,4209102.0
2018-08-16,155500,158000,152500,157000,6608,660829.0,4209102.0
2018-08-17,159000,159000,157000,158500,1476,667143.0,4209102.0
2018-08-20,159000,162500,158000,160000,3107,673456.0,4209102.0
2018-08-21,160500,163500,160500,163500,882,688188.0,4209102.0
2018-08-22,164000,164000,160500,161000,1487,677665.0,4209102.0
2018-08-23,161000,162000,156500,158000,3370,665038.0,4209102.0
2018-08-24,158500,158500,155500,157000,2191,660829.0,4209102.0
2018-08-27,157000,159000,157000,157000,2425,660829.0,4209102.0
2018-08-28,159000,160500,158500,160000,1824,673456.0,4209102.0
2018-08-29,160000,162000,159000,162000,821,681875.0,4209102.0
2018-08-30,162000,163000,161500,161500,1497,679770.0,4209102.0
2018-08-31,161500,166000,160500,166000,1952,698711.0,4209102.0
2018-09-03,166000,166000,160000,160500,1894,675561.0,4209102.0
2018-09-04,160500,160500,155500,157500,6851,662934.0,4209102.0
2018-09-05,158000,158000,155500,156500,1314,658724.0,4209102.0
2018-09-06,157500,158500,157000,158000,6019,665038.0,4209102.0
2018-09-07,159500,159500,155000,157500,2162,662934.0,4209102.0
2018-09-10,159000,184000,157500,177000,13597,745011.0,4209102.0
2018-09-11,179000,179000,170500,173000,5949,728175.0,4209102.0
2018-09-12,173000,175000,173000,175000,5829,736593.0,4209102.0
2018-09-13,173500,178500,173500,175000,6120,736593.0,4209102.0
2018-09-14,178000,178000,172500,173000,1794,728175.0,4209102.0
2018-09-17,171000,174500,171000,174500,944,734488.0,4209102.0
2018-09-18,172500,174500,172000,174000,491,732384.0,4209102.0
2018-09-19,174000,180000,173000,179500,5132,755534.0,4209102.0
2018-09-20,179500,179500,176500,178500,1654,751325.0,4209102.0
2018-09-21,177000,183000,175500,183000,3378,770266.0,4209102.0
2018-09-27,179500,182500,178500,182000,2041,766057.0,4209102.0
2018-09-28,179500,181500,179500,180500,270,759743.0,4209102.0
2018-10-01,181500,181500,177500,179000,1032,753429.0,4209102.0
2018-10-02,177500,182500,177500,180500,1916,759743.0,4209102.0
2018-10-04,178500,180500,171000,171000,730,719756.0,4209102.0
2018-10-05,169000,174000,168000,168500,757,709234.0,4209102.0
2018-10-08,172000,173000,169000,173000,917,728175.0,4209102.0
2018-10-10,174000,174000,170000,173000,349,728175.0,4209102.0
2018-10-11,170500,174500,168000,172500,1878,726070.0,4209102.0
2018-10-12,167000,180000,164500,180000,3307,757638.0,4209102.0
2018-10-15,178500,180500,176500,176500,1542,742907.0,4209102.0
2018-10-16,176500,176500,169500,171500,1192,721861.0,4209102.0
2018-10-17,171500,174500,169000,172500,4124,726070.0,4209102.0
2018-10-18,173000,174000,168000,169500,1111,713443.0,4209102.0
2018-10-19,169500,170000,165500,165500,659,696606.0,4209102.0
2018-10-22,165000,170000,164500,165000,716,694502.0,4209102.0
2018-10-23,165500,168000,156000,156000,1850,656620.0,4209102.0
2018-10-24,160000,161500,156500,158000,3731,665038.0,4209102.0
2018-10-25,154000,160500,152500,156500,8206,658724.0,4209102.0
2018-10-26,160500,161000,155500,159000,2793,669247.0,4209102.0
2018-10-29,156500,160000,151500,158500,2186,667143.0,4209102.0
2018-10-30,158000,159500,154500,155000,918,652411.0,4209102.0
2018-10-31,153000,159000,151000,159000,3135,669247.0,4209102.0
2018-11-01,159000,161000,155500,160000,1887,673456.0,4209102.0
2018-11-02,160500,162500,155500,159500,1941,671352.0,4209102.0
2018-11-05,160000,160000,155500,157500,1125,662934.0,4209102.0
2018-11-06,157500,157500,154500,156000,1161,656620.0,4209102.0
2018-11-07,157500,157500,151000,154500,3668,650306.0,4209102.0
2018-11-08,155000,155000,151000,152500,4820,641888.0,4209102.0
2018-11-09,152500,155000,151000,152500,5410,641888.0,4209102.0
2018-11-12,156000,156500,148500,150000,2973,631365.0,4209102.0
2018-11-13,148000,152000,145500,152000,3562,639784.0,4209102.0
2018-11-14,151500,154000,149000,152000,1387,639784.0,4209102.0
2018-11-15,152000,153500,151500,152000,2981,639784.0,4209102.0
2018-11-16,153000,156500,152500,156500,4624,658724.0,4209102.0
2018-11-19,155500,158000,154500,157000,1408,660829.0,4209102.0
2018-11-20,157000,159000,151000,153000,3951,643993.0,4209102.0
2018-11-21,152500,156000,152000,155500,622,654515.0,4209102.0
2018-11-22,156500,156500,154500,155000,500,652411.0,4209102.0
2018-11-23,154500,158500,154000,156500,841,658724.0,4209102.0
2018-11-26,156500,158500,156000,158000,1394,665038.0,4209102.0
2018-11-27,159000,159500,155000,157000,2152,660829.0,4209102.0
2018-11-28,159000,171500,157000,171000,5575,719756.0,4209102.0
2018-11-29,168500,171500,165500,171500,1796,721861.0,4209102.0
2018-11-30,170500,173500,167000,167000,3947,702920.0,4209102.0
2018-12-03,166500,173500,166500,172500,1405,726070.0,4209102.0
2018-12-04,172000,173000,170500,173000,763,728175.0,4209102.0
2018-12-05,170000,176500,169000,174500,1528,734488.0,4209102.0
2018-12-06,173000,175500,169000,169000,1493,711338.0,4209102.0
2018-12-07,169500,177500,169500,174000,2441,732384.0,4209102.0
2018-12-10,173000,174500,167000,170000,9518,715547.0,4209102.0
2018-12-11,170000,176000,169000,172500,2252,726070.0,4209102.0
2018-12-12,172500,173000,169000,172000,4541,723966.0,4209102.0
2018-12-13,171000,172500,168500,169000,2555,711338.0,4209102.0
2018-12-14,169000,171000,169000,169000,1411,711338.0,4209102.0
2018-12-17,170000,170000,167000,168000,428,707129.0,4209102.0
2018-12-18,167000,167000,162000,163500,1730,688188.0,4209102.0
2018-12-19,163500,164500,161000,163500,1511,688188.0,4209102.0
2018-12-20,163500,164000,160000,163000,2030,686084.0,4209102.0
2018-12-21,161500,164500,159500,162500,3591,683979.0,4209102.0
2018-12-24,162500,163000,159500,159500,1446,671352.0,4209102.0
2018-12-26,158500,201000,149500,156000,8755,656620.0,4209102.0
2018-12-27,159000,159000,153500,156000,1637,656620.0,4209102.0
2018-12-28,156000,157000,151000,151000,3131,635574.0,4209102.0
2019-01-02,153000,154500,152500,153000,1539,643993.0,4209102.0
2019-01-03,153000,158000,152000,156500,3193,658724.0,4209102.0
2019-01-04,154500,162500,153500,162500,2415,1042717.0,6416717.0
2019-01-07,162000,169500,160500,169500,2608,1087634.0,6416717.0
2019-01-08,169500,169500,164500,164500,964,1055550.0,6416717.0
2019-01-09,165000,168000,162000,163000,1545,1045925.0,6416717.0
2019-01-10,163000,163000,157500,159500,1622,1023466.0,6416717.0
2019-01-11,158500,165500,158500,165500,1822,1061967.0,6416717.0
2019-01-14,165000,165000,157500,160000,2878,1026675.0,6416717.0
2019-01-15,160000,162000,158000,161000,1558,1033091.0,6416717.0
2019-01-16,162000,162500,158000,160500,2743,1029883.0,6416717.0
2019-01-17,162000,162000,159000,159500,1506,1023466.0,6416717.0
2019-01-18,160500,161500,158500,161500,986,1036300.0,6416717.0
2019-01-21,161000,162000,158500,160000,1592,1026675.0,6416717.0
2019-01-22,160500,164000,159000,163500,1529,1049133.0,6416717.0
2019-01-23,162000,166000,159500,164500,1609,1055550.0,6416717.0
2019-01-24,165500,166500,162500,166000,1116,1065175.0,6416717.0
2019-01-25,166000,169000,165500,168000,1891,1078008.0,6416717.0
2019-01-28,165500,169000,165500,166500,2233,1068383.0,6416717.0
2019-01-29,166500,173000,165000,169000,1673,1084425.0,6416717.0
2019-01-30,172500,172500,165000,165000,2353,1058758.0,6416717.0
2019-01-31,166500,174500,164000,174000,3164,1116509.0,6416717.0
2019-02-01,173500,174000,171000,172000,1102,1103675.0,6416717.0
2019-02-07,170500,173000,169500,171000,990,1097259.0,6416717.0
2019-02-08,169000,177000,169000,177000,3385,1135759.0,6416717.0
2019-02-11,177000,177500,170000,170000,1185,1090842.0,6416717.0
2019-02-12,171500,174500,169000,171500,1269,1100467.0,6416717.0
2019-02-13,170000,174000,167500,167500,2437,1074800.0,6416717.0
2019-02-14,167500,171500,167000,171500,1064,1100467.0,6416717.0
2019-02-15,170000,172500,170000,172500,686,1106884.0,6416717.0
2019-02-18,172000,172000,170000,170500,319,1094050.0,6416717.0
2019-02-19,170000,170500,169000,169000,826,1084425.0,6416717.0
2019-02-20,169500,173500,169000,172000,735,1103675.0,6416717.0
2019-02-21,171000,176500,171000,173000,2737,1110092.0,6416717.0
2019-02-22,173500,179500,173000,179000,3314,1148592.0,6416717.0
2019-02-25,180000,180000,174000,177500,2735,1138967.0,6416717.0
2019-02-26,177500,181500,176000,180000,2726,1155009.0,6416717.0
2019-02-27,181000,184000,175500,183500,3188,1177468.0,6416717.0
2019-02-28,181500,183500,179000,179000,3472,1148592.0,6416717.0
2019-03-04,179500,184500,179500,182500,1695,1171051.0,6416717.0
2019-03-05,183000,185000,181000,183000,2043,1174259.0,6416717.0
2019-03-06,184500,184500,181500,182000,1398,1167842.0,6416717.0
2019-03-07,181500,185500,178000,185500,2107,1190301.0,6416717.0
2019-03-08,184500,187000,181500,184000,2220,1180676.0,6416717.0
2019-03-11,184000,187500,178000,187500,2175,1203134.0,6416717.0
2019-03-12,186500,190500,184000,190000,5063,1219176.0,6416717.0
2019-03-13,188500,191500,186000,188000,5072,1206343.0,6416717.0
2019-03-14,188000,192000,185000,192000,4915,1232010.0,6416717.0
2019-03-15,192000,193500,188500,192000,3560,1232010.0,6416717.0
2019-03-18,192000,192000,183000,187000,5996,1199926.0,6416717.0
2019-03-19,187000,187500,180500,181500,3186,1164634.0,6416717.0
2019-03-20,181000,183500,177000,183500,3851,1177468.0,6416717.0
2019-03-21,184000,184500,177500,179000,4608,1148592.0,6416717.0
2019-03-22,181000,181000,174500,175500,2446,1126134.0,6416717.0
2019-03-25,175000,180000,173000,176500,1664,1132551.0,6416717.0
2019-03-26,178500,190000,175000,183500,4109,1177468.0,6416717.0
2019-03-27,184000,189000,184000,187500,2018,1203134.0,6416717.0
2019-03-28,186000,190500,185500,190500,2743,1222385.0,6416717.0
2019-03-29,190500,192000,184500,185000,3211,1187093.0,6416717.0
2019-04-01,185500,187500,183000,187000,2694,1199926.0,6416717.0
2019-04-02,185500,189500,182500,184500,2557,1183884.0,6416717.0
2019-04-03,185500,185500,180000,182000,2690,1167842.0,6416717.0
2019-04-04,182000,183500,180000,181000,2730,1161426.0,6416717.0
2019-04-05,181500,182500,177000,178500,5288,1145384.0,6416717.0
2019-04-08,180500,183000,178500,181500,1852,1164634.0,6416717.0
2019-04-09,180000,181000,178000,180500,3025,1158217.0,6416717.0
2019-04-10,180500,186000,179500,184500,2371,1183884.0,6416717.0
2019-04-11,184500,186500,182000,186500,2585,1196718.0,6416717.0
2019-04-12,184500,186500,182500,183500,1844,1177468.0,6416717.0
2019-04-15,184000,187000,182500,183500,2784,1177468.0,6416717.0
2019-04-16,185000,185000,180000,180500,1540,1158217.0,6416717.0
2019-04-17,179000,190000,179000,188500,4567,1209551.0,6416717.0
2019-04-18,188500,191000,184500,188500,4267,1209551.0,6416717.0
2019-04-19,190500,190500,187000,187000,2891,1199926.0,6416717.0
2019-04-22,191000,191000,183000,187000,2935,1199926.0,6416717.0
2019-04-23,186000,188500,185500,187500,328,1203134.0,6416717.0
2019-04-24,187500,192000,183000,186000,3281,1193509.0,6416717.0
2019-04-25,186500,187500,182000,182000,3056,1167842.0,6416717.0
2019-04-26,181000,186500,180000,186500,1858,1196718.0,6416717.0
2019-04-29,186500,186500,181500,186000,1251,1193509.0,6416717.0
2019-04-30,186000,186000,183000,184500,1176,1183884.0,6416717.0
2019-05-02,183000,186000,182500,185000,2335,1187093.0,6416717.0
2019-05-03,185000,185500,182000,183500,1344,1177468.0,6416717.0
2019-05-07,180500,186000,180000,184500,3224,1183884.0,6416717.0
2019-05-08,183500,192000,183500,190000,4804,1219176.0,6416717.0
2019-05-09,191500,193500,184500,187000,7668,1199926.0,6416717.0
2019-05-10,187000,194000,186000,193000,7429,1238426.0,6416717.0
2019-05-13,190000,194000,187000,187000,3719,1199926.0,6416717.0
2019-05-14,183500,194000,183500,193000,3260,1238426.0,6416717.0
2019-05-15,191000,194000,184500,187500,3660,1203134.0,6416717.0
2019-05-16,186500,186500,178000,179000,5539,1148592.0,6416717.0
2019-05-17,179500,181500,171000,175000,5976,1122925.0,6416717.0
2019-05-20,178500,178500,170000,171000,2509,1097259.0,6416717.0
2019-05-21,170000,174000,168000,172000,2473,1103675.0,6416717.0
2019-05-22,171000,174500,167000,172000,2322,1103675.0,6416717.0
2019-05-23,172000,174000,170000,173500,1176,1113300.0,6416717.0
2019-05-24,174500,174500,171500,173000,1278,1110092.0,6416717.0
2019-05-27,171500,173000,167500,167500,1831,1074800.0,6416717.0
2019-05-28,167500,170500,163500,163500,4418,1049133.0,6416717.0
2019-05-29,163500,166000,159000,160500,4098,1029883.0,6416717.0
2019-05-30,160500,163000,157500,160000,3178,1026675.0,6416717.0
2019-05-31,160000,161500,157500,160000,3615,1026675.0,6416717.0
2019-06-03,158500,161000,158500,160000,2249,1026675.0,6416717.0
2019-06-04,160000,160500,159500,160000,772,1026675.0,6416717.0
2019-06-05,162000,162000,158500,160000,3835,1026675.0,6416717.0
2019-06-07,160500,161500,159500,159500,1839,1023466.0,6416717.0
2019-06-10,160000,160000,157500,159000,4717,1020258.0,6416717.0
2019-06-11,159500,162500,159000,159500,7139,1023466.0,6416717.0
2019-06-12,159000,165000,159000,164000,3443,1052342.0,6416717.0
2019-06-13,164000,169000,161500,169000,5398,1084425.0,6416717.0
2019-06-14,169500,178500,166500,177500,6104,1138967.0,6416717.0
2019-06-17,178500,178500,172000,175500,1456,1126134.0,6416717.0
2019-06-18,176000,176000,172000,172500,2689,1106884.0,6416717.0
2019-06-19,174500,174500,169000,171000,2299,1097259.0,6416717.0
2019-06-20,171000,175000,170500,174000,1723,1116509.0,6416717.0
2019-06-21,172000,174000,169000,173500,1269,1113300.0,6416717.0
2019-06-24,173000,174000,170500,172000,2646,1103675.0,6416717.0
2019-06-25,171000,174000,170000,174000,1472,1116509.0,6416717.0
2019-06-26,174000,175000,171000,174500,1330,1119717.0,6416717.0
2019-06-27,175000,175000,172000,174500,1629,1119717.0,6416717.0
2019-06-28,173000,174000,171500,172500,1592,1106884.0,6416717.0
2019-07-01,172000,173500,167500,172500,2904,1106884.0,6416717.0
2019-07-02,172000,173500,170500,173000,789,1110092.0,6416717.0
2019-07-03,173000,173000,169000,171500,1171,1100467.0,6416717.0
2019-07-04,172000,172000,168000,169500,598,1087634.0,6416717.0
2019-07-05,169500,172500,168000,170500,4808,1094050.0,6416717.0
2019-07-08,172500,172500,165000,165000,2080,1058758.0,6416717.0
2019-07-09,165000,167500,161500,163500,2413,1049133.0,6416717.0
2019-07-10,162000,165500,158500,158500,2486,1017050.0,6416717.0
2019-07-11,158500,162000,158000,160500,2932,1029883.0,6416717.0
2019-07-12,160500,162000,159500,160000,2972,1026675.0,6416717.0
