DB하이텍(000990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-05-31,5420,5420,5310,5330,8651,52922.0,9929045.0
2004-06-01,5450,5450,5400,5440,9930,54014.0,9929045.0
2004-06-02,5350,5400,5340,5360,6360,53220.0,9929045.0
2004-06-03,5360,5420,5310,5360,8640,53220.0,9929045.0
2004-06-04,5360,5410,5330,5400,5322,53617.0,9929045.0
2004-06-07,5450,5520,5430,5430,11410,53915.0,9929045.0
2004-06-08,5520,5520,5410,5420,9650,53815.0,9929045.0
2004-06-09,5420,5480,5410,5440,8630,54014.0,9929045.0
2004-06-10,5440,5480,5400,5400,11580,53617.0,9929045.0
2004-06-11,5410,5410,5280,5300,6360,52624.0,9929045.0
2004-06-14,5300,5350,5210,5220,9320,51830.0,9929045.0
2004-06-15,5110,5220,5110,5200,4448,51631.0,9929045.0
2004-06-16,5300,5300,5250,5270,4530,52326.0,9929045.0
2004-06-17,5330,5330,5230,5260,6570,52227.0,9929045.0
2004-06-18,5270,5320,5220,5290,6800,52525.0,9929045.0
2004-06-21,5350,5350,5290,5340,7560,53021.0,9929045.0
2004-06-22,5340,5400,5290,5370,18750,53319.0,9929045.0
2004-06-23,5330,5440,5310,5400,12818,53617.0,9929045.0
2004-06-24,5450,5600,5450,5500,42940,54610.0,9929045.0
2004-06-25,5570,5630,5450,5610,25091,55702.0,9929045.0
2004-06-28,5670,5670,5530,5550,10520,55106.0,9929045.0
2004-06-29,5440,5650,5440,5550,23825,55106.0,9929045.0
2004-06-30,5560,5670,5560,5600,9980,55603.0,9929045.0
2004-07-01,5600,5690,5600,5620,13583,55801.0,9929045.0
2004-07-02,5550,5600,5520,5520,9970,54808.0,9929045.0
2004-07-05,5590,5610,5520,5610,3990,55702.0,9929045.0
2004-07-06,5600,5660,5600,5650,7630,56099.0,9929045.0
2004-07-07,5560,5720,5560,5650,9410,56099.0,9929045.0
2004-07-08,5550,5760,5550,5740,37260,56993.0,9929045.0
2004-07-09,5580,5900,5580,5750,27420,57092.0,9929045.0
2004-07-12,5710,5850,5710,5720,6610,56794.0,9929045.0
2004-07-13,5840,5900,5800,5830,15690,57886.0,9929045.0
2004-07-14,5800,5860,5720,5840,10250,57986.0,9929045.0
2004-07-15,5860,5970,5760,5940,21500,58979.0,9929045.0
2004-07-16,5940,6080,5940,5970,22453,59276.0,9929045.0
2004-07-19,6000,6090,5980,6040,11857,59971.0,9929045.0
2004-07-20,5900,5950,5750,5750,6380,57092.0,9929045.0
2004-07-21,5900,5920,5800,5850,4750,58085.0,9929045.0
2004-07-22,5970,5970,5740,5850,8840,58085.0,9929045.0
2004-07-23,5700,5950,5700,5910,4720,58681.0,9929045.0
2004-07-26,5960,5960,5750,5840,2570,57986.0,9929045.0
2004-07-27,5950,5950,5670,5690,4252,56496.0,9929045.0
2004-07-28,5750,5870,5690,5870,12720,58283.0,9929045.0
2004-07-29,5780,5890,5720,5840,1200,57986.0,9929045.0
2004-07-30,5800,5800,5720,5790,2706,57489.0,9929045.0
2004-08-02,5700,5770,5700,5710,8770,56695.0,9929045.0
2004-08-03,5710,5760,5700,5750,6370,57092.0,9929045.0
2004-08-04,5700,5800,5700,5800,6890,57588.0,9929045.0
2004-08-05,5700,5860,5700,5810,10640,57688.0,9929045.0
2004-08-06,5820,5940,5820,5900,12100,58581.0,9929045.0
2004-08-09,5970,6020,5970,6000,13180,59574.0,9929045.0
2004-08-10,6050,6050,5810,6020,10970,59773.0,9929045.0
2004-08-11,6000,6080,5950,6040,15790,59971.0,9929045.0
2004-08-12,6050,6200,6050,6060,37972,60170.0,9929045.0
2004-08-13,5890,6140,5890,6140,16890,60964.0,9929045.0
2004-08-16,6140,6240,6110,6240,20180,61957.0,9929045.0
2004-08-17,6280,6420,6240,6340,32502,62950.0,9929045.0
2004-08-18,6450,6550,6350,6500,31220,64539.0,9929045.0
2004-08-19,6700,6750,6520,6620,52890,65730.0,9929045.0
2004-08-20,6610,7400,6610,6970,86440,69205.0,9929045.0
2004-08-23,7000,7300,6850,7220,63690,71688.0,9929045.0
2004-08-24,7340,7350,7020,7090,23292,70397.0,9929045.0
2004-08-25,7030,7260,7030,7150,24176,70993.0,9929045.0
2004-08-26,7290,7290,7150,7180,10440,71291.0,9929045.0
2004-08-27,7250,7250,7080,7120,9351,70695.0,9929045.0
2004-08-30,7150,7290,7010,7160,10650,71092.0,9929045.0
2004-08-31,7180,7210,7100,7210,12198,71588.0,9929045.0
2004-09-01,7280,7280,7100,7270,6820,72184.0,9929045.0
2004-09-02,7090,7280,7090,7190,4170,71390.0,9929045.0
2004-09-03,7050,7230,7040,7170,10292,71191.0,9929045.0
2004-09-06,7170,7290,7080,7220,24550,71688.0,9929045.0
2004-09-07,7350,7350,7210,7240,7620,71886.0,9929045.0
2004-09-08,7240,7250,7170,7200,9160,71489.0,9929045.0
2004-09-09,7200,7210,7130,7210,8620,71588.0,9929045.0
2004-09-10,7100,7300,7100,7220,6980,71688.0,9929045.0
2004-09-13,7370,7370,7220,7220,11810,71688.0,9929045.0
2004-09-14,7250,7460,7250,7460,23810,74071.0,9929045.0
2004-09-15,7530,7900,7470,7780,37730,77248.0,9929045.0
2004-09-16,7880,7880,7600,7620,15661,75659.0,9929045.0
2004-09-17,7520,7780,7520,7750,35470,76950.0,9929045.0
2004-09-20,7810,8090,7800,7990,27345,79333.0,9929045.0
2004-09-21,7930,8250,7930,8250,50745,81915.0,9929045.0
2004-09-22,8300,8350,8120,8300,37480,82411.0,9929045.0
2004-09-23,8210,8340,8200,8210,18500,81517.0,9929045.0
2004-09-24,8210,8400,8200,8320,31960,82610.0,9929045.0
2004-09-30,8400,9220,8340,8700,24091,86383.0,9929045.0
2004-10-01,8710,9280,8710,9140,47319,90751.0,9929045.0
2004-10-04,9140,9280,9140,9180,18770,91149.0,9929045.0
2004-10-05,9180,9180,8810,8840,14161,87773.0,9929045.0
2004-10-06,8810,9070,8720,8930,22681,88666.0,9929045.0
2004-10-07,9140,9140,8920,8990,9467,89262.0,9929045.0
2004-10-08,8990,9080,8890,9050,29180,89858.0,9929045.0
2004-10-11,9240,9240,8850,9000,41310,89361.0,9929045.0
2004-10-12,9050,9170,8950,9000,14440,89361.0,9929045.0
2004-10-13,8930,9690,8930,9180,27458,91149.0,9929045.0
2004-10-14,9160,9450,9130,9250,27260,91844.0,9929045.0
2004-10-15,9400,9400,9100,9170,8650,91049.0,9929045.0
2004-10-18,9110,9360,9100,9230,25590,91645.0,9929045.0
2004-10-19,9350,9530,9240,9520,28280,94525.0,9929045.0
2004-10-20,9550,9900,9400,9400,17310,93333.0,9929045.0
2004-10-21,9470,9500,9240,9430,22579,93631.0,9929045.0
2004-10-22,9430,9480,9350,9380,26642,93134.0,9929045.0
2004-10-25,9260,9370,8900,9040,20098,89759.0,9929045.0
2004-10-26,9100,9200,9000,9040,5002,89759.0,9929045.0
2004-10-27,9100,9100,8750,9070,38840,90056.0,9929045.0
2004-10-28,9100,9250,9020,9250,13780,91844.0,9929045.0
2004-10-29,9110,9200,9050,9050,5760,89858.0,9929045.0
2004-11-01,8820,9160,8820,9100,12580,90354.0,9929045.0
2004-11-02,9100,9270,9050,9190,9790,91248.0,9929045.0
2004-11-03,9200,9240,9150,9240,6590,91744.0,9929045.0
2004-11-04,9150,9200,9130,9190,11730,91248.0,9929045.0
2004-11-05,9250,9250,9060,9100,10360,90354.0,9929045.0
2004-11-08,9400,9400,8830,9140,4780,90751.0,9929045.0
2004-11-09,9140,9200,9000,9140,1270,90751.0,9929045.0
2004-11-10,8950,9320,8950,9200,6410,91347.0,9929045.0
2004-11-11,9290,10450,9100,10450,86910,103759.0,9929045.0
2004-11-12,10650,12000,10200,12000,286300,119149.0,9929045.0
2004-11-15,12050,13200,11750,11750,173540,116666.0,9929045.0
2004-11-16,12100,13450,12000,13100,157653,130070.0,9929045.0
2004-11-17,13500,14600,13100,14500,183740,143971.0,9929045.0
2004-11-18,13950,14300,13300,13800,74189,137021.0,9929045.0
2004-11-19,14000,14200,13300,13600,78090,135035.0,9929045.0
2004-11-22,13050,13500,12650,13000,57650,129078.0,9929045.0
2004-11-23,13100,13250,12700,13200,34291,131063.0,9929045.0
2004-11-24,12950,14150,12900,13800,72800,137021.0,9929045.0
2004-11-25,14000,14250,13650,13950,38050,138510.0,9929045.0
2004-11-26,14000,14450,13600,13600,54420,135035.0,9929045.0
2004-11-29,13600,14150,13500,14150,45790,140496.0,9929045.0
2004-11-30,14150,14150,13450,13450,33400,133546.0,9929045.0
2004-12-01,13200,13800,13150,13600,26590,135035.0,9929045.0
2004-12-02,13900,14000,13200,13300,26320,132056.0,9929045.0
2004-12-03,13350,13800,12500,13100,18660,130070.0,9929045.0
2004-12-06,13350,13400,13000,13300,7650,132056.0,9929045.0
2004-12-07,13050,13400,13050,13300,11450,132056.0,9929045.0
2004-12-08,13150,13850,13150,13250,13226,131560.0,9929045.0
2004-12-09,13350,13450,12950,13400,18250,133049.0,9929045.0
2004-12-10,13500,13500,12800,13000,6820,129078.0,9929045.0
2004-12-13,13300,13300,12750,13050,3940,129574.0,9929045.0
2004-12-14,12700,12950,12650,12650,9972,125602.0,9929045.0
2004-12-15,12700,12950,12700,12850,9360,127588.0,9929045.0
2004-12-16,12800,13400,12600,13400,11570,133049.0,9929045.0
2004-12-17,13900,13900,13300,13300,9400,132056.0,9929045.0
2004-12-20,13600,13800,13400,13750,15840,136524.0,9929045.0
2004-12-21,13600,14100,13600,13600,6239,135035.0,9929045.0
2004-12-22,13600,13900,13100,13400,7610,133049.0,9929045.0
2004-12-23,13300,13550,13150,13150,12990,130567.0,9929045.0
2004-12-24,13500,13500,13100,13150,5460,130567.0,9929045.0
2004-12-27,13000,13600,12750,12900,19510,128085.0,9929045.0
2004-12-28,12700,13400,12700,13000,12381,129078.0,9929045.0
2004-12-29,12500,13000,12500,12750,7980,126595.0,9929045.0
2004-12-30,12650,13200,12650,13200,7634,131063.0,9929045.0
2005-01-03,13000,13250,12900,12950,3810,128581.0,9929045.0
2005-01-04,12800,13250,12800,12900,4950,128085.0,9929045.0
2005-01-05,12800,12900,12500,12700,11030,126099.0,9929045.0
2005-01-06,12650,12950,12600,12650,10206,125602.0,9929045.0
2005-01-07,12600,12900,12550,12800,5320,127092.0,9929045.0
2005-01-10,13000,13000,12250,12600,10810,125106.0,9929045.0
2005-01-11,12250,12850,12200,12750,16130,126595.0,9929045.0
2005-01-12,13000,13000,12300,12350,2670,122624.0,9929045.0
2005-01-13,12350,12700,12100,12450,9470,123617.0,9929045.0
2005-01-14,12500,12500,12150,12250,7060,121631.0,9929045.0
2005-01-17,12350,12550,12000,12350,8440,122624.0,9929045.0
2005-01-18,12150,12200,11700,11700,26430,116170.0,9929045.0
2005-01-19,11650,11650,10750,11300,55650,112198.0,9929045.0
2005-01-20,11550,11550,10700,10850,41010,107730.0,9929045.0
2005-01-21,11100,11450,10700,11250,43450,111702.0,9929045.0
2005-01-24,11800,11800,11150,11450,37644,113688.0,9929045.0
2005-01-25,11250,11500,10900,11000,18530,109219.0,9929045.0
2005-01-26,10900,11250,10850,10900,40003,108227.0,9929045.0
2005-01-27,11000,11350,11000,11150,40681,110709.0,9929045.0
2005-01-28,11250,11300,10950,11100,29780,110212.0,9929045.0
2005-01-31,11150,12600,11150,12250,182561,121631.0,9929045.0
2005-02-01,12000,12500,11850,12250,50060,121631.0,9929045.0
2005-02-02,13200,13300,12550,12700,81592,126099.0,9929045.0
2005-02-03,12500,13550,12500,13350,58483,132553.0,9929045.0
2005-02-04,13100,13700,12950,13550,50843,134539.0,9929045.0
2005-02-07,13500,15350,13500,14500,138045,143971.0,9929045.0
2005-02-11,14450,14900,14150,14900,35340,147943.0,9929045.0
2005-02-14,14750,15350,14550,14750,32329,146453.0,9929045.0
2005-02-15,14800,14800,14150,14450,73200,143475.0,9929045.0
2005-02-16,14400,14600,13500,14400,57610,142978.0,9929045.0
2005-02-17,14400,14700,14100,14550,56699,144468.0,9929045.0
2005-02-18,14450,16450,14450,16000,139832,158865.0,9929045.0
2005-02-21,16200,18400,16200,18400,139561,182694.0,9929045.0
2005-02-22,19400,20500,18500,19650,161650,195106.0,9929045.0
2005-02-23,19650,21600,18700,21500,144966,213474.0,9929045.0
2005-02-24,21500,22300,21000,22050,71280,218935.0,9929045.0
2005-02-25,21850,22500,20300,22200,108070,220425.0,9929045.0
2005-02-28,22100,22450,21200,21900,34500,217446.0,9929045.0
2005-03-02,22300,22400,20800,21050,35803,209006.0,9929045.0
2005-03-03,21350,24100,20300,22800,51010,226382.0,9929045.0
2005-03-04,23500,25500,22600,25300,104910,251205.0,9929045.0
2005-03-07,26800,27500,24600,25000,113990,248226.0,9929045.0
2005-03-08,25900,25900,22600,23300,57720,231347.0,9929045.0
2005-03-09,22600,26750,22000,26750,203303,265602.0,9929045.0
2005-03-10,26800,28000,22750,23500,174236,233333.0,9929045.0
2005-03-11,24000,24200,22300,22500,113156,223404.0,9929045.0
2005-03-14,23000,24500,22500,23300,177940,231347.0,9929045.0
2005-03-15,23300,23700,21700,21750,113069,215957.0,9929045.0
2005-03-16,21150,21750,20400,21200,82450,210496.0,9929045.0
2005-03-17,20600,21150,19400,19800,96323,196595.0,9929045.0
2005-03-18,19500,22750,19450,22750,202033,225886.0,9929045.0
2005-03-21,23500,23500,20500,20900,155310,207517.0,9929045.0
2005-03-22,20700,21350,19500,19550,182540,194113.0,9929045.0
2005-03-23,19500,19550,18100,18550,117005,184184.0,9929045.0
2005-03-24,18800,19000,17700,17900,100430,177730.0,9929045.0
2005-03-25,17600,18300,17200,17900,76236,177730.0,9929045.0
2005-03-28,18100,19450,18100,19000,157340,188652.0,9929045.0
2005-03-29,19400,19400,17750,18050,133500,179219.0,9929045.0
2005-03-30,18300,20750,18200,20750,312456,206028.0,9929045.0
2005-03-31,21000,21050,19950,20300,185296,201560.0,9929045.0
2005-04-01,20300,21700,20000,20700,229145,205531.0,9929045.0
2005-04-04,20900,21300,20500,21150,102417,209999.0,9929045.0
2005-04-06,21700,22450,21200,21300,185773,211489.0,9929045.0
2005-04-07,21000,21300,20150,20600,112463,204538.0,9929045.0
2005-04-08,20550,20850,19800,20000,75560,198581.0,9929045.0
2005-04-11,19800,19900,19100,19650,47410,195106.0,9929045.0
2005-04-12,19450,19800,19300,19550,44141,194113.0,9929045.0
2005-04-13,19350,20150,19350,20000,31895,198581.0,9929045.0
2005-04-14,20100,20100,18800,19100,49114,189645.0,9929045.0
2005-04-15,18650,19000,18100,18500,42150,183687.0,9929045.0
2005-04-18,18000,18250,17000,17700,59400,175744.0,9929045.0
2005-04-19,17500,18000,17450,17900,58740,177730.0,9929045.0
2005-04-20,18200,18500,17500,17650,65239,175248.0,9929045.0
2005-04-21,17000,17750,16900,17500,28490,173758.0,9929045.0
2005-04-22,17900,19000,17800,18550,78899,184184.0,9929045.0
2005-04-25,18300,18600,18000,18100,31789,179716.0,9929045.0
2005-04-26,18300,18400,17550,17550,27310,174255.0,9929045.0
2005-04-27,17400,17800,16800,17400,42100,172765.0,9929045.0
2005-04-28,17250,17400,16600,16600,32110,164822.0,9929045.0
2005-04-29,16500,16750,15150,16150,102030,160354.0,9929045.0
2005-05-02,16300,16400,15800,15900,20850,157872.0,9929045.0
2005-05-03,15950,16750,15850,16150,72790,160354.0,9929045.0
2005-05-04,16450,17600,16400,17150,101690,170283.0,9929045.0
2005-05-06,17500,17750,16850,17050,35150,169290.0,9929045.0
2005-05-09,17200,17200,16350,16600,30250,164822.0,9929045.0
2005-05-10,16650,16800,16200,16200,20029,160851.0,9929045.0
2005-05-11,15800,16000,15400,15400,40620,152907.0,9929045.0
2005-05-12,15400,16150,15350,15400,72570,152907.0,9929045.0
2005-05-13,15150,15450,14950,15150,55527,150425.0,9929045.0
2005-05-16,15650,17150,15600,16400,186100,162836.0,9929045.0
2005-05-17,16700,16900,15750,16000,95784,158865.0,9929045.0
2005-05-18,15900,16450,15600,16300,58863,161843.0,9929045.0
2005-05-19,16600,17300,16600,17150,73240,170283.0,9929045.0
2005-05-20,17150,17800,17050,17050,60853,169290.0,9929045.0
2005-05-23,17700,17700,17050,17050,33199,169290.0,9929045.0
2005-05-24,17100,17300,16700,16900,27844,167801.0,9929045.0
2005-05-25,16800,17100,16500,16500,23298,163829.0,9929045.0
2005-05-26,16350,16650,16300,16650,11430,165319.0,9929045.0
2005-05-27,16650,16900,16600,16800,37335,166808.0,9929045.0
2005-05-30,16900,17900,16700,17500,40220,173758.0,9929045.0
2005-05-31,17500,17900,17050,17350,18790,172269.0,9929045.0
2005-06-01,17200,17700,17050,17400,22860,172765.0,9929045.0
2005-06-02,17900,18350,17700,17750,58880,176241.0,9929045.0
2005-06-03,17800,18200,17600,17950,21405,178226.0,9929045.0
2005-06-07,18000,18000,17300,17300,30630,171772.0,9929045.0
2005-06-08,17350,17650,17050,17200,31880,170780.0,9929045.0
2005-06-09,17100,17400,16950,17400,46650,172765.0,9929045.0
2005-06-10,17400,18450,17200,18200,79220,180709.0,9929045.0
2005-06-13,18500,18850,18200,18250,70020,181205.0,9929045.0
2005-06-14,18000,18300,17800,18300,28880,181702.0,9929045.0
2005-06-15,18300,18800,18000,18800,58670,186666.0,9929045.0
2005-06-16,19000,19350,18500,18750,61590,186170.0,9929045.0
2005-06-17,19150,19200,18250,19200,104630,190638.0,9929045.0
2005-06-20,19900,20000,18900,19000,54885,188652.0,9929045.0
2005-06-21,18900,19100,18500,18500,23750,183687.0,9929045.0
2005-06-22,18700,19100,18400,19000,39430,188652.0,9929045.0
2005-06-23,18700,19100,18600,18600,29012,184680.0,9929045.0
2005-06-24,18350,18800,18350,18650,27990,185177.0,9929045.0
2005-06-27,18650,19550,18650,19250,78686,191134.0,9929045.0
2005-06-28,19800,19950,19300,19900,70879,197588.0,9929045.0
2005-06-29,19900,20200,19450,19500,59641,193616.0,9929045.0
2005-06-30,19500,21050,19350,20900,97277,207517.0,9929045.0
2005-07-01,20900,22100,20800,21300,92103,211489.0,9929045.0
2005-07-04,21550,22850,20900,22700,110650,225389.0,9929045.0
2005-07-05,22800,23150,22150,22550,90400,223900.0,9929045.0
2005-07-06,22400,23450,22050,22200,70182,220425.0,9929045.0
2005-07-07,22000,22600,21700,21700,46270,215460.0,9929045.0
2005-07-08,21500,21900,20650,20900,66900,207517.0,9929045.0
2005-07-11,21000,21400,20700,21350,53120,211985.0,9929045.0
2005-07-12,21600,21750,20700,20700,40360,205531.0,9929045.0
2005-07-13,20500,20950,20200,20500,51665,203545.0,9929045.0
2005-07-14,20600,21600,20600,21300,65665,211489.0,9929045.0
2005-07-15,21350,22900,21350,22200,91550,220425.0,9929045.0
2005-07-18,22800,22800,21800,22300,46980,221418.0,9929045.0
2005-07-19,22250,22800,21900,22650,47930,224893.0,9929045.0
2005-07-20,22400,22900,21000,21900,62590,217446.0,9929045.0
2005-07-21,21900,22350,21200,22000,42260,218439.0,9929045.0
2005-07-22,21700,22300,21400,21850,29000,216950.0,9929045.0
2005-07-25,21850,22550,21800,22300,36840,221418.0,9929045.0
2005-07-26,22150,22200,21650,21650,37800,214964.0,9929045.0
2005-07-27,21900,21900,20800,21200,92040,210496.0,9929045.0
2005-07-28,21550,21550,20550,20550,64670,204042.0,9929045.0
2005-07-29,20500,20500,19850,19900,75950,197588.0,9929045.0
2005-08-01,19850,20300,19450,19900,32392,197588.0,9929045.0
2005-08-02,19850,19950,19250,19500,55890,193616.0,9929045.0
2005-08-03,19750,20200,19350,19950,59498,198084.0,9929045.0
2005-08-04,19750,19950,18900,18900,89553,187659.0,9929045.0
2005-08-05,18800,18900,17500,17950,74288,178226.0,9929045.0
2005-08-08,17900,17950,17200,17300,32026,171772.0,9929045.0
2005-08-09,17150,18200,17150,18100,30293,179716.0,9929045.0
2005-08-10,18400,18500,17700,17750,46409,176241.0,9929045.0
2005-08-11,17750,18350,17700,18300,30650,181702.0,9929045.0
2005-08-12,18550,18600,18100,18600,32200,184680.0,9929045.0
2005-08-16,18900,18900,18600,18750,25729,186170.0,9929045.0
2005-08-17,18600,18600,18150,18400,23680,182694.0,9929045.0
2005-08-18,18350,18850,18000,18150,31400,180212.0,9929045.0
2005-08-19,17850,17900,17300,17450,28961,173262.0,9929045.0
2005-08-22,17500,18750,17500,18650,65010,185177.0,9929045.0
2005-08-23,18650,19200,18000,19100,59211,189645.0,9929045.0
2005-08-24,19400,19650,18800,19300,60073,191631.0,9929045.0
2005-08-25,19050,19650,19000,19450,56940,193120.0,9929045.0
2005-08-26,19450,20150,19300,19500,69567,193616.0,9929045.0
2005-08-29,19050,19300,18100,18700,26770,185673.0,9929045.0
2005-08-30,19500,19500,18200,18400,25480,182694.0,9929045.0
2005-08-31,18300,18700,17950,18100,48170,179716.0,9929045.0
2005-09-01,18100,18500,18000,18450,32220,183191.0,9929045.0
2005-09-02,18550,18700,18050,18350,49769,182198.0,9929045.0
2005-09-05,18500,18950,18400,18800,38740,186666.0,9929045.0
2005-09-06,18700,19300,18700,19000,41711,188652.0,9929045.0
2005-09-07,19050,19300,18750,18800,22860,186666.0,9929045.0
2005-09-08,18950,19100,18600,18800,59919,186666.0,9929045.0
2005-09-09,18650,18900,18650,18900,23240,187659.0,9929045.0
2005-09-12,18900,19100,18750,18750,31710,186170.0,9929045.0
2005-09-13,18750,18750,18400,18550,36770,184184.0,9929045.0
2005-09-14,18600,18600,18200,18200,29830,180709.0,9929045.0
2005-09-15,18000,18400,17300,17500,132220,173758.0,9929045.0
2005-09-16,17700,17900,17600,17750,41270,176241.0,9929045.0
2005-09-20,19000,19300,18750,19100,345829,189645.0,9929045.0
2005-09-21,18750,18900,18050,18100,144091,179716.0,9929045.0
2005-09-22,18100,18100,17650,17850,89675,177233.0,9929045.0
2005-09-23,17850,18000,17450,17500,56860,173758.0,9929045.0
2005-09-26,17500,17900,17500,17800,28744,176737.0,9929045.0
2005-09-27,17700,18200,17700,17750,48242,176241.0,9929045.0
2005-09-28,18100,19000,17850,19000,124043,188652.0,9929045.0
2005-09-29,19000,19300,18600,18800,56676,186666.0,9929045.0
2005-09-30,18850,19900,18850,19200,80563,190638.0,9929045.0
2005-10-04,19150,20000,19150,19900,53240,197588.0,9929045.0
2005-10-05,20000,20500,19450,19450,71683,193120.0,9929045.0
2005-10-06,19400,19400,18650,18700,45480,185673.0,9929045.0
2005-10-07,18700,19350,18650,18900,34331,187659.0,9929045.0
2005-10-10,19400,20250,19400,20000,106469,198581.0,9929045.0
2005-10-11,20000,20100,19200,19850,72861,197092.0,9929045.0
2005-10-12,19850,19900,19150,19900,124790,197588.0,9929045.0
2005-10-13,19500,19950,19300,19800,75481,196595.0,9929045.0
2005-10-14,19700,19750,19300,19350,39650,192127.0,9929045.0
2005-10-17,19550,19550,18450,18600,50110,184680.0,9929045.0
2005-10-18,18600,18700,18400,18500,46019,183687.0,9929045.0
2005-10-19,18300,18350,17700,18350,59851,182198.0,9929045.0
2005-10-20,18050,19400,18000,18900,112599,187659.0,9929045.0
2005-10-21,19000,20600,18600,19850,334437,197092.0,9929045.0
2005-10-24,20000,20800,19350,20450,237899,203049.0,9929045.0
2005-10-25,20200,20450,19800,20150,173380,200070.0,9929045.0
2005-10-26,20050,20750,19850,20600,164921,204538.0,9929045.0
2005-10-27,20600,21300,20000,20800,140540,206524.0,9929045.0
2005-10-28,20600,20600,19900,20200,46360,200567.0,9929045.0
2005-10-31,20450,20750,19950,20750,60224,206028.0,9929045.0
2005-11-01,20600,20850,20300,20300,86714,201560.0,9929045.0
2005-11-02,20250,21250,20200,20400,161009,202553.0,9929045.0
2005-11-03,20850,20950,20350,20550,52840,204042.0,9929045.0
2005-11-04,20550,21000,20350,20750,66830,206028.0,9929045.0
2005-11-07,20800,21950,20800,21600,104558,214467.0,9929045.0
2005-11-08,21700,21900,21200,21600,50190,214467.0,9929045.0
2005-11-09,21850,22500,21600,22100,109201,219432.0,9929045.0
2005-11-10,22200,22500,21850,21850,54992,216950.0,9929045.0
2005-11-11,21900,22250,21100,21450,77760,212978.0,9929045.0
2005-11-14,21350,21500,21100,21150,73411,209999.0,9929045.0
2005-11-15,21000,21000,19950,20200,147218,200567.0,9929045.0
2005-11-16,20050,20100,19850,20000,93210,198581.0,9929045.0
2005-11-17,19850,20100,19450,19600,115056,194609.0,9929045.0
2005-11-18,19800,20050,19050,19300,128140,191631.0,9929045.0
2005-11-21,19450,19750,19150,19450,66192,193120.0,9929045.0
2005-11-22,19500,19600,18900,18900,64408,187659.0,9929045.0
2005-11-23,19050,19200,18800,18900,85210,187659.0,9929045.0
2005-11-24,18900,19300,18800,19000,58761,188652.0,9929045.0
2005-11-25,18900,19100,18850,19000,112234,188652.0,9929045.0
2005-11-28,19000,19300,18900,18900,50510,187659.0,9929045.0
2005-11-29,18850,18850,18200,18600,56460,184680.0,9929045.0
2005-11-30,18650,19350,18650,19350,80910,192127.0,9929045.0
2005-12-01,19250,19500,19100,19250,34331,191134.0,9929045.0
2005-12-02,19100,19200,18800,18800,61163,186666.0,9929045.0
2005-12-05,19000,19100,18400,18600,64910,184680.0,9929045.0
2005-12-06,18400,18600,18200,18250,70210,181205.0,9929045.0
2005-12-07,18400,18400,17400,17600,111720,174751.0,9929045.0
2005-12-08,17600,17800,17200,17250,88069,171276.0,9929045.0
2005-12-09,17250,17600,17200,17250,58520,171276.0,9929045.0
2005-12-12,17050,17650,17050,17300,63772,171772.0,9929045.0
2005-12-13,17700,17700,17200,17450,63770,173262.0,9929045.0
2005-12-14,17600,17700,17150,17200,97487,170780.0,9929045.0
2005-12-15,17350,17400,16850,16850,95127,167304.0,9929045.0
2005-12-16,16800,16800,15750,16200,138991,160851.0,9929045.0
2005-12-19,16000,16300,15950,16150,59321,160354.0,9929045.0
2005-12-20,15900,16650,15900,16550,59523,164326.0,9929045.0
2005-12-21,16600,16650,16350,16450,32922,163333.0,9929045.0
2005-12-22,16550,16550,15700,15700,86701,155886.0,9929045.0
2005-12-23,15850,16100,15300,16050,36920,159361.0,9929045.0
2005-12-26,16150,17200,16150,16900,64270,167801.0,9929045.0
2005-12-27,16900,17050,16700,16700,37871,165815.0,9929045.0
2005-12-28,16400,16650,16200,16550,22040,164326.0,9929045.0
2005-12-29,16200,16750,16200,16700,39516,165815.0,9929045.0
2006-01-02,16550,16900,16400,16400,30260,162836.0,9929045.0
2006-01-03,16500,16500,16000,16200,45796,160851.0,9929045.0
2006-01-04,16200,16400,16050,16100,62340,159858.0,9929045.0
2006-01-05,16100,16800,16050,16800,86180,166808.0,9929045.0
2006-01-06,17000,18000,16950,17750,163754,176241.0,9929045.0
2006-01-09,18000,18000,17350,17400,45380,172765.0,9929045.0
2006-01-10,17250,17400,16950,17100,34340,169787.0,9929045.0
2006-01-11,17050,17450,16900,16900,31380,167801.0,9929045.0
2006-01-12,17000,17550,17000,17350,38530,172269.0,9929045.0
2006-01-13,17350,17400,16850,17400,44950,172765.0,9929045.0
2006-01-16,17400,17750,17200,17400,25956,172765.0,9929045.0
2006-01-17,17500,17750,17300,17300,63281,171772.0,9929045.0
2006-01-18,17350,17600,16250,16550,68881,164326.0,9929045.0
2006-01-19,16600,16900,16350,16400,26113,162836.0,9929045.0
2006-01-20,16250,16700,15600,15600,36170,154893.0,9929045.0
2006-01-23,14900,15500,14200,14500,54681,143971.0,9929045.0
2006-01-24,14900,14900,14100,14400,56339,142978.0,9929045.0
2006-01-25,14200,15150,14200,14750,53374,146453.0,9929045.0
2006-01-26,14850,15300,14650,14900,16630,147943.0,9929045.0
2006-01-27,15000,15450,15000,15450,26680,153404.0,9929045.0
2006-01-31,15400,15750,15300,15400,21610,152907.0,9929045.0
2006-02-01,15200,15350,14600,14750,28590,146453.0,9929045.0
