LG생활건강(051900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-04-25,11900,13650,11900,13650,26150,213188.0,15618197.0
2001-04-26,15650,15650,15650,15650,87500,244425.0,15618197.0
2001-04-27,17950,17950,16600,17950,2002100,280347.0,15618197.0
2001-04-30,18900,19500,17500,18000,1296800,281128.0,15618197.0
2001-05-02,18500,20700,17750,20700,1081050,323297.0,15618197.0
2001-05-03,20700,20700,19750,20250,698750,316268.0,15618197.0
2001-05-04,19500,19700,18600,18850,463860,294403.0,15618197.0
2001-05-07,18900,19550,18400,18700,438060,292060.0,15618197.0
2001-05-08,18300,19000,18300,19000,396410,296746.0,15618197.0
2001-05-09,19000,19350,18700,18950,136030,295965.0,15618197.0
2001-05-10,18950,21750,18800,21750,1047100,339696.0,15618197.0
2001-05-11,22200,24700,22100,24000,866480,374837.0,15618197.0
2001-05-14,23150,23800,22250,23200,644860,362342.0,15618197.0
2001-05-15,23300,24350,22700,23800,431160,371713.0,15618197.0
2001-05-16,24000,24700,23300,23700,240360,370151.0,15618197.0
2001-05-17,24100,26600,23300,24800,541670,387331.0,15618197.0
2001-05-18,24550,26800,24550,25950,703620,405292.0,15618197.0
2001-05-21,26900,27900,26450,26800,294630,418568.0,15618197.0
2001-05-22,26800,27500,25600,26400,389230,412320.0,15618197.0
2001-05-23,26200,26200,25200,25900,358410,404511.0,15618197.0
2001-05-24,25200,27500,25200,27150,544850,424034.0,15618197.0
2001-05-25,27000,28150,27000,27950,442350,436529.0,15618197.0
2001-05-28,27950,28400,27000,27500,153070,429500.0,15618197.0
2001-05-29,27500,30000,27500,28900,552730,451366.0,15618197.0
2001-05-30,28550,32800,28550,31600,626950,493535.0,15618197.0
2001-05-31,31500,34500,30500,31600,432820,493535.0,15618197.0
2001-06-01,31600,32700,29400,30000,489550,468546.0,15618197.0
2001-06-04,30000,30850,27700,28150,256260,439652.0,15618197.0
2001-06-05,27700,28650,27200,27300,332650,426377.0,15618197.0
2001-06-07,27600,28800,27600,28300,325340,441995.0,15618197.0
2001-06-08,29000,30400,28300,30000,383800,468546.0,15618197.0
2001-06-11,29300,30350,29300,30000,129920,468546.0,15618197.0
2001-06-12,29550,30100,29200,29600,89400,462299.0,15618197.0
2001-06-13,29100,29500,29100,29500,111760,460737.0,15618197.0
2001-06-14,29300,31200,29050,30750,223420,480260.0,15618197.0
2001-06-15,31000,31500,29800,30300,205900,473231.0,15618197.0
2001-06-18,30700,30850,29500,29500,69510,460737.0,15618197.0
2001-06-19,29000,29900,29000,29500,83810,460737.0,15618197.0
2001-06-20,29800,31500,29500,31000,370480,484164.0,15618197.0
2001-06-21,31000,31400,29000,29000,176370,452928.0,15618197.0
2001-06-22,29050,29300,27700,29250,88450,456832.0,15618197.0
2001-06-25,29300,31200,29300,30700,207320,479479.0,15618197.0
2001-06-26,30900,30900,29300,29500,60130,460737.0,15618197.0
2001-06-27,29700,30400,29300,29500,50700,460737.0,15618197.0
2001-06-28,29000,29800,29000,29500,34720,460737.0,15618197.0
2001-06-29,29550,30000,29050,29450,60320,459956.0,15618197.0
2001-07-02,29100,29300,28200,28200,221130,440433.0,15618197.0
2001-07-03,28500,28800,28000,28250,121320,441214.0,15618197.0
2001-07-04,28300,28600,27300,28400,127390,443557.0,15618197.0
2001-07-05,29300,29300,28000,28000,53820,437310.0,15618197.0
2001-07-06,27000,27800,27000,27300,84750,426377.0,15618197.0
2001-07-09,27000,27000,26100,27000,82320,421691.0,15618197.0
2001-07-10,26550,27300,26150,26650,57170,416225.0,15618197.0
2001-07-11,25700,26200,25700,26000,123980,406073.0,15618197.0
2001-07-12,26050,27000,26050,26300,71980,410759.0,15618197.0
2001-07-13,26800,27000,26400,26500,64370,413882.0,15618197.0
2001-07-16,26500,27150,26000,26550,60990,414663.0,15618197.0
2001-07-18,26600,26900,26100,26400,40510,412320.0,15618197.0
2001-07-19,26200,26600,25800,26000,47170,406073.0,15618197.0
2001-07-20,26000,26750,26000,26300,99850,410759.0,15618197.0
2001-07-23,26200,26250,23500,23800,124700,371713.0,15618197.0
2001-07-24,23500,23500,22100,23100,86480,360780.0,15618197.0
2001-07-25,23100,23100,22150,22900,58430,357657.0,15618197.0
2001-07-26,23500,23600,22550,23050,64340,359999.0,15618197.0
2001-07-27,23200,23700,22900,23400,97620,365466.0,15618197.0
2001-07-30,23400,23400,22600,23000,50110,359219.0,15618197.0
2001-07-31,22500,23100,22500,23100,56240,360780.0,15618197.0
2001-08-01,23400,25050,23200,24800,154890,387331.0,15618197.0
2001-08-02,25000,25050,24000,24800,100720,387331.0,15618197.0
2001-08-03,25000,25800,24500,25200,56600,393579.0,15618197.0
2001-08-06,25200,25800,24750,25500,55150,398264.0,15618197.0
2001-08-07,25700,25900,25450,25800,94860,402949.0,15618197.0
2001-08-08,25800,26200,25600,25900,97600,404511.0,15618197.0
2001-08-09,25900,26450,25850,26000,559420,406073.0,15618197.0
2001-08-10,25800,26100,25000,25700,73620,401388.0,15618197.0
2001-08-13,26000,26000,25000,25700,97400,401388.0,15618197.0
2001-08-14,25100,25850,25000,25800,121200,402949.0,15618197.0
2001-08-16,25600,26100,25200,25700,92880,401388.0,15618197.0
2001-08-17,25500,25700,25300,25600,35990,399826.0,15618197.0
2001-08-20,24700,25200,24700,25200,16990,393579.0,15618197.0
2001-08-21,25150,25200,24450,24650,34930,384989.0,15618197.0
2001-08-22,24650,24650,24200,24200,41830,377960.0,15618197.0
2001-08-23,24300,24600,24150,24300,168070,379522.0,15618197.0
2001-08-24,24050,24400,23800,24200,45880,377960.0,15618197.0
2001-08-27,24200,25600,24200,25200,135330,393579.0,15618197.0
2001-08-28,25000,25250,24900,25250,109380,394359.0,15618197.0
2001-08-29,25000,25600,25000,25250,66550,394359.0,15618197.0
2001-08-30,25150,25250,24400,25200,30460,393579.0,15618197.0
2001-08-31,25000,25000,24200,24600,91020,384208.0,15618197.0
2001-09-03,26200,26200,24700,25750,213270,402169.0,15618197.0
2001-09-04,25500,26000,25150,25300,141450,395140.0,15618197.0
2001-09-05,25200,25550,25200,25450,27530,397483.0,15618197.0
2001-09-06,25700,25900,25500,25800,75020,402949.0,15618197.0
2001-09-07,25200,26000,25200,25850,53580,403730.0,15618197.0
2001-09-10,25400,26150,25400,25800,21390,402949.0,15618197.0
2001-09-11,25800,26000,25750,25800,81390,402949.0,15618197.0
2001-09-12,21950,23200,21950,22900,90860,357657.0,15618197.0
2001-09-13,23800,25000,23200,25000,93360,390455.0,15618197.0
2001-09-14,24500,25300,24400,24950,151770,389674.0,15618197.0
2001-09-17,24900,25300,24300,25000,71260,390455.0,15618197.0
2001-09-18,25000,25700,25000,25300,144300,395140.0,15618197.0
2001-09-19,25400,25800,25400,25700,44210,401388.0,15618197.0
2001-09-20,25300,25700,24900,25700,63280,401388.0,15618197.0
2001-09-21,25300,25800,25000,25800,27160,402949.0,15618197.0
2001-09-24,26000,26300,25800,26050,101830,406854.0,15618197.0
2001-09-25,26800,26800,25800,26300,153510,410759.0,15618197.0
2001-09-26,26300,27000,26300,27000,121010,421691.0,15618197.0
2001-09-27,27000,27100,26300,27000,74560,421691.0,15618197.0
2001-09-28,27000,28000,26950,28000,115030,437310.0,15618197.0
2001-10-04,27800,28100,26900,26900,144470,420129.0,15618197.0
2001-10-05,27500,27500,27000,27100,48640,423253.0,15618197.0
2001-10-08,27100,27350,26600,27300,30760,426377.0,15618197.0
2001-10-09,27900,27900,27050,27050,55010,422472.0,15618197.0
2001-10-10,27100,27300,27000,27050,17680,422472.0,15618197.0
2001-10-11,27200,27300,27000,27100,40950,423253.0,15618197.0
2001-10-12,27000,27400,26800,27100,58770,423253.0,15618197.0
2001-10-15,27000,27100,26700,26900,25220,420129.0,15618197.0
2001-10-16,27000,28200,27000,27800,99840,434186.0,15618197.0
2001-10-17,27600,27950,27100,27900,54340,435748.0,15618197.0
2001-10-18,27700,27700,26450,27000,66900,421691.0,15618197.0
2001-10-19,26900,27650,26700,27400,64460,427939.0,15618197.0
2001-10-22,27700,27700,27050,27200,24400,424815.0,15618197.0
2001-10-23,26800,27800,26800,27650,122410,431843.0,15618197.0
2001-10-24,27400,28500,27400,28400,104240,443557.0,15618197.0
2001-10-25,28600,29700,28100,29250,122270,456832.0,15618197.0
2001-10-26,29400,29400,28600,29150,39550,455270.0,15618197.0
2001-10-29,29500,29500,28600,29000,55500,452928.0,15618197.0
2001-10-30,28700,28750,28200,28400,35420,443557.0,15618197.0
2001-10-31,28050,28500,28000,28050,31250,438090.0,15618197.0
2001-11-01,28050,28800,28050,28450,59700,444338.0,15618197.0
2001-11-02,28300,28800,28200,28500,41640,445119.0,15618197.0
2001-11-05,29000,29000,28350,28600,53550,446680.0,15618197.0
2001-11-06,29000,29000,28300,28300,67350,441995.0,15618197.0
2001-11-07,28100,28300,28000,28000,29270,437310.0,15618197.0
2001-11-08,28200,28600,28100,28300,75280,441995.0,15618197.0
2001-11-09,28800,29150,28450,29000,67610,452928.0,15618197.0
2001-11-12,29200,29200,28700,29000,26760,452928.0,15618197.0
2001-11-13,28800,28950,28500,28900,30620,451366.0,15618197.0
2001-11-14,28800,29000,28350,28700,113100,448242.0,15618197.0
2001-11-15,28900,28900,27500,28300,115570,441995.0,15618197.0
2001-11-16,28450,29000,28300,28600,60120,446680.0,15618197.0
2001-11-19,28900,29500,28600,29050,73650,453709.0,15618197.0
2001-11-20,29100,30400,29000,29400,119100,459175.0,15618197.0
2001-11-21,29450,30500,29400,30300,123400,473231.0,15618197.0
2001-11-22,30500,31450,30050,31450,96950,491192.0,15618197.0
2001-11-23,31950,32450,31250,32100,150010,501344.0,15618197.0
2001-11-26,31900,33200,31700,32650,179190,509934.0,15618197.0
2001-11-27,32800,32900,31500,31700,108560,495097.0,15618197.0
2001-11-28,31250,31700,30650,31000,69750,484164.0,15618197.0
2001-11-29,30100,31500,30100,31500,80320,491973.0,15618197.0
2001-11-30,31100,31700,31000,31400,90410,490411.0,15618197.0
2001-12-03,31100,32800,31050,32800,84490,512277.0,15618197.0
2001-12-04,33200,33300,30100,31550,83540,492754.0,15618197.0
2001-12-05,31600,31900,31050,31200,92080,487288.0,15618197.0
2001-12-06,32400,32400,29500,29700,263810,463860.0,15618197.0
2001-12-07,30000,30750,29150,30500,151060,476355.0,15618197.0
2001-12-10,30500,31650,29700,31400,263290,490411.0,15618197.0
2001-12-11,30450,31500,30450,31500,187320,491973.0,15618197.0
2001-12-12,30900,33000,30900,33000,195720,515401.0,15618197.0
2001-12-13,33000,33050,32200,32700,38180,510715.0,15618197.0
2001-12-14,32800,32800,31700,32500,38780,507591.0,15618197.0
2001-12-17,33000,33000,30800,30800,28000,481040.0,15618197.0
2001-12-18,31000,31300,29300,29600,51700,462299.0,15618197.0
2001-12-19,29150,30050,28000,28500,77700,445119.0,15618197.0
2001-12-20,29450,29450,27950,28700,179520,448242.0,15618197.0
2001-12-21,28300,28700,27550,28100,64390,438871.0,15618197.0
2001-12-24,28100,28650,28100,28400,45060,443557.0,15618197.0
2001-12-26,28400,28600,27900,28050,70600,438090.0,15618197.0
2001-12-27,27800,28400,27400,27800,46700,434186.0,15618197.0
2001-12-28,27800,29300,27800,28900,183690,451366.0,15618197.0
2002-01-02,28900,30250,28500,29500,171185,460737.0,15618197.0
2002-01-03,29500,33900,28800,33200,478240,518524.0,15618197.0
2002-01-04,33900,36750,33500,36000,359530,562255.0,15618197.0
2002-01-07,35000,35700,33600,34600,140555,540390.0,15618197.0
2002-01-08,34600,34600,33500,33900,95145,529457.0,15618197.0
2002-01-09,33000,34000,32600,33600,104895,524771.0,15618197.0
2002-01-10,33100,35250,33000,34600,120031,540390.0,15618197.0
2002-01-11,34850,35500,32650,33100,81959,516962.0,15618197.0
2002-01-14,33100,33550,32900,33500,26410,523210.0,15618197.0
2002-01-15,33500,34850,33000,33000,66943,515401.0,15618197.0
2002-01-16,33500,33750,32200,32750,52890,511496.0,15618197.0
2002-01-17,32750,34100,32000,34000,64536,531019.0,15618197.0
2002-01-18,34900,35900,34200,34800,93767,543513.0,15618197.0
2002-01-21,34800,35800,34100,35400,161239,552884.0,15618197.0
2002-01-22,35600,35800,34850,35100,45870,548199.0,15618197.0
2002-01-23,35100,40350,35100,40350,261685,630194.0,15618197.0
2002-01-24,43000,46300,40500,41000,436331,640346.0,15618197.0
2002-01-25,42000,43400,40000,40600,247794,634099.0,15618197.0
2002-01-28,40050,43300,39250,41250,203183,644251.0,15618197.0
2002-01-29,41100,43900,40900,42000,172636,655964.0,15618197.0
2002-01-30,41000,41000,38500,38500,118924,601301.0,15618197.0
2002-01-31,39500,39900,37450,37900,79757,591930.0,15618197.0
2002-02-01,39000,39600,37700,37900,111050,591930.0,15618197.0
2002-02-04,37150,38350,36000,36250,57106,566160.0,15618197.0
2002-02-05,35350,35600,34050,35000,185087,546637.0,15618197.0
2002-02-06,35200,36300,34800,35300,477069,551322.0,15618197.0
2002-02-07,35300,37350,35200,37000,228707,577873.0,15618197.0
2002-02-08,37000,37050,35750,37050,107346,578654.0,15618197.0
2002-02-14,38000,38700,37050,38700,157910,604424.0,15618197.0
2002-02-15,39000,42000,39000,40900,231551,638784.0,15618197.0
2002-02-18,40400,41400,39000,39800,131156,621604.0,15618197.0
2002-02-19,40300,40300,37400,37500,183608,585682.0,15618197.0
2002-02-20,36750,37400,36150,37400,178444,584121.0,15618197.0
2002-02-21,38000,38000,35700,36200,281980,565379.0,15618197.0
2002-02-22,36000,37000,35650,36450,169236,569283.0,15618197.0
2002-02-25,36600,37800,36600,37200,197406,580997.0,15618197.0
2002-02-26,37900,39750,37800,39000,284597,609110.0,15618197.0
2002-02-27,39000,39550,38150,39250,209624,613014.0,15618197.0
2002-02-28,39050,39250,38500,39000,133892,609110.0,15618197.0
2002-03-04,39000,40550,38600,38700,183611,604424.0,15618197.0
2002-03-05,39300,41000,38200,40650,444269,634880.0,15618197.0
2002-03-06,40750,41300,40100,40300,143401,629413.0,15618197.0
2002-03-07,40500,40600,39200,39200,125247,612233.0,15618197.0
2002-03-08,38550,39100,37600,38100,114956,595053.0,15618197.0
2002-03-11,38000,38950,38000,38950,65690,608329.0,15618197.0
2002-03-12,39000,40100,39000,40000,310967,624728.0,15618197.0
2002-03-13,40600,43600,40200,42200,343770,659088.0,15618197.0
2002-03-14,42200,42700,40400,41500,250540,648155.0,15618197.0
2002-03-15,41500,44550,41000,43400,401653,677830.0,15618197.0
2002-03-18,45300,48750,45000,47300,470702,738741.0,15618197.0
2002-03-19,48000,50900,47300,50900,455332,794966.0,15618197.0
2002-03-20,50900,51900,47500,49900,398332,779348.0,15618197.0
2002-03-21,47700,49150,47650,48500,110055,757483.0,15618197.0
2002-03-22,48500,49300,47650,47700,116971,744988.0,15618197.0
2002-03-25,47500,49000,47500,47650,102528,744207.0,15618197.0
2002-03-26,47550,47550,44250,44700,155246,698133.0,15618197.0
2002-03-27,44800,45400,44500,45000,176967,702819.0,15618197.0
2002-03-28,45100,45900,44000,44050,183162,687982.0,15618197.0
2002-03-29,44050,45100,43800,45000,149240,702819.0,15618197.0
2002-04-01,45600,47100,45000,45000,167286,702819.0,15618197.0
2002-04-02,45000,45000,43000,44950,219184,702038.0,15618197.0
2002-04-03,44900,47200,44400,47000,220122,734055.0,15618197.0
2002-04-04,46800,47800,46050,46650,128975,728589.0,15618197.0
2002-04-08,46500,46500,44450,45450,185625,709847.0,15618197.0
2002-04-09,44700,45400,43850,44400,89490,693448.0,15618197.0
2002-04-10,43700,44400,42600,43000,86527,671582.0,15618197.0
2002-04-11,42000,44300,42000,43950,90547,686420.0,15618197.0
2002-04-12,43000,44000,42550,43500,51980,679392.0,15618197.0
2002-04-15,43500,45000,43250,45000,119413,702819.0,15618197.0
2002-04-16,44100,45250,44100,44300,56848,691886.0,15618197.0
2002-04-17,45100,45800,44000,44350,170401,692667.0,15618197.0
2002-04-18,44350,44700,43700,44000,135036,687201.0,15618197.0
2002-04-19,44000,44350,43400,43450,115701,678611.0,15618197.0
2002-04-22,42600,43300,41500,41800,112184,652841.0,15618197.0
2002-04-23,40250,41600,40250,40900,91696,638784.0,15618197.0
2002-04-24,41150,42400,40400,41200,133537,643470.0,15618197.0
2002-04-25,41500,42600,40200,40200,149119,627852.0,15618197.0
