사조대림(003960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-06-09,56422,57110,53899,55275,353506,138296.0,11476805.0
2004-06-10,55963,63532,55505,61009,2963376,152642.0,11476805.0
2004-06-11,61009,61009,61009,61009,0,152642.0,11476805.0
2004-06-14,61009,61009,61009,61009,0,338161.0,25425605.0
2004-06-15,61009,61009,61009,61009,0,,
2004-06-16,61009,61009,61009,61009,0,,
2004-06-17,61009,61009,61009,61009,0,,
2004-06-18,61009,61009,61009,61009,0,,
2004-06-21,61009,61009,61009,61009,0,,
2004-06-22,61009,61009,61009,61009,0,,
2004-06-23,61009,61009,61009,61009,0,,
2004-06-24,61009,61009,61009,61009,0,,
2004-06-25,61009,61009,61009,61009,0,,
2004-06-28,61009,61009,61009,61009,0,,
2004-06-29,61009,61009,61009,61009,0,,
2004-06-30,52064,52064,52064,52064,3580,288581.0,25425605.0
2004-07-01,44266,44266,44266,44266,3010,245357.0,25425605.0
2004-07-02,37661,37661,37661,37660,14780,208744.0,25425605.0
2004-07-05,32018,40505,32018,35779,4683023,198320.0,25425605.0
2004-07-06,36697,40321,34174,35871,1816222,198828.0,25425605.0
2004-07-07,39541,41239,37294,41238,1565605,228576.0,25425605.0
2004-07-08,42156,47248,41743,47247,2134323,261884.0,25425605.0
2004-07-09,44495,47706,40367,40366,1113271,223745.0,25425605.0
2004-07-12,40367,45046,34404,38853,2520756,215355.0,25425605.0
2004-07-13,38486,38853,33028,33027,1262464,183064.0,25425605.0
2004-07-14,30826,33394,30596,30733,576579,170352.0,25425605.0
2004-07-15,32982,35138,32202,34541,1012226,191455.0,25425605.0
2004-07-16,32202,32844,29404,29403,487990,162978.0,25425605.0
2004-07-19,27752,30275,26147,27018,304390,149757.0,25425605.0
2004-07-20,26789,29541,26606,26605,504790,147469.0,25425605.0
2004-07-21,27431,27523,24633,25688,258860,142383.0,25425605.0
2004-07-22,24725,26972,24633,24678,225944,136790.0,25425605.0
2004-07-23,25092,25505,23165,23394,181711,129671.0,25425605.0
2004-07-26,24771,26881,23899,26880,645244,148994.0,25425605.0
2004-07-27,27064,27523,22890,23853,507938,132213.0,25425605.0
2004-07-28,24312,24312,22064,23027,305670,127637.0,25425605.0
2004-07-29,23394,24771,20826,21559,389799,119500.0,25425605.0
2004-07-30,20688,21950,20321,21169,93276,117339.0,25425605.0
2004-08-02,20780,20780,18005,18004,182499,99795.0,25425605.0
2004-08-03,16881,19266,16078,16972,239925,94075.0,25425605.0
2004-08-04,16972,17569,16147,16284,110628,90261.0,25425605.0
2004-08-05,16009,16743,15734,15917,79700,88227.0,25425605.0
2004-08-06,16055,17431,16055,16238,157946,90007.0,25425605.0
2004-08-09,16284,16628,15849,16055,58820,88990.0,25425605.0
2004-08-10,16514,18349,16055,18302,265803,101448.0,25425605.0
2004-08-11,18257,18693,16972,17752,218000,98397.0,25425605.0
2004-08-12,18349,18349,17431,17614,85027,97634.0,25425605.0
2004-08-13,18991,19312,18349,18348,258453,101702.0,25425605.0
2004-08-16,18739,19495,18349,19013,200030,105389.0,25425605.0
2004-08-17,19037,19495,18349,18853,198393,104499.0,25425605.0
2004-08-18,19128,19128,18119,18119,117130,100431.0,25425605.0
2004-08-19,18578,20505,18303,19449,387602,107805.0,25425605.0
2004-08-20,19725,19954,18578,19036,241238,105516.0,25425605.0
2004-08-23,19817,20917,19541,20412,293854,113144.0,25425605.0
2004-08-24,21514,21514,19908,20045,122830,111110.0,25425605.0
2004-08-25,19541,19954,19037,19266,97765,106788.0,25425605.0
2004-08-26,19266,19541,19037,19266,70735,106788.0,25425605.0
2004-08-27,18807,22156,18807,22155,442410,122806.0,25425605.0
2004-08-30,22523,25459,22156,25458,557000,141112.0,25425605.0
2004-08-31,28807,29266,28440,29266,122830,162215.0,25425605.0
2004-09-01,33624,33624,30734,33623,1199380,186370.0,25425605.0
2004-09-02,34862,38211,32798,35275,988456,195523.0,25425605.0
2004-09-03,34404,36239,31881,35779,1124780,198320.0,25425605.0
2004-09-06,35138,39404,35138,36376,1087955,201625.0,25425605.0
2004-09-07,37569,38532,35550,36376,494135,201625.0,25425605.0
2004-09-08,37294,37294,32110,32110,387617,177979.0,25425605.0
2004-09-09,32110,33440,29908,30642,452363,169843.0,25425605.0
2004-09-10,30917,33349,29450,31422,544893,174165.0,25425605.0
2004-09-13,32982,36101,32615,36100,938503,200100.0,25425605.0
2004-09-14,38028,40000,36055,38394,1448953,212812.0,25425605.0
2004-09-15,39450,39633,37064,38394,634860,212812.0,25425605.0
2004-09-16,38257,38349,35321,35596,441123,197303.0,25425605.0
2004-09-17,35275,37615,35275,36284,283718,201117.0,25425605.0
2004-09-20,33991,36239,33257,33944,247070,188149.0,25425605.0
2004-09-21,33945,35092,32936,34403,243250,190692.0,25425605.0
2004-09-22,34404,35092,30413,31788,381060,176199.0,25425605.0
2004-09-23,31789,33028,30092,30458,97710,168826.0,25425605.0
2004-09-24,31651,33807,31101,31880,216530,176708.0,25425605.0
2004-09-30,33899,36009,32661,35963,330530,199337.0,25425605.0
2004-10-01,34541,35229,33073,33165,183235,183827.0,25425605.0
2004-10-04,33532,34220,32706,33486,238325,185607.0,25425605.0
2004-10-05,33532,33532,32798,33256,97550,184336.0,25425605.0
2004-10-06,33486,33899,32202,32385,140030,179505.0,25425605.0
2004-10-07,32202,32523,31468,31467,94621,174420.0,25425605.0
2004-10-08,30780,32064,30367,31651,96709,175437.0,25425605.0
2004-10-11,31193,32248,30688,30779,58952,170606.0,25425605.0
2004-10-12,30505,31147,29954,30504,63324,169080.0,25425605.0
2004-10-13,29908,30229,28532,28761,87635,159419.0,25425605.0
2004-10-14,28761,29083,26835,27522,93044,152554.0,25425605.0
2004-10-15,27431,27523,26422,26697,125190,147977.0,25425605.0
2004-10-18,26697,30688,26697,30688,210620,170097.0,25425605.0
2004-10-19,30505,32569,29220,30321,225310,168063.0,25425605.0
2004-10-20,31009,32569,30229,30229,138160,167555.0,25425605.0
2004-10-21,30229,31009,29404,29495,80160,163487.0,25425605.0
2004-10-22,29404,30459,27982,28211,34040,156367.0,25425605.0
2004-10-25,27982,29358,26606,27660,53690,153316.0,25425605.0
2004-10-26,27661,28807,27339,27339,23420,151537.0,25425605.0
2004-10-27,27339,27890,26697,26972,20670,149503.0,25425605.0
2004-10-28,26972,27890,26972,27477,21450,152299.0,25425605.0
2004-10-29,28073,29128,27982,27981,53911,155096.0,25425605.0
2004-11-01,28899,29083,27752,28211,26510,156367.0,25425605.0
2004-11-02,28807,28807,27661,27935,24670,154842.0,25425605.0
2004-11-03,28624,29633,27936,29357,95650,162724.0,25425605.0
2004-11-04,29954,29954,28028,28715,45900,159164.0,25425605.0
2004-11-05,28440,28486,27661,28027,45950,155350.0,25425605.0
2004-11-08,28211,28807,27798,28073,23990,155605.0,25425605.0
2004-11-09,27294,28394,27294,27614,19870,153062.0,25425605.0
2004-11-10,27202,28211,27064,27660,25070,153316.0,25425605.0
2004-11-11,28165,28165,27064,27522,26700,152554.0,25425605.0
2004-11-12,27523,28165,27339,27522,33710,152554.0,25425605.0
2004-11-15,28028,28028,27156,27752,26310,153825.0,25425605.0
2004-11-16,27752,28165,27523,27660,27160,153316.0,25425605.0
2004-11-17,27936,28119,27202,27431,19440,152045.0,25425605.0
2004-11-18,27431,27523,26743,26972,23070,149503.0,25425605.0
2004-11-19,28119,30963,28119,30504,255130,169080.0,25425605.0
2004-11-22,30505,30505,28394,28899,111690,160181.0,25425605.0
2004-11-23,29587,29587,28028,28899,50391,160181.0,25425605.0
2004-11-24,27982,28899,27615,27614,58520,153062.0,25425605.0
2004-11-25,27615,27936,27431,27522,19760,152554.0,25425605.0
2004-11-26,27339,28394,27339,27522,27320,152554.0,25425605.0
2004-11-29,27982,29633,27982,28440,90261,157639.0,25425605.0
2004-11-30,28853,31651,28211,29587,262990,163995.0,25425605.0
2004-12-01,29679,31009,29174,29357,102130,162724.0,25425605.0
2004-12-02,29404,29587,28440,28577,73750,158402.0,25425605.0
2004-12-03,28624,29312,28028,28807,63936,159673.0,25425605.0
2004-12-06,29312,30092,28670,29495,96656,163487.0,25425605.0
2004-12-07,29358,30367,28807,29357,183990,162724.0,25425605.0
2004-12-08,29128,29174,27523,27935,100950,154842.0,25425605.0
2004-12-09,27156,28349,27156,27660,44190,153316.0,25425605.0
2004-12-10,27339,28257,27339,27844,33445,154333.0,25425605.0
2004-12-13,27431,28761,27431,27844,63393,154333.0,25425605.0
2004-12-14,27615,29358,27569,27889,82490,154588.0,25425605.0
2004-12-15,28486,29037,27890,28027,74854,155350.0,25425605.0
2004-12-16,28119,28486,27890,28348,20680,157130.0,25425605.0
2004-12-17,27615,28303,27615,27935,42140,154842.0,25425605.0
2004-12-20,31651,32110,30734,32110,179662,177979.0,25425605.0
2004-12-21,36009,36514,27385,32110,573100,177979.0,25425605.0
2004-12-22,33486,36468,30321,35871,497706,198828.0,25425605.0
2004-12-23,37156,41239,36927,41238,1009050,228576.0,25425605.0
2004-12-24,37202,40321,35092,35091,356127,194506.0,25425605.0
2004-12-27,32844,36468,32202,34082,398790,188912.0,25425605.0
2004-12-28,33165,34862,29083,29816,239370,165266.0,25425605.0
2004-12-29,28899,31147,28899,30504,90190,169080.0,25425605.0
2004-12-30,30046,31881,29954,31330,140340,173657.0,25425605.0
2005-01-03,32110,32110,30872,31238,87475,173148.0,25425605.0
2005-01-04,31651,31835,30963,31192,116496,172894.0,25425605.0
2005-01-05,30734,31193,29908,31192,87160,172894.0,25425605.0
2005-01-06,31330,31651,29587,30275,200103,167809.0,25425605.0
2005-01-07,29817,30275,29817,29954,68843,166029.0,25425605.0
2005-01-10,30367,31147,29862,30733,75233,170352.0,25425605.0
2005-01-11,31101,31101,29725,30275,58610,167809.0,25425605.0
2005-01-12,30963,34587,30963,33119,525895,183573.0,25425605.0
2005-01-13,32110,32110,30275,30458,175685,168826.0,25425605.0
2005-01-14,31101,31147,30321,30504,119780,169080.0,25425605.0
2005-01-17,30505,30734,30046,30366,77010,168318.0,25425605.0
2005-01-18,31193,31239,30413,30733,64180,170352.0,25425605.0
2005-01-19,30826,31101,30138,30642,103040,169843.0,25425605.0
2005-01-20,30550,31422,30275,30779,95090,170606.0,25425605.0
2005-01-21,33945,33945,31560,31559,209870,174928.0,25425605.0
2005-01-24,31881,32110,30642,30963,109010,171623.0,25425605.0
2005-01-25,31651,31743,30734,30963,67541,171623.0,25425605.0
2005-01-26,30413,30505,29771,30366,69110,168318.0,25425605.0
2005-01-27,29817,30550,29817,29954,50821,166029.0,25425605.0
2005-01-28,29817,30413,29817,30275,37990,167809.0,25425605.0
2005-01-31,30092,30963,30046,30275,58460,167809.0,25425605.0
2005-02-01,30459,30459,29908,29954,33950,166029.0,25425605.0
2005-02-02,30275,30275,29817,30045,29640,166538.0,25425605.0
2005-02-03,29862,30275,28807,29220,55557,161961.0,25425605.0
2005-02-04,28945,30734,28945,30229,97220,167555.0,25425605.0
2005-02-07,29358,30138,29128,29495,47571,163487.0,25425605.0
2005-02-11,29495,29495,28761,29128,48780,161453.0,25425605.0
2005-02-14,29128,29128,28761,28853,62960,159927.0,25425605.0
2005-02-15,29083,29128,28716,28807,49210,159673.0,25425605.0
2005-02-16,28853,29358,28578,28669,62055,158910.0,25425605.0
2005-02-17,28670,28899,27706,27981,79810,155096.0,25425605.0
2005-02-18,27890,28257,27844,27981,63350,155096.0,25425605.0
2005-02-21,27982,28165,27615,27981,57900,155096.0,25425605.0
2005-02-22,27982,28073,27523,27522,51930,152554.0,25425605.0
2005-02-23,27936,27936,26376,26376,55130,146197.0,25425605.0
2005-02-24,27294,29128,27294,27614,135660,153062.0,25425605.0
2005-02-25,28028,28394,27110,27201,44430,150774.0,25425605.0
2005-02-28,27110,27523,26972,27110,39810,150265.0,25425605.0
2005-03-02,27064,27248,26743,26834,47170,148740.0,25425605.0
2005-03-03,26743,27202,26560,26788,36000,148486.0,25425605.0
2005-03-04,27477,27982,27064,27155,72860,150520.0,25425605.0
2005-03-07,23119,23119,23119,23119,35161,128145.0,25425605.0
2005-03-08,19679,19679,19679,19678,8281,109076.0,25425605.0
2005-03-09,16789,19679,16743,16743,374786,92803.0,25425605.0
2005-03-10,16124,16835,15229,16146,319890,89498.0,25425605.0
2005-03-11,16514,17041,15986,16513,189390,91532.0,25425605.0
2005-03-14,16514,16560,15826,16192,75491,89752.0,25425605.0
2005-03-15,16101,18601,16101,16972,226264,94075.0,25425605.0
2005-03-16,17936,18784,17431,18486,165655,102465.0,25425605.0
2005-03-17,18716,18716,17523,17775,70321,98524.0,25425605.0
2005-03-18,17798,17798,16078,16238,78359,90007.0,25425605.0
2005-03-21,16055,16055,14450,15527,64930,86066.0,25425605.0
2005-03-22,15069,15963,15069,15275,33630,84667.0,25425605.0
2005-03-23,15275,17546,15275,17201,172223,95346.0,25425605.0
2005-03-24,17431,17431,15413,15412,63377,85430.0,25425605.0
2005-03-25,15046,15940,15046,15642,25830,86701.0,25425605.0
2005-03-28,17982,17982,17982,17981,33921,99668.0,25425605.0
2005-03-29,19495,20596,18119,18623,275650,103228.0,25425605.0
2005-03-30,18349,18349,15849,16399,117942,90897.0,25425605.0
2005-03-31,15986,17156,15917,16055,62220,88990.0,25425605.0
2005-04-01,16514,16606,16055,16605,30950,92041.0,25425605.0
2005-04-04,16284,16927,16147,16513,23580,91532.0,25425605.0
2005-04-06,16284,16858,15963,16697,45080,92549.0,25425605.0
2005-04-07,16674,16674,16147,16192,28810,89752.0,25425605.0
2005-04-08,16193,16491,16055,16330,35864,90515.0,25425605.0
2005-04-11,16353,16514,16055,16100,30520,89244.0,25425605.0
2005-04-12,16376,16376,15711,15825,27608,87718.0,25425605.0
2005-04-13,15505,16055,15367,15825,34480,87718.0,25425605.0
2005-04-14,15826,16147,15596,15986,24050,88608.0,25425605.0
2005-04-15,15642,16032,15596,15596,11801,86447.0,25425605.0
2005-04-18,15596,17431,15596,16972,100445,94075.0,25425605.0
2005-04-19,17202,17661,16399,16605,47998,92041.0,25425605.0
2005-04-20,16743,16743,15986,16009,38730,88735.0,25425605.0
2005-04-21,16468,16468,15688,16009,19995,88735.0,25425605.0
2005-04-22,16422,16422,15688,16009,27945,88735.0,25425605.0
2005-04-25,16261,16261,15642,15642,17631,86701.0,25425605.0
2005-04-26,15826,15826,15390,15389,38980,85303.0,25425605.0
2005-04-27,15275,15573,14954,15000,18690,83142.0,25425605.0
2005-04-28,15000,15000,15000,15000,0,83142.0,25425605.0
2005-04-29,15000,15000,15000,15000,0,,
2005-05-02,15000,15000,15000,15000,0,,
2005-05-03,15000,15000,15000,15000,0,,
2005-05-04,15000,15000,15000,15000,0,,
2005-05-06,15000,15000,15000,15000,0,,
2005-05-09,15000,15000,15000,15000,0,,
2005-05-10,15000,15000,15000,15000,0,,
2005-05-11,15000,15000,15000,15000,0,,
2005-05-12,15000,15000,15000,15000,0,,
2005-05-13,15000,15000,15000,15000,0,,
2005-05-16,15000,15000,15000,15000,0,,
2005-05-17,15000,15000,15000,15000,0,,
2005-05-18,15000,15000,15000,15000,0,,
2005-05-19,15000,15000,15000,15000,0,,
2005-05-20,15000,15000,15000,15000,0,,
2005-05-23,15000,15000,15000,15000,0,,
2005-05-24,15000,15000,15000,15000,0,,
2005-05-25,15000,15000,15000,15000,0,,
2005-05-26,15000,15000,15000,15000,0,,
2005-05-27,15000,15000,15000,15000,0,,
2005-05-30,15000,15000,15000,15000,0,,
2005-05-31,15000,15000,15000,15000,0,,
2005-06-01,15000,15000,15000,15000,0,,
2005-06-02,15000,15000,15000,15000,0,,
2005-06-03,15000,15000,15000,15000,0,,
2005-06-07,15000,15000,15000,15000,0,,
2005-06-08,15000,15000,15000,15000,0,,
2005-06-09,15000,15000,15000,15000,0,,
2005-06-10,15000,15000,15000,15000,0,,
2005-06-13,15000,15000,15000,15000,0,,
2005-06-14,15000,15000,15000,15000,0,,
2005-06-15,15000,15000,15000,15000,0,,
2005-06-16,15000,15000,15000,15000,0,,
2005-06-17,15000,15000,15000,15000,0,,
2005-06-20,15000,15000,15000,15000,0,,
2005-06-21,15000,15000,15000,15000,0,,
2005-06-22,15000,15000,15000,15000,0,,
2005-06-23,15000,15000,15000,15000,0,,
2005-06-24,15000,15000,15000,15000,0,,
2005-06-27,15000,15000,15000,15000,0,,
2005-06-28,15000,15000,15000,15000,0,,
2005-06-29,15000,15000,15000,15000,0,,
2005-06-30,15000,15000,12750,12750,108406,67104.0,5263095.0
2005-07-01,12500,13300,11850,12400,41504,65262.0,5263095.0
2005-07-04,13000,13050,12200,12300,44575,64736.0,5263095.0
2005-07-05,12200,12500,12200,12200,24305,64210.0,5263095.0
2005-07-06,12250,12500,12200,12200,21993,64210.0,5263095.0
2005-07-07,12150,12500,12000,12150,27066,63947.0,5263095.0
2005-07-08,12000,12200,11800,11900,20739,62631.0,5263095.0
2005-07-11,11950,12200,11800,11900,12171,62631.0,5263095.0
2005-07-12,12000,12150,11600,11700,17997,61578.0,5263095.0
2005-07-13,11550,11600,11300,11300,17696,59473.0,5263095.0
2005-07-14,11100,11400,11000,11000,15447,57894.0,5263095.0
2005-07-15,10800,11400,10800,11100,15705,58420.0,5263095.0
2005-07-18,11000,11000,10600,10750,16663,56578.0,5263095.0
2005-07-19,10600,10700,10250,10300,21882,54210.0,5263095.0
2005-07-20,10250,10800,10250,10450,16074,54999.0,5263095.0
2005-07-21,11450,11850,10650,11050,76867,58157.0,5263095.0
2005-07-22,10900,11000,10400,10700,18094,56315.0,5263095.0
2005-07-25,10500,10700,10500,10600,17633,55789.0,5263095.0
2005-07-26,10550,10800,10500,10600,12599,55789.0,5263095.0
2005-07-27,10550,10750,10450,10500,13283,55262.0,5263095.0
2005-07-28,10500,10650,10450,10600,14890,55789.0,5263095.0
2005-07-29,10900,11400,10700,10850,29368,57105.0,5263095.0
2005-08-01,10750,10900,10700,10800,8643,56841.0,5263095.0
2005-08-02,10700,10800,10550,10700,7730,56315.0,5263095.0
2005-08-03,10550,10700,10450,10450,12400,54999.0,5263095.0
2005-08-04,10450,10800,10300,10700,9990,56315.0,5263095.0
2005-08-05,10350,10550,10350,10550,5260,55526.0,5263095.0
2005-08-08,10300,10600,10200,10350,3840,54473.0,5263095.0
2005-08-09,10200,10500,10200,10500,4235,55262.0,5263095.0
2005-08-10,10500,10600,10350,10550,5082,55526.0,5263095.0
2005-08-11,10350,10600,10350,10600,6786,55789.0,5263095.0
2005-08-12,10600,10650,10500,10500,16522,55262.0,5263095.0
2005-08-16,10500,10600,10400,10500,9320,55262.0,5263095.0
2005-08-17,10300,10500,10300,10500,6343,55262.0,5263095.0
2005-08-18,10500,10500,10150,10200,11234,53684.0,5263095.0
2005-08-19,10350,11600,10350,10600,35732,55789.0,5263095.0
2005-08-22,10600,10950,10450,10650,11051,56052.0,5263095.0
2005-08-23,10750,11400,10650,10800,24208,56841.0,5263095.0
2005-08-24,10700,10950,10500,10750,5265,56578.0,5263095.0
2005-08-25,10650,10850,10550,10700,7241,56315.0,5263095.0
2005-08-26,10450,10900,10450,10700,5001,56315.0,5263095.0
2005-08-29,10700,11600,10700,11100,29342,58420.0,5263095.0
2005-08-30,11200,12750,11200,12750,52409,67104.0,5263095.0
2005-08-31,13500,14650,13500,14650,118307,77104.0,5263095.0
2005-09-01,16000,16450,14250,15100,184557,79473.0,5263095.0
2005-09-02,15200,15650,14300,15350,126589,80789.0,5263095.0
2005-09-05,15500,15700,13050,13050,119838,68683.0,5263095.0
2005-09-06,13100,13950,12500,13600,77870,71578.0,5263095.0
2005-09-07,13500,13900,12750,13200,46894,69473.0,5263095.0
2005-09-08,13200,13200,12650,13100,34452,68947.0,5263095.0
2005-09-09,13100,15050,13050,14150,203533,74473.0,5263095.0
2005-09-12,14000,14300,13600,14050,43849,73946.0,5263095.0
2005-09-13,14400,15900,13600,13800,139093,72631.0,5263095.0
2005-09-14,13950,14800,13550,13900,63961,73157.0,5263095.0
2005-09-15,13900,14300,13700,14150,28418,74473.0,5263095.0
2005-09-16,14000,14300,13600,13900,28795,73157.0,5263095.0
2005-09-20,13900,14100,13650,13750,29318,72368.0,5263095.0
2005-09-21,13950,14400,13500,14200,26058,74736.0,5263095.0
2005-09-22,14900,15400,14100,14300,48021,75262.0,5263095.0
2005-09-23,14150,14500,13850,14000,27038,73683.0,5263095.0
2005-09-26,13900,14350,13800,13950,21870,73420.0,5263095.0
2005-09-27,13950,14700,13950,14700,29464,77367.0,5263095.0
2005-09-28,14600,15100,14350,14350,28299,75525.0,5263095.0
2005-09-29,14500,14700,14000,14350,17830,75525.0,5263095.0
2005-09-30,14300,14900,14300,14500,38121,76315.0,5263095.0
2005-10-04,14500,15700,14500,15150,82100,79736.0,5263095.0
2005-10-05,15300,15350,14500,14900,20159,78420.0,5263095.0
2005-10-06,14900,17100,14700,15900,172661,83683.0,5263095.0
2005-10-07,16900,18250,16500,18250,242515,96051.0,5263095.0
2005-10-10,20950,20950,20500,20950,67948,110262.0,5263095.0
2005-10-11,21100,23400,20500,21500,247673,113157.0,5263095.0
2005-10-12,22600,22600,18500,19250,145540,101315.0,5263095.0
2005-10-13,19400,22100,18100,22100,284842,116314.0,5263095.0
2005-10-14,22500,25300,22500,23500,242572,123683.0,5263095.0
2005-10-17,24800,25000,21700,23250,106156,122367.0,5263095.0
2005-10-18,23500,23750,20100,20300,102864,106841.0,5263095.0
2005-10-19,19650,21800,19000,19950,115362,104999.0,5263095.0
2005-10-20,19650,21650,19000,19400,124279,102104.0,5263095.0
2005-10-21,19400,20350,19050,19200,69456,101051.0,5263095.0
2005-10-24,19200,20150,18450,18600,43131,97894.0,5263095.0
2005-10-25,18800,20750,18550,19600,72528,103157.0,5263095.0
2005-10-26,19850,21100,19850,20350,51006,107104.0,5263095.0
2005-10-27,21100,21700,20300,20900,44889,109999.0,5263095.0
2005-10-28,19800,20500,19300,19400,23211,102104.0,5263095.0
2005-10-31,18900,19600,18200,18550,38008,97630.0,5263095.0
2005-11-01,18100,18900,18100,18350,22453,96578.0,5263095.0
2005-11-02,18500,19000,18400,18800,24208,98946.0,5263095.0
2005-11-03,18800,18950,18500,18600,13385,97894.0,5263095.0
2005-11-04,18450,19000,18450,18750,17945,98683.0,5263095.0
2005-11-07,18800,18800,18300,18300,14486,96315.0,5263095.0
2005-11-08,18050,19400,18050,18800,36865,98946.0,5263095.0
2005-11-09,18850,18850,18200,18300,14792,96315.0,5263095.0
2005-11-10,18100,18650,18100,18300,15231,96315.0,5263095.0
2005-11-11,18100,18500,18100,18150,16643,95525.0,5263095.0
2005-11-14,18400,18650,18200,18200,12778,95788.0,5263095.0
2005-11-15,18250,18500,18000,18150,9620,95525.0,5263095.0
2005-11-16,17800,18350,17400,17500,23120,92104.0,5263095.0
2005-11-17,18000,18500,17700,17800,28752,93683.0,5263095.0
2005-11-18,17700,18200,17700,18150,11090,95525.0,5263095.0
2005-11-21,18350,18350,17750,17800,8780,93683.0,5263095.0
2005-11-22,17500,17900,17050,17650,7619,92894.0,5263095.0
2005-11-23,17500,17900,17300,17650,11190,92894.0,5263095.0
2005-11-24,17250,17600,17250,17400,21592,91578.0,5263095.0
2005-11-25,17400,18200,17400,17800,18180,93683.0,5263095.0
2005-11-28,17700,17700,17300,17400,7475,91578.0,5263095.0
2005-11-29,17100,17450,16850,17100,15012,89999.0,5263095.0
2005-11-30,16600,16950,16600,16750,13292,88157.0,5263095.0
2005-12-01,16650,17300,16600,16700,6130,87894.0,5263095.0
2005-12-02,16700,16900,16700,16900,6288,88946.0,5263095.0
2005-12-05,16500,16850,16500,16650,7221,87631.0,5263095.0
2005-12-06,16950,16950,16550,16750,13400,88157.0,5263095.0
2005-12-07,16600,16800,16300,16300,7376,85788.0,5263095.0
2005-12-08,16300,16500,16250,16450,8820,86578.0,5263095.0
2005-12-09,16250,16550,16250,16250,3670,85525.0,5263095.0
2005-12-12,16250,16350,16100,16150,5785,84999.0,5263095.0
2005-12-13,15800,15950,15700,15950,7182,83946.0,5263095.0
2005-12-14,15750,18300,15750,18300,53131,96315.0,5263095.0
2005-12-15,17150,18450,16700,17300,30148,91052.0,5263095.0
2005-12-16,16600,16800,15800,16250,14296,85525.0,5263095.0
2005-12-19,16500,18500,16500,17500,29636,92104.0,5263095.0
2005-12-20,16500,17200,16500,17200,13210,90525.0,5263095.0
2005-12-21,16700,18500,16600,17400,14030,91578.0,5263095.0
2005-12-22,17050,18150,17050,17500,10290,92104.0,5263095.0
2005-12-23,18000,19200,17700,18150,37362,95525.0,5263095.0
2005-12-26,18400,18400,17100,17400,11188,91578.0,5263095.0
2005-12-27,17400,17900,16900,16900,11313,88946.0,5263095.0
2005-12-28,16550,17150,16550,16600,7887,87367.0,5263095.0
2005-12-29,16400,16550,16100,16500,16630,86841.0,5263095.0
2006-01-02,16500,16700,16300,16500,4231,86841.0,5263095.0
2006-01-03,16350,17050,16350,16700,11631,87894.0,5263095.0
2006-01-04,16650,17000,16650,17000,6538,89473.0,5263095.0
2006-01-05,17300,17700,16800,17050,19560,89736.0,5263095.0
2006-01-06,17450,17450,16400,16900,7193,88946.0,5263095.0
2006-01-09,17500,18150,17050,17050,17505,89736.0,5263095.0
2006-01-10,17400,19600,17350,19600,93685,103157.0,5263095.0
2006-01-11,21800,21800,17900,17950,95889,94473.0,5263095.0
2006-01-12,17600,18200,17100,17850,27011,93946.0,5263095.0
2006-01-13,17850,18600,17200,18200,28301,95788.0,5263095.0
2006-01-16,17850,18700,17850,18300,19913,96315.0,5263095.0
2006-01-17,18250,18750,18100,18200,10359,95788.0,5263095.0
2006-01-18,18600,18600,17200,17750,24897,93420.0,5263095.0
2006-01-19,17600,20000,17600,19800,42601,104209.0,5263095.0
2006-01-20,19800,21000,18600,19000,35852,99999.0,5263095.0
2006-01-23,18500,19800,17300,17950,15064,94473.0,5263095.0
2006-01-24,17350,18400,17350,17950,15794,94473.0,5263095.0
2006-01-25,18700,20300,18500,18600,44722,97894.0,5263095.0
2006-01-26,18450,19450,18100,18700,10537,98420.0,5263095.0
2006-01-27,18700,19150,18700,18700,11025,98420.0,5263095.0
2006-01-31,18700,19150,18200,19150,12272,100788.0,5263095.0
2006-02-01,19900,19900,18400,19000,7091,99999.0,5263095.0
2006-02-02,19000,19250,18600,18800,6380,98946.0,5263095.0
2006-02-03,19850,21600,19600,21600,123304,113683.0,5263095.0
2006-02-06,23700,23700,20200,20400,105375,107367.0,5263095.0
2006-02-07,20650,21500,19750,19750,48030,103946.0,5263095.0
2006-02-08,19700,20750,19000,19800,24447,104209.0,5263095.0
2006-02-09,19800,20500,19800,19850,16656,104472.0,5263095.0
2006-02-10,19950,20400,19500,20200,13020,106315.0,5263095.0
2006-02-13,21100,22500,20350,20850,34957,109736.0,5263095.0
2006-02-14,21050,22750,20900,22050,46146,116051.0,5263095.0
2006-02-15,22500,25350,22050,25350,91773,133419.0,5263095.0
2006-02-16,26100,28950,25700,27900,207639,146840.0,5263095.0
2006-02-17,28000,28200,25000,26750,112571,140788.0,5263095.0
2006-02-20,27300,29800,26500,27900,102202,146840.0,5263095.0
2006-02-21,28800,28800,26950,27600,39343,145261.0,5263095.0
2006-02-22,27350,28400,26200,26800,63502,141051.0,5263095.0
2006-02-23,26250,27350,26050,26050,29077,137104.0,5263095.0
2006-02-24,26450,29700,25100,28500,91189,149998.0,5263095.0
2006-02-27,28300,28800,26500,26500,58820,139472.0,5263095.0
2006-02-28,26800,26900,25600,26050,31403,137104.0,5263095.0
2006-03-02,25800,26500,25750,25750,20998,135525.0,5263095.0
2006-03-03,24150,27000,24150,26150,27561,137630.0,5263095.0
2006-03-06,25450,26150,25350,25350,14070,133419.0,5263095.0
2006-03-07,24700,28000,24700,25900,93866,136314.0,5263095.0
