CJ CGV(079160),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-05-06,27950,28300,27500,27700,105511,571042.0,20615248.0
2005-05-09,27500,27500,27000,27200,215900,560735.0,20615248.0
2005-05-10,27250,27400,27100,27400,52863,564858.0,20615248.0
2005-05-11,27200,27500,27000,27350,119611,563827.0,20615248.0
2005-05-12,27250,27400,27100,27300,34961,562796.0,20615248.0
2005-05-13,27150,27450,27100,27100,59376,558673.0,20615248.0
2005-05-16,27100,27300,27100,27150,97498,559704.0,20615248.0
2005-05-17,27250,27400,27100,27200,57864,560735.0,20615248.0
2005-05-18,27300,27500,27000,27500,75513,566919.0,20615248.0
2005-05-19,27900,27900,27400,27750,58961,572073.0,20615248.0
2005-05-20,27750,28100,27600,28000,62511,577227.0,20615248.0
2005-05-23,28100,28150,27550,27700,29664,571042.0,20615248.0
2005-05-24,27700,27900,27700,27850,39305,574135.0,20615248.0
2005-05-25,28000,28600,27550,27550,73617,567950.0,20615248.0
2005-05-26,27500,27900,27500,27600,40974,568981.0,20615248.0
2005-05-27,27750,28250,27500,28100,80140,579288.0,20615248.0
2005-05-30,28100,28250,27950,28050,53918,578258.0,20615248.0
2005-05-31,28150,28150,27450,28050,46083,578258.0,20615248.0
2005-06-01,28050,28100,27350,27350,163724,563827.0,20615248.0
2005-06-02,27350,27550,27150,27300,213787,562796.0,20615248.0
2005-06-03,27300,27600,27200,27450,151378,565889.0,20615248.0
2005-06-07,27400,27500,27000,27050,117592,557642.0,20615248.0
2005-06-08,26850,27100,26250,26350,231751,543212.0,20615248.0
2005-06-09,26350,26650,26000,26050,215882,537027.0,20615248.0
2005-06-10,26250,26250,25600,25600,256650,527750.0,20615248.0
2005-06-13,25600,26100,25150,25350,299927,522597.0,20615248.0
2005-06-14,25450,25650,25000,25400,387763,523627.0,20615248.0
2005-06-15,25550,26550,25450,26550,317062,547335.0,20615248.0
2005-06-16,26300,26700,25850,26050,165827,537027.0,20615248.0
2005-06-17,26150,26150,25500,25500,178459,525689.0,20615248.0
2005-06-20,25500,25850,25500,25550,100207,526720.0,20615248.0
2005-06-21,25700,26100,25550,26000,130492,535996.0,20615248.0
2005-06-22,26300,26500,25700,26500,190420,546304.0,20615248.0
2005-06-23,26400,26400,25900,26000,102614,535996.0,20615248.0
2005-06-24,25900,26500,25750,26450,169621,545273.0,20615248.0
2005-06-27,26350,26350,26050,26300,129161,542181.0,20615248.0
2005-06-28,26300,26750,25750,26700,148402,550427.0,20615248.0
2005-06-29,26600,27100,26050,26600,265065,548366.0,20615248.0
2005-06-30,26450,26650,26150,26450,277944,545273.0,20615248.0
2005-07-01,26400,26400,25500,25500,531784,525689.0,20615248.0
2005-07-04,25550,25650,25100,25150,488762,518473.0,20615248.0
2005-07-05,25200,25250,23700,23900,872613,492704.0,20615248.0
2005-07-06,23900,24500,23900,24500,289007,505074.0,20615248.0
2005-07-07,24350,24350,23950,24000,296942,494766.0,20615248.0
2005-07-08,23700,24300,23700,24000,364002,494766.0,20615248.0
2005-07-11,24200,24350,23950,24050,242797,495797.0,20615248.0
2005-07-12,24350,24400,24000,24150,313878,497858.0,20615248.0
2005-07-13,24250,25000,24150,24950,383916,514350.0,20615248.0
2005-07-14,25200,26000,25100,26000,564843,535996.0,20615248.0
2005-07-15,26000,26950,26000,26750,494376,551458.0,20615248.0
2005-07-18,27000,27050,26200,26650,206841,549396.0,20615248.0
2005-07-19,26700,26750,25900,26200,233055,540119.0,20615248.0
2005-07-20,26000,26200,25300,25750,200135,530843.0,20615248.0
2005-07-21,25700,26300,25700,25750,158100,530843.0,20615248.0
2005-07-22,25100,25600,25000,25500,143103,525689.0,20615248.0
2005-07-25,25300,25800,25200,25200,106068,519504.0,20615248.0
2005-07-26,25400,26450,25350,26200,230175,540119.0,20615248.0
2005-07-27,26450,26900,26150,26150,207460,539089.0,20615248.0
2005-07-28,26600,26600,25850,26050,187203,537027.0,20615248.0
2005-07-29,26200,26250,25600,25800,160818,531873.0,20615248.0
2005-08-01,25550,26100,25500,25650,168712,528781.0,20615248.0
2005-08-02,25650,25850,25450,25550,131601,526720.0,20615248.0
2005-08-03,25600,26150,25500,25500,165595,525689.0,20615248.0
2005-08-04,25550,25700,25400,25500,118240,525689.0,20615248.0
2005-08-05,26050,26800,25950,26450,462046,545273.0,20615248.0
2005-08-08,26900,26900,26150,26150,144658,539089.0,20615248.0
2005-08-09,26000,26850,26000,26850,194929,553519.0,20615248.0
2005-08-10,26650,27600,26650,27300,259181,562796.0,20615248.0
2005-08-11,27450,27700,27100,27550,165056,567950.0,20615248.0
2005-08-12,27700,27750,27050,27200,158056,560735.0,20615248.0
2005-08-16,27200,27450,26450,26450,175339,545273.0,20615248.0
2005-08-17,26050,26950,25950,26650,167231,549396.0,20615248.0
2005-08-18,26450,26450,25800,25800,161615,531873.0,20615248.0
2005-08-19,25500,25750,25200,25200,160709,519504.0,20615248.0
2005-08-22,25200,25650,25150,25200,143839,519504.0,20615248.0
2005-08-23,25350,25850,25300,25600,141642,527750.0,20615248.0
2005-08-24,25450,26500,25450,26300,167375,542181.0,20615248.0
2005-08-25,25950,26550,25900,26150,113800,539089.0,20615248.0
2005-08-26,25400,25950,25400,25550,2348401,526720.0,20615248.0
2005-08-29,25850,26300,24550,24650,543552,508166.0,20615248.0
2005-08-30,25200,25200,24700,25150,157875,518473.0,20615248.0
2005-08-31,24750,25000,24600,24600,227037,507135.0,20615248.0
2005-09-01,24600,25000,24300,24450,298983,504043.0,20615248.0
2005-09-02,24550,25000,24550,24900,255904,513320.0,20615248.0
2005-09-05,25150,25250,24850,24950,160206,514350.0,20615248.0
2005-09-06,25100,25450,24700,24700,289253,509197.0,20615248.0
2005-09-07,25000,25000,24300,24350,330884,501981.0,20615248.0
2005-09-08,24500,24550,24050,24150,274105,497858.0,20615248.0
2005-09-09,24300,24450,24050,24200,191635,498889.0,20615248.0
2005-09-12,24300,24950,24200,24950,387926,514350.0,20615248.0
2005-09-13,24950,25000,24500,24500,163266,505074.0,20615248.0
2005-09-14,24350,24450,23800,24300,358633,500951.0,20615248.0
2005-09-15,24050,24650,23900,23950,351366,493735.0,20615248.0
2005-09-16,24000,24250,23850,23900,187482,492704.0,20615248.0
2005-09-20,24200,24400,23950,24350,289501,501981.0,20615248.0
2005-09-21,24350,24950,24100,24850,377819,512289.0,20615248.0
2005-09-22,24700,25300,24700,24900,284931,513320.0,20615248.0
2005-09-23,24850,25100,24150,24150,217419,497858.0,20615248.0
2005-09-26,24550,25650,24450,25500,461492,525689.0,20615248.0
2005-09-27,26000,26200,25300,25500,272780,525689.0,20615248.0
2005-09-28,26350,27250,26350,27000,892098,556612.0,20615248.0
2005-09-29,27550,28800,27300,28450,1099314,586504.0,20615248.0
2005-09-30,28300,28600,27550,28200,408344,581350.0,20615248.0
2005-10-04,28700,29050,28000,28600,384218,589596.0,20615248.0
2005-10-05,28250,29000,27150,27200,489455,560735.0,20615248.0
2005-10-06,27650,27850,27200,27450,294285,565889.0,20615248.0
2005-10-07,27450,27750,27150,27150,174635,559704.0,20615248.0
2005-10-10,26400,26850,26100,26650,529639,549396.0,20615248.0
2005-10-11,26400,26750,26150,26550,338814,547335.0,20615248.0
2005-10-12,26850,27500,26600,26700,420020,550427.0,20615248.0
2005-10-13,26850,27300,26550,27150,229431,559704.0,20615248.0
2005-10-14,27000,27150,25800,25850,313398,532904.0,20615248.0
2005-10-17,25900,26100,24800,25000,354808,515381.0,20615248.0
2005-10-18,25300,26500,25250,26200,365092,540119.0,20615248.0
2005-10-19,25900,26100,25450,25450,128507,524658.0,20615248.0
2005-10-20,25750,25900,25450,25700,105269,529812.0,20615248.0
2005-10-21,25300,25800,25050,25450,231788,524658.0,20615248.0
2005-10-24,25450,25750,25250,25700,261289,529812.0,20615248.0
2005-10-25,26100,26350,25550,25650,300992,528781.0,20615248.0
2005-10-26,25900,25900,25100,25150,219264,518473.0,20615248.0
2005-10-27,25050,25250,24900,25000,113575,515381.0,20615248.0
2005-10-28,24700,24750,24150,24200,192479,498889.0,20615248.0
2005-10-31,24250,24400,23900,24000,360986,494766.0,20615248.0
2005-11-01,24200,24700,24150,24700,274767,509197.0,20615248.0
2005-11-02,24500,24700,24150,24250,243580,499920.0,20615248.0
2005-11-03,24400,24900,24200,24900,278692,513320.0,20615248.0
2005-11-04,25200,25850,25000,25800,403051,531873.0,20615248.0
2005-11-07,25600,25800,25100,25750,147750,530843.0,20615248.0
2005-11-08,25500,26200,25400,26100,213710,538058.0,20615248.0
2005-11-09,25650,26100,25550,26000,130562,535996.0,20615248.0
2005-11-10,25800,26000,25350,25900,167343,533935.0,20615248.0
2005-11-11,25800,25900,25400,25550,305009,526720.0,20615248.0
2005-11-14,25600,26300,25600,25850,217558,532904.0,20615248.0
2005-11-15,25750,26900,25750,26900,370135,554550.0,20615248.0
2005-11-16,26850,27200,26550,27000,255165,556612.0,20615248.0
2005-11-17,27000,27700,26900,27000,338981,556612.0,20615248.0
2005-11-18,27000,27400,26500,27400,312876,564858.0,20615248.0
2005-11-21,27650,28150,27500,28100,507959,579288.0,20615248.0
2005-11-22,28000,28500,27200,28500,261800,587535.0,20615248.0
2005-11-23,28300,28500,27750,28500,374915,587535.0,20615248.0
2005-11-24,28650,29200,28200,29200,331061,601965.0,20615248.0
2005-11-25,29200,29350,28650,28900,229923,595781.0,20615248.0
2005-11-28,28600,29600,28200,29300,346314,604027.0,20615248.0
2005-11-29,29000,29750,28000,28000,339340,577227.0,20615248.0
2005-11-30,28200,28700,28000,28350,191460,584442.0,20615248.0
2005-12-01,28150,29400,27900,29100,225653,599904.0,20615248.0
2005-12-02,29500,29950,28900,29800,283491,614334.0,20615248.0
2005-12-05,29900,30000,29100,29450,185755,607119.0,20615248.0
2005-12-06,29250,29550,28300,28500,211594,587535.0,20615248.0
2005-12-07,28800,28800,27500,27800,190511,573104.0,20615248.0
2005-12-08,27800,28300,27450,27750,150086,572073.0,20615248.0
2005-12-09,27800,28650,27750,28000,139589,577227.0,20615248.0
2005-12-12,28050,28900,27900,28800,161342,593719.0,20615248.0
2005-12-13,29000,29000,28200,28300,140985,583412.0,20615248.0
2005-12-14,28350,28600,27850,28250,133726,582381.0,20615248.0
2005-12-15,28400,28500,28000,28100,98633,579288.0,20615248.0
2005-12-16,27600,28400,27150,27250,252060,561766.0,20615248.0
2005-12-19,27250,29450,27250,29300,259106,604027.0,20615248.0
2005-12-20,29250,29450,28900,29450,121941,607119.0,20615248.0
2005-12-21,29500,29650,28700,29400,204491,606088.0,20615248.0
2005-12-22,29600,29600,28450,29200,186815,601965.0,20615248.0
2005-12-23,29150,29150,28250,28250,136951,582381.0,20615248.0
2005-12-26,28000,29000,27650,29000,141966,597842.0,20615248.0
2005-12-27,28300,28700,28050,28050,101547,578258.0,20615248.0
2005-12-28,27700,28650,27700,28650,92349,590627.0,20615248.0
2005-12-29,28850,30000,28700,29750,303581,613304.0,20615248.0
2006-01-02,29800,29800,29200,29550,100344,609181.0,20615248.0
2006-01-03,29700,30800,29600,30750,313646,633919.0,20615248.0
2006-01-04,30750,31400,30450,30900,325456,637011.0,20615248.0
2006-01-05,30900,31150,29350,29400,176851,606088.0,20615248.0
2006-01-06,29600,30600,28950,30550,171873,629796.0,20615248.0
2006-01-09,30950,31250,30550,30850,162508,635980.0,20615248.0
2006-01-10,31050,31250,29700,29700,141938,612273.0,20615248.0
2006-01-11,29800,29800,28700,28750,177154,592688.0,20615248.0
2006-01-12,28950,29900,28800,29900,153131,616396.0,20615248.0
2006-01-13,29400,30650,29400,30650,135556,631857.0,20615248.0
2006-01-16,30700,30800,29800,30200,106069,622580.0,20615248.0
2006-01-17,29850,30200,29150,29200,168767,601965.0,20615248.0
2006-01-18,28650,28900,25900,27300,424948,562796.0,20615248.0
2006-01-19,27300,27300,26200,26500,226271,546304.0,20615248.0
2006-01-20,27100,27500,25700,25700,296797,529812.0,20615248.0
2006-01-23,24550,25650,24500,24950,177557,514350.0,20615248.0
2006-01-24,25100,26500,25050,26250,189132,541150.0,20615248.0
2006-01-25,26500,26700,25900,26200,116102,540119.0,20615248.0
2006-01-26,26200,26500,25800,25900,87648,533935.0,20615248.0
2006-01-27,27000,27800,26800,26850,210032,553519.0,20615248.0
2006-01-31,26850,27000,26150,26700,98323,550427.0,20615248.0
2006-02-01,27000,27400,25850,25950,195020,534966.0,20615248.0
2006-02-02,26100,26400,25600,25600,138333,527750.0,20615248.0
2006-02-03,25500,26350,25050,26350,152234,543212.0,20615248.0
2006-02-06,25700,26500,25700,26500,81316,546304.0,20615248.0
2006-02-07,26200,26900,26000,26900,74453,554550.0,20615248.0
2006-02-08,26300,26700,25900,25900,43643,533935.0,20615248.0
2006-02-09,25950,26150,25400,25400,60770,523627.0,20615248.0
2006-02-10,25350,25700,25100,25400,57214,523627.0,20615248.0
2006-02-13,25950,26000,25400,25400,80790,523627.0,20615248.0
2006-02-14,25000,25500,24950,25300,98510,521566.0,20615248.0
2006-02-15,25500,25800,25000,25250,89800,520535.0,20615248.0
2006-02-16,25300,25400,25000,25250,56419,520535.0,20615248.0
2006-02-17,25150,25450,25150,25250,60840,520535.0,20615248.0
2006-02-20,25450,25650,25100,25550,99158,526720.0,20615248.0
2006-02-21,25600,25900,25350,25900,88933,533935.0,20615248.0
2006-02-22,25900,26400,25550,26300,81570,542181.0,20615248.0
2006-02-23,26300,26900,26150,26800,128243,552489.0,20615248.0
2006-02-24,26550,26800,26300,26500,45565,546304.0,20615248.0
2006-02-27,26600,26700,26300,26400,48665,544243.0,20615248.0
2006-02-28,26400,26550,26000,26000,46530,535996.0,20615248.0
2006-03-02,25900,26050,25500,25750,81827,530843.0,20615248.0
2006-03-03,25550,25800,25000,25100,103661,517443.0,20615248.0
2006-03-06,25100,25300,25000,25300,93682,521566.0,20615248.0
2006-03-07,25100,25250,24900,24900,41928,513320.0,20615248.0
2006-03-08,25300,25350,24050,25000,210627,515381.0,20615248.0
2006-03-09,24500,24950,24500,24850,33546,512289.0,20615248.0
2006-03-10,25000,25050,24750,24850,60901,512289.0,20615248.0
2006-03-13,24700,24900,24550,24600,58979,507135.0,20615248.0
2006-03-14,24500,24850,24450,24500,39760,505074.0,20615248.0
2006-03-15,24550,24700,24400,24700,58008,509197.0,20615248.0
2006-03-16,24600,25700,24450,25700,115835,529812.0,20615248.0
2006-03-17,25300,25700,25250,25600,34500,527750.0,20615248.0
2006-03-20,25300,25600,25100,25600,38870,527750.0,20615248.0
2006-03-21,25500,25600,24650,25000,111920,515381.0,20615248.0
2006-03-22,24700,24700,24450,24450,36388,504043.0,20615248.0
2006-03-23,24450,24700,23900,23900,165363,492704.0,20615248.0
2006-03-24,23850,23950,23300,23450,111975,483428.0,20615248.0
2006-03-27,23450,23450,22900,23100,182080,476212.0,20615248.0
2006-03-28,22850,23200,22750,22850,119146,471058.0,20615248.0
2006-03-29,22850,23500,22800,23500,174928,484458.0,20615248.0
2006-03-30,23400,24000,23200,24000,195544,494766.0,20615248.0
2006-03-31,24350,24550,23700,24550,224092,506104.0,20615248.0
2006-04-03,24500,24550,24200,24350,65445,501981.0,20615248.0
2006-04-04,24200,24600,24150,24600,95840,507135.0,20615248.0
2006-04-05,24650,25200,24550,25200,124313,519504.0,20615248.0
2006-04-06,25200,25500,25000,25400,112800,523627.0,20615248.0
2006-04-07,25350,25750,25350,25700,83512,529812.0,20615248.0
2006-04-10,25700,25750,25550,25700,165452,529812.0,20615248.0
2006-04-11,25600,25700,25400,25700,56510,529812.0,20615248.0
2006-04-12,25550,26400,25550,26200,124180,540119.0,20615248.0
2006-04-13,26200,26550,25950,26450,124025,545273.0,20615248.0
2006-04-14,26500,26500,26050,26250,55811,541150.0,20615248.0
2006-04-17,26100,26400,25950,26300,41252,542181.0,20615248.0
2006-04-18,26300,26600,26100,26300,93110,542181.0,20615248.0
2006-04-19,26300,26300,25800,26000,149077,535996.0,20615248.0
2006-04-20,25800,26000,25700,25800,80115,531873.0,20615248.0
2006-04-21,25800,25900,25600,25650,93185,528781.0,20615248.0
2006-04-24,25750,26300,25500,25550,77291,526720.0,20615248.0
2006-04-25,25700,25950,25500,25600,64414,527750.0,20615248.0
2006-04-26,25600,25700,24850,25650,103160,528781.0,20615248.0
2006-04-27,25650,25800,25400,25800,71398,531873.0,20615248.0
2006-04-28,25800,26000,24800,26000,73840,535996.0,20615248.0
2006-05-02,25400,26000,24950,25900,91661,533935.0,20615248.0
2006-05-03,25700,25700,25100,25100,142109,517443.0,20615248.0
2006-05-04,25100,25100,24500,24900,83757,513320.0,20615248.0
2006-05-08,24700,25200,24500,24650,112929,508166.0,20615248.0
2006-05-09,24250,24450,23700,23700,202381,488581.0,20615248.0
2006-05-10,23600,23700,23250,23350,121629,481366.0,20615248.0
2006-05-11,23250,23650,23250,23450,135450,483428.0,20615248.0
2006-05-12,23250,23450,23100,23250,91248,479305.0,20615248.0
2006-05-15,22950,23200,22850,23000,90250,474151.0,20615248.0
2006-05-16,23100,23250,22850,22950,97578,473120.0,20615248.0
2006-05-17,22950,23150,22950,23000,62699,474151.0,20615248.0
2006-05-18,22550,22700,22200,22300,88391,459720.0,20615248.0
2006-05-19,22500,22650,22300,22400,183002,461782.0,20615248.0
2006-05-22,22650,22750,22300,22600,47961,465905.0,20615248.0
2006-05-23,22550,22850,22250,22650,86498,466935.0,20615248.0
2006-05-24,22750,22950,22600,22750,72043,468997.0,20615248.0
2006-05-25,22900,23200,22750,22800,133463,470028.0,20615248.0
2006-05-26,22900,23100,22800,23000,138015,474151.0,20615248.0
2006-05-29,23050,23300,22950,23100,48991,476212.0,20615248.0
2006-05-30,22950,23100,22800,23050,78723,475181.0,20615248.0
2006-06-01,22700,22750,21550,22000,108521,453535.0,20615248.0
2006-06-02,21850,22000,21100,21450,96532,442197.0,20615248.0
2006-06-05,21300,21300,20150,20150,98041,415397.0,20615248.0
2006-06-07,19900,20000,19100,20000,143975,412305.0,20615248.0
2006-06-08,20000,20050,19400,19400,37616,399936.0,20615248.0
2006-06-09,19550,19750,19250,19450,63981,400967.0,20615248.0
2006-06-12,19150,20000,19100,20000,54551,412305.0,20615248.0
2006-06-13,19650,19650,19000,19600,66395,404059.0,20615248.0
2006-06-14,19250,20200,19100,19600,33111,404059.0,20615248.0
2006-06-15,19900,20450,19750,20400,183782,420551.0,20615248.0
2006-06-16,20400,21700,20300,21700,85680,447351.0,20615248.0
2006-06-19,21700,22150,21500,22150,109660,456628.0,20615248.0
2006-06-20,22000,22000,21300,21500,94683,443228.0,20615248.0
2006-06-21,21350,21600,20900,21500,38119,443228.0,20615248.0
2006-06-22,22000,22000,21300,21900,16040,451474.0,20615248.0
2006-06-23,21500,21500,20850,21450,21451,442197.0,20615248.0
2006-06-26,21100,21200,20900,21050,15555,433951.0,20615248.0
2006-06-27,21450,21800,21450,21650,45291,446320.0,20615248.0
2006-06-28,21200,21550,21200,21400,13231,441166.0,20615248.0
2006-06-29,21400,21600,20950,21500,62110,443228.0,20615248.0
2006-06-30,21800,21950,21400,21950,48349,452505.0,20615248.0
2006-07-03,21650,23150,21650,22900,88448,472089.0,20615248.0
2006-07-04,22650,22950,22350,22450,21640,462812.0,20615248.0
2006-07-05,21700,22500,21700,22200,21360,457659.0,20615248.0
2006-07-06,21900,23000,21900,22950,86730,473120.0,20615248.0
2006-07-07,23300,23750,23100,23350,77765,481366.0,20615248.0
2006-07-10,23200,24400,23000,24400,103375,503012.0,20615248.0
2006-07-11,24500,24500,23900,24450,61046,504043.0,20615248.0
2006-07-12,24500,24500,23950,24300,68739,500951.0,20615248.0
2006-07-13,24000,24250,23550,23650,67611,487551.0,20615248.0
2006-07-14,23100,23450,23000,23350,45140,481366.0,20615248.0
2006-07-18,23000,23650,22700,23500,97880,484458.0,20615248.0
2006-07-19,24000,24000,23450,23700,54170,488581.0,20615248.0
2006-07-20,23900,24150,23400,24150,76514,497858.0,20615248.0
2006-07-21,23950,24050,23350,23500,529251,484458.0,20615248.0
2006-07-24,23400,23450,23050,23450,15791,483428.0,20615248.0
2006-07-25,23450,23800,23450,23700,222158,488581.0,20615248.0
2006-07-26,23750,24150,23450,24150,80686,497858.0,20615248.0
2006-07-27,24200,24350,24000,24250,56627,499920.0,20615248.0
2006-07-28,24250,24800,24250,24800,119653,511258.0,20615248.0
2006-07-31,25100,25150,24800,25100,88771,517443.0,20615248.0
2006-08-01,24800,25200,24800,24850,94612,512289.0,20615248.0
2006-08-02,24600,25250,24600,25250,37500,520535.0,20615248.0
2006-08-03,25000,25200,24250,24400,48225,503012.0,20615248.0
2006-08-04,24750,24950,24050,24500,70395,505074.0,20615248.0
2006-08-07,24750,25200,24450,24850,80229,512289.0,20615248.0
2006-08-08,24850,25000,24600,25000,33568,515381.0,20615248.0
2006-08-09,25000,25000,24700,24800,23041,511258.0,20615248.0
2006-08-10,24500,24900,24450,24900,59324,513320.0,20615248.0
2006-08-11,24900,25000,24750,24950,82351,514350.0,20615248.0
2006-08-14,25050,25050,24500,24650,51016,508166.0,20615248.0
2006-08-16,24750,25400,24400,25400,67196,523627.0,20615248.0
2006-08-17,25600,25850,25500,25650,145709,528781.0,20615248.0
2006-08-18,25700,25700,25350,25450,24261,524658.0,20615248.0
2006-08-21,25250,25400,25100,25250,33550,520535.0,20615248.0
2006-08-22,25250,25650,25050,25650,25789,528781.0,20615248.0
2006-08-23,25450,25750,25300,25750,20820,530843.0,20615248.0
2006-08-24,25750,25750,25350,25750,34120,530843.0,20615248.0
2006-08-25,25750,25800,25450,25500,34570,525689.0,20615248.0
2006-08-28,25450,25450,24950,25100,45589,517443.0,20615248.0
2006-08-29,25100,25100,24600,25100,50227,517443.0,20615248.0
2006-08-30,24850,25450,24850,25450,27667,524658.0,20615248.0
2006-08-31,25500,25700,25200,25650,53852,528781.0,20615248.0
2006-09-01,25650,25800,25600,25700,86372,529812.0,20615248.0
