대한유화(006650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-09-28,37700,37800,35700,36100,44390,296020.0,8200000.0
1999-09-29,35100,36000,31050,34200,43310,280440.0,8200000.0
1999-09-30,34000,35000,33100,35000,50070,287000.0,8200000.0
1999-10-01,33600,35000,32000,33000,64390,270600.0,8200000.0
1999-10-04,33100,34400,33000,33000,88270,270600.0,8200000.0
1999-10-05,33500,33900,28500,28500,25840,233700.0,8200000.0
1999-10-06,30000,32600,29500,32600,37810,267320.0,8200000.0
1999-10-07,31100,35500,31000,35000,74000,287000.0,8200000.0
1999-10-08,36000,36700,34000,36000,23470,295200.0,8200000.0
1999-10-11,34500,36500,34500,36000,31720,295200.0,8200000.0
1999-10-12,36000,38000,35300,37900,50860,310780.0,8200000.0
1999-10-13,37100,37900,36500,37900,19020,310780.0,8200000.0
1999-10-14,36700,37900,36500,37400,13450,306680.0,8200000.0
1999-10-15,36500,37400,36500,37200,17670,305040.0,8200000.0
1999-10-18,36200,36500,34700,36500,19020,299300.0,8200000.0
1999-10-19,35300,36500,35300,36500,17010,299300.0,8200000.0
1999-10-20,36000,36800,35500,36100,18640,296020.0,8200000.0
1999-10-21,35900,36300,35000,35900,17610,294380.0,8200000.0
1999-10-22,35000,35900,34500,35500,22360,291100.0,8200000.0
1999-10-25,34700,35500,34000,35000,24540,287000.0,8200000.0
1999-10-26,35000,35000,33500,35000,11320,287000.0,8200000.0
1999-10-27,34050,34900,34050,34100,6850,279620.0,8200000.0
1999-10-28,34800,34800,33800,34100,4430,279620.0,8200000.0
1999-10-29,34250,35900,33100,35400,16570,290280.0,8200000.0
1999-11-01,34500,36350,34500,36100,36840,296020.0,8200000.0
1999-11-02,35500,36400,34500,36100,170270,296020.0,8200000.0
1999-11-03,35200,36400,35000,35600,18810,291920.0,8200000.0
1999-11-04,35100,35900,35000,35800,19010,293560.0,8200000.0
1999-11-05,35800,36200,35000,36000,32320,295200.0,8200000.0
1999-11-08,35500,35600,35000,35500,24330,291100.0,8200000.0
1999-11-09,35100,35900,34800,35900,32660,294380.0,8200000.0
1999-11-10,35500,36800,34800,36500,84700,299300.0,8200000.0
1999-11-11,36200,36800,35000,35500,98650,291100.0,8200000.0
1999-11-12,35300,35300,34000,34900,41410,286180.0,8200000.0
1999-11-15,34150,34200,32100,33500,49250,274700.0,8200000.0
1999-11-16,32700,33000,31600,33000,47980,270600.0,8200000.0
1999-11-17,33000,34000,31200,33000,45880,270600.0,8200000.0
1999-11-18,31700,33000,30000,30000,19680,246000.0,8200000.0
1999-11-19,29000,34000,29000,33500,72810,274700.0,8200000.0
1999-11-22,31550,32900,30950,32000,28140,262400.0,8200000.0
1999-11-23,31050,32000,31050,31900,17230,261580.0,8200000.0
1999-11-24,30650,31700,30500,31700,6060,259940.0,8200000.0
1999-11-25,30650,30650,29000,30000,40400,246000.0,8200000.0
1999-11-26,29100,29200,27400,28000,19210,229600.0,8200000.0
1999-11-29,30000,30000,26100,27000,22660,221400.0,8200000.0
1999-11-30,27000,27100,25000,27000,69890,221400.0,8200000.0
1999-12-01,27000,28200,26000,27000,14300,221400.0,8200000.0
1999-12-02,26900,28000,26900,27400,33200,224680.0,8200000.0
1999-12-03,27000,28000,27000,28000,8900,229600.0,8200000.0
1999-12-06,28000,28000,26800,26800,19110,219760.0,8200000.0
1999-12-07,26500,26800,23200,26000,44600,213200.0,8200000.0
1999-12-08,25000,25000,23300,25000,5980,205000.0,8200000.0
1999-12-09,24000,26700,24000,24700,12480,202540.0,8200000.0
1999-12-10,25000,25000,23300,24700,15650,202540.0,8200000.0
1999-12-13,25400,25400,23500,24100,51980,197620.0,8200000.0
1999-12-14,24150,27700,24100,27400,77110,224680.0,8200000.0
1999-12-15,27450,27700,24650,27000,17180,221400.0,8200000.0
1999-12-16,24000,26700,24000,25000,22650,205000.0,8200000.0
1999-12-17,25000,25700,24000,24900,16890,204180.0,8200000.0
1999-12-20,25000,25000,24000,24700,9480,202540.0,8200000.0
1999-12-21,24000,25000,24000,25000,16320,205000.0,8200000.0
1999-12-22,24700,25200,24700,25000,5710,205000.0,8200000.0
1999-12-23,23100,26000,23100,26000,27500,213200.0,8200000.0
1999-12-24,24500,27500,24500,27500,9300,225500.0,8200000.0
1999-12-27,28400,30400,23400,23400,72810,191880.0,8200000.0
1999-12-28,25000,26900,24000,26900,9110,220580.0,8200000.0
2000-01-04,28050,28050,25200,25600,160,209920.0,8200000.0
2000-01-05,25600,25600,22550,23000,27870,188600.0,8200000.0
2000-01-06,24000,24000,21500,21800,12730,178760.0,8200000.0
2000-01-07,21800,22700,21800,22300,1700,182860.0,8200000.0
2000-01-10,21500,23300,21500,22800,12570,186960.0,8200000.0
2000-01-11,23000,23700,22600,23100,8070,189420.0,8200000.0
2000-01-12,23100,23500,23100,23100,2280,189420.0,8200000.0
2000-01-13,22500,26500,22500,26500,45160,217300.0,8200000.0
2000-01-14,26000,29800,25500,29000,47080,237800.0,8200000.0
2000-01-17,27600,30500,25500,26000,63430,213200.0,8200000.0
2000-01-18,26100,26500,24100,25000,15060,205000.0,8200000.0
2000-01-19,25100,25100,24000,24000,21630,196800.0,8200000.0
2000-01-20,22500,23100,21600,23000,23010,188600.0,8200000.0
2000-01-21,22500,23600,22000,23600,1370,193520.0,8200000.0
2000-01-24,24500,24500,22000,22000,6660,180400.0,8200000.0
2000-01-25,24000,24000,21950,21950,4450,179990.0,8200000.0
2000-01-26,22000,23000,21000,21050,9880,172610.0,8200000.0
2000-01-27,22000,22900,20500,22800,172840,186960.0,8200000.0
2000-01-28,23000,25900,22000,25900,88970,212380.0,8200000.0
2000-01-31,24100,24700,23900,23900,5090,195980.0,8200000.0
2000-02-01,24900,24950,24000,24200,7310,198440.0,8200000.0
2000-02-02,24800,27800,23600,27800,65060,227960.0,8200000.0
2000-02-03,27000,28500,26000,28500,15880,233700.0,8200000.0
2000-02-07,27600,28000,26000,27900,7200,228780.0,8200000.0
2000-02-08,26350,27900,26050,26500,17710,217300.0,8200000.0
2000-02-09,25300,26800,25000,25800,8190,211560.0,8200000.0
2000-02-10,24900,25300,23050,25000,10450,205000.0,8200000.0
2000-02-11,24950,26900,22950,23000,38090,188600.0,8200000.0
2000-02-14,24900,24900,22600,23000,11450,188600.0,8200000.0
2000-02-15,23000,24000,22500,23150,6180,189830.0,8200000.0
2000-02-16,22500,24000,22100,22100,24110,181220.0,8200000.0
2000-02-17,23700,25400,23050,25400,73190,208280.0,8200000.0
2000-02-18,24500,27000,24500,26050,128390,213610.0,8200000.0
2000-02-21,25050,27000,24600,27000,39540,221400.0,8200000.0
2000-02-22,25600,26600,25350,25900,6860,212380.0,8200000.0
2000-02-23,25500,26000,25000,26000,4500,213200.0,8200000.0
2000-02-24,25200,26100,24900,26000,13170,213200.0,8200000.0
2000-02-25,25000,25100,24050,24500,2380,200900.0,8200000.0
2000-02-28,24000,24450,22500,23600,3580,193520.0,8200000.0
2000-02-29,24550,25800,23500,25800,5080,211560.0,8200000.0
2000-03-02,24750,25500,24700,24800,4000,203360.0,8200000.0
2000-03-03,26000,26000,24550,24550,3460,201310.0,8200000.0
2000-03-06,25900,25900,23100,23500,20380,192700.0,8200000.0
2000-03-07,23850,24400,23000,23600,14810,193520.0,8200000.0
2000-03-08,23100,23800,22800,23200,8600,190240.0,8200000.0
2000-03-09,22700,23700,22700,23100,7780,189420.0,8200000.0
2000-03-10,23100,23400,22800,23350,5560,191470.0,8200000.0
2000-03-13,23100,24400,23100,23450,10110,192290.0,8200000.0
2000-03-14,24300,24400,21200,22800,11710,186960.0,8200000.0
2000-03-15,22800,25200,22500,25200,45110,206640.0,8200000.0
2000-03-16,23000,24400,23000,23700,4460,194340.0,8200000.0
2000-03-17,24500,24600,23200,23300,6560,191060.0,8200000.0
2000-03-20,24200,24250,23300,23700,4780,194340.0,8200000.0
2000-03-21,23800,23800,22800,22850,5160,187370.0,8200000.0
2000-03-22,23200,23500,22700,22800,171300,186960.0,8200000.0
2000-03-23,23000,23350,21600,22000,28460,180400.0,8200000.0
2000-03-24,22900,22900,21850,22000,23040,180400.0,8200000.0
2000-03-27,22500,23000,22050,22450,12280,184090.0,8200000.0
2000-03-28,21900,22500,21900,22000,7110,180400.0,8200000.0
2000-03-29,21800,22000,21000,21000,114580,172200.0,8200000.0
2000-03-30,23800,23900,21350,23000,151980,188600.0,8200000.0
2000-03-31,23500,26400,21150,26400,73820,216480.0,8200000.0
2000-04-03,22500,23000,22450,22450,56050,184090.0,8200000.0
2000-04-04,21100,21850,20500,21000,9820,172200.0,8200000.0
2000-04-06,20500,20550,19100,19100,20750,156620.0,8200000.0
2000-04-07,18000,19200,18000,18900,14900,154980.0,8200000.0
2000-04-10,19200,20400,18300,18600,54630,152520.0,8200000.0
2000-04-11,19500,19500,17350,17350,31520,142270.0,8200000.0
2000-04-12,17550,17700,17100,17350,30890,142270.0,8200000.0
2000-04-14,16500,17200,15250,15550,34180,127510.0,8200000.0
2000-04-17,14100,14100,13250,13250,34750,108650.0,8200000.0
2000-04-18,13550,14000,13000,13200,97090,108240.0,8200000.0
2000-04-19,14200,15150,12000,14500,334100,118900.0,8200000.0
2000-04-20,14600,15850,14000,15400,253160,126280.0,8200000.0
2000-04-21,16200,16800,15200,16500,199180,135300.0,8200000.0
2000-04-24,16500,17000,16200,16200,99760,132840.0,8200000.0
2000-04-25,15800,16000,15000,15600,41630,127920.0,8200000.0
2000-04-26,15700,16300,14200,14200,73860,116440.0,8200000.0
2000-04-27,14600,14600,13300,13700,37200,112340.0,8200000.0
2000-04-28,13800,15750,13800,15750,195740,129150.0,8200000.0
2000-05-02,15800,17500,15500,16150,146150,132430.0,8200000.0
2000-05-03,15800,15800,15300,15500,46450,127100.0,8200000.0
2000-05-04,15600,16200,15100,15400,51190,126280.0,8200000.0
2000-05-08,15350,16050,15350,15500,55200,127100.0,8200000.0
2000-05-09,15600,16500,15200,15650,51810,128330.0,8200000.0
2000-05-10,15500,15500,15000,15050,30500,123410.0,8200000.0
2000-05-12,14550,15500,14100,14400,50040,118080.0,8200000.0
2000-05-15,14050,14050,12950,13000,28790,106600.0,8200000.0
2000-05-16,13200,13500,12100,13000,33290,106600.0,8200000.0
2000-05-17,13000,13300,11050,11050,106200,90610.0,8200000.0
2000-05-18,11050,11050,9410,10400,36190,85280.0,8200000.0
2000-05-19,10450,10450,9500,10300,37650,84460.0,8200000.0
2000-05-22,9710,9750,8910,8910,17270,73062.0,8200000.0
2000-05-23,8960,9000,8350,8800,21870,72160.0,8200000.0
2000-05-24,8850,9500,8400,8990,18820,73718.0,8200000.0
2000-05-25,9300,10100,9030,10100,16650,82820.0,8200000.0
2000-05-26,10150,10400,9190,9190,26300,75358.0,8200000.0
2000-05-29,7820,9200,7820,8800,10220,72160.0,8200000.0
2000-05-30,9500,10100,9500,10050,12960,82410.0,8200000.0
2000-05-31,10900,11000,10250,10800,35790,88560.0,8200000.0
2000-06-01,10800,10800,10200,10550,20280,86510.0,8200000.0
2000-06-02,10750,11300,10450,10500,32630,86100.0,8200000.0
2000-06-05,10700,11300,10500,11150,51420,91430.0,8200000.0
2000-06-07,11200,12400,10800,11850,157240,97170.0,8200000.0
2000-06-08,12100,12700,10800,10800,72940,88560.0,8200000.0
2000-06-09,10850,11000,10200,10800,67090,88560.0,8200000.0
2000-06-12,10400,10750,10150,10150,50650,83230.0,8200000.0
2000-06-13,10150,10800,10000,10050,86380,82410.0,8200000.0
2000-06-14,9700,10300,9700,9900,8110,81180.0,8200000.0
2000-06-15,9900,9900,9130,9140,12200,74948.0,8200000.0
2000-06-16,8550,9500,8550,9500,16350,77900.0,8200000.0
2000-06-19,9110,9380,8650,8900,19710,72980.0,8200000.0
2000-06-20,9010,9400,8920,9020,28410,73964.0,8200000.0
2000-06-21,9190,9760,9070,9500,46920,77900.0,8200000.0
2000-06-22,9700,9900,9320,9500,22620,77900.0,8200000.0
2000-06-23,9520,9700,9200,9550,60150,78310.0,8200000.0
2000-06-26,9540,10200,9300,9700,59660,79540.0,8200000.0
2000-06-27,10000,11100,9800,10700,165460,87740.0,8200000.0
2000-06-28,10900,12300,10400,11500,200390,94300.0,8200000.0
2000-06-29,11650,11900,10750,10800,68350,88560.0,8200000.0
2000-06-30,11400,11400,10900,11300,33450,92660.0,8200000.0
2000-07-03,10800,11850,10800,11450,58550,93890.0,8200000.0
2000-07-04,11550,11950,11000,11550,84350,94710.0,8200000.0
2000-07-05,11800,12300,11400,11700,121750,95940.0,8200000.0
2000-07-06,11700,11900,11200,11700,85470,95940.0,8200000.0
2000-07-07,12000,13450,12000,12600,219550,103320.0,8200000.0
2000-07-10,12450,12800,11900,12200,69560,100040.0,8200000.0
2000-07-11,12600,12600,11700,12000,86570,98400.0,8200000.0
2000-07-12,12050,12300,11200,11400,76420,93480.0,8200000.0
2000-07-13,11450,11750,11450,11600,25560,95120.0,8200000.0
2000-07-14,11650,11800,11300,11350,33270,93070.0,8200000.0
2000-07-18,11800,11800,10800,11350,35290,93070.0,8200000.0
2000-07-19,10900,11250,10150,11250,20770,92250.0,8200000.0
2000-07-20,11300,11300,10400,11000,27780,90200.0,8200000.0
2000-07-21,11050,11300,11050,11050,14510,90610.0,8200000.0
2000-07-24,11100,11300,10550,10550,45270,86510.0,8200000.0
2000-07-25,10600,10750,10600,10750,8280,88150.0,8200000.0
2000-07-26,10900,11000,10500,10500,22930,86100.0,8200000.0
2000-07-27,10400,10500,10050,10100,4630,82820.0,8200000.0
2000-07-28,10000,10150,9620,9650,9930,79130.0,8200000.0
2000-07-31,9500,9500,9030,9300,6690,76260.0,8200000.0
2000-08-01,9300,9800,9300,9800,10530,80360.0,8200000.0
2000-08-02,9410,9790,9410,9650,4470,79130.0,8200000.0
2000-08-03,9750,9900,9500,9700,6540,79540.0,8200000.0
2000-08-04,9800,9800,9500,9650,3750,79130.0,8200000.0
2000-08-07,9600,9700,9400,9600,4860,78720.0,8200000.0
2000-08-08,9600,9750,9120,9750,66570,79950.0,8200000.0
2000-08-09,9900,11200,9500,11200,51360,91840.0,8200000.0
2000-08-10,12150,12400,10650,10800,116180,88560.0,8200000.0
2000-08-11,11000,11650,10800,11200,37210,91840.0,8200000.0
2000-08-14,11300,12200,11300,11750,437330,96350.0,8200000.0
2000-08-16,12000,13500,11500,13500,196100,110700.0,8200000.0
2000-08-17,13600,14850,12500,13900,216740,113980.0,8200000.0
2000-08-18,13500,14000,12450,13100,57910,107420.0,8200000.0
2000-08-21,12800,12800,11950,12000,35180,98400.0,8200000.0
2000-08-22,12200,12250,11650,12100,22500,99220.0,8200000.0
2000-08-23,12100,12700,11800,11900,20470,97580.0,8200000.0
2000-08-24,11900,11900,11400,11850,13350,97170.0,8200000.0
2000-08-25,10600,12000,10600,12000,14270,98400.0,8200000.0
2000-08-28,12300,12350,11700,11950,10360,97990.0,8200000.0
2000-08-29,12200,12300,11600,12050,14670,98810.0,8200000.0
2000-08-30,11750,12050,11650,11850,10090,97170.0,8200000.0
2000-08-31,12000,12000,11000,11400,9620,93480.0,8200000.0
2000-09-01,11800,12400,11200,11800,15660,96760.0,8200000.0
2000-09-04,11800,12300,11800,12200,14220,100040.0,8200000.0
2000-09-05,12400,12800,12000,12300,25110,100860.0,8200000.0
2000-09-06,12100,12400,11800,12000,12950,98400.0,8200000.0
2000-09-07,12000,12000,11400,11500,12200,94300.0,8200000.0
2000-09-08,11300,11600,11300,11600,7900,95120.0,8200000.0
2000-09-14,11300,11500,11200,11500,5180,94300.0,8200000.0
2000-09-15,11600,11800,11250,11600,3510,95120.0,8200000.0
2000-09-18,11200,11200,9900,10900,9760,89380.0,8200000.0
2000-09-19,10500,10600,10000,10000,9040,82000.0,8200000.0
2000-09-20,10000,10600,10000,10500,5380,86100.0,8200000.0
2000-09-21,10100,10500,9900,10300,13320,84460.0,8200000.0
2000-09-22,10000,10250,9800,9800,3540,80360.0,8200000.0
2000-09-25,10000,10000,9200,9800,4260,80360.0,8200000.0
2000-09-26,9550,10000,9500,9800,2520,80360.0,8200000.0
2000-09-27,9800,10250,9600,10000,4360,82000.0,8200000.0
2000-09-28,10200,10200,9950,10000,3840,82000.0,8200000.0
2000-09-29,10000,10550,10000,10300,10790,84460.0,8200000.0
2000-10-02,10900,10900,10050,10100,5160,82820.0,8200000.0
2000-10-04,10100,10300,9850,10300,12680,84460.0,8200000.0
2000-10-05,10100,10500,10100,10400,10790,85280.0,8200000.0
2000-10-06,10200,10400,10000,10400,12690,85280.0,8200000.0
2000-10-09,10300,10600,10100,10300,3940,84460.0,8200000.0
2000-10-10,10300,10300,10000,10000,4090,82000.0,8200000.0
2000-10-11,9800,10000,9630,10000,7740,82000.0,8200000.0
2000-10-12,10000,10000,9700,9800,3380,80360.0,8200000.0
2000-10-13,9700,10100,9300,9800,8110,80360.0,8200000.0
2000-10-16,10100,10200,9850,10200,8220,83640.0,8200000.0
2000-10-17,10200,11400,10200,10650,21750,87330.0,8200000.0
2000-10-18,10700,10700,9820,10650,13580,87330.0,8200000.0
2000-10-19,10450,10700,10400,10700,8590,87740.0,8200000.0
2000-10-20,10600,11200,10500,11000,10530,90200.0,8200000.0
2000-10-23,11300,11400,10800,10950,13790,89790.0,8200000.0
2000-10-24,11550,11550,10700,10800,16080,88560.0,8200000.0
2000-10-25,10800,10800,10350,10350,7030,84870.0,8200000.0
2000-10-26,10350,10350,9950,10000,12150,82000.0,8200000.0
2000-10-27,9930,10200,9900,10200,10530,83640.0,8200000.0
2000-10-30,10300,10550,9960,10100,3200,82820.0,8200000.0
2000-10-31,9910,10200,9800,10100,10470,82820.0,8200000.0
2000-11-01,10200,11300,10000,10500,11550,86100.0,8200000.0
2000-11-02,10600,10600,10200,10500,8370,86100.0,8200000.0
2000-11-03,10800,10800,10400,10400,4990,85280.0,8200000.0
2000-11-06,10450,11000,10400,10550,2650,86510.0,8200000.0
2000-11-07,11000,11000,10250,10500,3190,86100.0,8200000.0
2000-11-08,10350,10500,10100,10500,5130,86100.0,8200000.0
2000-11-09,10500,10500,10150,10400,3510,85280.0,8200000.0
2000-11-10,10100,10650,10100,10550,7390,86510.0,8200000.0
2000-11-13,10550,10950,10450,10800,8660,88560.0,8200000.0
2000-11-14,10800,11100,10400,10850,10010,88970.0,8200000.0
2000-11-15,10700,11000,10400,10800,9910,88560.0,8200000.0
2000-11-16,10800,12400,10300,12400,47170,101680.0,8200000.0
2000-11-17,12900,14250,12300,13600,106820,111520.0,8200000.0
2000-11-20,13400,13800,12300,12500,42270,102500.0,8200000.0
2000-11-21,12200,12600,10950,12400,32050,101680.0,8200000.0
2000-11-22,12400,14000,12300,12700,62390,104140.0,8200000.0
2000-11-23,11500,12700,11500,12000,22950,98400.0,8200000.0
2000-11-24,12500,12500,11350,12200,17130,100040.0,8200000.0
2000-11-27,11500,12450,11500,11900,17170,97580.0,8200000.0
2000-11-28,12500,13650,12300,12500,51580,102500.0,8200000.0
2000-11-29,12500,13100,11500,12350,34710,101270.0,8200000.0
2000-11-30,12350,12850,11750,12600,22710,103320.0,8200000.0
2000-12-01,12100,12500,11800,12300,22490,100860.0,8200000.0
2000-12-04,12700,13000,11900,12050,18330,98810.0,8200000.0
2000-12-05,12050,12400,11700,12000,25930,98400.0,8200000.0
2000-12-06,12000,12250,11650,11950,31060,97990.0,8200000.0
2000-12-07,11950,12000,11600,11850,12730,97170.0,8200000.0
2000-12-08,11800,11800,11350,11700,20650,95940.0,8200000.0
2000-12-11,11400,11900,11400,11500,15420,94300.0,8200000.0
2000-12-12,11450,11500,11100,11300,12210,92660.0,8200000.0
2000-12-13,11500,11500,11000,11350,14130,93070.0,8200000.0
2000-12-14,11500,11500,11100,11100,3940,91020.0,8200000.0
2000-12-15,10900,12300,10900,11500,12000,94300.0,8200000.0
2000-12-18,11700,11700,11250,11500,12240,94300.0,8200000.0
2000-12-19,11550,12500,11500,11600,36560,95120.0,8200000.0
2000-12-20,11700,11900,10700,11200,22150,91840.0,8200000.0
2000-12-21,10900,10900,10400,10500,18400,86100.0,8200000.0
2000-12-22,10300,10400,9750,9900,22150,81180.0,8200000.0
2000-12-26,9570,10000,9500,9900,21130,81180.0,8200000.0
2001-01-02,9600,9850,9520,9600,5790,78720.0,8200000.0
2001-01-03,9600,9880,9600,9700,1590,79540.0,8200000.0
2001-01-04,10000,10100,9750,9900,55710,81180.0,8200000.0
2001-01-05,9720,9900,9300,9700,22260,79540.0,8200000.0
2001-01-08,9790,9870,9570,9720,15000,79704.0,8200000.0
2001-01-09,9630,9870,9600,9820,11910,80524.0,8200000.0
2001-01-10,9880,9880,9400,9400,14780,77080.0,8200000.0
2001-01-11,9400,9600,9100,9600,15940,78720.0,8200000.0
2001-01-12,9600,9820,9400,9800,11380,80360.0,8200000.0
2001-01-15,9800,9800,9640,9680,10840,79376.0,8200000.0
2001-01-16,9600,9750,9400,9460,9170,77572.0,8200000.0
2001-01-17,9500,9650,9300,9500,10780,77900.0,8200000.0
2001-01-18,9500,9590,9410,9420,6120,77244.0,8200000.0
2001-01-19,9400,9480,9330,9350,7230,76670.0,8200000.0
2001-01-22,9300,9500,9180,9200,12920,75440.0,8200000.0
2001-01-26,9200,9210,9050,9070,8630,74374.0,8200000.0
2001-01-29,9020,9300,8910,9210,30540,75522.0,8200000.0
2001-01-30,9280,9280,9120,9120,27330,74784.0,8200000.0
2001-01-31,9170,9200,9000,9150,16540,75030.0,8200000.0
2001-02-01,9200,9200,8980,9050,18310,74210.0,8200000.0
2001-02-02,8760,9090,8710,8900,20520,72980.0,8200000.0
2001-02-05,8910,9000,8500,8500,13510,69700.0,8200000.0
2001-02-06,8310,9500,8220,8950,32210,73390.0,8200000.0
2001-02-07,8490,8890,8490,8530,15570,69946.0,8200000.0
2001-02-08,8700,8700,8340,8550,10700,70110.0,8200000.0
2001-02-09,8400,8580,8310,8540,16280,70028.0,8200000.0
2001-02-12,8450,8500,8310,8350,13480,68470.0,8200000.0
2001-02-13,8400,8500,8360,8440,12940,69208.0,8200000.0
2001-02-14,8320,8500,8320,8450,13870,69290.0,8200000.0
2001-02-15,8460,8720,8450,8690,20770,71258.0,8200000.0
2001-02-16,8790,8800,8350,8480,19110,69536.0,8200000.0
2001-02-19,8550,8630,8360,8500,6810,69700.0,8200000.0
2001-02-20,8500,8800,8350,8700,26110,71340.0,8200000.0
2001-02-21,8700,8700,8500,8500,20030,69700.0,8200000.0
2001-02-22,8600,8770,8400,8700,14810,71340.0,8200000.0
2001-02-23,8770,9250,8700,9140,39930,74948.0,8200000.0
2001-02-26,9400,9400,9060,9140,18010,74948.0,8200000.0
2001-02-27,9100,9190,8850,8850,22610,72570.0,8200000.0
2001-02-28,8520,8920,8520,8580,14590,70356.0,8200000.0
2001-03-02,8610,8650,8300,8300,15700,68060.0,8200000.0
2001-03-05,8180,8180,7920,8050,14570,66010.0,8200000.0
2001-03-06,8060,8170,8000,8060,8080,66092.0,8200000.0
2001-03-07,8150,8150,7980,8090,12080,66338.0,8200000.0
2001-03-08,8090,8780,8030,8520,26540,69864.0,8200000.0
2001-03-09,8450,8540,8220,8330,10270,68306.0,8200000.0
2001-03-12,8500,8500,8100,8100,7180,66420.0,8200000.0
2001-03-13,7900,7990,7800,7870,14630,64534.0,8200000.0
2001-03-14,7850,8200,7850,8090,5450,66338.0,8200000.0
2001-03-15,7810,7980,7730,7980,8390,65436.0,8200000.0
2001-03-16,7810,8060,7810,7970,5480,65354.0,8200000.0
2001-03-19,7900,7900,7750,7850,3220,64370.0,8200000.0
2001-03-20,7810,8000,7810,7970,4380,65354.0,8200000.0
2001-03-21,7750,7940,7700,7840,6500,64288.0,8200000.0
2001-03-22,7760,7880,7740,7800,3110,63960.0,8200000.0
2001-03-23,7880,7880,7730,7840,4070,64288.0,8200000.0
2001-03-26,7890,8170,7730,8040,7800,65928.0,8200000.0
2001-03-27,8100,8100,7850,7920,3900,64944.0,8200000.0
2001-03-28,8050,8050,7800,7880,3300,64616.0,8200000.0
2001-03-29,7900,7900,7730,7800,3380,63960.0,8200000.0
2001-03-30,7800,7890,7610,7610,6520,62402.0,8200000.0
2001-04-02,7520,7790,7320,7470,6920,61254.0,8200000.0
2001-04-03,7210,7250,7000,7000,7690,57400.0,8200000.0
2001-04-04,6720,6940,6600,6600,5880,54120.0,8200000.0
2001-04-06,6800,6800,6600,6670,10160,54694.0,8200000.0
2001-04-09,6700,6700,6480,6520,5320,53464.0,8200000.0
2001-04-10,6320,6640,6320,6550,5140,53710.0,8200000.0
2001-04-11,6780,7530,6510,6600,25580,54120.0,8200000.0
2001-04-12,6760,6790,6610,6770,7460,55514.0,8200000.0
2001-04-13,6770,6780,6630,6780,3300,55596.0,8200000.0
2001-04-16,6630,6750,6550,6750,7940,55350.0,8200000.0
2001-04-17,6750,7110,6730,7050,12660,57810.0,8200000.0
2001-04-18,7050,7450,6970,7240,7900,59368.0,8200000.0
2001-04-19,7320,7450,7200,7280,7000,59696.0,8200000.0
2001-04-20,7400,7400,7100,7190,3880,58958.0,8200000.0
2001-04-23,7180,7180,6870,7000,5510,57400.0,8200000.0
2001-04-24,7150,7350,6890,7080,61870,58056.0,8200000.0
2001-04-25,7140,7140,7010,7100,2260,58220.0,8200000.0
2001-04-26,7010,7190,6920,7060,63310,57892.0,8200000.0
2001-04-27,6930,7090,6870,6960,2820,57072.0,8200000.0
2001-04-30,6870,7100,6870,6980,4680,57236.0,8200000.0
2001-05-02,6900,7100,6900,7000,7680,57400.0,8200000.0
2001-05-03,7090,7090,6960,7000,5430,57400.0,8200000.0
