풍산(103140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-02,23900,23900,22950,23600,363915,661373.0,28024278.0
2010-04-05,23400,23550,22150,22700,782790,636151.0,28024278.0
2010-04-06,23000,23900,23000,23300,876732,652966.0,28024278.0
2010-04-07,23800,24850,23700,24850,1009653,696403.0,28024278.0
2010-04-08,24850,26000,24350,25800,1169554,723026.0,28024278.0
2010-04-09,25750,26600,25450,25800,625928,723026.0,28024278.0
2010-04-12,26000,26550,25200,25850,503744,724428.0,28024278.0
2010-04-13,25700,26000,24850,25000,489826,700607.0,28024278.0
2010-04-14,24950,25850,24700,25850,364666,724428.0,28024278.0
2010-04-15,26300,26400,25700,26000,281025,728631.0,28024278.0
2010-04-16,26000,27000,25700,26200,478974,734236.0,28024278.0
2010-04-19,25650,25950,24700,24700,485039,692200.0,28024278.0
2010-04-20,24900,25350,24500,24800,461375,695002.0,28024278.0
2010-04-21,25050,26250,24900,26000,502277,728631.0,28024278.0
2010-04-22,25800,26550,25650,26350,298242,738440.0,28024278.0
2010-04-23,26150,26300,25200,25500,366239,714619.0,28024278.0
2010-04-26,25500,26100,25050,26050,289519,730032.0,28024278.0
2010-04-27,26150,27150,25850,26000,655575,728631.0,28024278.0
2010-04-28,25100,26300,25100,26000,522274,728631.0,28024278.0
2010-04-29,26400,27800,26250,27150,818356,760859.0,28024278.0
2010-04-30,27650,27650,26250,27000,544089,756656.0,28024278.0
2010-05-03,26700,27600,26500,27400,211633,767865.0,28024278.0
2010-05-04,27400,27800,25800,25800,518036,723026.0,28024278.0
2010-05-06,24500,25250,24250,25250,666698,707613.0,28024278.0
2010-05-07,24400,25500,24150,24600,451159,689397.0,28024278.0
2010-05-10,25100,26000,24850,25800,354968,723026.0,28024278.0
2010-05-11,26050,26250,25050,25400,323117,711817.0,28024278.0
2010-05-12,25600,25700,24750,24950,267082,699206.0,28024278.0
2010-05-13,25250,25750,24350,24950,696601,699206.0,28024278.0
2010-05-14,24900,26400,24400,26250,661533,735637.0,28024278.0
2010-05-17,25900,26500,25400,25400,369815,711817.0,28024278.0
2010-05-18,25500,25750,24450,24550,401015,687996.0,28024278.0
2010-05-19,24100,24300,23350,24050,305127,673984.0,28024278.0
2010-05-20,24250,24700,22900,23150,275315,648762.0,28024278.0
2010-05-24,22950,24650,22950,24450,363796,685194.0,28024278.0
2010-05-25,24300,24650,22900,24050,383113,673984.0,28024278.0
2010-05-26,24400,24950,24100,24700,221090,692200.0,28024278.0
2010-05-27,24850,25250,24300,24650,300149,690798.0,28024278.0
2010-05-28,25200,25350,24550,24600,326120,689397.0,28024278.0
2010-05-31,24900,27000,24300,26000,705302,728631.0,28024278.0
2010-06-01,26400,27300,26300,26500,618245,742643.0,28024278.0
2010-06-03,26600,27250,26200,26500,233095,742643.0,28024278.0
2010-06-04,26400,26450,25300,25500,449780,714619.0,28024278.0
2010-06-07,24500,25400,24300,25200,516000,706212.0,28024278.0
2010-06-08,24800,25250,24600,25200,440034,706212.0,28024278.0
2010-06-09,25450,26000,25150,25900,515410,725829.0,28024278.0
2010-06-10,26050,26200,25600,25600,502581,717422.0,28024278.0
2010-06-11,26250,26250,25150,25800,312324,723026.0,28024278.0
2010-06-14,25900,26900,25700,26900,440350,753853.0,28024278.0
2010-06-15,27150,28400,26800,28400,869908,795889.0,28024278.0
2010-06-16,28800,29500,28250,28550,535949,800093.0,28024278.0
2010-06-17,28550,29650,28200,29650,576137,830920.0,28024278.0
2010-06-18,29500,29650,28750,29150,362300,816908.0,28024278.0
2010-06-21,29650,31450,29650,31450,804355,881364.0,28024278.0
2010-06-22,31000,31600,30350,30850,444055,864549.0,28024278.0
2010-06-23,30550,32000,30500,31200,406872,874357.0,28024278.0
2010-06-24,31000,31700,31000,31250,188249,875759.0,28024278.0
2010-06-25,30800,31400,30500,31000,247557,868753.0,28024278.0
2010-06-28,31000,31950,30600,31650,197970,886968.0,28024278.0
2010-06-29,31650,33000,30150,30150,406798,844932.0,28024278.0
2010-06-30,29300,30850,29050,30850,388084,864549.0,28024278.0
2010-07-01,30450,32700,30100,32300,360951,905184.0,28024278.0
2010-07-02,32300,32400,28950,29250,1142408,819710.0,28024278.0
2010-07-05,29000,29300,27800,28950,619194,811303.0,28024278.0
2010-07-06,28650,28800,27500,28600,733726,801494.0,28024278.0
2010-07-07,28600,28700,27100,27400,1501822,767865.0,28024278.0
2010-07-08,27950,28700,27400,28600,892366,801494.0,28024278.0
2010-07-09,28900,29100,27650,28300,566061,793087.0,28024278.0
2010-07-12,28750,29300,28400,28800,371566,807099.0,28024278.0
2010-07-13,29000,29450,28500,29000,427986,812704.0,28024278.0
2010-07-14,29450,29700,28850,29200,461072,818309.0,28024278.0
2010-07-15,29200,29350,28150,28300,465677,793087.0,28024278.0
2010-07-16,28050,29400,28000,29300,457388,821111.0,28024278.0
2010-07-19,28950,29400,28750,29250,224372,819710.0,28024278.0
2010-07-20,29100,29200,28550,28550,232167,800093.0,28024278.0
2010-07-21,28950,30150,28950,29950,914628,839327.0,28024278.0
2010-07-22,30250,31200,29650,30100,733382,843531.0,28024278.0
2010-07-23,30900,30900,29750,30200,512993,846333.0,28024278.0
2010-07-26,30400,30500,29700,29900,259071,837926.0,28024278.0
2010-07-27,30050,30100,29100,29150,443760,816908.0,28024278.0
2010-07-28,29450,29500,28550,29400,275757,823914.0,28024278.0
2010-07-29,29400,31750,29400,31400,1032501,879962.0,28024278.0
2010-07-30,31500,32400,31450,31700,775568,888370.0,28024278.0
2010-08-02,31700,32750,31000,32500,446352,910789.0,28024278.0
2010-08-03,32800,33550,32450,32900,573486,921999.0,28024278.0
2010-08-04,32850,33800,32550,33700,505795,944418.0,28024278.0
2010-08-05,34200,35400,34050,34450,786171,965436.0,28024278.0
2010-08-06,34500,34700,33500,34250,367635,959832.0,28024278.0
2010-08-09,34300,34700,33100,33800,299708,947221.0,28024278.0
2010-08-10,33850,35200,33850,34900,321225,978047.0,28024278.0
2010-08-11,34500,35100,33800,33800,251857,947221.0,28024278.0
2010-08-12,32600,33350,31900,32150,489303,900981.0,28024278.0
2010-08-13,32150,33450,31750,33100,318081,927604.0,28024278.0
2010-08-16,33150,34000,32550,33850,182025,948622.0,28024278.0
2010-08-17,33850,35300,33650,34900,321407,978047.0,28024278.0
2010-08-18,35400,35400,34500,34800,180803,975245.0,28024278.0
2010-08-19,34950,35300,34550,34550,203930,968239.0,28024278.0
2010-08-20,34450,36000,34100,35900,287875,1006072.0,28024278.0
2010-08-23,35500,36800,34850,36050,457248,1010275.0,28024278.0
2010-08-24,35600,35850,34500,34750,183882,973844.0,28024278.0
2010-08-25,34500,35500,33750,34950,366503,979449.0,28024278.0
2010-08-26,35150,36300,34650,36300,360461,1017281.0,28024278.0
2010-08-27,36100,36700,35700,36300,269426,1017281.0,28024278.0
2010-08-30,36950,36950,35950,36450,251237,1021485.0,28024278.0
2010-08-31,36500,37750,36400,37500,362925,1050910.0,28024278.0
2010-09-01,37800,38950,37350,37950,319821,1063521.0,28024278.0
2010-09-02,38400,39300,37450,38750,243633,1085941.0,28024278.0
2010-09-03,39000,40500,39000,40000,466944,1120971.0,28024278.0
2010-09-06,40050,41200,39150,41000,367354,1148995.0,28024278.0
2010-09-07,41250,41250,39650,39750,267171,1113965.0,28024278.0
2010-09-08,39650,41350,39300,41350,586282,1158804.0,28024278.0
2010-09-09,41750,42900,41500,42900,416520,1202242.0,28024278.0
2010-09-10,42800,43350,41850,42400,421476,1188229.0,28024278.0
2010-09-13,42400,43850,41700,43250,394204,1212050.0,28024278.0
2010-09-14,43350,43500,41650,42000,264165,1177020.0,28024278.0
2010-09-15,41850,42700,40700,40950,313606,1147594.0,28024278.0
2010-09-16,41050,42000,40950,41200,200762,1154600.0,28024278.0
2010-09-17,41950,42000,40050,40050,326689,1122372.0,28024278.0
2010-09-20,40250,41800,39600,41500,275092,1163008.0,28024278.0
2010-09-24,41800,42350,41700,42150,179562,1181223.0,28024278.0
2010-09-27,43000,44400,42550,44350,322600,1242877.0,28024278.0
2010-09-28,44500,45850,44150,44550,341220,1248482.0,28024278.0
2010-09-29,44900,45000,43700,44450,274193,1245679.0,28024278.0
2010-09-30,44400,45750,43150,43400,361986,1216254.0,28024278.0
2010-10-01,43800,44150,42650,42650,247184,1195235.0,28024278.0
2010-10-04,43100,43650,41800,42000,364650,1177020.0,28024278.0
2010-10-05,41800,42750,40000,40750,426510,1141989.0,28024278.0
2010-10-06,41600,43000,41100,42650,372490,1195235.0,28024278.0
2010-10-07,43200,43850,40750,42500,516229,1191032.0,28024278.0
2010-10-08,42400,42500,41500,41550,234684,1164409.0,28024278.0
2010-10-11,41950,41950,40700,41100,257052,1151798.0,28024278.0
2010-10-12,41350,42400,41150,41750,241488,1170014.0,28024278.0
2010-10-13,42000,42000,40350,41100,264868,1151798.0,28024278.0
2010-10-14,41000,41750,40000,41500,578335,1163008.0,28024278.0
2010-10-15,41200,41850,40800,41550,186440,1164409.0,28024278.0
2010-10-18,42050,43400,41550,42400,548712,1188229.0,28024278.0
2010-10-19,42600,42600,40350,40500,345999,1134983.0,28024278.0
2010-10-20,39900,40350,38550,40000,616009,1120971.0,28024278.0
2010-10-21,40300,40600,39050,40100,282499,1123774.0,28024278.0
2010-10-22,40200,41100,39250,41000,499154,1148995.0,28024278.0
2010-10-25,41000,41400,40500,41100,310961,1151798.0,28024278.0
2010-10-26,41500,43500,40850,43400,551781,1216254.0,28024278.0
2010-10-27,43200,43600,42100,42450,491524,1189631.0,28024278.0
2010-10-28,42400,42400,41500,41750,247745,1170014.0,28024278.0
2010-10-29,41750,41750,40100,40200,309145,1126576.0,28024278.0
2010-11-01,40700,41900,39500,41900,418247,1174217.0,28024278.0
2010-11-02,42700,47650,42350,45800,1447790,1283512.0,28024278.0
2010-11-03,46400,48400,46150,46200,795707,1294722.0,28024278.0
2010-11-04,46100,47950,45250,47250,499907,1324147.0,28024278.0
2010-11-05,47800,49400,46600,46750,514205,1310135.0,28024278.0
2010-11-08,47400,48250,46800,47400,383069,1328351.0,28024278.0
2010-11-09,48050,48500,46900,48450,254171,1357776.0,28024278.0
2010-11-10,48600,49100,47850,48200,258462,1350770.0,28024278.0
2010-11-11,48200,48500,47150,47550,578339,1332554.0,28024278.0
2010-11-12,48600,48600,45800,46050,698493,1290518.0,28024278.0
2010-11-15,45600,45800,44700,45700,460074,1280710.0,28024278.0
2010-11-16,45700,46450,44550,45550,377331,1276506.0,28024278.0
2010-11-17,44700,46800,44450,46400,270099,1300326.0,28024278.0
2010-11-18,46250,48250,45950,48000,323189,1345165.0,28024278.0
2010-11-19,48500,48850,47900,48450,226899,1357776.0,28024278.0
2010-11-22,48450,49800,48450,49300,369231,1381597.0,28024278.0
2010-11-23,49000,49150,47150,48500,356418,1359177.0,28024278.0
2010-11-24,48000,48450,47000,47850,333995,1340962.0,28024278.0
2010-11-25,47950,48300,47000,47500,199568,1331153.0,28024278.0
2010-11-26,47500,48350,46500,47750,354313,1338159.0,28024278.0
2010-11-29,47500,48150,46400,47200,236342,1322746.0,28024278.0
2010-11-30,47650,49150,47200,48000,345240,1345165.0,28024278.0
2010-12-01,48100,49800,47600,49800,275796,1395609.0,28024278.0
2010-12-02,50400,50900,49550,50900,359603,1426436.0,28024278.0
2010-12-03,50800,51200,49850,49900,195654,1398411.0,28024278.0
2010-12-06,50200,50600,48400,48750,252631,1366184.0,28024278.0
2010-12-07,48750,49500,48200,49400,230186,1384399.0,28024278.0
2010-12-08,49700,50200,48200,48200,281811,1350770.0,28024278.0
2010-12-09,48200,48700,47650,48550,209385,1360579.0,28024278.0
2010-12-10,48400,49100,47850,47900,176967,1342363.0,28024278.0
2010-12-13,47900,49250,47900,49150,232558,1377393.0,28024278.0
2010-12-14,49650,49900,49150,49150,160049,1377393.0,28024278.0
2010-12-15,49750,49900,48800,49800,215114,1395609.0,28024278.0
2010-12-16,49450,50500,49300,49750,162810,1394208.0,28024278.0
2010-12-17,49500,50200,48750,49000,215218,1373190.0,28024278.0
2010-12-20,48400,48700,47200,47500,274106,1331153.0,28024278.0
2010-12-21,48000,48650,47850,48100,205919,1347968.0,28024278.0
2010-12-22,49000,49700,48350,48350,289116,1354974.0,28024278.0
2010-12-23,48700,48850,47650,47800,191986,1339560.0,28024278.0
2010-12-24,47800,49600,47650,48100,237279,1347968.0,28024278.0
2010-12-27,48100,48950,47550,47800,180387,1339560.0,28024278.0
2010-12-28,47800,48600,47700,48250,195990,1352171.0,28024278.0
2010-12-29,48500,48750,47400,47450,218780,1329752.0,28024278.0
2010-12-30,47450,48000,47100,48000,195581,1345165.0,28024278.0
2011-01-03,48500,48700,47800,48200,187624,1350770.0,28024278.0
2011-01-04,48250,48700,47750,48200,263148,1350770.0,28024278.0
2011-01-05,48250,49500,48150,48750,378142,1366184.0,28024278.0
2011-01-06,49050,49300,48200,48550,187465,1360579.0,28024278.0
2011-01-07,48550,49050,47800,48200,232907,1350770.0,28024278.0
2011-01-10,48200,49000,48000,49000,195019,1373190.0,28024278.0
2011-01-11,49000,49150,47950,48800,202497,1367585.0,28024278.0
2011-01-12,49200,52800,49200,52600,960162,1474077.0,28024278.0
2011-01-13,52600,52900,51500,51600,408237,1446053.0,28024278.0
2011-01-14,51400,51800,50200,51500,372700,1443250.0,28024278.0
2011-01-17,51200,52800,49700,49750,396596,1394208.0,28024278.0
2011-01-18,49100,49800,48800,49050,455874,1374591.0,28024278.0
2011-01-19,49000,50400,48250,50100,317840,1404016.0,28024278.0
2011-01-20,49900,49900,48500,48500,293504,1359177.0,28024278.0
2011-01-21,48100,48750,46150,46500,428357,1303129.0,28024278.0
2011-01-24,46800,47350,46200,46650,238288,1307333.0,28024278.0
2011-01-25,47100,48150,47000,47850,288648,1340962.0,28024278.0
2011-01-26,48150,48300,46350,46750,389862,1310135.0,28024278.0
2011-01-27,46850,47700,46850,47100,289140,1319943.0,28024278.0
2011-01-28,46700,46900,45950,46000,291112,1289117.0,28024278.0
2011-01-31,45500,45500,44200,44200,470556,1238673.0,28024278.0
2011-02-01,44450,44750,42600,43350,523741,1214852.0,28024278.0
2011-02-07,44400,46150,44200,46000,420398,1289117.0,28024278.0
2011-02-08,46100,46250,45050,45400,227505,1272302.0,28024278.0
2011-02-09,45400,46450,45000,45650,186422,1279308.0,28024278.0
2011-02-10,45550,46200,45200,45600,158033,1277907.0,28024278.0
2011-02-11,45600,45750,43750,44600,177804,1249883.0,28024278.0
2011-02-14,44600,46600,44600,46600,212033,1305931.0,28024278.0
2011-02-15,46100,46300,44700,44700,217684,1252685.0,28024278.0
2011-02-16,44700,46400,44700,45550,313704,1276506.0,28024278.0
2011-02-17,46100,46400,45050,45550,200918,1276506.0,28024278.0
2011-02-18,45850,47750,45850,47700,286443,1336758.0,28024278.0
2011-02-21,48100,48700,47900,48150,255159,1349369.0,28024278.0
2011-02-22,47500,48300,45750,46050,236030,1290518.0,28024278.0
2011-02-23,45600,46850,42950,43500,402440,1219056.0,28024278.0
2011-02-24,42050,42950,41000,41150,588939,1153199.0,28024278.0
2011-02-25,41300,42700,41300,42450,279965,1189631.0,28024278.0
2011-02-28,42400,42400,40900,41300,226512,1157403.0,28024278.0
2011-03-02,40800,42300,39650,40450,275464,1133582.0,28024278.0
2011-03-03,41000,41500,40450,41500,297996,1163008.0,28024278.0
2011-03-04,42200,42250,41100,41750,301917,1170014.0,28024278.0
2011-03-07,41600,42350,41300,41850,170606,1172816.0,28024278.0
2011-03-08,41600,44950,41600,44000,449696,1233068.0,28024278.0
2011-03-09,44350,45250,43350,43700,349331,1224661.0,28024278.0
2011-03-10,43700,45400,43450,45350,231853,1270901.0,28024278.0
2011-03-11,44500,44900,43550,43900,188257,1230266.0,28024278.0
2011-03-14,42600,43400,41650,42050,308498,1178421.0,28024278.0
2011-03-15,42500,43250,40600,41800,294137,1171415.0,28024278.0
2011-03-16,42000,42700,40300,41000,604066,1148995.0,28024278.0
2011-03-17,40100,41000,40100,40650,261809,1139187.0,28024278.0
2011-03-18,41800,43500,41250,43000,421631,1205044.0,28024278.0
2011-03-21,43450,44450,43450,44000,236766,1233068.0,28024278.0
2011-03-22,44000,44850,43500,44250,166526,1240074.0,28024278.0
2011-03-23,44050,45400,43800,44800,235291,1255488.0,28024278.0
2011-03-24,46000,46700,44900,45000,380224,1261093.0,28024278.0
2011-03-25,45450,45800,44000,44250,260770,1240074.0,28024278.0
2011-03-28,44050,44050,43000,43750,246350,1226062.0,28024278.0
2011-03-29,43650,45450,43450,45450,271687,1273703.0,28024278.0
2011-03-30,45500,45900,45050,45450,229218,1273703.0,28024278.0
2011-03-31,46000,46500,45450,46250,352604,1296123.0,28024278.0
2011-04-01,46600,47300,46200,46200,299004,1294722.0,28024278.0
2011-04-04,46150,46200,45050,45600,278880,1277907.0,28024278.0
2011-04-05,45450,45600,44500,45250,406834,1268099.0,28024278.0
2011-04-06,45250,47800,45000,47150,629177,1321345.0,28024278.0
2011-04-07,47400,48200,46800,48100,382342,1347968.0,28024278.0
2011-04-08,48600,49700,48300,49050,505272,1374591.0,28024278.0
2011-04-11,49400,50000,48500,49050,349931,1374591.0,28024278.0
2011-04-12,48500,48550,47250,47350,259911,1326950.0,28024278.0
2011-04-13,46750,47400,46000,47400,384337,1328351.0,28024278.0
2011-04-14,47450,47800,46500,47150,299924,1321345.0,28024278.0
2011-04-15,46700,48600,46650,47700,369646,1336758.0,28024278.0
2011-04-18,48100,48100,45500,45600,451880,1277907.0,28024278.0
2011-04-19,45100,45300,44150,44300,408804,1241476.0,28024278.0
2011-04-20,45000,45500,44500,45200,339111,1266697.0,28024278.0
2011-04-21,45500,45850,43850,43900,529833,1230266.0,28024278.0
2011-04-22,43900,44700,43250,43800,302460,1227463.0,28024278.0
2011-04-25,44100,44350,43700,43800,191316,1227463.0,28024278.0
2011-04-26,44450,44450,42200,42450,394354,1189631.0,28024278.0
2011-04-27,43000,43200,41800,42000,377932,1177020.0,28024278.0
2011-04-28,42400,42400,41300,41650,315427,1167211.0,28024278.0
2011-04-29,41400,42050,40550,40700,260730,1140588.0,28024278.0
2011-05-02,40950,43050,40950,43050,249564,1206445.0,28024278.0
2011-05-03,42700,42700,40200,40500,474315,1134983.0,28024278.0
2011-05-04,40550,41050,39550,40800,212968,1143391.0,28024278.0
2011-05-06,40100,40100,37800,38750,515264,1085941.0,28024278.0
2011-05-09,38750,39500,38050,38050,153459,1066324.0,28024278.0
2011-05-11,38750,40150,38550,39900,242260,1118169.0,28024278.0
2011-05-12,38800,39550,38350,38400,206308,1076132.0,28024278.0
2011-05-13,39050,39250,38300,39200,148295,1098552.0,28024278.0
2011-05-16,39000,39200,38050,38100,198782,1067725.0,28024278.0
2011-05-17,37900,38200,37050,37100,153017,1039701.0,28024278.0
2011-05-18,37200,38800,37150,38150,162702,1069126.0,28024278.0
2011-05-19,38900,39450,38300,38300,243701,1073330.0,28024278.0
2011-05-20,38650,39200,38300,38750,120095,1085941.0,28024278.0
2011-05-23,38550,38650,36150,36900,183114,1034096.0,28024278.0
2011-05-24,36250,38050,36250,37500,151266,1050910.0,28024278.0
2011-05-25,37950,38000,36300,36600,135434,1025689.0,28024278.0
2011-05-26,37100,37400,36150,36500,207817,1022886.0,28024278.0
2011-05-27,36700,37300,35800,35800,247891,1003269.0,28024278.0
2011-05-30,36250,36450,35850,35950,141132,1007473.0,28024278.0
2011-05-31,35800,38700,35700,38500,384480,1078935.0,28024278.0
2011-06-01,38600,39800,38300,39400,287503,1104157.0,28024278.0
2011-06-02,38050,38650,36950,37350,286007,1046707.0,28024278.0
2011-06-03,37450,37450,35350,35600,403887,997664.0,28024278.0
2011-06-07,35450,35900,34400,35150,252166,985053.0,28024278.0
2011-06-08,35000,35400,34700,34900,120782,978047.0,28024278.0
2011-06-09,34600,35150,33550,34000,357270,952825.0,28024278.0
2011-06-10,34350,34650,32250,32450,351302,909388.0,28024278.0
2011-06-13,32000,32650,31250,32200,236429,902382.0,28024278.0
2011-06-14,32300,33500,31800,33500,221612,938813.0,28024278.0
2011-06-15,33700,34300,33250,34000,304739,952825.0,28024278.0
2011-06-16,33500,33800,32850,33050,117227,926202.0,28024278.0
2011-06-17,33500,34500,33200,33400,336079,936011.0,28024278.0
2011-06-20,33900,36200,33650,34800,418443,975245.0,28024278.0
2011-06-21,35000,37650,35000,37250,652307,1043904.0,28024278.0
2011-06-22,37400,37950,36650,37500,366989,1050910.0,28024278.0
2011-06-23,37000,37300,36100,36900,341973,1034096.0,28024278.0
2011-06-24,37300,38100,35200,38100,620888,1067725.0,28024278.0
2011-06-27,37500,37850,36650,36850,193822,1032695.0,28024278.0
2011-06-28,37300,37400,36350,36850,154632,1032695.0,28024278.0
2011-06-29,37500,37700,36850,37550,189617,1052312.0,28024278.0
2011-06-30,38300,39000,37750,38500,339748,1078935.0,28024278.0
2011-07-01,39250,39250,38100,38150,278906,1069126.0,28024278.0
2011-07-04,38600,39250,38600,38900,201492,1090144.0,28024278.0
2011-07-05,38900,40700,38700,40600,413112,1137786.0,28024278.0
2011-07-06,40700,41050,39750,40900,326528,1146193.0,28024278.0
2011-07-07,40800,41150,40300,40400,268904,1132181.0,28024278.0
2011-07-08,40700,41700,40700,41000,287944,1148995.0,28024278.0
2011-07-11,40650,41650,40600,40950,149998,1147594.0,28024278.0
2011-07-12,40400,40500,38850,39200,274638,1098552.0,28024278.0
2011-07-13,39200,42000,39200,42000,337299,1177020.0,28024278.0
2011-07-14,41900,42900,41250,42800,381889,1199439.0,28024278.0
2011-07-15,42800,44250,42200,43800,475087,1227463.0,28024278.0
2011-07-18,44000,45350,43900,44900,313241,1258290.0,28024278.0
2011-07-19,44800,45300,44100,45300,262184,1269500.0,28024278.0
2011-07-20,45300,45800,43100,44800,337887,1255488.0,28024278.0
2011-07-21,44700,45050,42700,44800,364819,1255488.0,28024278.0
2011-07-22,45200,45500,43750,44700,160448,1252685.0,28024278.0
2011-07-25,44700,45000,44100,44950,156943,1259691.0,28024278.0
2011-07-26,44600,46950,44600,46900,412105,1314339.0,28024278.0
2011-07-27,46700,47200,46150,46650,163023,1307333.0,28024278.0
2011-07-28,45700,47200,45500,45600,177658,1277907.0,28024278.0
2011-07-29,46800,46800,44400,44600,225038,1249883.0,28024278.0
2011-08-01,45100,47050,44050,46500,255921,1303129.0,28024278.0
2011-08-02,45650,46650,45100,45900,245538,1286314.0,28024278.0
2011-08-03,45200,45900,43800,45900,352742,1286314.0,28024278.0
2011-08-04,45800,46250,43650,43650,221007,1223260.0,28024278.0
2011-08-05,41000,42900,39950,41750,272450,1170014.0,28024278.0
2011-08-08,41750,41900,35500,40700,557327,1140588.0,28024278.0
2011-08-09,37100,40000,35550,38400,414853,1076132.0,28024278.0
2011-08-10,40650,40800,39000,40200,280725,1126576.0,28024278.0
2011-08-11,37300,40550,37300,40250,243706,1127977.0,28024278.0
2011-08-12,40650,41550,39650,39650,273497,1111163.0,28024278.0
2011-08-16,40350,42100,40350,42100,223373,1179822.0,28024278.0
2011-08-17,41800,42800,41500,41850,223476,1172816.0,28024278.0
2011-08-18,41850,42100,41050,41850,166844,1172816.0,28024278.0
2011-08-19,39300,40350,37400,37800,481651,1059318.0,28024278.0
2011-08-22,37050,39900,36050,38000,307764,1064923.0,28024278.0
2011-08-23,38000,38800,37500,38650,271989,1083138.0,28024278.0
2011-08-24,39200,39200,37500,37500,156284,1050910.0,28024278.0
2011-08-25,38000,38350,37000,38000,199400,1064923.0,28024278.0
2011-08-26,38350,40850,38000,39800,282325,1115366.0,28024278.0
2011-08-29,40400,42000,39250,42000,355683,1177020.0,28024278.0
2011-08-30,41850,41850,40200,40500,260597,1134983.0,28024278.0
2011-08-31,40550,42450,39850,42100,397465,1179822.0,28024278.0
2011-09-01,43300,43700,40850,41500,403496,1163008.0,28024278.0
2011-09-02,41500,42350,41200,41850,139014,1172816.0,28024278.0
2011-09-05,40550,41000,38200,38650,250874,1083138.0,28024278.0
2011-09-06,37500,38000,34400,35950,616650,1007473.0,28024278.0
2011-09-07,36600,37300,34650,35750,685503,1001868.0,28024278.0
2011-09-08,36800,37100,35650,36600,406717,1025689.0,28024278.0
2011-09-09,36650,36650,35200,35400,161218,992059.0,28024278.0
2011-09-14,34750,35000,32800,33300,315415,933208.0,28024278.0
2011-09-15,34000,34300,30400,32250,462569,903783.0,28024278.0
2011-09-16,32900,33900,32400,33600,361157,941616.0,28024278.0
2011-09-19,33050,33300,31800,31800,247846,891172.0,28024278.0
2011-09-20,31600,32800,30750,31800,321069,891172.0,28024278.0
2011-09-21,32200,33200,31350,33200,290887,930406.0,28024278.0
2011-09-22,31800,33700,31600,33300,330168,933208.0,28024278.0
2011-09-23,31600,32400,28350,28350,776313,794488.0,28024278.0
2011-09-26,28400,28850,24100,25400,982409,711817.0,28024278.0
2011-09-27,26300,26800,25050,26350,636662,738440.0,28024278.0
2011-09-28,26800,27500,25900,25900,455072,725829.0,28024278.0
2011-09-29,25100,26100,24050,25850,670778,724428.0,28024278.0
2011-09-30,25200,26350,24800,25550,441905,716020.0,28024278.0
2011-10-04,23100,23550,22700,23000,382920,644558.0,28024278.0
2011-10-05,23250,24250,22450,23500,446785,658571.0,28024278.0
2011-10-06,24350,25750,24100,25750,456983,721625.0,28024278.0
2011-10-07,26100,29000,25800,27800,701435,779075.0,28024278.0
2011-10-10,27600,29400,27100,28550,264142,800093.0,28024278.0
2011-10-11,29500,32500,29250,29800,671897,835123.0,28024278.0
2011-10-12,29800,31300,28750,31000,363553,868753.0,28024278.0
2011-10-13,31850,32950,31400,31400,441179,879962.0,28024278.0
2011-10-14,31300,31300,30300,31000,170944,868753.0,28024278.0
2011-10-17,31750,32450,31700,32200,146888,902382.0,28024278.0
2011-10-18,30450,31700,30450,30800,176222,863148.0,28024278.0
2011-10-19,31200,31450,30150,30450,105396,853339.0,28024278.0
2011-10-20,30350,30450,28200,28200,310901,790285.0,28024278.0
2011-10-21,28700,29700,27500,29400,408299,823914.0,28024278.0
2011-10-24,30100,32250,30100,31950,277905,895376.0,28024278.0
2011-10-25,32950,33800,31950,31950,429746,895376.0,28024278.0
2011-10-26,32100,32950,31350,32550,222956,912190.0,28024278.0
2011-10-27,33350,34700,32250,34700,438435,972442.0,28024278.0
2011-10-28,37000,37500,34700,35300,593467,989257.0,28024278.0
2011-10-31,35800,36000,34450,34500,167402,966838.0,28024278.0
2011-11-01,32500,34500,32500,33600,219740,941616.0,28024278.0
2011-11-02,31550,31950,30050,31500,578783,882765.0,28024278.0
2011-11-03,31900,31900,30400,31700,207960,888370.0,28024278.0
2011-11-04,32650,33300,32300,32300,249196,905184.0,28024278.0
2011-11-07,32450,32900,31700,32750,114872,917795.0,28024278.0
2011-11-08,33250,33300,31100,31200,213855,874357.0,28024278.0
2011-11-09,31900,32050,30350,30950,155119,867351.0,28024278.0
2011-11-10,29400,29700,28100,28400,433510,795889.0,28024278.0
2011-11-11,28900,29050,27800,28650,279366,802896.0,28024278.0
2011-11-14,29750,31400,29350,30850,383226,864549.0,28024278.0
2011-11-15,30300,31350,30050,31100,228303,871555.0,28024278.0
2011-11-16,31450,31500,30050,30200,151455,846333.0,28024278.0
2011-11-17,30500,30500,29200,29700,196264,832321.0,28024278.0
2011-11-18,28800,29200,27700,28100,381404,787482.0,28024278.0
2011-11-21,28300,28900,27700,28650,149935,802896.0,28024278.0
2011-11-22,27800,28200,27550,28000,187453,784680.0,28024278.0
2011-11-23,28000,28050,26850,27050,147063,758057.0,28024278.0
2011-11-24,26050,26900,25950,26650,255341,746847.0,28024278.0
2011-11-25,26000,26300,25200,25350,278095,710415.0,28024278.0
2011-11-28,25600,26300,25250,25700,381009,720224.0,28024278.0
2011-11-29,26250,26700,25800,26450,421592,741242.0,28024278.0
