지역난방공사(071320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-13,77500,79900,76100,79300,43689,918194.0,11578744.0
2010-10-14,80000,80600,79000,79800,32977,923984.0,11578744.0
2010-10-15,80900,80900,78200,78500,21996,908931.0,11578744.0
2010-10-18,78300,78500,75200,76700,27451,888090.0,11578744.0
2010-10-19,76700,76800,74900,75700,24788,876511.0,11578744.0
2010-10-20,74600,78000,74500,77600,16857,898511.0,11578744.0
2010-10-21,77100,78900,76800,78300,11117,906616.0,11578744.0
2010-10-22,78500,79400,76700,79300,25878,918194.0,11578744.0
2010-10-25,78700,79000,76100,76100,37391,881142.0,11578744.0
2010-10-26,77300,78900,77000,78800,50250,912405.0,11578744.0
2010-10-27,78800,81000,78500,80800,68729,935563.0,11578744.0
2010-10-28,81000,82200,80500,82000,48700,949457.0,11578744.0
2010-10-29,81700,82700,80500,82600,22191,956404.0,11578744.0
2010-11-01,82600,82600,79400,82300,41980,952931.0,11578744.0
2010-11-02,81200,82500,80800,81900,21577,948299.0,11578744.0
2010-11-03,81600,82600,80800,81100,26135,939036.0,11578744.0
2010-11-04,81000,81600,78900,79900,53527,925142.0,11578744.0
2010-11-05,79800,80800,78500,79200,44058,917037.0,11578744.0
2010-11-08,78600,80500,77900,77900,38594,901984.0,11578744.0
2010-11-09,79000,79600,77800,78800,20164,912405.0,11578744.0
2010-11-10,78300,79500,77800,79000,14287,914721.0,11578744.0
2010-11-11,80000,80100,78800,78800,25421,912405.0,11578744.0
2010-11-12,79100,79500,76000,76900,30964,890405.0,11578744.0
2010-11-15,76900,77500,76000,77500,16569,897353.0,11578744.0
2010-11-16,77000,78500,76400,78400,6905,907774.0,11578744.0
2010-11-17,78400,78700,77200,78600,13936,910089.0,11578744.0
2010-11-18,79100,79400,77800,79000,12864,914721.0,11578744.0
2010-11-19,79600,79600,77300,77800,19300,900826.0,11578744.0
2010-11-22,77800,79000,76100,77800,43864,900826.0,11578744.0
2010-11-23,77800,77800,76500,77000,17207,891563.0,11578744.0
2010-11-24,74100,78800,74100,78800,28860,912405.0,11578744.0
2010-11-25,77700,78800,76500,78800,20319,912405.0,11578744.0
2010-11-26,78000,78900,75300,75300,22821,871879.0,11578744.0
2010-11-29,74600,77000,73900,76100,17467,881142.0,11578744.0
2010-11-30,76400,78300,75500,78300,21322,906616.0,11578744.0
2010-12-01,78400,78500,76700,78000,11278,903142.0,11578744.0
2010-12-02,78000,79200,77200,78700,10774,911247.0,11578744.0
2010-12-03,78500,78700,76600,78600,18602,910089.0,11578744.0
2010-12-06,78500,78700,77000,77900,11908,901984.0,11578744.0
2010-12-07,78200,78200,76500,76600,15518,886932.0,11578744.0
2010-12-08,76500,76700,74600,75300,32951,871879.0,11578744.0
2010-12-09,75400,76300,74700,74700,13009,864932.0,11578744.0
2010-12-10,74100,75400,73500,74500,21903,862616.0,11578744.0
2010-12-13,75500,75500,73500,75200,24959,870722.0,11578744.0
2010-12-14,74900,75300,73700,75100,29579,869564.0,11578744.0
2010-12-15,75400,75400,73600,74200,50881,859143.0,11578744.0
2010-12-16,74300,74700,73700,74100,18240,857985.0,11578744.0
2010-12-17,74200,76300,74200,76200,35414,882300.0,11578744.0
2010-12-20,75600,75600,73900,74100,22193,857985.0,11578744.0
2010-12-21,74800,75300,73900,74100,51621,857985.0,11578744.0
2010-12-22,73900,74900,73900,74900,20293,867248.0,11578744.0
2010-12-23,75000,76100,74200,74900,29753,867248.0,11578744.0
2010-12-24,75300,76500,75000,76300,20024,883458.0,11578744.0
2010-12-27,76700,79100,76700,78200,35630,905458.0,11578744.0
2010-12-28,78500,79600,77200,77400,31138,896195.0,11578744.0
2010-12-29,78000,78700,77000,78500,27350,908931.0,11578744.0
2010-12-30,79000,79400,77800,79300,28342,918194.0,11578744.0
2011-01-03,78400,79100,77800,78000,19303,903142.0,11578744.0
2011-01-04,78000,78700,77300,78600,14849,910089.0,11578744.0
2011-01-05,77900,79900,77500,79500,24200,920510.0,11578744.0
2011-01-06,79800,79800,78200,79300,10700,918194.0,11578744.0
2011-01-07,79300,79700,78500,79300,9468,918194.0,11578744.0
2011-01-10,79700,79700,78100,78600,7532,910089.0,11578744.0
2011-01-11,78500,79700,77100,79100,16751,915879.0,11578744.0
2011-01-12,78700,79500,78200,79200,8040,917037.0,11578744.0
2011-01-13,79600,79600,77400,78700,15525,911247.0,11578744.0
2011-01-14,77600,78700,75200,76500,20205,885774.0,11578744.0
2011-01-17,76800,76900,73000,74900,52437,867248.0,11578744.0
2011-01-18,74000,76000,73700,75400,25385,873037.0,11578744.0
2011-01-19,76100,76500,74600,75500,16794,874195.0,11578744.0
2011-01-20,75500,75500,73700,73800,19965,854511.0,11578744.0
2011-01-21,73800,75600,73200,75600,22940,875353.0,11578744.0
2011-01-24,75500,75500,73900,74700,14751,864932.0,11578744.0
2011-01-25,75500,77300,74500,76600,14733,886932.0,11578744.0
2011-01-26,77000,77400,75900,76700,21585,888090.0,11578744.0
2011-01-27,76700,77500,74600,75700,13495,876511.0,11578744.0
2011-01-28,75700,75700,74500,74500,10638,862616.0,11578744.0
2011-01-31,74100,74400,73100,73100,13773,846406.0,11578744.0
2011-02-01,73100,74200,73000,73200,6643,847564.0,11578744.0
2011-02-07,73000,73500,71000,71000,36405,822091.0,11578744.0
2011-02-08,71400,72000,70900,71500,7554,827880.0,11578744.0
2011-02-09,71700,72000,70900,71500,7919,827880.0,11578744.0
2011-02-10,71500,71800,70900,71600,14854,829038.0,11578744.0
2011-02-11,70900,72000,70800,71600,13934,829038.0,11578744.0
2011-02-14,71600,74900,71200,74900,22704,867248.0,11578744.0
2011-02-15,74900,75000,72500,74900,11135,867248.0,11578744.0
2011-02-16,74500,75600,73700,74600,10903,863774.0,11578744.0
2011-02-17,74000,75500,73100,75000,11936,868406.0,11578744.0
2011-02-18,75300,75300,73100,73600,12073,852196.0,11578744.0
2011-02-21,72400,74400,72400,74200,5761,859143.0,11578744.0
2011-02-22,73500,74200,71300,71300,3263,825564.0,11578744.0
2011-02-23,71200,72700,71200,71700,2957,830196.0,11578744.0
2011-02-24,71200,71700,70100,70300,6031,813986.0,11578744.0
2011-02-25,70400,70600,68000,70000,11835,810512.0,11578744.0
2011-02-28,71000,71000,68700,68700,2687,795460.0,11578744.0
2011-03-02,68400,69500,66600,66700,5094,772302.0,11578744.0
2011-03-03,67000,69100,66700,68600,5479,794302.0,11578744.0
2011-03-04,68400,69000,67500,68200,5981,789670.0,11578744.0
2011-03-07,67800,69000,66900,67200,7611,778092.0,11578744.0
2011-03-08,68300,68300,67000,67500,8236,781565.0,11578744.0
2011-03-09,67300,69500,67300,69500,12440,804723.0,11578744.0
2011-03-10,68400,70000,68400,70000,10563,810512.0,11578744.0
2011-03-11,70000,70200,68500,70100,7996,811670.0,11578744.0
2011-03-14,68600,69900,67600,69400,5007,803565.0,11578744.0
2011-03-15,69000,70300,67800,69400,6909,803565.0,11578744.0
2011-03-16,70500,70500,66800,68000,8810,787355.0,11578744.0
2011-03-17,66900,70600,66900,68400,2681,791986.0,11578744.0
2011-03-18,68500,70300,68500,68500,6275,793144.0,11578744.0
2011-03-21,68500,68600,67300,68000,6511,787355.0,11578744.0
2011-03-22,68200,68400,67500,68400,8229,791986.0,11578744.0
2011-03-23,67700,68300,67100,68200,8563,789670.0,11578744.0
2011-03-24,67600,69500,67500,69500,6596,804723.0,11578744.0
2011-03-25,69000,69900,68100,69600,5623,805881.0,11578744.0
2011-03-28,69600,70200,68600,69500,5001,804723.0,11578744.0
2011-03-29,69200,70300,69200,70000,5006,810512.0,11578744.0
2011-03-30,69700,72300,69700,71500,11581,827880.0,11578744.0
2011-03-31,71500,72300,71200,72000,6289,833670.0,11578744.0
2011-04-01,70900,72400,70300,71900,10096,832512.0,11578744.0
2011-04-04,71700,71700,70000,71500,6291,827880.0,11578744.0
2011-04-05,71700,73600,71700,73000,15813,845248.0,11578744.0
2011-04-06,73000,73500,72500,72900,7412,844090.0,11578744.0
2011-04-07,72000,73100,71300,72800,10279,842933.0,11578744.0
2011-04-08,72000,73500,71300,72700,7394,841775.0,11578744.0
2011-04-11,72100,73400,72000,72700,1921,841775.0,11578744.0
2011-04-12,72200,72900,71900,71900,3738,832512.0,11578744.0
2011-04-13,71900,72000,70800,72000,2647,833670.0,11578744.0
2011-04-14,72400,72500,71600,71700,1929,830196.0,11578744.0
2011-04-15,72500,72500,70400,70700,15403,818617.0,11578744.0
2011-04-18,70500,72000,70500,71200,4580,824407.0,11578744.0
2011-04-19,71200,73100,71200,72400,10840,838301.0,11578744.0
2011-04-20,72900,73600,72600,73200,11298,847564.0,11578744.0
2011-04-21,72300,74200,72300,74000,15660,856827.0,11578744.0
2011-04-22,73000,74600,72400,74500,15483,862616.0,11578744.0
2011-04-25,74000,74500,72300,72300,8635,837143.0,11578744.0
2011-04-26,72400,72400,70400,71000,10349,822091.0,11578744.0
2011-04-27,71000,71600,70300,71100,12554,823249.0,11578744.0
2011-04-28,71500,74700,70100,73100,25993,846406.0,11578744.0
2011-04-29,73100,74800,72500,74600,14727,863774.0,11578744.0
2011-05-02,74100,78900,74100,78200,53824,905458.0,11578744.0
2011-05-03,77000,78200,74900,78200,11576,905458.0,11578744.0
2011-05-04,78200,79000,76100,78900,16574,913563.0,11578744.0
2011-05-06,78800,78900,76500,78800,10568,912405.0,11578744.0
2011-05-09,78800,79000,74600,74600,6367,863774.0,11578744.0
2011-05-11,75800,75800,73700,74500,7733,862616.0,11578744.0
2011-05-12,74700,74700,73500,74000,2713,856827.0,11578744.0
2011-05-13,74400,75600,73700,74500,6683,862616.0,11578744.0
2011-05-16,73000,74100,73000,73000,5547,845248.0,11578744.0
2011-05-17,72100,73600,72100,73000,10261,845248.0,11578744.0
2011-05-18,73000,75500,72400,74000,9453,856827.0,11578744.0
2011-05-19,78000,78000,73300,73700,11628,853353.0,11578744.0
2011-05-20,73800,74700,72800,74500,10184,862616.0,11578744.0
2011-05-23,73700,74700,73300,73500,4188,851038.0,11578744.0
2011-05-24,73600,76000,72500,76000,8030,879985.0,11578744.0
2011-05-25,76400,76400,64600,74300,8857,860301.0,11578744.0
2011-05-26,73700,75000,73400,74300,3531,860301.0,11578744.0
2011-05-27,74300,76500,73300,76500,5047,885774.0,11578744.0
2011-05-30,75500,75600,72500,74900,11040,867248.0,11578744.0
2011-05-31,73900,74900,73100,74900,10611,867248.0,11578744.0
2011-06-01,74800,74900,72000,72000,13555,833670.0,11578744.0
2011-06-02,71400,72400,70000,70900,10098,820933.0,11578744.0
2011-06-03,70200,71100,69400,70900,7725,820933.0,11578744.0
2011-06-07,70000,71800,68900,68900,7426,797775.0,11578744.0
2011-06-08,69000,69200,67700,69100,14281,800091.0,11578744.0
2011-06-09,70500,70500,68100,68500,2802,793144.0,11578744.0
2011-06-10,68100,68300,65200,65800,12813,761881.0,11578744.0
2011-06-13,66000,67600,65700,65800,5384,761881.0,11578744.0
2011-06-14,65800,66500,65500,65800,2913,761881.0,11578744.0
2011-06-15,65800,67600,64200,67400,9533,780407.0,11578744.0
2011-06-16,66900,67500,64500,66900,8013,774618.0,11578744.0
2011-06-17,66800,66800,63800,66700,28096,772302.0,11578744.0
2011-06-20,66900,68000,66200,67000,9746,775776.0,11578744.0
2011-06-21,66100,68900,66100,68500,7553,793144.0,11578744.0
2011-06-22,68900,70000,67500,69600,72891,805881.0,11578744.0
2011-06-23,69600,69700,68300,68300,8582,790828.0,11578744.0
2011-06-24,69000,70300,68600,70100,21619,811670.0,11578744.0
2011-06-27,70300,70500,69500,70100,5380,811670.0,11578744.0
2011-06-28,70700,71400,70100,71000,3667,822091.0,11578744.0
2011-06-29,71800,71800,70100,71500,3772,827880.0,11578744.0
2011-06-30,70700,71600,70700,71500,2496,827880.0,11578744.0
2011-07-01,71500,71800,70300,71500,4943,827880.0,11578744.0
2011-07-04,71200,71500,70300,70700,5918,818617.0,11578744.0
2011-07-05,70700,71400,70000,70600,7364,817459.0,11578744.0
2011-07-06,70600,70600,69800,70100,5981,811670.0,11578744.0
2011-07-07,70500,72000,70100,71500,5504,827880.0,11578744.0
2011-07-08,71500,71900,70600,71000,6494,822091.0,11578744.0
2011-07-11,70100,72500,70100,72400,6446,838301.0,11578744.0
2011-07-12,72200,72500,70700,71200,4348,824407.0,11578744.0
2011-07-13,72000,72100,70000,70300,9389,813986.0,11578744.0
2011-07-14,71400,71400,70000,70500,6018,816301.0,11578744.0
2011-07-15,70000,71500,69500,70500,3887,816301.0,11578744.0
2011-07-18,71500,72800,70500,72800,7159,842933.0,11578744.0
2011-07-19,73000,74600,73000,73500,12236,851038.0,11578744.0
2011-07-20,73500,74000,71700,72900,10240,844090.0,11578744.0
2011-07-21,72900,73500,71200,72900,7703,844090.0,11578744.0
2011-07-22,73300,74300,72200,74200,6281,859143.0,11578744.0
2011-07-25,74300,75300,73400,73700,5676,853353.0,11578744.0
2011-07-26,73000,74300,72300,73100,4973,846406.0,11578744.0
2011-07-27,73000,74300,71600,74300,8214,860301.0,11578744.0
2011-07-28,74300,74300,72800,73000,2523,845248.0,11578744.0
2011-07-29,73000,73000,71300,72600,2686,840617.0,11578744.0
2011-08-01,73000,73500,71500,72400,7799,838301.0,11578744.0
2011-08-02,72500,72800,71500,71900,3210,832512.0,11578744.0
2011-08-03,72000,72000,69800,71500,19653,827880.0,11578744.0
2011-08-04,72000,72000,69600,71300,10230,825564.0,11578744.0
2011-08-05,69800,70700,68700,69000,39798,798933.0,11578744.0
2011-08-08,68600,69600,62200,66800,26357,773460.0,11578744.0
2011-08-09,64000,67000,63100,64500,10527,746829.0,11578744.0
2011-08-10,66100,66100,63500,65000,7570,752618.0,11578744.0
2011-08-11,61200,68900,61200,68800,19988,796618.0,11578744.0
2011-08-12,68000,70200,66400,68200,5898,789670.0,11578744.0
2011-08-16,68200,70000,66700,69500,14804,804723.0,11578744.0
2011-08-17,68200,69500,68200,68800,4683,796618.0,11578744.0
2011-08-18,69500,70000,68400,69100,7645,800091.0,11578744.0
2011-08-19,68000,68600,65100,68500,10611,793144.0,11578744.0
2011-08-22,66200,68400,66200,66700,4415,772302.0,11578744.0
2011-08-23,69000,69000,65500,65600,2773,759566.0,11578744.0
2011-08-24,65700,68000,65000,65000,3900,752618.0,11578744.0
2011-08-25,64600,65500,63600,64600,10911,747987.0,11578744.0
2011-08-26,63700,65000,63600,64900,2021,751460.0,11578744.0
2011-08-29,64800,64800,64200,64800,5335,750303.0,11578744.0
2011-08-30,65100,66400,64000,64100,11499,742197.0,11578744.0
2011-08-31,64200,65400,63500,65400,10012,757250.0,11578744.0
2011-09-01,64700,65900,64700,64900,10846,751460.0,11578744.0
2011-09-02,65200,65200,64000,64000,8296,741040.0,11578744.0
2011-09-05,65000,65000,62500,62800,4310,727145.0,11578744.0
2011-09-06,62800,64100,61300,62000,5381,717882.0,11578744.0
2011-09-07,62700,62800,61600,61800,7197,715566.0,11578744.0
2011-09-08,62300,64600,62300,63900,11375,739882.0,11578744.0
2011-09-09,64900,65700,64200,65000,8375,752618.0,11578744.0
2011-09-14,64600,65400,62700,62700,2004,725987.0,11578744.0
2011-09-15,64000,64000,61500,61600,3497,713251.0,11578744.0
2011-09-16,61700,64000,61700,61900,11251,716724.0,11578744.0
2011-09-19,62500,62700,59600,60900,9125,705146.0,11578744.0
2011-09-20,61000,61400,60000,61100,2775,707461.0,11578744.0
2011-09-21,62200,62500,61100,62400,5651,722514.0,11578744.0
2011-09-22,62200,62200,60500,60800,4479,703988.0,11578744.0
2011-09-23,59900,60400,58100,59600,7761,690093.0,11578744.0
2011-09-26,60400,60500,57000,57100,9808,661146.0,11578744.0
2011-09-27,57500,65600,56900,60700,12458,702830.0,11578744.0
2011-09-28,60500,61100,60100,60100,3638,695883.0,11578744.0
2011-09-29,59900,61000,59600,60100,4128,695883.0,11578744.0
2011-09-30,60100,60500,59500,60100,3799,695883.0,11578744.0
2011-10-04,59900,59900,57100,57800,3627,669251.0,11578744.0
2011-10-05,57500,59100,57500,58100,3743,672725.0,11578744.0
2011-10-06,58100,59400,57800,57800,5662,669251.0,11578744.0
2011-10-07,58300,59300,57400,59100,7289,684304.0,11578744.0
