LG하우시스(108670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-10,87000,87000,86200,86400,28856,774807.0,8967670.0
2010-12-13,86900,87800,86200,87600,40967,785568.0,8967670.0
2010-12-14,87800,87900,87300,87400,34595,783774.0,8967670.0
2010-12-15,87900,87900,86600,87700,38544,786465.0,8967670.0
2010-12-16,87200,88300,87100,88100,43516,790052.0,8967670.0
2010-12-17,88100,88200,87300,87300,40247,782878.0,8967670.0
2010-12-20,86100,86600,85300,86400,54218,774807.0,8967670.0
2010-12-21,86700,87400,86300,87300,42535,782878.0,8967670.0
2010-12-22,87000,87400,86500,86500,45623,775703.0,8967670.0
2010-12-23,86400,87000,84600,84800,104220,760458.0,8967670.0
2010-12-24,84500,84800,83500,83800,66865,751491.0,8967670.0
2010-12-27,83600,84700,83500,84200,45132,755078.0,8967670.0
2010-12-28,84200,85800,84200,85500,80769,766736.0,8967670.0
2010-12-29,85200,86500,84800,86100,37919,772116.0,8967670.0
2010-12-30,86100,87200,85600,87200,38588,781981.0,8967670.0
2011-01-03,87500,89300,87200,88700,108265,795432.0,8967670.0
2011-01-04,88700,89000,88000,88000,67157,789155.0,8967670.0
2011-01-05,88500,89200,87800,88600,54175,794536.0,8967670.0
2011-01-06,89000,89200,87100,87100,45332,781084.0,8967670.0
2011-01-07,86900,87700,86700,87100,32525,781084.0,8967670.0
2011-01-10,87100,87700,86800,86900,27204,779291.0,8967670.0
2011-01-11,86800,86800,85300,85700,46874,768529.0,8967670.0
2011-01-12,85900,89000,85400,87400,102598,783774.0,8967670.0
2011-01-13,88100,88100,85700,85800,81854,769426.0,8967670.0
2011-01-14,85700,85800,84700,85400,43079,765839.0,8967670.0
2011-01-17,85400,87300,85100,85500,50797,766736.0,8967670.0
2011-01-18,85300,86200,85000,85100,42586,763149.0,8967670.0
2011-01-19,85300,85500,84000,84400,65083,756871.0,8967670.0
2011-01-20,84500,85000,83700,84900,48315,761355.0,8967670.0
2011-01-21,83900,84900,83100,83200,59327,746110.0,8967670.0
2011-01-24,83000,83400,82700,83200,29991,746110.0,8967670.0
2011-01-25,83100,83900,82500,82700,49591,741626.0,8967670.0
2011-01-26,82600,84000,82500,83700,31648,750594.0,8967670.0
2011-01-27,82800,84100,82700,83000,35539,744317.0,8967670.0
2011-01-28,83700,84200,83000,83100,46198,745213.0,8967670.0
2011-01-31,82800,82800,81700,81800,33476,733555.0,8967670.0
2011-02-01,80500,82500,80500,81100,56152,727278.0,8967670.0
2011-02-07,81000,81700,80300,80300,45325,720104.0,8967670.0
2011-02-08,80000,80600,79000,79000,75176,708446.0,8967670.0
2011-02-09,78400,79500,77100,79500,80115,712930.0,8967670.0
2011-02-10,79000,79500,78400,78400,34969,703065.0,8967670.0
2011-02-11,78200,78900,77200,77300,49051,693201.0,8967670.0
2011-02-14,77200,78000,76600,77100,39931,691407.0,8967670.0
2011-02-15,77200,78500,77000,77000,37769,690511.0,8967670.0
2011-02-16,77000,78200,76900,77900,29389,698581.0,8967670.0
2011-02-17,77900,78500,75500,76100,43921,682440.0,8967670.0
2011-02-18,75700,78000,75700,77400,27751,694098.0,8967670.0
2011-02-21,77500,77500,76500,76900,28780,689614.0,8967670.0
2011-02-22,76400,76800,74000,75700,57788,678853.0,8967670.0
2011-02-23,75200,75600,73800,74300,26448,666298.0,8967670.0
2011-02-24,74300,74300,72700,73700,43703,660917.0,8967670.0
2011-02-25,73700,74900,72800,74500,40104,668091.0,8967670.0
2011-02-28,74400,74500,73300,73700,17571,660917.0,8967670.0
2011-03-02,73000,73800,72900,73400,21088,658227.0,8967670.0
2011-03-03,73100,74500,73100,73800,23015,661814.0,8967670.0
2011-03-04,74200,74300,73200,74000,32989,663608.0,8967670.0
2011-03-07,73400,74600,73400,73900,19366,662711.0,8967670.0
2011-03-08,74000,75500,73500,75300,42564,675266.0,8967670.0
2011-03-09,75400,75600,73700,75000,43273,672575.0,8967670.0
2011-03-10,75000,75500,74300,74400,29246,667195.0,8967670.0
2011-03-11,73900,73900,73000,73000,30240,654640.0,8967670.0
2011-03-14,72000,72800,70300,72300,48305,648363.0,8967670.0
2011-03-15,71500,72300,68800,70000,76533,627737.0,8967670.0
2011-03-16,70000,70800,69100,70400,69769,631324.0,8967670.0
2011-03-17,68900,70600,68500,70100,39140,628634.0,8967670.0
2011-03-18,70500,73100,70300,72900,53332,653743.0,8967670.0
2011-03-21,73500,73800,71800,72900,35584,653743.0,8967670.0
2011-03-22,73000,74500,72500,73100,35372,655537.0,8967670.0
2011-03-23,73200,75200,72600,75200,40750,674369.0,8967670.0
2011-03-24,75300,75500,74100,74200,27128,665401.0,8967670.0
2011-03-25,74100,74900,73200,74700,40259,669885.0,8967670.0
2011-03-28,74300,74300,72700,73100,37130,655537.0,8967670.0
2011-03-29,73000,74400,72000,74400,41992,667195.0,8967670.0
2011-03-30,74500,74500,73400,74000,43097,663608.0,8967670.0
2011-03-31,74100,74700,73500,74500,49585,668091.0,8967670.0
2011-04-01,74500,77200,73800,76800,61529,688717.0,8967670.0
2011-04-04,76500,77400,76100,76800,43524,688717.0,8967670.0
2011-04-05,76800,79200,76400,78900,66365,707549.0,8967670.0
2011-04-06,79100,81900,78200,81700,120829,732659.0,8967670.0
2011-04-07,81700,82000,80800,81300,53595,729072.0,8967670.0
2011-04-08,80600,80900,78800,80100,108172,718310.0,8967670.0
2011-04-11,80000,80400,78500,78500,43567,703962.0,8967670.0
2011-04-12,78100,79200,77200,78100,47497,700375.0,8967670.0
2011-04-13,77800,78100,76900,77400,45066,694098.0,8967670.0
2011-04-14,77400,78600,76600,78600,60021,704859.0,8967670.0
2011-04-15,78600,78600,77100,77600,27558,695891.0,8967670.0
2011-04-18,77300,77700,75600,76300,52993,684233.0,8967670.0
2011-04-19,75500,77900,73900,77800,58884,697685.0,8967670.0
2011-04-20,77700,78500,76700,76900,40316,689614.0,8967670.0
2011-04-21,77000,77500,76400,76800,33459,688717.0,8967670.0
2011-04-22,77100,77300,75500,75500,32929,677059.0,8967670.0
2011-04-25,76000,76900,75500,76000,18987,681543.0,8967670.0
2011-04-26,75700,76200,74200,76000,40871,681543.0,8967670.0
2011-04-27,76000,79600,76000,79000,80747,708446.0,8967670.0
2011-04-28,79300,79300,76800,76800,46783,688717.0,8967670.0
2011-04-29,76800,79600,75600,79600,64459,713827.0,8967670.0
2011-05-02,79900,80900,79300,80200,47765,719207.0,8967670.0
2011-05-03,80200,80500,78400,80200,33663,719207.0,8967670.0
2011-05-04,79500,80100,77900,79400,44740,712033.0,8967670.0
2011-05-06,78400,79300,77800,77800,22938,697685.0,8967670.0
2011-05-09,77800,78000,76200,76200,18645,683336.0,8967670.0
2011-05-11,76200,77000,75100,75400,20129,676162.0,8967670.0
2011-05-12,75100,75100,73800,73800,37156,661814.0,8967670.0
2011-05-13,74000,75000,73600,74300,22203,666298.0,8967670.0
2011-05-16,74000,74400,72500,73800,29375,661814.0,8967670.0
2011-05-17,73700,74600,73600,73800,10184,661814.0,8967670.0
2011-05-18,74000,74300,72600,73900,36928,662711.0,8967670.0
2011-05-19,73900,74000,72300,72900,31269,653743.0,8967670.0
2011-05-20,73000,73200,72300,72500,15925,650156.0,8967670.0
2011-05-23,72500,72500,70900,71100,24260,637601.0,8967670.0
2011-05-24,70400,73500,70400,72400,16991,649259.0,8967670.0
2011-05-25,72500,73300,70900,72400,26745,649259.0,8967670.0
2011-05-26,72400,73200,71700,72300,25084,648363.0,8967670.0
2011-05-27,71500,72700,71500,71600,22940,642085.0,8967670.0
2011-05-30,71700,73500,71600,73000,19464,654640.0,8967670.0
2011-05-31,72500,74100,72500,73000,33019,654640.0,8967670.0
2011-06-01,72700,73500,71900,72400,21923,649259.0,8967670.0
2011-06-02,71000,71700,70700,71100,15282,637601.0,8967670.0
2011-06-03,70900,72100,70800,71400,16468,640292.0,8967670.0
2011-06-07,70900,71700,70700,71600,25901,642085.0,8967670.0
2011-06-08,71800,72400,69200,71000,46630,636705.0,8967670.0
2011-06-09,71000,74300,70100,73900,56730,662711.0,8967670.0
2011-06-10,73400,74000,71800,71800,18977,643879.0,8967670.0
2011-06-13,72200,73300,71900,72600,16445,651053.0,8967670.0
2011-06-14,73200,73800,72500,72900,16265,653743.0,8967670.0
2011-06-15,73000,74700,72500,74700,18714,669885.0,8967670.0
2011-06-16,73500,74800,72900,74600,19785,668988.0,8967670.0
2011-06-17,74300,75200,74000,75000,24568,672575.0,8967670.0
2011-06-20,75000,76200,74400,75300,20741,675266.0,8967670.0
2011-06-21,75100,75800,74100,75400,18388,676162.0,8967670.0
2011-06-22,75800,76000,74700,76000,17758,681543.0,8967670.0
2011-06-23,75000,75800,74600,74600,15886,668988.0,8967670.0
2011-06-24,75400,77000,74600,76600,25510,686924.0,8967670.0
2011-06-27,76300,76400,74900,75700,17912,678853.0,8967670.0
2011-06-28,76100,77300,75300,75300,21391,675266.0,8967670.0
2011-06-29,76000,76600,73600,75600,61754,677956.0,8967670.0
2011-06-30,75100,76400,74300,75400,30250,676162.0,8967670.0
2011-07-01,75500,76600,75400,75400,18503,676162.0,8967670.0
2011-07-04,76200,76300,75100,75800,17986,679749.0,8967670.0
2011-07-05,75600,77000,75400,76700,23714,687820.0,8967670.0
2011-07-06,76400,77300,76400,76900,14035,689614.0,8967670.0
2011-07-07,76900,78900,76900,78900,41725,707549.0,8967670.0
2011-07-08,79300,79300,78100,78500,24434,703962.0,8967670.0
2011-07-11,78100,78300,77100,78100,20554,700375.0,8967670.0
2011-07-12,77700,77700,75800,75800,23789,679749.0,8967670.0
2011-07-13,75300,76200,74900,75300,22155,675266.0,8967670.0
2011-07-14,75800,75800,72100,73500,99673,659124.0,8967670.0
2011-07-15,74000,75600,73800,75400,31272,676162.0,8967670.0
2011-07-18,75400,76000,74200,75400,28705,676162.0,8967670.0
2011-07-19,75300,76200,74900,76000,24254,681543.0,8967670.0
2011-07-20,76800,78200,76200,78200,46622,701272.0,8967670.0
2011-07-21,77500,82200,77400,82200,143601,737142.0,8967670.0
2011-07-22,83000,83100,81300,82400,74504,738936.0,8967670.0
2011-07-25,82300,83100,81500,82900,56692,743420.0,8967670.0
2011-07-26,83000,86200,82900,85900,147880,770323.0,8967670.0
2011-07-27,85300,85900,83200,83700,55550,750594.0,8967670.0
2011-07-28,82600,85600,82200,84600,40417,758665.0,8967670.0
2011-07-29,84600,85500,83300,83800,32976,751491.0,8967670.0
2011-08-01,84800,85300,83700,85100,30133,763149.0,8967670.0
2011-08-02,84900,84900,83000,83100,30363,745213.0,8967670.0
2011-08-03,82000,82000,79100,81000,43054,726381.0,8967670.0
2011-08-04,81000,82000,78000,79200,41363,710239.0,8967670.0
2011-08-05,74500,76700,74300,75700,55984,678853.0,8967670.0
2011-08-08,75000,75000,67800,74800,56998,670782.0,8967670.0
2011-08-09,70200,72400,65500,71600,99665,642085.0,8967670.0
2011-08-10,73500,74500,70200,70200,67498,629530.0,8967670.0
2011-08-11,66700,71500,66700,70300,42514,630427.0,8967670.0
2011-08-12,70800,71700,68800,68900,48215,617872.0,8967670.0
2011-08-16,69900,71900,69500,71900,43717,644775.0,8967670.0
2011-08-17,70900,71900,70100,70800,41524,634911.0,8967670.0
2011-08-18,70600,70900,69400,70900,43223,635808.0,8967670.0
2011-08-19,68200,69800,66300,68800,51273,616976.0,8967670.0
2011-08-22,68000,69500,67300,68200,14707,611595.0,8967670.0
2011-08-23,68500,70300,67000,69700,71155,625047.0,8967670.0
2011-08-24,69700,70600,67100,68200,53457,611595.0,8967670.0
2011-08-25,68500,69400,67600,68600,25529,615182.0,8967670.0
2011-08-26,67800,69700,67400,69600,27602,624150.0,8967670.0
2011-08-29,69900,71000,69100,70100,19252,628634.0,8967670.0
2011-08-30,70600,71200,70100,70800,27298,634911.0,8967670.0
2011-08-31,70900,73500,70600,73200,34754,656433.0,8967670.0
2011-09-01,73200,74400,72200,73000,28358,654640.0,8967670.0
2011-09-02,72000,72900,71600,72100,19639,646569.0,8967670.0
2011-09-05,70500,70600,68800,69600,19931,624150.0,8967670.0
2011-09-06,68500,69000,67600,68600,19042,615182.0,8967670.0
2011-09-07,70300,71700,68300,71400,22545,640292.0,8967670.0
2011-09-08,71700,71700,68000,71400,22945,640292.0,8967670.0
2011-09-09,69900,70700,69100,69700,15125,625047.0,8967670.0
2011-09-14,68800,69600,67700,68000,10870,609802.0,8967670.0
2011-09-15,69000,69100,67100,67400,11091,604421.0,8967670.0
2011-09-16,68200,70400,67600,70000,15003,627737.0,8967670.0
2011-09-19,69000,70200,68200,69000,11843,618769.0,8967670.0
2011-09-20,68900,70000,68800,69800,11687,625943.0,8967670.0
2011-09-21,69200,70900,69200,69800,19000,625943.0,8967670.0
2011-09-22,68000,68600,67100,68500,26934,614285.0,8967670.0
2011-09-23,65800,66600,63500,66000,37659,591866.0,8967670.0
2011-09-26,67000,67100,63000,65000,29326,582899.0,8967670.0
2011-09-27,65100,68800,65000,68700,33131,616079.0,8967670.0
2011-09-28,67800,70600,66700,69000,30472,618769.0,8967670.0
2011-09-29,69000,70800,67300,70200,33126,629530.0,8967670.0
2011-09-30,69500,70100,68200,69300,21098,621460.0,8967670.0
2011-10-04,67000,67100,63900,65800,47462,590073.0,8967670.0
2011-10-05,66000,66800,63700,65100,24376,583795.0,8967670.0
2011-10-06,66100,67000,65200,67000,30949,600834.0,8967670.0
2011-10-07,67700,70400,67000,70100,31956,628634.0,8967670.0
2011-10-10,69100,70600,68900,70000,18974,627737.0,8967670.0
2011-10-11,71500,72000,70100,71100,26063,637601.0,8967670.0
2011-10-12,71000,71600,69900,70800,17345,634911.0,8967670.0
2011-10-13,70000,72300,70000,71500,43852,641188.0,8967670.0
2011-10-14,71200,73200,70600,71800,37840,643879.0,8967670.0
2011-10-17,72500,73000,71900,72200,16779,647466.0,8967670.0
2011-10-18,70900,73000,70700,72800,14035,652846.0,8967670.0
2011-10-19,73200,73200,71600,73000,11305,654640.0,8967670.0
2011-10-20,74700,78900,74600,78200,118777,701272.0,8967670.0
2011-10-21,78000,82600,77400,81600,100039,731762.0,8967670.0
2011-10-24,81500,82400,79500,80900,36661,725485.0,8967670.0
2011-10-25,80900,83200,79800,83200,50177,746110.0,8967670.0
2011-10-26,81900,82800,80800,81000,34050,726381.0,8967670.0
2011-10-27,80900,81800,78900,80500,28757,721897.0,8967670.0
2011-10-28,81500,81700,79300,81200,32735,728175.0,8967670.0
2011-10-31,81200,81700,80000,80300,18915,720104.0,8967670.0
2011-11-01,80000,80900,78200,79300,26089,711136.0,8967670.0
2011-11-02,78300,80400,76100,80000,27029,717414.0,8967670.0
2011-11-03,78700,80000,77000,78800,24500,706652.0,8967670.0
2011-11-04,79100,81500,79100,81500,23034,730865.0,8967670.0
2011-11-07,81400,81600,80300,80400,16988,721001.0,8967670.0
2011-11-08,80600,81600,80500,80800,17208,724588.0,8967670.0
2011-11-09,81000,84000,81000,82500,67520,739833.0,8967670.0
2011-11-10,80800,82500,80600,80600,46770,722794.0,8967670.0
2011-11-11,81500,84000,79400,84000,55107,753284.0,8967670.0
2011-11-14,84000,84800,83100,84000,30505,753284.0,8967670.0
2011-11-15,83900,86400,83500,85900,73203,770323.0,8967670.0
2011-11-16,85900,85900,83700,83700,25172,750594.0,8967670.0
2011-11-17,83700,86000,82500,85900,28975,770323.0,8967670.0
2011-11-18,84200,85800,83700,85700,34674,768529.0,8967670.0
2011-11-21,84700,85900,83600,85400,23206,765839.0,8967670.0
2011-11-22,84500,85900,84300,85600,25000,767633.0,8967670.0
2011-11-23,85700,86000,84300,85400,26031,765839.0,8967670.0
2011-11-24,84500,85800,83500,85100,13841,763149.0,8967670.0
2011-11-25,85000,85000,82500,82500,18297,739833.0,8967670.0
2011-11-28,83400,83900,82500,83800,8263,751491.0,8967670.0
2011-11-29,83300,86200,82800,84500,23459,757768.0,8967670.0
2011-11-30,84500,85100,83300,85100,19483,763149.0,8967670.0
2011-12-01,86000,86900,85200,86900,45807,779291.0,8967670.0
2011-12-02,87000,87900,85300,87600,30757,785568.0,8967670.0
2011-12-05,87300,87900,86000,87600,20691,785568.0,8967670.0
2011-12-06,87400,88100,86500,88000,30142,789155.0,8967670.0
2011-12-07,88100,88500,87100,88500,22802,793639.0,8967670.0
2011-12-08,88400,88700,86800,87500,23839,784671.0,8967670.0
2011-12-09,87000,87700,85600,85600,17503,767633.0,8967670.0
2011-12-12,86600,87000,85600,86400,9158,774807.0,8967670.0
2011-12-13,85600,87500,83300,83300,32196,747007.0,8967670.0
2011-12-14,83800,85000,82800,84800,16180,760458.0,8967670.0
2011-12-15,84600,87400,83500,86900,31329,779291.0,8967670.0
2011-12-16,86500,87300,85900,86100,14110,772116.0,8967670.0
2011-12-19,86300,86300,80000,81400,20565,729968.0,8967670.0
2011-12-20,81500,82700,81100,81300,19507,729072.0,8967670.0
2011-12-21,82500,84900,81600,83600,21099,749697.0,8967670.0
2011-12-22,82700,85400,82700,83700,13208,750594.0,8967670.0
2011-12-23,83700,86300,83700,85900,21667,770323.0,8967670.0
2011-12-26,85400,86500,84600,85300,8372,764942.0,8967670.0
2011-12-27,84800,86000,83400,84000,25036,753284.0,8967670.0
2011-12-28,82400,87000,82300,86500,23417,775703.0,8967670.0
2011-12-29,85600,87900,85300,86900,36625,779291.0,8967670.0
2012-01-02,86500,88300,85500,87500,28153,784671.0,8967670.0
2012-01-03,87900,88700,87500,88000,21812,789155.0,8967670.0
2012-01-04,87900,88800,87400,88800,29754,796329.0,8967670.0
2012-01-05,88100,89000,87700,87700,25578,786465.0,8967670.0
2012-01-06,88200,88400,86100,86900,20211,779291.0,8967670.0
2012-01-09,86100,86800,85100,86800,12456,778394.0,8967670.0
2012-01-10,87400,87800,85700,86500,26248,775703.0,8967670.0
2012-01-11,86400,86800,84200,85400,29360,765839.0,8967670.0
2012-01-12,86000,86100,84100,84300,17974,755975.0,8967670.0
2012-01-13,84100,86500,84100,86500,18386,775703.0,8967670.0
2012-01-16,86500,86900,84600,85500,9534,766736.0,8967670.0
2012-01-17,85500,87700,85500,87100,23459,781084.0,8967670.0
2012-01-18,86500,87200,83600,84100,48984,754181.0,8967670.0
2012-01-19,84300,85400,82000,82500,49743,739833.0,8967670.0
2012-01-20,82500,85200,81700,84300,31370,755975.0,8967670.0
2012-01-25,83900,84600,82500,82800,35281,742523.0,8967670.0
2012-01-26,82600,84100,82600,83900,12753,752388.0,8967670.0
2012-01-27,83300,84100,82900,82900,12387,743420.0,8967670.0
2012-01-30,82900,84300,82100,84300,20369,755975.0,8967670.0
2012-01-31,84500,84700,83000,83300,21307,747007.0,8967670.0
2012-02-01,83300,84400,82800,83500,19118,748800.0,8967670.0
2012-02-02,83500,86500,83500,86100,36768,772116.0,8967670.0
2012-02-03,85400,86400,83600,84500,29041,757768.0,8967670.0
2012-02-06,85900,85900,82700,85400,26428,765839.0,8967670.0
2012-02-07,84300,85400,83900,84900,13179,761355.0,8967670.0
2012-02-08,84300,85900,83200,85300,27567,764942.0,8967670.0
2012-02-09,85200,85200,82500,83300,55738,747007.0,8967670.0
2012-02-10,82600,83700,82400,83000,15147,744317.0,8967670.0
2012-02-13,83100,84000,82600,83200,16175,746110.0,8967670.0
2012-02-14,83200,83700,82600,83600,15180,749697.0,8967670.0
2012-02-15,83100,84000,83100,83700,13604,750594.0,8967670.0
2012-02-16,82800,83600,81900,82900,24303,743420.0,8967670.0
2012-02-17,82400,83000,82100,82500,24517,739833.0,8967670.0
2012-02-20,82100,82300,79400,79700,68385,714723.0,8967670.0
2012-02-21,79300,80500,77200,80200,62845,719207.0,8967670.0
2012-02-22,79500,80200,79200,79500,11231,712930.0,8967670.0
2012-02-23,79000,79600,77800,78200,31949,701272.0,8967670.0
2012-02-24,78000,80400,78000,79500,17160,712930.0,8967670.0
2012-02-27,80300,80300,76100,77300,53557,693201.0,8967670.0
2012-02-28,77000,79100,77000,78900,25870,707549.0,8967670.0
2012-02-29,78300,79300,78200,79300,22846,711136.0,8967670.0
2012-03-02,79000,79400,77400,77700,24570,696788.0,8967670.0
2012-03-05,77700,77700,76800,77400,24592,694098.0,8967670.0
2012-03-06,77700,77700,75000,75100,40989,673472.0,8967670.0
2012-03-07,74700,76300,74500,76000,23211,681543.0,8967670.0
2012-03-08,75200,76200,75200,75600,15214,677956.0,8967670.0
2012-03-09,76000,76400,75100,75300,34699,675266.0,8967670.0
2012-03-12,75100,76500,74300,76500,13214,686027.0,8967670.0
2012-03-13,75700,76900,75300,76500,22243,686027.0,8967670.0
2012-03-14,77000,77200,75700,77000,19902,690511.0,8967670.0
2012-03-15,76700,76900,75100,76000,34830,681543.0,8967670.0
2012-03-16,75600,76700,75300,76600,19321,686924.0,8967670.0
2012-03-19,76600,77700,76200,77500,14407,694994.0,8967670.0
2012-03-20,77600,77600,76400,77000,13669,690511.0,8967670.0
2012-03-21,76200,77200,75700,76700,14954,687820.0,8967670.0
2012-03-22,76800,77200,74700,76200,28288,683336.0,8967670.0
2012-03-23,75700,76300,74700,75600,15677,677956.0,8967670.0
2012-03-26,75700,76400,74900,75900,11872,680646.0,8967670.0
2012-03-27,75600,76400,75500,75700,8175,678853.0,8967670.0
2012-03-28,75800,76400,75100,75800,8199,679749.0,8967670.0
2012-03-29,76100,76100,73500,73800,22309,661814.0,8967670.0
2012-03-30,74400,76200,73600,75000,18108,672575.0,8967670.0
2012-04-02,74800,75900,74700,74700,6615,669885.0,8967670.0
2012-04-03,74300,74500,71700,72300,40096,648363.0,8967670.0
2012-04-04,72900,72900,71400,72500,23286,650156.0,8967670.0
2012-04-05,71000,72600,70600,71400,28711,640292.0,8967670.0
2012-04-06,71100,71400,70100,71000,28758,636705.0,8967670.0
2012-04-09,71000,71000,69700,69800,9394,625943.0,8967670.0
2012-04-10,69300,70900,69300,70000,9283,627737.0,8967670.0
2012-04-12,69600,71300,69500,71000,14081,636705.0,8967670.0
2012-04-13,71200,71500,70300,71000,11916,636705.0,8967670.0
2012-04-16,70100,70700,69300,70000,12731,627737.0,8967670.0
2012-04-17,70400,70400,69100,69800,93589,625943.0,8967670.0
2012-04-18,69700,71000,69000,69800,22636,625943.0,8967670.0
2012-04-19,68500,69700,67600,68900,34022,617872.0,8967670.0
2012-04-20,69400,70200,68400,69500,15605,623253.0,8967670.0
2012-04-23,70200,70200,67700,67700,17720,607111.0,8967670.0
2012-04-24,67600,67600,65000,65900,19773,590969.0,8967670.0
2012-04-25,66500,67800,65300,66600,24239,597247.0,8967670.0
2012-04-26,66100,67000,64700,66500,23125,596350.0,8967670.0
2012-04-27,66000,66400,63600,64100,53859,574828.0,8967670.0
2012-04-30,64500,65400,63200,64800,18673,581105.0,8967670.0
2012-05-02,63900,64500,63600,64400,28294,577518.0,8967670.0
2012-05-03,63800,64400,63200,63800,26756,572137.0,8967670.0
2012-05-04,64100,65700,63700,64600,19877,579311.0,8967670.0
2012-05-07,64000,64200,63200,63700,20777,571241.0,8967670.0
2012-05-08,63400,64800,63000,64800,24367,581105.0,8967670.0
2012-05-09,64700,64900,63200,63200,18254,566757.0,8967670.0
2012-05-10,63300,65500,63200,64600,16115,579311.0,8967670.0
2012-05-11,64200,65400,63400,63500,15654,569447.0,8967670.0
2012-05-14,64700,64700,63100,63100,13546,565860.0,8967670.0
2012-05-15,62800,64600,61300,63300,30452,567654.0,8967670.0
2012-05-16,63300,64200,61700,62800,29592,563170.0,8967670.0
2012-05-17,61800,63000,61700,61700,21968,553305.0,8967670.0
2012-05-18,60800,60800,59200,59500,28784,533576.0,8967670.0
2012-05-21,59300,60000,57900,58300,26588,522815.0,8967670.0
2012-05-22,58500,59600,58100,59000,87368,529093.0,8967670.0
2012-05-23,58400,58800,57400,58300,55633,522815.0,8967670.0
2012-05-24,58000,59400,58000,58200,9818,521918.0,8967670.0
2012-05-25,58300,60400,58300,59900,23389,537163.0,8967670.0
2012-05-29,60300,61600,59200,60400,69562,541647.0,8967670.0
2012-05-30,60000,60800,59100,60000,15741,538060.0,8967670.0
2012-05-31,59100,60300,58600,59200,19029,530886.0,8967670.0
2012-06-01,58900,59300,57800,57800,18666,518331.0,8967670.0
2012-06-04,56500,58300,56400,58300,22516,522815.0,8967670.0
2012-06-05,58800,58800,57400,58100,11799,521022.0,8967670.0
2012-06-07,58800,59300,58300,58400,13118,523712.0,8967670.0
2012-06-08,58000,59300,57900,58400,18898,523712.0,8967670.0
2012-06-11,58500,61200,58500,60800,26533,545234.0,8967670.0
2012-06-12,59900,62400,59900,61900,33495,555099.0,8967670.0
2012-06-13,62800,63500,61800,63400,41464,568550.0,8967670.0
2012-06-14,63700,64900,63200,64800,49977,581105.0,8967670.0
2012-06-15,64500,65400,63600,63700,27617,571241.0,8967670.0
2012-06-18,64800,65000,63400,64800,20526,581105.0,8967670.0
2012-06-19,64600,65000,63800,64900,7969,582002.0,8967670.0
2012-06-20,64700,65000,63900,64500,12129,578415.0,8967670.0
2012-06-21,64000,65400,64000,64800,9956,581105.0,8967670.0
2012-06-22,65000,66000,63100,64800,15081,581105.0,8967670.0
2012-06-25,63900,65100,63300,65000,9587,582899.0,8967670.0
2012-06-26,65000,65000,63500,64000,22577,573931.0,8967670.0
2012-06-27,63600,64200,62800,63900,13793,573034.0,8967670.0
2012-06-28,63300,65800,63300,65100,16848,583795.0,8967670.0
2012-06-29,64100,66100,64100,65800,10172,590073.0,8967670.0
2012-07-02,65300,66700,64200,65200,7321,584692.0,8967670.0
2012-07-03,64700,66000,64700,65800,10021,590073.0,8967670.0
2012-07-04,65300,65900,64800,64800,8139,581105.0,8967670.0
2012-07-05,64200,65600,64200,64200,8929,575724.0,8967670.0
2012-07-06,64100,65000,63500,63500,6497,569447.0,8967670.0
2012-07-09,63300,64100,63000,64000,5021,573931.0,8967670.0
2012-07-10,63400,64900,63400,64100,7031,574828.0,8967670.0
2012-07-11,63900,65100,63500,64000,9766,573931.0,8967670.0
2012-07-12,63700,64100,61100,61100,17439,547925.0,8967670.0
2012-07-13,61300,64400,61000,61700,22677,553305.0,8967670.0
2012-07-16,61700,62300,61100,62200,19810,557789.0,8967670.0
2012-07-17,61800,63200,61800,62300,11098,558686.0,8967670.0
2012-07-18,62300,62600,61600,61600,13397,552408.0,8967670.0
2012-07-19,62900,63600,61900,62400,9487,559583.0,8967670.0
2012-07-20,62300,62400,61400,62100,7880,556892.0,8967670.0
2012-07-23,61300,61900,60000,60000,8982,538060.0,8967670.0
2012-07-24,59200,60100,58600,60000,10914,538060.0,8967670.0
2012-07-25,58000,60400,58000,60000,10636,538060.0,8967670.0
2012-07-26,59100,61000,59100,60000,9708,538060.0,8967670.0
2012-07-27,61300,61500,60000,61500,18170,551512.0,8967670.0
2012-07-30,61500,61500,60300,60400,9201,541647.0,8967670.0
2012-07-31,60400,61200,59100,60900,25722,546131.0,8967670.0
2012-08-01,60500,60900,59900,60100,20341,538957.0,8967670.0
2012-08-02,60400,64700,60300,64500,37293,578415.0,8967670.0
2012-08-03,64600,68800,63500,66000,51317,591866.0,8967670.0
2012-08-06,66500,67800,65300,65300,22765,585589.0,8967670.0
2012-08-07,64700,66000,64600,64800,17124,581105.0,8967670.0
2012-08-08,64500,66400,64500,64600,24197,579311.0,8967670.0
2012-08-09,64600,68400,64600,68000,43669,609802.0,8967670.0
2012-08-10,67500,68800,67200,68600,18117,615182.0,8967670.0
2012-08-13,68500,68800,67600,68400,8155,613389.0,8967670.0
2012-08-14,68800,69000,67700,68400,15680,613389.0,8967670.0
2012-08-16,67800,69000,67800,68300,11585,612492.0,8967670.0
2012-08-17,68100,70300,68100,69800,20152,625943.0,8967670.0
2012-08-20,70300,71600,69700,71500,17112,641188.0,8967670.0
2012-08-21,72000,72000,70900,71200,11010,638498.0,8967670.0
