한전KPS(051600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-11-13,51600,51800,51000,51400,32207,2313000.0,45000000.0
2013-11-14,51100,52100,51100,51800,17504,2331000.0,45000000.0
2013-11-15,51800,52500,51400,51700,24387,2326500.0,45000000.0
2013-11-18,51700,52100,51300,51400,20780,2313000.0,45000000.0
2013-11-19,51100,52300,51100,52000,29053,2340000.0,45000000.0
2013-11-20,52200,52400,51500,51600,18306,2322000.0,45000000.0
2013-11-21,51300,51900,51100,51700,25232,2326500.0,45000000.0
2013-11-22,51700,52000,51400,51600,49211,2322000.0,45000000.0
2013-11-25,51600,52200,51400,51900,36423,2335500.0,45000000.0
2013-11-26,52100,52100,51300,51700,39415,2326500.0,45000000.0
2013-11-27,51800,52200,51000,51200,87478,2304000.0,45000000.0
2013-11-28,51200,51400,50800,50900,47335,2290500.0,45000000.0
2013-11-29,51200,51600,50800,51100,72506,2299500.0,45000000.0
2013-12-02,51000,51100,50400,50500,99953,2272500.0,45000000.0
2013-12-03,50500,51700,50300,50300,190402,2263500.0,45000000.0
2013-12-04,49100,51200,48900,50400,3798270,2268000.0,45000000.0
2013-12-05,51200,52100,50700,51400,230227,2313000.0,45000000.0
2013-12-06,51500,51600,50900,51200,92390,2304000.0,45000000.0
2013-12-09,51700,53100,51200,52700,142938,2371500.0,45000000.0
2013-12-10,53000,53100,52400,52600,100530,2367000.0,45000000.0
2013-12-11,53700,53700,51400,53200,130533,2394000.0,45000000.0
2013-12-12,53200,53300,52400,52900,65383,2380500.0,45000000.0
2013-12-13,53000,53000,51900,52300,81847,2353500.0,45000000.0
2013-12-16,52300,53100,52300,52400,65141,2358000.0,45000000.0
2013-12-17,52800,52900,51900,52600,50536,2367000.0,45000000.0
2013-12-18,52200,52200,51600,52000,117337,2340000.0,45000000.0
2013-12-19,52100,52900,51500,52400,125772,2358000.0,45000000.0
2013-12-20,52400,52700,51900,52300,65463,2353500.0,45000000.0
2013-12-23,52500,53100,52300,53100,61299,2389500.0,45000000.0
2013-12-24,53200,53700,52700,53700,65690,2416500.0,45000000.0
2013-12-26,53700,53900,53500,53800,82595,2421000.0,45000000.0
2013-12-27,53300,54700,52800,54600,121690,2457000.0,45000000.0
2013-12-30,54600,54800,53500,54800,67426,2466000.0,45000000.0
2014-01-02,54600,54800,53500,54400,52125,2448000.0,45000000.0
2014-01-03,54000,54300,53100,53500,48853,2407500.0,45000000.0
2014-01-06,53700,53800,53100,53600,52677,2412000.0,45000000.0
2014-01-07,53300,53600,52300,52400,53563,2358000.0,45000000.0
2014-01-08,52100,53200,51900,52800,89733,2376000.0,45000000.0
2014-01-09,52900,54500,52400,54400,125538,2448000.0,45000000.0
2014-01-10,54400,54500,53100,54100,62582,2434500.0,45000000.0
2014-01-13,54500,54500,53000,53200,59428,2394000.0,45000000.0
2014-01-14,53700,55200,53600,54900,122308,2470500.0,45000000.0
2014-01-15,55400,56500,54900,55800,110761,2511000.0,45000000.0
2014-01-16,55800,56100,55000,55400,42040,2493000.0,45000000.0
2014-01-17,55700,56600,55700,56000,117422,2520000.0,45000000.0
2014-01-20,55700,56500,55000,55800,32777,2511000.0,45000000.0
2014-01-21,55300,55600,55100,55300,34777,2488500.0,45000000.0
2014-01-22,55100,55900,55000,55500,54595,2497500.0,45000000.0
2014-01-23,55800,55800,54800,55200,23013,2484000.0,45000000.0
2014-01-24,55200,56200,54300,56200,52674,2529000.0,45000000.0
2014-01-27,55900,55900,53500,55000,52883,2475000.0,45000000.0
2014-01-28,54700,54900,54000,54100,15882,2434500.0,45000000.0
2014-01-29,54600,56200,54300,56200,42249,2529000.0,45000000.0
2014-02-03,55800,57200,55800,57100,87852,2569500.0,45000000.0
2014-02-04,56700,57000,56000,56600,59291,2547000.0,45000000.0
2014-02-05,56600,56900,56000,56300,40404,2533500.0,45000000.0
2014-02-06,56300,57000,55600,55800,70289,2511000.0,45000000.0
2014-02-07,55900,56800,55700,56100,51136,2524500.0,45000000.0
2014-02-10,56500,57000,56100,56900,45609,2560500.0,45000000.0
2014-02-11,56500,57700,56500,57200,65475,2574000.0,45000000.0
2014-02-12,57600,57600,56500,57100,97747,2569500.0,45000000.0
2014-02-13,57400,57800,57000,57700,45114,2596500.0,45000000.0
2014-02-14,57300,58900,57100,58600,100446,2637000.0,45000000.0
2014-02-17,58600,59000,58200,58900,65906,2650500.0,45000000.0
2014-02-18,58300,59300,57600,58100,58542,2614500.0,45000000.0
2014-02-19,58000,58100,57200,57400,36764,2583000.0,45000000.0
2014-02-20,58800,60000,58000,58600,122280,2637000.0,45000000.0
2014-02-21,58600,59000,58500,59000,29949,2655000.0,45000000.0
2014-02-24,59000,61200,59000,60800,182456,2736000.0,45000000.0
2014-02-25,61500,62900,60900,62500,120688,2812500.0,45000000.0
2014-02-26,62000,63700,62000,63000,113714,2835000.0,45000000.0
2014-02-27,63700,64300,63500,64300,139137,2893500.0,45000000.0
2014-02-28,64400,64700,63000,64700,72186,2911500.0,45000000.0
2014-03-03,64000,64700,60900,60900,195899,2740500.0,45000000.0
2014-03-04,60900,61700,60800,61400,162175,2763000.0,45000000.0
2014-03-05,61800,62400,61300,61700,120800,2776500.0,45000000.0
2014-03-06,62100,66000,62100,66000,181640,2970000.0,45000000.0
2014-03-07,66000,66500,64600,65000,76443,2925000.0,45000000.0
2014-03-10,65500,66200,64100,66200,53193,2979000.0,45000000.0
2014-03-11,66200,66500,64200,66300,91570,2983500.0,45000000.0
2014-03-12,66600,68300,65900,68300,130949,3073500.0,45000000.0
2014-03-13,69000,69800,67000,68800,146941,3096000.0,45000000.0
2014-03-14,68500,68500,66600,68400,69335,3078000.0,45000000.0
2014-03-17,68400,68400,65000,65600,105597,2952000.0,45000000.0
2014-03-18,66600,68800,64600,65300,141224,2938500.0,45000000.0
2014-03-19,65300,66200,64900,65300,71302,2938500.0,45000000.0
2014-03-20,65000,67500,65000,66600,87459,2997000.0,45000000.0
2014-03-21,66000,69000,66000,68500,91110,3082500.0,45000000.0
2014-03-24,68500,68500,65400,65900,98334,2965500.0,45000000.0
2014-03-25,66100,66800,65000,66100,85484,2974500.0,45000000.0
2014-03-26,65700,66900,64000,66000,127084,2970000.0,45000000.0
2014-03-27,65100,66400,64500,66400,95873,2988000.0,45000000.0
2014-03-28,66300,66800,65500,66800,117612,3006000.0,45000000.0
2014-03-31,67000,67800,65900,67800,86859,3051000.0,45000000.0
2014-04-01,68400,68400,66600,67700,90655,3046500.0,45000000.0
2014-04-02,67500,68500,67300,68200,69575,3069000.0,45000000.0
2014-04-03,68200,68700,67100,67900,95009,3055500.0,45000000.0
2014-04-04,68200,68200,67000,67300,46201,3028500.0,45000000.0
2014-04-07,66800,67300,66300,67100,47149,3019500.0,45000000.0
2014-04-08,66700,67700,66700,67100,48482,3019500.0,45000000.0
2014-04-09,67500,67800,63500,63600,342040,2862000.0,45000000.0
2014-04-10,64700,65000,63900,64800,162143,2916000.0,45000000.0
2014-04-11,65200,68300,65200,67300,136253,3028500.0,45000000.0
2014-04-14,67900,68900,66800,67100,73523,3019500.0,45000000.0
2014-04-15,68000,68200,67000,67600,52182,3042000.0,45000000.0
2014-04-16,68000,69200,66300,66600,95446,2997000.0,45000000.0
2014-04-17,66700,66800,64600,65400,68570,2943000.0,45000000.0
2014-04-18,65500,67100,65400,66700,43739,3001500.0,45000000.0
2014-04-21,66700,67300,65700,67200,136045,3024000.0,45000000.0
2014-04-22,67600,67700,65900,66100,82526,2974500.0,45000000.0
2014-04-23,66200,67000,65800,66600,46618,2997000.0,45000000.0
2014-04-24,66000,67100,66000,67000,54632,3015000.0,45000000.0
2014-04-25,67200,67200,66200,66900,41249,3010500.0,45000000.0
2014-04-28,67000,68200,66900,68200,72949,3069000.0,45000000.0
2014-04-29,68200,68500,67100,68200,72477,3069000.0,45000000.0
2014-04-30,68200,68500,66700,67200,118905,3024000.0,45000000.0
2014-05-02,67200,68800,67200,68600,151901,3087000.0,45000000.0
2014-05-07,68500,69500,68200,69000,76851,3105000.0,45000000.0
2014-05-08,69500,69500,67000,69200,93331,3114000.0,45000000.0
2014-05-09,69200,69500,68700,69400,53228,3123000.0,45000000.0
2014-05-12,69400,69800,69000,69600,45355,3132000.0,45000000.0
2014-05-13,69200,69400,68000,68400,102923,3078000.0,45000000.0
2014-05-14,68500,69300,68000,69100,145156,3109500.0,45000000.0
2014-05-15,68700,68800,68100,68300,20075,3073500.0,45000000.0
2014-05-16,68000,68500,66100,67100,122042,3019500.0,45000000.0
2014-05-19,66900,66900,62900,63300,163805,2848500.0,45000000.0
2014-05-20,63100,63700,61900,62500,114312,2812500.0,45000000.0
2014-05-21,63100,64600,62500,64600,115716,2907000.0,45000000.0
2014-05-22,63500,64800,63500,64200,58848,2889000.0,45000000.0
2014-05-23,63800,64900,63400,64500,38655,2902500.0,45000000.0
2014-05-26,64900,65000,63800,65000,68677,2925000.0,45000000.0
2014-05-27,65000,65100,64400,64700,77679,2911500.0,45000000.0
2014-05-28,65000,65200,64100,64700,66563,2911500.0,45000000.0
2014-05-29,64500,64900,64100,64600,64683,2907000.0,45000000.0
2014-05-30,64900,65100,63000,64900,170223,2920500.0,45000000.0
2014-06-02,65300,65500,64200,65000,84390,2925000.0,45000000.0
2014-06-03,65400,65700,64900,65200,139414,2934000.0,45000000.0
2014-06-05,65600,66200,65300,65600,160469,2952000.0,45000000.0
2014-06-09,65700,66500,65600,65700,171194,2956500.0,45000000.0
2014-06-10,66400,68000,66200,67700,188467,3046500.0,45000000.0
2014-06-11,68100,69800,67700,69100,355928,3109500.0,45000000.0
2014-06-12,69200,72600,69200,70500,804416,3172500.0,45000000.0
2014-06-13,71200,71200,69500,70100,160034,3154500.0,45000000.0
2014-06-16,71000,71700,70200,70900,63008,3190500.0,45000000.0
2014-06-17,71000,71400,69200,69800,138736,3141000.0,45000000.0
2014-06-18,69500,70700,68500,69800,82995,3141000.0,45000000.0
2014-06-19,69800,70600,68800,69100,109407,3109500.0,45000000.0
2014-06-20,69800,70800,69200,69300,109811,3118500.0,45000000.0
2014-06-23,69100,70700,68100,69900,98660,3145500.0,45000000.0
2014-06-24,70000,71000,69400,69500,86657,3127500.0,45000000.0
2014-06-25,69600,70200,68100,68500,76480,3082500.0,45000000.0
2014-06-26,68600,69700,68200,69500,54327,3127500.0,45000000.0
2014-06-27,69700,70700,69200,69900,43934,3145500.0,45000000.0
2014-06-30,70500,70600,68600,69200,50557,3114000.0,45000000.0
2014-07-01,68800,70100,68700,69600,45638,3132000.0,45000000.0
2014-07-02,69600,70300,69100,69300,55562,3118500.0,45000000.0
2014-07-03,69500,70300,69300,70100,51418,3154500.0,45000000.0
2014-07-04,70300,70300,69600,70000,34063,3150000.0,45000000.0
2014-07-07,70600,70600,69400,69800,36104,3141000.0,45000000.0
2014-07-08,70300,71100,68800,71100,96970,3199500.0,45000000.0
2014-07-09,70500,71500,70400,71400,77168,3213000.0,45000000.0
2014-07-10,71900,72000,71200,71600,74669,3222000.0,45000000.0
2014-07-11,71700,73100,70700,72900,129076,3280500.0,45000000.0
2014-07-14,73500,73500,72400,72500,39596,3262500.0,45000000.0
2014-07-15,73400,73900,71700,73500,109516,3307500.0,45000000.0
2014-07-16,73000,74300,73000,73800,125568,3321000.0,45000000.0
2014-07-17,73800,73900,72000,73200,66923,3294000.0,45000000.0
2014-07-18,72500,73200,71400,71600,63651,3222000.0,45000000.0
2014-07-21,72300,72700,71000,71800,35936,3231000.0,45000000.0
2014-07-22,71700,73400,71400,73300,23045,3298500.0,45000000.0
2014-07-23,73300,73500,71700,71800,41758,3231000.0,45000000.0
2014-07-24,72500,74000,72200,73900,112646,3325500.0,45000000.0
2014-07-25,73200,74100,72500,73100,47903,3289500.0,45000000.0
2014-07-28,73100,77000,72300,76000,103081,3420000.0,45000000.0
2014-07-29,77500,77900,73700,74000,108289,3330000.0,45000000.0
2014-07-30,74800,77000,74400,75500,176561,3397500.0,45000000.0
2014-07-31,76300,76500,72800,74200,153152,3339000.0,45000000.0
2014-08-01,74800,75000,73400,73800,96274,3321000.0,45000000.0
2014-08-04,73800,74600,72900,73500,45208,3307500.0,45000000.0
2014-08-05,74300,74500,72000,72100,111085,3244500.0,45000000.0
2014-08-06,71300,74400,71300,73500,3977721,3307500.0,45000000.0
2014-08-07,73600,74300,73200,73800,236763,3321000.0,45000000.0
2014-08-08,73900,79500,73300,76900,279775,3460500.0,45000000.0
2014-08-11,77700,78100,76000,77500,101659,3487500.0,45000000.0
2014-08-12,77100,78400,75200,78300,107638,3523500.0,45000000.0
2014-08-13,77900,79000,77200,78200,340341,3519000.0,45000000.0
2014-08-14,78200,78500,77000,78500,215985,3532500.0,45000000.0
2014-08-18,78500,78800,77100,78000,144994,3510000.0,45000000.0
2014-08-19,77400,78100,77000,77600,123296,3492000.0,45000000.0
2014-08-20,78000,78300,75800,76600,102011,3447000.0,45000000.0
2014-08-21,76700,77300,75600,76900,106860,3460500.0,45000000.0
2014-08-22,76200,77000,76200,76200,43665,3429000.0,45000000.0
2014-08-25,76800,79100,76400,77200,116393,3474000.0,45000000.0
2014-08-26,77400,79200,77400,79100,100071,3559500.0,45000000.0
2014-08-27,78500,79500,77900,78500,68761,3532500.0,45000000.0
2014-08-28,78400,80500,78400,78500,97198,3532500.0,45000000.0
2014-08-29,78700,79800,77900,78200,49579,3519000.0,45000000.0
2014-09-01,77400,82400,77400,82000,104840,3690000.0,45000000.0
2014-09-02,81100,81700,79900,80400,108172,3618000.0,45000000.0
2014-09-03,79600,83900,79200,83800,116655,3771000.0,45000000.0
2014-09-04,84000,84700,82500,84200,108092,3789000.0,45000000.0
2014-09-05,83100,84700,81600,81600,112849,3672000.0,45000000.0
2014-09-11,80600,84400,80000,83400,141892,3753000.0,45000000.0
2014-09-12,83500,83500,81200,82800,107375,3726000.0,45000000.0
2014-09-15,82100,83100,81800,82100,49004,3694500.0,45000000.0
2014-09-16,82100,82400,80700,81600,66541,3672000.0,45000000.0
2014-09-17,82500,84400,82400,83600,86243,3762000.0,45000000.0
2014-09-18,82800,88200,82000,86200,167514,3879000.0,45000000.0
2014-09-19,86200,87100,84800,85500,114701,3847500.0,45000000.0
2014-09-22,85500,85500,82100,84100,95822,3784500.0,45000000.0
2014-09-23,82500,84100,82100,82900,77315,3730500.0,45000000.0
2014-09-24,82900,84800,82300,84400,62464,3798000.0,45000000.0
2014-09-25,84500,84900,83100,83200,61688,3744000.0,45000000.0
2014-09-26,82500,83000,81400,81400,102867,3663000.0,45000000.0
2014-09-29,81400,83800,81100,83000,128923,3735000.0,45000000.0
2014-09-30,82500,84000,81300,83600,108828,3762000.0,45000000.0
2014-10-01,83800,86000,82800,86000,178589,3870000.0,45000000.0
2014-10-02,86000,86700,84300,86400,112564,3888000.0,45000000.0
2014-10-06,87100,87600,84100,84300,173642,3793500.0,45000000.0
2014-10-07,85000,87700,84200,87600,260230,3942000.0,45000000.0
2014-10-08,87600,88700,87000,88600,147460,3987000.0,45000000.0
2014-10-10,89000,90000,88600,89400,203655,4023000.0,45000000.0
2014-10-13,89400,93500,87800,88300,186326,3973500.0,45000000.0
2014-10-14,87000,88100,84400,85100,128871,3829500.0,45000000.0
2014-10-15,84800,86100,83800,84900,156254,3820500.0,45000000.0
2014-10-16,84700,86800,84400,85500,161393,3847500.0,45000000.0
2014-10-17,86100,86200,83600,83900,270613,3775500.0,45000000.0
2014-10-20,85000,87900,84800,87300,91265,3928500.0,45000000.0
2014-10-21,88000,89200,85700,89000,133502,4005000.0,45000000.0
2014-10-22,89000,92200,87900,90100,170503,4054500.0,45000000.0
2014-10-23,88900,90000,88200,89000,116716,4005000.0,45000000.0
2014-10-24,89600,90100,87200,87200,134150,3924000.0,45000000.0
2014-10-27,87800,88800,87100,88000,76648,3960000.0,45000000.0
2014-10-28,88000,90000,88000,89700,204906,4036500.0,45000000.0
2014-10-29,89800,91000,88900,89500,235822,4027500.0,45000000.0
2014-10-30,88500,89500,85200,87500,210169,3937500.0,45000000.0
2014-10-31,87000,89400,86300,87700,159340,3946500.0,45000000.0
2014-11-03,88000,91900,88000,89800,124027,4041000.0,45000000.0
2014-11-04,91000,95500,91000,93600,227832,4212000.0,45000000.0
2014-11-05,95000,97100,94700,96600,215182,4347000.0,45000000.0
2014-11-06,96600,96900,94400,96200,116739,4329000.0,45000000.0
2014-11-07,97200,97400,93800,95500,210819,4297500.0,45000000.0
2014-11-10,95500,97000,91000,93000,264445,4185000.0,45000000.0
2014-11-11,93500,94200,91300,92500,158478,4162500.0,45000000.0
2014-11-12,92000,94700,91800,93600,136245,4212000.0,45000000.0
2014-11-13,93500,93500,88400,91600,174766,4122000.0,45000000.0
2014-11-14,92700,94800,92200,94100,177433,4234500.0,45000000.0
2014-11-17,94800,94800,92000,93700,97655,4216500.0,45000000.0
2014-11-18,93700,94800,93100,94300,116642,4243500.0,45000000.0
2014-11-19,93200,95200,93200,94900,109175,4270500.0,45000000.0
2014-11-20,94500,94900,93600,94000,118114,4230000.0,45000000.0
2014-11-21,94000,95000,93600,94000,103579,4230000.0,45000000.0
2014-11-24,95200,95300,91000,92800,254038,4176000.0,45000000.0
2014-11-25,93400,93700,87700,87800,1877508,3951000.0,45000000.0
2014-11-26,89500,91500,88400,90700,230832,4081500.0,45000000.0
2014-11-27,90100,90700,88500,89800,127809,4041000.0,45000000.0
2014-11-28,89100,91700,89100,90500,111218,4072500.0,45000000.0
2014-12-01,90000,91100,86900,87700,155148,3946500.0,45000000.0
2014-12-02,87500,88100,83600,84700,237178,3811500.0,45000000.0
2014-12-03,84700,86200,84400,85300,170976,3838500.0,45000000.0
2014-12-04,85900,87300,85200,85600,94314,3852000.0,45000000.0
2014-12-05,86000,86200,84900,86100,113264,3874500.0,45000000.0
2014-12-08,85600,86400,84600,85300,101108,3838500.0,45000000.0
2014-12-09,86200,86200,82900,83300,90220,3748500.0,45000000.0
2014-12-10,81800,82400,81300,82100,1117577,3694500.0,45000000.0
2014-12-11,82200,82200,79900,80500,271064,3622500.0,45000000.0
2014-12-12,81400,82300,80300,82100,156506,3694500.0,45000000.0
2014-12-15,81600,81800,79100,80100,102212,3604500.0,45000000.0
2014-12-16,79700,81000,79000,80500,93051,3622500.0,45000000.0
2014-12-17,81000,81400,79000,81400,82456,3663000.0,45000000.0
2014-12-18,82100,82100,79000,79900,79152,3595500.0,45000000.0
2014-12-19,80000,81900,79500,80700,74600,3631500.0,45000000.0
2014-12-22,81000,81000,79300,80400,57156,3618000.0,45000000.0
2014-12-23,80400,80700,79200,79300,71716,3568500.0,45000000.0
2014-12-24,79800,81900,79400,81000,76855,3645000.0,45000000.0
2014-12-26,81700,81700,79400,79800,58299,3591000.0,45000000.0
2014-12-29,78900,79900,77700,77800,55898,3501000.0,45000000.0
2014-12-30,78100,80200,78100,79700,102119,3586500.0,45000000.0
2015-01-02,78300,79800,76900,77000,70407,3465000.0,45000000.0
2015-01-05,77400,77400,75600,76900,65584,3460500.0,45000000.0
2015-01-06,76800,79300,74600,79300,88468,3568500.0,45000000.0
2015-01-07,78000,78300,76500,76700,77297,3451500.0,45000000.0
2015-01-08,76100,81200,76100,81200,147741,3654000.0,45000000.0
2015-01-09,81200,82400,78400,82200,134134,3699000.0,45000000.0
2015-01-12,82100,84200,81500,84000,90789,3780000.0,45000000.0
2015-01-13,84000,84600,82800,84600,86278,3807000.0,45000000.0
2015-01-14,84000,84600,81700,81800,68834,3681000.0,45000000.0
2015-01-15,80500,82500,80300,82000,61688,3690000.0,45000000.0
2015-01-16,81300,85000,81300,84700,85629,3811500.0,45000000.0
2015-01-19,84700,86500,82800,86000,123884,3870000.0,45000000.0
2015-01-20,84700,86100,81200,81600,183989,3672000.0,45000000.0
2015-01-21,82400,85000,82100,83700,120187,3766500.0,45000000.0
2015-01-22,84700,85400,83800,84900,75292,3820500.0,45000000.0
2015-01-23,84900,86600,84300,86500,111974,3892500.0,45000000.0
2015-01-26,87000,87400,85200,87400,52639,3933000.0,45000000.0
2015-01-27,87900,90800,87500,89500,126106,4027500.0,45000000.0
2015-01-28,90700,90700,88100,90000,54835,4050000.0,45000000.0
2015-01-29,90700,90700,86800,88900,90348,4000500.0,45000000.0
2015-01-30,89600,89700,88000,88300,79740,3973500.0,45000000.0
2015-02-02,87100,90100,87100,87900,59446,3955500.0,45000000.0
2015-02-03,87900,89400,87200,88300,81278,3973500.0,45000000.0
2015-02-04,88000,90000,88000,88600,42459,3987000.0,45000000.0
2015-02-05,87600,90000,86700,90000,67134,4050000.0,45000000.0
2015-02-06,88900,91700,88700,91700,58447,4126500.0,45000000.0
2015-02-09,91900,92100,88500,89000,91409,4005000.0,45000000.0
2015-02-10,89000,91700,88900,91700,83313,4126500.0,45000000.0
2015-02-11,91100,92000,88600,89700,159912,4036500.0,45000000.0
2015-02-12,90300,92000,89600,90700,66057,4081500.0,45000000.0
2015-02-13,90000,91900,89100,91800,66289,4131000.0,45000000.0
2015-02-16,91800,92000,90500,91000,57021,4095000.0,45000000.0
2015-02-17,90600,91800,90400,91000,24738,4095000.0,45000000.0
2015-02-23,92000,92000,90100,91900,60096,4135500.0,45000000.0
2015-02-24,90700,92000,90200,91400,65103,4113000.0,45000000.0
2015-02-25,91900,91900,90500,90800,73265,4086000.0,45000000.0
2015-02-26,90800,91300,90000,90500,98054,4072500.0,45000000.0
2015-02-27,90100,92200,90100,92200,101026,4149000.0,45000000.0
2015-03-02,91300,97100,90300,97100,110473,4369500.0,45000000.0
2015-03-03,95300,95800,92700,93800,104959,4221000.0,45000000.0
2015-03-04,95100,95400,91600,92200,90308,4149000.0,45000000.0
2015-03-05,92300,94100,92300,92500,84631,4162500.0,45000000.0
2015-03-06,92600,93200,91300,92700,56736,4171500.0,45000000.0
2015-03-09,91500,93900,91500,93000,47926,4185000.0,45000000.0
2015-03-10,92400,93700,91400,93200,65386,4194000.0,45000000.0
2015-03-11,92500,94100,91400,92000,144116,4140000.0,45000000.0
2015-03-12,91500,92600,90000,90100,90757,4054500.0,45000000.0
2015-03-13,90900,91400,89200,89900,65130,4045500.0,45000000.0
2015-03-16,90400,90900,88600,88800,54393,3996000.0,45000000.0
2015-03-17,89600,90400,89000,90100,129689,4054500.0,45000000.0
2015-03-18,90700,90700,88800,90300,73259,4063500.0,45000000.0
2015-03-19,90300,90700,88800,90400,83140,4068000.0,45000000.0
2015-03-20,90600,93200,90000,92600,214839,4167000.0,45000000.0
2015-03-23,92600,93900,92400,93100,46783,4189500.0,45000000.0
2015-03-24,93200,94800,92500,94100,65186,4234500.0,45000000.0
2015-03-25,93400,97100,92900,96000,68897,4320000.0,45000000.0
2015-03-26,97300,102000,95600,99800,146320,4491000.0,45000000.0
2015-03-27,99900,99900,94100,94400,104885,4248000.0,45000000.0
2015-03-30,94100,99300,94000,98100,62350,4414500.0,45000000.0
2015-03-31,99000,99000,95900,97600,70384,4392000.0,45000000.0
2015-04-01,96600,100500,96600,100500,66851,4522500.0,45000000.0
2015-04-02,100500,102000,98100,102000,60176,4590000.0,45000000.0
2015-04-03,102500,103500,101000,102500,50431,4612500.0,45000000.0
2015-04-06,102500,103000,100000,101000,41432,4545000.0,45000000.0
2015-04-07,101000,102000,98100,99200,65131,4464000.0,45000000.0
2015-04-08,98500,102500,98300,102000,44149,4590000.0,45000000.0
2015-04-09,99500,99700,97500,97500,756682,4387500.0,45000000.0
2015-04-10,98900,98900,96600,96600,133919,4347000.0,45000000.0
2015-04-13,96600,98300,96500,97400,130066,4383000.0,45000000.0
2015-04-14,96700,98900,96000,96800,177357,4356000.0,45000000.0
2015-04-15,96100,97200,95500,96200,120102,4329000.0,45000000.0
2015-04-16,95600,97600,95500,97300,85312,4378500.0,45000000.0
2015-04-17,96500,98700,96200,98000,88129,4410000.0,45000000.0
2015-04-20,98300,99700,97900,99700,87763,4486500.0,45000000.0
2015-04-21,99700,99700,98300,98900,69717,4450500.0,45000000.0
2015-04-22,98500,102000,98500,100500,199590,4522500.0,45000000.0
2015-04-23,101500,102000,96500,100500,99140,4522500.0,45000000.0
2015-04-24,99100,101500,97700,97700,74385,4396500.0,45000000.0
2015-04-27,97700,99100,96800,97900,73639,4405500.0,45000000.0
2015-04-28,99400,99400,97100,97600,64019,4392000.0,45000000.0
2015-04-29,97600,98900,95700,95700,63757,4306500.0,45000000.0
2015-04-30,95400,99400,95400,97300,126524,4378500.0,45000000.0
2015-05-04,96300,97200,91300,91600,169392,4122000.0,45000000.0
2015-05-06,92000,96200,91000,92200,134358,4149000.0,45000000.0
2015-05-07,92200,93400,87200,87200,134687,3924000.0,45000000.0
2015-05-08,87300,91600,87300,89200,131589,4014000.0,45000000.0
2015-05-11,89200,92100,89000,90900,83237,4090500.0,45000000.0
2015-05-12,90500,94500,90500,93700,85565,4216500.0,45000000.0
2015-05-13,93700,95100,93000,95000,81525,4275000.0,45000000.0
2015-05-14,92200,96400,92100,96100,64856,4324500.0,45000000.0
2015-05-15,95300,97200,94300,95300,89848,4288500.0,45000000.0
2015-05-18,95000,99000,95000,99000,52070,4455000.0,45000000.0
2015-05-19,99000,99500,95800,97900,76861,4405500.0,45000000.0
2015-05-20,97000,98900,96100,96900,93844,4360500.0,45000000.0
2015-05-21,97000,99400,97000,99100,78485,4459500.0,45000000.0
2015-05-22,99700,104500,99100,104500,113191,4702500.0,45000000.0
2015-05-26,104500,104500,98800,99400,127894,4473000.0,45000000.0
2015-05-27,98100,100500,96800,99100,85780,4459500.0,45000000.0
2015-05-28,99200,104500,98400,103500,128995,4657500.0,45000000.0
2015-05-29,101500,108000,101000,107500,284804,4837500.0,45000000.0
2015-06-01,108000,113000,104500,111000,134095,4995000.0,45000000.0
2015-06-02,110500,113500,107000,113000,118255,5085000.0,45000000.0
2015-06-03,113000,113000,108000,110000,64563,4950000.0,45000000.0
2015-06-04,108500,112500,107500,111000,72888,4995000.0,45000000.0
2015-06-05,111000,113500,108500,112000,66179,5040000.0,45000000.0
2015-06-08,112000,118000,112000,115000,120710,5175000.0,45000000.0
2015-06-09,116000,121000,114500,118000,166309,5310000.0,45000000.0
2015-06-10,118500,120000,114000,117500,153637,5287500.0,45000000.0
2015-06-11,116000,126000,115000,123500,237089,5557500.0,45000000.0
2015-06-12,124000,130000,119000,120500,170276,5422500.0,45000000.0
2015-06-15,120500,129000,119500,125000,131237,5625000.0,45000000.0
2015-06-16,120500,127000,119500,120000,146738,5400000.0,45000000.0
2015-06-17,119500,120500,118000,119000,108313,5355000.0,45000000.0
2015-06-18,118500,119000,115000,115500,218233,5197500.0,45000000.0
2015-06-19,117500,118000,111000,111000,485958,4995000.0,45000000.0
2015-06-22,112000,113500,109500,111500,169788,5017500.0,45000000.0
2015-06-23,111500,114500,110500,112500,126580,5062500.0,45000000.0
2015-06-24,113000,114000,108500,109000,116389,4905000.0,45000000.0
2015-06-25,109000,112000,109000,111000,146879,4995000.0,45000000.0
2015-06-26,111500,115000,111000,114000,121844,5130000.0,45000000.0
2015-06-29,111500,113000,109500,112000,108277,5040000.0,45000000.0
2015-06-30,113000,120000,108000,118000,188303,5310000.0,45000000.0
2015-07-01,119500,119500,114500,116500,113167,5242500.0,45000000.0
2015-07-02,117500,121000,116000,118000,114793,5310000.0,45000000.0
2015-07-03,119000,123000,118500,122000,69303,5490000.0,45000000.0
2015-07-06,124000,126500,119000,119500,46946,5377500.0,45000000.0
2015-07-07,118500,121500,115500,117000,80755,5265000.0,45000000.0
2015-07-08,118000,119500,113000,116000,78181,5220000.0,45000000.0
2015-07-09,116000,116500,113000,114000,73093,5130000.0,45000000.0
2015-07-10,114000,116000,110500,113000,70941,5085000.0,45000000.0
2015-07-13,111500,133000,111500,130500,224036,5872500.0,45000000.0
2015-07-14,128000,128000,123000,124000,90673,5580000.0,45000000.0
