한전KPS(051600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-11-12,62200,63300,60300,62000,289236,2790000.0,45000000.0
2010-11-15,59600,59700,57000,57300,425671,2578500.0,45000000.0
2010-11-16,57400,58800,57100,57200,123727,2574000.0,45000000.0
2010-11-17,56600,57800,56300,57700,109210,2596500.0,45000000.0
2010-11-18,57000,58800,57000,58500,95229,2632500.0,45000000.0
2010-11-19,58300,59000,58000,58200,68750,2619000.0,45000000.0
2010-11-22,58300,58800,57500,57500,89946,2587500.0,45000000.0
2010-11-23,57500,58100,57200,58000,72602,2610000.0,45000000.0
2010-11-24,55000,57300,55000,56400,155639,2538000.0,45000000.0
2010-11-25,57000,57000,55500,55800,195301,2511000.0,45000000.0
2010-11-26,56400,56400,55300,55400,179182,2493000.0,45000000.0
2010-11-29,55000,55300,54100,54300,134310,2443500.0,45000000.0
2010-11-30,54100,56900,54100,55900,110559,2515500.0,45000000.0
2010-12-01,56200,58700,56200,58300,194035,2623500.0,45000000.0
2010-12-02,59300,59800,58600,58800,166092,2646000.0,45000000.0
2010-12-03,59400,59500,58900,59000,123078,2655000.0,45000000.0
2010-12-06,57400,57400,56000,56700,220071,2551500.0,45000000.0
2010-12-07,57500,58400,56300,56900,223406,2560500.0,45000000.0
2010-12-08,56600,57700,56100,56100,107020,2524500.0,45000000.0
2010-12-09,57000,57000,56000,56400,59728,2538000.0,45000000.0
2010-12-10,56100,56700,56100,56400,37068,2538000.0,45000000.0
2010-12-13,56400,57700,56100,57300,108384,2578500.0,45000000.0
2010-12-14,57300,57900,56600,56900,73777,2560500.0,45000000.0
2010-12-15,57100,57200,56200,56400,47571,2538000.0,45000000.0
2010-12-16,56400,56700,56000,56300,47825,2533500.0,45000000.0
2010-12-17,56100,56900,56000,56100,71314,2524500.0,45000000.0
2010-12-20,55700,55700,54500,55000,89035,2475000.0,45000000.0
2010-12-21,55400,56700,55100,55800,63229,2511000.0,45000000.0
2010-12-22,56500,56700,56000,56100,39062,2524500.0,45000000.0
2010-12-23,56100,56200,54500,54600,109050,2457000.0,45000000.0
2010-12-24,54200,54600,53300,53400,119410,2403000.0,45000000.0
2010-12-27,52600,53200,51600,52000,156182,2340000.0,45000000.0
2010-12-28,52200,53000,52100,52900,63561,2380500.0,45000000.0
2010-12-29,52600,53200,52600,52800,61574,2376000.0,45000000.0
2010-12-30,52400,53400,52400,52400,55166,2358000.0,45000000.0
2011-01-03,52500,52900,51700,51800,95898,2331000.0,45000000.0
2011-01-04,52000,53500,51900,53500,157811,2407500.0,45000000.0
2011-01-05,53400,54400,53000,53800,132173,2421000.0,45000000.0
2011-01-06,53500,53700,52100,52300,141981,2353500.0,45000000.0
2011-01-07,51700,52200,51500,51500,176877,2317500.0,45000000.0
2011-01-10,51800,52700,51800,52500,140128,2362500.0,45000000.0
2011-01-11,52500,52600,51500,52500,109691,2362500.0,45000000.0
2011-01-12,52500,52500,51800,51800,156830,2331000.0,45000000.0
2011-01-13,52000,52500,51800,52500,116536,2362500.0,45000000.0
2011-01-14,53000,55000,52600,54900,337186,2470500.0,45000000.0
2011-01-17,55400,55400,54300,54600,164547,2457000.0,45000000.0
2011-01-18,54400,56200,54000,55900,231989,2515500.0,45000000.0
2011-01-19,56700,56800,55100,55900,157066,2515500.0,45000000.0
2011-01-20,55800,58200,55700,57900,296158,2605500.0,45000000.0
2011-01-21,58100,58200,56800,57400,186284,2583000.0,45000000.0
2011-01-24,57000,58500,55400,58100,192028,2614500.0,45000000.0
2011-01-25,58300,58400,56500,56600,132112,2547000.0,45000000.0
2011-01-26,56500,56500,55200,55200,107211,2484000.0,45000000.0
2011-01-27,55400,56300,54600,54600,94699,2457000.0,45000000.0
2011-01-28,55400,55400,53500,53500,146637,2407500.0,45000000.0
2011-01-31,52700,53000,51100,51500,155537,2317500.0,45000000.0
2011-02-01,51400,52200,49750,50300,196084,2263500.0,45000000.0
2011-02-07,50800,51400,50500,50500,69968,2272500.0,45000000.0
2011-02-08,50600,51000,50400,50400,75919,2268000.0,45000000.0
2011-02-09,50400,51100,50100,50800,66881,2286000.0,45000000.0
2011-02-10,50900,50900,48200,50300,105814,2263500.0,45000000.0
2011-02-11,50300,51000,48250,48300,115251,2173500.0,45000000.0
2011-02-14,48500,49000,45400,45400,226455,2043000.0,45000000.0
2011-02-15,45000,45200,43550,44050,225533,1982250.0,45000000.0
2011-02-16,43700,44000,42500,42500,209467,1912500.0,45000000.0
2011-02-17,42050,43300,41750,41900,197453,1885500.0,45000000.0
2011-02-18,41750,43650,41750,43250,272886,1946250.0,45000000.0
2011-02-21,43800,43800,41000,41500,335754,1867500.0,45000000.0
2011-02-22,40900,40900,39000,39100,273460,1759500.0,45000000.0
2011-02-23,39100,39950,38550,38700,159512,1741500.0,45000000.0
2011-02-24,38550,42100,38550,40750,752706,1833750.0,45000000.0
2011-02-25,41000,41050,38700,39450,338807,1775250.0,45000000.0
2011-02-28,39100,39450,38300,38750,168610,1743750.0,45000000.0
2011-03-02,39200,40250,38750,38800,168193,1746000.0,45000000.0
2011-03-03,39350,40500,39200,40000,113997,1800000.0,45000000.0
2011-03-04,40700,40700,39550,40400,116292,1818000.0,45000000.0
2011-03-07,40100,42050,40100,41400,214440,1863000.0,45000000.0
2011-03-08,42100,42400,41000,41150,144818,1851750.0,45000000.0
2011-03-09,41350,43150,41350,41800,289381,1881000.0,45000000.0
2011-03-10,42200,42900,42000,42900,168625,1930500.0,45000000.0
2011-03-11,42250,42750,41200,41350,158317,1860750.0,45000000.0
2011-03-14,37300,38950,35150,35250,666155,1586250.0,45000000.0
2011-03-15,34500,36050,31150,32450,581344,1460250.0,45000000.0
2011-03-16,33000,36200,32800,34900,463324,1570500.0,45000000.0
2011-03-17,33150,34750,33100,34300,190494,1543500.0,45000000.0
2011-03-18,35400,36150,34700,35750,251481,1608750.0,45000000.0
2011-03-21,36800,40900,36800,40100,627562,1804500.0,45000000.0
2011-03-22,40650,42550,38900,39050,508314,1757250.0,45000000.0
2011-03-23,40000,41000,39300,39600,129229,1782000.0,45000000.0
2011-03-24,40400,40450,39400,40100,114352,1804500.0,45000000.0
2011-03-25,40000,40100,39300,39700,125364,1786500.0,45000000.0
2011-03-28,38200,38800,37300,37350,249887,1680750.0,45000000.0
2011-03-29,36850,37800,36250,37800,186317,1701000.0,45000000.0
2011-03-30,38050,40100,37800,38500,247475,1732500.0,45000000.0
2011-03-31,38850,39350,38400,38700,111891,1741500.0,45000000.0
2011-04-01,38850,39800,38500,39800,126403,1791000.0,45000000.0
2011-04-04,40150,40150,38900,39150,108989,1761750.0,45000000.0
2011-04-05,39400,39500,38550,39100,98835,1759500.0,45000000.0
2011-04-06,39100,39500,38150,38350,139284,1725750.0,45000000.0
2011-04-07,38400,38500,37700,37850,136671,1703250.0,45000000.0
2011-04-08,37950,38450,37850,38200,115576,1719000.0,45000000.0
2011-04-11,39250,39850,38250,38250,140927,1721250.0,45000000.0
2011-04-12,38050,38600,37300,37400,86209,1683000.0,45000000.0
2011-04-13,37500,37550,36150,36200,154409,1629000.0,45000000.0
2011-04-14,36100,36550,35300,35650,125333,1604250.0,45000000.0
2011-04-15,35500,36650,35400,35850,95994,1613250.0,45000000.0
2011-04-18,35700,36000,34250,34900,156840,1570500.0,45000000.0
2011-04-19,34300,35000,34150,34500,87207,1552500.0,45000000.0
2011-04-20,35000,35000,34100,34150,93977,1536750.0,45000000.0
2011-04-21,34200,34200,33100,33200,173961,1494000.0,45000000.0
2011-04-22,33050,33600,32300,33600,137065,1512000.0,45000000.0
2011-04-25,33600,33750,32950,33100,108915,1489500.0,45000000.0
2011-04-26,32600,32800,31250,31350,220357,1410750.0,45000000.0
2011-04-27,31400,33550,31400,33450,185573,1505250.0,45000000.0
2011-04-28,33700,33950,32400,32400,120503,1458000.0,45000000.0
2011-04-29,32850,33050,32000,32800,63019,1476000.0,45000000.0
2011-05-02,33000,33900,32950,33850,105904,1523250.0,45000000.0
2011-05-03,34200,34750,33750,33800,117101,1521000.0,45000000.0
2011-05-04,34450,35850,34100,35800,292793,1611000.0,45000000.0
2011-05-06,35900,37000,35300,36550,192196,1644750.0,45000000.0
2011-05-09,37000,37700,35250,35400,142160,1593000.0,45000000.0
2011-05-11,35400,35550,33950,33950,126579,1527750.0,45000000.0
2011-05-12,33750,33900,33100,33400,82482,1503000.0,45000000.0
2011-05-13,33400,33650,32600,32850,100487,1478250.0,45000000.0
2011-05-16,32850,33200,32650,32800,59670,1476000.0,45000000.0
2011-05-17,32800,33300,32650,33200,34221,1494000.0,45000000.0
2011-05-18,33000,34150,33000,33300,66095,1498500.0,45000000.0
2011-05-19,33400,33500,32700,32700,62033,1471500.0,45000000.0
2011-05-20,32550,32750,32050,32350,70521,1455750.0,45000000.0
2011-05-23,32300,32550,31500,31600,73332,1422000.0,45000000.0
2011-05-24,31100,31700,30650,30750,108007,1383750.0,45000000.0
2011-05-25,30650,32000,30650,31350,73397,1410750.0,45000000.0
2011-05-26,31400,31800,31100,31750,244259,1428750.0,45000000.0
2011-05-27,31850,33000,31750,33000,97410,1485000.0,45000000.0
2011-05-30,33250,33250,31700,31700,56544,1426500.0,45000000.0
2011-05-31,31200,33700,30650,33700,208978,1516500.0,45000000.0
2011-06-01,33100,33350,32500,32650,74504,1469250.0,45000000.0
2011-06-02,32100,33550,31800,33200,76402,1494000.0,45000000.0
2011-06-03,33400,34650,32950,34200,113558,1539000.0,45000000.0
2011-06-07,34200,34200,32700,32900,57932,1480500.0,45000000.0
2011-06-08,32900,33850,32650,32650,44483,1469250.0,45000000.0
2011-06-09,32400,33400,32400,33400,39453,1503000.0,45000000.0
2011-06-10,33400,33650,32650,33200,34844,1494000.0,45000000.0
2011-06-13,32500,32800,32300,32350,36802,1455750.0,45000000.0
2011-06-14,32000,32350,31550,31900,57889,1435500.0,45000000.0
2011-06-15,32000,33300,31900,32400,62997,1458000.0,45000000.0
2011-06-16,32000,32300,31700,31700,55739,1426500.0,45000000.0
2011-06-17,31700,32000,30650,30650,75470,1379250.0,45000000.0
2011-06-20,30750,32450,30700,31000,65931,1395000.0,45000000.0
2011-06-21,31400,31600,30800,31000,62300,1395000.0,45000000.0
2011-06-22,31000,31500,30950,31200,57174,1404000.0,45000000.0
2011-06-23,31500,31550,30950,31550,56823,1419750.0,45000000.0
2011-06-24,31250,31950,31100,31800,130455,1431000.0,45000000.0
2011-06-27,31700,31700,31100,31300,65481,1408500.0,45000000.0
2011-06-28,31600,32300,31550,31550,138936,1419750.0,45000000.0
2011-06-29,31800,31850,31450,31550,68284,1419750.0,45000000.0
2011-06-30,31800,31800,31100,31550,67832,1419750.0,45000000.0
2011-07-01,31600,32950,31450,32900,292895,1480500.0,45000000.0
2011-07-04,32900,33550,32450,33350,192379,1500750.0,45000000.0
2011-07-05,33300,35700,32900,34850,388985,1568250.0,45000000.0
2011-07-06,34800,35650,34800,35650,185755,1604250.0,45000000.0
2011-07-07,36150,38050,35800,37700,360845,1696500.0,45000000.0
2011-07-08,37600,38150,36500,37100,168981,1669500.0,45000000.0
2011-07-11,37000,37700,36750,37000,94970,1665000.0,45000000.0
2011-07-12,36450,36450,35050,35600,176420,1602000.0,45000000.0
2011-07-13,35600,36650,35600,36300,105466,1633500.0,45000000.0
2011-07-14,36300,36750,36000,36750,72803,1653750.0,45000000.0
2011-07-15,36900,37950,36750,37700,96041,1696500.0,45000000.0
2011-07-18,38000,38150,36950,38150,88181,1716750.0,45000000.0
2011-07-19,38050,38350,37600,38300,102826,1723500.0,45000000.0
2011-07-20,38500,39350,38150,39050,216235,1757250.0,45000000.0
2011-07-21,39000,39000,38500,38500,796079,1732500.0,45000000.0
2011-07-22,37500,41050,37300,40900,478692,1840500.0,45000000.0
2011-07-25,41150,42550,40500,41700,494390,1876500.0,45000000.0
2011-07-26,41650,42000,40050,41950,194690,1887750.0,45000000.0
2011-07-27,41500,42400,40950,42300,176143,1903500.0,45000000.0
2011-07-28,41500,42300,40700,41300,107562,1858500.0,45000000.0
2011-07-29,41050,41500,40200,40200,125223,1809000.0,45000000.0
2011-08-01,40300,41400,40300,41000,88210,1845000.0,45000000.0
2011-08-02,41600,41750,40250,41100,159496,1849500.0,45000000.0
2011-08-03,40500,40500,39550,39650,167215,1784250.0,45000000.0
2011-08-04,39950,40050,37900,38250,123670,1721250.0,45000000.0
2011-08-05,36150,36850,35450,35800,152889,1611000.0,45000000.0
2011-08-08,35500,36700,32500,34000,154893,1530000.0,45000000.0
2011-08-09,32250,33000,30750,32850,206274,1478250.0,45000000.0
2011-08-10,34700,37750,34350,37750,253009,1698750.0,45000000.0
2011-08-11,36050,40650,36000,39500,363239,1777500.0,45000000.0
2011-08-12,40700,40700,38000,38000,193654,1710000.0,45000000.0
2011-08-16,39600,39700,38400,39000,143738,1755000.0,45000000.0
2011-08-17,38950,40900,38500,39700,247837,1786500.0,45000000.0
2011-08-18,39500,40300,38200,38750,116402,1743750.0,45000000.0
2011-08-19,37000,37900,36500,36500,103413,1642500.0,45000000.0
2011-08-22,36500,38400,35950,38400,119930,1728000.0,45000000.0
2011-08-23,38550,40100,38550,40000,150990,1800000.0,45000000.0
2011-08-24,40500,40750,37500,39300,86783,1768500.0,45000000.0
2011-08-25,39500,40350,38200,38200,83695,1719000.0,45000000.0
2011-08-26,38200,38750,37500,38450,47936,1730250.0,45000000.0
2011-08-29,39000,39100,38400,38900,50494,1750500.0,45000000.0
2011-08-30,38900,39300,38150,38150,65860,1716750.0,45000000.0
2011-08-31,38400,38800,38100,38400,52361,1728000.0,45000000.0
2011-09-01,39000,39000,37900,38000,68955,1710000.0,45000000.0
2011-09-02,38050,38150,37450,37600,41434,1692000.0,45000000.0
2011-09-05,37000,37400,35900,36300,73465,1633500.0,45000000.0
2011-09-06,36000,37100,35850,36150,50774,1626750.0,45000000.0
2011-09-07,37100,37250,36400,37100,34734,1669500.0,45000000.0
2011-09-08,37500,37500,36150,36150,38798,1626750.0,45000000.0
2011-09-09,36150,36700,35500,35500,38323,1597500.0,45000000.0
2011-09-14,35500,35500,32700,32750,147191,1473750.0,45000000.0
2011-09-15,34000,34200,31800,32150,165829,1446750.0,45000000.0
2011-09-16,33600,33700,32450,33200,147850,1494000.0,45000000.0
2011-09-19,32800,32950,32150,32300,126048,1453500.0,45000000.0
2011-09-20,32300,33550,32250,33350,148284,1500750.0,45000000.0
2011-09-21,33850,34200,33500,34150,151953,1536750.0,45000000.0
2011-09-22,33300,33700,32900,33300,80589,1498500.0,45000000.0
2011-09-23,32000,32500,31500,31500,95870,1417500.0,45000000.0
2011-09-26,31800,31950,27550,27550,168631,1239750.0,45000000.0
2011-09-27,28500,29500,28000,28300,136142,1273500.0,45000000.0
2011-09-28,28500,29300,28100,28100,130353,1264500.0,45000000.0
2011-09-29,28100,29250,28050,29000,94649,1305000.0,45000000.0
2011-09-30,29300,30500,29100,30400,119039,1368000.0,45000000.0
2011-10-04,28850,29150,28400,28950,112920,1302750.0,45000000.0
2011-10-05,30000,30000,28550,28850,56393,1298250.0,45000000.0
2011-10-06,30000,31000,29600,31000,78882,1395000.0,45000000.0
2011-10-07,31750,32250,31300,31700,56422,1426500.0,45000000.0
2011-10-10,31750,31950,31050,31600,48560,1422000.0,45000000.0
2011-10-11,32400,32700,31200,31200,90613,1404000.0,45000000.0
2011-10-12,30850,32150,30850,31000,72590,1395000.0,45000000.0
2011-10-13,31650,32950,31300,32950,120066,1482750.0,45000000.0
2011-10-14,32900,32950,31500,32650,101989,1469250.0,45000000.0
2011-10-17,32700,33000,32350,32600,46706,1467000.0,45000000.0
2011-10-18,31800,32450,31550,32200,53088,1449000.0,45000000.0
2011-10-19,32400,32600,31600,31750,58742,1428750.0,45000000.0
2011-10-20,31750,32100,31000,31100,40099,1399500.0,45000000.0
2011-10-21,31800,31800,30750,31150,37474,1401750.0,45000000.0
2011-10-24,31600,33000,31600,32950,93441,1482750.0,45000000.0
2011-10-25,32950,33000,32650,32900,47259,1480500.0,45000000.0
2011-10-26,31950,32600,31950,32300,89601,1453500.0,45000000.0
2011-10-27,32850,32900,32000,32400,122783,1458000.0,45000000.0
2011-10-28,33100,33200,31750,31850,149951,1433250.0,45000000.0
2011-10-31,32050,32050,30600,30950,147444,1392750.0,45000000.0
2011-11-01,30950,33100,30150,33000,207547,1485000.0,45000000.0
2011-11-02,32300,37900,32000,35600,694653,1602000.0,45000000.0
2011-11-03,35200,37400,34100,35200,407746,1584000.0,45000000.0
2011-11-04,36200,38000,35850,37450,205855,1685250.0,45000000.0
2011-11-07,41200,42900,39850,40000,1359463,1800000.0,45000000.0
2011-11-08,40000,40000,38150,38150,384880,1716750.0,45000000.0
2011-11-09,38250,38400,35200,36950,495662,1662750.0,45000000.0
2011-11-10,35750,36700,35050,36100,170561,1624500.0,45000000.0
2011-11-11,36750,36750,34900,35050,169187,1577250.0,45000000.0
2011-11-14,35350,36500,35300,35600,104414,1602000.0,45000000.0
2011-11-15,35200,37250,34950,35350,403725,1590750.0,45000000.0
2011-11-16,35550,36400,34500,34500,138805,1552500.0,45000000.0
2011-11-17,34500,37000,34200,36800,240276,1656000.0,45000000.0
2011-11-18,36400,36700,35200,35750,121994,1608750.0,45000000.0
2011-11-21,35400,36200,34800,34800,100086,1566000.0,45000000.0
2011-11-22,35800,37300,35400,37100,231827,1669500.0,45000000.0
2011-11-23,37050,37050,35650,36200,108126,1629000.0,45000000.0
2011-11-24,36150,36500,35300,35600,73927,1602000.0,45000000.0
2011-11-25,34800,36400,34700,36400,98231,1638000.0,45000000.0
2011-11-28,36900,37100,36000,36750,73723,1653750.0,45000000.0
2011-11-29,36850,36950,35600,36000,72494,1620000.0,45000000.0
2011-11-30,36100,36500,35100,35300,72381,1588500.0,45000000.0
2011-12-01,36100,36450,35600,36350,85563,1635750.0,45000000.0
2011-12-02,36700,36750,36000,36350,49682,1635750.0,45000000.0
2011-12-05,36350,37850,35900,37750,91286,1698750.0,45000000.0
2011-12-06,37500,39200,37300,38600,192673,1737000.0,45000000.0
2011-12-07,38900,40850,38100,40800,290105,1836000.0,45000000.0
2011-12-08,40500,41450,40050,41000,516521,1845000.0,45000000.0
2011-12-09,40500,42450,40150,42050,662896,1892250.0,45000000.0
2011-12-12,42050,45600,41300,44700,442035,2011500.0,45000000.0
2011-12-13,44100,45600,44100,44800,225640,2016000.0,45000000.0
2011-12-14,44500,45300,42600,44400,204057,1998000.0,45000000.0
2011-12-15,44000,44900,41150,41400,228485,1863000.0,45000000.0
2011-12-16,41250,44500,41050,43800,183023,1971000.0,45000000.0
2011-12-19,43400,44000,40100,41800,123759,1881000.0,45000000.0
2011-12-20,41150,42400,41150,41500,74759,1867500.0,45000000.0
2011-12-21,42500,43250,41700,42600,103743,1917000.0,45000000.0
2011-12-22,42650,43950,42100,43000,64074,1935000.0,45000000.0
2011-12-23,43600,43750,41150,42650,98621,1919250.0,45000000.0
2011-12-26,42350,42700,41700,41700,46558,1876500.0,45000000.0
2011-12-27,41500,43150,41400,42100,85763,1894500.0,45000000.0
2011-12-28,41600,42400,41050,41300,39337,1858500.0,45000000.0
2011-12-29,41300,41750,41000,41200,32727,1854000.0,45000000.0
2012-01-02,41000,41750,40200,40700,58503,1831500.0,45000000.0
2012-01-03,41000,41400,40300,40550,100198,1824750.0,45000000.0
2012-01-04,41100,41850,40350,40500,121757,1822500.0,45000000.0
2012-01-05,40500,41450,40050,41200,99101,1854000.0,45000000.0
2012-01-06,41200,42000,39500,39800,108023,1791000.0,45000000.0
2012-01-09,39800,39950,38700,38700,53696,1741500.0,45000000.0
2012-01-10,39600,40750,39550,40750,108718,1833750.0,45000000.0
2012-01-11,40800,41000,39750,40400,68176,1818000.0,45000000.0
2012-01-12,40900,40900,39300,39950,62783,1797750.0,45000000.0
2012-01-13,40450,40450,38950,39500,97650,1777500.0,45000000.0
2012-01-16,38950,39350,38500,38950,53894,1752750.0,45000000.0
2012-01-17,39250,40150,38600,39700,112326,1786500.0,45000000.0
2012-01-18,39700,40500,39350,40300,70857,1813500.0,45000000.0
2012-01-19,40450,41550,40100,40500,89679,1822500.0,45000000.0
2012-01-20,40850,40850,39550,40000,72239,1800000.0,45000000.0
2012-01-25,40200,40200,38850,38900,99656,1750500.0,45000000.0
2012-01-26,39400,39400,38800,38900,41899,1750500.0,45000000.0
2012-01-27,39050,39500,37900,37950,114507,1707750.0,45000000.0
2012-01-30,37550,37700,36750,37050,144598,1667250.0,45000000.0
2012-01-31,37250,38100,37200,38000,135359,1710000.0,45000000.0
2012-02-01,38000,38800,38000,38750,139774,1743750.0,45000000.0
2012-02-02,39750,39800,37750,38150,199626,1716750.0,45000000.0
2012-02-03,38150,39450,37700,39350,134538,1770750.0,45000000.0
2012-02-06,40000,40300,38000,38000,176330,1710000.0,45000000.0
2012-02-07,37800,39200,37700,39200,80095,1764000.0,45000000.0
2012-02-08,39500,43050,39100,40500,340095,1822500.0,45000000.0
2012-02-09,41950,42450,40700,41100,278349,1849500.0,45000000.0
2012-02-10,41450,42550,39800,40800,309475,1836000.0,45000000.0
2012-02-13,41250,42700,41000,42500,221261,1912500.0,45000000.0
2012-02-14,42350,42800,41550,41850,139020,1883250.0,45000000.0
2012-02-15,41950,42950,41000,42900,159607,1930500.0,45000000.0
2012-02-16,42550,44000,42250,42350,166353,1905750.0,45000000.0
2012-02-17,42400,43200,41350,42000,105379,1890000.0,45000000.0
2012-02-20,42150,42500,40300,40550,209291,1824750.0,45000000.0
2012-02-21,40650,40750,40050,40650,90357,1829250.0,45000000.0
2012-02-22,40750,40750,39750,39950,84047,1797750.0,45000000.0
2012-02-23,39250,39600,38550,39200,137437,1764000.0,45000000.0
2012-02-24,39500,39650,38800,39600,65773,1782000.0,45000000.0
2012-02-27,39500,40150,38750,39800,58887,1791000.0,45000000.0
2012-02-28,39350,39750,38500,38500,87525,1732500.0,45000000.0
2012-02-29,39300,39300,38500,38900,69785,1750500.0,45000000.0
2012-03-02,39000,40150,38700,39700,77063,1786500.0,45000000.0
2012-03-05,39600,40050,39100,39800,60811,1791000.0,45000000.0
2012-03-06,39800,40050,39050,39800,72225,1791000.0,45000000.0
2012-03-07,39200,41350,39100,41250,211953,1856250.0,45000000.0
2012-03-08,41250,43900,41150,43900,430559,1975500.0,45000000.0
2012-03-09,43900,44350,43300,43900,172582,1975500.0,45000000.0
2012-03-12,43900,44550,42450,42450,142208,1910250.0,45000000.0
2012-03-13,42600,43500,40650,41500,311348,1867500.0,45000000.0
2012-03-14,41650,42300,40800,42000,195622,1890000.0,45000000.0
2012-03-15,41500,42450,41500,42200,41657,1899000.0,45000000.0
2012-03-16,42200,42600,40800,42500,112604,1912500.0,45000000.0
2012-03-19,42500,43500,42150,42900,69229,1930500.0,45000000.0
2012-03-20,42700,43450,42450,42900,66838,1930500.0,45000000.0
2012-03-21,42800,43250,42000,42600,56946,1917000.0,45000000.0
2012-03-22,42100,44000,41150,43800,112379,1971000.0,45000000.0
2012-03-23,43500,44900,43400,43800,156755,1971000.0,45000000.0
2012-03-26,44000,44350,42150,42400,84294,1908000.0,45000000.0
2012-03-27,42500,42700,40450,41550,210070,1869750.0,45000000.0
2012-03-28,41100,41850,41000,41350,69656,1860750.0,45000000.0
2012-03-29,42300,42700,40400,41200,127706,1854000.0,45000000.0
2012-03-30,41550,42100,41000,41300,37687,1858500.0,45000000.0
2012-04-02,42000,42000,41000,41550,26080,1869750.0,45000000.0
2012-04-03,41500,41500,40400,40500,78818,1822500.0,45000000.0
2012-04-04,40600,40800,39150,39250,84564,1766250.0,45000000.0
2012-04-05,39250,39450,38400,39000,62789,1755000.0,45000000.0
2012-04-06,39000,39500,38350,38550,58091,1734750.0,45000000.0
2012-04-09,38000,38800,38000,38350,43439,1725750.0,45000000.0
2012-04-10,38100,39500,38100,39100,68736,1759500.0,45000000.0
2012-04-12,39650,39700,38400,39600,58575,1782000.0,45000000.0
2012-04-13,39750,40200,39200,39850,40806,1793250.0,45000000.0
2012-04-16,40250,40550,39250,40300,66950,1813500.0,45000000.0
2012-04-17,40100,41450,40000,41350,64089,1860750.0,45000000.0
2012-04-18,41150,42850,41150,42300,67891,1903500.0,45000000.0
2012-04-19,42000,42200,41550,41800,43432,1881000.0,45000000.0
2012-04-20,41350,42150,41200,41300,31660,1858500.0,45000000.0
2012-04-23,41150,41850,40850,40850,36483,1838250.0,45000000.0
2012-04-24,41000,41950,39700,40300,49283,1813500.0,45000000.0
2012-04-25,40300,40700,40000,40300,33330,1813500.0,45000000.0
2012-04-26,40150,40550,39550,40550,29804,1824750.0,45000000.0
2012-04-27,40550,40900,40250,40850,60575,1838250.0,45000000.0
2012-04-30,41050,41650,40300,41650,24173,1874250.0,45000000.0
2012-05-02,42300,42400,41200,42200,67771,1899000.0,45000000.0
2012-05-03,41850,42200,41750,42150,19675,1896750.0,45000000.0
2012-05-04,42000,43000,42000,42950,114513,1932750.0,45000000.0
2012-05-07,42450,43100,42100,43100,74905,1939500.0,45000000.0
2012-05-08,43100,43100,42550,42600,28895,1917000.0,45000000.0
2012-05-09,42500,43250,41900,43250,48756,1946250.0,45000000.0
2012-05-10,43200,44000,42600,43750,61868,1968750.0,45000000.0
2012-05-11,43550,43950,43150,43950,60713,1977750.0,45000000.0
2012-05-14,43750,44150,43300,44150,33750,1986750.0,45000000.0
2012-05-15,43400,44400,43350,44200,58334,1989000.0,45000000.0
2012-05-16,44200,44500,42650,42650,57404,1919250.0,45000000.0
2012-05-17,42650,43350,42250,42850,46968,1928250.0,45000000.0
2012-05-18,42700,43800,40900,43000,90821,1935000.0,45000000.0
2012-05-21,43850,43850,43050,43250,82131,1946250.0,45000000.0
2012-05-22,43200,43750,42750,43400,47155,1953000.0,45000000.0
2012-05-23,43700,43700,42100,42100,76847,1894500.0,45000000.0
2012-05-24,42500,44450,42200,44100,84709,1984500.0,45000000.0
2012-05-25,44100,44150,43450,43700,63329,1966500.0,45000000.0
2012-05-29,43900,45000,43300,44350,71632,1995750.0,45000000.0
2012-05-30,44500,44850,43700,44750,56660,2013750.0,45000000.0
2012-05-31,44100,44950,44100,44750,40209,2013750.0,45000000.0
2012-06-01,44750,45000,44450,44500,51917,2002500.0,45000000.0
2012-06-04,43550,45000,43550,44100,84296,1984500.0,45000000.0
2012-06-05,44200,44950,43850,44900,53939,2020500.0,45000000.0
2012-06-07,45200,47750,45200,47350,276622,2130750.0,45000000.0
2012-06-08,47750,48200,46600,46700,121939,2101500.0,45000000.0
2012-06-11,46800,47150,45250,45450,143108,2045250.0,45000000.0
2012-06-12,45050,46800,45050,46800,87172,2106000.0,45000000.0
2012-06-13,46650,46700,45600,45800,78600,2061000.0,45000000.0
2012-06-14,45250,47000,45250,47000,123472,2115000.0,45000000.0
2012-06-15,46950,47400,45950,47400,60866,2133000.0,45000000.0
2012-06-18,47400,47400,46650,47350,69195,2130750.0,45000000.0
2012-06-19,46950,48000,46900,47250,69667,2126250.0,45000000.0
2012-06-20,47300,47500,46100,46500,110448,2092500.0,45000000.0
2012-06-21,46650,47450,45950,47050,77387,2117250.0,45000000.0
2012-06-22,47000,47000,46050,46900,41985,2110500.0,45000000.0
2012-06-25,46900,47450,46150,46800,46875,2106000.0,45000000.0
2012-06-26,46500,47150,46300,46700,61134,2101500.0,45000000.0
2012-06-27,46500,47400,45750,47400,70789,2133000.0,45000000.0
2012-06-28,47550,47550,46350,47400,38252,2133000.0,45000000.0
2012-06-29,47500,47900,46750,47900,74274,2155500.0,45000000.0
2012-07-02,48000,48100,47150,47600,39075,2142000.0,45000000.0
2012-07-03,47600,47950,46950,47800,58016,2151000.0,45000000.0
2012-07-04,47450,47800,46700,47800,89535,2151000.0,45000000.0
2012-07-05,47600,47600,46650,47500,75558,2137500.0,45000000.0
