만도(204320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-06-02,44700,44800,42600,43000,123340,2019156.0,9391424.0
2016-06-03,43100,44800,43100,44700,84583,2098983.0,9391424.0
2016-06-07,44700,45700,44600,45600,65838,2141245.0,9391424.0
2016-06-08,45300,46000,44700,46000,86976,2160028.0,9391424.0
2016-06-09,45999,47200,45000,45700,293464,2145940.0,9391424.0
2016-06-10,45100,45900,44400,45500,79888,2136549.0,9391424.0
2016-06-13,45500,45500,44500,45300,34993,2127158.0,9391424.0
2016-06-14,45300,46800,45100,46300,74693,2174115.0,9391424.0
2016-06-15,46300,48900,46300,47800,132718,2244550.0,9391424.0
2016-06-16,48100,48200,45900,47000,75341,2206985.0,9391424.0
2016-06-17,47300,47900,44700,45700,86216,2145940.0,9391424.0
2016-06-20,45700,46500,43900,45600,66029,2141245.0,9391424.0
2016-06-21,45600,45900,44300,44400,68670,2084896.0,9391424.0
2016-06-22,44700,45200,44400,44600,48718,2094288.0,9391424.0
2016-06-23,44600,44600,43500,43600,84885,2047330.0,9391424.0
2016-06-24,43700,44300,41400,43600,174644,2047330.0,9391424.0
2016-06-27,43400,44400,41100,41900,144979,1967503.0,9391424.0
2016-06-28,41100,43200,40700,42400,82909,1990982.0,9391424.0
2016-06-29,42700,44200,42500,43700,88383,2052026.0,9391424.0
2016-06-30,43900,44300,43000,43500,73872,2042635.0,9391424.0
2016-07-01,43500,43900,42900,42900,93774,2014460.0,9391424.0
2016-07-04,42900,43000,41500,42200,117533,1981590.0,9391424.0
2016-07-05,42199,42199,41400,41700,113855,1958112.0,9391424.0
2016-07-06,41500,42300,41500,42300,96765,1986286.0,9391424.0
2016-07-07,42300,44100,42100,44000,105745,2066113.0,9391424.0
2016-07-08,43800,43900,43499,43700,66281,2052026.0,9391424.0
2016-07-11,44500,46600,43900,46100,102976,2164723.0,9391424.0
2016-07-12,46600,47700,46300,47700,103764,2239855.0,9391424.0
2016-07-13,47900,48800,46500,46600,82876,2188202.0,9391424.0
2016-07-14,46100,46300,45200,45300,58467,2127158.0,9391424.0
2016-07-15,45400,45500,44100,44600,74227,2094288.0,9391424.0
2016-07-18,44100,44800,43400,44000,52561,2066113.0,9391424.0
2016-07-19,44000,44400,43000,43400,52921,2037939.0,9391424.0
2016-07-20,43600,44000,43200,43700,37797,2052026.0,9391424.0
2016-07-21,43900,44300,43700,44100,35532,2070809.0,9391424.0
2016-07-22,44200,44900,43200,44400,49056,2084896.0,9391424.0
2016-07-25,44400,45700,44300,45000,52808,2113070.0,9391424.0
2016-07-26,44399,44700,43800,44000,107319,2066113.0,9391424.0
2016-07-27,43800,48000,42000,47300,170043,2221072.0,9391424.0
2016-07-28,47999,52700,47600,51900,264104,2437075.0,9391424.0
2016-07-29,52100,52300,51000,52000,78549,2441770.0,9391424.0
2016-08-01,52600,52700,50600,52000,78520,2441770.0,9391424.0
2016-08-02,52000,52000,50500,50700,43839,2380726.0,9391424.0
2016-08-03,49900,50600,49200,49800,78695,2338465.0,9391424.0
2016-08-04,50000,50800,49800,50100,54686,2352552.0,9391424.0
2016-08-05,50800,52300,49399,49600,82860,2329073.0,9391424.0
2016-08-08,49600,50999,49200,49600,28976,2329073.0,9391424.0
2016-08-09,49800,51200,49200,50200,34352,2357247.0,9391424.0
2016-08-10,50200,50700,49300,50300,25231,2361943.0,9391424.0
2016-08-11,50700,51200,49700,51200,37021,2404205.0,9391424.0
2016-08-12,51200,51200,50100,51100,30146,2399509.0,9391424.0
2016-08-16,51100,51700,49900,49900,37364,2343160.0,9391424.0
2016-08-17,50200,51500,49700,51000,39186,2394813.0,9391424.0
2016-08-18,51600,54600,51000,54200,155126,2545076.0,9391424.0
2016-08-19,54600,54600,51500,51800,72997,2432379.0,9391424.0
2016-08-22,51400,53400,50900,51100,36824,2399509.0,9391424.0
2016-08-23,51500,52500,50700,51800,38197,2432379.0,9391424.0
2016-08-24,52000,52200,50800,51000,29222,2394813.0,9391424.0
2016-08-25,51500,52800,50800,52500,37798,2465249.0,9391424.0
2016-08-26,51900,52500,51600,51800,21723,2432379.0,9391424.0
2016-08-29,51800,51800,50900,51000,16818,2394813.0,9391424.0
2016-08-30,51000,53000,50700,52200,47573,2451162.0,9391424.0
2016-08-31,52700,52700,51400,52300,29879,2455857.0,9391424.0
2016-09-01,53000,53400,51800,53100,25296,2493423.0,9391424.0
2016-09-02,53200,53800,52400,52900,40602,2484032.0,9391424.0
2016-09-05,53000,55600,53000,54500,64443,2559163.0,9391424.0
2016-09-06,53900,54600,53900,54500,38531,2559163.0,9391424.0
2016-09-07,54200,54500,53500,53800,39342,2526293.0,9391424.0
2016-09-08,53900,54300,52300,53400,49333,2507510.0,9391424.0
2016-09-09,53400,53400,51300,51300,46299,2408900.0,9391424.0
2016-09-12,50500,51900,50000,50000,40134,2347856.0,9391424.0
2016-09-13,50500,53600,50500,51800,64111,2432379.0,9391424.0
2016-09-19,50700,53700,50700,53700,46706,2521597.0,9391424.0
2016-09-20,53100,54000,51700,52900,47597,2484032.0,9391424.0
2016-09-21,52300,52800,51599,52000,29658,2441770.0,9391424.0
2016-09-22,52500,54300,52500,53900,43588,2530989.0,9391424.0
2016-09-23,54200,55600,53500,55000,45575,2582642.0,9391424.0
2016-09-26,55000,56000,54400,56000,47503,2629599.0,9391424.0
2016-09-27,56000,57800,55400,57400,51710,2695339.0,9391424.0
2016-09-28,57000,57000,55400,55900,66216,2624903.0,9391424.0
2016-09-29,55700,57400,55700,57000,45856,2676556.0,9391424.0
2016-09-30,57300,57400,49100,49400,216025,2319682.0,9391424.0
2016-10-04,52200,54100,51900,52200,202205,2451162.0,9391424.0
2016-10-05,53100,53100,52000,52800,82021,2479336.0,9391424.0
2016-10-06,52300,52900,50200,50600,104497,2376030.0,9391424.0
2016-10-07,51100,51200,50600,50600,54805,2376030.0,9391424.0
2016-10-10,51200,51500,50200,50400,53608,2366639.0,9391424.0
2016-10-11,51400,52800,50500,52700,52005,2474640.0,9391424.0
2016-10-12,53600,53600,50700,51200,59194,2404205.0,9391424.0
2016-10-13,50700,51100,50200,50500,56866,2371335.0,9391424.0
2016-10-14,50400,51000,50000,50200,43218,2357247.0,9391424.0
2016-10-17,50800,50800,48400,48900,73057,2296203.0,9391424.0
2016-10-18,48900,49700,48599,49600,42500,2329073.0,9391424.0
2016-10-19,49700,50700,48600,50400,57527,2366639.0,9391424.0
2016-10-20,50400,50700,49900,50000,52089,2347856.0,9391424.0
2016-10-21,50500,50500,49400,50000,25758,2347856.0,9391424.0
2016-10-24,50300,50300,46700,48700,94733,2286812.0,9391424.0
2016-10-25,48800,53100,48700,52500,83050,2465249.0,9391424.0
2016-10-26,52799,52799,50000,51400,69900,2413596.0,9391424.0
2016-10-27,51400,51600,50200,50600,95630,2376030.0,9391424.0
2016-10-28,50700,52100,50200,51700,94509,2427683.0,9391424.0
2016-10-31,52300,53800,51800,53700,82044,2521597.0,9391424.0
2016-11-01,53500,53800,52700,53500,43266,2512206.0,9391424.0
2016-11-02,53000,53600,51800,51800,38616,2432379.0,9391424.0
2016-11-03,52600,53200,51900,52200,57840,2451162.0,9391424.0
2016-11-04,52600,52700,49400,50000,71612,2347856.0,9391424.0
2016-11-07,50700,51000,49600,49800,56337,2338465.0,9391424.0
2016-11-08,49900,50700,49800,50400,31816,2366639.0,9391424.0
2016-11-09,50000,50300,48300,49300,69911,2314986.0,9391424.0
2016-11-10,49200,49300,45800,47900,181895,2249246.0,9391424.0
2016-11-11,47000,47500,45900,46200,82092,2169419.0,9391424.0
2016-11-14,46200,46600,45000,45200,53287,2122462.0,9391424.0
2016-11-15,44800,44800,43400,44700,115546,2098983.0,9391424.0
2016-11-16,44600,46900,44100,46800,79024,2197593.0,9391424.0
2016-11-17,46700,46900,45600,46400,23523,2178810.0,9391424.0
2016-11-18,47000,47000,45500,46600,28731,2188202.0,9391424.0
2016-11-21,47000,49200,46500,47700,57442,2239855.0,9391424.0
2016-11-22,47500,48200,47300,47700,32367,2239855.0,9391424.0
2016-11-23,47100,49500,47100,48900,57300,2296203.0,9391424.0
2016-11-24,49700,51300,49299,49500,89284,2324377.0,9391424.0
2016-11-25,49600,50200,48900,49200,56167,2310290.0,9391424.0
2016-11-28,49200,50000,47700,48600,52599,2282116.0,9391424.0
2016-11-29,48600,50100,48200,48700,38589,2286812.0,9391424.0
2016-11-30,49000,50600,48700,50100,51112,2352552.0,9391424.0
2016-12-01,50000,50800,49200,50000,27122,2347856.0,9391424.0
2016-12-02,49400,50600,49400,49700,36050,2333769.0,9391424.0
2016-12-05,49700,49800,47199,47600,39744,2235159.0,9391424.0
2016-12-06,47599,48400,47200,47200,47398,2216376.0,9391424.0
2016-12-07,47600,47700,45600,45900,54390,2155332.0,9391424.0
2016-12-08,46800,47700,46100,47500,52974,2230463.0,9391424.0
2016-12-09,47000,49400,47000,48300,46557,2268029.0,9391424.0
2016-12-12,48400,49000,46500,46600,59382,2188202.0,9391424.0
2016-12-13,46800,47400,46200,47000,47656,2206985.0,9391424.0
2016-12-14,47200,48999,46800,48700,41888,2286812.0,9391424.0
2016-12-15,48200,50600,48200,50000,50618,2347856.0,9391424.0
2016-12-16,49499,49700,47800,48000,53794,2253942.0,9391424.0
2016-12-19,48300,48700,46900,47400,37958,2225767.0,9391424.0
2016-12-20,47400,48200,47000,47200,24485,2216376.0,9391424.0
2016-12-21,47500,47700,47000,47500,17889,2230463.0,9391424.0
2016-12-22,47499,47700,46600,46600,26843,2188202.0,9391424.0
2016-12-23,46600,47200,46500,46600,42830,2188202.0,9391424.0
2016-12-26,46600,48500,46600,48200,44606,2263333.0,9391424.0
2016-12-27,47500,48400,47300,47900,22830,2249246.0,9391424.0
2016-12-28,47900,48200,46900,46900,28586,2202289.0,9391424.0
2016-12-29,47100,47700,46900,46900,22000,2202289.0,9391424.0
2017-01-02,47100,50000,46800,49800,49947,2338465.0,9391424.0
2017-01-03,50300,53300,50300,52700,102388,2474640.0,9391424.0
2017-01-04,52800,53000,51700,51700,48561,2427683.0,9391424.0
2017-01-05,51700,52200,51100,51500,37935,2418292.0,9391424.0
2017-01-06,51500,52200,51500,51900,39019,2437075.0,9391424.0
2017-01-09,51600,52600,51100,52300,37604,2455857.0,9391424.0
2017-01-10,52300,52900,51599,52000,37935,2441770.0,9391424.0
2017-01-11,52100,52500,51600,51800,43596,2432379.0,9391424.0
2017-01-12,52300,52500,51100,52000,54429,2441770.0,9391424.0
2017-01-13,51900,52500,51600,51900,24272,2437075.0,9391424.0
2017-01-16,52400,52799,51300,52200,40689,2451162.0,9391424.0
2017-01-17,52500,54200,52500,53900,63763,2530989.0,9391424.0
2017-01-18,54300,54300,53200,53500,39469,2512206.0,9391424.0
2017-01-19,53700,55900,53700,54500,55847,2559163.0,9391424.0
2017-01-20,55100,55100,53700,54300,23529,2549772.0,9391424.0
2017-01-23,54700,54800,53100,53400,25973,2507510.0,9391424.0
2017-01-24,53400,53500,52100,53000,19407,2488727.0,9391424.0
2017-01-25,53600,54500,52100,52200,34910,2451162.0,9391424.0
2017-01-26,52100,52200,51000,51900,43455,2437075.0,9391424.0
2017-01-31,51900,51900,49000,50000,64046,2347856.0,9391424.0
2017-02-01,49200,50500,49200,49900,69255,2343160.0,9391424.0
2017-02-02,49800,51700,49400,51200,78478,2404205.0,9391424.0
2017-02-03,51500,51800,49699,49900,42491,2343160.0,9391424.0
2017-02-06,50000,50800,48099,48300,59769,2268029.0,9391424.0
2017-02-07,48600,52900,48500,51900,153696,2437075.0,9391424.0
2017-02-08,53200,56000,52800,56000,214110,2629599.0,9391424.0
2017-02-09,56500,56600,54000,55300,90150,2596729.0,9391424.0
2017-02-10,55800,56300,54800,55600,49380,2610816.0,9391424.0
2017-02-13,56000,58100,55700,57200,75328,2685947.0,9391424.0
2017-02-14,58000,58000,56900,57300,33946,2690643.0,9391424.0
2017-02-15,56700,57100,55100,55500,74742,2606120.0,9391424.0
2017-02-16,55800,56400,54600,56000,39611,2629599.0,9391424.0
2017-02-17,55400,56000,54500,55000,41511,2582642.0,9391424.0
2017-02-20,54800,54900,54200,54400,17354,2554467.0,9391424.0
2017-02-21,54500,55600,54200,54400,36796,2554467.0,9391424.0
2017-02-22,54400,54500,53800,54000,33434,2535684.0,9391424.0
2017-02-23,54200,54600,53800,54100,36349,2540380.0,9391424.0
2017-02-24,54100,54700,53600,54100,39160,2540380.0,9391424.0
2017-02-27,54500,54500,52300,53000,48638,2488727.0,9391424.0
2017-02-28,53100,53600,52100,53100,43550,2493423.0,9391424.0
2017-03-02,53300,53500,51400,51400,84390,2413596.0,9391424.0
2017-03-03,51500,51500,48500,48900,127182,2296203.0,9391424.0
2017-03-06,48100,48500,47000,48000,123678,2253942.0,9391424.0
2017-03-07,47999,50300,47300,49500,85555,2324377.0,9391424.0
2017-03-08,49800,51000,48800,49400,66336,2319682.0,9391424.0
2017-03-09,48900,49400,48000,49200,80565,2310290.0,9391424.0
2017-03-10,48800,50800,48500,50500,69021,2371335.0,9391424.0
2017-03-13,50200,50400,49500,49700,71977,2333769.0,9391424.0
2017-03-14,50400,52500,50300,51300,100116,2408900.0,9391424.0
2017-03-15,51300,51500,50300,50700,58242,2380726.0,9391424.0
2017-03-16,51000,52300,50700,51600,46184,2422987.0,9391424.0
2017-03-17,51900,52500,51600,51900,55399,2437075.0,9391424.0
2017-03-20,52400,52400,50500,50800,48743,2385422.0,9391424.0
2017-03-21,51000,52300,50900,52200,62208,2451162.0,9391424.0
2017-03-22,51800,52000,51000,51000,35757,2394813.0,9391424.0
2017-03-23,51500,52300,50600,50600,50208,2376030.0,9391424.0
2017-03-24,50000,51600,50000,50900,33261,2390117.0,9391424.0
2017-03-27,50799,50799,49100,50400,63621,2366639.0,9391424.0
2017-03-28,50900,51400,50400,51200,48185,2404205.0,9391424.0
2017-03-29,51800,51800,50200,50700,67617,2380726.0,9391424.0
2017-03-30,50800,51700,50400,50500,40159,2371335.0,9391424.0
2017-03-31,50300,51900,50300,51900,36645,2437075.0,9391424.0
2017-04-03,51800,51900,51500,51700,24874,2427683.0,9391424.0
2017-04-04,51400,51600,48100,48700,122444,2286812.0,9391424.0
2017-04-05,48700,48900,46400,47100,183369,2211680.0,9391424.0
2017-04-06,47100,47200,46100,46200,76453,2169419.0,9391424.0
2017-04-07,46200,47600,46100,46200,102217,2169419.0,9391424.0
2017-04-10,46300,46700,45500,45800,94903,2150636.0,9391424.0
2017-04-11,46300,47000,45800,46000,56044,2160028.0,9391424.0
2017-04-12,46200,47300,46100,46100,57948,2164723.0,9391424.0
2017-04-13,46500,47000,46000,46600,45615,2188202.0,9391424.0
2017-04-14,46200,46300,45400,45600,71455,2141245.0,9391424.0
2017-04-17,45599,45800,45000,45200,79607,2122462.0,9391424.0
2017-04-18,45400,45500,44800,45000,52387,2113070.0,9391424.0
2017-04-19,44800,45000,43800,44200,97772,2075505.0,9391424.0
2017-04-20,44199,46599,44199,46400,117944,2178810.0,9391424.0
2017-04-21,45799,46800,45799,46400,68381,2178810.0,9391424.0
2017-04-24,46500,47100,45800,47000,56142,2206985.0,9391424.0
2017-04-25,47000,47600,46500,47400,66184,2225767.0,9391424.0
2017-04-26,47399,48400,46700,47900,71385,2249246.0,9391424.0
2017-04-27,47899,48500,46900,48000,54548,2253942.0,9391424.0
2017-04-28,47100,47600,45800,46000,84410,2160028.0,9391424.0
2017-05-02,46400,46600,45500,45700,71642,2145940.0,9391424.0
2017-05-04,45400,45800,44500,44800,119973,2103679.0,9391424.0
2017-05-08,44900,46800,44900,46500,92086,2183506.0,9391424.0
2017-05-10,47000,49600,46800,49200,213595,2310290.0,9391424.0
2017-05-11,48900,49400,47900,49200,93025,2310290.0,9391424.0
2017-05-12,49599,49900,48400,49400,61231,2319682.0,9391424.0
2017-05-15,49400,49900,48800,49900,62955,2343160.0,9391424.0
2017-05-16,49900,50000,48199,48300,65884,2268029.0,9391424.0
2017-05-17,48400,48500,47699,47900,47642,2249246.0,9391424.0
2017-05-18,47400,49600,47400,48700,84077,2286812.0,9391424.0
2017-05-19,48800,49100,47400,47800,53865,2244550.0,9391424.0
2017-05-22,48300,49399,47600,48500,65725,2277420.0,9391424.0
2017-05-23,48600,49800,48600,49300,79583,2314986.0,9391424.0
2017-05-24,49700,51000,48600,50800,97932,2385422.0,9391424.0
2017-05-25,50800,53100,50500,52500,119890,2465249.0,9391424.0
2017-05-26,52700,53100,52100,52400,65105,2460553.0,9391424.0
2017-05-29,52400,52900,52000,52700,39802,2474640.0,9391424.0
2017-05-30,52300,53400,51800,53300,55807,2502814.0,9391424.0
2017-05-31,52300,52300,50700,51600,110355,2422987.0,9391424.0
2017-06-01,51600,52000,50200,50200,58718,2357247.0,9391424.0
2017-06-02,50600,50900,50000,50700,59618,2380726.0,9391424.0
2017-06-05,50700,51300,50200,51000,41556,2394813.0,9391424.0
2017-06-07,50500,51400,49600,49900,74131,2343160.0,9391424.0
2017-06-08,50200,50200,49100,49100,73982,2305595.0,9391424.0
2017-06-09,49200,50000,49200,49400,26980,2319682.0,9391424.0
2017-06-12,49800,51500,49600,51400,64935,2413596.0,9391424.0
2017-06-13,51000,52200,49600,52000,61673,2441770.0,9391424.0
2017-06-14,51600,52600,51000,51000,50283,2394813.0,9391424.0
2017-06-15,50800,51900,50700,51200,23154,2404205.0,9391424.0
2017-06-16,51300,53300,51300,52100,63966,2446466.0,9391424.0
2017-06-19,52200,53300,52100,52200,28040,2451162.0,9391424.0
2017-06-20,52000,52000,50399,50800,32004,2385422.0,9391424.0
2017-06-21,50200,52700,50200,51800,46972,2432379.0,9391424.0
2017-06-22,51300,52100,50800,51700,39688,2427683.0,9391424.0
2017-06-23,51800,52400,50800,51000,30335,2394813.0,9391424.0
2017-06-26,51000,51200,50500,50700,25573,2380726.0,9391424.0
2017-06-27,50700,51500,50400,50500,25720,2371335.0,9391424.0
2017-06-28,50300,51999,50200,51600,55691,2422987.0,9391424.0
2017-06-29,51500,51500,50500,50500,32520,2371335.0,9391424.0
2017-06-30,50500,51700,50400,51500,36741,2418292.0,9391424.0
2017-07-03,51500,51700,50500,50900,34157,2390117.0,9391424.0
2017-07-04,50700,50800,49300,50100,24154,2352552.0,9391424.0
2017-07-05,49700,50000,49200,49200,35198,2310290.0,9391424.0
2017-07-06,49000,49900,48699,49000,37516,2300899.0,9391424.0
2017-07-07,48600,49600,48000,48200,33785,2263333.0,9391424.0
2017-07-10,48200,48800,47100,47200,40961,2216376.0,9391424.0
2017-07-11,47100,47200,45500,45900,73147,2155332.0,9391424.0
2017-07-12,45300,47600,45200,46700,56435,2192898.0,9391424.0
2017-07-13,47400,47500,46400,47200,35313,2216376.0,9391424.0
2017-07-14,47200,47600,46300,47100,22533,2211680.0,9391424.0
2017-07-17,47100,49500,47100,49000,72907,2300899.0,9391424.0
2017-07-18,49100,49400,47900,47900,26210,2249246.0,9391424.0
2017-07-19,48100,48400,47200,47300,30457,2221072.0,9391424.0
2017-07-20,47700,48100,47199,47600,58734,2235159.0,9391424.0
2017-07-21,48000,48299,47600,48000,30385,2253942.0,9391424.0
2017-07-24,48400,49200,48000,48200,31220,2263333.0,9391424.0
2017-07-25,47900,48500,47800,48400,29191,2272725.0,9391424.0
2017-07-26,48700,49900,48500,49600,47575,2329073.0,9391424.0
2017-07-27,49600,50300,49000,50100,38391,2352552.0,9391424.0
2017-07-28,49400,53200,49400,53100,114958,2493423.0,9391424.0
2017-07-31,52700,54900,51300,51300,77470,2408900.0,9391424.0
2017-08-01,51700,52900,51500,52100,38334,2446466.0,9391424.0
2017-08-02,51800,52600,50700,52500,37380,2465249.0,9391424.0
2017-08-03,51800,52800,51100,52600,42314,2469945.0,9391424.0
2017-08-04,52300,53400,51300,51400,48086,2413596.0,9391424.0
2017-08-07,51400,52200,50600,50800,31050,2385422.0,9391424.0
2017-08-08,50800,51800,50400,51500,44856,2418292.0,9391424.0
2017-08-09,50700,53300,50700,53200,52291,2498119.0,9391424.0
2017-08-10,52900,54400,52000,53700,74804,2521597.0,9391424.0
2017-08-11,53400,53900,52500,53500,31437,2512206.0,9391424.0
2017-08-14,53600,53600,51300,51900,58799,2437075.0,9391424.0
2017-08-16,52400,52500,50700,51000,57971,2394813.0,9391424.0
2017-08-17,50900,51400,50000,50200,45841,2357247.0,9391424.0
2017-08-18,49600,50600,49600,50000,33615,2347856.0,9391424.0
2017-08-21,49400,50600,49400,50400,25047,2366639.0,9391424.0
2017-08-22,50400,50800,49800,50000,14721,2347856.0,9391424.0
2017-08-23,50000,50600,49600,50400,24218,2366639.0,9391424.0
2017-08-24,50200,51600,50000,51500,46208,2418292.0,9391424.0
2017-08-25,51300,51800,50800,51000,15380,2394813.0,9391424.0
2017-08-28,51400,52400,51000,51300,21739,2408900.0,9391424.0
2017-08-29,51400,51700,50600,51000,23337,2394813.0,9391424.0
2017-08-30,51400,51400,48400,49300,128425,2314986.0,9391424.0
2017-08-31,49200,49200,47699,47900,58233,2249246.0,9391424.0
2017-09-01,48000,49099,47899,48000,38251,2253942.0,9391424.0
2017-09-04,46400,48600,46400,47600,21654,2235159.0,9391424.0
2017-09-05,47899,48400,47700,47700,33916,2239855.0,9391424.0
2017-09-06,47700,48400,46700,47200,58808,2216376.0,9391424.0
2017-09-07,47700,48300,47200,47700,52345,2239855.0,9391424.0
2017-09-08,47300,47600,45600,45800,105877,2150636.0,9391424.0
2017-09-11,45800,46300,44800,45100,65622,2117766.0,9391424.0
2017-09-12,45200,46500,45100,46000,52198,2160028.0,9391424.0
2017-09-13,46500,46500,45400,46000,42619,2160028.0,9391424.0
2017-09-14,45600,46399,45500,45800,41478,2150636.0,9391424.0
2017-09-15,46100,47200,45400,46700,35019,2192898.0,9391424.0
2017-09-18,46600,48200,46600,47300,33961,2221072.0,9391424.0
2017-09-19,47100,48800,47100,48500,47320,2277420.0,9391424.0
2017-09-20,48800,49000,48099,48600,33088,2282116.0,9391424.0
2017-09-21,48200,48800,47900,48200,55058,2263333.0,9391424.0
2017-09-22,48000,48200,46900,47300,40490,2221072.0,9391424.0
2017-09-25,47800,48500,47000,48000,24336,2253942.0,9391424.0
2017-09-26,48700,51800,48100,51100,87010,2399509.0,9391424.0
2017-09-27,50800,51100,50200,50900,19864,2390117.0,9391424.0
2017-09-28,50200,51400,49000,51000,41647,2394813.0,9391424.0
2017-09-29,51200,51800,50400,50900,41286,2390117.0,9391424.0
2017-10-10,51600,54100,51000,53900,142808,2530989.0,9391424.0
2017-10-11,53600,54600,53500,54100,36891,2540380.0,9391424.0
2017-10-12,53600,54300,52700,54200,35132,2545076.0,9391424.0
2017-10-13,53500,54600,52700,53800,26767,2526293.0,9391424.0
2017-10-16,54700,54700,53400,54200,30239,2545076.0,9391424.0
2017-10-17,53500,54200,52700,53200,29733,2498119.0,9391424.0
2017-10-18,53900,60400,53900,59500,144174,2793949.0,9391424.0
2017-10-19,59900,61500,58400,58700,103188,2756383.0,9391424.0
2017-10-20,58600,59700,57400,59500,73527,2793949.0,9391424.0
2017-10-23,59499,62600,58400,62500,107695,2934820.0,9391424.0
2017-10-24,62500,63100,61100,61300,78154,2878471.0,9391424.0
2017-10-25,61300,62200,60100,60100,63737,2822123.0,9391424.0
2017-10-26,60100,64600,59700,64600,90878,3033430.0,9391424.0
2017-10-27,63000,63800,61499,62200,61594,2920733.0,9391424.0
2017-10-30,65300,66000,63100,64000,134795,3005256.0,9391424.0
2017-10-31,64600,66800,64000,65300,125571,3066300.0,9391424.0
2017-11-01,63799,65100,63200,63600,52969,2986473.0,9391424.0
2017-11-02,64300,65500,63199,63900,63607,3000560.0,9391424.0
2017-11-03,64700,65200,63300,64900,46417,3047517.0,9391424.0
2017-11-06,64100,64700,63100,64300,45122,3019343.0,9391424.0
2017-11-07,63299,64400,62899,63400,31865,2977081.0,9391424.0
2017-11-08,62800,64300,58400,60300,148197,2831514.0,9391424.0
2017-11-09,60300,63800,60300,63800,91969,2995864.0,9391424.0
2017-11-10,63700,63900,61700,62900,101243,2953603.0,9391424.0
2017-11-13,62700,65099,62700,63700,60409,2991169.0,9391424.0
2017-11-14,63699,64400,62800,63800,30441,2995864.0,9391424.0
2017-11-15,63800,64700,62900,63500,43458,2981777.0,9391424.0
2017-11-16,63500,63899,62599,63200,27308,2967690.0,9391424.0
2017-11-17,63600,65300,63199,63200,30293,2967690.0,9391424.0
2017-11-20,64800,64800,62500,62700,41135,2944211.0,9391424.0
2017-11-21,62700,64000,62700,63200,25455,2967690.0,9391424.0
2017-11-22,63700,65300,63700,64700,31855,3038126.0,9391424.0
2017-11-23,64799,66400,64600,64800,25294,3042821.0,9391424.0
2017-11-24,64800,65300,63700,64200,28966,3014647.0,9391424.0
2017-11-27,64300,65000,63899,64400,38119,3024039.0,9391424.0
2017-11-28,64800,65300,63200,64300,48056,3019343.0,9391424.0
2017-11-29,64300,65100,63600,64000,21368,3005256.0,9391424.0
2017-11-30,65000,67400,64300,66100,49132,3103866.0,9391424.0
2017-12-01,66100,66600,64399,66200,25050,3108561.0,9391424.0
2017-12-04,65800,66000,64400,65200,43650,3061604.0,9391424.0
2017-12-05,65200,68900,65200,67900,47738,3188388.0,9391424.0
2017-12-06,68100,68800,66800,67100,41962,3150823.0,9391424.0
2017-12-07,67100,67100,64599,64900,52581,3047517.0,9391424.0
2017-12-08,64500,65800,63000,63400,40109,2977081.0,9391424.0
2017-12-11,62400,63100,59100,60700,89422,2850297.0,9391424.0
2017-12-12,60800,62400,60700,61000,45941,2864384.0,9391424.0
2017-12-13,61100,62300,61100,61600,24893,2892559.0,9391424.0
2017-12-14,62400,62500,60700,60700,63576,2850297.0,9391424.0
2017-12-15,60599,62099,59900,62100,42043,2916037.0,9391424.0
2017-12-18,62000,63000,61200,61500,21740,2887863.0,9391424.0
2017-12-19,60900,61500,60199,60400,40131,2836210.0,9391424.0
2017-12-20,59999,62299,59999,60200,47833,2826819.0,9391424.0
2017-12-21,60200,61600,60000,61000,28352,2864384.0,9391424.0
2017-12-22,61400,61500,60300,61000,14815,2864384.0,9391424.0
2017-12-26,61000,62600,60700,62400,19771,2930124.0,9391424.0
2017-12-27,60000,62700,59800,62000,22904,2911341.0,9391424.0
2017-12-28,61999,62500,61500,61700,11827,2897254.0,9391424.0
2018-01-02,62600,62800,61300,61400,18492,2883167.0,9391424.0
2018-01-03,60800,62799,60800,61800,31580,2901950.0,9391424.0
2018-01-04,61700,62400,59000,59500,58735,2793949.0,9391424.0
2018-01-05,60300,60300,58600,59000,45595,2770470.0,9391424.0
2018-01-08,59000,59900,58400,58500,55258,2746992.0,9391424.0
2018-01-09,58300,58500,56600,56800,70250,2667164.0,9391424.0
2018-01-10,56700,57600,56200,57300,96998,2690643.0,9391424.0
2018-01-11,57200,57200,55200,55200,77445,2592033.0,9391424.0
2018-01-12,55200,56000,53800,53900,72205,2530989.0,9391424.0
2018-01-15,54200,55900,52600,55800,89217,2620207.0,9391424.0
2018-01-16,55500,56100,54500,55800,46625,2620207.0,9391424.0
2018-01-17,55200,56200,54700,55000,35111,2582642.0,9391424.0
2018-01-18,55000,55900,54400,55300,44968,2596729.0,9391424.0
2018-01-19,55300,57600,55000,56500,65080,2653077.0,9391424.0
2018-01-22,56500,58200,56500,57700,75792,2709426.0,9391424.0
2018-01-23,57900,57900,56500,57300,60998,2690643.0,9391424.0
2018-01-24,57300,58300,56800,57200,80385,2685947.0,9391424.0
2018-01-25,57100,59400,57100,58600,143696,2751687.0,9391424.0
2018-01-26,57900,58000,54300,55000,132386,2582642.0,9391424.0
2018-01-29,55000,55200,54300,54700,55971,2568554.0,9391424.0
2018-01-30,55100,55600,54800,55100,47194,2587337.0,9391424.0
2018-01-31,55200,55500,54100,55500,55757,2606120.0,9391424.0
