삼성에스디에스(018260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-06-26,255500,259000,253500,253500,108960,19615272.0,77377800.0
2015-06-29,250000,251500,247500,249500,105424,19305761.0,77377800.0
2015-06-30,249500,260000,249000,259500,136266,20079539.0,77377800.0
2015-07-01,260000,265000,256000,263500,99255,20389050.0,77377800.0
2015-07-02,264000,265500,260500,262000,62966,20272984.0,77377800.0
2015-07-03,261000,265000,256000,258000,89777,19963472.0,77377800.0
2015-07-06,253000,256500,250500,251000,73033,19421828.0,77377800.0
2015-07-07,254500,256000,252500,253500,56318,19615272.0,77377800.0
2015-07-08,257000,259000,250000,252500,88665,19537894.0,77377800.0
2015-07-09,251000,254500,248500,252000,82968,19499206.0,77377800.0
2015-07-10,252000,253500,248500,252000,68337,19499206.0,77377800.0
2015-07-13,253000,255000,250500,254500,56009,19692650.0,77377800.0
2015-07-14,255000,263000,250000,259000,129633,20040850.0,77377800.0
2015-07-15,263000,263500,260500,262000,66608,20272984.0,77377800.0
2015-07-16,263000,287500,258500,286500,376805,22168740.0,77377800.0
2015-07-17,298000,298500,268500,282000,613029,21820540.0,77377800.0
2015-07-20,282500,294000,276000,293000,250701,22671695.0,77377800.0
2015-07-21,294500,298000,288000,296000,197611,22903829.0,77377800.0
2015-07-22,292000,298000,288500,296000,125615,22903829.0,77377800.0
2015-07-23,294000,295500,289500,293000,73737,22671695.0,77377800.0
2015-07-24,291000,297000,281500,282000,115464,21820540.0,77377800.0
2015-07-27,276500,290000,276500,283500,105491,21936606.0,77377800.0
2015-07-28,283500,287000,277000,280000,106733,21665784.0,77377800.0
2015-07-29,280000,292000,279500,287000,100376,22207429.0,77377800.0
2015-07-30,290000,291500,281000,289000,99034,22362184.0,77377800.0
2015-07-31,291000,293000,286500,293000,121425,22671695.0,77377800.0
2015-08-03,293000,297000,289500,296500,100547,22942518.0,77377800.0
2015-08-04,297500,298000,292000,294500,95970,22787762.0,77377800.0
2015-08-05,292000,294000,280000,280000,140334,21665784.0,77377800.0
2015-08-06,276000,283000,275000,275000,97763,21278895.0,77377800.0
2015-08-07,275500,279000,271500,278500,69701,21549717.0,77377800.0
2015-08-10,275500,278000,263500,264000,121321,20427739.0,77377800.0
2015-08-11,264500,267000,258000,258000,87396,19963472.0,77377800.0
2015-08-12,258500,264500,258500,259500,94393,20079539.0,77377800.0
2015-08-13,260000,265500,259500,264500,60809,20466428.0,77377800.0
2015-08-17,267500,267500,264000,266500,55262,20621184.0,77377800.0
2015-08-18,266500,267000,260500,263500,64648,20389050.0,77377800.0
2015-08-19,262500,264000,250000,251500,170317,19460517.0,77377800.0
2015-08-20,250000,252500,243500,245500,114544,18996250.0,77377800.0
2015-08-21,243500,251500,236000,242500,129362,18764116.0,77377800.0
2015-08-24,242000,244500,238000,242500,180963,18764116.0,77377800.0
2015-08-25,245000,247500,240000,240500,115689,18609361.0,77377800.0
2015-08-26,241000,254000,241000,252000,101893,19499206.0,77377800.0
2015-08-27,253000,258000,250000,252500,126143,19537894.0,77377800.0
2015-08-28,253000,259000,253000,257000,89388,19886095.0,77377800.0
2015-08-31,257000,259000,254000,256500,83833,19847406.0,77377800.0
2015-09-01,255000,262500,251500,257000,86189,19886095.0,77377800.0
2015-09-02,254000,256500,252000,253000,54296,19576583.0,77377800.0
2015-09-03,253500,255000,250000,250500,56607,19383139.0,77377800.0
2015-09-04,250000,261500,249500,257500,114022,19924784.0,77377800.0
2015-09-07,259000,274000,259000,272500,178507,21085450.0,77377800.0
2015-09-08,277000,285500,275500,278000,189657,21511028.0,77377800.0
2015-09-09,283500,283500,269500,274500,127462,21240206.0,77377800.0
2015-09-10,273500,281000,273500,281000,103872,21743162.0,77377800.0
2015-09-11,277000,279500,265000,269000,81032,20814628.0,77377800.0
2015-09-14,272500,280000,271500,279000,118312,21588406.0,77377800.0
2015-09-15,279000,282500,275500,281000,72206,21743162.0,77377800.0
2015-09-16,281000,287000,280500,284000,70009,21975295.0,77377800.0
2015-09-17,286000,286500,282000,284500,66801,22013984.0,77377800.0
2015-09-18,284000,285500,277500,285500,81301,22091362.0,77377800.0
2015-09-21,284000,285500,277500,285000,55193,22052673.0,77377800.0
2015-09-22,285000,285000,278500,279500,51628,21627095.0,77377800.0
2015-09-23,276500,281000,276500,277500,54516,21472340.0,77377800.0
2015-09-24,280000,280000,276000,276500,46340,21394962.0,77377800.0
2015-09-25,275500,278000,275000,276500,51041,21394962.0,77377800.0
2015-09-30,270500,288000,270500,288000,119706,22284806.0,77377800.0
2015-10-01,286000,291000,286000,288500,84659,22323495.0,77377800.0
2015-10-02,289500,289500,280000,281000,71676,21743162.0,77377800.0
2015-10-05,282500,287000,280500,281000,44774,21743162.0,77377800.0
2015-10-06,284000,285000,280000,282500,41365,21859228.0,77377800.0
2015-10-07,278500,291500,278500,291500,149350,22555629.0,77377800.0
2015-10-08,290500,297000,290000,294000,138880,22749073.0,77377800.0
2015-10-12,294000,298500,293000,294000,81777,22749073.0,77377800.0
2015-10-13,294000,299000,294000,297500,117155,23019896.0,77377800.0
2015-10-14,296500,297500,290500,290500,40509,22478251.0,77377800.0
2015-10-15,290000,299000,286000,295000,95944,22826451.0,77377800.0
2015-10-16,297500,298000,294500,295000,42636,22826451.0,77377800.0
2015-10-19,295000,301500,295000,297500,93723,23019896.0,77377800.0
2015-10-20,297000,299500,291000,299000,71494,23135962.0,77377800.0
2015-10-21,299000,299500,296500,297500,41665,23019896.0,77377800.0
2015-10-22,297500,300000,295500,299000,72083,23135962.0,77377800.0
2015-10-23,300000,301000,297000,298000,70788,23058584.0,77377800.0
2015-10-26,297000,298500,292000,294000,42347,22749073.0,77377800.0
2015-10-27,294000,294500,288000,293500,45601,22710384.0,77377800.0
2015-10-28,293500,294500,278500,281000,99286,21743162.0,77377800.0
2015-10-29,281500,290000,274500,275000,162526,21278895.0,77377800.0
2015-10-30,272000,272500,256000,256500,389447,19847406.0,77377800.0
2015-11-02,257500,259500,254500,255500,157020,19770028.0,77377800.0
2015-11-03,257500,259000,255000,255500,128305,19770028.0,77377800.0
2015-11-04,254500,255000,250500,253000,182014,19576583.0,77377800.0
2015-11-05,253000,256500,250500,254000,86207,19653961.0,77377800.0
2015-11-06,253500,261000,253000,258000,90269,19963472.0,77377800.0
2015-11-09,258500,258500,251000,252500,89835,19537894.0,77377800.0
2015-11-10,251500,252000,248500,250000,79622,19344450.0,77377800.0
2015-11-11,248500,251500,248000,249000,59370,19267072.0,77377800.0
2015-11-12,250000,252000,249000,251500,54482,19460517.0,77377800.0
2015-11-13,249500,250500,247000,247000,50019,19112317.0,77377800.0
2015-11-16,245500,246000,239000,242500,103766,18764116.0,77377800.0
2015-11-17,243500,245500,242500,242500,100182,18764116.0,77377800.0
2015-11-18,242500,255500,242500,255500,111646,19770028.0,77377800.0
2015-11-19,258000,259500,251500,256000,69719,19808717.0,77377800.0
2015-11-20,256000,263000,253500,258500,78114,20002161.0,77377800.0
2015-11-23,259000,267500,259000,262500,102561,20311672.0,77377800.0
2015-11-24,262000,265000,260500,264000,53702,20427739.0,77377800.0
2015-11-25,262500,263500,258500,260000,53703,20118228.0,77377800.0
2015-11-26,260000,265000,258500,262500,52544,20311672.0,77377800.0
2015-11-27,265000,265000,262500,264500,45817,20466428.0,77377800.0
2015-11-30,263500,264000,256500,261000,136832,20195606.0,77377800.0
2015-12-01,260000,266000,257500,265500,64207,20543806.0,77377800.0
2015-12-02,265000,266500,263000,265000,44682,20505117.0,77377800.0
2015-12-03,265000,271500,263000,270000,104704,20892006.0,77377800.0
2015-12-04,268000,271000,265500,267000,60817,20659873.0,77377800.0
2015-12-07,270000,271000,267500,269500,59548,20853317.0,77377800.0
2015-12-08,269500,271500,265500,266500,51280,20621184.0,77377800.0
2015-12-09,267000,267000,262500,264000,36597,20427739.0,77377800.0
2015-12-10,264000,269500,263500,265500,70220,20543806.0,77377800.0
2015-12-11,265500,268000,260000,262000,41462,20272984.0,77377800.0
2015-12-14,259000,260000,251000,260000,88116,20118228.0,77377800.0
2015-12-15,260000,262500,258000,262500,53989,20311672.0,77377800.0
2015-12-16,266000,267000,263000,265000,72485,20505117.0,77377800.0
2015-12-17,267500,268000,261500,262000,37492,20272984.0,77377800.0
2015-12-18,262000,262500,257000,257500,70880,19924784.0,77377800.0
2015-12-21,258000,260000,256500,256500,59458,19847406.0,77377800.0
2015-12-22,257500,258000,252000,254500,90314,19692650.0,77377800.0
2015-12-23,254500,256500,251500,255000,81340,19731339.0,77377800.0
2015-12-24,256000,256000,252000,252000,79973,19499206.0,77377800.0
2015-12-28,250000,251000,245000,245000,160309,18957561.0,77377800.0
2015-12-29,247000,260000,247000,256000,108543,19808717.0,77377800.0
2015-12-30,256000,256500,251500,254000,78383,19653961.0,77377800.0
2016-01-04,252000,255500,250500,250500,61243,19383139.0,77377800.0
2016-01-05,248000,251500,248000,249500,63603,19305761.0,77377800.0
2016-01-06,249000,250000,246500,250000,79771,19344450.0,77377800.0
2016-01-07,248000,249500,244500,244500,88313,18918872.0,77377800.0
2016-01-08,244000,245500,240500,245500,91006,18996250.0,77377800.0
2016-01-11,241500,244500,241000,242000,53274,18725428.0,77377800.0
2016-01-12,244500,244500,241000,242000,59756,18725428.0,77377800.0
2016-01-13,242500,244000,242000,244000,55453,18880183.0,77377800.0
2016-01-14,242000,254000,241500,253000,84558,19576583.0,77377800.0
2016-01-15,256500,256500,245000,248500,76536,19228383.0,77377800.0
2016-01-18,244500,253500,243000,252000,67671,19499206.0,77377800.0
2016-01-19,251000,253000,250000,251500,44234,19460517.0,77377800.0
2016-01-20,250000,252500,246500,247000,61490,19112317.0,77377800.0
2016-01-21,251000,253000,247000,249500,64933,19305761.0,77377800.0
2016-01-22,257000,262000,253500,259500,116220,20079539.0,77377800.0
2016-01-25,260500,261500,257000,260000,64529,20118228.0,77377800.0
2016-01-26,257000,258000,250500,253000,75789,19576583.0,77377800.0
2016-01-27,257500,257500,250500,255000,75588,19731339.0,77377800.0
2016-01-28,253500,261000,252500,261000,80116,20195606.0,77377800.0
2016-01-29,230000,231500,219500,221500,3036798,17139183.0,77377800.0
2016-02-01,226000,227500,220000,223000,330335,17255249.0,77377800.0
2016-02-02,222000,224000,211500,213500,453679,16520160.0,77377800.0
2016-02-03,211000,212000,200000,201000,630712,15552938.0,77377800.0
2016-02-04,203500,207500,198500,206500,436874,15978516.0,77377800.0
2016-02-05,205500,212500,205500,210500,281582,16288027.0,77377800.0
2016-02-11,204000,206500,199000,201500,246318,15591627.0,77377800.0
2016-02-12,200000,203500,196500,199000,207226,15398182.0,77377800.0
2016-02-15,201000,201500,196500,199000,137271,15398182.0,77377800.0
2016-02-16,201000,203500,200500,203500,104358,15746382.0,77377800.0
2016-02-17,203500,206500,202000,202500,104266,15669004.0,77377800.0
2016-02-18,206500,207000,203500,204500,152008,15823760.0,77377800.0
2016-02-19,203500,206500,203500,204500,78322,15823760.0,77377800.0
2016-02-22,205000,205000,200000,201000,107192,15552938.0,77377800.0
2016-02-23,202500,204500,201000,202000,86419,15630316.0,77377800.0
2016-02-24,201500,202000,198500,199500,131830,15436871.0,77377800.0
2016-02-25,199000,200000,196000,198000,163220,15320804.0,77377800.0
2016-02-26,198000,199500,187000,188500,634371,14585715.0,77377800.0
2016-02-29,187500,189500,183500,185500,258898,14353582.0,77377800.0
2016-03-02,187000,189000,182500,185000,276462,14314893.0,77377800.0
2016-03-03,185500,189500,185000,189500,183602,14663093.0,77377800.0
2016-03-04,189500,195000,189000,193500,182706,14972604.0,77377800.0
2016-03-07,194000,194500,191500,192500,80600,14895226.0,77377800.0
2016-03-08,192500,193000,189000,190000,80359,14701782.0,77377800.0
2016-03-09,189000,191000,189000,189000,56162,14624404.0,77377800.0
2016-03-10,189500,192500,187500,187500,205456,14508338.0,77377800.0
2016-03-11,188500,192500,188000,192000,159307,14856538.0,77377800.0
2016-03-14,194000,194500,192500,193500,102746,14972604.0,77377800.0
2016-03-15,193500,194000,191000,192000,57000,14856538.0,77377800.0
2016-03-16,192000,193000,186500,186500,182061,14430960.0,77377800.0
2016-03-17,187000,189500,186500,187000,130469,14469649.0,77377800.0
2016-03-18,187500,189000,186500,189000,178523,14624404.0,77377800.0
2016-03-21,189000,190500,187000,187500,77090,14508338.0,77377800.0
2016-03-22,188000,191500,188000,191500,125261,14817849.0,77377800.0
2016-03-23,191000,191500,187500,188000,87189,14547026.0,77377800.0
2016-03-24,187500,189000,185500,186000,103991,14392271.0,77377800.0
2016-03-25,185000,186500,170000,172500,874279,13347670.0,77377800.0
2016-03-28,171000,174000,170000,172500,188882,13347670.0,77377800.0
2016-03-29,172500,173500,172000,173000,113980,13386359.0,77377800.0
2016-03-30,174500,180000,174500,178500,213729,13811937.0,77377800.0
2016-03-31,179000,180500,174000,175000,152624,13541115.0,77377800.0
2016-04-01,177000,177000,174000,174000,108303,13463737.0,77377800.0
2016-04-04,175000,176000,170000,171500,118877,13270293.0,77377800.0
2016-04-05,170500,171500,161000,163000,460881,12612581.0,77377800.0
2016-04-06,162000,164000,158000,160000,341731,12380448.0,77377800.0
2016-04-07,158500,159500,154000,155500,481298,12032248.0,77377800.0
2016-04-08,155000,163500,155000,162000,398429,12535204.0,77377800.0
2016-04-11,162000,164000,159000,159500,141865,12341759.0,77377800.0
2016-04-12,159500,164000,159500,163500,132545,12651270.0,77377800.0
2016-04-14,164000,165500,162500,162500,170358,12573892.0,77377800.0
2016-04-15,163500,169500,162500,168500,222684,13038159.0,77377800.0
2016-04-18,166000,167500,163000,163500,147644,12651270.0,77377800.0
2016-04-19,164500,166500,164000,164500,100014,12728648.0,77377800.0
2016-04-20,167000,167000,163000,163500,112888,12651270.0,77377800.0
2016-04-21,164000,165000,161500,163500,100294,12651270.0,77377800.0
2016-04-22,162500,164000,161500,162500,70471,12573892.0,77377800.0
2016-04-25,162000,164000,161500,162500,79679,12573892.0,77377800.0
2016-04-26,163500,172000,163500,170000,305618,13154226.0,77377800.0
2016-04-27,170500,172000,166000,166000,148926,12844715.0,77377800.0
2016-04-28,167500,170500,167000,168000,141104,12999470.0,77377800.0
2016-04-29,170500,170500,168000,170500,131655,13192915.0,77377800.0
2016-05-02,171500,172000,167000,168000,106847,12999470.0,77377800.0
2016-05-03,169500,172500,169000,171000,132733,13231604.0,77377800.0
2016-05-04,170000,174000,169500,172500,161646,13347670.0,77377800.0
2016-05-09,173000,175000,171500,173000,113606,13386359.0,77377800.0
2016-05-10,171000,174500,171000,174000,82039,13463737.0,77377800.0
2016-05-11,175000,176000,172000,172000,125008,13308982.0,77377800.0
2016-05-12,171500,174500,170000,173000,95578,13386359.0,77377800.0
2016-05-13,173000,180000,173000,179000,220201,13850626.0,77377800.0
2016-05-16,178000,179500,176000,179500,85427,13889315.0,77377800.0
2016-05-17,180000,182000,176500,180000,129548,13928004.0,77377800.0
2016-05-18,179000,183500,178500,183000,139093,14160137.0,77377800.0
2016-05-19,183500,183500,176000,178500,179291,13811937.0,77377800.0
2016-05-20,178000,181000,176500,180500,89183,13966693.0,77377800.0
2016-05-23,182500,184000,179000,183500,96556,14198826.0,77377800.0
2016-05-24,183000,184500,181500,181500,106089,14044071.0,77377800.0
2016-05-25,183000,185000,182000,183000,86038,14160137.0,77377800.0
2016-05-26,184000,184500,182000,182500,61487,14121448.0,77377800.0
2016-05-27,182500,183500,180500,181500,97301,14044071.0,77377800.0
2016-05-30,181500,184000,179500,183500,86940,14198826.0,77377800.0
2016-05-31,182000,185000,182000,183000,345463,14160137.0,77377800.0
2016-06-01,181500,182500,174000,174000,275313,13463737.0,77377800.0
2016-06-02,172000,172500,164000,167000,376442,12922093.0,77377800.0
2016-06-03,148000,161500,142500,149000,1220701,11529292.0,77377800.0
2016-06-07,150000,151500,142500,150500,863541,11645359.0,77377800.0
2016-06-08,152500,157000,150500,152500,487302,11800114.0,77377800.0
2016-06-09,151500,153500,145000,146000,528901,11297159.0,77377800.0
2016-06-10,147000,150500,145000,149500,384361,11567981.0,77377800.0
2016-06-13,151500,155000,150000,151000,341674,11684048.0,77377800.0
2016-06-14,151000,156000,150500,155500,278535,12032248.0,77377800.0
2016-06-15,159500,161000,156500,158000,281619,12225692.0,77377800.0
2016-06-16,158000,158000,151000,152000,231089,11761426.0,77377800.0
2016-06-17,151000,153000,147000,149000,217696,11529292.0,77377800.0
2016-06-20,150500,154000,150000,152500,129038,11800114.0,77377800.0
2016-06-21,148500,150500,147000,150500,220235,11645359.0,77377800.0
2016-06-22,150500,150500,146500,147500,145480,11413226.0,77377800.0
2016-06-23,148000,149500,147000,147000,107467,11374537.0,77377800.0
2016-06-24,148500,148500,137000,138500,435046,10716825.0,77377800.0
2016-06-27,133500,136500,132000,135500,288345,10484692.0,77377800.0
2016-06-28,134500,138000,134500,137500,203583,10639448.0,77377800.0
2016-06-29,138500,139500,137000,138000,177451,10678136.0,77377800.0
2016-06-30,139500,148500,139500,143500,425391,11103714.0,77377800.0
2016-07-01,143500,144500,142000,143000,107268,11065025.0,77377800.0
2016-07-04,142000,144000,141500,142000,112548,10987648.0,77377800.0
2016-07-05,141500,142000,137500,140000,201996,10832892.0,77377800.0
2016-07-06,140000,141500,135500,136500,150276,10562070.0,77377800.0
2016-07-07,137500,139500,137000,137000,108503,10600759.0,77377800.0
2016-07-08,138500,141500,138000,140500,175321,10871581.0,77377800.0
2016-07-11,142500,144500,141000,143000,124152,11065025.0,77377800.0
