세아특수강(019440),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-07-15,49450,50100,48400,49500,124488,424215.0,8570000.0
2011-07-18,49500,53400,49250,52500,178903,449925.0,8570000.0
2011-07-19,52100,52700,50400,52000,147455,445640.0,8570000.0
2011-07-20,52500,52500,50600,50700,117906,434499.0,8570000.0
2011-07-21,50200,50900,47500,49000,169130,419930.0,8570000.0
2011-07-22,49000,49900,48200,49000,109197,419930.0,8570000.0
2011-07-25,49000,50000,48650,48750,94725,417788.0,8570000.0
2011-07-26,49400,49400,46850,48400,125528,414788.0,8570000.0
2011-07-27,48400,49450,47900,48650,82107,416930.0,8570000.0
2011-07-28,47800,48500,47600,48500,53247,415645.0,8570000.0
2011-07-29,48550,50800,48500,49500,183785,424215.0,8570000.0
2011-08-01,50400,50400,49050,49400,67872,423358.0,8570000.0
2011-08-02,49000,49000,45500,45900,185184,393363.0,8570000.0
2011-08-03,44150,45000,42100,44000,168840,377080.0,8570000.0
2011-08-04,44500,44600,41200,41200,91244,353084.0,8570000.0
2011-08-05,37100,39750,37000,38500,135212,329945.0,8570000.0
2011-08-08,37550,40000,34300,37500,201427,321375.0,8570000.0
2011-08-09,35850,42900,34150,40500,160374,347085.0,8570000.0
2011-08-10,43000,43000,40500,41000,108292,351370.0,8570000.0
2011-08-11,39000,42800,39000,41900,76444,359083.0,8570000.0
2011-08-12,43400,44800,42300,42900,104092,367653.0,8570000.0
2011-08-16,44500,44500,43000,43000,67153,368510.0,8570000.0
2011-08-17,42950,43550,42000,43000,39291,368510.0,8570000.0
2011-08-18,43250,43250,41700,42000,42327,359940.0,8570000.0
2011-08-19,39100,40100,38600,39000,91620,334230.0,8570000.0
2011-08-22,38150,39850,36600,37500,54361,321375.0,8570000.0
2011-08-23,38000,41950,38000,41950,77749,359512.0,8570000.0
2011-08-24,42500,42500,39600,39850,63121,341514.0,8570000.0
2011-08-25,40900,41250,38600,38900,49174,333373.0,8570000.0
2011-08-26,39400,39400,37950,39300,48465,336801.0,8570000.0
2011-08-29,40300,40400,38750,40000,74218,342800.0,8570000.0
2011-08-30,40150,40850,38800,39950,57336,342372.0,8570000.0
2011-08-31,39950,40400,38800,40150,49201,344086.0,8570000.0
2011-09-01,39800,41400,39050,39050,50656,334658.0,8570000.0
2011-09-02,39050,40350,38800,39950,22842,342372.0,8570000.0
2011-09-05,39100,39600,38400,38400,25186,329088.0,8570000.0
2011-09-06,38300,38950,37300,38400,26536,329088.0,8570000.0
2011-09-07,39500,40100,38600,39900,27473,341943.0,8570000.0
2011-09-08,40800,40800,39150,39500,31454,338515.0,8570000.0
2011-09-09,39050,39750,37450,37450,73555,320946.0,8570000.0
2011-09-14,37250,37250,34450,34800,77369,298236.0,8570000.0
2011-09-15,35800,36050,33650,33950,80744,290952.0,8570000.0
2011-09-16,34500,36300,33550,34800,150604,298236.0,8570000.0
2011-09-19,34650,36950,34600,34600,94486,296522.0,8570000.0
2011-09-20,34600,36200,34600,36200,38552,310234.0,8570000.0
2011-09-21,36950,37750,35750,37200,54631,318804.0,8570000.0
2011-09-22,36200,37500,35250,37300,45305,319661.0,8570000.0
2011-09-23,35500,37000,35150,35800,28106,306806.0,8570000.0
2011-09-26,36050,36700,32050,35000,34897,299950.0,8570000.0
2011-09-27,36100,36800,35150,35300,33729,302521.0,8570000.0
2011-09-28,35450,36900,35300,36600,40457,313662.0,8570000.0
2011-09-29,37000,37400,35800,37300,28417,319661.0,8570000.0
2011-09-30,37500,38500,36300,38400,61789,329088.0,8570000.0
2011-10-04,36150,38300,35200,38150,26764,326946.0,8570000.0
2011-10-05,37400,38250,35600,35600,15751,305092.0,8570000.0
2011-10-06,37000,37000,36200,36500,21601,312805.0,8570000.0
2011-10-07,36750,37700,36700,37250,22927,319232.0,8570000.0
2011-10-10,37250,38100,36750,37950,23409,325232.0,8570000.0
2011-10-11,38600,38900,37200,37200,31675,318804.0,8570000.0
2011-10-12,37500,39500,36400,38750,53082,332088.0,8570000.0
2011-10-13,39500,39800,38000,38100,39728,326517.0,8570000.0
2011-10-14,38150,38400,36900,37400,58628,320518.0,8570000.0
2011-10-17,37500,39050,37500,38700,33113,331659.0,8570000.0
2011-10-18,38250,38950,37450,38000,15362,325660.0,8570000.0
2011-10-19,38900,38900,37350,37800,15870,323946.0,8570000.0
2011-10-20,37650,38150,35800,36500,31789,312805.0,8570000.0
2011-10-21,36950,36950,35300,36500,49231,312805.0,8570000.0
2011-10-24,36700,36700,35300,36200,76255,310234.0,8570000.0
2011-10-25,36400,36500,35050,35050,63891,300378.0,8570000.0
2011-10-26,34450,37150,34450,36000,81988,308520.0,8570000.0
2011-10-27,36700,37350,35650,37000,69111,317090.0,8570000.0
2011-10-28,38000,38000,36100,36600,51102,313662.0,8570000.0
2011-10-31,36500,36500,34550,34800,66211,298236.0,8570000.0
2011-11-01,34400,34850,33600,34300,36262,293951.0,8570000.0
2011-11-02,33600,33850,33050,33600,27804,287952.0,8570000.0
2011-11-03,34150,34150,33000,33300,17734,285381.0,8570000.0
2011-11-04,34400,34400,33050,33950,45932,290952.0,8570000.0
2011-11-07,33950,33950,33000,33150,35916,284096.0,8570000.0
2011-11-08,33200,33550,32750,32800,41988,281096.0,8570000.0
2011-11-09,33500,33500,31950,32100,41363,275097.0,8570000.0
2011-11-10,31000,31500,29700,30300,57482,259671.0,8570000.0
2011-11-11,31100,31100,30150,30600,18038,262242.0,8570000.0
2011-11-14,30300,31700,30300,31600,29854,270812.0,8570000.0
2011-11-15,31450,31550,30600,30700,30612,263099.0,8570000.0
2011-11-16,30450,31500,30450,30550,23984,261814.0,8570000.0
2011-11-17,30600,31000,30350,30750,13582,263528.0,8570000.0
2011-11-18,30550,30950,30350,30900,12154,264813.0,8570000.0
2011-11-21,30950,31150,30100,30200,15970,258814.0,8570000.0
2011-11-22,29700,30500,29700,29950,16984,256672.0,8570000.0
2011-11-23,30300,30600,29200,29800,17675,255386.0,8570000.0
2011-11-24,29400,29950,29100,29950,12671,256672.0,8570000.0
2011-11-25,29950,29950,28800,29200,25294,250244.0,8570000.0
2011-11-28,29050,29750,29050,29700,9862,254529.0,8570000.0
2011-11-29,29700,30500,28950,30450,19423,260956.0,8570000.0
2011-11-30,30100,31100,30100,31100,19435,266527.0,8570000.0
2011-12-01,32050,32100,30500,31500,58631,269955.0,8570000.0
2011-12-02,30900,31400,30800,31250,12646,267812.0,8570000.0
2011-12-05,31600,31600,30850,31150,7770,266956.0,8570000.0
2011-12-06,30850,31250,30600,30600,6070,262242.0,8570000.0
2011-12-07,30650,30700,30250,30500,11360,261385.0,8570000.0
2011-12-08,30950,30950,29850,30500,10724,261385.0,8570000.0
2011-12-09,30100,30500,29550,29600,13025,253672.0,8570000.0
2011-12-12,29700,29950,29150,29150,15264,249816.0,8570000.0
2011-12-13,29100,29150,28300,28300,19842,242531.0,8570000.0
2011-12-14,28350,28750,27600,27800,30771,238246.0,8570000.0
2011-12-15,27250,27350,26600,26900,21191,230533.0,8570000.0
2011-12-16,26900,27800,26650,27800,12682,238246.0,8570000.0
2011-12-19,28100,28100,25800,26750,18345,229248.0,8570000.0
2011-12-20,26200,27400,26200,27000,18752,231390.0,8570000.0
2011-12-21,27650,27800,26950,26950,13411,230962.0,8570000.0
2011-12-22,27200,27200,26500,26800,5685,229676.0,8570000.0
2011-12-23,26750,27150,26700,26900,12159,230533.0,8570000.0
2011-12-26,26900,27000,26600,26950,9473,230962.0,8570000.0
2011-12-27,27300,27300,26750,26800,10654,229676.0,8570000.0
2011-12-28,26550,26600,26350,26400,7258,226248.0,8570000.0
2011-12-29,26500,26650,26000,26600,11110,227962.0,8570000.0
2012-01-02,26900,26900,25700,25800,10870,221106.0,8570000.0
2012-01-03,26100,26450,25750,26200,21430,224534.0,8570000.0
2012-01-04,26600,26900,26100,26700,19906,228819.0,8570000.0
2012-01-05,27000,27050,26300,26400,7534,226248.0,8570000.0
2012-01-06,26350,26500,25500,25950,14885,222392.0,8570000.0
2012-01-09,25900,26850,25900,26800,11632,229676.0,8570000.0
2012-01-10,26800,27900,26700,27600,26362,236532.0,8570000.0
2012-01-11,27600,27600,26800,26800,10113,229676.0,8570000.0
2012-01-12,26850,26850,26250,26300,10038,225391.0,8570000.0
2012-01-13,26600,27750,26450,26950,26789,230962.0,8570000.0
2012-01-16,26850,27600,26550,27600,15901,236532.0,8570000.0
2012-01-17,27700,28050,27200,27700,27437,237389.0,8570000.0
2012-01-18,27700,29300,27700,28450,53963,243816.0,8570000.0
2012-01-19,28500,28700,27600,28500,25285,244245.0,8570000.0
2012-01-20,28700,28850,27900,28600,40968,245102.0,8570000.0
2012-01-25,28600,28850,27550,27550,16648,236104.0,8570000.0
2012-01-26,27650,27950,27150,27400,17674,234818.0,8570000.0
2012-01-27,27500,27800,27200,27350,18542,234390.0,8570000.0
2012-01-30,27050,27800,26750,27700,22631,237389.0,8570000.0
2012-01-31,27700,28450,27300,28300,19642,242531.0,8570000.0
2012-02-01,28400,28600,27950,28200,18761,241674.0,8570000.0
2012-02-02,28350,29750,28300,29400,42867,251958.0,8570000.0
2012-02-03,29800,29800,28600,28900,29243,247673.0,8570000.0
2012-02-06,29300,29700,28700,29700,48213,254529.0,8570000.0
2012-02-07,29350,30300,29200,30000,38822,257100.0,8570000.0
2012-02-08,29700,30800,29550,30000,36077,257100.0,8570000.0
2012-02-09,30500,30500,29600,30150,25984,258386.0,8570000.0
2012-02-10,30250,30500,29500,30050,21524,257528.0,8570000.0
2012-02-13,30050,30200,29550,29600,6932,253672.0,8570000.0
2012-02-14,29600,29600,28900,28950,32268,248102.0,8570000.0
2012-02-15,29100,29300,28300,28550,36502,244674.0,8570000.0
2012-02-16,28500,28650,27800,27800,41524,238246.0,8570000.0
2012-02-17,28300,28450,28000,28400,14341,243388.0,8570000.0
2012-02-20,28600,29150,28500,28950,20431,248102.0,8570000.0
2012-02-21,29000,29700,28650,29650,25512,254100.0,8570000.0
2012-02-22,29650,29650,29050,29500,16796,252815.0,8570000.0
2012-02-23,29550,30000,28800,30000,21967,257100.0,8570000.0
2012-02-24,30250,30250,29300,29700,21108,254529.0,8570000.0
2012-02-27,29600,29650,28650,29350,19433,251530.0,8570000.0
2012-02-28,29250,29250,28550,29150,18582,249816.0,8570000.0
2012-02-29,29200,29350,28800,29100,23610,249387.0,8570000.0
2012-03-02,28900,30050,28900,29800,29294,255386.0,8570000.0
2012-03-05,29800,30200,29550,29800,120135,255386.0,8570000.0
2012-03-06,30450,32000,29850,30800,92127,263956.0,8570000.0
2012-03-07,30050,30700,29900,30300,23565,259671.0,8570000.0
2012-03-08,30650,30650,29350,29900,39529,256243.0,8570000.0
2012-03-09,29800,29800,29450,29500,13019,252815.0,8570000.0
2012-03-12,29700,30400,29650,30200,21011,258814.0,8570000.0
2012-03-13,30300,30450,29900,30300,14398,259671.0,8570000.0
2012-03-14,30350,31100,30000,30300,24806,259671.0,8570000.0
2012-03-15,30300,30300,29450,29550,19211,253244.0,8570000.0
2012-03-16,29600,29600,28950,28950,16050,248102.0,8570000.0
2012-03-19,28950,29800,28550,29700,23740,254529.0,8570000.0
2012-03-20,29700,29700,28950,29350,13200,251530.0,8570000.0
2012-03-21,29100,29400,28750,28750,5798,246388.0,8570000.0
2012-03-22,28500,28850,28300,28300,12350,242531.0,8570000.0
2012-03-23,28300,28300,27850,28000,9810,239960.0,8570000.0
2012-03-26,28000,28200,27800,27800,6622,238246.0,8570000.0
2012-03-27,27950,28200,27300,27500,13840,235675.0,8570000.0
2012-03-28,27500,27900,27250,27800,12791,238246.0,8570000.0
2012-03-29,27800,27800,26950,27100,10805,232247.0,8570000.0
2012-03-30,27150,27450,27000,27050,11401,231818.0,8570000.0
2012-04-02,27100,27300,27100,27150,4350,232676.0,8570000.0
2012-04-03,27300,27400,27050,27400,9175,234818.0,8570000.0
2012-04-04,27400,27450,26000,26700,24611,228819.0,8570000.0
2012-04-05,26250,26600,25600,26350,14984,225820.0,8570000.0
2012-04-06,26400,26750,25650,25750,31960,220678.0,8570000.0
2012-04-09,25750,25750,24000,24300,38711,208251.0,8570000.0
2012-04-10,24300,24950,24300,24650,18241,211250.0,8570000.0
2012-04-12,24900,25200,24100,24600,20814,210822.0,8570000.0
2012-04-13,24600,25100,24600,24950,14585,213822.0,8570000.0
2012-04-16,24800,24800,24500,24700,8116,211679.0,8570000.0
2012-04-17,25200,25200,24300,24300,11017,208251.0,8570000.0
2012-04-18,24600,24850,24100,24250,14225,207822.0,8570000.0
2012-04-19,24100,24300,23700,23800,22835,203966.0,8570000.0
2012-04-20,23700,23800,23300,23400,16711,200538.0,8570000.0
2012-04-23,23150,23550,22400,22800,36915,195396.0,8570000.0
2012-04-24,22700,22750,22300,22550,10227,193254.0,8570000.0
2012-04-25,22650,22850,22300,22300,13940,191111.0,8570000.0
2012-04-26,22400,22600,22050,22400,11616,191968.0,8570000.0
2012-04-27,22500,23000,22450,22900,8243,196253.0,8570000.0
2012-04-30,22800,23450,22800,23000,8182,197110.0,8570000.0
2012-05-02,23100,23500,23000,23400,4474,200538.0,8570000.0
2012-05-03,23400,23550,23000,23450,5170,200966.0,8570000.0
2012-05-04,23050,23300,23000,23100,10693,197967.0,8570000.0
2012-05-07,22850,23250,22500,22550,12471,193254.0,8570000.0
2012-05-08,22750,22800,22500,22650,6070,194110.0,8570000.0
2012-05-09,22500,22500,22200,22400,11197,191968.0,8570000.0
2012-05-10,22500,22500,21400,21700,38169,185969.0,8570000.0
2012-05-11,21650,21700,21250,21400,16635,183398.0,8570000.0
2012-05-14,21600,21800,21150,21400,14445,183398.0,8570000.0
2012-05-15,21400,21450,20800,21450,9225,183826.0,8570000.0
2012-05-16,21750,21900,21350,21600,5980,185112.0,8570000.0
2012-05-17,21600,21750,20900,21600,11808,185112.0,8570000.0
2012-05-18,21300,21500,20300,20300,15346,173971.0,8570000.0
2012-05-21,21000,21500,20300,21500,17895,184255.0,8570000.0
2012-05-22,21550,22150,21250,21350,14080,182970.0,8570000.0
2012-05-23,21200,21700,21150,21250,8121,182112.0,8570000.0
2012-05-24,21250,21500,20950,21050,10250,180398.0,8570000.0
2012-05-25,21100,21100,20500,20600,15762,176542.0,8570000.0
2012-05-29,20700,20800,20500,20750,13900,177828.0,8570000.0
2012-05-30,21150,21150,20200,20200,20408,173114.0,8570000.0
2012-05-31,20000,20200,19650,19650,28334,168400.0,8570000.0
2012-06-01,19750,19900,19700,19750,7639,169258.0,8570000.0
2012-06-04,19200,19400,18750,19150,14862,164116.0,8570000.0
2012-06-05,19200,19500,18700,18850,14056,161544.0,8570000.0
2012-06-07,19050,19950,19000,19050,16212,163258.0,8570000.0
2012-06-08,19300,19350,18800,18800,7975,161116.0,8570000.0
2012-06-11,19850,19850,19200,19450,5066,166686.0,8570000.0
2012-06-12,19900,20400,19550,20200,16193,173114.0,8570000.0
2012-06-13,20250,20450,19850,20050,11660,171828.0,8570000.0
2012-06-14,20050,20350,19900,20150,7182,172686.0,8570000.0
2012-06-15,20150,20750,20000,20100,13476,172257.0,8570000.0
2012-06-18,20500,20500,20150,20400,7677,174828.0,8570000.0
2012-06-19,20000,20700,20000,20350,4221,174400.0,8570000.0
2012-06-20,20400,20700,20400,20550,8726,176114.0,8570000.0
2012-06-21,20800,20800,20550,20750,7045,177828.0,8570000.0
2012-06-22,20850,20850,20350,20750,7140,177828.0,8570000.0
2012-06-25,20750,20900,20500,20600,7154,176542.0,8570000.0
2012-06-26,20700,20700,20300,20600,7610,176542.0,8570000.0
2012-06-27,20650,21200,20200,20600,12958,176542.0,8570000.0
2012-06-28,20800,21000,20300,20850,7685,178684.0,8570000.0
2012-06-29,20700,20950,20400,20850,8742,178684.0,8570000.0
2012-07-02,21000,21000,20550,20950,10421,179542.0,8570000.0
2012-07-03,21000,21000,20800,20850,11323,178684.0,8570000.0
2012-07-04,21000,21100,20700,21100,8321,180827.0,8570000.0
2012-07-05,21200,21350,21000,21300,9493,182541.0,8570000.0
2012-07-06,21700,21850,21300,21700,14290,185969.0,8570000.0
2012-07-09,21800,22050,21550,21850,9146,187254.0,8570000.0
2012-07-10,22000,22300,21650,22000,9750,188540.0,8570000.0
2012-07-11,21900,22400,21900,22000,12481,188540.0,8570000.0
2012-07-12,22100,22300,21550,21800,9542,186826.0,8570000.0
2012-07-13,21850,22100,21150,21750,10635,186398.0,8570000.0
2012-07-16,21900,22200,21450,21550,13551,184684.0,8570000.0
2012-07-17,21550,21750,21350,21700,7300,185969.0,8570000.0
2012-07-18,21800,21900,21150,21500,18712,184255.0,8570000.0
2012-07-19,21700,21750,21350,21500,7800,184255.0,8570000.0
2012-07-20,21500,21700,21300,21550,6822,184684.0,8570000.0
2012-07-23,21500,21500,21100,21400,8814,183398.0,8570000.0
2012-07-24,21250,21500,21000,21350,5280,182970.0,8570000.0
2012-07-25,21300,21300,20650,20650,6520,176970.0,8570000.0
2012-07-26,20700,20900,20450,20450,9440,175256.0,8570000.0
2012-07-27,20600,21400,20450,21300,10042,182541.0,8570000.0
2012-07-30,21250,21500,20800,20950,9742,179542.0,8570000.0
2012-07-31,21050,21050,20550,20850,9461,178684.0,8570000.0
2012-08-01,20800,21200,20450,20450,6282,175256.0,8570000.0
2012-08-02,20500,20700,20350,20550,6061,176114.0,8570000.0
2012-08-03,20200,20500,19350,19350,43717,165830.0,8570000.0
2012-08-06,19600,19800,19450,19700,10547,168829.0,8570000.0
2012-08-07,19600,20100,19450,19950,14517,170972.0,8570000.0
2012-08-08,20100,20200,19750,20150,11976,172686.0,8570000.0
2012-08-09,20250,20400,20000,20250,11705,173542.0,8570000.0
2012-08-10,20300,20350,19950,20050,13684,171828.0,8570000.0
2012-08-13,20150,20150,19950,20000,9110,171400.0,8570000.0
2012-08-14,19900,20000,19800,19850,11698,170114.0,8570000.0
2012-08-16,19850,19850,19650,19750,8776,169258.0,8570000.0
2012-08-17,19950,20300,19750,20050,8390,171828.0,8570000.0
2012-08-20,20250,20750,20150,20400,13470,174828.0,8570000.0
2012-08-21,20600,20600,20100,20150,9350,172686.0,8570000.0
2012-08-22,20350,20350,19600,20000,9102,171400.0,8570000.0
2012-08-23,20100,20100,19750,20050,11240,171828.0,8570000.0
2012-08-24,20100,20100,19700,19850,5673,170114.0,8570000.0
2012-08-27,19800,19850,19600,19800,5221,169686.0,8570000.0
2012-08-28,19950,20000,19650,19900,11273,170543.0,8570000.0
2012-08-29,20150,20200,19850,20200,10229,173114.0,8570000.0
2012-08-30,20350,20350,19900,20250,12530,173542.0,8570000.0
2012-08-31,20300,20300,20100,20300,6664,173971.0,8570000.0
2012-09-03,20350,21750,20150,21750,26135,186398.0,8570000.0
2012-09-04,21800,23150,21550,22600,41470,193682.0,8570000.0
2012-09-05,22400,22400,21650,22000,19120,188540.0,8570000.0
2012-09-06,22150,22150,21450,21600,13529,185112.0,8570000.0
2012-09-07,21750,22000,21400,22000,17340,188540.0,8570000.0
2012-09-10,22150,22500,21650,21750,13560,186398.0,8570000.0
2012-09-11,21550,21600,21000,21250,26125,182112.0,8570000.0
2012-09-12,21300,21400,21050,21250,15212,182112.0,8570000.0
2012-09-13,21300,21800,21250,21750,11201,186398.0,8570000.0
2012-09-14,22250,23500,22050,23100,65300,197967.0,8570000.0
2012-09-17,23100,23100,22750,22800,15790,195396.0,8570000.0
2012-09-18,23000,23100,21650,21700,63111,185969.0,8570000.0
2012-09-19,21900,22000,21600,21850,20494,187254.0,8570000.0
2012-09-20,22000,22550,21850,22050,23980,188968.0,8570000.0
2012-09-21,22050,22300,21600,21900,20850,187683.0,8570000.0
2012-09-24,21950,22000,21650,21900,11550,187683.0,8570000.0
2012-09-25,21900,21900,21650,21650,8122,185540.0,8570000.0
2012-09-26,21600,21750,21300,21300,17716,182541.0,8570000.0
2012-09-27,21000,21150,20500,20650,17991,176970.0,8570000.0
2012-09-28,20700,21500,20700,21000,8730,179970.0,8570000.0
2012-10-02,20900,21200,20900,21100,4400,180827.0,8570000.0
2012-10-04,21150,21400,20550,20850,9445,178684.0,8570000.0
2012-10-05,20850,20900,20700,20900,5303,179113.0,8570000.0
2012-10-08,20750,21100,20550,20750,8441,177828.0,8570000.0
2012-10-09,20500,20700,20400,20650,9169,176970.0,8570000.0
2012-10-10,20650,20650,20050,20150,10170,172686.0,8570000.0
2012-10-11,20050,20300,20000,20300,5721,173971.0,8570000.0
2012-10-12,20350,20700,20200,20400,9071,174828.0,8570000.0
2012-10-15,20300,20400,20000,20200,11164,173114.0,8570000.0
2012-10-16,20200,20800,20200,20800,8810,178256.0,8570000.0
2012-10-17,20800,21100,20600,20850,9333,178684.0,8570000.0
2012-10-18,21050,21050,20600,20800,4923,178256.0,8570000.0
2012-10-19,20800,20900,20500,20650,5410,176970.0,8570000.0
2012-10-22,20250,20500,20150,20400,6752,174828.0,8570000.0
2012-10-23,20400,21150,20200,20600,9930,176542.0,8570000.0
2012-10-24,20300,21000,20300,20600,8741,176542.0,8570000.0
2012-10-25,20600,20800,19900,20000,22930,171400.0,8570000.0
2012-10-26,19950,20100,19100,19550,19521,167544.0,8570000.0
2012-10-29,19300,19850,19100,19100,11806,163687.0,8570000.0
2012-10-30,18700,19200,18700,18850,11938,161544.0,8570000.0
2012-10-31,19000,19200,18800,19050,3880,163258.0,8570000.0
2012-11-01,18950,18950,18600,18650,9253,159830.0,8570000.0
2012-11-02,18900,19200,18750,19000,7912,162830.0,8570000.0
2012-11-05,19000,19000,18700,18800,7387,161116.0,8570000.0
2012-11-06,18600,19200,18600,18900,5990,161973.0,8570000.0
2012-11-07,18900,19000,18600,18750,5790,160688.0,8570000.0
2012-11-08,18600,18650,18450,18550,8720,158974.0,8570000.0
2012-11-09,18600,18850,18400,18800,4130,161116.0,8570000.0
2012-11-12,18800,19150,18650,18700,3482,160259.0,8570000.0
2012-11-13,18700,18800,18500,18700,4361,160259.0,8570000.0
2012-11-14,18500,18850,18500,18800,4400,161116.0,8570000.0
2012-11-15,18700,18750,18550,18700,8342,160259.0,8570000.0
2012-11-16,18700,19850,18600,19500,13552,167115.0,8570000.0
2012-11-19,19200,19900,19150,19150,5658,164116.0,8570000.0
2012-11-20,19300,19500,19050,19150,2130,164116.0,8570000.0
2012-11-21,19100,19350,18650,18700,6534,160259.0,8570000.0
2012-11-22,18900,19050,18700,18700,5203,160259.0,8570000.0
2012-11-23,18900,18900,18650,18800,5830,161116.0,8570000.0
2012-11-26,18950,20300,18950,19300,3077,165401.0,8570000.0
2012-11-27,19450,19900,19150,19900,5394,170543.0,8570000.0
2012-11-28,19900,20100,19350,19750,4392,169258.0,8570000.0
2012-11-29,19900,19900,19500,19800,4270,169686.0,8570000.0
2012-11-30,19800,20000,19100,19300,11545,165401.0,8570000.0
2012-12-03,19100,19300,18800,19000,6088,162830.0,8570000.0
2012-12-04,19300,19350,18650,18850,7720,161544.0,8570000.0
2012-12-05,18700,19100,18700,18850,5002,161544.0,8570000.0
2012-12-06,18950,19400,18850,19400,6291,166258.0,8570000.0
2012-12-07,19600,19600,19250,19450,2530,166686.0,8570000.0
2012-12-10,19450,19900,19450,19850,6511,170114.0,8570000.0
2012-12-11,19850,20200,19800,20000,6034,171400.0,8570000.0
2012-12-12,20150,20150,19750,19900,4960,170543.0,8570000.0
2012-12-13,19900,20150,19600,19800,4231,169686.0,8570000.0
2012-12-14,19900,19900,19350,19650,7740,168400.0,8570000.0
2012-12-17,19500,19900,19500,19600,3720,167972.0,8570000.0
2012-12-18,19600,19900,19600,19900,5226,170543.0,8570000.0
2012-12-20,19900,20200,19550,19800,4690,169686.0,8570000.0
2012-12-21,19600,20200,19600,19800,7293,169686.0,8570000.0
2012-12-24,19700,20000,19600,19650,5382,168400.0,8570000.0
2012-12-26,19650,20100,19650,20000,10878,171400.0,8570000.0
2012-12-27,19100,19900,19100,19850,3680,170114.0,8570000.0
2012-12-28,19850,19850,19450,19450,5820,166686.0,8570000.0
2013-01-02,19500,19600,19200,19450,8992,166686.0,8570000.0
2013-01-03,19450,19600,19300,19400,6261,166258.0,8570000.0
2013-01-04,19450,19500,19050,19200,9951,164544.0,8570000.0
2013-01-07,19200,19300,18800,19000,29707,162830.0,8570000.0
2013-01-08,18900,19150,18900,18950,7589,162402.0,8570000.0
2013-01-09,19350,19350,18850,19100,6773,163687.0,8570000.0
2013-01-10,19200,19200,18800,19000,5991,162830.0,8570000.0
2013-01-11,19000,19050,18700,19000,8281,162830.0,8570000.0
2013-01-14,18900,19000,18750,18800,10343,161116.0,8570000.0
2013-01-15,18900,19100,18700,18950,5936,162402.0,8570000.0
2013-01-16,18900,19100,18700,18750,6651,160688.0,8570000.0
2013-01-17,18850,18850,18050,18400,17661,157688.0,8570000.0
2013-01-18,18600,18750,18400,18700,4100,160259.0,8570000.0
2013-01-21,18900,19450,18700,19450,9394,166686.0,8570000.0
2013-01-22,19450,19500,18900,19200,6735,164544.0,8570000.0
2013-01-23,19200,19200,18800,18800,11711,161116.0,8570000.0
2013-01-24,18750,19100,18700,18950,11370,162402.0,8570000.0
2013-01-25,19100,19150,18550,18650,10891,159830.0,8570000.0
2013-01-28,18600,18850,18550,18800,6760,161116.0,8570000.0
2013-01-29,18800,19050,18700,19050,6670,163258.0,8570000.0
2013-01-30,19050,19450,18700,19200,10607,164544.0,8570000.0
2013-01-31,19250,19400,19050,19200,11043,164544.0,8570000.0
2013-02-01,18900,19000,18850,19000,3391,162830.0,8570000.0
2013-02-04,19050,19300,18800,19250,12621,164972.0,8570000.0
2013-02-05,19050,19050,18500,18700,12810,160259.0,8570000.0
2013-02-06,18900,18900,18500,18650,8290,159830.0,8570000.0
