남양유업(003920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-24,111500,111500,110000,110000,70,79200.0,720000.0
1999-02-25,110000,113000,110000,110000,110,79200.0,720000.0
1999-02-26,110000,110000,110000,110000,110,79200.0,720000.0
1999-03-02,107000,107000,100000,107000,580,77040.0,720000.0
1999-03-03,107000,110000,107000,110000,3860,79200.0,720000.0
1999-03-04,107000,107000,105000,105000,50,75600.0,720000.0
1999-03-05,100000,110000,100000,110000,20,79200.0,720000.0
1999-03-08,110000,110000,107000,109000,1400,78480.0,720000.0
1999-03-09,107000,107000,107000,107000,90,77040.0,720000.0
1999-03-10,107000,109000,105000,109000,60,78480.0,720000.0
1999-03-11,105000,109000,105000,109000,30,78480.0,720000.0
1999-03-12,109000,109000,109000,109000,0,78480.0,720000.0
1999-03-15,100000,109000,100000,108500,390,78120.0,720000.0
1999-03-16,101000,101000,101000,101000,100,72720.0,720000.0
1999-03-17,101500,108500,101500,108500,30,78120.0,720000.0
1999-03-18,100000,100000,100000,100000,20,72000.0,720000.0
1999-03-19,108500,108500,108500,108500,20,78120.0,720000.0
1999-03-22,101500,101500,100000,100000,1190,72000.0,720000.0
1999-03-23,99900,99900,97000,99300,1030,71496.0,720000.0
1999-03-24,99300,105000,97000,105000,5460,75600.0,720000.0
1999-03-25,100000,108000,100000,108000,450,77760.0,720000.0
1999-03-26,100000,105000,100000,105000,310,75600.0,720000.0
1999-03-29,100000,100000,100000,100000,30,72000.0,720000.0
1999-03-30,106500,108500,104000,108000,2160,77760.0,720000.0
1999-03-31,108000,110000,108000,108500,3880,78120.0,720000.0
1999-04-01,108500,120000,108500,120000,140,86400.0,720000.0
1999-04-02,110000,120000,110000,110500,280,79560.0,720000.0
1999-04-06,112500,116000,112500,113000,1100,81360.0,720000.0
1999-04-07,113000,125000,113000,120000,1810,86400.0,720000.0
1999-04-08,121000,128000,121000,128000,3180,92160.0,720000.0
1999-04-09,130000,137000,130000,137000,2340,98640.0,720000.0
1999-04-12,140000,157500,140000,157500,9270,113400.0,720000.0
1999-04-13,160000,160000,147000,156000,3900,112320.0,720000.0
1999-04-14,153000,160000,153000,158000,1260,113760.0,720000.0
1999-04-15,162000,162000,156000,158000,990,113760.0,720000.0
1999-04-16,140000,167000,140000,167000,2520,120240.0,720000.0
1999-04-19,167000,187500,167000,185000,490,133200.0,720000.0
1999-04-20,185000,210000,185000,210000,1710,151200.0,720000.0
1999-04-21,210000,210000,192000,192000,1380,138240.0,720000.0
1999-04-22,199000,200000,182500,182500,6240,131400.0,720000.0
1999-04-23,185000,185000,180000,183000,2770,131760.0,720000.0
1999-04-26,185000,185000,180000,180000,1820,129600.0,720000.0
1999-04-27,182000,207000,180000,207000,300,149040.0,720000.0
1999-04-28,206000,206000,189000,189000,510,136080.0,720000.0
1999-04-29,189000,192000,189000,191500,3330,137880.0,720000.0
1999-04-30,191500,191500,180000,190000,2130,136800.0,720000.0
1999-05-03,190000,191000,179000,179000,7170,128880.0,720000.0
1999-05-04,179000,185500,179000,185000,3310,133200.0,720000.0
1999-05-06,181000,184000,177000,180000,4020,129600.0,720000.0
1999-05-07,203000,203000,180000,180000,3020,129600.0,720000.0
1999-05-10,181000,190000,181000,183500,1210,132120.0,720000.0
1999-05-11,185000,196500,184000,190000,2330,136800.0,720000.0
1999-05-12,182000,187000,179000,187000,2370,134640.0,720000.0
1999-05-13,180000,183000,177000,177000,900,127440.0,720000.0
1999-05-14,196000,196000,171000,171000,1870,123120.0,720000.0
1999-05-17,165500,176000,165500,175000,1130,126000.0,720000.0
1999-05-18,171000,171000,165000,165000,800,118800.0,720000.0
1999-05-19,173000,173000,167000,167000,220,120240.0,720000.0
1999-05-20,170000,170000,155000,155000,240,111600.0,720000.0
1999-05-21,155000,155000,150000,154000,1160,110880.0,720000.0
1999-05-24,150000,150000,150000,150000,410,108000.0,720000.0
1999-05-25,151000,172500,151000,172500,1360,124200.0,720000.0
1999-05-26,172500,172500,170000,172500,1070,124200.0,720000.0
1999-05-27,185000,189000,180000,184500,2020,132840.0,720000.0
1999-05-28,185000,185000,175000,180000,600,129600.0,720000.0
1999-05-31,177000,184000,175500,175500,1340,126360.0,720000.0
1999-06-01,180000,180000,175000,180000,550,129600.0,720000.0
1999-06-02,180000,194000,180000,188000,2340,135360.0,720000.0
1999-06-03,188000,188000,177000,185000,2360,133200.0,720000.0
1999-06-04,184500,195000,182500,191000,1580,137520.0,720000.0
1999-06-07,195000,198500,191000,197500,900,142200.0,720000.0
1999-06-08,198000,200000,191000,191000,870,137520.0,720000.0
1999-06-09,184000,184000,180000,180000,890,129600.0,720000.0
1999-06-10,180000,187500,180000,180000,660,129600.0,720000.0
1999-06-11,181000,188000,181000,184000,2590,132480.0,720000.0
1999-06-14,184000,184000,180000,180000,960,129600.0,720000.0
1999-06-15,178000,188000,178000,187000,940,134640.0,720000.0
1999-06-16,180500,182000,180500,182000,620,131040.0,720000.0
1999-06-17,181000,185500,178000,178000,2060,128160.0,720000.0
1999-06-18,182500,185500,180000,185500,1010,133560.0,720000.0
1999-06-21,190000,190500,188000,188000,100,135360.0,720000.0
1999-06-22,182000,188000,181000,188000,230,135360.0,720000.0
1999-06-23,181000,182500,181000,182500,80,131400.0,720000.0
1999-06-24,182500,187000,182500,187000,4270,134640.0,720000.0
1999-06-25,188000,188000,186500,187000,1500,134640.0,720000.0
1999-06-28,188000,188000,185000,185000,860,133200.0,720000.0
1999-06-29,188000,210000,187000,192000,5450,138240.0,720000.0
1999-06-30,200000,200000,180500,198000,900,142560.0,720000.0
1999-07-01,198000,204000,198000,204000,190,146880.0,720000.0
1999-07-02,195000,208000,195000,208000,290,149760.0,720000.0
1999-07-05,226500,239000,200000,239000,1770,172080.0,720000.0
1999-07-06,272000,274500,270000,274500,870,197640.0,720000.0
1999-07-07,274000,274000,249000,255000,1330,183600.0,720000.0
1999-07-08,235000,250000,235000,245000,4580,176400.0,720000.0
1999-07-09,245000,265000,235000,250000,3400,180000.0,720000.0
1999-07-12,260000,260000,230000,230000,1120,165600.0,720000.0
1999-07-13,216500,220000,216500,219500,1050,158040.0,720000.0
1999-07-14,219500,219500,219500,219500,0,158040.0,720000.0
1999-07-15,210500,215000,210500,212000,410,152640.0,720000.0
1999-07-16,225000,230000,225000,225000,410,162000.0,720000.0
1999-07-19,225000,225000,210000,210000,810,151200.0,720000.0
1999-07-20,210000,214500,204000,210000,1530,151200.0,720000.0
1999-07-21,210000,210000,200500,205000,1150,147600.0,720000.0
1999-07-22,205000,205000,197500,199000,3030,143280.0,720000.0
1999-07-23,199000,200000,190000,190000,820,136800.0,720000.0
1999-07-26,183500,183500,180000,180000,770,129600.0,720000.0
1999-07-27,165000,204000,165000,194500,330,140040.0,720000.0
1999-07-28,194000,210000,170000,210000,5100,151200.0,720000.0
1999-07-29,210000,215000,210000,213000,1470,153360.0,720000.0
1999-07-30,192000,220000,192000,200000,420,144000.0,720000.0
1999-08-02,215000,215000,195000,196000,810,141120.0,720000.0
1999-08-03,190000,209000,190000,196000,4320,141120.0,720000.0
1999-08-04,196500,209000,196500,209000,130,150480.0,720000.0
1999-08-05,191000,204000,191000,200000,130,144000.0,720000.0
1999-08-06,200000,205000,190000,200000,3000,144000.0,720000.0
1999-08-09,193000,209000,193000,209000,1080,150480.0,720000.0
1999-08-10,209000,215000,200000,215000,2430,154800.0,720000.0
1999-08-11,215000,215000,203000,211500,270,152280.0,720000.0
1999-08-12,211500,211500,205000,211000,2020,151920.0,720000.0
1999-08-13,211000,211000,210000,210000,220,151200.0,720000.0
1999-08-16,206000,220000,206000,220000,3570,158400.0,720000.0
1999-08-17,230000,230000,200000,210000,1310,151200.0,720000.0
1999-08-18,201000,204000,195500,195500,170,140760.0,720000.0
1999-08-19,190000,220000,190000,220000,390,158400.0,720000.0
1999-08-20,202000,235500,202000,235500,400,169560.0,720000.0
1999-08-23,220000,220000,206000,207000,1030,149040.0,720000.0
1999-08-24,218000,222000,208000,208000,1250,149760.0,720000.0
1999-08-25,209500,210000,205000,206000,840,148320.0,720000.0
1999-08-26,206000,207000,202000,202000,640,145440.0,720000.0
1999-08-27,202000,205000,197000,197000,2730,141840.0,720000.0
1999-08-30,197000,209000,197000,206000,620,148320.0,720000.0
1999-08-31,200000,209000,200000,200000,1190,144000.0,720000.0
1999-09-01,193000,210000,192000,192000,540,138240.0,720000.0
1999-09-02,190000,190000,187000,190000,740,136800.0,720000.0
1999-09-03,190000,196000,190000,196000,5370,141120.0,720000.0
1999-09-06,196000,200000,196000,200000,450,144000.0,720000.0
1999-09-07,204000,210000,200000,205000,4110,147600.0,720000.0
1999-09-08,200000,202000,200000,201000,560,144720.0,720000.0
1999-09-09,200000,200500,200000,200000,120,144000.0,720000.0
1999-09-10,200000,206000,200000,201000,4090,144720.0,720000.0
1999-09-13,195000,201000,190000,192000,3160,138240.0,720000.0
1999-09-14,192000,193000,165000,187000,8620,134640.0,720000.0
1999-09-15,190000,191000,185000,190000,2290,136800.0,720000.0
1999-09-16,190000,192000,182000,186000,2220,133920.0,720000.0
1999-09-17,186000,189000,182000,189000,1100,136080.0,720000.0
1999-09-20,203000,203000,189000,189000,1090,136080.0,720000.0
1999-09-21,189000,190000,185500,188000,440,135360.0,720000.0
1999-09-22,188000,188000,185000,185000,400,133200.0,720000.0
1999-09-27,185000,190000,185000,187000,1120,134640.0,720000.0
1999-09-28,187000,195000,186000,188000,2970,135360.0,720000.0
1999-09-29,190000,193000,188000,190000,600,136800.0,720000.0
1999-09-30,190500,190500,179500,179500,250,129240.0,720000.0
1999-10-01,184000,188500,184000,187000,670,134640.0,720000.0
1999-10-04,185000,185000,185000,185000,790,133200.0,720000.0
1999-10-05,190000,190000,185000,189000,670,136080.0,720000.0
1999-10-06,185000,189000,185000,189000,120,136080.0,720000.0
1999-10-07,189000,189000,189000,189000,70,136080.0,720000.0
1999-10-08,190500,190500,182000,182000,70,131040.0,720000.0
1999-10-11,188000,188000,185000,185000,470,133200.0,720000.0
1999-10-12,185000,185000,183500,183500,150,132120.0,720000.0
1999-10-13,184000,185000,184000,185000,130,133200.0,720000.0
1999-10-14,185000,188000,185000,187500,370,135000.0,720000.0
1999-10-15,187500,190500,187500,190500,360,137160.0,720000.0
1999-10-18,190500,192000,189000,192000,270,138240.0,720000.0
1999-10-19,190000,190000,188000,188000,190,135360.0,720000.0
1999-10-20,191000,191000,191000,191000,70,137520.0,720000.0
1999-10-21,193000,193000,190000,190000,560,136800.0,720000.0
1999-10-22,190000,191000,190000,190000,840,136800.0,720000.0
1999-10-25,190000,190500,189500,190000,660,136800.0,720000.0
1999-10-26,190000,190000,190000,190000,0,136800.0,720000.0
1999-10-27,190000,190000,185000,190000,60,136800.0,720000.0
1999-10-28,190000,196000,190000,196000,80,141120.0,720000.0
1999-10-29,196500,202000,196000,200000,3310,144000.0,720000.0
1999-11-01,193000,203000,193000,200000,300,144000.0,720000.0
1999-11-02,201000,204000,201000,202500,70,145800.0,720000.0
1999-11-03,203000,203000,202000,202000,340,145440.0,720000.0
1999-11-04,205000,205000,200000,200000,110,144000.0,720000.0
1999-11-05,200000,200000,193000,194000,200,139680.0,720000.0
1999-11-08,196500,200000,196000,199500,170,143640.0,720000.0
1999-11-09,200000,209000,200000,200000,640,144000.0,720000.0
1999-11-10,200000,200000,193000,199000,820,143280.0,720000.0
1999-11-11,199000,200000,199000,200000,370,144000.0,720000.0
1999-11-12,197000,199500,191000,195000,160,140400.0,720000.0
1999-11-15,199000,204000,199000,199000,320,143280.0,720000.0
1999-11-16,202000,202000,200000,200500,90,144360.0,720000.0
1999-11-17,200000,200000,195500,200000,860,144000.0,720000.0
1999-11-18,197000,197000,195000,195000,50,140400.0,720000.0
1999-11-19,197000,202000,197000,201500,280,145080.0,720000.0
1999-11-22,200000,204000,200000,204000,130,146880.0,720000.0
1999-11-23,207000,207000,200000,205000,1250,147600.0,720000.0
1999-11-24,205000,206000,200000,206000,990,148320.0,720000.0
1999-11-25,206000,206000,203000,204000,1270,146880.0,720000.0
1999-11-26,200000,204000,200000,204000,30,146880.0,720000.0
1999-11-29,205000,205000,201000,201000,90,144720.0,720000.0
1999-11-30,201000,203000,200000,202000,1260,145440.0,720000.0
1999-12-01,206000,206000,204000,206000,180,148320.0,720000.0
1999-12-02,205000,205000,205000,205000,30,147600.0,720000.0
1999-12-03,203000,203000,203000,203000,1000,146160.0,720000.0
1999-12-06,201000,205000,200000,201000,100,144720.0,720000.0
1999-12-07,201000,204000,200500,204000,820,146880.0,720000.0
1999-12-08,201000,205000,201000,202500,30,145800.0,720000.0
1999-12-09,202000,202000,202000,202000,10,145440.0,720000.0
1999-12-10,200000,210000,200000,210000,1780,151200.0,720000.0
1999-12-13,207000,240000,207000,240000,3050,172800.0,720000.0
1999-12-14,250000,250000,220000,250000,730,180000.0,720000.0
1999-12-15,212500,228000,212500,212500,1010,153000.0,720000.0
1999-12-16,200500,200500,200500,200500,30,144360.0,720000.0
1999-12-17,200500,215000,200500,215000,120,154800.0,720000.0
1999-12-20,202000,224500,202000,224500,1020,161640.0,720000.0
1999-12-21,230000,230000,230000,230000,30,165600.0,720000.0
1999-12-22,230000,230000,230000,230000,10,165600.0,720000.0
1999-12-23,205000,205000,200000,200000,890,144000.0,720000.0
1999-12-24,200500,200500,200500,200500,20,144360.0,720000.0
1999-12-27,215000,220000,201000,207500,1450,149400.0,720000.0
1999-12-28,218000,218000,218000,218000,60,156960.0,720000.0
2000-01-04,218000,218000,215000,218000,910,156960.0,720000.0
2000-01-05,215000,215000,210000,210000,60,151200.0,720000.0
2000-01-06,210000,210000,210000,210000,0,151200.0,720000.0
2000-01-07,213000,217000,210000,210000,160,151200.0,720000.0
2000-01-10,213000,213000,213000,213000,0,153360.0,720000.0
2000-01-11,213000,213000,213000,213000,80,153360.0,720000.0
2000-01-12,213000,213000,213000,213000,0,153360.0,720000.0
2000-01-13,220000,244500,220000,244500,470,176040.0,720000.0
2000-01-14,249000,249000,220000,242000,260,174240.0,720000.0
2000-01-17,242000,242000,242000,242000,0,174240.0,720000.0
2000-01-18,225000,225000,225000,225000,50,162000.0,720000.0
2000-01-19,225000,230000,225000,225000,610,162000.0,720000.0
2000-01-20,210000,210000,210000,210000,30,151200.0,720000.0
2000-01-21,210000,210000,210000,210000,0,,
2000-01-24,210500,210500,210000,210000,140,151200.0,720000.0
2000-01-25,213000,213000,213000,213000,0,,
2000-01-26,212000,235000,212000,235000,70,169200.0,720000.0
2000-01-27,235000,235000,235000,235000,10,169200.0,720000.0
2000-01-28,211500,235000,211500,235000,110,169200.0,720000.0
2000-01-31,210000,225000,210000,225000,250,162000.0,720000.0
2000-02-01,225000,225000,225000,225000,10,162000.0,720000.0
2000-02-02,225000,235000,225000,235000,180,169200.0,720000.0
2000-02-03,230000,230000,230000,230000,120,165600.0,720000.0
2000-02-07,214000,230000,214000,216000,110,155520.0,720000.0
2000-02-08,216500,227500,216500,227500,60,163800.0,720000.0
2000-02-09,227000,230000,227000,230000,170,165600.0,720000.0
2000-02-10,220000,240000,211000,240000,370,172800.0,720000.0
2000-02-11,240000,240000,240000,240000,40,172800.0,720000.0
2000-02-14,250000,250000,225000,230000,1660,165600.0,720000.0
2000-02-15,220000,220000,212500,212500,30,153000.0,720000.0
2000-02-16,220000,220000,210000,210000,290,151200.0,720000.0
2000-02-17,220000,220000,212000,213000,40,153360.0,720000.0
2000-02-18,216000,216000,215000,215000,120,154800.0,720000.0
2000-02-21,215000,215000,212000,212000,50,152640.0,720000.0
2000-02-22,210000,215000,210000,214000,100,154080.0,720000.0
2000-02-23,230000,235000,230000,235000,20,169200.0,720000.0
2000-02-24,215000,235000,211500,235000,570,169200.0,720000.0
2000-02-25,215000,235000,215000,216500,330,155880.0,720000.0
2000-02-28,216500,216500,215000,215000,110,154800.0,720000.0
2000-02-29,215000,230000,212000,215000,840,154800.0,720000.0
2000-03-02,217000,224000,215500,220000,70,158400.0,720000.0
2000-03-03,217000,217000,215000,215000,630,154800.0,720000.0
2000-03-06,216500,220000,216000,216000,50,155520.0,720000.0
2000-03-07,215000,215000,210000,210500,1080,151560.0,720000.0
2000-03-08,210000,210500,209500,210000,2430,151200.0,720000.0
2000-03-09,210500,210500,209000,210000,1400,151200.0,720000.0
2000-03-10,215000,215000,210000,211000,830,151920.0,720000.0
2000-03-13,211000,222000,211000,213000,480,153360.0,720000.0
2000-03-14,221000,221000,220000,220000,280,158400.0,720000.0
2000-03-15,221000,225000,220000,223000,620,160560.0,720000.0
2000-03-16,230000,230000,215500,215500,90,155160.0,720000.0
2000-03-17,216000,220000,216000,220000,610,158400.0,720000.0
2000-03-20,227000,229000,215000,217000,1130,156240.0,720000.0
2000-03-21,215000,219000,210000,219000,270,157680.0,720000.0
2000-03-22,223000,230000,220000,230000,3330,165600.0,720000.0
2000-03-23,245000,245000,230000,230000,410,165600.0,720000.0
2000-03-24,232000,255000,232000,255000,610,183600.0,720000.0
2000-03-27,250000,252000,250000,252000,70,181440.0,720000.0
2000-03-28,251000,251000,245000,248000,90,178560.0,720000.0
2000-03-29,250000,275000,250000,270000,720,194400.0,720000.0
2000-03-30,280500,310500,280500,310000,870,223200.0,720000.0
2000-03-31,330000,356500,330000,356500,910,256680.0,720000.0
2000-04-03,350000,350000,303500,303500,1040,218520.0,720000.0
2000-04-04,260500,265000,258000,258000,1140,185760.0,720000.0
2000-04-06,275500,296500,260500,290000,1160,208800.0,720000.0
2000-04-07,291000,332000,291000,293000,680,210960.0,720000.0
2000-04-10,309000,309000,290000,291500,730,209880.0,720000.0
2000-04-11,290000,298000,286000,298000,1020,214560.0,720000.0
2000-04-12,304000,309000,290000,298000,160,214560.0,720000.0
2000-04-14,290000,290000,290000,290000,50,208800.0,720000.0
2000-04-17,246500,246500,246500,246500,400,177480.0,720000.0
2000-04-18,251000,262000,245000,249000,460,179280.0,720000.0
2000-04-19,254000,256000,251000,256000,60,184320.0,720000.0
2000-04-20,219000,250000,219000,249500,250,179640.0,720000.0
2000-04-21,250000,270000,249500,260000,800,187200.0,720000.0
2000-04-24,255000,258000,255000,258000,40,185760.0,720000.0
2000-04-25,257000,270000,252000,252000,420,181440.0,720000.0
2000-04-26,257000,257000,248000,249000,430,179280.0,720000.0
2000-04-27,250000,259000,250000,259000,330,186480.0,720000.0
2000-04-28,240000,260000,240000,259500,50,186840.0,720000.0
2000-05-02,265000,298000,265000,298000,230,214560.0,720000.0
2000-05-03,261000,296000,261000,290000,100,208800.0,720000.0
2000-05-04,270000,294000,270000,278500,650,200520.0,720000.0
2000-05-08,277000,277500,270000,272000,210,195840.0,720000.0
2000-05-09,280000,280000,274000,274000,110,197280.0,720000.0
2000-05-10,275000,275000,273500,273500,110,196920.0,720000.0
2000-05-12,270000,275000,270000,275000,70,198000.0,720000.0
2000-05-15,270500,275000,269000,271000,630,195120.0,720000.0
2000-05-16,280000,280000,278000,280000,160,201600.0,720000.0
2000-05-17,270000,281000,270000,270000,250,194400.0,720000.0
2000-05-18,242000,281000,242000,272000,190,195840.0,720000.0
2000-05-19,261500,270000,261000,262000,300,188640.0,720000.0
2000-05-22,273000,282000,273000,280000,320,201600.0,720000.0
2000-05-23,280500,290000,279000,290000,170,208800.0,720000.0
2000-05-24,290000,290000,270500,281000,110,202320.0,720000.0
2000-05-25,275000,279500,271000,272500,120,196200.0,720000.0
2000-05-26,273000,273000,271000,271000,30,195120.0,720000.0
2000-05-29,270000,270000,270000,270000,290,194400.0,720000.0
2000-05-30,270500,275000,270500,272000,150,195840.0,720000.0
2000-05-31,272000,278500,272000,275000,230,198000.0,720000.0
2000-06-01,271000,279000,271000,275000,190,198000.0,720000.0
2000-06-02,275000,275000,275000,275000,140,198000.0,720000.0
2000-06-05,276000,285000,275000,275000,620,198000.0,720000.0
2000-06-07,275500,281000,274500,281000,660,202320.0,720000.0
2000-06-08,282000,284000,242000,244000,3700,175680.0,720000.0
2000-06-09,259500,259500,250000,257000,1440,185040.0,720000.0
2000-06-12,261000,263500,260000,260000,690,187200.0,720000.0
2000-06-13,247000,270000,247000,255000,260,183600.0,720000.0
2000-06-14,255000,255000,250000,251000,340,180720.0,720000.0
2000-06-15,250000,251000,248000,249000,150,179280.0,720000.0
2000-06-16,249000,250000,249000,250000,120,180000.0,720000.0
2000-06-19,235000,252000,235000,252000,340,181440.0,720000.0
2000-06-20,259000,259000,250000,250000,30,180000.0,720000.0
2000-06-21,252000,256000,252000,255000,100,183600.0,720000.0
2000-06-22,257000,257000,250000,250000,110,180000.0,720000.0
2000-06-23,251000,251000,250000,251000,60,180720.0,720000.0
2000-06-26,255000,255000,240000,244500,340,176040.0,720000.0
2000-06-27,250000,250000,245000,246000,470,177120.0,720000.0
2000-06-28,246500,250000,245000,249000,170,179280.0,720000.0
2000-06-29,250000,250000,245000,245000,120,176400.0,720000.0
2000-06-30,250000,260000,250000,255000,530,183600.0,720000.0
2000-07-03,250500,258000,250000,257000,290,185040.0,720000.0
2000-07-04,257000,257000,246000,256000,440,184320.0,720000.0
2000-07-05,250000,256000,245000,250500,270,180360.0,720000.0
2000-07-06,246000,255000,246000,251000,140,180720.0,720000.0
2000-07-07,254000,255000,250000,255000,320,183600.0,720000.0
2000-07-10,252000,255000,252000,253000,180,182160.0,720000.0
2000-07-11,250000,255000,250000,254000,140,182880.0,720000.0
2000-07-12,254000,255000,253000,255000,210,183600.0,720000.0
2000-07-13,255000,255000,254000,255000,80,183600.0,720000.0
2000-07-14,253000,255000,251000,255000,220,183600.0,720000.0
2000-07-18,256000,256000,250000,256000,580,184320.0,720000.0
2000-07-19,260000,265000,255000,260000,630,187200.0,720000.0
2000-07-20,260000,261000,255000,255000,530,183600.0,720000.0
2000-07-21,255000,255000,255000,255000,70,183600.0,720000.0
2000-07-24,255000,260000,253000,256000,260,184320.0,720000.0
2000-07-25,218000,257000,218000,255000,540,183600.0,720000.0
2000-07-26,255000,255000,254000,254000,250,182880.0,720000.0
2000-07-27,255000,255000,255000,255000,210,183600.0,720000.0
2000-07-28,255000,255000,253000,254000,170,182880.0,720000.0
2000-07-31,240000,245000,240000,245000,30,176400.0,720000.0
2000-08-01,236000,247000,236000,245000,90,176400.0,720000.0
2000-08-02,243000,243000,243000,243000,20,174960.0,720000.0
2000-08-03,241500,248000,241000,241000,60,173520.0,720000.0
2000-08-04,241000,241000,241000,241000,0,173520.0,720000.0
2000-08-07,247000,247000,230000,230000,60,165600.0,720000.0
2000-08-08,230500,230500,230500,230500,0,165960.0,720000.0
2000-08-09,241000,249000,240000,247000,110,177840.0,720000.0
2000-08-10,250000,250000,250000,250000,440,180000.0,720000.0
2000-08-11,250000,252000,250000,252000,40,181440.0,720000.0
2000-08-14,240000,260000,240000,260000,890,187200.0,720000.0
2000-08-16,260000,260000,260000,260000,0,187200.0,720000.0
2000-08-17,264500,265000,255000,264500,340,190440.0,720000.0
2000-08-18,261000,275000,261000,263000,280,189360.0,720000.0
2000-08-21,263000,263000,263000,263000,300,189360.0,720000.0
2000-08-22,263000,263000,263000,263000,0,189360.0,720000.0
2000-08-23,260000,260000,260000,260000,10,187200.0,720000.0
2000-08-24,259000,259000,259000,259000,10,186480.0,720000.0
2000-08-25,259000,259000,259000,259000,0,186480.0,720000.0
2000-08-28,250500,255000,250500,255000,20,183600.0,720000.0
2000-08-29,252000,260000,252000,260000,20,187200.0,720000.0
2000-08-30,259500,259500,259500,259500,10,186840.0,720000.0
2000-08-31,273000,273000,259000,259000,20,186480.0,720000.0
2000-09-01,250000,255000,250000,255000,820,183600.0,720000.0
2000-09-04,257000,257000,252000,257000,1040,185040.0,720000.0
2000-09-05,257000,257000,257000,257000,10,185040.0,720000.0
2000-09-06,257000,257000,257000,257000,0,185040.0,720000.0
2000-09-07,255000,257000,255000,257000,60,185040.0,720000.0
2000-09-08,257000,257000,257000,257000,160,185040.0,720000.0
2000-09-14,255000,259000,230500,257000,160,185040.0,720000.0
2000-09-15,257000,257000,257000,257000,0,,
2000-09-18,240000,240000,240000,240000,30,172800.0,720000.0
2000-09-19,240000,260000,240000,260000,1010,187200.0,720000.0
2000-09-20,255000,260000,255000,260000,60,187200.0,720000.0
2000-09-21,255000,260000,255000,255000,940,183600.0,720000.0
2000-09-22,260000,261000,260000,260000,940,187200.0,720000.0
2000-09-25,260000,261000,256000,260000,710,187200.0,720000.0
2000-09-26,256000,260000,256000,260000,60,187200.0,720000.0
2000-09-27,257000,258000,257000,257000,70,185040.0,720000.0
2000-09-28,256000,256000,256000,256000,40,184320.0,720000.0
2000-09-29,255000,255000,255000,255000,340,183600.0,720000.0
2000-10-02,245000,245000,245000,245000,10,176400.0,720000.0
2000-10-04,245000,250000,244000,250000,540,180000.0,720000.0
2000-10-05,250000,270000,250000,260000,260,187200.0,720000.0
2000-10-06,250000,263000,250000,263000,40,189360.0,720000.0
2000-10-09,263000,263000,263000,263000,0,,
2000-10-10,255000,264000,250000,255000,410,183600.0,720000.0
2000-10-11,250000,250000,250000,250000,10,180000.0,720000.0
2000-10-12,246000,251000,235000,237000,210,170640.0,720000.0
2000-10-13,238000,240000,238000,240000,20,172800.0,720000.0
2000-10-16,249000,250000,241000,241000,80,173520.0,720000.0
2000-10-17,241000,241000,241000,241000,20,173520.0,720000.0
2000-10-18,240000,242000,240000,242000,840,174240.0,720000.0
2000-10-19,242000,242000,240000,240500,50,173160.0,720000.0
2000-10-20,240000,240000,240000,240000,350,172800.0,720000.0
2000-10-23,240000,240000,240000,240000,30,172800.0,720000.0
2000-10-24,240000,248000,239000,240000,760,172800.0,720000.0
2000-10-25,240000,240000,240000,240000,10,172800.0,720000.0
