코스맥스(192820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-09,176981,179906,175518,176981,24695,1633411.0,8999509.0
2015-12-10,175518,178443,172105,173081,49502,1597413.0,8999509.0
2015-12-11,173568,175518,168692,171131,38606,1579414.0,8999509.0
2015-12-14,167717,169668,163817,167718,51248,1547916.0,8999509.0
2015-12-15,168205,170643,167230,169668,26497,1565915.0,8999509.0
2015-12-16,172593,175031,171618,172106,35914,1588413.0,8999509.0
2015-12-17,175518,176981,173568,175031,31156,1615412.0,8999509.0
2015-12-18,175031,178443,172105,178444,38705,1646910.0,8999509.0
2015-12-21,178443,179419,174543,177469,23171,1637911.0,8999509.0
2015-12-22,176981,177956,171618,173081,41213,1597413.0,8999509.0
2015-12-23,174056,174056,170643,170643,61926,1574914.0,8999509.0
2015-12-24,171618,175031,166742,167230,62584,1543416.0,8999509.0
2015-12-28,166742,168692,163817,164305,52646,1516417.0,8999509.0
2015-12-29,166255,175031,164792,173568,79664,1601913.0,8999509.0
2015-12-30,175518,180394,172105,179419,66357,1655910.0,8999509.0
2016-01-04,180394,181369,177468,177469,36550,1637911.0,8999509.0
2016-01-05,175031,179419,173568,176006,38237,1624411.0,8999509.0
2016-01-06,176493,186732,173568,184782,89356,1705407.0,8999509.0
2016-01-07,183319,191607,182831,188683,103403,1741405.0,8999509.0
2016-01-08,186732,189170,182831,187220,56776,1727906.0,8999509.0
2016-01-11,187219,190145,183807,183807,37893,1696407.0,8999509.0
2016-01-12,185269,186732,183319,184782,21515,1705407.0,8999509.0
2016-01-13,185269,192095,185269,191608,60041,1768404.0,8999509.0
2016-01-14,188682,192095,184294,187220,40749,1727906.0,8999509.0
2016-01-15,189170,189657,176006,177956,82540,1642410.0,8999509.0
2016-01-18,174543,180394,172105,179419,34099,1655910.0,8999509.0
2016-01-19,184782,185269,177468,180394,54554,1664909.0,8999509.0
2016-01-20,180881,181856,173568,177469,95445,1637911.0,8999509.0
2016-01-21,176981,179419,171130,175519,61547,1619912.0,8999509.0
2016-01-22,176006,178931,173568,175519,41934,1619912.0,8999509.0
2016-01-25,176493,181369,175031,181369,44956,1673909.0,8999509.0
2016-01-26,181369,181856,176493,181857,37800,1678408.0,8999509.0
2016-01-27,183807,185757,180394,185757,53408,1714406.0,8999509.0
2016-01-28,184782,185269,179906,180394,31769,1664909.0,8999509.0
2016-01-29,180394,183807,178931,182344,37099,1682908.0,8999509.0
2016-02-01,184294,190145,182344,189658,88869,1750405.0,8999509.0
2016-02-02,190145,190145,180394,183320,65542,1691908.0,8999509.0
2016-02-03,180394,187219,176493,176494,119959,1628911.0,8999509.0
2016-02-04,177956,179419,175518,176981,57959,1633411.0,8999509.0
2016-02-05,178931,178931,175518,176494,26254,1628911.0,8999509.0
2016-02-11,167717,173568,167717,170156,53548,1570414.0,8999509.0
2016-02-12,168205,169180,147240,153579,176559,1417423.0,8999509.0
2016-02-15,156016,158941,141390,151629,185852,1399424.0,8999509.0
2016-02-16,151628,156504,130663,135539,493342,1250932.0,8999509.0
2016-02-17,135051,135539,118475,121888,775120,1124939.0,8999509.0
2016-02-18,122863,124813,117499,120913,558478,1115939.0,8999509.0
2016-02-19,119937,124325,118962,121400,260554,1120439.0,8999509.0
2016-02-22,122375,124813,119937,123838,251780,1142938.0,8999509.0
2016-02-23,126275,126763,117500,117988,320895,1088941.0,8999509.0
2016-02-24,117012,120912,115549,117500,179289,1084441.0,8999509.0
2016-02-25,121400,124813,119937,123838,352377,1142938.0,8999509.0
2016-02-26,122863,124325,121400,121888,130942,1124939.0,8999509.0
2016-02-29,123350,124325,118962,119938,194701,1106940.0,8999509.0
2016-03-02,123350,126763,121887,125301,270153,1156437.0,8999509.0
2016-03-03,125788,125788,121400,123838,154569,1142938.0,8999509.0
2016-03-04,123350,124813,122863,123351,83663,1138438.0,8999509.0
2016-03-07,123838,129688,123838,126276,261851,1165436.0,8999509.0
2016-03-08,126275,127738,121887,123838,154220,1142938.0,8999509.0
2016-03-09,124813,129688,123350,124813,211631,1151937.0,8999509.0
2016-03-10,125300,126275,124325,126276,84785,1165436.0,8999509.0
2016-03-11,126275,126763,124325,125788,82629,1160937.0,8999509.0
2016-03-14,127251,127738,122863,123351,143163,1138438.0,8999509.0
2016-03-15,123350,126763,122863,123351,165130,1138438.0,8999509.0
2016-03-16,125300,137489,124325,136515,549832,1259931.0,8999509.0
2016-03-17,138952,140414,131639,132127,353343,1219433.0,8999509.0
2016-03-18,133101,134564,130176,134077,162317,1237432.0,8999509.0
2016-03-21,134564,135539,131639,131639,129118,1214934.0,8999509.0
2016-03-22,130176,131639,125788,126763,177252,1169936.0,8999509.0
2016-03-23,127251,130176,126763,127251,146666,1174436.0,8999509.0
2016-03-24,126763,128713,123350,125301,141416,1156437.0,8999509.0
2016-03-25,125788,126763,122863,122863,126015,1133938.0,8999509.0
2016-03-28,123350,124325,121400,121400,79055,1120439.0,8999509.0
2016-03-29,121400,124813,119450,119938,163665,1106940.0,8999509.0
2016-03-30,121887,123350,119937,121400,103747,1120439.0,8999509.0
2016-03-31,120912,122863,120912,122376,80215,1129438.0,8999509.0
2016-04-01,121400,124325,120425,122863,98590,1133938.0,8999509.0
2016-04-04,122863,124325,119937,120425,144047,1111439.0,8999509.0
2016-04-05,120425,122375,119937,121888,67919,1124939.0,8999509.0
2016-04-06,120912,128713,120912,127251,188498,1174436.0,8999509.0
2016-04-07,127738,129688,125788,128714,114376,1187935.0,8999509.0
2016-04-08,127738,130663,127251,129689,97852,1196935.0,8999509.0
2016-04-11,130176,131639,128713,131151,82007,1210434.0,8999509.0
2016-04-12,130663,131151,125300,125301,121314,1156437.0,8999509.0
2016-04-14,126275,127738,121400,124813,116691,1151937.0,8999509.0
2016-04-15,124325,124813,122863,122863,99433,1133938.0,8999509.0
2016-04-18,124325,135051,124325,131151,391084,1210434.0,8999509.0
2016-04-19,132126,133101,127738,130176,158599,1201434.0,8999509.0
2016-04-20,130663,131151,127738,129201,90142,1192435.0,8999509.0
2016-04-21,129688,137489,129688,136515,264193,1259931.0,8999509.0
2016-04-22,136514,142365,135051,140415,214896,1295929.0,8999509.0
2016-04-25,143340,143340,137977,139440,131959,1286930.0,8999509.0
2016-04-26,139439,142365,135051,137002,150093,1264431.0,8999509.0
2016-04-27,136026,137977,132614,132614,98920,1223933.0,8999509.0
2016-04-28,132614,137977,132614,134077,90802,1237432.0,8999509.0
2016-04-29,133101,137002,132614,137002,63993,1264431.0,8999509.0
2016-05-02,138464,139439,133589,133589,88440,1232933.0,8999509.0
2016-05-03,134564,137002,133101,135052,87776,1246432.0,8999509.0
2016-05-04,133589,138952,133589,137002,104065,1264431.0,8999509.0
2016-05-09,138952,152116,138464,151141,467074,1394924.0,8999509.0
2016-05-10,153091,157479,150165,152116,357231,1403923.0,8999509.0
2016-05-11,153091,156016,152116,155042,142834,1430922.0,8999509.0
2016-05-12,153091,154553,151628,154066,98821,1421922.0,8999509.0
2016-05-13,154066,156991,152116,156504,92608,1444421.0,8999509.0
2016-05-16,154553,156504,152116,152604,64201,1408423.0,8999509.0
2016-05-17,155041,156016,152603,155042,74779,1430922.0,8999509.0
2016-05-18,153091,154066,146753,147241,136775,1358926.0,8999509.0
2016-05-19,147240,149190,143340,148216,96614,1367925.0,8999509.0
2016-05-20,150653,153578,147240,152116,69343,1403923.0,8999509.0
2016-05-23,152603,153578,148703,152604,77204,1408423.0,8999509.0
2016-05-24,151628,152116,146753,146753,70428,1354426.0,8999509.0
2016-05-25,148215,153091,146265,152604,95647,1408423.0,8999509.0
2016-05-26,152603,155041,151141,153091,58722,1412923.0,8999509.0
2016-05-27,154066,154066,150165,151141,47904,1394924.0,8999509.0
2016-05-30,150165,153091,149190,152116,54321,1403923.0,8999509.0
2016-05-31,151141,153578,150653,152116,49963,1403923.0,8999509.0
2016-06-01,152603,157966,151628,156992,102601,1448921.0,8999509.0
2016-06-02,156991,163329,155529,162842,121438,1502918.0,8999509.0
2016-06-03,162842,163817,161867,163817,78634,1511918.0,8999509.0
2016-06-07,163329,164792,162354,162842,63685,1502918.0,8999509.0
2016-06-08,163817,166742,158941,165768,83790,1529917.0,8999509.0
2016-06-09,164304,167717,160404,163330,107985,1507418.0,8999509.0
2016-06-10,163329,163817,157479,160405,70750,1480419.0,8999509.0
2016-06-13,157479,162842,156504,157479,55227,1453421.0,8999509.0
2016-06-14,155529,160404,155041,157479,56271,1453421.0,8999509.0
2016-06-15,156504,159429,156504,157967,38935,1457920.0,8999509.0
2016-06-16,158941,159917,155529,156504,80551,1444421.0,8999509.0
2016-06-17,157966,159917,156504,156992,40076,1448921.0,8999509.0
2016-06-20,157479,158454,155529,156992,28472,1448921.0,8999509.0
2016-06-21,157479,161867,157479,161380,71215,1489419.0,8999509.0
2016-06-22,160892,163329,159429,160892,52700,1484919.0,8999509.0
2016-06-23,158454,159429,156504,157479,72788,1453421.0,8999509.0
2016-06-24,159429,160404,143827,154066,151556,1421922.0,8999509.0
2016-06-27,150165,156016,149190,156017,75983,1439921.0,8999509.0
2016-06-28,155041,159917,154553,159429,64465,1471420.0,8999509.0
2016-06-29,160892,164792,160404,163817,85632,1511918.0,8999509.0
2016-06-30,165280,167717,164304,166255,70231,1534416.0,8999509.0
2016-07-01,166742,170155,166255,167718,69870,1547916.0,8999509.0
2016-07-04,167717,172593,167230,171131,90350,1579414.0,8999509.0
2016-07-05,171130,173080,167230,172593,75669,1592913.0,8999509.0
2016-07-06,172105,172593,165280,168205,110567,1552415.0,8999509.0
2016-07-07,169180,170155,164792,167230,94147,1543416.0,8999509.0
2016-07-08,167230,171618,155041,157967,231132,1457920.0,8999509.0
2016-07-11,156016,159429,151141,156992,196454,1448921.0,8999509.0
2016-07-12,157966,161379,156991,158454,81105,1462420.0,8999509.0
2016-07-13,160892,163817,158941,160405,82368,1480419.0,8999509.0
2016-07-14,160404,160892,156991,157479,37498,1453421.0,8999509.0
2016-07-15,159917,159917,156016,156992,57696,1448921.0,8999509.0
2016-07-18,157479,160892,156504,158942,66789,1466920.0,8999509.0
2016-07-19,161379,161867,156016,156992,59366,1448921.0,8999509.0
2016-07-20,156504,157479,153091,153579,76345,1417423.0,8999509.0
2016-07-21,152116,154066,147240,148703,140451,1372425.0,8999509.0
2016-07-22,148215,151628,146753,148216,75990,1367925.0,8999509.0
2016-07-25,147728,149190,141390,141390,141545,1304929.0,8999509.0
2016-07-26,143340,147728,142852,146266,83817,1349926.0,8999509.0
2016-07-27,148215,148703,139439,140902,108909,1300429.0,8999509.0
2016-07-28,141877,144802,140902,142853,55648,1318428.0,8999509.0
2016-07-29,141390,144315,140414,141390,43582,1304929.0,8999509.0
2016-08-01,140902,141390,136514,137977,113199,1273431.0,8999509.0
2016-08-02,137002,143827,136514,140415,70925,1295929.0,8999509.0
2016-08-03,138952,139439,135051,137977,85537,1273431.0,8999509.0
2016-08-04,138952,138952,135051,136515,46255,1259931.0,8999509.0
2016-08-05,136514,136514,126763,130176,218042,1201434.0,8999509.0
2016-08-08,129201,142365,129201,140902,177941,1300429.0,8999509.0
2016-08-09,143827,148215,140414,142853,193337,1318428.0,8999509.0
2016-08-10,143340,146753,142852,144315,83909,1331927.0,8999509.0
2016-08-11,145778,146265,142365,143340,51379,1322928.0,8999509.0
2016-08-12,143827,146753,143340,144315,40754,1331927.0,8999509.0
2016-08-16,146265,148703,145290,147728,95334,1363426.0,8999509.0
2016-08-17,146753,147728,143827,145290,60059,1340927.0,8999509.0
2016-08-18,146265,148215,141390,142365,78340,1313928.0,8999509.0
2016-08-19,142852,143827,137977,138952,77441,1282430.0,8999509.0
2016-08-22,139927,139927,136514,137490,57135,1268931.0,8999509.0
2016-08-23,137489,147240,137489,146266,113024,1349926.0,8999509.0
2016-08-24,147240,150165,146265,148216,70077,1367925.0,8999509.0
2016-08-25,148215,148703,142852,144315,49822,1331927.0,8999509.0
2016-08-26,145290,147240,142365,145290,36411,1340927.0,8999509.0
2016-08-29,144315,146753,142365,145290,37321,1340927.0,8999509.0
2016-08-30,145290,147240,143827,144803,33219,1336427.0,8999509.0
2016-08-31,143827,146265,142365,142853,29909,1318428.0,8999509.0
2016-09-01,141390,148703,141390,148703,72734,1372425.0,8999509.0
2016-09-02,149678,155041,148703,152116,130586,1403923.0,8999509.0
2016-09-05,154066,155041,147240,148703,70197,1372425.0,8999509.0
2016-09-06,149678,152603,147240,148216,43239,1367925.0,8999509.0
2016-09-07,147240,149190,146265,146266,41132,1349926.0,8999509.0
2016-09-08,146265,147728,143340,146266,51067,1349926.0,8999509.0
2016-09-09,147240,147240,143827,144315,39612,1331927.0,8999509.0
2016-09-12,142365,146753,141390,143340,46498,1322928.0,8999509.0
2016-09-13,144315,145290,139927,141878,59471,1309429.0,8999509.0
2016-09-19,140902,144315,140902,142853,62712,1318428.0,8999509.0
2016-09-20,142852,148215,142365,147241,91350,1358926.0,8999509.0
2016-09-21,146265,147728,144802,145778,27066,1345427.0,8999509.0
2016-09-22,146753,147728,145778,147241,32707,1358926.0,8999509.0
2016-09-23,147240,150165,147240,149191,43792,1376925.0,8999509.0
2016-09-26,150165,152116,148703,150654,45341,1390424.0,8999509.0
2016-09-27,150165,151628,147728,151141,34918,1394924.0,8999509.0
2016-09-28,149678,151141,147240,147241,46342,1358926.0,8999509.0
2016-09-29,147728,149190,143340,143340,79420,1322928.0,8999509.0
2016-09-30,141877,151141,139927,147728,143654,1363426.0,8999509.0
2016-10-04,150653,158454,150653,157967,210010,1457920.0,8999509.0
2016-10-05,159917,160404,155041,158942,114907,1466920.0,8999509.0
2016-10-06,159917,159917,154066,154554,60706,1426422.0,8999509.0
2016-10-07,155041,156016,148215,149191,69951,1376925.0,8999509.0
2016-10-10,149190,152603,148215,151141,66286,1394924.0,8999509.0
2016-10-11,152603,152603,146753,148216,75007,1367925.0,8999509.0
2016-10-12,148703,149678,147240,148703,33287,1372425.0,8999509.0
2016-10-13,147728,147728,144802,145778,43950,1345427.0,8999509.0
2016-10-14,146265,147240,142365,143340,66728,1322928.0,8999509.0
2016-10-17,143827,144802,140902,140902,44189,1300429.0,8999509.0
2016-10-18,141390,143827,140414,141390,45339,1304929.0,8999509.0
2016-10-19,141877,143340,139927,143340,34415,1322928.0,8999509.0
2016-10-20,144802,144802,141390,142853,41266,1318428.0,8999509.0
2016-10-21,142852,142852,141390,141390,37937,1304929.0,8999509.0
2016-10-24,128226,129688,120912,126276,453092,1165436.0,8999509.0
2016-10-25,123838,125788,111649,115550,439024,1066442.0,8999509.0
2016-10-26,114087,118962,114087,116037,207482,1070942.0,8999509.0
2016-10-27,118475,122375,117500,118475,109862,1093440.0,8999509.0
2016-10-28,117500,119937,117012,117500,54816,1084441.0,8999509.0
2016-10-31,117012,118962,112136,112624,88769,1039443.0,8999509.0
2016-11-01,113599,116037,111161,113600,59152,1048443.0,8999509.0
2016-11-02,114574,114574,110186,110674,60197,1021444.0,8999509.0
2016-11-03,110186,115549,108724,115062,79146,1061942.0,8999509.0
2016-11-04,116037,120425,115062,116037,96798,1070942.0,8999509.0
2016-11-07,118475,119450,113599,113600,63300,1048443.0,8999509.0
2016-11-08,112624,117987,112136,117500,80623,1084441.0,8999509.0
2016-11-09,119500,122000,112500,120500,117053,1084441.0,8999509.0
2016-11-10,121000,128000,121000,128000,105151,1151937.0,8999509.0
2016-11-11,127000,129000,124000,126500,44226,1138438.0,8999509.0
2016-11-14,129000,129000,122000,122500,60733,1102440.0,8999509.0
2016-11-15,123000,123000,118500,120000,62647,1079941.0,8999509.0
2016-11-16,119500,122500,119500,122500,30093,1102440.0,8999509.0
2016-11-17,122500,122500,118500,118500,51252,1066442.0,8999509.0
2016-11-18,117000,118000,112500,113500,122660,1021444.0,8999509.0
2016-11-21,112000,112000,104500,107000,137680,962947.0,8999509.0
2016-11-22,107000,108000,102000,104500,119863,940449.0,8999509.0
2016-11-23,104500,107500,100500,101000,123144,908950.0,8999509.0
2016-11-24,101500,101500,95100,97300,182298,875652.0,8999509.0
2016-11-25,97300,102000,97100,99300,106951,893651.0,8999509.0
2016-11-28,99300,99700,97900,98000,74093,881952.0,8999509.0
2016-11-29,98400,107000,97200,106000,197254,953948.0,8999509.0
2016-11-30,106500,108000,102500,104000,132110,935949.0,8999509.0
2016-12-01,104000,107000,102500,104000,90069,935949.0,8999509.0
2016-12-02,104500,105500,101500,102000,68757,917950.0,8999509.0
2016-12-05,103500,105500,102000,103500,44042,931449.0,8999509.0
2016-12-06,104500,105000,99400,102000,86540,917950.0,8999509.0
2016-12-07,102500,105000,102000,102000,44579,917950.0,8999509.0
2016-12-08,103000,105500,102500,105500,69962,949448.0,8999509.0
2016-12-09,108500,116000,106500,115000,195222,1034944.0,8999509.0
2016-12-12,117000,117500,111500,114500,111520,1030444.0,8999509.0
2016-12-13,114000,114500,112000,113000,52201,1016945.0,8999509.0
2016-12-14,114000,115000,111500,112000,59610,1007945.0,8999509.0
2016-12-15,111500,117500,110500,116000,91710,1043943.0,8999509.0
2016-12-16,114500,120500,114500,120000,103108,1079941.0,8999509.0
2016-12-19,119500,119500,115500,119000,62700,1070942.0,8999509.0
2016-12-20,119000,119000,116500,116500,45199,1048443.0,8999509.0
2016-12-21,116000,118500,116000,116500,32358,1048443.0,8999509.0
2016-12-22,115500,120500,115500,118000,66461,1061942.0,8999509.0
2016-12-23,119500,124000,117500,123500,74983,1111439.0,8999509.0
2016-12-26,124000,126000,123000,124500,54812,1120439.0,8999509.0
2016-12-27,125000,125000,117500,118500,92588,1066442.0,8999509.0
2016-12-28,117500,121000,117500,119000,47382,1070942.0,8999509.0
2016-12-29,117500,123500,117000,119500,72970,1075441.0,8999509.0
2017-01-02,117000,119000,111000,112500,68230,1012445.0,8999509.0
2017-01-03,112500,117500,111000,116500,52369,1170768.0,10049509.0
2017-01-04,116500,118500,114500,117500,51335,1180817.0,10049509.0
2017-01-05,117000,121500,116000,120500,52240,1210966.0,10049509.0
2017-01-06,121000,125500,119500,123500,80952,1241114.0,10049509.0
2017-01-09,123500,123500,117000,117000,81389,1175793.0,10049509.0
2017-01-10,116000,116000,112000,113500,91521,1140619.0,10049509.0
2017-01-11,112000,114500,110000,113500,80761,1140619.0,10049509.0
2017-01-12,113500,116000,112500,115000,53295,1155694.0,10049509.0
2017-01-13,115500,121000,115500,120500,109545,1210966.0,10049509.0
2017-01-16,120500,126000,120500,125000,126177,1256189.0,10049509.0
2017-01-17,126500,127500,121500,125000,72918,1256189.0,10049509.0
2017-01-18,125000,127000,123500,125500,48635,1261213.0,10049509.0
2017-01-19,125500,129000,124000,128000,59128,1286337.0,10049509.0
2017-01-20,128000,132500,127000,128500,74716,1291362.0,10049509.0
2017-01-23,129500,130000,126500,127500,49168,1281312.0,10049509.0
2017-01-24,129000,135500,127500,133000,105848,1336585.0,10049509.0
2017-01-25,135000,136500,131000,132000,84909,1326535.0,10049509.0
2017-01-26,133500,133500,128000,129500,49740,1301411.0,10049509.0
2017-01-31,126500,132000,126500,131000,48355,1316486.0,10049509.0
2017-02-01,131500,132500,125500,127500,83376,1281312.0,10049509.0
2017-02-02,128500,129500,123000,123500,74523,1241114.0,10049509.0
2017-02-03,123500,127000,121000,124500,82205,1251164.0,10049509.0
2017-02-06,124500,126000,121500,124500,39756,1251164.0,10049509.0
2017-02-07,125500,126500,123000,124500,29605,1251164.0,10049509.0
2017-02-08,124500,124500,119000,120000,70921,1205941.0,10049509.0
2017-02-09,119000,124500,119000,124000,42013,1246139.0,10049509.0
2017-02-10,126000,127500,123500,127000,63237,1276288.0,10049509.0
2017-02-13,127500,132000,126500,130000,90666,1306436.0,10049509.0
2017-02-14,131000,140000,126500,140000,263143,1406931.0,10049509.0
2017-02-15,141000,152000,140500,145500,250880,1462204.0,10049509.0
2017-02-16,145500,147500,140500,145000,139998,1457179.0,10049509.0
2017-02-17,145000,146500,139500,139500,78540,1401907.0,10049509.0
2017-02-20,139500,143000,138000,139500,51632,1401907.0,10049509.0
2017-02-21,139500,141000,136000,137000,74180,1376783.0,10049509.0
2017-02-22,137000,139000,135500,137000,64549,1376783.0,10049509.0
2017-02-23,137000,140000,136000,139000,77573,1396882.0,10049509.0
2017-02-24,139500,149500,139000,148500,185398,1492352.0,10049509.0
2017-02-27,148500,150000,142000,142500,105555,1432055.0,10049509.0
2017-02-28,142500,145000,141500,143500,97804,1442105.0,10049509.0
2017-03-02,145000,147500,137500,137500,142028,1381807.0,10049509.0
2017-03-03,133500,134000,127500,132500,196508,1331560.0,10049509.0
2017-03-06,129000,135000,128000,134000,124464,1346634.0,10049509.0
2017-03-07,134000,136000,129500,130000,79924,1306436.0,10049509.0
2017-03-08,129500,135500,129500,133500,76380,1341609.0,10049509.0
2017-03-09,136000,140500,133500,134000,92764,1346634.0,10049509.0
2017-03-10,135500,140000,132000,133000,127670,1336585.0,10049509.0
2017-03-13,134500,141500,134000,137000,137779,1376783.0,10049509.0
2017-03-14,140000,140000,133000,133500,110842,1341609.0,10049509.0
2017-03-15,133500,135000,131500,132500,37837,1331560.0,10049509.0
2017-03-16,133500,136000,131500,134000,39331,1346634.0,10049509.0
2017-03-17,135000,138000,133500,135000,56066,1356684.0,10049509.0
2017-03-20,135500,136000,131500,133500,38758,1341609.0,10049509.0
2017-03-21,135000,135000,131500,132000,37326,1326535.0,10049509.0
2017-03-22,131000,134500,131000,132500,43818,1331560.0,10049509.0
2017-03-23,132000,133500,129000,129500,69771,1301411.0,10049509.0
2017-03-24,131500,138000,131000,136000,138648,1366733.0,10049509.0
2017-03-27,135500,138500,134500,136000,65016,1366733.0,10049509.0
2017-03-28,137000,142000,135500,140500,135896,1411956.0,10049509.0
2017-03-29,143000,143000,137000,137500,72618,1381807.0,10049509.0
2017-03-30,138000,139500,135000,136500,54859,1371758.0,10049509.0
2017-03-31,136500,138000,135500,136000,54625,1366733.0,10049509.0
2017-04-03,136500,140000,136000,139000,115936,1396882.0,10049509.0
2017-04-04,138500,144500,137000,142000,117623,1427030.0,10049509.0
2017-04-05,143500,146000,139500,140000,96420,1406931.0,10049509.0
2017-04-06,140000,141000,137500,138000,45689,1386832.0,10049509.0
2017-04-07,140000,142000,138000,138500,52771,1391857.0,10049509.0
2017-04-10,136500,136500,133000,134500,73006,1351659.0,10049509.0
2017-04-11,135000,136500,133000,134000,42875,1346634.0,10049509.0
2017-04-12,134000,134000,131500,132500,67711,1331560.0,10049509.0
2017-04-13,132500,139000,132500,139000,156447,1396882.0,10049509.0
2017-04-14,138500,139000,136500,138000,48189,1386832.0,10049509.0
2017-04-17,139500,143500,139500,143000,187076,1437080.0,10049509.0
2017-04-18,143500,144000,139000,139500,60017,1401907.0,10049509.0
2017-04-19,139500,143000,138000,143000,51673,1437080.0,10049509.0
2017-04-20,143000,147500,141500,147000,140042,1477278.0,10049509.0
2017-04-21,147000,149000,145000,148000,131160,1487327.0,10049509.0
2017-04-24,148000,148000,144500,146500,97436,1472253.0,10049509.0
2017-04-25,146500,147000,143000,144500,85484,1452154.0,10049509.0
2017-04-26,144500,146500,142500,142500,93029,1432055.0,10049509.0
2017-04-27,142500,144000,140500,144000,46648,1447129.0,10049509.0
2017-04-28,142500,144000,141000,142000,43686,1427030.0,10049509.0
2017-05-02,141000,144000,138000,142000,160527,1427030.0,10049509.0
2017-05-04,141000,149500,141000,149000,102942,1497377.0,10049509.0
2017-05-08,150500,154500,149500,151000,62073,1517476.0,10049509.0
2017-05-10,154000,154500,150500,152500,120483,1532550.0,10049509.0
2017-05-11,152500,161500,152000,158500,205992,1592847.0,10049509.0
2017-05-12,145500,145500,130500,131000,1112171,1316486.0,10049509.0
2017-05-15,132500,136000,129500,130000,503946,1306436.0,10049509.0
2017-05-16,131000,132000,129000,130000,224754,1306436.0,10049509.0
2017-05-17,131500,136500,131500,133000,303709,1336585.0,10049509.0
2017-05-18,131000,134500,130500,133500,200689,1341609.0,10049509.0
2017-05-19,135500,135500,132500,134000,154344,1346634.0,10049509.0
2017-05-22,134500,135500,131500,132000,174291,1326535.0,10049509.0
2017-05-23,131500,132000,129000,129000,173489,1296387.0,10049509.0
2017-05-24,129500,129500,124000,126000,421529,1266238.0,10049509.0
2017-05-25,126500,128000,124000,125000,192212,1256189.0,10049509.0
2017-05-26,125500,128000,124500,128000,133776,1286337.0,10049509.0
2017-05-29,128500,130000,126000,127000,107947,1276288.0,10049509.0
2017-05-30,127000,128500,125500,128000,67892,1286337.0,10049509.0
2017-05-31,128000,128000,127000,128000,56920,1286337.0,10049509.0
2017-06-01,128000,128000,124500,126000,190803,1266238.0,10049509.0
2017-06-02,126000,126000,123000,124000,122873,1246139.0,10049509.0
2017-06-05,121500,123000,121000,122000,132254,1226040.0,10049509.0
2017-06-07,122500,124500,121500,121500,122889,1221015.0,10049509.0
2017-06-08,122000,122500,120000,120500,97204,1210966.0,10049509.0
2017-06-09,122500,125500,122000,124500,117481,1251164.0,10049509.0
2017-06-12,125000,125000,122000,122500,63451,1231065.0,10049509.0
2017-06-13,122000,123000,119500,121500,136015,1221015.0,10049509.0
2017-06-14,121000,121500,119000,119500,122143,1200916.0,10049509.0
2017-06-15,120000,121500,116000,116500,173573,1170768.0,10049509.0
2017-06-16,117000,117000,113500,115000,161131,1155694.0,10049509.0
2017-06-19,116500,116500,110500,110500,173231,1110471.0,10049509.0
2017-06-20,113000,113000,110000,110500,124491,1110471.0,10049509.0
2017-06-21,110000,115000,109500,113000,85312,1135595.0,10049509.0
2017-06-22,114000,114500,110500,113000,60576,1135595.0,10049509.0
2017-06-23,115000,119500,114500,119000,142208,1195892.0,10049509.0
2017-06-26,119000,119500,115500,116500,60644,1170768.0,10049509.0
2017-06-27,117500,122500,117000,120000,123753,1205941.0,10049509.0
2017-06-28,120500,122500,118500,120000,72507,1205941.0,10049509.0
2017-06-29,119000,119000,112000,112500,201340,1130570.0,10049509.0
2017-06-30,112500,115000,111500,115000,73141,1155694.0,10049509.0
2017-07-03,115000,115000,113000,114500,58635,1150669.0,10049509.0
2017-07-04,113000,117000,112000,113500,75594,1140619.0,10049509.0
2017-07-05,112000,114000,112000,112000,40048,1125545.0,10049509.0
2017-07-06,112500,114500,111500,112500,55677,1130570.0,10049509.0
2017-07-07,112500,112500,107500,109500,129591,1100421.0,10049509.0
2017-07-10,108500,109000,103500,104000,185555,1045149.0,10049509.0
2017-07-11,104000,108000,102000,103000,148515,1035099.0,10049509.0
2017-07-12,102500,107500,102000,105500,129851,1060223.0,10049509.0
2017-07-13,105500,107000,103000,106500,99049,1070273.0,10049509.0
2017-07-14,105500,106000,103500,104000,81393,1045149.0,10049509.0
2017-07-17,104500,108000,104500,105000,103702,1055198.0,10049509.0
2017-07-18,106000,107000,105000,106500,94520,1070273.0,10049509.0
2017-07-19,106500,109500,105500,109000,93720,1095396.0,10049509.0
2017-07-20,109000,109500,106000,106500,67486,1070273.0,10049509.0
2017-07-21,106500,106500,104500,105000,62232,1055198.0,10049509.0
2017-07-24,104500,105500,102000,102500,94176,1030075.0,10049509.0
2017-07-25,102500,105000,102000,104000,49698,1045149.0,10049509.0
2017-07-26,104000,109000,104000,106500,137348,1070273.0,10049509.0
2017-07-27,106500,109500,105500,109500,89746,1100421.0,10049509.0
2017-07-28,109500,110500,107500,109000,82051,1095396.0,10049509.0
2017-07-31,105500,107500,103500,103500,116628,1040124.0,10049509.0
2017-08-01,103500,105500,103500,105500,51077,1060223.0,10049509.0
2017-08-02,106000,109500,105500,108500,70649,1090372.0,10049509.0
2017-08-03,108000,109000,105500,106000,81472,1065248.0,10049509.0
2017-08-04,105000,107000,103500,104000,88220,1045149.0,10049509.0
2017-08-07,104000,107000,104000,106000,82117,1065248.0,10049509.0
2017-08-08,106500,107000,103500,104500,83083,1050174.0,10049509.0
