크라운해태홀딩스(005740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-09,4384,4384,4314,4315,1216,118913.0,1473524.0
2010-06-10,4330,4384,4314,4384,909,120829.0,1473524.0
2010-06-11,4384,4544,4330,4464,2087,123039.0,1473524.0
2010-06-14,4544,4544,4490,4523,1778,124660.0,1473524.0
2010-06-15,4619,4651,4549,4550,1817,125397.0,1473524.0
2010-06-16,4651,4651,4544,4619,455,127312.0,1473524.0
2010-06-17,4651,4699,4651,4699,3235,129523.0,1473524.0
2010-06-18,4752,4774,4640,4705,2193,129670.0,1473524.0
2010-06-21,4608,4694,4608,4689,1407,129228.0,1473524.0
2010-06-22,4704,4704,4651,4705,335,129670.0,1473524.0
2010-06-23,4704,4704,4646,4651,593,128197.0,1473524.0
2010-06-24,4678,5346,4678,5346,12704,147352.0,1473524.0
2010-06-25,5373,5667,5137,5507,7725,151773.0,1473524.0
2010-06-28,5399,5453,5223,5239,3184,144405.0,1473524.0
2010-06-29,5346,5346,5180,5239,1488,144405.0,1473524.0
2010-06-30,5030,5212,5025,5186,896,142932.0,1473524.0
2010-07-01,5084,5282,4956,5133,543,141458.0,1473524.0
2010-07-02,5132,5132,4950,5042,512,138953.0,1473524.0
2010-07-05,4977,5095,4977,5047,235,139101.0,1473524.0
2010-07-06,4972,5046,4859,5047,702,139101.0,1473524.0
2010-07-07,5046,5046,4918,5010,317,138069.0,1473524.0
2010-07-08,5159,5159,4972,5015,414,138217.0,1473524.0
2010-07-09,5185,5185,5014,5159,807,142195.0,1473524.0
2010-07-12,5153,5292,5153,5288,1148,145732.0,1473524.0
2010-07-13,5292,5330,5079,5116,1280,141016.0,1473524.0
2010-07-14,5185,5292,5100,5272,2805,145289.0,1473524.0
2010-07-15,5330,5330,5143,5149,895,141900.0,1473524.0
2010-07-16,5148,5196,5132,5197,1531,143227.0,1473524.0
2010-07-19,5196,5196,5116,5116,910,141016.0,1473524.0
2010-07-20,5191,5260,5079,5138,2637,141606.0,1473524.0
2010-07-21,5218,5218,5132,5143,1309,141753.0,1473524.0
2010-07-22,5159,5282,5159,5255,4142,144847.0,1473524.0
2010-07-23,5335,5335,5132,5282,1192,145584.0,1473524.0
2010-07-26,5250,5319,5239,5239,1446,144405.0,1473524.0
2010-07-27,5292,5330,5244,5293,4066,145879.0,1473524.0
2010-07-28,5292,6041,5292,5640,10288,155457.0,1473524.0
2010-07-29,5693,5800,5586,5640,2841,155457.0,1473524.0
2010-07-30,5613,5774,5560,5667,1163,156194.0,1473524.0
2010-08-02,5693,5961,5693,5881,2739,162088.0,1473524.0
2010-08-03,6041,6041,5773,5961,4726,164298.0,1473524.0
2010-08-04,5881,6014,5827,5988,4105,165035.0,1473524.0
2010-08-05,6068,6068,5934,5988,2713,165035.0,1473524.0
2010-08-06,6014,6148,5800,5988,4558,165035.0,1473524.0
2010-08-09,5987,6014,5881,6015,1784,165771.0,1473524.0
2010-08-10,6040,6175,5934,6095,2910,167982.0,1473524.0
2010-08-11,6148,6415,6148,6229,1985,171666.0,1473524.0
2010-08-12,5987,6201,5987,6202,887,170929.0,1473524.0
2010-08-13,6388,6388,6094,6202,1221,170929.0,1473524.0
2010-08-16,6308,6335,6041,6041,1061,166508.0,1473524.0
2010-08-17,6148,6148,5827,5988,3360,165035.0,1473524.0
2010-08-18,5720,6094,5720,5961,3799,164298.0,1473524.0
2010-08-19,5961,6041,5853,6015,2314,165771.0,1473524.0
2010-08-20,5907,6068,5854,6041,1904,166508.0,1473524.0
2010-08-23,6041,6896,6041,6335,2664,174613.0,1473524.0
2010-08-24,6335,6469,6228,6442,1429,177560.0,1473524.0
2010-08-25,6228,6576,6228,6282,1421,173139.0,1473524.0
2010-08-26,6175,6388,6175,6255,820,172402.0,1473524.0
2010-08-27,6201,6282,6121,6148,1383,169455.0,1473524.0
2010-08-30,6094,6175,5800,6068,5090,167245.0,1473524.0
2010-08-31,6068,6282,6068,6202,1074,170929.0,1473524.0
2010-09-01,6201,6282,6175,6282,2291,173139.0,1473524.0
2010-09-02,6282,6415,6201,6335,2172,174613.0,1473524.0
2010-09-03,6308,6415,6282,6335,1649,174613.0,1473524.0
2010-09-06,6335,6388,6255,6362,2544,175349.0,1473524.0
2010-09-07,6415,6682,6308,6309,1178,173876.0,1473524.0
2010-09-08,6335,6361,6255,6309,1072,173876.0,1473524.0
2010-09-09,6361,6361,6121,6309,1780,173876.0,1473524.0
2010-09-10,6255,6308,6175,6175,2050,170192.0,1473524.0
2010-09-13,6148,6201,6068,6175,4426,170192.0,1473524.0
2010-09-14,6094,6201,6041,6202,4443,170929.0,1473524.0
2010-09-15,6147,6308,6147,6309,358,173876.0,1473524.0
2010-09-16,6201,6388,6201,6282,486,173139.0,1473524.0
2010-09-17,6388,6388,6255,6335,969,174613.0,1473524.0
2010-09-20,6228,6388,6228,6335,602,174613.0,1473524.0
2010-09-24,6308,6335,6255,6255,538,172402.0,1473524.0
2010-09-27,6201,6282,6201,6282,509,173139.0,1473524.0
2010-09-28,6201,6282,6201,6229,722,171666.0,1473524.0
2010-09-29,6228,6255,6094,6229,2531,171666.0,1473524.0
2010-09-30,6094,6255,5987,6255,2568,172402.0,1473524.0
2010-10-01,6201,6255,6175,6255,1532,172402.0,1473524.0
2010-10-04,6175,6255,6121,6229,478,171666.0,1473524.0
2010-10-05,6255,6522,6255,6362,4999,175349.0,1473524.0
2010-10-06,6469,6950,6362,6763,3799,186401.0,1473524.0
2010-10-07,6682,6923,6576,6710,2037,184927.0,1473524.0
2010-10-08,6763,6763,6629,6736,515,185664.0,1473524.0
2010-10-11,6896,6896,6736,6843,963,188611.0,1473524.0
2010-10-12,6896,7110,6843,6977,1546,192295.0,1473524.0
2010-10-13,7083,7083,6816,6950,2899,191558.0,1473524.0
2010-10-14,6950,7110,6843,7030,4372,193768.0,1473524.0
2010-10-15,6977,7083,6789,6790,1998,187138.0,1473524.0
2010-10-18,6950,6950,6682,6843,1638,188611.0,1473524.0
2010-10-19,6736,6843,6629,6843,1341,188611.0,1473524.0
2010-10-20,6736,6870,6682,6763,927,186401.0,1473524.0
2010-10-21,6870,6870,6682,6763,2475,186401.0,1473524.0
2010-10-22,6682,7030,6656,6977,3084,192295.0,1473524.0
2010-10-25,6977,7003,6843,6950,1737,191558.0,1473524.0
2010-10-26,6950,6950,6870,6950,793,191558.0,1473524.0
2010-10-27,6896,6896,6682,6763,2118,186401.0,1473524.0
2010-10-28,6763,6950,6415,6763,8531,186401.0,1473524.0
2010-10-29,6896,7324,6896,7164,10557,197452.0,1473524.0
2010-11-01,7271,7885,7271,7886,8848,217345.0,1473524.0
2010-11-02,7912,8794,7912,8180,9800,225449.0,1473524.0
2010-11-03,8286,8554,8019,8554,7943,235764.0,1473524.0
2010-11-04,8554,8554,8367,8421,2439,232080.0,1473524.0
2010-11-05,8420,8420,8126,8127,2402,223976.0,1473524.0
2010-11-08,8125,8286,8019,8207,1222,226186.0,1473524.0
2010-11-09,8206,8500,8179,8501,1841,234290.0,1473524.0
2010-11-10,8607,8607,8179,8233,2781,226923.0,1473524.0
2010-11-11,8393,8393,7912,8020,4006,221029.0,1473524.0
2010-11-12,7885,8046,7752,7806,5077,215135.0,1473524.0
2010-11-15,7805,8019,7404,7405,27084,204083.0,1473524.0
2010-11-16,7484,7591,7217,7405,2858,204083.0,1473524.0
2010-11-17,7404,7431,7297,7378,4312,203346.0,1473524.0
2010-11-18,7431,7698,7404,7565,4092,208504.0,1473524.0
2010-11-19,7778,7805,7484,7592,1724,209240.0,1473524.0
2010-11-22,7645,7859,7645,7672,1577,211451.0,1473524.0
2010-11-23,7698,7752,7458,7565,5330,208504.0,1473524.0
2010-11-24,7458,7618,7458,7592,3486,209240.0,1473524.0
2010-11-25,7538,7805,7484,7779,11026,214398.0,1473524.0
2010-11-26,7698,7885,7645,7832,3026,215871.0,1473524.0
2010-11-29,7725,7885,7511,7645,1061,210714.0,1473524.0
2010-11-30,7778,7778,7458,7485,2030,206293.0,1473524.0
2010-12-01,7484,7538,7351,7458,1513,205557.0,1473524.0
2010-12-02,7565,7645,7431,7645,1000,210714.0,1473524.0
2010-12-03,7511,7698,7484,7672,439,211451.0,1473524.0
2010-12-06,7672,7672,7511,7672,831,211451.0,1473524.0
2010-12-07,7618,7672,7484,7565,985,208504.0,1473524.0
2010-12-08,7645,7645,7565,7592,266,209240.0,1473524.0
2010-12-09,7618,7645,7565,7619,303,209977.0,1473524.0
2010-12-10,7591,7618,7511,7538,542,207767.0,1473524.0
2010-12-13,7538,7565,7244,7538,767,207767.0,1473524.0
2010-12-14,7511,7565,7378,7485,877,206293.0,1473524.0
2010-12-15,7431,7511,7271,7512,1431,207030.0,1473524.0
2010-12-16,7565,7565,7271,7378,1135,203346.0,1473524.0
2010-12-17,7378,7458,7297,7351,547,202610.0,1473524.0
2010-12-20,7271,7351,7030,7351,2005,202610.0,1473524.0
2010-12-21,7351,7378,7244,7378,301,203346.0,1473524.0
2010-12-22,7378,7484,7164,7164,1491,197452.0,1473524.0
2010-12-23,7164,7324,7030,7111,1298,195979.0,1473524.0
2010-12-24,7110,7164,6843,7111,4144,195979.0,1473524.0
2010-12-27,7110,7324,6923,7298,1718,201136.0,1473524.0
2010-12-28,7244,7324,7164,7298,535,201136.0,1473524.0
2010-12-29,7271,7271,7003,7191,6066,198189.0,1473524.0
2010-12-30,7030,7244,7030,7164,3201,197452.0,1473524.0
2011-01-03,7164,7271,7110,7111,801,195979.0,1473524.0
2011-01-04,7164,7164,6977,7057,1650,194505.0,1473524.0
2011-01-05,7057,7163,6870,7004,800,193032.0,1473524.0
2011-01-06,7030,7057,6950,6950,2258,191558.0,1473524.0
2011-01-07,6977,7003,6843,6870,3027,189348.0,1473524.0
2011-01-10,6870,6896,6629,6656,4014,183454.0,1473524.0
2011-01-11,6628,6682,6442,6496,3129,179033.0,1473524.0
2011-01-12,6415,7030,6415,6977,3641,192295.0,1473524.0
2011-01-13,7003,7297,6950,7137,4049,196715.0,1473524.0
2011-01-14,7083,7190,6950,7111,950,195979.0,1473524.0
2011-01-17,7110,7164,6843,6897,895,190085.0,1473524.0
2011-01-18,6896,7163,6896,7004,1052,193032.0,1473524.0
2011-01-19,7003,7164,7003,7057,435,194505.0,1473524.0
2011-01-20,7056,7190,6870,6870,1846,189348.0,1473524.0
2011-01-21,6870,6870,6629,6630,1480,182717.0,1473524.0
2011-01-24,6602,6789,6549,6710,438,184927.0,1473524.0
2011-01-25,6469,7056,6469,6870,329,189348.0,1473524.0
2011-01-26,6763,6949,6495,6683,1548,184190.0,1473524.0
2011-01-27,6682,6763,6549,6763,2094,186401.0,1473524.0
2011-01-28,6763,6870,6735,6790,380,187138.0,1473524.0
2011-01-31,6736,6816,6442,6763,2592,186401.0,1473524.0
2011-02-01,6763,6843,6628,6817,1584,187874.0,1473524.0
2011-02-07,6816,6816,6709,6790,888,187138.0,1473524.0
2011-02-08,6709,6763,6602,6710,1099,184927.0,1473524.0
2011-02-09,6602,6789,6549,6790,2390,187138.0,1473524.0
2011-02-10,6628,6843,6628,6817,953,187874.0,1473524.0
2011-02-11,6736,7190,6682,6843,1951,188611.0,1473524.0
2011-02-14,6923,6923,6629,6843,2047,188611.0,1473524.0
2011-02-15,6763,6870,6736,6870,2036,189348.0,1473524.0
2011-02-16,6870,6870,6682,6683,1210,184190.0,1473524.0
2011-02-17,6629,6656,6362,6656,2577,183454.0,1473524.0
2011-02-18,6469,6656,6388,6389,1321,176086.0,1473524.0
2011-02-21,6415,6469,6388,6442,415,177560.0,1473524.0
2011-02-22,6388,6522,6148,6523,2916,179770.0,1473524.0
2011-02-23,6495,6549,6335,6389,602,176086.0,1473524.0
2011-02-24,6335,6469,6335,6416,307,176823.0,1473524.0
2011-02-25,6335,6522,6308,6469,9097,178296.0,1473524.0
2011-02-28,6442,6442,6335,6362,145,175349.0,1473524.0
2011-03-02,6148,6469,6148,6362,2935,175349.0,1473524.0
2011-03-03,6362,6388,6255,6362,864,175349.0,1473524.0
2011-03-04,6308,6388,6282,6335,785,174613.0,1473524.0
2011-03-07,6335,6362,6175,6362,1625,175349.0,1473524.0
2011-03-08,6282,6362,6201,6282,1315,173139.0,1473524.0
2011-03-09,6228,6282,6201,6229,253,171666.0,1473524.0
2011-03-10,6201,6282,5881,6202,3447,170929.0,1473524.0
2011-03-11,6094,6201,6014,6175,1612,170192.0,1473524.0
2011-03-14,6121,6148,5934,6122,2197,168718.0,1473524.0
2011-03-15,6014,6068,5934,5934,2960,163561.0,1473524.0
2011-03-16,5907,6175,5881,5961,2684,164298.0,1473524.0
2011-03-17,5907,5987,5827,5934,1405,163561.0,1473524.0
2011-03-18,5907,6068,5827,5908,1863,162824.0,1473524.0
2011-03-21,5880,5987,5880,5934,1002,163561.0,1473524.0
2011-03-22,5934,6068,5907,5988,870,165035.0,1473524.0
2011-03-23,5987,6041,5907,5988,2150,165035.0,1473524.0
2011-03-24,5934,6362,5907,6255,5448,172402.0,1473524.0
2011-03-25,6282,6442,6255,6416,1179,176823.0,1473524.0
2011-03-28,6522,7190,6522,7057,7843,194505.0,1473524.0
2011-03-29,7003,7110,6789,7004,2473,193032.0,1473524.0
2011-03-30,6950,7565,6789,7378,3218,203346.0,1473524.0
2011-03-31,7484,7484,7190,7325,852,201873.0,1473524.0
2011-04-01,7378,7591,7297,7351,1361,202610.0,1473524.0
2011-04-04,7378,7618,7351,7431,896,204820.0,1473524.0
2011-04-05,7431,7618,7137,7538,3447,207767.0,1473524.0
2011-04-06,7484,7538,7351,7458,889,205557.0,1473524.0
2011-04-07,7511,7591,7324,7458,632,205557.0,1473524.0
2011-04-08,7378,7458,7217,7218,952,198926.0,1473524.0
2011-04-11,7351,7351,6950,7084,1244,195242.0,1473524.0
2011-04-12,7003,7083,6816,6950,943,191558.0,1473524.0
2011-04-13,7030,7030,6843,6977,838,192295.0,1473524.0
2011-04-14,6870,6950,6870,6950,451,191558.0,1473524.0
2011-04-15,6870,7003,6816,7004,2492,193032.0,1473524.0
2011-04-18,7030,7297,7003,7244,1177,199663.0,1473524.0
2011-04-19,7110,7297,7110,7218,484,198926.0,1473524.0
2011-04-20,7217,7271,7030,7218,2970,198926.0,1473524.0
2011-04-21,7297,7618,7164,7538,3343,207767.0,1473524.0
2011-04-22,7484,8019,7484,7565,2997,208504.0,1473524.0
2011-04-25,7698,8019,7645,7913,3367,218082.0,1473524.0
2011-04-26,8019,8126,7752,7752,1886,213661.0,1473524.0
2011-04-27,7805,7805,7511,7512,1448,207030.0,1473524.0
2011-04-28,7511,7725,7511,7672,167,211451.0,1473524.0
2011-04-29,7672,7672,7431,7512,770,207030.0,1473524.0
2011-05-02,7484,7618,7271,7351,1742,202610.0,1473524.0
2011-05-03,7458,7698,7431,7645,558,210714.0,1473524.0
2011-05-04,7645,7966,7645,7886,4138,217345.0,1473524.0
2011-05-06,7939,7939,7618,7779,530,214398.0,1473524.0
2011-05-09,7805,7805,7565,7699,594,212187.0,1473524.0
2011-05-11,7698,7778,7565,7699,639,212187.0,1473524.0
2011-05-12,7591,7645,7511,7565,581,208504.0,1473524.0
2011-05-13,7404,7565,7378,7431,1047,204820.0,1473524.0
2011-05-16,7431,7431,7217,7271,838,200399.0,1473524.0
2011-05-17,7217,7244,7057,7111,695,195979.0,1473524.0
2011-05-18,7137,7244,6843,6897,1152,190085.0,1473524.0
2011-05-19,6843,6950,6522,6656,5646,183454.0,1473524.0
2011-05-20,6656,6736,6629,6683,3162,184190.0,1473524.0
2011-05-23,6736,6736,6469,6469,2353,178296.0,1473524.0
2011-05-24,6469,6709,6415,6710,1262,184927.0,1473524.0
2011-05-25,6575,6789,6575,6736,966,185664.0,1473524.0
2011-05-26,6736,6843,6656,6683,411,184190.0,1473524.0
2011-05-27,6656,6736,6602,6683,2517,184190.0,1473524.0
2011-05-30,6736,6816,6709,6817,185,187874.0,1473524.0
2011-05-31,6682,6816,6629,6736,1428,185664.0,1473524.0
2011-06-01,6736,6816,6656,6736,1200,185664.0,1473524.0
2011-06-02,6602,6736,6575,6736,896,185664.0,1473524.0
2011-06-03,6602,6736,6602,6710,853,184927.0,1473524.0
2011-06-07,6629,6682,6576,6630,513,182717.0,1473524.0
2011-06-08,6629,6763,6575,6736,349,185664.0,1473524.0
2011-06-09,6736,6736,6522,6523,670,179770.0,1473524.0
2011-06-10,6522,6549,6335,6416,1974,176823.0,1473524.0
2011-06-13,6415,6442,6228,6416,1038,176823.0,1473524.0
2011-06-14,6282,6469,6282,6416,634,176823.0,1473524.0
2011-06-15,6442,6442,6335,6416,259,176823.0,1473524.0
2011-06-16,6415,6469,6255,6469,1008,178296.0,1473524.0
2011-06-17,6415,6735,6415,6576,7400,181243.0,1473524.0
2011-06-20,6549,6709,6549,6683,6649,184190.0,1473524.0
2011-06-21,6602,6789,6602,6736,572,185664.0,1473524.0
2011-06-22,6629,6736,6629,6736,267,185664.0,1473524.0
2011-06-23,6682,6736,6628,6710,389,184927.0,1473524.0
2011-06-24,6736,7083,6736,6950,1527,191558.0,1473524.0
2011-06-27,6977,7244,6950,7111,1798,195979.0,1473524.0
2011-06-28,7244,7458,7217,7351,3218,202610.0,1473524.0
2011-06-29,7271,7378,7110,7244,789,199663.0,1473524.0
2011-06-30,7244,7297,7030,7244,1719,199663.0,1473524.0
2011-07-01,7217,7244,7110,7244,57,199663.0,1473524.0
2011-07-04,7244,7244,7003,7244,288,199663.0,1473524.0
2011-07-05,7083,7244,7083,7218,390,198926.0,1473524.0
2011-07-06,7217,7217,6950,7111,951,195979.0,1473524.0
2011-07-07,7110,7217,7030,7030,570,193768.0,1473524.0
2011-07-08,7030,7083,6923,6950,2992,191558.0,1473524.0
2011-07-11,6923,6950,6709,6790,858,187138.0,1473524.0
2011-07-12,6736,6763,6576,6603,2154,181980.0,1473524.0
2011-07-13,6576,6870,6576,6870,1525,189348.0,1473524.0
2011-07-14,6763,6870,6763,6790,364,187138.0,1473524.0
2011-07-15,6763,7083,6629,7004,4326,193032.0,1473524.0
2011-07-18,7164,7164,6950,7137,1700,196715.0,1473524.0
2011-07-19,7164,7164,6950,7084,549,195242.0,1473524.0
2011-07-20,7003,7083,6923,6950,1685,191558.0,1473524.0
2011-07-21,6923,6977,6843,6897,424,190085.0,1473524.0
2011-07-22,6870,7137,6843,7084,1753,195242.0,1473524.0
2011-07-25,7110,7431,7083,7325,1782,201873.0,1473524.0
2011-07-26,7431,7431,7137,7378,1630,203346.0,1473524.0
2011-07-27,7378,7591,7190,7592,3819,209240.0,1473524.0
2011-07-28,7591,8179,7484,7939,6486,218818.0,1473524.0
2011-07-29,7885,8179,7805,8153,4522,224712.0,1473524.0
2011-08-01,8206,8474,8179,8394,6619,231343.0,1473524.0
2011-08-02,8393,8500,8099,8100,1852,223239.0,1473524.0
2011-08-03,7912,8179,7672,7832,5896,215871.0,1473524.0
2011-08-04,8286,8286,7618,7699,1474,212187.0,1473524.0
2011-08-05,7378,7645,7217,7351,4318,202610.0,1473524.0
2011-08-08,7351,7725,7110,7431,6679,204820.0,1473524.0
2011-08-09,7110,7110,6576,7111,2790,195979.0,1473524.0
2011-08-10,7378,7484,7137,7218,2300,198926.0,1473524.0
2011-08-11,6763,7190,6763,7084,814,195242.0,1473524.0
2011-08-12,7324,7431,7083,7244,2267,199663.0,1473524.0
2011-08-16,7271,7725,7271,7485,5588,206293.0,1473524.0
2011-08-17,7271,7404,7217,7378,1960,203346.0,1473524.0
2011-08-18,7484,7484,7110,7137,2121,196715.0,1473524.0
2011-08-19,7083,7083,6736,6897,1307,190085.0,1473524.0
2011-08-22,6870,7003,6736,6870,11339,189348.0,1473524.0
2011-08-23,7003,7859,6950,7592,8303,209240.0,1473524.0
2011-08-24,7538,7672,7297,7405,3095,204083.0,1473524.0
2011-08-25,7859,7859,7324,7485,2203,206293.0,1473524.0
2011-08-26,7752,7752,7271,7485,5702,206293.0,1473524.0
2011-08-29,7538,7618,7378,7619,1441,209977.0,1473524.0
2011-08-30,7431,7672,7431,7592,618,209240.0,1473524.0
2011-08-31,7591,7618,7484,7619,887,209977.0,1473524.0
2011-09-01,7618,7859,7431,7538,2101,207767.0,1473524.0
2011-09-02,7484,7538,7351,7538,1810,207767.0,1473524.0
2011-09-05,7378,7591,7297,7485,253,206293.0,1473524.0
2011-09-06,7484,7484,7164,7405,590,204083.0,1473524.0
2011-09-07,7618,7618,7217,7565,632,208504.0,1473524.0
2011-09-08,7618,7618,7484,7512,358,207030.0,1473524.0
2011-09-09,7404,7511,7217,7405,622,204083.0,1473524.0
2011-09-14,7351,7458,7137,7191,614,198189.0,1473524.0
2011-09-15,7164,7271,6896,7271,1756,200399.0,1473524.0
2011-09-16,7137,7538,7137,7538,1155,207767.0,1473524.0
2011-09-19,7618,7618,7324,7405,1084,204083.0,1473524.0
2011-09-20,7378,7378,7351,7351,1416,202610.0,1473524.0
2011-09-21,7244,7271,7137,7137,1133,196715.0,1473524.0
2011-09-22,7083,7297,6896,7298,1531,201136.0,1473524.0
2011-09-23,7003,7244,6870,6924,1285,190821.0,1473524.0
2011-09-26,6923,6923,6415,6496,1104,179033.0,1473524.0
2011-09-27,6308,6709,6308,6496,1793,179033.0,1473524.0
2011-09-28,6656,6736,6522,6710,935,184927.0,1473524.0
2011-09-29,6682,6709,6442,6549,1663,180507.0,1473524.0
2011-09-30,6549,6576,6388,6416,1091,176823.0,1473524.0
2011-10-04,6282,6282,6014,6175,821,170192.0,1473524.0
2011-10-05,6121,6175,5747,6148,4586,169455.0,1473524.0
2011-10-06,6041,6175,5987,6148,3252,169455.0,1473524.0
2011-10-07,6228,6228,6041,6148,1688,169455.0,1473524.0
2011-10-10,6148,6362,6148,6255,675,172402.0,1473524.0
2011-10-11,6415,6415,6308,6416,479,176823.0,1473524.0
2011-10-12,6469,6736,6415,6496,1816,179033.0,1473524.0
2011-10-13,6549,6576,6335,6416,1489,176823.0,1473524.0
2011-10-14,6442,6442,6228,6229,582,171666.0,1473524.0
2011-10-17,6282,6495,6255,6469,714,178296.0,1473524.0
2011-10-18,6308,6602,6308,6523,904,179770.0,1473524.0
2011-10-19,6549,6602,6362,6523,95,179770.0,1473524.0
2011-10-20,6522,6549,6308,6523,217,179770.0,1473524.0
2011-10-21,6495,6495,6282,6416,707,176823.0,1473524.0
2011-10-24,6415,6736,6415,6683,1252,184190.0,1473524.0
2011-10-25,6789,6789,6469,6603,229,181980.0,1473524.0
2011-10-26,6629,6763,6522,6683,471,184190.0,1473524.0
2011-10-27,6682,6682,6495,6549,856,180507.0,1473524.0
2011-10-28,6656,6656,6442,6576,864,181243.0,1473524.0
2011-10-31,6522,6576,6415,6416,343,176823.0,1473524.0
2011-11-01,6362,6469,6362,6469,226,178296.0,1473524.0
2011-11-02,6335,6388,6255,6389,283,176086.0,1473524.0
2011-11-03,6362,6469,6228,6469,788,178296.0,1473524.0
2011-11-04,6335,6495,6308,6389,2158,176086.0,1473524.0
2011-11-07,6362,6415,6282,6389,493,176086.0,1473524.0
2011-11-08,6388,6388,6148,6148,3308,169455.0,1473524.0
2011-11-09,6175,6255,6148,6229,1069,171666.0,1473524.0
2011-11-10,6121,6121,5881,5881,1928,162088.0,1473524.0
2011-11-11,5907,6094,5881,6095,580,167982.0,1473524.0
2011-11-14,6121,6228,6094,6202,1223,170929.0,1473524.0
2011-11-15,6148,6362,6121,6335,2044,174613.0,1473524.0
2011-11-16,6282,6362,6201,6229,358,171666.0,1473524.0
2011-11-17,6228,6255,6121,6255,2401,172402.0,1473524.0
2011-11-18,6148,6201,6121,6202,379,170929.0,1473524.0
2011-11-21,6148,6282,6148,6229,260,171666.0,1473524.0
2011-11-22,6175,6282,6094,6282,555,173139.0,1473524.0
2011-11-23,6282,6282,6121,6175,631,170192.0,1473524.0
2011-11-24,6175,6228,6068,6202,2270,170929.0,1473524.0
2011-11-25,6148,6282,6121,6282,2424,173139.0,1473524.0
2011-11-28,6201,6255,6148,6202,685,170929.0,1473524.0
2011-11-29,6175,6629,6121,6576,2799,181243.0,1473524.0
2011-11-30,6576,6896,6576,6817,2727,187874.0,1473524.0
2011-12-01,6870,7057,6736,7030,2948,193768.0,1473524.0
2011-12-02,6950,7163,6656,7004,2262,193032.0,1473524.0
2011-12-05,6896,7057,6789,7057,996,194505.0,1473524.0
2011-12-06,6950,7057,6896,7057,863,194505.0,1473524.0
2011-12-07,7057,7645,6950,7485,3779,206293.0,1473524.0
2011-12-08,7484,7832,7378,7538,4417,207767.0,1473524.0
2011-12-09,7484,7885,7378,7859,36986,216608.0,1473524.0
2011-12-12,8019,8126,7966,8020,3323,221029.0,1473524.0
2011-12-13,7859,8152,7618,8100,2588,223239.0,1473524.0
2011-12-14,8099,8153,7832,7993,2299,220292.0,1473524.0
2011-12-15,7965,7965,7672,7859,3401,216608.0,1473524.0
2011-12-16,7752,7912,7672,7806,1313,215135.0,1473524.0
2011-12-19,7859,7859,7324,7752,3276,213661.0,1473524.0
2011-12-20,7645,8286,7618,8287,10142,228396.0,1473524.0
2011-12-21,8286,9088,8206,8367,11344,230607.0,1473524.0
2011-12-22,8500,8687,8206,8634,3901,237974.0,1473524.0
2011-12-23,8554,8981,8554,8715,4217,240184.0,1473524.0
2011-12-26,8768,8794,8634,8688,1913,239448.0,1473524.0
2011-12-27,8661,8661,8340,8554,1204,235764.0,1473524.0
2011-12-28,8447,8607,8313,8527,932,235027.0,1473524.0
2011-12-29,8527,8554,8367,8554,827,235764.0,1473524.0
2012-01-02,8687,8687,8179,8180,677,225449.0,1473524.0
2012-01-03,8286,8286,7966,8207,3073,226186.0,1473524.0
2012-01-04,8206,8259,7885,8020,1221,221029.0,1473524.0
2012-01-05,8153,8206,6870,8207,3809,226186.0,1473524.0
2012-01-06,8206,8206,8126,8180,1189,225449.0,1473524.0
2012-01-09,8286,8474,8126,8127,32530,223976.0,1473524.0
2012-01-10,8339,8554,8019,8073,5693,222502.0,1473524.0
2012-01-11,8046,8420,7966,8367,2640,230607.0,1473524.0
2012-01-12,8260,8447,8260,8421,1243,232080.0,1473524.0
2012-01-13,8420,8901,8340,8902,5983,245342.0,1473524.0
2012-01-16,8928,8981,8554,8982,2445,247552.0,1473524.0
2012-01-17,9088,9088,8714,8982,2173,247552.0,1473524.0
2012-01-18,8794,9596,8741,9436,3974,260077.0,1473524.0
2012-01-19,9436,9516,8661,8982,97974,247552.0,1473524.0
2012-01-20,8981,9516,8928,8955,13778,246815.0,1473524.0
2012-01-25,9142,9195,8794,8955,7039,246815.0,1473524.0
2012-01-26,9035,9035,8821,9035,2739,249026.0,1473524.0
2012-01-27,8901,8981,8687,8768,2832,241658.0,1473524.0
2012-01-30,8768,8981,8661,8768,4148,241658.0,1473524.0
2012-01-31,8768,9035,8741,9035,2608,249026.0,1473524.0
2012-02-01,8928,9142,8928,9035,1010,249026.0,1473524.0
2012-02-02,9008,9008,8714,8875,3287,244605.0,1473524.0
2012-02-03,8768,9008,8661,9009,4772,248289.0,1473524.0
2012-02-06,9008,9008,8580,8768,6501,241658.0,1473524.0
2012-02-07,8928,8955,8714,8848,869,243868.0,1473524.0
2012-02-08,8740,8848,8660,8661,2752,238711.0,1473524.0
2012-02-09,8660,8928,8420,8741,5390,240921.0,1473524.0
2012-02-10,8714,8928,8714,8902,1851,245342.0,1473524.0
2012-02-13,8714,8875,8714,8822,1314,243131.0,1473524.0
2012-02-14,8821,8875,8687,8848,490,243868.0,1473524.0
2012-02-15,8741,8768,8554,8715,3322,240184.0,1473524.0
2012-02-16,8714,8794,8554,8634,814,237974.0,1473524.0
2012-02-17,8580,8821,8500,8795,1805,242395.0,1473524.0
2012-02-20,8741,8794,8661,8715,995,240184.0,1473524.0
2012-02-21,8714,8794,8661,8715,840,240184.0,1473524.0
