크라운해태홀딩스(005740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,165,165,165,166,540,4111.0,1326000.0
1999-01-05,160,168,157,158,5490,3912.0,1326000.0
1999-01-06,157,165,157,161,17260,3991.0,1326000.0
1999-01-07,165,168,165,168,9570,4177.0,1326000.0
1999-01-08,165,168,165,168,7410,4177.0,1326000.0
1999-01-11,171,180,171,181,15820,4482.0,1326000.0
1999-01-12,180,181,179,180,7040,4455.0,1326000.0
1999-01-13,190,206,190,206,7270,5118.0,1326000.0
1999-01-14,236,236,213,237,22400,5881.0,1326000.0
1999-01-15,248,272,248,273,14600,6763.0,1326000.0
1999-01-18,313,313,307,313,9930,7770.0,1326000.0
1999-01-19,358,359,320,360,29340,8924.0,1326000.0
1999-01-20,359,359,320,348,10820,8619.0,1326000.0
1999-01-21,295,310,295,296,9630,7333.0,1326000.0
1999-01-22,254,254,251,252,5210,6259.0,1326000.0
1999-01-25,257,257,235,257,7680,6365.0,1326000.0
1999-01-26,256,261,255,257,4080,6365.0,1326000.0
1999-01-27,225,245,225,246,1430,6100.0,1326000.0
1999-01-28,259,282,259,267,2810,6630.0,1326000.0
1999-01-29,256,307,256,307,4960,7624.0,1326000.0
1999-02-01,320,347,310,348,22080,8619.0,1326000.0
1999-02-02,352,352,347,348,5280,8619.0,1326000.0
1999-02-03,312,328,312,321,6950,7956.0,1326000.0
1999-02-04,315,320,315,321,3340,7956.0,1326000.0
1999-02-05,321,321,321,322,0,7983.0,1326000.0
1999-02-08,320,320,320,321,6250,7956.0,1326000.0
1999-02-09,320,326,320,321,9340,7956.0,1326000.0
1999-02-10,315,321,315,321,7300,7956.0,1326000.0
1999-02-11,315,315,315,315,2910,7823.0,1326000.0
1999-02-12,315,315,272,315,940,7823.0,1326000.0
1999-02-18,310,310,310,310,50,7691.0,1326000.0
1999-02-19,315,315,315,315,30,7823.0,1326000.0
1999-02-22,320,362,320,321,800,7956.0,1326000.0
1999-02-23,278,283,278,283,820,7028.0,1326000.0
1999-02-24,320,320,320,321,10,7956.0,1326000.0
1999-02-25,299,299,299,299,130,7426.0,1326000.0
1999-02-26,320,336,283,283,3050,7028.0,1326000.0
1999-03-02,320,323,320,323,3970,8022.0,1326000.0
1999-03-03,346,347,342,348,7440,8619.0,1326000.0
1999-03-04,320,320,320,321,10,7956.0,1326000.0
1999-03-05,331,342,331,342,5200,8486.0,1326000.0
1999-03-08,294,379,294,380,220,9415.0,1326000.0
1999-03-09,331,347,331,348,2400,8619.0,1326000.0
1999-03-10,342,342,321,321,3020,7969.0,1326000.0
1999-03-11,294,296,294,294,10000,7293.0,1326000.0
1999-03-12,331,331,305,311,10080,7704.0,1326000.0
1999-03-15,310,312,309,309,6870,7664.0,1326000.0
1999-03-16,309,309,309,309,3650,7664.0,1326000.0
1999-03-17,315,326,294,294,1820,7293.0,1326000.0
1999-03-18,310,310,294,294,2250,7293.0,1326000.0
1999-03-19,294,310,294,310,400,7691.0,1326000.0
1999-03-22,304,304,294,294,8510,7293.0,1326000.0
1999-03-23,294,294,294,294,2730,7293.0,1326000.0
1999-03-24,304,304,304,305,900,7558.0,1326000.0
1999-03-25,304,304,304,305,100,7558.0,1326000.0
1999-03-26,259,267,259,268,26330,6643.0,1326000.0
1999-03-29,273,288,272,289,3950,7160.0,1326000.0
1999-03-30,294,332,294,332,7940,8234.0,1326000.0
1999-03-31,332,332,320,329,1730,8155.0,1326000.0
1999-04-01,320,320,310,310,3480,7691.0,1326000.0
1999-04-02,311,326,311,326,4770,8089.0,1326000.0
1999-04-06,336,336,336,337,10,8354.0,1326000.0
1999-04-07,310,319,310,320,2310,7929.0,1326000.0
1999-04-08,320,320,319,321,4330,7956.0,1326000.0
1999-04-09,320,321,318,318,11490,7890.0,1326000.0
1999-04-12,326,326,304,315,2450,7823.0,1326000.0
1999-04-13,320,320,307,320,720,7943.0,1326000.0
1999-04-14,320,326,320,323,6750,8022.0,1326000.0
1999-04-15,336,336,334,337,2880,8354.0,1326000.0
1999-04-16,310,336,310,336,370,8341.0,1326000.0
1999-04-19,320,331,320,321,230,7969.0,1326000.0
1999-04-20,320,326,318,321,3230,7956.0,1326000.0
1999-04-21,318,326,318,326,6210,8089.0,1326000.0
1999-04-22,326,326,320,323,1220,8022.0,1326000.0
1999-04-23,310,323,310,323,1330,8022.0,1326000.0
1999-04-26,320,320,320,321,890,7956.0,1326000.0
1999-04-27,315,320,315,321,4050,7956.0,1326000.0
1999-04-28,320,320,320,321,3100,7956.0,1326000.0
1999-04-29,331,347,326,326,2370,8089.0,1326000.0
1999-04-30,326,336,326,337,3170,8354.0,1326000.0
1999-05-03,363,363,347,348,2090,8619.0,1326000.0
1999-05-04,374,384,374,382,4660,9481.0,1326000.0
1999-05-06,439,439,439,439,2510,10900.0,1326000.0
1999-05-07,505,505,443,449,10290,11138.0,1326000.0
1999-05-10,497,497,481,481,1560,11934.0,1326000.0
1999-05-11,481,481,427,428,2110,10608.0,1326000.0
1999-05-12,364,454,364,438,1450,10873.0,1326000.0
1999-05-13,443,454,443,454,3020,11271.0,1326000.0
1999-05-14,522,522,465,465,2000,11536.0,1326000.0
1999-05-17,462,462,457,457,1910,11337.0,1326000.0
1999-05-18,449,449,427,428,2560,10608.0,1326000.0
1999-05-19,427,427,427,428,450,10608.0,1326000.0
1999-05-20,481,481,427,428,1310,10608.0,1326000.0
1999-05-21,449,449,400,406,1190,10078.0,1326000.0
1999-05-24,400,400,384,385,1500,9547.0,1326000.0
1999-05-25,438,438,438,438,860,10873.0,1326000.0
1999-05-26,438,481,411,412,11000,10210.0,1326000.0
1999-05-27,438,438,435,436,770,10807.0,1326000.0
1999-05-28,454,454,454,454,10,11271.0,1326000.0
1999-05-31,438,438,438,438,2240,10873.0,1326000.0
1999-06-01,400,435,400,436,40,10807.0,1326000.0
1999-06-02,438,470,438,470,1010,11669.0,1326000.0
1999-06-03,465,465,459,465,740,11536.0,1326000.0
1999-06-04,438,443,438,444,400,11006.0,1326000.0
1999-06-07,449,449,427,428,660,10608.0,1326000.0
1999-06-08,417,454,408,409,3100,10144.0,1326000.0
1999-06-09,417,417,406,406,710,10078.0,1326000.0
1999-06-10,395,395,395,396,20,9812.0,1326000.0
1999-06-11,395,443,395,444,840,11006.0,1326000.0
1999-06-14,433,433,395,427,1140,10595.0,1326000.0
1999-06-15,427,427,400,401,1200,9945.0,1326000.0
1999-06-16,408,426,406,427,2920,10581.0,1326000.0
1999-06-17,403,426,403,427,2110,10581.0,1326000.0
1999-06-18,426,426,400,401,200,9945.0,1326000.0
1999-06-21,417,427,417,428,750,10608.0,1326000.0
1999-06-22,426,427,426,428,3000,10608.0,1326000.0
1999-06-23,427,427,390,427,2200,10581.0,1326000.0
1999-06-24,422,422,422,422,100,10475.0,1326000.0
1999-06-25,411,417,411,417,940,10343.0,1326000.0
1999-06-28,427,433,422,422,4970,10475.0,1326000.0
1999-06-29,417,433,417,433,1060,10741.0,1326000.0
1999-06-30,433,433,433,433,200,10741.0,1326000.0
1999-07-01,433,443,433,433,1290,10741.0,1326000.0
1999-07-02,454,454,443,454,3440,11271.0,1326000.0
1999-07-05,454,481,454,481,2580,11934.0,1326000.0
1999-07-06,486,534,486,519,2700,12862.0,1326000.0
1999-07-07,596,596,534,593,6260,14719.0,1326000.0
1999-07-08,678,678,513,556,2330,13790.0,1326000.0
1999-07-09,593,593,556,556,900,13790.0,1326000.0
1999-07-12,556,556,556,556,5040,13790.0,1326000.0
1999-07-13,502,577,502,535,1390,13260.0,1326000.0
1999-07-14,561,561,534,535,4440,13260.0,1326000.0
1999-07-15,529,556,486,540,1450,13393.0,1326000.0
1999-07-16,481,539,481,540,370,13393.0,1326000.0
1999-07-19,459,523,459,508,3530,12597.0,1326000.0
1999-07-20,507,513,507,513,3440,12730.0,1326000.0
1999-07-21,513,513,502,503,4520,12464.0,1326000.0
1999-07-22,507,513,481,513,2820,12730.0,1326000.0
1999-07-23,513,513,481,513,1330,12730.0,1326000.0
1999-07-26,507,507,507,508,2790,12597.0,1326000.0
1999-07-27,465,507,433,507,1050,12584.0,1326000.0
1999-07-28,438,505,438,487,1350,12067.0,1326000.0
1999-07-29,481,486,481,487,650,12067.0,1326000.0
1999-07-30,454,529,454,529,360,13127.0,1326000.0
1999-08-02,481,481,481,481,2090,11934.0,1326000.0
1999-08-03,443,470,443,470,470,11669.0,1326000.0
1999-08-04,481,481,454,455,1740,11284.0,1326000.0
1999-08-05,470,470,469,470,500,11656.0,1326000.0
1999-08-06,459,459,459,460,50,11404.0,1326000.0
1999-08-09,491,491,434,436,3000,10807.0,1326000.0
1999-08-10,438,438,427,428,2430,10608.0,1326000.0
1999-08-11,427,427,417,417,1760,10343.0,1326000.0
1999-08-12,438,449,427,433,1990,10741.0,1326000.0
1999-08-13,427,430,427,428,3280,10621.0,1326000.0
1999-08-16,427,433,417,417,3010,10343.0,1326000.0
1999-08-17,419,443,419,443,1350,10993.0,1326000.0
1999-08-18,427,430,419,420,2450,10409.0,1326000.0
1999-08-19,375,433,375,428,670,10608.0,1326000.0
1999-08-20,427,427,417,417,2250,10343.0,1326000.0
1999-08-23,417,422,417,417,2500,10343.0,1326000.0
1999-08-24,427,427,427,428,490,10608.0,1326000.0
1999-08-25,454,454,427,454,1020,11271.0,1326000.0
1999-08-26,465,465,454,454,1120,11271.0,1326000.0
1999-08-27,518,518,497,508,640,12597.0,1326000.0
1999-08-30,507,507,470,470,2170,11669.0,1326000.0
1999-08-31,470,481,470,481,1520,11934.0,1326000.0
1999-09-01,465,481,444,481,440,11934.0,1326000.0
1999-09-02,457,459,457,457,1500,11337.0,1326000.0
1999-09-03,454,454,454,454,450,11271.0,1326000.0
1999-09-06,454,454,438,444,1300,11006.0,1326000.0
1999-09-07,417,475,417,417,3560,10343.0,1326000.0
1999-09-08,449,462,449,462,720,11470.0,1326000.0
1999-09-09,454,454,427,428,1800,10608.0,1326000.0
1999-09-10,459,459,410,428,3650,10608.0,1326000.0
1999-09-13,411,411,411,412,840,10210.0,1326000.0
1999-09-14,421,421,421,422,300,10462.0,1326000.0
1999-09-15,449,449,411,412,1500,10210.0,1326000.0
1999-09-16,411,411,400,401,3670,9945.0,1326000.0
1999-09-17,400,400,400,401,760,9945.0,1326000.0
1999-09-20,443,443,443,443,10,10993.0,1326000.0
1999-09-21,427,427,427,428,10,10608.0,1326000.0
1999-09-22,376,427,376,401,370,9945.0,1326000.0
1999-09-27,374,400,374,401,80,9945.0,1326000.0
1999-09-28,406,406,374,374,230,9282.0,1326000.0
1999-09-29,374,374,355,374,110,9282.0,1326000.0
1999-09-30,422,422,419,420,150,10409.0,1326000.0
1999-10-01,400,400,395,396,1060,9812.0,1326000.0
1999-10-04,384,390,384,390,1710,9680.0,1326000.0
1999-10-05,390,390,390,390,0,9680.0,1326000.0
1999-10-06,379,379,371,372,330,9216.0,1326000.0
1999-10-07,374,389,374,390,140,9667.0,1326000.0
1999-10-08,390,411,390,412,270,10210.0,1326000.0
1999-10-11,395,398,395,398,60,9879.0,1326000.0
1999-10-12,368,384,368,385,780,9547.0,1326000.0
1999-10-13,400,400,400,401,20,9945.0,1326000.0
1999-10-14,416,416,416,416,20,10330.0,1326000.0
1999-10-15,416,416,400,401,680,9945.0,1326000.0
1999-10-18,390,390,372,372,2010,9229.0,1326000.0
1999-10-19,395,411,374,374,250,9282.0,1326000.0
1999-10-20,392,413,392,413,860,10250.0,1326000.0
1999-10-21,380,433,380,422,340,10475.0,1326000.0
1999-10-22,390,417,390,391,1770,9706.0,1326000.0
1999-10-25,393,393,379,390,1340,9680.0,1326000.0
1999-10-26,390,390,383,390,860,9680.0,1326000.0
1999-10-27,382,400,382,400,320,9932.0,1326000.0
1999-10-28,398,398,398,398,0,9879.0,1326000.0
1999-10-29,382,399,382,400,220,9918.0,1326000.0
1999-11-01,390,390,384,384,520,9534.0,1326000.0
1999-11-02,384,397,384,398,1270,9865.0,1326000.0
1999-11-03,395,395,394,395,1500,9799.0,1326000.0
1999-11-04,379,394,379,394,190,9773.0,1326000.0
1999-11-05,392,392,392,393,1030,9746.0,1326000.0
1999-11-08,392,392,390,390,820,9680.0,1326000.0
1999-11-09,384,390,384,385,490,9547.0,1326000.0
1999-11-10,384,384,379,380,820,9415.0,1326000.0
1999-11-11,379,400,379,401,3510,9945.0,1326000.0
1999-11-12,400,411,400,412,4160,10210.0,1326000.0
1999-11-15,417,473,417,473,4260,11735.0,1326000.0
1999-11-16,534,534,470,470,6620,11669.0,1326000.0
1999-11-17,502,502,454,454,3010,11271.0,1326000.0
1999-11-18,454,454,454,454,180,11271.0,1326000.0
1999-11-19,453,453,453,454,10,11258.0,1326000.0
1999-11-22,459,459,449,449,20,11138.0,1326000.0
1999-11-23,448,448,448,449,10,11125.0,1326000.0
1999-11-24,390,449,390,449,500,11138.0,1326000.0
1999-11-25,400,446,384,446,200,11072.0,1326000.0
1999-11-26,392,392,381,381,540,9454.0,1326000.0
1999-11-29,422,422,422,422,20,10475.0,1326000.0
1999-11-30,374,379,374,380,330,9415.0,1326000.0
1999-12-01,421,421,421,422,10,10462.0,1326000.0
1999-12-02,400,400,379,380,5280,9415.0,1326000.0
1999-12-03,390,417,390,417,3100,10343.0,1326000.0
1999-12-06,418,438,406,438,5490,10873.0,1326000.0
1999-12-07,438,454,438,454,6310,11271.0,1326000.0
1999-12-08,457,457,427,428,5890,10608.0,1326000.0
1999-12-09,427,427,427,428,0,10608.0,1326000.0
1999-12-10,438,438,438,438,1000,10873.0,1326000.0
1999-12-13,427,427,417,428,2410,10608.0,1326000.0
1999-12-14,433,454,433,454,3040,11271.0,1326000.0
1999-12-15,454,454,441,444,1250,11006.0,1326000.0
1999-12-16,444,454,444,454,2630,11271.0,1326000.0
1999-12-17,459,459,441,441,1060,10940.0,1326000.0
1999-12-20,475,502,475,503,640,12464.0,1326000.0
1999-12-21,481,481,446,447,5080,11099.0,1326000.0
1999-12-22,427,433,427,433,2020,10741.0,1326000.0
1999-12-23,436,438,436,437,920,10833.0,1326000.0
1999-12-24,433,433,433,433,260,10741.0,1326000.0
1999-12-27,433,454,433,454,680,11271.0,1326000.0
1999-12-28,459,459,438,438,2740,10873.0,1326000.0
2000-01-04,433,433,374,386,970,9574.0,1326000.0
2000-01-05,374,374,374,374,480,9282.0,1326000.0
2000-01-06,374,374,358,363,180,9004.0,1326000.0
2000-01-07,342,374,342,374,230,9282.0,1326000.0
2000-01-10,342,363,342,363,840,9004.0,1326000.0
2000-01-11,352,360,347,361,1670,8950.0,1326000.0
2000-01-12,358,358,347,353,1050,8752.0,1326000.0
2000-01-13,350,350,320,321,390,7956.0,1326000.0
2000-01-14,320,368,320,367,1780,9096.0,1326000.0
2000-01-17,336,395,336,353,180,8752.0,1326000.0
2000-01-18,347,347,320,322,1390,7996.0,1326000.0
2000-01-19,336,336,331,331,620,8221.0,1326000.0
2000-01-20,323,326,320,321,3310,7956.0,1326000.0
2000-01-21,320,320,304,321,2020,7956.0,1326000.0
2000-01-24,315,320,310,310,1980,7691.0,1326000.0
2000-01-25,303,303,303,303,270,7518.0,1326000.0
2000-01-26,320,326,320,326,160,8089.0,1326000.0
2000-01-27,320,320,320,321,1060,7956.0,1326000.0
2000-01-28,320,363,320,321,170,7956.0,1326000.0
2000-01-31,368,368,347,348,280,8619.0,1326000.0
2000-02-01,326,331,326,331,170,8221.0,1326000.0
2000-02-02,339,339,339,339,10,8420.0,1326000.0
2000-02-03,347,348,347,348,630,8632.0,1326000.0
2000-02-07,398,399,356,399,300,9905.0,1326000.0
2000-02-08,422,422,350,351,270,8699.0,1326000.0
2000-02-09,358,373,352,353,1570,8752.0,1326000.0
2000-02-10,352,374,347,348,220,8619.0,1326000.0
2000-02-11,342,358,342,358,270,8884.0,1326000.0
2000-02-14,322,355,322,356,440,8818.0,1326000.0
2000-02-15,332,352,332,353,230,8752.0,1326000.0
2000-02-16,342,352,342,353,290,8752.0,1326000.0
2000-02-17,350,350,350,350,50,8685.0,1326000.0
2000-02-18,327,342,326,342,850,8486.0,1326000.0
2000-02-21,326,326,301,301,550,7465.0,1326000.0
2000-02-22,278,291,278,292,30,7240.0,1326000.0
2000-02-23,291,304,291,305,390,7558.0,1326000.0
2000-02-24,304,326,304,326,390,8089.0,1326000.0
2000-02-25,353,358,336,337,840,8354.0,1326000.0
2000-02-28,326,326,326,327,40,8102.0,1326000.0
2000-02-29,326,326,315,315,150,7823.0,1326000.0
2000-03-02,272,311,272,312,830,7731.0,1326000.0
2000-03-03,331,331,331,331,960,8221.0,1326000.0
2000-03-06,331,331,331,331,0,8221.0,1326000.0
2000-03-07,363,363,323,323,300,8022.0,1326000.0
2000-03-08,326,371,326,372,1700,9216.0,1326000.0
2000-03-09,422,427,422,427,1990,10595.0,1326000.0
2000-03-10,429,481,428,428,2880,10621.0,1326000.0
2000-03-13,427,427,374,380,430,9415.0,1326000.0
2000-03-14,400,400,400,401,200,9945.0,1326000.0
2000-03-15,363,363,342,348,460,8619.0,1326000.0
2000-03-16,326,363,326,364,690,9017.0,1326000.0
2000-03-17,368,418,368,418,710,10369.0,1326000.0
2000-03-20,480,480,480,481,7670,11921.0,1326000.0
2000-03-21,550,550,550,551,3280,13658.0,1326000.0
2000-03-22,630,630,630,631,8760,15647.0,1326000.0
2000-03-23,724,724,724,724,690,17967.0,1326000.0
2000-03-24,831,831,831,831,3710,20619.0,1326000.0
2000-03-27,954,954,954,954,13400,23669.0,1326000.0
2000-03-28,1096,1096,817,1069,37650,26520.0,1326000.0
2000-03-29,1069,1069,1015,1016,37870,25194.0,1326000.0
2000-03-30,1010,1010,863,863,16090,21415.0,1326000.0
2000-03-31,735,735,735,735,1390,18232.0,1326000.0
2000-04-03,646,695,625,668,82110,16575.0,1326000.0
2000-04-04,614,641,614,642,6360,15912.0,1326000.0
2000-04-06,614,614,614,615,210,15249.0,1326000.0
2000-04-07,569,641,569,615,300,15249.0,1326000.0
2000-04-10,542,700,542,700,12530,17371.0,1326000.0
2000-04-11,748,801,748,802,20400,19890.0,1326000.0
2000-04-12,764,801,748,791,10690,19625.0,1326000.0
2000-04-14,791,791,681,684,4400,16973.0,1326000.0
2000-04-17,614,695,588,588,730,14586.0,1326000.0
2000-04-18,676,676,534,537,2000,13326.0,1326000.0
2000-04-19,561,617,561,618,1520,15315.0,1326000.0
2000-04-20,614,641,593,642,1480,15912.0,1326000.0
2000-04-21,593,673,593,599,3640,14851.0,1326000.0
2000-04-24,620,687,550,687,10910,17039.0,1326000.0
2000-04-25,692,695,689,690,650,17105.0,1326000.0
2000-04-26,695,695,695,695,450,17238.0,1326000.0
2000-04-27,695,695,622,626,5810,15514.0,1326000.0
2000-04-28,641,719,577,615,17260,15249.0,1326000.0
2000-05-02,695,695,614,650,6380,16111.0,1326000.0
2000-05-03,644,689,644,690,5020,17105.0,1326000.0
2000-05-04,668,687,668,687,280,17039.0,1326000.0
2000-05-08,593,695,593,695,6970,17238.0,1326000.0
2000-05-09,695,695,660,690,160,17105.0,1326000.0
2000-05-10,689,689,689,690,0,17105.0,1326000.0
2000-05-12,695,695,695,695,290,17238.0,1326000.0
2000-05-15,684,684,684,684,0,16973.0,1326000.0
2000-05-16,646,668,646,668,220,16575.0,1326000.0
2000-05-17,668,668,662,668,480,16575.0,1326000.0
2000-05-18,668,668,668,668,1200,16575.0,1326000.0
2000-05-19,668,695,668,695,1620,17238.0,1326000.0
2000-05-22,799,799,695,775,1080,19227.0,1326000.0
2000-05-23,775,828,764,829,570,20553.0,1326000.0
2000-05-24,826,826,775,775,90,19227.0,1326000.0
2000-05-25,716,716,716,716,20,17768.0,1326000.0
2000-05-26,724,724,695,695,240,17238.0,1326000.0
2000-05-29,716,716,716,716,2000,17768.0,1326000.0
2000-05-30,716,716,716,716,0,17768.0,1326000.0
2000-05-31,743,743,695,722,180,17901.0,1326000.0
2000-06-01,748,775,748,775,710,19227.0,1326000.0
2000-06-02,807,828,775,829,2410,20553.0,1326000.0
2000-06-05,753,753,753,754,20,18697.0,1326000.0
2000-06-07,785,828,785,829,530,20553.0,1326000.0
2000-06-08,828,855,828,855,370,21216.0,1326000.0
2000-06-09,844,882,844,882,3250,21879.0,1326000.0
2000-06-12,887,892,887,888,110,22012.0,1326000.0
2000-06-13,887,887,828,829,20,20553.0,1326000.0
2000-06-14,759,850,759,813,630,20155.0,1326000.0
2000-06-15,812,882,812,882,800,21879.0,1326000.0
2000-06-16,882,882,855,855,280,21216.0,1326000.0
2000-06-19,780,855,780,855,130,21216.0,1326000.0
2000-06-20,855,855,855,855,480,21216.0,1326000.0
2000-06-21,855,855,855,855,250,21216.0,1326000.0
2000-06-22,855,908,855,909,1400,22542.0,1326000.0
2000-06-23,898,898,898,898,10,22277.0,1326000.0
2000-06-26,834,882,834,882,1210,21879.0,1326000.0
2000-06-27,882,882,882,882,230,21879.0,1326000.0
2000-06-28,882,882,882,882,0,21879.0,1326000.0
2000-06-29,855,855,855,855,90,21216.0,1326000.0
2000-06-30,855,855,855,855,0,21216.0,1326000.0
2000-07-03,860,860,860,861,0,21349.0,1326000.0
2000-07-04,989,989,801,936,80,23205.0,1326000.0
2000-07-05,898,935,898,936,60,23205.0,1326000.0
2000-07-06,962,962,962,962,10,23868.0,1326000.0
2000-07-07,962,962,962,962,760,23868.0,1326000.0
2000-07-10,962,962,908,909,120,22542.0,1326000.0
2000-07-11,908,908,908,909,0,22542.0,1326000.0
2000-07-12,935,935,935,936,50,23205.0,1326000.0
2000-07-13,908,908,908,909,170,22542.0,1326000.0
2000-07-14,908,908,908,909,0,,
2000-07-18,898,898,898,898,140,22277.0,1326000.0
2000-07-19,898,908,898,909,580,22542.0,1326000.0
2000-07-20,855,989,855,989,70,24531.0,1326000.0
2000-07-21,962,962,935,936,900,23205.0,1326000.0
2000-07-24,919,935,919,920,510,22807.0,1326000.0
2000-07-25,908,908,908,909,510,22542.0,1326000.0
2000-07-26,908,908,908,909,0,,
2000-07-27,1042,1042,962,962,610,23868.0,1326000.0
2000-07-28,962,962,962,962,1330,23868.0,1326000.0
2000-07-31,962,962,962,962,10,23868.0,1326000.0
2000-08-01,962,962,962,962,870,23868.0,1326000.0
2000-08-02,914,914,914,914,10,22675.0,1326000.0
2000-08-03,914,962,914,962,30,23868.0,1326000.0
2000-08-04,919,935,919,936,20,23205.0,1326000.0
2000-08-07,989,1005,989,989,790,24531.0,1326000.0
2000-08-08,927,927,927,928,100,23006.0,1326000.0
2000-08-09,935,935,935,936,100,23205.0,1326000.0
2000-08-10,935,935,935,936,0,23205.0,1326000.0
2000-08-11,935,935,935,936,0,,
2000-08-14,935,962,935,936,280,23205.0,1326000.0
2000-08-16,935,935,935,936,420,23205.0,1326000.0
2000-08-17,935,935,908,909,60,22542.0,1326000.0
2000-08-18,908,935,908,936,500,23205.0,1326000.0
2000-08-21,962,962,962,962,130,23868.0,1326000.0
2000-08-22,962,962,962,962,420,23868.0,1326000.0
2000-08-23,962,962,962,962,200,23868.0,1326000.0
2000-08-24,989,989,989,989,180,24531.0,1326000.0
2000-08-25,1015,1015,1015,1016,170,25194.0,1326000.0
2000-08-28,1013,1042,1013,1043,150,25857.0,1326000.0
2000-08-29,989,989,989,989,270,24531.0,1326000.0
2000-08-30,989,989,989,989,0,24531.0,1326000.0
2000-08-31,989,989,989,989,20,24531.0,1326000.0
2000-09-01,940,962,935,962,80,23868.0,1326000.0
2000-09-04,871,940,871,941,20,23338.0,1326000.0
2000-09-05,940,1010,940,1010,30,25061.0,1326000.0
2000-09-06,962,962,962,962,0,23868.0,1326000.0
2000-09-07,962,962,962,962,0,23868.0,1326000.0
2000-09-08,914,914,914,914,30,22675.0,1326000.0
2000-09-14,940,940,940,941,40,23338.0,1326000.0
2000-09-15,890,890,890,890,10,22078.0,1326000.0
2000-09-18,890,890,890,890,0,22078.0,1326000.0
2000-09-19,962,962,962,962,760,23868.0,1326000.0
2000-09-20,908,962,908,962,130,23868.0,1326000.0
2000-09-21,959,962,908,962,1260,23868.0,1326000.0
2000-09-22,919,919,919,920,0,22807.0,1326000.0
2000-09-25,919,919,919,920,10,22807.0,1326000.0
2000-09-26,946,946,946,946,10,23470.0,1326000.0
2000-09-27,914,951,908,952,100,23603.0,1326000.0
2000-09-28,951,1015,951,1016,30,25194.0,1326000.0
2000-09-29,919,919,919,920,20,22807.0,1326000.0
2000-10-02,922,922,914,914,130,22675.0,1326000.0
2000-10-04,914,914,914,914,30,22675.0,1326000.0
2000-10-05,940,940,908,909,60,22542.0,1326000.0
2000-10-06,911,911,908,909,40,22542.0,1326000.0
2000-10-09,935,1045,935,1040,50,25791.0,1326000.0
2000-10-10,1176,1176,1114,1115,180,27647.0,1326000.0
2000-10-11,967,967,948,949,160,23536.0,1326000.0
2000-10-12,882,884,882,885,70,21945.0,1326000.0
2000-10-13,935,962,935,962,370,23868.0,1326000.0
2000-10-16,914,962,914,962,20,23868.0,1326000.0
2000-10-17,919,919,919,920,10,22807.0,1326000.0
2000-10-18,940,962,940,962,390,23868.0,1326000.0
2000-10-19,919,919,908,909,50,22542.0,1326000.0
2000-10-20,946,946,887,941,80,23338.0,1326000.0
2000-10-23,951,962,914,914,130,22675.0,1326000.0
2000-10-24,914,962,914,962,580,23868.0,1326000.0
2000-10-25,935,962,935,936,460,23205.0,1326000.0
2000-10-26,935,935,935,936,0,,
2000-10-27,935,935,935,936,10,23205.0,1326000.0
2000-10-30,935,935,935,936,0,,
2000-10-31,935,989,935,989,210,24531.0,1326000.0
2000-11-01,1015,1042,1015,1043,3900,25857.0,1326000.0
2000-11-02,1042,1069,935,1016,3940,25194.0,1326000.0
2000-11-03,1015,1031,1015,1032,3190,25592.0,1326000.0
2000-11-06,951,1015,935,936,880,23205.0,1326000.0
2000-11-07,989,989,989,989,20,24531.0,1326000.0
2000-11-08,999,999,999,1000,700,24796.0,1326000.0
2000-11-09,989,999,989,1000,490,24796.0,1326000.0
2000-11-10,1122,1122,1117,1117,270,27713.0,1326000.0
2000-11-13,1117,1117,1117,1117,10,27713.0,1326000.0
2000-11-14,1074,1074,1074,1075,20,26653.0,1326000.0
2000-11-15,1047,1058,1047,1059,1910,26255.0,1326000.0
2000-11-16,1042,1042,994,994,1730,24664.0,1326000.0
2000-11-17,989,1015,989,1016,210,25194.0,1326000.0
2000-11-20,1015,1015,1015,1016,1660,25194.0,1326000.0
2000-11-21,1021,1168,994,1166,5290,28907.0,1326000.0
2000-11-22,1026,1026,1026,1027,3880,25459.0,1326000.0
2000-11-23,1015,1122,1015,1096,5890,27183.0,1326000.0
2000-11-24,1069,1069,1069,1069,240,26520.0,1326000.0
2000-11-27,1042,1042,1042,1043,10,25857.0,1326000.0
2000-11-28,1042,1042,1042,1043,0,25857.0,1326000.0
2000-11-29,1042,1042,1042,1043,0,,
2000-11-30,1069,1069,1069,1069,60,26520.0,1326000.0
2000-12-01,1069,1069,1069,1069,170,26520.0,1326000.0
2000-12-04,1069,1069,1069,1069,20,26520.0,1326000.0
2000-12-05,1069,1069,1069,1069,10,26520.0,1326000.0
2000-12-06,1069,1069,1069,1069,20,,
2000-12-07,1069,1069,1069,1069,0,26520.0,1326000.0
2000-12-08,1069,1069,1069,1069,0,,
2000-12-11,1122,1122,1122,1123,10,27846.0,1326000.0
2000-12-12,1122,1122,1122,1123,0,27846.0,1326000.0
2000-12-13,1069,1069,1069,1069,0,26520.0,1326000.0
2000-12-14,1015,1015,1015,1016,2050,25194.0,1326000.0
2000-12-15,1015,1015,1015,1016,0,25194.0,1326000.0
2000-12-18,1122,1122,1015,1123,80,27846.0,1326000.0
2000-12-19,1069,1069,954,1016,1820,25194.0,1326000.0
2000-12-20,1010,1010,1010,1010,290,25061.0,1326000.0
