포스코강판(058430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-10-04,29900,30600,29300,30600,17973,183600.0,6000000.0
2005-10-05,30600,30600,29450,29450,10180,176700.0,6000000.0
2005-10-06,29400,29800,29000,29450,10660,176700.0,6000000.0
2005-10-07,29900,29900,29200,29450,12966,176700.0,6000000.0
2005-10-10,29450,29900,29300,29900,11650,179400.0,6000000.0
2005-10-11,30100,30100,29500,29850,11740,179100.0,6000000.0
2005-10-12,29950,29950,29400,29650,22770,177900.0,6000000.0
2005-10-13,29400,29700,29050,29150,14650,174900.0,6000000.0
2005-10-14,29350,30500,28750,30500,29630,183000.0,6000000.0
2005-10-17,30500,30600,29000,30500,9960,183000.0,6000000.0
2005-10-18,30650,30950,28800,30950,15100,185700.0,6000000.0
2005-10-19,30500,31000,30100,30900,12680,185400.0,6000000.0
2005-10-20,30900,31000,30100,31000,12850,186000.0,6000000.0
2005-10-21,30950,31400,30200,31400,15780,188400.0,6000000.0
2005-10-24,31450,32000,30850,32000,6270,192000.0,6000000.0
2005-10-25,31600,32000,31000,31000,4430,186000.0,6000000.0
2005-10-26,31950,31950,30750,31800,4710,190800.0,6000000.0
2005-10-27,32000,32000,31050,31800,10550,190800.0,6000000.0
2005-10-28,31150,31800,30300,30450,8660,182700.0,6000000.0
2005-10-31,30150,31000,30150,30750,2830,184500.0,6000000.0
2005-11-01,29900,32100,29650,32100,12282,192600.0,6000000.0
2005-11-02,32050,32200,31600,32150,3370,192900.0,6000000.0
2005-11-03,31700,32800,31400,32800,7530,196800.0,6000000.0
2005-11-04,32650,32950,32250,32950,4070,197700.0,6000000.0
2005-11-07,32550,32850,31900,32050,2170,192300.0,6000000.0
2005-11-08,31850,32850,31850,32850,6500,197100.0,6000000.0
2005-11-09,32900,33000,32000,32900,11110,197400.0,6000000.0
2005-11-10,32900,32900,32200,32800,2520,196800.0,6000000.0
2005-11-11,31850,33000,31850,32800,7880,196800.0,6000000.0
2005-11-14,32300,32500,32000,32200,4882,193200.0,6000000.0
2005-11-15,31800,32200,30900,30900,6391,185400.0,6000000.0
2005-11-16,30850,30850,30100,30150,6750,180900.0,6000000.0
2005-11-17,30000,30000,29600,29650,14630,177900.0,6000000.0
2005-11-18,29600,29800,29150,29500,6730,177000.0,6000000.0
2005-11-21,29300,29900,28500,28500,13941,171000.0,6000000.0
2005-11-22,28500,29000,27200,27200,15920,163200.0,6000000.0
2005-11-23,27100,28500,27100,27600,11500,165600.0,6000000.0
2005-11-24,27650,28900,27250,28300,7901,169800.0,6000000.0
2005-11-25,28050,28900,28050,28800,8600,172800.0,6000000.0
2005-11-28,28550,29500,28550,29500,8130,177000.0,6000000.0
2005-11-29,29900,29900,29050,29700,11510,178200.0,6000000.0
2005-11-30,29900,30000,29200,29400,5510,176400.0,6000000.0
2005-12-01,29350,29900,28700,29900,3450,179400.0,6000000.0
2005-12-02,29350,29500,28750,29400,3611,176400.0,6000000.0
2005-12-05,28750,29050,27700,27700,4452,166200.0,6000000.0
2005-12-06,27550,29000,27550,28900,4171,173400.0,6000000.0
2005-12-07,28100,28550,27900,28050,3501,168300.0,6000000.0
2005-12-08,28100,28450,27400,27850,9020,167100.0,6000000.0
2005-12-09,27800,28250,27350,27450,9621,164700.0,6000000.0
2005-12-12,27950,28100,27000,27100,17850,162600.0,6000000.0
2005-12-13,27100,27500,26650,27500,13140,165000.0,6000000.0
2005-12-14,27400,27800,27000,27100,8033,162600.0,6000000.0
2005-12-15,26800,27150,26750,27050,9910,162300.0,6000000.0
2005-12-16,27350,27350,26650,26750,5690,160500.0,6000000.0
2005-12-19,26750,26800,26350,26700,11320,160200.0,6000000.0
2005-12-20,26700,26700,26350,26450,7250,158700.0,6000000.0
2005-12-21,26300,26500,26000,26000,12461,156000.0,6000000.0
2005-12-22,25950,26300,25200,25300,10868,151800.0,6000000.0
2005-12-23,25250,25500,24500,25300,15971,151800.0,6000000.0
2005-12-26,25300,25400,24900,24900,17820,149400.0,6000000.0
2005-12-27,25200,25400,25000,25250,34820,151500.0,6000000.0
2005-12-28,24900,24900,23600,24200,7491,145200.0,6000000.0
2005-12-29,24550,24550,23900,24100,5090,144600.0,6000000.0
2006-01-02,24300,24300,23300,23400,16420,140400.0,6000000.0
2006-01-03,23400,23400,22500,22500,25572,135000.0,6000000.0
2006-01-04,22750,22900,22500,22750,22837,136500.0,6000000.0
2006-01-05,22750,23850,22700,23050,28930,138300.0,6000000.0
2006-01-06,23050,23350,23050,23300,6407,139800.0,6000000.0
2006-01-09,23250,23350,22850,22850,13640,137100.0,6000000.0
2006-01-10,22750,23000,22300,22300,12060,133800.0,6000000.0
2006-01-11,22300,22350,21950,21950,14663,131700.0,6000000.0
2006-01-12,22100,22350,21950,21950,23872,131700.0,6000000.0
2006-01-13,22050,22150,21950,22100,11530,132600.0,6000000.0
2006-01-16,22200,22300,21950,22150,16850,132900.0,6000000.0
2006-01-17,22300,22400,22050,22050,48670,132300.0,6000000.0
2006-01-18,22000,22000,20750,20900,34817,125400.0,6000000.0
2006-01-19,20900,20950,19900,20200,50601,121200.0,6000000.0
2006-01-20,20200,20200,18600,20200,48210,121200.0,6000000.0
2006-01-23,19600,20000,18500,19000,20410,114000.0,6000000.0
2006-01-24,18800,19300,17800,18200,59910,109200.0,6000000.0
2006-01-25,18300,18600,18150,18450,59550,110700.0,6000000.0
2006-01-26,18450,18750,18450,18750,30540,112500.0,6000000.0
2006-01-27,18800,19850,18800,19850,37680,119100.0,6000000.0
2006-01-31,20050,20350,19800,19950,29380,119700.0,6000000.0
2006-02-01,20000,20000,18650,18900,29220,113400.0,6000000.0
2006-02-02,19100,19300,18200,18550,35010,111300.0,6000000.0
2006-02-03,18500,18800,18050,18300,18030,109800.0,6000000.0
2006-02-06,18050,18450,17250,17550,43970,105300.0,6000000.0
2006-02-07,17550,17700,17500,17550,76420,105300.0,6000000.0
2006-02-08,17450,17650,17350,17550,19790,105300.0,6000000.0
2006-02-09,17700,17700,17300,17650,27460,105900.0,6000000.0
2006-02-10,17500,17750,17400,17600,28070,105600.0,6000000.0
2006-02-13,17700,17750,17150,17150,38555,102900.0,6000000.0
2006-02-14,17150,17300,16850,17200,16421,103200.0,6000000.0
2006-02-15,17400,17700,17100,17200,23169,103200.0,6000000.0
2006-02-16,17250,17600,17250,17600,15214,105600.0,6000000.0
2006-02-17,17700,17900,17550,17600,10140,105600.0,6000000.0
2006-02-20,17800,18150,17750,18000,15820,108000.0,6000000.0
2006-02-21,18000,18300,17550,17550,35394,105300.0,6000000.0
2006-02-22,17800,18000,17700,17950,17470,107700.0,6000000.0
2006-02-23,18100,18300,18050,18300,16758,109800.0,6000000.0
2006-02-24,18400,19200,18400,18600,28930,111600.0,6000000.0
2006-02-27,18800,19350,18600,19350,15220,116100.0,6000000.0
2006-02-28,19600,19600,19000,19250,16450,115500.0,6000000.0
2006-03-02,19250,19250,18700,18700,16520,112200.0,6000000.0
2006-03-03,18500,19000,18150,18200,14000,109200.0,6000000.0
2006-03-06,18000,18450,18000,18450,8610,110700.0,6000000.0
2006-03-07,18300,18450,18050,18200,10510,109200.0,6000000.0
2006-03-08,18200,18500,18150,18200,6810,109200.0,6000000.0
2006-03-09,18150,18400,18150,18250,6401,109500.0,6000000.0
2006-03-10,18150,18500,18100,18500,9310,111000.0,6000000.0
2006-03-13,18700,19200,18550,18900,21520,113400.0,6000000.0
2006-03-14,19000,19150,18600,18800,9860,112800.0,6000000.0
2006-03-15,18850,19100,18650,19000,13990,114000.0,6000000.0
2006-03-16,19000,19350,18900,19000,6061,114000.0,6000000.0
2006-03-17,19050,19250,18700,18900,10750,113400.0,6000000.0
2006-03-20,19100,19350,19000,19200,10500,115200.0,6000000.0
2006-03-21,19200,19350,19050,19200,5660,115200.0,6000000.0
2006-03-22,19200,19200,18600,18600,9240,111600.0,6000000.0
2006-03-23,19200,19200,18600,18700,5440,112200.0,6000000.0
2006-03-24,18750,18900,18100,18300,8410,109800.0,6000000.0
2006-03-27,18300,18600,18200,18300,4961,109800.0,6000000.0
2006-03-28,18300,18500,18150,18200,7290,109200.0,6000000.0
2006-03-29,18150,18400,18100,18150,3700,108900.0,6000000.0
2006-03-30,18200,18450,18200,18400,4160,110400.0,6000000.0
2006-03-31,18400,18900,18300,18900,6550,113400.0,6000000.0
2006-04-03,19000,19450,18950,19200,15880,115200.0,6000000.0
2006-04-04,19450,19450,19050,19100,5880,114600.0,6000000.0
2006-04-05,19200,19250,18700,18900,10111,113400.0,6000000.0
2006-04-06,18700,18900,18600,18850,11261,113100.0,6000000.0
2006-04-07,18950,18950,18750,18800,5790,112800.0,6000000.0
2006-04-10,18800,18850,18600,18750,12299,112500.0,6000000.0
2006-04-11,18700,19100,18650,19100,9670,114600.0,6000000.0
2006-04-12,18950,19300,18950,19250,7640,115500.0,6000000.0
2006-04-13,19400,19400,19150,19200,9972,115200.0,6000000.0
2006-04-14,19300,20050,19250,20050,20730,120300.0,6000000.0
2006-04-17,20200,20200,19650,19700,14110,118200.0,6000000.0
2006-04-18,19700,20200,19700,19750,11060,118500.0,6000000.0
2006-04-19,19900,20100,19450,19450,25371,116700.0,6000000.0
2006-04-20,19750,19750,19000,19500,8810,117000.0,6000000.0
2006-04-21,19500,19500,19250,19400,7770,116400.0,6000000.0
2006-04-24,19500,19500,19150,19300,7231,115800.0,6000000.0
2006-04-25,19300,19400,19200,19300,7210,115800.0,6000000.0
2006-04-26,19300,19650,19100,19500,15130,117000.0,6000000.0
2006-04-27,19400,19950,19400,19600,14779,117600.0,6000000.0
2006-04-28,19650,19650,19100,19250,18014,115500.0,6000000.0
2006-05-02,19250,19400,18900,18900,8221,113400.0,6000000.0
2006-05-03,18800,19050,18650,18700,9210,112200.0,6000000.0
2006-05-04,18700,18800,18300,18400,12460,110400.0,6000000.0
2006-05-08,18500,18750,18450,18550,7770,111300.0,6000000.0
2006-05-09,18400,18700,18350,18350,5000,110100.0,6000000.0
2006-05-10,18350,18400,17950,18100,30080,108600.0,6000000.0
2006-05-11,17950,18600,17950,18600,15170,111600.0,6000000.0
2006-05-12,18350,18400,18000,18050,17730,108300.0,6000000.0
2006-05-15,17800,17950,17550,17650,22010,105900.0,6000000.0
2006-05-16,17600,17600,17200,17350,11330,104100.0,6000000.0
2006-05-17,17200,17700,17200,17500,6940,105000.0,6000000.0
2006-05-18,17350,17350,17200,17200,4370,103200.0,6000000.0
2006-05-19,17100,17400,16950,17200,4425,103200.0,6000000.0
2006-05-22,17100,17800,17100,17450,2115,104700.0,6000000.0
2006-05-23,17200,17400,17000,17150,3510,102900.0,6000000.0
2006-05-24,17100,17400,16900,17400,16930,104400.0,6000000.0
2006-05-25,17300,17300,16750,16800,10071,100800.0,6000000.0
2006-05-26,16850,16900,16500,16550,18701,99300.0,6000000.0
2006-05-29,16600,16750,15700,16150,49941,96900.0,6000000.0
2006-05-30,16000,16000,15600,15950,43462,95700.0,6000000.0
2006-06-01,15800,15950,15550,15850,19550,95100.0,6000000.0
2006-06-02,15750,15950,15700,15850,10890,95100.0,6000000.0
2006-06-05,15900,15900,15650,15900,8010,95400.0,6000000.0
2006-06-07,15500,15750,15450,15500,20827,93000.0,6000000.0
2006-06-08,15600,15600,14900,14950,54849,89700.0,6000000.0
2006-06-09,15050,15550,15050,15550,4930,93300.0,6000000.0
2006-06-12,15300,15600,15250,15500,7142,93000.0,6000000.0
2006-06-13,15450,15500,15350,15450,4520,92700.0,6000000.0
2006-06-14,15200,16450,15200,15600,71927,93600.0,6000000.0
2006-06-15,15850,15900,15700,15800,9800,94800.0,6000000.0
2006-06-16,15950,16400,15950,16300,14678,97800.0,6000000.0
2006-06-19,16300,16400,16100,16200,4450,97200.0,6000000.0
2006-06-20,16150,16150,15800,15950,2080,95700.0,6000000.0
2006-06-21,15800,16000,15750,15950,5290,95700.0,6000000.0
2006-06-22,16300,16300,15850,15950,7170,95700.0,6000000.0
2006-06-23,15950,15950,15700,15950,5980,95700.0,6000000.0
2006-06-26,16200,16200,15550,15850,4600,95100.0,6000000.0
2006-06-27,15550,15850,15550,15600,5640,93600.0,6000000.0
2006-06-28,15200,15600,15200,15600,10150,93600.0,6000000.0
2006-06-29,15600,16200,15600,16100,4920,96600.0,6000000.0
2006-06-30,16100,16300,16000,16200,4720,97200.0,6000000.0
2006-07-03,16100,16450,16100,16450,3250,98700.0,6000000.0
2006-07-04,16450,16450,16250,16250,3700,97500.0,6000000.0
2006-07-05,15950,16500,15950,16150,4110,96900.0,6000000.0
2006-07-06,16150,16150,15850,16050,6270,96300.0,6000000.0
2006-07-07,16100,16400,16100,16400,4415,98400.0,6000000.0
2006-07-10,16200,16400,16200,16400,2914,98400.0,6000000.0
2006-07-11,16200,16450,16150,16250,4000,97500.0,6000000.0
2006-07-12,16400,16400,16050,16350,1446,98100.0,6000000.0
2006-07-13,16350,16350,15900,16000,9810,96000.0,6000000.0
2006-07-14,15550,15700,15400,15500,6153,93000.0,6000000.0
2006-07-18,15600,15700,15450,15450,2870,92700.0,6000000.0
2006-07-19,15500,15800,15500,15800,2240,94800.0,6000000.0
2006-07-20,15950,16000,15700,15800,2720,94800.0,6000000.0
2006-07-21,15800,15800,15600,15800,4630,94800.0,6000000.0
2006-07-24,16000,16000,15700,15750,3450,94500.0,6000000.0
2006-07-25,15800,16250,15750,16150,3310,96900.0,6000000.0
2006-07-26,16250,16400,16050,16050,7560,96300.0,6000000.0
2006-07-27,16000,16300,15900,16200,2331,97200.0,6000000.0
2006-07-28,16150,16200,16100,16200,2100,97200.0,6000000.0
2006-07-31,16300,16400,15850,15850,2810,95100.0,6000000.0
2006-08-01,15950,15950,15600,15600,3690,93600.0,6000000.0
2006-08-02,15600,16000,15600,15650,1971,93900.0,6000000.0
2006-08-03,15650,15900,15550,15700,1880,94200.0,6000000.0
2006-08-04,16000,16000,15700,15850,3890,95100.0,6000000.0
2006-08-07,15850,15850,15600,15600,2510,93600.0,6000000.0
2006-08-08,15600,15950,15600,15850,6860,95100.0,6000000.0
2006-08-09,15700,16450,15650,15850,6770,95100.0,6000000.0
2006-08-10,15850,15850,15700,15800,4730,94800.0,6000000.0
2006-08-11,16200,16200,15900,15950,3090,95700.0,6000000.0
2006-08-14,15950,16100,15850,15850,3030,95100.0,6000000.0
2006-08-16,15850,16000,15800,15800,10460,94800.0,6000000.0
2006-08-17,15850,16000,15850,16000,8963,96000.0,6000000.0
2006-08-18,16000,16000,15800,15800,3160,94800.0,6000000.0
2006-08-21,15800,15850,15500,15500,7442,93000.0,6000000.0
2006-08-22,15500,15950,15500,15800,6826,94800.0,6000000.0
2006-08-23,15800,15800,15650,15700,4270,94200.0,6000000.0
2006-08-24,15700,15750,15550,15550,12820,93300.0,6000000.0
2006-08-25,15600,16100,15600,15850,7411,95100.0,6000000.0
2006-08-28,16150,16200,16000,16050,7444,96300.0,6000000.0
2006-08-29,16050,16150,15900,16000,7431,96000.0,6000000.0
2006-08-30,16000,16100,16000,16050,6631,96300.0,6000000.0
2006-08-31,16250,16400,16100,16400,7020,98400.0,6000000.0
2006-09-01,16200,16500,16200,16400,5517,98400.0,6000000.0
2006-09-04,16550,16700,16350,16600,10180,99600.0,6000000.0
2006-09-05,16700,16700,16350,16500,6181,99000.0,6000000.0
2006-09-06,16400,16500,16300,16300,6701,97800.0,6000000.0
2006-09-07,16200,16400,16100,16400,2250,98400.0,6000000.0
2006-09-08,16650,17700,16450,16800,71081,100800.0,6000000.0
2006-09-11,17000,17000,16400,16500,12285,99000.0,6000000.0
2006-09-12,16450,16450,15900,16100,16974,96600.0,6000000.0
2006-09-13,16300,16300,16000,16100,7610,96600.0,6000000.0
2006-09-14,16100,16300,16000,16000,13510,96000.0,6000000.0
2006-09-15,16050,16200,16000,16150,7770,96900.0,6000000.0
2006-09-18,16200,16500,16200,16400,9694,98400.0,6000000.0
2006-09-19,16500,16550,16150,16250,7080,97500.0,6000000.0
2006-09-20,16150,16250,16100,16200,7250,97200.0,6000000.0
2006-09-21,16200,16350,16100,16200,7500,97200.0,6000000.0
2006-09-22,16200,16300,15900,15900,8330,95400.0,6000000.0
2006-09-25,15850,16200,15850,15900,6430,95400.0,6000000.0
2006-09-26,16100,16100,15850,15900,8840,95400.0,6000000.0
2006-09-27,15900,16150,15850,16000,4650,96000.0,6000000.0
2006-09-28,16100,16150,16000,16100,9100,96600.0,6000000.0
2006-09-29,16050,16250,16050,16200,5820,97200.0,6000000.0
2006-10-02,16200,16300,16050,16200,4452,97200.0,6000000.0
2006-10-04,16100,16200,15800,15900,11582,95400.0,6000000.0
2006-10-09,15900,16100,14900,15150,13061,90900.0,6000000.0
2006-10-10,15050,15450,15050,15400,3250,92400.0,6000000.0
2006-10-11,15300,15400,15100,15200,6770,91200.0,6000000.0
2006-10-12,15200,15300,15050,15200,27260,91200.0,6000000.0
2006-10-13,15400,15500,15300,15350,6741,92100.0,6000000.0
2006-10-16,15350,15700,15350,15700,3430,94200.0,6000000.0
2006-10-17,15500,15900,15450,15500,4280,93000.0,6000000.0
2006-10-18,15550,15750,15500,15550,3491,93300.0,6000000.0
2006-10-19,15500,15700,15500,15700,5020,94200.0,6000000.0
2006-10-20,15600,15950,15600,15850,8820,95100.0,6000000.0
2006-10-23,15650,15850,15650,15850,5530,95100.0,6000000.0
2006-10-24,15850,16100,15800,15850,11080,95100.0,6000000.0
2006-10-25,15750,16050,15750,15850,8167,95100.0,6000000.0
2006-10-26,16000,16000,15700,15750,5250,94500.0,6000000.0
2006-10-27,15950,15950,15650,15750,5610,94500.0,6000000.0
2006-10-30,15550,15750,15550,15700,9600,94200.0,6000000.0
2006-10-31,15700,15900,15650,15900,2900,95400.0,6000000.0
2006-11-01,15800,15900,15800,15900,8370,95400.0,6000000.0
2006-11-02,15800,15900,15800,15900,7660,95400.0,6000000.0
2006-11-03,15900,16350,15900,16300,13277,97800.0,6000000.0
2006-11-06,16400,16600,16100,16400,12703,98400.0,6000000.0
2006-11-07,16550,17500,16500,17100,18530,102600.0,6000000.0
2006-11-08,16950,17000,16650,16650,43810,99900.0,6000000.0
2006-11-09,16800,16800,16550,16700,16420,100200.0,6000000.0
2006-11-10,16600,17200,16450,17200,14680,103200.0,6000000.0
2006-11-13,17400,17400,16800,17100,9250,102600.0,6000000.0
2006-11-14,17250,17300,16850,17100,11893,102600.0,6000000.0
2006-11-15,17100,17100,16700,16700,7260,100200.0,6000000.0
2006-11-16,16600,17000,16450,16800,7720,100800.0,6000000.0
2006-11-17,16750,17150,16750,16850,14885,101100.0,6000000.0
2006-11-20,16950,17150,16800,16900,11110,101400.0,6000000.0
2006-11-21,17000,17200,16800,17100,5403,102600.0,6000000.0
2006-11-22,17000,17700,16950,17650,17440,105900.0,6000000.0
2006-11-23,17700,17950,17600,17700,20474,106200.0,6000000.0
2006-11-24,17850,17950,17600,17750,7365,106500.0,6000000.0
2006-11-27,17600,18000,17400,17650,15245,105900.0,6000000.0
2006-11-28,17550,17850,17550,17650,12490,105900.0,6000000.0
2006-11-29,17700,18250,17650,18000,21240,108000.0,6000000.0
2006-11-30,18000,18150,17900,18000,9631,108000.0,6000000.0
2006-12-01,17950,18300,17950,17950,10660,107700.0,6000000.0
2006-12-04,17950,18000,17600,17600,7720,105600.0,6000000.0
2006-12-05,17500,17750,17350,17500,7880,105000.0,6000000.0
2006-12-06,17400,17600,17350,17600,7501,105600.0,6000000.0
2006-12-07,17700,17850,17250,17400,7510,104400.0,6000000.0
2006-12-08,17200,17350,16900,16900,8901,101400.0,6000000.0
2006-12-11,16900,16950,16850,16850,5080,101100.0,6000000.0
2006-12-12,17000,17050,16800,16850,3470,101100.0,6000000.0
2006-12-13,16850,16850,16500,16600,5900,99600.0,6000000.0
2006-12-14,16600,17450,16500,17450,11550,104700.0,6000000.0
2006-12-15,17400,17450,16950,17050,7560,102300.0,6000000.0
2006-12-18,17200,17200,16950,17000,4640,102000.0,6000000.0
2006-12-19,17050,17150,16900,16900,7800,101400.0,6000000.0
2006-12-20,16900,17000,16850,17000,12550,102000.0,6000000.0
2006-12-21,17150,17150,16900,16900,5680,101400.0,6000000.0
2006-12-22,16950,16950,16650,16750,8352,100500.0,6000000.0
2006-12-26,16850,17200,16750,16850,17804,101100.0,6000000.0
2006-12-27,16500,16650,16300,16350,14290,98100.0,6000000.0
2006-12-28,16700,17250,16650,17000,17415,102000.0,6000000.0
2007-01-02,17250,17250,16600,16650,7584,99900.0,6000000.0
2007-01-03,16650,16800,16500,16600,5150,99600.0,6000000.0
2007-01-04,17000,17000,16550,16550,7089,99300.0,6000000.0
2007-01-05,16900,16900,16300,16400,4880,98400.0,6000000.0
2007-01-08,16400,16850,16300,16300,3650,97800.0,6000000.0
2007-01-09,16300,16650,16200,16400,1430,98400.0,6000000.0
2007-01-10,16500,16700,16100,16500,3901,99000.0,6000000.0
2007-01-11,16700,16700,16400,16650,3730,99900.0,6000000.0
2007-01-12,16800,16800,16500,16700,3460,100200.0,6000000.0
2007-01-15,16550,16750,16550,16750,3740,100500.0,6000000.0
2007-01-16,16700,16750,16400,16400,3360,98400.0,6000000.0
2007-01-17,16600,16700,16400,16650,2940,99900.0,6000000.0
2007-01-18,16700,16700,16350,16650,4840,99900.0,6000000.0
2007-01-19,16650,16650,16100,16200,3960,97200.0,6000000.0
2007-01-22,16200,16200,15800,15900,5880,95400.0,6000000.0
2007-01-23,16200,16200,15900,16000,5220,96000.0,6000000.0
2007-01-24,15850,16000,15550,15800,14791,94800.0,6000000.0
2007-01-25,16000,16200,15800,16200,5610,97200.0,6000000.0
2007-01-26,16150,16150,15850,16100,2170,96600.0,6000000.0
2007-01-29,16100,16100,15650,15850,7830,95100.0,6000000.0
2007-01-30,15900,15900,15700,15900,4747,95400.0,6000000.0
2007-01-31,15900,16100,15750,16000,4670,96000.0,6000000.0
2007-02-01,16000,16100,15900,16000,4250,96000.0,6000000.0
2007-02-02,15800,16200,15800,16100,12220,96600.0,6000000.0
2007-02-05,16100,16150,16000,16100,9070,96600.0,6000000.0
2007-02-06,16100,16400,16050,16350,9920,98100.0,6000000.0
2007-02-07,16400,16500,16200,16350,6090,98100.0,6000000.0
2007-02-08,16250,16450,16250,16400,4650,98400.0,6000000.0
2007-02-09,16400,16650,16400,16650,5350,99900.0,6000000.0
2007-02-12,16650,16750,16400,16600,6091,99600.0,6000000.0
2007-02-13,16600,16800,16400,16700,1670,100200.0,6000000.0
2007-02-14,16700,16900,16650,16850,1990,101100.0,6000000.0
2007-02-15,16550,16950,16550,16850,14910,101100.0,6000000.0
2007-02-16,16850,17000,16750,16900,7160,101400.0,6000000.0
2007-02-20,16900,17050,16700,17050,5000,102300.0,6000000.0
2007-02-21,17000,17000,16850,16950,5571,101700.0,6000000.0
2007-02-22,16800,17000,16700,16700,12820,100200.0,6000000.0
2007-02-23,16700,16800,16500,16650,6921,99900.0,6000000.0
2007-02-26,16700,17000,16700,16750,9060,100500.0,6000000.0
2007-02-27,16850,17000,16500,16800,11570,100800.0,6000000.0
2007-02-28,16350,16800,16050,16400,8176,98400.0,6000000.0
2007-03-02,16200,16700,16200,16650,1820,99900.0,6000000.0
2007-03-05,16650,16650,16300,16450,1740,98700.0,6000000.0
2007-03-06,16600,16600,16500,16500,1820,99000.0,6000000.0
2007-03-07,16600,16700,16500,16600,2950,99600.0,6000000.0
2007-03-08,16850,16900,16700,16800,3370,100800.0,6000000.0
2007-03-09,16800,17000,16800,17000,7693,102000.0,6000000.0
2007-03-12,17150,17150,16900,17150,6289,102900.0,6000000.0
2007-03-13,17200,17500,17150,17300,7550,103800.0,6000000.0
2007-03-14,17300,17300,16950,17150,7501,102900.0,6000000.0
2007-03-15,17150,17300,17050,17200,3783,103200.0,6000000.0
2007-03-16,17200,17400,17150,17350,4040,104100.0,6000000.0
2007-03-19,17250,17450,17000,17150,10810,102900.0,6000000.0
2007-03-20,17150,17300,17050,17150,5200,102900.0,6000000.0
2007-03-21,17250,17250,17000,17200,8590,103200.0,6000000.0
2007-03-22,17200,17200,17000,17100,6400,102600.0,6000000.0
2007-03-23,17150,17150,17000,17000,7850,102000.0,6000000.0
2007-03-26,16950,17100,16900,17050,11980,102300.0,6000000.0
2007-03-27,17000,17500,17000,17450,8610,104700.0,6000000.0
2007-03-28,17200,17350,16850,17100,15530,102600.0,6000000.0
2007-03-29,17100,17250,17000,17250,7891,103500.0,6000000.0
2007-03-30,17450,17750,17450,17750,15255,106500.0,6000000.0
2007-04-02,17950,18200,17750,17900,13966,107400.0,6000000.0
2007-04-03,18000,18150,17600,17900,14256,107400.0,6000000.0
2007-04-04,18000,18050,17700,17800,14635,106800.0,6000000.0
2007-04-05,17900,18000,17650,17700,17666,106200.0,6000000.0
2007-04-06,17700,17800,17550,17750,10630,106500.0,6000000.0
2007-04-09,17750,17800,17650,17800,10180,106800.0,6000000.0
2007-04-10,17700,18000,17600,18000,12010,108000.0,6000000.0
2007-04-11,18000,18250,17850,18250,18226,109500.0,6000000.0
2007-04-12,18250,19100,18250,18550,26330,111300.0,6000000.0
2007-04-13,18750,19950,18750,19900,57280,119400.0,6000000.0
2007-04-16,19950,21000,19950,21000,48880,126000.0,6000000.0
2007-04-17,20900,20950,19900,19950,41738,119700.0,6000000.0
2007-04-18,19700,20000,19350,19450,14994,116700.0,6000000.0
2007-04-19,19500,19700,18600,18700,31590,112200.0,6000000.0
2007-04-20,18750,19550,18750,19550,23571,117300.0,6000000.0
2007-04-23,19800,19950,19500,19650,18420,117900.0,6000000.0
2007-04-24,19450,19700,19200,19500,23600,117000.0,6000000.0
2007-04-25,19450,19500,18700,19000,39461,114000.0,6000000.0
2007-04-26,19000,20800,19000,20800,56480,124800.0,6000000.0
2007-04-27,21000,21000,19750,20000,653040,120000.0,6000000.0
2007-04-30,19800,19800,19100,19300,16620,115800.0,6000000.0
2007-05-02,19250,19600,19250,19300,16771,115800.0,6000000.0
2007-05-03,19450,19500,19300,19300,24044,115800.0,6000000.0
2007-05-04,19350,19850,19350,19550,16919,117300.0,6000000.0
2007-05-07,19700,20100,19500,19900,13995,119400.0,6000000.0
2007-05-08,19900,20550,19600,20300,32910,121800.0,6000000.0
2007-05-09,20300,20600,19800,20400,19235,122400.0,6000000.0
2007-05-10,20400,21250,20400,21150,48750,126900.0,6000000.0
2007-05-11,21000,22350,20600,22100,48020,132600.0,6000000.0
2007-05-14,22250,22500,21300,21450,39405,128700.0,6000000.0
2007-05-15,21600,21700,20550,20550,33837,123300.0,6000000.0
2007-05-16,20550,21200,20550,21000,22449,126000.0,6000000.0
2007-05-17,21350,21900,21250,21250,36995,127500.0,6000000.0
2007-05-18,21500,21500,20750,21000,30356,126000.0,6000000.0
2007-05-21,20700,21400,20600,20900,18253,125400.0,6000000.0
2007-05-22,21150,21550,21150,21500,35967,129000.0,6000000.0
2007-05-23,21550,21950,21400,21850,29829,131100.0,6000000.0
2007-05-25,21700,22850,21500,22700,31417,136200.0,6000000.0
2007-05-28,23500,23600,23050,23400,44759,140400.0,6000000.0
2007-05-29,23800,26900,23450,26900,206682,161400.0,6000000.0
2007-05-30,27900,30850,26900,26900,355892,161400.0,6000000.0
2007-05-31,27800,28000,26000,27250,117836,163500.0,6000000.0
2007-06-01,27400,27600,26150,26150,88553,156900.0,6000000.0
2007-06-04,26150,26900,25500,25600,56062,153600.0,6000000.0
2007-06-05,25400,26250,24800,25750,44969,154500.0,6000000.0
2007-06-07,25900,25900,25000,25900,53404,155400.0,6000000.0
2007-06-08,25900,25900,25000,25200,40390,151200.0,6000000.0
2007-06-11,25350,25350,24500,24750,31030,148500.0,6000000.0
2007-06-12,24800,24800,24050,24300,31270,145800.0,6000000.0
2007-06-13,24100,25100,24100,24750,30790,148500.0,6000000.0
