황금에스티(032560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-11-24,3180,3190,3107,3146,21622,31304.0,9100000.0
2004-11-25,3149,3329,3149,3187,34024,31714.0,9100000.0
2004-11-26,3245,3304,3180,3269,52916,32532.0,9100000.0
2004-11-29,3319,3548,3269,3497,134363,34808.0,9100000.0
2004-11-30,3568,3568,3448,3475,38108,34580.0,9100000.0
2004-12-01,3540,3796,3411,3658,162579,36400.0,9100000.0
2004-12-02,3749,3749,3603,3630,100120,36127.0,9100000.0
2004-12-03,3658,3658,3452,3575,69551,35581.0,9100000.0
2004-12-06,3500,3596,3482,3484,27834,34671.0,9100000.0
2004-12-07,3453,3558,3448,3493,53606,34762.0,9100000.0
2004-12-08,3494,3645,3494,3585,90218,35672.0,9100000.0
2004-12-09,3692,3692,3528,3649,87443,36309.0,9100000.0
2004-12-10,3657,3657,3461,3462,46038,34444.0,9100000.0
2004-12-13,3435,3521,3435,3475,23755,34580.0,9100000.0
2004-12-14,3429,3520,3429,3520,20357,35035.0,9100000.0
2004-12-15,3427,3565,3427,3484,6043,34671.0,9100000.0
2004-12-16,3484,3557,3484,3520,5586,35035.0,9100000.0
2004-12-17,3473,3623,3473,3612,11785,35945.0,9100000.0
2004-12-20,3613,3677,3576,3658,26451,36400.0,9100000.0
2004-12-21,3657,3657,3511,3622,18187,36036.0,9100000.0
2004-12-22,3648,3721,3639,3672,110497,36536.0,9100000.0
2004-12-23,3671,3729,3652,3704,37923,36855.0,9100000.0
2004-12-24,3692,3733,3656,3694,39868,36764.0,9100000.0
2004-12-27,3695,3695,3595,3658,32667,36400.0,9100000.0
2004-12-28,3578,3793,3573,3667,163985,36491.0,9100000.0
2004-12-29,3737,3843,3578,3667,31710,34626.0,9100000.0
2004-12-30,3749,3749,3479,3556,41413,33579.0,9100000.0
2005-01-03,3573,3597,3516,3566,16359,33670.0,9100000.0
2005-01-04,3479,3590,3460,3546,53149,33488.0,9100000.0
2005-01-05,3487,3564,3477,3518,51479,33215.0,9100000.0
2005-01-06,3518,3691,3479,3662,78747,34580.0,9100000.0
2005-01-07,3657,3831,3624,3768,73000,35581.0,9100000.0
2005-01-10,3768,3932,3749,3869,50513,36536.0,9100000.0
2005-01-11,3795,3901,3795,3879,23092,36628.0,9100000.0
2005-01-12,3824,3882,3771,3826,20786,36127.0,9100000.0
2005-01-13,3758,3850,3739,3840,19884,36264.0,9100000.0
2005-01-14,3836,3889,3836,3864,34257,36491.0,9100000.0
2005-01-17,3879,4019,3879,3956,103197,37356.0,9100000.0
2005-01-18,3956,4428,3951,4428,183534,41814.0,9100000.0
2005-01-19,4576,4951,4354,4631,178098,43726.0,9100000.0
2005-01-20,4515,4717,4510,4635,79705,43771.0,9100000.0
2005-01-21,4635,5185,4635,5175,172221,48867.0,9100000.0
2005-01-24,5173,5356,4980,5079,134493,47957.0,9100000.0
2005-01-25,5057,5067,4653,4819,100297,45500.0,9100000.0
2005-01-26,5106,5106,4672,4819,46584,45500.0,9100000.0
2005-01-27,4674,4886,4674,4741,54020,44772.0,9100000.0
2005-01-28,4741,4857,4713,4857,79383,45864.0,9100000.0
2005-01-31,4741,5194,4741,5098,109816,48139.0,9100000.0
2005-02-01,5127,5271,4973,5252,99924,49595.0,9100000.0
2005-02-02,5262,5349,5011,5040,58041,47593.0,9100000.0
2005-02-03,5106,5163,4817,4867,109050,45955.0,9100000.0
2005-02-04,4836,5154,4826,5050,85801,47684.0,9100000.0
2005-02-07,4973,5233,4973,5117,59059,48321.0,9100000.0
2005-02-11,4934,5214,4934,5059,127041,47775.0,9100000.0
2005-02-14,5115,5607,5057,5609,255401,52962.0,9100000.0
2005-02-15,5782,5782,5445,5541,96124,52325.0,9100000.0
2005-02-16,5686,5715,5464,5512,77827,52052.0,9100000.0
2005-02-17,5522,5734,5493,5493,80095,51870.0,9100000.0
2005-02-18,5530,5568,5298,5397,75127,50960.0,9100000.0
2005-02-21,5310,5541,5214,5435,113640,51324.0,9100000.0
2005-02-22,5599,5599,5387,5387,46950,50869.0,9100000.0
2005-02-23,5011,5445,5011,5310,82777,50141.0,9100000.0
2005-02-24,5395,5694,5395,5551,76224,52416.0,9100000.0
2005-02-25,5590,5859,5590,5676,65790,53599.0,9100000.0
2005-02-28,5800,6175,5539,6139,329525,57967.0,9100000.0
2005-03-02,6166,6252,5925,5956,121435,56238.0,9100000.0
2005-03-03,5879,6168,5715,6052,191405,57148.0,9100000.0
2005-03-04,6052,6216,5985,6052,63022,57148.0,9100000.0
2005-03-07,6071,6168,5821,5840,98741,55146.0,9100000.0
2005-03-08,5877,6060,5539,5773,172360,54509.0,9100000.0
2005-03-09,5676,5888,5676,5811,34234,54873.0,9100000.0
2005-03-10,5800,5934,5684,5686,52514,53690.0,9100000.0
2005-03-11,5559,5800,5559,5638,105540,53235.0,9100000.0
2005-03-14,5744,5927,5686,5830,105400,55055.0,9100000.0
2005-03-15,5867,5963,5539,5590,97435,52780.0,9100000.0
2005-03-16,5493,5541,5137,5310,92155,50141.0,9100000.0
2005-03-17,5212,5347,5106,5137,50916,48503.0,9100000.0
2005-03-18,5057,5269,5057,5108,94199,48230.0,9100000.0
2005-03-21,5011,5300,4915,5165,56556,48776.0,9100000.0
2005-03-22,5067,5462,5067,5445,108894,51415.0,9100000.0
2005-03-23,5433,5472,5337,5474,48640,51688.0,9100000.0
2005-03-24,5406,5590,5387,5416,60484,51142.0,9100000.0
2005-03-25,5493,5493,5300,5310,17052,50141.0,9100000.0
2005-03-28,5298,5491,5298,5426,35347,51233.0,9100000.0
2005-03-29,5349,5484,5252,5300,19607,50050.0,9100000.0
2005-03-30,5327,5327,4865,5108,31922,48230.0,9100000.0
2005-03-31,5185,5300,4973,5059,27663,47775.0,9100000.0
2005-04-01,4971,5086,4720,4915,76111,46410.0,9100000.0
2005-04-04,4838,5011,4819,4963,37564,46865.0,9100000.0
2005-04-06,5009,5029,4942,5021,13274,47411.0,9100000.0
2005-04-07,4990,5057,4942,5031,25398,47502.0,9100000.0
2005-04-08,5048,5115,5038,5108,21553,48230.0,9100000.0
2005-04-11,5059,5175,5059,5175,16028,48867.0,9100000.0
2005-04-12,5250,5260,4836,5156,9918,48685.0,9100000.0
2005-04-13,5241,5241,5048,5156,9404,48685.0,9100000.0
2005-04-14,5108,5137,5021,5069,10983,47866.0,9100000.0
2005-04-15,4894,5057,4884,4915,14768,46410.0,9100000.0
2005-04-18,5009,5009,4614,4732,37581,44681.0,9100000.0
2005-04-19,4894,4894,4720,4819,17087,45500.0,9100000.0
2005-04-20,4818,4914,4682,4727,32527,47088.0,9600000.0
2005-04-21,4722,4722,4491,4616,33808,45984.0,9600000.0
2005-04-22,4635,4761,4626,4722,38001,47040.0,9600000.0
2005-04-25,4629,4817,4629,4703,41496,46848.0,9600000.0
2005-04-26,4672,4807,4624,4631,40981,46128.0,9600000.0
2005-04-27,4701,4701,4537,4626,11715,46080.0,9600000.0
2005-04-28,4865,4865,4624,4732,10375,47136.0,9600000.0
2005-04-29,4556,4768,4556,4607,13425,45888.0,9600000.0
2005-05-02,4684,4809,4597,4804,11237,47856.0,9600000.0
2005-05-03,4819,4819,4741,4741,14981,47232.0,9600000.0
2005-05-04,4774,4818,4672,4674,9968,46560.0,9600000.0
2005-05-06,4582,4814,4582,4722,13311,47040.0,9600000.0
2005-05-09,4633,4769,4624,4674,17084,46560.0,9600000.0
2005-05-10,4712,4721,4633,4674,17028,46560.0,9600000.0
2005-05-11,4624,4672,4527,4626,11228,46080.0,9600000.0
2005-05-12,4580,4633,4527,4626,12764,46080.0,9600000.0
2005-05-13,4819,4819,4529,4539,13925,45216.0,9600000.0
2005-05-16,4539,4799,4539,4698,14911,46800.0,9600000.0
2005-05-17,4720,5269,4672,4867,107084,48480.0,9600000.0
2005-05-18,5250,5250,4836,4867,120370,48480.0,9600000.0
2005-05-19,4884,4903,4720,4737,31921,47184.0,9600000.0
2005-05-20,4732,4925,4732,4751,22543,47328.0,9600000.0
2005-05-23,4751,4814,4626,4645,45840,46272.0,9600000.0
2005-05-24,4645,4703,4597,4664,25933,46464.0,9600000.0
2005-05-25,4624,4721,4576,4674,18176,46560.0,9600000.0
2005-05-26,4585,4720,4585,4655,8912,46368.0,9600000.0
2005-05-27,4607,4645,4356,4534,17467,45168.0,9600000.0
2005-05-30,4534,4635,4534,4611,16018,45936.0,9600000.0
2005-05-31,4664,4664,4578,4587,15695,45696.0,9600000.0
2005-06-01,4542,4614,4542,4554,26450,45360.0,9600000.0
2005-06-02,4595,4595,4537,4549,10216,45312.0,9600000.0
2005-06-03,4549,4674,4549,4616,9754,45984.0,9600000.0
2005-06-07,4614,4614,4527,4578,17606,45600.0,9600000.0
2005-06-08,4576,4614,4532,4597,9090,45792.0,9600000.0
2005-06-09,4529,4597,4529,4558,17117,45408.0,9600000.0
2005-06-10,4549,4838,4549,4770,160305,47520.0,9600000.0
2005-06-13,4807,4951,4764,4766,106527,47472.0,9600000.0
2005-06-14,4819,4857,4698,4717,52082,46992.0,9600000.0
2005-06-15,4711,4845,4691,4838,32561,48192.0,9600000.0
2005-06-16,4857,5059,4857,4876,102822,48576.0,9600000.0
2005-06-17,4896,5194,4876,5194,79343,51744.0,9600000.0
2005-06-20,5202,5414,5192,5397,155800,53760.0,9600000.0
2005-06-21,5397,5464,5262,5300,86493,52800.0,9600000.0
2005-06-22,5385,5539,5356,5484,57297,54624.0,9600000.0
2005-06-23,5426,5965,5214,5300,346489,52800.0,9600000.0
2005-06-24,5183,5279,4942,5156,119738,51360.0,9600000.0
2005-06-27,5135,5385,5106,5137,60123,51168.0,9600000.0
2005-06-28,5115,5327,5048,5156,128348,51360.0,9600000.0
2005-06-29,5212,5395,5202,5262,77589,52416.0,9600000.0
2005-06-30,5329,5329,5108,5165,35585,51456.0,9600000.0
2005-07-01,5204,5377,5146,5300,59858,52800.0,9600000.0
2005-07-04,5395,5588,5318,5320,111005,52992.0,9600000.0
2005-07-05,5320,5397,5175,5175,47333,51552.0,9600000.0
2005-07-06,5175,5329,5165,5300,60998,52800.0,9600000.0
2005-07-07,5262,5445,5204,5406,50461,53856.0,9600000.0
2005-07-08,5416,5541,5358,5493,89184,54720.0,9600000.0
2005-07-11,5510,5790,5510,5715,124522,56928.0,9600000.0
2005-07-12,5821,5821,5570,5782,96916,57600.0,9600000.0
2005-07-13,5782,5830,5647,5724,35986,57024.0,9600000.0
2005-07-14,5763,5792,5397,5541,88996,55200.0,9600000.0
2005-07-15,5638,5638,5397,5493,40570,54720.0,9600000.0
2005-07-18,5414,5520,5414,5445,17243,54240.0,9600000.0
2005-07-19,5397,5532,5397,5522,50552,55008.0,9600000.0
2005-07-20,5530,5925,5520,5686,144420,56640.0,9600000.0
2005-07-21,5705,5879,5599,5782,114444,57600.0,9600000.0
2005-07-22,5780,5925,5684,5879,103007,58560.0,9600000.0
2005-07-25,5915,6224,5915,5956,215231,59328.0,9600000.0
2005-07-26,5877,6021,5800,5850,64795,58272.0,9600000.0
2005-07-27,5965,6023,5888,5917,143188,58944.0,9600000.0
2005-07-28,6071,6168,5830,5936,172553,59136.0,9600000.0
2005-07-29,6050,6050,5896,5927,155708,59040.0,9600000.0
2005-08-01,5857,5915,5665,5696,80757,56736.0,9600000.0
2005-08-02,5694,5694,5520,5590,69416,55680.0,9600000.0
2005-08-03,5609,5946,5590,5946,146136,59232.0,9600000.0
2005-08-04,5886,5944,5732,5879,53561,58560.0,9600000.0
2005-08-05,5879,5879,5541,5705,52720,56832.0,9600000.0
2005-08-08,5694,5694,5559,5686,18211,56640.0,9600000.0
2005-08-09,5684,5732,5626,5715,15442,56928.0,9600000.0
2005-08-10,5597,5925,5597,5898,99438,58752.0,9600000.0
2005-08-11,5790,5934,5790,5927,30652,59040.0,9600000.0
2005-08-12,5925,5973,5800,5802,25715,57792.0,9600000.0
2005-08-16,5742,5964,5694,5763,37313,57408.0,9600000.0
2005-08-17,5763,5763,5561,5647,54534,56256.0,9600000.0
2005-08-18,5645,5857,5645,5744,41434,57216.0,9600000.0
2005-08-19,5645,5771,5645,5773,27092,57504.0,9600000.0
2005-08-22,5780,5907,5732,5763,71131,57408.0,9600000.0
2005-08-23,5828,5828,5703,5773,23493,57504.0,9600000.0
2005-08-24,5667,5782,5590,5676,37643,56544.0,9600000.0
2005-08-25,5570,5724,5522,5522,33956,55008.0,9600000.0
2005-08-26,5491,5665,5462,5561,26548,55392.0,9600000.0
2005-08-29,5356,5684,5356,5686,18199,56640.0,9600000.0
2005-08-30,5676,5686,5503,5676,19954,56544.0,9600000.0
2005-08-31,5636,5877,5588,5879,39995,58560.0,9600000.0
2005-09-01,5879,5879,5734,5782,36392,57600.0,9600000.0
2005-09-02,5782,5898,5753,5859,49874,58368.0,9600000.0
2005-09-05,5908,5975,5782,5859,37925,58368.0,9600000.0
2005-09-06,5927,5965,5782,5782,27427,57600.0,9600000.0
2005-09-07,5780,5877,5722,5773,38915,57504.0,9600000.0
2005-09-08,5771,5828,5694,5696,26281,56736.0,9600000.0
2005-09-09,5636,5761,5636,5763,12847,57408.0,9600000.0
2005-09-12,5763,5869,5686,5734,29052,57120.0,9600000.0
2005-09-13,5696,5782,5647,5734,63789,57120.0,9600000.0
2005-09-14,5599,5782,5561,5647,100521,56256.0,9600000.0
2005-09-15,5626,5761,5559,5609,42951,55872.0,9600000.0
2005-09-16,5549,5742,5520,5609,99276,55872.0,9600000.0
2005-09-20,5638,5859,5628,5628,98881,56064.0,9600000.0
2005-09-21,5724,5724,5503,5570,147667,55488.0,9600000.0
2005-09-22,5561,5609,5484,5522,78769,55008.0,9600000.0
2005-09-23,5482,5626,5376,5445,151759,54240.0,9600000.0
2005-09-26,5395,5539,5279,5339,166152,53184.0,9600000.0
2005-09-27,5426,5484,5069,5175,159036,51552.0,9600000.0
2005-09-28,5135,5347,5077,5291,145141,52704.0,9600000.0
2005-09-29,5300,6081,5204,6081,876995,60576.0,9600000.0
2005-09-30,6262,6291,5491,5503,685375,54816.0,9600000.0
2005-10-04,5416,5638,5252,5358,336641,53376.0,9600000.0
2005-10-05,5339,5397,5281,5300,237502,52800.0,9600000.0
2005-10-06,5243,5300,5165,5252,132468,52320.0,9600000.0
2005-10-07,5252,5252,5146,5175,157464,51552.0,9600000.0
2005-10-10,5214,5320,5185,5252,169552,52320.0,9600000.0
2005-10-11,5300,5368,5271,5271,151743,52512.0,9600000.0
2005-10-12,5281,5300,5137,5146,163414,51264.0,9600000.0
2005-10-13,5165,5214,5069,5117,67909,50976.0,9600000.0
2005-10-14,5088,5137,4905,4953,143518,49344.0,9600000.0
2005-10-17,4867,4944,4838,4847,95998,48288.0,9600000.0
2005-10-18,4838,4915,4819,4847,65932,48288.0,9600000.0
2005-10-19,4749,4817,4605,4607,87805,45888.0,9600000.0
2005-10-20,4578,4799,4568,4751,72184,47328.0,9600000.0
2005-10-21,4645,4953,4640,4934,136348,49152.0,9600000.0
2005-10-24,4944,4992,4857,4857,41209,48384.0,9600000.0
2005-10-25,4876,4963,4804,4804,51494,47856.0,9600000.0
2005-10-26,4817,4836,4759,4761,24787,47424.0,9600000.0
2005-10-27,4741,4780,4626,4664,80545,46464.0,9600000.0
2005-10-28,4542,4653,4436,4544,82011,45264.0,9600000.0
2005-10-31,4592,4688,4592,4645,41811,46272.0,9600000.0
2005-11-01,4669,4669,4607,4640,58428,46224.0,9600000.0
2005-11-02,4597,4963,4597,4794,139738,47760.0,9600000.0
2005-11-03,4894,5125,4797,4915,180611,48960.0,9600000.0
2005-11-04,4992,5059,4857,4876,79646,48576.0,9600000.0
2005-11-07,4865,5144,4865,4973,135237,49536.0,9600000.0
2005-11-08,4982,5204,4982,5088,106253,50688.0,9600000.0
2005-11-09,5048,5144,4865,4867,84689,48480.0,9600000.0
2005-11-10,4828,5040,4746,5011,115632,49920.0,9600000.0
2005-11-11,5096,5289,4874,5031,201248,50112.0,9600000.0
2005-11-14,5019,5154,4913,5002,86214,49824.0,9600000.0
2005-11-15,4923,5029,4836,4915,57378,48960.0,9600000.0
2005-11-16,4886,5271,4886,5165,170393,51456.0,9600000.0
2005-11-17,5127,5936,5127,5936,568435,59136.0,9600000.0
2005-11-18,6264,6293,5686,5936,944583,59136.0,9600000.0
2005-11-21,5985,6293,5927,5975,691427,59520.0,9600000.0
2005-11-22,6069,6069,5501,5561,407738,55392.0,9600000.0
2005-11-23,5503,5657,5368,5493,395727,54720.0,9600000.0
2005-11-24,5561,6062,5493,5830,501776,58080.0,9600000.0
2005-11-25,6021,6696,5877,6698,546722,66720.0,9600000.0
2005-11-28,7700,7700,7700,7700,129916,76704.0,9600000.0
2005-11-29,8846,8846,6705,7199,2919635,71712.0,9600000.0
2005-11-30,7322,8161,7043,7999,1542772,79680.0,9600000.0
2005-12-01,8047,8375,7507,7507,807923,74784.0,9600000.0
2005-12-02,7380,7496,6580,6698,874225,66720.0,9600000.0
2005-12-05,6648,7004,6426,6698,477924,66720.0,9600000.0
2005-12-06,6869,7111,6551,6746,587424,67200.0,9600000.0
2005-12-07,6698,7517,6264,6813,1405412,67872.0,9600000.0
2005-12-08,6715,7033,6542,6544,376687,65184.0,9600000.0
2005-12-09,6493,6600,5925,6004,501213,59808.0,9600000.0
2005-12-12,5927,6216,5927,5946,352759,59232.0,9600000.0
2005-12-13,5915,6387,5915,6062,386070,60384.0,9600000.0
2005-12-14,6071,6794,6071,6765,666097,67392.0,9600000.0
2005-12-15,6891,7170,6601,6717,702116,66912.0,9600000.0
2005-12-16,6358,6715,6262,6380,273835,63552.0,9600000.0
2005-12-19,6224,6522,6224,6457,306385,64320.0,9600000.0
2005-12-20,6464,6532,5973,6197,223295,61728.0,9600000.0
2005-12-21,6069,6407,6060,6062,269396,60384.0,9600000.0
2005-12-22,6195,6195,5588,5667,300774,56448.0,9600000.0
2005-12-23,5590,5773,5397,5599,142945,55776.0,9600000.0
2005-12-26,5597,5828,5597,5773,160180,57504.0,9600000.0
2005-12-27,5782,5869,5618,5618,97695,55968.0,9600000.0
2005-12-28,5734,5802,5618,5724,104532,57024.0,9600000.0
2005-12-29,5734,5859,5734,5782,123644,57600.0,9600000.0
2006-01-02,5734,5869,5734,5859,145359,58368.0,9600000.0
2006-01-03,5857,5877,5732,5869,139221,58464.0,9600000.0
2006-01-04,5954,6493,5925,6303,311713,62784.0,9600000.0
2006-01-05,6368,6387,5896,5956,151346,59328.0,9600000.0
2006-01-06,6023,6071,5830,5859,146492,58368.0,9600000.0
2006-01-09,5896,6252,5896,6110,390024,60864.0,9600000.0
2006-01-10,6349,6397,5780,5792,225656,57696.0,9600000.0
2006-01-11,5809,6118,5790,6062,186670,60384.0,9600000.0
2006-01-12,6060,6204,5934,6168,145549,61440.0,9600000.0
2006-01-13,6166,6310,5973,6216,151616,61920.0,9600000.0
2006-01-16,6177,6360,5829,5975,223831,59520.0,9600000.0
2006-01-17,6004,6071,5570,5676,189224,56544.0,9600000.0
2006-01-18,5541,5676,4925,5252,233737,52320.0,9600000.0
2006-01-19,5204,5214,4896,5069,167941,50496.0,9600000.0
2006-01-20,5011,5204,4679,4886,228927,48672.0,9600000.0
2006-01-23,4643,4768,4258,4260,254045,42432.0,9600000.0
2006-01-24,4152,4421,3901,4385,160335,43680.0,9600000.0
2006-01-25,4296,4638,4296,4472,197654,44544.0,9600000.0
2006-01-26,4390,4563,4313,4529,115474,45120.0,9600000.0
2006-01-27,4571,4865,4527,4867,140729,48480.0,9600000.0
2006-01-31,4961,5009,4826,4838,93650,48192.0,9600000.0
2006-02-01,4759,4836,4450,4578,94244,45600.0,9600000.0
2006-02-02,4597,4635,4395,4635,78426,46176.0,9600000.0
2006-02-03,4626,4626,4510,4529,84169,45120.0,9600000.0
2006-02-06,4431,4513,4373,4472,41603,44544.0,9600000.0
2006-02-07,4462,4626,4462,4529,65299,45120.0,9600000.0
2006-02-08,4448,4616,4414,4481,62694,44640.0,9600000.0
2006-02-09,4527,4566,4465,4467,59552,44496.0,9600000.0
2006-02-10,4383,4460,4315,4342,80125,43248.0,9600000.0
2006-02-13,4337,4399,4322,4327,61380,43104.0,9600000.0
2006-02-14,4219,4335,4219,4337,46687,43200.0,9600000.0
2006-02-15,4354,4368,4253,4255,58448,42384.0,9600000.0
2006-02-16,4216,4327,4216,4327,26965,43104.0,9600000.0
2006-02-17,4308,4356,4289,4317,26009,43008.0,9600000.0
2006-02-20,4250,4462,4250,4452,44032,44352.0,9600000.0
2006-02-21,4395,4481,4202,4433,35627,44160.0,9600000.0
2006-02-22,4433,4433,4361,4404,15257,43872.0,9600000.0
2006-02-23,4481,4481,4390,4433,34404,44160.0,9600000.0
2006-02-24,4402,4513,4402,4472,39387,44544.0,9600000.0
2006-02-27,4576,4576,4441,4525,35965,45072.0,9600000.0
2006-02-28,4529,4563,4481,4529,26435,45120.0,9600000.0
2006-03-02,4529,4650,4520,4635,41765,46176.0,9600000.0
2006-03-03,4653,4653,4441,4472,30354,44544.0,9600000.0
2006-03-06,4423,4501,4366,4428,27583,44112.0,9600000.0
2006-03-07,4361,4409,4298,4404,45279,43872.0,9600000.0
2006-03-08,4337,4404,4274,4322,38913,43056.0,9600000.0
2006-03-09,4311,4412,4296,4337,26006,43200.0,9600000.0
2006-03-10,4298,4385,4298,4351,47279,43344.0,9600000.0
2006-03-13,4373,4494,4373,4419,38330,44016.0,9600000.0
2006-03-14,4419,4520,4399,4399,18926,43824.0,9600000.0
2006-03-15,4399,4505,4399,4505,53787,44880.0,9600000.0
2006-03-16,4452,4529,4448,4510,23937,44928.0,9600000.0
2006-03-17,4499,4499,4373,4414,29592,43968.0,9600000.0
2006-03-20,4414,4549,4414,4529,23876,45120.0,9600000.0
2006-03-21,4527,4653,4460,4501,47206,44832.0,9600000.0
2006-03-22,4431,4489,4320,4414,31172,43968.0,9600000.0
2006-03-23,4448,4660,4443,4452,86473,44352.0,9600000.0
2006-03-24,4558,4558,4385,4452,38814,44352.0,9600000.0
2006-03-27,4460,4460,4393,4395,67616,43776.0,9600000.0
2006-03-28,4346,4462,4346,4433,42242,44160.0,9600000.0
2006-03-29,4431,4682,4431,4626,121166,46080.0,9600000.0
2006-03-30,4614,4792,4595,4684,129151,46656.0,9600000.0
2006-03-31,4643,5057,4643,4915,144080,48960.0,9600000.0
2006-04-03,4934,5088,4896,4982,85769,49632.0,9600000.0
2006-04-04,4932,5009,4855,4915,47939,48960.0,9600000.0
2006-04-05,4867,5011,4838,4934,90657,49152.0,9600000.0
2006-04-06,4876,4944,4838,4886,45321,48672.0,9600000.0
2006-04-07,4855,4961,4817,4896,40443,48768.0,9600000.0
2006-04-10,4876,5127,4876,5059,75172,50400.0,9600000.0
2006-04-11,5154,5154,4903,5156,54359,51360.0,9600000.0
2006-04-12,5173,5173,5019,5108,25797,50880.0,9600000.0
2006-04-13,5108,5271,5108,5271,53587,52512.0,9600000.0
2006-04-14,5298,5298,5154,5262,50483,52416.0,9600000.0
2006-04-17,5281,5349,5214,5252,33400,52320.0,9600000.0
2006-04-18,5214,5291,5117,5204,58689,51840.0,9600000.0
2006-04-19,5163,5212,5038,5108,33131,50880.0,9600000.0
2006-04-20,5059,5108,4857,4857,54266,48384.0,9600000.0
2006-04-21,4934,5011,4857,4963,45567,49440.0,9600000.0
2006-04-24,4973,5002,4934,4992,47366,49728.0,9600000.0
2006-04-25,4961,5019,4951,5002,44627,49824.0,9600000.0
2006-04-26,5011,5031,4982,5011,20925,49920.0,9600000.0
2006-04-27,5011,5252,5011,5204,87105,51840.0,9600000.0
2006-04-28,5250,5289,5067,5108,69207,50880.0,9600000.0
2006-05-02,5031,5108,4915,4934,55540,49152.0,9600000.0
2006-05-03,4896,5011,4896,4963,49247,49440.0,9600000.0
2006-05-04,4915,5011,4915,4963,20685,49440.0,9600000.0
2006-05-08,4963,5079,4915,4963,33733,49440.0,9600000.0
2006-05-09,4923,4971,4836,4867,29359,48480.0,9600000.0
2006-05-10,4867,4905,4809,4847,34027,48288.0,9600000.0
2006-05-11,4847,4905,4790,4847,43581,48288.0,9600000.0
2006-05-12,4905,4905,4722,4886,26622,48672.0,9600000.0
2006-05-15,4847,4847,4708,4770,31704,47520.0,9600000.0
2006-05-16,4788,5096,4768,4790,29213,47712.0,9600000.0
2006-05-17,4730,4874,4503,4756,54303,47376.0,9600000.0
2006-05-18,4576,4807,4479,4766,76584,47472.0,9600000.0
2006-05-19,4794,4905,4780,4828,54484,48096.0,9600000.0
2006-05-22,4884,4932,4686,4819,29958,48000.0,9600000.0
2006-05-23,4739,5009,4489,4973,101739,49536.0,9600000.0
2006-05-24,4973,5059,4722,5011,119754,49920.0,9600000.0
2006-05-25,4942,5135,4797,5108,189941,50880.0,9600000.0
2006-05-26,5202,5279,5019,5021,67328,50016.0,9600000.0
2006-05-29,5202,5665,5057,5484,282560,54624.0,9600000.0
2006-05-30,5484,5484,5281,5406,110515,53856.0,9600000.0
2006-06-01,5443,5443,5250,5378,83718,53568.0,9600000.0
2006-06-02,5416,5724,5397,5628,253163,56064.0,9600000.0
2006-06-05,5676,5821,5541,5618,140949,55968.0,9600000.0
2006-06-07,5453,5539,5057,5214,113515,51936.0,9600000.0
2006-06-08,5212,5713,5106,5715,176395,56928.0,9600000.0
2006-06-09,5867,6214,5732,6033,295819,60096.0,9600000.0
2006-06-12,5886,6156,5732,6139,152288,61152.0,9600000.0
2006-06-13,5879,6033,5782,5782,107409,57600.0,9600000.0
2006-06-14,5686,5917,5541,5782,126700,57600.0,9600000.0
2006-06-15,5838,5878,5703,5763,56573,57408.0,9600000.0
2006-06-16,5782,6120,5773,6023,222461,60000.0,9600000.0
2006-06-19,5908,5975,5628,5782,90037,57600.0,9600000.0
2006-06-20,5618,5763,5320,5358,107487,53376.0,9600000.0
2006-06-21,5414,5443,5163,5320,34225,52992.0,9600000.0
2006-06-22,5368,5474,5223,5310,52218,52896.0,9600000.0
2006-06-23,5308,5472,4990,5474,46196,54528.0,9600000.0
2006-06-26,5318,5433,5241,5397,28671,53760.0,9600000.0
2006-06-27,5472,5501,5356,5474,27887,54528.0,9600000.0
2006-06-28,5308,5395,5163,5349,29503,53280.0,9600000.0
2006-06-29,5320,5570,5320,5570,29373,55488.0,9600000.0
2006-06-30,5588,5790,5588,5686,56118,56640.0,9600000.0
2006-07-03,5771,5771,5645,5696,13583,56736.0,9600000.0
2006-07-04,5638,5686,5618,5676,43498,56544.0,9600000.0
2006-07-05,5636,6002,5568,5927,100385,59040.0,9600000.0
2006-07-06,5867,6012,5780,5927,85016,59040.0,9600000.0
2006-07-07,5925,6021,5857,5927,92777,59040.0,9600000.0
2006-07-10,5840,6042,5753,6042,121260,60192.0,9600000.0
2006-07-11,6168,6679,6052,6505,511639,64800.0,9600000.0
2006-07-12,6503,6503,6252,6457,117107,64320.0,9600000.0
2006-07-13,6358,6715,6358,6515,118686,64896.0,9600000.0
2006-07-14,6445,6734,6262,6650,218087,66240.0,9600000.0
2006-07-18,6638,6841,6108,6110,187582,60864.0,9600000.0
2006-07-19,6071,6303,5975,5975,144817,59520.0,9600000.0
2006-07-20,6071,6206,5975,6148,137709,61248.0,9600000.0
2006-07-21,6148,6553,6062,6370,258426,63456.0,9600000.0
2006-07-24,6368,6493,6262,6380,80080,63552.0,9600000.0
2006-07-25,6399,6679,6322,6659,231784,66336.0,9600000.0
2006-07-26,6667,6889,6657,6746,324596,67200.0,9600000.0
2006-07-27,6792,6985,6696,6833,209567,68064.0,9600000.0
2006-07-28,6831,6966,6754,6852,270856,68256.0,9600000.0
2006-07-31,6977,6977,6756,6842,100974,68160.0,9600000.0
2006-08-01,6725,6840,6561,6563,105463,65376.0,9600000.0
2006-08-02,6532,6802,6484,6804,62351,67776.0,9600000.0
