신세계I&C(035510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-08-31,42900,43300,41950,41950,6555,72154.0,1720000.0
2005-09-01,42000,44700,42000,44000,19952,75680.0,1720000.0
2005-09-02,45000,45000,43550,44000,1295,75680.0,1720000.0
2005-09-05,43000,45000,42800,44800,10621,77056.0,1720000.0
2005-09-06,44750,46000,44600,45400,8211,78088.0,1720000.0
2005-09-07,44800,46700,44800,46700,6413,80324.0,1720000.0
2005-09-08,46200,47000,46000,46700,3050,80324.0,1720000.0
2005-09-09,46950,46950,46000,46950,2507,80754.0,1720000.0
2005-09-12,46500,47500,46500,46900,6822,80668.0,1720000.0
2005-09-13,47900,47900,46200,46500,5909,79980.0,1720000.0
2005-09-14,47750,47750,46250,46900,1793,80668.0,1720000.0
2005-09-15,46900,47600,46000,47000,4236,80840.0,1720000.0
2005-09-16,47450,48950,47100,48950,15550,84194.0,1720000.0
2005-09-20,48950,50500,48950,50500,6114,86860.0,1720000.0
2005-09-21,50900,50900,50100,50800,2962,87376.0,1720000.0
2005-09-22,50800,53000,50400,52800,3714,90816.0,1720000.0
2005-09-23,52700,53800,51900,52500,2787,90300.0,1720000.0
2005-09-26,53000,56000,53000,56000,6633,96320.0,1720000.0
2005-09-27,57700,57900,56500,57800,6269,99416.0,1720000.0
2005-09-28,56600,57900,56600,57900,2641,99588.0,1720000.0
2005-09-29,57800,57900,56200,57800,2018,99416.0,1720000.0
2005-09-30,57800,60500,57000,59700,8683,102684.0,1720000.0
2005-10-04,59900,61800,59100,59700,6009,102684.0,1720000.0
2005-10-05,59000,60000,58200,60000,3726,103200.0,1720000.0
2005-10-06,60500,60500,58500,60000,1950,103200.0,1720000.0
2005-10-07,59900,60400,58500,60400,3665,103888.0,1720000.0
2005-10-10,60600,60600,58800,60500,5667,104060.0,1720000.0
2005-10-11,60200,60800,59600,60800,2382,104576.0,1720000.0
2005-10-12,60000,60500,59500,60000,2147,103200.0,1720000.0
2005-10-13,59800,61000,59300,60700,2791,104404.0,1720000.0
2005-10-14,60700,69500,60700,62000,1534,106640.0,1720000.0
2005-10-17,61500,62000,59800,62000,3642,106640.0,1720000.0
2005-10-18,63000,63000,61100,62400,1229,107328.0,1720000.0
2005-10-19,61300,62500,61300,62400,4099,107328.0,1720000.0
2005-10-20,63000,63000,61500,62400,3962,107328.0,1720000.0
2005-10-21,61800,62000,61500,61900,882,106468.0,1720000.0
2005-10-24,60800,61000,60000,60000,3739,103200.0,1720000.0
2005-10-25,60000,62200,60000,62000,2847,106640.0,1720000.0
2005-10-26,61500,61500,60700,61000,562,104920.0,1720000.0
2005-10-27,62500,62500,60100,60100,1698,103372.0,1720000.0
2005-10-28,60800,60800,56600,59800,4484,102856.0,1720000.0
2005-10-31,61000,61000,58800,60500,381,104060.0,1720000.0
2005-11-01,60900,60900,59500,60900,6063,104748.0,1720000.0
2005-11-02,61800,62500,60000,61000,3231,104920.0,1720000.0
2005-11-03,60300,63000,60300,63000,2343,108360.0,1720000.0
2005-11-04,63500,64000,62200,63000,2177,108360.0,1720000.0
2005-11-07,62000,65000,62000,64600,3294,111112.0,1720000.0
2005-11-08,66500,66500,63500,65000,8014,111800.0,1720000.0
2005-11-09,63700,65000,63500,65000,1984,111800.0,1720000.0
2005-11-10,66000,66000,64100,64100,1658,110252.0,1720000.0
2005-11-11,65900,65900,62700,64200,3501,110424.0,1720000.0
2005-11-14,63500,64000,62700,64000,2197,110080.0,1720000.0
2005-11-15,64000,65900,63000,65800,1660,113176.0,1720000.0
2005-11-16,65900,67000,64500,67000,9674,115240.0,1720000.0
2005-11-17,68000,69300,67000,69200,1047,119024.0,1720000.0
2005-11-18,69400,71900,69400,69700,2386,119884.0,1720000.0
2005-11-21,70900,71000,68300,69500,11153,119540.0,1720000.0
2005-11-22,69000,70000,68600,69400,3539,119368.0,1720000.0
2005-11-23,69400,70100,68000,69900,6569,120228.0,1720000.0
2005-11-24,71000,71000,69000,69700,3263,119884.0,1720000.0
2005-11-25,70900,70900,69700,70100,1945,120572.0,1720000.0
2005-11-28,70100,71800,67600,71800,4441,123496.0,1720000.0
2005-11-29,69200,71800,69200,71800,2302,123496.0,1720000.0
2005-11-30,72000,72700,70900,72700,8868,125044.0,1720000.0
2005-12-01,72700,81700,71800,79800,10627,137256.0,1720000.0
2005-12-02,79800,84000,77600,82000,11411,141040.0,1720000.0
2005-12-05,85000,93000,82500,89900,12966,154628.0,1720000.0
2005-12-06,92000,93200,84200,88000,12305,151360.0,1720000.0
2005-12-07,88000,88000,76000,77700,13567,133644.0,1720000.0
2005-12-08,74800,80700,74600,77000,15154,132440.0,1720000.0
2005-12-09,77000,77000,74600,75000,13430,129000.0,1720000.0
2005-12-12,76000,77900,74200,74900,9133,128828.0,1720000.0
2005-12-13,76500,81000,74900,76800,8752,132096.0,1720000.0
2005-12-14,77200,79500,77000,78000,7207,134160.0,1720000.0
2005-12-15,77200,78600,76000,76800,7049,132096.0,1720000.0
2005-12-16,75500,76400,74000,74600,6327,128312.0,1720000.0
2005-12-19,72500,75900,72500,74600,2218,128312.0,1720000.0
2005-12-20,76000,76000,73700,73900,1417,127108.0,1720000.0
2005-12-21,73100,75900,73100,73700,2830,126764.0,1720000.0
2005-12-22,75600,75600,71100,75000,5197,129000.0,1720000.0
2005-12-23,74500,75000,72800,75000,3325,129000.0,1720000.0
2005-12-26,74500,75700,73100,74300,3518,127796.0,1720000.0
2005-12-27,73600,76800,70800,76500,18581,131580.0,1720000.0
2005-12-28,76500,77000,73500,77000,4111,132440.0,1720000.0
2005-12-29,76900,78300,74200,77000,10288,132440.0,1720000.0
2006-01-02,77000,79000,76600,77700,10422,133644.0,1720000.0
2006-01-03,79900,79900,76500,77700,9627,133644.0,1720000.0
2006-01-04,79800,79800,74500,75900,7162,130548.0,1720000.0
2006-01-05,75700,75800,73300,75500,9127,129860.0,1720000.0
2006-01-06,74400,78000,73400,76600,9478,131752.0,1720000.0
2006-01-09,76300,77900,76300,77700,7583,133644.0,1720000.0
2006-01-10,78100,79800,76600,76900,5984,132268.0,1720000.0
2006-01-11,77500,78000,75200,77000,8941,132440.0,1720000.0
2006-01-12,74900,77900,74900,77900,3461,133988.0,1720000.0
2006-01-13,77900,78000,76500,78000,3008,134160.0,1720000.0
2006-01-16,78000,81000,78000,79500,6986,136740.0,1720000.0
2006-01-17,81700,83000,78000,79500,11487,136740.0,1720000.0
2006-01-18,79500,79500,74300,77000,6361,132440.0,1720000.0
2006-01-19,80000,80000,76300,76300,5210,131236.0,1720000.0
2006-01-20,76000,76900,73000,73000,6114,125560.0,1720000.0
2006-01-23,72300,72300,63900,69100,21211,118852.0,1720000.0
2006-01-24,66000,71900,66000,70000,5199,120400.0,1720000.0
2006-01-25,70000,71400,69100,70700,4782,121604.0,1720000.0
2006-01-26,70000,71000,70000,70800,1406,121776.0,1720000.0
2006-01-27,70900,71400,70000,71400,2474,122808.0,1720000.0
2006-01-31,77800,77800,71500,71500,10478,122980.0,1720000.0
2006-02-01,70300,71500,69400,70000,2260,120400.0,1720000.0
2006-02-02,69100,70000,67500,68400,4461,117648.0,1720000.0
2006-02-03,67000,67500,66400,66400,4593,114208.0,1720000.0
2006-02-06,66400,66400,62000,62900,5101,108188.0,1720000.0
2006-02-07,62500,64800,62500,64800,3125,111456.0,1720000.0
2006-02-08,63100,64800,63100,63100,3164,108532.0,1720000.0
2006-02-09,63000,63900,62800,63300,2592,108876.0,1720000.0
2006-02-10,62500,64500,61900,62700,6114,107844.0,1720000.0
2006-02-13,62100,64500,62100,64500,3094,110940.0,1720000.0
2006-02-14,63800,69000,63800,69000,4337,118680.0,1720000.0
2006-02-15,68800,70000,66000,66000,895,113520.0,1720000.0
2006-02-16,67300,67300,64900,66700,1343,114724.0,1720000.0
2006-02-17,68600,68600,66400,68200,1146,117304.0,1720000.0
2006-02-20,67300,69900,62000,68900,2218,118508.0,1720000.0
2006-02-21,67200,68800,66700,68600,1442,117992.0,1720000.0
2006-02-22,68600,68600,66000,66000,2052,113520.0,1720000.0
2006-02-23,64900,66500,64900,66500,1433,114380.0,1720000.0
2006-02-24,66500,68700,66000,66600,691,114552.0,1720000.0
2006-02-27,65700,68000,65700,68000,853,116960.0,1720000.0
2006-02-28,68000,68900,66600,68900,2123,118508.0,1720000.0
2006-03-02,68900,69000,68000,68900,538,118508.0,1720000.0
2006-03-03,69000,69900,67500,67500,1804,116100.0,1720000.0
2006-03-06,67800,68800,66700,67000,299,115240.0,1720000.0
2006-03-07,65500,66000,64000,64000,2734,110080.0,1720000.0
2006-03-08,64100,64500,63700,63800,388,109736.0,1720000.0
2006-03-09,64100,68900,63800,64200,3453,110424.0,1720000.0
2006-03-10,63200,65500,63200,65500,4216,112660.0,1720000.0
2006-03-13,65000,65900,62100,65000,3365,111800.0,1720000.0
2006-03-14,64500,65500,64500,65400,114,112488.0,1720000.0
2006-03-15,64600,65500,64100,65200,1529,112144.0,1720000.0
2006-03-16,64300,65200,62600,63900,15016,109908.0,1720000.0
2006-03-17,63800,65000,62700,65000,2384,111800.0,1720000.0
2006-03-20,65000,65000,63100,65000,1591,111800.0,1720000.0
2006-03-21,63700,65200,63700,65000,2263,111800.0,1720000.0
2006-03-22,64900,65000,63000,65000,2646,111800.0,1720000.0
2006-03-23,65000,66700,63500,65000,2766,111800.0,1720000.0
2006-03-24,65300,65300,62800,64900,4675,111628.0,1720000.0
2006-03-27,63300,64900,63000,64900,6159,111628.0,1720000.0
2006-03-28,64800,64800,63800,64800,1720,111456.0,1720000.0
2006-03-29,64700,64800,63600,64800,2527,111456.0,1720000.0
2006-03-30,64700,64800,64000,64800,810,111456.0,1720000.0
2006-03-31,64500,65000,62900,65000,6874,111800.0,1720000.0
2006-04-03,65000,67000,64200,67000,4985,115240.0,1720000.0
2006-04-04,66000,67300,65300,66600,2499,114552.0,1720000.0
2006-04-05,67000,67200,65500,65500,1552,112660.0,1720000.0
2006-04-06,66900,74500,66900,68300,2492,117476.0,1720000.0
2006-04-07,70000,70000,66500,67000,1601,115240.0,1720000.0
2006-04-10,67000,67000,65500,67000,1962,115240.0,1720000.0
2006-04-11,66900,67500,66500,66700,1877,114724.0,1720000.0
2006-04-12,66700,67800,66100,67700,1433,116444.0,1720000.0
2006-04-13,67700,69200,67000,69200,4322,119024.0,1720000.0
2006-04-14,68600,70900,68600,70000,3300,120400.0,1720000.0
2006-04-17,69300,71500,68500,69500,5065,119540.0,1720000.0
2006-04-18,69500,69500,67000,67300,2281,115756.0,1720000.0
2006-04-19,67300,67800,66500,67400,4143,115928.0,1720000.0
2006-04-20,67400,68900,67200,68200,1048,117304.0,1720000.0
2006-04-21,68200,68800,65600,68400,7408,117648.0,1720000.0
2006-04-24,66600,69900,66600,67800,830,116616.0,1720000.0
2006-04-25,67800,69500,66000,69500,4198,119540.0,1720000.0
2006-04-26,68000,70000,68000,70000,3044,120400.0,1720000.0
2006-04-27,68600,72000,68600,71000,2434,122120.0,1720000.0
2006-04-28,71000,71000,66000,70000,2028,120400.0,1720000.0
2006-05-02,69000,71000,68500,70700,2044,121604.0,1720000.0
2006-05-03,70500,71000,69300,70400,2319,121088.0,1720000.0
2006-05-04,68800,71900,68800,71900,1161,123668.0,1720000.0
2006-05-08,73000,73000,70400,71000,856,122120.0,1720000.0
2006-05-09,70000,70900,69600,70900,558,121948.0,1720000.0
2006-05-10,70000,71300,68700,70900,1312,121948.0,1720000.0
2006-05-11,70000,71900,69700,71300,1920,122636.0,1720000.0
2006-05-12,71000,72600,69800,71400,3464,122808.0,1720000.0
2006-05-15,69900,70900,69100,70000,1772,120400.0,1720000.0
2006-05-16,70500,71900,69100,70000,1836,120400.0,1720000.0
2006-05-17,0,0,0,73000,0,125560.0,1720000.0
2006-05-18,71000,71900,67800,71900,3654,123668.0,1720000.0
2006-05-19,71800,71800,70000,71200,3327,122464.0,1720000.0
2006-05-22,71500,76000,69600,74000,18790,127280.0,1720000.0
2006-05-23,74700,76500,73500,76500,16458,131580.0,1720000.0
2006-05-24,77400,77500,74700,76000,2597,130720.0,1720000.0
2006-05-25,78900,78900,74000,75400,5550,129688.0,1720000.0
2006-05-26,75000,76000,74500,75900,2980,130548.0,1720000.0
2006-05-29,76900,76900,74600,76000,2800,130720.0,1720000.0
2006-05-30,73800,79400,68000,79400,5820,136568.0,1720000.0
2006-06-01,77500,79200,73900,78000,2059,134160.0,1720000.0
2006-06-02,77000,78800,75100,78000,2460,134160.0,1720000.0
2006-06-05,77900,78000,75900,75900,2359,130548.0,1720000.0
2006-06-07,74000,74600,72600,74300,1959,127796.0,1720000.0
2006-06-08,72500,73000,71200,71900,2440,123668.0,1720000.0
2006-06-09,71500,75500,71100,75000,4348,129000.0,1720000.0
2006-06-12,74100,75000,74000,74500,719,128140.0,1720000.0
2006-06-13,71400,74000,71400,73500,2283,126420.0,1720000.0
2006-06-14,72400,74500,70800,74500,3546,128140.0,1720000.0
2006-06-15,74000,74700,72700,73900,624,127108.0,1720000.0
2006-06-16,74200,74300,73200,73900,3825,127108.0,1720000.0
2006-06-19,74000,74000,72100,72100,459,124012.0,1720000.0
2006-06-20,71600,72100,69300,72100,3386,124012.0,1720000.0
2006-06-21,72100,72100,70800,71400,1129,122808.0,1720000.0
2006-06-22,70200,72700,70200,72700,2158,125044.0,1720000.0
2006-06-23,70000,73000,70000,72700,1745,125044.0,1720000.0
2006-06-26,73200,73900,71700,73900,1122,127108.0,1720000.0
2006-06-27,72800,75000,72800,75000,4872,129000.0,1720000.0
2006-06-28,75000,76800,73000,76800,3293,132096.0,1720000.0
2006-06-29,75400,77000,75100,77000,4313,132440.0,1720000.0
2006-06-30,77400,78000,75000,78000,8295,134160.0,1720000.0
2006-07-03,76700,78500,74400,74400,1911,127968.0,1720000.0
2006-07-04,75000,75000,74000,74400,11883,127968.0,1720000.0
2006-07-05,74000,76000,74000,75500,754,129860.0,1720000.0
2006-07-06,73800,74800,73000,73700,5267,126764.0,1720000.0
2006-07-07,73500,74500,73000,73000,1260,125560.0,1720000.0
2006-07-10,71600,73400,71400,71400,2626,122808.0,1720000.0
2006-07-11,72000,72000,71100,71500,1801,122980.0,1720000.0
2006-07-12,71500,71500,70900,70900,4922,121948.0,1720000.0
2006-07-13,70100,71100,69900,70000,1904,120400.0,1720000.0
2006-07-14,68100,71000,66500,68000,5704,116960.0,1720000.0
2006-07-18,66600,71800,66600,68000,1811,116960.0,1720000.0
2006-07-19,69400,69400,65000,68200,6744,117304.0,1720000.0
2006-07-20,68000,69700,68000,68100,584,117132.0,1720000.0
2006-07-21,67300,69100,67200,69100,42,118852.0,1720000.0
2006-07-24,65800,68600,65800,67200,449,115584.0,1720000.0
2006-07-25,67700,68900,65100,66400,1578,114208.0,1720000.0
2006-07-26,66500,67200,66100,67000,658,115240.0,1720000.0
2006-07-27,66900,67000,66000,66300,339,114036.0,1720000.0
2006-07-28,65300,67000,65100,66300,2855,114036.0,1720000.0
2006-07-31,68900,68900,65600,66300,159,114036.0,1720000.0
2006-08-01,66300,66700,65500,65800,891,113176.0,1720000.0
2006-08-02,65700,67300,65100,67300,406,115756.0,1720000.0
2006-08-03,65400,69700,65400,68000,1082,116960.0,1720000.0
2006-08-04,65400,68400,65400,66000,5092,113520.0,1720000.0
2006-08-07,66000,66600,65100,65500,2893,112660.0,1720000.0
2006-08-08,65500,66000,65000,65500,2272,112660.0,1720000.0
2006-08-09,65500,66900,65200,66900,986,115068.0,1720000.0
2006-08-10,65500,67500,65400,67400,943,115928.0,1720000.0
2006-08-11,68000,68600,66000,68600,795,117992.0,1720000.0
2006-08-14,66400,69000,66400,69000,1029,118680.0,1720000.0
2006-08-16,69000,69000,66700,69000,1444,118680.0,1720000.0
2006-08-17,69000,69000,67400,68800,679,118336.0,1720000.0
2006-08-18,68700,68700,66800,66800,1711,114896.0,1720000.0
2006-08-21,65500,66000,64300,65400,2644,112488.0,1720000.0
2006-08-22,64500,64900,63100,64400,2473,110768.0,1720000.0
2006-08-23,63500,64200,62500,64200,3090,110424.0,1720000.0
2006-08-24,62900,64000,62300,63600,828,109392.0,1720000.0
2006-08-25,63400,65800,63400,64000,3487,110080.0,1720000.0
2006-08-28,63500,64000,62900,63900,2254,109908.0,1720000.0
2006-08-29,63600,64400,62400,62600,3151,107672.0,1720000.0
2006-08-30,65000,66900,62800,63100,14311,108532.0,1720000.0
2006-08-31,63700,65100,62800,64900,5438,111628.0,1720000.0
2006-09-01,65000,65000,63900,64000,1946,110080.0,1720000.0
2006-09-04,64900,65200,64000,64500,3223,110940.0,1720000.0
2006-09-05,64900,64900,63600,64900,1613,111628.0,1720000.0
2006-09-06,65400,65400,63900,64500,1789,110940.0,1720000.0
2006-09-07,64000,64000,63700,63800,1350,109736.0,1720000.0
2006-09-08,63800,63800,63200,63200,2805,108704.0,1720000.0
2006-09-11,63100,64400,62800,63500,2626,109220.0,1720000.0
2006-09-12,64000,64000,61300,62700,2213,107844.0,1720000.0
2006-09-13,62700,63000,62000,62900,1504,108188.0,1720000.0
2006-09-14,64200,64200,62600,64000,1018,110080.0,1720000.0
2006-09-15,63400,64000,62800,63800,2040,109736.0,1720000.0
2006-09-18,64000,64500,63000,64000,2407,110080.0,1720000.0
2006-09-19,64400,64400,63100,63300,1336,108876.0,1720000.0
2006-09-20,63300,63500,62600,63200,752,108704.0,1720000.0
2006-09-21,63200,63900,62700,63500,2105,109220.0,1720000.0
2006-09-22,63000,63300,62400,62500,1729,107500.0,1720000.0
2006-09-25,62200,63800,62200,63700,945,109564.0,1720000.0
2006-09-26,63900,63900,62900,63000,857,108360.0,1720000.0
2006-09-27,62800,63400,62700,62700,1163,107844.0,1720000.0
2006-09-28,64000,64000,63000,63800,2006,109736.0,1720000.0
2006-09-29,64400,66300,63500,66300,4713,114036.0,1720000.0
2006-10-02,65900,65900,65000,65800,1462,113176.0,1720000.0
2006-10-04,64600,65700,63500,65400,484,112488.0,1720000.0
2006-10-09,65200,65200,62800,63900,1613,109908.0,1720000.0
2006-10-10,63800,63800,62000,63800,1912,109736.0,1720000.0
2006-10-11,62800,63700,62000,63400,1130,109048.0,1720000.0
2006-10-12,63000,63500,63000,63300,495,108876.0,1720000.0
2006-10-13,62900,63700,62900,63400,1946,109048.0,1720000.0
2006-10-16,62900,63800,62900,63700,298,109564.0,1720000.0
2006-10-17,63500,63500,62000,63300,1974,108876.0,1720000.0
2006-10-18,62300,63000,62000,62200,1619,106984.0,1720000.0
2006-10-19,62200,62500,61600,62200,811,106984.0,1720000.0
2006-10-20,63300,63300,61200,62700,2238,107844.0,1720000.0
2006-10-23,62700,62900,62000,62700,550,107844.0,1720000.0
2006-10-24,62600,63800,62600,63000,2841,108360.0,1720000.0
2006-10-25,63000,63500,62600,63500,1396,109220.0,1720000.0
2006-10-26,62900,63500,62800,63000,722,108360.0,1720000.0
2006-10-27,63000,63000,62500,63000,1232,108360.0,1720000.0
2006-10-30,63500,63500,62300,63300,460,108876.0,1720000.0
2006-10-31,64000,64000,63100,63800,319,109736.0,1720000.0
2006-11-01,63900,64200,63400,63600,1318,109392.0,1720000.0
2006-11-02,63600,64500,62700,64200,1984,110424.0,1720000.0
2006-11-03,64200,64700,63700,64200,2900,110424.0,1720000.0
2006-11-06,64300,64800,63100,64100,1794,110252.0,1720000.0
2006-11-07,63400,63800,63000,63400,3532,109048.0,1720000.0
2006-11-08,62700,62900,57900,61100,8027,105092.0,1720000.0
2006-11-09,61300,62500,60000,60100,7869,103372.0,1720000.0
2006-11-10,60800,61600,60500,61500,1262,105780.0,1720000.0
2006-11-13,61600,62200,61000,62000,1597,106640.0,1720000.0
2006-11-14,62800,62800,61600,62600,1363,107672.0,1720000.0
2006-11-15,62600,63200,62000,63100,1154,108532.0,1720000.0
2006-11-16,63200,64400,63200,63900,4979,109908.0,1720000.0
2006-11-17,64100,64500,63500,63800,1481,109736.0,1720000.0
2006-11-20,63300,69400,63200,67300,5489,115756.0,1720000.0
2006-11-21,67200,67200,65100,66000,1473,113520.0,1720000.0
2006-11-22,66200,66900,65400,66900,11687,115068.0,1720000.0
2006-11-23,67000,67600,66200,67200,1981,115584.0,1720000.0
2006-11-24,67100,67500,65700,67400,2166,115928.0,1720000.0
2006-11-27,66200,67500,66200,66700,1081,114724.0,1720000.0
2006-11-28,65300,66800,64500,66000,4151,113520.0,1720000.0
2006-11-29,65500,67000,65000,67000,2276,115240.0,1720000.0
2006-11-30,67300,67500,66600,67500,1700,116100.0,1720000.0
2006-12-01,68000,68000,67100,67100,1540,115412.0,1720000.0
2006-12-04,67400,67500,66500,66500,437,114380.0,1720000.0
2006-12-05,66500,66900,64200,65300,2766,112316.0,1720000.0
2006-12-06,66100,66100,64000,64500,2165,110940.0,1720000.0
2006-12-07,64500,64800,64000,64700,641,111284.0,1720000.0
2006-12-08,64700,65300,64000,64700,747,111284.0,1720000.0
2006-12-11,64100,65300,64100,64300,653,110596.0,1720000.0
2006-12-12,64300,64300,63400,64300,1010,110596.0,1720000.0
2006-12-13,63700,63900,63300,63300,1180,108876.0,1720000.0
2006-12-14,63200,65900,63100,64300,689,110596.0,1720000.0
2006-12-15,64100,64800,63500,64500,1767,110940.0,1720000.0
2006-12-18,64400,64400,63300,63600,16814,109392.0,1720000.0
2006-12-19,63900,64000,63000,64000,54576,110080.0,1720000.0
2006-12-20,64200,68000,64200,67900,19213,116788.0,1720000.0
2006-12-21,67900,67900,66200,66800,1342,114896.0,1720000.0
2006-12-22,67000,67000,66100,67000,919,115240.0,1720000.0
2006-12-26,66500,67100,66000,67000,3650,115240.0,1720000.0
2006-12-27,65600,67500,65600,67500,1930,116100.0,1720000.0
2006-12-28,67000,69800,67000,69800,4630,120056.0,1720000.0
2007-01-02,68900,69100,68000,69000,1211,118680.0,1720000.0
2007-01-03,69000,69000,67200,67300,814,115756.0,1720000.0
2007-01-04,67800,68800,65600,65800,780,113176.0,1720000.0
2007-01-05,65600,65800,64500,65700,667,113004.0,1720000.0
2007-01-08,64500,65000,62900,62900,18041,108188.0,1720000.0
2007-01-09,62900,64300,62900,64000,665,110080.0,1720000.0
2007-01-10,64000,64000,62900,64000,922,110080.0,1720000.0
2007-01-11,64000,64200,63500,64200,758,110424.0,1720000.0
2007-01-12,63200,64900,63200,64000,3242,110080.0,1720000.0
2007-01-15,63500,64000,63300,63400,661,109048.0,1720000.0
2007-01-16,63900,63900,62200,62900,1551,108188.0,1720000.0
2007-01-17,62500,64000,62500,62900,3113,108188.0,1720000.0
2007-01-18,63500,64000,62900,64000,657,110080.0,1720000.0
2007-01-19,63900,64000,62800,64000,1606,110080.0,1720000.0
2007-01-22,65700,65900,63000,65500,4099,112660.0,1720000.0
2007-01-23,65000,65500,64000,65500,558,112660.0,1720000.0
2007-01-24,66500,66500,64400,64900,5296,111628.0,1720000.0
2007-01-25,66200,66200,64300,64900,8795,111628.0,1720000.0
2007-01-26,65300,65500,64200,65500,1579,112660.0,1720000.0
2007-01-29,66400,66400,64300,65400,1275,112488.0,1720000.0
2007-01-30,64400,64600,64400,64600,287,111112.0,1720000.0
2007-01-31,64600,65400,63100,65400,2311,112488.0,1720000.0
2007-02-01,64500,65400,64500,65400,2459,112488.0,1720000.0
2007-02-02,66300,66400,65500,65800,2862,113176.0,1720000.0
2007-02-05,65600,66300,65200,66300,2090,114036.0,1720000.0
2007-02-06,66600,66600,66000,66200,1627,113864.0,1720000.0
2007-02-07,66200,66200,65100,66100,1076,113692.0,1720000.0
2007-02-08,66400,66400,64700,65800,2264,113176.0,1720000.0
2007-02-09,64900,65300,64500,64700,835,111284.0,1720000.0
2007-02-12,64200,65000,63100,64500,6749,110940.0,1720000.0
2007-02-13,64500,64900,63000,64500,2637,110940.0,1720000.0
2007-02-14,65000,65000,63900,64000,1455,110080.0,1720000.0
2007-02-15,64000,64000,62900,63200,6301,108704.0,1720000.0
2007-02-16,63500,63500,62100,62100,4555,106812.0,1720000.0
2007-02-20,62200,62800,62000,62000,3074,106640.0,1720000.0
2007-02-21,62300,63500,62300,62700,1872,107844.0,1720000.0
2007-02-22,62900,63400,62600,63000,952,108360.0,1720000.0
2007-02-23,62500,63600,62000,62100,4707,106812.0,1720000.0
2007-02-26,62100,63100,62100,63100,5963,108532.0,1720000.0
2007-02-27,63700,63700,62700,62700,1537,107844.0,1720000.0
2007-02-28,61900,62300,60600,62000,2975,106640.0,1720000.0
2007-03-02,61300,62500,61300,62500,1298,107500.0,1720000.0
2007-03-05,62000,62000,61200,61200,1463,105264.0,1720000.0
2007-03-06,61300,62400,61300,61600,944,105952.0,1720000.0
2007-03-07,61400,62100,61400,61600,1055,105952.0,1720000.0
2007-03-08,62000,62800,61600,62500,2306,107500.0,1720000.0
2007-03-09,62500,62900,61400,61500,6814,105780.0,1720000.0
2007-03-12,61800,64600,61000,61500,13339,105780.0,1720000.0
2007-03-13,61900,63000,61500,62500,3231,107500.0,1720000.0
2007-03-14,62400,62600,61500,61500,1844,105780.0,1720000.0
2007-03-15,61300,62200,61300,61500,3236,105780.0,1720000.0
2007-03-16,61200,61800,61000,61300,1339,105436.0,1720000.0
2007-03-19,61700,62500,61000,62500,2413,107500.0,1720000.0
2007-03-20,63000,63000,61800,62500,683,107500.0,1720000.0
2007-03-21,62100,62100,61300,61300,2428,105436.0,1720000.0
2007-03-22,61600,62600,61400,61600,4707,105952.0,1720000.0
2007-03-23,61700,61700,60900,60900,8278,104748.0,1720000.0
2007-03-26,60500,62100,60500,62000,4671,106640.0,1720000.0
2007-03-27,61800,62500,61200,62500,6530,107500.0,1720000.0
2007-03-28,62000,63000,61400,63000,30290,108360.0,1720000.0
2007-03-29,62000,64000,61800,64000,7022,110080.0,1720000.0
2007-03-30,63800,65300,63000,65300,8475,112316.0,1720000.0
2007-04-02,64700,65300,61500,61500,11471,105780.0,1720000.0
2007-04-03,62000,62100,61200,61200,7023,105264.0,1720000.0
2007-04-04,61300,62000,60800,61400,9329,105608.0,1720000.0
2007-04-05,61100,61600,60200,61400,17178,105608.0,1720000.0
2007-04-06,61700,61700,60600,61200,10256,105264.0,1720000.0
2007-04-09,61600,61700,61000,61500,18183,105780.0,1720000.0
2007-04-10,61500,63400,61000,63300,43308,108876.0,1720000.0
2007-04-11,63300,64600,62200,64200,26163,110424.0,1720000.0
2007-04-12,64200,64500,62800,64500,10244,110940.0,1720000.0
2007-04-13,64500,65000,63800,63800,10458,109736.0,1720000.0
2007-04-16,64100,67500,63700,66900,13569,115068.0,1720000.0
2007-04-17,67300,72000,67200,69700,27008,119884.0,1720000.0
2007-04-18,69700,70700,68200,70400,20975,121088.0,1720000.0
2007-04-19,69300,71200,69300,70400,9424,121088.0,1720000.0
2007-04-20,70400,70400,69000,70400,21157,121088.0,1720000.0
2007-04-23,70500,72500,70400,71500,15229,122980.0,1720000.0
2007-04-24,71900,72200,70200,71000,8975,122120.0,1720000.0
2007-04-25,70100,72200,69800,71400,7191,122808.0,1720000.0
2007-04-26,72500,72900,71300,72600,11477,124872.0,1720000.0
2007-04-27,72100,72700,70400,72000,13795,123840.0,1720000.0
2007-04-30,72300,72300,70800,72100,5320,124012.0,1720000.0
2007-05-02,72000,72100,70200,72000,5427,123840.0,1720000.0
2007-05-03,72000,74500,71800,72500,19208,124700.0,1720000.0
2007-05-04,72500,72700,70900,72700,7511,125044.0,1720000.0
2007-05-07,72700,74500,71700,74500,10136,128140.0,1720000.0
2007-05-08,74500,85200,73000,80000,19064,137600.0,1720000.0
2007-05-09,79900,80800,77900,80800,9610,138976.0,1720000.0
2007-05-10,80800,84000,79000,82700,6203,142244.0,1720000.0
2007-05-11,80500,83800,80000,83800,6459,144136.0,1720000.0
2007-05-14,83700,84500,81000,82500,7288,141900.0,1720000.0
