환인제약(016580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-26,1587,1587,1544,1553,74700,23530.0,1300000.0
1999-03-29,1544,1561,1514,1518,80400,23010.0,1300000.0
1999-03-30,1522,1587,1522,1587,35200,24050.0,1300000.0
1999-03-31,1587,1587,1544,1574,41150,23855.0,1300000.0
1999-04-01,1549,1630,1549,1587,93100,24050.0,1300000.0
1999-04-02,1587,1612,1557,1578,80600,23920.0,1300000.0
1999-04-06,1596,1639,1570,1630,159900,24700.0,1300000.0
1999-04-07,1630,1699,1613,1656,235200,25090.0,1300000.0
1999-04-08,1655,1655,1604,1638,82450,24830.0,1300000.0
1999-04-09,1630,1664,1604,1651,92800,25025.0,1300000.0
1999-04-12,1690,1690,1630,1673,99250,25350.0,1300000.0
1999-04-13,1656,1741,1621,1716,224100,26000.0,1300000.0
1999-04-14,1715,1750,1690,1741,157400,26390.0,1300000.0
1999-04-15,1741,1776,1716,1767,200200,26780.0,1300000.0
1999-04-16,1801,1801,1716,1750,158450,26520.0,1300000.0
1999-04-19,1732,1767,1711,1711,153950,25935.0,1300000.0
1999-04-20,1673,1767,1664,1746,184800,26455.0,1300000.0
1999-04-21,1801,1895,1715,1741,282650,26390.0,1300000.0
1999-04-22,1724,1801,1724,1724,124150,26130.0,1300000.0
1999-04-23,1724,1780,1716,1720,104650,26065.0,1300000.0
1999-04-26,1720,1720,1647,1698,149400,25740.0,1300000.0
1999-04-27,1720,1767,1716,1750,199350,26520.0,1300000.0
1999-04-28,1767,1827,1715,1818,250850,27560.0,1300000.0
1999-04-29,1887,1990,1844,1853,636550,28080.0,1300000.0
1999-04-30,1895,1895,1792,1801,186500,27300.0,1300000.0
1999-05-03,1853,1947,1853,1947,318650,29510.0,1300000.0
1999-05-04,1947,2032,1947,1998,350400,30290.0,1300000.0
1999-05-06,1955,2092,1955,2058,390900,31200.0,1300000.0
1999-05-07,2084,2118,2015,2058,241700,31200.0,1300000.0
1999-05-10,2041,2101,1998,2101,208950,31850.0,1300000.0
1999-05-11,2123,2222,2050,2050,412400,31070.0,1300000.0
1999-05-12,2041,2075,1938,1938,239700,29380.0,1300000.0
1999-05-13,1896,1982,1810,1810,136050,27430.0,1300000.0
1999-05-14,1844,1844,1690,1690,121100,25610.0,1300000.0
1999-05-17,1690,1733,1647,1647,87300,24960.0,1300000.0
1999-05-18,1673,1673,1587,1613,143200,24440.0,1300000.0
1999-05-19,1630,1690,1630,1673,113700,25350.0,1300000.0
1999-05-20,1677,1690,1587,1673,222200,25350.0,1300000.0
1999-05-21,1673,1677,1639,1647,43650,24960.0,1300000.0
1999-05-24,1612,1655,1595,1604,131050,24310.0,1300000.0
1999-05-25,1604,1664,1604,1664,70650,25220.0,1300000.0
1999-05-26,1690,1835,1681,1758,190900,26650.0,1300000.0
1999-05-27,1801,1801,1672,1681,111150,25480.0,1300000.0
1999-05-28,1715,1715,1621,1664,69300,25220.0,1300000.0
1999-05-31,1634,1715,1630,1664,72350,25220.0,1300000.0
1999-06-01,1690,1690,1638,1638,41750,24830.0,1300000.0
1999-06-02,1647,1681,1621,1664,90050,25220.0,1300000.0
1999-06-03,1681,1694,1664,1694,55200,25675.0,1300000.0
1999-06-04,1711,1711,1630,1673,80950,25350.0,1300000.0
1999-06-07,1673,1699,1651,1673,72200,25350.0,1300000.0
1999-06-08,1681,1801,1681,1784,123100,27040.0,1300000.0
1999-06-09,1784,1784,1707,1707,116750,25870.0,1300000.0
1999-06-10,1711,1879,1711,1853,367150,28080.0,1300000.0
1999-06-11,1879,2050,1836,2016,435350,30550.0,1300000.0
1999-06-14,2016,2102,1930,1947,328700,29510.0,1300000.0
1999-06-15,1956,1973,1801,1810,178000,27430.0,1300000.0
1999-06-16,1814,1904,1814,1866,128800,28275.0,1300000.0
1999-06-17,1801,1956,1801,1930,114950,29250.0,1300000.0
1999-06-18,1930,2102,1887,1956,524700,29640.0,1300000.0
1999-06-21,1999,2016,1930,1973,147850,29900.0,1300000.0
1999-06-22,1973,2033,1973,2007,125950,30420.0,1300000.0
1999-06-23,2007,2067,1972,2041,226450,30940.0,1300000.0
1999-06-24,2067,2127,2042,2050,247200,31070.0,1300000.0
1999-06-25,2059,2059,1999,2050,80250,31070.0,1300000.0
1999-06-28,2144,2144,2050,2050,244450,31070.0,1300000.0
1999-06-29,2016,2127,2016,2076,186800,31460.0,1300000.0
1999-06-30,2102,2102,1990,2033,154750,30810.0,1300000.0
1999-07-01,2032,2127,2032,2101,341950,31850.0,1300000.0
1999-07-02,2110,2256,2076,2196,257600,33280.0,1300000.0
1999-07-05,2230,2291,2162,2196,201500,33280.0,1300000.0
1999-07-06,2212,2247,2187,2204,192200,33410.0,1300000.0
1999-07-07,2204,2230,2162,2196,141450,33280.0,1300000.0
1999-07-08,2213,2273,2162,2213,160550,33540.0,1300000.0
1999-07-09,2230,2273,2212,2251,171600,34125.0,1300000.0
1999-07-12,2264,2384,2204,2247,291450,34060.0,1300000.0
1999-07-13,2247,2307,2230,2251,276650,34125.0,1300000.0
1999-07-14,2238,2307,2212,2251,197500,34125.0,1300000.0
1999-07-15,2298,2307,2251,2291,143950,34710.0,1300000.0
1999-07-16,2315,2581,2315,2445,316550,37050.0,1300000.0
1999-07-19,2555,2555,2323,2419,179100,36660.0,1300000.0
1999-07-20,2443,2443,2328,2329,204800,35295.0,1300000.0
1999-07-21,2342,2342,2204,2251,204250,34125.0,1300000.0
1999-07-22,2251,2272,1998,2274,140700,34450.0,1300000.0
1999-07-23,2273,2282,2075,2204,127900,33410.0,1300000.0
1999-07-26,2265,2265,1999,2067,199550,31330.0,1300000.0
1999-07-27,2118,2118,2058,2058,137800,31200.0,1300000.0
1999-07-28,2092,2127,2041,2084,167650,31590.0,1300000.0
1999-07-29,2092,2127,2058,2101,147200,31850.0,1300000.0
1999-07-30,2101,2144,2054,2144,195700,32500.0,1300000.0
1999-08-02,2144,2256,2144,2256,206000,34190.0,1300000.0
1999-08-03,2239,2239,2153,2213,248550,33540.0,1300000.0
1999-08-04,2212,2260,2118,2184,130450,30160.0,1300000.0
1999-08-05,2185,2185,2072,2072,103600,28600.0,1300000.0
1999-08-06,2025,2091,2025,2081,44050,28730.0,1300000.0
1999-08-09,2038,2132,2038,2043,33350,28210.0,1300000.0
1999-08-10,2072,2350,2044,2227,421450,30745.0,1300000.0
1999-08-11,2213,2213,2044,2166,165900,29900.0,1300000.0
1999-08-12,2081,2147,2077,2119,69250,29250.0,1300000.0
1999-08-13,2081,2118,2029,2029,63250,28015.0,1300000.0
1999-08-16,1987,2100,1987,2072,46100,28600.0,1300000.0
1999-08-17,2119,2119,1987,2072,50150,28600.0,1300000.0
1999-08-18,2024,2071,1940,2024,42650,27950.0,1300000.0
1999-08-19,1911,2062,1911,2024,24850,27950.0,1300000.0
1999-08-20,2024,2038,1977,2024,21650,27950.0,1300000.0
1999-08-23,2156,2156,2025,2119,58050,29250.0,1300000.0
1999-08-24,2072,2355,2053,2194,662550,30290.0,1300000.0
1999-08-25,2213,2222,2091,2166,209150,29900.0,1300000.0
1999-08-26,2147,2147,2100,2128,87850,29380.0,1300000.0
1999-08-27,2118,2137,2095,2137,138600,29510.0,1300000.0
1999-08-30,2109,2128,2024,2024,83100,27950.0,1300000.0
1999-08-31,1968,2024,1968,1982,74000,27365.0,1300000.0
1999-09-01,2044,2044,1902,1959,49050,27040.0,1300000.0
1999-09-02,1911,1930,1864,1930,61250,26650.0,1300000.0
1999-09-03,1883,1892,1836,1883,32150,26000.0,1300000.0
1999-09-06,1818,1884,1818,1874,29500,25870.0,1300000.0
1999-09-07,1884,1978,1879,1926,117450,26585.0,1300000.0
1999-09-08,1930,1944,1888,1935,56800,26715.0,1300000.0
1999-09-09,1973,1973,1893,1893,32350,26130.0,1300000.0
1999-09-10,1892,1949,1883,1902,70150,26260.0,1300000.0
1999-09-13,1949,1968,1902,1944,68950,26845.0,1300000.0
1999-09-14,1949,1949,1884,1912,71650,26390.0,1300000.0
1999-09-15,1917,1935,1884,1912,34200,26390.0,1300000.0
1999-09-16,1949,2165,1911,1996,206000,27560.0,1300000.0
1999-09-17,1978,1978,1902,1959,55050,27040.0,1300000.0
1999-09-20,1931,1940,1893,1921,61300,26520.0,1300000.0
1999-09-21,1935,2105,1921,2072,280600,28600.0,1300000.0
1999-09-22,2071,2071,2015,2043,66400,28210.0,1300000.0
1999-09-27,2024,2057,1996,2024,40000,27950.0,1300000.0
1999-09-28,2024,2043,1977,2024,66950,27950.0,1300000.0
1999-09-29,2034,2034,1968,1968,40650,27170.0,1300000.0
1999-09-30,1902,1959,1874,1874,26150,25870.0,1300000.0
1999-10-01,1817,1836,1714,1789,44550,24700.0,1300000.0
1999-10-04,1629,1789,1629,1700,99900,32851.0,1820000.0
1999-10-05,1700,1714,1582,1582,52900,30576.0,1820000.0
1999-10-06,1478,1606,1478,1601,43550,30940.0,1820000.0
1999-10-07,1535,1685,1535,1643,40900,31759.0,1820000.0
1999-10-08,1732,1732,1662,1695,83050,32760.0,1820000.0
1999-10-11,1714,1756,1704,1723,65150,33306.0,1820000.0
1999-10-12,1732,1742,1695,1723,30100,33306.0,1820000.0
1999-10-13,1742,1742,1700,1723,31400,33306.0,1820000.0
1999-10-14,1714,1737,1648,1723,37550,33306.0,1820000.0
1999-10-15,1724,1780,1724,1752,45200,33852.0,1820000.0
1999-10-18,1677,1733,1667,1733,27500,33488.0,1820000.0
1999-10-19,1657,1723,1657,1676,23450,32396.0,1820000.0
1999-10-20,1695,1714,1695,1695,30650,32760.0,1820000.0
1999-10-21,1714,1742,1695,1714,35700,33124.0,1820000.0
1999-10-22,1705,1724,1658,1667,45950,32214.0,1820000.0
1999-10-25,1658,1695,1639,1639,20700,31668.0,1820000.0
1999-10-26,1601,1685,1563,1563,24450,30212.0,1820000.0
1999-10-27,1582,1648,1488,1554,106250,30030.0,1820000.0
1999-10-28,1592,1639,1554,1620,45050,31304.0,1820000.0
1999-10-29,1620,1648,1587,1639,62650,31668.0,1820000.0
1999-11-01,1639,1658,1606,1639,154150,31668.0,1820000.0
1999-11-02,1639,1677,1634,1639,73400,31668.0,1820000.0
1999-11-03,1648,1671,1620,1657,85550,32032.0,1820000.0
1999-11-04,1648,1789,1644,1733,231200,33488.0,1820000.0
1999-11-05,1700,1733,1681,1686,83800,32578.0,1820000.0
1999-11-08,1658,1733,1658,1667,68400,32214.0,1820000.0
1999-11-09,1648,1695,1629,1695,95350,32760.0,1820000.0
1999-11-10,1676,1714,1676,1704,119700,32942.0,1820000.0
1999-11-11,1718,1761,1676,1742,168800,33670.0,1820000.0
1999-11-12,1751,1827,1695,1704,200400,32942.0,1820000.0
1999-11-15,1705,1733,1677,1714,122500,33124.0,1820000.0
1999-11-16,1695,1714,1667,1695,112550,32760.0,1820000.0
1999-11-17,1676,1723,1638,1695,90500,32760.0,1820000.0
1999-11-18,1667,1837,1667,1733,306750,33488.0,1820000.0
1999-11-19,1751,1751,1676,1742,94900,33670.0,1820000.0
1999-11-22,1681,1732,1676,1676,65250,32396.0,1820000.0
1999-11-23,1723,1723,1667,1676,101300,32396.0,1820000.0
1999-11-24,1676,1685,1638,1676,65550,32396.0,1820000.0
1999-11-25,1658,1738,1620,1667,248300,32214.0,1820000.0
1999-11-26,1516,1667,1516,1620,149050,31304.0,1820000.0
1999-11-29,1553,1647,1467,1469,41800,28392.0,1820000.0
1999-11-30,1478,1601,1478,1554,191050,30030.0,1820000.0
1999-12-01,1620,1620,1554,1592,151800,30758.0,1820000.0
1999-12-02,1610,1827,1601,1789,1007600,34580.0,1820000.0
1999-12-03,1770,1789,1601,1648,290050,31850.0,1820000.0
1999-12-06,1605,1629,1535,1563,245950,30212.0,1820000.0
1999-12-07,1601,1657,1563,1568,276250,30303.0,1820000.0
1999-12-08,1554,1780,1554,1695,283000,32760.0,1820000.0
1999-12-09,1695,1921,1695,1921,749200,37128.0,1820000.0
1999-12-10,1959,1968,1789,1827,462550,35308.0,1820000.0
1999-12-13,1789,2072,1789,1987,551450,38402.0,1820000.0
1999-12-14,1911,2284,1911,2095,1217400,40495.0,1820000.0
1999-12-15,2147,2147,1784,1864,580700,36036.0,1820000.0
1999-12-16,1958,1958,1789,1930,281850,37310.0,1820000.0
1999-12-17,1836,1968,1836,1836,220050,35490.0,1820000.0
1999-12-20,1869,1931,1752,1752,261500,33852.0,1820000.0
1999-12-21,1714,1751,1507,1610,236950,31122.0,1820000.0
1999-12-22,1554,1620,1497,1592,151100,30758.0,1820000.0
1999-12-23,1507,1677,1507,1554,165600,30030.0,1820000.0
1999-12-24,1507,1591,1497,1535,141150,29666.0,1820000.0
1999-12-27,1497,1573,1497,1554,178000,30030.0,1820000.0
1999-12-28,1516,1573,1497,1573,139700,30394.0,1820000.0
2000-01-04,1572,1720,1563,1641,78150,30394.0,1820000.0
2000-01-05,1641,1720,1572,1651,175950,30576.0,1820000.0
2000-01-06,1652,1671,1509,1563,61150,28938.0,1820000.0
2000-01-07,1543,1651,1523,1592,106500,29484.0,1820000.0
2000-01-10,1631,1671,1563,1592,90450,29484.0,1820000.0
2000-01-11,1573,1602,1539,1563,50950,28938.0,1820000.0
2000-01-12,1513,1562,1492,1494,85850,27664.0,1820000.0
2000-01-13,1493,1493,1454,1455,53300,26936.0,1820000.0
2000-01-14,1453,1473,1384,1425,75350,26390.0,1820000.0
2000-01-17,1394,1414,1375,1376,70250,25480.0,1820000.0
2000-01-18,1375,1414,1345,1371,32950,25389.0,1820000.0
2000-01-19,1325,1365,1286,1327,41000,24570.0,1820000.0
2000-01-20,1286,1325,1217,1327,65400,24570.0,1820000.0
2000-01-21,1326,1346,1257,1298,66450,24024.0,1820000.0
2000-01-24,1277,1336,1237,1298,76700,24024.0,1820000.0
2000-01-25,1267,1287,1228,1288,37850,23842.0,1820000.0
2000-01-26,1237,1296,1237,1278,27100,23660.0,1820000.0
2000-01-27,1287,1444,1287,1337,87600,24752.0,1820000.0
2000-01-28,1533,1533,1365,1401,87500,25935.0,1820000.0
2000-01-31,1394,1394,1335,1376,24700,25480.0,1820000.0
2000-02-01,1375,1419,1336,1342,30450,24843.0,1820000.0
2000-02-02,1296,1414,1296,1376,43650,25480.0,1820000.0
2000-02-03,1424,1424,1365,1371,38700,25389.0,1820000.0
2000-02-07,1370,1404,1346,1347,39150,24934.0,1820000.0
2000-02-08,1365,1400,1346,1357,65300,25116.0,1820000.0
2000-02-09,1355,1404,1326,1347,88250,24934.0,1820000.0
2000-02-10,1316,1336,1277,1303,51700,24115.0,1820000.0
2000-02-11,1277,1355,1228,1352,99900,25025.0,1820000.0
2000-02-14,1316,1316,1222,1224,65250,22659.0,1820000.0
2000-02-15,1188,1212,1158,1160,60400,21476.0,1820000.0
2000-02-16,1134,1198,1085,1145,30400,21203.0,1820000.0
2000-02-17,1154,1228,1149,1180,100850,21840.0,1820000.0
2000-02-18,1217,1355,1217,1317,202600,24388.0,1820000.0
2000-02-21,1365,1508,1276,1474,253750,27300.0,1820000.0
2000-02-22,1463,1483,1365,1474,177800,27300.0,1820000.0
2000-02-23,1523,1611,1434,1504,278600,27846.0,1820000.0
2000-02-24,1534,1602,1474,1563,213600,28938.0,1820000.0
2000-02-25,1534,1622,1474,1573,117400,29120.0,1820000.0
2000-02-28,1573,1671,1523,1573,157900,29120.0,1820000.0
2000-02-29,1572,1622,1563,1612,214000,29848.0,1820000.0
2000-03-02,1652,1789,1622,1789,229550,33124.0,1820000.0
2000-03-03,1789,1858,1681,1799,206800,33306.0,1820000.0
2000-03-06,1838,1858,1769,1804,208100,33397.0,1820000.0
2000-03-07,1769,1779,1671,1671,149900,30940.0,1820000.0
2000-03-08,1593,1671,1573,1622,145600,30030.0,1820000.0
2000-03-09,1553,1652,1534,1573,176150,29120.0,1820000.0
2000-03-10,1651,1808,1592,1808,627500,33488.0,1820000.0
2000-03-13,1897,2078,1818,1818,916300,33670.0,1820000.0
2000-03-14,1818,1867,1720,1769,206250,32760.0,1820000.0
2000-03-15,1671,1759,1592,1592,127150,29484.0,1820000.0
2000-03-16,1617,1749,1523,1602,319500,29666.0,1820000.0
2000-03-17,1474,1651,1474,1533,149200,28392.0,1820000.0
2000-03-20,1572,1582,1454,1504,138950,27846.0,1820000.0
2000-03-21,1473,1562,1463,1504,99300,27846.0,1820000.0
2000-03-22,1504,1553,1474,1529,122100,28301.0,1820000.0
2000-03-23,1504,1637,1504,1573,132850,29120.0,1820000.0
2000-03-24,1612,1730,1572,1710,167750,31668.0,1820000.0
2000-03-27,1711,1760,1632,1632,163650,30212.0,1820000.0
2000-03-28,1582,1671,1582,1661,97050,30758.0,1820000.0
2000-03-29,1602,1661,1553,1592,101300,29484.0,1820000.0
2000-03-30,1544,1612,1494,1519,68600,28119.0,1820000.0
2000-03-31,1425,1573,1425,1524,62450,28210.0,1820000.0
2000-04-03,1459,1562,1395,1450,73400,26845.0,1820000.0
2000-04-04,1449,1469,1336,1347,61950,24934.0,1820000.0
2000-04-06,1346,1414,1287,1357,66500,25116.0,1820000.0
2000-04-07,1375,1552,1336,1504,140600,27846.0,1820000.0
2000-04-10,1543,1651,1523,1592,187850,30828.0,1902949.0
2000-04-11,1592,1592,1463,1504,66550,29115.0,1902949.0
2000-04-12,1435,1563,1435,1514,117150,29305.0,1902949.0
2000-04-14,1474,1622,1474,1622,193550,31399.0,1902949.0
2000-04-17,1557,1567,1404,1435,92450,27783.0,1902949.0
2000-04-18,1483,1542,1473,1474,71850,28544.0,1902949.0
2000-04-19,1440,1534,1440,1524,75200,29496.0,1902949.0
2000-04-20,1479,1544,1479,1524,56550,29496.0,1902949.0
2000-04-21,1523,1661,1523,1627,256200,31494.0,1902949.0
2000-04-24,1720,1867,1661,1867,676150,36156.0,1902949.0
2000-04-25,1965,2147,1936,2142,2114500,41484.0,1902949.0
2000-04-26,2142,2231,1965,2044,1404400,39581.0,1902949.0
2000-04-27,2004,2349,2004,2350,1343300,45480.0,1902949.0
2000-04-28,2309,2697,2309,2566,2263450,49667.0,1902949.0
2000-05-02,2604,2948,2604,2949,1805950,57088.0,1902949.0
2000-05-03,3185,3391,3135,3391,908300,65652.0,1902949.0
2000-05-04,3897,3897,3897,3898,254000,75452.0,1902949.0
2000-05-08,4477,4477,3440,3440,2913100,66603.0,1902949.0
2000-05-09,3489,3956,3292,3957,2269700,76594.0,1902949.0
2000-05-10,4207,4546,4108,4546,2313100,88011.0,1902949.0
2000-05-12,4797,5219,4669,4924,2629650,95338.0,1902949.0
2000-05-15,4864,4864,4245,4276,1564850,82778.0,1902949.0
2000-05-16,4215,4619,3684,3834,1418050,74215.0,1902949.0
2000-05-17,3391,4256,3391,3637,2459400,70409.0,1902949.0
2000-05-18,3882,4030,3091,3091,1487050,59848.0,1902949.0
2000-05-19,2761,3091,2628,2630,1448650,50904.0,1902949.0
2000-05-22,2458,2507,2236,2236,2293800,43292.0,1902949.0
2000-05-23,1976,2153,1902,2015,7350950,39010.0,1902949.0
2000-05-24,2064,2315,2029,2054,6657350,39772.0,1902949.0
2000-05-25,2064,2236,1887,2113,4969400,40913.0,1902949.0
2000-05-26,2113,2113,1799,1799,2150850,34824.0,1902949.0
2000-05-29,1681,1936,1622,1818,4042350,35205.0,1902949.0
2000-05-30,1858,1912,1642,1730,2791450,33492.0,1902949.0
2000-05-31,1789,1985,1779,1985,2703900,38440.0,1902949.0
2000-06-01,2239,2279,2082,2281,4804000,44148.0,1902949.0
2000-06-02,2309,2599,2171,2310,4243350,44719.0,1902949.0
2000-06-05,2388,2496,2260,2306,2807950,44624.0,1902949.0
2000-06-07,2325,2408,2182,2231,2034950,43197.0,1902949.0
2000-06-08,2269,2505,2161,2330,4011200,45100.0,1902949.0
2000-06-09,2300,2418,2123,2123,1741150,41104.0,1902949.0
2000-06-12,2190,2427,2151,2315,2821650,44814.0,1902949.0
2000-06-13,2281,2330,1976,2020,1298950,39106.0,1902949.0
2000-06-14,2024,2132,1926,1926,934350,37298.0,1902949.0
2000-06-15,1916,2044,1789,1808,1200200,35014.0,1902949.0
2000-06-16,1750,1887,1740,1789,1026650,34634.0,1902949.0
2000-06-19,1769,1868,1769,1789,721850,34634.0,1902949.0
2000-06-20,1857,1956,1789,1867,1104750,36156.0,1902949.0
2000-06-21,1916,2147,1887,2093,1944550,40533.0,1902949.0
2000-06-22,2123,2305,2093,2113,1772850,40913.0,1902949.0
2000-06-23,2084,2133,2015,2025,615750,39201.0,1902949.0
2000-06-26,2025,2148,2025,2074,778850,40152.0,1902949.0
2000-06-27,2064,2113,1965,1975,672500,38249.0,1902949.0
2000-06-28,1976,2040,1936,1951,553150,37774.0,1902949.0
2000-06-29,1951,2005,1878,1892,329250,36632.0,1902949.0
2000-06-30,1833,1936,1833,1902,364150,36822.0,1902949.0
2000-07-03,1921,1995,1916,1931,402200,37393.0,1902949.0
2000-07-04,1956,2152,1936,2039,1532450,39486.0,1902949.0
2000-07-05,2113,2113,1828,1907,601900,36917.0,1902949.0
2000-07-06,1956,1965,1877,1887,424400,36537.0,1902949.0
2000-07-07,1867,2044,1867,1946,981500,37678.0,1902949.0
2000-07-10,2005,2035,1946,1961,651850,37964.0,1902949.0
2000-07-11,1986,1995,1887,1917,720700,37108.0,1902949.0
2000-07-12,1956,2201,1926,2201,4230650,42626.0,1902949.0
2000-07-13,2241,2325,2035,2074,3642000,40152.0,1902949.0
2000-07-14,2143,2143,1981,2015,749650,39010.0,1902949.0
2000-07-18,2015,2088,1902,1936,705350,37488.0,1902949.0
2000-07-19,1906,1956,1867,1867,508500,36156.0,1902949.0
2000-07-20,1838,1897,1819,1858,387650,35966.0,1902949.0
2000-07-21,1868,1932,1848,1863,397850,36061.0,1902949.0
2000-07-24,1872,1897,1769,1769,398350,34253.0,1902949.0
2000-07-25,1769,1798,1651,1700,423600,32921.0,1902949.0
2000-07-26,1710,1808,1700,1769,415050,34253.0,1902949.0
2000-07-27,1769,1848,1730,1754,300700,33968.0,1902949.0
2000-07-28,1769,1794,1690,1720,218800,33302.0,1902949.0
2000-07-31,1661,1715,1661,1691,184300,32731.0,1902949.0
2000-08-01,1706,1750,1701,1745,200550,33777.0,1902949.0
2000-08-02,1779,1877,1749,1754,490200,33968.0,1902949.0
2000-08-03,1794,1809,1735,1740,236200,33682.0,1902949.0
2000-08-04,1730,1936,1725,1808,933700,35014.0,1902949.0
2000-08-07,1804,1828,1750,1750,236850,33872.0,1902949.0
2000-08-08,1749,1779,1700,1700,218500,32921.0,1902949.0
2000-08-09,1681,1760,1681,1725,218400,33397.0,1902949.0
2000-08-10,1735,1868,1696,1789,373500,34634.0,1902949.0
2000-08-11,1818,1828,1769,1769,275350,34253.0,1902949.0
2000-08-14,1828,1843,1789,1818,296500,35205.0,1902949.0
2000-08-16,1828,1887,1798,1867,468900,36156.0,1902949.0
2000-08-17,1878,1917,1828,1843,331700,35680.0,1902949.0
2000-08-18,1848,1862,1779,1808,198150,35014.0,1902949.0
2000-08-21,1739,1789,1739,1769,125550,34253.0,1902949.0
2000-08-22,1779,1808,1754,1779,126450,34443.0,1902949.0
2000-08-23,1769,1794,1740,1745,164300,33777.0,1902949.0
2000-08-24,1749,1784,1700,1710,180800,33111.0,1902949.0
2000-08-25,1720,1730,1686,1696,141900,32826.0,1902949.0
2000-08-28,1690,1715,1671,1705,167550,33016.0,1902949.0
2000-08-29,1701,1715,1676,1696,129450,32826.0,1902949.0
2000-08-30,1696,1696,1661,1671,119900,32350.0,1902949.0
2000-08-31,1671,1715,1632,1637,190350,31684.0,1902949.0
2000-09-01,1641,1877,1641,1877,1218600,36346.0,1902949.0
2000-09-04,2142,2157,2005,2157,2435200,41770.0,1902949.0
2000-09-05,2359,2448,1838,1917,3413800,37108.0,1902949.0
2000-09-06,2054,2201,2015,2201,1434400,42626.0,1902949.0
2000-09-07,2530,2530,2289,2532,4535850,49001.0,1902949.0
2000-09-08,2501,2604,2191,2301,3243650,44529.0,1902949.0
2000-09-14,2240,2398,2113,2142,1220600,41484.0,1902949.0
2000-09-15,2079,2202,2025,2030,1167500,39296.0,1902949.0
