웅진코웨이(021240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-07-16,11000.0,11650.0,10850.0,10900.0,1008691.0,264117.0,24230960.0
2002-07-18,11300.0,11300.0,10800.0,10900.0,392080.0,264117.0,24230960.0
2002-07-19,10600.0,10950.0,10250.0,10900.0,435005.0,264117.0,24230960.0
2002-07-22,9900.0,10500.0,9900.0,9960.0,312200.0,241340.0,24230960.0
2002-07-23,10000.0,10950.0,9830.0,10950.0,537710.0,265329.0,24230960.0
2002-07-24,10700.0,10850.0,10450.0,10600.0,264390.0,256848.0,24230960.0
2002-07-25,11450.0,11450.0,10600.0,10600.0,584250.0,256848.0,24230960.0
2002-07-26,10800.0,11300.0,10800.0,11200.0,1033155.0,271387.0,24230960.0
2002-07-29,11600.0,11650.0,10900.0,11050.0,586042.0,267752.0,24230960.0
2002-07-30,11300.0,11650.0,11300.0,11500.0,641040.0,278656.0,24230960.0
2002-07-31,11500.0,12500.0,11500.0,12000.0,1052992.0,290772.0,24230960.0
2002-08-01,12400.0,12500.0,11750.0,12000.0,541110.0,290772.0,24230960.0
2002-08-02,11750.0,11750.0,11400.0,11650.0,324595.0,282291.0,24230960.0
2002-08-05,11200.0,12200.0,10400.0,10700.0,610345.0,259271.0,24230960.0
2002-08-06,10400.0,10600.0,9950.0,10400.0,611840.0,252002.0,24230960.0
2002-08-07,10800.0,10850.0,10150.0,10400.0,318690.0,252002.0,24230960.0
2002-08-08,10200.0,10600.0,10200.0,10600.0,263630.0,256848.0,24230960.0
2002-08-09,11300.0,11300.0,10550.0,10550.0,210250.0,255637.0,24230960.0
2002-08-12,10550.0,10800.0,10300.0,10300.0,227280.0,249579.0,24230960.0
2002-08-13,10500.0,10850.0,10350.0,10500.0,435530.0,254425.0,24230960.0
2002-08-14,10300.0,10600.0,10200.0,10600.0,284190.0,256848.0,24230960.0
2002-08-16,10900.0,10900.0,10500.0,10600.0,190940.0,256848.0,24230960.0
2002-08-19,10500.0,10750.0,10450.0,10450.0,147390.0,253214.0,24230960.0
2002-08-20,10650.0,10750.0,10500.0,10650.0,289550.0,258060.0,24230960.0
2002-08-21,10700.0,11100.0,10600.0,11100.0,337837.0,268964.0,24230960.0
2002-08-22,11300.0,12100.0,11250.0,11800.0,770580.0,285925.0,24230960.0
2002-08-23,12000.0,12150.0,11300.0,11400.0,335050.0,276233.0,24230960.0
2002-08-26,11350.0,11550.0,11050.0,11400.0,237170.0,276233.0,24230960.0
2002-08-27,11500.0,11650.0,11300.0,11300.0,170842.0,273810.0,24230960.0
2002-08-28,11300.0,11550.0,11000.0,11100.0,249955.0,268964.0,24230960.0
2002-08-29,11000.0,11500.0,11000.0,11400.0,236240.0,276233.0,24230960.0
2002-08-30,11450.0,11850.0,11450.0,11600.0,522653.0,281079.0,24230960.0
2002-09-02,11750.0,11800.0,11450.0,11650.0,395060.0,282291.0,24230960.0
2002-09-03,11900.0,12700.0,11750.0,11800.0,782900.0,285925.0,24230960.0
2002-09-04,11450.0,12150.0,11400.0,11800.0,374330.0,285925.0,24230960.0
2002-09-05,12150.0,12150.0,11750.0,11750.0,309953.0,284714.0,24230960.0
2002-09-06,11100.0,11600.0,11100.0,11400.0,351390.0,276233.0,24230960.0
2002-09-09,11600.0,11600.0,10750.0,10750.0,203190.0,260483.0,24230960.0
2002-09-10,10750.0,11050.0,10500.0,11000.0,169725.0,266541.0,24230960.0
2002-09-11,11000.0,11250.0,10850.0,11050.0,234420.0,267752.0,24230960.0
2002-09-12,10950.0,11450.0,10950.0,11400.0,222150.0,276233.0,24230960.0
2002-09-13,11200.0,11200.0,10950.0,11100.0,204320.0,268964.0,24230960.0
2002-09-16,11100.0,11250.0,10800.0,11000.0,135620.0,266541.0,24230960.0
2002-09-17,11100.0,11450.0,11100.0,11400.0,215810.0,276233.0,24230960.0
2002-09-18,11100.0,11150.0,10850.0,11000.0,210728.0,266541.0,24230960.0
2002-09-19,11000.0,11550.0,11000.0,11300.0,341309.0,273810.0,24230960.0
2002-09-23,11000.0,11100.0,10700.0,11000.0,218588.0,266541.0,24230960.0
2002-09-24,10700.0,10950.0,10700.0,10800.0,164670.0,261694.0,24230960.0
2002-09-25,10600.0,10650.0,9250.0,9310.0,540860.0,225590.0,24230960.0
2002-09-26,9600.0,9890.0,9510.0,9510.0,286090.0,230436.0,24230960.0
2002-09-27,9550.0,9970.0,9550.0,9840.0,228225.0,238433.0,24230960.0
2002-09-30,9600.0,9670.0,9450.0,9550.0,232720.0,231406.0,24230960.0
2002-10-01,9300.0,9990.0,9300.0,9980.0,235250.0,241825.0,24230960.0
2002-10-02,10300.0,10350.0,9800.0,9900.0,123933.0,239887.0,24230960.0
2002-10-04,9800.0,10150.0,9800.0,9950.0,109677.0,241098.0,24230960.0
2002-10-07,9800.0,9810.0,9360.0,9360.0,99235.0,226802.0,24230960.0
2002-10-08,9400.0,9650.0,9370.0,9470.0,88270.0,229467.0,24230960.0
2002-10-09,9600.0,9620.0,9100.0,9400.0,118722.0,227771.0,24230960.0
2002-10-10,9200.0,9240.0,8300.0,8750.0,213120.0,212021.0,24230960.0
2002-10-11,9000.0,9090.0,7440.0,7800.0,826841.0,189001.0,24230960.0
2002-10-14,8130.0,8240.0,7750.0,8100.0,789540.0,196271.0,24230960.0
2002-10-15,8150.0,8940.0,8050.0,8750.0,491885.0,212021.0,24230960.0
2002-10-16,8920.0,9050.0,8700.0,8750.0,421450.0,212021.0,24230960.0
2002-10-17,8750.0,9410.0,8700.0,9220.0,358566.0,223409.0,24230960.0
2002-10-18,9890.0,9900.0,9460.0,9570.0,392930.0,231890.0,24230960.0
2002-10-21,9520.0,9800.0,9400.0,9400.0,237464.0,227771.0,24230960.0
2002-10-22,9590.0,9700.0,9120.0,9120.0,140133.0,220986.0,24230960.0
2002-10-23,9030.0,9350.0,9000.0,9280.0,142446.0,224863.0,24230960.0
2002-10-24,9210.0,9300.0,8760.0,8850.0,443631.0,214444.0,24230960.0
2002-10-25,8750.0,9080.0,8700.0,8800.0,255529.0,213232.0,24230960.0
2002-10-28,8980.0,9290.0,8930.0,9150.0,500685.0,221713.0,24230960.0
2002-10-29,9100.0,9300.0,8730.0,8830.0,513210.0,213959.0,24230960.0
2002-10-30,8840.0,8930.0,8610.0,8750.0,274211.0,212021.0,24230960.0
2002-10-31,8840.0,9030.0,8800.0,8800.0,311663.0,213232.0,24230960.0
2002-11-01,8630.0,8800.0,8450.0,8680.0,365269.0,210325.0,24230960.0
2002-11-04,8690.0,9230.0,8690.0,9120.0,1247886.0,220986.0,24230960.0
2002-11-05,9200.0,9200.0,8810.0,8960.0,330085.0,217109.0,24230960.0
2002-11-06,9000.0,9220.0,8900.0,9220.0,739840.0,223409.0,24230960.0
2002-11-07,9250.0,9420.0,9110.0,9110.0,579762.0,220744.0,24230960.0
2002-11-08,8970.0,9040.0,8870.0,8900.0,235130.0,215656.0,24230960.0
2002-11-11,8760.0,8830.0,8500.0,8500.0,305740.0,205963.0,24230960.0
2002-11-12,8270.0,8290.0,8130.0,8280.0,307637.0,200632.0,24230960.0
2002-11-13,8280.0,8410.0,8150.0,8190.0,146045.0,188624.0,23030960.0
2002-11-14,8150.0,8440.0,8150.0,8290.0,176205.0,190927.0,23030960.0
2002-11-15,8490.0,8550.0,8420.0,8470.0,209899.0,195072.0,23030960.0
2002-11-18,8500.0,8500.0,8300.0,8410.0,122391.0,193690.0,23030960.0
2002-11-19,8350.0,8800.0,8310.0,8730.0,344540.0,201060.0,23030960.0
2002-11-20,8800.0,8800.0,8570.0,8800.0,237105.0,202672.0,23030960.0
2002-11-21,8900.0,9100.0,8740.0,9000.0,540360.0,207279.0,23030960.0
2002-11-22,9200.0,9300.0,8900.0,8950.0,472320.0,206127.0,23030960.0
2002-11-25,8860.0,9200.0,8860.0,8950.0,376032.0,206127.0,23030960.0
2002-11-26,9050.0,9200.0,8980.0,9170.0,306330.0,211194.0,23030960.0
2002-11-27,9100.0,9170.0,9010.0,9170.0,191298.0,211194.0,23030960.0
2002-11-28,9260.0,9290.0,9100.0,9100.0,202720.0,209582.0,23030960.0
2002-11-29,9110.0,9350.0,8910.0,9350.0,339298.0,215339.0,23030960.0
2002-12-02,9330.0,9850.0,9200.0,9800.0,417677.0,225703.0,23030960.0
2002-12-03,9850.0,10000.0,9700.0,9800.0,376301.0,225703.0,23030960.0
2002-12-04,9670.0,9850.0,9500.0,9850.0,306305.0,226855.0,23030960.0
2002-12-05,9930.0,10300.0,9930.0,10300.0,1114956.0,237219.0,23030960.0
2002-12-06,10100.0,10400.0,9950.0,10150.0,507150.0,233764.0,23030960.0
2002-12-09,10000.0,10250.0,9740.0,9830.0,307215.0,226394.0,23030960.0
2002-12-10,9600.0,10100.0,9580.0,9790.0,205670.0,225473.0,23030960.0
2002-12-11,10000.0,10250.0,9370.0,9500.0,2420830.0,218794.0,23030960.0
2002-12-12,9600.0,9630.0,9370.0,9590.0,421554.0,220867.0,23030960.0
2002-12-13,9510.0,9680.0,9200.0,9260.0,409880.0,213267.0,23030960.0
2002-12-16,9150.0,9350.0,8870.0,8900.0,354521.0,204976.0,23030960.0
2002-12-17,8950.0,9040.0,8670.0,8950.0,546431.0,206127.0,23030960.0
2002-12-18,8680.0,8950.0,8650.0,8650.0,487190.0,199218.0,23030960.0
2002-12-20,8630.0,8730.0,8330.0,8350.0,434120.0,192309.0,23030960.0
2002-12-23,8380.0,8520.0,8130.0,8130.0,354990.0,187242.0,23030960.0
2002-12-24,8290.0,8300.0,7860.0,8060.0,425240.0,185630.0,23030960.0
2002-12-26,7940.0,8340.0,7940.0,8080.0,368320.0,186090.0,23030960.0
2002-12-27,8070.0,8320.0,8010.0,8140.0,263700.0,187472.0,23030960.0
2002-12-30,8160.0,8180.0,7380.0,7800.0,289824.0,179641.0,23030960.0
2003-01-02,7710.0,8000.0,7650.0,7930.0,280524.0,182636.0,23030960.0
2003-01-03,8120.0,8400.0,8120.0,8250.0,1402904.0,190005.0,23030960.0
2003-01-06,8250.0,8290.0,7950.0,8110.0,403683.0,186781.0,23030960.0
2003-01-07,8310.0,8430.0,8100.0,8100.0,587280.0,186551.0,23030960.0
2003-01-08,8110.0,8240.0,8090.0,8090.0,216925.0,186320.0,23030960.0
2003-01-09,8000.0,8090.0,7820.0,7990.0,310470.0,184017.0,23030960.0
2003-01-10,8060.0,8140.0,7400.0,7550.0,473840.0,173884.0,23030960.0
2003-01-13,7400.0,7650.0,7400.0,7610.0,202084.0,175266.0,23030960.0
2003-01-14,7800.0,8160.0,7770.0,8150.0,775840.0,187702.0,23030960.0
2003-01-15,8240.0,8250.0,7840.0,8000.0,343770.0,184248.0,23030960.0
2003-01-16,8000.0,8630.0,7930.0,8600.0,1215708.0,198066.0,23030960.0
2003-01-17,8590.0,8940.0,8400.0,8610.0,740420.0,198297.0,23030960.0
2003-01-20,8500.0,8680.0,8410.0,8650.0,297662.0,199218.0,23030960.0
2003-01-21,8650.0,8840.0,8420.0,8500.0,451750.0,195763.0,23030960.0
2003-01-22,8310.0,8400.0,7700.0,8200.0,512610.0,188854.0,23030960.0
2003-01-23,8200.0,8200.0,7950.0,8090.0,375890.0,186320.0,23030960.0
2003-01-24,8050.0,8090.0,7590.0,7980.0,429210.0,183787.0,23030960.0
2003-01-27,7800.0,7850.0,7610.0,7800.0,197810.0,179641.0,23030960.0
2003-01-28,7750.0,7840.0,7620.0,7620.0,196456.0,175496.0,23030960.0
2003-01-29,7620.0,7680.0,7010.0,7180.0,479184.0,165362.0,23030960.0
2003-01-30,7240.0,7340.0,7090.0,7300.0,302780.0,168126.0,23030960.0
2003-02-03,7200.0,7390.0,7140.0,7320.0,213020.0,168587.0,23030960.0
2003-02-04,7340.0,7450.0,7320.0,7340.0,221260.0,169047.0,23030960.0
2003-02-05,7230.0,7270.0,6850.0,6950.0,739173.0,160065.0,23030960.0
2003-02-06,6810.0,6910.0,6020.0,6230.0,1986724.0,143483.0,23030960.0
2003-02-07,6290.0,6290.0,5850.0,5880.0,979720.0,135422.0,23030960.0
2003-02-10,5710.0,5770.0,5460.0,5460.0,1276864.0,125749.0,23030960.0
2003-02-11,5550.0,6270.0,5550.0,6270.0,6313547.0,144404.0,23030960.0
2003-02-12,6300.0,6860.0,6270.0,6450.0,3186573.0,148550.0,23030960.0
2003-02-13,6560.0,6580.0,6120.0,6280.0,1134290.0,144634.0,23030960.0
2003-02-14,6230.0,6430.0,6230.0,6280.0,942337.0,144634.0,23030960.0
2003-02-17,6450.0,6780.0,6440.0,6720.0,1152378.0,154768.0,23030960.0
2003-02-18,6750.0,6790.0,6520.0,6710.0,761378.0,154538.0,23030960.0
2003-02-19,6930.0,7200.0,6800.0,6800.0,1385572.0,156611.0,23030960.0
2003-02-20,6830.0,6900.0,6740.0,6770.0,518038.0,155920.0,23030960.0
2003-02-21,6770.0,6810.0,6620.0,6700.0,375300.0,154307.0,23030960.0
2003-02-24,6800.0,7100.0,6780.0,7100.0,752330.0,163520.0,23030960.0
2003-02-25,6950.0,7040.0,6820.0,6920.0,592276.0,159374.0,23030960.0
2003-02-26,7040.0,7450.0,6970.0,7190.0,1218972.0,165593.0,23030960.0
2003-02-27,7140.0,7300.0,7010.0,7300.0,524091.0,168126.0,23030960.0
2003-02-28,7400.0,7420.0,7130.0,7220.0,343499.0,166284.0,23030960.0
2003-03-03,7100.0,7210.0,7010.0,7170.0,418030.0,165132.0,23030960.0
2003-03-04,7080.0,7140.0,6900.0,6930.0,632490.0,159605.0,23030960.0
2003-03-05,6710.0,6840.0,6400.0,6520.0,481510.0,150162.0,23030960.0
2003-03-06,6610.0,6640.0,6200.0,6210.0,464182.0,143022.0,23030960.0
2003-03-07,5900.0,6340.0,5710.0,5990.0,728135.0,137955.0,23030960.0
2003-03-10,5950.0,6120.0,5840.0,5840.0,319160.0,134501.0,23030960.0
2003-03-11,5520.0,5770.0,5500.0,5550.0,487790.0,127822.0,23030960.0
2003-03-12,5600.0,6020.0,5590.0,6010.0,694971.0,138416.0,23030960.0
2003-03-13,5930.0,6050.0,5720.0,5870.0,501960.0,135192.0,23030960.0
2003-03-14,6260.0,6340.0,6120.0,6250.0,633400.0,143944.0,23030960.0
2003-03-17,6110.0,6140.0,5770.0,5870.0,484400.0,135192.0,23030960.0
2003-03-18,6250.0,6360.0,4990.0,5650.0,2199504.0,130125.0,23030960.0
2003-03-19,6150.0,6430.0,6020.0,6200.0,1813955.0,142792.0,23030960.0
2003-03-20,6550.0,7130.0,6350.0,7130.0,2555895.0,164211.0,23030960.0
2003-03-21,7280.0,7550.0,7010.0,7180.0,1643570.0,165362.0,23030960.0
2003-03-24,7230.0,7260.0,6860.0,6890.0,1317443.0,158683.0,23030960.0
2003-03-25,6500.0,7120.0,6500.0,7120.0,1174407.0,163980.0,23030960.0
2003-03-26,7450.0,7980.0,7350.0,7530.0,3085296.0,173423.0,23030960.0
2003-03-27,7590.0,7750.0,7480.0,7650.0,1237781.0,176187.0,23030960.0
2003-03-28,7650.0,7720.0,7440.0,7500.0,1083865.0,172732.0,23030960.0
2003-03-31,7380.0,7770.0,7340.0,7650.0,1346066.0,176187.0,23030960.0
2003-04-01,7410.0,7600.0,7360.0,7510.0,1012534.0,172963.0,23030960.0
2003-04-02,7600.0,7650.0,7450.0,7580.0,765857.0,174575.0,23030960.0
2003-04-03,7770.0,8300.0,7660.0,8050.0,3520246.0,185399.0,23030960.0
2003-04-04,8100.0,8260.0,7980.0,8120.0,1387999.0,187011.0,23030960.0
2003-04-07,8360.0,8470.0,8230.0,8270.0,1218535.0,190466.0,23030960.0
2003-04-08,8150.0,8550.0,8150.0,8340.0,1535703.0,192078.0,23030960.0
2003-04-09,8300.0,8390.0,7950.0,7950.0,894824.0,183096.0,23030960.0
2003-04-10,7850.0,8280.0,7850.0,8030.0,1109043.0,184939.0,23030960.0
2003-04-11,7930.0,8100.0,7700.0,7820.0,1432439.0,180554.0,23088760.0
2003-04-14,8000.0,8050.0,7860.0,7900.0,774720.0,182401.0,23088760.0
2003-04-15,8100.0,8310.0,7980.0,8070.0,1782380.0,186326.0,23088760.0
2003-04-16,8150.0,8160.0,7850.0,8020.0,1493660.0,185172.0,23088760.0
2003-04-17,7850.0,7900.0,7010.0,7250.0,3014399.0,167394.0,23088760.0
2003-04-18,7310.0,7560.0,7310.0,7560.0,1087161.0,174551.0,23088760.0
2003-04-21,7560.0,7760.0,7440.0,7660.0,1020033.0,176860.0,23088760.0
2003-04-22,7500.0,7810.0,7500.0,7800.0,743199.0,180092.0,23088760.0
2003-04-23,8000.0,8140.0,7810.0,8000.0,1147287.0,184710.0,23088760.0
2003-04-24,8010.0,8140.0,7800.0,8030.0,999767.0,185403.0,23088760.0
2003-04-25,8140.0,8450.0,7680.0,7900.0,2797743.0,182401.0,23088760.0
2003-04-28,7900.0,8580.0,7900.0,8550.0,2215119.0,197409.0,23088760.0
2003-04-29,8700.0,8730.0,8340.0,8540.0,1872561.0,197178.0,23088760.0
2003-04-30,8800.0,8890.0,8450.0,8520.0,1376875.0,196716.0,23088760.0
2003-05-02,8400.0,8500.0,8070.0,8220.0,925365.0,189790.0,23088760.0
2003-05-06,8200.0,8610.0,8130.0,8580.0,1164780.0,198102.0,23088760.0
2003-05-07,8510.0,8600.0,8300.0,8400.0,864790.0,193946.0,23088760.0
2003-05-09,8390.0,8470.0,8250.0,8430.0,411266.0,194638.0,23088760.0
2003-05-12,8510.0,8590.0,8360.0,8460.0,796001.0,195331.0,23088760.0
2003-05-13,8510.0,8730.0,8400.0,8400.0,997975.0,193946.0,23088760.0
2003-05-14,8400.0,8420.0,8160.0,8250.0,472693.0,190482.0,23088760.0
2003-05-15,8270.0,8430.0,8150.0,8430.0,318240.0,194638.0,23088760.0
2003-05-16,8490.0,8500.0,8160.0,8260.0,396040.0,190713.0,23088760.0
2003-05-19,8050.0,8150.0,7800.0,7800.0,540331.0,180092.0,23088760.0
2003-05-20,7650.0,8040.0,7580.0,8000.0,272311.0,184710.0,23088760.0
2003-05-21,8010.0,8060.0,7850.0,7860.0,249340.0,181478.0,23088760.0
2003-05-22,7790.0,8410.0,7790.0,8350.0,839340.0,192791.0,23088760.0
2003-05-23,8400.0,8580.0,8250.0,8500.0,592020.0,196254.0,23088760.0
2003-05-26,8510.0,8650.0,8400.0,8490.0,397951.0,196024.0,23088760.0
2003-05-27,8600.0,8660.0,8420.0,8500.0,508609.0,196254.0,23088760.0
2003-05-28,8660.0,8660.0,8460.0,8500.0,397931.0,196254.0,23088760.0
2003-05-29,8350.0,9010.0,8350.0,8800.0,976201.0,203181.0,23088760.0
2003-05-30,8900.0,9270.0,8710.0,9190.0,751059.0,212186.0,23088760.0
2003-06-02,9290.0,9330.0,8960.0,9000.0,523793.0,207799.0,23088760.0
2003-06-03,9100.0,9210.0,8880.0,9000.0,527253.0,207799.0,23088760.0
2003-06-04,9050.0,9190.0,8900.0,9100.0,275677.0,210108.0,23088760.0
2003-06-05,9100.0,9200.0,8850.0,8850.0,306980.0,204336.0,23088760.0
2003-06-09,8610.0,8930.0,8610.0,8840.0,293515.0,204105.0,23088760.0
2003-06-10,8710.0,9210.0,8710.0,8920.0,557054.0,205952.0,23088760.0
2003-06-11,9100.0,9590.0,9010.0,9590.0,1252437.0,221421.0,23088760.0
2003-06-12,9710.0,9770.0,9400.0,9520.0,761730.0,219805.0,23088760.0
2003-06-13,9520.0,9700.0,9200.0,9200.0,764270.0,212417.0,23088760.0
2003-06-16,9120.0,9350.0,9120.0,9330.0,313940.0,215418.0,23088760.0
2003-06-17,9400.0,9450.0,9250.0,9260.0,536044.0,213802.0,23088760.0
2003-06-18,9150.0,9400.0,9110.0,9160.0,341901.0,211493.0,23088760.0
2003-06-19,9160.0,9240.0,9040.0,9050.0,249896.0,208953.0,23088760.0
2003-06-20,9000.0,9050.0,8700.0,8810.0,516602.0,203412.0,23088760.0
2003-06-23,8720.0,8970.0,8720.0,8810.0,215923.0,203412.0,23088760.0
2003-06-24,8600.0,8900.0,8600.0,8900.0,260836.0,205490.0,23088760.0
2003-06-25,8900.0,9130.0,8860.0,9130.0,350167.0,210800.0,23088760.0
2003-06-26,9050.0,9410.0,9050.0,9390.0,655790.0,216803.0,23088760.0
2003-06-27,9390.0,9610.0,9300.0,9330.0,617520.0,215418.0,23088760.0
2003-06-30,9010.0,9190.0,8970.0,9140.0,478080.0,211031.0,23088760.0
2003-07-01,9150.0,9450.0,9140.0,9200.0,437038.0,212417.0,23088760.0
2003-07-02,9400.0,9440.0,9120.0,9140.0,380115.0,211031.0,23088760.0
2003-07-03,9380.0,9380.0,8870.0,8870.0,636068.0,204797.0,23088760.0
2003-07-04,8870.0,8990.0,8750.0,8820.0,404385.0,203643.0,23088760.0
2003-07-07,8800.0,8930.0,8750.0,8840.0,612217.0,204105.0,23088760.0
2003-07-08,8900.0,9040.0,8700.0,8790.0,905130.0,202950.0,23088760.0
2003-07-09,8880.0,8970.0,8780.0,8800.0,571011.0,203181.0,23088760.0
2003-07-10,8720.0,8760.0,8660.0,8660.0,475330.0,199949.0,23088760.0
2003-07-11,8610.0,8700.0,8510.0,8510.0,258476.0,196485.0,23088760.0
2003-07-14,8420.0,8550.0,8270.0,8270.0,712430.0,190944.0,23088760.0
2003-07-15,8210.0,8430.0,7970.0,7970.0,693270.0,184017.0,23088760.0
2003-07-16,8030.0,8100.0,7650.0,7700.0,738815.0,177783.0,23088760.0
2003-07-18,7530.0,7930.0,7530.0,7890.0,496170.0,182170.0,23088760.0
2003-07-21,7750.0,7920.0,7230.0,7400.0,554960.0,170857.0,23088760.0
2003-07-22,7160.0,7590.0,7160.0,7400.0,418958.0,170857.0,23088760.0
2003-07-23,7470.0,7530.0,7360.0,7440.0,232710.0,171780.0,23088760.0
2003-07-24,7340.0,7500.0,7300.0,7310.0,244561.0,168779.0,23088760.0
2003-07-25,7230.0,7280.0,7060.0,7170.0,448557.0,165546.0,23088760.0
2003-07-28,7350.0,7790.0,7300.0,7790.0,1047394.0,179861.0,23088760.0
2003-07-29,7920.0,7920.0,7700.0,7830.0,583002.0,180785.0,23088760.0
2003-07-30,7830.0,7880.0,7600.0,7640.0,467790.0,176398.0,23088760.0
2003-07-31,7670.0,7810.0,7670.0,7740.0,368590.0,178707.0,23088760.0
2003-08-01,7770.0,7960.0,7770.0,7890.0,381740.0,182170.0,23088760.0
2003-08-04,7710.0,7760.0,7530.0,7630.0,273314.0,176167.0,23088760.0
2003-08-05,7630.0,7730.0,7490.0,7520.0,239182.0,173627.0,23088760.0
2003-08-06,7310.0,7550.0,7260.0,7550.0,195390.0,174320.0,23088760.0
2003-08-07,7510.0,7990.0,7500.0,7950.0,589812.0,183556.0,23088760.0
2003-08-08,8100.0,8120.0,7810.0,7940.0,283170.0,183325.0,23088760.0
2003-08-11,7940.0,8000.0,7700.0,7810.0,189440.0,180323.0,23088760.0
2003-08-12,7810.0,7860.0,7710.0,7710.0,185327.0,178014.0,23088760.0
2003-08-13,7700.0,7850.0,7530.0,7600.0,405574.0,175475.0,23088760.0
2003-08-14,7600.0,7750.0,7520.0,7630.0,360353.0,176167.0,23088760.0
2003-08-18,7900.0,8040.0,7690.0,8000.0,835544.0,184710.0,23088760.0
2003-08-19,8050.0,8100.0,7710.0,7720.0,492581.0,178245.0,23088760.0
2003-08-20,7720.0,7860.0,7720.0,7760.0,250930.0,179169.0,23088760.0
2003-08-21,7710.0,7920.0,7710.0,7810.0,492543.0,180323.0,23088760.0
2003-08-22,7860.0,8150.0,7860.0,8060.0,805670.0,186095.0,23088760.0
2003-08-25,8200.0,8510.0,8040.0,8460.0,1224964.0,195331.0,23088760.0
2003-08-26,8550.0,8560.0,8360.0,8530.0,774140.0,196947.0,23088760.0
2003-08-27,8520.0,8610.0,8340.0,8500.0,686895.0,196254.0,23088760.0
2003-08-28,8550.0,8710.0,8180.0,8180.0,561288.0,188866.0,23088760.0
2003-08-29,8310.0,8570.0,8240.0,8360.0,598130.0,193022.0,23088760.0
2003-09-01,8390.0,8550.0,8250.0,8400.0,498525.0,193946.0,23088760.0
2003-09-02,8500.0,8620.0,8310.0,8620.0,874139.0,199025.0,23088760.0
2003-09-03,8630.0,8710.0,8400.0,8450.0,563801.0,195100.0,23088760.0
2003-09-04,8560.0,8850.0,8510.0,8730.0,1026865.0,201565.0,23088760.0
2003-09-05,8790.0,8790.0,8450.0,8460.0,366546.0,195331.0,23088760.0
2003-09-08,8250.0,8410.0,8140.0,8140.0,322959.0,187943.0,23088760.0
2003-09-09,8140.0,8310.0,8050.0,8050.0,621026.0,192421.0,23903290.0
2003-09-15,7930.0,8040.0,7810.0,7850.0,348700.0,187641.0,23903290.0
2003-09-16,7800.0,7950.0,7730.0,7880.0,281079.0,188358.0,23903290.0
2003-09-17,7900.0,7950.0,7840.0,7840.0,296428.0,187402.0,23903290.0
2003-09-18,7810.0,7850.0,7590.0,7590.0,411779.0,181426.0,23903290.0
2003-09-19,7690.0,7700.0,7360.0,7390.0,517068.0,176645.0,23903290.0
2003-09-22,7500.0,7600.0,7000.0,7000.0,495070.0,167323.0,23903290.0
2003-09-23,6890.0,7060.0,6790.0,7050.0,291985.0,168518.0,23903290.0
2003-09-24,7010.0,7120.0,6970.0,7050.0,326576.0,168518.0,23903290.0
2003-09-25,6900.0,6910.0,6620.0,6700.0,492970.0,160152.0,23903290.0
2003-09-26,6500.0,6830.0,6500.0,6750.0,443444.0,161347.0,23903290.0
2003-09-29,6760.0,6790.0,6330.0,6510.0,632518.0,155610.0,23903290.0
2003-09-30,6550.0,6700.0,6340.0,6700.0,669705.0,160152.0,23903290.0
2003-10-01,6650.0,6970.0,6500.0,6820.0,604259.0,163020.0,23903290.0
2003-10-02,6980.0,7020.0,6770.0,6820.0,397318.0,163020.0,23903290.0
2003-10-06,6840.0,6930.0,6720.0,6760.0,276382.0,161586.0,23903290.0
2003-10-07,6830.0,6850.0,6610.0,6630.0,283090.0,158479.0,23903290.0
2003-10-08,6630.0,6700.0,6480.0,6480.0,301507.0,154893.0,23903290.0
2003-10-09,6480.0,6590.0,5620.0,6050.0,1991249.0,144615.0,23903290.0
2003-10-10,6070.0,6180.0,5860.0,6000.0,1787646.0,143420.0,23903290.0
2003-10-13,6100.0,6350.0,6030.0,6130.0,1410951.0,146527.0,23903290.0
2003-10-14,6300.0,6540.0,6270.0,6470.0,1284758.0,154654.0,23903290.0
2003-10-15,6500.0,6640.0,6360.0,6360.0,598303.0,152025.0,23903290.0
2003-10-16,6350.0,6440.0,6350.0,6360.0,606831.0,152025.0,23903290.0
2003-10-17,6400.0,6750.0,6400.0,6650.0,1038938.0,158957.0,23903290.0
2003-10-20,6610.0,6880.0,6610.0,6880.0,780213.0,164455.0,23903290.0
2003-10-21,6990.0,6990.0,6740.0,6780.0,530420.0,162064.0,23903290.0
2003-10-22,6750.0,6850.0,6520.0,6550.0,617340.0,156567.0,23903290.0
2003-10-23,6490.0,6490.0,6250.0,6280.0,442956.0,150113.0,23903290.0
2003-10-24,6220.0,6480.0,6220.0,6340.0,417280.0,151547.0,23903290.0
2003-10-27,6400.0,6620.0,6400.0,6610.0,388880.0,158001.0,23903290.0
2003-10-28,6690.0,6950.0,6620.0,6720.0,1239530.0,160630.0,23903290.0
2003-10-29,6850.0,6880.0,6620.0,6620.0,532910.0,158240.0,23903290.0
2003-10-30,6740.0,6800.0,6620.0,6740.0,421468.0,161108.0,23903290.0
2003-10-31,6730.0,6740.0,6620.0,6630.0,261471.0,158479.0,23903290.0
2003-11-03,6540.0,6710.0,6540.0,6700.0,354980.0,160152.0,23903290.0
2003-11-04,6740.0,6740.0,6570.0,6570.0,429275.0,157045.0,23903290.0
2003-11-05,6540.0,6560.0,6360.0,6410.0,547320.0,153220.0,23903290.0
