금호전기(001210),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-12,8023,8687,7817,8603,142210,41600.0,4000000.0
1999-04-13,8686,8850,8024,8081,205080,39080.0,4000000.0
1999-04-14,7923,8023,7618,7733,142770,37400.0,4000000.0
1999-04-15,7816,8015,7569,7733,156280,37400.0,4000000.0
1999-04-16,7859,8147,7693,7693,80190,37200.0,4000000.0
1999-04-19,7693,7776,7378,7444,100980,36000.0,4000000.0
1999-04-20,7444,8023,7444,7774,186520,37600.0,4000000.0
1999-04-21,7816,7941,7445,7444,159550,36000.0,4000000.0
1999-04-22,7651,7651,7278,7361,90710,35600.0,4000000.0
1999-04-23,7361,7734,7361,7527,89880,36400.0,4000000.0
1999-04-26,7412,7528,7114,7320,80210,35400.0,4000000.0
1999-04-27,7320,7610,7279,7527,115680,36400.0,4000000.0
1999-04-28,7618,8106,7361,7940,182320,38400.0,4000000.0
1999-04-29,8107,8687,7941,8189,212440,39600.0,4000000.0
1999-04-30,8271,8437,7940,8023,190220,38800.0,4000000.0
1999-05-03,8108,9100,8040,8685,284520,42000.0,4000000.0
1999-05-04,9678,9678,8726,8768,207240,42400.0,4000000.0
1999-05-06,8768,9264,8686,8768,157440,42400.0,4000000.0
1999-05-07,9098,9428,8725,8932,192830,43200.0,4000000.0
1999-05-10,9224,9720,8934,9678,247730,46800.0,4000000.0
1999-05-11,9679,10175,8687,8685,162770,42000.0,4000000.0
1999-05-12,8769,9100,8479,8603,113650,41600.0,4000000.0
1999-05-13,8602,8973,8436,8435,122930,40800.0,4000000.0
1999-05-14,8850,8850,7858,7940,89920,38400.0,4000000.0
1999-05-17,7609,7609,7031,7361,48370,35600.0,4000000.0
1999-05-18,7031,7354,7031,7328,36560,35440.0,4000000.0
1999-05-19,7368,7650,7361,7401,60570,35800.0,4000000.0
1999-05-20,7287,7444,6642,6699,40970,32400.0,4000000.0
1999-05-21,6700,7701,6295,7659,91000,37040.0,4000000.0
1999-05-24,7527,7850,7279,7518,99700,36360.0,4000000.0
1999-05-25,7609,8270,7527,8229,130880,39800.0,4000000.0
1999-05-26,8768,9429,8601,9428,163380,45600.0,4000000.0
1999-05-27,10174,10836,9925,10090,765260,48800.0,4000000.0
1999-05-28,10091,11496,9842,11496,455140,55600.0,4000000.0
1999-05-31,11994,12366,11332,11414,302900,55200.0,4000000.0
1999-06-01,11416,12656,11002,11787,547260,57000.0,4000000.0
1999-06-02,11788,12326,11333,11332,247110,54800.0,4000000.0
1999-06-03,11165,11992,11124,11578,221390,56000.0,4000000.0
1999-06-04,11415,11994,11166,11868,180500,57400.0,4000000.0
1999-06-07,11995,12945,11870,12076,258250,58400.0,4000000.0
1999-06-08,12158,13606,11746,12820,269790,62000.0,4000000.0
1999-06-09,12985,13896,12654,13357,341070,64600.0,4000000.0
1999-06-10,13648,13978,12448,13233,238320,64000.0,4000000.0
1999-06-11,13564,13812,13069,13316,167430,64400.0,4000000.0
1999-06-14,13400,13482,12656,12696,86360,61400.0,4000000.0
1999-06-15,12076,12489,11579,11910,87880,57600.0,4000000.0
1999-06-16,11578,13026,11578,12571,104560,60800.0,4000000.0
1999-06-17,12571,13068,12075,12571,61220,60800.0,4000000.0
1999-06-18,13069,13400,12655,12820,114510,62000.0,4000000.0
1999-06-21,13233,14723,13233,14722,308320,71200.0,4000000.0
1999-06-22,14888,15550,14143,14722,333590,71200.0,4000000.0
1999-06-23,14724,15303,14310,14805,179910,71600.0,4000000.0
1999-06-24,15137,15303,14558,14805,86350,71600.0,4000000.0
1999-06-25,14722,15135,14432,14969,129080,72400.0,4000000.0
1999-06-28,15054,15385,14641,14805,100560,71600.0,4000000.0
1999-06-29,14971,14971,14310,14309,87690,69200.0,4000000.0
1999-06-30,14228,14476,13649,13896,85880,67200.0,4000000.0
1999-07-01,14059,15301,13935,14473,171730,70000.0,4000000.0
1999-07-02,14804,16127,14804,16127,335160,78000.0,4000000.0
1999-07-05,17369,17369,16294,16955,274780,82000.0,4000000.0
1999-07-06,16956,19478,16541,19478,354970,94200.0,4000000.0
1999-07-07,19023,21917,19023,19767,261780,95600.0,4000000.0
1999-07-08,20181,22703,19767,22702,275820,109800.0,4000000.0
1999-07-09,23159,25474,22331,23902,251920,115600.0,4000000.0
1999-07-12,23985,24400,20347,21752,165290,105200.0,4000000.0
1999-07-13,21753,23572,21505,21918,155020,106000.0,4000000.0
1999-07-14,22083,22331,19436,19436,131130,94000.0,4000000.0
1999-07-15,19602,21092,18362,20097,126050,97200.0,4000000.0
1999-07-16,20677,22744,20511,22248,202130,107600.0,4000000.0
1999-07-19,23241,24646,22992,24068,274420,116400.0,4000000.0
1999-07-20,24646,24646,23076,23572,184990,114000.0,4000000.0
1999-07-21,23615,24070,22416,23158,113190,112000.0,4000000.0
1999-07-22,23158,25556,22496,25556,233160,123600.0,4000000.0
1999-07-23,25722,27542,23158,23572,200560,114000.0,4000000.0
1999-07-26,23573,24401,20057,20057,197770,97000.0,4000000.0
1999-07-27,19849,22330,19270,21338,364690,103200.0,4000000.0
1999-07-28,22331,23159,21917,22579,209010,109200.0,4000000.0
1999-07-29,22744,24564,22579,23405,200640,113200.0,4000000.0
1999-07-30,23572,24399,22580,22993,223600,111200.0,4000000.0
1999-08-02,22993,23572,21671,22745,131510,110000.0,4000000.0
1999-08-03,22745,23158,21917,22330,82740,108000.0,4000000.0
1999-08-04,23158,23240,22331,22330,88510,108000.0,4000000.0
1999-08-05,22749,22749,20762,20762,89380,100400.0,4000000.0
1999-08-06,21092,21339,19933,20511,72560,99200.0,4000000.0
1999-08-09,20015,21422,19104,20677,109700,100000.0,4000000.0
1999-08-10,19684,20595,19436,19767,84970,95600.0,4000000.0
1999-08-11,19850,20221,19022,19105,62110,92400.0,4000000.0
1999-08-12,19024,21339,18445,20430,109530,98800.0,4000000.0
1999-08-13,20430,20430,19190,19395,76720,93800.0,4000000.0
1999-08-16,19933,21256,19684,20181,84440,97600.0,4000000.0
1999-08-17,19932,20015,18609,18774,66070,90800.0,4000000.0
1999-08-18,17947,18773,16623,17120,86110,82800.0,4000000.0
1999-08-19,17119,17781,16955,17120,98990,82800.0,4000000.0
1999-08-20,17287,18859,17287,17534,150250,84800.0,4000000.0
1999-08-23,18609,18609,17782,18071,108000,87400.0,4000000.0
1999-08-24,18610,18610,17947,18278,125340,88400.0,4000000.0
1999-08-25,17948,18486,17948,18113,112040,87600.0,4000000.0
1999-08-26,18609,20800,18443,20800,321930,100600.0,4000000.0
1999-08-27,20802,21092,19685,19685,199310,95200.0,4000000.0
1999-08-30,20595,20595,19354,19354,120470,93600.0,4000000.0
1999-08-31,19352,19766,18443,18691,79490,90400.0,4000000.0
1999-09-01,18650,20429,18278,19023,268690,92000.0,4000000.0
1999-09-02,17700,18858,17700,18196,86680,88000.0,4000000.0
1999-09-03,17948,18735,17783,18196,73340,88000.0,4000000.0
1999-09-06,18527,18527,17823,18361,71400,88800.0,4000000.0
1999-09-07,18527,19105,17990,18278,78170,88400.0,4000000.0
1999-09-08,18278,18774,17823,17864,54790,86400.0,4000000.0
1999-09-09,17699,18154,17450,17864,74830,86400.0,4000000.0
1999-09-10,17782,18651,17782,18030,82370,87200.0,4000000.0
1999-09-13,18443,19353,18112,19023,196460,92000.0,4000000.0
1999-09-14,19271,19850,18692,19436,197280,94000.0,4000000.0
1999-09-15,19851,21795,19851,21422,524920,103600.0,4000000.0
1999-09-16,21670,24233,21174,23737,649700,114800.0,4000000.0
1999-09-17,23739,24647,22746,23820,426330,115200.0,4000000.0
1999-09-20,24151,27295,23739,26466,743170,128000.0,4000000.0
1999-09-21,26469,27958,25394,26799,495240,129600.0,4000000.0
1999-09-22,27707,29610,26880,26880,356210,130000.0,4000000.0
1999-09-27,25392,27707,25392,26880,225750,130000.0,4000000.0
1999-09-28,26964,27625,25309,25308,123190,122400.0,4000000.0
1999-09-29,24812,25060,23282,23984,210350,116000.0,4000000.0
1999-09-30,23242,26178,23242,25060,244610,121200.0,4000000.0
1999-10-01,25144,25557,22828,24399,157880,118000.0,4000000.0
1999-10-04,24315,25556,23984,23984,125040,116000.0,4000000.0
1999-10-05,23323,24564,20676,20677,206760,100000.0,4000000.0
1999-10-06,20676,23778,19022,23778,218210,115000.0,4000000.0
1999-10-07,24646,25969,23737,25970,289940,125600.0,4000000.0
1999-10-08,24977,26466,24894,25638,167270,124000.0,4000000.0
1999-10-11,25640,27212,25062,26466,256950,128000.0,4000000.0
1999-10-12,26137,27626,26095,26218,204240,126800.0,4000000.0
1999-10-13,26468,26716,25350,26384,157290,127600.0,4000000.0
1999-10-14,25805,26548,25391,25556,108100,123600.0,4000000.0
1999-10-15,25060,26839,25060,25638,168430,124000.0,4000000.0
1999-10-18,24896,26385,24896,25060,144520,121200.0,4000000.0
1999-10-19,26055,26055,24441,24566,95120,118800.0,4000000.0
1999-10-20,24813,26385,24813,26218,156320,126800.0,4000000.0
1999-10-21,26466,27045,25638,25638,119720,124000.0,4000000.0
1999-10-22,25638,26218,25225,25638,56040,124000.0,4000000.0
1999-10-25,25805,25929,25061,25226,70230,122000.0,4000000.0
1999-10-26,25062,25558,24814,25392,81990,122800.0,4000000.0
1999-10-27,25225,25557,24812,24811,64280,120000.0,4000000.0
1999-10-28,24399,25433,24399,25308,74500,122400.0,4000000.0
1999-10-29,25600,28743,25559,27294,290640,132000.0,4000000.0
1999-11-01,28369,30849,27541,29774,300410,144000.0,4000000.0
1999-11-02,29693,30519,29280,30107,165230,145600.0,4000000.0
1999-11-03,30105,30187,29401,29443,146200,142400.0,4000000.0
1999-11-04,29446,31017,29280,29527,165810,142800.0,4000000.0
1999-11-05,29940,30105,28948,28947,128290,140000.0,4000000.0
1999-11-08,28948,29693,27955,28947,200040,140000.0,4000000.0
1999-11-09,30641,30641,28860,29394,105470,132000.0,4000000.0
1999-11-10,28949,30463,28504,30284,106610,136000.0,4000000.0
1999-11-11,29480,32954,29480,32865,185580,147600.0,4000000.0
1999-11-12,33310,35092,31885,32865,158670,147600.0,4000000.0
1999-11-15,34290,34290,32688,33177,94180,149000.0,4000000.0
1999-11-16,32155,36519,32155,35628,226660,160000.0,4000000.0
1999-11-17,36520,39905,35717,36697,226340,164800.0,4000000.0
1999-11-18,36877,37855,32512,34560,127760,155200.0,4000000.0
1999-11-19,34738,35183,33224,33312,82940,149600.0,4000000.0
1999-11-22,32868,34648,32511,33312,86460,149600.0,4000000.0
1999-11-23,33491,34203,33179,33847,73260,152000.0,4000000.0
1999-11-24,33313,33847,32689,33312,57800,149600.0,4000000.0
1999-11-25,32157,35273,32157,35005,132450,157200.0,4000000.0
1999-11-26,36072,36072,33845,35271,97530,158400.0,4000000.0
1999-11-29,34737,35271,33936,34737,49680,156000.0,4000000.0
1999-11-30,34160,34782,33313,33847,91080,152000.0,4000000.0
1999-12-01,33579,33845,32154,32954,106770,148000.0,4000000.0
1999-12-02,32245,33313,30284,30818,153070,138400.0,4000000.0
1999-12-03,30016,30728,29036,29659,79520,133200.0,4000000.0
1999-12-06,29216,31976,29216,31085,128640,139600.0,4000000.0
1999-12-07,30731,31087,28950,29394,113960,132000.0,4000000.0
1999-12-08,28592,30818,28057,28947,112250,130000.0,4000000.0
1999-12-09,29038,30730,27880,30284,108470,136000.0,4000000.0
1999-12-10,30863,31619,29660,31174,128240,140000.0,4000000.0
1999-12-13,32065,32156,30106,30107,67190,135200.0,4000000.0
1999-12-14,29393,29838,28323,28324,137260,127200.0,4000000.0
1999-12-15,28503,29394,26097,26988,152380,121200.0,4000000.0
1999-12-16,26276,29661,25919,28502,215610,128000.0,4000000.0
1999-12-17,28057,29081,26721,26720,104390,120000.0,4000000.0
1999-12-20,26987,30728,26987,30728,163380,138000.0,4000000.0
1999-12-21,30283,32065,29126,30195,123790,135600.0,4000000.0
1999-12-22,29394,31174,28147,30195,90620,135600.0,4000000.0
1999-12-23,31087,31087,28059,28058,94790,126000.0,4000000.0
1999-12-24,26811,30284,26811,30284,90930,136000.0,4000000.0
1999-12-27,27880,29395,27613,28058,88940,163800.0,5200000.0
1999-12-28,28058,32245,26277,32244,128700,188240.0,5200000.0
2000-01-04,30582,31481,28962,30130,111910,174200.0,5200000.0
2000-01-05,29232,29323,26983,27613,98550,159640.0,5200000.0
2000-01-06,28016,28735,26666,27880,99730,161200.0,5200000.0
2000-01-07,27162,27612,26802,26892,85730,155480.0,5200000.0
2000-01-10,26531,27791,26081,26082,72310,150800.0,5200000.0
2000-01-11,26083,27433,25185,25633,133160,148200.0,5200000.0
2000-01-12,26082,26442,24599,24823,102830,143520.0,5200000.0
2000-01-13,24375,24825,22576,23744,107290,137280.0,5200000.0
2000-01-14,23744,24553,23024,23025,84700,133120.0,5200000.0
2000-01-17,22935,23744,22125,22305,89490,128960.0,5200000.0
2000-01-18,22305,25184,22305,23654,155420,136760.0,5200000.0
2000-01-19,23835,23835,22306,22350,71430,129220.0,5200000.0
2000-01-20,22171,22171,19158,20057,72160,115960.0,5200000.0
2000-01-21,18887,22035,18887,21315,135180,123240.0,5200000.0
2000-01-24,20686,23024,20686,22574,96900,130520.0,5200000.0
2000-01-25,22216,23746,22036,22126,64450,127920.0,5200000.0
2000-01-26,22754,22935,21135,21585,33730,124800.0,5200000.0
2000-01-27,21225,21990,21046,21585,49790,124800.0,5200000.0
2000-01-28,21586,22395,21407,21856,61300,126360.0,5200000.0
2000-01-31,21137,22216,20777,21406,115310,123760.0,5200000.0
2000-02-01,22037,22127,20868,20867,49230,120640.0,5200000.0
2000-02-02,21316,22799,20865,22394,103640,129480.0,5200000.0
2000-02-03,22575,25543,21766,24373,262740,140920.0,5200000.0
2000-02-07,24734,25992,23654,25003,168770,144560.0,5200000.0
2000-02-08,25004,25004,22936,22935,111190,132600.0,5200000.0
2000-02-09,22936,23790,22486,22485,114930,130000.0,5200000.0
2000-02-10,21857,23205,21137,22755,109840,131560.0,5200000.0
2000-02-11,22306,23835,22306,22935,113550,132600.0,5200000.0
2000-02-14,22487,22487,21226,21406,61370,123760.0,5200000.0
2000-02-15,21585,21855,20056,21315,182920,123240.0,5200000.0
2000-02-16,20686,21856,19877,20416,62340,118040.0,5200000.0
2000-02-17,20416,20416,19607,19786,127820,114400.0,5200000.0
2000-02-18,19786,20506,19517,19875,130640,114920.0,5200000.0
2000-02-21,18886,19336,17539,17672,129830,102180.0,5200000.0
2000-02-22,17133,18618,15919,17088,297330,98800.0,5200000.0
2000-02-23,17358,19247,17088,17313,310230,100100.0,5200000.0
2000-02-24,17538,17987,16188,16368,154970,94640.0,5200000.0
2000-02-25,16100,17269,16100,17268,196200,99840.0,5200000.0
2000-02-28,16460,19698,16460,17988,498770,104000.0,5200000.0
2000-02-29,19068,19696,17539,17808,234020,102960.0,5200000.0
2000-03-02,17448,18528,17359,18168,150420,105040.0,5200000.0
2000-03-03,19066,19651,18526,18886,262280,109200.0,5200000.0
2000-03-06,19606,21135,18707,19696,297070,113880.0,5200000.0
2000-03-07,19429,20327,19158,19338,119440,111800.0,5200000.0
2000-03-08,18437,19157,18078,18078,155160,104520.0,5200000.0
2000-03-09,18618,20238,18124,20237,408010,117000.0,5200000.0
2000-03-10,20236,20596,19382,19786,158250,114400.0,5200000.0
2000-03-13,20057,20597,19337,19607,157560,113360.0,5200000.0
2000-03-14,19698,20463,18349,19157,123500,110760.0,5200000.0
2000-03-15,19338,20193,18709,19157,133710,110760.0,5200000.0
2000-03-16,19158,19607,17989,18168,87680,105040.0,5200000.0
2000-03-17,18438,18529,17449,17539,101750,101400.0,5200000.0
2000-03-20,17358,17539,16908,17088,75490,98800.0,5200000.0
2000-03-21,17448,17540,16190,16414,122480,94900.0,5200000.0
2000-03-22,16190,18798,16190,17898,251390,103480.0,5200000.0
2000-03-23,17989,18348,16909,17268,93010,99840.0,5200000.0
2000-03-24,17268,17447,16504,17088,204410,98800.0,5200000.0
2000-03-27,17087,17806,16728,16908,155460,97760.0,5200000.0
2000-03-28,17090,19429,16551,19428,497920,112320.0,5200000.0
2000-03-29,19561,20641,18753,19516,646930,112840.0,5200000.0
2000-03-30,20237,20282,18213,18438,194150,106600.0,5200000.0
2000-03-31,17989,19068,17718,19023,183710,109980.0,5200000.0
2000-04-03,18168,19337,16819,17088,103950,98800.0,5200000.0
2000-04-04,16368,17446,15828,16368,171160,94640.0,5200000.0
2000-04-06,16190,16459,15290,15289,131840,88400.0,5200000.0
2000-04-07,14931,16370,14931,16099,290390,93080.0,5200000.0
2000-04-10,16190,16910,15830,15831,243330,91520.0,5200000.0
2000-04-11,15965,16504,15559,15559,160700,89960.0,5200000.0
2000-04-12,15558,15828,15019,15604,183420,91108.0,5251198.0
2000-04-14,14887,15562,14391,14526,122670,84807.0,5251198.0
2000-04-17,12367,13041,12367,12861,206960,75092.0,5251198.0
2000-04-18,14165,14165,12681,13400,134370,78243.0,5251198.0
2000-04-19,13401,14075,12861,12951,286180,75617.0,5251198.0
2000-04-20,12683,13043,12142,12322,122600,71941.0,5251198.0
2000-04-21,12592,13222,12412,13041,209930,76142.0,5251198.0
2000-04-24,13042,14212,12862,13850,353990,80868.0,5251198.0
2000-04-25,13581,14211,13221,13581,192470,79293.0,5251198.0
2000-04-26,13853,14392,13493,13672,240870,79818.0,5251198.0
2000-04-27,13762,13851,12772,12772,147740,74567.0,5251198.0
2000-04-28,12817,13266,12501,12861,91620,75092.0,5251198.0
2000-05-02,12681,13131,12501,12591,157580,73517.0,5251198.0
2000-05-03,12594,12774,12324,12413,82560,72467.0,5251198.0
2000-05-04,12412,12682,12277,12277,86060,71679.0,5251198.0
2000-05-08,12412,12952,12367,12772,128370,74567.0,5251198.0
2000-05-09,12592,13221,12592,12861,99470,75092.0,5251198.0
2000-05-10,12774,12954,12414,12413,98920,72467.0,5251198.0
2000-05-12,12324,12413,11514,11783,91790,68791.0,5251198.0
2000-05-15,11601,11601,10026,10027,171740,58551.0,5251198.0
2000-05-16,9761,9896,8816,9759,132950,56975.0,5251198.0
2000-05-17,9802,10073,8319,8318,135980,48574.0,5251198.0
2000-05-18,8095,8320,7078,7079,111930,41327.0,5251198.0
2000-05-19,7018,7422,6476,7133,160420,41642.0,5251198.0
2000-05-22,7394,7915,7007,7105,167070,41484.0,5251198.0
2000-05-23,6834,7555,6791,7401,92260,43217.0,5251198.0
2000-05-24,7401,7500,6754,7500,103750,43795.0,5251198.0
2000-05-25,7680,8624,7645,8625,165780,50359.0,5251198.0
2000-05-26,8536,9535,8095,8589,259710,50149.0,5251198.0
2000-05-29,8632,9172,8632,8633,133890,50412.0,5251198.0
2000-05-30,8546,9085,8546,8860,142710,51724.0,5251198.0
2000-05-31,9084,10163,9084,9938,191910,58026.0,5251198.0
2000-06-01,9985,10210,9265,9759,147820,56975.0,5251198.0
2000-06-02,10343,10793,9894,10117,221090,59076.0,5251198.0
2000-06-05,10433,11063,10119,10522,223920,61439.0,5251198.0
2000-06-07,10613,10613,9759,9848,272010,57501.0,5251198.0
2000-06-08,9938,10208,8723,9038,207380,52775.0,5251198.0
2000-06-09,8812,9262,8552,8633,133770,50412.0,5251198.0
2000-06-12,8636,8942,8547,8905,162960,51987.0,5251198.0
2000-06-13,8634,8905,8284,8364,114650,48836.0,5251198.0
2000-06-14,8419,8724,8194,8364,87310,48836.0,5251198.0
2000-06-15,8410,8410,7375,7375,87260,43060.0,5251198.0
2000-06-16,7466,7646,7312,7492,58220,43742.0,5251198.0
2000-06-19,7150,7555,7150,7285,52120,42535.0,5251198.0
2000-06-20,7195,7546,7151,7330,52650,42797.0,5251198.0
2000-06-21,7645,8427,7465,7824,130220,45685.0,5251198.0
2000-06-22,8105,8303,7556,7691,104160,44898.0,5251198.0
2000-06-23,7826,8096,7691,7691,45680,44898.0,5251198.0
2000-06-26,7826,7916,7601,7691,105250,44898.0,5251198.0
2000-06-27,7959,8839,7644,8840,377620,51619.0,5251198.0
2000-06-28,9175,10163,9175,9533,1051010,55663.0,5251198.0
2000-06-29,9489,9984,8814,9623,365010,56188.0,5251198.0
2000-06-30,9802,10253,9354,10117,500840,59076.0,5251198.0
2000-07-03,10703,11602,10433,11603,916060,67740.0,5251198.0
2000-07-04,12141,12501,11242,11467,879180,66953.0,5251198.0
2000-07-05,11467,13176,11063,13176,894860,76930.0,5251198.0
2000-07-06,13402,14572,12323,12502,1539060,72992.0,5251198.0
2000-07-07,13131,13221,11962,12951,613760,75617.0,5251198.0
2000-07-10,12772,13447,12682,12772,484830,74567.0,5251198.0
2000-07-11,12772,13041,11242,11421,447470,66690.0,5251198.0
2000-07-12,11782,12860,11331,12680,673690,74042.0,5251198.0
2000-07-13,12680,13850,12321,12680,826210,74042.0,5251198.0
2000-07-14,12679,13039,11781,11826,310820,69053.0,5251198.0
2000-07-18,11826,12276,11376,11376,179390,66428.0,5251198.0
2000-07-19,10929,11243,10479,10884,204230,63539.0,5251198.0
2000-07-20,10613,11513,10613,11243,241530,65640.0,5251198.0
2000-07-21,11243,11692,10973,10973,155700,64065.0,5251198.0
2000-07-24,10703,10794,9444,9579,188640,55925.0,5251198.0
2000-07-25,9174,10119,9039,9848,176770,57501.0,5251198.0
2000-07-26,9759,10119,9354,9803,146480,57238.0,5251198.0
2000-07-27,9803,9849,9309,9623,104800,56188.0,5251198.0
2000-07-28,9444,9713,9039,9623,119240,56188.0,5251198.0
2000-07-31,9264,9624,9175,9533,64770,55663.0,5251198.0
2000-08-01,9354,10299,9354,10164,136130,59339.0,5251198.0
2000-08-02,10161,10297,9801,10027,97270,58551.0,5251198.0
2000-08-03,10164,10660,10164,10299,138470,60126.0,5251198.0
2000-08-04,10344,10523,9803,9893,71360,57763.0,5251198.0
2000-08-07,9894,10073,9263,9263,95210,54087.0,5251198.0
2000-08-08,9264,9444,9084,9084,69700,53037.0,5251198.0
2000-08-09,9175,9714,9175,9444,100820,55138.0,5251198.0
2000-08-10,9445,9536,9175,9355,136940,54612.0,5251198.0
2000-08-11,9264,10748,9264,10748,587160,62752.0,5251198.0
2000-08-14,11062,11782,10793,10837,554280,63277.0,5251198.0
2000-08-16,11197,11332,10612,11062,284300,64590.0,5251198.0
2000-08-17,10974,10974,10300,10299,195700,60126.0,5251198.0
2000-08-18,10118,10522,9983,10117,145090,59076.0,5251198.0
2000-08-21,10027,10387,10027,10117,131790,59076.0,5251198.0
2000-08-22,10073,10883,10073,10658,257690,62227.0,5251198.0
2000-08-23,10749,10749,10074,10164,136770,59339.0,5251198.0
2000-08-24,10073,10344,9759,9893,122050,57763.0,5251198.0
2000-08-25,9805,10254,9536,9984,110160,58288.0,5251198.0
2000-08-28,10073,10253,9803,9893,106810,57763.0,5251198.0
2000-08-29,9803,10209,9803,9938,100060,58026.0,5251198.0
2000-08-30,9939,10704,9849,10478,261780,61176.0,5251198.0
2000-08-31,10298,10568,9668,9803,130930,57238.0,5251198.0
2000-09-01,9802,10073,9802,9803,112440,57238.0,5251198.0
2000-09-04,9850,10570,9850,10299,255530,60126.0,5251198.0
2000-09-05,10614,11109,10210,10299,392360,60126.0,5251198.0
2000-09-06,10252,10523,10119,10253,176240,59864.0,5251198.0
2000-09-07,10254,10344,9535,9533,213800,55663.0,5251198.0
2000-09-08,9534,9803,9534,9623,105420,56188.0,5251198.0
2000-09-14,9443,9712,9173,9713,76450,56713.0,5251198.0
2000-09-15,9713,10253,9534,9623,154530,56188.0,5251198.0
2000-09-18,8231,9400,8186,8186,140340,47786.0,5251198.0
