아세아(002030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-03-04,33254,33698,33254,33699,5560,149606.0,4380844.0
2004-03-05,33353,33946,33353,33452,1600,148511.0,4380844.0
2004-03-08,33748,33748,33254,33649,1640,149387.0,4380844.0
2004-03-09,33057,33896,33057,33551,2350,148949.0,4380844.0
2004-03-10,33846,33846,33205,33255,1380,147634.0,4380844.0
2004-03-11,33254,33649,32613,32613,7210,144787.0,4380844.0
2004-03-12,32367,32564,30590,31873,7796,141501.0,4380844.0
2004-03-15,31183,32268,31183,31577,2032,140187.0,4380844.0
2004-03-16,31577,32416,31577,32070,12070,142377.0,4380844.0
2004-03-17,31626,32465,31626,32465,3900,144130.0,4380844.0
2004-03-18,32218,32515,31873,32515,4080,144349.0,4380844.0
2004-03-19,32515,32762,32170,32564,1460,144568.0,4380844.0
2004-03-22,32169,32267,31824,31873,4320,141501.0,4380844.0
2004-03-23,31873,32959,31726,32959,2120,146320.0,4380844.0
2004-03-24,32267,32267,31675,32070,8620,142377.0,4380844.0
2004-03-25,31676,32663,31676,32367,1960,143692.0,4380844.0
2004-03-26,32366,33007,31872,32811,25510,145663.0,4380844.0
2004-03-29,32169,33551,32169,32811,5060,145663.0,4380844.0
2004-03-30,34784,34784,32277,32490,7190,133397.0,4380844.0
2004-03-31,33930,33930,32810,32811,6240,134711.0,4380844.0
2004-04-01,32383,33557,32383,33077,8050,135806.0,4380844.0
2004-04-02,32757,33877,32703,33824,9350,138873.0,4380844.0
2004-04-06,33930,34144,33610,33824,7490,138873.0,4380844.0
2004-04-07,33664,34037,33610,33984,5150,139530.0,4380844.0
2004-04-08,33077,34144,33077,34038,5480,139749.0,4380844.0
2004-04-09,33557,33557,33290,33504,8120,137559.0,4380844.0
2004-04-12,33504,34037,33290,33291,11358,136682.0,4380844.0
2004-04-13,33397,33664,33130,33291,2680,136682.0,4380844.0
2004-04-14,33664,33717,33077,33718,7580,138435.0,4380844.0
2004-04-16,34464,34464,33184,33664,3940,138216.0,4380844.0
2004-04-19,33290,34037,33130,33184,2433,136244.0,4380844.0
2004-04-20,33290,33824,33237,33611,1350,137997.0,4380844.0
2004-04-21,33610,33717,33290,33504,2120,137559.0,4380844.0
2004-04-22,33344,33344,32543,33184,5170,136244.0,4380844.0
2004-04-23,33717,33717,33344,33344,16972,136901.0,4380844.0
2004-04-26,32970,33237,32863,33131,1680,136025.0,4380844.0
2004-04-27,33130,33130,32597,32651,2598,145011.0,4738929.0
2004-04-28,32650,32650,31796,31904,9192,141694.0,4738929.0
2004-04-29,31903,32223,30569,31690,9265,140746.0,4738929.0
2004-04-30,31210,32383,31210,32277,4860,143353.0,4738929.0
2004-05-03,32490,32543,31956,32064,2200,142405.0,4738929.0
2004-05-04,32010,32117,31636,31637,1433,140509.0,4738929.0
2004-05-06,31636,31636,31156,31370,126910,139325.0,4738929.0
2004-05-07,31476,31476,30729,31370,11850,139325.0,4738929.0
2004-05-10,30516,30516,29876,29876,10660,132690.0,4738929.0
2004-05-11,29982,30409,28862,29823,2570,132453.0,4738929.0
2004-05-12,30943,30943,29022,29129,15817,129373.0,4738929.0
2004-05-13,29342,29876,27742,27742,8149,123212.0,4738929.0
2004-05-14,27795,27955,27262,27315,2970,121317.0,4738929.0
2004-05-17,26995,27528,26195,26569,3770,117999.0,4738929.0
2004-05-18,25714,27102,25714,26462,6049,117525.0,4738929.0
2004-05-19,26248,26995,25928,26355,13545,117052.0,4738929.0
2004-05-20,26355,27688,25661,27529,12761,122264.0,4738929.0
2004-05-21,27635,27635,26355,27315,3477,121317.0,4738929.0
2004-05-24,27315,27742,27208,27742,9013,123212.0,4738929.0
2004-05-25,27742,27902,27422,27689,8360,122975.0,4738929.0
2004-05-27,27742,28275,27422,27422,8200,121790.0,4738929.0
2004-05-28,27528,28115,27422,27422,13120,121790.0,4738929.0
2004-05-31,27422,27742,25714,27209,7150,120843.0,4738929.0
2004-06-01,27208,28009,27102,27262,8290,121080.0,4738929.0
2004-06-02,27262,27315,26621,26995,6900,119895.0,4738929.0
2004-06-03,27208,27368,26995,27209,12760,120843.0,4738929.0
2004-06-04,26675,27368,26675,26995,8640,119895.0,4738929.0
2004-06-07,27742,27742,27048,27049,5409,120132.0,4738929.0
2004-06-08,27635,27688,26781,26835,7120,119184.0,4738929.0
2004-06-09,27208,27422,26568,26835,12640,119184.0,4738929.0
2004-06-10,26835,27315,26568,26569,17401,117999.0,4738929.0
2004-06-11,26568,26568,22727,26569,9840,117999.0,4738929.0
2004-06-14,26568,26621,25821,25822,5820,114682.0,4738929.0
2004-06-15,25821,26141,25394,26142,5270,116104.0,4738929.0
2004-06-16,26675,26781,25981,25982,1290,115393.0,4738929.0
2004-06-17,25981,26461,25981,26462,5070,117525.0,4738929.0
2004-06-18,26461,26461,25608,25875,2529,114919.0,4738929.0
2004-06-21,25928,26461,25875,25982,9780,115393.0,4738929.0
2004-06-22,25981,26355,25928,26355,22530,117052.0,4738929.0
2004-06-23,26568,26888,26035,26515,2712,117762.0,4738929.0
2004-06-24,26781,26888,25928,26675,6602,118473.0,4738929.0
2004-06-25,26888,27208,26728,27049,16350,120132.0,4738929.0
2004-06-28,26995,27102,26675,26889,6250,119421.0,4738929.0
2004-06-29,26995,27582,26995,27209,10900,120843.0,4738929.0
2004-06-30,27262,27475,27208,27476,4220,122027.0,4738929.0
2004-07-01,27528,27635,27208,27476,7530,122027.0,4738929.0
2004-07-02,27208,27475,27155,27315,7380,121317.0,4738929.0
2004-07-05,27315,27368,27155,27209,10620,120843.0,4738929.0
2004-07-06,27208,27528,27155,27209,21950,120843.0,4738929.0
2004-07-07,27208,27955,27102,27956,16890,124160.0,4738929.0
2004-07-08,27955,27955,27048,27849,7480,123686.0,4738929.0
2004-07-09,27262,27475,27208,27422,6880,121790.0,4738929.0
2004-07-12,27582,27848,27422,27689,2680,122975.0,4738929.0
2004-07-13,27742,27848,27208,27422,3940,121790.0,4738929.0
2004-07-14,27422,27475,27422,27422,5170,121790.0,4738929.0
2004-07-15,27422,27742,27422,27582,1460,122501.0,4738929.0
2004-07-16,27208,27582,27208,27582,840,122501.0,4738929.0
2004-07-19,27262,27635,27262,27636,1340,122738.0,4738929.0
2004-07-20,27635,28382,27635,27636,3420,122738.0,4738929.0
2004-07-21,27635,28275,27635,27849,560,123686.0,4738929.0
2004-07-22,27848,28062,27848,27849,1070,123686.0,4738929.0
2004-07-23,27848,28169,27848,27849,1960,123686.0,4738929.0
2004-07-26,27848,28169,27848,28169,1350,125108.0,4738929.0
2004-07-27,27475,28169,27475,28169,1780,125108.0,4738929.0
2004-07-28,28169,28382,28169,28382,2300,126056.0,4738929.0
2004-07-29,27902,28062,27902,28062,210,124634.0,4738929.0
2004-07-30,28062,28542,28062,28436,750,126292.0,4738929.0
2004-08-02,28435,28649,27902,28329,10770,125819.0,4738929.0
2004-08-03,28329,28329,28275,28329,10780,125819.0,4738929.0
2004-08-04,28329,28435,26888,28436,26800,126292.0,4738929.0
2004-08-05,28435,28809,28435,28809,90,127951.0,4738929.0
2004-08-06,28809,28809,28809,28809,5100,127951.0,4738929.0
2004-08-09,28809,29342,28435,29343,6315,130321.0,4738929.0
2004-08-10,29342,29342,28595,29023,8150,128899.0,4738929.0
2004-08-11,29022,30623,29022,29823,10510,132453.0,4738929.0
2004-08-12,29822,29982,29662,29663,8690,131742.0,4738929.0
2004-08-13,29769,29769,29342,29770,5500,132216.0,4738929.0
2004-08-16,29769,29822,29129,29770,13875,132216.0,4738929.0
2004-08-17,29769,29876,29769,29876,6220,132690.0,4738929.0
2004-08-18,29876,30623,29769,29823,89350,132453.0,4738929.0
2004-08-19,29822,30143,29449,29770,6290,132216.0,4738929.0
2004-08-20,29396,29662,29076,29663,2780,131742.0,4738929.0
2004-08-23,29662,29662,28969,28969,1336,128662.0,4738929.0
2004-08-24,29342,29342,28489,29343,1440,130321.0,4738929.0
2004-08-25,28862,28915,28702,28916,9384,128425.0,4738929.0
2004-08-26,29342,29342,28809,29023,6184,128899.0,4738929.0
2004-08-27,29022,29342,29022,29343,470,130321.0,4738929.0
2004-08-30,29022,29609,29022,29289,1380,130084.0,4738929.0
2004-08-31,29502,29502,29236,29343,1800,130321.0,4738929.0
2004-09-01,29342,29502,29022,29343,6410,130321.0,4738929.0
2004-09-02,29342,29662,29236,29449,8180,130794.0,4738929.0
2004-09-03,29449,29769,29342,29556,4440,131268.0,4738929.0
2004-09-06,29982,29982,29716,29770,1390,132216.0,4738929.0
2004-09-07,29982,29982,29342,29503,900,131031.0,4738929.0
2004-09-08,29449,29769,29396,29770,1370,132216.0,4738929.0
2004-09-09,30089,30089,29342,29876,4360,132690.0,4738929.0
2004-09-10,29396,29822,29022,29823,4620,132453.0,4738929.0
2004-09-13,29876,29876,29609,29823,1210,132453.0,4738929.0
2004-09-14,29449,29449,29396,29396,960,130557.0,4738929.0
2004-09-15,29662,29662,29022,29610,1650,131505.0,4738929.0
2004-09-16,29609,29876,29556,29876,3510,132690.0,4738929.0
2004-09-17,29342,29822,29342,29770,1638,132216.0,4738929.0
2004-09-20,29662,30196,29662,29770,1970,132216.0,4738929.0
2004-09-21,29609,29876,29449,29876,1000,132690.0,4738929.0
2004-09-22,29769,29769,29449,29449,1696,130794.0,4738929.0
2004-09-23,29662,29876,29662,29876,1170,132690.0,4738929.0
2004-09-24,29662,29876,29662,29876,52330,132690.0,4738929.0
2004-09-30,30089,31263,29876,30943,9310,137429.0,4738929.0
2004-10-01,30463,30623,30143,30516,1020,135533.0,4738929.0
2004-10-04,31210,31210,30036,30463,2458,135296.0,4738929.0
2004-10-05,30569,30623,30143,30196,620,134112.0,4738929.0
2004-10-06,30516,30516,29876,30303,4290,134586.0,4738929.0
2004-10-07,30303,30303,29769,29876,4664,132690.0,4738929.0
2004-10-08,30303,30729,30089,30410,24230,135059.0,4738929.0
2004-10-11,29929,30783,29929,30783,2790,136718.0,4738929.0
2004-10-12,31050,31050,30143,30410,1716,135059.0,4738929.0
2004-10-13,30889,30889,29662,29663,3524,131742.0,4738929.0
2004-10-14,29716,30089,29662,30090,4020,133638.0,4738929.0
2004-10-15,29662,30623,29449,29876,4952,132690.0,4738929.0
2004-10-18,30569,30943,30409,30837,8050,136955.0,4738929.0
2004-10-19,31850,31850,30943,31584,13782,140272.0,4738929.0
2004-10-20,31476,32543,31476,31904,67190,141694.0,4738929.0
2004-10-21,32117,32437,30996,31957,12640,141931.0,4738929.0
2004-10-22,31049,32010,30623,32010,4512,142168.0,4738929.0
2004-10-25,30516,32010,30516,32010,2760,142168.0,4738929.0
2004-10-26,32010,32010,31103,32010,4490,142168.0,4738929.0
2004-10-27,32330,32330,31263,31957,2070,141931.0,4738929.0
2004-10-28,32437,32437,31210,32010,5960,142168.0,4738929.0
2004-10-29,31583,32170,31583,32010,1750,142168.0,4738929.0
2004-11-01,31423,32010,31423,31637,1610,140509.0,4738929.0
2004-11-02,32490,32490,32117,32490,1520,144300.0,4738929.0
2004-11-03,32543,32543,31850,32490,1530,144300.0,4738929.0
2004-11-04,31583,32543,31583,32544,870,144537.0,4738929.0
2004-11-05,32597,32597,32543,32544,2140,144537.0,4738929.0
2004-11-08,32010,32597,32010,32490,1380,144300.0,4738929.0
2004-11-09,32543,32650,31850,32224,2080,143116.0,4738929.0
2004-11-10,32543,32543,32223,32544,3110,144537.0,4738929.0
2004-11-11,32223,32703,32223,32437,3190,144063.0,4738929.0
2004-11-12,32543,32863,32010,32864,5090,145959.0,4738929.0
2004-11-15,32383,32543,32063,32064,1200,142405.0,4738929.0
2004-11-16,31690,32277,31636,32224,1670,143116.0,4738929.0
2004-11-17,33450,33557,32117,33024,1460,146670.0,4738929.0
2004-11-18,33077,33077,32543,33024,7910,146670.0,4738929.0
2004-11-19,33077,33770,32543,33291,50880,147855.0,4738929.0
2004-11-22,33824,33824,32277,33664,3430,149513.0,4738929.0
2004-11-23,33664,33770,33610,33771,66640,149987.0,4738929.0
2004-11-24,33770,34464,33610,34464,8850,153067.0,4738929.0
2004-11-25,34464,34997,33930,34998,8010,155437.0,4738929.0
2004-11-26,35051,35584,34677,35585,6180,158043.0,4738929.0
2004-11-29,35584,35691,34891,35638,1990,158280.0,4738929.0
2004-11-30,35691,35691,34677,35425,3850,157332.0,4738929.0
2004-12-01,35638,35691,35051,35585,1739,158043.0,4738929.0
2004-12-02,35744,37345,35744,37345,6740,165863.0,4738929.0
2004-12-03,37345,38359,37345,38199,4500,169654.0,4738929.0
2004-12-06,37558,38092,37345,38092,6420,169180.0,4738929.0
2004-12-07,38412,38412,36385,38092,7390,169180.0,4738929.0
2004-12-08,38305,38305,36811,38039,2190,168943.0,4738929.0
2004-12-09,38198,38412,36491,38412,10630,170601.0,4738929.0
2004-12-10,38839,38839,37131,37665,2850,167284.0,4738929.0
2004-12-13,37878,37878,37238,37345,1120,165863.0,4738929.0
2004-12-14,37238,37345,36278,37345,4990,165863.0,4738929.0
2004-12-15,38305,38305,36865,37665,1010,167284.0,4738929.0
2004-12-16,36971,37825,36971,37665,1070,167284.0,4738929.0
2004-12-17,38305,38305,37292,37665,1800,167284.0,4738929.0
2004-12-20,38145,38252,37398,37986,1209,168706.0,4738929.0
2004-12-21,36811,38359,36811,37879,1500,168232.0,4738929.0
2004-12-22,38305,38305,37345,37772,1800,167758.0,4738929.0
2004-12-23,37878,37878,36811,37345,3240,165863.0,4738929.0
2004-12-24,37825,37878,37131,37826,1730,167995.0,4738929.0
2004-12-27,37398,38092,36758,37345,98592,165863.0,4738929.0
2004-12-28,36598,36811,36278,36705,3910,163019.0,4738929.0
2004-12-29,36278,36811,35744,36812,10590,163493.0,4738929.0
2004-12-30,36811,36811,36278,36278,2133,161124.0,4738929.0
2005-01-03,36278,36278,35424,35852,540,159228.0,4738929.0
2005-01-04,35531,36225,35318,35638,1460,158280.0,4738929.0
2005-01-05,35318,35744,35318,35745,340,158754.0,4738929.0
2005-01-06,35318,36011,35264,35531,1190,157806.0,4738929.0
2005-01-07,35264,36011,34144,34144,63897,151646.0,4738929.0
2005-01-10,34090,34144,33610,34091,2880,151409.0,4738929.0
2005-01-11,33664,33877,33610,33664,3450,149513.0,4738929.0
2005-01-12,33930,33984,33664,33664,1010,149513.0,4738929.0
2005-01-13,33664,33930,33610,33931,3010,150698.0,4738929.0
2005-01-14,34090,35638,33344,35318,4280,156859.0,4738929.0
2005-01-17,34464,35744,34304,35638,1970,158280.0,4738929.0
2005-01-18,34837,35798,34837,35638,1400,158280.0,4738929.0
2005-01-19,35104,35584,34997,34998,2440,155437.0,4738929.0
2005-01-20,34517,34997,34357,34678,1660,154015.0,4738929.0
2005-01-21,35051,35478,34357,35478,1430,157569.0,4738929.0
2005-01-24,35638,35638,33984,34038,3310,151172.0,4738929.0
2005-01-25,34037,34037,33610,33611,3100,149276.0,4738929.0
2005-01-26,33664,34411,33290,34251,1860,152120.0,4738929.0
2005-01-27,33770,34411,33770,34358,1120,152594.0,4738929.0
2005-01-28,34357,34517,33930,34091,950,151409.0,4738929.0
2005-01-31,34624,34731,34251,34251,2080,152120.0,4738929.0
2005-02-01,33824,34677,33610,34038,1546,151172.0,4738929.0
2005-02-02,33664,34997,33610,33878,3600,150461.0,4738929.0
2005-02-03,34517,35051,34517,35051,3220,155674.0,4738929.0
2005-02-04,33984,35211,33930,33931,1910,150698.0,4738929.0
2005-02-07,33984,34464,33984,34358,14930,152594.0,4738929.0
2005-02-11,34357,34784,33930,34251,11610,152120.0,4738929.0
2005-02-14,34677,36278,34411,36278,6070,161124.0,4738929.0
2005-02-15,35371,36225,35371,35638,3180,158280.0,4738929.0
2005-02-16,35318,36064,35104,35478,2890,157569.0,4738929.0
2005-02-17,35478,35691,34997,35318,2160,156859.0,4738929.0
2005-02-18,34517,36225,34517,36065,2300,160176.0,4738929.0
2005-02-21,36331,36705,36064,36385,23010,161597.0,4738929.0
2005-02-22,36011,36598,36011,36278,10258,161124.0,4738929.0
2005-02-23,36278,36278,36064,36225,8650,160887.0,4738929.0
2005-02-24,36225,36438,35264,36172,10990,160650.0,4738929.0
2005-02-25,36278,36598,36171,36225,6360,160887.0,4738929.0
2005-02-28,36385,36385,35904,35905,21000,159465.0,4738929.0
2005-03-02,36064,37825,35904,37079,140710,164678.0,4738929.0
2005-03-03,38945,38945,37558,38199,28741,169654.0,4738929.0
2005-03-04,38732,38732,37452,38466,16200,170838.0,4738929.0
2005-03-07,38198,39052,37932,38306,14891,170128.0,4738929.0
2005-03-08,38305,38892,36811,37132,14306,164915.0,4738929.0
2005-03-09,37131,38038,36811,37345,11147,165863.0,4738929.0
2005-03-10,37345,38839,36918,37559,15870,166810.0,4738929.0
2005-03-11,38198,38572,37558,37772,10272,167758.0,4738929.0
2005-03-14,37932,38572,37398,37399,4640,166099.0,4738929.0
2005-03-15,37398,37718,36225,37345,12160,165863.0,4738929.0
2005-03-16,37558,38412,37345,37345,8488,165863.0,4738929.0
2005-03-17,37345,37878,37078,37665,35852,167284.0,4738929.0
2005-03-18,38359,38359,37398,37772,6198,167758.0,4738929.0
2005-03-21,38412,38412,37238,37345,8760,165863.0,4738929.0
2005-03-22,37345,37825,37238,37345,6790,165863.0,4738929.0
2005-03-23,38572,38572,37185,37505,4720,166573.0,4738929.0
2005-03-24,37452,38145,37452,38039,15728,168943.0,4738929.0
2005-03-25,37772,38092,37505,37879,2110,168232.0,4738929.0
2005-03-28,37452,37718,37078,37132,4071,164915.0,4738929.0
2005-03-29,37025,37665,35958,37399,11470,166099.0,4738929.0
2005-03-30,37345,37345,36758,36865,1940,163730.0,4738929.0
2005-03-31,36918,38945,36865,38946,8700,172971.0,4738929.0
2005-04-01,37665,38465,37131,37772,1030,167758.0,4738929.0
2005-04-04,37345,37345,36865,36919,2310,163967.0,4738929.0
2005-04-06,36865,37078,36705,36812,23560,163493.0,4738929.0
2005-04-07,36491,36811,36011,36012,6000,159939.0,4738929.0
2005-04-08,36118,36331,35157,35211,64870,156385.0,4738929.0
2005-04-11,35211,36064,35104,35158,3110,156148.0,4738929.0
2005-04-12,35104,35638,35104,35478,1760,157569.0,4738929.0
2005-04-13,35851,35958,35264,35478,3330,157569.0,4738929.0
2005-04-14,35157,35638,34357,34358,9600,152594.0,4738929.0
2005-04-15,34251,34677,33770,34198,6370,151883.0,4738929.0
2005-04-18,34197,34357,33130,33237,2130,147618.0,4738929.0
2005-04-19,33877,33877,33130,33504,2840,148802.0,4738929.0
2005-04-20,33610,34411,33610,33931,3100,150698.0,4738929.0
2005-04-21,33717,35744,33450,35211,4960,156385.0,4738929.0
2005-04-22,34784,36064,34784,35265,1990,156622.0,4738929.0
2005-04-25,35584,35584,34624,34945,1770,155200.0,4738929.0
2005-04-26,35211,35211,34677,35105,100,155911.0,4738929.0
2005-04-27,34251,34784,33664,33718,3180,149750.0,4738929.0
2005-04-28,33610,33984,33610,33771,2090,149987.0,4738929.0
2005-04-29,33664,34144,33610,34144,2240,151646.0,4738929.0
2005-05-02,34251,34251,33824,34251,510,152120.0,4738929.0
2005-05-03,33824,34357,33717,34304,4290,152357.0,4738929.0
2005-05-04,33984,35211,33984,34998,2140,155437.0,4738929.0
2005-05-06,35371,35371,34677,34678,480,154015.0,4738929.0
2005-05-09,34357,35157,33664,33664,3400,149513.0,4738929.0
2005-05-10,33664,33984,33664,33664,300,149513.0,4738929.0
2005-05-11,33610,33717,33450,33611,1990,149276.0,4738929.0
2005-05-12,33610,34304,33184,34304,3660,152357.0,4738929.0
2005-05-13,34251,34731,33877,34624,2730,153778.0,4738929.0
2005-05-16,34837,35691,34731,35531,1290,157806.0,4738929.0
2005-05-17,35478,35531,34891,35531,4392,157806.0,4738929.0
2005-05-18,35531,35744,35371,35745,3020,158754.0,4738929.0
2005-05-19,35958,36598,35371,36385,6523,161597.0,4738929.0
2005-05-20,36331,36758,35798,36225,4213,160887.0,4738929.0
2005-05-23,36811,36811,36171,36492,7340,162071.0,4738929.0
2005-05-24,36491,36491,35851,36492,540,162071.0,4738929.0
2005-05-25,35691,36278,35584,36278,1610,161124.0,4738929.0
2005-05-26,35584,36278,35531,36278,6780,161124.0,4738929.0
2005-05-27,36491,36491,36118,36278,3490,161124.0,4738929.0
2005-05-30,35744,36278,34731,36278,3930,161124.0,4738929.0
2005-05-31,36598,36598,35744,36278,1270,161124.0,4738929.0
2005-06-01,36278,36491,36064,36278,6360,161124.0,4738929.0
2005-06-02,35424,36598,35371,35531,2240,157806.0,4738929.0
2005-06-03,35584,36225,35478,35905,4360,159465.0,4738929.0
2005-06-07,36064,36118,35371,35371,2051,157095.0,4738929.0
2005-06-08,35371,36491,35318,36225,2880,160887.0,4738929.0
2005-06-09,35638,36545,34891,34891,8103,154963.0,4738929.0
2005-06-10,34997,35424,34891,34945,2760,155200.0,4738929.0
2005-06-13,34997,35211,34944,35158,1330,156148.0,4738929.0
2005-06-14,35584,36225,35211,36065,6580,160176.0,4738929.0
2005-06-15,35851,36385,35851,36172,1640,160650.0,4738929.0
2005-06-16,36705,36758,35851,36492,9620,162071.0,4738929.0
2005-06-17,36491,37505,36011,37239,14860,165389.0,4738929.0
2005-06-20,37238,37238,36331,37025,8310,164441.0,4738929.0
2005-06-21,37345,37345,36811,36812,2720,163493.0,4738929.0
2005-06-22,34624,37025,34624,37025,6170,164441.0,4738929.0
2005-06-23,37025,37345,36438,37345,3170,165863.0,4738929.0
2005-06-24,36758,37292,36438,37185,1560,165152.0,4738929.0
2005-06-27,37505,37505,35904,37185,5920,165152.0,4738929.0
2005-06-28,36705,37131,36705,36705,120,163019.0,4738929.0
2005-06-29,37025,37025,36171,36492,2600,162071.0,4738929.0
2005-06-30,36971,37131,36705,37025,7140,164441.0,4738929.0
2005-07-01,37025,37131,36598,37079,760,164678.0,4738929.0
2005-07-04,37025,37558,36331,37559,9180,166810.0,4738929.0
2005-07-05,36918,37558,36918,37452,950,166336.0,4738929.0
2005-07-06,36811,37452,36011,36012,6860,159939.0,4738929.0
2005-07-07,36011,36491,35851,36492,3150,162071.0,4738929.0
2005-07-08,36064,36758,35958,36705,4670,163019.0,4738929.0
2005-07-11,36598,37558,36598,37559,1930,166810.0,4738929.0
2005-07-12,36918,37452,36918,37452,2550,166336.0,4738929.0
2005-07-13,37345,37452,37131,37292,2050,165626.0,4738929.0
2005-07-14,36705,37612,36705,36865,15090,163730.0,4738929.0
2005-07-15,36865,37292,36278,36438,1730,161834.0,4738929.0
2005-07-18,36331,36545,34837,35798,16250,158991.0,4738929.0
2005-07-19,35371,36385,35371,36065,5790,160176.0,4738929.0
2005-07-20,35744,35958,35638,35745,960,158754.0,4738929.0
2005-07-21,35744,36385,35691,36385,1620,161597.0,4738929.0
2005-07-22,36385,38359,36385,38039,2741,168943.0,4738929.0
2005-07-25,37452,38412,37238,38412,2530,170601.0,4738929.0
2005-07-26,37612,38785,37612,38199,950,169654.0,4738929.0
2005-07-27,37452,38305,37452,37986,920,168706.0,4738929.0
2005-07-28,37612,38198,37612,38199,3880,169654.0,4738929.0
2005-07-29,37292,37985,36918,37345,5990,165863.0,4738929.0
2005-08-01,36918,37345,36705,36919,4510,163967.0,4738929.0
2005-08-02,36918,36918,36118,36865,2110,163730.0,4738929.0
2005-08-03,36438,37238,36438,37239,980,165389.0,4738929.0
2005-08-04,37612,38572,37612,38306,3550,170128.0,4738929.0
2005-08-05,38572,38732,37398,37399,3640,166099.0,4738929.0
2005-08-08,38252,38252,37345,37399,2560,166099.0,4738929.0
2005-08-09,37185,37772,37025,37719,140,167521.0,4738929.0
2005-08-10,37078,37665,36918,37025,1965,164441.0,4738929.0
2005-08-11,37025,37452,37025,37079,1530,164678.0,4738929.0
2005-08-12,37078,37238,36331,37079,2050,164678.0,4738929.0
2005-08-16,37078,37772,36491,37345,4544,165863.0,4738929.0
2005-08-17,37345,37932,37345,37612,490,167047.0,4738929.0
2005-08-18,37025,38092,36918,37879,2160,168232.0,4738929.0
2005-08-19,37878,38412,37025,37452,1690,166336.0,4738929.0
2005-08-22,37932,38839,37345,38252,3050,169891.0,4738929.0
2005-08-23,38145,38839,38145,38626,2120,171549.0,4738929.0
2005-08-24,38519,38519,37505,37986,7020,168706.0,4738929.0
2005-08-25,38198,38412,37025,37665,10310,167284.0,4738929.0
2005-08-26,37665,38572,37665,38039,480,168943.0,4738929.0
2005-08-29,38198,38519,37665,38359,3430,170364.0,4738929.0
2005-08-30,38198,38412,37772,38039,2750,168943.0,4738929.0
2005-08-31,38038,38519,37772,37772,7420,167758.0,4738929.0
2005-09-01,38198,38412,38092,38412,3415,170601.0,4738929.0
2005-09-02,38519,39799,38412,39746,7270,176525.0,4738929.0
2005-09-05,39852,40119,39532,39746,9478,176525.0,4738929.0
2005-09-06,39799,40066,38198,38252,11820,169891.0,4738929.0
2005-09-07,38839,39906,38465,39693,4760,176288.0,4738929.0
2005-09-08,40012,40759,39159,39159,18440,173919.0,4738929.0
2005-09-09,39479,39479,38945,39266,5960,174393.0,4738929.0
2005-09-12,39265,39426,38785,38839,8570,172497.0,4738929.0
2005-09-13,38732,39265,38732,38732,10270,172023.0,4738929.0
2005-09-14,38839,40012,38839,39639,7850,176051.0,4738929.0
2005-09-15,39852,40386,38999,39053,1400,173445.0,4738929.0
2005-09-16,39052,39692,38625,39533,3261,175577.0,4738929.0
2005-09-20,39532,40813,39479,40066,1730,177947.0,4738929.0
2005-09-21,40653,40759,39799,40493,3900,179842.0,4738929.0
2005-09-22,38945,40866,38945,40866,2430,181501.0,4738929.0
2005-09-23,40332,40973,39586,39746,2285,176525.0,4738929.0
2005-09-26,39746,41506,39746,40760,6330,181027.0,4738929.0
2005-09-27,41506,41613,40546,40760,3410,181027.0,4738929.0
2005-09-28,40813,41560,40759,41560,2610,184581.0,4738929.0
2005-09-29,41079,41613,40332,41293,4330,183397.0,4738929.0
2005-09-30,40599,42146,40599,41293,5560,183397.0,4738929.0
2005-10-04,41293,42733,41293,41347,7910,183633.0,4738929.0
2005-10-05,41346,42467,41186,41347,9220,183633.0,4738929.0
2005-10-06,41079,41933,40226,41507,8541,184344.0,4738929.0
2005-10-07,41506,42360,41239,41613,5260,184818.0,4738929.0
2005-10-10,41506,43213,41506,43214,7630,191927.0,4738929.0
2005-10-11,43213,43427,42253,43214,6050,191927.0,4738929.0
2005-10-12,43213,45934,42467,44814,13640,199035.0,4738929.0
2005-10-13,43213,44174,41880,41934,7390,186240.0,4738929.0
2005-10-14,42093,43053,41986,43054,3330,191216.0,4738929.0
2005-10-17,42146,44067,42146,43321,4290,192401.0,4738929.0
2005-10-18,43320,44707,42787,43801,4240,194533.0,4738929.0
2005-10-19,43000,43747,42040,42200,4190,187425.0,4738929.0
2005-10-20,42253,44174,41986,43534,4290,193348.0,4738929.0
2005-10-21,43267,43534,42680,42947,6960,190742.0,4738929.0
2005-10-24,43320,44120,43053,44121,7430,195955.0,4738929.0
2005-10-25,44120,44120,42787,42787,3150,190031.0,4738929.0
2005-10-26,43427,43747,42787,42840,2680,190268.0,4738929.0
2005-10-27,42787,44120,41720,41720,6110,185292.0,4738929.0
2005-10-28,41613,42787,40546,40546,10570,180079.0,4738929.0
2005-10-31,40599,42253,40493,42254,2190,187662.0,4738929.0
2005-11-01,40546,42680,40546,41187,3100,182923.0,4738929.0
2005-11-02,41613,41613,41186,41400,2380,183870.0,4738929.0
2005-11-03,41400,42253,41400,42040,1960,186714.0,4738929.0
2005-11-04,42040,42360,41613,41613,1910,184818.0,4738929.0
2005-11-07,41666,42733,41613,42467,1390,188609.0,4738929.0
2005-11-08,42093,43854,42093,43161,1546,191690.0,4738929.0
2005-11-09,43160,44014,42467,42467,3670,188609.0,4738929.0
2005-11-10,42467,43320,42200,42200,5110,187425.0,4738929.0
