녹십자(006280),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-06-27,7301,7375,7301,7376,590,38550.0,4818736.0
2003-06-30,7734,7734,7328,7459,1990,38984.0,4818736.0
2003-07-01,7458,7476,7383,7385,820,38598.0,4818736.0
2003-07-02,7328,7550,7328,7357,1450,38454.0,4818736.0
2003-07-03,7338,7347,7328,7330,2694,38309.0,4818736.0
2003-07-04,7338,7467,7338,7468,1360,39032.0,4818736.0
2003-07-07,7550,7559,7393,7459,4890,38984.0,4818736.0
2003-07-08,7375,7559,7375,7561,5460,39514.0,4818736.0
2003-07-09,7633,7743,7476,7478,3840,39080.0,4818736.0
2003-07-10,7430,7467,7430,7468,260,39032.0,4818736.0
2003-07-11,7559,7633,7467,7634,700,39899.0,4818736.0
2003-07-14,7697,7818,7513,7801,5160,40767.0,4818736.0
2003-07-15,7678,8960,7678,8963,18365,46838.0,4818736.0
2003-07-16,9035,9311,7835,8114,18130,42405.0,4818736.0
2003-07-18,8297,8297,7844,7929,6010,41441.0,4818736.0
2003-07-21,7854,7928,7717,7746,4840,40477.0,4818736.0
2003-07-22,7743,8020,7743,7975,2960,41682.0,4818736.0
2003-07-23,7974,8712,7974,8667,5840,45296.0,4818736.0
2003-07-24,8666,8849,8491,8686,6510,45392.0,4818736.0
2003-07-25,8683,9956,8683,9958,41682,52042.0,4818736.0
2003-07-28,10141,11431,10141,11433,79532,59752.0,4818736.0
2003-07-29,12215,13091,11524,11987,105798,62644.0,4818736.0
2003-07-30,11893,13783,11339,13785,96240,72040.0,4818736.0
2003-07-31,13968,15535,13367,14291,131720,74690.0,4818736.0
2003-08-01,14059,15581,13367,14291,65841,74690.0,4818736.0
2003-08-04,14151,14934,12722,13922,54189,72763.0,4818736.0
2003-08-05,13552,15995,13552,15997,42495,83605.0,4818736.0
2003-08-06,16595,17978,14474,14706,114420,76859.0,4818736.0
2003-08-07,15672,15672,14705,15352,40910,80232.0,4818736.0
2003-08-08,15120,15535,14382,14752,47070,77100.0,4818736.0
2003-08-11,14751,15120,14474,14752,25176,77100.0,4818736.0
2003-08-12,14520,16410,14474,14752,54820,77100.0,4818736.0
2003-08-13,14751,15350,14520,15214,23870,79509.0,4818736.0
2003-08-14,15258,15581,14797,15305,17646,79991.0,4818736.0
2003-08-18,15581,17424,13045,16043,31022,83846.0,4818736.0
2003-08-19,16410,16549,15672,15675,12232,81919.0,4818736.0
2003-08-20,15211,16042,14797,15582,17090,81437.0,4818736.0
2003-08-21,15396,15672,15304,15582,9380,81437.0,4818736.0
2003-08-22,15766,17840,15766,16274,44951,85051.0,4818736.0
2003-08-25,16549,18255,16042,18164,18494,94929.0,4818736.0
2003-08-26,19177,20468,17793,17933,35660,93724.0,4818736.0
2003-08-27,18807,19730,17148,17288,31220,90351.0,4818736.0
2003-08-28,17333,18070,16134,17518,31339,91556.0,4818736.0
2003-08-29,17102,17701,16826,17333,14190,90592.0,4818736.0
2003-09-01,17240,17978,16733,17610,13180,92038.0,4818736.0
2003-09-02,17470,17978,17424,17979,5940,93965.0,4818736.0
2003-09-03,17978,20651,17978,19086,42450,99748.0,4818736.0
2003-09-04,18670,19361,17978,18670,13690,97579.0,4818736.0
2003-09-05,18346,19684,18346,18856,9130,98543.0,4818736.0
2003-09-08,18900,18900,17978,18901,5900,98784.0,4818736.0
2003-09-09,18576,19822,18346,19501,9620,101916.0,4818736.0
2003-09-15,18992,19684,18853,19547,6500,102157.0,4818736.0
2003-09-16,19637,19776,19084,19639,6370,102639.0,4818736.0
2003-09-17,19591,20237,19268,19593,5810,102398.0,4818736.0
2003-09-18,19084,19591,18900,19547,5840,102157.0,4818736.0
2003-09-19,19545,19730,19177,19547,4000,102157.0,4818736.0
2003-09-22,19453,20006,19084,19547,14190,102157.0,4818736.0
2003-09-23,19084,19361,18531,19178,10140,100230.0,4818736.0
2003-09-24,19637,19637,19084,19639,7510,102639.0,4818736.0
2003-09-25,19084,19407,18900,19362,5650,101193.0,4818736.0
2003-09-26,19361,19453,17056,18716,6860,97820.0,4818736.0
2003-09-29,19268,19268,18439,19178,17540,100230.0,4818736.0
2003-09-30,19038,19637,18439,19547,15800,102157.0,4818736.0
2003-10-01,18716,19822,18716,19823,9410,103603.0,4818736.0
2003-10-02,20190,20283,20006,20100,1920,105048.0,4818736.0
2003-10-06,20099,20374,19637,20007,16250,104567.0,4818736.0
2003-10-07,19730,20283,19730,20192,6440,105530.0,4818736.0
2003-10-08,19868,20283,19822,20192,15700,105530.0,4818736.0
2003-10-09,19913,20560,19913,20468,4570,106976.0,4818736.0
2003-10-10,20468,20745,20006,20654,5110,107940.0,4818736.0
2003-10-13,20468,21574,20468,20745,2856,108422.0,4818736.0
2003-10-14,20283,21021,19822,20654,18270,107940.0,4818736.0
2003-10-15,20099,20745,20099,20654,16870,107940.0,4818736.0
2003-10-16,20745,20928,20283,20560,3563,107458.0,4818736.0
2003-10-17,20283,20283,19913,20284,35500,106012.0,4818736.0
2003-10-20,20190,20283,19637,20100,4710,105048.0,4818736.0
2003-10-21,19822,20283,19361,19362,5871,101193.0,4818736.0
2003-10-22,19038,19268,17516,18256,35730,95411.0,4818736.0
2003-10-23,17379,18900,17379,18072,1250,94447.0,4818736.0
2003-10-24,17610,18623,17610,18440,6720,96375.0,4818736.0
2003-10-27,18208,18900,18208,18901,5871,98784.0,4818736.0
2003-10-28,18807,18900,18393,18901,4660,98784.0,4818736.0
2003-10-29,18531,19361,18485,19270,4820,100712.0,4818736.0
2003-10-30,19684,19684,18716,18993,1920,99266.0,4818736.0
2003-10-31,19684,20237,18762,19777,9130,103362.0,4818736.0
2003-11-03,20099,20099,19822,20100,4160,105048.0,4818736.0
2003-11-04,20099,22589,20099,22128,25740,115650.0,4818736.0
2003-11-05,22495,22495,21251,22128,3890,115650.0,4818736.0
2003-11-06,22589,23049,21666,22082,1490,115409.0,4818736.0
2003-11-07,20099,22403,20099,21437,8780,112036.0,4818736.0
2003-11-10,20974,21574,20374,20468,7830,106976.0,4818736.0
2003-11-11,20374,22173,20374,22128,12210,115650.0,4818736.0
2003-11-12,22127,23049,21297,22866,8720,119505.0,4818736.0
2003-11-13,22957,22957,22127,22866,9160,119505.0,4818736.0
2003-11-14,22173,22726,21942,22497,11360,117577.0,4818736.0
2003-11-17,22081,22081,20283,21206,18590,110831.0,4818736.0
2003-11-18,20791,21113,20745,20745,2120,108422.0,4818736.0
2003-11-19,20374,20560,19361,19362,4884,101193.0,4818736.0
2003-11-20,20190,20190,19913,19916,460,104085.0,4818736.0
2003-11-21,20190,21113,20099,21114,1680,110349.0,4818736.0
2003-11-24,21113,21113,20697,20699,1280,108181.0,4818736.0
2003-11-25,20283,20697,20190,20654,480,107940.0,4818736.0
2003-11-26,19960,20651,19913,20192,5020,105530.0,4818736.0
2003-11-27,20468,20651,20468,20654,20,107940.0,4818736.0
2003-11-28,20651,20651,20099,20654,760,107940.0,4818736.0
2003-12-01,19822,20651,19822,20514,910,107217.0,4818736.0
2003-12-02,19913,20421,19868,20100,4280,105048.0,4818736.0
2003-12-03,19776,20006,19776,19823,2530,103603.0,4818736.0
2003-12-04,19545,20605,19545,20608,7700,107699.0,4818736.0
2003-12-05,19822,21666,18946,21483,22910,112277.0,4818736.0
2003-12-08,21757,21942,21574,21944,15350,114686.0,4818736.0
2003-12-09,22127,22772,22127,22774,5240,119023.0,4818736.0
2003-12-10,21066,23003,21066,22957,3720,119987.0,4818736.0
2003-12-11,23003,23280,21205,22082,16130,115409.0,4818736.0
2003-12-12,22589,22772,21435,22497,7010,117577.0,4818736.0
2003-12-15,22127,22589,21851,22589,1750,118059.0,4818736.0
2003-12-16,22680,22680,22680,22681,40,118541.0,4818736.0
2003-12-17,21897,22495,21851,22497,1700,117577.0,4818736.0
2003-12-18,22034,22403,21942,22405,250,117095.0,4818736.0
2003-12-19,22034,22312,22034,22312,790,116613.0,4818736.0
2003-12-22,21988,22403,21851,22405,1210,117095.0,4818736.0
2003-12-23,21851,22495,21851,22497,900,117577.0,4818736.0
2003-12-24,22589,22589,22542,22543,20510,117818.0,4818736.0
2003-12-26,22495,22495,22127,22359,164840,116854.0,4818736.0
2003-12-29,21897,22495,21851,22497,830,117577.0,4818736.0
2003-12-30,22219,22772,22219,22774,4480,119023.0,4818736.0
2004-01-02,23695,23695,23003,23050,80,120468.0,4818736.0
2004-01-05,22449,23049,22081,23050,1580,120468.0,4818736.0
2004-01-06,22542,22957,21988,21990,620,114927.0,4818736.0
2004-01-07,22589,22864,21666,22866,2630,119505.0,4818736.0
2004-01-08,22957,22957,22957,22957,360,119987.0,4818736.0
2004-01-09,22358,22911,22358,22866,380,119505.0,4818736.0
2004-01-12,22589,23049,22312,23050,1670,120468.0,4818736.0
2004-01-13,22589,22957,22589,22957,180,119987.0,4818736.0
2004-01-14,22449,22957,22449,22957,320,119987.0,4818736.0
2004-01-15,22589,22589,22265,22589,45510,118059.0,4818736.0
2004-01-16,22173,22589,22173,22589,610,118059.0,4818736.0
2004-01-19,22589,22772,21711,21714,304490,113481.0,4818736.0
2004-01-20,21481,24892,21343,22774,253480,119023.0,4818736.0
2004-01-26,24847,24847,22265,22774,120,119023.0,4818736.0
2004-01-27,22449,23141,22449,23050,1870,120468.0,4818736.0
2004-01-28,23049,23187,23049,23188,80,121191.0,4818736.0
2004-01-29,23187,23187,23141,23143,1510,120950.0,4818736.0
2004-01-30,23141,23141,23141,23143,510,120950.0,4818736.0
2004-02-02,23280,23695,23141,23143,440,120950.0,4818736.0
2004-02-03,23049,23049,23049,23050,20,120468.0,4818736.0
2004-02-04,22312,23971,22312,23512,1050,122878.0,4818736.0
2004-02-05,23510,23510,22772,23465,1260,122637.0,4818736.0
2004-02-06,23003,23003,23003,23004,0,120227.0,4818736.0
2004-02-09,21389,22957,21389,22957,2510,119987.0,4818736.0
2004-02-10,22957,22957,22403,22866,400,119505.0,4818736.0
2004-02-11,22127,23049,22127,23050,1820,120468.0,4818736.0
2004-02-12,22542,23141,22542,23143,1140,120950.0,4818736.0
2004-02-13,23141,23971,22726,23050,2680,120468.0,4818736.0
2004-02-16,22634,23095,22589,23097,590,120709.0,4818736.0
2004-02-17,22772,23233,22772,23235,460,121432.0,4818736.0
2004-02-18,22818,23187,22818,23050,240,120468.0,4818736.0
2004-02-19,22864,23233,22680,23235,2120,121432.0,4818736.0
2004-02-20,22818,23233,22818,23143,30,120950.0,4818736.0
2004-02-23,22864,22864,22219,22405,1180,117095.0,4818736.0
2004-02-24,21757,23418,21757,23235,2640,121432.0,4818736.0
2004-02-25,22772,23233,22772,23235,110,121432.0,4818736.0
2004-02-26,23233,23233,23233,23235,0,121432.0,4818736.0
2004-02-27,23233,23418,23187,23418,660,122396.0,4818736.0
2004-03-02,22911,23418,22911,23418,150,122396.0,4818736.0
2004-03-03,23003,23003,21851,21851,780854,114204.0,4818736.0
2004-03-04,22589,22864,22219,22774,320,119023.0,4818736.0
2004-03-05,22957,23049,22219,23050,142110,120468.0,4818736.0
2004-03-08,22495,23141,22219,23143,240600,120950.0,4818736.0
2004-03-09,23049,23141,22358,23143,3390,120950.0,4818736.0
2004-03-10,22589,23095,22589,23097,620,120709.0,4818736.0
2004-03-11,22589,23233,22219,23235,2120,121432.0,4818736.0
2004-03-12,22680,23141,22449,23143,250,120950.0,4818736.0
2004-03-15,22449,23141,22449,23143,910,120950.0,4818736.0
2004-03-16,22589,23141,22589,23143,250,120950.0,4818736.0
2004-03-17,22957,23095,22957,23097,50,120709.0,4818736.0
2004-03-18,22542,23141,22542,23143,776,120950.0,4818736.0
2004-03-19,23695,26599,22403,23004,243640,120227.0,4818736.0
2004-03-22,22403,23141,22403,23143,322030,120950.0,4818736.0
2004-03-23,22589,23049,22589,23050,1960,120468.0,4818736.0
2004-03-24,22449,23049,22449,23050,1590,120468.0,4818736.0
2004-03-25,22957,23003,22589,23004,1960,120227.0,4818736.0
2004-03-26,22542,23095,22403,23097,4410,120709.0,4818736.0
2004-03-29,23003,23049,23003,23050,900,120468.0,4818736.0
2004-03-30,22957,23049,22957,23050,900,120468.0,4818736.0
2004-03-31,22680,23049,22680,23050,1160,120468.0,4818736.0
2004-04-01,23049,23095,22864,23097,1870,120709.0,4818736.0
2004-04-02,23003,23049,23003,23050,810,120468.0,4818736.0
2004-04-06,23003,23049,23003,23050,1550,120468.0,4818736.0
2004-04-07,23003,23418,22957,23418,4170,122396.0,4818736.0
2004-04-08,22772,23233,22772,23235,2840,121432.0,4818736.0
2004-04-09,23049,23141,22864,23143,870,120950.0,4818736.0
2004-04-12,23049,23233,23049,23235,2330,121432.0,4818736.0
2004-04-13,23141,23233,22864,23235,2650,121432.0,4818736.0
2004-04-14,23049,23510,23049,23512,130,122878.0,4818736.0
2004-04-16,22911,23971,22911,23789,144370,124323.0,4818736.0
2004-04-19,23187,23786,23095,23789,48930,124323.0,4818736.0
2004-04-20,23233,23510,23233,23512,5170,122878.0,4818736.0
2004-04-21,23141,23602,22911,23604,3780,123360.0,4818736.0
2004-04-22,23786,23786,23049,23418,49690,122396.0,4818736.0
2004-04-23,23832,23832,23141,23418,102170,122396.0,4818736.0
2004-04-26,23418,23786,23418,23789,380,124323.0,4818736.0
2004-04-27,23832,23832,23510,23789,580,124323.0,4818736.0
2004-04-28,23418,23786,23418,23741,730,124082.0,4818736.0
2004-04-29,23325,23786,23325,23789,1420,124323.0,4818736.0
2004-04-30,23786,23786,23372,23789,370,124323.0,4818736.0
2004-05-03,23464,23786,23464,23789,110,124323.0,4818736.0
2004-05-04,23510,23740,23325,23741,1070,124082.0,4818736.0
2004-05-06,23510,23510,23510,23512,0,122878.0,4818736.0
2004-05-07,23049,23695,22219,23418,1650,122396.0,4818736.0
2004-05-10,22403,23602,22403,23235,1680,121432.0,4818736.0
2004-05-11,23602,23602,23602,23604,10,123360.0,4818736.0
2004-05-12,23602,23695,23095,23695,800,123842.0,4818736.0
2004-05-13,23695,23786,23695,23789,3220,124323.0,4818736.0
2004-05-14,23233,23740,23049,23050,2310,120468.0,4818736.0
2004-05-17,23602,23695,22772,23695,720,123842.0,4818736.0
2004-05-18,22589,23695,22589,23695,190,123842.0,4818736.0
2004-05-19,23695,23786,23325,23789,350,124323.0,4818736.0
2004-05-20,23740,23740,23740,23741,10,124082.0,4818736.0
2004-05-21,23786,23786,23786,23789,170,124323.0,4818736.0
2004-05-24,23786,23786,23233,23741,180,124082.0,4818736.0
2004-05-25,23418,23740,23049,23604,2350,123360.0,4818736.0
2004-05-27,23695,23740,23372,23741,140,124082.0,4818736.0
2004-05-28,23740,23740,23740,23741,10,124082.0,4818736.0
2004-05-31,23740,23740,23049,23512,2180,122878.0,4818736.0
2004-06-01,23695,23786,23187,23741,1770,124082.0,4818736.0
2004-06-02,23740,23740,23372,23741,160,124082.0,4818736.0
2004-06-03,23325,23740,23325,23741,180,124082.0,4818736.0
2004-06-04,23649,23786,23649,23789,1250,124323.0,4818736.0
2004-06-07,23786,23879,23786,23789,9070,124323.0,4818736.0
2004-06-08,23786,23786,23464,23741,3720,124082.0,4818736.0
2004-06-09,23786,23786,23695,23789,6110,124323.0,4818736.0
2004-06-10,23786,27337,23740,27337,9040,142876.0,4818736.0
2004-06-11,29503,30425,25769,30426,6300,159018.0,4818736.0
2004-06-14,28811,31715,28811,30426,8000,159018.0,4818736.0
2004-06-15,32269,32269,29549,29689,8800,155163.0,4818736.0
2004-06-16,28857,30886,28857,29689,3340,155163.0,4818736.0
2004-06-17,28580,30425,28397,28397,3912,148417.0,4818736.0
2004-06-18,27382,30425,27382,29504,5056,154200.0,4818736.0
2004-06-21,30425,30425,27751,28306,14090,147935.0,4818736.0
2004-06-22,28351,28351,25815,25816,6330,134925.0,4818736.0
2004-06-23,26553,28028,25216,26739,10610,139743.0,4818736.0
2004-06-24,26830,29411,26830,28491,860,148899.0,4818736.0
2004-06-25,28580,29042,27337,28397,1700,148417.0,4818736.0
2004-06-28,28765,30425,28765,30195,3200,157814.0,4818736.0
2004-06-29,29871,31163,28719,31164,1200,162873.0,4818736.0
2004-06-30,31624,32269,30794,32270,3791,168656.0,4818736.0
2004-07-01,31117,32269,30886,30887,720,161428.0,4818736.0
2004-07-02,28580,30886,28580,29043,620,151790.0,4818736.0
2004-07-05,28304,31808,27843,31348,2720,163837.0,4818736.0
2004-07-06,31255,33191,31255,32270,6060,168656.0,4818736.0
2004-07-07,30332,31624,30332,30472,2460,159259.0,4818736.0
2004-07-08,29640,29688,29226,29504,2450,154200.0,4818736.0
2004-07-09,29503,31808,29503,29504,7000,154200.0,4818736.0
2004-07-12,29503,30747,28674,28674,5430,149863.0,4818736.0
2004-07-13,28674,28904,27659,28122,1580,146971.0,4818736.0
2004-07-14,28028,28304,27659,28029,1360,146490.0,4818736.0
2004-07-15,28397,28534,27291,28537,690,149140.0,4818736.0
2004-07-16,27843,28212,27613,27845,2680,145526.0,4818736.0
2004-07-19,28443,28488,27659,27799,1900,145285.0,4818736.0
2004-07-20,27659,27797,27198,27799,1220,145285.0,4818736.0
2004-07-21,27889,29042,26736,27799,6660,145285.0,4818736.0
2004-07-22,26967,27843,26921,27845,1770,145526.0,4818736.0
2004-07-23,27060,27936,27060,27891,2590,145767.0,4818736.0
2004-07-26,27291,27889,27291,27891,1070,145767.0,4818736.0
2004-07-27,27843,29826,27659,29827,2520,155886.0,4818736.0
2004-07-28,29964,29964,28719,28859,960,150826.0,4818736.0
2004-07-29,28857,28857,27843,27845,580,145526.0,4818736.0
2004-07-30,28443,28628,27751,28029,1750,146490.0,4818736.0
2004-08-02,28488,28488,26460,27891,2960,145767.0,4818736.0
2004-08-03,28580,28580,27843,28122,130,146971.0,4818736.0
2004-08-04,27936,27936,27013,27660,1660,144562.0,4818736.0
2004-08-05,27659,29272,27659,27753,660,145044.0,4818736.0
2004-08-06,27659,28074,27659,28076,220,146731.0,4818736.0
2004-08-09,28074,29595,28074,29320,1270,153236.0,4818736.0
2004-08-10,28811,28811,28351,28352,910,148176.0,4818736.0
2004-08-11,28397,28443,28304,28306,370,147935.0,4818736.0
2004-08-12,28397,28857,28304,28306,5770,147935.0,4818736.0
2004-08-13,28304,28949,28304,28397,1530,148417.0,4818736.0
2004-08-16,27982,28765,27889,28444,600,148658.0,4818736.0
2004-08-17,28443,28443,28443,28444,0,148658.0,4818736.0
2004-08-18,28443,28443,27936,27936,30,146008.0,4818736.0
2004-08-19,28443,29042,28120,28122,460,146971.0,4818736.0
2004-08-20,28120,28120,28120,28122,320,146971.0,4818736.0
2004-08-23,27936,27936,27751,27753,210,145044.0,4818736.0
2004-08-24,28674,28674,27751,28537,580,149140.0,4818736.0
2004-08-25,27843,28580,27797,28583,160,149381.0,4818736.0
2004-08-26,28580,28580,27889,27891,600,145767.0,4818736.0
2004-08-27,27751,28488,27659,28491,620,148899.0,4818736.0
2004-08-30,27797,28120,27428,27431,480,143357.0,4818736.0
2004-08-31,27198,27659,27198,27200,470,142153.0,4818736.0
2004-09-01,27198,27659,26645,26923,770,140707.0,4818736.0
2004-09-02,26921,27198,26553,27061,410,141430.0,4818736.0
2004-09-03,27060,27198,26645,26739,640,139743.0,4818736.0
2004-09-06,27013,27198,26783,26830,1490,140225.0,4818736.0
2004-09-07,27151,27151,26736,26969,1300,140948.0,4818736.0
2004-09-08,26830,27151,26736,26739,900,139743.0,4818736.0
2004-09-09,27106,27106,26276,26923,3980,140707.0,4818736.0
2004-09-10,26459,26645,26459,26647,630,139261.0,4818736.0
2004-09-13,26736,26736,26553,26647,420,139261.0,4818736.0
2004-09-14,26368,26460,26368,26462,340,138298.0,4818736.0
2004-09-15,27013,27013,26276,26647,200,139261.0,4818736.0
2004-09-16,26645,27151,26460,26923,2510,140707.0,4818736.0
2004-09-17,26460,26645,25262,26093,60240,136370.0,4818736.0
2004-09-20,26368,26599,25078,25079,1370,131070.0,4818736.0
2004-09-21,26138,26138,25216,25863,960,135166.0,4818736.0
2004-09-22,25907,25953,24616,25816,3030,134925.0,4818736.0
2004-09-23,25815,25815,25078,25356,610,132515.0,4818736.0
2004-09-24,25815,25907,25815,25816,590,134925.0,4818736.0
2004-09-30,26276,26276,26276,26277,440,137334.0,4818736.0
2004-10-01,26184,26921,25815,26923,1640,140707.0,4818736.0
2004-10-04,27198,27291,27013,27107,15860,141671.0,4818736.0
2004-10-05,27151,27151,26967,27153,1000,141912.0,4818736.0
2004-10-06,27198,27291,27106,27245,8990,142394.0,4818736.0
2004-10-07,27291,27291,26921,27107,2360,141671.0,4818736.0
2004-10-08,27198,27198,25999,26001,2986,135888.0,4818736.0
2004-10-11,27106,27198,26736,27200,22320,142153.0,4818736.0
2004-10-12,27936,31255,26276,27107,39076,141671.0,4818736.0
2004-10-13,27568,27568,26553,27200,21190,142153.0,4818736.0
2004-10-14,26690,27198,26645,27200,10340,142153.0,4818736.0
2004-10-15,27198,27198,26507,27200,23090,265839.0,9011477.0
2004-10-18,27198,27198,26645,27200,21740,265839.0,9011477.0
2004-10-19,27198,27198,26921,27200,19510,265839.0,9011477.0
2004-10-20,27198,27198,26783,27200,5280,265839.0,9011477.0
2004-10-21,27198,27198,26507,26554,16530,259531.0,9011477.0
2004-10-22,26553,27060,26184,26739,860,261333.0,9011477.0
2004-10-25,26921,26921,25078,25447,3980,248717.0,9011477.0
2004-10-26,25584,25769,24432,24895,5380,243310.0,9011477.0
2004-10-27,25078,25769,23971,24618,1530,240606.0,9011477.0
2004-10-28,24616,24892,23649,24755,1100,241958.0,9011477.0
2004-10-29,25353,25353,24109,25309,610,247365.0,9011477.0
2004-11-01,24985,25539,24985,25539,660,249618.0,9011477.0
2004-11-02,25493,26276,25493,26277,1710,256827.0,9011477.0
2004-11-03,25446,26229,25446,26093,980,255025.0,9011477.0
2004-11-04,25815,26229,25400,26231,1390,256377.0,9011477.0
2004-11-05,26229,26736,25907,26185,2640,255926.0,9011477.0
2004-11-08,26184,26645,25630,25816,2170,252321.0,9011477.0
2004-11-09,25815,26091,25493,25816,1950,252321.0,9011477.0
2004-11-10,25815,27013,25815,26277,3280,256827.0,9011477.0
2004-11-11,25584,26091,24939,25263,12170,246914.0,9011477.0
2004-11-12,25769,25999,25769,25955,3521,253673.0,9011477.0
2004-11-15,25676,25999,25676,25770,1663,251871.0,9011477.0
2004-11-16,25123,25723,25123,25493,3200,249167.0,9011477.0
2004-11-17,25539,25815,25078,25587,6600,250068.0,9011477.0
2004-11-18,25353,25353,24709,25032,2660,244662.0,9011477.0
2004-11-19,25032,25032,24247,24755,10790,241958.0,9011477.0
2004-11-22,24755,24801,23649,24618,4310,240606.0,9011477.0
2004-11-23,23925,25262,23925,25263,17080,246914.0,9011477.0
2004-11-24,25262,25262,24755,25263,3740,246914.0,9011477.0
2004-11-25,25262,25262,24801,24895,1590,243310.0,9011477.0
2004-11-26,25216,25769,24892,24895,6420,243310.0,9011477.0
2004-11-29,25353,25723,24892,25402,3675,248266.0,9011477.0
2004-11-30,25723,25723,25078,25356,4970,247816.0,9011477.0
2004-12-01,25446,28580,25446,25908,6270,253223.0,9011477.0
2004-12-02,25815,27474,25815,27015,5865,264036.0,9011477.0
2004-12-03,28028,28304,26736,27107,4280,264937.0,9011477.0
2004-12-06,26322,26690,26045,26693,8480,260882.0,9011477.0
2004-12-07,25999,26553,25815,26231,6920,256377.0,9011477.0
2004-12-08,26599,26599,25493,25816,4950,252321.0,9011477.0
2004-12-09,25676,27474,24801,27476,16880,268542.0,9011477.0
2004-12-10,27198,27198,25353,26277,2900,256827.0,9011477.0
2004-12-13,25815,27659,25769,25863,8351,252772.0,9011477.0
2004-12-14,26736,26736,25446,25633,4620,250519.0,9011477.0
2004-12-15,25539,25723,25353,25447,4920,248717.0,9011477.0
2004-12-16,25308,26645,25169,25633,5140,250519.0,9011477.0
2004-12-17,25630,26507,24892,25863,6310,252772.0,9011477.0
2004-12-20,26645,26921,25907,26416,12280,258179.0,9011477.0
2004-12-21,25907,26322,25539,25816,4170,252321.0,9011477.0
2004-12-22,25999,25999,25676,25908,3430,253223.0,9011477.0
2004-12-23,25493,25907,25123,25217,3365,246464.0,9011477.0
2004-12-24,25493,25493,24892,25356,95489,247816.0,9011477.0
2004-12-27,25446,25815,24892,24895,190200,243310.0,9011477.0
2004-12-28,25216,25539,25032,25493,5780,249167.0,9011477.0
2004-12-29,25584,25676,25169,25678,5170,250970.0,9011477.0
2004-12-30,25676,25999,25032,26001,5020,254124.0,9011477.0
2005-01-03,25353,25676,25078,25447,1770,248717.0,9011477.0
2005-01-04,25676,25907,25446,25539,2190,249618.0,9011477.0
2005-01-05,25216,25815,25169,25724,1890,251420.0,9011477.0
2005-01-06,25539,25539,25169,25171,4270,246013.0,9011477.0
2005-01-07,25032,25169,24801,25125,4660,245563.0,9011477.0
2005-01-10,24892,25539,24755,25263,6390,246914.0,9011477.0
2005-01-11,25169,25584,25169,25402,5870,248266.0,9011477.0
2005-01-12,25723,25723,25216,25217,2560,246464.0,9011477.0
2005-01-13,25078,25400,24985,25356,6360,247816.0,9011477.0
2005-01-14,25078,25815,25078,25447,6240,248717.0,9011477.0
2005-01-17,25169,25769,25123,25447,3770,248717.0,9011477.0
2005-01-18,25446,25723,25353,25724,1680,251420.0,9011477.0
2005-01-19,25400,25676,25169,25309,4140,247365.0,9011477.0
2005-01-20,25539,26184,25539,25908,12051,253223.0,9011477.0
2005-01-21,25953,25999,25493,25955,5531,253673.0,9011477.0
2005-01-24,25493,25999,25078,25402,7690,248266.0,9011477.0
2005-01-25,25078,25308,24985,25263,4140,246914.0,9011477.0
2005-01-26,25353,25584,25078,25447,5380,248717.0,9011477.0
2005-01-27,25169,25676,25169,25678,2860,250970.0,9011477.0
2005-01-28,25446,25630,25169,25217,2010,246464.0,9011477.0
2005-01-31,25169,25999,25169,25724,6230,251420.0,9011477.0
2005-02-01,26276,26276,25262,25633,5590,250519.0,9011477.0
2005-02-02,25676,25676,25262,25402,61680,248266.0,9011477.0
2005-02-03,25353,25907,25308,25908,4210,253223.0,9011477.0
2005-02-04,25907,26184,25493,26185,6350,255926.0,9011477.0
2005-02-07,26276,26783,25953,26784,9820,261783.0,9011477.0
2005-02-11,26783,30794,26045,28583,28695,279356.0,9011477.0
2005-02-14,29503,30886,28904,30518,53487,298280.0,9011477.0
2005-02-15,30886,30886,28488,29320,13007,286565.0,9011477.0
2005-02-16,29411,29918,28120,28583,10719,279356.0,9011477.0
2005-02-17,27705,28949,27705,28306,6480,276652.0,9011477.0
2005-02-18,27705,28674,27337,28674,8290,280257.0,9011477.0
2005-02-21,28949,29871,27936,28214,9360,275751.0,9011477.0
2005-02-22,28074,28397,27520,27799,4250,271696.0,9011477.0
2005-02-23,27244,28074,27244,27660,16120,270344.0,9011477.0
2005-02-24,27337,28120,27337,27983,8050,273498.0,9011477.0
2005-02-25,28166,28304,27659,27891,10250,272597.0,9011477.0
2005-02-28,27889,28074,27568,27891,64530,272597.0,9011477.0
2005-03-02,28166,28397,27613,27660,65320,270344.0,9011477.0
2005-03-03,28580,29780,27705,28029,58120,273949.0,9011477.0
2005-03-04,28028,28120,27659,27660,11940,270344.0,9011477.0
2005-03-07,27613,27889,27520,27660,12890,270344.0,9011477.0
2005-03-08,27520,27843,27474,27476,27300,268542.0,9011477.0
2005-03-09,27244,27889,27244,27845,23790,272147.0,9011477.0
2005-03-10,27843,27843,27474,27476,13780,268542.0,9011477.0
2005-03-11,27244,28212,27244,28029,28730,273949.0,9011477.0
2005-03-14,28028,28765,27659,27706,36660,270795.0,9011477.0
2005-03-15,27705,27843,27198,27568,15680,269443.0,9011477.0
2005-03-16,27797,27889,27291,27799,34190,271696.0,9011477.0
2005-03-17,27520,27843,27474,27660,42100,270344.0,9011477.0
2005-03-18,27659,27843,27568,27845,25230,272147.0,9011477.0
